word	Turkish-tr	emotion	emotion-intensity-score
probation	deneme	fear	0.438
accuser	suçlayan kimse	fear	0.438
insulting	aşağılayıcı	fear	0.435
mysterious	gizemli	fear	0.435
halting	aksak	fear	0.435
rebels	isyancılar	fear	0.435
repulsion	itme	fear	0.431
glare	parıltı	fear	0.430
punitive	cezalandırıcı	fear	0.425
sordid	çıkarcı	fear	0.425
stake	kazık	fear	0.423
tempest	fırtına	fear	0.423
ultimatum	ültimatom	fear	0.422
reticent	suskun	fear	0.422
bayonet	süngü	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	süspansiyon	fear	0.422
lament	ağıt	fear	0.422
burdensome	külfetli	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	çok büyük	fear	0.422
coyote	çakal	fear	0.422
deleterious	zararlı	fear	0.422
dissident	muhalif	fear	0.422
varicella	suçiçeği	fear	0.422
wilderness	çöl	fear	0.422
delusion	kuruntu	fear	0.422
bigot	yobaz	fear	0.422
unsteady	kararsız	fear	0.422
stresses	gerilmeler	fear	0.422
offense	suç	fear	0.422
heathen	dinsiz	fear	0.422
prowl	kolaçan etmek	fear	0.422
troll	trol	fear	0.422
infamous	rezil	fear	0.422
disappear	kaybolmak	fear	0.422
depress	düşürmek	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	doğal olmayan	fear	0.422
usurped	gasp	fear	0.422
steal	çalmak	fear	0.422
anathema	aforoz	fear	0.422
fainting	bayılma	fear	0.422
alien	yabancı	fear	0.422
extrajudicial	dava dışı olan	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	sıkıntı	fear	0.418
ineptitude	beceriksizlik	fear	0.417
outsider	yabancı	fear	0.413
ugliness	çirkinlik	fear	0.410
vulture	akbaba	fear	0.410
immoral	ahlaksız	fear	0.410
scar	yara izi	fear	0.406
stressful	stresli	fear	0.406
screech	cırlamak	fear	0.406
wary	dikkatli	fear	0.406
disgust	iğrenme	fear	0.406
stressing	vurgulayarak	fear	0.406
deport	dışlamak	fear	0.406
nausea	mide bulantısı	fear	0.406
resection	rezeksiyonu	fear	0.406
blackout	karartma	fear	0.406
disallowed	izin verilmeyen	fear	0.406
insolvent	iflas etmiş	fear	0.406
dismissal	işten çıkarma	fear	0.406
omnipotence	her şeyi yapabilme	fear	0.406
possession	mülk	fear	0.406
tearful	ağlamaklı	fear	0.406
disorder	düzensizlik	fear	0.406
squall	fırtına	fear	0.406
dominant	baskın	fear	0.406
disabled	engelli	fear	0.406
drones	dronlar	fear	0.406
recklessness	pervasızlık	fear	0.406
escape	kaçış	fear	0.406
distressed	sıkıntılı	fear	0.406
claw	pençe	fear	0.406
stretcher	sedye	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	kefaret	fear	0.406
weakly	zayıf bir şekilde	fear	0.406
rubble	moloz	fear	0.406
whimper	sızlanma	fear	0.406
ghetto	geto	fear	0.406
socialism	sosyalizm	fear	0.405
conspiracy	komplo	fear	0.400
toughness	dayanıklılık	fear	0.400
defection	iltica	fear	0.398
absence	yokluk	fear	0.396
moan	inilti	fear	0.394
crusade	haçlı seferi	fear	0.392
radon	radon	fear	0.391
lose	kaybetmek	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	şüpheli	fear	0.391
unemployed	işsiz	fear	0.391
reject	reddetmek	fear	0.391
excitation	uyarma	fear	0.391
xanax	xanax	fear	0.391
stifled	stifled	fear	0.391
scarecrow	korkuluk	fear	0.391
concealment	gizlenme	fear	0.391
conquer	fethetmek	fear	0.391
discrimination	ayırt etme	fear	0.391
diagnosis	Teşhis	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	tuzak	fear	0.391
separation	ayırma	fear	0.391
overt	açık	fear	0.391
urgency	aciliyet	fear	0.391
musket	misket tüfeği	fear	0.391
unrest	huzursuzluk	fear	0.391
descent	iniş	fear	0.391
avoiding	kaçınma	fear	0.391
cyst	kist	fear	0.391
gulp	yudum	fear	0.391
procedure	prosedür	fear	0.391
submission	boyun eğme	fear	0.391
hardened	katılaşmış	fear	0.391
refutation	yalanlama	fear	0.391
repellent	itici	fear	0.391
cleave	yarmak	fear	0.391
suspicion	şüphe	fear	0.391
poverty	yoksulluk	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	iflas	fear	0.391
mental	zihinsel	fear	0.391
theocratic	teokratik	fear	0.391
spaz	spastiğin	fear	0.391
brimstone	kükürt	fear	0.391
throb	çarpıntı	fear	0.388
outcast	serseri	fear	0.388
orc	orc	fear	0.388
disapprove	onaylamamak	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	savunma	fear	0.377
withdrawals	para çekme	fear	0.377
pressure	basınç	fear	0.375
grieve	üzülmek	fear	0.375
frigate	firkateyn	fear	0.375
kerosene	gazyağı	fear	0.375
nauseous	mide bulandırıcı	fear	0.375
khan	Kağan	fear	0.375
expose	maruz bırakmak	fear	0.375
ocd	ocd	fear	0.375
sneaking	sinsi	fear	0.375
embarrassment	sıkıntı	fear	0.375
bankrupt	iflas etti	fear	0.375
dissolution	çözünme	fear	0.375
dentistry	diş hekimliği	fear	0.375
edict	ferman	fear	0.375
bunker	sığınak	fear	0.375
antsy	sabırsız	fear	0.375
chasm	uçurum	fear	0.375
escaped	kaçtı	fear	0.375
whirlpool	girdap	fear	0.375
interrogate	sorgulamak	fear	0.375
psychological	psikolojik	fear	0.375
obligor	borçlu	fear	0.375
misconception	yanlış kanı	fear	0.375
military	askeri	fear	0.375
suspected	şüpheli	fear	0.375
locust	keçiboynuzu	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	kötü	fear	0.375
coldness	soğukluk	fear	0.375
taunt	alay	fear	0.375
obi	zenci büyüsü	fear	0.375
flu	grip	fear	0.375
barricade	barikat	fear	0.375
chimera	kuruntu	fear	0.375
sultan	sultan	fear	0.375
repellant	kovucu	fear	0.373
unknown	Bilinmeyen	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	kıskançlık	fear	0.365
mug	Kupa	fear	0.359
consternation	şaşkınlık	fear	0.359
rebel	asi	fear	0.359
conquest	fetih	fear	0.359
mournful	kederli	fear	0.359
concerned	endişeli	fear	0.359
mandamus	yüksek mahkeme emri	fear	0.359
onedge	sınırda	fear	0.359
recurring	yinelenen	fear	0.359
jaundice	sarılık	fear	0.359
sectarian	mezhep	fear	0.359
desert	çöl	fear	0.359
cur	sokak köpeği	fear	0.359
difficult	zor	fear	0.359
stint	görev	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	Dart oyunu	fear	0.359
spike	başak	fear	0.359
timid	ürkek	fear	0.359
wasting	israf	fear	0.359
bottomless	dipsiz	fear	0.359
warned	uyarısında	fear	0.359
protestant	Protestan	fear	0.359
contempt	aşağılama	fear	0.359
exam	sınav	fear	0.359
depreciation	amortisman	fear	0.359
anomaly	anomali	fear	0.359
rejects	reddeder	fear	0.359
pessimism	kötümserlik	fear	0.359
revolution	devrim	fear	0.359
formidable	müthiş	fear	0.359
burke	boğmak	fear	0.359
cautionary	uyarıcı	fear	0.359
headaches	baş ağrısı	fear	0.359
bankruptcy	iflas	fear	0.359
government	hükümet	fear	0.359
measles	kızamık	fear	0.359
languishing	baygın	fear	0.358
constrain	sınırlamak	fear	0.358
bane	yıkım	fear	0.356
impeach	itham etmek	fear	0.354
warden	bekçi	fear	0.354
adverse	ters	fear	0.352
lawyer	avukat	fear	0.349
libel	karalama	fear	0.348
retrenchment	tasarruf	fear	0.345
imminent	yakın	fear	0.345
unjustifiable	yersiz	fear	0.344
knell	ölüm haberi	fear	0.344
contentious	çekişmeli	fear	0.344
opposed	karşıt	fear	0.344
shame	utanç	fear	0.344
avoidance	kaçınma	fear	0.344
resistant	dayanıklı	fear	0.344
discipline	disiplin	fear	0.344
defy	karşı gelmek	fear	0.344
belittle	küçümsemek	fear	0.344
fanaticism	fanatizm	fear	0.344
bearish	kaba	fear	0.344
opium	afyon	fear	0.344
sorrow	üzüntü	fear	0.344
mri	mRI	fear	0.344
shaky	titrek	fear	0.344
hiss	tıslama	fear	0.344
loneliness	yalnızlık	fear	0.344
swerve	saptırmak	fear	0.344
taboo	tabu	fear	0.344
reckless	pervasız	fear	0.344
obstacle	engel	fear	0.344
launches	lansmanlar	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	karar	fear	0.344
servile	köle	fear	0.344
hesitation	duraksama	fear	0.344
evade	kaçınmak	fear	0.344
recession	durgunluk	fear	0.344
eel	yılanbalığı	fear	0.344
shortage	kıtlık	fear	0.344
pest	haşere	fear	0.344
cutter	kesici	fear	0.344
psych	psikiyatri	fear	0.344
parachute	paraşüt	fear	0.344
disrespectful	saygısız	fear	0.343
phalanx	falanj	fear	0.342
creature	yaratık	fear	0.340
mortgage	ipotek	fear	0.331
specter	hayalet	fear	0.331
enigmatic	esrarengiz	fear	0.329
caution	Dikkat	fear	0.328
police	polis	fear	0.328
shank	incik	fear	0.328
undesirable	istenmeyen	fear	0.328
shutdown	kapat	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	ast	fear	0.328
gametime	oyun zamanı	fear	0.328
remove	Kaldır	fear	0.328
smut	sürme hastalığı	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	aksilik	fear	0.328
loom	dokuma tezgâhı	fear	0.328
supremacy	üstünlük	fear	0.328
unlucky	şanssız	fear	0.328
quash	bastırmak	fear	0.328
hives	kurdeşen	fear	0.328
wimp	pısırık	fear	0.328
gladiator	gladyatör	fear	0.328
feeling	duygu	fear	0.328
dominion	hakimiyet	fear	0.328
encumbrance	yük	fear	0.328
adrift	başıboş	fear	0.328
defendant	sanık	fear	0.328
outpost	ileri karakol	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	anlamsız	fear	0.328
wrongly	yanlış	fear	0.328
bugaboo	öcü	fear	0.328
weirdo	garip	fear	0.328
ethereal	ruhani	fear	0.328
scarce	kıt	fear	0.327
unsettled	kararsız	fear	0.327
antisocial	antisosyal	fear	0.324
astray	yoldan	fear	0.320
vigilant	uyanık	fear	0.319
socialist	sosyalist	fear	0.318
halter	yular	fear	0.318
pessimist	kötümser	fear	0.317
pacing	ilerleme hızı	fear	0.316
opponent	karşı taraf	fear	0.312
discontinuity	devamsızlık	fear	0.312
conspire	anlaşmak	fear	0.312
trickery	hile	fear	0.312
obsessing	takıntı	fear	0.312
seclusion	gözlerden uzak yer	fear	0.312
whirlwind	kasırga	fear	0.312
unexpected	beklenmedik	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	tıkmak	fear	0.312
collusion	hile	fear	0.312
muzzle	ağız	fear	0.312
blight	yıkım	fear	0.312
foreigner	yabancı	fear	0.312
chargeable	ücretli	fear	0.312
laxative	müshil	fear	0.312
clinical	klinik	fear	0.312
dentist	diş doktoru	fear	0.312
therapist	terapist	fear	0.312
deadline	son tarih	fear	0.312
bewilderment	şaşkınlık	fear	0.312
litigate	dava	fear	0.312
nether	cehennem	fear	0.312
thorny	dikenli	fear	0.312
valium	valium	fear	0.312
powerful	güçlü	fear	0.312
uneasy	huzursuz	fear	0.312
unkind	kırıcı	fear	0.312
ordnance	ordu donatım	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	İyice düşünmek	fear	0.309
doubts	şüpheler	fear	0.308
seriousness	ciddiyet	fear	0.305
irrational	irrasyonel	fear	0.305
erase	silmek	fear	0.303
teasing	alay	fear	0.303
razor	jilet	fear	0.303
sweating	terlemek	fear	0.298
reluctant	isteksiz	fear	0.297
mage	sihirbaz	fear	0.297
crouching	çömelme	fear	0.297
warning	uyarı	fear	0.297
endless	sonsuz	fear	0.297
adjudicate	ihale etmek	fear	0.297
bale	balya	fear	0.297
inflation	enflasyon	fear	0.297
giant	dev	fear	0.297
auditor	denetçi	fear	0.297
medical	tıbbi	fear	0.297
swamp	bataklık	fear	0.297
bitch	orospu	fear	0.297
mislead	yanlış yönlendirmek	fear	0.297
weighty	ağır	fear	0.297
avoid	önlemek	fear	0.297
depreciated	amortismana	fear	0.297
flounder	pisi balığı	fear	0.297
deflation	deflasyon	fear	0.297
unsurpassed	eşsiz	fear	0.297
dashed	kesik	fear	0.297
hide	saklamak	fear	0.297
timidity	ürkeklik	fear	0.297
deluge	tufan	fear	0.287
disinformation	yanlış bilgi verme	fear	0.286
court	mahkeme	fear	0.284
aversion	hoşlanmama	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	düşmanca	fear	0.281
remains	kalıntılar	fear	0.281
discourage	vazgeçirmek	fear	0.281
cautious	ihtiyatlı	fear	0.281
oncoming	yaklaşan	fear	0.281
flying	uçan	fear	0.281
mistaken	yanlış	fear	0.281
swelling	şişme	fear	0.281
dwarfed	bodur	fear	0.281
surveillance	gözetim	fear	0.281
apache	apache	fear	0.281
rush	acele	fear	0.281
yelp	havlama	fear	0.281
cartridge	kartuş	fear	0.281
fortress	kale	fear	0.281
bigoted	bağnaz	fear	0.281
notready	hazır değil	fear	0.281
challenge	meydan okuma	fear	0.281
submitting	göndererek	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	karışıklık	fear	0.281
unruly	asi	fear	0.281
intense	yoğun	fear	0.279
noncompliance	uymama	fear	0.276
alerts	uyarılar	fear	0.276
planes	düzlemler	fear	0.274
displeased	dargın	fear	0.273
cop	polis	fear	0.273
unbridled	dizginsiz	fear	0.271
regiment	alay	fear	0.266
crowds	kalabalıklar	fear	0.266
sentence	cümle	fear	0.266
blindfold	körü körüne	fear	0.266
crouch	çömelmek	fear	0.266
belt	kemer	fear	0.266
hooded	kukuletalı	fear	0.266
uncanny	esrarengiz	fear	0.266
cupping	çukurluğu	fear	0.266
sneak	gizlice	fear	0.266
cloak	pelerin	fear	0.266
banger	külüstür araba	fear	0.266
affront	hakaret	fear	0.266
confession	itiraf	fear	0.266
blemish	leke	fear	0.266
posse	heyet	fear	0.266
auditions	Seçmeler	fear	0.266
forgotten	unutulmuş	fear	0.266
immerse	batırmak	fear	0.266
operation	operasyon	fear	0.266
elevation	yükseklik	fear	0.266
shanghai	shanghai	fear	0.266
hood	kukuleta	fear	0.266
problem	sorun	fear	0.266
skid	kızak	fear	0.266
insomnia	uykusuzluk hastalığı	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	Sağanak yağış	fear	0.266
force	Kuvvet	fear	0.266
spur	mahmuz	fear	0.262
defense	savunma	fear	0.258
mortgagor	ipotek ettiren borçlu	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	koşmak	fear	0.250
rascal	kerata	fear	0.250
standstill	duraklama	fear	0.250
doubt	şüphe	fear	0.250
cataract	katarakt	fear	0.250
repent	tövbe etmek	fear	0.250
unfamiliar	yabancı	fear	0.250
delusional	sanrısal	fear	0.250
obliging	yardımsever	fear	0.250
hag	kocakarı	fear	0.250
defend	savunmak	fear	0.250
guard	bekçi	fear	0.250
scapegoat	günah keçisi	fear	0.250
swampy	bataklık	fear	0.250
react	tepki	fear	0.250
breakingnews	BreakingNews	fear	0.250
foul	faul	fear	0.250
spinster	kız kurusu	fear	0.250
indifference	kayıtsızlık	fear	0.250
sunk	çökük	fear	0.250
picket	kazık	fear	0.250
insect	böcek	fear	0.250
rating	değerlendirme	fear	0.250
forewarned	forewarned	fear	0.250
indecisive	kararsız	fear	0.250
stealthy	gizli	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	topraklı	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	en yüksek	fear	0.236
inequality	eşitsizlik	fear	0.234
rekindle	alevlendirmek	fear	0.234
shrink	küçültmek	fear	0.234
scaffold	iskele	fear	0.234
discontent	hoşnutsuzluk	fear	0.234
verge	meyletmek	fear	0.234
psychiatrist	psikiyatrist	fear	0.234
overdrive	aşırı hız yapmak	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	aracılık etmek	fear	0.234
pinion	kanat ucu	fear	0.234
finalized	kesinleşmiş	fear	0.234
shelters	barınaklar	fear	0.234
sleepless	uykusuz	fear	0.234
dependence	bağımlılık	fear	0.234
chicken	tavuk	fear	0.234
instinctive	içgüdüsel	fear	0.234
buzz	vızıltı	fear	0.234
difficulty	zorluk	fear	0.234
bee	bal arısı	fear	0.234
insomniac	uykusuzluk hastası	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dolar	fear	0.234
rushing	acele	fear	0.233
overslept	overslept	fear	0.226
default	varsayılan	fear	0.226
confessional	itiraf ile ilgili	fear	0.225
impatient	sabırsız	fear	0.224
immigrant	göçmen	fear	0.219
heft	itmek	fear	0.219
sweat	ter	fear	0.219
waver	sallanmak	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	paragöz	fear	0.219
thrill	heyecan	fear	0.219
cane	baston	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	farzedelim	fear	0.219
tactics	taktik	fear	0.219
veer	saptırmak	fear	0.219
unequal	eşitsiz	fear	0.219
lastminute	Son dakika	fear	0.219
jungle	orman	fear	0.219
bait	yem	fear	0.219
revelations	âyetlerini	fear	0.219
blues	hüzün	fear	0.219
overtired	overtired	fear	0.218
prognosis	prognoz	fear	0.217
alertness	uyanıklık	fear	0.216
hyped	sinirli	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	bana şans Dile	fear	0.212
tryouts	Seçmeler	fear	0.210
clowns	palyaçolar	fear	0.207
fluctuation	dalgalanma	fear	0.204
restless	huzursuz	fear	0.204
examination	sınav	fear	0.204
intimacy	samimiyet	fear	0.203
phew	vay be	fear	0.203
quail	Bıldırcın	fear	0.203
hurry	acele	fear	0.203
uphill	yokuş yukarı	fear	0.203
mighty	güçlü	fear	0.203
birth	doğum	fear	0.203
cross	çapraz	fear	0.203
help	yardım et	fear	0.203
overcome	üstesinden gelmek	fear	0.203
recesses	girintiler	fear	0.203
acceptances	kabuller	fear	0.203
fearless	korkusuz	fear	0.200
ware	eşya	fear	0.198
change	değişiklik	fear	0.198
withstand	dayanmak	fear	0.197
asap	en kısa sürede	fear	0.191
owing	borçlu	fear	0.188
gnome	cüce	fear	0.188
cautiously	ihtiyatla	fear	0.188
tract	sistem	fear	0.188
deadlines	tarihleri	fear	0.188
heighten	yükseltmek	fear	0.188
attorney	avukat	fear	0.188
bug	böcek	fear	0.188
knots	knot	fear	0.188
fragile	kırılgan	fear	0.188
rule	kural	fear	0.188
advance	ilerlemek	fear	0.188
intrigue	entrika	fear	0.188
overcoming	üstesinden	fear	0.188
stillness	durgunluk	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	izlemek	fear	0.188
unorganised	örgütlenmemiş	fear	0.188
elf	cin	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	yalnız	fear	0.183
slippery	kaygan	fear	0.181
interview	röportaj	fear	0.180
everyman	her adam	fear	0.178
speculation	spekülasyon	fear	0.176
needtoknow	bilmem gerek	fear	0.173
assessment	değerlendirme	fear	0.172
competition	yarışma	fear	0.172
settlor	mülkünü vasiyetle bırakan kimse	fear	0.172
rod	çubuk	fear	0.172
checkpoint	kontrol noktası	fear	0.172
regulatory	düzenleyici	fear	0.172
worship	ibadet	fear	0.172
shell	kabuk	fear	0.172
readytogo	gitmeye hazır	fear	0.172
uncertain	belirsiz	fear	0.172
unsure	emin olmayan	fear	0.172
birch	huş ağacı	fear	0.172
surprise	sürpriz	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	saman	fear	0.172
composure	sakinlik	fear	0.172
interviewer	görüşmeci	fear	0.172
less	az	fear	0.167
coy	çekingen	fear	0.162
iris	iris	fear	0.160
audition	işitme	fear	0.156
sly	sinsi	fear	0.156
legalized	yasallaşması	fear	0.156
intimately	yakından	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	geri sayım	fear	0.156
hearing	işitme	fear	0.156
bases	bazlar	fear	0.156
medication	ilaç	fear	0.156
ceasefire	ateşkes	fear	0.156
retirement	emeklilik	fear	0.156
courageous	cesur	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	sarfınazar etmek	fear	0.151
dawned	dank etti	fear	0.150
censor	sansürcü	fear	0.149
bailiff	mübaşir	fear	0.147
syllabus	müfredat	fear	0.147
gent	centilmen	fear	0.141
caricature	karikatür	fear	0.141
rationality	rasyonellik	fear	0.141
cove	koy	fear	0.141
newcomer	yeni gelen	fear	0.141
eventuality	olasılık	fear	0.141
imagination	hayal gücü	fear	0.141
validity	geçerlik	fear	0.141
waiting	bekleme	fear	0.141
delay	gecikme	fear	0.141
shy	utangaç	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	semptom	fear	0.133
excite	heyecanlandırmak	fear	0.132
raccoon	rakun	fear	0.127
prevent	önlemek	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	palyaço	fear	0.125
ahhh	ahhh	fear	0.125
hawk	şahin	fear	0.125
campaigning	kampanya	fear	0.125
soready	çok hazır	fear	0.125
tryout	denemek	fear	0.125
marry	evlenmek	fear	0.125
sprite	peri	fear	0.125
swim	yüzmek	fear	0.125
gameday	oyun günü	fear	0.125
sag	sarkma	fear	0.123
pharmacy	eczane	fear	0.123
policeman	polis	fear	0.121
lace	dantel	fear	0.111
dreamt	hayal	fear	0.111
holiness	kutsallık	fear	0.109
pray	dua etmek	fear	0.109
weight	ağırlık	fear	0.109
incase	bu durumda	fear	0.109
knot	düğüm	fear	0.109
confidence	güven	fear	0.109
notoriety	adı çıkma	fear	0.109
homework	ev ödevi	fear	0.109
destination	hedef	fear	0.109
bigday	büyük gün	fear	0.109
slender	ince	fear	0.100
undecided	kararsız	fear	0.098
sympathetic	sempatik	fear	0.097
god	Allah	fear	0.094
grades	sınıflarda	fear	0.094
loyal	sadık	fear	0.094
poise	duruş	fear	0.094
treat	tedavi etmek	fear	0.094
confident	kendine güvenen	fear	0.094
counsellor	danışman	fear	0.094
helmet	kask	fear	0.094
case	dava	fear	0.094
locate	yerleştirmek	fear	0.094
northeast	kuzeydoğusunda	fear	0.088
compassion	merhamet	fear	0.078
nurture	beslemek	fear	0.078
graduation	mezuniyet	fear	0.078
graded	derecelendirilir	fear	0.075
mum	anne	fear	0.070
infant	bebek	fear	0.067
civilians	siviller	fear	0.062
soulmate	ruh ikizi	fear	0.062
civilian	sivil	fear	0.062
cloudiness	bulutluluk	fear	0.062
gradschool	GradSchool	fear	0.062
parade	geçit töreni	fear	0.062
cash	nakit	fear	0.062
journey	seyahat	fear	0.062
guidelines	kılavuzlar	fear	0.062
youth	gençlik	fear	0.062
opera	opera	fear	0.057
synonymous	eşanlamlı	fear	0.056
praying	dua eden	fear	0.047
honest	dürüst	fear	0.047
intelligence	zeka	fear	0.038
romance	romantik	fear	0.031
lines	hatlar	fear	0.031
volunteer	gönüllü	fear	0.031
obey	itaat etmek	fear	0.016
happiest	En mutlu	joy	0.986
happiness	mutluluk	joy	0.984
bliss	mutluluk	joy	0.971
celebrating	kutluyor	joy	0.970
jubilant	sevinçli	joy	0.969
ecstatic	mest olmus	joy	0.954
elation	sevinç	joy	0.944
bestdayever	en iyi gün	joy	0.938
beaming	ışık saçan	joy	0.938
loveee	loveee	joy	0.932
celebration	kutlama	joy	0.929
awesomeness	harika özellikler	joy	0.926
joy	sevinç	joy	0.924
happily	mutlu bir şekilde	joy	0.922
excitement	heyecan	joy	0.922
euphoria	öfori	joy	0.922
fabulous	harika	joy	0.922
joyous	neşeli	joy	0.922
exuberance	taşkınlık	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	Şükran	joy	0.914
spectacular	muhteşem	joy	0.912
merriment	neşe	joy	0.912
happydance	mutlu dans	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	çok memnun	joy	0.909
triumphant	muzaffer	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	coşku	joy	0.906
cheerful	neşeli	joy	0.906
cheer	tezahürat	joy	0.897
elated	mutlu	joy	0.894
lovethis	bunu sev	joy	0.891
laugh	gülmek	joy	0.891
jolly	neşeli	joy	0.891
pleasures	zevkler	joy	0.891
excitation	uyarma	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	memnun olmak	joy	0.891
exhilaration	neşe	joy	0.891
marvelously	hayret verici biçimde	joy	0.881
loving	seven	joy	0.879
joyful	neşeli	joy	0.879
outstanding	ödenmemiş	joy	0.879
blissful	keyifli	joy	0.879
pleasurable	zevkli	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	hevesli	joy	0.875
lovinglife	Hayatı sevmek	joy	0.875
glee	neşe	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	çok mutlu	joy	0.868
woohoo	woohoo	joy	0.864
laughing	gülme	joy	0.864
superb	muhteşem	joy	0.864
wonderful	olağanüstü	joy	0.863
brilliant	parlak	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	tezahürat	joy	0.859
hooray	Yaşasın	joy	0.859
glory	şan	joy	0.859
celebrated	ünlü	joy	0.859
loved	sevilen	joy	0.859
magnificent	muhteşem	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	şükürler olsun	joy	0.859
exciting	heyecan verici	joy	0.853
heavenly	göksel	joy	0.853
thrilled	heyecan	joy	0.851
mademyday	günümü şenlendirdin	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	kutlamak	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	nimet	joy	0.844
wonderfully	harika	joy	0.844
sweetness	tatlılık	joy	0.833
marvellous	harika	joy	0.833
festive	festival	joy	0.833
blessed	mübarek	joy	0.833
paradise	cennet	joy	0.833
celebrations	kutlamaları	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	gülümseyen	joy	0.828
enchanting	büyüleyici	joy	0.828
love	Aşk	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Evim güzel evim	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	kahkaha	joy	0.824
marvelous	harika	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	kutlama	joy	0.818
sensational	sansasyonel	joy	0.818
delightful	hoş	joy	0.818
happyheart	mutlu kalp	joy	0.818
rejoicing	sevindirici	joy	0.818
joys	sevinçleri	joy	0.818
goodness	iyilik	joy	0.818
excited	heyecanlı	joy	0.818
excellence	mükemmellik	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	neşeli	joy	0.814
glorious	şanlı	joy	0.812
lovemaking	sevişmek	joy	0.812
rejoice	sevinmek	joy	0.812
victorious	muzaffer	joy	0.812
excellent	mükemmel	joy	0.812
bonanza	bolluk	joy	0.812
smiley	gülen	joy	0.812
enjoy	keyfini çıkarın	joy	0.812
splendid	görkemli	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	iyi zamanlar	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	mutlu gün	joy	0.809
myfavorite	benim favorim	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	Zevk	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	sevinç	joy	0.803
giggle	kıkırdama	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	başarı	joy	0.797
happier	daha mutlu	joy	0.797
dancing	dans	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	görkem	joy	0.797
