word	Hmong-hmn	emotion	emotion-intensity-score
gasping	khiav ceev	fear	0.438
probation	kev ua txhaum	fear	0.438
accuser	tus neeg dag	fear	0.438
insulting	thuam	fear	0.435
mysterious	mysterious	fear	0.435
halting	halting	fear	0.435
rebels	rebels	fear	0.435
repulsion	kev tshem tawm	fear	0.431
glare	glare	fear	0.430
punitive	punitive	fear	0.425
sordid	sordid	fear	0.425
stake	ceg txheem ntseeg	fear	0.423
tempest	tempest	fear	0.423
ultimatum	kawg	fear	0.422
reticent	reticent	fear	0.422
bayonet	bayonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	muab ncua	fear	0.422
lament	lament	fear	0.422
burdensome	burdensome	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	thumping	fear	0.422
coyote	ntxawm	fear	0.422
deleterious	deleterious	fear	0.422
dissident	dissident	fear	0.422
varicella	varicella	fear	0.422
wilderness	wilderness	fear	0.422
delusion	delusion	fear	0.422
bigot	bigot	fear	0.422
unsteady	unsteady	fear	0.422
stresses	kev ntxhov siab	fear	0.422
offense	ua txhaum	fear	0.422
heathen	heathen	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	infamous	fear	0.422
disappear	ploj	fear	0.422
depress	nyuaj siab	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	unnatural	fear	0.422
usurped	usurped	fear	0.422
steal	nyiag	fear	0.422
anathema	anathema	fear	0.422
fainting	tsaus muag	fear	0.422
alien	nawj	fear	0.422
extrajudicial	kev txiav txim siab	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	kev nyuaj siab	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	sab nrauv	fear	0.413
ugliness	ugliness	fear	0.410
vulture	vulture	fear	0.410
immoral	tsis ncaj ncees	fear	0.410
scar	caws pliav	fear	0.406
stressful	ntxhov siab	fear	0.406
screech	screech	fear	0.406
wary	ceev faj	fear	0.406
disgust	qias neeg	fear	0.406
stressing	stressing	fear	0.406
deport	deport	fear	0.406
nausea	xeev siab	fear	0.406
resection	resection	fear	0.406
blackout	blackout	fear	0.406
disallowed	tsis pom zoo	fear	0.406
insolvent	daws	fear	0.406
dismissal	lawb tawm	fear	0.406
omnipotence	omnipotence	fear	0.406
possession	muaj	fear	0.406
tearful	tearful	fear	0.406
disorder	tsis meej	fear	0.406
squall	squall	fear	0.406
dominant	tseem ceeb	fear	0.406
disabled	xiam oob khab	fear	0.406
drones	drones	fear	0.406
recklessness	tsis txaus ntseeg	fear	0.406
escape	kev khiav	fear	0.406
distressed	ntxhov siab	fear	0.406
claw	claw	fear	0.406
stretcher	stretcher	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penance	fear	0.406
weakly	weakly	fear	0.406
rubble	rubble	fear	0.406
whimper	whimper	fear	0.406
ghetto	ghetto	fear	0.406
socialism	socialism	fear	0.405
conspiracy	conspiracy	fear	0.400
toughness	toughness	fear	0.400
defection	defection	fear	0.398
absence	tsis tuaj	fear	0.396
moan	moan	fear	0.394
crusade	kev sib ntaus	fear	0.392
radon	radon	fear	0.391
lose	poob	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubious	fear	0.391
unemployed	poob hauj lwm	fear	0.391
reject	xyeej	fear	0.391
excitation	excitation	fear	0.391
xanax	xanax	fear	0.391
stifled	stifled	fear	0.391
scarecrow	txoj kev zom maum	fear	0.391
concealment	zais	fear	0.391
conquer	kov yeej	fear	0.391
discrimination	kev ntxub ntxaug	fear	0.391
diagnosis	kuaj mob	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	snare	fear	0.391
separation	sib cais	fear	0.391
overt	tshaj tawm	fear	0.391
urgency	kev kub ntxhov	fear	0.391
musket	musk	fear	0.391
unrest	tsis ncaj ncees	fear	0.391
descent	qhovntsej thiaj tsis mob	fear	0.391
avoiding	tsis txhob	fear	0.391
cyst	cyst	fear	0.391
gulp	nqos	fear	0.391
procedure	txheej txheem	fear	0.391
submission	xa tawm	fear	0.391
hardened	sib zog	fear	0.391
refutation	refutation	fear	0.391
repellent	tiv thaiv	fear	0.391
cleave	npuaj teg	fear	0.391
suspicion	suspicion	fear	0.391
poverty	txom nyem	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvency	fear	0.391
mental	hlwb	fear	0.391
theocratic	txoj kev ntseeg	fear	0.391
spaz	spaz	fear	0.391
brimstone	brimstone	fear	0.391
throb	throb	fear	0.388
outcast	outcast	fear	0.388
orc	orc	fear	0.388
disapprove	tsis pom zoo	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	plea	fear	0.377
withdrawals	rho nyiaj	fear	0.377
pressure	siab	fear	0.375
grieve	kev quaj ntsuag	fear	0.375
frigate	frigate	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	xeev siab	fear	0.375
khan	khan	fear	0.375
expose	nthuav tawm	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	poob ntsej muag	fear	0.375
bankrupt	nyiaj txiag	fear	0.375
dissolution	xaus	fear	0.375
dentistry	kev kho hniav	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	chasm	fear	0.375
escaped	dim	fear	0.375
whirlpool	ntsa iab	fear	0.375
interrogate	interrogate	fear	0.375
psychological	puas siab puas ntsws	fear	0.375
obligor	tus nqi txhiv	fear	0.375
misconception	misconception	fear	0.375
military	ua tub rog	fear	0.375
suspected	xav tias	fear	0.375
locust	locust	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	phem	fear	0.375
coldness	txias	fear	0.375
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	kab mob khaub thuas	fear	0.375
barricade	Barricade	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	repellant	fear	0.373
unknown	tsis paub	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	khib siab	fear	0.365
mug	mug	fear	0.359
consternation	consternation	fear	0.359
rebel	ntxeev siab	fear	0.359
conquest	conquest	fear	0.359
mournful	mournful	fear	0.359
concerned	txhawj xeeb	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	rov muaj dua	fear	0.359
jaundice	jaundice	fear	0.359
sectarian	sectarian	fear	0.359
desert	Desert	fear	0.359
cur	cur	fear	0.359
difficult	nyuaj	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dart	fear	0.359
spike	ntsia hlau loj	fear	0.359
timid	txaj muag	fear	0.359
wasting	wasting	fear	0.359
bottomless	bottomless	fear	0.359
warned	ceeb toom	fear	0.359
protestant	tus neeg tawm tsam	fear	0.359
contempt	kev yuam cai	fear	0.359
exam	xeem	fear	0.359
depreciation	kev poob nqis	fear	0.359
anomaly	anomaly	fear	0.359
rejects	rejects	fear	0.359
pessimism	pessimism	fear	0.359
revolution	kiv puag ncig	fear	0.359
formidable	formidable	fear	0.359
burke	burke	fear	0.359
cautionary	cautionary	fear	0.359
headaches	mob taub hau	fear	0.359
bankruptcy	kev poob nyiaj	fear	0.359
government	tsoom fwv	fear	0.359
measles	measles	fear	0.359
languishing	languishing	fear	0.358
constrain	txwv	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	tus thawj coj	fear	0.354
adverse	adverse	fear	0.352
lawyer	kws lij choj	fear	0.349
libel	libel	fear	0.348
retrenchment	retrenchment	fear	0.345
imminent	muaj kev vam meej	fear	0.345
unjustifiable	unjustifiable	fear	0.344
knell	knell	fear	0.344
contentious	kev sib cav	fear	0.344
opposed	tawm tsam	fear	0.344
shame	txaj muag	fear	0.344
avoidance	zam dhau	fear	0.344
resistant	resistant	fear	0.344
discipline	qhuab qhia	fear	0.344
defy	defy	fear	0.344
belittle	poob siab	fear	0.344
fanaticism	fanaticism	fear	0.344
bearish	bearish	fear	0.344
opium	yeeb tshuaj	fear	0.344
sorrow	tu siab	fear	0.344
mri	mri	fear	0.344
shaky	thawv	fear	0.344
hiss	hiss	fear	0.344
loneliness	kev kho siab	fear	0.344
swerve	swerve	fear	0.344
taboo	taboo	fear	0.344
reckless	tsis txaus ntseeg	fear	0.344
obstacle	kev khuam	fear	0.344
launches	xa	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	kev txiav txim	fear	0.344
servile	servile	fear	0.344
hesitation	hesitation	fear	0.344
evade	nkaum	fear	0.344
recession	kev txom nyem	fear	0.344
eel	eel	fear	0.344
shortage	tsis txaus	fear	0.344
pest	kab tsuag	fear	0.344
cutter	cutter	fear	0.344
psych	hlwb	fear	0.344
parachute	kaulse	fear	0.344
disrespectful	tsis hwm	fear	0.343
phalanx	phalanx	fear	0.342
creature	zeej	fear	0.340
mortgage	nqi tsev	fear	0.331
specter	specter	fear	0.331
enigmatic	enigmatic	fear	0.329
caution	ceeb toom	fear	0.328
police	tub ceev xwm	fear	0.328
shank	shank	fear	0.328
undesirable	undesirable	fear	0.328
shutdown	shutdown	fear	0.328
dike	dike	fear	0.328
subordinate	subordinate	fear	0.328
gametime	gametime	fear	0.328
remove	tshem tawm	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	loom	fear	0.328
supremacy	supremacy	fear	0.328
unlucky	unlucky	fear	0.328
quash	quash	fear	0.328
hives	khaus	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	kev xav	fear	0.328
dominion	ntiaj teb	fear	0.328
encumbrance	encumbrance	fear	0.328
adrift	adrift	fear	0.328
defendant	raug foob	fear	0.328
outpost	tshaj tawm	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	tsis paub	fear	0.328
wrongly	wrongly	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	tsis zoo	fear	0.327
unsettled	tsis sib haum	fear	0.327
antisocial	antisocial	fear	0.324
astray	yuam kev	fear	0.320
vigilant	tsev	fear	0.319
socialist	Socialist	fear	0.318
halter	Halter	fear	0.318
pessimist	pessimist	fear	0.317
pacing	pacing	fear	0.316
opponent	tus nrog sib ntaus	fear	0.312
discontinuity	tsis tuaj yeem	fear	0.312
conspire	conspire	fear	0.312
trickery	kev dag ntxias	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	seclusion	fear	0.312
whirlwind	khaub zig cua	fear	0.312
unexpected	npaj txhij txog	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	collusion	fear	0.312
muzzle	muzzle	fear	0.312
blight	blight	fear	0.312
foreigner	txawv teb chaws	fear	0.312
chargeable	them nqi	fear	0.312
laxative	laxative	fear	0.312
clinical	clinical	fear	0.312
dentist	kws kho hniav	fear	0.312
therapist	tus kws kho mob	fear	0.312
deadline	sijhawm	fear	0.312
bewilderment	bewilderment	fear	0.312
litigate	litigate	fear	0.312
nether	nether	fear	0.312
thorny	thorny	fear	0.312
valium	valium	fear	0.312
powerful	haib	fear	0.312
uneasy	tsis muaj kev ntxhov siab	fear	0.312
unkind	tsis zoo	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	xav tsis thoob	fear	0.308
seriousness	loj heev	fear	0.305
irrational	irrational	fear	0.305
erase	tshem tawm	fear	0.303
teasing	kev sib cav	fear	0.303
razor	rab phom	fear	0.303
sweating	tawm hws	fear	0.298
reluctant	tsis kam	fear	0.297
mage	mage	fear	0.297
crouching	crouching	fear	0.297
warning	ceeb toom	fear	0.297
endless	kawg	fear	0.297
adjudicate	ua txhaum	fear	0.297
bale	bale	fear	0.297
inflation	nce nqi	fear	0.297
giant	loj heev	fear	0.297
auditor	soj ntsuam	fear	0.297
medical	kev kho mob	fear	0.297
swamp	dej hiav txwv	fear	0.297
bitch	bitch	fear	0.297
mislead	mislead	fear	0.297
weighty	hnyav	fear	0.297
avoid	tsis txhob	fear	0.297
depreciated	poob	fear	0.297
flounder	flounder	fear	0.297
deflation	deflation	fear	0.297
unsurpassed	unsurpassed	fear	0.297
dashed	dashed	fear	0.297
hide	nkaum	fear	0.297
timidity	kev ntseeg	fear	0.297
deluge	deluge	fear	0.287
disinformation	disinformation	fear	0.286
court	lub tsev hais plaub	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	unfriendly	fear	0.281
remains	tshua	fear	0.281
discourage	poob siab	fear	0.281
cautious	ceev faj	fear	0.281
oncoming	tab tom yuav tuaj	fear	0.281
flying	ya	fear	0.281
mistaken	yuam kev	fear	0.281
swelling	o	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	keb soj ntsuam	fear	0.281
apache	apache	fear	0.281
rush	maj	fear	0.281
yelp	yelp	fear	0.281
cartridge	cartridge	fear	0.281
fortress	fortress	fear	0.281
bigoted	bigoted	fear	0.281
notready	tsis tau	fear	0.281
challenge	kev sib tw	fear	0.281
submitting	xa tawm	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	tsis meej pem	fear	0.281
unruly	tsis ncaj ncees	fear	0.281
intense	khaus	fear	0.279
noncompliance	tsis ua raws cai	fear	0.276
alerts	ceeb toom	fear	0.276
planes	dav hlau	fear	0.274
displeased	tsis txaus siab	fear	0.273
cop	tub ceev xwm	fear	0.273
unbridled	unbridled	fear	0.271
regiment	kev coj noj coj ua	fear	0.266
crowds	coob coob	fear	0.266
sentence	kab lus	fear	0.266
blindfold	blindfold	fear	0.266
crouch	khoov	fear	0.266
belt	siv	fear	0.266
hooded	hooded	fear	0.266
uncanny	uncanny	fear	0.266
cupping	khob cij	fear	0.266
sneak	nka mus	fear	0.266
cloak	cloak	fear	0.266
banger	banger	fear	0.266
affront	affront	fear	0.266
confession	lees txim	fear	0.266
blemish	blemish	fear	0.266
posse	posse	fear	0.266
auditions	auditions	fear	0.266
forgotten	tsis nco qab lawm	fear	0.266
immerse	raus dej	fear	0.266
operation	lag luam	fear	0.266
elevation	nce	fear	0.266
shanghai	shanghai	fear	0.266
hood	hood	fear	0.266
problem	teeb meem	fear	0.266
skid	nplua	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	quab yuam	fear	0.266
spur	spur	fear	0.262
defense	tiv thaiv	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	khiav	fear	0.250
rascal	rascal	fear	0.250
standstill	standstill	fear	0.250
doubt	tsis ntseeg	fear	0.250
cataract	cataract	fear	0.250
repent	hloov siab lees txim	fear	0.250
unfamiliar	txawv txawv	fear	0.250
delusional	delusional	fear	0.250
obliging	yuam kev	fear	0.250
hag	taw qhia	fear	0.250
defend	tiv thaiv	fear	0.250
guard	tus neeg zov	fear	0.250
scapegoat	kev sib txawv	fear	0.250
swampy	swampy	fear	0.250
react	hnov mob	fear	0.250
breakingnews	txhawj xeeb	fear	0.250
foul	foul	fear	0.250
spinster	spinster	fear	0.250
indifference	indifference	fear	0.250
sunk	ntses	fear	0.250
picket	picket	fear	0.250
insect	kab	fear	0.250
rating	kev ntsuam xyuas	fear	0.250
forewarned	forewarned	fear	0.250
indecisive	tsis nyiam	fear	0.250
stealthy	stealthy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	grounded	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	siab tshaj	fear	0.236
inequality	tsis sib npaug	fear	0.234
rekindle	rekindle	fear	0.234
shrink	shrink	fear	0.234
scaffold	scaffold	fear	0.234
discontent	poob siab	fear	0.234
verge	verify	fear	0.234
psychiatrist	psychiatrist	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinion	fear	0.234
finalized	ua tiav	fear	0.234
shelters	Hli	fear	0.234
sleepless	tsis tsaug zog	fear	0.234
dependence	kev vam khom	fear	0.234
chicken	qaib	fear	0.234
instinctive	instinctive	fear	0.234
buzz	buzz	fear	0.234
difficulty	nyuaj	fear	0.234
bee	Bee	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	phaw	fear	0.234
rushing	rushing	fear	0.233
overslept	saib xyuas	fear	0.226
default	ua ntej	fear	0.226
confessional	confessional	fear	0.225
impatient	siab luv	fear	0.224
immigrant	tuaj txawv tebchaws	fear	0.219
heft	heft	fear	0.219
sweat	hws	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingy	fear	0.219
thrill	thrill	fear	0.219
cane	pas nrig	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	tactics	fear	0.219
veer	weer	fear	0.219
unequal	tsis ncaj ncees	fear	0.219
lastminute	lastminute	fear	0.219
jungle	zoov nuj txeeg	fear	0.219
bait	kab nuv ntses	fear	0.219
revelations	kev tshwm sim	fear	0.219
blues	kev nyuaj siab	fear	0.219
overtired	tshaj tawm	fear	0.218
prognosis	kev mob	fear	0.217
alertness	alertness	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	xavmeluck	fear	0.212
tryouts	simouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	teebmeem	fear	0.204
restless	nyob tsis tswm	fear	0.204
examination	kev xeem	fear	0.204
intimacy	kev sib ncawg	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	tsuag tsuag	fear	0.203
uphill	uphill	fear	0.203
mighty	mighty	fear	0.203
birth	yug	fear	0.203
cross	hla	fear	0.203
help	pab	fear	0.203
overcome	kov yeej	fear	0.203
recesses	recesses	fear	0.203
acceptances	kev pom zoo	fear	0.203
fearless	tsis ntshai	fear	0.200
ware	ntxhuav	fear	0.198
change	hloov	fear	0.198
withstand	withstand	fear	0.197
asap	asap	fear	0.191
owing	tshuav nuj nqi	fear	0.188
gnome	gnome	fear	0.188
cautiously	cautiously	fear	0.188
tract	daim phiaj	fear	0.188
deadlines	sijhawm kawg	fear	0.188
heighten	kom siab	fear	0.188
attorney	kws lij choj	fear	0.188
bug	kab laum	fear	0.188
knots	pob caus ntawd	fear	0.188
fragile	taus	fear	0.188
rule	txoj cai	fear	0.188
advance	ua ntej	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	kov yeej	fear	0.188
stillness	stillness	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	saib	fear	0.188
unorganised	unorganized	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	kho siab	fear	0.183
slippery	nplua	fear	0.181
interview	kev xam phaj	fear	0.180
everyman	txhua txhua tus	fear	0.178
speculation	speculation	fear	0.176
needtoknow	xav tau	fear	0.173
assessment	kev ntsuam xyuas	fear	0.172
competition	kev sib tw	fear	0.172
settlor	settor	fear	0.172
rod	pas	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	ntxawg	fear	0.172
worship	pe hawm	fear	0.172
shell	plhaub	fear	0.172
readytogo	npaj txogo	fear	0.172
uncertain	tsis meej	fear	0.172
unsure	paub meej	fear	0.172
birch	birch	fear	0.172
surprise	surprise	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	composure	fear	0.172
interviewer	tus neeg xam phaj	fear	0.172
less	tsawg dua	fear	0.167
coy	coy	fear	0.162
iris	IRIS	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	legalized	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	countdown	fear	0.156
hearing	lub rooj sib hais	fear	0.156
bases	bases	fear	0.156
medication	tshuaj noj	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	nyiaj laus	fear	0.156
courageous	ua siab loj	fear	0.154
overthinker	tshaj tawm	fear	0.153
backtrack	backtrack	fear	0.151
dawned	dawned	fear	0.150
censor	censor	fear	0.149
bailiff	tus ceev xwm	fear	0.147
syllabus	syllabus	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	rationality	fear	0.141
cove	cove	fear	0.141
newcomer	tshiab	fear	0.141
eventuality	sijhawm	fear	0.141
imagination	kev xav	fear	0.141
validity	validity	fear	0.141
waiting	tos	fear	0.141
delay	ncua	fear	0.141
shy	txaj muag	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	kab mob	fear	0.133
excite	excite	fear	0.132
raccoon	raccoon	fear	0.127
prevent	tiv thaiv	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	pojniam	fear	0.125
campaigning	tawm tswv yim	fear	0.125
soready	soready	fear	0.125
tryout	sim ua	fear	0.125
marry	yuav	fear	0.125
sprite	sprite	fear	0.125
swim	ua luam dej	fear	0.125
gameday	gameday	fear	0.125
sag	txoj cai	fear	0.123
pharmacy	lub tsev muag tshuaj	fear	0.123
policeman	tub ceev xwm	fear	0.121
lace	lace	fear	0.111
dreamt	ua npau suav	fear	0.111
holiness	kev dawb huv	fear	0.109
pray	thov Vajtswv	fear	0.109
weight	yuag	fear	0.109
incase	incase	fear	0.109
knot	pob txha	fear	0.109
confidence	cog qoob loo	fear	0.109
notoriety	notoriety	fear	0.109
homework	homework	fear	0.109
destination	destination	fear	0.109
bigday	hnub loj	fear	0.109
slender	slender	fear	0.100
undecided	tsis meej pem	fear	0.098
sympathetic	sympathetic	fear	0.097
god	Vaj tswv	fear	0.094
grades	qib	fear	0.094
loyal	loyal	fear	0.094
poise	poise	fear	0.094
treat	kho	fear	0.094
confident	ntseeg siab	fear	0.094
counsellor	tus kws pab tswv yim	fear	0.094
helmet	kaus mom hlau	fear	0.094
case	rooj plaub	fear	0.094
locate	nrhiav	fear	0.094
northeast	northeast	fear	0.088
compassion	kev khuv leej	fear	0.078
nurture	nurture	fear	0.078
graduation	kawm tiav	fear	0.078
graded	kawm tiav	fear	0.075
mum	tsis hais lus	fear	0.070
infant	me nyuam mos	fear	0.067
civilians	civilians	fear	0.062
soulmate	soulmate	fear	0.062
civilian	pej xeem	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	nyiaj ntsuab	fear	0.062
journey	lus	fear	0.062
guidelines	cov txheej txheem	fear	0.062
youth	cov hluas	fear	0.062
opera	opera	fear	0.057
synonymous	synonymous	fear	0.056
praying	thov Vajtswv	fear	0.047
honest	ncaj ncees	fear	0.047
intelligence	txawj ntse	fear	0.038
romance	romance	fear	0.031
lines	kab	fear	0.031
volunteer	yeem pab dawb	fear	0.031
obey	mloog lus	fear	0.016
happiest	happiest	joy	0.986
happiness	zoo siab	joy	0.984
bliss	bliss	joy	0.971
celebrating	ua kev zoo siab	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	zoo tshaj plaws	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	kev ua koob tsheej	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	zoo siab	joy	0.924
happily	zoo siab	joy	0.922
excitement	excitement	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	zoo heev	joy	0.922
joyous	zoo siab	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	kev ris txiaj	joy	0.914
spectacular	zoo siab heev	joy	0.912
merriment	merriment	joy	0.912
happydance	zoo siab	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	overjoyed	joy	0.909
triumphant	triumphant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	cheerful	joy	0.906
cheer	siab	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	luag	joy	0.891
jolly	jolly	joy	0.891
pleasures	pleasures	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	zoo siab	joy	0.891
exhilaration	kev zoo siab	joy	0.891
marvelously	marvelously	joy	0.881
loving	hlub	joy	0.879
joyful	zoo siab	joy	0.879
outstanding	zoo heev	joy	0.879
blissful	blissful	joy	0.879
pleasurable	pleasurable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	zoo siab	joy	0.875
lovinglife	kev hlub	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	luag	joy	0.864
superb	zoo heev	joy	0.864
wonderful	zoo	joy	0.863
brilliant	ci ntsa iab	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	zoo siab	joy	0.859
hooray	hooray	joy	0.859
glory	yeeb koob	joy	0.859
celebrated	ua kev zoo siab	joy	0.859
loved	hlub	joy	0.859
magnificent	zoo kawg li	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	exciting	joy	0.853
heavenly	saum ntuj ceeb tsheej	joy	0.853
thrilled	zoo siab heev	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	noj peb caug	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	foom koob hmoov	joy	0.844
wonderfully	wonderfully	joy	0.844
sweetness	qab zib	joy	0.833
marvellous	zoo kawg li	joy	0.833
festive	festive	joy	0.833
blessed	tau koob hmoov	joy	0.833
paradise	paradise	joy	0.833
celebrations	kev ua koob tsheej	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ntxhi	joy	0.828
enchanting	enchanting	joy	0.828
love	hlub	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	tsev neeg tsis muaj zog	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	luag	joy	0.824
marvelous	zoo kawg li	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	kev ua koob tsheej	joy	0.818
sensational	sensational	joy	0.818
delightful	zoo siab	joy	0.818
happyheart	zoo siab	joy	0.818
rejoicing	rejoicing	joy	0.818
joys	kev ua si	joy	0.818
goodness	zoo	joy	0.818
excited	zoo siab heev	joy	0.818
excellence	zoo tshaj plaws	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	yeeb koob	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	zoo siab	joy	0.812
victorious	yeej xwb	joy	0.812
excellent	zoo heev	joy	0.812
bonanza	Bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	txaus siab rau	joy	0.812
splendid	splendid	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	qhov zoo	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	zoo siab	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	txaus siab	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	zoo siab	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	kev vam meej	joy	0.797
happier	zoo siab dua	joy	0.797
dancing	dancing	joy	0.797
