word	French-fr	emotion	emotion-intensity-score
punishing	punir	fear	0.562
incubus	incube	fear	0.562
sacrifices	sacrifices	fear	0.562
freak	Freak	fear	0.562
jitters	frousse	fear	0.562
incrimination	incrimination	fear	0.562
gunpowder	poudre à canon	fear	0.562
degrading	dégradant	fear	0.562
pitfall	piège	fear	0.562
lawsuit	procès	fear	0.562
misfortune	malheur	fear	0.562
apprehend	appréhender	fear	0.562
risky	risqué	fear	0.562
travesty	travestir	fear	0.562
unsafe	peu sûr	fear	0.561
perpetrator	auteur	fear	0.560
worstfeeling	NO TRANSLATION	fear	0.560
sin	NO TRANSLATION	fear	0.560
intimidation	intimidation	fear	0.559
occult	occulte	fear	0.559
disable	désactiver	fear	0.558
decay	pourriture	fear	0.557
affliction	affliction	fear	0.557
autopsy	autopsie	fear	0.557
vulnerability	vulnérabilité	fear	0.548
outburst	explosion	fear	0.547
deformity	déformation	fear	0.547
defenseless	sans défense	fear	0.547
appendicitis	appendicite	fear	0.547
siren	sirène	fear	0.547
ailing	malade	fear	0.547
brigade	Brigade	fear	0.547
scandal	scandale	fear	0.547
talons	NO TRANSLATION	fear	0.547
mad	furieux	fear	0.547
outcry	tollé	fear	0.547
needles	aiguilles	fear	0.547
expulsion	expulsion	fear	0.547
scorpion	Scorpion	fear	0.547
cannon	canon	fear	0.547
overthrow	renverser	fear	0.547
communism	communisme	fear	0.547
enmity	hostilité	fear	0.547
flood	inonder	fear	0.547
beware	il faut se méfier	fear	0.547
bondage	esclavage	fear	0.547
asylum	asile	fear	0.547
coercion	coercition	fear	0.547
plunge	plonger	fear	0.547
apparition	apparition	fear	0.547
thief	voleur	fear	0.547
growling	grondement	fear	0.547
noxious	nuisible	fear	0.547
insanity	folie	fear	0.547
derogation	dérogation	fear	0.547
samurai	samouraï	fear	0.547
abhor	abhorrer	fear	0.547
gonorrhea	blennorragie	fear	0.547
neuralgia	névralgie	fear	0.547
precarious	précaire	fear	0.547
senile	sénile	fear	0.547
jeopardize	compromettre	fear	0.547
adder	additionneur	fear	0.547
retribution	châtiment	fear	0.545
uprising	soulèvement	fear	0.545
cemetery	cimetière	fear	0.541
badness	méchanceté	fear	0.539
phantom	fantôme	fear	0.538
fled	fuite	fear	0.534
abandoned	abandonné	fear	0.534
rejection	rejet	fear	0.533
theft	vol	fear	0.531
hopelessness	désespoir	fear	0.531
frenzied	frénétique	fear	0.531
buried	enterré	fear	0.531
eek	eek	fear	0.531
subjugation	assujettissement	fear	0.531
wrangling	querelles	fear	0.531
bacterium	bactérie	fear	0.531
cowardly	lâche	fear	0.531
stalk	tige	fear	0.531
helpless	sans espoir	fear	0.531
incursion	incursion	fear	0.531
stressed	stressé	fear	0.531
deserted	déserté	fear	0.531
manifestation	manifestation	fear	0.531
abandon	abandonner	fear	0.531
slave	esclave	fear	0.531
failing	échouer	fear	0.531
freakout	freakout	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	sangsues	fear	0.531
manipulation	manipulation	fear	0.531
impotence	impuissance	fear	0.531
broken	cassé	fear	0.531
atherosclerosis	athérosclérose	fear	0.531
lawlessness	anarchie	fear	0.531
swastika	svastika	fear	0.531
captor	ravisseur	fear	0.531
penetration	pénétration	fear	0.531
harbinger	présage	fear	0.531
jarring	discordant	fear	0.531
rebellion	rébellion	fear	0.531
distrust	méfiance	fear	0.531
endocarditis	endocardite	fear	0.531
carnivorous	carnivore	fear	0.531
punish	punir	fear	0.531
disembodied	désincarné	fear	0.531
superstitious	superstitieux	fear	0.531
stormy	orageux	fear	0.531
shaking	tremblement	fear	0.531
unstable	instable	fear	0.531
suspense	le suspense	fear	0.529
blood	du sang	fear	0.525
hiding	cache	fear	0.524
bear	ours	fear	0.524
unlawful	illicite	fear	0.519
crazy	fou	fear	0.519
cult	culte	fear	0.518
anxious	anxieux	fear	0.518
deportation	déportation	fear	0.517
captive	captif	fear	0.517
shriek	cri	fear	0.516
sorcery	sorcellerie	fear	0.516
grievous	grave	fear	0.516
chased	chassé	fear	0.516
detainee	détenu	fear	0.516
palsy	paralysie	fear	0.516
intolerance	intolérance	fear	0.516
growl	grognement	fear	0.516
sting	piquer	fear	0.516
plunder	pillage	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	impensable	fear	0.516
smite	frapper	fear	0.516
suspect	suspect	fear	0.516
pernicious	pernicieux	fear	0.516
enforce	imposer	fear	0.516
embolism	embolie	fear	0.516
helplessness	impuissance	fear	0.516
harshness	dureté	fear	0.516
oppress	opprimer	fear	0.516
exile	exilé	fear	0.516
foreboding	pressentiment	fear	0.516
relapse	rechute	fear	0.516
robber	voleur	fear	0.516
biopsy	biopsie	fear	0.516
emaciated	émacié	fear	0.516
incite	inciter	fear	0.516
troublesome	gênant	fear	0.516
busted	cassé	fear	0.516
darkness	obscurité	fear	0.516
insidious	insidieux	fear	0.516
plight	situation critique	fear	0.516
exacerbation	exacerbation	fear	0.516
revulsion	dégoût	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	conspirateur	fear	0.516
depression	dépression	fear	0.508
confinement	accouchement	fear	0.507
downfall	chute	fear	0.500
alcoholism	alcoolisme	fear	0.500
towering	imposant	fear	0.500
blob	goutte	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	instabilité	fear	0.500
prohibited	interdit	fear	0.500
brute	brute	fear	0.500
suppress	réprimer	fear	0.500
infarct	infarctus	fear	0.500
snowmageddon	Snowmageddon	fear	0.500
hunting	chasse	fear	0.500
wasp	guêpe	fear	0.500
cliff	falaise	fear	0.500
frenetic	frénétique	fear	0.500
squeamish	délicat	fear	0.500
mistrust	méfiance	fear	0.500
raving	délirant	fear	0.500
premeditated	prémédité	fear	0.500
intolerant	intolérant	fear	0.500
subvert	subvertir	fear	0.500
illegal	illégal	fear	0.500
scalpel	scalpel	fear	0.500
vertigo	vertige	fear	0.500
madden	madden	fear	0.500
odious	odieux	fear	0.500
ruined	ruiné	fear	0.500
constraint	contrainte	fear	0.500
suppression	suppression	fear	0.500
defiance	défi	fear	0.500
prayforme	prier pour moi	fear	0.500
surrender	abandon	fear	0.500
sinful	coupable	fear	0.500
woe	malheur	fear	0.491
perjury	parjure	fear	0.484
worse	pire	fear	0.484
syringe	seringue	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	diffamation	fear	0.484
cutting	Coupe	fear	0.484
warrior	guerrier	fear	0.484
restriction	restriction	fear	0.484
indefensible	indéfendable	fear	0.484
palpitations	palpitations	fear	0.484
retard	retard	fear	0.484
lash	fouetter	fear	0.484
flinch	reculer	fear	0.484
lion	Lion	fear	0.484
ravine	ravin	fear	0.484
cracked	fissuré	fear	0.484
shiver	frisson	fear	0.484
insecurity	insécurité	fear	0.484
rat	rat	fear	0.484
ohno	Oh non	fear	0.484
fiend	démon	fear	0.484
jumpy	nerveux	fear	0.484
hallucination	hallucination	fear	0.484
poaching	braconnage	fear	0.484
dishonor	déshonorer	fear	0.484
dismay	consternation	fear	0.484
accusing	accuser	fear	0.484
ambulance	ambulance	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	divorce	fear	0.484
ravenous	vorace	fear	0.484
disgusting	répugnant	fear	0.484
rabble	populace	fear	0.484
slam	claquer	fear	0.484
hospital	hôpital	fear	0.484
coerce	contraindre	fear	0.484
endemic	endémique	fear	0.484
prejudiced	partial	fear	0.484
blackness	noirceur	fear	0.484
armor	armure	fear	0.484
worrying	inquiétant	fear	0.484
indictment	accusation	fear	0.484
hate	haine	fear	0.484
freakish	bizarre	fear	0.484
hearse	corbillard	fear	0.484
intrusion	intrusion	fear	0.484
inspection	inspection	fear	0.483
sinner	pécheur	fear	0.483
averse	averse	fear	0.483
missing	disparu	fear	0.474
despairing	désespéré	fear	0.474
darken	assombrir	fear	0.471
austere	austère	fear	0.470
animosity	animosité	fear	0.469
fret	frette	fear	0.469
fever	fièvre	fear	0.469
illegality	illégalité	fear	0.469
accused	accusé	fear	0.469
criticize	critiquer	fear	0.469
scrapie	tremblante	fear	0.469
jaws	mâchoires	fear	0.469
depressed	déprimé	fear	0.469
armored	blindé	fear	0.469
indict	accuser	fear	0.469
aftermath	conséquences	fear	0.469
precipice	précipice	fear	0.469
regime	régime	fear	0.469
fierce	féroce	fear	0.469
breakdown	panne	fear	0.469
quiver	trembler	fear	0.469
admonition	admonition	fear	0.469
foreclose	saisir	fear	0.469
revoke	révoquer	fear	0.469
superstition	superstition	fear	0.469
overwhelmed	submergé	fear	0.469
subversion	subversion	fear	0.469
idolatry	idolâtrie	fear	0.469
asteroid	astéroïde	fear	0.469
toothache	mal aux dents	fear	0.469
inmate	détenu	fear	0.469
decomposition	décomposition	fear	0.469
sinking	naufrage	fear	0.469
intrusive	intrusif	fear	0.469
soulless	inhumain	fear	0.469
infidelity	infidélité	fear	0.469
nervous	nerveux	fear	0.469
thresh	battre	fear	0.469
startle	surprendre	fear	0.469
unhealthy	mauvais pour la santé	fear	0.469
spear	lance	fear	0.468
nasty	méchant	fear	0.466
worried	inquiet	fear	0.466
puma	puma	fear	0.465
thirteenth	treizième	fear	0.465
contraband	contrebande	fear	0.464
insecure	peu sûr	fear	0.461
disturbance	perturbation	fear	0.459
denunciation	dénonciation	fear	0.456
stigma	stigmate	fear	0.455
destitute	dépourvu	fear	0.455
powerfully	puissamment	fear	0.454
penalty	peine	fear	0.453
derogatory	dérogatoire	fear	0.453
spasm	spasme	fear	0.453
illicit	illicite	fear	0.453
dinosaur	dinosaure	fear	0.453
disruption	perturbation	fear	0.453
lockup	lockup	fear	0.453
restrain	restreindre	fear	0.453
rifle	fusil	fear	0.453
disreputable	de mauvaise réputation	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	prévenir	fear	0.453
quandary	dilemme	fear	0.453
resisting	résister	fear	0.453
rigor	rigueur	fear	0.453
stranger	étranger	fear	0.453
penal	pénal	fear	0.453
grope	tâtonner	fear	0.453
scold	gronder	fear	0.453
orphan	orphelin	fear	0.453
resign	démissionner	fear	0.453
hydrocephalus	hydrocéphalie	fear	0.453
shrill	aigu	fear	0.453
howl	hurler	fear	0.453
unspeakable	indicible	fear	0.453
wail	lamenter	fear	0.453
straits	détroits	fear	0.453
indoctrination	endoctrinement	fear	0.453
apprehension	appréhension	fear	0.453
batter	Battre	fear	0.453
arraignment	accusation	fear	0.450
urgent	urgent	fear	0.450
tramp	tramp	fear	0.440
stress	stress	fear	0.439
behemoth	monstre	fear	0.439
dominate	dominer	fear	0.438
targeting	ciblage	fear	0.438
broke	cassé	fear	0.438
looming	menaçant	fear	0.438
tribunal	tribunal	fear	0.438
debacle	débâcle	fear	0.438
forfeiture	confiscation	fear	0.438
dislocated	disloquée	fear	0.438
infirmity	infirmité	fear	0.438
impermeable	imperméable	fear	0.438
predicament	situation difficile	fear	0.438
falter	vaciller	fear	0.438
displaced	déplacé	fear	0.438
concealed	caché	fear	0.438
illegitimate	illégitime	fear	0.438
unprepared	non préparé	fear	0.438
scarcity	rareté	fear	0.438
wince	grimacer	fear	0.438
mace	masse	fear	0.438
expel	expulser	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	obstruer	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	dépouillé	fear	0.438
dentists	dentistes	fear	0.438
irreconcilable	irréconciliable	fear	0.438
bewildered	égaré	fear	0.438
indomitable	indomptable	fear	0.438
rheumatism	rhumatisme	fear	0.438
accidental	accidentel	fear	0.438
prick	piquer	fear	0.438
entangled	enchevêtré	fear	0.438
atrophy	atrophie	fear	0.438
asp	aspic	fear	0.438
perverse	pervers	fear	0.438
cabal	cabale	fear	0.438
yell	hurler	fear	0.438
gasping	halètement	fear	0.438
probation	probation	fear	0.438
accuser	accusateur	fear	0.438
insulting	insultant	fear	0.435
mysterious	mystérieux	fear	0.435
halting	arrêter	fear	0.435
rebels	rebelles	fear	0.435
repulsion	répulsion	fear	0.431
glare	éblouissement	fear	0.430
punitive	punitif	fear	0.425
sordid	sordide	fear	0.425
stake	pieu	fear	0.423
tempest	tempête	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	réticent	fear	0.422
bayonet	baïonnette	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspension	fear	0.422
lament	complainte	fear	0.422
burdensome	pénible	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	cognant	fear	0.422
coyote	coyote	fear	0.422
deleterious	délétère	fear	0.422
dissident	dissident	fear	0.422
varicella	varicelle	fear	0.422
wilderness	région sauvage	fear	0.422
delusion	illusion	fear	0.422
bigot	bigot	fear	0.422
unsteady	instable	fear	0.422
stresses	contraintes	fear	0.422
offense	infraction	fear	0.422
heathen	païen	fear	0.422
prowl	rôder	fear	0.422
troll	troll	fear	0.422
infamous	infâme	fear	0.422
disappear	disparaître	fear	0.422
depress	déprimer	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	non naturel	fear	0.422
usurped	usurpé	fear	0.422
steal	voler	fear	0.422
anathema	anathème	fear	0.422
fainting	évanouissement	fear	0.422
alien	extraterrestre	fear	0.422
extrajudicial	extrajudiciaire	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydre	fear	0.422
adversity	adversité	fear	0.418
ineptitude	ineptie	fear	0.417
outsider	outsider	fear	0.413
ugliness	la laideur	fear	0.410
vulture	vautour	fear	0.410
immoral	immoral	fear	0.410
scar	cicatrice	fear	0.406
stressful	stressant	fear	0.406
screech	hurler	fear	0.406
wary	prudent	fear	0.406
disgust	dégoûter	fear	0.406
stressing	stressant	fear	0.406
deport	expulser	fear	0.406
nausea	la nausée	fear	0.406
resection	résection	fear	0.406
blackout	coupure électrique	fear	0.406
disallowed	refusé	fear	0.406
insolvent	insolvable	fear	0.406
dismissal	congédiement	fear	0.406
omnipotence	omnipotence	fear	0.406
possession	possession	fear	0.406
tearful	en larmes	fear	0.406
disorder	désordre	fear	0.406
squall	bourrasque	fear	0.406
dominant	dominant	fear	0.406
disabled	désactivée	fear	0.406
drones	des drones	fear	0.406
recklessness	insouciance	fear	0.406
escape	échapper	fear	0.406
distressed	affligé	fear	0.406
claw	griffe	fear	0.406
stretcher	tendeur	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	pénitence	fear	0.406
weakly	faiblement	fear	0.406
rubble	décombres	fear	0.406
whimper	gémissement	fear	0.406
ghetto	ghetto	fear	0.406
socialism	socialisme	fear	0.405
conspiracy	conspiration	fear	0.400
toughness	dureté	fear	0.400
defection	défection	fear	0.398
absence	absence	fear	0.396
moan	gémissement	fear	0.394
crusade	croisade	fear	0.392
radon	radon	fear	0.391
lose	perdre	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	douteux	fear	0.391
unemployed	sans emploi	fear	0.391
reject	rejeter	fear	0.391
excitation	excitation	fear	0.391
xanax	xanax	fear	0.391
stifled	étouffé	fear	0.391
scarecrow	épouvantail	fear	0.391
concealment	dissimulation	fear	0.391
conquer	conquérir	fear	0.391
discrimination	discrimination	fear	0.391
diagnosis	diagnostic	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	piège	fear	0.391
separation	séparation	fear	0.391
overt	manifeste	fear	0.391
urgency	urgence	fear	0.391
musket	mousquet	fear	0.391
unrest	troubles	fear	0.391
descent	descente	fear	0.391
avoiding	éviter	fear	0.391
cyst	kyste	fear	0.391
gulp	gorgée	fear	0.391
procedure	procédure	fear	0.391
submission	soumission	fear	0.391
hardened	endurci	fear	0.391
refutation	réfutation	fear	0.391
repellent	repoussant	fear	0.391
cleave	fendre	fear	0.391
suspicion	soupçon	fear	0.391
poverty	la pauvreté	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvabilité	fear	0.391
mental	mental	fear	0.391
theocratic	théocratique	fear	0.391
spaz	spaz	fear	0.391
brimstone	soufre	fear	0.391
throb	palpiter	fear	0.388
outcast	banni	fear	0.388
orc	orc	fear	0.388
disapprove	désapprouver	fear	0.380
dontpanic	sanspanique	fear	0.378
plea	plaidoyer	fear	0.377
withdrawals	retraits	fear	0.377
pressure	pression	fear	0.375
grieve	se plaindre	fear	0.375
frigate	frégate	fear	0.375
kerosene	kérosène	fear	0.375
nauseous	nauséeux	fear	0.375
khan	khan	fear	0.375
expose	exposer	fear	0.375
ocd	ocd	fear	0.375
sneaking	faufiler	fear	0.375
embarrassment	embarras	fear	0.375
bankrupt	faillite	fear	0.375
dissolution	dissolution	fear	0.375
dentistry	dentisterie	fear	0.375
edict	décret	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	gouffre	fear	0.375
escaped	échappé	fear	0.375
whirlpool	tourbillon	fear	0.375
interrogate	interroger	fear	0.375
psychological	psychologique	fear	0.375
obligor	débiteur	fear	0.375
misconception	idée fausse	fear	0.375
military	militaire	fear	0.375
suspected	soupçonné	fear	0.375
locust	criquet	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	mal	fear	0.375
coldness	froideur	fear	0.375
taunt	raillerie	fear	0.375
obi	obi	fear	0.375
flu	grippe	fear	0.375
barricade	barricade	fear	0.375
chimera	chimère	fear	0.375
sultan	sultan	fear	0.375
repellant	répulsif	fear	0.373
unknown	inconnu	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	jalousie	fear	0.365
mug	agresser	fear	0.359
consternation	consternation	fear	0.359
rebel	rebelle	fear	0.359
conquest	conquête	fear	0.359
mournful	triste	fear	0.359
concerned	concerné	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	récurrent	fear	0.359
jaundice	jaunisse	fear	0.359
sectarian	sectaire	fear	0.359
desert	désert	fear	0.359
cur	cur	fear	0.359
difficult	difficile	fear	0.359
stint	besogne assignée	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dard	fear	0.359
spike	pointe	fear	0.359
timid	timide	fear	0.359
wasting	gaspillage	fear	0.359
bottomless	sans fond	fear	0.359
warned	averti	fear	0.359
protestant	protestant	fear	0.359
contempt	mépris	fear	0.359
exam	examen	fear	0.359
depreciation	dépréciation	fear	0.359
anomaly	anomalie	fear	0.359
rejects	rejette	fear	0.359
pessimism	pessimisme	fear	0.359
revolution	révolution	fear	0.359
formidable	redoutable	fear	0.359
burke	burke	fear	0.359
cautionary	de précaution	fear	0.359
headaches	maux de tête	fear	0.359
bankruptcy	la faillite	fear	0.359
government	gouvernement	fear	0.359
measles	rougeole	fear	0.359
languishing	languissant	fear	0.358
constrain	contraindre	fear	0.358
bane	fléau	fear	0.356
impeach	accuser	fear	0.354
warden	directeur	fear	0.354
adverse	négatif	fear	0.352
lawyer	avocat	fear	0.349
libel	calomnie	fear	0.348
retrenchment	retranchement	fear	0.345
imminent	imminent	fear	0.345
unjustifiable	injustifiable	fear	0.344
knell	glas	fear	0.344
contentious	contentieux	fear	0.344
opposed	opposé	fear	0.344
shame	la honte	fear	0.344
avoidance	évitement	fear	0.344
resistant	résistant	fear	0.344
discipline	la discipline	fear	0.344
defy	defier	fear	0.344
belittle	rabaisser	fear	0.344
fanaticism	fanatisme	fear	0.344
bearish	baissier	fear	0.344
opium	opium	fear	0.344
sorrow	chagrin	fear	0.344
mri	mri	fear	0.344
shaky	précaire	fear	0.344
hiss	sifflement	fear	0.344
loneliness	solitude	fear	0.344
swerve	embardée	fear	0.344
taboo	tabou	fear	0.344
reckless	téméraire	fear	0.344
obstacle	obstacle	fear	0.344
launches	lancements	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	verdict	fear	0.344
servile	servile	fear	0.344
hesitation	hésitation	fear	0.344
evade	éluder	fear	0.344
recession	récession	fear	0.344
eel	anguille	fear	0.344
shortage	pénurie	fear	0.344
pest	ravageur	fear	0.344
cutter	coupeur	fear	0.344
psych	psych	fear	0.344
parachute	parachute	fear	0.344
disrespectful	irrespectueux	fear	0.343
phalanx	phalange	fear	0.342
creature	créature	fear	0.340
mortgage	hypothèque	fear	0.331
specter	spectre	fear	0.331
enigmatic	énigmatique	fear	0.329
caution	mise en garde	fear	0.328
police	police	fear	0.328
shank	jarret	fear	0.328
undesirable	indésirable	fear	0.328
shutdown	fermer	fear	0.328
dike	digue	fear	0.328
subordinate	subalterne	fear	0.328
gametime	temps de jeu	fear	0.328
remove	retirer	fear	0.328
smut	cochonneries	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mésaventure	fear	0.328
loom	métier à tisser	fear	0.328
supremacy	suprématie	fear	0.328
unlucky	malchanceux	fear	0.328
quash	annuler	fear	0.328
hives	urticaire	fear	0.328
wimp	mauviette	fear	0.328
gladiator	gladiateur	fear	0.328
feeling	sentiment	fear	0.328
dominion	domination	fear	0.328
encumbrance	encombrement	fear	0.328
adrift	à la dérive	fear	0.328
defendant	défendeur	fear	0.328
outpost	avant-poste	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	insensé	fear	0.328
wrongly	à tort	fear	0.328
bugaboo	croque-mitaine	fear	0.328
weirdo	bizarre	fear	0.328
ethereal	éthéré	fear	0.328
scarce	rare	fear	0.327
unsettled	instable	fear	0.327
antisocial	antisocial	fear	0.324
astray	égaré	fear	0.320
vigilant	vigilant	fear	0.319
socialist	socialiste	fear	0.318
halter	licou	fear	0.318
pessimist	pessimiste	fear	0.317
pacing	rythme	fear	0.316
opponent	adversaire	fear	0.312
discontinuity	discontinuité	fear	0.312
conspire	conspirer	fear	0.312
trickery	tromperie	fear	0.312
obsessing	obsédant	fear	0.312
seclusion	isolement	fear	0.312
whirlwind	tourbillon	fear	0.312
unexpected	inattendu	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	fourrer	fear	0.312
collusion	connivence	fear	0.312
muzzle	museau	fear	0.312
blight	brûlure	fear	0.312
foreigner	étranger	fear	0.312
chargeable	payant	fear	0.312
laxative	laxatif	fear	0.312
clinical	clinique	fear	0.312
dentist	dentiste	fear	0.312
therapist	thérapeute	fear	0.312
deadline	date limite	fear	0.312
bewilderment	perplexité	fear	0.312
litigate	plaider	fear	0.312
nether	bas	fear	0.312
thorny	épineux	fear	0.312
valium	Valium	fear	0.312
powerful	puissant	fear	0.312
uneasy	inquiet	fear	0.312
unkind	méchant	fear	0.312
ordnance	l'artillerie	fear	0.312
wimpy	mauviette	fear	0.312
overthinking	penser trop	fear	0.309
doubts	les doutes	fear	0.308
seriousness	gravité	fear	0.305
irrational	irrationnel	fear	0.305
erase	effacer	fear	0.303
teasing	taquineries	fear	0.303
razor	le rasoir	fear	0.303
sweating	transpiration	fear	0.298
reluctant	réticent	fear	0.297
mage	mage	fear	0.297
crouching	accroupi	fear	0.297
warning	Attention	fear	0.297
endless	interminable	fear	0.297
adjudicate	juger	fear	0.297
bale	balle	fear	0.297
inflation	inflation	fear	0.297
giant	géant	fear	0.297
auditor	Auditeur	fear	0.297
medical	médical	fear	0.297
swamp	marais	fear	0.297
bitch	chienne	fear	0.297
mislead	tromper	fear	0.297
weighty	lourd	fear	0.297
avoid	éviter	fear	0.297
depreciated	déprécié	fear	0.297
flounder	patauger	fear	0.297
deflation	déflation	fear	0.297
unsurpassed	inégalée	fear	0.297
dashed	en pointillé	fear	0.297
hide	cacher	fear	0.297
timidity	timidité	fear	0.297
deluge	inonder	fear	0.287
disinformation	désinformation	fear	0.286
court	tribunal	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	hostile	fear	0.281
remains	restes	fear	0.281
discourage	décourager	fear	0.281
cautious	prudent	fear	0.281
oncoming	approche	fear	0.281
flying	en volant	fear	0.281
mistaken	trompé	fear	0.281
swelling	gonflement	fear	0.281
dwarfed	nain	fear	0.281
surveillance	surveillance	fear	0.281
apache	apache	fear	0.281
rush	se ruer	fear	0.281
yelp	japper	fear	0.281
cartridge	cartouche	fear	0.281
fortress	forteresse	fear	0.281
bigoted	fanatique	fear	0.281
notready	pas prêt	fear	0.281
challenge	défi	fear	0.281
submitting	soumission	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	confusion	fear	0.281
unruly	indiscipliné	fear	0.281
intense	intense	fear	0.279
noncompliance	non-conformité	fear	0.276
alerts	alertes	fear	0.276
planes	Avions	fear	0.274
displeased	mécontent	fear	0.273
cop	flic	fear	0.273
unbridled	débridé	fear	0.271
regiment	régiment	fear	0.266
crowds	foules	fear	0.266
sentence	phrase	fear	0.266
blindfold	bandeau	fear	0.266
crouch	accroupissement	fear	0.266
belt	ceinture	fear	0.266
hooded	encapuchonné	fear	0.266
uncanny	étrange	fear	0.266
cupping	ventouses	fear	0.266
sneak	se faufiler	fear	0.266
cloak	manteau	fear	0.266
banger	pétard	fear	0.266
affront	affront	fear	0.266
confession	confession	fear	0.266
blemish	défaut	fear	0.266
posse	détachement	fear	0.266
auditions	auditions	fear	0.266
forgotten	oublié	fear	0.266
immerse	immerger	fear	0.266
operation	opération	fear	0.266
elevation	élévation	fear	0.266
shanghai	Shanghai	fear	0.266
hood	capuche	fear	0.266
problem	problème	fear	0.266
skid	déraper	fear	0.266
insomnia	insomnie	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobate	fear	0.266
flurries	averses de neige	fear	0.266
force	Obliger	fear	0.266
spur	éperon	fear	0.262
defense	la défense	fear	0.258
mortgagor	débiteur hypothécaire	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	courir	fear	0.250
rascal	coquin	fear	0.250
standstill	arrêt	fear	0.250
doubt	doute	fear	0.250
cataract	cataracte	fear	0.250
repent	se repentir	fear	0.250
unfamiliar	inconnu	fear	0.250
delusional	délirant	fear	0.250
obliging	obligeant	fear	0.250
hag	vieille sorcière	fear	0.250
defend	défendre	fear	0.250
guard	garde	fear	0.250
scapegoat	bouc émissaire	fear	0.250
swampy	marécageux	fear	0.250
react	réagir	fear	0.250
breakingnews	dernières nouvelles	fear	0.250
foul	faute	fear	0.250
spinster	vieille fille	fear	0.250
indifference	indifférence	fear	0.250
sunk	coulé	fear	0.250
picket	piquet	fear	0.250
insect	insecte	fear	0.250
rating	évaluation	fear	0.250
forewarned	prévenu	fear	0.250
indecisive	indécis	fear	0.250
stealthy	furtif	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	à la terre	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	le plus élevé	fear	0.236
inequality	inégalité	fear	0.234
rekindle	raviver	fear	0.234
shrink	rétrécir	fear	0.234
scaffold	échafaud	fear	0.234
discontent	mécontentement	fear	0.234
verge	bord	fear	0.234
psychiatrist	psychiatre	fear	0.234
overdrive	surmultipliée	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercéder	fear	0.234
pinion	pignon	fear	0.234
finalized	finalisé	fear	0.234
shelters	abris	fear	0.234
sleepless	sans sommeil	fear	0.234
dependence	dépendance	fear	0.234
chicken	poulet	fear	0.234
instinctive	instinctif	fear	0.234
buzz	bourdonner	fear	0.234
difficulty	difficulté	fear	0.234
bee	abeille	fear	0.234
insomniac	insomniaque	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	mâle	fear	0.234
rushing	se précipiter	fear	0.233
overslept	dormi	fear	0.226
default	défaut	fear	0.226
confessional	confessionnal	fear	0.225
impatient	impatient	fear	0.224
immigrant	immigrant	fear	0.219
heft	soupeser	fear	0.219
sweat	transpiration	fear	0.219
waver	vaciller	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	avare	fear	0.219
thrill	frisson	fear	0.219
cane	canne	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	Et qu'est-ce qui se passerait si	fear	0.219
tactics	tactique	fear	0.219
veer	virer	fear	0.219
unequal	inégal	fear	0.219
lastminute	dernière minute	fear	0.219
jungle	jungle	fear	0.219
