word	Afrikaans-af	emotion	emotion-intensity-score
exquisite	pragtige	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kosbare	joy	0.682
majestic	majestieuse	joy	0.682
appreciated	waardeer	joy	0.682
luscious	sappige	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	geglimlag	joy	0.682
bestfriends	beste vriende	joy	0.682
exaltation	verheffing	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	held	joy	0.682
tranquility	rustigheid	joy	0.679
marry	trou	joy	0.676
embrace	omhels	joy	0.676
positively	positief	joy	0.676
dearest	liefste	joy	0.672
relaxation	ontspanning	joy	0.672
accomplished	tot stand gebring	joy	0.672
hug	drukkie	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	glimlag	joy	0.672
enliven	vinkel	joy	0.672
contentment	tevredenheid	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggel	joy	0.672
bountiful	oorvloed	joy	0.667
victor	Victor	joy	0.667
adore	aanbid	joy	0.667
boisterous	lawaaierige	joy	0.667
fulfilled	vervul	joy	0.667
fulfill	vervul	joy	0.664
cuddles	drukkies	joy	0.662
prosperous	voorspoedige	joy	0.660
romanticism	romantiek	joy	0.656
humor	humor	joy	0.656
glow	gloei	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	aangename	joy	0.656
appreciation	waardering	joy	0.656
encouraged	aangemoedig	joy	0.656
satisfy	Bevredig	joy	0.656
serenity	kalmte	joy	0.656
captivate	boei	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tevredenheid	joy	0.652
treasure	skat	joy	0.652
engaged	besig	joy	0.652
praises	lof	joy	0.652
abundance	oorvloed	joy	0.652
fortunes	lotgevalle	joy	0.652
relaxing	ontspannende	joy	0.652
praised	geprys	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	aanvulling	joy	0.647
affection	liefde	joy	0.647
relieved	verlig	joy	0.647
carnival	karnaval	joy	0.643
divine	goddelike	joy	0.641
saintly	heilig	joy	0.641
harmoniously	harmonie	joy	0.641
achieve	bereik	joy	0.641
thanksgiving	danksegging	joy	0.641
jackpot	jackpot	joy	0.641
priceless	priceless	joy	0.641
sensuality	sensualiteit	joy	0.641
champion	kampioen	joy	0.641
wedding	troue	joy	0.641
uplifting	opbouende	joy	0.641
climax	klimaks	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	vreedsame	joy	0.636
twinkle	vonkel	joy	0.636
reverie	gedroom	joy	0.636
exalt	verhef	joy	0.636
winner	wenner	joy	0.636
felicity	Felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	vertroostend	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amusante	joy	0.625
reward	beloning	joy	0.625
fondness	voorliefde	joy	0.625
hearts	harte	joy	0.625
brighter	helderder	joy	0.625
sweet	soet	joy	0.625
stargazing	sterrekyk	joy	0.625
festival	fees	joy	0.625
snuggling	snuggling	joy	0.625
generosity	vrygewigheid	joy	0.625
gorgeous	pragtige	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parade	joy	0.621
applause	applous	joy	0.621
genial	gemoedelike	joy	0.621
beauty	skoonheid	joy	0.621
kind	soort	joy	0.621
newlife	nuwe lewe	joy	0.618
aspiring	aspirant	joy	0.618
fulfilling	vervulling	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	deugsame	joy	0.613
kiss	soen	joy	0.610
winnings	wengeld	joy	0.609
praiseworthy	lofwaardige	joy	0.609
rainbows	reënboë	joy	0.609
generous	ruim	joy	0.609
enlightenment	verligting	joy	0.609
playful	speelse	joy	0.609
christmas	Kersfees	joy	0.609
super	super	joy	0.609
elegance	elegansie	joy	0.609
rekindle	wakker	joy	0.609
awards	toekennings	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	onafhanklikheid	joy	0.607
successful	suksesvol	joy	0.606
onelove	een liefde	joy	0.606
kindness	vriendelikheid	joy	0.606
freely	vrylik	joy	0.606
surprises	verrassings	joy	0.606
inspired	geïnspireer	joy	0.606
hilarity	hilariteit	joy	0.606
wonder	wonder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	vermaak	joy	0.603
whimsical	fantastiese	joy	0.603
passion	passie	joy	0.603
beautify	verfraai	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sonsopkoms	joy	0.600
godisgood	God is goed	joy	0.597
whoo	Whoo	joy	0.594
angel	engel	joy	0.594
thankgod	dank die Here	joy	0.594
accomplishment	vervulling	joy	0.594
flirt	flankeer	joy	0.594
goodmusic	goeie musiek	joy	0.594
snuggled	heerlik	joy	0.594
revere	REVERE	joy	0.594
inspire	inspireer	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	vreedsaam	joy	0.594
jesus	Jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	heldhaftige	joy	0.591
fortune	fortuin	joy	0.591
friendship	vriendskap	joy	0.591
singing	sang	joy	0.591
exalted	verhewe	joy	0.591
summer	somer	joy	0.591
highest	hoogste	joy	0.591
overflowing	golwende	joy	0.588
contented	tevrede	joy	0.588
woot	woot	joy	0.588
rollicking	vrolik	joy	0.588
hope	hoop	joy	0.586
accolade	toekenning	joy	0.586
cozy	snoesig	joy	0.583
delicious	heerlike	joy	0.579
friendly	vriendelike	joy	0.578
sensuous	sensuele	joy	0.578
darling	liefling	joy	0.578
picturesque	skilderagtige	joy	0.578
raving	raving	joy	0.578
praise	lof	joy	0.578
everlasting	ewige	joy	0.578
ambition	ambisie	joy	0.578
thelife	die lewe	joy	0.578
sparkle	skitter	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	gelukkige meisie	joy	0.576
flattering	vleiende	joy	0.576
sensual	sensuele	joy	0.576
heroism	heldhaftig	joy	0.576
succeeding	daaropvolgende	joy	0.576
grace	genade	joy	0.576
peace	vrede	joy	0.576
livelife	leef die lewe	joy	0.574
special	spesiale	joy	0.574
tantalizing	tartende	joy	0.572
pumped	gepomp	joy	0.567
worthwhile	die moeite werd	joy	0.562
revels	brasserye	joy	0.562
prevail	seëvier	joy	0.562
liking	smaak	joy	0.562
sunny	sonnige	joy	0.562
relax	ontspan	joy	0.562
surprise	verras	joy	0.562
hugs	drukkies	joy	0.562
admirable	bewonderenswaardig	joy	0.562
hero	held	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristiese	joy	0.562
sweets	lekkers	joy	0.562
prosper	voorspoedig	joy	0.562
superstar	superster	joy	0.562
favorable	gunstige	joy	0.561
bless	seën	joy	0.561
tenderness	sagtheid	joy	0.561
freedom	vryheid	joy	0.561
masterpiece	meesterstuk	joy	0.561
newyear	nuwe jaar	joy	0.561
dreams	drome	joy	0.559
hopeful	hoopvol	joy	0.559
home	huis	joy	0.559
cruising	vaar	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	getrouheid	joy	0.553
closeness	nabyheid	joy	0.552
eagerness	gretigheid	joy	0.552
comfy	gemaklik	joy	0.551
sunshine	sonskyn	joy	0.551
confidence	vertroue	joy	0.547
mistletoe	mistel	joy	0.547
elite	elite	joy	0.547
celestial	hemelse	joy	0.547
heart	hart	joy	0.547
completion	voltooiing	joy	0.547
good	goeie	joy	0.547
daughter	dogter	joy	0.547
gifts	geskenke	joy	0.547
astonishment	verbasing	joy	0.547
bonus	bonus	joy	0.547
goodmorning	goeie more	joy	0.547
lifted	opgehef	joy	0.547
zeal	ywer	joy	0.547
illuminate	verlig	joy	0.547
gift	geskenk	joy	0.547
vacation	vakansie	joy	0.547
charmed	betower	joy	0.546
recreation	ontspanning	joy	0.545
encouragement	aanmoediging	joy	0.545
gush	stroom	joy	0.545
sublime	sublieme	joy	0.545
dance	dans	joy	0.545
god	God	joy	0.545
free	vry	joy	0.544
freshstart	nuwe begin	joy	0.544
savior	redder	joy	0.543
sanctuary	heiligdom	joy	0.541
grandchildren	kleinkinders	joy	0.540
wellness	welstand	joy	0.537
revel	verlustig	joy	0.534
inspirational	inspirerende	joy	0.531
savor	geur	joy	0.531
matrimony	huwelik	joy	0.531
money	geld	joy	0.531
rainbow	reënboog	joy	0.531
confident	vol vertroue	joy	0.531
bridal	bruid	joy	0.531
music	musiek	joy	0.531
fab	fab	joy	0.531
serene	rustige	joy	0.531
alive	lewendig	joy	0.531
holiness	heiligheid	joy	0.531
vitality	vitaliteit	joy	0.531
liberation	bevryding	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	strelend	joy	0.531
soar	styg	joy	0.531
firstborn	eersgeborene	joy	0.531
elegant	elegante	joy	0.530
mastery	meesterskap	joy	0.530
illumination	verligting	joy	0.530
welcomed	verwelkom	joy	0.530
warmth	warmte	joy	0.530
blossom	bloei	joy	0.530
glimmer	skynsel	joy	0.530
faithful	getrou	joy	0.529
treat	behandel	joy	0.529
snuggles	knus inskakel	joy	0.522
laurels	louere	joy	0.521
commendable	prysenswaardige	joy	0.519
powerful	kragtige	joy	0.516
silly	dom	joy	0.516
zest	lus	joy	0.516
presents	geskenke	joy	0.516
succeed	slaag	joy	0.516
jingle	jingle	joy	0.516
remarkable	merkwaardige	joy	0.516
greeted	begroet	joy	0.516
brotherly	broederlike	joy	0.516
pride	trots	joy	0.516
strengthening	versterking	joy	0.516
aspire	streef	joy	0.516
abundant	oorvloedige	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	pompeus	joy	0.516
almighty	almagtige	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	kroning	joy	0.515
kudos	roem	joy	0.515
vivid	aanskoulike	joy	0.515
leisure	ontspanning	joy	0.515
complete	volledige	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	familie tyd	joy	0.515
animated	geanimeerde	joy	0.515
spirit	gees	joy	0.515
thanking	dankie	joy	0.515
kid	kind	joy	0.515
shining	skyn	joy	0.515
payday	payday	joy	0.515
princely	prins	joy	0.515
reunited	herenig	joy	0.515
therapeutic	terapeutiese	joy	0.515
comfort	troos	joy	0.515
godly	goddelike	joy	0.514
marriage	huwelik	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	verhouding	joy	0.514
spouse	eggenoot	joy	0.507
intimately	intiem	joy	0.507
accomplish	bereik	joy	0.500
excel	excel	joy	0.500
inviting	nooi	joy	0.500
meritorious	verdienstelike	joy	0.500
diamond	diamant	joy	0.500
nature	aard	joy	0.500
dignity	waardigheid	joy	0.500
family	gesin	joy	0.500
soulful	sielvolle	joy	0.500
charitable	liefdadigheid	joy	0.500
encourage	moedig	joy	0.500
friends	vriende	joy	0.500
satisfied	tevrede	joy	0.500
welcoming	verwelkoming	joy	0.500
healthy	gesonde	joy	0.500
surreal	surrealistiese	joy	0.500
refreshed	verfris	joy	0.500
beach	strand	joy	0.500
motherhood	moederskap	joy	0.500
respect	opsigte	joy	0.500
gem	juweel	joy	0.500
erotic	erotiese	joy	0.500
visionary	visioenêre	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	bereik	joy	0.500
christ	Christus	joy	0.500
memorable	onvergeetlike	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	baba	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	waarheid	joy	0.500
bloom	blom	joy	0.500
carefree	sorgvrye	joy	0.500
aura	aura	joy	0.493
health	gesondheid	joy	0.493
liberty	vryheid	joy	0.486
approved	goedgekeur	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oase	joy	0.486
rapture	wegraping	joy	0.485
engaging	innemende	joy	0.485
crowning	kroning	joy	0.485
aspiration	aspirasie	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	sagte	joy	0.485
liberate	bevry	joy	0.485
betrothed	verloof	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	oorvloed	joy	0.485
privileged	bevoorregte	joy	0.485
loyal	lojale	joy	0.485
inseparable	onafskeidbaar	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	bloeityd	joy	0.484
trophy	trofee	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	Sterkte	joy	0.484
creativity	kreatiwiteit	joy	0.484
destiny	lot	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transendensie	joy	0.484
bouquet	ruiker	joy	0.484
chocolate	sjokolade	joy	0.484
aloha	Aloha	joy	0.484
yummy	lekker	joy	0.484
dream	droom	joy	0.484
desire	begeerte	joy	0.484
boyfriend	kêrel	joy	0.480
commemoration	herdenking	joy	0.479
intelligence	intelligensie	joy	0.477
readiness	gereedheid	joy	0.473
friend	vriend	joy	0.471
enthusiast	entoesias	joy	0.471
bride	bruid	joy	0.471
lush	welige	joy	0.470
calming	kalmerende	joy	0.470
inheritance	erfenis	joy	0.470
kiddo	kiddo	joy	0.470
massage	Masseer	joy	0.470
tickle	kielie	joy	0.470
adventure	avontuur	joy	0.470
nostalgia	nostalgie	joy	0.470
soothe	streel	joy	0.470
goals	doelwitte	joy	0.469
luster	glans	joy	0.469
giving	gee	joy	0.469
princess	prinses	joy	0.469
heartily	hartlik	joy	0.469
benevolence	welwillendheid	joy	0.469
nurture	koester	joy	0.469
bridegroom	bruidegom	joy	0.469
eternal	ewige	joy	0.469
pray	Bid	joy	0.469
getaway	gaan weg	joy	0.469
humanitarian	humanitêre	joy	0.469
bonding	binding	joy	0.469
rest	res	joy	0.469
amicable	vriendskaplike	joy	0.469
purring	spin	joy	0.469
pretty	mooi	joy	0.469
child	kind	joy	0.466
salutary	heilsame	joy	0.465
invite	nooi	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	balk	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropiese	joy	0.455
aesthetics	estetika	joy	0.455
friday	Vrydag	joy	0.455
elevation	opstand	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremonie	joy	0.455
mindfulness	bewustheid	joy	0.455
hee	hee	joy	0.455
kindred	familie	joy	0.455
scholarship	geleerdheid	joy	0.455
befriend	bevriend	joy	0.455
commemorate	herdenk	joy	0.453
allure	skoonheid	joy	0.453
faith	geloof	joy	0.453
forgiveness	vergifnis	joy	0.453
scenery	natuurskoon	joy	0.453
vindication	regverdiging	joy	0.453
waterfall	waterval	joy	0.453
birth	geboorte	joy	0.453
noworries	geen probleem	joy	0.453
approve	goed te keur	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	reis	joy	0.447
meditation	meditasie	joy	0.446
relaxed	ontspanne	joy	0.442
tranquil	rustige	joy	0.441
weekend	naweek	joy	0.441
present	teenwoordig	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgiese	joy	0.439
prayer	gebed	joy	0.439
sharing	deel	joy	0.439
esteem	agting	joy	0.439
lyrical	liriese	joy	0.439
righteousness	geregtigheid	joy	0.439
share	aandeel	joy	0.438
husband	man	joy	0.438
life	lewe	joy	0.438
sonnet	sonnet	joy	0.438
relief	verligting	joy	0.438
unbeaten	onoorwonne	joy	0.438
newday	nuwe dag	joy	0.438
meditate	mediteer	joy	0.438
mighty	magtige	joy	0.438
eager	gretig	joy	0.438
strength	krag	joy	0.438
warm	warm	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	eenheid	joy	0.426
unsurpassed	onoortreflike	joy	0.424
ejaculation	ejakulasie	joy	0.424
unconstrained	onbeperkte	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalje	joy	0.424
amen	amen	joy	0.424
candlelight	kerslig	joy	0.424
reverence	eerbied	joy	0.424
healthful	gesonde	joy	0.424
carols	Kersliedere	joy	0.424
sledding	slee	joy	0.422
wealth	rykdom	joy	0.422
graduation	gradeplegtigheid	joy	0.422
frisky	dartel	joy	0.422
energy	energie	joy	0.422
calmness	kalmte	joy	0.422
beginnings	begin	joy	0.422
safe	veilig	joy	0.422
musical	musikale	joy	0.422
symphony	simfonie	joy	0.422
lml	LML	joy	0.422
glitter	glitter	joy	0.422
ease	verlig	joy	0.422
helpful	nuttig	joy	0.422
soundness	gesondheid	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	belofte	joy	0.415
reunite	herenig	joy	0.414
salvation	verlossing	joy	0.412
mother	moeder	joy	0.412
poems	gedigte	joy	0.412
inauguration	inhuldiging	joy	0.409
immaculate	onberispelike	joy	0.409
lighten	verlig	joy	0.409
aromatherapy	aromaterapie	joy	0.409
travel	reis	joy	0.409
lavender	laventel	joy	0.409
purify	suiwer	joy	0.409
clown	clown	joy	0.409
star	ster	joy	0.406
cash	kontant	joy	0.406
heal	genees	joy	0.406
completing	voltooi	joy	0.406
companion	metgesel	joy	0.406
live	leef	joy	0.406
flowers	blomme	joy	0.406
wishing	wat	joy	0.406
charity	liefdadigheid	joy	0.406
opportune	gunstige	joy	0.406
income	inkomste	joy	0.403
soul	siel	joy	0.401
munchies	Munchies	joy	0.400
indescribable	onbeskryflik	joy	0.397
progress	vordering	joy	0.397
emancipation	bevryding	joy	0.397
christian	Christen	joy	0.397
hammock	hangmat	joy	0.394
together	saam	joy	0.394
equality	gelykheid	joy	0.394
fullness	volheid	joy	0.394
picnic	piekniek	joy	0.394
calm	kalm	joy	0.394
childhood	kinderjare	joy	0.394
rhythmical	ritmiese	joy	0.394
movies	flieks	joy	0.393
zealous	ywerig	joy	0.393
littlethings	klein dingetjies	joy	0.391
humanity	mensdom	joy	0.391
starry	sterrehemel	joy	0.391
playground	speelgrond	joy	0.391
adventures	avonture	joy	0.391
meaningful	betekenisvolle	joy	0.391
choir	koor	joy	0.391
affluence	welvaart	joy	0.391
warms	verwarm	joy	0.391
goofy	stom	joy	0.391
auspicious	luisterryke	joy	0.391
gesture	gebaar	joy	0.387
vow	gelofte	joy	0.382
shopping	Inkopies	joy	0.382
witty	Skerp sin vir humor	joy	0.382
communion	nagmaal	joy	0.379
vibes	vibes	joy	0.379
worship	aanbidding	joy	0.379
jump	spring	joy	0.379
reverend	Eerwaarde	joy	0.377
advance	bevorder	joy	0.375
beaches	strande	joy	0.375
youth	jeug	joy	0.375
spirits	geeste	joy	0.375
simplicity	eenvoud	joy	0.375
full	volle	joy	0.375
rising	stygende	joy	0.375
hymn	lied	joy	0.375
unique	unieke	joy	0.375
redeemed	verlos	joy	0.375
scenic	skilderagtige	joy	0.375
mirth	vreugde	joy	0.375
courtship	hofmakery	joy	0.375
experience	ervaring	joy	0.375
reunion	reünie	joy	0.375
sonorous	klankvol	joy	0.375
unforgettable	onvergeetlike	joy	0.375
baptismal	doop	joy	0.368
alliance	alliansie	joy	0.368
grant	verleen	joy	0.366
conciliation	versoening	joy	0.364
moonlight	maanlig	joy	0.364
sanctification	heiligmaking	joy	0.364
improves	verbeter	joy	0.364
improve	verbeter	joy	0.364
pure	suiwer	joy	0.364
authentic	outentieke	joy	0.364
kitten	katjie	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	frambose	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	getrouheid	joy	0.359
feeling	gevoel	joy	0.359
devotional	gewyde	joy	0.359
proficiency	vaardigheid	joy	0.359
tinsel	klatergoud	joy	0.359
revival	herlewing	joy	0.359
sanctify	heilig	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	onafhanklike	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolfyn	joy	0.348
choral	koor	joy	0.348
deliverance	verlossing	joy	0.348
romp	romp	joy	0.348
roaring	gebrom	joy	0.348
melody	melodie	joy	0.348
favor	ten gunste van	joy	0.348
unification	eenwording	joy	0.348
exceed	oorskry	joy	0.348
purpose	doel	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	geen werk	joy	0.344
voluptuous	wulpse	joy	0.344
fruits	vrugte	joy	0.344
thx	dankie	joy	0.344
newstart	nuwe begin	joy	0.344
manicure	manicure	joy	0.344
date	datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Road Trip	joy	0.344
cookies	koekies	joy	0.344
hedonism	hedonisme	joy	0.344
humble	nederige	joy	0.344
electric	elektriese	joy	0.344
pledge	belofte	joy	0.344
celebrity	celebrity	joy	0.342
rhythm	ritme	joy	0.338
bridesmaid	strooimeisie	joy	0.338
snowday	snowday	joy	0.333
young	jong	joy	0.333
coffee	koffie	joy	0.333
edification	stigting	joy	0.333
obliging	hulpvaardig	joy	0.333
renovation	opknap	joy	0.333
familiarity	bekendheid	joy	0.333
garden	tuin	joy	0.333
spa	spa	joy	0.333
dawn	aanbreek	joy	0.333
connoisseur	fynproewer	joy	0.333
partner	vennoot	joy	0.333
gazing	kyk	joy	0.333
foodie	culinair evenement	joy	0.331
synchronize	sinchroniseer	joy	0.329
tribulation	verdrukking	joy	0.328
healing	genesing	joy	0.328
saint	heilige	joy	0.328
chirping	lied	joy	0.328
hobby	stokperdjie	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Psalm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnestie	joy	0.328
respite	uitstel	joy	0.324
mellow	rustig	joy	0.318
lazyday	lui dag	joy	0.318
recreational	ontspanningsgeriewe	joy	0.318
restorative	herstellende	joy	0.318
cousins	neefs	joy	0.318
classics	klassieke	joy	0.318
reconciliation	versoening	joy	0.316
dove	duif	joy	0.312
living	lewende	joy	0.312
presto	presto	joy	0.312
crafts	handwerk	joy	0.312
recovery	herstel	joy	0.312
woods	bos	joy	0.312
sunset	sonsondergang	joy	0.312
fitness	fiksheid	joy	0.312
playhouse	Playhouse	joy	0.312
superman	Superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	wysheid	joy	0.312
deal	ooreenkoms	joy	0.312
simplify	vereenvoudig	joy	0.312
lord	Here	joy	0.312
sterling	sterling	joy	0.312
progression	vordering	joy	0.312
relight	weer aansteek	joy	0.312
pony	ponie	joy	0.312
infant	baba	joy	0.309
improvement	verbetering	joy	0.309
absolution	absolusie	joy	0.306
gently	liggies	joy	0.303
established	gestig	joy	0.303
honest	eerlik	joy	0.303
decorating	versiering	joy	0.303
endless	eindelose	joy	0.303
banquet	banket	joy	0.303
providing	verskaffing	joy	0.300
mine	myn	joy	0.297
fraternal	broederliefde	joy	0.297
notable	noemenswaardige	joy	0.297
feat	feat	joy	0.297
harvest	oes	joy	0.297
quaint	sonderlinge	joy	0.297
softly	saggies	joy	0.297
spiritual	geestelike	joy	0.297
morals	morele waardes	joy	0.297
lounging	slap	joy	0.297
light	lig	joy	0.297
breeze	briesie	joy	0.297
strolling	loop	joy	0.297
spending	besteding	joy	0.297
meditating	mediteer	joy	0.297
joker	grapmaker	joy	0.297
yearning	hunkering	joy	0.297
growth	groei	joy	0.297
fervor	ywer	joy	0.295
quotes	aanhalings	joy	0.294
volunteer	vrywilliger	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	wins	joy	0.288
taoism	Taoïsme	joy	0.288
midwife	vroedvrou	joy	0.288
resources	hulpbronne	joy	0.288
create	skep	joy	0.288
receiving	ontvang	joy	0.287
ocean	oseaan	joy	0.286
snowfall	sneeuval	joy	0.286
lsd	LSD	joy	0.286
hiking	stap	joy	0.283
chill	chill	joy	0.281
truce	skietstilstand	joy	0.281
infinity	oneindig	joy	0.281
toast	roosterbrood	joy	0.281
destination	bestemming	joy	0.281
buddhist	Boeddhistiese	joy	0.281
rested	uitgerus	joy	0.281
candid	openhartige	joy	0.281
evergreen	immergroen	joy	0.281
unwind	ontspan	joy	0.281
buzzing	gons	joy	0.281
venerable	eerbiedwaardige	joy	0.279
balance	balans	joy	0.275
retirement	aftrede	joy	0.275
compensate	vergoed	joy	0.273
swim	swem	joy	0.273
drinks	drankies	joy	0.273
devout	toegewyde	joy	0.273
buddha	buddha	joy	0.273
rapt	opgetrek	joy	0.273
fireplace	kaggel	joy	0.273
snowing	sneeu	joy	0.271
sublimation	sublimasie	joy	0.270
fruity	vrugtige	joy	0.268
humility	nederigheid	joy	0.266
paragon	toonbeeld	joy	0.266
ministry	bediening	joy	0.266
sunday	Sondag	joy	0.266
salute	saluut	joy	0.266
fortitude	moed	joy	0.266
whim	bevlieging	joy	0.266
sun	son	joy	0.266
sketching	skets	joy	0.266
waves	golwe	joy	0.266
buddhism	Boeddhisme	joy	0.266
cathedral	katedraal	joy	0.266
yoga	joga	joy	0.266
artwork	kunswerk	joy	0.265
practiced	beoefen	joy	0.264
clean	skoon	joy	0.260
found	gevind	joy	0.258
fitting	pas	joy	0.258
immerse	verdiep	joy	0.258
running	hardloop	joy	0.258
clarity	duidelikheid	joy	0.258
food	kos	joy	0.258
exercise	oefening	joy	0.258
autumn	herfs	joy	0.254
ardent	vurige	joy	0.250
fit	pas	joy	0.250
mountain	berg	joy	0.250
expedient	raadsaam	joy	0.250
diary	dagboek	joy	0.250
candles	kerse	joy	0.250
outdoors	in die buitelug	joy	0.250
chilled	verkoelde	joy	0.250
clap	klap	joy	0.250
contagious	aansteeklik	joy	0.250
chirp	getjilp	joy	0.250
morning	oggend	joy	0.250
visitor	besoeker	joy	0.250
hardy	geharde	joy	0.250
countryside	platteland	joy	0.250
undying	ewig	joy	0.250
football	sokker	joy	0.250
advocacy	voorspraak	joy	0.250
demonstrative	demonstratiewe	joy	0.250
cradle	wieg	joy	0.247
trance	trance	joy	0.246
breakfast	ontbyt	joy	0.242
grow	groei	joy	0.242
pay	betaal	joy	0.242
preservative	preserveermiddel	joy	0.242
intense	intense	joy	0.242
supremacy	oppergesag	joy	0.242
church	kerk	joy	0.242
procession	optog	joy	0.242
consecration	toewyding	joy	0.235
lifetime	lewensduur	joy	0.234
nursery	kwekery	joy	0.234
humbled	nederig	joy	0.234
vote	stem	joy	0.234
incense	speserye	joy	0.234
lyre	lier	joy	0.234
candle	kers	joy	0.234
snowy	sneeu	joy	0.234
doll	Pop	joy	0.234
skiing	ski	joy	0.234
ordination	koördinering	joy	0.234
art	kuns	joy	0.234
salary	salaris	joy	0.234
pastry	deeg	joy	0.229
firefly	vuurvliegie	joy	0.227
chilling	koue	joy	0.227
remedy	oplossing	joy	0.227
rescue	redding	joy	0.225
camping	kampeer	joy	0.221
perspective	perspektief	joy	0.221
orchard	boord	joy	0.221
orchestra	orkes	joy	0.221
possess	besit	joy	0.219
castle	kasteel	joy	0.219
lamb	lam	joy	0.219
gardens	tuine	joy	0.219
breezy	winderig	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	flink	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	terug te betaal	joy	0.212
ribbon	lint	joy	0.212
pho	Pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	reëndruppels	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	leer	joy	0.212
nap	middagslapie	joy	0.206
stillness	stilte	joy	0.203
chant	chant	joy	0.203
hire	huur	joy	0.203
vernal	vernal	joy	0.203
cove	Cove	joy	0.203
uncontrollable	onbeheerbare	joy	0.203
legalized	gewettig	joy	0.203
unexpected	onverwagte	joy	0.203
lights	ligte	joy	0.203
save	red	joy	0.200
atone	versoening	joy	0.197
trees	bome	joy	0.197
pastor	pastoor	joy	0.197
symmetry	simmetrie	joy	0.197
oneday	eendag	joy	0.197
scripture	Skrif	joy	0.196
mountains	berge	joy	0.194
pathway	pad	joy	0.188
