word	Macedonian-mk	emotion	emotion-intensity-score
merriment	веселба	joy	0.912
happydance	среќа	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	пресреќен	joy	0.909
triumphant	триумфално	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	екстази	joy	0.906
cheerful	весели	joy	0.906
cheer	навиваат	joy	0.897
elated	возбуден	joy	0.894
lovethis	го сакам ова	joy	0.891
laugh	се смееш	joy	0.891
jolly	весела	joy	0.891
pleasures	задоволства	joy	0.891
excitation	возбуда	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	воодушевен	joy	0.891
exhilaration	возбуда	joy	0.891
marvelously	прекрасно	joy	0.881
loving	љубовен	joy	0.879
joyful	весела	joy	0.879
outstanding	извонредна	joy	0.879
blissful	блажен	joy	0.879
pleasurable	пријатно	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ентузијастички	joy	0.875
lovinglife	љубовен живот	joy	0.875
glee	радост	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	Sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	се смее	joy	0.864
superb	врвен	joy	0.864
wonderful	прекрасно	joy	0.863
brilliant	брилијантен	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	навива	joy	0.859
hooray	hooray	joy	0.859
glory	слава	joy	0.859
celebrated	прослави	joy	0.859
loved	сакан	joy	0.859
magnificent	прекрасен	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	халулуџа	joy	0.859
exciting	возбудливо	joy	0.853
heavenly	небесен	joy	0.853
thrilled	возбуден	joy	0.851
mademyday	ми го направи денот	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	слави	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	благослов	joy	0.844
wonderfully	прекрасно	joy	0.844
sweetness	сладост	joy	0.833
marvellous	прекрасен	joy	0.833
festive	празнична	joy	0.833
blessed	благословен	joy	0.833
paradise	рај	joy	0.833
celebrations	прослави	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	насмеани	joy	0.828
enchanting	волшебно	joy	0.828
love	љубов	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Доме сладок доме	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	смеа	joy	0.824
marvelous	прекрасен	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	славенички	joy	0.818
sensational	сензационално	joy	0.818
delightful	прекрасен	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	радувај се	joy	0.818
joys	радости	joy	0.818
goodness	добрина	joy	0.818
excited	возбуден	joy	0.818
excellence	совршеност	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	весел	joy	0.814
glorious	славна	joy	0.812
lovemaking	водење љубов	joy	0.812
rejoice	Радувај се	joy	0.812
victorious	победнички	joy	0.812
excellent	одлично	joy	0.812
bonanza	bonanza	joy	0.812
smiley	смајли	joy	0.812
enjoy	уживајте	joy	0.812
splendid	прекрасен	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	добри времиња	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	среќен ден	joy	0.809
myfavorite	мојот омилен	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	задоволство	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	радост	joy	0.803
giggle	кикотче	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	успех	joy	0.797
happier	посреќен	joy	0.797
dancing	танцување	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	величественост	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	благодарни	joy	0.789
splendor	сјај	joy	0.788
amuse	забавувај се	joy	0.788
fun	забавно	joy	0.788
happy	среќен	joy	0.788
enchanted	маѓепсана	joy	0.781
glorify	прослави	joy	0.781
glad	мило	joy	0.781
beautiful	убава	joy	0.781
solucky	многу среќен	joy	0.781
giggling	кикоти	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	светли	joy	0.781
heavens	небото	joy	0.779
perfection	совршенство	joy	0.779
christmassy	Христосмаси	joy	0.779
romance	романса	joy	0.779
thrilling	возбудливо	joy	0.776
miraculous	чудесен	joy	0.773
fiesta	Фиеста	joy	0.773
entertain	забава	joy	0.773
congrats	честитки	joy	0.773
cheers	извици	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	позитивност	joy	0.773
lovable	љубовен	joy	0.773
cheered	поздрави	joy	0.773
funday	забавен ден	joy	0.772
enjoying	ужива	joy	0.771
cuddling	милувам	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	забавуваше	joy	0.766
lifeisgood	животот е добар	joy	0.766
thebest	најдобар	joy	0.766
sosweet	толку сладок	joy	0.766
smiles	насмевки	joy	0.766
delight	задоволство	joy	0.765
orgasm	оргазам	joy	0.765
party	Забава	joy	0.765
positive	позитивен	joy	0.761
cheerfulness	бодрост	joy	0.758
miracles	чуда	joy	0.758
sweetheart	срдечна	joy	0.758
enlighten	просветли	joy	0.758
christmastime	Христово време	joy	0.757
giddy	лекомислен	joy	0.757
romantic	романтична	joy	0.750
gratify	задоволи	joy	0.750
friendliness	пријателство	joy	0.750
laughs	се смее	joy	0.750
greatness	величие	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	пријатен	joy	0.750
blessings	благослови	joy	0.750
smile	насмевка	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	весела	joy	0.748
jubilee	јубилеј	joy	0.742
enthusiasm	ентузијазам	joy	0.742
triumph	триумф	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	магично	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	чудо	joy	0.742
rewarding	наградува	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	просперитет	joy	0.735
luxurious	луксузен	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	весела	joy	0.734
goodday	добар ден	joy	0.734
passionate	страстни	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	маѓепсана	joy	0.734
victory	победа	joy	0.734
admiration	восхит	joy	0.734
tgif	tgif	joy	0.734
glorification	глорификација	joy	0.733
sing	пее	joy	0.729
glowing	блескав	joy	0.729
breathtaking	неверојатен	joy	0.728
fulfillment	исполнување	joy	0.728
yessss	yessss	joy	0.728
cheery	весел	joy	0.727
thankful	благодарен	joy	0.727
hurrah	ура	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Санта	joy	0.727
award	награда	joy	0.727
atpeace	atpeace	joy	0.727
win	победи	joy	0.727
merry	весели	joy	0.727
pleased	задоволен	joy	0.725
radiance	сјај	joy	0.725
inspiration	инспирација	joy	0.725
uplift	подигање	joy	0.723
optimistic	оптимист	joy	0.723
heaven	небото	joy	0.721
lucky	среќа	joy	0.721
thrill	возбуда	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	празници	joy	0.721
harmony	хармонија	joy	0.719
brighten	осветли	joy	0.719
lover	љубовник	joy	0.719
heartfelt	искрено	joy	0.719
utopian	утописки	joy	0.719
xmas	xmas	joy	0.719
lovely	прекрасна	joy	0.719
amusement	забава	joy	0.719
congratulatory	честитки	joy	0.719
praising	пофали	joy	0.719
thriving	просперитетна	joy	0.719
perfect	совршено	joy	0.719
magic	магија	joy	0.712
luckiest	најсреќен	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	луксуз	joy	0.712
bestfeeling	Најдоброто чувство	joy	0.712
treasures	богатства	joy	0.712
achievement	достигнување	joy	0.712
yay	Јеее	joy	0.712
holiday	одмор	joy	0.712
intimate	интимно	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	се смееш	joy	0.706
rave	рејвинг	joy	0.706
proud	горди	joy	0.704
truelove	вистинска љубов	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	неверојатно	joy	0.703
goodnews	добри вести	joy	0.703
optimism	оптимизам	joy	0.703
satisfying	задоволувачки	joy	0.703
gooood	gooood	joy	0.703
sweetest	најслатко	joy	0.703
cherish	негувај	joy	0.703
goodlife	добар живот	joy	0.703
beautification	разубавување	joy	0.703
appreciates	цени	joy	0.703
winning	победа	joy	0.703
cuddled	смачкана	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	забавуваат	joy	0.700
excite	возбуди	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	роденден	joy	0.691
metime	metime	joy	0.688
favorite	омилен	joy	0.688
honored	почестен	joy	0.688
content	содржина	joy	0.688
godsend	Божји дар	joy	0.688
entertaining	забавно	joy	0.688
angelic	ангелски	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	обожување	joy	0.688
exquisite	Исклучителна	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	драгоцено	joy	0.682
majestic	величествен	joy	0.682
appreciated	ценети	joy	0.682
luscious	претрупан	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	се насмевна	joy	0.682
bestfriends	најдобри другари	joy	0.682
exaltation	егзалтација	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	осветлува	joy	0.682
tranquility	спокојство	joy	0.679
marry	се ожени	joy	0.676
embrace	прегратка	joy	0.676
positively	позитивно	joy	0.676
dearest	најмили	joy	0.672
relaxation	релаксација	joy	0.672
accomplished	остварен	joy	0.672
hug	прегратка	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	насмевка	joy	0.672
enliven	enliven	joy	0.672
contentment	задоволство	joy	0.672
hilarious	смешен	joy	0.672
giggles	кикоти	joy	0.672
bountiful	богат	joy	0.667
victor	победник	joy	0.667
adore	обожавам	joy	0.667
boisterous	весел	joy	0.667
fulfilled	исполнети	joy	0.667
fulfill	исполни	joy	0.664
cuddles	Љубовта	joy	0.662
prosperous	просперитетна	joy	0.660
romanticism	романтизам	joy	0.656
humor	хумор	joy	0.656
glow	Свети	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	пријатен	joy	0.656
appreciation	благодарност	joy	0.656
encouraged	охрабруваат	joy	0.656
satisfy	задоволи	joy	0.656
serenity	спокојство	joy	0.656
captivate	очаровам	joy	0.656
besties	бебиња	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	задоволство	joy	0.652
treasure	богатство	joy	0.652
engaged	верен	joy	0.652
praises	пофали	joy	0.652
abundance	изобилство	joy	0.652
fortunes	среќата	joy	0.652
relaxing	релаксирачки	joy	0.652
praised	пофали	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	дополнување	joy	0.647
affection	љубов	joy	0.647
relieved	ослободен	joy	0.647
carnival	карневал	joy	0.643
divine	божествена	joy	0.641
saintly	свети	joy	0.641
harmoniously	хармонично	joy	0.641
achieve	постигне	joy	0.641
thanksgiving	благодарност	joy	0.641
jackpot	џекпот	joy	0.641
priceless	бесценета	joy	0.641
sensuality	сензуалност	joy	0.641
champion	шампион	joy	0.641
wedding	Свадба	joy	0.641
uplifting	подигнување	joy	0.641
climax	климакс	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	мирен	joy	0.636
twinkle	треперат	joy	0.636
reverie	сон	joy	0.636
exalt	возвиши	joy	0.636
winner	победник	joy	0.636
felicity	Фелисити	joy	0.636
cuddle	умирам	joy	0.636
comforting	утешна	joy	0.636
honeymoon	меден месец	joy	0.636
xoxo	xoxo	joy	0.634
amusing	забавен	joy	0.625
reward	награда	joy	0.625
fondness	љубов	joy	0.625
hearts	срца	joy	0.625
brighter	посветла	joy	0.625
sweet	слатко	joy	0.625
stargazing	ѕвезденото	joy	0.625
festival	фестивал	joy	0.625
snuggling	скутување	joy	0.625
generosity	великодушност	joy	0.625
gorgeous	прекрасно	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	секс	joy	0.622
parade	парада	joy	0.621
applause	аплауз	joy	0.621
genial	генијален	joy	0.621
beauty	убавина	joy	0.621
kind	вид	joy	0.621
newlife	нов живот	joy	0.618
aspiring	аспиранти	joy	0.618
fulfilling	исполнување	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	доблесни	joy	0.613
kiss	бакнеж	joy	0.610
winnings	добивки	joy	0.609
praiseworthy	пофалба	joy	0.609
rainbows	виножита	joy	0.609
generous	дарежлив	joy	0.609
enlightenment	просветлување	joy	0.609
playful	игрива	joy	0.609
christmas	Божиќ	joy	0.609
super	супер	joy	0.609
elegance	елеганција	joy	0.609
rekindle	повторно	joy	0.609
awards	награди	joy	0.609
adorable	симпатична	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	независност	joy	0.607
successful	успешна	joy	0.606
onelove	една љубов	joy	0.606
kindness	добрина	joy	0.606
freely	слободно	joy	0.606
surprises	изненадувања	joy	0.606
inspired	инспириран	joy	0.606
hilarity	веселост	joy	0.606
wonder	чудо	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	забава	joy	0.603
whimsical	чуден	joy	0.603
passion	страст	joy	0.603
beautify	разубават	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	изгрејсонце	joy	0.600
godisgood	Бог е добар	joy	0.597
whoo	whoo	joy	0.594
angel	ангел	joy	0.594
thankgod	фала богу	joy	0.594
accomplishment	достигнување	joy	0.594
flirt	флертуваат	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	превртува	joy	0.594
revere	почитувај	joy	0.594
inspire	инспирира	joy	0.594
fanfare	фанфари	joy	0.594
peacefully	мирно	joy	0.594
jesus	Исус	joy	0.594
goodies	добрите	joy	0.594
heroic	херојски	joy	0.591
fortune	среќа	joy	0.591
friendship	пријателство	joy	0.591
singing	пеење	joy	0.591
exalted	возвишен	joy	0.591
summer	лето	joy	0.591
highest	највисоко	joy	0.591
overflowing	преплавени	joy	0.588
contented	задоволен	joy	0.588
woot	woot	joy	0.588
rollicking	рикање	joy	0.588
hope	надеж	joy	0.586
accolade	признание	joy	0.586
cozy	пријатен	joy	0.583
delicious	вкусно	joy	0.579
friendly	пријателски	joy	0.578
sensuous	сензуална	joy	0.578
darling	мила	joy	0.578
picturesque	живописно	joy	0.578
raving	бесно	joy	0.578
praise	пофалба	joy	0.578
everlasting	вечен	joy	0.578
ambition	амбиција	joy	0.578
thelife	животот	joy	0.578
sparkle	Искра	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	ласкави	joy	0.576
sensual	сензуална	joy	0.576
heroism	хероизмот	joy	0.576
succeeding	наследувајќи	joy	0.576
grace	милоста	joy	0.576
peace	мир	joy	0.576
livelife	живеј го животот	joy	0.574
special	посебно	joy	0.574
tantalizing	извонредно	joy	0.572
pumped	пумпа	joy	0.567
worthwhile	вредно	joy	0.562
revels	извици	joy	0.562
prevail	преовладува	joy	0.562
liking	вкус	joy	0.562
sunny	сончево	joy	0.562
relax	се релаксираат	joy	0.562
surprise	изненадување	joy	0.562
hugs	прегратки	joy	0.562
admirable	восхитувачки	joy	0.562
hero	херој	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	хумористичен	joy	0.562
sweets	слатки	joy	0.562
prosper	просперира	joy	0.562
superstar	суперѕвезда	joy	0.562
favorable	поволна	joy	0.561
bless	благослови	joy	0.561
tenderness	нежност	joy	0.561
freedom	слобода	joy	0.561
masterpiece	ремек дело	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	соништа	joy	0.559
hopeful	надевајќи се	joy	0.559
home	дома	joy	0.559
cruising	крстарење	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	верност	joy	0.553
closeness	блискост	joy	0.552
eagerness	желба	joy	0.552
comfy	удобно	joy	0.551
sunshine	сонце	joy	0.551
confidence	доверба	joy	0.547
mistletoe	имела	joy	0.547
elite	елита	joy	0.547
celestial	небесен	joy	0.547
heart	срце	joy	0.547
completion	завршување	joy	0.547
good	добро	joy	0.547
daughter	ќерка	joy	0.547
gifts	подароци	joy	0.547
astonishment	изненадување	joy	0.547
bonus	бонус	joy	0.547
goodmorning	добро утро	joy	0.547
lifted	крена	joy	0.547
zeal	ревност	joy	0.547
illuminate	осветли	joy	0.547
gift	подарок	joy	0.547
vacation	одмор	joy	0.547
charmed	шармиран	joy	0.546
recreation	рекреација	joy	0.545
encouragement	охрабрување	joy	0.545
gush	млаз	joy	0.545
sublime	возвишено	joy	0.545
dance	танц	joy	0.545
god	бог	joy	0.545
free	бесплатно	joy	0.544
freshstart	нов почеток	joy	0.544
savior	Спасител	joy	0.543
sanctuary	светилиште	joy	0.541
grandchildren	внуци	joy	0.540
wellness	велнес	joy	0.537
revel	уживајте	joy	0.534
inspirational	инспиративни	joy	0.531
savor	мирис	joy	0.531
matrimony	брак	joy	0.531
money	пари	joy	0.531
rainbow	виножито	joy	0.531
confident	уверени	joy	0.531
bridal	булчински	joy	0.531
music	музика	joy	0.531
fab	fab	joy	0.531
serene	спокоен	joy	0.531
alive	жив	joy	0.531
holiness	светост	joy	0.531
vitality	виталност	joy	0.531
liberation	ослободување	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	смирувачки	joy	0.531
soar	се зголемува	joy	0.531
firstborn	првороден	joy	0.531
elegant	елегантен	joy	0.530
mastery	мајсторство	joy	0.530
illumination	осветлување	joy	0.530
welcomed	поздрави	joy	0.530
warmth	топлина	joy	0.530
blossom	цвет	joy	0.530
glimmer	трепер	joy	0.530
faithful	верен	joy	0.529
treat	третираат	joy	0.529
snuggles	пргав	joy	0.522
laurels	ловорики	joy	0.521
commendable	пофално	joy	0.519
powerful	моќен	joy	0.516
silly	глупо	joy	0.516
zest	кора од лимон	joy	0.516
presents	подароци	joy	0.516
succeed	успее	joy	0.516
jingle	Џингл	joy	0.516
remarkable	извонреден	joy	0.516
greeted	поздрави	joy	0.516
brotherly	братски	joy	0.516
pride	гордост	joy	0.516
strengthening	зајакнување	joy	0.516
aspire	се стремат	joy	0.516
abundant	изобилство	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	сјајна	joy	0.516
almighty	семоќен	joy	0.516
fancy	фенси	joy	0.516
zen	Зен	joy	0.515
coronation	крунисување	joy	0.515
kudos	кудос	joy	0.515
vivid	живописни	joy	0.515
leisure	слободно време	joy	0.515
complete	заврши	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	семејно време	joy	0.515
animated	анимиран	joy	0.515
spirit	дух	joy	0.515
thanking	заблагодарувајќи се	joy	0.515
kid	дете	joy	0.515
shining	сјае	joy	0.515
payday	ден на исплата	joy	0.515
princely	кнежев	joy	0.515
reunited	повторно обединети	joy	0.515
therapeutic	терапевтски	joy	0.515
comfort	удобност	joy	0.515
godly	побожно	joy	0.514
marriage	брак	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	врска	joy	0.514
spouse	брачен другар	joy	0.507
intimately	интимно	joy	0.507
accomplish	оствари	joy	0.500
excel	ексел	joy	0.500
inviting	поканува	joy	0.500
meritorious	заслужен	joy	0.500
diamond	дијамант	joy	0.500
nature	природата	joy	0.500
dignity	Достоинство	joy	0.500
family	семејство	joy	0.500
soulful	душа	joy	0.500
charitable	добротворни	joy	0.500
encourage	поттикнете	joy	0.500
friends	пријатели	joy	0.500
satisfied	задоволен	joy	0.500
welcoming	добредојде	joy	0.500
healthy	здрав	joy	0.500
surreal	надреално	joy	0.500
refreshed	освежен	joy	0.500
beach	плажа	joy	0.500
motherhood	мајчинство	joy	0.500
respect	почит	joy	0.500
gem	скапоцен камен	joy	0.500
erotic	еротски	joy	0.500
visionary	визионерски	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	постигне	joy	0.500
christ	Христос	joy	0.500
memorable	незаборавно	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	бебе	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	веродостојност	joy	0.500
bloom	цут	joy	0.500
carefree	безгрижно	joy	0.500
aura	аура	joy	0.493
health	здравје	joy	0.493
liberty	слобода	joy	0.486
approved	одобрен	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	оаза	joy	0.486
rapture	занес	joy	0.485
engaging	ангажирање	joy	0.485
crowning	крунисување	joy	0.485
aspiration	аспирација	joy	0.485
prestige	престиж	joy	0.485
crescendo	крешендо	joy	0.485
gentle	нежно	joy	0.485
liberate	ослободи	joy	0.485
betrothed	свршена	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	награда	joy	0.485
privileged	привилегиран	joy	0.485
loyal	лојални	joy	0.485
inseparable	неразделен	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	најславни	joy	0.484
trophy	трофеј	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	среќа	joy	0.484
creativity	креативност	joy	0.484
destiny	судбина	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	трансцеденција	joy	0.484
bouquet	букет	joy	0.484
chocolate	чоколада	joy	0.484
aloha	алоха	joy	0.484
yummy	вкусен	joy	0.484
dream	сон	joy	0.484
desire	желба	joy	0.484
boyfriend	дечко	joy	0.480
commemoration	комеморација	joy	0.479
intelligence	интелигенција	joy	0.477
readiness	готовност	joy	0.473
friend	пријател	joy	0.471
enthusiast	ентузијаст	joy	0.471
bride	невеста	joy	0.471
lush	бујна	joy	0.470
calming	смирувачки	joy	0.470
inheritance	наследство	joy	0.470
kiddo	kiddo	joy	0.470
massage	масажа	joy	0.470
tickle	скокање	joy	0.470
adventure	авантура	joy	0.470
nostalgia	носталгија	joy	0.470
soothe	смири	joy	0.470
goals	цели	joy	0.469
luster	сјај	joy	0.469
giving	давање	joy	0.469
princess	принцеза	joy	0.469
heartily	од срце	joy	0.469
benevolence	добродушност	joy	0.469
nurture	негуваат	joy	0.469
bridegroom	младоженец	joy	0.469
eternal	вечен	joy	0.469
pray	молете се	joy	0.469
getaway	бегај	joy	0.469
humanitarian	хуманитарна	joy	0.469
bonding	поврзување	joy	0.469
rest	одмор	joy	0.469
amicable	пријателски	joy	0.469
purring	предавање	joy	0.469
pretty	убава	joy	0.469
child	дете	joy	0.466
salutary	пофалба	joy	0.465
invite	покани	joy	0.457
reminiscing	сеќавате	joy	0.456
beam	зрак	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропски	joy	0.455
aesthetics	естетика	joy	0.455
friday	петок	joy	0.455
elevation	надморска височина	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	церемонија	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	хи	joy	0.455
kindred	роднина	joy	0.455
scholarship	стипендија	joy	0.455
befriend	се спријатели	joy	0.455
commemorate	комеморација	joy	0.453
allure	привлечност	joy	0.453
faith	вера	joy	0.453
forgiveness	прошка	joy	0.453
scenery	сценографијата	joy	0.453
vindication	оправдување	joy	0.453
waterfall	водопад	joy	0.453
birth	раѓање	joy	0.453
noworries	сегашни	joy	0.453
approve	одобри	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	патување	joy	0.447
meditation	медитација	joy	0.446
relaxed	опуштено	joy	0.442
tranquil	мирен	joy	0.441
weekend	викенд	joy	0.441
present	присутен	joy	0.441
tender	тендер	joy	0.441
nostalgic	носталгичен	joy	0.439
prayer	молитва	joy	0.439
sharing	споделување	joy	0.439
esteem	почит	joy	0.439
lyrical	лирски	joy	0.439
righteousness	правда	joy	0.439
share	Сподели	joy	0.438
husband	сопруг	joy	0.438
life	живот	joy	0.438
sonnet	сонет	joy	0.438
relief	олеснување	joy	0.438
unbeaten	непобедлив	joy	0.438
newday	нов ден	joy	0.438
meditate	медитирајте	joy	0.438
mighty	моќно	joy	0.438
eager	желни	joy	0.438
strength	сила	joy	0.438
warm	топло	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	другар	joy	0.427
oneness	единство	joy	0.426
unsurpassed	ненадмината	joy	0.424
ejaculation	ејакулација	joy	0.424
unconstrained	неограничен	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медал	joy	0.424
amen	амин	joy	0.424
candlelight	свеќи	joy	0.424
reverence	почит	joy	0.424
healthful	здрава	joy	0.424
carols	carols	joy	0.424
sledding	создавање	joy	0.422
wealth	богатство	joy	0.422
graduation	дипломирањето	joy	0.422
frisky	жив	joy	0.422
energy	енергија	joy	0.422
calmness	смиреност	joy	0.422
beginnings	почетоци	joy	0.422
safe	безбеден	joy	0.422
musical	музички	joy	0.422
symphony	симфонија	joy	0.422
lml	lml	joy	0.422
glitter	сјај	joy	0.422
ease	леснотија	joy	0.422
helpful	корисно	joy	0.422
soundness	стабилност	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ветување	joy	0.415
reunite	повторно обединување	joy	0.414
salvation	спасение	joy	0.412
mother	мајка	joy	0.412
poems	песни	joy	0.412
inauguration	инаугурација	joy	0.409
immaculate	беспрекорно	joy	0.409
lighten	осветли	joy	0.409
aromatherapy	ароматерапија	joy	0.409
travel	патува	joy	0.409
lavender	лаванда	joy	0.409
purify	прочистете	joy	0.409
clown	кловн	joy	0.409
star	ѕвезда	joy	0.406
cash	готовина	joy	0.406
heal	исцели	joy	0.406
completing	завршувајќи	joy	0.406
companion	придружник	joy	0.406
live	во живо	joy	0.406
flowers	цвеќиња	joy	0.406
wishing	посакувам	joy	0.406
charity	добротворна организација	joy	0.406
opportune	Особено	joy	0.406
income	приход	joy	0.403
soul	душа	joy	0.401
munchies	munchies	joy	0.400
indescribable	неопислива	joy	0.397
progress	напредок	joy	0.397
emancipation	еманципација	joy	0.397
christian	христијански	joy	0.397
hammock	хамак	joy	0.394
together	заедно	joy	0.394
equality	еднаквост	joy	0.394
fullness	полнота	joy	0.394
picnic	пикник	joy	0.394
calm	смирен	joy	0.394
childhood	детството	joy	0.394
rhythmical	ритмички	joy	0.394
movies	филмови	joy	0.393
zealous	ревносен	joy	0.393
littlethings	мали нешта	joy	0.391
humanity	човештвото	joy	0.391
starry	ѕвезденото	joy	0.391
playground	игралиште	joy	0.391
adventures	авантури	joy	0.391
meaningful	значајно	joy	0.391
choir	хорот	joy	0.391
affluence	изобилство	joy	0.391
warms	се загрева	joy	0.391
goofy	глупав	joy	0.391
auspicious	Среќен	joy	0.391
gesture	гест	joy	0.387
vow	завет	joy	0.382
shopping	шопинг	joy	0.382
witty	духовит	joy	0.382
communion	заедница	joy	0.379
vibes	вибрации	joy	0.379
worship	обожување	joy	0.379
jump	скок	joy	0.379
reverend	почитувај	joy	0.377
advance	однапред	joy	0.375
beaches	плажи	joy	0.375
youth	младина	joy	0.375
spirits	духови	joy	0.375
simplicity	едноставност	joy	0.375
full	целосна	joy	0.375
rising	расте	joy	0.375
hymn	химна	joy	0.375
unique	уникатен	joy	0.375
redeemed	откупен	joy	0.375
scenic	сценско	joy	0.375
mirth	радост	joy	0.375
courtship	додворување	joy	0.375
experience	Искуство	joy	0.375
reunion	обединување	joy	0.375
sonorous	звучни	joy	0.375
