word	Swedish-sv	emotion	emotion-intensity-score
blissful	lycksalig	joy	0.879
pleasurable	angenäm	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiastisk	joy	0.875
lovinglife	älskar livet	joy	0.875
glee	glädje	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	så glad	joy	0.868
woohoo	woohoo	joy	0.864
laughing	skrattande	joy	0.864
superb	utmärkt	joy	0.864
wonderful	underbar	joy	0.863
brilliant	lysande	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	glädjande	joy	0.859
hooray	hurra	joy	0.859
glory	ära	joy	0.859
celebrated	berömd	joy	0.859
loved	älskade	joy	0.859
magnificent	magnifik	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	halleluja	joy	0.859
exciting	spännande	joy	0.853
heavenly	himmelskt	joy	0.853
thrilled	glada	joy	0.851
mademyday	gjorde min dag	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	fira	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	välsignelse	joy	0.844
wonderfully	underbart	joy	0.844
sweetness	sötma	joy	0.833
marvellous	underbar	joy	0.833
festive	festlig	joy	0.833
blessed	välsignad	joy	0.833
paradise	paradis	joy	0.833
celebrations	fester	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	leende	joy	0.828
enchanting	förtjusande	joy	0.828
love	kärlek	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	hem kära hem	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	skratt	joy	0.824
marvelous	underbar	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	högtidlig	joy	0.818
sensational	sensationell	joy	0.818
delightful	härlig	joy	0.818
happyheart	glatt hjärta	joy	0.818
rejoicing	fröjd	joy	0.818
joys	glädje	joy	0.818
goodness	godhet	joy	0.818
excited	upphetsad	joy	0.818
excellence	förträfflighet	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	gladlynt	joy	0.814
glorious	härlig	joy	0.812
lovemaking	älskog	joy	0.812
rejoice	glädjas	joy	0.812
victorious	segrande	joy	0.812
excellent	excellent	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	njut av	joy	0.812
splendid	utmärkt	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	härliga tider	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	glad dag	joy	0.809
myfavorite	min favorit	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	nöje	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	glädje	joy	0.803
giggle	fnissa	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	Framgång	joy	0.797
happier	lyckligare	joy	0.797
dancing	dans	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	prakt	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	tacksam	joy	0.789
splendor	prakt	joy	0.788
amuse	roa	joy	0.788
fun	roligt	joy	0.788
happy	Lycklig	joy	0.788
enchanted	förtrollad	joy	0.781
glorify	förhärliga	joy	0.781
glad	glad	joy	0.781
beautiful	skön	joy	0.781
solucky	så lycklig	joy	0.781
giggling	fnittrande	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	strålande	joy	0.781
heavens	himlarna	joy	0.779
perfection	fulländning	joy	0.779
christmassy	christmassy	joy	0.779
romance	romantik	joy	0.779
thrilling	spännande	joy	0.776
miraculous	mirakulös	joy	0.773
fiesta	fiesta	joy	0.773
entertain	underhålla	joy	0.773
congrats	grattis	joy	0.773
cheers	Skål	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivitet	joy	0.773
lovable	intagande	joy	0.773
cheered	jublade	joy	0.773
funday	rolig dag	joy	0.772
enjoying	njuter	joy	0.771
cuddling	gos	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	road	joy	0.766
lifeisgood	livet är gott	joy	0.766
thebest	Det bästa	joy	0.766
sosweet	så söt	joy	0.766
smiles	ler	joy	0.766
delight	glädje	joy	0.765
orgasm	orgasm	joy	0.765
party	fest	joy	0.765
positive	positiv	joy	0.761
cheerfulness	gladlynthet	joy	0.758
miracles	mirakel	joy	0.758
sweetheart	Älskling	joy	0.758
enlighten	upplysa	joy	0.758
christmastime	jultid	joy	0.757
giddy	yr	joy	0.757
romantic	romantisk	joy	0.750
gratify	gratify	joy	0.750
friendliness	vänlighet	joy	0.750
laughs	skratt	joy	0.750
greatness	storhet	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	behaglig	joy	0.750
blessings	välsignelser	joy	0.750
smile	leende	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	upptåg	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	entusiasm	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magisk	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mirakel	joy	0.742
rewarding	givande	joy	0.742
feelgood	må bra	joy	0.736
prosperity	välstånd	joy	0.735
luxurious	lyxig	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	livlig	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	passionerad	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	tjusa	joy	0.734
victory	seger	joy	0.734
admiration	beundran	joy	0.734
tgif	tgif	joy	0.734
glorification	förhärligande	joy	0.733
sing	sjunga	joy	0.729
glowing	lysande	joy	0.729
breathtaking	hisnande	joy	0.728
fulfillment	uppfyllelse	joy	0.728
yessss	yessss	joy	0.728
cheery	glad	joy	0.727
thankful	tacksam	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	tilldela	joy	0.727
atpeace	tillfreds	joy	0.727
win	vinna	joy	0.727
merry	glad	joy	0.727
pleased	nöjd	joy	0.725
radiance	strålglans	joy	0.725
inspiration	inspiration	joy	0.725
uplift	lyfta	joy	0.723
optimistic	optimistisk	joy	0.723
heaven	himmel	joy	0.721
lucky	tur-	joy	0.721
thrill	spänning	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	högtider	joy	0.721
harmony	harmoni	joy	0.719
brighten	ljusna	joy	0.719
lover	älskare	joy	0.719
heartfelt	innerlig	joy	0.719
utopian	utopisk	joy	0.719
xmas	jul	joy	0.719
lovely	härlig	joy	0.719
amusement	nöje	joy	0.719
congratulatory	gratulations	joy	0.719
praising	prisa	joy	0.719
thriving	blomstrande	joy	0.719
perfect	perfekt	joy	0.719
magic	magi	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lyx	joy	0.712
bestfeeling	bästa känslan	joy	0.712
treasures	skatter	joy	0.712
achievement	prestation	joy	0.712
yay	Jippie	joy	0.712
holiday	Semester	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	skrocka	joy	0.706
rave	rave	joy	0.706
proud	stolt	joy	0.704
truelove	äkta kärlek	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	otroligt	joy	0.703
goodnews	goda nyheter	joy	0.703
optimism	optimism	joy	0.703
satisfying	tillfredsställande	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	vårda	joy	0.703
goodlife	bra liv	joy	0.703
beautification	försköning	joy	0.703
appreciates	uppskattar	joy	0.703
winning	vinnande	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	hyste	joy	0.700
excite	excitera	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	födelsedag	joy	0.691
metime	mig tid	joy	0.688
favorite	favorit-	joy	0.688
honored	hedrad	joy	0.688
content	innehåll	joy	0.688
godsend	gudagåva	joy	0.688
entertaining	underhållande	joy	0.688
angelic	änglalik	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	tillbedjan	joy	0.688
exquisite	utsökt	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dyrbar	joy	0.682
majestic	majestätisk	joy	0.682
appreciated	uppskattad	joy	0.682
luscious	läcker	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Log	joy	0.682
bestfriends	bästa vänner	joy	0.682
exaltation	upphöjelse	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ljusnar	joy	0.682
tranquility	lugn	joy	0.679
marry	gifta sig	joy	0.676
embrace	omfamning	joy	0.676
positively	positivt	joy	0.676
dearest	käraste	joy	0.672
relaxation	avslappning	joy	0.672
accomplished	skicklig	joy	0.672
hug	kram	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	födelsedag	joy	0.672
grin	flin	joy	0.672
enliven	liva upp	joy	0.672
contentment	belåtenhet	joy	0.672
hilarious	munter	joy	0.672
giggles	giggles	joy	0.672
bountiful	riklig	joy	0.667
victor	segrare	joy	0.667
adore	älska	joy	0.667
boisterous	stormig	joy	0.667
fulfilled	uppfyllda	joy	0.667
fulfill	uppfylla	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	välmående	joy	0.660
romanticism	romantik	joy	0.656
humor	humör	joy	0.656
glow	glöd	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	behaglig	joy	0.656
appreciation	uppskattning	joy	0.656
encouraged	uppmuntrad	joy	0.656
satisfy	uppfylla	joy	0.656
serenity	lugn	joy	0.656
captivate	fängsla	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tillfredsställelse	joy	0.652
treasure	skatt	joy	0.652
engaged	engagerad	joy	0.652
praises	lov	joy	0.652
abundance	överflöd	joy	0.652
fortunes	öde	joy	0.652
relaxing	avkopplande	joy	0.652
praised	berömde	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplement	joy	0.647
affection	tillgivenhet	joy	0.647
relieved	lättad	joy	0.647
carnival	karneval	joy	0.643
divine	gudomlig	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniskt	joy	0.641
achieve	uppnå	joy	0.641
thanksgiving	tacksägelse	joy	0.641
jackpot	jackpott	joy	0.641
priceless	ovärderlig	joy	0.641
sensuality	sensualitet	joy	0.641
champion	mästare	joy	0.641
wedding	bröllop	joy	0.641
uplifting	upplyftande	joy	0.641
climax	klimax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	fredlig	joy	0.636
twinkle	tindra	joy	0.636
reverie	dagdröm	joy	0.636
exalt	upphöja	joy	0.636
winner	vinnare	joy	0.636
felicity	sällhet	joy	0.636
cuddle	omfamning	joy	0.636
comforting	tröstande	joy	0.636
honeymoon	smekmånad	joy	0.636
xoxo	puss och kram	joy	0.634
amusing	rolig	joy	0.625
reward	pris	joy	0.625
fondness	förkärlek	joy	0.625
hearts	hjärtan	joy	0.625
brighter	ljusare	joy	0.625
sweet	ljuv	joy	0.625
stargazing	stjärnskådning	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	generositet	joy	0.625
gorgeous	underbar	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	parad	joy	0.621
applause	applåder	joy	0.621
genial	gemytlig	joy	0.621
beauty	skönhet	joy	0.621
kind	snäll	joy	0.621
newlife	nytt liv	joy	0.618
aspiring	blivande	joy	0.618
fulfilling	uppfylla	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	dygdig	joy	0.613
kiss	kyss	joy	0.610
winnings	vinster	joy	0.609
praiseworthy	beröm	joy	0.609
rainbows	regnbågar	joy	0.609
generous	generös	joy	0.609
enlightenment	upplysning	joy	0.609
playful	lekfull	joy	0.609
christmas	jul	joy	0.609
super	super	joy	0.609
elegance	elegans	joy	0.609
rekindle	återuppväcka	joy	0.609
awards	utmärkelser	joy	0.609
adorable	förtjusande	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	oberoende	joy	0.607
successful	framgångsrik	joy	0.606
onelove	en kärlek	joy	0.606
kindness	vänlighet	joy	0.606
freely	fritt	joy	0.606
surprises	överraskningar	joy	0.606
inspired	inspirerad	joy	0.606
hilarity	munterhet	joy	0.606
wonder	undra	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	underhållning	joy	0.603
whimsical	nyckfull	joy	0.603
passion	passion	joy	0.603
beautify	försköna	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	soluppgång	joy	0.600
godisgood	Gud är god	joy	0.597
whoo	whoo	joy	0.594
angel	ängel	joy	0.594
thankgod	tack Gud	joy	0.594
accomplishment	prestation	joy	0.594
flirt	flört	joy	0.594
goodmusic	bra musik	joy	0.594
snuggled	snuggled	joy	0.594
revere	vörda	joy	0.594
inspire	inspirera	joy	0.594
fanfare	fanfar	joy	0.594
peacefully	lugnt	joy	0.594
jesus	Jesus	joy	0.594
goodies	godsaker	joy	0.594
heroic	heroisk-	joy	0.591
fortune	förmögenhet	joy	0.591
friendship	vänskap	joy	0.591
singing	sång	joy	0.591
exalted	upphöjd	joy	0.591
summer	sommar	joy	0.591
highest	högsta	joy	0.591
overflowing	översvämmande	joy	0.588
contented	belåten	joy	0.588
woot	woot	joy	0.588
rollicking	uppslupen	joy	0.588
hope	hoppas	joy	0.586
accolade	accolade	joy	0.586
cozy	mysigt	joy	0.583
delicious	utsökt	joy	0.579
friendly	vänlig	joy	0.578
sensuous	sinnlig	joy	0.578
darling	Älskling	joy	0.578
picturesque	pittoresk	joy	0.578
raving	yra	joy	0.578
praise	beröm	joy	0.578
everlasting	evighet	joy	0.578
ambition	ambition	joy	0.578
thelife	livet	joy	0.578
sparkle	gnistra	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	lyckosam tjej	joy	0.576
flattering	smickrande	joy	0.576
sensual	sensuell	joy	0.576
heroism	hjältemod	joy	0.576
succeeding	efterföljande	joy	0.576
grace	nåd	joy	0.576
peace	fred	joy	0.576
livelife	Lev livet	joy	0.574
special	särskild	joy	0.574
tantalizing	frestande	joy	0.572
pumped	pumpade	joy	0.567
worthwhile	värt	joy	0.562
revels	revels	joy	0.562
prevail	råda	joy	0.562
liking	böjelse	joy	0.562
sunny	solig	joy	0.562
relax	koppla av	joy	0.562
surprise	överraskning	joy	0.562
hugs	kramar	joy	0.562
admirable	beundransvärd	joy	0.562
hero	hjälte	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristisk	joy	0.562
sweets	sötsaker	joy	0.562
prosper	blomstra	joy	0.562
superstar	superstar	joy	0.562
favorable	gynnsam	joy	0.561
bless	välsigna	joy	0.561
tenderness	ömhet	joy	0.561
freedom	frihet	joy	0.561
masterpiece	mästerverk	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	drömmar	joy	0.559
hopeful	hoppfull	joy	0.559
home	Hem	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trofasthet	joy	0.553
closeness	närhet	joy	0.552
eagerness	iver	joy	0.552
comfy	bekväm	joy	0.551
sunshine	solsken	joy	0.551
confidence	förtroende	joy	0.547
mistletoe	mistel	joy	0.547
elite	elit	joy	0.547
celestial	himmelsk	joy	0.547
heart	hjärta	joy	0.547
completion	komplettering	joy	0.547
good	Bra	joy	0.547
daughter	dotter	joy	0.547
gifts	gåvor	joy	0.547
astonishment	förvåning	joy	0.547
bonus	bonus	joy	0.547
goodmorning	god morgon	joy	0.547
lifted	lyfts	joy	0.547
zeal	iver	joy	0.547
illuminate	belysa	joy	0.547
gift	gåva	joy	0.547
vacation	semester	joy	0.547
charmed	betagen	joy	0.546
recreation	rekreation	joy	0.545
encouragement	uppmuntran	joy	0.545
gush	välla	joy	0.545
sublime	sublim	joy	0.545
dance	dansa	joy	0.545
god	Gud	joy	0.545
free	fri	joy	0.544
freshstart	nystart	joy	0.544
savior	räddare	joy	0.543
sanctuary	fristad	joy	0.541
grandchildren	barnbarn	joy	0.540
wellness	wellness	joy	0.537
revel	frossa	joy	0.534
inspirational	inspirera	joy	0.531
savor	njuta av	joy	0.531
matrimony	äktenskap	joy	0.531
money	pengar	joy	0.531
rainbow	regnbåge	joy	0.531
confident	självsäker	joy	0.531
bridal	brud-	joy	0.531
music	musik	joy	0.531
fab	fab	joy	0.531
serene	lugn	joy	0.531
alive	Levande	joy	0.531
holiness	helighet	joy	0.531
vitality	vitalitet	joy	0.531
liberation	befrielse	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	lugnande	joy	0.531
soar	sväva	joy	0.531
firstborn	förstfödda	joy	0.531
elegant	elegant	joy	0.530
mastery	herravälde	joy	0.530
illumination	belysning	joy	0.530
welcomed	välkomnade	joy	0.530
warmth	värme	joy	0.530
blossom	blomma	joy	0.530
glimmer	glimma	joy	0.530
faithful	trogen	joy	0.529
treat	behandla	joy	0.529
snuggles	snuggles	joy	0.522
laurels	lagrar	joy	0.521
commendable	beröm	joy	0.519
powerful	kraftfull	joy	0.516
silly	dumbom	joy	0.516
zest	krydda	joy	0.516
presents	presenterar	joy	0.516
succeed	lyckas	joy	0.516
jingle	klingande	joy	0.516
remarkable	anmärkningsvärd	joy	0.516
greeted	hälsade	joy	0.516
brotherly	broderlig	joy	0.516
pride	stolthet	joy	0.516
strengthening	förstärkning	joy	0.516
aspire	sträva	joy	0.516
abundant	riklig	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	glänsande	joy	0.516
almighty	allsmäktig	joy	0.516
fancy	fint	joy	0.516
zen	zen	joy	0.515
coronation	kröning	joy	0.515
kudos	beröm	joy	0.515
vivid	levande	joy	0.515
leisure	fritid	joy	0.515
complete	komplett	joy	0.515
cutie	sötnos	joy	0.515
newme	nya mig	joy	0.515
familytime	familjetid	joy	0.515
animated	animerad	joy	0.515
spirit	anda	joy	0.515
thanking	tacka	joy	0.515
kid	unge	joy	0.515
shining	lysande	joy	0.515
payday	avlöningsdag	joy	0.515
princely	furstlig	joy	0.515
reunited	återförenas	joy	0.515
therapeutic	terapeutisk	joy	0.515
comfort	bekvämlighet	joy	0.515
godly	gudfruktig	joy	0.514
marriage	äktenskap	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relation	joy	0.514
spouse	make	joy	0.507
intimately	intimt	joy	0.507
accomplish	utföra	joy	0.500
excel	excel	joy	0.500
inviting	inbjudande	joy	0.500
meritorious	förtjänstfull	joy	0.500
diamond	diamant-	joy	0.500
nature	natur	joy	0.500
dignity	värdighet	joy	0.500
family	familj	joy	0.500
soulful	soulful	joy	0.500
charitable	välgörande	joy	0.500
encourage	uppmuntra	joy	0.500
friends	vänner	joy	0.500
satisfied	nöjd	joy	0.500
welcoming	välkomnande	joy	0.500
healthy	friska	joy	0.500
surreal	overkligt	joy	0.500
refreshed	uppdateras	joy	0.500
beach	strand	joy	0.500
motherhood	moderskap	joy	0.500
respect	respekt	joy	0.500
gem	pärla	joy	0.500
erotic	erotisk	joy	0.500
visionary	visionär	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	uppnått	joy	0.500
christ	kristus	joy	0.500
memorable	minnesvärd	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebis	joy	0.500
purr	spinna	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	sanningshalten	joy	0.500
bloom	blomma	joy	0.500
carefree	sorglös	joy	0.500
aura	aura	joy	0.493
health	hälsa	joy	0.493
liberty	frihet	joy	0.486
approved	godkänd	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oas	joy	0.486
rapture	hänryckning	joy	0.485
engaging	engagerande	joy	0.485
crowning	kröning	joy	0.485
aspiration	strävan	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	mild	joy	0.485
liberate	befria	joy	0.485
betrothed	trolovad	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	frikostighet	joy	0.485
privileged	privilegierad	joy	0.485
loyal	lojala	joy	0.485
inseparable	oskiljaktig	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	glanstid	joy	0.484
trophy	trofén	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	tur	joy	0.484
creativity	kreativitet	joy	0.484
destiny	Öde	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	överskridande	joy	0.484
bouquet	bukett	joy	0.484
chocolate	choklad	joy	0.484
aloha	aloha	joy	0.484
yummy	smaskigt	joy	0.484
dream	dröm	joy	0.484
desire	önskan	joy	0.484
boyfriend	pojkvän	joy	0.480
commemoration	åminnelse	joy	0.479
intelligence	intelligens	joy	0.477
readiness	beredskap	joy	0.473
friend	vän	joy	0.471
enthusiast	entusiast	joy	0.471
bride	brud	joy	0.471
lush	frodig	joy	0.470
calming	lugnande	joy	0.470
inheritance	arv	joy	0.470
kiddo	kiddo	joy	0.470
massage	massage	joy	0.470
tickle	kittla	joy	0.470
adventure	äventyr	joy	0.470
nostalgia	nostalgi	joy	0.470
soothe	lugna	joy	0.470
goals	mål	joy	0.469
luster	lyster	joy	0.469
giving	ger	joy	0.469
princess	prinsessa	joy	0.469
heartily	varmt	joy	0.469
benevolence	välvilja	joy	0.469
nurture	uppfostran	joy	0.469
bridegroom	brudgum	joy	0.469
eternal	evig	joy	0.469
pray	be	joy	0.469
getaway	flykt	joy	0.469
humanitarian	humanitär	joy	0.469
bonding	bindning	joy	0.469
rest	resten	joy	0.469
amicable	vänskaplig	joy	0.469
purring	spinnande	joy	0.469
pretty	Söt	joy	0.469
child	barn	joy	0.466
salutary	välgörande	joy	0.465
invite	inbjudan	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	stråle	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropisk	joy	0.455
aesthetics	estetik	joy	0.455
friday	fredag	joy	0.455
elevation	elevation	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremoni	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	Hee	joy	0.455
kindred	släkt	joy	0.455
scholarship	stipendium	joy	0.455
befriend	befriend	joy	0.455
commemorate	fira	joy	0.453
allure	locka	joy	0.453
faith	tro	joy	0.453
forgiveness	förlåtelse	joy	0.453
scenery	landskap	joy	0.453
vindication	rättfärdigande	joy	0.453
waterfall	Vattenfall	joy	0.453
birth	födelse	joy	0.453
noworries	inga problem	joy	0.453
approve	godkänna	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	resa	joy	0.447
meditation	meditation	joy	0.446
relaxed	avslappnad	joy	0.442
tranquil	lugn	joy	0.441
weekend	helgen	joy	0.441
present	närvarande	joy	0.441
tender	anbud	joy	0.441
nostalgic	nostalgisk	joy	0.439
prayer	bön	joy	0.439
sharing	delning	joy	0.439
esteem	aktning	joy	0.439
lyrical	lyrisk	joy	0.439
righteousness	rättfärdighet	joy	0.439
share	dela med sig	joy	0.438
husband	Make	joy	0.438
life	liv	joy	0.438
sonnet	sonett	joy	0.438
relief	lättnad	joy	0.438
unbeaten	obesegrad	joy	0.438
newday	ny dag	joy	0.438
meditate	meditera	joy	0.438
mighty	mäktig	joy	0.438
eager	ivrig	joy	0.438
strength	styrka	joy	0.438
warm	värma	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	kompis	joy	0.427
oneness	enhet	joy	0.426
unsurpassed	oöverträffad	joy	0.424
ejaculation	ejakulation	joy	0.424
unconstrained	otvungen	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalj	joy	0.424
amen	amen	joy	0.424
candlelight	levande ljus	joy	0.424
reverence	vördnad	joy	0.424
healthful	hälsosam	joy	0.424
carols	julsånger	joy	0.424
sledding	sledding	joy	0.422
wealth	rikedom	joy	0.422
graduation	gradering	joy	0.422
frisky	yster	joy	0.422
energy	energi	joy	0.422
calmness	stillhet	joy	0.422
beginnings	början	joy	0.422
safe	säker	joy	0.422
musical	musikalisk	joy	0.422
symphony	symfoni	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	lätthet	joy	0.422
helpful	hjälpsam	joy	0.422
soundness	soliditet	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	löfte	joy	0.415
reunite	återförena	joy	0.414
salvation	frälsning	joy	0.412
mother	mor	joy	0.412
poems	dikter	joy	0.412
inauguration	invigning	joy	0.409
immaculate	obefläckad	joy	0.409
lighten	lätta	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	resa	joy	0.409
lavender	lavendel-	joy	0.409
purify	rena	joy	0.409
clown	clown	joy	0.409
star	stjärna	joy	0.406
cash	kontanter	joy	0.406
heal	läka	joy	0.406
completing	fullborda	joy	0.406
companion	följeslagare	joy	0.406
live	leva	joy	0.406
flowers	blommor	joy	0.406
wishing	önskar	joy	0.406
charity	välgörenhet	joy	0.406
opportune	läglig	joy	0.406
income	inkomst	joy	0.403
soul	själ	joy	0.401
munchies	munchies	joy	0.400
indescribable	obeskrivlig	joy	0.397
progress	framsteg	joy	0.397
emancipation	frigörelse	joy	0.397
christian	kristen	joy	0.397
hammock	hängmatta	joy	0.394
together	tillsammans	joy	0.394
equality	jämlikhet	joy	0.394
fullness	fullhet	joy	0.394
picnic	picknick	joy	0.394
calm	lugna	joy	0.394
childhood	barndom	joy	0.394
rhythmical	rytmisk	joy	0.394
movies	bio	joy	0.393
zealous	nitisk	joy	0.393
littlethings	små saker	joy	0.391
humanity	mänskligheten	joy	0.391
starry	starry	joy	0.391
playground	lekplats	joy	0.391
adventures	äventyr	joy	0.391
meaningful	meningsfull	joy	0.391
choir	kör	joy	0.391
affluence	välstånd	joy	0.391
warms	värmer	joy	0.391
goofy	fånig	joy	0.391
auspicious	gynnsam	joy	0.391
gesture	gest	joy	0.387
vow	svära	joy	0.382
shopping	handla	joy	0.382
witty	kvick	joy	0.382
communion	gemenskap	joy	0.379
vibes	vibrafon	joy	0.379
worship	dyrkan	joy	0.379
jump	hoppa	joy	0.379
reverend	högvördig	joy	0.377
advance	förskott	joy	0.375
beaches	stränder	joy	0.375
youth	ungdom	joy	0.375
spirits	sprit	joy	0.375
simplicity	enkelhet	joy	0.375
full	full	joy	0.375
rising	stigande	joy	0.375
hymn	psalm	joy	0.375
unique	unik	joy	0.375
redeemed	inlöst	joy	0.375
scenic	naturskön	joy	0.375
mirth	munterhet	joy	0.375
courtship	uppvaktning	joy	0.375
experience	erfarenhet	joy	0.375
reunion	återförening	joy	0.375
sonorous	sonor	joy	0.375
unforgettable	oförglömlig	joy	0.375
baptismal	dop-	joy	0.368
alliance	allians	joy	0.368
grant	bevilja	joy	0.366
conciliation	förlikning	joy	0.364
moonlight	månsken	joy	0.364
sanctification	helgelse	joy	0.364
improves	förbättrar	joy	0.364
improve	förbättra	joy	0.364
pure	ren	joy	0.364
authentic	äkta	joy	0.364
kitten	kattunge	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	hallon	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	trohet	joy	0.359
