word	Japanese-ja	emotion	emotion-intensity-score
exquisite	絶妙	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	貴重な	joy	0.682
majestic	雄大な	joy	0.682
appreciated	感謝	joy	0.682
luscious	甘美な	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	微笑んだ	joy	0.682
bestfriends	親友	joy	0.682
exaltation	高揚	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	輝く	joy	0.682
tranquility	静けさ	joy	0.679
marry	結婚する	joy	0.676
embrace	擁する	joy	0.676
positively	積極的に	joy	0.676
dearest	親愛なる	joy	0.672
relaxation	リラクゼーション	joy	0.672
accomplished	達成された	joy	0.672
hug	抱擁	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	微笑む	joy	0.672
enliven	活気のある	joy	0.672
contentment	満足	joy	0.672
hilarious	陽気な	joy	0.672
giggles	笑う	joy	0.672
bountiful	豊かな	joy	0.667
victor	ビクター	joy	0.667
adore	崇拝します	joy	0.667
boisterous	騒々しい	joy	0.667
fulfilled	達成された	joy	0.667
fulfill	満たす	joy	0.664
cuddles	抱擁	joy	0.662
prosperous	繁栄する	joy	0.660
romanticism	ロマン主義	joy	0.656
humor	ユーモア	joy	0.656
glow	輝き	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	楽しい	joy	0.656
appreciation	感謝	joy	0.656
encouraged	奨励	joy	0.656
satisfy	満たす	joy	0.656
serenity	静寂	joy	0.656
captivate	魅了する	joy	0.656
besties	仲間	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	満足	joy	0.652
treasure	宝	joy	0.652
engaged	従事する	joy	0.652
praises	賞賛	joy	0.652
abundance	豊富	joy	0.652
fortunes	運命	joy	0.652
relaxing	リラックス	joy	0.652
praised	賞賛された	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	補体	joy	0.647
affection	愛情	joy	0.647
relieved	安心した	joy	0.647
carnival	カーニバル	joy	0.643
divine	神聖な	joy	0.641
saintly	聖人	joy	0.641
harmoniously	調和よく	joy	0.641
achieve	達成する	joy	0.641
thanksgiving	感謝祭	joy	0.641
jackpot	大当たり	joy	0.641
priceless	貴重な	joy	0.641
sensuality	官能	joy	0.641
champion	チャンピオン	joy	0.641
wedding	結婚式	joy	0.641
uplifting	持ち上がる	joy	0.641
climax	クライマックス	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	平和な	joy	0.636
twinkle	つぶやく	joy	0.636
reverie	悔い改め	joy	0.636
exalt	高く評価する	joy	0.636
winner	勝者	joy	0.636
felicity	致死率	joy	0.636
cuddle	抱きしめる	joy	0.636
comforting	慰め	joy	0.636
honeymoon	ハネムーン	joy	0.636
xoxo	XO XO	joy	0.634
amusing	面白い	joy	0.625
reward	褒賞	joy	0.625
fondness	愛情	joy	0.625
hearts	心	joy	0.625
brighter	より明るい	joy	0.625
sweet	甘い	joy	0.625
stargazing	凝視	joy	0.625
festival	フェスティバル	joy	0.625
snuggling	抱きしめる	joy	0.625
generosity	寛大	joy	0.625
gorgeous	ゴージャスな	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	セックス	joy	0.622
parade	パレード	joy	0.621
applause	拍手	joy	0.621
genial	優しい	joy	0.621
beauty	美しさ	joy	0.621
kind	種類	joy	0.621
newlife	新生活	joy	0.618
aspiring	志望する	joy	0.618
fulfilling	充足する	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	善良な	joy	0.613
kiss	キッス	joy	0.610
winnings	賞金	joy	0.609
praiseworthy	賞賛する	joy	0.609
rainbows	虹	joy	0.609
generous	寛大な	joy	0.609
enlightenment	啓発	joy	0.609
playful	遊び心のある	joy	0.609
christmas	クリスマス	joy	0.609
super	スーパー	joy	0.609
elegance	優雅	joy	0.609
rekindle	やり直す	joy	0.609
awards	賞	joy	0.609
adorable	愛らしい	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	独立	joy	0.607
successful	成功した	joy	0.606
onelove	一つの愛	joy	0.606
kindness	親切	joy	0.606
freely	自由に	joy	0.606
surprises	驚き	joy	0.606
inspired	インスピレーションを受けた	joy	0.606
hilarity	はしゃぎ	joy	0.606
wonder	ワンダー	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	娯楽	joy	0.603
whimsical	気まぐれな	joy	0.603
passion	情熱	joy	0.603
beautify	美しく	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	日の出	joy	0.600
godisgood	神は良いです	joy	0.597
whoo	フー	joy	0.594
angel	天使	joy	0.594
thankgod	ああ、助かった	joy	0.594
accomplishment	達成	joy	0.594
flirt	フライ	joy	0.594
goodmusic	良い音楽	joy	0.594
snuggled	抱き合った	joy	0.594
revere	敬老	joy	0.594
inspire	インスピレーション	joy	0.594
fanfare	ファンファーレ	joy	0.594
peacefully	平和的に	joy	0.594
jesus	イエス	joy	0.594
goodies	おいしい	joy	0.594
heroic	ヒロイック	joy	0.591
fortune	運	joy	0.591
friendship	友情	joy	0.591
singing	歌う	joy	0.591
exalted	高揚した	joy	0.591
summer	夏	joy	0.591
highest	最高	joy	0.591
overflowing	溢れる	joy	0.588
contented	満足	joy	0.588
woot	ワット	joy	0.588
rollicking	曲がりくねった	joy	0.588
hope	希望	joy	0.586
accolade	称賛	joy	0.586
cozy	居心地の良い	joy	0.583
delicious	おいしい	joy	0.579
friendly	フレンドリーな	joy	0.578
sensuous	官能的な	joy	0.578
darling	ダーリン	joy	0.578
picturesque	美しい	joy	0.578
raving	狂気	joy	0.578
praise	賞賛	joy	0.578
everlasting	永遠の	joy	0.578
ambition	野心	joy	0.578
thelife	生活	joy	0.578
sparkle	輝く	joy	0.577
yeahhh	ええ	joy	0.576
luckygirl	ラッキーガール	joy	0.576
flattering	お世辞	joy	0.576
sensual	官能的な	joy	0.576
heroism	ヒロイズム	joy	0.576
succeeding	成功する	joy	0.576
grace	猶予	joy	0.576
peace	平和	joy	0.576
livelife	生きる	joy	0.574
special	特別	joy	0.574
tantalizing	魅力的な	joy	0.572
pumped	ポンピングされた	joy	0.567
worthwhile	価値がある	joy	0.562
revels	歓声	joy	0.562
prevail	優先する	joy	0.562
liking	好み	joy	0.562
sunny	晴れた	joy	0.562
relax	リラックス	joy	0.562
surprise	驚き	joy	0.562
hugs	抱擁	joy	0.562
admirable	素晴らしい	joy	0.562
hero	ヒーロー	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	ユーモラスな	joy	0.562
sweets	お菓子	joy	0.562
prosper	繁栄する	joy	0.562
superstar	スーパースター	joy	0.562
favorable	有利な	joy	0.561
bless	祝福	joy	0.561
tenderness	優しさ	joy	0.561
freedom	自由	joy	0.561
masterpiece	傑作	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	夢	joy	0.559
hopeful	希望	joy	0.559
home	自宅	joy	0.559
cruising	クルージング	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	忠実	joy	0.553
closeness	親密さ	joy	0.552
eagerness	意気込み	joy	0.552
comfy	心地よい	joy	0.551
sunshine	日光	joy	0.551
confidence	信頼	joy	0.547
mistletoe	ヤドリギ	joy	0.547
elite	エリート	joy	0.547
celestial	天体	joy	0.547
heart	ハート	joy	0.547
completion	完了	joy	0.547
good	良い	joy	0.547
daughter	娘	joy	0.547
gifts	ギフト	joy	0.547
astonishment	驚き	joy	0.547
bonus	ボーナス	joy	0.547
goodmorning	おはようございます	joy	0.547
lifted	持ち上げられた	joy	0.547
zeal	熱意	joy	0.547
illuminate	照らす	joy	0.547
gift	贈り物	joy	0.547
vacation	休暇	joy	0.547
charmed	チャームド〜魔女3姉妹	joy	0.546
recreation	レクリエーション	joy	0.545
encouragement	奨励	joy	0.545
gush	吐き出す	joy	0.545
sublime	昇華する	joy	0.545
dance	ダンス	joy	0.545
god	神	joy	0.545
free	無料	joy	0.544
freshstart	フレッシュスタート	joy	0.544
savior	救世主	joy	0.543
sanctuary	聖域	joy	0.541
grandchildren	孫	joy	0.540
wellness	ウェルネス	joy	0.537
revel	礼拝	joy	0.534
inspirational	インスピレーション	joy	0.531
savor	味わう	joy	0.531
matrimony	結婚	joy	0.531
money	お金	joy	0.531
rainbow	虹	joy	0.531
confident	自信を持って	joy	0.531
bridal	ブライダル	joy	0.531
music	音楽	joy	0.531
fab	ファブ	joy	0.531
serene	穏やかな	joy	0.531
alive	生きている	joy	0.531
holiness	聖なる	joy	0.531
vitality	活力	joy	0.531
liberation	解放	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	癒しの	joy	0.531
soar	飛躍	joy	0.531
firstborn	先生	joy	0.531
elegant	エレガント	joy	0.530
mastery	習熟	joy	0.530
illumination	イルミネーション	joy	0.530
welcomed	歓迎	joy	0.530
warmth	暖かさ	joy	0.530
blossom	花	joy	0.530
glimmer	一見	joy	0.530
faithful	忠実な	joy	0.529
treat	治療する	joy	0.529
snuggles	くつろぎ	joy	0.522
laurels	月桂樹	joy	0.521
commendable	立派な	joy	0.519
powerful	強力な	joy	0.516
silly	愚かな	joy	0.516
zest	熱意	joy	0.516
presents	プレゼント	joy	0.516
succeed	成功する	joy	0.516
jingle	ジングル	joy	0.516
remarkable	顕著	joy	0.516
greeted	挨拶	joy	0.516
brotherly	兄弟	joy	0.516
pride	誇り	joy	0.516
strengthening	強化	joy	0.516
aspire	熱望する	joy	0.516
abundant	豊富	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	光り輝く	joy	0.516
almighty	全能	joy	0.516
fancy	ファンシー	joy	0.516
zen	禅	joy	0.515
coronation	戴冠	joy	0.515
kudos	名声	joy	0.515
vivid	鮮やかな	joy	0.515
leisure	余暇	joy	0.515
complete	コンプリート	joy	0.515
cutie	キューティー	joy	0.515
newme	新しい私	joy	0.515
familytime	家族の時間	joy	0.515
animated	アニメーション	joy	0.515
spirit	精神	joy	0.515
thanking	感謝する	joy	0.515
kid	キッド	joy	0.515
shining	シャイニング	joy	0.515
payday	給料日	joy	0.515
princely	壮大な	joy	0.515
reunited	再会された	joy	0.515
therapeutic	治療的	joy	0.515
comfort	快適	joy	0.515
godly	神聖な	joy	0.514
marriage	結婚	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	関係	joy	0.514
spouse	配偶者	joy	0.507
intimately	密接に	joy	0.507
accomplish	達成する	joy	0.500
excel	優れた	joy	0.500
inviting	招待する	joy	0.500
meritorious	功績のある	joy	0.500
diamond	ダイヤモンド	joy	0.500
nature	自然	joy	0.500
dignity	尊厳	joy	0.500
family	家族	joy	0.500
soulful	ソウルフルな	joy	0.500
charitable	慈善団体	joy	0.500
encourage	奨励します	joy	0.500
friends	友達	joy	0.500
satisfied	満足	joy	0.500
welcoming	歓迎	joy	0.500
healthy	健康	joy	0.500
surreal	シュールレア	joy	0.500
refreshed	リフレッシュされた	joy	0.500
beach	ビーチ	joy	0.500
motherhood	母性	joy	0.500
respect	尊敬	joy	0.500
gem	宝石	joy	0.500
erotic	エロティックな	joy	0.500
visionary	先見の明	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	達成された	joy	0.500
christ	キリスト	joy	0.500
memorable	思い出深い	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	赤ちゃん	joy	0.500
purr	パル	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	真実	joy	0.500
bloom	咲く	joy	0.500
carefree	気晴らし	joy	0.500
aura	オーラ	joy	0.493
health	健康	joy	0.493
liberty	自由	joy	0.486
approved	承認された	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	オアシス	joy	0.486
rapture	歓楽	joy	0.485
engaging	魅力的	joy	0.485
crowning	クラウニング	joy	0.485
aspiration	吸引	joy	0.485
prestige	威信	joy	0.485
crescendo	クレッシェンド	joy	0.485
gentle	優しい	joy	0.485
liberate	解放する	joy	0.485
betrothed	婚約者	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	賞金	joy	0.485
privileged	特権	joy	0.485
loyal	忠実な	joy	0.485
inseparable	不可分な	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	全盛期	joy	0.484
trophy	トロフィー	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	運	joy	0.484
creativity	創造性	joy	0.484
destiny	運命	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	超越	joy	0.484
bouquet	花束	joy	0.484
chocolate	チョコレート	joy	0.484
aloha	アロハ	joy	0.484
yummy	おいしい	joy	0.484
dream	夢	joy	0.484
desire	慾望	joy	0.484
boyfriend	ボーイフレンド	joy	0.480
commemoration	記念	joy	0.479
intelligence	インテリジェンス	joy	0.477
readiness	準備	joy	0.473
friend	友人	joy	0.471
enthusiast	愛好家	joy	0.471
bride	花嫁	joy	0.471
lush	豊かな	joy	0.470
calming	落ち着かせる	joy	0.470
inheritance	継承	joy	0.470
kiddo	キッド	joy	0.470
massage	マッサージ	joy	0.470
tickle	くすぐる	joy	0.470
adventure	冒険	joy	0.470
nostalgia	ノスタルジア	joy	0.470
soothe	落ち着かせる	joy	0.470
goals	ゴール	joy	0.469
luster	光沢	joy	0.469
giving	与える	joy	0.469
princess	王女	joy	0.469
heartily	心から	joy	0.469
benevolence	慈悲	joy	0.469
nurture	育成	joy	0.469
bridegroom	花婿	joy	0.469
eternal	永遠の	joy	0.469
pray	祈る	joy	0.469
getaway	逃げる	joy	0.469
humanitarian	人道的な	joy	0.469
bonding	ボンディング	joy	0.469
rest	残り	joy	0.469
amicable	親切な	joy	0.469
purring	ごろごろ	joy	0.469
pretty	かなり	joy	0.469
child	子	joy	0.466
salutary	有益な	joy	0.465
invite	招待する	joy	0.457
reminiscing	思い起こさせる	joy	0.456
beam	ビーム	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	トロピカル	joy	0.455
aesthetics	美学	joy	0.455
friday	金曜日	joy	0.455
elevation	標高	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	式	joy	0.455
mindfulness	思いやり	joy	0.455
hee	喜	joy	0.455
kindred	同族	joy	0.455
scholarship	奨学金	joy	0.455
befriend	仲良くする	joy	0.455
commemorate	記念碑	joy	0.453
allure	魅力	joy	0.453
faith	信仰	joy	0.453
forgiveness	許し	joy	0.453
scenery	風景	joy	0.453
vindication	弁護	joy	0.453
waterfall	滝	joy	0.453
birth	誕生	joy	0.453
noworries	心配ない	joy	0.453
approve	承認する	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	旅	joy	0.447
meditation	瞑想	joy	0.446
relaxed	リラックスした	joy	0.442
tranquil	静かな	joy	0.441
weekend	週末	joy	0.441
present	プレゼント	joy	0.441
tender	入札	joy	0.441
nostalgic	ノスタルジックな	joy	0.439
prayer	祈り	joy	0.439
sharing	共有	joy	0.439
esteem	尊敬する	joy	0.439
lyrical	叙情的な	joy	0.439
righteousness	正義	joy	0.439
share	シェア	joy	0.438
husband	夫	joy	0.438
life	生活	joy	0.438
sonnet	ソネット	joy	0.438
relief	救済	joy	0.438
unbeaten	無敗	joy	0.438
newday	新しい日	joy	0.438
meditate	瞑想する	joy	0.438
mighty	力強い	joy	0.438
eager	熱心な	joy	0.438
strength	力	joy	0.438
warm	暖かい	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	バディ	joy	0.427
oneness	単一性	joy	0.426
unsurpassed	抜群の	joy	0.424
ejaculation	射精	joy	0.424
unconstrained	拘束されていない	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	メダル	joy	0.424
amen	アーメン	joy	0.424
candlelight	キャンドルライト	joy	0.424
reverence	畏敬の念	joy	0.424
healthful	健康的な	joy	0.424
carols	キャロル	joy	0.424
sledding	そり	joy	0.422
wealth	富	joy	0.422
graduation	卒業	joy	0.422
frisky	激しい	joy	0.422
energy	エネルギー	joy	0.422
calmness	静けさ	joy	0.422
beginnings	始まり	joy	0.422
safe	安全	joy	0.422
musical	ミュージカル	joy	0.422
symphony	交響曲	joy	0.422
lml	1ml	joy	0.422
glitter	キラキラ	joy	0.422
ease	容易に	joy	0.422
helpful	役に立つ	joy	0.422
soundness	健全性	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	約束する	joy	0.415
reunite	再会する	joy	0.414
salvation	救い	joy	0.412
mother	母	joy	0.412
poems	詩	joy	0.412
inauguration	就任	joy	0.409
immaculate	澄んだ	joy	0.409
lighten	明るく	joy	0.409
aromatherapy	アロマセラピー	joy	0.409
travel	旅行	joy	0.409
lavender	ラベンダー	joy	0.409
purify	浄化する	joy	0.409
clown	ピエロ	joy	0.409
star	星	joy	0.406
cash	現金	joy	0.406
heal	癒し	joy	0.406
completing	完了	joy	0.406
companion	コンパニオン	joy	0.406
live	ライブ	joy	0.406
flowers	フラワーズ	joy	0.406
wishing	願う	joy	0.406
charity	慈善団体	joy	0.406
opportune	機会	joy	0.406
income	所得	joy	0.403
soul	魂	joy	0.401
munchies	ムンジー	joy	0.400
indescribable	言い表せない	joy	0.397
progress	進捗	joy	0.397
emancipation	解放	joy	0.397
christian	キリスト教の	joy	0.397
hammock	ハンモック	joy	0.394
together	一緒に	joy	0.394
equality	平等	joy	0.394
fullness	充満	joy	0.394
picnic	ピクニック	joy	0.394
calm	落ち着いた	joy	0.394
childhood	子供時代	joy	0.394
rhythmical	リズミカルな	joy	0.394
movies	映画	joy	0.393
zealous	熱心な	joy	0.393
littlethings	ささいなこと	joy	0.391
humanity	人類	joy	0.391
starry	星空	joy	0.391
playground	遊び場	joy	0.391
adventures	冒険	joy	0.391
meaningful	意味のある	joy	0.391
choir	合唱団	joy	0.391
affluence	豊かな	joy	0.391
warms	温まる	joy	0.391
goofy	グーフィー	joy	0.391
auspicious	幸運な	joy	0.391
gesture	ジェスチャー	joy	0.387
vow	誓い	joy	0.382
shopping	ショッピング	joy	0.382
witty	気分	joy	0.382
communion	聖体拝領	joy	0.379
vibes	バイブ	joy	0.379
worship	崇拝	joy	0.379
jump	ジャンプ	joy	0.379
reverend	牧師	joy	0.377
advance	前進	joy	0.375
beaches	ビーチ	joy	0.375
youth	若者	joy	0.375
spirits	スピリッツ	joy	0.375
simplicity	単純さ	joy	0.375
full	満員	joy	0.375
rising	上昇する	joy	0.375
hymn	賛美歌	joy	0.375
unique	ユニークな	joy	0.375
redeemed	償還された	joy	0.375
scenic	風光明媚な	joy	0.375
mirth	歓喜	joy	0.375
courtship	求愛	joy	0.375
experience	経験	joy	0.375
reunion	再会	joy	0.375
sonorous	素晴らしい	joy	0.375
unforgettable	忘れられない	joy	0.375
baptismal	洗礼	joy	0.368
alliance	アライアンス	joy	0.368
grant	付与	joy	0.366
conciliation	調停	joy	0.364
moonlight	月光	joy	0.364
sanctification	聖化	joy	0.364
improves	改善する	joy	0.364
improve	改善する	joy	0.364
pure	ピュア	joy	0.364
authentic	本物の	joy	0.364
kitten	子猫	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	ラズベリー	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	忠実	joy	0.359
feeling	感じ	joy	0.359
devotional	信心深い	joy	0.359
proficiency	熟練	joy	0.359
tinsel	錦糸	joy	0.359
revival	復活	joy	0.359
sanctify	神聖化する	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	独立した	joy	0.359
cocoa	ココア	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	イルカ	joy	0.348
choral	合唱	joy	0.348
deliverance	救出	joy	0.348
romp	ロープ	joy	0.348
roaring	轟音	joy	0.348
melody	メロディー	joy	0.348
favor	好意	joy	0.348
unification	統一	joy	0.348
exceed	超過する	joy	0.348
purpose	目的	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	今すぐ	joy	0.344
voluptuous	気持ちの良い	joy	0.344
fruits	果物	joy	0.344
thx	どうも	joy	0.344
newstart	再スタート	joy	0.344
manicure	マニキュア	joy	0.344
date	日付	joy	0.344
kiddos	キッドス	joy	0.344
roadtrip	ロードトリップ	joy	0.344
cookies	クッキー	joy	0.344
hedonism	快楽主義	joy	0.344
humble	謙虚な	joy	0.344
electric	電気の	joy	0.344
pledge	約束	joy	0.344
celebrity	有名人	joy	0.342
rhythm	リズム	joy	0.338
bridesmaid	花嫁介添人	joy	0.338
snowday	雪の日	joy	0.333
young	若い	joy	0.333
coffee	コーヒー	joy	0.333
edification	啓発	joy	0.333
obliging	義務づける	joy	0.333
renovation	改装	joy	0.333
familiarity	親しみやすさ	joy	0.333
garden	庭園	joy	0.333
spa	スパ	joy	0.333
dawn	夜明け	joy	0.333
connoisseur	愛好家	joy	0.333
partner	パートナー	joy	0.333
gazing	凝視する	joy	0.333
foodie	食通	joy	0.331
synchronize	同期する	joy	0.329
tribulation	試練	joy	0.328
healing	ヒーリング	joy	0.328
saint	聖人	joy	0.328
chirping	チャーピング	joy	0.328
hobby	趣味	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	キャロル	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	詩篇	joy	0.328
pedicure	ペディキュア	joy	0.328
amnesty	恩赦	joy	0.328
respite	猶予	joy	0.324
mellow	穏やかな	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	レクリエーション	joy	0.318
restorative	修復する	joy	0.318
cousins	いとこ	joy	0.318
classics	古典	joy	0.318
reconciliation	和解	joy	0.316
dove	鳩	joy	0.312
living	生活	joy	0.312
presto	プレスト	joy	0.312
crafts	工芸品	joy	0.312
recovery	回復	joy	0.312
woods	森	joy	0.312
sunset	日没	joy	0.312
fitness	フィットネス	joy	0.312
playhouse	劇場	joy	0.312
superman	スーパーマン	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	知恵	joy	0.312
deal	対処	joy	0.312
simplify	簡略化する	joy	0.312
lord	主	joy	0.312
sterling	スターリング	joy	0.312
progression	進行	joy	0.312
relight	再戦	joy	0.312
pony	ポニー	joy	0.312
infant	幼児	joy	0.309
improvement	改善	joy	0.309
absolution	赦免	joy	0.306
gently	やさしく	joy	0.303
established	設立	joy	0.303
honest	正直な	joy	0.303
decorating	飾る	joy	0.303
endless	無限	joy	0.303
banquet	バンケット	joy	0.303
providing	提供する	joy	0.300
mine	鉱山	joy	0.297
fraternal	兄弟	joy	0.297
notable	注目すべき	joy	0.297
feat	偉業	joy	0.297
harvest	収穫	joy	0.297
quaint	風変わりな	joy	0.297
softly	やわらかく	joy	0.297
spiritual	スピリチュアル	joy	0.297
morals	道徳	joy	0.297
lounging	ゆったりとした	joy	0.297
light	光	joy	0.297
breeze	風	joy	0.297
strolling	散策	joy	0.297
spending	支出	joy	0.297
meditating	瞑想する	joy	0.297
joker	ジョーカー	joy	0.297
yearning	憧れ	joy	0.297
growth	成長	joy	0.297
fervor	熱狂	joy	0.295
quotes	引用符	joy	0.294
volunteer	ボランティア	joy	0.294
psalms	詩篇	joy	0.288
hippie	ヒッピー	joy	0.288
gain	利得	joy	0.288
taoism	道教	joy	0.288
midwife	助産婦	joy	0.288
resources	リソース	joy	0.288
create	作成する	joy	0.288
receiving	受信	joy	0.287
ocean	海洋	joy	0.286
snowfall	降雪	joy	0.286
lsd	lsd	joy	0.286
hiking	ハイキング	joy	0.283
chill	冷やす	joy	0.281
truce	休戦	joy	0.281
infinity	無限	joy	0.281
toast	トースト	joy	0.281
destination	先	joy	0.281
buddhist	仏教徒	joy	0.281
rested	休息した	joy	0.281
candid	率直	joy	0.281
evergreen	常緑	joy	0.281
unwind	くつろげる	joy	0.281
buzzing	吹き鳴らす	joy	0.281
venerable	由緒ある	joy	0.279
balance	バランス	joy	0.275
retirement	退職	joy	0.275
compensate	補償する	joy	0.273
swim	泳ぐ	joy	0.273
drinks	飲む	joy	0.273
devout	敬虔な	joy	0.273
buddha	仏	joy	0.273
rapt	ラップ	joy	0.273
fireplace	暖炉	joy	0.273
snowing	降雪	joy	0.271
sublimation	昇華	joy	0.270
fruity	フルーティー	joy	0.268
humility	謙虚	joy	0.266
paragon	パラゴン	joy	0.266
ministry	省	joy	0.266
sunday	日曜日	joy	0.266
salute	敬礼	joy	0.266
fortitude	強迫	joy	0.266
whim	気まずい	joy	0.266
sun	太陽	joy	0.266
sketching	スケッチ	joy	0.266
waves	波	joy	0.266
buddhism	仏教	joy	0.266
cathedral	大聖堂	joy	0.266
yoga	ヨガ	joy	0.266
artwork	アートワーク	joy	0.265
practiced	練習した	joy	0.264
clean	クリーン	joy	0.260
found	見つけた	joy	0.258
fitting	フィッティング	joy	0.258
immerse	没頭する	joy	0.258
running	ランニング	joy	0.258
clarity	透明度	joy	0.258
food	フード	joy	0.258
exercise	運動	joy	0.258
autumn	秋	joy	0.254
ardent	熱烈な	joy	0.250
fit	フィット	joy	0.250
mountain	山	joy	0.250
expedient	便宜	joy	0.250
diary	日記	joy	0.250
candles	ろうそく	joy	0.250
outdoors	屋外	joy	0.250
chilled	冷たい	joy	0.250
clap	拍手する	joy	0.250
contagious	伝染する	joy	0.250
chirp	チャープ	joy	0.250
morning	朝	joy	0.250
visitor	ビジター	joy	0.250
hardy	頑丈な	joy	0.250
countryside	田舎	joy	0.250
undying	不滅	joy	0.250
football	フットボール	joy	0.250
advocacy	アドボカシー	joy	0.250
demonstrative	説明的な	joy	0.250
cradle	受け台	joy	0.247
trance	トランス	joy	0.246
breakfast	朝ごはん	joy	0.242
grow	成長する	joy	0.242
pay	支払う	joy	0.242
preservative	防腐剤	joy	0.242
intense	激しい	joy	0.242
supremacy	覇権	joy	0.242
church	教会	joy	0.242
procession	行列	joy	0.242
consecration	奉献	joy	0.235
lifetime	一生	joy	0.234
nursery	保育園	joy	0.234
humbled	謙虚な	joy	0.234
vote	投票	joy	0.234
incense	香	joy	0.234
lyre	叙情詩	joy	0.234
candle	キャンドル	joy	0.234
snowy	雪が降る	joy	0.234
doll	人形	joy	0.234
skiing	スキー	joy	0.234
ordination	奉仕	joy	0.234
art	アート	joy	0.234
salary	給料	joy	0.234
pastry	ペストリー	joy	0.229
firefly	ホタル	joy	0.227
chilling	冷やす	joy	0.227
remedy	救済	joy	0.227
rescue	レスキュー	joy	0.225
camping	キャンプ	joy	0.221
perspective	視点	joy	0.221
orchard	オーチャード	joy	0.221
orchestra	オーケストラ	joy	0.221
possess	所有する	joy	0.219
castle	城	joy	0.219
lamb	子羊	joy	0.219
gardens	庭園	joy	0.219
breezy	気味悪い	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	活発な	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	返済する	joy	0.212
ribbon	リボン	joy	0.212
pho	フォ	joy	0.212
reggae	レゲエ	joy	0.212
raindrops	雨滴	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	教える	joy	0.212
nap	昼寝	joy	0.206
stillness	静止	joy	0.203
chant	聖歌	joy	0.203
hire	雇う	joy	0.203
vernal	春	joy	0.203
cove	入り江	joy	0.203
uncontrollable	コントロールできない	joy	0.203
legalized	合法化された	joy	0.203
unexpected	予想外の	joy	0.203
lights	ライト	joy	0.203
save	セーブ	joy	0.200
atone	償う	joy	0.197
trees	木	joy	0.197
pastor	牧師	joy	0.197
symmetry	対称	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	聖書	joy	0.196
mountains	山々	joy	0.194
pathway	経路	joy	0.188
walking	歩く	joy	0.188
craziness	狂気	joy	0.188
soppy	おしゃれな	joy	0.188
tea	お茶	joy	0.188
quiet	静か	joy	0.188
forefathers	先祖	joy	0.188
liquor	酒	joy	0.188
custom	カスタム	joy	0.188
whiteness	白	joy	0.188
