word	Latvian-lv	emotion	emotion-intensity-score
palsy	paralīze	fear	0.516
intolerance	neiecietība	fear	0.516
growl	rūkt	fear	0.516
sting	dzelt	fear	0.516
plunder	izlaupīt	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	neiedomājams	fear	0.516
smite	sita	fear	0.516
suspect	aizdomās	fear	0.516
pernicious	kaitīga	fear	0.516
enforce	izpildīt	fear	0.516
embolism	embolija	fear	0.516
helplessness	bezpalīdzība	fear	0.516
harshness	skarbums	fear	0.516
oppress	apspiest	fear	0.516
exile	trimdā	fear	0.516
foreboding	foreboding	fear	0.516
relapse	recidīvs	fear	0.516
robber	laupītājs	fear	0.516
biopsy	biopsija	fear	0.516
emaciated	iztukšots	fear	0.516
incite	pamudināt	fear	0.516
troublesome	traucējošs	fear	0.516
busted	busted	fear	0.516
darkness	tumsa	fear	0.516
insidious	mānīgs	fear	0.516
plight	nelaimes gadījums	fear	0.516
exacerbation	paasinājums	fear	0.516
revulsion	atgrūšana	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	sazvērējs	fear	0.516
depression	depresija	fear	0.508
confinement	dzemdības	fear	0.507
downfall	kritums	fear	0.500
alcoholism	alkoholisms	fear	0.500
towering	stiprs	fear	0.500
blob	lāse	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	nestabilitāte	fear	0.500
prohibited	aizliegts	fear	0.500
brute	brutāls	fear	0.500
suppress	nomāc	fear	0.500
infarct	infarkts	fear	0.500
snowmageddon	snowmagedon	fear	0.500
hunting	medības	fear	0.500
wasp	lapsene	fear	0.500
cliff	klints	fear	0.500
frenetic	neprātīgs	fear	0.500
squeamish	squeamish	fear	0.500
mistrust	neuzticība	fear	0.500
raving	trakojošs	fear	0.500
premeditated	iecerēts	fear	0.500
intolerant	neiecietīgs	fear	0.500
subvert	sagraut	fear	0.500
illegal	nelegāls	fear	0.500
scalpel	skalpelis	fear	0.500
vertigo	vertigo	fear	0.500
madden	madden	fear	0.500
odious	apbēdinošs	fear	0.500
ruined	izpostīts	fear	0.500
constraint	ierobežojums	fear	0.500
suppression	apspiešana	fear	0.500
defiance	izaicinājums	fear	0.500
prayforme	lūdzies par mani	fear	0.500
surrender	nodošana	fear	0.500
sinful	grēcīgs	fear	0.500
woe	bēdas	fear	0.491
perjury	nepatiesa liecība	fear	0.484
worse	sliktāk	fear	0.484
syringe	šļirce	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	neslavas celšana	fear	0.484
cutting	griešana	fear	0.484
warrior	karavīrs	fear	0.484
restriction	ierobežojums	fear	0.484
indefensible	neattaisnojama	fear	0.484
palpitations	sirdsklauves	fear	0.484
retard	palēnināt	fear	0.484
lash	skropstas	fear	0.484
flinch	šļirce	fear	0.484
lion	lauva	fear	0.484
ravine	gravi	fear	0.484
cracked	ieplaisājis	fear	0.484
shiver	drebuļi	fear	0.484
insecurity	nedrošība	fear	0.484
rat	žurka	fear	0.484
ohno	Ak nē	fear	0.484
fiend	velns	fear	0.484
jumpy	lēni	fear	0.484
hallucination	halucinācijas	fear	0.484
poaching	laupīšana	fear	0.484
dishonor	negods	fear	0.484
dismay	izbailes	fear	0.484
accusing	apsūdzot	fear	0.484
ambulance	ātrā palīdzība	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	laulības šķiršana	fear	0.484
ravenous	dīvains	fear	0.484
disgusting	pretīgi	fear	0.484
rabble	rabble	fear	0.484
slam	slaids	fear	0.484
hospital	slimnīca	fear	0.484
coerce	piespiešana	fear	0.484
endemic	endēmisks	fear	0.484
prejudiced	ievainots	fear	0.484
blackness	melnums	fear	0.484
armor	bruņas	fear	0.484
worrying	satraucošs	fear	0.484
indictment	apsūdzība	fear	0.484
hate	ienīst	fear	0.484
freakish	mīļš	fear	0.484
hearse	sirdis	fear	0.484
intrusion	iejaukšanās	fear	0.484
inspection	pārbaude	fear	0.483
sinner	grēcinieks	fear	0.483
averse	neveikli	fear	0.483
missing	trūkst	fear	0.474
despairing	izmisums	fear	0.474
darken	tumšs	fear	0.471
austere	austere	fear	0.470
animosity	naidīgums	fear	0.469
fret	fret	fear	0.469
fever	drudzis	fear	0.469
illegality	nelikumība	fear	0.469
accused	apsūdzētais	fear	0.469
criticize	kritizēt	fear	0.469
scrapie	skrepi slimība	fear	0.469
jaws	žokļi	fear	0.469
depressed	nomākts	fear	0.469
armored	bruņota	fear	0.469
indict	apsūdzība	fear	0.469
aftermath	sekas	fear	0.469
precipice	kraušana	fear	0.469
regime	režīms	fear	0.469
fierce	sīva	fear	0.469
breakdown	saplīst	fear	0.469
quiver	drebēt	fear	0.469
admonition	brīdinājums	fear	0.469
foreclose	ierobežot	fear	0.469
revoke	atcelt	fear	0.469
superstition	māņticība	fear	0.469
overwhelmed	pieblīvēts	fear	0.469
subversion	sagrābšana	fear	0.469
idolatry	elkdievība	fear	0.469
asteroid	asteroīds	fear	0.469
toothache	zobu sāpes	fear	0.469
inmate	iemītnieks	fear	0.469
decomposition	sadalīšanās	fear	0.469
sinking	nogrimšana	fear	0.469
intrusive	uzmācīgs	fear	0.469
soulless	bezkaunīgs	fear	0.469
infidelity	neticība	fear	0.469
nervous	nervozs	fear	0.469
thresh	slaucīt	fear	0.469
startle	pārsteigt	fear	0.469
unhealthy	neveselīgs	fear	0.469
spear	šķēps	fear	0.468
nasty	šķebinošs	fear	0.466
worried	uztraucies	fear	0.466
puma	Puma	fear	0.465
thirteenth	trīspadsmitais	fear	0.465
contraband	kontrabanda	fear	0.464
insecure	nedrošs	fear	0.461
disturbance	traucējumi	fear	0.459
denunciation	denonsēšana	fear	0.456
stigma	stigma	fear	0.455
destitute	nabadzīgs	fear	0.455
powerfully	spēcīgi	fear	0.454
penalty	sods	fear	0.453
derogatory	izmisīgs	fear	0.453
spasm	spazmas	fear	0.453
illicit	nelikumīga	fear	0.453
dinosaur	dinozaurs	fear	0.453
disruption	traucējumi	fear	0.453
lockup	bloķēšana	fear	0.453
restrain	atturēt	fear	0.453
rifle	šautene	fear	0.453
disreputable	neapstrīdams	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	brīdini	fear	0.453
quandary	krāpšana	fear	0.453
resisting	pretoties	fear	0.453
rigor	stingrība	fear	0.453
stranger	svešinieks	fear	0.453
penal	sods	fear	0.453
grope	izskrūvēt	fear	0.453
scold	nicināt	fear	0.453
orphan	bārenis	fear	0.453
resign	atkāpties no amata	fear	0.453
hydrocephalus	hidrocefālija	fear	0.453
shrill	šorīt	fear	0.453
howl	gaudot	fear	0.453
unspeakable	neizsakāms	fear	0.453
wail	vaigs	fear	0.453
straits	jūras šaurumi	fear	0.453
indoctrination	indoktrinēšana	fear	0.453
apprehension	aizturēšana	fear	0.453
batter	mīklu	fear	0.453
arraignment	apsūdzība	fear	0.450
urgent	steidzams	fear	0.450
tramp	līgumreisu	fear	0.440
stress	stresu	fear	0.439
behemoth	behemoth	fear	0.439
dominate	dominē	fear	0.438
targeting	mērķauditorijas atlase	fear	0.438
broke	lauza	fear	0.438
looming	dusmīgs	fear	0.438
tribunal	tribunāls	fear	0.438
debacle	negadījums	fear	0.438
forfeiture	konfiskācija	fear	0.438
dislocated	novirzīts	fear	0.438
infirmity	vājums	fear	0.438
impermeable	necaurlaidīgs	fear	0.438
predicament	grūtības	fear	0.438
falter	pietrūkst	fear	0.438
displaced	pārvietots	fear	0.438
concealed	slēpts	fear	0.438
illegitimate	nelikumīgs	fear	0.438
unprepared	nesagatavota	fear	0.438
scarcity	trūkums	fear	0.438
wince	sagrābt	fear	0.438
mace	mace	fear	0.438
expel	izraidīt	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	aizsegt	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	attīrīta	fear	0.438
dentists	zobārsti	fear	0.438
irreconcilable	nesavienojams	fear	0.438
bewildered	sajaukt	fear	0.438
indomitable	neizdevīgs	fear	0.438
rheumatism	reimatisms	fear	0.438
accidental	nejauša	fear	0.438
prick	krīt	fear	0.438
entangled	sapinušies	fear	0.438
atrophy	atrofija	fear	0.438
asp	asp	fear	0.438
perverse	perverss	fear	0.438
cabal	kabelis	fear	0.438
yell	kliedz	fear	0.438
gasping	garlaicīgi	fear	0.438
probation	pārbaude	fear	0.438
accuser	apsūdzētājs	fear	0.438
insulting	aizvainojoša	fear	0.435
mysterious	noslēpumains	fear	0.435
halting	apstāšanās	fear	0.435
rebels	nemiernieki	fear	0.435
repulsion	atbaidīšana	fear	0.431
glare	mirdzums	fear	0.430
punitive	soda nauda	fear	0.425
sordid	sordid	fear	0.425
stake	likme	fear	0.423
tempest	tempest	fear	0.423
ultimatum	ultimāts	fear	0.422
reticent	atturīgs	fear	0.422
bayonet	bajons	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	apturēšana	fear	0.422
lament	grēks	fear	0.422
burdensome	apgrūtinoša	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	satriecošs	fear	0.422
coyote	coyote	fear	0.422
deleterious	kaitīgs	fear	0.422
dissident	disidents	fear	0.422
varicella	vējbakas	fear	0.422
wilderness	tuksnesī	fear	0.422
delusion	maldi	fear	0.422
bigot	fanāts	fear	0.422
unsteady	nestabils	fear	0.422
stresses	uzsver	fear	0.422
offense	apvainojums	fear	0.422
heathen	pagāni	fear	0.422
prowl	izlikties	fear	0.422
troll	trolejs	fear	0.422
infamous	draņķīgs	fear	0.422
disappear	izzūd	fear	0.422
depress	nospiediet	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	nedabisks	fear	0.422
usurped	uzurpēts	fear	0.422
steal	nozagt	fear	0.422
anathema	anathema	fear	0.422
fainting	ģībonis	fear	0.422
alien	ārzemnieks	fear	0.422
extrajudicial	ārpustiesas	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	nelaimi	fear	0.418
ineptitude	nepietiekamība	fear	0.417
outsider	nepiederošs	fear	0.413
ugliness	neglīts	fear	0.410
vulture	grifs	fear	0.410
immoral	amorāls	fear	0.410
scar	rēta	fear	0.406
stressful	stresa dēļ	fear	0.406
screech	screech	fear	0.406
wary	piesardzīgs	fear	0.406
disgust	riebums	fear	0.406
stressing	uzsverot	fear	0.406
deport	deportēt	fear	0.406
nausea	slikta dūša	fear	0.406
resection	rezekcija	fear	0.406
blackout	aptumšošana	fear	0.406
disallowed	aizliegts	fear	0.406
insolvent	maksātnespējīgs	fear	0.406
dismissal	atlaišana	fear	0.406
omnipotence	visvarenība	fear	0.406
possession	valdījumā	fear	0.406
tearful	raudulis	fear	0.406
disorder	traucējumi	fear	0.406
squall	skvola	fear	0.406
dominant	dominējošais	fear	0.406
disabled	invalīds	fear	0.406
drones	drones	fear	0.406
recklessness	neapdomība	fear	0.406
escape	aizbēgt	fear	0.406
distressed	apbēdināts	fear	0.406
claw	nags	fear	0.406
stretcher	nestuvēm	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	apžēlošana	fear	0.406
weakly	vāji	fear	0.406
rubble	rubble	fear	0.406
whimper	pļāpāt	fear	0.406
ghetto	geto	fear	0.406
socialism	sociālisms	fear	0.405
conspiracy	sazvērestība	fear	0.400
toughness	stingrība	fear	0.400
defection	defection	fear	0.398
absence	prombūtne	fear	0.396
moan	vaidēt	fear	0.394
crusade	krusta karš	fear	0.392
radon	radons	fear	0.391
lose	zaudēt	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	apšaubāms	fear	0.391
unemployed	bezdarbnieki	fear	0.391
reject	noraidīt	fear	0.391
excitation	uzbudinājums	fear	0.391
xanax	xanax	fear	0.391
stifled	slēpts	fear	0.391
scarecrow	putnubiedēklis	fear	0.391
concealment	slēpšana	fear	0.391
conquer	iekarot	fear	0.391
discrimination	diskriminācija	fear	0.391
diagnosis	diagnoze	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	ļaundaris	fear	0.391
separation	atdalīšana	fear	0.391
overt	atklāts	fear	0.391
urgency	steidzamība	fear	0.391
musket	Muskete	fear	0.391
unrest	nemieri	fear	0.391
descent	nolaišanās	fear	0.391
avoiding	izvairoties	fear	0.391
cyst	cista	fear	0.391
gulp	gulēt	fear	0.391
procedure	procedūra	fear	0.391
submission	iesniegšana	fear	0.391
hardened	sacietināts	fear	0.391
refutation	atspēkojums	fear	0.391
repellent	repelents	fear	0.391
cleave	saplūst	fear	0.391
suspicion	aizdomām	fear	0.391
poverty	nabadzība	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	maksātnespēja	fear	0.391
mental	garīgs	fear	0.391
theocratic	teokrātiskais	fear	0.391
spaz	spaz	fear	0.391
brimstone	sarkans	fear	0.391
throb	drudzis	fear	0.388
outcast	izraidīts	fear	0.388
orc	orc	fear	0.388
disapprove	noraidīt	fear	0.380
dontpanic	Dontpanic	fear	0.378
plea	pamats	fear	0.377
withdrawals	izņemšana no apgrozības	fear	0.377
pressure	spiediens	fear	0.375
grieve	sērot	fear	0.375
frigate	fregate	fear	0.375
kerosene	petroleja	fear	0.375
nauseous	slikta dūša	fear	0.375
khan	khan	fear	0.375
expose	pakļaut	fear	0.375
ocd	ocd	fear	0.375
sneaking	slēpšana	fear	0.375
embarrassment	apmulsums	fear	0.375
bankrupt	bankrotējis	fear	0.375
dissolution	izšķīšana	fear	0.375
dentistry	zobārstniecība	fear	0.375
edict	edikts	fear	0.375
bunker	bunkurs	fear	0.375
antsy	antsy	fear	0.375
chasm	bezmiegs	fear	0.375
escaped	aizbēga	fear	0.375
whirlpool	virpuļvanna	fear	0.375
interrogate	izmeklējiet	fear	0.375
psychological	psiholoģisks	fear	0.375
obligor	parādnieks	fear	0.375
misconception	nepareizs priekšstats	fear	0.375
military	militārais	fear	0.375
suspected	aizdomās	fear	0.375
locust	sēklas	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	slikti	fear	0.375
coldness	vēsums	fear	0.375
taunt	uzbudinājums	fear	0.375
obi	obi	fear	0.375
flu	gripa	fear	0.375
barricade	barikāde	fear	0.375
chimera	kimēra	fear	0.375
sultan	sultāns	fear	0.375
repellant	repelents	fear	0.373
unknown	nezināms	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	greizsirdība	fear	0.365
mug	krūze	fear	0.359
consternation	sašutums	fear	0.359
rebel	nemiernieki	fear	0.359
conquest	uzvara	fear	0.359
mournful	sērojošs	fear	0.359
concerned	ieinteresētajām personām	fear	0.359
mandamus	mandamus	fear	0.359
onedge	uz malas	fear	0.359
recurring	atkārtojas	fear	0.359
jaundice	dzelte	fear	0.359
sectarian	sektantisks	fear	0.359
desert	tuksnesis	fear	0.359
cur	cur	fear	0.359
difficult	grūti	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dart	fear	0.359
spike	smaile	fear	0.359
timid	kautrīgs	fear	0.359
wasting	izšķērdēt	fear	0.359
bottomless	bezgalība	fear	0.359
warned	brīdināja	fear	0.359
protestant	protestants	fear	0.359
contempt	nicinājums	fear	0.359
exam	eksāmens	fear	0.359
depreciation	nolietojums	fear	0.359
anomaly	anomālija	fear	0.359
rejects	noraida	fear	0.359
pessimism	pesimisms	fear	0.359
revolution	revolūcija	fear	0.359
formidable	milzīgs	fear	0.359
burke	burke	fear	0.359
cautionary	brīdinājums	fear	0.359
headaches	galvassāpes	fear	0.359
bankruptcy	bankrots	fear	0.359
government	valdība	fear	0.359
measles	masalas	fear	0.359
languishing	tukšas	fear	0.358
constrain	ierobežot	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	vadītājs	fear	0.354
adverse	nelabvēlīgs	fear	0.352
lawyer	advokāts	fear	0.349
libel	neslavas celšana	fear	0.348
retrenchment	samazināšana	fear	0.345
imminent	nenovēršama	fear	0.345
unjustifiable	nepamatots	fear	0.344
knell	knell	fear	0.344
contentious	strīdīgs	fear	0.344
opposed	iebilda pret	fear	0.344
shame	kauns	fear	0.344
avoidance	izvairīšanās	fear	0.344
resistant	izturīgs	fear	0.344
discipline	disciplīna	fear	0.344
defy	nepareizs	fear	0.344
belittle	pazemot	fear	0.344
fanaticism	fanātisms	fear	0.344
bearish	lācīgs	fear	0.344
opium	opijs	fear	0.344
sorrow	skumjas	fear	0.344
mri	mri	fear	0.344
shaky	drebīgs	fear	0.344
hiss	šņākt	fear	0.344
loneliness	vientulība	fear	0.344
swerve	izliekt	fear	0.344
taboo	tabū	fear	0.344
reckless	neapdomāti	fear	0.344
obstacle	šķērslis	fear	0.344
launches	uzsāk	fear	0.344
aaaaaaah	aaaaaaha	fear	0.344
verdict	spriedums	fear	0.344
servile	servile	fear	0.344
hesitation	vilcināšanās	fear	0.344
evade	izvairīties	fear	0.344
recession	lejupslīde	fear	0.344
eel	zutis	fear	0.344
shortage	trūkums	fear	0.344
pest	kaitēklis	fear	0.344
cutter	kuteris	fear	0.344
psych	psih	fear	0.344
parachute	izpletņlēcējs	fear	0.344
disrespectful	necienīgs	fear	0.343
phalanx	phalanx	fear	0.342
creature	būtne	fear	0.340
mortgage	hipotēka	fear	0.331
specter	spoks	fear	0.331
enigmatic	noslēpumains	fear	0.329
caution	piesardzība	fear	0.328
police	policija	fear	0.328
shank	kāts	fear	0.328
undesirable	nevēlams	fear	0.328
shutdown	izslēgt	fear	0.328
dike	dike	fear	0.328
subordinate	pakārtots	fear	0.328
gametime	spēles laiks	fear	0.328
remove	noņemt	fear	0.328
smut	smutēt	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	neveiksme	fear	0.328
loom	stelles	fear	0.328
supremacy	pārākums	fear	0.328
unlucky	nelaimīgs	fear	0.328
quash	atcelt	fear	0.328
hives	nātrene	fear	0.328
wimp	mīkstais	fear	0.328
gladiator	gladiators	fear	0.328
feeling	sajūta	fear	0.328
dominion	valdīšana	fear	0.328
encumbrance	apgrūtinājums	fear	0.328
adrift	adrift	fear	0.328
defendant	apsūdzētais	fear	0.328
outpost	priekšpostenis	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	bezjēdzīgi	fear	0.328
wrongly	nepareizi	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	neveikli	fear	0.328
ethereal	ēterisks	fear	0.328
scarce	trūkst	fear	0.327
unsettled	nestabils	fear	0.327
antisocial	antisociāls	fear	0.324
astray	kļūdīties	fear	0.320
vigilant	piesardzīgs	fear	0.319
socialist	sociālists	fear	0.318
halter	pietrūkst	fear	0.318
pessimist	pesimistu	fear	0.317
pacing	pacing	fear	0.316
opponent	pretinieks	fear	0.312
discontinuity	pārtraukums	fear	0.312
conspire	Sasveicināt	fear	0.312
trickery	viltu	fear	0.312
obsessing	apsēsts	fear	0.312
seclusion	izolācija	fear	0.312
whirlwind	viesulis	fear	0.312
unexpected	negaidīti	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	slepeni vienošanās	fear	0.312
muzzle	purns	fear	0.312
blight	slikts	fear	0.312
foreigner	ārzemnieks	fear	0.312
chargeable	iekasējams	fear	0.312
laxative	caurejošs	fear	0.312
clinical	klīnisks	fear	0.312
dentist	zobārsts	fear	0.312
therapist	terapeits	fear	0.312
deadline	nodošanas laiks	fear	0.312
bewilderment	apjukums	fear	0.312
litigate	tiesāt tiesā	fear	0.312
nether	nether	fear	0.312
thorny	sarežģīts	fear	0.312
valium	valium	fear	0.312
powerful	spēcīgs	fear	0.312
uneasy	nemierīgs	fear	0.312
unkind	nepatīkams	fear	0.312
ordnance	munīcija	fear	0.312
wimpy	brīnišķīgs	fear	0.312
overthinking	pārdomāts	fear	0.309
doubts	šaubas	fear	0.308
seriousness	nopietnība	fear	0.305
irrational	neracionāls	fear	0.305
erase	dzēst	fear	0.303
teasing	ķircināt	fear	0.303
razor	skuveklis	fear	0.303
sweating	svīšana	fear	0.298
reluctant	negribīgi	fear	0.297
mage	Mage	fear	0.297
crouching	kratīties	fear	0.297
warning	brīdinājums	fear	0.297
endless	bezgalīgs	fear	0.297
adjudicate	izlemt	fear	0.297
bale	ķīpu	fear	0.297
inflation	inflācija	fear	0.297
giant	milzis	fear	0.297
auditor	revidents	fear	0.297
medical	medicīniska	fear	0.297
swamp	purvs	fear	0.297
bitch	kuce	fear	0.297
mislead	maldināt	fear	0.297
weighty	svarīgs	fear	0.297
avoid	izvairīties	fear	0.297
depreciated	nolietojums	fear	0.297
flounder	plekste	fear	0.297
deflation	deflācija	fear	0.297
unsurpassed	nepārspējams	fear	0.297
dashed	bojāts	fear	0.297
hide	slēpt	fear	0.297
timidity	kautrība	fear	0.297
deluge	nolaišanās	fear	0.287
disinformation	dezinformācija	fear	0.286
court	tiesa	fear	0.284
aversion	nepatika	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	nedraudzīgs	fear	0.281
remains	paliek	fear	0.281
discourage	atturēt	fear	0.281
cautious	piesardzīgs	fear	0.281
oncoming	gaidāms	fear	0.281
flying	lido	fear	0.281
mistaken	kļūdījies	fear	0.281
swelling	pietūkums	fear	0.281
dwarfed	pundurēts	fear	0.281
surveillance	uzraudzība	fear	0.281
apache	apache	fear	0.281
rush	steigties	fear	0.281
yelp	smaids	fear	0.281
cartridge	kārtridžs	fear	0.281
fortress	cietoksnis	fear	0.281
bigoted	fanāti	fear	0.281
notready	nav gatavs	fear	0.281
challenge	izaicinājums	fear	0.281
submitting	iesniegšana	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	apjukums	fear	0.281
unruly	nepaklausīgs	fear	0.281
intense	intensīva	fear	0.279
noncompliance	neatbilstība	fear	0.276
alerts	brīdinājumi	fear	0.276
planes	lidmašīnas	fear	0.274
displeased	nepatīkami	fear	0.273
cop	policists	fear	0.273
unbridled	nekonkurēts	fear	0.271
regiment	pulks	fear	0.266
crowds	pūļus	fear	0.266
sentence	teikums	fear	0.266
blindfold	ar aci	fear	0.266
crouch	kratīties	fear	0.266
belt	jostas	fear	0.266
hooded	kapuci	fear	0.266
uncanny	nekonkurētspējīgs	fear	0.266
cupping	kafija	fear	0.266
sneak	līst	fear	0.266
cloak	apmetnis	fear	0.266
banger	bangers	fear	0.266
affront	apvainojums	fear	0.266
confession	konfesija	fear	0.266
blemish	vainags	fear	0.266
posse	posse	fear	0.266
auditions	auditions	fear	0.266
forgotten	aizmirst	fear	0.266
immerse	iegremdēt	fear	0.266
operation	operācija	fear	0.266
elevation	pacēlums	fear	0.266
shanghai	Šanhaja	fear	0.266
hood	kapuci	fear	0.266
problem	problēma	fear	0.266
skid	skid	fear	0.266
insomnia	bezmiegs	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobāts	fear	0.266
flurries	plūdi	fear	0.266
force	spēks	fear	0.266
spur	stimulēt	fear	0.262
defense	aizsardzība	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	palaist	fear	0.250
rascal	slikts	fear	0.250
standstill	apstāšanās	fear	0.250
doubt	šaubas	fear	0.250
cataract	katarakta	fear	0.250
repent	nožēlot grēkus	fear	0.250
unfamiliar	nepazīstama	fear	0.250
delusional	mānīgs	fear	0.250
obliging	pienākums	fear	0.250
hag	hag	fear	0.250
defend	aizstāvēt	fear	0.250
guard	sargs	fear	0.250
scapegoat	grēkāža atlīdzība	fear	0.250
swampy	purvains	fear	0.250
react	reaģēt	fear	0.250
breakingnews	breaknews	fear	0.250
foul	nediena	fear	0.250
spinster	spinster	fear	0.250
indifference	vienaldzība	fear	0.250
sunk	nogrimis	fear	0.250
picket	pikets	fear	0.250
insect	kukainis	fear	0.250
rating	vērtējums	fear	0.250
forewarned	iepriekš brīdināts	fear	0.250
indecisive	neizlēmīgs	fear	0.250
stealthy	neredzīgs	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	pamatots	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	visaugstākais	fear	0.236
inequality	nevienlīdzība	fear	0.234
rekindle	atbaidīt	fear	0.234
shrink	sarauties	fear	0.234
scaffold	sastatnes	fear	0.234
discontent	neapmierinātība	fear	0.234
verge	apli	fear	0.234
psychiatrist	psihiatrs	fear	0.234
overdrive	pārlidot	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	aizbildinies	fear	0.234
pinion	zobrata	fear	0.234
finalized	pabeigts	fear	0.234
shelters	patversmes	fear	0.234
sleepless	bezmiega	fear	0.234
dependence	atkarība	fear	0.234
chicken	cālis	fear	0.234
instinctive	instinktīvs	fear	0.234
buzz	baumas	fear	0.234
difficulty	grūtības	fear	0.234
bee	bišu	fear	0.234
insomniac	bezmiegs	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buks	fear	0.234
rushing	steidzas	fear	0.233
overslept	overslept	fear	0.226
default	noklusējums	fear	0.226
confessional	konfesijas	fear	0.225
impatient	nepacietīgs	fear	0.224
immigrant	imigrants	fear	0.219
heft	heft	fear	0.219
sweat	sviedri	fear	0.219
waver	aplauzums	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingrs	fear	0.219
thrill	aizraušanās	fear	0.219
cane	niedres	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	kas	fear	0.219
tactics	taktika	fear	0.219
veer	veer	fear	0.219
unequal	nevienlīdzīgs	fear	0.219
lastminute	pēdējā minūte	fear	0.219
jungle	džungļi	fear	0.219
bait	ēsma	fear	0.219
revelations	atklāsmes	fear	0.219
blues	blūza	fear	0.219
overtired	pārtraucis	fear	0.218
prognosis	prognoze	fear	0.217
alertness	modrība	fear	0.216
hyped	izliekts	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	novēli man veiksmi	fear	0.212
tryouts	izmēģinājums	fear	0.210
clowns	klaunu	fear	0.207
fluctuation	svārstības	fear	0.204
restless	nemierīgs	fear	0.204
examination	pārbaude	fear	0.204
intimacy	intimitāte	fear	0.203
phew	phew	fear	0.203
quail	paipalas	fear	0.203
hurry	steidzieties	fear	0.203
uphill	kalnā	fear	0.203
mighty	varens	fear	0.203
birth	dzimšana	fear	0.203
cross	šķērsot	fear	0.203
help	palīdzība	fear	0.203
overcome	pārvarēt	fear	0.203
recesses	padziļinājumiem	fear	0.203
acceptances	pieņemšana	fear	0.203
fearless	bezbailīgs	fear	0.200
ware	trauki	fear	0.198
change	mainīt	fear	0.198
withstand	izturēt	fear	0.197
asap	asap	fear	0.191
owing	sakarā ar	fear	0.188
gnome	gnome	fear	0.188
cautiously	piesardzīgi	fear	0.188
tract	traktā	fear	0.188
deadlines	termiņi	fear	0.188
heighten	pieaudzis	fear	0.188
attorney	advokāts	fear	0.188
bug	kļūda	fear	0.188
knots	mezgli	fear	0.188
fragile	trausla	fear	0.188
rule	likums	fear	0.188
advance	iepriekš	fear	0.188
intrigue	intriga	fear	0.188
overcoming	pārvarēt	fear	0.188
stillness	klusums	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	skatīties	fear	0.188
unorganised	neorganizēts	fear	0.188
elf	elfs	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	vientuļš	fear	0.183
slippery	slidens	fear	0.181
interview	intervija	fear	0.180
everyman	katrs vīrietis	fear	0.178
speculation	spekulācijas	fear	0.176
needtoknow	jāzina	fear	0.173
assessment	novērtējums	fear	0.172
competition	konkurence	fear	0.172
settlor	cienītājs	fear	0.172
rod	stienis	fear	0.172
checkpoint	kontrolpunkts	fear	0.172
regulatory	regulējošais	fear	0.172
worship	pielūgt	fear	0.172
shell	apvalks	fear	0.172
readytogo	gatavs doties	fear	0.172
uncertain	neskaidra	fear	0.172
unsure	nezinu	fear	0.172
