word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
grades	maphunziro	fear	0.094
loyal	wokhulupirika	fear	0.094
poise	poise	fear	0.094
treat	chithandizo	fear	0.094
confident	wodalirika	fear	0.094
counsellor	mlangizi	fear	0.094
helmet	chisoti	fear	0.094
case	nkhani	fear	0.094
locate	kupeza	fear	0.094
northeast	kumpoto chakum'mawa	fear	0.088
compassion	chifundo	fear	0.078
nurture	kulera	fear	0.078
graduation	kumaliza maphunziro	fear	0.078
graded	adalitsidwa	fear	0.075
mum	mum	fear	0.070
infant	khanda	fear	0.067
civilians	anthu wamba	fear	0.062
soulmate	soulmate	fear	0.062
civilian	anthu wamba	fear	0.062
cloudiness	kutentha	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	chiwonongeko	fear	0.062
cash	ndalama	fear	0.062
journey	ulendo	fear	0.062
guidelines	malangizo	fear	0.062
youth	achinyamata	fear	0.062
opera	opera	fear	0.057
synonymous	chimodzimodzi	fear	0.056
praying	kupemphera	fear	0.047
honest	owona mtima	fear	0.047
intelligence	nzeru	fear	0.038
romance	chikondi	fear	0.031
lines	mizere	fear	0.031
volunteer	kudzipereka	fear	0.031
obey	mverani	fear	0.016
happiest	wosangalala kwambiri	joy	0.986
happiness	chimwemwe	joy	0.984
bliss	chisangalalo	joy	0.971
celebrating	kukondwerera	joy	0.970
jubilant	zosangalatsa	joy	0.969
ecstatic	chosangalatsa	joy	0.954
elation	zosangalatsa	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	kuwomba	joy	0.938
loveee	loveee	joy	0.932
celebration	chikondwerero	joy	0.929
awesomeness	zoopsa	joy	0.926
joy	chimwemwe	joy	0.924
happily	mosangalala	joy	0.922
excitement	chisangalalo	joy	0.922
euphoria	chisangalalo	joy	0.922
fabulous	zokongola	joy	0.922
joyous	wosangalala	joy	0.922
exuberance	kusangalala	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	chikondi	joy	0.920
gratitude	kuyamikira	joy	0.914
spectacular	zochititsa chidwi	joy	0.912
merriment	chisangalalo	joy	0.912
happydance	chisangalalo	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	anasangalala kwambiri	joy	0.909
triumphant	kupambana	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	chisangalalo	joy	0.906
cheerful	wokondwa	joy	0.906
cheer	sangalalani	joy	0.897
elated	okondwa	joy	0.894
lovethis	lovedis	joy	0.891
laugh	kuseka	joy	0.891
jolly	okonda	joy	0.891
pleasures	zokondweretsa	joy	0.891
excitation	chisangalalo	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Wokondwa	joy	0.891
exhilaration	chisangalalo	joy	0.891
marvelously	zodabwitsa	joy	0.881
loving	chikondi	joy	0.879
joyful	wosangalala	joy	0.879
outstanding	zosangalatsa	joy	0.879
blissful	zokondweretsa	joy	0.879
pleasurable	zosangalatsa	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	wokondwa	joy	0.875
lovinglife	chikondilife	joy	0.875
glee	tambani	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	wosangalala	joy	0.868
woohoo	woohoo	joy	0.864
laughing	kuseka	joy	0.864
superb	wapamwamba kwambiri	joy	0.864
wonderful	zodabwitsa	joy	0.863
brilliant	waluntha	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	kusangalala	joy	0.859
hooray	hooray	joy	0.859
glory	ulemerero	joy	0.859
celebrated	chikondwerero	joy	0.859
loved	okondedwa	joy	0.859
magnificent	zokongola	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	aleluya	joy	0.859
exciting	zosangalatsa	joy	0.853
heavenly	kumwamba	joy	0.853
thrilled	osangalala	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	sangalalani	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	madalitso	joy	0.844
wonderfully	zodabwitsa	joy	0.844
sweetness	kukoma	joy	0.833
marvellous	zodabwitsa	joy	0.833
festive	chikondwerero	joy	0.833
blessed	wadalitsidwa	joy	0.833
paradise	paradaiso	joy	0.833
celebrations	zikondwerero	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	akumwetulira	joy	0.828
enchanting	kukondweretsa	joy	0.828
love	chikondi	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	kwanu nkwanu	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	kuseka	joy	0.824
marvelous	zodabwitsa	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	chikondwerero	joy	0.818
sensational	zosangalatsa	joy	0.818
delightful	zokondweretsa	joy	0.818
happyheart	wosangalala	joy	0.818
rejoicing	kusangalala	joy	0.818
joys	chimwemwe	joy	0.818
goodness	ubwino	joy	0.818
excited	wokondwa	joy	0.818
excellence	zabwino	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ophatikizana	joy	0.814
glorious	ulemerero	joy	0.812
lovemaking	kukonda chikondi	joy	0.812
rejoice	sangalalani	joy	0.812
victorious	kupambana	joy	0.812
excellent	zabwino kwambiri	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	kusangalala	joy	0.812
splendid	zokongola	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	zabwino	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	tsiku losangalatsa	joy	0.809
myfavorite	yokondwedwa	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	zosangalatsa	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	chimwemwe	joy	0.803
giggle	giggle	joy	0.802
yesss	miyezi	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	kupambana	joy	0.797
happier	wosangalala	joy	0.797
dancing	kuvina	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	kukongola	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	kuyamikira	joy	0.789
splendor	kukongola	joy	0.788
amuse	kondwerani	joy	0.788
fun	zosangalatsa	joy	0.788
happy	wokondwa	joy	0.788
enchanted	osangalala	joy	0.781
glorify	lemekezani	joy	0.781
glad	okondwa	joy	0.781
beautiful	wokongola	joy	0.781
solucky	solucky	joy	0.781
giggling	kugwedeza	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	kuwala	joy	0.781
heavens	miyamba	joy	0.779
perfection	ungwiro	joy	0.779
christmassy	christmassy	joy	0.779
romance	chikondi	joy	0.779
thrilling	zosangalatsa	joy	0.776
miraculous	chozizwitsa	joy	0.773
fiesta	fiesta	joy	0.773
entertain	zosangalatsa	joy	0.773
congrats	kusonkhana	joy	0.773
cheers	okondwa	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	chitsimikizo	joy	0.773
lovable	zokondedwa	joy	0.773
cheered	wosangalala	joy	0.773
funday	funday	joy	0.772
enjoying	kusangalala	joy	0.771
cuddling	kukwapula	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amanyansidwa	joy	0.766
lifeisgood	moyoisgood	joy	0.766
thebest	bwino kwambiri	joy	0.766
sosweet	zabwino kwambiri	joy	0.766
smiles	kumwetulira	joy	0.766
delight	kukondwa	joy	0.765
orgasm	orgasm	joy	0.765
party	phwando	joy	0.765
positive	zabwino	joy	0.761
cheerfulness	wokondwa	joy	0.758
miracles	zozizwitsa	joy	0.758
sweetheart	wokondedwa	joy	0.758
enlighten	kuunikira	joy	0.758
christmastime	nthawi ya Krismasi	joy	0.757
giddy	mchere	joy	0.757
romantic	chikondi	joy	0.750
gratify	kukondweretsa	joy	0.750
friendliness	ubwenzi	joy	0.750
laughs	aseka	joy	0.750
greatness	ukulu	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	zokondweretsa	joy	0.750
blessings	madalitso	joy	0.750
smile	kumwetulira	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	kudandaula	joy	0.748
jubilee	chisangalalo	joy	0.742
enthusiasm	kukhudzika	joy	0.742
triumph	kupambana	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	zamatsenga	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	chozizwitsa	joy	0.742
rewarding	zopindulitsa	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	kupambana	joy	0.735
luxurious	zokongola	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	zovuta	joy	0.734
goodday	tsiku labwino	joy	0.734
passionate	wokonda	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	zokopa	joy	0.734
victory	chigonjetso	joy	0.734
admiration	kuyamikira	joy	0.734
tgif	tgif	joy	0.734
glorification	ulemerero	joy	0.733
sing	kuimba	joy	0.729
glowing	akuwala	joy	0.729
breathtaking	zochititsa chidwi	joy	0.728
fulfillment	kukwaniritsidwa	joy	0.728
yessss	yessss	joy	0.728
cheery	chisangalalo	joy	0.727
thankful	othokoza	joy	0.727
hurrah	kupweteka	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	mphoto	joy	0.727
atpeace	atpeace	joy	0.727
win	kupambana	joy	0.727
merry	osangalala	joy	0.727
pleased	anasangalala	joy	0.725
radiance	kusangalatsa	joy	0.725
inspiration	kudzoza	joy	0.725
uplift	kukweza	joy	0.723
optimistic	chiyembekezo	joy	0.723
heaven	kumwamba	joy	0.721
lucky	mwayi	joy	0.721
thrill	zosangalatsa	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	maholide	joy	0.721
harmony	mgwirizano	joy	0.719
brighten	kuwala	joy	0.719
lover	wokondedwa	joy	0.719
heartfelt	kuchokera pansi pa mtima	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	wokondeka	joy	0.719
amusement	zosangalatsa	joy	0.719
congratulatory	zokondweretsa	joy	0.719
praising	kutamanda	joy	0.719
thriving	kukulirakulira	joy	0.719
perfect	wangwiro	joy	0.719
magic	matsenga	joy	0.712
luckiest	zopanda phindu	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	zokondweretsa	joy	0.712
bestfeeling	zabwino	joy	0.712
treasures	chuma	joy	0.712
achievement	kupambana	joy	0.712
yay	Pamenepo	joy	0.712
holiday	tchuthi	joy	0.712
intimate	wapamtima	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	zitsutsani	joy	0.706
rave	sangalalani	joy	0.706
proud	wonyada	joy	0.704
truelove	chikondi chowona	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	zodabwitsa	joy	0.703
goodnews	uthenga wabwino	joy	0.703
optimism	chiyembekezo	joy	0.703
satisfying	kukhutiritsa	joy	0.703
gooood	gooood	joy	0.703
sweetest	zokoma kwambiri	joy	0.703
cherish	cherish	joy	0.703
goodlife	zabwino	joy	0.703
beautification	kukongoletsa	joy	0.703
appreciates	amayamikira	joy	0.703
winning	kupambana	joy	0.703
cuddled	wodetsedwa	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	amasangalala	joy	0.700
excite	sangalalani	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	tsiku lobadwa	joy	0.691
metime	nthawi	joy	0.688
favorite	zokonda	joy	0.688
honored	kulemekezedwa	joy	0.688
content	zokhutira	joy	0.688
godsend	godsend	joy	0.688
entertaining	zosangalatsa	joy	0.688
angelic	angelo	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	kupembedza	joy	0.688
exquisite	zabwino	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ofunika	joy	0.682
majestic	ulemu	joy	0.682
appreciated	amayamikira	joy	0.682
luscious	zosangalatsa	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	anamwetulira	joy	0.682
bestfriends	abwenzi apamtima	joy	0.682
exaltation	kukweza	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	kuwala	joy	0.682
tranquility	bata	joy	0.679
marry	kukwatira	joy	0.676
embrace	kuvomereza	joy	0.676
positively	zabwino	joy	0.676
dearest	okondedwa	joy	0.672
relaxation	zosangalatsa	joy	0.672
accomplished	zatheka	joy	0.672
hug	kukumbatirana	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	kukhutira	joy	0.672
hilarious	zovuta	joy	0.672
giggles	magigles	joy	0.672
bountiful	wochuluka	joy	0.667
victor	victor	joy	0.667
adore	kondani	joy	0.667
boisterous	zovuta	joy	0.667
fulfilled	kukwaniritsidwa	joy	0.667
fulfill	kukwaniritsa	joy	0.664
cuddles	makulu	joy	0.662
prosperous	olemera	joy	0.660
romanticism	chikondi	joy	0.656
humor	zosangalatsa	joy	0.656
glow	kuwala	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	zosangalatsa	joy	0.656
appreciation	kuyamikira	joy	0.656
encouraged	adalimbikitsidwa	joy	0.656
satisfy	kukhutiritsa	joy	0.656
serenity	bata	joy	0.656
captivate	sangalitsani	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kukhutira	joy	0.652
treasure	chuma	joy	0.652
engaged	anachitapo kanthu	joy	0.652
praises	matamando	joy	0.652
abundance	kuchuluka	joy	0.652
fortunes	chuma	joy	0.652
relaxing	kusangalala	joy	0.652
praised	adatamandidwa	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	kuthandizira	joy	0.647
affection	chikondi	joy	0.647
relieved	anamasulidwa	joy	0.647
carnival	zikondwerero	joy	0.643
divine	zaumulungu	joy	0.641
saintly	woyera	joy	0.641
harmoniously	mogwirizana	joy	0.641
achieve	kukwaniritsa	joy	0.641
thanksgiving	zikomo	joy	0.641
jackpot	jackpot	joy	0.641
priceless	zopanda phindu	joy	0.641
sensuality	maganizo	joy	0.641
champion	mtsogoleri	joy	0.641
wedding	ukwati	joy	0.641
uplifting	kukweza	joy	0.641
climax	pachimake	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	mtendere	joy	0.636
twinkle	kupenya	joy	0.636
reverie	kachiwiri	joy	0.636
exalt	kukweza	joy	0.636
winner	wopambana	joy	0.636
felicity	zopanda pake	joy	0.636
cuddle	kukumba	joy	0.636
comforting	kutonthoza	joy	0.636
honeymoon	wokondedwa	joy	0.636
xoxo	xoxo	joy	0.634
amusing	kusangalatsa	joy	0.625
reward	mphotho	joy	0.625
fondness	kukondana	joy	0.625
hearts	mitima	joy	0.625
brighter	kuwonjezeka	joy	0.625
sweet	zokoma	joy	0.625
stargazing	kugawidwa	joy	0.625
festival	chikondwerero	joy	0.625
snuggling	kukuwombera	joy	0.625
generosity	zopatsa	joy	0.625
gorgeous	zokongola	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	kugonana	joy	0.622
parade	chiwonongeko	joy	0.621
applause	amawomba	joy	0.621
genial	kudzikonda	joy	0.621
beauty	kukongola	joy	0.621
kind	zokoma	joy	0.621
newlife	zatsopano	joy	0.618
aspiring	kufuna	joy	0.618
fulfilling	kukwaniritsa	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	zabwino	joy	0.613
kiss	kupsompsona	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	zotamandika	joy	0.609
rainbows	mvula yamvula	joy	0.609
generous	wopatsa	joy	0.609
enlightenment	chidziwitso	joy	0.609
playful	kusewera	joy	0.609
christmas	christmas	joy	0.609
super	wapamwamba	joy	0.609
elegance	kukongola	joy	0.609
rekindle	kubwezeretsanso	joy	0.609
awards	mphoto	joy	0.609
adorable	zosangalatsa	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ufulu	joy	0.607
successful	kupambana	joy	0.606
onelove	chikondi chimodzi	joy	0.606
kindness	kukoma mtima	joy	0.606
freely	momasuka	joy	0.606
surprises	zodabwitsa	joy	0.606
inspired	louziridwa	joy	0.606
hilarity	chidziwitso	joy	0.606
wonder	zodabwa	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zosangalatsa	joy	0.603
whimsical	whimsical	joy	0.603
passion	chilakolako	joy	0.603
beautify	khalani okongola	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	kutuluka kwa dzuwa	joy	0.600
godisgood	mulungu	joy	0.597
whoo	Whoo	joy	0.594
angel	mngelo	joy	0.594
thankgod	Tiyamike ambuye	joy	0.594
accomplishment	zopindulitsa	joy	0.594
flirt	kuthamanga	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	anawombera	joy	0.594
revere	ulemu	joy	0.594
inspire	kulimbikitsani	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	mwamtendere	joy	0.594
jesus	Yesu	joy	0.594
goodies	zopita	joy	0.594
heroic	nyonga	joy	0.591
fortune	chuma	joy	0.591
friendship	ubwenzi	joy	0.591
singing	kuimba	joy	0.591
exalted	adakwezedwa	joy	0.591
summer	chilimwe	joy	0.591
highest	wapamwamba kwambiri	joy	0.591
overflowing	akusefukira	joy	0.588
contented	wokhutira	joy	0.588
woot	yambani	joy	0.588
rollicking	kuthamanga	joy	0.588
hope	chiyembekezo	joy	0.586
accolade	kuvomereza	joy	0.586
cozy	wokondweretsa	joy	0.583
delicious	zokoma	joy	0.579
friendly	wochezeka	joy	0.578
sensuous	zozizwitsa	joy	0.578
darling	wokondedwa	joy	0.578
picturesque	zochititsa chidwi	joy	0.578
raving	kusuta	joy	0.578
praise	chitamando	joy	0.578
everlasting	wosatha	joy	0.578
ambition	chilakolako	joy	0.578
thelife	thelife	joy	0.578
sparkle	imanyezimira	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	mtsikana wachinyamata	joy	0.576
flattering	kukondweretsa	joy	0.576
sensual	zachibadwa	joy	0.576
heroism	kulimba mtima	joy	0.576
succeeding	kupambana	joy	0.576
grace	chisomo	joy	0.576
peace	mtendere	joy	0.576
livelife	moyo wamoyo	joy	0.574
special	wapadera	joy	0.574
tantalizing	zosangalatsa	joy	0.572
pumped	kupopedwa	joy	0.567
worthwhile	zofunikira	joy	0.562
revels	masewera	joy	0.562
prevail	kupambana	joy	0.562
liking	kukonda	joy	0.562
sunny	dzuwa	joy	0.562
relax	Khazikani mtima pansi	joy	0.562
surprise	kudabwa	joy	0.562
hugs	kukumbatirana	joy	0.562
admirable	zosangalatsa	joy	0.562
hero	munthu	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	zosangalatsa	joy	0.562
sweets	maswiti	joy	0.562
prosper	bwino	joy	0.562
superstar	nyenyezi yamakedzana	joy	0.562
favorable	zabwino	joy	0.561
bless	dalitsani	joy	0.561
tenderness	chifundo	joy	0.561
freedom	ufulu	joy	0.561
masterpiece	chaluso	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	maloto	joy	0.559
hopeful	chiyembekezo	joy	0.559
home	kunyumba	joy	0.559
cruising	kuyenda	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kukhulupirika	joy	0.553
closeness	kuyandikana	joy	0.552
eagerness	chidwi	joy	0.552
comfy	zosangalatsa	joy	0.551
sunshine	dzuwa	joy	0.551
confidence	chidaliro	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	olemekezeka	joy	0.547
celestial	zakumwamba	joy	0.547
heart	mtima	joy	0.547
completion	kumaliza	joy	0.547
good	zabwino	joy	0.547
daughter	mwana wamkazi	joy	0.547
gifts	mphatso	joy	0.547
astonishment	kudabwa	joy	0.547
bonus	bonasi	joy	0.547
goodmorning	m'mawa wabwino	joy	0.547
lifted	adakwezedwa	joy	0.547
zeal	changu	joy	0.547
illuminate	kuunikira	joy	0.547
gift	mphatso	joy	0.547
vacation	tchuthi	joy	0.547
charmed	Chezetsedwa	joy	0.546
recreation	zosangalatsa	joy	0.545
encouragement	chilimbikitso	joy	0.545
gush	kutsitsa	joy	0.545
sublime	zosangalatsa	joy	0.545
dance	kuvina	joy	0.545
god	mulungu	joy	0.545
free	mfulu	joy	0.544
freshstart	mwatsopano	joy	0.544
savior	mpulumutsi	joy	0.543
sanctuary	malo opatulika	joy	0.541
grandchildren	zidzukulu	joy	0.540
wellness	ubwino	joy	0.537
revel	chiwonetsero	joy	0.534
inspirational	zolimbikitsa	joy	0.531
savor	zosangalatsa	joy	0.531
matrimony	ukwati	joy	0.531
money	ndalama	joy	0.531
rainbow	utawaleza	joy	0.531
confident	wodalirika	joy	0.531
bridal	bridal	joy	0.531
music	nyimbo	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	wamoyo	joy	0.531
holiness	chiyero	joy	0.531
vitality	mphamvu	joy	0.531
liberation	kumasulidwa	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	zolimbikitsa	joy	0.531
soar	tuluka	joy	0.531
firstborn	woyamba	joy	0.531
elegant	zokongola	joy	0.530
mastery	kusamalira	joy	0.530
illumination	kuunikira	joy	0.530
welcomed	analandiridwa	joy	0.530
warmth	kutentha	joy	0.530
blossom	ukuphuka	joy	0.530
glimmer	kumveka	joy	0.530
faithful	wokhulupirika	joy	0.529
treat	chithandizo	joy	0.529
snuggles	imathamanga	joy	0.522
laurels	zopanda pake	joy	0.521
commendable	oyamikirika	joy	0.519
powerful	wamphamvu	joy	0.516
silly	zopusa	joy	0.516
zest	zest	joy	0.516
presents	mphatso	joy	0.516
succeed	kupambana	joy	0.516
jingle	jingle	joy	0.516
remarkable	zodabwitsa	joy	0.516
greeted	moni	joy	0.516
brotherly	m'bale	joy	0.516
pride	kunyada	joy	0.516
strengthening	kulimbikitsa	joy	0.516
aspire	kufuna	joy	0.516
abundant	wochuluka	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	modzilemekeza	joy	0.516
almighty	wamphamvuyonse	joy	0.516
fancy	zokongola	joy	0.516
zen	zen	joy	0.515
coronation	chiwonetsero	joy	0.515
kudos	kudos	joy	0.515
vivid	momveka bwino	joy	0.515
leisure	zosangalatsa	joy	0.515
complete	malizitsani	joy	0.515
cutie	cutie	joy	0.515
newme	mwatsopano	joy	0.515
familytime	nthawi ya banja	joy	0.515
animated	animated	joy	0.515
spirit	mzimu	joy	0.515
thanking	zikomo	joy	0.515
kid	mwana	joy	0.515
shining	kuwala	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	kugwirizananso	joy	0.515
therapeutic	mankhwala	joy	0.515
comfort	chitonthozo	joy	0.515
godly	waumulungu	joy	0.514
marriage	ukwati	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ubwenzi	joy	0.514
spouse	mkazi	joy	0.507
intimately	mwatsatanetsatane	joy	0.507
accomplish	kukwaniritsa	joy	0.500
excel	bwino	joy	0.500
inviting	kuyitana	joy	0.500
meritorious	zopanda pake	joy	0.500
diamond	daimondi	joy	0.500
nature	chilengedwe	joy	0.500
dignity	ulemu	joy	0.500
family	banja	joy	0.500
soulful	soulful	joy	0.500
charitable	zachifundo	joy	0.500
encourage	kulimbikitsani	joy	0.500
friends	anzanga	joy	0.500
satisfied	wokhutitsidwa	joy	0.500
welcoming	kulandira	joy	0.500
healthy	wathanzi	joy	0.500
surreal	surreal	joy	0.500
refreshed	amatsitsimula	joy	0.500
beach	gombe	joy	0.500
motherhood	mayi	joy	0.500
respect	ulemu	joy	0.500
gem	gem	joy	0.500
erotic	zolaula	joy	0.500
visionary	wamasomphenya	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	zatheka	joy	0.500
christ	christ	joy	0.500
memorable	kukumbukira	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	mwana	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	chilungamo	joy	0.500
bloom	pachimake	joy	0.500
carefree	osasamala	joy	0.500
aura	aura	joy	0.493
health	thanzi	joy	0.493
liberty	ufulu	joy	0.486
approved	amavomerezedwa	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	kukwatulidwa	joy	0.485
engaging	kuchita	joy	0.485
crowning	korona	joy	0.485
aspiration	kufuna	joy	0.485
prestige	kutchuka	joy	0.485
crescendo	crescendo	joy	0.485
gentle	wofatsa	joy	0.485
liberate	kumasula	joy	0.485
betrothed	amamunyoza	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	ali ndi mwayi	joy	0.485
loyal	wokhulupirika	joy	0.485
inseparable	osagwirizana	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	mpikisano	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	mwayi	joy	0.484
creativity	chilengedwe	joy	0.484
destiny	zochitika	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	kupititsa patsogolo	joy	0.484
bouquet	maluwa	joy	0.484
chocolate	chokoleti	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	maloto	joy	0.484
desire	chikhumbo	joy	0.484
boyfriend	chibwenzi	joy	0.480
commemoration	chikumbutso	joy	0.479
intelligence	nzeru	joy	0.477
readiness	wokonzeka	joy	0.473
friend	mnzanga	joy	0.471
enthusiast	wokondeka	joy	0.471
bride	mkwatibwi	joy	0.471
lush	zosavuta	joy	0.470
calming	kuchepetsa	joy	0.470
inheritance	cholowa	joy	0.470
kiddo	kiddo	joy	0.470
massage	kusisita	joy	0.470
tickle	kondwerani	joy	0.470
adventure	ulendo	joy	0.470
nostalgia	chisangalalo	joy	0.470
soothe	chitonthozo	joy	0.470
goals	zolinga	joy	0.469
luster	kukonda	joy	0.469
giving	kupereka	joy	0.469
princess	princess	joy	0.469
heartily	mwamtima	joy	0.469
benevolence	zokoma	joy	0.469
nurture	kulera	joy	0.469
bridegroom	mkwati	joy	0.469
eternal	wosatha	joy	0.469
pray	pempherani	joy	0.469
getaway	chokanipo	joy	0.469
humanitarian	kuthandiza	joy	0.469
bonding	kugwirizana	joy	0.469
rest	kupumula	joy	0.469
amicable	zokondweretsa	joy	0.469
purring	purring	joy	0.469
pretty	wokongola	joy	0.469
child	mwana	joy	0.466
salutary	salutary	joy	0.465
invite	pemphani	joy	0.457
reminiscing	kukumbukira	joy	0.456
beam	dothi	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	otentha	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	tsiku lachisanu	joy	0.455
elevation	kukwera	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	mwambo	joy	0.455
mindfulness	kusamala	joy	0.455
hee	hee	joy	0.455
kindred	wachibale	joy	0.455
scholarship	kusukulu	joy	0.455
befriend	kukhala bwenzi	joy	0.455
commemorate	kondwerera	joy	0.453
allure	kukopa	joy	0.453
faith	chikhulupiriro	joy	0.453
forgiveness	kukhululukidwa	joy	0.453
scenery	nyengo	joy	0.453
vindication	kutsimikiziridwa	joy	0.453
waterfall	mathithi	joy	0.453
birth	kubadwa	joy	0.453
noworries	Osadandaula	joy	0.453
