word	Lithuanian-lt	emotion	emotion-intensity-score
lion	liūtas	fear	0.484
ravine	griuvėsiai	fear	0.484
cracked	krekingo	fear	0.484
shiver	drebulys	fear	0.484
insecurity	nesaugumas	fear	0.484
rat	žiurkė	fear	0.484
ohno	ohno	fear	0.484
fiend	velnias	fear	0.484
jumpy	juoktis	fear	0.484
hallucination	haliucinacijos	fear	0.484
poaching	brakonieriavimas	fear	0.484
dishonor	nesąžiningi	fear	0.484
dismay	sumišimas	fear	0.484
accusing	kaltinamas	fear	0.484
ambulance	greitosios pagalbos automobilis	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	skyrybos	fear	0.484
ravenous	rausvas	fear	0.484
disgusting	bjaurus	fear	0.484
rabble	siaubas	fear	0.484
slam	slam	fear	0.484
hospital	ligoninė	fear	0.484
coerce	priversti	fear	0.484
endemic	endemiškas	fear	0.484
prejudiced	įžeidė	fear	0.484
blackness	juodumas	fear	0.484
armor	šarvai	fear	0.484
worrying	nerimas	fear	0.484
indictment	kaltinamoji akcija	fear	0.484
hate	nekenčiu	fear	0.484
freakish	keista	fear	0.484
hearse	Kasetė	fear	0.484
intrusion	įsibrovimas	fear	0.484
inspection	inspekcija	fear	0.483
sinner	nusidėjėlis	fear	0.483
averse	nepasitenkinimas	fear	0.483
missing	dingęs	fear	0.474
despairing	atsipalaidavęs	fear	0.474
darken	tamsinti	fear	0.471
austere	austere	fear	0.470
animosity	priešiškumas	fear	0.469
fret	nerimas	fear	0.469
fever	karščiavimas	fear	0.469
illegality	neteisėtumas	fear	0.469
accused	kaltinamas	fear	0.469
criticize	kritikuoti	fear	0.469
scrapie	skrepi	fear	0.469
jaws	žandikauliai	fear	0.469
depressed	depresija	fear	0.469
armored	šarvuotos	fear	0.469
indict	kaltinamasis	fear	0.469
aftermath	pasekmės	fear	0.469
precipice	debesys	fear	0.469
regime	režimas	fear	0.469
fierce	aštri	fear	0.469
breakdown	palaužti	fear	0.469
quiver	strėlinė	fear	0.469
admonition	įspėjimas	fear	0.469
foreclose	uždaryti	fear	0.469
revoke	atšaukti	fear	0.469
superstition	prietarai	fear	0.469
overwhelmed	priblokštas	fear	0.469
subversion	subversija	fear	0.469
idolatry	stabmeldystė	fear	0.469
asteroid	asteroidas	fear	0.469
toothache	dantų skausmas	fear	0.469
inmate	kalinys	fear	0.469
decomposition	skilimas	fear	0.469
sinking	nuskęsta	fear	0.469
intrusive	intrusyvus	fear	0.469
soulless	be jokios	fear	0.469
infidelity	netikėjimas	fear	0.469
nervous	nervingas	fear	0.469
thresh	šluostyti	fear	0.469
startle	sumušimas	fear	0.469
unhealthy	nesveika	fear	0.469
spear	ietis	fear	0.468
nasty	bjaurus	fear	0.466
worried	neramus	fear	0.466
puma	Puma	fear	0.465
thirteenth	tryliktoji	fear	0.465
contraband	kontrabanda	fear	0.464
insecure	nesaugu	fear	0.461
disturbance	trikdymas	fear	0.459
denunciation	denonsavimas	fear	0.456
stigma	stigma	fear	0.455
destitute	destitute	fear	0.455
powerfully	galingai	fear	0.454
penalty	bausmė	fear	0.453
derogatory	žalingas	fear	0.453
spasm	spazmas	fear	0.453
illicit	neteisėtas	fear	0.453
dinosaur	dinozauras	fear	0.453
disruption	žlugimas	fear	0.453
lockup	užrakinti	fear	0.453
restrain	sulaikyti	fear	0.453
rifle	šautuvas	fear	0.453
disreputable	nepriimtinas	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	perspėk	fear	0.453
quandary	kvailystė	fear	0.453
resisting	atsparus	fear	0.453
rigor	griežtumas	fear	0.453
stranger	svetimas	fear	0.453
penal	baudžiamoji	fear	0.453
grope	išplėšti	fear	0.453
scold	šmeižti	fear	0.453
orphan	našlaitis	fear	0.453
resign	pasitraukti	fear	0.453
hydrocephalus	hidrocefalija	fear	0.453
shrill	siautėti	fear	0.453
howl	gaudyti	fear	0.453
unspeakable	neapsakomas	fear	0.453
wail	Wielać	fear	0.453
straits	sąsiauriai	fear	0.453
indoctrination	indoktrinacija	fear	0.453
apprehension	susirūpinimą	fear	0.453
batter	tešlą	fear	0.453
arraignment	kaltinimas	fear	0.450
urgent	skubiai	fear	0.450
tramp	trampinė	fear	0.440
stress	stresas	fear	0.439
behemoth	behemothas	fear	0.439
dominate	dominuoti	fear	0.438
targeting	taikymas	fear	0.438
broke	sumušė	fear	0.438
looming	baisus	fear	0.438
tribunal	tribunolas	fear	0.438
debacle	debetas	fear	0.438
forfeiture	konfiskavimas	fear	0.438
dislocated	dislokuotas	fear	0.438
infirmity	silpnumas	fear	0.438
impermeable	nepralaidus	fear	0.438
predicament	sunkumų	fear	0.438
falter	plakti	fear	0.438
displaced	perkeltos	fear	0.438
concealed	paslėpta	fear	0.438
illegitimate	neteisėtas	fear	0.438
unprepared	nepasiruošęs	fear	0.438
scarcity	trūkumas	fear	0.438
wince	nuraminti	fear	0.438
mace	mace	fear	0.438
expel	išsiųsti	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	trukdyti	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	išvalytas	fear	0.438
dentists	stomatologai	fear	0.438
irreconcilable	nesuderinamas	fear	0.438
bewildered	sumišimas	fear	0.438
indomitable	nepaklusnus	fear	0.438
rheumatism	reumatas	fear	0.438
accidental	atsitiktinis	fear	0.438
prick	traukti	fear	0.438
entangled	įsipainiojęs	fear	0.438
atrophy	atrofija	fear	0.438
asp	asp	fear	0.438
perverse	kvailas	fear	0.438
cabal	cabal	fear	0.438
yell	klaida	fear	0.438
gasping	džiūstantys	fear	0.438
probation	bandomasis laikotarpis	fear	0.438
accuser	kaltinamasis	fear	0.438
insulting	įžeidimas	fear	0.435
mysterious	mįslingas	fear	0.435
halting	sustabdymas	fear	0.435
rebels	sukilėliai	fear	0.435
repulsion	atbaidymas	fear	0.431
glare	atspindys	fear	0.430
punitive	baudžiamoji	fear	0.425
sordid	sordid	fear	0.425
stake	akcija	fear	0.423
tempest	audra	fear	0.423
ultimatum	ultimatumas	fear	0.422
reticent	reticent	fear	0.422
bayonet	bajonetas	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	sustabdymas	fear	0.422
lament	gailestis	fear	0.422
burdensome	našta	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	siaubingas	fear	0.422
coyote	kojotas	fear	0.422
deleterious	žalingas	fear	0.422
dissident	disidentas	fear	0.422
varicella	vėjaraupiai	fear	0.422
wilderness	dykuma	fear	0.422
delusion	apgaulė	fear	0.422
bigot	fanatas	fear	0.422
unsteady	nestabili	fear	0.422
stresses	pabrėžia	fear	0.422
offense	nusikaltimas	fear	0.422
heathen	pagonys	fear	0.422
prowl	garbinti	fear	0.422
troll	Trollas	fear	0.422
infamous	liūdnai	fear	0.422
disappear	išnyks	fear	0.422
depress	prispausti	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	nenatūralus	fear	0.422
usurped	usurped	fear	0.422
steal	pavogti	fear	0.422
anathema	Anathema	fear	0.422
fainting	alpulys	fear	0.422
alien	užsienietis	fear	0.422
extrajudicial	neteisminis	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	Hidra	fear	0.422
adversity	nelaimė	fear	0.418
ineptitude	netinkamumas	fear	0.417
outsider	pašalietis	fear	0.413
ugliness	bjaurumas	fear	0.410
vulture	grifas	fear	0.410
immoral	amoralus	fear	0.410
scar	randas	fear	0.406
stressful	stresas	fear	0.406
screech	šaukti	fear	0.406
wary	atsargiai	fear	0.406
disgust	pasibjaurėjimas	fear	0.406
stressing	pabrėždamas	fear	0.406
deport	deportuoti	fear	0.406
nausea	pykinimas	fear	0.406
resection	rezekcija	fear	0.406
blackout	aklavietė	fear	0.406
disallowed	neleidžiama	fear	0.406
insolvent	nemokus	fear	0.406
dismissal	atleidimas iš darbo	fear	0.406
omnipotence	visagalis	fear	0.406
possession	valdymas	fear	0.406
tearful	ašarojimas	fear	0.406
disorder	sutrikimas	fear	0.406
squall	škvalas	fear	0.406
dominant	dominuojantis	fear	0.406
disabled	išjungtas	fear	0.406
drones	drones	fear	0.406
recklessness	neapdairumas	fear	0.406
escape	Pabegti	fear	0.406
distressed	susikrimtęs	fear	0.406
claw	kiškis	fear	0.406
stretcher	neštukas	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	atgaila	fear	0.406
weakly	silpnai	fear	0.406
rubble	griuvėsiai	fear	0.406
whimper	švilpimas	fear	0.406
ghetto	getas	fear	0.406
socialism	socializmas	fear	0.405
conspiracy	sąmokslas	fear	0.400
toughness	tvirtumas	fear	0.400
defection	defection	fear	0.398
absence	nebuvimas	fear	0.396
moan	moan	fear	0.394
crusade	kryžiaus žygis	fear	0.392
radon	radonas	fear	0.391
lose	prarasti	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	abejotinas	fear	0.391
unemployed	bedarbiai	fear	0.391
reject	atmesti	fear	0.391
excitation	sužadinimas	fear	0.391
xanax	xanaxas	fear	0.391
stifled	slopinamas	fear	0.391
scarecrow	Kaliausė	fear	0.391
concealment	paslėpimas	fear	0.391
conquer	užkariauti	fear	0.391
discrimination	diskriminacija	fear	0.391
diagnosis	diagnozė	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	spąstai	fear	0.391
separation	atskyrimas	fear	0.391
overt	atvira	fear	0.391
urgency	skubumas	fear	0.391
musket	muskusas	fear	0.391
unrest	neramumai	fear	0.391
descent	nusileidimas	fear	0.391
avoiding	išvengti	fear	0.391
cyst	cista	fear	0.391
gulp	gulėti	fear	0.391
procedure	procedūra	fear	0.391
submission	pateikimas	fear	0.391
hardened	grūdintas	fear	0.391
refutation	paneigimas	fear	0.391
repellent	atstumiantis	fear	0.391
cleave	atsikratyti	fear	0.391
suspicion	įtarimas	fear	0.391
poverty	skurdas	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	nemokumas	fear	0.391
mental	psichinis	fear	0.391
theocratic	teokratiškas	fear	0.391
spaz	spaz	fear	0.391
brimstone	siera	fear	0.391
throb	siaubas	fear	0.388
outcast	apleistas	fear	0.388
orc	orc	fear	0.388
disapprove	nepatvirtinkite	fear	0.380
dontpanic	Dontpanic	fear	0.378
plea	pagrindas	fear	0.377
withdrawals	išėmimai	fear	0.377
pressure	spaudimas	fear	0.375
grieve	sielvartas	fear	0.375
frigate	fregata	fear	0.375
kerosene	žibalas	fear	0.375
nauseous	niežulys	fear	0.375
khan	khanas	fear	0.375
expose	atskleisti	fear	0.375
ocd	ocd	fear	0.375
sneaking	siautėti	fear	0.375
embarrassment	sumišimas	fear	0.375
bankrupt	bankrotas	fear	0.375
dissolution	tirpimas	fear	0.375
dentistry	odontologija	fear	0.375
edict	Edict	fear	0.375
bunker	bunkeris	fear	0.375
antsy	antsy	fear	0.375
chasm	tresmė	fear	0.375
escaped	pabėgo	fear	0.375
whirlpool	sūkurinė vonia	fear	0.375
interrogate	paklausti	fear	0.375
psychological	psichologinis	fear	0.375
obligor	įsipareigojantis asmuo	fear	0.375
misconception	klaidingas supratimas	fear	0.375
military	kariuomenė	fear	0.375
suspected	įtariama	fear	0.375
locust	saldainis	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	blogai	fear	0.375
coldness	šaltis	fear	0.375
taunt	juoktis	fear	0.375
obi	obi	fear	0.375
flu	gripas	fear	0.375
barricade	barikadas	fear	0.375
chimera	chimera	fear	0.375
sultan	sultonas	fear	0.375
repellant	repelentas	fear	0.373
unknown	nežinomas	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	pavydas	fear	0.365
mug	puodelis	fear	0.359
consternation	sąmyšis	fear	0.359
rebel	sukilėlių	fear	0.359
conquest	užkariavimas	fear	0.359
mournful	gedulingas	fear	0.359
concerned	susijusi	fear	0.359
mandamus	mandamus	fear	0.359
onedge	ant krašto	fear	0.359
recurring	pasikartojantis	fear	0.359
jaundice	gelta	fear	0.359
sectarian	sektaniškas	fear	0.359
desert	dykuma	fear	0.359
cur	cur	fear	0.359
difficult	sunku	fear	0.359
stint	tvirtumas	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	šokti	fear	0.359
spike	spiglys	fear	0.359
timid	bjaurus	fear	0.359
wasting	švaistyti	fear	0.359
bottomless	be dūmų	fear	0.359
warned	perspėtas	fear	0.359
protestant	protestantas	fear	0.359
contempt	panieka	fear	0.359
exam	egzaminas	fear	0.359
depreciation	nusidėvėjimas	fear	0.359
anomaly	anomalija	fear	0.359
rejects	atmeta	fear	0.359
pessimism	pesimizmas	fear	0.359
revolution	revoliucija	fear	0.359
formidable	didžiulis	fear	0.359
burke	burke	fear	0.359
cautionary	atsargiai	fear	0.359
headaches	galvos skausmas	fear	0.359
bankruptcy	bankrotas	fear	0.359
government	vyriausybė	fear	0.359
measles	tymai	fear	0.359
languishing	nuoga	fear	0.358
constrain	suvaržyti	fear	0.358
bane	buna	fear	0.356
impeach	impeach	fear	0.354
warden	globėjas	fear	0.354
adverse	neigiamas	fear	0.352
lawyer	teisininkas	fear	0.349
libel	klibėti	fear	0.348
retrenchment	sumažinimas	fear	0.345
imminent	neišvengiamas	fear	0.345
unjustifiable	nepagrįstas	fear	0.344
knell	knell	fear	0.344
contentious	ginčytina	fear	0.344
opposed	priešinosi	fear	0.344
shame	gėda	fear	0.344
avoidance	vengimas	fear	0.344
resistant	atsparus	fear	0.344
discipline	disciplina	fear	0.344
defy	iššaukti	fear	0.344
belittle	nuraminti	fear	0.344
fanaticism	fanatizmas	fear	0.344
bearish	lydekas	fear	0.344
opium	opiumas	fear	0.344
sorrow	liūdesys	fear	0.344
mri	mri	fear	0.344
shaky	drebantis	fear	0.344
hiss	šypsotis	fear	0.344
loneliness	vienatvė	fear	0.344
swerve	pasisukti	fear	0.344
taboo	tabu	fear	0.344
reckless	neapgalvota	fear	0.344
obstacle	kliūtis	fear	0.344
launches	paleidžia	fear	0.344
aaaaaaah	aaaaaaha	fear	0.344
verdict	nuosprendis	fear	0.344
servile	servile	fear	0.344
hesitation	dvejonės	fear	0.344
evade	išvengti	fear	0.344
recession	nuosmukis	fear	0.344
eel	ungurys	fear	0.344
shortage	trūkumas	fear	0.344
pest	kenkėjas	fear	0.344
cutter	pjaustytuvas	fear	0.344
psych	psichinis	fear	0.344
parachute	parašiutas	fear	0.344
disrespectful	nepagarbus	fear	0.343
phalanx	phalanx	fear	0.342
creature	tvarinys	fear	0.340
mortgage	hipoteka	fear	0.331
specter	spoksas	fear	0.331
enigmatic	paslaptinga	fear	0.329
caution	atsargiai	fear	0.328
police	policija	fear	0.328
shank	šešėliai	fear	0.328
undesirable	nepageidautinas	fear	0.328
shutdown	išjungti	fear	0.328
dike	dike	fear	0.328
subordinate	pavaldus	fear	0.328
gametime	žaidimo laikas	fear	0.328
remove	pašalinti	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	nesėkmė	fear	0.328
loom	stelažai	fear	0.328
supremacy	viršenybė	fear	0.328
unlucky	nelaimingas	fear	0.328
quash	nulaužti	fear	0.328
hives	aviliai	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiatorius	fear	0.328
feeling	jausmas	fear	0.328
dominion	dominavimas	fear	0.328
encumbrance	apkrovimas	fear	0.328
adrift	adrift	fear	0.328
defendant	atsakovas	fear	0.328
outpost	forpostas	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	beprasmis	fear	0.328
wrongly	klaidingai	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	eterinis	fear	0.328
scarce	trūksta	fear	0.327
unsettled	nesuderinta	fear	0.327
antisocial	antisocialas	fear	0.324
astray	klaidinga	fear	0.320
vigilant	budrus	fear	0.319
socialist	socialistė	fear	0.318
halter	apleista	fear	0.318
pessimist	pesimistas	fear	0.317
pacing	vaikščiojimas	fear	0.316
opponent	priešininkas	fear	0.312
discontinuity	nutraukimas	fear	0.312
conspire	sujaudinti	fear	0.312
trickery	apgaulė	fear	0.312
obsessing	apsėstas	fear	0.312
seclusion	atskirtis	fear	0.312
whirlwind	sūkurys	fear	0.312
unexpected	netikėtas	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	sąmokslas	fear	0.312
muzzle	snukis	fear	0.312
blight	purvinas	fear	0.312
foreigner	užsienietis	fear	0.312
chargeable	apmokestinamas	fear	0.312
laxative	vidurius	fear	0.312
clinical	klinikinis	fear	0.312
dentist	stomatologas	fear	0.312
therapist	terapeutas	fear	0.312
deadline	terminas	fear	0.312
bewilderment	sumišimas	fear	0.312
litigate	ginčyti bylą	fear	0.312
nether	netgi	fear	0.312
thorny	aštrus	fear	0.312
valium	valiumas	fear	0.312
powerful	galingas	fear	0.312
uneasy	neramus	fear	0.312
unkind	negeras	fear	0.312
ordnance	amunicija	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	pervertintas	fear	0.309
doubts	abejonės	fear	0.308
seriousness	rimtumas	fear	0.305
irrational	neracionalus	fear	0.305
erase	ištrinti	fear	0.303
teasing	erzinti	fear	0.303
razor	skustuvas	fear	0.303
sweating	prakaitavimas	fear	0.298
reluctant	nenoriai	fear	0.297
mage	Magas	fear	0.297
crouching	sustorėjęs	fear	0.297
warning	įspėjimas	fear	0.297
endless	begalinis	fear	0.297
adjudicate	nuspręsti	fear	0.297
bale	ritinys	fear	0.297
inflation	infliacija	fear	0.297
giant	milžinas	fear	0.297
auditor	auditorius	fear	0.297
medical	medicinos	fear	0.297
swamp	pelkė	fear	0.297
bitch	kalė	fear	0.297
mislead	klaidinti	fear	0.297
weighty	svargi	fear	0.297
avoid	vengti	fear	0.297
depreciated	nusidėvėjimas	fear	0.297
flounder	plekšnė	fear	0.297
deflation	defliacija	fear	0.297
unsurpassed	neprilygstamas	fear	0.297
dashed	briaunos	fear	0.297
hide	paslėpti	fear	0.297
timidity	bailumas	fear	0.297
deluge	debesis	fear	0.287
disinformation	dezinformacija	fear	0.286
court	teismas	fear	0.284
aversion	nepasitenkinimas	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	nedraugiškas	fear	0.281
remains	lieka	fear	0.281
discourage	atgrasinkite	fear	0.281
cautious	atsargus	fear	0.281
oncoming	artėja	fear	0.281
flying	skraidantis	fear	0.281
mistaken	klaidinga	fear	0.281
swelling	patinimas	fear	0.281
dwarfed	nykštukas	fear	0.281
surveillance	stebėjimas	fear	0.281
apache	apache	fear	0.281
rush	skubėti	fear	0.281
yelp	juoktis	fear	0.281
cartridge	kasetė	fear	0.281
fortress	tvirtovė	fear	0.281
bigoted	fantazuoti	fear	0.281
notready	nepasirengusi	fear	0.281
challenge	iššūkis	fear	0.281
submitting	pateikimas	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	sumišimas	fear	0.281
unruly	nepaklusnus	fear	0.281
intense	intensyvus	fear	0.279
noncompliance	nesilaikymas	fear	0.276
alerts	perspėjimai	fear	0.276
planes	lėktuvai	fear	0.274
displeased	nepatinka	fear	0.273
cop	policininkas	fear	0.273
unbridled	nevaldomas	fear	0.271
regiment	pulkas	fear	0.266
crowds	minios	fear	0.266
sentence	sakinys	fear	0.266
blindfold	sargybinis aklas	fear	0.266
crouch	nuleiskite	fear	0.266
belt	diržas	fear	0.266
hooded	gaubtu	fear	0.266
uncanny	nepatogus	fear	0.266
cupping	puodelis	fear	0.266
sneak	sėlinti	fear	0.266
cloak	apsiaustas	fear	0.266
banger	bangeris	fear	0.266
affront	apgauti	fear	0.266
confession	prisipažinimas	fear	0.266
blemish	trūkumas	fear	0.266
posse	posse	fear	0.266
auditions	klausymai	fear	0.266
forgotten	pamiršta	fear	0.266
immerse	pasinerti	fear	0.266
operation	operacija	fear	0.266
elevation	aukštis	fear	0.266
shanghai	Šanchajus	fear	0.266
hood	gaubtas	fear	0.266
problem	problema	fear	0.266
skid	slysti	fear	0.266
insomnia	nemiga	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobatas	fear	0.266
flurries	flurries	fear	0.266
force	jėga	fear	0.266
spur	paskatinti	fear	0.262
defense	gynyba	fear	0.258
mortgagor	paskolos gavėjas	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	paleisti	fear	0.250
rascal	sunkus	fear	0.250
standstill	sustabdyti	fear	0.250
doubt	abejonių	fear	0.250
cataract	katarakta	fear	0.250
repent	atgailauti	fear	0.250
unfamiliar	nepažįstamas	fear	0.250
delusional	klaidinantis	fear	0.250
obliging	privalomas	fear	0.250
hag	kaklelis	fear	0.250
defend	ginti	fear	0.250
guard	apsauga	fear	0.250
scapegoat	atpirkimo atlygis	fear	0.250
swampy	pelkėtas	fear	0.250
react	reaguoti	fear	0.250
breakingnews	breaknews	fear	0.250
foul	negerai	fear	0.250
spinster	spinster	fear	0.250
indifference	abejingumas	fear	0.250
sunk	nuskendo	fear	0.250
picket	piketas	fear	0.250
insect	vabzdys	fear	0.250
rating	įvertinimas	fear	0.250
forewarned	įsitikinęs	fear	0.250
indecisive	neryžtingas	fear	0.250
stealthy	slaptas	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	pagrįstas	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	aukščiausias	fear	0.236
inequality	nelygybė	fear	0.234
rekindle	atgaivinti	fear	0.234
shrink	susitraukti	fear	0.234
scaffold	pastoliai	fear	0.234
discontent	nepasitenkinimas	fear	0.234
verge	riba	fear	0.234
psychiatrist	psichiatras	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	paklausti	fear	0.234
pinion	krumpliaratis	fear	0.234
finalized	baigtas	fear	0.234
shelters	prieglaudos	fear	0.234
sleepless	nemiga	fear	0.234
dependence	priklausomybė	fear	0.234
chicken	vištiena	fear	0.234
instinctive	instinktyvus	fear	0.234
buzz	Buzz	fear	0.234
difficulty	sunku	fear	0.234
bee	bičių	fear	0.234
insomniac	nemiga	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	Buck	fear	0.234
rushing	skuba	fear	0.233
overslept	overslept	fear	0.226
default	numatytas	fear	0.226
confessional	konfesinis	fear	0.225
impatient	nekantrus	fear	0.224
immigrant	imigrantas	fear	0.219
heft	pakilimas	fear	0.219
sweat	prakaitas	fear	0.219
waver	pabusti	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	švelnus	fear	0.219
thrill	jaudulys	fear	0.219
cane	nendrės	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	kas, jeigu	fear	0.219
tactics	taktika	fear	0.219
veer	veer	fear	0.219
unequal	nevienodas	fear	0.219
lastminute	Paskutinės minutės	fear	0.219
jungle	džiunglės	fear	0.219
bait	masalas	fear	0.219
revelations	apreiškimai	fear	0.219
blues	bliuzas	fear	0.219
overtired	persidengė	fear	0.218
prognosis	prognozė	fear	0.217
alertness	budrumas	fear	0.216
hyped	išpūstas	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	palinkėk man sėkmės	fear	0.212
tryouts	tryouts	fear	0.210
clowns	klaunai	fear	0.207
fluctuation	svyravimai	fear	0.204
restless	neramus	fear	0.204
examination	egzaminas	fear	0.204
intimacy	intymumas	fear	0.203
phew	phew	fear	0.203
quail	pledai	fear	0.203
hurry	skubėk	fear	0.203
uphill	į kalną	fear	0.203
mighty	galingas	fear	0.203
birth	Gimdymas	fear	0.203
cross	kirsti	fear	0.203
help	pagalba	fear	0.203
overcome	įveikti	fear	0.203
recesses	nuosėdos	fear	0.203
acceptances	priėmimai	fear	0.203
fearless	bebaimis	fear	0.200
ware	gaminiai	fear	0.198
change	keisti	fear	0.198
withstand	atlaikyti	fear	0.197
asap	kaip galima greičiau	fear	0.191
owing	dėl to	fear	0.188
gnome	gnome	fear	0.188
cautiously	atsargiai	fear	0.188
tract	traktas	fear	0.188
deadlines	terminai	fear	0.188
heighten	pakelti	fear	0.188
attorney	advokatas	fear	0.188
bug	klaida	fear	0.188
knots	mazgai	fear	0.188
fragile	trapi	fear	0.188
rule	taisyklė	fear	0.188
advance	iš anksto	fear	0.188
intrigue	intrigos	fear	0.188
overcoming	įveikti	fear	0.188
stillness	tamsumas	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	žiūrėti	fear	0.188
unorganised	neorganizuotas	fear	0.188
elf	Elfas	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	vienišas	fear	0.183
slippery	Slidu	fear	0.181
interview	interviu	fear	0.180
everyman	kiekvienas žmogus	fear	0.178
speculation	spekuliacija	fear	0.176
needtoknow	reikia žinoti	fear	0.173
assessment	vertinimas	fear	0.172
competition	varzybos	fear	0.172
settlor	Įstatovas	fear	0.172
rod	strypas	fear	0.172
checkpoint	kontrolinis punktas	fear	0.172
regulatory	reguliavimo	fear	0.172
worship	garbinimas	fear	0.172
shell	apvalkalas	fear	0.172
readytogo	skaitytojas	fear	0.172
uncertain	neaišku	fear	0.172
unsure	nežinote	fear	0.172
birch	beržas	fear	0.172
surprise	siurprizas	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pelagai	fear	0.172
composure	ramybė	fear	0.172
interviewer	interviuotojas	fear	0.172
less	mažiau	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	klausymasis	fear	0.156
sly	kvailas	fear	0.156
legalized	legalizuotas	fear	0.156
intimately	glaudžiai	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	atgalinis laikas	fear	0.156
hearing	klausymasis	fear	0.156
bases	pagrindai	fear	0.156
medication	vaistas	fear	0.156
ceasefire	ugnies nutraukimas	fear	0.156
retirement	pensija	fear	0.156
courageous	drąsus	fear	0.154
overthinker	pervertintojas	fear	0.153
backtrack	backtrack	fear	0.151
dawned	aušta	fear	0.150
censor	cenzūra	fear	0.149
bailiff	antstolis	fear	0.147
syllabus	mokymo programa	fear	0.147
gent	Gent	fear	0.141
caricature	karikatūra	fear	0.141
rationality	racionalumas	fear	0.141
cove	kava	fear	0.141
newcomer	naujokas	fear	0.141
eventuality	galimas dalykas	fear	0.141
imagination	vaizduotė	fear	0.141
validity	galiojimas	fear	0.141
waiting	laukiu	fear	0.141
delay	delsimas	fear	0.141
shy	drovus	fear	0.140
alreadyyyyy	jau yyyy	fear	0.140
symptom	simptomas	fear	0.133
excite	sužadinti	fear	0.132
raccoon	Ežeras	fear	0.127
prevent	užkirsti kelią	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klounas	fear	0.125
ahhh	ahhh	fear	0.125
hawk	vanas	fear	0.125
campaigning	kampanijas	fear	0.125
soready	Soready	fear	0.125
tryout	pabandyk	fear	0.125
marry	tuoktis	fear	0.125
sprite	sprite	fear	0.125
swim	plaukti	fear	0.125
gameday	Žaidimas	fear	0.125
sag	sag	fear	0.123
pharmacy	vaistinė	fear	0.123
policeman	policininkas	fear	0.121
lace	nėriniai	fear	0.111
dreamt	svajojo	fear	0.111
holiness	šventumas	fear	0.109
pray	melstis	fear	0.109
weight	svoris	fear	0.109
incase	tuo atveju	fear	0.109
knot	mazgas	fear	0.109
confidence	pasitikėjimas	fear	0.109
notoriety	žinomumas	fear	0.109
homework	namų darbai	fear	0.109
destination	Kelionės tikslas	fear	0.109
bigday	svarbi diena	fear	0.109
slender	lieknas	fear	0.100
undecided	neapsisprendęs	fear	0.098
sympathetic	simpatiškas	fear	0.097
god	dievas	fear	0.094
grades	klases	fear	0.094
loyal	ištikimas	fear	0.094
poise	nuimkite	fear	0.094
treat	gydyk	fear	0.094
confident	įsitikinęs	fear	0.094
counsellor	patarėjas	fear	0.094
helmet	šalmas	fear	0.094
