word	Danish-da	emotion	emotion-intensity-score
knot	knude	fear	0.109
confidence	tillid	fear	0.109
notoriety	berygtet	fear	0.109
homework	lektier	fear	0.109
destination	bestemmelsessted	fear	0.109
bigday	stor dag	fear	0.109
slender	slank	fear	0.100
undecided	uafklaret	fear	0.098
sympathetic	sympatisk	fear	0.097
god	Gud	fear	0.094
grades	karakterer	fear	0.094
loyal	loyal	fear	0.094
poise	poise	fear	0.094
treat	behandle	fear	0.094
confident	selvsikker	fear	0.094
counsellor	rådgiver	fear	0.094
helmet	hjelm	fear	0.094
case	sag	fear	0.094
locate	lokalisere	fear	0.094
northeast	nordøst	fear	0.088
compassion	medfølelse	fear	0.078
nurture	pleje	fear	0.078
graduation	graduering	fear	0.078
graded	gradueret	fear	0.075
mum	mor	fear	0.070
infant	spædbarn	fear	0.067
civilians	civile	fear	0.062
soulmate	soulmate	fear	0.062
civilian	civile	fear	0.062
cloudiness	uklarhed	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	kontanter	fear	0.062
journey	rejse	fear	0.062
guidelines	retningslinier	fear	0.062
youth	ungdom	fear	0.062
opera	opera	fear	0.057
synonymous	synonym	fear	0.056
praying	bedende	fear	0.047
honest	ærlig	fear	0.047
intelligence	intelligens	fear	0.038
romance	romantik	fear	0.031
lines	linjer	fear	0.031
volunteer	frivillig	fear	0.031
obey	adlyde	fear	0.016
happiest	lykkeligste	joy	0.986
happiness	lykke	joy	0.984
bliss	lyksalighed	joy	0.971
celebrating	fejrer	joy	0.970
jubilant	jublende	joy	0.969
ecstatic	ekstatisk	joy	0.954
elation	opstemthed	joy	0.944
bestdayever	bedste dag nogensinde	joy	0.938
beaming	strålende	joy	0.938
loveee	loveee	joy	0.932
celebration	fest	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	glæde	joy	0.924
happily	lykkeligt	joy	0.922
excitement	spænding	joy	0.922
euphoria	eufori	joy	0.922
fabulous	fabelagtig	joy	0.922
joyous	glad	joy	0.922
exuberance	overflod	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	taknemmelighed	joy	0.914
spectacular	spektakulære	joy	0.912
merriment	lystighed	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	himmelhenrykt	joy	0.909
triumphant	Triumferende	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	glad	joy	0.906
cheer	opmuntre	joy	0.897
elated	opstemt	joy	0.894
lovethis	Elsk dette	joy	0.891
laugh	grine	joy	0.891
jolly	jolly	joy	0.891
pleasures	fornøjelser	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	glad	joy	0.891
exhilaration	opstemthed	joy	0.891
marvelously	vidunderligt	joy	0.881
loving	kærlig	joy	0.879
joyful	glad	joy	0.879
outstanding	fremragende	joy	0.879
blissful	salig	joy	0.879
pleasurable	lystbetonet	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiastisk	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	skadefryd	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	så glad	joy	0.868
woohoo	woohoo	joy	0.864
laughing	griner	joy	0.864
superb	superb	joy	0.864
wonderful	vidunderlig	joy	0.863
brilliant	strålende	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	jublende	joy	0.859
hooray	hurra	joy	0.859
glory	ære	joy	0.859
celebrated	fejret	joy	0.859
loved	elskede	joy	0.859
magnificent	storslået	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	halleluja	joy	0.859
exciting	spændende	joy	0.853
heavenly	himmelske	joy	0.853
thrilled	begejstret	joy	0.851
mademyday	reddede min dag	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	fejre	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	velsignelse	joy	0.844
wonderfully	vidunderligt	joy	0.844
sweetness	sødme	joy	0.833
marvellous	vidunderlig	joy	0.833
festive	festlig	joy	0.833
blessed	velsignet	joy	0.833
paradise	paradis	joy	0.833
celebrations	fester	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	smilende	joy	0.828
enchanting	fortryllende	joy	0.828
love	elsker	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	hjem kære hjem	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	latter	joy	0.824
marvelous	vidunderlig	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	festlig	joy	0.818
sensational	sensationel	joy	0.818
delightful	dejlig	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	jubel	joy	0.818
joys	glæderne	joy	0.818
goodness	godhed	joy	0.818
excited	begejstret	joy	0.818
excellence	ekspertise	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	herlige	joy	0.812
lovemaking	elske	joy	0.812
rejoice	Glæd dig	joy	0.812
victorious	sejrende	joy	0.812
excellent	fremragende	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	god fornøjelse	joy	0.812
splendid	glimrende	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	gode tider	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	dejlig dag	joy	0.809
myfavorite	min favorit	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	fornøjelse	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	glæde	joy	0.803
giggle	fnise	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	succes	joy	0.797
happier	gladere	joy	0.797
dancing	dans	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	pragt	joy	0.797
lovemylife	elsker mit liv	joy	0.797
grateful	taknemmelig	joy	0.789
splendor	pragt	joy	0.788
amuse	underholde	joy	0.788
fun	sjovt	joy	0.788
happy	lykkelig	joy	0.788
enchanted	fortryllet	joy	0.781
glorify	forherlige	joy	0.781
glad	glad	joy	0.781
beautiful	smuk	joy	0.781
solucky	så heldig	joy	0.781
giggling	fnisen	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	strålende	joy	0.781
heavens	himlen	joy	0.779
perfection	fuldkommenhed	joy	0.779
christmassy	Christmassy	joy	0.779
romance	romantik	joy	0.779
thrilling	spændende	joy	0.776
miraculous	mirakuløs	joy	0.773
fiesta	fiesta	joy	0.773
entertain	underholde	joy	0.773
congrats	tillykke	joy	0.773
cheers	Skål	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivitet	joy	0.773
lovable	elskelig	joy	0.773
cheered	jublede	joy	0.773
funday	sjov dag	joy	0.772
enjoying	nyder	joy	0.771
cuddling	krammer	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	morede	joy	0.766
lifeisgood	livet er godt	joy	0.766
thebest	det bedste	joy	0.766
sosweet	så sød	joy	0.766
smiles	smil	joy	0.766
delight	glæde	joy	0.765
orgasm	orgasme	joy	0.765
party	parti	joy	0.765
positive	positiv	joy	0.761
cheerfulness	munterhed	joy	0.758
miracles	mirakler	joy	0.758
sweetheart	kæreste	joy	0.758
enlighten	oplyse	joy	0.758
christmastime	juletid	joy	0.757
giddy	svimmel	joy	0.757
romantic	romantisk	joy	0.750
gratify	tilfredsstille	joy	0.750
friendliness	venlighed	joy	0.750
laughs	griner	joy	0.750
greatness	storhed	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	behagelig	joy	0.750
blessings	velsignelser	joy	0.750
smile	smil	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	løssluppenhed	joy	0.748
jubilee	jubilæum	joy	0.742
enthusiasm	entusiasme	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magiske	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mirakel	joy	0.742
rewarding	givende	joy	0.742
feelgood	have det godt	joy	0.736
prosperity	velstand	joy	0.735
luxurious	luksuriøs	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	livlig	joy	0.734
goodday	god dag	joy	0.734
passionate	lidenskabelig	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	fortrylle	joy	0.734
victory	sejr	joy	0.734
admiration	beundring	joy	0.734
tgif	TGIF	joy	0.734
glorification	forherligelse	joy	0.733
sing	synge	joy	0.729
glowing	glødende	joy	0.729
breathtaking	betagende	joy	0.728
fulfillment	opfyldelse	joy	0.728
yessss	yessss	joy	0.728
cheery	muntre	joy	0.727
thankful	taknemmelig	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	pris	joy	0.727
atpeace	I fred	joy	0.727
win	vinde	joy	0.727
merry	lystig	joy	0.727
pleased	tilfreds	joy	0.725
radiance	udstråling	joy	0.725
inspiration	inspiration	joy	0.725
uplift	hævning	joy	0.723
optimistic	optimistisk	joy	0.723
heaven	himmel	joy	0.721
lucky	heldig	joy	0.721
thrill	gys	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	helligdage	joy	0.721
harmony	harmoni	joy	0.719
brighten	lysne	joy	0.719
lover	elsker	joy	0.719
heartfelt	inderligt	joy	0.719
utopian	utopisk	joy	0.719
xmas	xmas	joy	0.719
lovely	dejlig	joy	0.719
amusement	underholdning	joy	0.719
congratulatory	komplimenterende	joy	0.719
praising	rose	joy	0.719
thriving	blomstrende	joy	0.719
perfect	Perfekt	joy	0.719
magic	magi	joy	0.712
luckiest	heldigste	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luksus	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	skatte	joy	0.712
achievement	præstation	joy	0.712
yay	yay	joy	0.712
holiday	ferie	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	klukle	joy	0.706
rave	rave	joy	0.706
proud	stolt	joy	0.704
truelove	ægte kærlighed	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	forbavsende	joy	0.703
goodnews	gode nyheder	joy	0.703
optimism	optimisme	joy	0.703
satisfying	tilfredsstillende	joy	0.703
gooood	gooood	joy	0.703
sweetest	sødeste	joy	0.703
cherish	værdsætte	joy	0.703
goodlife	godt liv	joy	0.703
beautification	forskønnelse	joy	0.703
appreciates	værdsætter	joy	0.703
winning	vinder	joy	0.703
cuddled	nusset	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	underholdt	joy	0.700
excite	ophidse	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	fødselsdag	joy	0.691
metime	metime	joy	0.688
favorite	favorit	joy	0.688
honored	hædret	joy	0.688
content	indhold	joy	0.688
godsend	gave	joy	0.688
entertaining	underholdende	joy	0.688
angelic	engleblid	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	tilbedelse	joy	0.688
exquisite	udsøgt	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kostbar	joy	0.682
majestic	majestætisk	joy	0.682
appreciated	værdsat	joy	0.682
luscious	saftig	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	smilede	joy	0.682
bestfriends	bedste venner	joy	0.682
exaltation	ophøjelse	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	lysere	joy	0.682
tranquility	ro	joy	0.679
marry	gifte	joy	0.676
embrace	omfavne	joy	0.676
positively	positivt	joy	0.676
dearest	kæreste	joy	0.672
relaxation	lempelse	joy	0.672
accomplished	gennemført	joy	0.672
hug	knus	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	oplive	joy	0.672
contentment	tilfredshed	joy	0.672
hilarious	hysterisk morsom	joy	0.672
giggles	fniser	joy	0.672
bountiful	sprudlende	joy	0.667
victor	victor	joy	0.667
adore	tilbede	joy	0.667
boisterous	larmende	joy	0.667
fulfilled	opfyldt	joy	0.667
fulfill	opfylde	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	blomstrende	joy	0.660
romanticism	romantik	joy	0.656
humor	humor	joy	0.656
glow	glød	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	behagelig	joy	0.656
appreciation	påskønnelse	joy	0.656
encouraged	opfordrede	joy	0.656
satisfy	tilfredsstille	joy	0.656
serenity	sindsro	joy	0.656
captivate	fange	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tilfredshed	joy	0.652
treasure	skat	joy	0.652
engaged	beskæftiget	joy	0.652
praises	roser	joy	0.652
abundance	overflod	joy	0.652
fortunes	formuer	joy	0.652
relaxing	slapper af	joy	0.652
praised	rost	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	supplement	joy	0.647
affection	kærlighed	joy	0.647
relieved	lettet	joy	0.647
carnival	karneval	joy	0.643
divine	guddommelig	joy	0.641
saintly	hellig	joy	0.641
harmoniously	harmonisk	joy	0.641
achieve	opnå	joy	0.641
thanksgiving	taksigelse	joy	0.641
jackpot	jackpot	joy	0.641
priceless	uvurderlig	joy	0.641
sensuality	sensualitet	joy	0.641
champion	champion	joy	0.641
wedding	bryllup	joy	0.641
uplifting	opløftende	joy	0.641
climax	klimaks	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	fredelig	joy	0.636
twinkle	twinkle	joy	0.636
reverie	drømmeri	joy	0.636
exalt	ophøje	joy	0.636
winner	vinder	joy	0.636
felicity	felicity	joy	0.636
cuddle	kæle	joy	0.636
comforting	trøstende	joy	0.636
honeymoon	bryllupsrejse	joy	0.636
xoxo	xoxo	joy	0.634
amusing	underholdende	joy	0.625
reward	belønning	joy	0.625
fondness	forkærlighed	joy	0.625
hearts	hjerter	joy	0.625
brighter	lysere	joy	0.625
sweet	sød	joy	0.625
stargazing	stjernekiggeri	joy	0.625
festival	festival	joy	0.625
snuggling	styrketræning	joy	0.625
generosity	gavmildhed	joy	0.625
gorgeous	smukke	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	køn	joy	0.622
parade	parade	joy	0.621
applause	bifald	joy	0.621
genial	genial	joy	0.621
beauty	skønhed	joy	0.621
kind	venlig	joy	0.621
newlife	nyt liv	joy	0.618
aspiring	aspirerende	joy	0.618
fulfilling	opfyldelse	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	dydige	joy	0.613
kiss	kys	joy	0.610
winnings	gevinster	joy	0.609
praiseworthy	rosværdigt	joy	0.609
rainbows	regnbuer	joy	0.609
generous	gavmild	joy	0.609
enlightenment	oplysning	joy	0.609
playful	legende	joy	0.609
christmas	jul	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	genoplive	joy	0.609
awards	priser	joy	0.609
adorable	yndig	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	uafhængighed	joy	0.607
successful	vellykket	joy	0.606
onelove	en kærlighed	joy	0.606
kindness	venlighed	joy	0.606
freely	frit	joy	0.606
surprises	overraskelser	joy	0.606
inspired	inspireret	joy	0.606
hilarity	munterhed	joy	0.606
wonder	spekulerer	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	underholdning	joy	0.603
whimsical	finurlig	joy	0.603
passion	lidenskab	joy	0.603
beautify	forskønne	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	solopgang	joy	0.600
godisgood	Gud er god	joy	0.597
whoo	whoo	joy	0.594
angel	Engel	joy	0.594
thankgod	gudskelov	joy	0.594
accomplishment	realisering	joy	0.594
flirt	flirt	joy	0.594
goodmusic	god musik	joy	0.594
snuggled	puttede	joy	0.594
revere	Revere	joy	0.594
inspire	inspirere	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	fredeligt	joy	0.594
jesus	jesus	joy	0.594
goodies	godbidder	joy	0.594
heroic	heroisk	joy	0.591
fortune	formue	joy	0.591
friendship	venskab	joy	0.591
singing	sang	joy	0.591
exalted	ophøjet	joy	0.591
summer	sommer	joy	0.591
highest	højeste	joy	0.591
overflowing	overstrømmende	joy	0.588
contented	tilfreds	joy	0.588
woot	woot	joy	0.588
rollicking	overstadig	joy	0.588
hope	håber	joy	0.586
accolade	hyldest	joy	0.586
cozy	hyggelig	joy	0.583
delicious	lækker	joy	0.579
friendly	venlige	joy	0.578
sensuous	sanselige	joy	0.578
darling	skat	joy	0.578
picturesque	maleriske	joy	0.578
raving	rablende	joy	0.578
praise	ros	joy	0.578
everlasting	evig	joy	0.578
ambition	ambition	joy	0.578
thelife	livet	joy	0.578
sparkle	glimte	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	heldig pige	joy	0.576
flattering	flatterende	joy	0.576
sensual	sanselig	joy	0.576
heroism	heltemod	joy	0.576
succeeding	efterfølgende	joy	0.576
grace	nåde	joy	0.576
peace	fred	joy	0.576
livelife	Lev livet	joy	0.574
special	særlig	joy	0.574
tantalizing	forjættende	joy	0.572
pumped	pumpet	joy	0.567
worthwhile	værd	joy	0.562
revels	svælger	joy	0.562
prevail	være fremherskende	joy	0.562
liking	smag	joy	0.562
sunny	solrig	joy	0.562
relax	slap af	joy	0.562
surprise	overraskelse	joy	0.562
hugs	knus	joy	0.562
admirable	beundringsværdig	joy	0.562
hero	helt	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristisk	joy	0.562
sweets	søde sager	joy	0.562
prosper	trives	joy	0.562
superstar	superstar	joy	0.562
favorable	gunstig	joy	0.561
bless	velsigne	joy	0.561
tenderness	ømhed	joy	0.561
freedom	frihed	joy	0.561
masterpiece	mesterværk	joy	0.561
newyear	nyt år	joy	0.561
dreams	drømme	joy	0.559
hopeful	håbefuld	joy	0.559
home	hjem	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trofasthed	joy	0.553
closeness	nærhed	joy	0.552
eagerness	Iver	joy	0.552
comfy	comfy	joy	0.551
sunshine	solskin	joy	0.551
confidence	tillid	joy	0.547
mistletoe	mistelten	joy	0.547
elite	elite	joy	0.547
celestial	himmelsk	joy	0.547
heart	hjerte	joy	0.547
completion	færdiggørelse	joy	0.547
good	godt	joy	0.547
daughter	datter	joy	0.547
gifts	gaver	joy	0.547
astonishment	forbavselse	joy	0.547
bonus	bonus	joy	0.547
goodmorning	god morgen	joy	0.547
lifted	løftet	joy	0.547
zeal	iver	joy	0.547
illuminate	belyse	joy	0.547
gift	gave	joy	0.547
vacation	ferie	joy	0.547
charmed	charmeret	joy	0.546
recreation	rekreation	joy	0.545
encouragement	opmuntring	joy	0.545
gush	vælde	joy	0.545
sublime	sublime	joy	0.545
dance	dans	joy	0.545
god	Gud	joy	0.545
free	gratis	joy	0.544
freshstart	freshstart	joy	0.544
savior	frelser	joy	0.543
sanctuary	fristed	joy	0.541
grandchildren	børnebørn	joy	0.540
wellness	wellness	joy	0.537
revel	svælge	joy	0.534
inspirational	inspirerende	joy	0.531
savor	Duft	joy	0.531
matrimony	ægteskab	joy	0.531
money	penge	joy	0.531
rainbow	regnbue	joy	0.531
confident	selvsikker	joy	0.531
bridal	brude	joy	0.531
music	musik	joy	0.531
fab	fab	joy	0.531
serene	fredfyldte	joy	0.531
alive	i live	joy	0.531
holiness	hellighed	joy	0.531
vitality	vitalitet	joy	0.531
liberation	befrielse	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	beroligende	joy	0.531
soar	svæve	joy	0.531
firstborn	førstefødte	joy	0.531
elegant	elegant	joy	0.530
mastery	beherskelse	joy	0.530
illumination	belysning	joy	0.530
welcomed	hilste	joy	0.530
warmth	varme	joy	0.530
blossom	blomst	joy	0.530
glimmer	glimt	joy	0.530
faithful	trofast	joy	0.529
treat	behandle	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	laurbær	joy	0.521
commendable	prisværdigt	joy	0.519
powerful	magtfulde	joy	0.516
silly	fjollet	joy	0.516
zest	citronskal	joy	0.516
presents	gaver	joy	0.516
succeed	lykkes	joy	0.516
jingle	jingle	joy	0.516
remarkable	bemærkelsesværdig	joy	0.516
greeted	mødt	joy	0.516
brotherly	broderlig	joy	0.516
pride	stolthed	joy	0.516
strengthening	styrkelse	joy	0.516
aspire	stræbe	joy	0.516
abundant	rigelig	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	strålende	joy	0.516
almighty	almægtig	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	kroning	joy	0.515
kudos	kudos	joy	0.515
vivid	levende	joy	0.515
leisure	fritid	joy	0.515
complete	komplet	joy	0.515
cutie	cutie	joy	0.515
newme	NewME	joy	0.515
familytime	familie tid	joy	0.515
animated	animeret	joy	0.515
spirit	ånd	joy	0.515
thanking	takke	joy	0.515
kid	barn	joy	0.515
shining	skinner	joy	0.515
payday	lønningsdag	joy	0.515
princely	fyrstelige	joy	0.515
reunited	genforenet	joy	0.515
therapeutic	terapeutisk	joy	0.515
comfort	komfort	joy	0.515
godly	gudfrygtig	joy	0.514
marriage	ægteskab	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	forhold	joy	0.514
spouse	ægtefælle	joy	0.507
intimately	intimt	joy	0.507
accomplish	opnå	joy	0.500
excel	Excel	joy	0.500
inviting	indbydende	joy	0.500
meritorious	fortjenstfulde	joy	0.500
diamond	diamant	joy	0.500
nature	natur	joy	0.500
dignity	værdighed	joy	0.500
family	familie	joy	0.500
soulful	sjælfuld	joy	0.500
charitable	velgørende	joy	0.500
encourage	tilskynde	joy	0.500
friends	venner	joy	0.500
satisfied	tilfreds	joy	0.500
welcoming	indbydende	joy	0.500
healthy	sund og rask	joy	0.500
surreal	surrealistisk	joy	0.500
refreshed	forfrisket	joy	0.500
beach	strand	joy	0.500
motherhood	moderskab	joy	0.500
respect	respekt	joy	0.500
gem	perle	joy	0.500
erotic	erotisk	joy	0.500
visionary	visionær	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	opnået	joy	0.500
christ	Kristus	joy	0.500
memorable	mindeværdige	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	baby	joy	0.500
purr	spinde	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	sandfærdighed	joy	0.500
bloom	flor	joy	0.500
carefree	sorgløs	joy	0.500
aura	aura	joy	0.493
health	sundhed	joy	0.493
liberty	frihed	joy	0.486
approved	godkendt	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oase	joy	0.486
rapture	ekstase	joy	0.485
engaging	engagerende	joy	0.485
crowning	kronen	joy	0.485
aspiration	forhåbning	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	mild	joy	0.485
liberate	befri	joy	0.485
betrothed	trolovet	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	dusør	joy	0.485
privileged	privilegeret	joy	0.485
loyal	loyal	joy	0.485
inseparable	uadskillelige	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	velmagtsdage	joy	0.484
trophy	trofæ	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	held	joy	0.484
creativity	kreativitet	joy	0.484
destiny	skæbne	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendens	joy	0.484
bouquet	buket	joy	0.484
chocolate	chokolade	joy	0.484
aloha	aloha	joy	0.484
yummy	lækker	joy	0.484
dream	drøm	joy	0.484
desire	ønske	joy	0.484
boyfriend	kæreste	joy	0.480
commemoration	mindehøjtidelighed	joy	0.479
intelligence	intelligens	joy	0.477
readiness	parathed	joy	0.473
friend	ven	joy	0.471
enthusiast	entusiast	joy	0.471
bride	brud	joy	0.471
lush	frodig	joy	0.470
calming	beroligende	joy	0.470
inheritance	arv	joy	0.470
kiddo	Kiddo	joy	0.470
massage	massage	joy	0.470
tickle	kildre	joy	0.470
adventure	eventyr	joy	0.470
nostalgia	nostalgi	joy	0.470
soothe	at lindre	joy	0.470
goals	mål	joy	0.469
luster	glans	joy	0.469
giving	giver	joy	0.469
princess	prinsesse	joy	0.469
heartily	hjerteligt	joy	0.469
benevolence	velvilje	joy	0.469
nurture	pleje	joy	0.469
bridegroom	Brudgom	joy	0.469
eternal	evig	joy	0.469
pray	bede	joy	0.469
getaway	gå væk	joy	0.469
humanitarian	humanitær	joy	0.469
bonding	bonding	joy	0.469
rest	hvile	joy	0.469
amicable	venskabelig	joy	0.469
purring	spinder	joy	0.469
pretty	smuk	joy	0.469
child	barn	joy	0.466
salutary	gavnlig	joy	0.465
invite	invitere	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	bjælke	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropisk	joy	0.455
aesthetics	æstetik	joy	0.455
friday	Fredag	joy	0.455
elevation	elevation	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremoni	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	beslægtet	joy	0.455
scholarship	stipendium	joy	0.455
befriend	befriend	joy	0.455
commemorate	mindes	joy	0.453
allure	lokke	joy	0.453
faith	tro	joy	0.453
forgiveness	tilgivelse	joy	0.453
scenery	landskab	joy	0.453
vindication	vindication	joy	0.453
waterfall	vandfald	joy	0.453
birth	fødsel	joy	0.453
noworries	Ingen problemer	joy	0.453
approve	godkende	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	rejse	joy	0.447
meditation	meditation	joy	0.446
relaxed	afslappet	joy	0.442
tranquil	rolig	joy	0.441
weekend	weekend	joy	0.441
present	til stede	joy	0.441
tender	bud	joy	0.441
nostalgic	nostalgisk	joy	0.439
prayer	bøn	joy	0.439
sharing	deling	joy	0.439
esteem	agtelse	joy	0.439
lyrical	lyriske	joy	0.439
righteousness	retfærdighed	joy	0.439
share	del	joy	0.438
husband	mand	joy	0.438
life	liv	joy	0.438
sonnet	Sonnet	joy	0.438
relief	lettelse	joy	0.438
unbeaten	ubesejret	joy	0.438
newday	ny dag	joy	0.438
meditate	meditere	joy	0.438
mighty	mægtig	joy	0.438
eager	ivrige	joy	0.438
strength	styrke	joy	0.438
warm	varm	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	kammerat	joy	0.427
oneness	enhed	joy	0.426
unsurpassed	uovertruffen	joy	0.424
ejaculation	ejakulation	joy	0.424
unconstrained	uhindret	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalje	joy	0.424
amen	Amen	joy	0.424
candlelight	stearinlys	joy	0.424
reverence	ærbødighed	joy	0.424
healthful	sunde	joy	0.424
carols	carols	joy	0.424
sledding	slæde	joy	0.422
wealth	rigdom	joy	0.422
graduation	graduering	joy	0.422
frisky	Felix	joy	0.422
energy	energi	joy	0.422
calmness	stilhed	joy	0.422
beginnings	begyndelser	joy	0.422
safe	sikker	joy	0.422
musical	musikalsk	joy	0.422
symphony	symfoni	joy	0.422
lml	LML	joy	0.422
glitter	glitter	joy	0.422
ease	lethed	joy	0.422
