word	Irish-ga	emotion	emotion-intensity-score
alertness	follasacht	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	luaineacht	fear	0.204
restless	gan staonadh	fear	0.204
examination	scrúdú	fear	0.204
intimacy	intimacy	fear	0.203
phew	phew	fear	0.203
quail	cailleadh	fear	0.203
hurry	Hurry	fear	0.203
uphill	suas an cnoc	fear	0.203
mighty	mighty	fear	0.203
birth	breithe	fear	0.203
cross	trasna	fear	0.203
help	cabhrú	fear	0.203
overcome	shárú	fear	0.203
recesses	cíosanna	fear	0.203
acceptances	glactha	fear	0.203
fearless	fearless	fear	0.200
ware	earraí	fear	0.198
change	athrú	fear	0.198
withstand	a sheasamh	fear	0.197
asap	asap	fear	0.191
owing	de bharr	fear	0.188
gnome	gnome	fear	0.188
cautiously	go cúramach	fear	0.188
tract	conradh	fear	0.188
deadlines	spriocdhátaí	fear	0.188
heighten	ardú	fear	0.188
attorney	aturnae	fear	0.188
bug	bug	fear	0.188
knots	muirmhíle	fear	0.188
fragile	leochaileach	fear	0.188
rule	riail	fear	0.188
advance	roimh ré	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	sárú	fear	0.188
stillness	seasmhacht	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	faire	fear	0.188
unorganised	neamh-eagraithe	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	uaigneach	fear	0.183
slippery	sleamhain	fear	0.181
interview	agallamh	fear	0.180
everyman	riamh	fear	0.178
speculation	tuairimíocht	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	measúnú	fear	0.172
competition	iomaíocht	fear	0.172
settlor	socraitheoir	fear	0.172
rod	slat	fear	0.172
checkpoint	seicphointe	fear	0.172
regulatory	rialála	fear	0.172
worship	adhradh	fear	0.172
shell	bhlaosc	fear	0.172
readytogo	Réidh le dul	fear	0.172
uncertain	neamhchinnte	fear	0.172
unsure	cinnte	fear	0.172
birch	beith	fear	0.172
surprise	iontas	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	cumaisc	fear	0.172
interviewer	agallóir	fear	0.172
less	níos lú	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	trialach	fear	0.156
sly	sly	fear	0.156
legalized	dlíthiúil	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	comhaireamh síos	fear	0.156
hearing	éisteacht	fear	0.156
bases	boinn	fear	0.156
medication	cógais	fear	0.156
ceasefire	sos cogaidh	fear	0.156
retirement	scoir	fear	0.156
courageous	misneach	fear	0.154
overthinker	toirmeasc	fear	0.153
backtrack	backtrack	fear	0.151
dawned	dawned	fear	0.150
censor	censor	fear	0.149
bailiff	babhta	fear	0.147
syllabus	siollabas	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	réasúnaíocht	fear	0.141
cove	cove	fear	0.141
newcomer	núíosach	fear	0.141
eventuality	imeacht	fear	0.141
imagination	samhlaíocht	fear	0.141
validity	bailíocht	fear	0.141
waiting	ag fanacht	fear	0.141
delay	moill	fear	0.141
shy	cúthail	fear	0.140
alreadyyyyy	cheana féin	fear	0.140
symptom	symptom	fear	0.133
excite	bródúil as	fear	0.132
raccoon	racún	fear	0.127
prevent	cosc a chur	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	seabhac	fear	0.125
campaigning	feachtas	fear	0.125
soready	soready	fear	0.125
tryout	triail a bhaint as	fear	0.125
marry	pósadh	fear	0.125
sprite	sprite	fear	0.125
swim	snámh	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	cógaslann	fear	0.123
policeman	póilín	fear	0.121
lace	lása	fear	0.111
dreamt	dreamed	fear	0.111
holiness	naofa	fear	0.109
pray	guí	fear	0.109
weight	meáchan	fear	0.109
incase	i gcás	fear	0.109
knot	snaidhm	fear	0.109
confidence	muinín	fear	0.109
notoriety	notoriety	fear	0.109
homework	obair bhaile	fear	0.109
destination	ceann scríbe	fear	0.109
bigday	bigday	fear	0.109
slender	caol	fear	0.100
undecided	gan chinneadh	fear	0.098
sympathetic	báúil	fear	0.097
god	dia	fear	0.094
grades	gráid	fear	0.094
loyal	dílis	fear	0.094
poise	poise	fear	0.094
treat	cóireáil	fear	0.094
confident	muiníneach	fear	0.094
counsellor	comhairleoir	fear	0.094
helmet	clogad	fear	0.094
case	cás	fear	0.094
locate	lonnú	fear	0.094
northeast	oirthuaisceart	fear	0.088
compassion	trua	fear	0.078
nurture	a chothú	fear	0.078
graduation	céim	fear	0.078
graded	grádaithe	fear	0.075
mum	mum	fear	0.070
infant	naíonán	fear	0.067
civilians	sibhialtaigh	fear	0.062
soulmate	Soulmate	fear	0.062
civilian	sibhialta	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	paráid	fear	0.062
cash	airgead	fear	0.062
journey	turas	fear	0.062
guidelines	treoirlínte	fear	0.062
youth	óige	fear	0.062
opera	ceoldráma	fear	0.057
synonymous	aitheanta	fear	0.056
praying	ag guí	fear	0.047
honest	macánta	fear	0.047
intelligence	faisnéis	fear	0.038
romance	grá	fear	0.031
lines	línte	fear	0.031
volunteer	deonach	fear	0.031
obey	obey	fear	0.016
happiest	happiest	joy	0.986
happiness	sonas	joy	0.984
bliss	bliss	joy	0.971
celebrating	ag ceiliúradh	joy	0.970
jubilant	buan	joy	0.969
ecstatic	éisteach	joy	0.954
elation	elation	joy	0.944
bestdayever	lá is fearr riamh	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	ceiliúradh	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	áthas	joy	0.924
happily	go sona sásta	joy	0.922
excitement	spreagadh	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	fabulous	joy	0.922
joyous	áthas	joy	0.922
exuberance	easnamh	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	buíochas	joy	0.914
spectacular	iontach	joy	0.912
merriment	deimhin	joy	0.912
happydance	sonasacht	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	gleoite	joy	0.909
triumphant	buailteach	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	eacstais	joy	0.906
cheerful	áthas	joy	0.906
cheer	áthas	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	gáire	joy	0.891
jolly	jolly	joy	0.891
pleasures	pléisiúir	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	áthas	joy	0.891
exhilaration	áthas	joy	0.891
marvelously	marvelously	joy	0.881
loving	grámhar	joy	0.879
joyful	áthasach	joy	0.879
outstanding	gan íoc	joy	0.879
blissful	blissful	joy	0.879
pleasurable	pleasurable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	díograiseach	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	chomh sásta	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ag gáire	joy	0.864
superb	iontach	joy	0.864
wonderful	iontach	joy	0.863
brilliant	iontach	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	cheering	joy	0.859
hooray	hooray	joy	0.859
glory	glóir	joy	0.859
celebrated	ceiliúradh	joy	0.859
loved	grá	joy	0.859
magnificent	iontach	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	spreagúil	joy	0.853
heavenly	neamhaí	joy	0.853
thrilled	áthas orm	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ceiliúradh	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	beannacht	joy	0.844
wonderfully	go hiontach	joy	0.844
sweetness	binneas	joy	0.833
marvellous	iontach	joy	0.833
festive	féile	joy	0.833
blessed	beannaigh	joy	0.833
paradise	Paradise	joy	0.833
celebrations	ceiliúradh	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	miongháire	joy	0.828
enchanting	enchanting	joy	0.828
love	grá	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Níl aon tinteán mar do thinteán féin	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	gáire	joy	0.824
marvelous	iontach	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ceiliúradh	joy	0.818
sensational	sensational	joy	0.818
delightful	taitneamhach	joy	0.818
happyheart	sásta	joy	0.818
rejoicing	ag caoineadh	joy	0.818
joys	áthas	joy	0.818
goodness	maitheas	joy	0.818
excited	spreagtha	joy	0.818
excellence	sármhaitheas	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glórmhar	joy	0.812
lovemaking	grá	joy	0.812
rejoice	rejoice	joy	0.812
victorious	buaiseach	joy	0.812
excellent	den scoth	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	taitneamh a bhaint as	joy	0.812
splendid	iontach	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	craic mhaith	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	lá sona	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	pléisiúr	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	sásta	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	rath	joy	0.797
happier	níos sona	joy	0.797
dancing	damhsa	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ollmhór	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	buíoch	joy	0.789
splendor	splendor	joy	0.788
amuse	amuse	joy	0.788
fun	craic	joy	0.788
happy	sásta	joy	0.788
enchanted	gleoite	joy	0.781
glorify	glorify	joy	0.781
glad	sásta	joy	0.781
beautiful	go hálainn	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	flaithis	joy	0.779
perfection	foirfeachta	joy	0.779
christmassy	christmassy	joy	0.779
romance	grá	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	siamsaíocht	joy	0.773
congrats	comhchruinnithe	joy	0.773
cheers	áthas	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	lovable	joy	0.773
cheered	cheered	joy	0.773
funday	funday	joy	0.772
enjoying	taitneamh a bhaint as	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	tá an saol go maith	joy	0.766
thebest	an _____ is fearr	joy	0.766
sosweet	chomh milis	joy	0.766
smiles	smiles	joy	0.766
delight	áthas	joy	0.765
orgasm	orgasm	joy	0.765
party	páirtí	joy	0.765
positive	dearfach	joy	0.761
cheerfulness	áthas	joy	0.758
miracles	míorúiltí	joy	0.758
sweetheart	báire	joy	0.758
enlighten	soiléiriú	joy	0.758
christmastime	cráthchéile	joy	0.757
giddy	giddy	joy	0.757
romantic	rómánsúil	joy	0.750
gratify	gratify	joy	0.750
friendliness	cairdiúlacht	joy	0.750
laughs	gáire	joy	0.750
greatness	iontach	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	taitneamhach	joy	0.750
blessings	beannachtaí	joy	0.750
smile	aoibh gháire	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	díograis	joy	0.742
triumph	bua	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	draíochta	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miracle	joy	0.742
rewarding	luachmhar	joy	0.742
feelgood	mothú go maith	joy	0.736
prosperity	rathúnas	joy	0.735
luxurious	luxurious	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	lá maith	joy	0.734
passionate	paiseanta	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	gleoite	joy	0.734
victory	bua	joy	0.734
admiration	admiration	joy	0.734
tgif	tgif	joy	0.734
glorification	glorification	joy	0.733
sing	canadh	joy	0.729
glowing	glowing	joy	0.729
breathtaking	breathtaking	joy	0.728
fulfillment	comhlíonadh	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	buíoch	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	dámhachtain	joy	0.727
atpeace	atpeace	joy	0.727
win	bua	joy	0.727
merry	meidhreach	joy	0.727
pleased	sásta	joy	0.725
radiance	radiance	joy	0.725
inspiration	inspioráid	joy	0.725
uplift	ardaitheoir	joy	0.723
optimistic	dóchasach	joy	0.723
heaven	neamh	joy	0.721
lucky	ádh	joy	0.721
thrill	trill	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Laethanta Saoire	joy	0.721
harmony	chéile	joy	0.719
brighten	geal	joy	0.719
lover	leannán	joy	0.719
heartfelt	croí	joy	0.719
utopian	utópach	joy	0.719
xmas	xmas	joy	0.719
lovely	álainn	joy	0.719
amusement	spraoi	joy	0.719
congratulatory	comhghairdeas	joy	0.719
praising	ag moladh	joy	0.719
thriving	rathúil	joy	0.719
perfect	foirfe	joy	0.719
magic	draíocht	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	só	joy	0.712
bestfeeling	is fearr	joy	0.712
treasures	seoda	joy	0.712
achievement	gnóthachtáil	joy	0.712
yay	yay	joy	0.712
holiday	saoire	joy	0.712
intimate	pearsanta	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	bródúil as	joy	0.704
truelove	truelove	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	iontach	joy	0.703
goodnews	Nuacht Maith	joy	0.703
optimism	dóchas	joy	0.703
satisfying	sásúil	joy	0.703
gooood	gooood	joy	0.703
sweetest	is milis	joy	0.703
cherish	cherish	joy	0.703
goodlife	saol maith	joy	0.703
beautification	beautification	joy	0.703
appreciates	measann	joy	0.703
winning	a bhuaigh	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	siamsaíocht	joy	0.700
excite	bródúil as	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	Breithlá	joy	0.691
metime	meitim	joy	0.688
favorite	is fearr leat	joy	0.688
honored	onóir	joy	0.688
content	ábhar	joy	0.688
godsend	godsend	joy	0.688
entertaining	siamsaíocht	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	lómhara	joy	0.682
majestic	maorga	joy	0.682
appreciated	meas	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	aoibh	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	ardú	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	geallann	joy	0.682
tranquility	suaimhneas	joy	0.679
marry	pósadh	joy	0.676
embrace	glacadh leis	joy	0.676
positively	dearfach	joy	0.676
dearest	dearest	joy	0.672
relaxation	scíthe	joy	0.672
accomplished	i gcrích	joy	0.672
hug	barróg	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	saothraigh	joy	0.672
contentment	sásamh	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	adhair	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	comhlíonta	joy	0.667
fulfill	comhlíonadh	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	rathúil	joy	0.660
romanticism	rómánsúil	joy	0.656
humor	greann	joy	0.656
glow	glow	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	taitneamhach	joy	0.656
appreciation	meas	joy	0.656
encouraged	spreagadh	joy	0.656
satisfy	sásamh	joy	0.656
serenity	serenity	joy	0.656
captivate	gabháil	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	sásamh	joy	0.652
treasure	Treasure	joy	0.652
engaged	gabháil	joy	0.652
praises	Moladh	joy	0.652
abundance	raidhse	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	scíth a ligean	joy	0.652
praised	moladh	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	comhlánú	joy	0.647
affection	gean	joy	0.647
relieved	faoiseamh	joy	0.647
carnival	carnabhail	joy	0.643
divine	diaga	joy	0.641
saintly	saintly	joy	0.641
harmoniously	go comhchuí	joy	0.641
achieve	a bhaint amach	joy	0.641
thanksgiving	buíochas a ghabháil	joy	0.641
jackpot	Pota Óir	joy	0.641
priceless	gan phraghas	joy	0.641
sensuality	sensuality	joy	0.641
champion	curadh	joy	0.641
wedding	bainise	joy	0.641
uplifting	ag ardú	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	síochánta	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	buaiteoir	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	comforting	joy	0.636
honeymoon	mhí na meala	joy	0.636
xoxo	xoxo	joy	0.634
amusing	go maith	joy	0.625
reward	duais	joy	0.625
fondness	fondness	joy	0.625
hearts	hearts	joy	0.625
brighter	níos gile	joy	0.625
sweet	milis	joy	0.625
stargazing	stargazing	joy	0.625
festival	féile	joy	0.625
snuggling	snuggling	joy	0.625
generosity	fhlaithiúlacht	joy	0.625
gorgeous	taibhseach	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	gnéas	joy	0.622
parade	paráid	joy	0.621
applause	bualadh	joy	0.621
genial	gleoite	joy	0.621
beauty	áilleacht	joy	0.621
kind	chineál	joy	0.621
newlife	saol nua	joy	0.618
aspiring	ag iarraidh	joy	0.618
fulfilling	ag comhlíonadh	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	beagnach	joy	0.613
kiss	póg	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	moladh	joy	0.609
rainbows	báistí	joy	0.609
generous	fialmhar	joy	0.609
enlightenment	léargas	joy	0.609
playful	playful	joy	0.609
christmas	Nollag	joy	0.609
super	Super	joy	0.609
elegance	elegance	joy	0.609
rekindle	rekindle	joy	0.609
awards	dámhachtainí	joy	0.609
adorable	gleoite	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	neamhspleáchas	joy	0.607
successful	rathúil	joy	0.606
onelove	grá amháin	joy	0.606
kindness	cairdeas	joy	0.606
freely	faoi ​​shaoirse	joy	0.606
surprises	iontas	joy	0.606
inspired	spreagtha	joy	0.606
hilarity	hilarity	joy	0.606
wonder	Wonder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	siamsaíochta	joy	0.603
whimsical	cumasach	joy	0.603
passion	paisean	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	éirí gréine	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	aingeal	joy	0.594
thankgod	Buíochas le Dia	joy	0.594
accomplishment	hIodáile	joy	0.594
flirt	flirt	joy	0.594
goodmusic	dea-cheol	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	spreagadh	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	go síochánta	joy	0.594
jesus	jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	heroic	joy	0.591
fortune	fortune	joy	0.591
friendship	cairdeas	joy	0.591
singing	ag canadh	joy	0.591
exalted	exalted	joy	0.591
summer	samhradh	joy	0.591
highest	is airde	joy	0.591
overflowing	thar maoil	joy	0.588
contented	sásta	joy	0.588
woot	woot	joy	0.588
rollicking	rolladh	joy	0.588
hope	tá súil agam	joy	0.586
accolade	aclaíocht	joy	0.586
cozy	cluthar	joy	0.583
delicious	delicious	joy	0.579
friendly	cairdiúil	joy	0.578
sensuous	sensuous	joy	0.578
darling	darling	joy	0.578
picturesque	pictiúrtha	joy	0.578
raving	raving	joy	0.578
praise	moladh	joy	0.578
everlasting	slánach	joy	0.578
ambition	uaillmhian	joy	0.578
thelife	an saol	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sensual	joy	0.576
heroism	laochra	joy	0.576
succeeding	ina dhiaidh sin	joy	0.576
grace	cairde	joy	0.576
peace	síocháin	joy	0.576
livelife	saol beo	joy	0.574
special	speisialta	joy	0.574
tantalizing	tanaí	joy	0.572
pumped	pumpáilte	joy	0.567
worthwhile	fiúntach	joy	0.562
revels	revels	joy	0.562
prevail	i réim	joy	0.562
liking	maith	joy	0.562
sunny	Grianmhar	joy	0.562
relax	scíth a ligean	joy	0.562
surprise	iontas	joy	0.562
hugs	hugs	joy	0.562
admirable	ionmholta	joy	0.562
hero	laoch	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	greannmhar	joy	0.562
sweets	milseáin	joy	0.562
prosper	rathúil	joy	0.562
superstar	superstar	joy	0.562
favorable	fabhrach	joy	0.561
bless	bless	joy	0.561
tenderness	buanseasmhacht	joy	0.561
freedom	saoirse	joy	0.561
masterpiece	sárshaothar	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	aisling	joy	0.559
hopeful	dóchasach	joy	0.559
home	baile	joy	0.559
cruising	taisteal	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	dílis	joy	0.553
closeness	dlúthmhaireacht	joy	0.552
eagerness	eagracht	joy	0.552
comfy	comfy	joy	0.551
sunshine	Solas na gréine	joy	0.551
confidence	muinín	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	mionlach	joy	0.547
celestial	celestial	joy	0.547
heart	croí	joy	0.547
completion	críochnaithe	joy	0.547
good	maith	joy	0.547
daughter	iníon	joy	0.547
gifts	bronntanais	joy	0.547
astonishment	iontas	joy	0.547
bonus	bónas	joy	0.547
goodmorning	maidin mhaith	joy	0.547
lifted	tógtha	joy	0.547
zeal	zeal	joy	0.547
illuminate	soilsigh	joy	0.547
gift	bronntanas	joy	0.547
vacation	laethanta saoire	joy	0.547
charmed	charmed	joy	0.546
recreation	caitheamh aimsire	joy	0.545
encouragement	spreagadh	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	damhsa	joy	0.545
god	dia	joy	0.545
free	saor	joy	0.544
freshstart	freshstart	joy	0.544
savior	Slánaitheoir	joy	0.543
sanctuary	tearmann	joy	0.541
grandchildren	leanaí clainne	joy	0.540
wellness	folláine	joy	0.537
revel	revel	joy	0.534
inspirational	spreagúil	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	airgead	joy	0.531
rainbow	tuar ceatha	joy	0.531
confident	muiníneach	joy	0.531
bridal	bridal	joy	0.531
music	Ceol	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	beo	joy	0.531
holiness	naofa	joy	0.531
vitality	beoga	joy	0.531
liberation	saoirse	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothing	joy	0.531
soar	soar	joy	0.531
firstborn	chéadborn	joy	0.531
elegant	galánta	joy	0.530
mastery	máistreacht	joy	0.530
illumination	soilsiú	joy	0.530
welcomed	fáilte roimh	joy	0.530
warmth	teas	joy	0.530
blossom	blossom	joy	0.530
glimmer	glimmer	joy	0.530
faithful	dílis	joy	0.529
treat	cóireáil	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	is inmholta	joy	0.519
powerful	cumhachtach	joy	0.516
silly	amaideach	joy	0.516
zest	zest	joy	0.516
presents	i láthair	joy	0.516
succeed	éireoidh leo	joy	0.516
jingle	jingle	joy	0.516
remarkable	iontach	joy	0.516
greeted	bheannaigh	joy	0.516
brotherly	deartháir	joy	0.516
pride	bród	joy	0.516
strengthening	neartú	joy	0.516
aspire	ag iarraidh	joy	0.516
abundant	flúirseach	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	uilechumhachtach	joy	0.516
fancy	mhaisiúil	joy	0.516
zen	zen	joy	0.515
coronation	corónú	joy	0.515
kudos	kudos	joy	0.515
vivid	beoga	joy	0.515
leisure	fóillíochta	joy	0.515
complete	iomlán	joy	0.515
cutie	cutie	joy	0.515
newme	nua	joy	0.515
familytime	am teaghlaigh	joy	0.515
animated	beoite	joy	0.515
spirit	spiorad	joy	0.515
thanking	ag buíochas	joy	0.515
kid	kid	joy	0.515
shining	shining	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	athaontaithe	joy	0.515
therapeutic	teiripeach	joy	0.515
comfort	chompord	joy	0.515
godly	godly	joy	0.514
marriage	pósadh	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	caidreamh	joy	0.514
spouse	céile	joy	0.507
intimately	intimately	joy	0.507
accomplish	accomplish	joy	0.500
excel	barr	joy	0.500
inviting	ag tabhairt cuireadh	joy	0.500
meritorious	measartha	joy	0.500
diamond	Diamond	joy	0.500
nature	nádúr	joy	0.500
dignity	dínit	joy	0.500
family	teaghlach	joy	0.500
soulful	soulful	joy	0.500
charitable	carthanachta	joy	0.500
encourage	spreagadh	joy	0.500
friends	cairde	joy	0.500
satisfied	sásta	joy	0.500
welcoming	fáilteach	joy	0.500
healthy	sláintiúil	joy	0.500
surreal	surreal	joy	0.500
refreshed	athnuachan	joy	0.500
beach	trá	joy	0.500
motherhood	máithreachas	joy	0.500
respect	meas	joy	0.500
gem	GEM	joy	0.500
erotic	erotic	joy	0.500
visionary	radharcach	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	bainte amach	joy	0.500
christ	Críost	joy	0.500
memorable	i gcuimhne	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	leanbh	joy	0.500
purr	giorra	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	fírinneacht	joy	0.500
bloom	bláth	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	sláinte	joy	0.493
liberty	saoirse	joy	0.486
approved	ceadaithe	joy	0.486
yehey	NO TRANSLATION	joy	0.486
