word	Bosnian-bs	emotion	emotion-intensity-score
decomposition	razgradnja	fear	0.469
sinking	potopiti	fear	0.469
intrusive	intrusivno	fear	0.469
soulless	bez duše	fear	0.469
infidelity	neverstvo	fear	0.469
nervous	nervozan	fear	0.469
thresh	prašak	fear	0.469
startle	začarani	fear	0.469
unhealthy	nezdravo	fear	0.469
spear	koplje	fear	0.468
nasty	gadno	fear	0.466
worried	zabrinuto	fear	0.466
puma	puma	fear	0.465
thirteenth	trinaesti	fear	0.465
contraband	kontraband	fear	0.464
insecure	nesiguran	fear	0.461
disturbance	poremećaj	fear	0.459
denunciation	otkazivanje	fear	0.456
stigma	stigma	fear	0.455
destitute	siromašni	fear	0.455
powerfully	snažno	fear	0.454
penalty	kazna	fear	0.453
derogatory	ponižavajuće	fear	0.453
spasm	spazma	fear	0.453
illicit	nezakonito	fear	0.453
dinosaur	dinosaurus	fear	0.453
disruption	poremećaj	fear	0.453
lockup	zaključati	fear	0.453
restrain	obuzdati	fear	0.453
rifle	puška	fear	0.453
disreputable	zabrinut	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	upozoriti	fear	0.453
quandary	kandir	fear	0.453
resisting	otporno	fear	0.453
rigor	rigor	fear	0.453
stranger	stranac	fear	0.453
penal	kazneno	fear	0.453
grope	grope	fear	0.453
scold	ružno	fear	0.453
orphan	siroče	fear	0.453
resign	podneti ostavku	fear	0.453
hydrocephalus	hidrocefalus	fear	0.453
shrill	prokletstvo	fear	0.453
howl	vuk	fear	0.453
unspeakable	neizreciv	fear	0.453
wail	wail	fear	0.453
straits	ožiljak	fear	0.453
indoctrination	indoktrinacija	fear	0.453
apprehension	hapšenje	fear	0.453
batter	testo	fear	0.453
arraignment	arraignment	fear	0.450
urgent	hitno	fear	0.450
tramp	tramp	fear	0.440
stress	stres	fear	0.439
behemoth	behemoth	fear	0.439
dominate	dominiraju	fear	0.438
targeting	ciljanje	fear	0.438
broke	slomio	fear	0.438
looming	lebdeći	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debakl	fear	0.438
forfeiture	oduzimanje	fear	0.438
dislocated	dislocated	fear	0.438
infirmity	slabost	fear	0.438
impermeable	nepropusno	fear	0.438
predicament	problem	fear	0.438
falter	falter	fear	0.438
displaced	raseljena	fear	0.438
concealed	skriven	fear	0.438
illegitimate	nelegitimno	fear	0.438
unprepared	nepripremljen	fear	0.438
scarcity	oskudica	fear	0.438
wince	wince	fear	0.438
mace	mace	fear	0.438
expel	expel	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	spriječiti	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	uklonjen	fear	0.438
dentists	zubari	fear	0.438
irreconcilable	nepopravljivo	fear	0.438
bewildered	zbunjeno	fear	0.438
indomitable	nespreman	fear	0.438
rheumatism	reumatizam	fear	0.438
accidental	slučajno	fear	0.438
prick	prick	fear	0.438
entangled	zapletena	fear	0.438
atrophy	atrofija	fear	0.438
asp	asp	fear	0.438
perverse	perverzno	fear	0.438
cabal	kabal	fear	0.438
yell	vikao	fear	0.438
gasping	gasenje	fear	0.438
probation	probacija	fear	0.438
accuser	optužilac	fear	0.438
insulting	vređanje	fear	0.435
mysterious	misteriozno	fear	0.435
halting	zaustavljanje	fear	0.435
rebels	pobunjenici	fear	0.435
repulsion	odbijanje	fear	0.431
glare	blek	fear	0.430
punitive	kazneni	fear	0.425
sordid	srdačan	fear	0.425
stake	uloga	fear	0.423
tempest	tempest	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	retikent	fear	0.422
bayonet	bajonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspenzija	fear	0.422
lament	lament	fear	0.422
burdensome	opterećujući	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	udaranje	fear	0.422
coyote	coyote	fear	0.422
deleterious	štetno	fear	0.422
dissident	disident	fear	0.422
varicella	varicella	fear	0.422
wilderness	divljina	fear	0.422
delusion	zabluda	fear	0.422
bigot	bigot	fear	0.422
unsteady	nestabilno	fear	0.422
stresses	naglašava	fear	0.422
offense	prekršaj	fear	0.422
heathen	pagani	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	zloglasni	fear	0.422
disappear	nestati	fear	0.422
depress	depresija	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	neprirodno	fear	0.422
usurped	uzurpirano	fear	0.422
steal	ukradi	fear	0.422
anathema	anatema	fear	0.422
fainting	nesvestica	fear	0.422
alien	vanzemaljac	fear	0.422
extrajudicial	vanparnično	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	nesreća	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	outsider	fear	0.413
ugliness	ružnoće	fear	0.410
vulture	vulture	fear	0.410
immoral	nemoralno	fear	0.410
scar	ožiljak	fear	0.406
stressful	stresno	fear	0.406
screech	screech	fear	0.406
wary	oprezni	fear	0.406
disgust	odugovlačenje	fear	0.406
stressing	naglašavajući	fear	0.406
deport	deportovati	fear	0.406
nausea	mučnina	fear	0.406
resection	resekcija	fear	0.406
blackout	zatamnjenje	fear	0.406
disallowed	zabranjeno	fear	0.406
insolvent	insolventno	fear	0.406
dismissal	otpuštanje	fear	0.406
omnipotence	omnipotencija	fear	0.406
possession	posedovanje	fear	0.406
tearful	plakanje	fear	0.406
disorder	poremećaj	fear	0.406
squall	squall	fear	0.406
dominant	dominantan	fear	0.406
disabled	onemogućeno	fear	0.406
drones	dronovi	fear	0.406
recklessness	nesmotrenost	fear	0.406
escape	bijeg	fear	0.406
distressed	uznemiren	fear	0.406
claw	kandža	fear	0.406
stretcher	nosila	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penance	fear	0.406
weakly	slabo	fear	0.406
rubble	ruševina	fear	0.406
whimper	požurite	fear	0.406
ghetto	geto	fear	0.406
socialism	socijalizam	fear	0.405
conspiracy	zavjera	fear	0.400
toughness	žilavost	fear	0.400
defection	prevara	fear	0.398
absence	odsustvo	fear	0.396
moan	moan	fear	0.394
crusade	krstaša	fear	0.392
radon	radon	fear	0.391
lose	gube	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	sumnjivo	fear	0.391
unemployed	nezaposlen	fear	0.391
reject	odbaciti	fear	0.391
excitation	uzbuđenje	fear	0.391
xanax	xanax	fear	0.391
stifled	ugušene	fear	0.391
scarecrow	strašilo	fear	0.391
concealment	prikrivanje	fear	0.391
conquer	Osvajati	fear	0.391
discrimination	diskriminacija	fear	0.391
diagnosis	dijagnoza	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	zatezanje	fear	0.391
separation	razdvajanje	fear	0.391
overt	otvoren	fear	0.391
urgency	hitnost	fear	0.391
musket	musket	fear	0.391
unrest	nemir	fear	0.391
descent	spuštanje	fear	0.391
avoiding	izbjegavanje	fear	0.391
cyst	cista	fear	0.391
gulp	gulp	fear	0.391
procedure	procedure	fear	0.391
submission	podnošenje	fear	0.391
hardened	ojačan	fear	0.391
refutation	odbijanje	fear	0.391
repellent	repelent	fear	0.391
cleave	razdvojiti	fear	0.391
suspicion	sumnja	fear	0.391
poverty	siromaštvo	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolventnost	fear	0.391
mental	mentalno	fear	0.391
theocratic	teokratski	fear	0.391
spaz	spaz	fear	0.391
brimstone	sumpor	fear	0.391
throb	throb	fear	0.388
outcast	izašao	fear	0.388
orc	orc	fear	0.388
disapprove	ne odobravam	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	molba	fear	0.377
withdrawals	povlačenja	fear	0.377
pressure	pritisak	fear	0.375
grieve	tuguje	fear	0.375
frigate	frigate	fear	0.375
kerosene	kerozin	fear	0.375
nauseous	muka	fear	0.375
khan	Khan	fear	0.375
expose	izložiti	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	sramota	fear	0.375
bankrupt	bankrot	fear	0.375
dissolution	raspadanje	fear	0.375
dentistry	stomatologija	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	bezveze	fear	0.375
escaped	pobegla	fear	0.375
whirlpool	whirlpool	fear	0.375
interrogate	ispitati	fear	0.375
psychological	psihološki	fear	0.375
obligor	obveznik	fear	0.375
misconception	zabluda	fear	0.375
military	vojska	fear	0.375
suspected	sumnjivo	fear	0.375
locust	skakavac	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	loše	fear	0.375
coldness	hladnoće	fear	0.375
taunt	uznemiri	fear	0.375
obi	obi	fear	0.375
flu	gripa	fear	0.375
barricade	barikada	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	repelentan	fear	0.373
unknown	nepoznato	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ljubomora	fear	0.365
mug	šolja	fear	0.359
consternation	zbunjenost	fear	0.359
rebel	pobunjenik	fear	0.359
conquest	osvajanje	fear	0.359
mournful	žalostan	fear	0.359
concerned	zabrinuti	fear	0.359
mandamus	mandamus	fear	0.359
onedge	na ivici	fear	0.359
recurring	ponavljajuće se	fear	0.359
jaundice	žutica	fear	0.359
sectarian	sektaški	fear	0.359
desert	pustinja	fear	0.359
cur	cur	fear	0.359
difficult	teško	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	strelica	fear	0.359
spike	spike	fear	0.359
timid	plašljiv	fear	0.359
wasting	rasipanje	fear	0.359
bottomless	bez dna	fear	0.359
warned	upozorio	fear	0.359
protestant	protestant	fear	0.359
contempt	prezir	fear	0.359
exam	ispit	fear	0.359
depreciation	amortizacija	fear	0.359
anomaly	anomalija	fear	0.359
rejects	odbacuje	fear	0.359
pessimism	pesimizam	fear	0.359
revolution	revolucija	fear	0.359
formidable	zapanjujuće	fear	0.359
burke	burke	fear	0.359
cautionary	upozorenje	fear	0.359
headaches	glavobolje	fear	0.359
bankruptcy	stečaj	fear	0.359
government	vlada	fear	0.359
measles	ošpore	fear	0.359
languishing	gnjaviti	fear	0.358
constrain	ograničiti	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	upravnik	fear	0.354
adverse	negativno	fear	0.352
lawyer	advokat	fear	0.349
libel	kleveta	fear	0.348
retrenchment	zaustavljanje	fear	0.345
imminent	predstojeće	fear	0.345
unjustifiable	neopravdano	fear	0.344
knell	knell	fear	0.344
contentious	sporno	fear	0.344
opposed	protiv	fear	0.344
shame	sramota	fear	0.344
avoidance	izbegavanje	fear	0.344
resistant	otporan	fear	0.344
discipline	disciplina	fear	0.344
defy	prkositi	fear	0.344
belittle	omalovažava	fear	0.344
fanaticism	fanatizam	fear	0.344
bearish	medvjed	fear	0.344
opium	opijum	fear	0.344
sorrow	tuga	fear	0.344
mri	mri	fear	0.344
shaky	šokantan	fear	0.344
hiss	hiss	fear	0.344
loneliness	usamljenost	fear	0.344
swerve	okrenite se	fear	0.344
taboo	tabu	fear	0.344
reckless	nepromišljen	fear	0.344
obstacle	prepreka	fear	0.344
launches	lansira	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	presuda	fear	0.344
servile	servile	fear	0.344
hesitation	oklevanje	fear	0.344
evade	izbjeći	fear	0.344
recession	recesija	fear	0.344
eel	jegulja	fear	0.344
shortage	nedostatak	fear	0.344
pest	štetočina	fear	0.344
cutter	sekač	fear	0.344
psych	psih	fear	0.344
parachute	padobran	fear	0.344
disrespectful	nepoštiv	fear	0.343
phalanx	falanks	fear	0.342
creature	stvorenje	fear	0.340
mortgage	hipoteka	fear	0.331
specter	spektar	fear	0.331
enigmatic	zagonetan	fear	0.329
caution	oprez	fear	0.328
police	policija	fear	0.328
shank	drška	fear	0.328
undesirable	nepoželjan	fear	0.328
shutdown	ugasiti	fear	0.328
dike	dike	fear	0.328
subordinate	podređeni	fear	0.328
gametime	gametime	fear	0.328
remove	ukloniti	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	pogrešno	fear	0.328
loom	razbojni	fear	0.328
supremacy	supremacy	fear	0.328
unlucky	nesrećan	fear	0.328
quash	poništiti	fear	0.328
hives	košnice	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladijator	fear	0.328
feeling	osećanje	fear	0.328
dominion	dominion	fear	0.328
encumbrance	opterećenje	fear	0.328
adrift	kreće	fear	0.328
defendant	optuženi	fear	0.328
outpost	outpost	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	besmisleno	fear	0.328
wrongly	pogrešno	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	čudak	fear	0.328
ethereal	ethereal	fear	0.328
scarce	oskudica	fear	0.327
unsettled	neizmireno	fear	0.327
antisocial	antisocijalno	fear	0.324
astray	zabrinjava	fear	0.320
vigilant	oprezan	fear	0.319
socialist	socijalistički	fear	0.318
halter	halter	fear	0.318
pessimist	pesimista	fear	0.317
pacing	pejsing	fear	0.316
opponent	protivnik	fear	0.312
discontinuity	diskontinuitet	fear	0.312
conspire	spržite	fear	0.312
trickery	trik	fear	0.312
obsessing	opsednutost	fear	0.312
seclusion	seclusion	fear	0.312
whirlwind	vihor	fear	0.312
unexpected	neočekivano	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	dogovaranje	fear	0.312
muzzle	njuška	fear	0.312
blight	blata	fear	0.312
foreigner	stranac	fear	0.312
chargeable	naplaćivati	fear	0.312
laxative	laksativ	fear	0.312
clinical	klinički	fear	0.312
dentist	zubar	fear	0.312
therapist	terapeut	fear	0.312
deadline	rok	fear	0.312
bewilderment	zbunjenost	fear	0.312
litigate	sudija	fear	0.312
nether	nether	fear	0.312
thorny	trnac	fear	0.312
valium	valium	fear	0.312
powerful	moćno	fear	0.312
uneasy	nelagodno	fear	0.312
unkind	unkind	fear	0.312
ordnance	ubojstvo	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	previše razmišljati	fear	0.309
doubts	sumnje	fear	0.308
seriousness	ozbiljnost	fear	0.305
irrational	iracionalan	fear	0.305
erase	izbrisati	fear	0.303
teasing	zadirkivanje	fear	0.303
razor	brijač	fear	0.303
sweating	znojenje	fear	0.298
reluctant	nerado	fear	0.297
mage	mage	fear	0.297
crouching	kukanje	fear	0.297
warning	upozorenje	fear	0.297
endless	beskrajno	fear	0.297
adjudicate	presuda	fear	0.297
bale	bale	fear	0.297
inflation	inflacija	fear	0.297
giant	gigant	fear	0.297
auditor	revizor	fear	0.297
medical	medicinski	fear	0.297
swamp	močvara	fear	0.297
bitch	kučka	fear	0.297
mislead	pogrešno	fear	0.297
weighty	težak	fear	0.297
avoid	izbjeći	fear	0.297
depreciated	amortizovan	fear	0.297
flounder	flounder	fear	0.297
deflation	deflacija	fear	0.297
unsurpassed	neprevaziđen	fear	0.297
dashed	pucao	fear	0.297
hide	sakriti	fear	0.297
timidity	plašljivost	fear	0.297
deluge	potop	fear	0.287
disinformation	dezinformacija	fear	0.286
court	sud	fear	0.284
aversion	averzija	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	neprijateljski	fear	0.281
remains	ostaje	fear	0.281
discourage	obeshrabruju	fear	0.281
cautious	oprezan	fear	0.281
oncoming	nadolazeći	fear	0.281
flying	leti	fear	0.281
mistaken	pogrešno	fear	0.281
swelling	oticanje	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	nadzor	fear	0.281
apache	apache	fear	0.281
rush	žurba	fear	0.281
yelp	yelp	fear	0.281
cartridge	kertridž	fear	0.281
fortress	tvrđava	fear	0.281
bigoted	pobunjenik	fear	0.281
notready	nije spreman	fear	0.281
challenge	izazov	fear	0.281
submitting	podnošenje	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	konfuzija	fear	0.281
unruly	nepopravljivo	fear	0.281
intense	intenzivno	fear	0.279
noncompliance	neusklađenost	fear	0.276
alerts	upozorenja	fear	0.276
planes	aviona	fear	0.274
displeased	nezadovoljan	fear	0.273
cop	policajac	fear	0.273
unbridled	neograničeno	fear	0.271
regiment	regiment	fear	0.266
crowds	gužve	fear	0.266
sentence	rečenica	fear	0.266
blindfold	povez	fear	0.266
crouch	crouch	fear	0.266
belt	pojas	fear	0.266
hooded	kapuljača	fear	0.266
uncanny	neobično	fear	0.266
cupping	cupping	fear	0.266
sneak	sneak	fear	0.266
cloak	ogrtač	fear	0.266
banger	banger	fear	0.266
affront	oprosti	fear	0.266
confession	priznanje	fear	0.266
blemish	nedostatak	fear	0.266
posse	posse	fear	0.266
auditions	audicije	fear	0.266
forgotten	zaboravljen	fear	0.266
immerse	uronite	fear	0.266
operation	operacija	fear	0.266
elevation	elevation	fear	0.266
shanghai	Šangaj	fear	0.266
hood	hauba	fear	0.266
problem	problem	fear	0.266
skid	skid	fear	0.266
insomnia	nesanica	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	sila	fear	0.266
spur	spr	fear	0.262
defense	odbrana	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	trči	fear	0.250
rascal	rascal	fear	0.250
standstill	mirovanje	fear	0.250
doubt	sumnja	fear	0.250
cataract	katarakta	fear	0.250
repent	pokajati se	fear	0.250
unfamiliar	nepoznat	fear	0.250
delusional	zabluda	fear	0.250
obliging	obavezujući	fear	0.250
hag	hag	fear	0.250
defend	braniti	fear	0.250
guard	stražar	fear	0.250
scapegoat	žrtvenog jarca	fear	0.250
swampy	mokar	fear	0.250
react	reagovati	fear	0.250
breakingnews	najnovije vijesti	fear	0.250
foul	foul	fear	0.250
spinster	spinster	fear	0.250
indifference	indiferentnost	fear	0.250
sunk	potopljen	fear	0.250
picket	picket	fear	0.250
insect	insekt	fear	0.250
rating	rejting	fear	0.250
forewarned	unaprijed upozoreno	fear	0.250
indecisive	Neodlučan	fear	0.250
stealthy	tajanstven	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	zasnovan	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	najviše	fear	0.236
inequality	nejednakost	fear	0.234
rekindle	rekindle	fear	0.234
shrink	smanjiti	fear	0.234
scaffold	skela	fear	0.234
discontent	nezadovoljstvo	fear	0.234
verge	ivica	fear	0.234
psychiatrist	psihijatar	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	zupčanik	fear	0.234
finalized	završen	fear	0.234
shelters	skloništa	fear	0.234
sleepless	besni	fear	0.234
dependence	zavisnost	fear	0.234
chicken	piletina	fear	0.234
instinctive	instinktivan	fear	0.234
buzz	buzz	fear	0.234
difficulty	poteškoća	fear	0.234
bee	pčela	fear	0.234
insomniac	nesanica	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dućan	fear	0.234
rushing	brzo	fear	0.233
overslept	proširen	fear	0.226
default	podrazumevano	fear	0.226
confessional	confessional	fear	0.225
impatient	nestrpljiv	fear	0.224
immigrant	imigrant	fear	0.219
heft	Hvatanje	fear	0.219
sweat	znoj	fear	0.219
waver	omalovažava	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	skriveni	fear	0.219
thrill	uzbuđenje	fear	0.219
cane	trska	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	šta ako	fear	0.219
tactics	taktika	fear	0.219
veer	veer	fear	0.219
unequal	nejednako	fear	0.219
lastminute	lastminute	fear	0.219
jungle	džungla	fear	0.219
bait	mamac	fear	0.219
revelations	otkrića	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	prognoza	fear	0.217
alertness	budnost	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	poželi mi sreću	fear	0.212
tryouts	tryouts	fear	0.210
clowns	klovnovi	fear	0.207
fluctuation	fluktuacija	fear	0.204
restless	nemirno	fear	0.204
examination	ispitivanje	fear	0.204
intimacy	intimnost	fear	0.203
phew	phew	fear	0.203
quail	prepelica	fear	0.203
hurry	požuri	fear	0.203
uphill	uzbrdo	fear	0.203
mighty	moćan	fear	0.203
birth	rođenje	fear	0.203
cross	krst	fear	0.203
help	pomoć	fear	0.203
overcome	prebroditi	fear	0.203
recesses	udubljenja	fear	0.203
acceptances	prihvatanja	fear	0.203
fearless	neustrašivi	fear	0.200
ware	ware	fear	0.198
change	promjena	fear	0.198
withstand	izdržati	fear	0.197
asap	što je prije moguće	fear	0.191
owing	zahvaljujući	fear	0.188
gnome	gnome	fear	0.188
cautiously	oprezno	fear	0.188
tract	trakt	fear	0.188
deadlines	rokovi	fear	0.188
heighten	pojačati	fear	0.188
attorney	advokat	fear	0.188
bug	bug	fear	0.188
knots	čvorovi	fear	0.188
fragile	krhka	fear	0.188
rule	pravilo	fear	0.188
advance	unaprijed	fear	0.188
intrigue	intriga	fear	0.188
overcoming	prevazilaženje	fear	0.188
stillness	tišina	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	gledaj	fear	0.188
unorganised	neorganizovan	fear	0.188
elf	elf	fear	0.185
stillwaiting	i dalje čeka	fear	0.184
lonely	usamljen	fear	0.183
slippery	klizavo	fear	0.181
interview	intervju	fear	0.180
everyman	everyman	fear	0.178
speculation	spekulacije	fear	0.176
needtoknow	trebam znati	fear	0.173
assessment	procjena	fear	0.172
competition	konkurencija	fear	0.172
settlor	settlor	fear	0.172
rod	štap	fear	0.172
checkpoint	kontrolni punkt	fear	0.172
regulatory	regulatorni	fear	0.172
worship	obožavanje	fear	0.172
shell	školjka	fear	0.172
readytogo	spreman da idem	fear	0.172
uncertain	neizvesno	fear	0.172
unsure	nesiguran	fear	0.172
birch	breza	fear	0.172
surprise	iznenađenje	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pljusak	fear	0.172
composure	smirenost	fear	0.172
interviewer	anketar	fear	0.172
less	manje	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audicija	fear	0.156
sly	sly	fear	0.156
legalized	legalizovan	fear	0.156
intimately	intimno	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	odbrojavanje	fear	0.156
hearing	sluh	fear	0.156
bases	baze	fear	0.156
medication	lekovi	fear	0.156
ceasefire	prekid vatre	fear	0.156
retirement	penzionisanje	fear	0.156
courageous	hrabro	fear	0.154
overthinker	razumannik	fear	0.153
backtrack	povratak	fear	0.151
dawned	zaveo	fear	0.150
censor	cenzor	fear	0.149
bailiff	izvršitelj	fear	0.147
syllabus	nastavni plan	fear	0.147
gent	gent	fear	0.141
caricature	karikatura	fear	0.141
rationality	racionalnost	fear	0.141
cove	zaliv	fear	0.141
newcomer	novinara	fear	0.141
eventuality	eventuality	fear	0.141
imagination	maštu	fear	0.141
validity	validnost	fear	0.141
waiting	čeka	fear	0.141
delay	kašnjenje	fear	0.141
shy	stidljiv	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	simptom	fear	0.133
excite	uzbuđuje	fear	0.132
raccoon	rakun	fear	0.127
prevent	sprečiti	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klovn	fear	0.125
ahhh	ahhh	fear	0.125
hawk	sokol	fear	0.125
campaigning	kampanja	fear	0.125
soready	soready	fear	0.125
tryout	probajte	fear	0.125
marry	oženiti se	fear	0.125
sprite	sprite	fear	0.125
swim	plivaj	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	apoteka	fear	0.123
policeman	policajac	fear	0.121
lace	čipka	fear	0.111
dreamt	sanjala	fear	0.111
holiness	svetosti	fear	0.109
pray	molite	fear	0.109
weight	težina	fear	0.109
incase	u slučaju	fear	0.109
knot	čvor	fear	0.109
confidence	samopouzdanje	fear	0.109
notoriety	ozloglašenost	fear	0.109
homework	zadaća	fear	0.109
destination	odredište	fear	0.109
bigday	budi dobar	fear	0.109
slender	vitak	fear	0.100
undecided	neodlučan	fear	0.098
sympathetic	saosećajno	fear	0.097
god	Bog	fear	0.094
grades	ocene	fear	0.094
loyal	lojalni	fear	0.094
poise	poise	fear	0.094
treat	liječiti	fear	0.094
confident	samouveren	fear	0.094
counsellor	savjetnik	fear	0.094
helmet	kaciga	fear	0.094
case	slučaj	fear	0.094
locate	locirati	fear	0.094
northeast	sjeveroistok	fear	0.088
compassion	saosećanje	fear	0.078
nurture	negovati	fear	0.078
graduation	diplomi	fear	0.078
graded	ocijenjen	fear	0.075
mum	mama	fear	0.070
infant	beba	fear	0.067
civilians	civili	fear	0.062
soulmate	soulmate	fear	0.062
civilian	civilni	fear	0.062
cloudiness	oblačnost	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parada	fear	0.062
cash	gotovina	fear	0.062
journey	putovanje	fear	0.062
guidelines	smernice	fear	0.062
youth	mladi	fear	0.062
opera	opera	fear	0.057
synonymous	sinonim	fear	0.056
praying	moliti	fear	0.047
honest	iskren	fear	0.047
intelligence	inteligencija	fear	0.038
romance	romansa	fear	0.031
lines	linije	fear	0.031
volunteer	volonter	fear	0.031
obey	poslušajte	fear	0.016
happiest	najsrećniji	joy	0.986
happiness	sreća	joy	0.984
bliss	blaženstvo	joy	0.971
celebrating	slavi	joy	0.970
jubilant	jubilantno	joy	0.969
ecstatic	ekstatično	joy	0.954
elation	oduševljenje	joy	0.944
bestdayever	najbolji dan ikad	joy	0.938
beaming	sjajno	joy	0.938
loveee	loveee	joy	0.932
celebration	proslava	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	radost	joy	0.924
happily	srećno	joy	0.922
excitement	uzbuđenje	joy	0.922
euphoria	euforija	joy	0.922
fabulous	fantastično	joy	0.922
joyous	radosno	joy	0.922
exuberance	bujnost	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	zahvalnost	joy	0.914
spectacular	spektakularno	joy	0.912
merriment	veselje	joy	0.912
happydance	sreća	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	presretan	joy	0.909
triumphant	trijumfalan	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstazi	joy	0.906
cheerful	veselo	joy	0.906
cheer	navijati	joy	0.897
elated	podstaknuta	joy	0.894
lovethis	volim ovo	joy	0.891
laugh	smeh	joy	0.891
jolly	veselo	joy	0.891
pleasures	zadovoljstva	joy	0.891
excitation	uzbuđenje	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	oduševljen	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	čudesno	joy	0.881
loving	ljubavi	joy	0.879
joyful	veselo	joy	0.879
outstanding	izvanredan	joy	0.879
blissful	blažen	joy	0.879
pleasurable	prijatan	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entuzijastičan	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	srećno	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tako sretan	joy	0.868
woohoo	woohoo	joy	0.864
laughing	smeje se	joy	0.864
superb	super	joy	0.864
wonderful	divno	joy	0.863
brilliant	sjajan	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	navijačice	joy	0.859
hooray	hooray	joy	0.859
glory	slava	joy	0.859
celebrated	proslavljen	joy	0.859
loved	voleo	joy	0.859
magnificent	veličanstven	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	haleluja	joy	0.859
exciting	uzbudljivo	joy	0.853
