word	Korean-ko	emotion	emotion-intensity-score
ocd	OCD	fear	0.375
sneaking	몰래 움직이는	fear	0.375
embarrassment	당황	fear	0.375
bankrupt	파산자	fear	0.375
dissolution	해산	fear	0.375
dentistry	치과	fear	0.375
edict	명령	fear	0.375
bunker	벙커	fear	0.375
antsy	antsy	fear	0.375
chasm	차이	fear	0.375
escaped	탈출 한	fear	0.375
whirlpool	소용돌이	fear	0.375
interrogate	심문하다	fear	0.375
psychological	심리적 인	fear	0.375
obligor	채무자	fear	0.375
misconception	오인	fear	0.375
military	군	fear	0.375
suspected	의심스러운	fear	0.375
locust	메뚜기	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	나쁜	fear	0.375
coldness	추위	fear	0.375
taunt	조롱	fear	0.375
obi	오비	fear	0.375
flu	독감	fear	0.375
barricade	바리케이드	fear	0.375
chimera	키메라	fear	0.375
sultan	술탄	fear	0.375
repellant	방수제	fear	0.373
unknown	알 수 없는	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	질투	fear	0.365
mug	얼굴	fear	0.359
consternation	깜짝 놀람	fear	0.359
rebel	반역자	fear	0.359
conquest	정복	fear	0.359
mournful	슬퍼하는	fear	0.359
concerned	우려하는	fear	0.359
mandamus	의무	fear	0.359
onedge	onedge	fear	0.359
recurring	되풀이하다	fear	0.359
jaundice	황달	fear	0.359
sectarian	종파적 인	fear	0.359
desert	사막	fear	0.359
cur	똥개	fear	0.359
difficult	어려운	fear	0.359
stint	정량	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	다트	fear	0.359
spike	스파이크	fear	0.359
timid	소심한	fear	0.359
wasting	낭비	fear	0.359
bottomless	밑바닥 없는	fear	0.359
warned	경고 한	fear	0.359
protestant	신교도	fear	0.359
contempt	경멸	fear	0.359
exam	시험	fear	0.359
depreciation	감가 상각	fear	0.359
anomaly	변칙	fear	0.359
rejects	거부하다	fear	0.359
pessimism	염세주의	fear	0.359
revolution	혁명	fear	0.359
formidable	무서운	fear	0.359
burke	버크	fear	0.359
cautionary	주의의	fear	0.359
headaches	두통	fear	0.359
bankruptcy	파산	fear	0.359
government	정부	fear	0.359
measles	흥역	fear	0.359
languishing	쇠약 해지는	fear	0.358
constrain	억누르다	fear	0.358
bane	독	fear	0.356
impeach	문제 삼다	fear	0.354
warden	파수꾼	fear	0.354
adverse	불리한	fear	0.352
lawyer	변호사	fear	0.349
libel	명예 훼손죄	fear	0.348
retrenchment	단축	fear	0.345
imminent	임박한	fear	0.345
unjustifiable	정당하지 못한	fear	0.344
knell	종소리	fear	0.344
contentious	논쟁의	fear	0.344
opposed	반대하는	fear	0.344
shame	부끄러움	fear	0.344
avoidance	기피	fear	0.344
resistant	저항하는	fear	0.344
discipline	징계	fear	0.344
defy	무시하다	fear	0.344
belittle	얕보다	fear	0.344
fanaticism	열광	fear	0.344
bearish	곰 같은	fear	0.344
opium	아편	fear	0.344
sorrow	슬픔	fear	0.344
mri	mri	fear	0.344
shaky	흔들리는	fear	0.344
hiss	스음	fear	0.344
loneliness	외로움	fear	0.344
swerve	곡구	fear	0.344
taboo	금기	fear	0.344
reckless	무모한	fear	0.344
obstacle	장애물	fear	0.344
launches	시작하다	fear	0.344
aaaaaaah	아아아아아	fear	0.344
verdict	평결	fear	0.344
servile	노예 같은	fear	0.344
hesitation	주저	fear	0.344
evade	피하다	fear	0.344
recession	경기 후퇴	fear	0.344
eel	뱀장어	fear	0.344
shortage	부족	fear	0.344
pest	해충	fear	0.344
cutter	커터	fear	0.344
psych	심령	fear	0.344
parachute	낙하산	fear	0.344
disrespectful	무례한	fear	0.343
phalanx	지골	fear	0.342
creature	생물	fear	0.340
mortgage	저당	fear	0.331
specter	유령	fear	0.331
enigmatic	수수께끼 같은	fear	0.329
caution	주의	fear	0.328
police	경찰	fear	0.328
shank	정강이	fear	0.328
undesirable	탐탁지 않은	fear	0.328
shutdown	일시 휴업	fear	0.328
dike	제방	fear	0.328
subordinate	부하	fear	0.328
gametime	게임 시간	fear	0.328
remove	풀다	fear	0.328
smut	흑수병	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	재난	fear	0.328
loom	직조기	fear	0.328
supremacy	최고	fear	0.328
unlucky	불길한	fear	0.328
quash	찌그러 뜨리다	fear	0.328
hives	두드러기	fear	0.328
wimp	겁쟁이	fear	0.328
gladiator	검투사	fear	0.328
feeling	감각	fear	0.328
dominion	지배	fear	0.328
encumbrance	방해물	fear	0.328
adrift	떠돌아	fear	0.328
defendant	피고	fear	0.328
outpost	전초	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	무의미한	fear	0.328
wrongly	잘못	fear	0.328
bugaboo	도깨비	fear	0.328
weirdo	이상한 사람	fear	0.328
ethereal	미묘한	fear	0.328
scarce	부족한	fear	0.327
unsettled	변하기 쉬운	fear	0.327
antisocial	반사회적인	fear	0.324
astray	타락한	fear	0.320
vigilant	자지 않고 지키는	fear	0.319
socialist	사회 주의자	fear	0.318
halter	고삐	fear	0.318
pessimist	비관론자	fear	0.317
pacing	페이싱	fear	0.316
opponent	상대	fear	0.312
discontinuity	불연속	fear	0.312
conspire	공모하다	fear	0.312
trickery	속임수	fear	0.312
obsessing	사로 잡히다	fear	0.312
seclusion	격리	fear	0.312
whirlwind	선풍	fear	0.312
unexpected	예기치 않은	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	벼락 공부	fear	0.312
collusion	공모	fear	0.312
muzzle	포구	fear	0.312
blight	마름병	fear	0.312
foreigner	외국인	fear	0.312
chargeable	청구 할 수있는	fear	0.312
laxative	완하제	fear	0.312
clinical	객관적인	fear	0.312
dentist	치과 의사	fear	0.312
therapist	치료사	fear	0.312
deadline	마감 시간	fear	0.312
bewilderment	당황	fear	0.312
litigate	소송하다	fear	0.312
nether	지하실	fear	0.312
thorny	어려운	fear	0.312
valium	발륨	fear	0.312
powerful	강한	fear	0.312
uneasy	불안한	fear	0.312
unkind	불친절한	fear	0.312
ordnance	병기	fear	0.312
wimpy	위핌	fear	0.312
overthinking	지나친 생각	fear	0.309
doubts	의심	fear	0.308
seriousness	진지함	fear	0.305
irrational	비이성적 인	fear	0.305
erase	삭제	fear	0.303
teasing	놀리는	fear	0.303
razor	면도칼	fear	0.303
sweating	발한	fear	0.298
reluctant	싫어하는	fear	0.297
mage	마술사	fear	0.297
crouching	웅크리는	fear	0.297
warning	경고	fear	0.297
endless	끝이없는	fear	0.297
adjudicate	판결하다	fear	0.297
bale	곤포	fear	0.297
inflation	인플레이션	fear	0.297
giant	거대한	fear	0.297
auditor	감사	fear	0.297
medical	의료	fear	0.297
swamp	늪	fear	0.297
bitch	암캐	fear	0.297
mislead	오도 ​​된	fear	0.297
weighty	무거운	fear	0.297
avoid	기피	fear	0.297
depreciated	감가 상각 된	fear	0.297
flounder	가자미	fear	0.297
deflation	수축	fear	0.297
unsurpassed	이겨낼 사람 없는	fear	0.297
dashed	대시의	fear	0.297
hide	숨는 장소	fear	0.297
timidity	소심	fear	0.297
deluge	대홍수	fear	0.287
disinformation	그릇된 정보	fear	0.286
court	법정	fear	0.284
aversion	혐오	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	해로운	fear	0.281
remains	유적	fear	0.281
discourage	낙심시키다	fear	0.281
cautious	조심성 있는	fear	0.281
oncoming	다가오는	fear	0.281
flying	나는	fear	0.281
mistaken	잘못된	fear	0.281
swelling	팽윤	fear	0.281
dwarfed	왜소합니까?	fear	0.281
surveillance	감시	fear	0.281
apache	아파치	fear	0.281
rush	돌진	fear	0.281
yelp	개가 깽깽 우는 소리	fear	0.281
cartridge	탄약통	fear	0.281
fortress	요새	fear	0.281
bigoted	편견없는	fear	0.281
notready	아직 없다	fear	0.281
challenge	도전	fear	0.281
submitting	제출	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	혼동	fear	0.281
unruly	~을	fear	0.281
intense	심한	fear	0.279
noncompliance	비준수	fear	0.276
alerts	경고	fear	0.276
planes	비행기	fear	0.274
displeased	불쾌한	fear	0.273
cop	순경	fear	0.273
unbridled	구속을받지 않은	fear	0.271
regiment	연대	fear	0.266
crowds	군중	fear	0.266
sentence	문장	fear	0.266
blindfold	눈가리개	fear	0.266
crouch	웅크림	fear	0.266
belt	벨트	fear	0.266
hooded	후드가 달린	fear	0.266
uncanny	섬뜩한	fear	0.266
cupping	컵	fear	0.266
sneak	좀도둑	fear	0.266
cloak	망토	fear	0.266
banger	소시지	fear	0.266
affront	모욕	fear	0.266
confession	고백	fear	0.266
blemish	흠	fear	0.266
posse	일대	fear	0.266
auditions	오디션	fear	0.266
forgotten	잊혀진	fear	0.266
immerse	잠그다	fear	0.266
operation	조작	fear	0.266
elevation	높이	fear	0.266
shanghai	상하이	fear	0.266
hood	후드	fear	0.266
problem	문제	fear	0.266
skid	활재	fear	0.266
insomnia	잠 잘 수 없음	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	곡예사	fear	0.266
flurries	돌풍	fear	0.266
force	힘	fear	0.266
spur	박차	fear	0.262
defense	방어	fear	0.258
mortgagor	저당권 설정자	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	운영	fear	0.250
rascal	악당	fear	0.250
standstill	정지	fear	0.250
doubt	의심	fear	0.250
cataract	백내장	fear	0.250
repent	회개하다	fear	0.250
unfamiliar	생소한	fear	0.250
delusional	망상적인	fear	0.250
obliging	기꺼이 남을 돌봐 주는	fear	0.250
hag	추한 노파	fear	0.250
defend	지키다	fear	0.250
guard	가드	fear	0.250
scapegoat	속죄 염소	fear	0.250
swampy	늪	fear	0.250
react	반응하다	fear	0.250
breakingnews	긴급 속보	fear	0.250
foul	반칙	fear	0.250
spinster	노처녀	fear	0.250
indifference	무관심	fear	0.250
sunk	침몰 한	fear	0.250
picket	피켓	fear	0.250
insect	곤충	fear	0.250
rating	평가	fear	0.250
forewarned	미리 경고 한	fear	0.250
indecisive	우유부단한	fear	0.250
stealthy	은밀한	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	접지 된	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	제일 높은	fear	0.236
inequality	불평등	fear	0.234
rekindle	다시 휘젓다	fear	0.234
shrink	수축	fear	0.234
scaffold	발판	fear	0.234
discontent	불만	fear	0.234
verge	가장자리	fear	0.234
psychiatrist	정신과 의사	fear	0.234
overdrive	오버 드라이브	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	중재하다	fear	0.234
pinion	날개	fear	0.234
finalized	확정 된	fear	0.234
shelters	대피소	fear	0.234
sleepless	잠 못 이루는	fear	0.234
dependence	의존	fear	0.234
chicken	치킨	fear	0.234
instinctive	본능적 인	fear	0.234
buzz	버저 소리	fear	0.234
difficulty	어려움	fear	0.234
bee	벌	fear	0.234
insomniac	불면증	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	책임	fear	0.234
rushing	서두르는	fear	0.233
overslept	늦잠 잤다	fear	0.226
default	태만	fear	0.226
confessional	고해성의	fear	0.225
impatient	참을성없는	fear	0.224
immigrant	이민	fear	0.219
heft	무게	fear	0.219
sweat	땀	fear	0.219
waver	동요	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	적은	fear	0.219
thrill	스릴	fear	0.219
cane	지팡이	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	만약	fear	0.219
tactics	전술	fear	0.219
veer	부채	fear	0.219
unequal	같지 않은	fear	0.219
lastminute	마지막 순간	fear	0.219
jungle	밀림	fear	0.219
bait	미끼	fear	0.219
revelations	계시	fear	0.219
blues	블루스	fear	0.219
overtired	지나친	fear	0.218
prognosis	예지	fear	0.217
alertness	경보	fear	0.216
hyped	과장된	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	위망	fear	0.212
tryouts	시험	fear	0.210
clowns	광대	fear	0.207
fluctuation	파동	fear	0.204
restless	불안한	fear	0.204
examination	시험	fear	0.204
intimacy	친밀	fear	0.203
phew	휴	fear	0.203
quail	메추라기	fear	0.203
hurry	서두르다	fear	0.203
uphill	고개 위로	fear	0.203
mighty	거대한	fear	0.203
birth	출생	fear	0.203
cross	십자가	fear	0.203
help	도움	fear	0.203
overcome	이기다	fear	0.203
recesses	오목 부	fear	0.203
acceptances	수락	fear	0.203
fearless	용감한	fear	0.200
ware	제품	fear	0.198
change	변화	fear	0.198
withstand	버티다	fear	0.197
asap	가능한 빨리	fear	0.191
owing	빚지고있는	fear	0.188
gnome	금언	fear	0.188
cautiously	조심성 있게	fear	0.188
tract	관	fear	0.188
deadlines	마감일	fear	0.188
heighten	높이다	fear	0.188
attorney	변호사	fear	0.188
bug	곤충	fear	0.188
knots	매듭	fear	0.188
fragile	깨지기 쉬운	fear	0.188
rule	규칙	fear	0.188
advance	전진	fear	0.188
intrigue	음모	fear	0.188
overcoming	극복하는	fear	0.188
stillness	고요함	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	손목 시계	fear	0.188
unorganised	조직되지 않은	fear	0.188
elf	꼬마 요정	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	고독한	fear	0.183
slippery	미끄러운	fear	0.181
interview	회견	fear	0.180
everyman	모든 사람들	fear	0.178
speculation	추측	fear	0.176
needtoknow	알 필요가있다	fear	0.173
assessment	평가	fear	0.172
competition	경쟁	fear	0.172
settlor	세틀러	fear	0.172
rod	막대	fear	0.172
checkpoint	검문소	fear	0.172
regulatory	규정하는	fear	0.172
worship	예배	fear	0.172
shell	껍질	fear	0.172
readytogo	준비 됐어	fear	0.172
uncertain	불확실한	fear	0.172
unsure	불안정한	fear	0.172
birch	자작 나무	fear	0.172
surprise	놀람	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	왕겨	fear	0.172
composure	침착	fear	0.172
interviewer	면접관	fear	0.172
less	적게	fear	0.167
coy	코이	fear	0.162
iris	아이리스	fear	0.160
audition	오디션	fear	0.156
sly	교활한	fear	0.156
legalized	합법화 된	fear	0.156
intimately	친밀하게	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	카운트 다운	fear	0.156
hearing	듣기	fear	0.156
bases	기초	fear	0.156
medication	약물 치료	fear	0.156
ceasefire	정전	fear	0.156
retirement	퇴직	fear	0.156
courageous	용기 있는	fear	0.154
overthinker	지나친 사람	fear	0.153
backtrack	역 추적하다	fear	0.151
dawned	새벽	fear	0.150
censor	검열	fear	0.149
bailiff	집행관	fear	0.147
syllabus	강의 계획서	fear	0.147
gent	신사	fear	0.141
caricature	풍자 만화	fear	0.141
rationality	합리성	fear	0.141
cove	후미	fear	0.141
newcomer	새로 온 사람	fear	0.141
eventuality	궁극	fear	0.141
imagination	상상력	fear	0.141
validity	효력	fear	0.141
waiting	기다리는	fear	0.141
delay	지연	fear	0.141
shy	수줍은	fear	0.140
alreadyyyyy	벌써부터	fear	0.140
symptom	징후	fear	0.133
excite	일으키다	fear	0.132
raccoon	너구리	fear	0.127
prevent	막다	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	시골뜨기	fear	0.125
ahhh	아아아	fear	0.125
hawk	매	fear	0.125
campaigning	선거 운동	fear	0.125
soready	아내	fear	0.125
tryout	시험하다	fear	0.125
marry	얻다	fear	0.125
sprite	요정	fear	0.125
swim	수영	fear	0.125
gameday	경기 날	fear	0.125
sag	처짐	fear	0.123
pharmacy	조제	fear	0.123
policeman	경관	fear	0.121
lace	레이스	fear	0.111
dreamt	꿈꾸는	fear	0.111
holiness	신성한 것	fear	0.109
pray	빌다	fear	0.109
weight	무게	fear	0.109
incase	...을 넣다	fear	0.109
knot	매듭	fear	0.109
confidence	자신	fear	0.109
notoriety	평판	fear	0.109
homework	숙제	fear	0.109
destination	목적지	fear	0.109
bigday	빅 데이	fear	0.109
slender	날씬한	fear	0.100
undecided	결정되지 않은	fear	0.098
sympathetic	교감 신경	fear	0.097
god	하나님	fear	0.094
grades	성적	fear	0.094
loyal	충성스러운	fear	0.094
poise	평정	fear	0.094
treat	턱	fear	0.094
confident	자신감	fear	0.094
counsellor	참사관	fear	0.094
helmet	헬멧	fear	0.094
case	케이스	fear	0.094
locate	위치하고 있다	fear	0.094
northeast	북동	fear	0.088
compassion	측은히 여김	fear	0.078
nurture	양육	fear	0.078
graduation	눈금	fear	0.078
graded	등급이 매겨진	fear	0.075
mum	침묵	fear	0.070
infant	유아	fear	0.067
civilians	사복	fear	0.062
soulmate	소울 메이트	fear	0.062
civilian	일반 민간인	fear	0.062
cloudiness	흐림	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	축제	fear	0.062
cash	현금	fear	0.062
journey	여행	fear	0.062
guidelines	지침	fear	0.062
youth	청소년	fear	0.062
opera	오페라	fear	0.057
synonymous	동의어	fear	0.056
praying	기도하다	fear	0.047
honest	정직한	fear	0.047
intelligence	지성	fear	0.038
romance	로맨스	fear	0.031
lines	윤곽	fear	0.031
volunteer	지원자	fear	0.031
obey	복종하다	fear	0.016
happiest	가장 행복한	joy	0.986
happiness	행복	joy	0.984
bliss	다시 없는 기쁨	joy	0.971
celebrating	축하	joy	0.970
jubilant	기뻐하는	joy	0.969
ecstatic	황홀한	joy	0.954
elation	의기 양양	joy	0.944
bestdayever	최고의 날	joy	0.938
beaming	빛나는	joy	0.938
loveee	사랑하는 사람	joy	0.932
celebration	축하	joy	0.929
awesomeness	굉장한	joy	0.926
joy	즐거움	joy	0.924
happily	행복하게	joy	0.922
excitement	흥분	joy	0.922
euphoria	행복감	joy	0.922
fabulous	굉장한	joy	0.922
joyous	즐거운	joy	0.922
exuberance	충일	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	사랑한다	joy	0.920
gratitude	감사	joy	0.914
spectacular	장관의	joy	0.912
merriment	명랑한 소동	joy	0.912
happydance	행복감	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	기뻤던	joy	0.909
triumphant	의기 양양한	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	엑스터시	joy	0.906
cheerful	쾌활한	joy	0.906
cheer	격려	joy	0.897
elated	의기 양양한	joy	0.894
lovethis	이거 너무 좋아	joy	0.891
laugh	웃음	joy	0.891
jolly	즐거운	joy	0.891
pleasures	즐거움	joy	0.891
excitation	자극	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	기쁜	joy	0.891
exhilaration	기분 전환	joy	0.891
marvelously	놀랍게도	joy	0.881
loving	사랑하는	joy	0.879
joyful	즐거운	joy	0.879
outstanding	두드러진	joy	0.879
blissful	더없이 행복한	joy	0.879
pleasurable	즐거운	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	열정적 인	joy	0.875
lovinglife	사랑하는 삶	joy	0.875
glee	기쁨	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	너무 행복한	joy	0.868
woohoo	우우	joy	0.864
laughing	웃음	joy	0.864
superb	훌륭한	joy	0.864
wonderful	훌륭한	joy	0.863
brilliant	훌륭한	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	응원	joy	0.859
hooray	만세	joy	0.859
glory	영광	joy	0.859
celebrated	유명한	joy	0.859
loved	사랑하는	joy	0.859
magnificent	장엄한	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	할렐루야	joy	0.859
exciting	흥미 진진한	joy	0.853
heavenly	천국 같은	joy	0.853
thrilled	감동적인	joy	0.851
mademyday	졸업생	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	세상에 알리다	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	축복	joy	0.844
wonderfully	훌륭하게	joy	0.844
sweetness	단맛	joy	0.833
marvellous	기이	joy	0.833
festive	축제의	joy	0.833
blessed	축복 받은	joy	0.833
paradise	파라다이스	joy	0.833
celebrations	축하	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	웃고있는	joy	0.828
enchanting	매혹적인	joy	0.828
love	애정	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	집에 가기	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	웃음	joy	0.824
marvelous	기이	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	기념	joy	0.818
sensational	눈부신	joy	0.818
delightful	매우 기쁜	joy	0.818
happyheart	행복한 사람	joy	0.818
rejoicing	기쁨	joy	0.818
joys	기쁨	joy	0.818
goodness	선량	joy	0.818
excited	흥분한	joy	0.818
excellence	우수	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	경쾌한	joy	0.814
glorious	거룩한	joy	0.812
lovemaking	사랑 만들기	joy	0.812
rejoice	기쁘게 하다	joy	0.812
victorious	승리의	joy	0.812
excellent	우수한	joy	0.812
bonanza	대성공	joy	0.812
smiley	웃는	joy	0.812
enjoy	즐겨	joy	0.812
splendid	화려한	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	좋은 시간	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	행복한 날	joy	0.809
myfavorite	내가 좋아하는 것	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	낙	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	기쁨	joy	0.803
giggle	킬킬 웃음	joy	0.802
yesss	예스	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	성공	joy	0.797
happier	더 행복한	joy	0.797
dancing	댄스	joy	0.797
lovinlife	사랑의 생활	joy	0.797
magnificence	웅대	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	기분 좋은	joy	0.789
splendor	화려	joy	0.788
amuse	즐겁게 하다	joy	0.788
fun	장난	joy	0.788
happy	행복	joy	0.788
enchanted	마법에 걸린	joy	0.781
glorify	영화 롭게하다	joy	0.781
glad	기쁜	joy	0.781
beautiful	아름다운	joy	0.781
solucky	졸라 같은	joy	0.781
giggling	낄낄 거림	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	광점	joy	0.781
heavens	하늘	joy	0.779
perfection	완전	joy	0.779
christmassy	크리스 마시	joy	0.779
romance	로맨스	joy	0.779
thrilling	떨리는	joy	0.776
miraculous	기적적	joy	0.773
fiesta	축제	joy	0.773
entertain	즐겁게 하다	joy	0.773
congrats	축하	joy	0.773
cheers	건배	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	양성	joy	0.773
lovable	사랑스러운	joy	0.773
cheered	환성을주는	joy	0.773
funday	자금 조달	joy	0.772
enjoying	즐기는	joy	0.771
cuddling	껴안는	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	즐기는	joy	0.766
lifeisgood	생명력	joy	0.766
thebest	가장	joy	0.766
sosweet	맛있는	joy	0.766
smiles	웃음	joy	0.766
delight	기쁨	joy	0.765
orgasm	오르가슴	joy	0.765
party	파티	joy	0.765
positive	양	joy	0.761
cheerfulness	쾌활함	joy	0.758
miracles	기적	joy	0.758
sweetheart	연인	joy	0.758
enlighten	밝히다	joy	0.758
christmastime	크리스마스 때	joy	0.757
giddy	현기증 나는	joy	0.757
romantic	낭만적 인	joy	0.750
gratify	채우다	joy	0.750
friendliness	우정	joy	0.750
laughs	웃음	joy	0.750
greatness	위대	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	유쾌한	joy	0.750
blessings	축복	joy	0.750
smile	미소	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	장난치며 놀다	joy	0.748
jubilee	축제	joy	0.742
enthusiasm	열광	joy	0.742
triumph	승리	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	마법 같은	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	기적	joy	0.742
rewarding	보람있는	joy	0.742
feelgood	기분 좋은	joy	0.736
prosperity	번영	joy	0.735
luxurious	호화로운	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	활기 있는	joy	0.734
goodday	좋은 날	joy	0.734
passionate	열렬한	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	호리다	joy	0.734
victory	승리	joy	0.734
admiration	감탄	joy	0.734
tgif	tgif	joy	0.734
glorification	축제	joy	0.733
sing	노래	joy	0.729
glowing	빛나는	joy	0.729
breathtaking	아슬 아슬한	joy	0.728
fulfillment	이행	joy	0.728
yessss	예스	joy	0.728
cheery	기분 좋은	joy	0.727
thankful	감사하는	joy	0.727
hurrah	만세	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	산타	joy	0.727
award	장학금	joy	0.727
atpeace	평화	joy	0.727
win	승리	joy	0.727
merry	명랑한	joy	0.727
pleased	기쁘게 생각한	joy	0.725
radiance	발광	joy	0.725
inspiration	영감	joy	0.725
uplift	융기	joy	0.723
optimistic	낙관적 인	joy	0.723
heaven	천국	joy	0.721
lucky	운이 좋은	joy	0.721
thrill	스릴	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	휴가	joy	0.721
harmony	조화	joy	0.719
brighten	닦다	joy	0.719
lover	연인	joy	0.719
heartfelt	진심 어린	joy	0.719
utopian	유토피아의	joy	0.719
xmas	크리스마스	joy	0.719
lovely	아름다운	joy	0.719
amusement	즐거움	joy	0.719
congratulatory	축하의	joy	0.719
praising	찬양	joy	0.719
thriving	번성하는	joy	0.719
perfect	완전한	joy	0.719
magic	마법	joy	0.712
luckiest	운이 좋은	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	사치	joy	0.712
bestfeeling	최면술	joy	0.712
treasures	보물	joy	0.712
achievement	성취	joy	0.712
yay	예	joy	0.712
holiday	휴일	joy	0.712
intimate	친밀한	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	킬킬 웃음	joy	0.706
rave	날뛰다	joy	0.706
proud	교만한	joy	0.704
truelove	진실한 사랑	joy	0.703
fuckyeah	망할	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	놀랍게도	joy	0.703
goodnews	좋은 소식	joy	0.703
optimism	낙천주의	joy	0.703
satisfying	만족스러운	joy	0.703
gooood	gooood	joy	0.703
sweetest	가장 감미로운	joy	0.703
cherish	소중히 하다	joy	0.703
goodlife	좋은 인생	joy	0.703
beautification	아름다움	joy	0.703
appreciates	고맙다	joy	0.703
winning	승리	joy	0.703
cuddled	껴안는	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	즐겁게 한	joy	0.700
excite	일으키다	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	생일	joy	0.691
metime	시간	joy	0.688
favorite	특히 잘하는	joy	0.688
honored	존경받는	joy	0.688
content	함유량	joy	0.688
godsend	신의 선물	joy	0.688
entertaining	재미있는	joy	0.688
angelic	천사의	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	동경	joy	0.688
exquisite	절묘한	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	귀한	joy	0.682
majestic	위엄 있는	joy	0.682
appreciated	고맙다	joy	0.682
luscious	감미로운	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	미소 지은	joy	0.682
bestfriends	친한 친구	joy	0.682
exaltation	항진	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	더 밝게	joy	0.682
