word	Kazakh-kk	emotion	emotion-intensity-score
disturbance	бұзылу	fear	0.459
denunciation	күшін жою	fear	0.456
stigma	стигма	fear	0.455
destitute	кедейлік	fear	0.455
powerfully	қуатты	fear	0.454
penalty	айыппұл	fear	0.453
derogatory	кемсітушілік	fear	0.453
spasm	спазм	fear	0.453
illicit	заңсыз	fear	0.453
dinosaur	динозавр	fear	0.453
disruption	үзіліс	fear	0.453
lockup	құлыптау	fear	0.453
restrain	ұстаңыз	fear	0.453
rifle	мылтық	fear	0.453
disreputable	бұзылмайтын	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	ескерту	fear	0.453
quandary	қиындықтар	fear	0.453
resisting	қарсылық	fear	0.453
rigor	қатаңдық	fear	0.453
stranger	бейтаныс адам	fear	0.453
penal	айыппұл	fear	0.453
grope	grope	fear	0.453
scold	қорлау	fear	0.453
orphan	жетім	fear	0.453
resign	отставка	fear	0.453
hydrocephalus	гидроцефалия	fear	0.453
shrill	шіркеу	fear	0.453
howl	әзіл	fear	0.453
unspeakable	түсініксіз	fear	0.453
wail	дауыстап	fear	0.453
straits	қақтығыстар	fear	0.453
indoctrination	индукция	fear	0.453
apprehension	ұстау	fear	0.453
batter	баттер	fear	0.453
arraignment	келісу	fear	0.450
urgent	шұғыл	fear	0.450
tramp	трамплиннен	fear	0.440
stress	стресс	fear	0.439
behemoth	Бегемот	fear	0.439
dominate	басым	fear	0.438
targeting	мақсат	fear	0.438
broke	сынған	fear	0.438
looming	тоқтап тұру	fear	0.438
tribunal	трибунал	fear	0.438
debacle	бұзу	fear	0.438
forfeiture	тәркілеу	fear	0.438
dislocated	шығарылған	fear	0.438
infirmity	әлсіздік	fear	0.438
impermeable	өткізбейтін	fear	0.438
predicament	қиын жағдай	fear	0.438
falter	құлдырауы	fear	0.438
displaced	ауыстырылды	fear	0.438
concealed	жасырын	fear	0.438
illegitimate	заңсыз	fear	0.438
unprepared	дайын емес	fear	0.438
scarcity	тапшылығы	fear	0.438
wince	wince	fear	0.438
mace	мажор	fear	0.438
expel	шығарыңыз	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	кедергі жасау	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	айырылған	fear	0.438
dentists	стоматологтар	fear	0.438
irreconcilable	келіспесіз	fear	0.438
bewildered	таң қалдырды	fear	0.438
indomitable	ауыспайтын	fear	0.438
rheumatism	ревматизм	fear	0.438
accidental	кездейсоқтық	fear	0.438
prick	таяқша	fear	0.438
entangled	араласқан	fear	0.438
atrophy	атрофия	fear	0.438
asp	асп	fear	0.438
perverse	қате	fear	0.438
cabal	кабал	fear	0.438
yell	жалбарыну	fear	0.438
gasping	газды сөндіру	fear	0.438
probation	сынақ мерзімі	fear	0.438
accuser	айыптаушы	fear	0.438
insulting	қорлау	fear	0.435
mysterious	жұмбақ	fear	0.435
halting	тоқтату	fear	0.435
rebels	бүлікшілер	fear	0.435
repulsion	итермелеу	fear	0.431
glare	жарқырау	fear	0.430
punitive	жазалаушы	fear	0.425
sordid	сирек	fear	0.425
stake	үлесі	fear	0.423
tempest	дауыл	fear	0.423
ultimatum	ультиматум	fear	0.422
reticent	нашар	fear	0.422
bayonet	құлпынай	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	суспензия	fear	0.422
lament	жыртылған	fear	0.422
burdensome	ауыртпалықты	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	шабуылдау	fear	0.422
coyote	Койот	fear	0.422
deleterious	зиянды	fear	0.422
dissident	диссидент	fear	0.422
varicella	варикелла	fear	0.422
wilderness	шөл дала	fear	0.422
delusion	алдау	fear	0.422
bigot	фанат	fear	0.422
unsteady	тұрақсыз	fear	0.422
stresses	кернеулер	fear	0.422
offense	қылмыс	fear	0.422
heathen	халықтар	fear	0.422
prowl	әйтпесе	fear	0.422
troll	тролль	fear	0.422
infamous	ақылсыз	fear	0.422
disappear	жоғалады	fear	0.422
depress	басу	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	табиғи емес	fear	0.422
usurped	ұрланған	fear	0.422
steal	ұрлау	fear	0.422
anathema	анатея	fear	0.422
fainting	жоғалту	fear	0.422
alien	шетелдіктер	fear	0.422
extrajudicial	соттан тыс	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	гидра	fear	0.422
adversity	қиындықтар	fear	0.418
ineptitude	күдіксіздік	fear	0.417
outsider	бөтен адам	fear	0.413
ugliness	нәзіктік	fear	0.410
vulture	жыртқыш	fear	0.410
immoral	ақымақтық	fear	0.410
scar	шрамы	fear	0.406
stressful	стрессті	fear	0.406
screech	шірік	fear	0.406
wary	сақ болыңыз	fear	0.406
disgust	жиренішті	fear	0.406
stressing	стресс	fear	0.406
deport	депортациялау	fear	0.406
nausea	айнуы	fear	0.406
resection	резекция	fear	0.406
blackout	қараңғылық	fear	0.406
disallowed	тыйым салынған	fear	0.406
insolvent	төлем қабілетсіздігі	fear	0.406
dismissal	жұмыстан босату	fear	0.406
omnipotence	күші	fear	0.406
possession	иелену	fear	0.406
tearful	жыртқыш	fear	0.406
disorder	бұзылуы	fear	0.406
squall	сквал	fear	0.406
dominant	басым	fear	0.406
disabled	мүгедек	fear	0.406
drones	ұшақтар	fear	0.406
recklessness	ренішсіздік	fear	0.406
escape	қашу	fear	0.406
distressed	алаңдаушылық	fear	0.406
claw	тығын	fear	0.406
stretcher	сорғышы	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	тақуа	fear	0.406
weakly	әлсіз	fear	0.406
rubble	қоқыс	fear	0.406
whimper	қытырлақ	fear	0.406
ghetto	геттоларда	fear	0.406
socialism	социализм	fear	0.405
conspiracy	қыршын	fear	0.400
toughness	төзімділік	fear	0.400
defection	дефекция	fear	0.398
absence	болмауы	fear	0.396
moan	жылап	fear	0.394
crusade	крест жауабы	fear	0.392
radon	радон	fear	0.391
lose	жоғалту	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	күмәнді	fear	0.391
unemployed	жұмыссыздар	fear	0.391
reject	бас тарту	fear	0.391
excitation	қозғау	fear	0.391
xanax	xanax	fear	0.391
stifled	ұрланған	fear	0.391
scarecrow	қасқыр	fear	0.391
concealment	жасыру	fear	0.391
conquer	жаулап алу	fear	0.391
discrimination	кемсіту	fear	0.391
diagnosis	диагноз	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	тұзақ	fear	0.391
separation	бөлу	fear	0.391
overt	ашты	fear	0.391
urgency	өзекті	fear	0.391
musket	мушкет	fear	0.391
unrest	тәртіпсіздік	fear	0.391
descent	түсіру	fear	0.391
avoiding	болдырмау	fear	0.391
cyst	кист	fear	0.391
gulp	гулеп	fear	0.391
procedure	рәсім	fear	0.391
submission	ұсыну	fear	0.391
hardened	қатайтылған	fear	0.391
refutation	жоққа шығару	fear	0.391
repellent	репеллент	fear	0.391
cleave	жабылады	fear	0.391
suspicion	күдік	fear	0.391
poverty	кедейлік	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	дәрменсіздік	fear	0.391
mental	ақылды	fear	0.391
theocratic	теократиялық	fear	0.391
spaz	спаз	fear	0.391
brimstone	күкірт	fear	0.391
throb	қыдыру	fear	0.388
outcast	шеттетілді	fear	0.388
orc	орк	fear	0.388
disapprove	мақұлдамады	fear	0.380
dontpanic	белгісіз	fear	0.378
plea	өтініш	fear	0.377
withdrawals	алып тастау	fear	0.377
pressure	қысым	fear	0.375
grieve	қайғырып	fear	0.375
frigate	фрегат	fear	0.375
kerosene	керосин	fear	0.375
nauseous	ашкөздік	fear	0.375
khan	хан	fear	0.375
expose	ашу	fear	0.375
ocd	ocd	fear	0.375
sneaking	шапқыншылық	fear	0.375
embarrassment	ыңғайсыздық	fear	0.375
bankrupt	банкрот	fear	0.375
dissolution	еруі	fear	0.375
dentistry	стоматология	fear	0.375
edict	жарлық	fear	0.375
bunker	бункер	fear	0.375
antsy	антсис	fear	0.375
chasm	жырығы	fear	0.375
escaped	қашып кетті	fear	0.375
whirlpool	гидромассаж	fear	0.375
interrogate	жауап беру	fear	0.375
psychological	психологиялық	fear	0.375
obligor	борышкер	fear	0.375
misconception	қате түсінік	fear	0.375
military	әскери	fear	0.375
suspected	күдікті	fear	0.375
locust	шегіртке	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	жаман	fear	0.375
coldness	салқындық	fear	0.375
taunt	қорлау	fear	0.375
obi	obi	fear	0.375
flu	тұмау	fear	0.375
barricade	баррикада	fear	0.375
chimera	химера	fear	0.375
sultan	сұлтан	fear	0.375
repellant	репеллент	fear	0.373
unknown	белгісіз	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	қызғаныш	fear	0.365
mug	кружка	fear	0.359
consternation	шатыстылық	fear	0.359
rebel	бүлікші	fear	0.359
conquest	жаулап алу	fear	0.359
mournful	қайғылы	fear	0.359
concerned	мүдделі	fear	0.359
mandamus	мандамус	fear	0.359
onedge	қосылды	fear	0.359
recurring	қайталанатын	fear	0.359
jaundice	сарғаю	fear	0.359
sectarian	сектанттық	fear	0.359
desert	шөл	fear	0.359
cur	с	fear	0.359
difficult	қиын	fear	0.359
stint	тоқтап тұрыңыз	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	дарт	fear	0.359
spike	шегу	fear	0.359
timid	ұялшақ	fear	0.359
wasting	жұмсау	fear	0.359
bottomless	түпсіз	fear	0.359
warned	ескертті	fear	0.359
protestant	протестант	fear	0.359
contempt	жек көрушілік	fear	0.359
exam	емтихан	fear	0.359
depreciation	амортизация	fear	0.359
anomaly	аномалия	fear	0.359
rejects	қабылдамайды	fear	0.359
pessimism	пессимизм	fear	0.359
revolution	революция	fear	0.359
formidable	төзімді	fear	0.359
burke	Бурк	fear	0.359
cautionary	ескерту	fear	0.359
headaches	бас аурулары	fear	0.359
bankruptcy	банкроттық	fear	0.359
government	үкімет	fear	0.359
measles	қызылша	fear	0.359
languishing	мазасыздық	fear	0.358
constrain	шектеу	fear	0.358
bane	қате	fear	0.356
impeach	импичмент	fear	0.354
warden	бақылаушы	fear	0.354
adverse	жағымсыз	fear	0.352
lawyer	заңгер	fear	0.349
libel	жала жабу	fear	0.348
retrenchment	қысқарту	fear	0.345
imminent	жақын арада	fear	0.345
unjustifiable	әділетсіз	fear	0.344
knell	ұру	fear	0.344
contentious	даулы	fear	0.344
opposed	қарсы	fear	0.344
shame	ұят	fear	0.344
avoidance	болдырмау	fear	0.344
resistant	төзімді	fear	0.344
discipline	пән	fear	0.344
defy	қарсылық	fear	0.344
belittle	кемсіту	fear	0.344
fanaticism	фанатизм	fear	0.344
bearish	аюлар	fear	0.344
opium	апиын	fear	0.344
sorrow	қайғы	fear	0.344
mri	mri	fear	0.344
shaky	шытты	fear	0.344
hiss	сезім	fear	0.344
loneliness	жалғыздық	fear	0.344
swerve	ауытқу	fear	0.344
taboo	тыйым	fear	0.344
reckless	ақылсыз	fear	0.344
obstacle	кедергі	fear	0.344
launches	іске қосылады	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	үкім	fear	0.344
servile	қызмет көрсету	fear	0.344
hesitation	ауытқу	fear	0.344
evade	жалтару	fear	0.344
recession	құлдырау	fear	0.344
eel	жыланбалық	fear	0.344
shortage	жетіспеушілік	fear	0.344
pest	зиянкестер	fear	0.344
cutter	кескіш	fear	0.344
psych	псих	fear	0.344
parachute	парашют	fear	0.344
disrespectful	құрметтемейді	fear	0.343
phalanx	фаланкс	fear	0.342
creature	тірі	fear	0.340
mortgage	ипотека	fear	0.331
specter	спектакль	fear	0.331
enigmatic	жұмбақ	fear	0.329
caution	сақ болыңыз	fear	0.328
police	полиция	fear	0.328
shank	шаншу	fear	0.328
undesirable	жағымсыз	fear	0.328
shutdown	жабу	fear	0.328
dike	әйелі	fear	0.328
subordinate	бағынышты	fear	0.328
gametime	gametime	fear	0.328
remove	жою	fear	0.328
smut	түтін	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	мишап	fear	0.328
loom	ілгек	fear	0.328
supremacy	үстемдік	fear	0.328
unlucky	сәтсіз	fear	0.328
quash	қақтығыстар	fear	0.328
hives	үйірмелер	fear	0.328
wimp	wimp	fear	0.328
gladiator	гладиатор	fear	0.328
feeling	сезім	fear	0.328
dominion	доминион	fear	0.328
encumbrance	ауыртпалық	fear	0.328
adrift	қолайсыздық	fear	0.328
defendant	жауапкер	fear	0.328
outpost	форпосты	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	мағынасыз	fear	0.328
wrongly	дұрыс емес	fear	0.328
bugaboo	бугабу	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	эфирлік	fear	0.328
scarce	аз	fear	0.327
unsettled	шешілмеген	fear	0.327
antisocial	антисоциальлық	fear	0.324
astray	өтірік	fear	0.320
vigilant	сергек	fear	0.319
socialist	социалистік	fear	0.318
halter	ұңғылы	fear	0.318
pessimist	пессимист	fear	0.317
pacing	шапшаңдық	fear	0.316
opponent	қарсылас	fear	0.312
discontinuity	үзіліс	fear	0.312
conspire	келіседі	fear	0.312
trickery	алдау	fear	0.312
obsessing	ұстану	fear	0.312
seclusion	оқшаулау	fear	0.312
whirlwind	боран	fear	0.312
unexpected	күтпеген	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	кәріз	fear	0.312
collusion	келісу	fear	0.312
muzzle	мылтық	fear	0.312
blight	жарақат	fear	0.312
foreigner	шетелдіктер	fear	0.312
chargeable	ақылы	fear	0.312
laxative	лакциялық	fear	0.312
clinical	клиникалық	fear	0.312
dentist	тіс дәрігері	fear	0.312
therapist	терапевт	fear	0.312
deadline	мерзімі	fear	0.312
bewilderment	таңқаларлық	fear	0.312
litigate	сот талқылауы	fear	0.312
nether	торап	fear	0.312
thorny	тікенек	fear	0.312
valium	валиум	fear	0.312
powerful	қуатты	fear	0.312
uneasy	тыныш	fear	0.312
unkind	мейірімсіз	fear	0.312
ordnance	снаряд	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	көп ойлану	fear	0.309
doubts	күмән	fear	0.308
seriousness	елеулі	fear	0.305
irrational	иррационалды емес	fear	0.305
erase	өшіру	fear	0.303
teasing	алаяқтық	fear	0.303
razor	ұстара	fear	0.303
sweating	терлеу	fear	0.298
reluctant	құлықсыз	fear	0.297
mage	маз	fear	0.297
crouching	жұлдыру	fear	0.297
warning	ескерту	fear	0.297
endless	шексіз	fear	0.297
adjudicate	сот шешімі	fear	0.297
bale	балет	fear	0.297
inflation	инфляция	fear	0.297
giant	алып	fear	0.297
auditor	аудитор	fear	0.297
medical	медициналық	fear	0.297
swamp	батпақ	fear	0.297
bitch	ботқа	fear	0.297
mislead	адастыру	fear	0.297
weighty	салмақты	fear	0.297
avoid	болдырмау	fear	0.297
depreciated	амортизацияланған	fear	0.297
flounder	камбала	fear	0.297
deflation	дефляция	fear	0.297
unsurpassed	артық емес	fear	0.297
dashed	кесілген	fear	0.297
hide	жасыру	fear	0.297
timidity	қорқыныш	fear	0.297
deluge	су тасқыны	fear	0.287
disinformation	дезинформация	fear	0.286
court	сот	fear	0.284
aversion	жексұрындық	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	жансыз	fear	0.281
remains	қалады	fear	0.281
discourage	бас тарту	fear	0.281
cautious	абайлаңыз	fear	0.281
oncoming	келу	fear	0.281
flying	ұшу	fear	0.281
mistaken	қате	fear	0.281
swelling	Ісіну	fear	0.281
dwarfed	күлкілі	fear	0.281
surveillance	қадағалау	fear	0.281
apache	apache	fear	0.281
rush	шапшаңдық	fear	0.281
yelp	жамбас	fear	0.281
cartridge	картридж	fear	0.281
fortress	бекініс	fear	0.281
bigoted	фанат	fear	0.281
notready	дайын емес	fear	0.281
challenge	шақыру	fear	0.281
submitting	жіберу	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	шатасуы	fear	0.281
unruly	дұрыс емес	fear	0.281
intense	қарқынды	fear	0.279
noncompliance	сəйкес келмеуі	fear	0.276
alerts	ескертулер	fear	0.276
planes	ұшақтар	fear	0.274
displeased	наразылық білдірді	fear	0.273
cop	полиция	fear	0.273
unbridled	нашар	fear	0.271
regiment	полкі	fear	0.266
crowds	қаптай	fear	0.266
sentence	сөйлем	fear	0.266
blindfold	көзі көрмейді	fear	0.266
crouch	жұлдыру	fear	0.266
belt	белбеу	fear	0.266
hooded	күлді	fear	0.266
uncanny	сұлу емес	fear	0.266
cupping	қаптама	fear	0.266
sneak	ақсүйек	fear	0.266
cloak	жадағай	fear	0.266
banger	бангер	fear	0.266
affront	қорлау	fear	0.266
confession	мойындау	fear	0.266
blemish	кемістігі бар	fear	0.266
posse	posse	fear	0.266
auditions	тыңдау	fear	0.266
forgotten	ұмытып кеткен	fear	0.266
immerse	суға батырыңыз	fear	0.266
operation	жұмыс	fear	0.266
elevation	биіктігі	fear	0.266
shanghai	Шанхай	fear	0.266
hood	сорғыш	fear	0.266
problem	проблема	fear	0.266
skid	скипі	fear	0.266
insomnia	ұйқысыздық	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	акробат	fear	0.266
flurries	шуылдар	fear	0.266
force	күш	fear	0.266
spur	ынталандыру	fear	0.262
defense	қорғаныс	fear	0.258
mortgagor	кепіл беруші	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	жүгіру	fear	0.250
rascal	раскаль	fear	0.250
standstill	тоқтаусыз	fear	0.250
doubt	күмән	fear	0.250
cataract	катаракта	fear	0.250
repent	өкіну	fear	0.250
unfamiliar	белгісіз	fear	0.250
delusional	алдамшы	fear	0.250
obliging	міндетті түрде	fear	0.250
hag	хаг	fear	0.250
defend	қорғау	fear	0.250
guard	күзетші	fear	0.250
scapegoat	қасақана	fear	0.250
swampy	батпақты	fear	0.250
react	жауап беру	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	фол	fear	0.250
spinster	спинстер	fear	0.250
indifference	енжарлығымыз	fear	0.250
sunk	батқан	fear	0.250
picket	пикет	fear	0.250
insect	жәндіктер	fear	0.250
rating	рейтинг	fear	0.250
forewarned	алдын ала ескертілді	fear	0.250
indecisive	шешуші емес	fear	0.250
stealthy	жасырын	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	негізделген	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ең жоғары	fear	0.236
inequality	теңсіздік	fear	0.234
rekindle	жаңалық	fear	0.234
shrink	кішірейту	fear	0.234
scaffold	орман	fear	0.234
discontent	наразылық	fear	0.234
verge	шегі	fear	0.234
psychiatrist	психиатр	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	шабандоз	fear	0.234
pinion	пиний	fear	0.234
finalized	аяқталды	fear	0.234
shelters	баспаналар	fear	0.234
sleepless	ұйқысыз	fear	0.234
dependence	тәуелділік	fear	0.234
chicken	тауық	fear	0.234
instinctive	инстинктивтік	fear	0.234
buzz	дыбыссыз	fear	0.234
difficulty	қиындық	fear	0.234
bee	аралар	fear	0.234
insomniac	бессонница	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	доллар	fear	0.234
rushing	шабуылдау	fear	0.233
overslept	шамадан тыс	fear	0.226
default	әдепкі	fear	0.226
confessional	конфессиялық	fear	0.225
impatient	шыдамсыз	fear	0.224
immigrant	иммигрант	fear	0.219
heft	гравитация	fear	0.219
sweat	тер	fear	0.219
waver	ұйқысыз	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	сыпайы	fear	0.219
thrill	қуаныш	fear	0.219
cane	қамыс	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	болса не	fear	0.219
tactics	тактика	fear	0.219
veer	веранда	fear	0.219
unequal	тең емес	fear	0.219
lastminute	Соңғы минут	fear	0.219
jungle	Джунгли	fear	0.219
bait	жеміс	fear	0.219
revelations	айғақтар	fear	0.219
blues	блюз	fear	0.219
overtired	шамадан тыс	fear	0.218
prognosis	болжам	fear	0.217
alertness	ұқыптылық	fear	0.216
hyped	қате	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	маған сәттілік тіле	fear	0.212
tryouts	сынақтар	fear	0.210
clowns	клоундар	fear	0.207
fluctuation	ауытқу	fear	0.204
restless	тынышсыз	fear	0.204
examination	сараптама	fear	0.204
intimacy	тығыз қарым-қатынас	fear	0.203
phew	жау	fear	0.203
quail	бөдене	fear	0.203
hurry	асығыңыз	fear	0.203
uphill	жоғары	fear	0.203
mighty	күшті	fear	0.203
birth	туған	fear	0.203
cross	кросс	fear	0.203
help	Көмектесіңдер	fear	0.203
overcome	жеңу	fear	0.203
recesses	шұңқырлар	fear	0.203
acceptances	қабылдау	fear	0.203
fearless	қорқынышты	fear	0.200
ware	заттар	fear	0.198
change	өзгерту	fear	0.198
withstand	қарсы тұру	fear	0.197
asap	мүмкіндігінше тезірек	fear	0.191
owing	байланысты	fear	0.188
gnome	gnome	fear	0.188
cautiously	сақ болыңыз	fear	0.188
tract	тракт	fear	0.188
deadlines	мерзімі	fear	0.188
heighten	арттыру	fear	0.188
attorney	адвокат	fear	0.188
bug	қате	fear	0.188
knots	тораптар	fear	0.188
fragile	нәзік	fear	0.188
rule	ереже	fear	0.188
advance	аванс	fear	0.188
intrigue	қызығушылық тудырады	fear	0.188
overcoming	жеңу	fear	0.188
stillness	тыныштық	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	сағат	fear	0.188
unorganised	ұйымдастырылмаған	fear	0.188
elf	эльф	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	жалғыз	fear	0.183
slippery	тайғақ	fear	0.181
interview	сұхбат	fear	0.180
everyman	әрбір адам	fear	0.178
speculation	спекуляция	fear	0.176
needtoknow	қажеттілік	fear	0.173
assessment	бағалау	fear	0.172
competition	бәсекелестік	fear	0.172
settlor	қондырғы	fear	0.172
rod	шыбық	fear	0.172
checkpoint	бақылау-өткізу пункті	fear	0.172
regulatory	реттеу	fear	0.172
worship	ғибадат	fear	0.172
shell	қабығы	fear	0.172
readytogo	дайын	fear	0.172
uncertain	белгісіз	fear	0.172
unsure	сенімсіз	fear	0.172
birch	қайың	fear	0.172
surprise	таң қалдырады	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	шөп	fear	0.172
composure	ұстау	fear	0.172
interviewer	интервьюер	fear	0.172
less	Аздау	fear	0.167
coy	coy	fear	0.162
iris	ирис	fear	0.160
audition	тыңдау	fear	0.156
sly	слай	fear	0.156
legalized	заңдастырылған	fear	0.156
intimately	жақында	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	кері санақ	fear	0.156
hearing	есту	fear	0.156
bases	негіздері	fear	0.156
medication	дәрі-дәрмек	fear	0.156
ceasefire	атысты тоқтату	fear	0.156
retirement	зейнеткерлікке шығу	fear	0.156
courageous	батыл	fear	0.154
overthinker	артықшылығы бар	fear	0.153
backtrack	кері трек	fear	0.151
dawned	таң қалдырды	fear	0.150
censor	цензор	fear	0.149
bailiff	сот орындаушысы	fear	0.147
syllabus	жоспар	fear	0.147
gent	жұмсақ	fear	0.141
caricature	карикатура	fear	0.141
rationality	ұтымдылық	fear	0.141
cove	қапталған	fear	0.141
newcomer	жаңадан келген	fear	0.141
eventuality	ықтимал	fear	0.141
imagination	қиял	fear	0.141
validity	жарамдылық	fear	0.141
waiting	күту	fear	0.141
delay	кешіктіру	fear	0.141
shy	ұялшақ	fear	0.140
alreadyyyyy	қазірдің өзінде	fear	0.140
symptom	симптом	fear	0.133
excite	еліктіру	fear	0.132
raccoon	ракушка	fear	0.127
prevent	алдын алу	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	клоун	fear	0.125
ahhh	ahhh	fear	0.125
hawk	шауыт	fear	0.125
campaigning	үгіт жүргізу	fear	0.125
soready	қасірет	fear	0.125
tryout	байқап көру	fear	0.125
marry	үйлену	fear	0.125
sprite	спрайт	fear	0.125
swim	жүзу	fear	0.125
gameday	gameday	fear	0.125
sag	сағ	fear	0.123
pharmacy	дәріхана	fear	0.123
policeman	полиция қызметкері	fear	0.121
lace	шілтер	fear	0.111
dreamt	армандаған болатын	fear	0.111
holiness	қасиетті	fear	0.109
pray	дұға ет	fear	0.109
weight	салмағы	fear	0.109
incase	Егер	fear	0.109
knot	түйін	fear	0.109
confidence	сенім	fear	0.109
notoriety	әйгілі	fear	0.109
homework	үй жұмысы	fear	0.109
destination	тағайындалған пункт	fear	0.109
bigday	үлкен күн	fear	0.109
slender	жұқа	fear	0.100
undecided	белгісіз	fear	0.098
sympathetic	симпатикалық	fear	0.097
god	Құдай	fear	0.094
grades	сыныптар	fear	0.094
loyal	адал	fear	0.094
poise	ұстаным	fear	0.094
treat	емдеу	fear	0.094
confident	сенімді	fear	0.094
counsellor	кеңесші	fear	0.094
helmet	дулыға	fear	0.094
case	іс	fear	0.094
locate	табу	fear	0.094
northeast	солтүстік-шығыс	fear	0.088
compassion	қайырымдылық	fear	0.078
nurture	тәрбиелеу	fear	0.078
graduation	бітіру	fear	0.078
graded	бағаланған	fear	0.075
mum	анам	fear	0.070
infant	нәресте	fear	0.067
civilians	азаматтық тұлғалар	fear	0.062
soulmate	жанұялық	fear	0.062
civilian	азаматтық	fear	0.062
cloudiness	Бұлттылық	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	шеру	fear	0.062
cash	қолма-қол ақша	fear	0.062
journey	саяхат	fear	0.062
guidelines	нұсқаулар	fear	0.062
youth	жастар	fear	0.062
opera	опера	fear	0.057
synonymous	синонимдер	fear	0.056
praying	дұға ету	fear	0.047
honest	адал	fear	0.047
intelligence	ақыл	fear	0.038
romance	романс	fear	0.031
lines	сызықтар	fear	0.031
volunteer	ерікті	fear	0.031
obey	мойынсұну	fear	0.016
happiest	ең бақытты	joy	0.986
happiness	бақыт	joy	0.984
bliss	бақыт	joy	0.971
celebrating	мерекеленеді	joy	0.970
jubilant	жанкүйер	joy	0.969
ecstatic	экстатикалық	joy	0.954
elation	ұстану	joy	0.944
bestdayever	ең керемет күн	joy	0.938
beaming	жарқылдаған	joy	0.938
loveee	сүйетін адам	joy	0.932
celebration	мереке	joy	0.929
awesomeness	керемет	joy	0.926
joy	қуаныш	joy	0.924
happily	бақытты	joy	0.922
excitement	толқу	joy	0.922
euphoria	эйфория	joy	0.922
fabulous	ертегі	joy	0.922
joyous	қуанышты	joy	0.922
exuberance	қуаныш	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	сүйіспеншілік	joy	0.920
gratitude	алғыс	joy	0.914
spectacular	әсерлі	joy	0.912
merriment	көңіл көтеру	joy	0.912
happydance	бақытты	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	қатты қуанды	joy	0.909
triumphant	жеңімпаз	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	экстази	joy	0.906
cheerful	көңілді	joy	0.906
cheer	көңіл көтеру	joy	0.897
elated	таң қалдырды	joy	0.894
lovethis	lovethis	joy	0.891
laugh	күлді	joy	0.891
jolly	көңілді	joy	0.891
pleasures	ләззат	joy	0.891
excitation	қозғау	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Қуанышты	joy	0.891
exhilaration	жандану	joy	0.891
marvelously	керемет түрде	joy	0.881
loving	сүйетін	joy	0.879
joyful	қуанышты	joy	0.879
outstanding	көрнекті	joy	0.879
blissful	бақытты	joy	0.879
pleasurable	жағымды	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	жігерлі	joy	0.875
lovinglife	сүйетін өмір	joy	0.875
glee	жарқырайды	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
