word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
slave	escravo	fear	0.531
failing	falhando	fear	0.531
freakout	surtar	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	sanguessugas	fear	0.531
manipulation	manipulação	fear	0.531
impotence	impotência	fear	0.531
broken	partido	fear	0.531
atherosclerosis	aterosclerose	fear	0.531
lawlessness	ilegalidade	fear	0.531
swastika	suástica	fear	0.531
captor	captor	fear	0.531
penetration	penetração	fear	0.531
harbinger	prenúncio	fear	0.531
jarring	chocante	fear	0.531
rebellion	rebelião	fear	0.531
distrust	desconfiança	fear	0.531
endocarditis	endocardite	fear	0.531
carnivorous	carnívoro	fear	0.531
punish	punir	fear	0.531
disembodied	desincorporado	fear	0.531
superstitious	supersticioso	fear	0.531
stormy	tormentoso	fear	0.531
shaking	sacudindo	fear	0.531
unstable	instável	fear	0.531
suspense	suspense	fear	0.529
blood	sangue	fear	0.525
hiding	se escondendo	fear	0.524
bear	Urso	fear	0.524
unlawful	ilegal	fear	0.519
crazy	louco	fear	0.519
cult	culto	fear	0.518
anxious	ansioso	fear	0.518
deportation	deportação	fear	0.517
captive	cativo	fear	0.517
shriek	grito	fear	0.516
sorcery	feitiçaria	fear	0.516
grievous	grave	fear	0.516
chased	perseguido	fear	0.516
detainee	detento	fear	0.516
palsy	paralisia	fear	0.516
intolerance	intolerância	fear	0.516
growl	rosnar	fear	0.516
sting	picada	fear	0.516
plunder	pilhagem	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	impensável	fear	0.516
smite	desbaratar	fear	0.516
suspect	suspeito	fear	0.516
pernicious	pernicioso	fear	0.516
enforce	impor	fear	0.516
embolism	embolia	fear	0.516
helplessness	desamparo	fear	0.516
harshness	aspereza	fear	0.516
oppress	oprimir	fear	0.516
exile	exílio	fear	0.516
foreboding	pressentimento	fear	0.516
relapse	recaída	fear	0.516
robber	ladrão	fear	0.516
biopsy	biópsia	fear	0.516
emaciated	emaciado	fear	0.516
incite	incitar	fear	0.516
troublesome	problemático	fear	0.516
busted	preso	fear	0.516
darkness	Trevas	fear	0.516
insidious	insidioso	fear	0.516
plight	situação difícil	fear	0.516
exacerbation	exacerbação	fear	0.516
revulsion	repulsa	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	conspirador	fear	0.516
depression	depressão	fear	0.508
confinement	confinamento	fear	0.507
downfall	queda	fear	0.500
alcoholism	alcoolismo	fear	0.500
towering	imponente	fear	0.500
blob	blob	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	instabilidade	fear	0.500
prohibited	Entrada	fear	0.500
brute	bruto	fear	0.500
suppress	suprimir	fear	0.500
infarct	infarto	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	Caçando	fear	0.500
wasp	vespa	fear	0.500
cliff	penhasco	fear	0.500
frenetic	frenético	fear	0.500
squeamish	melindroso	fear	0.500
mistrust	desconfiança	fear	0.500
raving	delirante	fear	0.500
premeditated	premeditado	fear	0.500
intolerant	intolerante	fear	0.500
subvert	subverter	fear	0.500
illegal	ilegal	fear	0.500
scalpel	bisturi	fear	0.500
vertigo	vertigem	fear	0.500
madden	enlouquecer	fear	0.500
odious	odioso	fear	0.500
ruined	arruinado	fear	0.500
constraint	limitação	fear	0.500
suppression	supressão	fear	0.500
defiance	desafio	fear	0.500
prayforme	Reze por mim	fear	0.500
surrender	entrega	fear	0.500
sinful	pecaminoso	fear	0.500
woe	ai	fear	0.491
perjury	perjúrio	fear	0.484
worse	pior	fear	0.484
syringe	seringa	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	difamação	fear	0.484
cutting	corte	fear	0.484
warrior	Guerreiro	fear	0.484
restriction	restrição	fear	0.484
indefensible	indefensável	fear	0.484
palpitations	palpitações	fear	0.484
retard	retardar	fear	0.484
lash	chicote	fear	0.484
flinch	vacilar	fear	0.484
lion	leão	fear	0.484
ravine	ravina	fear	0.484
cracked	rachado	fear	0.484
shiver	arrepio	fear	0.484
insecurity	insegurança	fear	0.484
rat	rato	fear	0.484
ohno	Ah não	fear	0.484
fiend	demônio	fear	0.484
jumpy	nervoso	fear	0.484
hallucination	alucinação	fear	0.484
poaching	caça furtiva	fear	0.484
dishonor	desonra	fear	0.484
dismay	desânimo	fear	0.484
accusing	acusando	fear	0.484
ambulance	ambulância	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	divórcio	fear	0.484
ravenous	voraz	fear	0.484
disgusting	repugnante	fear	0.484
rabble	ralé	fear	0.484
slam	slam	fear	0.484
hospital	hospital	fear	0.484
coerce	coagir	fear	0.484
endemic	endêmico	fear	0.484
prejudiced	preconceituoso	fear	0.484
blackness	negritude	fear	0.484
armor	armaduras	fear	0.484
worrying	preocupante	fear	0.484
indictment	acusação	fear	0.484
hate	ódio	fear	0.484
freakish	esquisito	fear	0.484
hearse	carro fúnebre	fear	0.484
intrusion	intrusão	fear	0.484
inspection	inspeção	fear	0.483
sinner	pecador	fear	0.483
averse	avesso	fear	0.483
missing	ausência de	fear	0.474
despairing	desesperado	fear	0.474
darken	escurecer	fear	0.471
austere	austero	fear	0.470
animosity	antipatia	fear	0.469
fret	fricção	fear	0.469
fever	febre	fear	0.469
illegality	ilegalidade	fear	0.469
accused	acusado	fear	0.469
criticize	criticar	fear	0.469
scrapie	scrapie	fear	0.469
jaws	mandíbulas	fear	0.469
depressed	depressivo	fear	0.469
armored	blindado	fear	0.469
indict	acusar	fear	0.469
aftermath	rescaldo	fear	0.469
precipice	precipício	fear	0.469
regime	regime	fear	0.469
fierce	feroz	fear	0.469
breakdown	demolir	fear	0.469
quiver	tremor	fear	0.469
admonition	admoestação	fear	0.469
foreclose	encerrar	fear	0.469
revoke	revogar	fear	0.469
superstition	superstição	fear	0.469
overwhelmed	sobrecarregado	fear	0.469
subversion	subversão	fear	0.469
idolatry	idolatria	fear	0.469
asteroid	asteróide	fear	0.469
toothache	dor de dente	fear	0.469
inmate	preso	fear	0.469
decomposition	decomposição	fear	0.469
sinking	afundando	fear	0.469
intrusive	intrusivo	fear	0.469
soulless	Desumano	fear	0.469
infidelity	infidelidade	fear	0.469
nervous	nervoso	fear	0.469
thresh	debulhar	fear	0.469
startle	de sobressalto	fear	0.469
unhealthy	pouco saudável	fear	0.469
spear	lança	fear	0.468
nasty	desagradável	fear	0.466
worried	preocupado	fear	0.466
puma	Puma	fear	0.465
thirteenth	décimo terceiro	fear	0.465
contraband	contrabando	fear	0.464
insecure	inseguro	fear	0.461
disturbance	perturbação	fear	0.459
denunciation	denúncia	fear	0.456
stigma	estigma	fear	0.455
destitute	indigente	fear	0.455
powerfully	poderosamente	fear	0.454
penalty	pena	fear	0.453
derogatory	depreciativo	fear	0.453
spasm	espasmo	fear	0.453
illicit	ilícito	fear	0.453
dinosaur	dinossauro	fear	0.453
disruption	perturbação	fear	0.453
lockup	trancar	fear	0.453
restrain	conter	fear	0.453
rifle	rifle	fear	0.453
disreputable	desonroso	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	advertir	fear	0.453
quandary	dilema	fear	0.453
resisting	resistindo	fear	0.453
rigor	rigor	fear	0.453
stranger	desconhecido	fear	0.453
penal	penal	fear	0.453
grope	tatear	fear	0.453
scold	repreender	fear	0.453
orphan	órfão	fear	0.453
resign	demitir-se	fear	0.453
hydrocephalus	hidrocefalia	fear	0.453
shrill	estridente	fear	0.453
howl	uivo	fear	0.453
unspeakable	indizível	fear	0.453
wail	lamento	fear	0.453
straits	estreitos	fear	0.453
indoctrination	doutrinação	fear	0.453
apprehension	apreensão	fear	0.453
batter	massa	fear	0.453
arraignment	acusação	fear	0.450
urgent	urgente	fear	0.450
tramp	vagabundo	fear	0.440
stress	estresse	fear	0.439
behemoth	gigante	fear	0.439
dominate	dominar	fear	0.438
targeting	alvejando	fear	0.438
broke	quebrou	fear	0.438
looming	iminente	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debacle	fear	0.438
forfeiture	confisco	fear	0.438
dislocated	deslocado	fear	0.438
infirmity	enfermidade	fear	0.438
impermeable	impermeável	fear	0.438
predicament	dilema	fear	0.438
falter	vacilar	fear	0.438
displaced	deslocado	fear	0.438
concealed	oculto	fear	0.438
illegitimate	ilegítimo	fear	0.438
unprepared	despreparado	fear	0.438
scarcity	escassez	fear	0.438
wince	estremecer	fear	0.438
mace	maça	fear	0.438
expel	expulsar	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	obstruir	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	despojado	fear	0.438
dentists	Dentistas	fear	0.438
irreconcilable	irreconciliável	fear	0.438
bewildered	desnorteado	fear	0.438
indomitable	indomável	fear	0.438
rheumatism	reumatismo	fear	0.438
accidental	acidental	fear	0.438
prick	pica	fear	0.438
entangled	emaranhado	fear	0.438
atrophy	atrofia	fear	0.438
asp	asp	fear	0.438
perverse	perverso	fear	0.438
cabal	cabala	fear	0.438
yell	grito	fear	0.438
gasping	ofegante	fear	0.438
probation	provação	fear	0.438
accuser	acusador	fear	0.438
insulting	insultando	fear	0.435
mysterious	misterioso	fear	0.435
halting	parada	fear	0.435
rebels	rebeldes	fear	0.435
repulsion	repulsão	fear	0.431
glare	brilho	fear	0.430
punitive	punitivo	fear	0.425
sordid	sórdido	fear	0.425
stake	estaca	fear	0.423
tempest	tempestade	fear	0.423
ultimatum	ultimato	fear	0.422
reticent	reticente	fear	0.422
bayonet	baioneta	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspensão	fear	0.422
lament	lamento	fear	0.422
burdensome	oneroso	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	batendo	fear	0.422
coyote	coiote	fear	0.422
deleterious	deletério	fear	0.422
dissident	dissidente	fear	0.422
varicella	varicela	fear	0.422
wilderness	região selvagem	fear	0.422
delusion	ilusão	fear	0.422
bigot	intolerante	fear	0.422
unsteady	instável	fear	0.422
stresses	estresses	fear	0.422
offense	ofensa	fear	0.422
heathen	pagão	fear	0.422
prowl	espreita	fear	0.422
troll	troll	fear	0.422
infamous	infame	fear	0.422
disappear	desaparecer	fear	0.422
depress	abaixar	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	antinatural	fear	0.422
usurped	usurpado	fear	0.422
steal	roubar	fear	0.422
anathema	anátema	fear	0.422
fainting	desmaio	fear	0.422
alien	estrangeiro	fear	0.422
extrajudicial	extrajudicial	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	adversidade	fear	0.418
ineptitude	inépcia	fear	0.417
outsider	estranho	fear	0.413
ugliness	feiúra	fear	0.410
vulture	abutre	fear	0.410
immoral	imoral	fear	0.410
scar	cicatriz	fear	0.406
stressful	estressante	fear	0.406
screech	guinchar	fear	0.406
wary	desconfiado	fear	0.406
disgust	desgosto	fear	0.406
stressing	enfatizando	fear	0.406
deport	deportar	fear	0.406
nausea	náusea	fear	0.406
resection	ressecção	fear	0.406
blackout	queda de energia	fear	0.406
disallowed	não permitido	fear	0.406
insolvent	insolvente	fear	0.406
dismissal	despedimento	fear	0.406
omnipotence	onipotência	fear	0.406
possession	posse	fear	0.406
tearful	choroso	fear	0.406
disorder	desordem	fear	0.406
squall	rajada	fear	0.406
dominant	dominante	fear	0.406
disabled	Desativado	fear	0.406
drones	drones	fear	0.406
recklessness	imprudência	fear	0.406
escape	escapar	fear	0.406
distressed	angustiado	fear	0.406
claw	garra	fear	0.406
stretcher	maca	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitência	fear	0.406
weakly	fracamente	fear	0.406
rubble	destroços, Pedregulho	fear	0.406
whimper	choramingar	fear	0.406
ghetto	gueto	fear	0.406
socialism	socialismo	fear	0.405
conspiracy	conspiração	fear	0.400
toughness	dureza	fear	0.400
defection	deserção	fear	0.398
absence	ausência	fear	0.396
moan	gemido	fear	0.394
crusade	cruzada	fear	0.392
radon	radon	fear	0.391
lose	perder	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	duvidoso	fear	0.391
unemployed	desempregado	fear	0.391
reject	rejeitar	fear	0.391
excitation	excitação	fear	0.391
xanax	xanax	fear	0.391
stifled	sufocado	fear	0.391
scarecrow	espantalho	fear	0.391
concealment	dissimulação	fear	0.391
conquer	conquistar	fear	0.391
discrimination	discriminação	fear	0.391
diagnosis	diagnóstico	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	laço	fear	0.391
separation	separação	fear	0.391
overt	evidente	fear	0.391
urgency	urgência	fear	0.391
musket	mosquete	fear	0.391
unrest	agitação	fear	0.391
descent	descida	fear	0.391
avoiding	evitando	fear	0.391
cyst	cisto	fear	0.391
gulp	gole	fear	0.391
procedure	procedimento	fear	0.391
submission	submissão	fear	0.391
hardened	endurecido	fear	0.391
refutation	refutação	fear	0.391
repellent	repelente	fear	0.391
cleave	cleave	fear	0.391
suspicion	suspeita	fear	0.391
poverty	pobreza	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvência	fear	0.391
mental	mental	fear	0.391
theocratic	teocrático	fear	0.391
spaz	spaz	fear	0.391
brimstone	enxofre	fear	0.391
throb	pulsar	fear	0.388
outcast	exilado	fear	0.388
orc	orc	fear	0.388
disapprove	desaprovar	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	argumento	fear	0.377
withdrawals	retiradas	fear	0.377
pressure	pressão	fear	0.375
grieve	afligir-se	fear	0.375
frigate	fragata	fear	0.375
kerosene	querosene	fear	0.375
nauseous	enjoado	fear	0.375
khan	khan	fear	0.375
expose	expor	fear	0.375
ocd	ocd	fear	0.375
sneaking	esgueirando-se	fear	0.375
embarrassment	embaraço	fear	0.375
bankrupt	falido	fear	0.375
dissolution	dissolução	fear	0.375
dentistry	odontologia	fear	0.375
edict	decreto	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	abismo	fear	0.375
escaped	escapou	fear	0.375
whirlpool	hidromassagem	fear	0.375
interrogate	interrogar	fear	0.375
psychological	psicológico	fear	0.375
obligor	Devedor	fear	0.375
misconception	equívoco	fear	0.375
military	militares	fear	0.375
suspected	suspeito	fear	0.375
locust	gafanhoto	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	mau	fear	0.375
coldness	frieza	fear	0.375
taunt	provocação	fear	0.375
obi	obi	fear	0.375
flu	gripe	fear	0.375
barricade	barricada	fear	0.375
chimera	quimera	fear	0.375
sultan	sultão	fear	0.375
repellant	repelente	fear	0.373
unknown	desconhecido	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ciúmes	fear	0.365
mug	caneca	fear	0.359
consternation	consternação	fear	0.359
rebel	rebelde	fear	0.359
conquest	conquista	fear	0.359
mournful	triste	fear	0.359
concerned	preocupado	fear	0.359
mandamus	mandamus	fear	0.359
onedge	no limite	fear	0.359
recurring	recorrente	fear	0.359
jaundice	icterícia	fear	0.359
sectarian	sectário	fear	0.359
desert	deserto	fear	0.359
cur	cur	fear	0.359
difficult	difícil	fear	0.359
stint	restrição	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dardo	fear	0.359
spike	Espigão	fear	0.359
timid	tímido	fear	0.359
wasting	desperdiçando	fear	0.359
bottomless	sem fundo	fear	0.359
warned	avisou	fear	0.359
protestant	protestante	fear	0.359
contempt	desprezo	fear	0.359
exam	exame	fear	0.359
depreciation	depreciação	fear	0.359
anomaly	anomalia	fear	0.359
rejects	rejeita	fear	0.359
pessimism	pessimismo	fear	0.359
revolution	revolução	fear	0.359
formidable	formidável	fear	0.359
burke	burke	fear	0.359
cautionary	cautelar	fear	0.359
headaches	dores de cabeça	fear	0.359
bankruptcy	falência	fear	0.359
government	governo	fear	0.359
measles	sarampo	fear	0.359
languishing	definhando	fear	0.358
constrain	restringir	fear	0.358
bane	bane	fear	0.356
impeach	acusar	fear	0.354
warden	guardião	fear	0.354
adverse	desfavoraveis	fear	0.352
lawyer	advogado	fear	0.349
libel	difamação	fear	0.348
retrenchment	retração	fear	0.345
imminent	iminente	fear	0.345
unjustifiable	injustificável	fear	0.344
knell	adivinhar	fear	0.344
contentious	contencioso	fear	0.344
opposed	opôs-se	fear	0.344
shame	vergonha	fear	0.344
avoidance	evitar	fear	0.344
resistant	resistente	fear	0.344
discipline	disciplina	fear	0.344
defy	desafiar	fear	0.344
belittle	depreciar	fear	0.344
fanaticism	fanatismo	fear	0.344
bearish	grosseiro	fear	0.344
opium	ópio	fear	0.344
sorrow	tristeza	fear	0.344
mri	ressonância	fear	0.344
shaky	instável	fear	0.344
hiss	silvo	fear	0.344
loneliness	solidão	fear	0.344
swerve	desviar	fear	0.344
taboo	tabu	fear	0.344
reckless	imprudente	fear	0.344
obstacle	obstáculo	fear	0.344
launches	lançamentos	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	veredito	fear	0.344
servile	servil	fear	0.344
hesitation	hesitação	fear	0.344
evade	fugir	fear	0.344
recession	recessão	fear	0.344
eel	enguia	fear	0.344
shortage	escassez	fear	0.344
pest	praga	fear	0.344
cutter	cortador	fear	0.344
psych	psicopata	fear	0.344
parachute	pára-quedas	fear	0.344
disrespectful	desrespeitoso	fear	0.343
phalanx	falange	fear	0.342
creature	criatura	fear	0.340
mortgage	hipoteca	fear	0.331
specter	espectro	fear	0.331
enigmatic	enigmático	fear	0.329
caution	Cuidado	fear	0.328
police	polícia	fear	0.328
shank	perneira	fear	0.328
undesirable	indesejável	fear	0.328
shutdown	desligar	fear	0.328
dike	dique	fear	0.328
subordinate	subordinar	fear	0.328
gametime	hora do jogo	fear	0.328
remove	remover	fear	0.328
smut	sujeira	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	acidente	fear	0.328
loom	tear	fear	0.328
supremacy	supremacia	fear	0.328
unlucky	azarado	fear	0.328
quash	aniquilar	fear	0.328
hives	urticária	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiador	fear	0.328
feeling	sentindo-me	fear	0.328
dominion	domínio	fear	0.328
encumbrance	oneração	fear	0.328
adrift	à deriva	fear	0.328
defendant	réu	fear	0.328
outpost	posto avançado	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	sem sentido	fear	0.328
wrongly	erroneamente	fear	0.328
bugaboo	bicho-papão	fear	0.328
weirdo	esquisito	fear	0.328
ethereal	etéreo	fear	0.328
scarce	escasso	fear	0.327
unsettled	instável	fear	0.327
antisocial	anti-social	fear	0.324
astray	desgarrar	fear	0.320
vigilant	Vigilância	fear	0.319
socialist	socialista	fear	0.318
halter	cabeçada	fear	0.318
pessimist	pessimista	fear	0.317
pacing	ritmo	fear	0.316
opponent	oponente	fear	0.312
discontinuity	descontinuidade	fear	0.312
conspire	conspirar	fear	0.312
trickery	trapaça	fear	0.312
obsessing	obcecado	fear	0.312
seclusion	isolamento	fear	0.312
whirlwind	redemoinho	fear	0.312
unexpected	inesperado	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	empinar	fear	0.312
collusion	conluio	fear	0.312
muzzle	focinho	fear	0.312
blight	ferrugem	fear	0.312
foreigner	estrangeiro	fear	0.312
chargeable	exigível	fear	0.312
laxative	laxante	fear	0.312
clinical	clínico	fear	0.312
dentist	dentista	fear	0.312
therapist	terapeuta	fear	0.312
deadline	data limite	fear	0.312
bewilderment	perplexidade	fear	0.312
litigate	litigar	fear	0.312
nether	inferno	fear	0.312
thorny	espinhoso	fear	0.312
valium	valium	fear	0.312
powerful	poderoso	fear	0.312
uneasy	inquieto	fear	0.312
unkind	indelicado	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	fracote	fear	0.312
overthinking	pensar demasiado	fear	0.309
doubts	dúvidas	fear	0.308
seriousness	gravidade	fear	0.305
irrational	irracional	fear	0.305
erase	apagar	fear	0.303
teasing	provocação	fear	0.303
razor	navalha	fear	0.303
sweating	suando	fear	0.298
reluctant	relutante	fear	0.297
mage	mago	fear	0.297
crouching	agachado	fear	0.297
warning	Atenção	fear	0.297
endless	sem fim	fear	0.297
adjudicate	julgar	fear	0.297
bale	fardo	fear	0.297
inflation	inflação	fear	0.297
giant	gigante	fear	0.297
auditor	auditor	fear	0.297
medical	médico	fear	0.297
swamp	pântano	fear	0.297
bitch	cadela	fear	0.297
mislead	enganar	fear	0.297
weighty	pesado	fear	0.297
avoid	evitar	fear	0.297
depreciated	depreciado	fear	0.297
flounder	linguado	fear	0.297
deflation	deflação	fear	0.297
unsurpassed	insuperável	fear	0.297
dashed	tracejadas	fear	0.297
hide	ocultar	fear	0.297
timidity	timidez	fear	0.297
deluge	dilúvio	fear	0.287
disinformation	desinformação	fear	0.286
court	quadra	fear	0.284
aversion	aversão	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	hostil	fear	0.281
remains	permanece	fear	0.281
discourage	desencorajar	fear	0.281
cautious	cauteloso	fear	0.281
oncoming	aproximando	fear	0.281
flying	vôo	fear	0.281
mistaken	enganado	fear	0.281
swelling	inchaço	fear	0.281
dwarfed	anão	fear	0.281
surveillance	vigilância	fear	0.281
apache	apache	fear	0.281
rush	pressa	fear	0.281
yelp	gritar	fear	0.281
cartridge	cartucho	fear	0.281
fortress	fortaleza	fear	0.281
bigoted	intolerante	fear	0.281
notready	não está pronto	fear	0.281
challenge	desafio	fear	0.281
submitting	enviando	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	confusão	fear	0.281
unruly	indisciplinado	fear	0.281
intense	intenso	fear	0.279
noncompliance	não conformidade	fear	0.276
alerts	alertas	fear	0.276
planes	aviões	fear	0.274
displeased	descontente	fear	0.273
cop	policial	fear	0.273
unbridled	descontrolado	fear	0.271
regiment	regimento	fear	0.266
crowds	multidões	fear	0.266
sentence	frase	fear	0.266
blindfold	de olhos vendados	fear	0.266
crouch	agachar	fear	0.266
belt	cinto	fear	0.266
hooded	com capuz	fear	0.266
uncanny	estranho	fear	0.266
cupping	escavação	fear	0.266
sneak	esgueirar-se	fear	0.266
cloak	capa	fear	0.266
banger	banger	fear	0.266
affront	afronta	fear	0.266
confession	confissão	fear	0.266
blemish	defeito	fear	0.266
posse	posse	fear	0.266
auditions	audições	fear	0.266
forgotten	esquecido	fear	0.266
immerse	imergir	fear	0.266
operation	Operação	fear	0.266
elevation	elevação	fear	0.266
shanghai	Xangai	fear	0.266
hood	capuz	fear	0.266
problem	problema	fear	0.266
skid	derrapar	fear	0.266
insomnia	insônia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobata	fear	0.266
flurries	rajadas	fear	0.266
force	força	fear	0.266
spur	esporão	fear	0.262
defense	defesa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	corre	fear	0.250
rascal	patife	fear	0.250
standstill	paralisação	fear	0.250
doubt	dúvida	fear	0.250
cataract	catarata	fear	0.250
repent	arrepender-se	fear	0.250
unfamiliar	não familiar	fear	0.250
delusional	delirante	fear	0.250
obliging	obrigando	fear	0.250
hag	bruxa	fear	0.250
defend	defender	fear	0.250
guard	guarda	fear	0.250
scapegoat	bode expiatório	fear	0.250
swampy	pantanoso	fear	0.250
react	reagir	fear	0.250
breakingnews	notícias de Última Hora	fear	0.250
foul	falta	fear	0.250
spinster	solteirona	fear	0.250
indifference	indiferença	fear	0.250
sunk	afundado	fear	0.250
picket	piquete	fear	0.250
insect	inseto	fear	0.250
rating	Avaliação	fear	0.250
forewarned	avisado	fear	0.250
indecisive	indeciso	fear	0.250
stealthy	furtivo	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	aterrado	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	maior	fear	0.236
inequality	desigualdade	fear	0.234
rekindle	reavivar	fear	0.234
shrink	encolher	fear	0.234
scaffold	andaime	fear	0.234
discontent	descontentamento	fear	0.234
verge	Beira	fear	0.234
psychiatrist	psiquiatra	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	interceder	fear	0.234
pinion	pinhão	fear	0.234
finalized	finalizado	fear	0.234
shelters	abrigos	fear	0.234
sleepless	sem dormir	fear	0.234
dependence	dependência	fear	0.234
chicken	frango	fear	0.234
instinctive	instintivo	fear	0.234
buzz	zumbido	fear	0.234
difficulty	dificuldade	fear	0.234
bee	abelha	fear	0.234
insomniac	insônia	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	fanfarrão	fear	0.234
rushing	correndo	fear	0.233
overslept	dormiu demais	fear	0.226
default	padrão	fear	0.226
confessional	confessional	fear	0.225
impatient	impaciente	fear	0.224
immigrant	imigrante	fear	0.219
heft	peso	fear	0.219
sweat	suor	fear	0.219
waver	vacilar	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	mesquinho	fear	0.219
thrill	emoção	fear	0.219
cane	cana	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	e se	fear	0.219
tactics	táticas	fear	0.219
veer	vire	fear	0.219
unequal	desigual	fear	0.219
lastminute	último minuto	fear	0.219
jungle	selva	fear	0.219
bait	isca	fear	0.219
revelations	revelações	fear	0.219
blues	blues	fear	0.219
overtired	exausto	fear	0.218
prognosis	prognóstico	fear	0.217
alertness	estado de alerta	fear	0.216
hyped	empolgado	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	me deseje sorte	fear	0.212
tryouts	testes	fear	0.210
clowns	palhaços	fear	0.207
fluctuation	flutuação	fear	0.204
restless	inquieto	fear	0.204
examination	exame	fear	0.204
intimacy	intimidade	fear	0.203
phew	ufa	fear	0.203
quail	Codorna	fear	0.203
hurry	pressa	fear	0.203
uphill	subida	fear	0.203
mighty	poderoso	fear	0.203
birth	nascimento	fear	0.203
cross	Cruz	fear	0.203
help	Socorro	fear	0.203
overcome	superar	fear	0.203
recesses	recessos	fear	0.203
acceptances	aceitações	fear	0.203
fearless	destemido	fear	0.200
ware	louça	fear	0.198
change	mudança	fear	0.198
withstand	resistir	fear	0.197
asap	assim que possível	fear	0.191
owing	devido	fear	0.188
gnome	gnomo	fear	0.188
cautiously	cautelosamente	fear	0.188
tract	trato	fear	0.188
deadlines	prazos	fear	0.188
heighten	aumentar	fear	0.188
attorney	advogado	fear	0.188
bug	erro	fear	0.188
knots	nós	fear	0.188
fragile	frágil	fear	0.188
rule	regra	fear	0.188
advance	avançar	fear	0.188
intrigue	intriga	fear	0.188
overcoming	superação	fear	0.188
stillness	quietude	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	Assistir	fear	0.188
unorganised	desorganizado	fear	0.188
elf	duende	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	solitário	fear	0.183
slippery	escorregadio	fear	0.181
interview	entrevista	fear	0.180
everyman	homem comum	fear	0.178
speculation	especulação	fear	0.176
needtoknow	precisa saber	fear	0.173
assessment	avaliação	fear	0.172
competition	concorrência	fear	0.172
settlor	settlor	fear	0.172
rod	Cajado	fear	0.172
checkpoint	ponto de verificação	fear	0.172
regulatory	regulamentar	fear	0.172
worship	adoração	fear	0.172
shell	Concha	fear	0.172
readytogo	pronto para ir	fear	0.172
uncertain	incerto	fear	0.172
unsure	inseguro	fear	0.172
birch	bétula	fear	0.172
surprise	surpresa	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	palha	fear	0.172
composure	compostura	fear	0.172
interviewer	entrevistador	fear	0.172
less	Menos	fear	0.167
coy	recatado	fear	0.162
iris	íris	fear	0.160
audition	audição	fear	0.156
sly	astuto	fear	0.156
legalized	legalizado	fear	0.156
intimately	intimamente	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	contagem regressiva	fear	0.156
