word	Samoan-sm	emotion	emotion-intensity-score
hag	hag	fear	0.250
defend	puipui	fear	0.250
guard	leoleo	fear	0.250
scapegoat	sosolo	fear	0.250
swampy	aau	fear	0.250
react	tali	fear	0.250
breakingnews	talepe	fear	0.250
foul	leaga	fear	0.250
spinster	vili	fear	0.250
indifference	leai se faamemelo	fear	0.250
sunk	sulu	fear	0.250
picket	piko	fear	0.250
insect	iniseti	fear	0.250
rating	fuainumera	fear	0.250
forewarned	muai lapatai	fear	0.250
indecisive	le mautonu	fear	0.250
stealthy	faʻamalosi	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	faʻavaeina	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	maualuga	fear	0.236
inequality	le tutusa	fear	0.234
rekindle	toe faʻaola	fear	0.234
shrink	toilalo	fear	0.234
scaffold	maʻa	fear	0.234
discontent	le fiafia	fear	0.234
verge	mata	fear	0.234
psychiatrist	fomaʻi mafaufau	fear	0.234
overdrive	faʻamalosi	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	talo	fear	0.234
pinion	pine	fear	0.234
finalized	faʻamaeʻa	fear	0.234
shelters	fale puipui	fear	0.234
sleepless	leai se moe	fear	0.234
dependence	faalagolago	fear	0.234
chicken	moa	fear	0.234
instinctive	atamamai	fear	0.234
buzz	uʻamea	fear	0.234
difficulty	faigata	fear	0.234
bee	pipi	fear	0.234
insomniac	tuai	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	faʻailoa	fear	0.234
rushing	faanatinati	fear	0.233
overslept	sili atu	fear	0.226
default	leai se totogi	fear	0.226
confessional	taʻutaʻu atu	fear	0.225
impatient	lē onosai	fear	0.224
immigrant	tagata faimalaga	fear	0.219
heft	gaogao	fear	0.219
sweat	afu	fear	0.219
waver	faʻalavelave	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	valea	fear	0.219
thrill	fiafia	fear	0.219
cane	tootoo	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	aʻafiaga	fear	0.219
tactics	auala	fear	0.219
veer	veve	fear	0.219
unequal	le tutusa	fear	0.219
lastminute	mulimuli mulimuli	fear	0.219
jungle	vaomatua	fear	0.219
bait	maunu	fear	0.219
revelations	faaaliga	fear	0.219
blues	uila	fear	0.219
overtired	faʻasolosolo	fear	0.218
prognosis	faʻataʻitaʻiga	fear	0.217
alertness	mataala	fear	0.216
hyped	faʻapipiʻi	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	manaʻoga	fear	0.212
tryouts	tryouts	fear	0.210
clowns	lūlū	fear	0.207
fluctuation	fesuiaiga	fear	0.204
restless	leai se mea	fear	0.204
examination	suʻesuʻega	fear	0.204
intimacy	vavalalata	fear	0.203
phew	phew	fear	0.203
quail	salu	fear	0.203
hurry	faanatinati	fear	0.203
uphill	luga	fear	0.203
mighty	malosi	fear	0.203
birth	fanau mai	fear	0.203
cross	koluse	fear	0.203
help	fesoasoani	fear	0.203
overcome	manumalo	fear	0.203
recesses	malologa	fear	0.203
acceptances	taliaina	fear	0.203
fearless	leai se fefe	fear	0.200
ware	teu	fear	0.198
change	suiga	fear	0.198
withstand	tu	fear	0.197
asap	asap	fear	0.191
owing	aitalafu	fear	0.188
gnome	gnome	fear	0.188
cautiously	ma le faaeteete	fear	0.188
tract	tufuga	fear	0.188
deadlines	taimi tapunia	fear	0.188
heighten	maualuga	fear	0.188
attorney	loia	fear	0.188
bug	pusa	fear	0.188
knots	nonoa	fear	0.188
fragile	vaivai	fear	0.188
rule	tulafono	fear	0.188
advance	muamua	fear	0.188
intrigue	taupulepulega	fear	0.188
overcoming	manumalo	fear	0.188
stillness	filemu	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	matamata	fear	0.188
unorganised	lē faʻaopoopoina	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	tuua toʻatasi	fear	0.183
slippery	masei	fear	0.181
interview	faatalanoaga	fear	0.180
everyman	tagata uma	fear	0.178
speculation	taumatematega	fear	0.176
needtoknow	manaʻomia	fear	0.173
assessment	iloiloga	fear	0.172
competition	tauvaga	fear	0.172
settlor	faʻamautu	fear	0.172
rod	tootoo	fear	0.172
checkpoint	siaki	fear	0.172
regulatory	tulafono faatonutonu	fear	0.172
worship	tapuai	fear	0.172
shell	atigi	fear	0.172
readytogo	sauniuni	fear	0.172
uncertain	le mautinoa	fear	0.172
unsure	le mautinoa	fear	0.172
birch	birch	fear	0.172
surprise	faateia	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	otaota	fear	0.172
composure	lagona lelei	fear	0.172
interviewer	faatalanoaga	fear	0.172
less	itiiti	fear	0.167
coy	uʻu	fear	0.162
iris	iris	fear	0.160
audition	suʻega	fear	0.156
sly	sly	fear	0.156
legalized	faʻatagaina	fear	0.156
intimately	i totonu	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	faitauga	fear	0.156
hearing	faʻalogo	fear	0.156
bases	faʻavae	fear	0.156
medication	fualaau	fear	0.156
ceasefire	taofi le taofi	fear	0.156
retirement	litaea	fear	0.156
courageous	lototele	fear	0.154
overthinker	gatasi	fear	0.153
backtrack	tuatusi	fear	0.151
dawned	vaveao	fear	0.150
censor	uila	fear	0.149
bailiff	leoleo	fear	0.147
syllabus	syllabus	fear	0.147
gent	agalelei	fear	0.141
caricature	caricature	fear	0.141
rationality	saʻo	fear	0.141
cove	mata	fear	0.141
newcomer	tagata fou	fear	0.141
eventuality	manuia	fear	0.141
imagination	mafaufauga	fear	0.141
validity	faʻamaonia	fear	0.141
waiting	faatalitali	fear	0.141
delay	tuai	fear	0.141
shy	matamuli	fear	0.140
alreadyyyyy	ua leva	fear	0.140
symptom	uiga	fear	0.133
excite	fiafia	fear	0.132
raccoon	raccoon	fear	0.127
prevent	puipuia	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	sulu	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	osofaia	fear	0.125
soready	tiga	fear	0.125
tryout	totogi	fear	0.125
marry	faaipoipo	fear	0.125
sprite	sikola	fear	0.125
swim	aau	fear	0.125
gameday	i le va	fear	0.125
sag	sag	fear	0.123
pharmacy	fale talavai	fear	0.123
policeman	leoleo	fear	0.121
lace	laumei	fear	0.111
dreamt	miti	fear	0.111
holiness	paia	fear	0.109
pray	tatalo	fear	0.109
weight	mamafa	fear	0.109
incase	mea ane	fear	0.109
knot	nonoa	fear	0.109
confidence	talitonu	fear	0.109
notoriety	iloga	fear	0.109
homework	meaaoga	fear	0.109
destination	malaga	fear	0.109
bigday	tele aso	fear	0.109
slender	faʻanatinati	fear	0.100
undecided	leai se isi	fear	0.098
sympathetic	alofagia	fear	0.097
god	atua	fear	0.094
grades	togi	fear	0.094
loyal	faamaoni	fear	0.094
poise	alalaʻau	fear	0.094
treat	togafiti	fear	0.094
confident	mautinoa	fear	0.094
counsellor	fesoasoani	fear	0.094
helmet	pulou	fear	0.094
case	mataupu	fear	0.094
locate	sue	fear	0.094
northeast	matusisifo	fear	0.088
compassion	agaalofa	fear	0.078
nurture	faafailele	fear	0.078
graduation	faauuga	fear	0.078
graded	fuaina	fear	0.075
mum	tina	fear	0.070
infant	pepe	fear	0.067
civilians	tagata lautele	fear	0.062
soulmate	tagata ola	fear	0.062
civilian	tagata lautele	fear	0.062
cloudiness	aoauli	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	faʻailoga	fear	0.062
cash	tinoitupe	fear	0.062
journey	faigamalaga	fear	0.062
guidelines	taiala	fear	0.062
youth	talavou	fear	0.062
opera	opera	fear	0.057
synonymous	tutusa	fear	0.056
praying	tatalo	fear	0.047
honest	faamaoni	fear	0.047
intelligence	atamai	fear	0.038
romance	alofaga	fear	0.031
lines	laina	fear	0.031
volunteer	volenitia	fear	0.031
obey	usiusitai	fear	0.016
happiest	sili ona fiafia	joy	0.986
happiness	fiafia	joy	0.984
bliss	fiafiaga	joy	0.971
celebrating	faamanatu	joy	0.970
jubilant	fiafia	joy	0.969
ecstatic	fiafia	joy	0.954
elation	faʻaaliga	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	laʻau	joy	0.938
loveee	alofa	joy	0.932
celebration	faamanatu	joy	0.929
awesomeness	faʻavalea	joy	0.926
joy	olioli	joy	0.924
happily	fiafia	joy	0.922
excitement	fiafiaga	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	faʻailoa	joy	0.922
joyous	fiafia	joy	0.922
exuberance	fiafia tele	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	alofa	joy	0.920
gratitude	faafetai	joy	0.914
spectacular	mataʻina	joy	0.912
merriment	fiafiaga	joy	0.912
happydance	fiafiaga	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	fiafia tele	joy	0.909
triumphant	manumalo	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	fiafia	joy	0.906
cheerful	fiafia	joy	0.906
cheer	fiafia	joy	0.897
elated	fiafia	joy	0.894
lovethis	alofa	joy	0.891
laugh	ata	joy	0.891
jolly	fiafia	joy	0.891
pleasures	fiafiaga	joy	0.891
excitation	fiafiaga	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	fiafia	joy	0.891
exhilaration	faʻafiafiaga	joy	0.891
marvelously	ofoofogia	joy	0.881
loving	alofa	joy	0.879
joyful	fiafia	joy	0.879
outstanding	leai se mea	joy	0.879
blissful	fiafia	joy	0.879
pleasurable	fiafia	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	naunau	joy	0.875
lovinglife	ola alofa	joy	0.875
glee	fufulu	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	fiafia	joy	0.868
woohoo	woohoo	joy	0.864
laughing	talie	joy	0.864
superb	sili atu	joy	0.864
wonderful	matagofie	joy	0.863
brilliant	susulu	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	faʻamafanafana	joy	0.859
hooray	solo	joy	0.859
glory	mamalu	joy	0.859
celebrated	faamanatuina	joy	0.859
loved	alofagia	joy	0.859
magnificent	matagofie	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Aleluia	joy	0.859
exciting	fiafia	joy	0.853
heavenly	faalelagi	joy	0.853
thrilled	fiafia	joy	0.851
mademyday	valea taeao	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	faamanatu	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	faamanuiaga	joy	0.844
wonderfully	maofa	joy	0.844
sweetness	suamalie	joy	0.833
marvellous	ofoofogia	joy	0.833
festive	feʻai	joy	0.833
blessed	faamanuiaina	joy	0.833
paradise	palataiso	joy	0.833
celebrations	aso faamanatu	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ataata	joy	0.828
enchanting	faʻataʻitaʻi	joy	0.828
love	alofa	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	aiga moni	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ata	joy	0.824
marvelous	ofoofogia	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	faamanatu	joy	0.818
sensational	maaleale	joy	0.818
delightful	fiafia	joy	0.818
happyheart	fiafia	joy	0.818
rejoicing	fiafia	joy	0.818
joys	fiafiaga	joy	0.818
goodness	lelei	joy	0.818
excited	fiafia	joy	0.818
excellence	lelei	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	mamalu	joy	0.812
lovemaking	alofa	joy	0.812
rejoice	fiafia	joy	0.812
victorious	manumalo	joy	0.812
excellent	sili atu	joy	0.812
bonanza	bonanza	joy	0.812
smiley	ataata	joy	0.812
enjoy	fiafia	joy	0.812
splendid	matagofie	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	taimi lelei	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	fiafia	joy	0.809
myfavorite	loʻu fiafia	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	fiafia	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	fiafia	joy	0.803
giggle	tafaoga	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	manuia	joy	0.797
happier	fiafia	joy	0.797
dancing	siva	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	matagofie	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	faafetai	joy	0.789
splendor	matagofie	joy	0.788
amuse	fiafia	joy	0.788
fun	malie	joy	0.788
happy	fiafia	joy	0.788
enchanted	faʻamaonia	joy	0.781
glorify	viia	joy	0.781
glad	fiafia	joy	0.781
beautiful	aulelei	joy	0.781
solucky	solucky	joy	0.781
giggling	talie	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	susulu	joy	0.781
heavens	lagi	joy	0.779
perfection	atoatoa	joy	0.779
christmassy	christmassy	joy	0.779
romance	alofaga	joy	0.779
thrilling	fiafia	joy	0.776
miraculous	vavega	joy	0.773
fiesta	fanafana	joy	0.773
entertain	fiafia	joy	0.773
congrats	faʻafetai	joy	0.773
cheers	manuia	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	tulaga lelei	joy	0.773
lovable	alofagia	joy	0.773
cheered	fiafia	joy	0.773
funday	tupe maua	joy	0.772
enjoying	fiafia	joy	0.771
cuddling	faʻapipiʻi	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	fiafia	joy	0.766
lifeisgood	olaisgood	joy	0.766
thebest	o le sili lava	joy	0.766
sosweet	suamalie tele	joy	0.766
smiles	ataata	joy	0.766
delight	fiafia	joy	0.765
orgasm	vailaʻau	joy	0.765
party	pati	joy	0.765
positive	lelei	joy	0.761
cheerfulness	fiafia	joy	0.758
miracles	vavega	joy	0.758
sweetheart	manamea	joy	0.758
enlighten	faamalamalama	joy	0.758
christmastime	Kerisimasi	joy	0.757
giddy	falemaʻi	joy	0.757
romantic	fiafia	joy	0.750
gratify	faʻamalie	joy	0.750
friendliness	uo	joy	0.750
laughs	ata	joy	0.750
greatness	maoae	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	malie	joy	0.750
blessings	faamanuiaga	joy	0.750
smile	ataata	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	feololo	joy	0.748
jubilee	Iupeli	joy	0.742
enthusiasm	naunautaiga	joy	0.742
triumph	manumalo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	togafiti	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	vavega	joy	0.742
rewarding	tauia	joy	0.742
feelgood	lagona	joy	0.736
prosperity	manuia	joy	0.735
luxurious	matagofie	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	mataʻutia	joy	0.734
goodday	manuia le aso	joy	0.734
passionate	naunau	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	tagata suʻesuʻe	joy	0.734
victory	manumalo	joy	0.734
admiration	faamemelo	joy	0.734
tgif	tgif	joy	0.734
glorification	mamalu	joy	0.733
sing	pese	joy	0.729
glowing	susulu	joy	0.729
breathtaking	manaia	joy	0.728
fulfillment	taunuʻuga	joy	0.728
yessss	faʻataunuʻu	joy	0.728
cheery	fiafia	joy	0.727
thankful	faafetai	joy	0.727
hurrah	faʻailoa	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	taui	joy	0.727
atpeace	toso	joy	0.727
win	manumalo	joy	0.727
merry	fiafia	joy	0.727
pleased	fiafia	joy	0.725
radiance	susulu	joy	0.725
inspiration	musumusuga	joy	0.725
uplift	siitia	joy	0.723
optimistic	manatu lelei	joy	0.723
heaven	lagi	joy	0.721
lucky	laki	joy	0.721
thrill	fiafia	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	aso malolo	joy	0.721
harmony	lotogatasi	joy	0.719
brighten	susulu	joy	0.719
lover	alofa	joy	0.719
heartfelt	loto momomo	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	matagofie	joy	0.719
amusement	mea malie	joy	0.719
congratulatory	faamalo	joy	0.719
praising	viia	joy	0.719
thriving	ola manuia	joy	0.719
perfect	atoatoa	joy	0.719
magic	togafiti	joy	0.712
luckiest	sili ona lelei	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	tamaoaiga	joy	0.712
bestfeeling	lalelei	joy	0.712
treasures	oa	joy	0.712
achievement	ausia	joy	0.712
yay	ioe	joy	0.712
holiday	aso malolo	joy	0.712
intimate	vavalalata	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	selu	joy	0.706
rave	fai	joy	0.706
proud	mitamita	joy	0.704
truelove	alofa moni	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ofoofogia	joy	0.703
goodnews	lelei tele	joy	0.703
optimism	manatu lelei	joy	0.703
satisfying	faamalieina	joy	0.703
gooood	gooood	joy	0.703
sweetest	sili ona manaia	joy	0.703
cherish	faapelepele	joy	0.703
goodlife	ola lelei	joy	0.703
beautification	matagofie	joy	0.703
appreciates	talisapaia	joy	0.703
winning	manumalo	joy	0.703
cuddled	faʻanofo	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	faafiafiaina	joy	0.700
excite	fiafia	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	aso fanau	joy	0.691
metime	metime	joy	0.688
favorite	fiafia i ai	joy	0.688
honored	faamamaluina	joy	0.688
content	anotusi	joy	0.688
godsend	atuaend	joy	0.688
entertaining	faafiafiaga	joy	0.688
angelic	agelu	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	faamemelo	joy	0.688
exquisite	matagofie	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	taua	joy	0.682
majestic	mamalu	joy	0.682
appreciated	talisapaia	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ataata	joy	0.682
bestfriends	uo mamae	joy	0.682
exaltation	faaeaga	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	susulu	joy	0.682
tranquility	filemu	joy	0.679
marry	faaipoipo	joy	0.676
embrace	fusi	joy	0.676
positively	lelei	joy	0.676
dearest	pele	joy	0.672
relaxation	malologa	joy	0.672
accomplished	ausia	joy	0.672
hug	fusi	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	e	joy	0.672
grin	olo	joy	0.672
enliven	faʻaola	joy	0.672
contentment	faamalieina	joy	0.672
hilarious	sulu	joy	0.672
giggles	tafa	joy	0.672
bountiful	tele	joy	0.667
victor	manumalo	joy	0.667
adore	faʻaaloalo	joy	0.667
boisterous	osofaʻi	joy	0.667
fulfilled	faataunuuina	joy	0.667
fulfill	faataunuu	joy	0.664
cuddles	fusi	joy	0.662
prosperous	manuia	joy	0.660
romanticism	alofa faʻapitoa	joy	0.656
humor	malie	joy	0.656
glow	moli	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	manaia	joy	0.656
appreciation	talisapaia	joy	0.656
encouraged	faamalosiauina	joy	0.656
satisfy	faamalieina	joy	0.656
serenity	filemu	joy	0.656
captivate	fiafia	joy	0.656
besties	sili ona lelei	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	faamalieina	joy	0.652
treasure	oa	joy	0.652
engaged	auai	joy	0.652
praises	viia	joy	0.652
abundance	tele	joy	0.652
fortunes	manuia	joy	0.652
relaxing	malolo	joy	0.652
praised	viia	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	faʻapitoa	joy	0.647
affection	alofa	joy	0.647
relieved	faamamafa	joy	0.647
carnival	tino ola	joy	0.643
divine	paia	joy	0.641
saintly	tagata mama	joy	0.641
harmoniously	tutusa	joy	0.641
achieve	ausia	joy	0.641
thanksgiving	faafetai	joy	0.641
jackpot	lapoʻa	joy	0.641
priceless	leai se tau	joy	0.641
sensuality	lagona	joy	0.641
champion	siamupini	joy	0.641
wedding	faaipoipopga	joy	0.641
uplifting	faagaeetia	joy	0.641
climax	pito sili	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	filemu	joy	0.636
twinkle	moli	joy	0.636
reverie	maualuluga	joy	0.636
exalt	faaeaina	joy	0.636
winner	manumalo	joy	0.636
felicity	fiafia	joy	0.636
cuddle	laʻau	joy	0.636
comforting	faamafanafana	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	malie	joy	0.625
reward	taui	joy	0.625
fondness	fiafia	joy	0.625
hearts	loto	joy	0.625
brighter	malamalama	joy	0.625
sweet	suamalie	joy	0.625
stargazing	osofaʻi	joy	0.625
festival	tausamiga	joy	0.625
snuggling	sisi	joy	0.625
generosity	agalelei	joy	0.625
gorgeous	matagofie	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	feusuaiga	joy	0.622
parade	faʻailoga	joy	0.621
applause	pepese	joy	0.621
genial	genial	joy	0.621
beauty	matagofie	joy	0.621
kind	agalelei	joy	0.621
newlife	fou fou	joy	0.618
aspiring	manaʻo	joy	0.618
fulfilling	faataunuuina	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	amio mama	joy	0.613
kiss	kisi	joy	0.610
winnings	manumalo	joy	0.609
praiseworthy	tauleleia	joy	0.609
rainbows	vavao	joy	0.609
generous	agaalofa	joy	0.609
enlightenment	faʻamalamalamaga	joy	0.609
playful	tala malie	joy	0.609
christmas	Kerisimasi	joy	0.609
super	sili	joy	0.609
elegance	eleeʻa	joy	0.609
rekindle	toe faʻaola	joy	0.609
awards	taui	joy	0.609
adorable	matagofie	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	tutoatasi	joy	0.607
successful	manuia	joy	0.606
onelove	tasi le alofa	joy	0.606
kindness	agalelei	joy	0.606
freely	saoloto	joy	0.606
surprises	mea faateʻia	joy	0.606
inspired	musuia	joy	0.606
hilarity	hilarity	joy	0.606
wonder	mafaufau	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	faafiafiaga	joy	0.603
whimsical	faʻailoga	joy	0.603
passion	naunau	joy	0.603
beautify	faamatagofie	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	oso aʻe o le lā	joy	0.600
godisgood	atuaisgood	joy	0.597
whoo	tagata	joy	0.594
angel	agelu	joy	0.594
thankgod	faafetai	joy	0.594
accomplishment	ausia	joy	0.594
flirt	fulufulu	joy	0.594
goodmusic	fiafiaga	joy	0.594
snuggled	gutu	joy	0.594
revere	faaaloalo	joy	0.594
inspire	musuia	joy	0.594
fanfare	osofaʻiga	joy	0.594
peacefully	filemu	joy	0.594
jesus	Iesu	joy	0.594
goodies	lelei	joy	0.594
heroic	totoa	joy	0.591
fortune	tamaoaiga	joy	0.591
friendship	faauoga	joy	0.591
singing	pesepesega	joy	0.591
exalted	faaeaina	joy	0.591
summer	taumafanafana	joy	0.591
highest	maualuga	joy	0.591
overflowing	fufuluina	joy	0.588
contented	faamalieina	joy	0.588
woot	vaʻai	joy	0.588
rollicking	solo	joy	0.588
hope	faamoemoe	joy	0.586
accolade	faʻaola	joy	0.586
cozy	fiafia	joy	0.583
delicious	suamalie	joy	0.579
friendly	faauo	joy	0.578
sensuous	sensuous	joy	0.578
darling	alofagia	joy	0.578
picturesque	matagofie	joy	0.578
raving	toso	joy	0.578
praise	viia	joy	0.578
everlasting	faavavau	joy	0.578
ambition	faanaunauga	joy	0.578
thelife	le ola	joy	0.578
sparkle	sulu	joy	0.577
yeahhh	Yeahhh	joy	0.576
luckygirl	faʻailoga	joy	0.576
flattering	faasee	joy	0.576
sensual	lagona	joy	0.576
heroism	lototoa	joy	0.576
succeeding	manuia	joy	0.576
grace	alofa tunoa	joy	0.576
peace	filemu	joy	0.576
livelife	ola ola	joy	0.574
special	faapitoa	joy	0.574
tantalizing	faʻamaonia	joy	0.572
pumped	pamu	joy	0.567
worthwhile	aoga	joy	0.562
revels	fiafiaga	joy	0.562
prevail	manumalo	joy	0.562
liking	fiafia	joy	0.562
sunny	la	joy	0.562
relax	malolo	joy	0.562
surprise	faateia	joy	0.562
hugs	afifi	joy	0.562
admirable	faamemelo	joy	0.562
hero	toa	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	malie	joy	0.562
sweets	sweets	joy	0.562
prosper	manuia	joy	0.562
superstar	sili atu	joy	0.562
favorable	lelei	joy	0.561
bless	faʻamanuia	joy	0.561
tenderness	agavaivai	joy	0.561
freedom	saolotoga	joy	0.561
masterpiece	ata sili ona matagofie	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	miti	joy	0.559
hopeful	faamoemoe	joy	0.559
home	aiga	joy	0.559
cruising	osofaʻi	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	faamaoni	joy	0.553
closeness	latalata	joy	0.552
eagerness	naunau	joy	0.552
comfy	aulelei	joy	0.551
sunshine	la susulu	joy	0.551
confidence	talitonu	joy	0.547
mistletoe	faʻafeiloaʻi	joy	0.547
elite	tagata matutua	joy	0.547
celestial	selesitila	joy	0.547
heart	loto	joy	0.547
completion	maeʻa	joy	0.547
good	lelei	joy	0.547
daughter	afa'fine	joy	0.547
gifts	meaalofa	joy	0.547
astonishment	maofa	joy	0.547
bonus	ponesi	joy	0.547
goodmorning	manuia le taeao	joy	0.547
lifted	siitia	joy	0.547
zeal	maelega	joy	0.547
illuminate	malamalama	joy	0.547
gift	meaalofa	joy	0.547
vacation	malologa	joy	0.547
charmed	faamemelo	joy	0.546
recreation	faafiafiaga	joy	0.545
encouragement	faamalosiauga	joy	0.545
gush	gutu	joy	0.545
sublime	mamalu	joy	0.545
dance	siva	joy	0.545
god	atua	joy	0.545
free	saoloto	joy	0.544
freshstart	freshstart	joy	0.544
savior	faaola	joy	0.543
sanctuary	malumalu	joy	0.541
grandchildren	fanau a fanau	joy	0.540
wellness	soifua manuia	joy	0.537
revel	fiafia	joy	0.534
inspirational	musumusuga	joy	0.531
savor	mea manogi	joy	0.531
matrimony	faaipoipoga	joy	0.531
money	tupe	joy	0.531
rainbow	nuanua	joy	0.531
confident	mautinoa	joy	0.531
bridal	faʻaipoipo	joy	0.531
music	musika	joy	0.531
fab	fab	joy	0.531
serene	filemu	joy	0.531
alive	ola	joy	0.531
holiness	paia	joy	0.531
vitality	malosi	joy	0.531
liberation	saolotoga	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	toʻa	joy	0.531
soar	soar	joy	0.531
firstborn	ulumatua	joy	0.531
elegant	matagofie	joy	0.530
mastery	pule	joy	0.530
illumination	malamalama	joy	0.530
welcomed	faʻafeiloaʻi	joy	0.530
warmth	mafanafana	joy	0.530
blossom	fuga	joy	0.530
glimmer	malamalama	joy	0.530
faithful	faamaoni	joy	0.529
treat	togafiti	joy	0.529
snuggles	fagu	joy	0.522
laurels	laurels	joy	0.521
commendable	faʻafetai	joy	0.519
powerful	malosi	joy	0.516
