word	Spanish-es	emotion	emotion-intensity-score
behemoth	gigante	fear	0.439
dominate	dominar	fear	0.438
targeting	targeting	fear	0.438
broke	rompió	fear	0.438
looming	se avecina	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debacle	fear	0.438
forfeiture	pérdida	fear	0.438
dislocated	dislocado	fear	0.438
infirmity	enfermedad	fear	0.438
impermeable	impermeable	fear	0.438
predicament	Predicamento	fear	0.438
falter	desfallecer	fear	0.438
displaced	desplazado	fear	0.438
concealed	excusado	fear	0.438
illegitimate	ilegítimo	fear	0.438
unprepared	desprevenido	fear	0.438
scarcity	escasez	fear	0.438
wince	contraerse de dolor	fear	0.438
mace	Mazo	fear	0.438
expel	expulsar	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	obstruir	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	despojado	fear	0.438
dentists	dentistas	fear	0.438
irreconcilable	irreconciliable	fear	0.438
bewildered	desconcertado	fear	0.438
indomitable	indomable	fear	0.438
rheumatism	reumatismo	fear	0.438
accidental	accidental	fear	0.438
prick	pinchazo	fear	0.438
entangled	enredado	fear	0.438
atrophy	atrofia	fear	0.438
asp	áspid	fear	0.438
perverse	perverso	fear	0.438
cabal	cábala	fear	0.438
yell	grito	fear	0.438
gasping	jadeando	fear	0.438
probation	libertad condicional	fear	0.438
accuser	acusador	fear	0.438
insulting	insultante	fear	0.435
mysterious	misterioso	fear	0.435
halting	vacilante	fear	0.435
rebels	rebeldes	fear	0.435
repulsion	repulsión	fear	0.431
glare	deslumbramiento	fear	0.430
punitive	punitivo	fear	0.425
sordid	sórdido	fear	0.425
stake	estaca	fear	0.423
tempest	tempestad	fear	0.423
ultimatum	ultimátum	fear	0.422
reticent	reticente	fear	0.422
bayonet	bayoneta	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspensión	fear	0.422
lament	lamento	fear	0.422
burdensome	gravoso	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	descomunal	fear	0.422
coyote	coyote	fear	0.422
deleterious	perjudicial	fear	0.422
dissident	disidente	fear	0.422
varicella	varicela	fear	0.422
wilderness	desierto	fear	0.422
delusion	engaño	fear	0.422
bigot	fanático	fear	0.422
unsteady	inestable	fear	0.422
stresses	estreses	fear	0.422
offense	ofensa	fear	0.422
heathen	pagano	fear	0.422
prowl	merodear	fear	0.422
troll	Troll	fear	0.422
infamous	infame	fear	0.422
disappear	desaparecer	fear	0.422
depress	deprimir	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	antinatural	fear	0.422
usurped	usurpado	fear	0.422
steal	robar	fear	0.422
anathema	anatema	fear	0.422
fainting	desmayo	fear	0.422
alien	extraterrestre	fear	0.422
extrajudicial	extrajudicial	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	adversidad	fear	0.418
ineptitude	ineptitud	fear	0.417
outsider	forastero	fear	0.413
ugliness	fealdad	fear	0.410
vulture	buitre	fear	0.410
immoral	inmoral	fear	0.410
scar	cicatriz	fear	0.406
stressful	lleno de tensión	fear	0.406
screech	chillido	fear	0.406
wary	cauteloso	fear	0.406
disgust	asco	fear	0.406
stressing	estresante	fear	0.406
deport	deportar	fear	0.406
nausea	náusea	fear	0.406
resection	resección	fear	0.406
blackout	apagón	fear	0.406
disallowed	no permitido	fear	0.406
insolvent	insolvente	fear	0.406
dismissal	despido	fear	0.406
omnipotence	omnipotencia	fear	0.406
possession	posesión	fear	0.406
tearful	lloroso	fear	0.406
disorder	trastorno	fear	0.406
squall	chubasco	fear	0.406
dominant	dominante	fear	0.406
disabled	discapacitado	fear	0.406
drones	drones	fear	0.406
recklessness	imprudencia	fear	0.406
escape	escapar	fear	0.406
distressed	afligido	fear	0.406
claw	garra	fear	0.406
stretcher	camilla	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitencia	fear	0.406
weakly	enclenque	fear	0.406
rubble	escombros	fear	0.406
whimper	gemido	fear	0.406
ghetto	ghetto	fear	0.406
socialism	socialismo	fear	0.405
conspiracy	conspiración	fear	0.400
toughness	tenacidad	fear	0.400
defection	deserción	fear	0.398
absence	ausencia	fear	0.396
moan	gemido	fear	0.394
crusade	cruzada	fear	0.392
radon	radón	fear	0.391
lose	perder	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dudoso	fear	0.391
unemployed	desempleados	fear	0.391
reject	rechazar	fear	0.391
excitation	excitación	fear	0.391
xanax	xanax	fear	0.391
stifled	sofocado	fear	0.391
scarecrow	espantapájaros	fear	0.391
concealment	ocultación	fear	0.391
conquer	conquistar	fear	0.391
discrimination	discriminación	fear	0.391
diagnosis	diagnóstico	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	trampa	fear	0.391
separation	separación	fear	0.391
overt	abierto	fear	0.391
urgency	urgencia	fear	0.391
musket	mosquete	fear	0.391
unrest	disturbios	fear	0.391
descent	descendencia	fear	0.391
avoiding	evitar	fear	0.391
cyst	quiste	fear	0.391
gulp	trago	fear	0.391
procedure	procedimiento	fear	0.391
submission	sumisión	fear	0.391
hardened	curtido	fear	0.391
refutation	refutación	fear	0.391
repellent	repelente	fear	0.391
cleave	adherirse	fear	0.391
suspicion	sospecha	fear	0.391
poverty	pobreza	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvencia	fear	0.391
mental	mental	fear	0.391
theocratic	teocrático	fear	0.391
spaz	spaz	fear	0.391
brimstone	azufre	fear	0.391
throb	palpitar	fear	0.388
outcast	paria	fear	0.388
orc	orco	fear	0.388
disapprove	desaprobar	fear	0.380
dontpanic	dontpánico	fear	0.378
plea	petición	fear	0.377
withdrawals	retiros	fear	0.377
pressure	presión	fear	0.375
grieve	afligirse	fear	0.375
frigate	fragata	fear	0.375
kerosene	queroseno	fear	0.375
nauseous	nauseabundo	fear	0.375
khan	kan	fear	0.375
expose	exponer	fear	0.375
ocd	ocd	fear	0.375
sneaking	furtivo	fear	0.375
embarrassment	vergüenza	fear	0.375
bankrupt	arruinado	fear	0.375
dissolution	disolución	fear	0.375
dentistry	odontología	fear	0.375
edict	edicto	fear	0.375
bunker	búnker	fear	0.375
antsy	antsy	fear	0.375
chasm	abismo	fear	0.375
escaped	escapado	fear	0.375
whirlpool	torbellino	fear	0.375
interrogate	interrogar	fear	0.375
psychological	psicológico	fear	0.375
obligor	deudor	fear	0.375
misconception	Idea equivocada	fear	0.375
military	militar	fear	0.375
suspected	sospecha	fear	0.375
locust	langosta	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	malo	fear	0.375
coldness	frialdad	fear	0.375
taunt	pulla	fear	0.375
obi	Obi	fear	0.375
flu	gripe	fear	0.375
barricade	barricada	fear	0.375
chimera	quimera	fear	0.375
sultan	sultán	fear	0.375
repellant	repelente	fear	0.373
unknown	desconocido	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	celos	fear	0.365
mug	jarra	fear	0.359
consternation	consternación	fear	0.359
rebel	rebelde	fear	0.359
conquest	conquista	fear	0.359
mournful	triste	fear	0.359
concerned	preocupado	fear	0.359
mandamus	Mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	periódico	fear	0.359
jaundice	ictericia	fear	0.359
sectarian	sectario	fear	0.359
desert	Desierto	fear	0.359
cur	canalla	fear	0.359
difficult	difícil	fear	0.359
stint	escatimar	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dardo	fear	0.359
spike	espiga	fear	0.359
timid	tímido	fear	0.359
wasting	debilitante	fear	0.359
bottomless	sin fondo	fear	0.359
warned	prevenido	fear	0.359
protestant	protestante	fear	0.359
contempt	desprecio	fear	0.359
exam	examen	fear	0.359
depreciation	depreciación	fear	0.359
anomaly	anomalía	fear	0.359
rejects	rechaza	fear	0.359
pessimism	pesimismo	fear	0.359
revolution	revolución	fear	0.359
formidable	formidable	fear	0.359
burke	burke	fear	0.359
cautionary	advertido	fear	0.359
headaches	dolores de cabeza	fear	0.359
bankruptcy	bancarrota	fear	0.359
government	gobierno	fear	0.359
measles	sarampión	fear	0.359
languishing	languideciendo	fear	0.358
constrain	constreñir	fear	0.358
bane	perdición	fear	0.356
impeach	procesar	fear	0.354
warden	guardián	fear	0.354
adverse	adverso	fear	0.352
lawyer	abogado	fear	0.349
libel	difamación	fear	0.348
retrenchment	reducción	fear	0.345
imminent	inminente	fear	0.345
unjustifiable	injustificable	fear	0.344
knell	toque de difuntos	fear	0.344
contentious	contencioso	fear	0.344
opposed	opuesto	fear	0.344
shame	vergüenza	fear	0.344
avoidance	evitación	fear	0.344
resistant	resistente	fear	0.344
discipline	disciplina	fear	0.344
defy	desafiar	fear	0.344
belittle	empequeñecer	fear	0.344
fanaticism	fanatismo	fear	0.344
bearish	osuno	fear	0.344
opium	opio	fear	0.344
sorrow	dolor	fear	0.344
mri	mri	fear	0.344
shaky	tembloroso	fear	0.344
hiss	silbido	fear	0.344
loneliness	soledad	fear	0.344
swerve	viraje	fear	0.344
taboo	tabú	fear	0.344
reckless	temerario	fear	0.344
obstacle	obstáculo	fear	0.344
launches	lanza	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	veredicto	fear	0.344
servile	servil	fear	0.344
hesitation	vacilación	fear	0.344
evade	evadir	fear	0.344
recession	recesión	fear	0.344
eel	Anguila	fear	0.344
shortage	escasez	fear	0.344
pest	parásito	fear	0.344
cutter	cortador	fear	0.344
psych	psicoanalizar	fear	0.344
parachute	paracaídas	fear	0.344
disrespectful	irrespetuoso	fear	0.343
phalanx	falange	fear	0.342
creature	criatura	fear	0.340
mortgage	hipoteca	fear	0.331
specter	espectro	fear	0.331
enigmatic	enigmático	fear	0.329
caution	precaución	fear	0.328
police	policía	fear	0.328
shank	caña	fear	0.328
undesirable	indeseable	fear	0.328
shutdown	apagar	fear	0.328
dike	dique	fear	0.328
subordinate	subordinar	fear	0.328
gametime	tiempo de juego	fear	0.328
remove	retirar	fear	0.328
smut	tizón	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	percance	fear	0.328
loom	telar	fear	0.328
supremacy	supremacía	fear	0.328
unlucky	desafortunado	fear	0.328
quash	anular	fear	0.328
hives	urticaria	fear	0.328
wimp	endeble	fear	0.328
gladiator	gladiador	fear	0.328
feeling	sensación	fear	0.328
dominion	dominio	fear	0.328
encumbrance	gravamen	fear	0.328
adrift	a la deriva	fear	0.328
defendant	acusado	fear	0.328
outpost	avanzada	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	sin sentido	fear	0.328
wrongly	erróneamente	fear	0.328
bugaboo	pesadilla	fear	0.328
weirdo	bicho raro	fear	0.328
ethereal	etéreo	fear	0.328
scarce	escaso	fear	0.327
unsettled	inestable	fear	0.327
antisocial	antisocial	fear	0.324
astray	por mal camino	fear	0.320
vigilant	vigilante	fear	0.319
socialist	socialista	fear	0.318
halter	cabestro	fear	0.318
pessimist	pesimista	fear	0.317
pacing	ritmo	fear	0.316
opponent	adversario	fear	0.312
discontinuity	discontinuidad	fear	0.312
conspire	conspirar	fear	0.312
trickery	astucia	fear	0.312
obsessing	obsesionante	fear	0.312
seclusion	reclusión	fear	0.312
whirlwind	torbellino	fear	0.312
unexpected	inesperado	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	atestar	fear	0.312
collusion	colusión	fear	0.312
muzzle	bozal	fear	0.312
blight	plaga	fear	0.312
foreigner	extranjero	fear	0.312
chargeable	cobrable	fear	0.312
laxative	laxante	fear	0.312
clinical	clínico	fear	0.312
dentist	dentista	fear	0.312
therapist	terapeuta	fear	0.312
deadline	fecha tope	fear	0.312
bewilderment	desconcierto	fear	0.312
litigate	litigar	fear	0.312
nether	inferior	fear	0.312
thorny	espinoso	fear	0.312
valium	Valium	fear	0.312
powerful	poderoso	fear	0.312
uneasy	difícil	fear	0.312
unkind	cruel	fear	0.312
ordnance	artillería	fear	0.312
wimpy	débil	fear	0.312
overthinking	pensando demasiado	fear	0.309
doubts	dudas	fear	0.308
seriousness	gravedad	fear	0.305
irrational	irracional	fear	0.305
erase	borrar	fear	0.303
teasing	burlas	fear	0.303
razor	maquinilla de afeitar	fear	0.303
sweating	transpiración	fear	0.298
reluctant	reacio	fear	0.297
mage	mago	fear	0.297
crouching	agachándose	fear	0.297
warning	advertencia	fear	0.297
endless	interminable	fear	0.297
adjudicate	juzgar	fear	0.297
bale	bala	fear	0.297
inflation	inflación	fear	0.297
giant	gigante	fear	0.297
auditor	auditor	fear	0.297
medical	médico	fear	0.297
swamp	pantano	fear	0.297
bitch	perra	fear	0.297
mislead	engañar	fear	0.297
weighty	pesado	fear	0.297
avoid	evitar	fear	0.297
depreciated	depreciado	fear	0.297
flounder	platija	fear	0.297
deflation	deflación	fear	0.297
unsurpassed	insuperado	fear	0.297
dashed	discontinua	fear	0.297
hide	esconder	fear	0.297
timidity	timidez	fear	0.297
deluge	diluvio	fear	0.287
disinformation	desinformación	fear	0.286
court	Corte	fear	0.284
aversion	aversión	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	antipático	fear	0.281
remains	permanece	fear	0.281
discourage	desalentar	fear	0.281
cautious	cauteloso	fear	0.281
oncoming	venidero	fear	0.281
flying	volador	fear	0.281
mistaken	equivocado	fear	0.281
swelling	hinchazón	fear	0.281
dwarfed	empequeñecido	fear	0.281
surveillance	vigilancia	fear	0.281
apache	apache	fear	0.281
rush	prisa	fear	0.281
yelp	gañido	fear	0.281
cartridge	cartucho	fear	0.281
fortress	fortaleza	fear	0.281
bigoted	fanático	fear	0.281
notready	no está listo	fear	0.281
challenge	reto	fear	0.281
submitting	sumisión	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	Confusión	fear	0.281
unruly	revoltoso	fear	0.281
intense	intenso	fear	0.279
noncompliance	incumplimiento	fear	0.276
alerts	alertas	fear	0.276
planes	aviones	fear	0.274
displeased	disgustado	fear	0.273
cop	policía	fear	0.273
unbridled	desenfrenado	fear	0.271
regiment	regimiento	fear	0.266
crowds	multitudes	fear	0.266
sentence	frase	fear	0.266
blindfold	venda	fear	0.266
crouch	agacharse	fear	0.266
belt	cinturón	fear	0.266
hooded	encapuchado	fear	0.266
uncanny	misterioso	fear	0.266
cupping	utilización de tazas	fear	0.266
sneak	furtivo	fear	0.266
cloak	capa	fear	0.266
banger	petardo	fear	0.266
affront	afrenta	fear	0.266
confession	confesión	fear	0.266
blemish	defecto	fear	0.266
posse	grupo	fear	0.266
auditions	audiciones	fear	0.266
forgotten	olvidado	fear	0.266
immerse	sumergirse	fear	0.266
operation	operación	fear	0.266
elevation	elevación	fear	0.266
shanghai	llevar a la fuerza	fear	0.266
hood	capucha	fear	0.266
problem	problema	fear	0.266
skid	patinar	fear	0.266
insomnia	insomnio	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acróbata	fear	0.266
flurries	ráfagas	fear	0.266
force	fuerza	fear	0.266
spur	estimular	fear	0.262
defense	defensa	fear	0.258
mortgagor	deudor hipotecario	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	correr	fear	0.250
rascal	bribón	fear	0.250
standstill	parada	fear	0.250
doubt	duda	fear	0.250
cataract	catarata	fear	0.250
repent	arrepentirse	fear	0.250
unfamiliar	desconocido	fear	0.250
delusional	delirante	fear	0.250
obliging	servicial	fear	0.250
hag	bruja	fear	0.250
defend	defender	fear	0.250
guard	Guardia	fear	0.250
scapegoat	chivo expiatorio	fear	0.250
swampy	pantanoso	fear	0.250
react	reaccionar	fear	0.250
breakingnews	noticias de última hora	fear	0.250
foul	falta	fear	0.250
spinster	solterona	fear	0.250
indifference	indiferencia	fear	0.250
sunk	hundido	fear	0.250
picket	piquete	fear	0.250
insect	insecto	fear	0.250
rating	clasificación	fear	0.250
forewarned	prevenido	fear	0.250
indecisive	indeciso	fear	0.250
stealthy	cauteloso	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	conectado a tierra	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	más alto	fear	0.236
inequality	desigualdad	fear	0.234
rekindle	reavivar	fear	0.234
shrink	encogimiento	fear	0.234
scaffold	andamio	fear	0.234
discontent	descontento	fear	0.234
verge	borde	fear	0.234
psychiatrist	psiquiatra	fear	0.234
overdrive	sobremarcha	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	interceder	fear	0.234
pinion	piñón	fear	0.234
finalized	finalizado	fear	0.234
shelters	refugios	fear	0.234
sleepless	insomne	fear	0.234
dependence	dependencia	fear	0.234
chicken	pollo	fear	0.234
instinctive	instintivo	fear	0.234
buzz	zumbido	fear	0.234
difficulty	dificultad	fear	0.234
bee	abeja	fear	0.234
insomniac	insomne	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dólar	fear	0.234
rushing	apresurarse	fear	0.233
overslept	dormido	fear	0.226
default	defecto	fear	0.226
confessional	confesional	fear	0.225
impatient	impaciente	fear	0.224
immigrant	inmigrante	fear	0.219
heft	peso	fear	0.219
sweat	sudor	fear	0.219
waver	vacilar	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	tacaño	fear	0.219
thrill	emoción	fear	0.219
cane	caña	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	y si	fear	0.219
tactics	táctica	fear	0.219
veer	virar	fear	0.219
unequal	desigual	fear	0.219
lastminute	último minuto	fear	0.219
jungle	selva	fear	0.219
bait	cebo	fear	0.219
revelations	revelaciones	fear	0.219
blues	blues	fear	0.219
overtired	cansado	fear	0.218
prognosis	pronóstico	fear	0.217
alertness	vigilancia	fear	0.216
hyped	publicitado	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	Deséame suerte	fear	0.212
tryouts	audiciones	fear	0.210
clowns	payasos	fear	0.207
fluctuation	fluctuación	fear	0.204
restless	inquieto	fear	0.204
examination	examen	fear	0.204
intimacy	intimidad	fear	0.203
phew	Uf	fear	0.203
quail	codorniz	fear	0.203
hurry	prisa	fear	0.203
uphill	cuesta arriba	fear	0.203
mighty	poderoso	fear	0.203
birth	nacimiento	fear	0.203
cross	cruzar	fear	0.203
help	ayuda	fear	0.203
overcome	superar	fear	0.203
recesses	lo más hondo	fear	0.203
acceptances	aceptaciones	fear	0.203
fearless	audaz	fear	0.200
ware	mercancía	fear	0.198
change	cambio	fear	0.198
withstand	resistir a	fear	0.197
asap	lo antes posible	fear	0.191
owing	debido	fear	0.188
gnome	gnomo	fear	0.188
cautiously	cautelosamente	fear	0.188
tract	tracto	fear	0.188
deadlines	fechas límite	fear	0.188
heighten	aumentar	fear	0.188
attorney	abogado	fear	0.188
bug	error	fear	0.188
knots	nudos	fear	0.188
fragile	frágil	fear	0.188
rule	regla	fear	0.188
advance	avanzar	fear	0.188
intrigue	intriga	fear	0.188
overcoming	superando	fear	0.188
stillness	quietud	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	reloj	fear	0.188
unorganised	desorganizado	fear	0.188
elf	duende	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	solitario	fear	0.183
slippery	resbaladizo	fear	0.181
interview	entrevista	fear	0.180
everyman	cada hombre	fear	0.178
speculation	especulación	fear	0.176
needtoknow	necesito saber	fear	0.173
assessment	evaluación	fear	0.172
competition	competencia	fear	0.172
settlor	Settlor	fear	0.172
rod	barra	fear	0.172
checkpoint	control	fear	0.172
regulatory	regulador	fear	0.172
worship	rendir culto	fear	0.172
shell	cáscara	fear	0.172
readytogo	Listo para ir	fear	0.172
uncertain	incierto	fear	0.172
unsure	inseguro	fear	0.172
birch	abedul	fear	0.172
surprise	sorpresa	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	paja	fear	0.172
composure	calma	fear	0.172
interviewer	entrevistador	fear	0.172
less	Menos	fear	0.167
coy	tímido	fear	0.162
iris	iris	fear	0.160
audition	audición	fear	0.156
sly	astuto	fear	0.156
legalized	legalizado	fear	0.156
intimately	íntimamente	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	cuenta regresiva	fear	0.156
hearing	audición	fear	0.156
bases	bases	fear	0.156
medication	medicación	fear	0.156
ceasefire	alto el fuego	fear	0.156
retirement	Jubilación	fear	0.156
courageous	valiente	fear	0.154
overthinker	distorsionador	fear	0.153
backtrack	volver hacia atrás	fear	0.151
dawned	amaneció	fear	0.150
censor	censurar	fear	0.149
bailiff	alguacil	fear	0.147
syllabus	silaba	fear	0.147
gent	caballero	fear	0.141
caricature	caricatura	fear	0.141
rationality	racionalidad	fear	0.141
cove	ensenada	fear	0.141
newcomer	recién llegado	fear	0.141
eventuality	eventualidad	fear	0.141
imagination	imaginación	fear	0.141
validity	validez	fear	0.141
waiting	esperando	fear	0.141
delay	retrasar	fear	0.141
shy	tímido	fear	0.140
alreadyyyyy	yaaaaa	fear	0.140
symptom	síntoma	fear	0.133
excite	excitar	fear	0.132
raccoon	mapache	fear	0.127
prevent	evitar	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	payaso	fear	0.125
ahhh	ahhh	fear	0.125
hawk	halcón	fear	0.125
campaigning	haciendo campaña	fear	0.125
soready	muy preparado	fear	0.125
tryout	probar	fear	0.125
marry	casar	fear	0.125
sprite	duende	fear	0.125
swim	nadar	fear	0.125
gameday	día de juego	fear	0.125
sag	hundimiento	fear	0.123
pharmacy	farmacia	fear	0.123
policeman	policía	fear	0.121
lace	cordón	fear	0.111
dreamt	soñado	fear	0.111
holiness	santidad	fear	0.109
pray	orar	fear	0.109
weight	peso	fear	0.109
incase	en caso	fear	0.109
knot	nudo	fear	0.109
confidence	confianza	fear	0.109
notoriety	notoriedad	fear	0.109
homework	deberes	fear	0.109
destination	destino	fear	0.109
bigday	gran día	fear	0.109
slender	esbelto	fear	0.100
undecided	indeciso	fear	0.098
sympathetic	simpático	fear	0.097
god	Dios	fear	0.094
grades	grados	fear	0.094
loyal	leal	fear	0.094
poise	equilibrio	fear	0.094
treat	tratar	fear	0.094
confident	confidente	fear	0.094
counsellor	consejero	fear	0.094
helmet	casco	fear	0.094
case	caso	fear	0.094
locate	localizar	fear	0.094
northeast	Noreste	fear	0.088
compassion	compasión	fear	0.078
nurture	nutrir	fear	0.078
graduation	graduación	fear	0.078
graded	calificado	fear	0.075
mum	mamá	fear	0.070
infant	infantil	fear	0.067
civilians	civiles	fear	0.062
soulmate	alma gemela	fear	0.062
civilian	civil	fear	0.062
cloudiness	abundancia de nubes	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	desfile	fear	0.062
cash	efectivo	fear	0.062
journey	viaje	fear	0.062
guidelines	lineamientos	fear	0.062
youth	juventud	fear	0.062
opera	ópera	fear	0.057
synonymous	sinónimo	fear	0.056
praying	rezando	fear	0.047
honest	honesto	fear	0.047
intelligence	inteligencia	fear	0.038
romance	romance	fear	0.031
lines	líneas	fear	0.031
volunteer	voluntario	fear	0.031
obey	obedecer	fear	0.016
happiest	más feliz	joy	0.986
happiness	felicidad	joy	0.984
bliss	felicidad	joy	0.971
celebrating	celebrando	joy	0.970
jubilant	jubiloso	joy	0.969
ecstatic	extático	joy	0.954
elation	elación	joy	0.944
bestdayever	el mejor día	joy	0.938
beaming	radiante	joy	0.938
loveee	amor	joy	0.932
celebration	celebracion	joy	0.929
awesomeness	genialidad	joy	0.926
joy	alegría	joy	0.924
happily	felizmente	joy	0.922
excitement	emoción	joy	0.922
euphoria	euforia	joy	0.922
fabulous	fabuloso	joy	0.922
joyous	jubiloso	joy	0.922
exuberance	exuberancia	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	amor	joy	0.920
gratitude	gratitud	joy	0.914
spectacular	espectacular	joy	0.912
merriment	alegría	joy	0.912
happydance	danza feliz	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	lleno de alegría	joy	0.909
triumphant	triunfante	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	éxtasis	joy	0.906
cheerful	alegre	joy	0.906
cheer	animar	joy	0.897
elated	exaltado	joy	0.894
lovethis	me gusta esto	joy	0.891
laugh	risa	joy	0.891
jolly	alegre	joy	0.891
pleasures	placeres	joy	0.891
excitation	excitación	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Encantado	joy	0.891
exhilaration	regocijo	joy	0.891
marvelously	maravillosamente	joy	0.881
loving	amoroso	joy	0.879
joyful	alegre	joy	0.879
outstanding	excepcional	joy	0.879
blissful	feliz	joy	0.879
pleasurable	agradable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiasta	joy	0.875
lovinglife	vida amorosa	joy	0.875
glee	alegría	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tan feliz	joy	0.868
woohoo	woohoo	joy	0.864
laughing	riendo	joy	0.864
superb	magnífico	joy	0.864
wonderful	maravilloso	joy	0.863
brilliant	brillante	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	aplausos	joy	0.859
hooray	hooray	joy	0.859
glory	gloria	joy	0.859
celebrated	celebrado	joy	0.859
loved	amado	joy	0.859
magnificent	magnífico	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	aleluya	joy	0.859
exciting	emocionante	joy	0.853
heavenly	celestial	joy	0.853
thrilled	emocionado	joy	0.851
mademyday	me alegró el día	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	celebrar	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bendición	joy	0.844
wonderfully	maravillosamente	joy	0.844
sweetness	dulzura	joy	0.833
marvellous	maravilloso	joy	0.833
festive	festivo	joy	0.833
blessed	bendito	joy	0.833
paradise	paraíso	joy	0.833
celebrations	celebraciones	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	sonriente	joy	0.828
enchanting	encantador	joy	0.828
love	amor	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	hogar dulce hogar	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	risa	joy	0.824
marvelous	maravilloso	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratorio	joy	0.818
sensational	sensacional	joy	0.818
delightful	encantador	joy	0.818
happyheart	Corazón feliz	joy	0.818
rejoicing	alegría	joy	0.818
joys	alegrías	joy	0.818
goodness	bondad	joy	0.818
excited	emocionado	joy	0.818
excellence	excelencia	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorioso	joy	0.812
lovemaking	haciendo el amor	joy	0.812
rejoice	alegrarse	joy	0.812
victorious	victorioso	joy	0.812
excellent	excelente	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	disfrutar	joy	0.812
splendid	espléndido	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	Buenos tiempos	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	día feliz	joy	0.809
myfavorite	mi favorito	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	Placer	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	alegría	joy	0.803
giggle	risilla	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	éxito	joy	0.797
happier	más feliz	joy	0.797
dancing	bailando	joy	0.797
lovinlife	Lovinlife	joy	0.797
magnificence	magnificencia	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	agradecido	joy	0.789
splendor	esplendor	joy	0.788
amuse	entretener	joy	0.788
