word	Urdu-ur	emotion	emotion-intensity-score
tempest	tempest	fear	0.423
ultimatum	الٹمیٹم	fear	0.422
reticent	ریٹائرٹ	fear	0.422
bayonet	بنونا	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	معطلی	fear	0.422
lament	لالہ	fear	0.422
burdensome	بھاری	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	تھکاوٹ	fear	0.422
coyote	کویوٹ	fear	0.422
deleterious	بے حد	fear	0.422
dissident	مخالفت	fear	0.422
varicella	varicella	fear	0.422
wilderness	جنگل	fear	0.422
delusion	ڈیلژن	fear	0.422
bigot	بڑا	fear	0.422
unsteady	غیر مستحکم	fear	0.422
stresses	زور دیا	fear	0.422
offense	جرم	fear	0.422
heathen	ہیٹن	fear	0.422
prowl	پروول	fear	0.422
troll	troll	fear	0.422
infamous	بدنام	fear	0.422
disappear	غائب ہو	fear	0.422
depress	ڈپریشن	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	غیرتمندگی	fear	0.422
usurped	غصہ	fear	0.422
steal	چوری	fear	0.422
anathema	عنہا	fear	0.422
fainting	بدمعاش	fear	0.422
alien	اجنبی	fear	0.422
extrajudicial	غیر معمولی	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	ہائیڈررا	fear	0.422
adversity	پریشان	fear	0.418
ineptitude	ناکامی	fear	0.417
outsider	باہر	fear	0.413
ugliness	بدسورت	fear	0.410
vulture	گدھے	fear	0.410
immoral	غیر اخلاقی	fear	0.410
scar	سکارف	fear	0.406
stressful	کشیدگی	fear	0.406
screech	سکریچ	fear	0.406
wary	تعجب	fear	0.406
disgust	نفرت	fear	0.406
stressing	زور دیا	fear	0.406
deport	گزرنا	fear	0.406
nausea	نیزا	fear	0.406
resection	استقبال	fear	0.406
blackout	اندھیرے	fear	0.406
disallowed	ناجائز	fear	0.406
insolvent	اندرونی	fear	0.406
dismissal	برطرف	fear	0.406
omnipotence	اولمپیٹنٹ	fear	0.406
possession	قبضہ	fear	0.406
tearful	آنسو	fear	0.406
disorder	خرابی کی شکایت	fear	0.406
squall	اسکال	fear	0.406
dominant	غالب	fear	0.406
disabled	غیر فعال	fear	0.406
drones	ڈرون	fear	0.406
recklessness	بیکار	fear	0.406
escape	فرار	fear	0.406
distressed	پریشان	fear	0.406
claw	پنڈ	fear	0.406
stretcher	مسلسل	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	تناسب	fear	0.406
weakly	کمزور	fear	0.406
rubble	مسح	fear	0.406
whimper	ویمپر	fear	0.406
ghetto	یہودی بستی	fear	0.406
socialism	سوشلزم	fear	0.405
conspiracy	سازش	fear	0.400
toughness	سختی	fear	0.400
defection	خرابی	fear	0.398
absence	عدم موجودگی	fear	0.396
moan	moan	fear	0.394
crusade	صلیب	fear	0.392
radon	ریڈن	fear	0.391
lose	کھو	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	مشکوک	fear	0.391
unemployed	بے روزگار	fear	0.391
reject	رد کرنا	fear	0.391
excitation	حوصلہ افزائی	fear	0.391
xanax	xanax	fear	0.391
stifled	نکالا	fear	0.391
scarecrow	ڈراونا	fear	0.391
concealment	پوشیدہ	fear	0.391
conquer	فتح	fear	0.391
discrimination	امتیازی سلوک	fear	0.391
diagnosis	تشخیص	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	خرگوش	fear	0.391
separation	علیحدگی	fear	0.391
overt	زیادہ سے زیادہ	fear	0.391
urgency	فوری طور پر	fear	0.391
musket	مشق	fear	0.391
unrest	بدبختی	fear	0.391
descent	نسل	fear	0.391
avoiding	سے گریز	fear	0.391
cyst	سیست	fear	0.391
gulp	گلپ	fear	0.391
procedure	طریقہ کار	fear	0.391
submission	جمع کرانے	fear	0.391
hardened	سخت	fear	0.391
refutation	تشخیص	fear	0.391
repellent	اختر	fear	0.391
cleave	صاف کرو	fear	0.391
suspicion	شکایات	fear	0.391
poverty	غربت	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	تعظیم	fear	0.391
mental	ذہنی	fear	0.391
theocratic	عروج	fear	0.391
spaz	سپا	fear	0.391
brimstone	برمی	fear	0.391
throb	فورا	fear	0.388
outcast	نکالا	fear	0.388
orc	ORC	fear	0.388
disapprove	ناپسندی	fear	0.380
dontpanic	ڈنٹینیک	fear	0.378
plea	درخواست	fear	0.377
withdrawals	واپسی	fear	0.377
pressure	دباؤ	fear	0.375
grieve	غمگین	fear	0.375
frigate	فریب	fear	0.375
kerosene	مریض	fear	0.375
nauseous	غصہ	fear	0.375
khan	خان	fear	0.375
expose	بے نقاب	fear	0.375
ocd	OCD	fear	0.375
sneaking	چپکے	fear	0.375
embarrassment	شرمندگی	fear	0.375
bankrupt	دلال	fear	0.375
dissolution	تحلیل	fear	0.375
dentistry	دندان سازی	fear	0.375
edict	ایڈیشن	fear	0.375
bunker	بنکر	fear	0.375
antsy	اینٹی	fear	0.375
chasm	چاس	fear	0.375
escaped	فرار ہوگیا	fear	0.375
whirlpool	بںور	fear	0.375
interrogate	تحقیقات	fear	0.375
psychological	نفسیات	fear	0.375
obligor	ذمہ دار	fear	0.375
misconception	غلط فہمی	fear	0.375
military	فوجی	fear	0.375
suspected	شکست	fear	0.375
locust	مقامی	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	برا	fear	0.375
coldness	سردی	fear	0.375
taunt	طنز	fear	0.375
obi	obi	fear	0.375
flu	فلو	fear	0.375
barricade	barricade	fear	0.375
chimera	چیما	fear	0.375
sultan	سلطان	fear	0.375
repellant	دوبارہ	fear	0.373
unknown	نامعلوم	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	حسد	fear	0.365
mug	پیالا	fear	0.359
consternation	اعتراف	fear	0.359
rebel	بغاوت	fear	0.359
conquest	فتح	fear	0.359
mournful	ماتم	fear	0.359
concerned	فکرمند	fear	0.359
mandamus	مینڈمس	fear	0.359
onedge	کنارے پر	fear	0.359
recurring	بار بار	fear	0.359
jaundice	جلدی	fear	0.359
sectarian	فرقہ پرستی	fear	0.359
desert	صحرا	fear	0.359
cur	کعبہ	fear	0.359
difficult	مشکل	fear	0.359
stint	سٹنٹ	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	ڈارٹ	fear	0.359
spike	سپائیک	fear	0.359
timid	ٹائڈڈ	fear	0.359
wasting	برباد	fear	0.359
bottomless	لامتناہی	fear	0.359
warned	خبردار	fear	0.359
protestant	احتجاج	fear	0.359
contempt	نفرت	fear	0.359
exam	امتحان	fear	0.359
depreciation	فرسودگی	fear	0.359
anomaly	بدنام	fear	0.359
rejects	رد کر دیتا ہے	fear	0.359
pessimism	ویسے	fear	0.359
revolution	انقلاب	fear	0.359
formidable	قابل اعتماد	fear	0.359
burke	برک	fear	0.359
cautionary	احتیاط	fear	0.359
headaches	سر درد	fear	0.359
bankruptcy	دیوالیہ پن	fear	0.359
government	حکومت	fear	0.359
measles	خسرہ	fear	0.359
languishing	سوچا	fear	0.358
constrain	مجبور	fear	0.358
bane	بینی	fear	0.356
impeach	امتیاز	fear	0.354
warden	وارڈن	fear	0.354
adverse	منفی	fear	0.352
lawyer	وکیل	fear	0.349
libel	آزادی	fear	0.348
retrenchment	رجسٹریشن	fear	0.345
imminent	امیر	fear	0.345
unjustifiable	ناقابل قبول	fear	0.344
knell	چھلانگ	fear	0.344
contentious	متضاد	fear	0.344
opposed	مخالفت کی	fear	0.344
shame	شرم	fear	0.344
avoidance	بچت	fear	0.344
resistant	مزاحم	fear	0.344
discipline	نظم و ضبط	fear	0.344
defy	دفاع کرنا	fear	0.344
belittle	belittle	fear	0.344
fanaticism	پرستار	fear	0.344
bearish	برداشت	fear	0.344
opium	اپکرم	fear	0.344
sorrow	غم	fear	0.344
mri	مری	fear	0.344
shaky	شرمناک	fear	0.344
hiss	اس کے	fear	0.344
loneliness	تناسب	fear	0.344
swerve	سویرے	fear	0.344
taboo	ممنوع	fear	0.344
reckless	بے باک	fear	0.344
obstacle	رکاوٹ	fear	0.344
launches	شروع	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	فیصلے	fear	0.344
servile	سرور	fear	0.344
hesitation	ہچکچاہٹ	fear	0.344
evade	تیار	fear	0.344
recession	کساد بازاری	fear	0.344
eel	اییل	fear	0.344
shortage	قلت	fear	0.344
pest	کیڑوں	fear	0.344
cutter	کٹر	fear	0.344
psych	نفسیات	fear	0.344
parachute	پیراشوٹ	fear	0.344
disrespectful	ناپسندیدہ	fear	0.343
phalanx	فایلیکس	fear	0.342
creature	مخلوق	fear	0.340
mortgage	رہن	fear	0.331
specter	سپنر	fear	0.331
enigmatic	غیر ملکی	fear	0.329
caution	احتیاط	fear	0.328
police	پولیس	fear	0.328
shank	جھگڑا	fear	0.328
undesirable	ناگزیر	fear	0.328
shutdown	بند	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	ماتحت	fear	0.328
gametime	کھیل کا وقت	fear	0.328
remove	دور	fear	0.328
smut	تمباکو نوشی	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	غلط	fear	0.328
loom	ڈھونڈنا	fear	0.328
supremacy	عظمت	fear	0.328
unlucky	ناپسندی	fear	0.328
quash	کوئٹہ	fear	0.328
hives	hives	fear	0.328
wimp	ویمپ	fear	0.328
gladiator	gladiator	fear	0.328
feeling	احساس	fear	0.328
dominion	اقتدار	fear	0.328
encumbrance	گڑبڑ	fear	0.328
adrift	مشغول	fear	0.328
defendant	مدعا	fear	0.328
outpost	چوکی	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	بے حد	fear	0.328
wrongly	غلطی	fear	0.328
bugaboo	بگابو	fear	0.328
weirdo	عجیب	fear	0.328
ethereal	اخلاقیات	fear	0.328
scarce	کمر	fear	0.327
unsettled	بے شمار	fear	0.327
antisocial	انتشار	fear	0.324
astray	گمراہ	fear	0.320
vigilant	محافظ	fear	0.319
socialist	سوشلسٹ	fear	0.318
halter	halter	fear	0.318
pessimist	ویسے	fear	0.317
pacing	pacing	fear	0.316
opponent	مخالف	fear	0.312
discontinuity	بدمعاش	fear	0.312
conspire	سازش	fear	0.312
trickery	چالاکی	fear	0.312
obsessing	مشغول	fear	0.312
seclusion	ضمنی	fear	0.312
whirlwind	بھوک لگی	fear	0.312
unexpected	غیر متوقع	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	کرم	fear	0.312
collusion	الجھن	fear	0.312
muzzle	پہیلی	fear	0.312
blight	خوفناک	fear	0.312
foreigner	غیر ملکی	fear	0.312
chargeable	ذمہ دار	fear	0.312
laxative	الیکشن	fear	0.312
clinical	کلینک	fear	0.312
dentist	دانتوں کا ڈاکٹر	fear	0.312
therapist	تھراپسٹ	fear	0.312
deadline	ڈیڈ لائن	fear	0.312
bewilderment	خوف	fear	0.312
litigate	جمع کرنا	fear	0.312
nether	قومی	fear	0.312
thorny	سینگ	fear	0.312
valium	ولیم	fear	0.312
powerful	طاقتور	fear	0.312
uneasy	بے چینی	fear	0.312
unkind	بدقسمتی	fear	0.312
ordnance	ہتھیار	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	زیادہ سوچنا	fear	0.309
doubts	شک	fear	0.308
seriousness	سنجیدگی	fear	0.305
irrational	غیر منطقی	fear	0.305
erase	مٹانا	fear	0.303
teasing	چڑھاو	fear	0.303
razor	استرا	fear	0.303
sweating	پسینہ	fear	0.298
reluctant	ناگزیر	fear	0.297
mage	مریض	fear	0.297
crouching	crouching	fear	0.297
warning	انتباہ	fear	0.297
endless	لامتناہی	fear	0.297
adjudicate	فیصلہ کرنا	fear	0.297
bale	گلی	fear	0.297
inflation	افراط زر	fear	0.297
giant	وشال	fear	0.297
auditor	آڈیٹر	fear	0.297
medical	طبی	fear	0.297
swamp	دلدل	fear	0.297
bitch	کتیا	fear	0.297
mislead	گمراہ	fear	0.297
weighty	وزن میں	fear	0.297
avoid	سے بچیں	fear	0.297
depreciated	استحصال	fear	0.297
flounder	flounder	fear	0.297
deflation	غفلت	fear	0.297
unsurpassed	ناپسندیدہ	fear	0.297
dashed	ڈرا ہوا	fear	0.297
hide	چھپائیں	fear	0.297
timidity	ٹھوس	fear	0.297
deluge	گندگی	fear	0.287
disinformation	بے چینی	fear	0.286
court	عدالت	fear	0.284
aversion	نفرت	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	غیر دوستی	fear	0.281
remains	باقی	fear	0.281
discourage	ہراساں کرنا	fear	0.281
cautious	محتاط	fear	0.281
oncoming	آنے والا	fear	0.281
flying	پرواز	fear	0.281
mistaken	غلط	fear	0.281
swelling	سوجن	fear	0.281
dwarfed	بونا	fear	0.281
surveillance	نگرانی	fear	0.281
apache	ای میل	fear	0.281
rush	جلدی	fear	0.281
yelp	yelp	fear	0.281
cartridge	کارتوس	fear	0.281
fortress	قلعہ	fear	0.281
bigoted	بڑا	fear	0.281
notready	تیار نہیں	fear	0.281
challenge	چیلنج	fear	0.281
submitting	جمع کرانے	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	الجھن	fear	0.281
unruly	ناقابل یقین	fear	0.281
intense	شدید	fear	0.279
noncompliance	غیر عدم اطمینان	fear	0.276
alerts	انتباہات	fear	0.276
planes	ہوائی جہاز	fear	0.274
displeased	ناخوش	fear	0.273
cop	پولیس	fear	0.273
unbridled	اڑایا	fear	0.271
regiment	ریجیمیںٹ	fear	0.266
crowds	بھیڑ	fear	0.266
sentence	جملہ	fear	0.266
blindfold	اندھیراہٹ	fear	0.266
crouch	کیچچ	fear	0.266
belt	بیلٹ	fear	0.266
hooded	hooded	fear	0.266
uncanny	غیر جانبدار	fear	0.266
cupping	کپڑا	fear	0.266
sneak	چپکے	fear	0.266
cloak	چشم	fear	0.266
banger	بینجر	fear	0.266
affront	پریشان	fear	0.266
confession	اقرار	fear	0.266
blemish	بیوقوف	fear	0.266
posse	پوزیشن	fear	0.266
auditions	آڈیشن	fear	0.266
forgotten	بھول گیا	fear	0.266
immerse	لاپتہ	fear	0.266
operation	آپریشن	fear	0.266
elevation	ترقی	fear	0.266
shanghai	شنگھائی	fear	0.266
hood	ہڈ	fear	0.266
problem	مسئلہ	fear	0.266
skid	سکڈ	fear	0.266
insomnia	نیند نہ آنا	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ایکروبیٹ	fear	0.266
flurries	flurries	fear	0.266
force	طاقت	fear	0.266
spur	تمباکو نوشی	fear	0.262
defense	دفاع	fear	0.258
mortgagor	رہنما	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	رن	fear	0.250
rascal	rascal	fear	0.250
standstill	کھڑے ہو جاؤ	fear	0.250
doubt	شک	fear	0.250
cataract	موتیابند	fear	0.250
repent	توبہ کرو	fear	0.250
unfamiliar	ناجائز	fear	0.250
delusional	خوشگوار	fear	0.250
obliging	فرض ہے	fear	0.250
hag	ہگ	fear	0.250
defend	دفاع کرو	fear	0.250
guard	محافظ	fear	0.250
scapegoat	فریب	fear	0.250
swampy	دلکش	fear	0.250
react	ردعمل	fear	0.250
breakingnews	تازہ ترین خبر	fear	0.250
foul	گندے	fear	0.250
spinster	سپنٹر	fear	0.250
indifference	بے حد	fear	0.250
sunk	سورج	fear	0.250
picket	ٹکٹ	fear	0.250
insect	کیڑے	fear	0.250
rating	درجہ بندی	fear	0.250
forewarned	پیش نظر	fear	0.250
indecisive	بے حد	fear	0.250
stealthy	چپکے	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	گول	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	سب سے زیادہ	fear	0.236
inequality	عدم مساوات	fear	0.234
rekindle	دوبارہ بازو	fear	0.234
shrink	سکڑ	fear	0.234
scaffold	چوڑائی	fear	0.234
discontent	ناپسندی	fear	0.234
verge	دہانے	fear	0.234
psychiatrist	نفسیات	fear	0.234
overdrive	اضافی آمدنی	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	مداخلت	fear	0.234
pinion	پنن	fear	0.234
finalized	حتمی شکل	fear	0.234
shelters	پناہ گاہیں	fear	0.234
sleepless	آلودہ	fear	0.234
dependence	انحصار	fear	0.234
chicken	چکن	fear	0.234
instinctive	غیر جانبدار	fear	0.234
buzz	buzz	fear	0.234
difficulty	مشکل	fear	0.234
bee	مکھی	fear	0.234
insomniac	بیمار	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	بکس	fear	0.234
rushing	جلدی	fear	0.233
overslept	نگران	fear	0.226
default	پہلے سے طے شدہ	fear	0.226
confessional	اعتراف	fear	0.225
impatient	بے حد	fear	0.224
immigrant	مہاجر	fear	0.219
heft	سات	fear	0.219
sweat	پسینہ	fear	0.219
waver	بہرحال	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	گندی	fear	0.219
thrill	پریشان	fear	0.219
cane	چھڑی	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	کیا اگر	fear	0.219
tactics	حربے	fear	0.219
veer	ویز	fear	0.219
unequal	غیر مساوی	fear	0.219
lastminute	آخری منٹ	fear	0.219
jungle	جنگل	fear	0.219
bait	چارہ	fear	0.219
revelations	آیات	fear	0.219
blues	بلیوز	fear	0.219
overtired	ختم ہوا	fear	0.218
prognosis	حاملہ	fear	0.217
alertness	انتباہ	fear	0.216
hyped	عکاسی	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	مجھے قسمت کی خواہش	fear	0.212
tryouts	کوششیں	fear	0.210
clowns	ساحلوں	fear	0.207
fluctuation	کمی بیشی	fear	0.204
restless	بے حد	fear	0.204
examination	امتحان	fear	0.204
intimacy	افادیت	fear	0.203
phew	بھگوان	fear	0.203
quail	کوئلہ	fear	0.203
hurry	جلدی کرو	fear	0.203
uphill	اوپر	fear	0.203
mighty	زبردست	fear	0.203
birth	پیدائش	fear	0.203
cross	کراس	fear	0.203
help	مدد	fear	0.203
overcome	پر قابو پانے	fear	0.203
recesses	recesses	fear	0.203
acceptances	قبولیاں	fear	0.203
fearless	بے خوف	fear	0.200
ware	ہمارا	fear	0.198
change	تبدیل کریں	fear	0.198
withstand	سامنا کرنا پڑا	fear	0.197
asap	ASAP	fear	0.191
owing	اس وجہ سے	fear	0.188
gnome	گنو	fear	0.188
cautiously	احتیاط سے	fear	0.188
tract	نالی	fear	0.188
deadlines	آخری تاریخ	fear	0.188
heighten	اونچائی	fear	0.188
attorney	اٹارنی	fear	0.188
bug	بگ	fear	0.188
knots	گھڑیاں	fear	0.188
fragile	خراب	fear	0.188
rule	حکمرانی	fear	0.188
advance	پیشگی	fear	0.188
intrigue	تعطیل	fear	0.188
overcoming	پر قابو پانے	fear	0.188
stillness	اب بھی	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	دیکھو	fear	0.188
unorganised	غیر منظم	fear	0.188
elf	یلف	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	واحد	fear	0.183
slippery	پرچی	fear	0.181
interview	انٹرویو	fear	0.180
everyman	ہر آدمی	fear	0.178
speculation	قیاس	fear	0.176
needtoknow	ضرورت ہے	fear	0.173
assessment	تشخیص کے	fear	0.172
competition	مقابلہ	fear	0.172
settlor	حلال	fear	0.172
rod	چھڑی	fear	0.172
checkpoint	چیک پوائنٹ	fear	0.172
regulatory	ریگولیٹری	fear	0.172
worship	عبادت	fear	0.172
shell	شیل	fear	0.172
readytogo	جانے کے لیے تیار	fear	0.172
uncertain	غیر یقینی	fear	0.172
unsure	یقین نہیں	fear	0.172
birch	برچ	fear	0.172
surprise	تعجب	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	چائے	fear	0.172
composure	مرکب	fear	0.172
interviewer	انٹرویو	fear	0.172
less	کم	fear	0.167
coy	coy	fear	0.162
iris	ایرس	fear	0.160
audition	آڈیشن	fear	0.156
sly	مہلک	fear	0.156
legalized	قانونی	fear	0.156
intimately	انٹرفیس	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	الٹی گنتی	fear	0.156
hearing	سماعت	fear	0.156
bases	اڈوں	fear	0.156
medication	ادویات	fear	0.156
ceasefire	جنگجوؤں	fear	0.156
retirement	ریٹائرمنٹ	fear	0.156
courageous	بہادر	fear	0.154
overthinker	اتباع کرنے والا	fear	0.153
backtrack	پس منظر	fear	0.151
dawned	آخرکار	fear	0.150
censor	سینسر	fear	0.149
bailiff	ضمانت	fear	0.147
syllabus	نصاب	fear	0.147
gent	خیمہ	fear	0.141
caricature	کارکچر	fear	0.141
rationality	استدلال	fear	0.141
cove	کوو	fear	0.141
newcomer	نئے آنے والا	fear	0.141
eventuality	واقعہ	fear	0.141
imagination	تخیل	fear	0.141
validity	درست	fear	0.141
waiting	انتظار	fear	0.141
delay	تاخیر	fear	0.141
shy	شرمیلی	fear	0.140
alreadyyyyy	پہلے ہی	fear	0.140
symptom	علامات	fear	0.133
excite	حوصلہ افزائی	fear	0.132
raccoon	نسل پرستی	fear	0.127
prevent	روکنا	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	جواہرات	fear	0.125
ahhh	آہ	fear	0.125
hawk	ہاک	fear	0.125
campaigning	مہم چلانا	fear	0.125
soready	soready	fear	0.125
tryout	کوشش کریں	fear	0.125
marry	شادی کرو	fear	0.125
sprite	سپرے	fear	0.125
swim	تیر	fear	0.125
gameday	کھیل کا دن	fear	0.125
sag	ساگ	fear	0.123
pharmacy	فارمیسی	fear	0.123
policeman	پولیس اہلکار	fear	0.121
lace	لیس	fear	0.111
dreamt	خواب دیکھا	fear	0.111
holiness	پاکیزگی	fear	0.109
pray	دعا کرو	fear	0.109
weight	وزن	fear	0.109
incase	کیس میں	fear	0.109
knot	گنہگار	fear	0.109
confidence	اعتماد	fear	0.109
notoriety	بدکاری	fear	0.109
homework	گھر کا کام	fear	0.109
destination	منزل	fear	0.109
bigday	بڑا دن	fear	0.109
slender	پتلی	fear	0.100
undecided	ناگزیر	fear	0.098
sympathetic	ہمدردی	fear	0.097
god	خدا	fear	0.094
grades	گریڈ	fear	0.094
loyal	وفاداری	fear	0.094
poise	شعور	fear	0.094
treat	علاج کرو	fear	0.094
confident	اعتماد	fear	0.094
counsellor	مشیر	fear	0.094
helmet	ہیلمیٹ	fear	0.094
case	معاملہ	fear	0.094
locate	تلاش کریں	fear	0.094
northeast	شمال مشرقی	fear	0.088
compassion	شفقت	fear	0.078
nurture	کھانا پکانا	fear	0.078
graduation	گریجویشن	fear	0.078
graded	درجہ بندی	fear	0.075
mum	ماں	fear	0.070
infant	بچے	fear	0.067
civilians	شہری	fear	0.062
soulmate	جان لینا	fear	0.062
civilian	شہری	fear	0.062
cloudiness	بادلتا	fear	0.062
gradschool	گریجویشن اسکول	fear	0.062
parade	پریڈ	fear	0.062
cash	نقد	fear	0.062
journey	سفر	fear	0.062
guidelines	ہدایات	fear	0.062
youth	نوجوان	fear	0.062
opera	اوپیرا	fear	0.057
synonymous	مترجم	fear	0.056
praying	دعا کرو	fear	0.047
honest	ایماندار	fear	0.047
intelligence	انٹیلی جنس	fear	0.038
romance	رومانوی	fear	0.031
lines	لائنیں	fear	0.031
volunteer	رضاکارانہ	fear	0.031
obey	اطاعت کرو	fear	0.016
happiest	خوشگوار	joy	0.986
happiness	خوشی	joy	0.984
bliss	نعمتوں	joy	0.971
celebrating	جشن منا	joy	0.970
jubilant	جیوبینٹ	joy	0.969
ecstatic	خوشگوار	joy	0.954
elation	اہلیت	joy	0.944
bestdayever	سب سے بہترین دن	joy	0.938
beaming	بوم	joy	0.938
loveee	محبت	joy	0.932
celebration	جشن	joy	0.929
awesomeness	خوفناک	joy	0.926
joy	خوشی	joy	0.924
happily	خوشی سے	joy	0.922
excitement	حوصلہ افزائی	joy	0.922
euphoria	جذبہ	joy	0.922
fabulous	شاندار	joy	0.922
joyous	خوشگوار	joy	0.922
exuberance	پرورش	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	محبت	joy	0.920
gratitude	شکرگزاری	joy	0.914
spectacular	شاندار	joy	0.912
merriment	مریم	joy	0.912
happydance	خوشی	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	بہت خوش	joy	0.909
triumphant	فتح	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	پریشانی	joy	0.906
cheerful	خوشگوار	joy	0.906
cheer	خوشگوار	joy	0.897
elated	اہتمام	joy	0.894
lovethis	lovethis	joy	0.891
laugh	ہنسنا	joy	0.891
jolly	جولی	joy	0.891
pleasures	خوشگوار	joy	0.891
excitation	حوصلہ افزائی	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	خوشی ہوئی	joy	0.891
exhilaration	پرجوش	joy	0.891
marvelously	حیرت انگیز	joy	0.881
loving	محبت	joy	0.879
joyful	خوشگوار	joy	0.879
outstanding	شاندار	joy	0.879
blissful	خوشگوار	joy	0.879
pleasurable	خوشگوار	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	پرجوش	joy	0.875
lovinglife	محبت کی زندگی	joy	0.875
glee	گلی	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	بہت خوش	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ہنسنا	joy	0.864
superb	شاندار	joy	0.864
wonderful	حیرت انگیز	joy	0.863
brilliant	شاندار	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	دھوکہ / فشنگ	joy	0.859
hooray	ہورے	joy	0.859
glory	جلال	joy	0.859
celebrated	جشن منایا	joy	0.859
loved	پیار کیا	joy	0.859
magnificent	شاندار	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ہلالہ	joy	0.859
exciting	دلچسپ	joy	0.853
heavenly	آسمانی طور پر	joy	0.853
thrilled	خوشگوار	joy	0.851
mademyday	میرا دن بنا دیا	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	جشن منائیں	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	برکت	joy	0.844
wonderfully	حیرت انگیز	joy	0.844
sweetness	میٹھی	joy	0.833
marvellous	شاندار	joy	0.833
festive	تہوار	joy	0.833
blessed	مبارک	joy	0.833
paradise	جنت	joy	0.833
celebrations	جشن	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	مسکراہٹ	joy	0.828
enchanting	جادوگر	joy	0.828
love	محبت	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	گھر پیارا گھر	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ہنسی	joy	0.824
marvelous	شاندار	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	جشن	joy	0.818
sensational	سنجیدگی سے	joy	0.818
delightful	خوشگوار	joy	0.818
happyheart	خوشحالی	joy	0.818
rejoicing	خوش آمدید	joy	0.818
joys	خوشی	joy	0.818
goodness	نیکی	joy	0.818
excited	بہت پرجوش	joy	0.818
excellence	اتکرجتا	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	جیو	joy	0.814
glorious	شاندار	joy	0.812
lovemaking	پیار کرنا	joy	0.812
rejoice	خوش ہوں	joy	0.812
victorious	فتح	joy	0.812
excellent	بہترین	joy	0.812
bonanza	بونانزا	joy	0.812
smiley	مسکراہٹ	joy	0.812
enjoy	لطف اندوز	joy	0.812
splendid	شاندار	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	اچھے وقت	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	خوشی کا دن	joy	0.809
myfavorite	میری فلاح و بہبود	joy	0.804
