word	Hausa-ha	emotion	emotion-intensity-score
feeling	ji	fear	0.328
dominion	mulki	fear	0.328
encumbrance	damuwa	fear	0.328
adrift	adrift	fear	0.328
defendant	wanda ake zargi	fear	0.328
outpost	tashar	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	hankali	fear	0.328
wrongly	kuskure	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	rashin lafiya	fear	0.327
unsettled	ba tare da tsoro ba	fear	0.327
antisocial	antisocial	fear	0.324
astray	ɓata	fear	0.320
vigilant	mai hankali	fear	0.319
socialist	zamantakewa	fear	0.318
halter	halter	fear	0.318
pessimist	pessimist	fear	0.317
pacing	gyare-gyare	fear	0.316
opponent	abokin gaba	fear	0.312
discontinuity	katsewa	fear	0.312
conspire	ƙulla	fear	0.312
trickery	yaudara	fear	0.312
obsessing	damuwa	fear	0.312
seclusion	seclusion	fear	0.312
whirlwind	guguwa	fear	0.312
unexpected	m	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	rikici	fear	0.312
muzzle	muzzle	fear	0.312
blight	Blight	fear	0.312
foreigner	baƙo	fear	0.312
chargeable	caji	fear	0.312
laxative	laxative	fear	0.312
clinical	na asibiti	fear	0.312
dentist	Dentist	fear	0.312
therapist	mai ilimin hanyoyin kwantar da hankali	fear	0.312
deadline	kwanan wata	fear	0.312
bewilderment	damuwa	fear	0.312
litigate	rikici	fear	0.312
nether	nether	fear	0.312
thorny	ƙaya	fear	0.312
valium	valium	fear	0.312
powerful	iko	fear	0.312
uneasy	m	fear	0.312
unkind	rashin tausayi	fear	0.312
ordnance	umarni	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	shakka	fear	0.308
seriousness	tsanani	fear	0.305
irrational	m	fear	0.305
erase	shafe	fear	0.303
teasing	lalata	fear	0.303
razor	razor	fear	0.303
sweating	suma	fear	0.298
reluctant	m	fear	0.297
mage	Mage	fear	0.297
crouching	crouching	fear	0.297
warning	gargadi	fear	0.297
endless	marar iyaka	fear	0.297
adjudicate	adjudicate	fear	0.297
bale	bale	fear	0.297
inflation	inflation	fear	0.297
giant	giant	fear	0.297
auditor	auditor	fear	0.297
medical	likita	fear	0.297
swamp	swamp	fear	0.297
bitch	Ciyawa	fear	0.297
mislead	ɓatarwa	fear	0.297
weighty	nauyi	fear	0.297
avoid	kauce wa	fear	0.297
depreciated	baƙara	fear	0.297
flounder	fama	fear	0.297
deflation	lalata	fear	0.297
unsurpassed	ba a yi ba	fear	0.297
dashed	dashed	fear	0.297
hide	boye	fear	0.297
timidity	timidity	fear	0.297
deluge	ruwa	fear	0.287
disinformation	disinformation	fear	0.286
court	kotu	fear	0.284
aversion	ƙyama	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	rashin tausayi	fear	0.281
remains	ya kasance	fear	0.281
discourage	rashin takaici	fear	0.281
cautious	mai hankali	fear	0.281
oncoming	mai zuwa	fear	0.281
flying	yawo	fear	0.281
mistaken	kuskure	fear	0.281
swelling	kumburi	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	kulawa	fear	0.281
apache	apache	fear	0.281
rush	rush	fear	0.281
yelp	yelp	fear	0.281
cartridge	katako	fear	0.281
fortress	sansanin soja	fear	0.281
bigoted	babba	fear	0.281
notready	ba riga ba	fear	0.281
challenge	kalubale	fear	0.281
submitting	aikawa	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	rikicewa	fear	0.281
unruly	rikici	fear	0.281
intense	tsanani	fear	0.279
noncompliance	rashin amincewa	fear	0.276
alerts	faɗakarwa	fear	0.276
planes	jiragen sama	fear	0.274
displeased	ba daidai ba	fear	0.273
cop	dan sanda	fear	0.273
unbridled	unbridled	fear	0.271
regiment	regiment	fear	0.266
crowds	taron jama'a	fear	0.266
sentence	jumla	fear	0.266
blindfold	ƙullufi	fear	0.266
crouch	Kusa	fear	0.266
belt	bel	fear	0.266
hooded	hooded	fear	0.266
uncanny	ba'a	fear	0.266
cupping	yan wasa	fear	0.266
sneak	sneak	fear	0.266
cloak	alkyabbar	fear	0.266
banger	banger	fear	0.266
affront	fushi	fear	0.266
confession	furci	fear	0.266
blemish	bama	fear	0.266
posse	posse	fear	0.266
auditions	ji	fear	0.266
forgotten	manta	fear	0.266
immerse	nutsar	fear	0.266
operation	aiki	fear	0.266
elevation	matsayi	fear	0.266
shanghai	shanghai	fear	0.266
hood	hood	fear	0.266
problem	matsalar	fear	0.266
skid	skid	fear	0.266
insomnia	rashin barci	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	jayayya	fear	0.266
force	karfi	fear	0.266
spur	spur	fear	0.262
defense	tsaro	fear	0.258
mortgagor	jinginar gida	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	gudu	fear	0.250
rascal	rascal	fear	0.250
standstill	standstill	fear	0.250
doubt	shakka	fear	0.250
cataract	cataract	fear	0.250
repent	tuba	fear	0.250
unfamiliar	wanda ba a sani ba	fear	0.250
delusional	yaudara	fear	0.250
obliging	dashi	fear	0.250
hag	hag	fear	0.250
defend	kare	fear	0.250
guard	tsaro	fear	0.250
scapegoat	scapegoat	fear	0.250
swampy	swampy	fear	0.250
react	amsa	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	m	fear	0.250
spinster	spinster	fear	0.250
indifference	rashin tunani	fear	0.250
sunk	sunk	fear	0.250
picket	picket	fear	0.250
insect	kwari	fear	0.250
rating	rating	fear	0.250
forewarned	sanar da shi	fear	0.250
indecisive	marar hankali	fear	0.250
stealthy	shingy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	ƙasa	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	mafi girma	fear	0.236
inequality	rashin daidaito	fear	0.234
rekindle	sake sakewa	fear	0.234
shrink	shrink	fear	0.234
scaffold	farfadowa	fear	0.234
discontent	rashin haƙuri	fear	0.234
verge	gefe	fear	0.234
psychiatrist	psychiatrist	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ceto	fear	0.234
pinion	pinion	fear	0.234
finalized	kammala	fear	0.234
shelters	mafaka	fear	0.234
sleepless	barci	fear	0.234
dependence	dogara	fear	0.234
chicken	kaza	fear	0.234
instinctive	ainihi	fear	0.234
buzz	buzz	fear	0.234
difficulty	wahala	fear	0.234
bee	kudan zuma	fear	0.234
insomniac	rashin barci	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buck	fear	0.234
rushing	da sauri	fear	0.233
overslept	overslept	fear	0.226
default	tsoho	fear	0.226
confessional	confessional	fear	0.225
impatient	mai jinkiri	fear	0.224
immigrant	baƙi	fear	0.219
heft	sata	fear	0.219
sweat	Gumi	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	m	fear	0.219
thrill	burge	fear	0.219
cane	cane	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	yaya	fear	0.219
tactics	dabaru	fear	0.219
veer	kariya	fear	0.219
unequal	rashin daidaito	fear	0.219
lastminute	lastminute	fear	0.219
jungle	jungle	fear	0.219
bait	koto	fear	0.219
revelations	ayoyi	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	prognosis	fear	0.217
alertness	faɗakarwa	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	haɓakawa	fear	0.204
restless	barci	fear	0.204
examination	jarrabawa	fear	0.204
intimacy	zumunci	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	sauri	fear	0.203
uphill	uphill	fear	0.203
mighty	mai girma	fear	0.203
birth	haihuwa	fear	0.203
cross	giciye	fear	0.203
help	taimako	fear	0.203
overcome	shawo kan	fear	0.203
recesses	kwance	fear	0.203
acceptances	yarda	fear	0.203
fearless	tsoro	fear	0.200
ware	ware	fear	0.198
change	canji	fear	0.198
withstand	tsayayya	fear	0.197
asap	asap	fear	0.191
owing	saboda haka	fear	0.188
gnome	gnome	fear	0.188
cautiously	da hankali	fear	0.188
tract	fili	fear	0.188
deadlines	kwanan nan	fear	0.188
heighten	girma	fear	0.188
attorney	lauya	fear	0.188
bug	bug	fear	0.188
knots	wutsiyoyi	fear	0.188
fragile	m	fear	0.188
rule	mulki	fear	0.188
advance	gaba	fear	0.188
intrigue	rikici	fear	0.188
overcoming	nasara	fear	0.188
stillness	zaman lafiya	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	watch	fear	0.188
unorganised	unorganized	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	m	fear	0.183
slippery	m	fear	0.181
interview	hira	fear	0.180
everyman	kowane mutum	fear	0.178
speculation	hasashe	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	kima	fear	0.172
competition	gasar	fear	0.172
settlor	Daidaitawa	fear	0.172
rod	sanda	fear	0.172
checkpoint	dubawa	fear	0.172
regulatory	daidaitawa	fear	0.172
worship	bauta	fear	0.172
shell	harsashi	fear	0.172
readytogo	shiryetogo	fear	0.172
uncertain	rashin tabbas	fear	0.172
unsure	m	fear	0.172
birch	birch	fear	0.172
surprise	mamaki	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	kirkira	fear	0.172
interviewer	mai tambayoyi	fear	0.172
less	Kadan	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	ji	fear	0.156
sly	sly	fear	0.156
legalized	halatta	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	ragewa	fear	0.156
hearing	ji	fear	0.156
bases	asali	fear	0.156
medication	magani	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	ritaya	fear	0.156
courageous	ƙarfin hali	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	dawned	fear	0.150
censor	censor	fear	0.149
bailiff	ma'aikacin kotu	fear	0.147
syllabus	yarjejeniya	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	gaskiya	fear	0.141
cove	cove	fear	0.141
newcomer	sababbin	fear	0.141
eventuality	aukuwa	fear	0.141
imagination	tunanin	fear	0.141
validity	amincin	fear	0.141
waiting	jira	fear	0.141
delay	jinkirta	fear	0.141
shy	kunya	fear	0.140
alreadyyyyy	rigayyyy	fear	0.140
symptom	alama	fear	0.133
excite	yi murna	fear	0.132
raccoon	raccoon	fear	0.127
prevent	hana	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	yakin	fear	0.125
soready	soready	fear	0.125
tryout	aiki	fear	0.125
marry	aure	fear	0.125
sprite	sprite	fear	0.125
swim	yin iyo	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	kantin magani	fear	0.123
policeman	'yan sanda	fear	0.121
lace	yadin da aka saka	fear	0.111
dreamt	mafarki	fear	0.111
holiness	tsarki	fear	0.109
pray	yi addu'a	fear	0.109
weight	nauyi	fear	0.109
incase	baza	fear	0.109
knot	ƙulla	fear	0.109
confidence	amincewa	fear	0.109
notoriety	daraja	fear	0.109
homework	aikin gida	fear	0.109
destination	manufa	fear	0.109
bigday	babban rana	fear	0.109
slender	siririn	fear	0.100
undecided	undecided	fear	0.098
sympathetic	tausayi	fear	0.097
god	allah	fear	0.094
grades	maki	fear	0.094
loyal	aminci	fear	0.094
poise	farka	fear	0.094
treat	bi da	fear	0.094
confident	m	fear	0.094
counsellor	mai ba da shawara	fear	0.094
helmet	kwalkwali	fear	0.094
case	akwati	fear	0.094
locate	gano wuri	fear	0.094
northeast	arewa maso gabas	fear	0.088
compassion	tausayi	fear	0.078
nurture	kulawa	fear	0.078
graduation	samun digiri	fear	0.078
graded	ƙira	fear	0.075
mum	mum	fear	0.070
infant	jariri	fear	0.067
civilians	fararen hula	fear	0.062
soulmate	rai rai	fear	0.062
civilian	farar hula	fear	0.062
cloudiness	girgije	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	farati	fear	0.062
cash	tsabar kudi	fear	0.062
journey	tafiya	fear	0.062
guidelines	jagororin	fear	0.062
youth	matasa	fear	0.062
opera	wasan kwaikwayo	fear	0.057
synonymous	synonymous	fear	0.056
praying	yin addu'a	fear	0.047
honest	gaskiya	fear	0.047
intelligence	hankali	fear	0.038
romance	romance	fear	0.031
lines	Lines	fear	0.031
volunteer	aikin sa kai	fear	0.031
obey	yi biyayya	fear	0.016
happiest	mafi farin ciki	joy	0.986
happiness	farin ciki	joy	0.984
bliss	ni'ima	joy	0.971
celebrating	bikin	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	m	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	layi	joy	0.938
loveee	loveee	joy	0.932
celebration	bikin	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	farin ciki	joy	0.924
happily	da farin ciki	joy	0.922
excitement	tashin hankali	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	fabulous	joy	0.922
joyous	farin ciki	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	soyayya	joy	0.920
gratitude	godiya	joy	0.914
spectacular	m	joy	0.912
merriment	haɓaka	joy	0.912
happydance	farin ciki	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	farin ciki	joy	0.909
triumphant	nasara	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	farin ciki	joy	0.906
cheer	gaisuwa	joy	0.897
elated	farin ciki	joy	0.894
lovethis	lovethis	joy	0.891
laugh	dariya	joy	0.891
jolly	jolly	joy	0.891
pleasures	ni'ima	joy	0.891
excitation	farin ciki	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	farin ciki	joy	0.891
exhilaration	nuni	joy	0.891
marvelously	banmamaki	joy	0.881
loving	ƙauna	joy	0.879
joyful	farin ciki	joy	0.879
outstanding	fice	joy	0.879
blissful	ni'ima	joy	0.879
pleasurable	m	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	m	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	farin ciki	joy	0.868
woohoo	woohoo	joy	0.864
laughing	dariya	joy	0.864
superb	mafi kyau	joy	0.864
wonderful	ban mamaki	joy	0.863
brilliant	m	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	yin murna	joy	0.859
hooray	haray	joy	0.859
glory	daukaka	joy	0.859
celebrated	bikin	joy	0.859
loved	ƙauna	joy	0.859
magnificent	m	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	m	joy	0.853
heavenly	sama	joy	0.853
thrilled	farin ciki	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	bikin	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	albarka	joy	0.844
wonderfully	mamaki	joy	0.844
sweetness	zaki	joy	0.833
marvellous	ban mamaki	joy	0.833
festive	festive	joy	0.833
blessed	albarka	joy	0.833
paradise	aljanna	joy	0.833
celebrations	bikin	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	murmushi	joy	0.828
enchanting	mai sihiri	joy	0.828
love	soyayya	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homeweek	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	dariya	joy	0.824
marvelous	ban mamaki	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	abin sha'awa	joy	0.818
delightful	m	joy	0.818
happyheart	farin ciki	joy	0.818
rejoicing	farin ciki	joy	0.818
joys	farin ciki	joy	0.818
goodness	alheri	joy	0.818
excited	m	joy	0.818
excellence	kyau	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	daukaka	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	yi farin ciki	joy	0.812
victorious	nasara	joy	0.812
excellent	kyau	joy	0.812
bonanza	bonanza	joy	0.812
smiley	murmushi	joy	0.812
enjoy	ji dadin	joy	0.812
splendid	kyakkyawa	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	kyautimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	farin ciki	joy	0.809
myfavorite	m	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	yarda	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	farin ciki	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	nasara	joy	0.797
happier	farin ciki	joy	0.797
dancing	dancing	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	girma	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	godiya	joy	0.789
splendor	ƙawa	joy	0.788
amuse	m	joy	0.788
fun	fun	joy	0.788
happy	farin ciki	joy	0.788
enchanted	enchanted	joy	0.781
glorify	ɗaukaka	joy	0.781
glad	farin ciki	joy	0.781
beautiful	kyau	joy	0.781
solucky	solucky	joy	0.781
giggling	gigicewa	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	mai haske	joy	0.781
heavens	sammai	joy	0.779
perfection	kammala	joy	0.779
christmassy	christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	mai ban sha'awa	joy	0.776
miraculous	mu'ujiza	joy	0.773
fiesta	fiesta	joy	0.773
entertain	nishaɗi	joy	0.773
congrats	congrats	joy	0.773
cheers	murna	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	ƙauna	joy	0.773
cheered	yi murna	joy	0.773
funday	bashi	joy	0.772
enjoying	jin dadin	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	labarun	joy	0.766
sosweet	sosweet	joy	0.766
smiles	murmushi	joy	0.766
delight	farin ciki	joy	0.765
orgasm	orgasm	joy	0.765
party	jam'iyyar	joy	0.765
positive	tabbatacce	joy	0.761
cheerfulness	farin ciki	joy	0.758
miracles	mu'ujiza	joy	0.758
sweetheart	ƙauna	joy	0.758
enlighten	Haskaka	joy	0.758
christmastime	Kirsimeti	joy	0.757
giddy	giddy	joy	0.757
romantic	romantic	joy	0.750
gratify	gratify	joy	0.750
friendliness	abokantaka	joy	0.750
laughs	dariya	joy	0.750
greatness	girman	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	faranta	joy	0.750
blessings	albarka	joy	0.750
smile	murmushi	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	baƙi	joy	0.748
jubilee	jubili	joy	0.742
enthusiasm	babbar sha'awa	joy	0.742
triumph	nasara	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	sihiri	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mu'ujiza	joy	0.742
rewarding	sakamako	joy	0.742
feelgood	ji	joy	0.736
prosperity	wadata	joy	0.735
luxurious	marmari	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	ina kwana	joy	0.734
passionate	m	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	m	joy	0.734
victory	nasara	joy	0.734
admiration	sha'awa	joy	0.734
tgif	tgif	joy	0.734
glorification	ɗaukakawa	joy	0.733
sing	raira waƙa	joy	0.729
glowing	glowing	joy	0.729
breathtaking	mamaki	joy	0.728
fulfillment	cika	joy	0.728
yessss	yessss	joy	0.728
cheery	tausayi	joy	0.727
thankful	godiya	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	kyauta	joy	0.727
atpeace	gaba daya	joy	0.727
win	nasara	joy	0.727
merry	farin ciki	joy	0.727
pleased	farin ciki	joy	0.725
radiance	radiance	joy	0.725
inspiration	wahayi	joy	0.725
uplift	uplift	joy	0.723
optimistic	optimistic	joy	0.723
heaven	sama	joy	0.721
lucky	sa'a	joy	0.721
thrill	burge	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	holidays	joy	0.721
harmony	jituwa	joy	0.719
brighten	brighten	joy	0.719
lover	ƙauna	joy	0.719
heartfelt	zuciya	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	kyakkyawa	joy	0.719
amusement	wasanni	joy	0.719
congratulatory	tausaya	joy	0.719
praising	suna yabon	joy	0.719
thriving	girma	joy	0.719
perfect	cikakke	joy	0.719
magic	sihiri	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	alatu	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	dukiya	joy	0.712
achievement	nasara	joy	0.712
yay	yay	joy	0.712
holiday	hutu	joy	0.712
intimate	m	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	girman kai	joy	0.704
truelove	gaskiya	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	mamaki	joy	0.703
goodnews	Goodnews	joy	0.703
optimism	fata	joy	0.703
satisfying	gamsarwa	joy	0.703
gooood	gooood	joy	0.703
sweetest	mafi kyaun	joy	0.703
cherish	ƙauna	joy	0.703
goodlife	kyaulife	joy	0.703
beautification	beautification	joy	0.703
appreciates	godiya	joy	0.703
winning	lashe	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	yi wa hankali	joy	0.700
excite	yi murna	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	birthday	joy	0.691
metime	karami	joy	0.688
favorite	fi so	joy	0.688
honored	girmama	joy	0.688
content	abun ciki	joy	0.688
godsend	godsend	joy	0.688
entertaining	nishaɗi	joy	0.688
angelic	mala'ika	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	yin sujada	joy	0.688
exquisite	dadi	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	mai daraja	joy	0.682
majestic	majestic	joy	0.682
appreciated	yaba	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	murmushi	joy	0.682
bestfriends	mafi kyau	joy	0.682
exaltation	ɗaukaka	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brightens	joy	0.682
tranquility	natsuwa	joy	0.679
marry	aure	joy	0.676
embrace	rungumi	joy	0.676
positively	gaskiya	joy	0.676
dearest	dearest	joy	0.672
relaxation	shakatawa	joy	0.672
accomplished	cika	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	abun ciki	joy	0.672
hilarious	m	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	nasara	joy	0.667
adore	ƙauna	joy	0.667
boisterous	m	joy	0.667
fulfilled	cika	joy	0.667
fulfill	cika	joy	0.664
cuddles	Cuddles	joy	0.662
prosperous	wadata	joy	0.660
romanticism	romanticism	joy	0.656
humor	m	joy	0.656
glow	haske	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	m	joy	0.656
appreciation	godiya	joy	0.656
encouraged	karfafa	joy	0.656
satisfy	gamsar	joy	0.656
serenity	zaman lafiya	joy	0.656
captivate	fashe	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	gamsuwa	joy	0.652
treasure	tasiri	joy	0.652
engaged	shiga	joy	0.652
praises	yabo	joy	0.652
abundance	yawa	joy	0.652
fortunes	sa'a	joy	0.652
relaxing	shakatawa	joy	0.652
praised	yabo	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	cika	joy	0.647
affection	ƙauna	joy	0.647
relieved	sauke	joy	0.647
carnival	Carnival	joy	0.643
divine	allahntaka	joy	0.641
saintly	saintly	joy	0.641
harmoniously	jituwa	joy	0.641
achieve	cimma	joy	0.641
thanksgiving	godiya	joy	0.641
jackpot	jackpot	joy	0.641
priceless	m	joy	0.641
sensuality	sha'awa	joy	0.641
champion	Zakara	joy	0.641
wedding	bikin aure	joy	0.641
uplifting	uplifting	joy	0.641
climax	kusan	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	zaman lafiya	joy	0.636
twinkle	twinkle	joy	0.636
reverie	sake	joy	0.636
exalt	daukaka	joy	0.636
winner	nasara	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	ta'aziyya	joy	0.636
honeymoon	saƙar zuma	joy	0.636
xoxo	Sakamakon	joy	0.634
amusing	m	joy	0.625
reward	sakamako	joy	0.625
fondness	ƙauna	joy	0.625
hearts	zukãta	joy	0.625
brighter	haske	joy	0.625
sweet	mai dadi	joy	0.625
stargazing	stargazing	joy	0.625
festival	bikin	joy	0.625
snuggling	snuggling	joy	0.625
generosity	karimci	joy	0.625
gorgeous	kwazazzabo	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	jima'i	joy	0.622
parade	farati	joy	0.621
applause	wasa	joy	0.621
genial	genial	joy	0.621
beauty	kyakkyawa	joy	0.621
kind	irin	joy	0.621
newlife	newlife	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	cika	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	mai kyau	joy	0.613
kiss	sumba	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	yabo	joy	0.609
rainbows	Rainbows	joy	0.609
generous	karimci	joy	0.609
enlightenment	Haskakawa	joy	0.609
playful	m	joy	0.609
christmas	Kirisimeti	joy	0.609
super	super	joy	0.609
elegance	ladabi	joy	0.609
rekindle	sake sakewa	joy	0.609
awards	lambar yabo	joy	0.609
adorable	kyakkyawa	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	'yancin kai	joy	0.607
successful	nasara	joy	0.606
onelove	onelove	joy	0.606
kindness	alheri	joy	0.606
freely	da yardar kaina	joy	0.606
surprises	mamaki	joy	0.606
inspired	wahayi	joy	0.606
hilarity	hilarity	joy	0.606
wonder	mamaki	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	nishaɗi	joy	0.603
whimsical	burina	joy	0.603
passion	sha'awar	joy	0.603
beautify	kyau	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	fitowar rana	joy	0.600
godisgood	godisgood	joy	0.597
whoo	wanda yake	joy	0.594
angel	mala'ika	joy	0.594
thankgod	godiya	joy	0.594
