word	Pashto-ps	emotion	emotion-intensity-score
enliven	اټکل شوی	joy	0.672
contentment	تغیرات	joy	0.672
hilarious	هراړخیز	joy	0.672
giggles	ګيګلونه	joy	0.672
bountiful	بښونکی	joy	0.667
victor	بریالیتوب	joy	0.667
adore	خوښېږي	joy	0.667
boisterous	غوږه	joy	0.667
fulfilled	بشپړ شوی	joy	0.667
fulfill	بشپړ کړئ	joy	0.664
cuddles	کډوال	joy	0.662
prosperous	خوشحالۍ	joy	0.660
romanticism	رومانیزمیزم	joy	0.656
humor	خوند	joy	0.656
glow	ښایسته	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	خوشحاله	joy	0.656
appreciation	ستاینه	joy	0.656
encouraged	هڅول شوی	joy	0.656
satisfy	پوره کړئ	joy	0.656
serenity	سوله	joy	0.656
captivate	تښتول	joy	0.656
besties	غوره والی	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	اطمینان	joy	0.652
treasure	خزانې	joy	0.652
engaged	مشغول	joy	0.652
praises	ستاینه	joy	0.652
abundance	کثرت	joy	0.652
fortunes	خوشحاله	joy	0.652
relaxing	آرامۍ	joy	0.652
praised	ستاینه وکړه	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	بشپړ کول	joy	0.647
affection	وینه	joy	0.647
relieved	خوشحاله شوی	joy	0.647
carnival	کارنیال	joy	0.643
divine	خداي	joy	0.641
saintly	د سوریې	joy	0.641
harmoniously	په سمه توګه	joy	0.641
achieve	ترلاسه کول	joy	0.641
thanksgiving	مننه	joy	0.641
jackpot	بکس	joy	0.641
priceless	بې ارزښته	joy	0.641
sensuality	حساسیت	joy	0.641
champion	اتل	joy	0.641
wedding	واده	joy	0.641
uplifting	پورته کول	joy	0.641
climax	کلکس	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	سوله ییز	joy	0.636
twinkle	ډوډۍ	joy	0.636
reverie	غبرګون	joy	0.636
exalt	لوړېدل	joy	0.636
winner	ګټونکي	joy	0.636
felicity	ویاړ	joy	0.636
cuddle	کڅوړه	joy	0.636
comforting	آرامۍ	joy	0.636
honeymoon	شاتمن	joy	0.636
xoxo	xoxo	joy	0.634
amusing	حیرانتیا	joy	0.625
reward	انعام	joy	0.625
fondness	خوښي	joy	0.625
hearts	زړونه	joy	0.625
brighter	روښانه	joy	0.625
sweet	خواږه	joy	0.625
stargazing	سخته	joy	0.625
festival	فیستیوال	joy	0.625
snuggling	قاچاق	joy	0.625
generosity	سخاوت	joy	0.625
gorgeous	ښکلی	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	جنسیت	joy	0.622
parade	پریډ	joy	0.621
applause	تلیفون	joy	0.621
genial	جینالیل	joy	0.621
beauty	ښکلا	joy	0.621
kind	مهربانه	joy	0.621
newlife	نوی ژوند	joy	0.618
aspiring	هيله ده	joy	0.618
fulfilling	بشپړ کول	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ښه	joy	0.613
kiss	ښایې	joy	0.610
winnings	وزونه	joy	0.609
praiseworthy	ستاینه	joy	0.609
rainbows	باران باران	joy	0.609
generous	سخي	joy	0.609
enlightenment	روښانتیا	joy	0.609
playful	لوبه کول	joy	0.609
christmas	کریمیس	joy	0.609
super	سپر	joy	0.609
elegance	ښکلا	joy	0.609
rekindle	بيرته راګرځول	joy	0.609
awards	انعامونه	joy	0.609
adorable	د زړه وړ	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	خپلواکۍ	joy	0.607
successful	بریالیتوب	joy	0.606
onelove	یوه مینه	joy	0.606
kindness	مهربانۍ	joy	0.606
freely	په ازادۍ سره	joy	0.606
surprises	حیرانتیا	joy	0.606
inspired	هڅول	joy	0.606
hilarity	خوندیتوب	joy	0.606
wonder	حیرانتیا	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	تفریح	joy	0.603
whimsical	سیسټیکل	joy	0.603
passion	جذب	joy	0.603
beautify	ښکلا	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	لمر	joy	0.600
godisgood	خدای پاک	joy	0.597
whoo	هو	joy	0.594
angel	فرښته	joy	0.594
thankgod	مننه	joy	0.594
accomplishment	لاسته راوړنه	joy	0.594
flirt	هوښیار	joy	0.594
goodmusic	ښه غږ	joy	0.594
snuggled	ټوټې شوې	joy	0.594
revere	تکرار	joy	0.594
inspire	هڅول	joy	0.594
fanfare	ډوډۍ	joy	0.594
peacefully	په سوله ایزه توګه	joy	0.594
jesus	یسوع	joy	0.594
goodies	نعمتونه	joy	0.594
heroic	ناڅاپه	joy	0.591
fortune	خوشحاله	joy	0.591
friendship	دوستۍ	joy	0.591
singing	سندره	joy	0.591
exalted	لوړ شوی	joy	0.591
summer	اوړي	joy	0.591
highest	لوړ	joy	0.591
overflowing	زیاتیږي	joy	0.588
contented	منل شوی	joy	0.588
woot	woot	joy	0.588
rollicking	رالول	joy	0.588
hope	هیله	joy	0.586
accolade	مستند	joy	0.586
cozy	آرام	joy	0.583
delicious	خواږه	joy	0.579
friendly	دوستانه	joy	0.578
sensuous	حساس	joy	0.578
darling	ښکاري	joy	0.578
picturesque	انځورونه	joy	0.578
raving	سوځول	joy	0.578
praise	ستاینه	joy	0.578
everlasting	تل پاتې	joy	0.578
ambition	خوځښت	joy	0.578
thelife	ژوند	joy	0.578
sparkle	سپکر	joy	0.577
yeahhh	هو	joy	0.576
luckygirl	لکیګل	joy	0.576
flattering	چټکۍ	joy	0.576
sensual	حساس	joy	0.576
heroism	اتلولۍ	joy	0.576
succeeding	بریالی	joy	0.576
grace	فضل	joy	0.576
peace	سوله	joy	0.576
livelife	ژوندی	joy	0.574
special	ځانګړې	joy	0.574
tantalizing	تاوان کول	joy	0.572
pumped	پمپ شوی	joy	0.567
worthwhile	ارزښتناکه	joy	0.562
revels	وحی	joy	0.562
prevail	غالب	joy	0.562
liking	خوښول	joy	0.562
sunny	دوامداره	joy	0.562
relax	ارام اوسه	joy	0.562
surprise	حیرانتیا	joy	0.562
hugs	هګ	joy	0.562
admirable	منلو وړ	joy	0.562
hero	اتل	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	بې رحمه	joy	0.562
sweets	خواږه	joy	0.562
prosper	خوشحال	joy	0.562
superstar	سپرټار	joy	0.562
favorable	ښه	joy	0.561
bless	برکت وکړئ	joy	0.561
tenderness	سختۍ	joy	0.561
freedom	آزادي	joy	0.561
masterpiece	شاهكار	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	خوبونه	joy	0.559
hopeful	هیله مند	joy	0.559
home	کور	joy	0.559
cruising	ژوبل	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	وفا	joy	0.553
closeness	بندیز	joy	0.552
eagerness	کډوالۍ	joy	0.552
comfy	سمه	joy	0.551
sunshine	لمر	joy	0.551
confidence	باور	joy	0.547
mistletoe	خوله	joy	0.547
elite	اشاره	joy	0.547
celestial	آسماني	joy	0.547
heart	هرات	joy	0.547
completion	بشپړول	joy	0.547
good	ښه	joy	0.547
daughter	لور	joy	0.547
gifts	ډالۍ	joy	0.547
astonishment	حیرانتیا	joy	0.547
bonus	بونس	joy	0.547
goodmorning	سهار مو پخير	joy	0.547
lifted	پورته شوی	joy	0.547
zeal	زیږه	joy	0.547
illuminate	روښانوي	joy	0.547
gift	ډالۍ	joy	0.547
vacation	رخصتي	joy	0.547
charmed	ښکلی	joy	0.546
recreation	تفریح	joy	0.545
encouragement	هڅونې	joy	0.545
gush	غم	joy	0.545
sublime	لنډمهاله	joy	0.545
dance	نڅا	joy	0.545
god	خدای	joy	0.545
free	وړیا	joy	0.544
freshstart	نوښتګر	joy	0.544
savior	ساتونکی	joy	0.543
sanctuary	ځای	joy	0.541
grandchildren	نيکه	joy	0.540
wellness	خوندیتوب	joy	0.537
revel	وحی	joy	0.534
inspirational	اغېزمن	joy	0.531
savor	خواړه	joy	0.531
matrimony	واده	joy	0.531
money	پیسې	joy	0.531
rainbow	رینبوز	joy	0.531
confident	ډاډمن	joy	0.531
bridal	پلار	joy	0.531
music	موسيقي	joy	0.531
fab	فاب	joy	0.531
serene	سیرین	joy	0.531
alive	ژوندی	joy	0.531
holiness	پاکۍ	joy	0.531
vitality	ژوند	joy	0.531
liberation	ازادۍ	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	آرامۍ	joy	0.531
soar	لوړې کچې	joy	0.531
firstborn	زېږېدلی ماشوم	joy	0.531
elegant	ښکلی	joy	0.530
mastery	ماسټرۍ	joy	0.530
illumination	روښانتیا	joy	0.530
welcomed	هرکلی وکړ	joy	0.530
warmth	تودوخه	joy	0.530
blossom	غوړ	joy	0.530
glimmer	ګرمر	joy	0.530
faithful	وفاداري	joy	0.529
treat	درملنه	joy	0.529
snuggles	قاچاق	joy	0.522
laurels	تاوان	joy	0.521
commendable	ستاینه وړ	joy	0.519
powerful	ځواکمن	joy	0.516
silly	خندا	joy	0.516
zest	زینه	joy	0.516
presents	وړاندیزونه	joy	0.516
succeed	بریالیتوب	joy	0.516
jingle	جینګ	joy	0.516
remarkable	د پام وړ	joy	0.516
greeted	سلام	joy	0.516
brotherly	ورور	joy	0.516
pride	وياړ	joy	0.516
strengthening	پیاوړی کول	joy	0.516
aspire	خواخوږی	joy	0.516
abundant	ډیر زیات	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ژوندی	joy	0.516
almighty	قوي	joy	0.516
fancy	فینسي	joy	0.516
zen	زین	joy	0.515
coronation	تورونه	joy	0.515
kudos	کدوس	joy	0.515
vivid	وشو	joy	0.515
leisure	تفریح	joy	0.515
complete	بشپړ کړئ	joy	0.515
cutie	کمه	joy	0.515
newme	نویم	joy	0.515
familytime	د کورنۍ وخت	joy	0.515
animated	متحرک	joy	0.515
spirit	روح	joy	0.515
thanking	مننه	joy	0.515
kid	ماشوم	joy	0.515
shining	چمکۍ	joy	0.515
payday	تنخوا	joy	0.515
princely	په اصل کې	joy	0.515
reunited	یوځای شوی	joy	0.515
therapeutic	درملنه	joy	0.515
comfort	آرامۍ	joy	0.515
godly	خداي	joy	0.514
marriage	واده	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	اړیکې	joy	0.514
spouse	ښځه	joy	0.507
intimately	په نيغه توګه	joy	0.507
accomplish	ترسره کول	joy	0.500
excel	اېسلسل	joy	0.500
inviting	بلنه ورکول	joy	0.500
meritorious	ښکلی	joy	0.500
diamond	هیرے	joy	0.500
nature	فطرت	joy	0.500
dignity	وقار	joy	0.500
family	کورنۍ	joy	0.500
soulful	روحاني	joy	0.500
charitable	خیرمند	joy	0.500
encourage	هڅول	joy	0.500
friends	ملګري	joy	0.500
satisfied	مطمئن	joy	0.500
welcoming	هرکلی کوي	joy	0.500
healthy	روغ	joy	0.500
surreal	سوریایی	joy	0.500
refreshed	ریفورډ	joy	0.500
beach	ساحل	joy	0.500
motherhood	ورور	joy	0.500
respect	درناوي	joy	0.500
gem	ګیم	joy	0.500
erotic	جنسي	joy	0.500
visionary	لیدلوری	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ترلاسه شوی	joy	0.500
christ	کرسټ	joy	0.500
memorable	یادگار	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ماشوم	joy	0.500
purr	پورت	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	اطمینان	joy	0.500
bloom	ښکاري	joy	0.500
carefree	پاملرنه	joy	0.500
aura	غږ	joy	0.493
health	روغتیا	joy	0.493
liberty	آزادي	joy	0.486
approved	تایید شوی	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	اواز	joy	0.486
rapture	تکرار	joy	0.485
engaging	مشغول	joy	0.485
crowning	ډار	joy	0.485
aspiration	اطمینان	joy	0.485
prestige	وقار	joy	0.485
crescendo	کرسکوډ	joy	0.485
gentle	نرمه	joy	0.485
liberate	ازادۍ	joy	0.485
betrothed	ټوټه ټوټه شوه	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	فضل	joy	0.485
privileged	امتیاز شوی	joy	0.485
loyal	وفاداري	joy	0.485
inseparable	ناڅاپه	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	اګران	joy	0.484
trophy	ټرافي	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	قسمت	joy	0.484
creativity	تخلیفیت	joy	0.484
destiny	برخلیک	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	انتقال	joy	0.484
bouquet	گلاب	joy	0.484
chocolate	چاکلیټ	joy	0.484
aloha	الیا	joy	0.484
yummy	سوکاله	joy	0.484
dream	خوب	joy	0.484
desire	هيله	joy	0.484
boyfriend	ملګري	joy	0.480
commemoration	یادونه	joy	0.479
intelligence	استخباراتي	joy	0.477
readiness	چمتو والی	joy	0.473
friend	ملګري	joy	0.471
enthusiast	لیوالتیا	joy	0.471
bride	واده	joy	0.471
lush	شیر	joy	0.470
calming	خوندیتوب	joy	0.470
inheritance	میراث	joy	0.470
kiddo	کادو	joy	0.470
massage	مساج	joy	0.470
tickle	ټکي	joy	0.470
adventure	کړنه	joy	0.470
nostalgia	نوستالیا	joy	0.470
soothe	خوږه	joy	0.470
goals	موخې	joy	0.469
luster	لمر	joy	0.469
giving	ورکول	joy	0.469
princess	شهزاده	joy	0.469
heartily	په زړه پورې	joy	0.469
benevolence	بډایټول	joy	0.469
nurture	تغذیه کول	joy	0.469
bridegroom	ناوې	joy	0.469
eternal	ابدي	joy	0.469
pray	دعا وکړه	joy	0.469
getaway	ورک شه	joy	0.469
humanitarian	بشردوستانه	joy	0.469
bonding	اړیکې	joy	0.469
rest	آرام	joy	0.469
amicable	ښایسته	joy	0.469
purring	تیریدل	joy	0.469
pretty	ښایسته	joy	0.469
child	ماشوم	joy	0.466
salutary	سلام	joy	0.465
invite	بلنه ورکړه	joy	0.457
reminiscing	یادونه	joy	0.456
beam	بیام	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	تشناب	joy	0.455
aesthetics	جمالیات	joy	0.455
friday	جمعه	joy	0.455
elevation	لوړوالی	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	مراسم	joy	0.455
mindfulness	فکر کول	joy	0.455
hee	د	joy	0.455
kindred	مهربانۍ	joy	0.455
scholarship	تحصیلي	joy	0.455
befriend	ملګري	joy	0.455
commemorate	یادښت	joy	0.453
allure	جذب	joy	0.453
faith	باور	joy	0.453
forgiveness	بخښنه	joy	0.453
scenery	انځورونه	joy	0.453
vindication	د سرغړونې	joy	0.453
waterfall	اوبه	joy	0.453
birth	زیږون	joy	0.453
noworries	غم مه کوه	joy	0.453
approve	تایید کړئ	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	سفر	joy	0.447
meditation	مراقبت	joy	0.446
relaxed	آرام	joy	0.442
tranquil	آرام	joy	0.441
weekend	اونۍ پای	joy	0.441
present	اوسنی	joy	0.441
tender	داوطلبۍ	joy	0.441
nostalgic	نزوليالیک	joy	0.439
prayer	لمونځ	joy	0.439
sharing	شریکول	joy	0.439
esteem	ستاینه	joy	0.439
lyrical	لیزیکل	joy	0.439
righteousness	صادق	joy	0.439
share	شریک کړئ	joy	0.438
husband	میړه	joy	0.438
life	ژوند	joy	0.438
sonnet	سونټ	joy	0.438
relief	مرستې	joy	0.438
unbeaten	ناڅاپه	joy	0.438
newday	نوې ورځ	joy	0.438
meditate	تمرکز وکړئ	joy	0.438
mighty	قوي	joy	0.438
eager	خوښ دی	joy	0.438
strength	ځواک	joy	0.438
warm	تودوخه	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	هلک	joy	0.427
oneness	مطلق	joy	0.426
unsurpassed	ناڅاپه	joy	0.424
ejaculation	سکج	joy	0.424
unconstrained	ناڅاپه	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	میډل	joy	0.424
amen	امین	joy	0.424
candlelight	شمعې رڼا	joy	0.424
reverence	عنصر	joy	0.424
healthful	روغتیایی	joy	0.424
carols	غالۍ	joy	0.424
sledding	سویډل	joy	0.422
wealth	شتمني	joy	0.422
graduation	فراغت	joy	0.422
frisky	خړوب	joy	0.422
energy	انرژي	joy	0.422
calmness	سلام	joy	0.422
beginnings	پیل	joy	0.422
safe	خوندي	joy	0.422
musical	موسيقي	joy	0.422
symphony	سمفوني	joy	0.422
lml	lml	joy	0.422
glitter	ښکلا	joy	0.422
ease	آسانه	joy	0.422
helpful	ګټور	joy	0.422
soundness	غږ	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ژمنې	joy	0.415
reunite	ریونټ	joy	0.414
salvation	نجات	joy	0.412
mother	مور	joy	0.412
poems	شعرونه	joy	0.412
inauguration	پرانیستل	joy	0.409
immaculate	بې وزله	joy	0.409
lighten	روښانه کول	joy	0.409
aromatherapy	اروماتراپی	joy	0.409
travel	سفر	joy	0.409
lavender	لیوینډ	joy	0.409
purify	پاکول	joy	0.409
clown	ځمکه	joy	0.409
star	ستوری	joy	0.406
cash	نغدي	joy	0.406
heal	شفا	joy	0.406
completing	بشپړول	joy	0.406
companion	ملګري	joy	0.406
live	ژوندی	joy	0.406
flowers	ګلونه	joy	0.406
wishing	هيله	joy	0.406
charity	خيرات	joy	0.406
opportune	موقعیت	joy	0.406
income	عايد	joy	0.403
soul	روح	joy	0.401
munchies	مچۍ	joy	0.400
indescribable	د منلو وړ	joy	0.397
progress	پرمختګ	joy	0.397
emancipation	خلاصون	joy	0.397
christian	مسیحی	joy	0.397
hammock	هاکاک	joy	0.394
together	یوځای	joy	0.394
equality	مساوات	joy	0.394
fullness	بشپړتیا	joy	0.394
picnic	پکنیک	joy	0.394
calm	آرامه	joy	0.394
childhood	ماشومتوب	joy	0.394
rhythmical	تالال	joy	0.394
movies	فلمونه	joy	0.393
zealous	زړور	joy	0.393
littlethings	کوچنۍ شیان	joy	0.391
humanity	انسانیت	joy	0.391
starry	ستوری	joy	0.391
playground	د لوبې ډګر	joy	0.391
adventures	تګلاره	joy	0.391
meaningful	معنی	joy	0.391
choir	کوونکی	joy	0.391
affluence	تاثیر	joy	0.391
warms	جګړه	joy	0.391
goofy	ناپوه	joy	0.391
auspicious	ښه	joy	0.391
gesture	اشاره	joy	0.387
vow	واوره	joy	0.382
shopping	پیرودنه	joy	0.382
witty	ژړا	joy	0.382
communion	ټولنه	joy	0.379
vibes	وینزونه	joy	0.379
worship	عبادت وکړئ	joy	0.379
jump	کود	joy	0.379
reverend	ریورډ	joy	0.377
advance	مخکی	joy	0.375
beaches	ساحل	joy	0.375
youth	ځوانان	joy	0.375
spirits	روحونه	joy	0.375
simplicity	سمدستي	joy	0.375
full	بشپړ	joy	0.375
rising	زیاتوالی	joy	0.375
hymn	حمد	joy	0.375
unique	بې ساري	joy	0.375
redeemed	ژغورل شوی	joy	0.375
scenic	منظمه	joy	0.375
mirth	شاته	joy	0.375
courtship	محکمه	joy	0.375
experience	تجربه	joy	0.375
reunion	بیا یوځای کیدل	joy	0.375
sonorous	زوی	joy	0.375
unforgettable	ناڅاپه	joy	0.375
baptismal	بپتسماال	joy	0.368
alliance	اتحاد	joy	0.368
grant	مرستې	joy	0.366
conciliation	تړون	joy	0.364
moonlight	سپوږمۍ	joy	0.364
sanctification	حرمت	joy	0.364
improves	ښه والی	joy	0.364
improve	ښه والی	joy	0.364
pure	خالص	joy	0.364
authentic	مستند	joy	0.364
kitten	بلیټ	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	راسبرز	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	مخلص	joy	0.359
feeling	احساس	joy	0.359
devotional	عقیده	joy	0.359
proficiency	مهارت	joy	0.359
tinsel	ټانسل	joy	0.359
revival	بیاکتنه	joy	0.359
sanctify	حرمت وکړئ	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	خپلواک	joy	0.359
cocoa	کوکو	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	ډففین	joy	0.348
choral	نسل	joy	0.348
deliverance	خونديتوب	joy	0.348
romp	روم	joy	0.348
roaring	ګړندۍ	joy	0.348
melody	میلو	joy	0.348
favor	احسان	joy	0.348
unification	یووالي	joy	0.348
exceed	ډیر	joy	0.348
purpose	موخه	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	کار نشته	joy	0.344
voluptuous	ناڅاپه	joy	0.344
fruits	میوه	joy	0.344
thx	مننه	joy	0.344
newstart	نوې پېل	joy	0.344
manicure	مینیکیور	joy	0.344
date	نېټه	joy	0.344
kiddos	کیدوس	joy	0.344
roadtrip	سړک	joy	0.344
cookies	ککوړي	joy	0.344
hedonism	هیډیزیزم	joy	0.344
humble	نرمه	joy	0.344
electric	برقی	joy	0.344
pledge	ژمنې	joy	0.344
celebrity	جشن	joy	0.342
rhythm	تالاب	joy	0.338
bridesmaid	ناوې	joy	0.338
snowday	واورې	joy	0.333
young	ځوان	joy	0.333
coffee	قافله	joy	0.333
edification	ایډیشن	joy	0.333
obliging	منل	joy	0.333
renovation	بیا رغونه	joy	0.333
familiarity	پیژندګلوی	joy	0.333
garden	باغ	joy	0.333
spa	سپا	joy	0.333
dawn	سهار	joy	0.333
connoisseur	کارپوه	joy	0.333
partner	ملګري	joy	0.333
gazing	ځړول	joy	0.333
foodie	په نس مین	joy	0.331
synchronize	همغږي کول	joy	0.329
tribulation	ټکي	joy	0.328
healing	درملنه	joy	0.328
saint	سنت	joy	0.328
chirping	چیرپنگ	joy	0.328
hobby	شوق	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	کارول	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	زبور	joy	0.328
pedicure	پیډیکیور	joy	0.328
amnesty	بخښنه	joy	0.328
respite	وقف	joy	0.324
mellow	ملګری	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	تفریحی	joy	0.318
restorative	بحالی	joy	0.318
cousins	د تره زوړ	joy	0.318
classics	کلاسیکونه	joy	0.318
reconciliation	پخلاینې	joy	0.316
dove	کڅوړی	joy	0.312
living	ژوند کول	joy	0.312
presto	پریزو	joy	0.312
crafts	دستکاری	joy	0.312
recovery	بیا رغونه	joy	0.312
woods	لرګي	joy	0.312
sunset	لمر	joy	0.312
fitness	فزیکي	joy	0.312
playhouse	لوبغالي	joy	0.312
superman	سپرمین	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	عقل	joy	0.312
deal	معامله	joy	0.312
simplify	ساده کول	joy	0.312
lord	رب	joy	0.312
sterling	سټیلنګ	joy	0.312
progression	پرمختګ	joy	0.312
relight	تاوان	joy	0.312
pony	ټونی	joy	0.312
infant	ماشوم	joy	0.309
improvement	ښه والی	joy	0.309
absolution	ناڅاپه	joy	0.306
gently	په نېغه	joy	0.303
established	تاسیس شوی	joy	0.303
honest	صادق	joy	0.303
decorating	ښکاري	joy	0.303
endless	پایه	joy	0.303
banquet	ضیافت	joy	0.303
providing	چمتو کول	joy	0.300
mine	زما	joy	0.297
fraternal	واده	joy	0.297
notable	د پام وړ	joy	0.297
feat	خپرونې	joy	0.297
harvest	حاصلات	joy	0.297
quaint	ناڅاپه	joy	0.297
softly	په نرمۍ سره	joy	0.297
spiritual	روحاني	joy	0.297
morals	اخلاقيات	joy	0.297
lounging	خوندیتوب	joy	0.297
light	رڼا	joy	0.297
breeze	باد	joy	0.297
strolling	ټاپول	joy	0.297
spending	مصرف	joy	0.297
meditating	تمرکز	joy	0.297
joker	جوکر	joy	0.297
yearning	کال	joy	0.297
growth	وده	joy	0.297
fervor	ظاهرا	joy	0.295
quotes	حوالې	joy	0.294
volunteer	رضاکار	joy	0.294
psalms	زبورونه	joy	0.288
hippie	هپۍ	joy	0.288
gain	ترلاسه کول	joy	0.288
taoism	توبیزم	joy	0.288
midwife	قابله	joy	0.288
resources	سرچینې	joy	0.288
create	جوړ کړئ	joy	0.288
receiving	ترلاسه کول	joy	0.287
ocean	سمندر	joy	0.286
snowfall	واورېدل	joy	0.286
lsd	ایل ایس ایس	joy	0.286
hiking	پیدل سفر	joy	0.283
chill	شیل	joy	0.281
truce	ټری	joy	0.281
infinity	انفینٹی	joy	0.281
toast	ټسټ	joy	0.281
destination	منزل	joy	0.281
buddhist	بوډاست	joy	0.281
rested	آرام شوی	joy	0.281
candid	کانديدان	joy	0.281
evergreen	تلګریزه	joy	0.281
unwind	ناڅاپه	joy	0.281
buzzing	کڅوړه	joy	0.281
venerable	منلو وړ	joy	0.279
balance	توازن	joy	0.275
retirement	تقاعد	joy	0.275
compensate	خساره ورکول	joy	0.273
swim	توره	joy	0.273
drinks	څښاک	joy	0.273
devout	بښنه	joy	0.273
buddha	بده	joy	0.273
rapt	رپټ	joy	0.273
fireplace	د اور ځای	joy	0.273
snowing	واورې	joy	0.271
sublimation	لنډیز	joy	0.270
fruity	خواړه	joy	0.268
humility	نیکمرغي	joy	0.266
paragon	پارګون	joy	0.266
ministry	وزارت	joy	0.266
sunday	یک شنبه	joy	0.266
salute	سلام	joy	0.266
fortitude	خوښه	joy	0.266
whim	ویاړ	joy	0.266
sun	لمر	joy	0.266
sketching	خاوره	joy	0.266
waves	څپې	joy	0.266
buddhism	بودیزم	joy	0.266
cathedral	کاترینالل	joy	0.266
yoga	یوګا	joy	0.266
artwork	هنر کار	joy	0.265
practiced	تمرین شوی	joy	0.264
clean	پاکول	joy	0.260
found	وموندل شو	joy	0.258
fitting	وړل	joy	0.258
immerse	لرې کول	joy	0.258
running	چلول	joy	0.258
clarity	وضاحت	joy	0.258
food	خواړه	joy	0.258
exercise	تمرین	joy	0.258
autumn	مني	joy	0.254
ardent	سخته	joy	0.250
fit	ښه	joy	0.250
mountain	غرونه	joy	0.250
expedient	پراخونکی	joy	0.250
diary	ڈائری	joy	0.250
candles	شمعې	joy	0.250
outdoors	بهر	joy	0.250
chilled	توره	joy	0.250
clap	کلپ	joy	0.250
contagious	متضاد	joy	0.250
chirp	چیرپ	joy	0.250
morning	سهار	joy	0.250
visitor	لیدونکی	joy	0.250
hardy	سخته	joy	0.250
countryside	دسیمې غاړې	joy	0.250
undying	بې ځایه	joy	0.250
football	فوټبال	joy	0.250
advocacy	مدافع وکیل	joy	0.250
demonstrative	مظاهرې	joy	0.250
cradle	پدی	joy	0.247
trance	ټانس	joy	0.246
breakfast	ناڅاپه	joy	0.242
grow	کښت	joy	0.242
pay	معاش ورکول	joy	0.242
preservative	محافظه کار	joy	0.242
intense	شدید	joy	0.242
supremacy	لویوالی	joy	0.242
church	کلیسا	joy	0.242
procession	پروسې	joy	0.242
consecration	قناعت ورکول	joy	0.235
lifetime	عمري	joy	0.234
nursery	نرسری	joy	0.234
humbled	خندا	joy	0.234
vote	رایه ورکړئ	joy	0.234
incense	بخښنه	joy	0.234
lyre	لرې	joy	0.234
candle	شمعې	joy	0.234
snowy	واوره	joy	0.234
doll	ګری	joy	0.234
skiing	سکینګ	joy	0.234
ordination	تسلط	joy	0.234
art	هنر	joy	0.234
salary	معاش	joy	0.234
pastry	پیري	joy	0.229
firefly	اور وژونکي	joy	0.227
chilling	کښته کول	joy	0.227
remedy	درملنه	joy	0.227
rescue	ژغورل	joy	0.225
camping	کیمپنګ	joy	0.221
perspective	لید	joy	0.221
orchard	باغونه	joy	0.221
orchestra	آرکسټرا	joy	0.221
possess	لرئ	joy	0.219
castle	محل	joy	0.219
lamb	وری	joy	0.219
gardens	باغونه	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	بوټ وخت	joy	0.212
brisk	ژوره	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	تکرار کړئ	joy	0.212
ribbon	ربن	joy	0.212
