word	Yoruba-yo	emotion	emotion-intensity-score
impatient	alakoko	fear	0.224
immigrant	aṣikiri	fear	0.219
heft	jẹ	fear	0.219
sweat	lagun	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	alara	fear	0.219
thrill	idunnu	fear	0.219
cane	ohun ọgbin	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	boya ti	fear	0.219
tactics	awọn ilana	fear	0.219
veer	jẹ	fear	0.219
unequal	unqual	fear	0.219
lastminute	lastminute	fear	0.219
jungle	igbo	fear	0.219
bait	Bait	fear	0.219
revelations	ifihan	fear	0.219
blues	blues	fear	0.219
overtired	ti o pọju	fear	0.218
prognosis	asọtẹlẹ	fear	0.217
alertness	titaniji	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	gbadura fun mi, ro ire kan mi	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	fluctuation	fear	0.204
restless	alaini	fear	0.204
examination	idanwo	fear	0.204
intimacy	intimacy	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	yara yara	fear	0.203
uphill	ikun	fear	0.203
mighty	alagbara	fear	0.203
birth	ibimọ	fear	0.203
cross	agbelebu	fear	0.203
help	Egba Mi O	fear	0.203
overcome	bori	fear	0.203
recesses	gba pada	fear	0.203
acceptances	awọn gbigba wọle	fear	0.203
fearless	alaafia	fear	0.200
ware	ile-iṣẹ	fear	0.198
change	iyipada	fear	0.198
withstand	withstand	fear	0.197
asap	bii	fear	0.191
owing	nitoribi	fear	0.188
gnome	gnome	fear	0.188
cautiously	ni akiyesi	fear	0.188
tract	apa	fear	0.188
deadlines	Awọn akoko ipari	fear	0.188
heighten	ṣe afikun	fear	0.188
attorney	attorney	fear	0.188
bug	kokoro	fear	0.188
knots	awọn koko	fear	0.188
fragile	ẹlẹgẹ	fear	0.188
rule	ofin	fear	0.188
advance	ilosiwaju	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	aṣeyọri	fear	0.188
stillness	isinmi	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	wo	fear	0.188
unorganised	unorganized	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	nitosi	fear	0.183
slippery	slippery	fear	0.181
interview	ijomitoro	fear	0.180
everyman	gbogbo	fear	0.178
speculation	akiyesi	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	iwadi iwadi	fear	0.172
competition	idije	fear	0.172
settlor	settlar	fear	0.172
rod	ọpa	fear	0.172
checkpoint	ibi ayẹwo	fear	0.172
regulatory	igbagbogbo	fear	0.172
worship	ijosin	fear	0.172
shell	ikarahun	fear	0.172
readytogo	setan lati lọ	fear	0.172
uncertain	alaini	fear	0.172
unsure	laisi daju	fear	0.172
birch	birch	fear	0.172
surprise	iyalenu	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	iyangbo	fear	0.172
composure	aladawe	fear	0.172
interviewer	onibeere	fear	0.172
less	Ti o kere	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	idanwo	fear	0.156
sly	sly	fear	0.156
legalized	ti ṣe ofin	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	kika	fear	0.156
hearing	gbigbọ	fear	0.156
bases	awọn ipilẹ	fear	0.156
medication	oogun	fear	0.156
ceasefire	stopfire	fear	0.156
retirement	feyinti	fear	0.156
courageous	alagbara	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	Atilẹhin afẹyinti	fear	0.151
dawned	ṣalaye	fear	0.150
censor	censor	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	syllabus	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	imudaniloju	fear	0.141
cove	ṣojukokoro	fear	0.141
newcomer	titunṣe	fear	0.141
eventuality	iṣẹlẹ iṣẹlẹ	fear	0.141
imagination	oju inu	fear	0.141
validity	Wiwulo	fear	0.141
waiting	nduro	fear	0.141
delay	idaduro	fear	0.141
shy	itiju	fear	0.140
alreadyyyyy	tẹlẹyyyy	fear	0.140
symptom	aami aisan	fear	0.133
excite	tayọ	fear	0.132
raccoon	raccoon	fear	0.127
prevent	dena	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	apanilerin	fear	0.125
ahhh	nibi	fear	0.125
hawk	hawk	fear	0.125
campaigning	Ipagbe	fear	0.125
soready	ọgbẹ	fear	0.125
tryout	gbidanwo	fear	0.125
marry	fẹ	fear	0.125
sprite	sprite	fear	0.125
swim	we	fear	0.125
gameday	nitorina	fear	0.125
sag	sag	fear	0.123
pharmacy	ile elegbogi	fear	0.123
policeman	olopa	fear	0.121
lace	lace	fear	0.111
dreamt	dreamed	fear	0.111
holiness	mimo	fear	0.109
pray	gbadura	fear	0.109
weight	iwuwo	fear	0.109
incase	bi o ba ṣẹlẹ pe	fear	0.109
knot	sorapo	fear	0.109
confidence	igboya	fear	0.109
notoriety	akiyesi	fear	0.109
homework	iṣẹ amurele	fear	0.109
destination	ibi ti nlo	fear	0.109
bigday	bigday	fear	0.109
slender	ti o kere ju	fear	0.100
undecided	undecided	fear	0.098
sympathetic	alaafia	fear	0.097
god	ọlọrun	fear	0.094
grades	onipò	fear	0.094
loyal	otitọ	fear	0.094
poise	poise	fear	0.094
treat	tọju	fear	0.094
confident	igboya	fear	0.094
counsellor	Oludamoran	fear	0.094
helmet	ikori	fear	0.094
case	nla	fear	0.094
locate	wa	fear	0.094
northeast	Ariwa	fear	0.088
compassion	aanu	fear	0.078
nurture	ntọju	fear	0.078
graduation	ipari ẹkọ	fear	0.078
graded	ti dọgba	fear	0.075
mum	Mama	fear	0.070
infant	ìkókó	fear	0.067
civilians	alagbada	fear	0.062
soulmate	soulmate	fear	0.062
civilian	alagbada	fear	0.062
cloudiness	awọsanma	fear	0.062
gradschool	ile-iwe giga	fear	0.062
parade	igbala	fear	0.062
cash	owo	fear	0.062
journey	irin ajo	fear	0.062
guidelines	awọn itọnisọna	fear	0.062
youth	ọdọ	fear	0.062
opera	opera	fear	0.057
synonymous	bakannaa	fear	0.056
praying	n gbadura	fear	0.047
honest	ooto	fear	0.047
intelligence	itetisi	fear	0.038
romance	fifehan	fear	0.031
lines	awọn ila	fear	0.031
volunteer	iyọọda	fear	0.031
obey	gbọràn	fear	0.016
happiest	alaafia julọ	joy	0.986
happiness	idunu	joy	0.984
bliss	alaafia	joy	0.971
celebrating	ayẹyẹ	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ọpẹ	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	gbigbọn	joy	0.938
loveee	loveee	joy	0.932
celebration	ajoyo	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	ayo	joy	0.924
happily	inudidun	joy	0.922
excitement	ariwo	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	gbayi	joy	0.922
joyous	ayọ	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ife	joy	0.920
gratitude	ọpẹ	joy	0.914
spectacular	ti iyanu	joy	0.912
merriment	ibanuje	joy	0.912
happydance	Igbeyawo	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	yọyọ	joy	0.909
triumphant	bori	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ariyanjiyan	joy	0.906
cheerful	tẹnumọ	joy	0.906
cheer	idunnu	joy	0.897
elated	elated	joy	0.894
lovethis	ife	joy	0.891
laugh	rẹrin	joy	0.891
jolly	jolly	joy	0.891
pleasures	awọn igbadun	joy	0.891
excitation	itara	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Inudidun	joy	0.891
exhilaration	igbiyanju	joy	0.891
marvelously	iyanu	joy	0.881
loving	ife	joy	0.879
joyful	ayọ	joy	0.879
outstanding	dayato	joy	0.879
blissful	alaafia	joy	0.879
pleasurable	itura	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	olufẹ	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	wo	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	bakannaa	joy	0.868
woohoo	woohoo	joy	0.864
laughing	rẹrin	joy	0.864
superb	dara julọ	joy	0.864
wonderful	iyanu	joy	0.863
brilliant	o wu	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	gbigbọn	joy	0.859
hooray	hooray	joy	0.859
glory	ogo	joy	0.859
celebrated	ṣe ayẹyẹ	joy	0.859
loved	fẹràn	joy	0.859
magnificent	nkanigbega	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Hallelujah	joy	0.859
exciting	moriwu	joy	0.853
heavenly	ọrun	joy	0.853
thrilled	tinu	joy	0.851
mademyday	aṣiṣe	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ayeye	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ibukun	joy	0.844
wonderfully	iyanu	joy	0.844
sweetness	didùn	joy	0.833
marvellous	iyanu	joy	0.833
festive	ajọdun	joy	0.833
blessed	bukun	joy	0.833
paradise	paradise	joy	0.833
celebrations	awọn ayẹyẹ	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	mimẹrin	joy	0.828
enchanting	enchanting	joy	0.828
love	ife	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ile oloyi	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ẹrin	joy	0.824
marvelous	iyanu	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	sensational	joy	0.818
delightful	didùn	joy	0.818
happyheart	alaafia	joy	0.818
rejoicing	yọ ayọ	joy	0.818
joys	alaafia	joy	0.818
goodness	ire	joy	0.818
excited	yiya	joy	0.818
excellence	iperegede	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	ogo	joy	0.812
lovemaking	ife ife	joy	0.812
rejoice	yọ	joy	0.812
victorious	ṣẹgun	joy	0.812
excellent	o tayọ	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	gbadun	joy	0.812
splendid	ẹwà	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	igba rere	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	ọjọ ayọ	joy	0.809
myfavorite	iferanju mi	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	idunnu	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	ayọ	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	aseyori	joy	0.797
happier	idunnu	joy	0.797
dancing	ijó	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ẹwà	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	dupe	joy	0.789
splendor	ọṣọ	joy	0.788
amuse	amuse	joy	0.788
fun	fun	joy	0.788
happy	dun	joy	0.788
enchanted	enchanted	joy	0.781
glorify	ṣe ogo	joy	0.781
glad	yọ	joy	0.781
beautiful	lẹwa	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	ọrun	joy	0.779
perfection	pipe	joy	0.779
christmassy	Kristmassy	joy	0.779
romance	fifehan	joy	0.779
thrilling	didùn	joy	0.776
miraculous	iyanu	joy	0.773
fiesta	fiesta	joy	0.773
entertain	ṣe ere	joy	0.773
congrats	fun ọpẹ	joy	0.773
cheers	o dun	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	lovable	joy	0.773
cheered	tinu	joy	0.773
funday	ifẹkufẹ	joy	0.772
enjoying	gbigbadun	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	o ti dara ju	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	awọn musẹ	joy	0.766
delight	idunnu	joy	0.765
orgasm	isosowo	joy	0.765
party	keta	joy	0.765
positive	rere	joy	0.761
cheerfulness	idunnu	joy	0.758
miracles	iyanu	joy	0.758
sweetheart	ololufẹ	joy	0.758
enlighten	ṣalaye	joy	0.758
christmastime	Kristimastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantic	joy	0.750
gratify	ṣe didùn	joy	0.750
friendliness	ore-ọfẹ	joy	0.750
laughs	rẹrin	joy	0.750
greatness	titobi	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	tayọ	joy	0.750
blessings	ibukun	joy	0.750
smile	aririn	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ti o ṣubu	joy	0.748
jubilee	jubeli	joy	0.742
enthusiasm	itara	joy	0.742
triumph	Ijagun	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ti idan	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	iyanu	joy	0.742
rewarding	n sanwo	joy	0.742
feelgood	lero ti o dara	joy	0.736
prosperity	aṣeyọri	joy	0.735
luxurious	adun	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	alaafia	joy	0.734
goodday	ojo dada	joy	0.734
passionate	ni igbadun	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	ìṣẹgun	joy	0.734
admiration	admiration	joy	0.734
tgif	tgif	joy	0.734
glorification	ọṣọ	joy	0.733
sing	kọrin	joy	0.729
glowing	glowing	joy	0.729
breathtaking	yanilenu	joy	0.728
fulfillment	imuse	joy	0.728
yessss	yessss	joy	0.728
cheery	ibanuje	joy	0.727
thankful	dupẹ	joy	0.727
hurrah	fi agbara han	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	eye	joy	0.727
atpeace	iparun	joy	0.727
win	win	joy	0.727
merry	ariya	joy	0.727
pleased	dun	joy	0.725
radiance	radiance	joy	0.725
inspiration	awokose	joy	0.725
uplift	igbiyanju	joy	0.723
optimistic	ireti	joy	0.723
heaven	ọrun	joy	0.721
lucky	orire	joy	0.721
thrill	idunnu	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	awọn isinmi	joy	0.721
harmony	isokan	joy	0.719
brighten	brighten	joy	0.719
lover	olufẹ	joy	0.719
heartfelt	okan	joy	0.719
utopian	utopian	joy	0.719
xmas	Awọn idiyele	joy	0.719
lovely	ẹlẹwà	joy	0.719
amusement	ọgba iṣere	joy	0.719
congratulatory	alaafia	joy	0.719
praising	iyin	joy	0.719
thriving	ṣawari	joy	0.719
perfect	pipe	joy	0.719
magic	idan	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	igbadun	joy	0.712
bestfeeling	ti o dara julọ	joy	0.712
treasures	awọn iṣura	joy	0.712
achievement	aṣeyọri	joy	0.712
yay	yay	joy	0.712
holiday	isinmi	joy	0.712
intimate	timotimo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	awọn	joy	0.706
proud	gberaga	joy	0.704
truelove	ife otito	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	iyanu	joy	0.703
goodnews	goodnews	joy	0.703
optimism	optimism	joy	0.703
satisfying	tẹnumọ	joy	0.703
gooood	gooood	joy	0.703
sweetest	dunrin	joy	0.703
cherish	ẹwọn	joy	0.703
goodlife	ti o dara	joy	0.703
beautification	beautification	joy	0.703
appreciates	ṣe akiyesi	joy	0.703
winning	gba	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	ti ṣe idaraya	joy	0.700
excite	tayọ	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ojo ibi	joy	0.691
metime	akoko akoko	joy	0.688
favorite	ayanfẹ	joy	0.688
honored	lola	joy	0.688
content	akoonu	joy	0.688
godsend	godend	joy	0.688
entertaining	idanilaraya	joy	0.688
angelic	angeli	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	idunnu	joy	0.688
exquisite	olorinrin	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	iyebiye	joy	0.682
majestic	majestic	joy	0.682
appreciated	abẹ	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	rẹrinrin	joy	0.682
bestfriends	awọn ọrẹ to dara julọ	joy	0.682
exaltation	igbega	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brightens	joy	0.682
tranquility	isimi	joy	0.679
marry	fẹ	joy	0.676
embrace	gba ara	joy	0.676
positively	daadaa	joy	0.676
dearest	dearest	joy	0.672
relaxation	isinmi	joy	0.672
accomplished	ti pari	joy	0.672
hug	Fọra	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	igbadun inu	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	Ijagun	joy	0.667
adore	fẹran	joy	0.667
boisterous	alawakọ	joy	0.667
fulfilled	ṣẹ	joy	0.667
fulfill	mu	joy	0.664
cuddles	awọn apọn	joy	0.662
prosperous	busi	joy	0.660
romanticism	romanticism	joy	0.656
humor	arin takiti	joy	0.656
glow	alábá	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	dídùn	joy	0.656
appreciation	mọrírì	joy	0.656
encouraged	iwuri	joy	0.656
satisfy	ni itẹlọrun	joy	0.656
serenity	isinmi	joy	0.656
captivate	ṣe pataki	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	itelorun	joy	0.652
treasure	iṣura	joy	0.652
engaged	npe	joy	0.652
praises	iyin	joy	0.652
abundance	ọpọlọpọ	joy	0.652
fortunes	funtunes	joy	0.652
relaxing	mimu	joy	0.652
praised	yìn	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	iranlowo	joy	0.647
affection	ifẹ	joy	0.647
relieved	ti yọ	joy	0.647
carnival	Carnival	joy	0.643
divine	Ibawi	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniously	joy	0.641
achieve	ṣe aṣeyọri	joy	0.641
thanksgiving	idupẹ	joy	0.641
jackpot	jackpot	joy	0.641
priceless	iye owo	joy	0.641
sensuality	iwa-ara	joy	0.641
champion	asiwaju	joy	0.641
wedding	igbeyawo	joy	0.641
uplifting	uplifting	joy	0.641
climax	diẹ	joy	0.636
yayy	yayy	joy	0.636
peaceful	alaafia	joy	0.636
twinkle	twinkle	joy	0.636
reverie	pada	joy	0.636
exalt	gbega	joy	0.636
winner	Winner	joy	0.636
felicity	alaafia	joy	0.636
cuddle	cuddle	joy	0.636
comforting	itunu	joy	0.636
honeymoon	Ijẹfaaji tọkọtaya	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amusing	joy	0.625
reward	ère	joy	0.625
fondness	ifẹkufẹ	joy	0.625
hearts	okan	joy	0.625
brighter	o tan imọlẹ	joy	0.625
sweet	dun	joy	0.625
stargazing	Stargazing	joy	0.625
festival	àjọyọ	joy	0.625
snuggling	snuggling	joy	0.625
generosity	ojurere	joy	0.625
gorgeous	alayeye	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ibalopo	joy	0.622
parade	igbala	joy	0.621
applause	gbigbẹ	joy	0.621
genial	genial	joy	0.621
beauty	ẹwa	joy	0.621
kind	Iru	joy	0.621
newlife	titunlife	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	mimu	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	olododo	joy	0.613
kiss	fẹnuko	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	iyìn	joy	0.609
rainbows	rainbows	joy	0.609
generous	oninurere	joy	0.609
enlightenment	italaye	joy	0.609
playful	playful	joy	0.609
christmas	keresimesi	joy	0.609
super	Super	joy	0.609
elegance	didara	joy	0.609
rekindle	rekindle	joy	0.609
awards	awọn Awards	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ominira	joy	0.607
successful	aseyori	joy	0.606
onelove	ifẹ kan	joy	0.606
kindness	rere	joy	0.606
freely	larọwọto	joy	0.606
surprises	awọn iyanilẹnu	joy	0.606
inspired	atilẹyin	joy	0.606
hilarity	hilarity	joy	0.606
wonder	Iyanu	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	Idanilaraya	joy	0.603
whimsical	whimsical	joy	0.603
passion	ife gidigidi	joy	0.603
beautify	daradara	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	õrùn	joy	0.600
godisgood	ọlọrun	joy	0.597
whoo	Tani	joy	0.594
angel	angeli	joy	0.594
thankgod	adupe lowo Olorun	joy	0.594
accomplishment	iṣẹ-ṣiṣe	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	oju	joy	0.594
inspire	ti o ni	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	ni alaafia	joy	0.594
jesus	jesus	joy	0.594
goodies	awọn ifarahan	joy	0.594
heroic	heroic	joy	0.591
fortune	agbara	joy	0.591
friendship	ore	joy	0.591
singing	orin	joy	0.591
exalted	gbega	joy	0.591
summer	ooru	joy	0.591
highest	ga	joy	0.591
overflowing	iṣan omi	joy	0.588
contented	contented	joy	0.588
woot	woot	joy	0.588
rollicking	lilọ kiri	joy	0.588
hope	ireti	joy	0.586
accolade	accolade	joy	0.586
cozy	farabale	joy	0.583
delicious	ti nhu	joy	0.579
friendly	ore	joy	0.578
sensuous	o ni igbalara	joy	0.578
darling	fẹrin	joy	0.578
picturesque	aworan aworan	joy	0.578
raving	raving	joy	0.578
praise	iyin	joy	0.578
everlasting	ayeraye	joy	0.578
ambition	okanjuwa	joy	0.578
thelife	awọnlife	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	titungbe	joy	0.576
sensual	ti ara ẹni	joy	0.576
heroism	heroism	joy	0.576
succeeding	ṣe aṣeyọri	joy	0.576
grace	ore-ọfẹ	joy	0.576
peace	alaafia	joy	0.576
livelife	gbe aye	joy	0.574
special	pataki	joy	0.574
tantalizing	Tilara	joy	0.572
pumped	ti fa soke	joy	0.567
worthwhile	dara	joy	0.562
revels	awọn ohun orin	joy	0.562
prevail	bori	joy	0.562
liking	fẹran	joy	0.562
sunny	Sunny	joy	0.562
relax	Sinmi	joy	0.562
surprise	iyalenu	joy	0.562
hugs	awọn ohun ọṣọ	joy	0.562
admirable	admirable	joy	0.562
hero	akikanju	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	alarinrin	joy	0.562
sweets	didun didun	joy	0.562
prosper	ilosiwaju	joy	0.562
superstar	Superstar	joy	0.562
favorable	ọjo	joy	0.561
bless	bukun	joy	0.561
tenderness	tutu	joy	0.561
freedom	ominira	joy	0.561
masterpiece	aṣetanṣe	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	awọn ala	joy	0.559
hopeful	ireti	joy	0.559
home	ile	joy	0.559
cruising	gbigbe ọkọ	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	otitọ	joy	0.553
closeness	ti o sunmọ	joy	0.552
eagerness	itara	joy	0.552
comfy	comfy	joy	0.551
sunshine	õrùn	joy	0.551
confidence	igboya	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	Gbajumo	joy	0.547
celestial	celestial	joy	0.547
heart	okan	joy	0.547
completion	Ipari	joy	0.547
good	dara	joy	0.547
daughter	ọmọbinrin	joy	0.547
gifts	ẹbun	joy	0.547
astonishment	Iyalenu	joy	0.547
bonus	ajeseku	joy	0.547
goodmorning	e kaaro	joy	0.547
lifted	gbe soke	joy	0.547
zeal	itara	joy	0.547
illuminate	tan imọlẹ	joy	0.547
gift	ẹbun	joy	0.547
vacation	isinmi	joy	0.547
charmed	ti ṣaja	joy	0.546
recreation	idaraya	joy	0.545
encouragement	iwuri	joy	0.545
gush	gush	joy	0.545
sublime	ẹda	joy	0.545
dance	ijó	joy	0.545
god	ọlọrun	joy	0.545
free	free	joy	0.544
freshstart	freshstart	joy	0.544
savior	olugbala	joy	0.543
sanctuary	mimọ	joy	0.541
grandchildren	omo omo	joy	0.540
wellness	daradara	joy	0.537
revel	revel	joy	0.534
inspirational	atilẹyin	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	owo	joy	0.531
rainbow	Rainbow	joy	0.531
confident	igboya	joy	0.531
bridal	Bridal	joy	0.531
music	orin	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	laaye	joy	0.531
holiness	mimo	joy	0.531
vitality	pataki	joy	0.531
liberation	igbala	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	õrùn	joy	0.531
soar	soar	joy	0.531
firstborn	akọbi	joy	0.531
elegant	yangan	joy	0.530
mastery	iṣakoso	joy	0.530
illumination	itanna	joy	0.530
welcomed	tewogba	joy	0.530
warmth	gbigbona	joy	0.530
blossom	Iruwe	joy	0.530
glimmer	glimmer	joy	0.530
faithful	oloootitọ	joy	0.529
treat	tọju	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	ti o ṣe akiyesi	joy	0.519
powerful	lagbara	joy	0.516
silly	aimọgbọn	joy	0.516
zest	zest	joy	0.516
presents	iloju	joy	0.516
succeed	aseyori	joy	0.516
jingle	jingle	joy	0.516
remarkable	iyanu	joy	0.516
greeted	kíyin	joy	0.516
brotherly	arakunrin	joy	0.516
pride	igberaga	joy	0.516
strengthening	okunkun	joy	0.516
aspire	bori	joy	0.516
abundant	lọpọlọpọ	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ti o dara	joy	0.516
almighty	Olódùmarè	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	iṣọkan	joy	0.515
kudos	kudos	joy	0.515
vivid	han gidigidi	joy	0.515
leisure	fàájì	joy	0.515
complete	pari	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	akoko ẹbi	joy	0.515
animated	ti ere idaraya	joy	0.515
spirit	ẹmí	joy	0.515
thanking	o dupe	joy	0.515
kid	ọmọde	joy	0.515
shining	didan	joy	0.515
payday	ọjọ igbowo-oṣu	joy	0.515
princely	ọmọ ọba	joy	0.515
reunited	ti tun pada	joy	0.515
therapeutic	mba	joy	0.515
comfort	itunu	joy	0.515
godly	iwa-bi-Ọlọrun	joy	0.514
marriage	igbeyawo	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ibasepọ	joy	0.514
spouse	oko	joy	0.507
intimately	intimately	joy	0.507
accomplish	ṣe iṣe	joy	0.500
