word	Hawaiian-haw	emotion	emotion-intensity-score
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	kūpono	joy	0.773
lovable	hiwahiwa	joy	0.773
cheered	e hauʻoli	joy	0.773
funday	uku	joy	0.772
enjoying	maikaʻi	joy	0.771
cuddling	kāpili	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	hauʻoli	joy	0.766
lifeisgood	ke ola	joy	0.766
thebest	ka 'oi aʻe	joy	0.766
sosweet	momona nō	joy	0.766
smiles	nā minoʻaka	joy	0.766
delight	ʻoliʻoli	joy	0.765
orgasm	ka hae	joy	0.765
party	pāʻina	joy	0.765
positive	maikaʻi	joy	0.761
cheerfulness	ʻoliʻoli	joy	0.758
miracles	nā hana mana	joy	0.758
sweetheart	ipo	joy	0.758
enlighten	hoʻomālamalama	joy	0.758
christmastime	ka lei mele	joy	0.757
giddy	ka hale	joy	0.757
romantic	aloha	joy	0.750
gratify	mahalo	joy	0.750
friendliness	alohaloha	joy	0.750
laughs	ʻakaʻaka	joy	0.750
greatness	nui	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	maikaʻi	joy	0.750
blessings	pōmaikaʻi	joy	0.750
smile	ʻoluʻolu	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	mahele	joy	0.748
jubilee	Iubile	joy	0.742
enthusiasm	makemake nui	joy	0.742
triumph	lanakila	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	nā mea kilokilo	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ka hana mana	joy	0.742
rewarding	hawaiing	joy	0.742
feelgood	ʻoluʻolu	joy	0.736
prosperity	maikaʻi	joy	0.735
luxurious	kūnana	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ikaika	joy	0.734
goodday	lā maikaʻi	joy	0.734
passionate	makemake	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	makemake	joy	0.734
victory	lanakila	joy	0.734
admiration	mahalo	joy	0.734
tgif	tgif	joy	0.734
glorification	ka hoʻonaniʻana	joy	0.733
sing	e hīmeni	joy	0.729
glowing	uila	joy	0.729
breathtaking	hanana	joy	0.728
fulfillment	hopena	joy	0.728
yessss	keʻano	joy	0.728
cheery	maikaʻi	joy	0.727
thankful	Mahalo	joy	0.727
hurrah	e wikiwiki	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	ka santa	joy	0.727
award	ka uku	joy	0.727
atpeace	e	joy	0.727
win	lanakila	joy	0.727
merry	ʻoliʻoli	joy	0.727
pleased	uaʻoluʻolu	joy	0.725
radiance	nā hiʻohiʻona	joy	0.725
inspiration	hōʻailona	joy	0.725
uplift	ke piʻiʻana	joy	0.723
optimistic	Manaʻo	joy	0.723
heaven	lani	joy	0.721
lucky	pōmaikaʻi	joy	0.721
thrill	hauʻoli	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	nā lā	joy	0.721
harmony	ʻoluʻolu	joy	0.719
brighten	e hoʻomālamalama	joy	0.719
lover	aloha	joy	0.719
heartfelt	ke aloha	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	maikaʻi	joy	0.719
amusement	leʻaleʻa	joy	0.719
congratulatory	mahalo	joy	0.719
praising	e hoʻomaikaʻi ana	joy	0.719
thriving	e ola ana	joy	0.719
perfect	maikaʻi	joy	0.719
magic	nā mea kilokilo	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	maikaʻi	joy	0.712
bestfeeling	maikaʻi loa	joy	0.712
treasures	waiwai	joy	0.712
achievement	ka hopena	joy	0.712
yay	ia	joy	0.712
holiday	hoʻomaha	joy	0.712
intimate	maikaʻi	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	kūlehu	joy	0.706
rave	hana	joy	0.706
proud	haʻaheo	joy	0.704
truelove	aloha ʻoiaʻiʻo	joy	0.703
fuckyeah	i ka hopena	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	hanana	joy	0.703
goodnews	maikaʻi	joy	0.703
optimism	manaʻolana	joy	0.703
satisfying	maikaʻi	joy	0.703
gooood	hele	joy	0.703
sweetest	maikaʻi	joy	0.703
cherish	pele	joy	0.703
goodlife	maikaʻi	joy	0.703
beautification	maikaʻi	joy	0.703
appreciates	mahalo	joy	0.703
winning	lanakila	joy	0.703
cuddled	i hoʻonuiʻia	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	Hoʻokipaʻia	joy	0.700
excite	hauʻoli	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	lā hānau	joy	0.691
metime	manawa	joy	0.688
favorite	punahele	joy	0.688
honored	mahaloʻia	joy	0.688
content	ʻoluʻolu	joy	0.688
godsend	akua akua	joy	0.688
entertaining	hula	joy	0.688
angelic	'ānela	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	mahalo	joy	0.688
exquisite	maikaʻi	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	maikaʻi	joy	0.682
majestic	hanohano	joy	0.682
appreciated	mahaloʻia	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ʻakaʻaka	joy	0.682
bestfriends	hoapili	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	e hoʻomālamalama	joy	0.682
tranquility	noho maluhia	joy	0.679
marry	mare	joy	0.676
embrace	e hopu	joy	0.676
positively	maikaʻi	joy	0.676
dearest	makemake	joy	0.672
relaxation	hoʻomaha	joy	0.672
accomplished	ua hoʻokōʻia	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	lā	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	ʻoluʻolu	joy	0.672
hilarious	hilarious	joy	0.672
giggles	hoʻokani	joy	0.672
bountiful	nui	joy	0.667
victor	lanakila	joy	0.667
adore	aloha	joy	0.667
boisterous	hauʻoli	joy	0.667
fulfilled	ua hoʻokōʻia	joy	0.667
fulfill	e hoʻokō	joy	0.664
cuddles	nā'āpana	joy	0.662
prosperous	maikaʻi	joy	0.660
romanticism	aloha	joy	0.656
humor	haʻalulu	joy	0.656
glow	kukui	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	maikaʻi	joy	0.656
appreciation	mahalo	joy	0.656
encouraged	koiʻia	joy	0.656
satisfy	eʻoluʻolu	joy	0.656
serenity	he hauʻoli	joy	0.656
captivate	nui	joy	0.656
besties	maikaʻi	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ʻike	joy	0.652
treasure	waiwai	joy	0.652
engaged	hana	joy	0.652
praises	nā hoʻomaikaʻi	joy	0.652
abundance	nui	joy	0.652
fortunes	nā pōmaikaʻi	joy	0.652
relaxing	hoʻomaha	joy	0.652
praised	mahaloʻia	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	hoʻopiha	joy	0.647
affection	aloha	joy	0.647
relieved	hoʻomahaʻia	joy	0.647
carnival	ka hopena	joy	0.643
divine	ke akua	joy	0.641
saintly	ʻo ka saint	joy	0.641
harmoniously	me ke aloha	joy	0.641
achieve	hoʻokō	joy	0.641
thanksgiving	hoʻomaikaʻi	joy	0.641
jackpot	ka momona	joy	0.641
priceless	nuiʻole	joy	0.641
sensuality	ʻike	joy	0.641
champion	koa	joy	0.641
wedding	ʻAha Hoʻomale	joy	0.641
uplifting	nā hoʻokiʻekiʻeʻana	joy	0.641
climax	kūpikipiki	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	maluhia	joy	0.636
twinkle	uila	joy	0.636
reverie	kūlana	joy	0.636
exalt	e hoʻokiʻekiʻe	joy	0.636
winner	lanakila	joy	0.636
felicity	maikaʻi	joy	0.636
cuddle	kāpili	joy	0.636
comforting	hōʻoluʻolu	joy	0.636
honeymoon	ka momona	joy	0.636
xoxo	xoxo	joy	0.634
amusing	pāʻani	joy	0.625
reward	uku	joy	0.625
fondness	aloha	joy	0.625
hearts	naʻau	joy	0.625
brighter	māmā	joy	0.625
sweet	maikaʻi	joy	0.625
stargazing	kūkala	joy	0.625
festival	hula	joy	0.625
snuggling	kālepa	joy	0.625
generosity	aloha	joy	0.625
gorgeous	maikaʻi	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	wahine	joy	0.622
parade	hoʻopuka	joy	0.621
applause	hāmama	joy	0.621
genial	genial	joy	0.621
beauty	maikaʻi	joy	0.621
kind	ʻano	joy	0.621
newlife	hou	joy	0.618
aspiring	makemake	joy	0.618
fulfilling	ka hoʻokō	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	maikaʻi	joy	0.613
kiss	kihi	joy	0.610
winnings	lanakila	joy	0.609
praiseworthy	mahaloʻia	joy	0.609
rainbows	nā anuenue	joy	0.609
generous	aloha	joy	0.609
enlightenment	hoʻomālamalama	joy	0.609
playful	pāʻani	joy	0.609
christmas	Kalikimaka	joy	0.609
super	nui	joy	0.609
elegance	eleheo	joy	0.609
rekindle	make hou	joy	0.609
awards	nā makana	joy	0.609
adorable	maikaʻi	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ke kūʻokoʻa	joy	0.607
successful	maikaʻi	joy	0.606
onelove	hoʻokahi aloha	joy	0.606
kindness	maikaʻi	joy	0.606
freely	ʻOiai	joy	0.606
surprises	nā mea kupaianaha	joy	0.606
inspired	hōʻeuʻeu	joy	0.606
hilarity	hilarity	joy	0.606
wonder	mahalo	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	pāʻani	joy	0.603
whimsical	ka wikiwiki	joy	0.603
passion	makemake	joy	0.603
beautify	e hoʻonani	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	puka ka lā	joy	0.600
godisgood	akua	joy	0.597
whoo	ka mana	joy	0.594
angel	'ānela	joy	0.594
thankgod	mahalo	joy	0.594
accomplishment	ka holomua	joy	0.594
flirt	kālepa	joy	0.594
goodmusic	maikaʻi	joy	0.594
snuggled	pīkole	joy	0.594
revere	mahalo	joy	0.594
inspire	hilahila	joy	0.594
fanfare	keʻano	joy	0.594
peacefully	me ka maluhia	joy	0.594
jesus	iā Iesus	joy	0.594
goodies	maikaʻi	joy	0.594
heroic	heroic	joy	0.591
fortune	pōmaikaʻi	joy	0.591
friendship	aloha	joy	0.591
singing	mele	joy	0.591
exalted	hoʻokiʻekiʻeʻia	joy	0.591
summer	kauwela	joy	0.591
highest	kiʻekiʻe	joy	0.591
overflowing	piha	joy	0.588
contented	ʻoluʻolu	joy	0.588
woot	wili	joy	0.588
rollicking	kaomi	joy	0.588
hope	hope	joy	0.586
accolade	hoʻolaha	joy	0.586
cozy	maikaʻi	joy	0.583
delicious	maikaʻi	joy	0.579
friendly	aloha	joy	0.578
sensuous	nui	joy	0.578
darling	aloha	joy	0.578
picturesque	nā kiʻi	joy	0.578
raving	ana	joy	0.578
praise	mahalo	joy	0.578
everlasting	mau loa	joy	0.578
ambition	makemake	joy	0.578
thelife	ka waiwai	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	makaikai	joy	0.576
flattering	palahaha	joy	0.576
sensual	ʻike	joy	0.576
heroism	ikaika	joy	0.576
succeeding	nā mea e holomua ana	joy	0.576
grace	aloha	joy	0.576
peace	maluhia	joy	0.576
livelife	ola	joy	0.574
special	kūikawā	joy	0.574
tantalizing	kūkā	joy	0.572
pumped	pāpona	joy	0.567
worthwhile	maikaʻi	joy	0.562
revels	nā hauʻoli	joy	0.562
prevail	lanakila	joy	0.562
liking	makemake	joy	0.562
sunny	maikaʻi	joy	0.562
relax	hoʻomaha	joy	0.562
surprise	e kahaha	joy	0.562
hugs	hugs	joy	0.562
admirable	maikaʻi	joy	0.562
hero	koa	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	hula	joy	0.562
sweets	welo	joy	0.562
prosper	maikaʻi	joy	0.562
superstar	nui loa	joy	0.562
favorable	maikaʻi	joy	0.561
bless	hoʻomaikaʻi	joy	0.561
tenderness	i ke aloha	joy	0.561
freedom	ke kūʻokoʻa	joy	0.561
masterpiece	hana nui	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	nā moe	joy	0.559
hopeful	manaolana	joy	0.559
home	home	joy	0.559
cruising	e holoholo ana	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	paulele	joy	0.553
closeness	kokoke	joy	0.552
eagerness	makemake	joy	0.552
comfy	comfy	joy	0.551
sunshine	maikaʻi	joy	0.551
confidence	paulele	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	ʻOi	joy	0.547
celestial	kelepona	joy	0.547
heart	Puʻuwai	joy	0.547
completion	hopena	joy	0.547
good	maikaʻi loa	joy	0.547
daughter	kaikamahine	joy	0.547
gifts	nā makana	joy	0.547
astonishment	Kahaha	joy	0.547
bonus	bonus	joy	0.547
goodmorning	aloha kakahiaka	joy	0.547
lifted	ala	joy	0.547
zeal	ikaika	joy	0.547
illuminate	e hoʻomālamalama	joy	0.547
gift	makana	joy	0.547
vacation	hoʻomaha	joy	0.547
charmed	hoʻolālā	joy	0.546
recreation	hale hoʻokipa	joy	0.545
encouragement	kākoʻo	joy	0.545
gush	kūkā	joy	0.545
sublime	sublime	joy	0.545
dance	hula	joy	0.545
god	akua	joy	0.545
free	free	joy	0.544
freshstart	hou aku	joy	0.544
savior	hoʻopakele	joy	0.543
sanctuary	wahi ho'āno	joy	0.541
grandchildren	nā moʻopuna	joy	0.540
wellness	maikaʻi	joy	0.537
revel	hauʻoli	joy	0.534
inspirational	nā mea hoʻonāukiuki	joy	0.531
savor	maikaʻi	joy	0.531
matrimony	wahine	joy	0.531
money	ke kālā	joy	0.531
rainbow	ke anuenue	joy	0.531
confident	kūpaʻa	joy	0.531
bridal	hoʻopalau	joy	0.531
music	mele	joy	0.531
fab	pane	joy	0.531
serene	maikaʻi	joy	0.531
alive	ola	joy	0.531
holiness	hemolele	joy	0.531
vitality	ikaika	joy	0.531
liberation	ka hoʻokuʻu	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	eʻoluʻolu	joy	0.531
soar	pela	joy	0.531
firstborn	makahiapo	joy	0.531
elegant	nā mea nani	joy	0.530
mastery	ka lanakila	joy	0.530
illumination	ka mālamalama	joy	0.530
welcomed	mahalo mai	joy	0.530
warmth	maikaʻi	joy	0.530
blossom	pua	joy	0.530
glimmer	kūkā	joy	0.530
faithful	pono	joy	0.529
treat	pono	joy	0.529
snuggles	nā'āpana	joy	0.522
laurels	laurels	joy	0.521
commendable	mahalo	joy	0.519
powerful	ikaika	joy	0.516
silly	lapuwale	joy	0.516
zest	hanana	joy	0.516
presents	nā makana	joy	0.516
succeed	holomua	joy	0.516
jingle	jingle	joy	0.516
remarkable	nā mea kupaianaha	joy	0.516
greeted	alohaʻia	joy	0.516
brotherly	ke kaikunāne	joy	0.516
pride	haʻaheo	joy	0.516
strengthening	ke hoʻoikaika nei	joy	0.516
aspire	likep	joy	0.516
abundant	nui	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	kūlana kiʻekiʻe	joy	0.516
almighty	mana loa	joy	0.516
fancy	maikaʻi	joy	0.516
zen	zen	joy	0.515
coronation	ka hōʻuluʻuluʻana	joy	0.515
kudos	aloha	joy	0.515
vivid	hanana	joy	0.515
leisure	leʻaleʻa	joy	0.515
complete	hoʻopau	joy	0.515
cutie	ʻokiʻoki	joy	0.515
newme	hou	joy	0.515
familytime	manawaʻohana	joy	0.515
animated	wikiwiki	joy	0.515
spirit	ʻuhane	joy	0.515
thanking	aloha	joy	0.515
kid	ke keiki	joy	0.515
shining	e'ālohilohi ana	joy	0.515
payday	lā uku	joy	0.515
princely	ke aliʻi	joy	0.515
reunited	hui hou	joy	0.515
therapeutic	maʻi ola	joy	0.515
comfort	hōʻoluʻolu	joy	0.515
godly	ke Akua	joy	0.514
marriage	mare	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	pili	joy	0.514
spouse	wahine	joy	0.507
intimately	me ke aloha	joy	0.507
accomplish	hoʻopau	joy	0.500
excel	nui	joy	0.500
inviting	e kono ana	joy	0.500
meritorious	koa	joy	0.500
diamond	ka diamond	joy	0.500
nature	keʻano	joy	0.500
dignity	ka hanohano	joy	0.500
family	ohana	joy	0.500
soulful	aloha	joy	0.500
charitable	aloha	joy	0.500
encourage	e paipai	joy	0.500
friends	hoa	joy	0.500
satisfied	ua piha	joy	0.500
welcoming	hāpaiʻia	joy	0.500
healthy	maikaʻi	joy	0.500
surreal	hoʻopau	joy	0.500
refreshed	hoʻomaha	joy	0.500
beach	kahakai	joy	0.500
motherhood	makuahine	joy	0.500
respect	mahalo	joy	0.500
gem	kūkā	joy	0.500
erotic	kūleʻa	joy	0.500
visionary	ʻikeʻike	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	i loaʻa	joy	0.500
christ	Kristo	joy	0.500
memorable	hoʻomanaʻo	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ke keiki	joy	0.500
purr	p	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	ʻoiaʻiʻo	joy	0.500
bloom	pua	joy	0.500
carefree	maikaʻiʻole	joy	0.500
aura	aura	joy	0.493
health	ke olakino	joy	0.493
liberty	ke kuokoa	joy	0.486
approved	ua'āponoʻia	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	lālā	joy	0.485
engaging	e komo ana	joy	0.485
crowning	ke kalaunu	joy	0.485
aspiration	ka hopena	joy	0.485
prestige	hanohano	joy	0.485
crescendo	kūkā	joy	0.485
gentle	akahai	joy	0.485
liberate	hoʻokuʻu	joy	0.485
betrothed	hoʻopiʻiʻia	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	maikaʻi	joy	0.485
privileged	ka pōmaikaʻi	joy	0.485
loyal	ʻoiaʻiʻo	joy	0.485
inseparable	hiki ke hoʻokaʻawaleʻia	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	aloha	joy	0.484
trophy	ka pahu	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	pōkole	joy	0.484
creativity	nā mea hana	joy	0.484
destiny	Ka hopena	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ka transcendence	joy	0.484
bouquet	hoʻopau	joy	0.484
chocolate	kāleka	joy	0.484
aloha	aloha	joy	0.484
yummy	ke kino	joy	0.484
dream	moeʻuhane	joy	0.484
desire	makemake	joy	0.484
boyfriend	hoa e	joy	0.480
commemoration	hoʻomanaʻo	joy	0.479
intelligence	ʻike	joy	0.477
readiness	mākaukau	joy	0.473
friend	hoa	joy	0.471
enthusiast	mea hauʻoli	joy	0.471
bride	wahine wahine	joy	0.471
lush	lush	joy	0.470
calming	hoʻomaha	joy	0.470
inheritance	hoʻoilina	joy	0.470
kiddo	e hoʻomalu	joy	0.470
massage	ka massage	joy	0.470
tickle	ka piko	joy	0.470
adventure	kūlana	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	hoʻomaha	joy	0.470
goals	nā pahuhopu	joy	0.469
luster	luster	joy	0.469
giving	hāʻawi	joy	0.469
princess	ke aliʻi wahine	joy	0.469
heartily	me ke aloha	joy	0.469
benevolence	maikaʻi	joy	0.469
nurture	mālama	joy	0.469
bridegroom	ke kāne mare	joy	0.469
eternal	mau loa	joy	0.469
pray	pule	joy	0.469
getaway	hele 'ē	joy	0.469
humanitarian	kōkua kōkua	joy	0.469
bonding	palapala paʻa	joy	0.469
rest	hoʻomaha	joy	0.469
amicable	maikaʻi	joy	0.469
purring	e holoi ana	joy	0.469
pretty	nani	joy	0.469
child	keiki	joy	0.466
salutary	aloha	joy	0.465
invite	kāhea	joy	0.457
reminiscing	hoʻomanaʻo	joy	0.456
beam	ke kuhi	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ka pāpū	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	Pōʻalima	joy	0.455
elevation	kiʻekiʻe	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	hana	joy	0.455
mindfulness	manaʻo	joy	0.455
hee	hee	joy	0.455
kindred	ʻohana	joy	0.455
scholarship	ka haumana	joy	0.455
befriend	aloha	joy	0.455
commemorate	hoʻomanaʻo	joy	0.453
allure	hoʻopau	joy	0.453
faith	ke manaoio	joy	0.453
forgiveness	kala kala	joy	0.453
scenery	nānā	joy	0.453
vindication	hoʻoponopono	joy	0.453
waterfall	wailele	joy	0.453
birth	hānau	joy	0.453
noworries	ʻaʻohe hopohopo	joy	0.453
approve	'āpono	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	hele	joy	0.447
meditation	ke noʻonoʻo	joy	0.446
relaxed	hoʻomaha	joy	0.442
tranquil	hoʻomaha	joy	0.441
weekend	ka hopena pule	joy	0.441
present	i kēia manawa	joy	0.441
tender	oluolu	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	pule	joy	0.439
sharing	māhele	joy	0.439
esteem	mahalo	joy	0.439
lyrical	hula	joy	0.439
righteousness	pono	joy	0.439
share	kaʻana	joy	0.438
husband	kane	joy	0.438
life	ola	joy	0.438
sonnet	sonnet	joy	0.438
relief	ho'ōla	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	lā hou	joy	0.438
meditate	e noʻonoʻo	joy	0.438
mighty	ikaika	joy	0.438
eager	makemake	joy	0.438
strength	ka ikaika	joy	0.438
warm	mahana	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	aloha	joy	0.427
oneness	hoʻokahi	joy	0.426
unsurpassed	ʻaʻole i kūpono	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	pinepine	joy	0.424
amen	amene	joy	0.424
candlelight	ke kukui	joy	0.424
reverence	mahalo	joy	0.424
healthful	maikaʻi	joy	0.424
carols	carols	joy	0.424
sledding	kālepa	joy	0.422
wealth	waiwai	joy	0.422
graduation	puka	joy	0.422
frisky	keki	joy	0.422
energy	ike	joy	0.422
calmness	maikaʻi	joy	0.422
beginnings	hoʻomaka	joy	0.422
safe	pono	joy	0.422
musical	nā mele	joy	0.422
symphony	kanikau	joy	0.422
lml	lml	joy	0.422
glitter	hāmama	joy	0.422
ease	oluolu	joy	0.422
helpful	kōkua	joy	0.422
soundness	maikaʻi	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	'ōlelo	joy	0.415
reunite	hui hou	joy	0.414
salvation	ola	joy	0.412
mother	makuahine	joy	0.412
poems	nā poem	joy	0.412
inauguration	ke hoʻokomo	joy	0.409
immaculate	kūpono	joy	0.409
lighten	e hoʻomāmā	joy	0.409
aromatherapy	nā meaʻono	joy	0.409
travel	hele	joy	0.409
lavender	lavender	joy	0.409
purify	hoʻomaʻemaʻe	joy	0.409
clown	'ōhea	joy	0.409
star	hōkū	joy	0.406
cash	ke kālā	joy	0.406
heal	ho'ōla	joy	0.406
completing	hoʻopiha	joy	0.406
companion	hoa	joy	0.406
live	ola	joy	0.406
flowers	pua	joy	0.406
wishing	makemake	joy	0.406
charity	aloha	joy	0.406
opportune	kūpono	joy	0.406
income	ka loaʻa kālā	joy	0.403
soul	ʻuhane	joy	0.401
munchies	munchies	joy	0.400
indescribable	hikiʻole ke helu	joy	0.397
progress	holomua	joy	0.397
emancipation	emancipation	joy	0.397
christian	Kristiano	joy	0.397
hammock	hammock	joy	0.394
together	hui pū	joy	0.394
equality	ke kūlike	joy	0.394
fullness	piha	joy	0.394
picnic	ka pikinika	joy	0.394
calm	maikaʻi	joy	0.394
childhood	ka wā'ōpio	joy	0.394
rhythmical	ōkuʻu	joy	0.394
movies	nā kiʻiʻoniʻoni	joy	0.393
zealous	makemake	joy	0.393
littlethings	nā mea liʻiliʻi	joy	0.391
humanity	ke kanaka	joy	0.391
starry	huahua	joy	0.391
playground	kahua pāʻani	joy	0.391
adventures	nā hanana	joy	0.391
meaningful	pili	joy	0.391
choir	ke mele	joy	0.391
affluence	ka waiwai	joy	0.391
warms	ke kaua	joy	0.391
goofy	kahe	joy	0.391
auspicious	ʻoiai	joy	0.391
gesture	ʻike	joy	0.387
vow	hoʻohiki	joy	0.382
shopping	kūʻai	joy	0.382
witty	ke kuhi	joy	0.382
communion	kaiaulu	joy	0.379
vibes	vibes	joy	0.379
worship	hoʻomana	joy	0.379
jump	lele	joy	0.379
reverend	e Rev.	joy	0.377
advance	hele mua	joy	0.375
beaches	kahakai	joy	0.375
youth	keiki	joy	0.375
spirits	ʻuhane	joy	0.375
simplicity	keʻano maʻalahi	joy	0.375
full	piha	joy	0.375
rising	e piʻi ana	joy	0.375
hymn	oli	joy	0.375
unique	kū hoʻokahi	joy	0.375
redeemed	i hoʻopakeleʻia	joy	0.375
scenic	hilahila	joy	0.375
mirth	hauʻoli	joy	0.375
courtship	ka pilina	joy	0.375
experience	ʻike	joy	0.375
reunion	hui hou	joy	0.375
sonorous	kani	joy	0.375
unforgettable	hikiʻole ke hoʻopoina	joy	0.375
baptismal	ka bapetizoʻana	joy	0.368
alliance	hoʻohui	joy	0.368
grant	hāʻawi	joy	0.366
conciliation	ka hoʻohaikauʻana	joy	0.364
moonlight	mahina mahina	joy	0.364
sanctification	ka hoʻomaʻemaʻe	joy	0.364
improves	hoʻoponopono	joy	0.364
improve	hoʻoponopono	joy	0.364
pure	'oʻemaʻe	joy	0.364
authentic	ʻoiaʻiʻo	joy	0.364
kitten	kāpena	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	lālā	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ke kūpaʻa	joy	0.359
feeling	manaʻo	joy	0.359
devotional	pule	joy	0.359
proficiency	kūpono	joy	0.359
tinsel	ke aloha	joy	0.359
revival	ola hou	joy	0.359
sanctify	e hoʻomaʻemaʻe	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	kūʻokoʻa	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	ka choral	joy	0.348
deliverance	hoʻopakele	joy	0.348
romp	make	joy	0.348
roaring	e uwō ana	joy	0.348
melody	mele	joy	0.348
favor	makemake	joy	0.348
unification	hoʻohuiʻia	joy	0.348
exceed	nui	joy	0.348
purpose	kumu	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	hua	joy	0.344
thx	w	joy	0.344
newstart	hou hou	joy	0.344
manicure	ka manicure	joy	0.344
date	lā	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	alanui	joy	0.344
cookies	nā kuki	joy	0.344
hedonism	hedonism	joy	0.344
humble	haʻahaʻa	joy	0.344
electric	elele	joy	0.344
pledge	hoʻohiki	joy	0.344
celebrity	kaulana	joy	0.342
rhythm	nui	joy	0.338
bridesmaid	wahine wahine wahine	joy	0.338
snowday	hauoli	joy	0.333
young	'ōpiopio	joy	0.333
coffee	kope	joy	0.333
edification	hoʻoponoponoʻana	joy	0.333
obliging	e paʻa ana	joy	0.333
renovation	hoʻoponopono hou	joy	0.333
familiarity	ʻike	joy	0.333
garden	māla	joy	0.333
spa	ana	joy	0.333
