word	Esperanto-eo	emotion	emotion-intensity-score
expose	elmontru	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	embaraso	fear	0.375
bankrupt	fiaska	fear	0.375
dissolution	malfondo	fear	0.375
dentistry	dentologio	fear	0.375
edict	edikto	fear	0.375
bunker	bunko	fear	0.375
antsy	antsy	fear	0.375
chasm	chasm	fear	0.375
escaped	eskapis	fear	0.375
whirlpool	whirlpool	fear	0.375
interrogate	demandi	fear	0.375
psychological	psikologia	fear	0.375
obligor	deviga	fear	0.375
misconception	eraro	fear	0.375
military	milita	fear	0.375
suspected	suspektis	fear	0.375
locust	akridoj	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	malbone	fear	0.375
coldness	malvarmo	fear	0.375
taunt	mokado	fear	0.375
obi	obi	fear	0.375
flu	gripo	fear	0.375
barricade	barikado	fear	0.375
chimera	Ĉimero	fear	0.375
sultan	sultano	fear	0.375
repellant	repelisto	fear	0.373
unknown	nekonata	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	zorgoj	fear	0.365
mug	mugo	fear	0.359
consternation	konsterno	fear	0.359
rebel	ribelulo	fear	0.359
conquest	konkero	fear	0.359
mournful	malgaja	fear	0.359
concerned	maltrankviligita	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedo	fear	0.359
recurring	recurrente	fear	0.359
jaundice	Ĝavo	fear	0.359
sectarian	sekta	fear	0.359
desert	dezerto	fear	0.359
cur	cur	fear	0.359
difficult	malfacila	fear	0.359
stint	ekstere	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	sageto	fear	0.359
spike	spiko	fear	0.359
timid	timema	fear	0.359
wasting	perdante	fear	0.359
bottomless	senfina	fear	0.359
warned	avertita	fear	0.359
protestant	protestanta	fear	0.359
contempt	malestimo	fear	0.359
exam	ekzameno	fear	0.359
depreciation	Depreciación	fear	0.359
anomaly	anomalio	fear	0.359
rejects	malakceptas	fear	0.359
pessimism	pesimismo	fear	0.359
revolution	revolucio	fear	0.359
formidable	formidable	fear	0.359
burke	burke	fear	0.359
cautionary	cautionary	fear	0.359
headaches	kapdoloroj	fear	0.359
bankruptcy	bankroto	fear	0.359
government	registaro	fear	0.359
measles	saŭlo	fear	0.359
languishing	languante	fear	0.358
constrain	limigi	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	gardisto	fear	0.354
adverse	adversa	fear	0.352
lawyer	advokato	fear	0.349
libel	libelo	fear	0.348
retrenchment	retiriĝado	fear	0.345
imminent	Tuja	fear	0.345
unjustifiable	nedifigebla	fear	0.344
knell	knell	fear	0.344
contentious	malpacema	fear	0.344
opposed	kontraŭa	fear	0.344
shame	honto	fear	0.344
avoidance	evitado	fear	0.344
resistant	imuna	fear	0.344
discipline	disciplino	fear	0.344
defy	defii	fear	0.344
belittle	batala	fear	0.344
fanaticism	fanatikeco	fear	0.344
bearish	bajista	fear	0.344
opium	opio	fear	0.344
sorrow	malgxojo	fear	0.344
mri	mri	fear	0.344
shaky	malklara	fear	0.344
hiss	liaj	fear	0.344
loneliness	soleco	fear	0.344
swerve	swerve	fear	0.344
taboo	tabuo	fear	0.344
reckless	temerara	fear	0.344
obstacle	obstaklo	fear	0.344
launches	ĵetas	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	verdikto	fear	0.344
servile	servila	fear	0.344
hesitation	heziti	fear	0.344
evade	eskapi	fear	0.344
recession	recesio	fear	0.344
eel	kapelo	fear	0.344
shortage	malabundeco	fear	0.344
pest	pesto	fear	0.344
cutter	tranĉilo	fear	0.344
psych	psik	fear	0.344
parachute	paraŝuto	fear	0.344
disrespectful	malrespekta	fear	0.343
phalanx	falango	fear	0.342
creature	infanino	fear	0.340
mortgage	hipoteko	fear	0.331
specter	spektro	fear	0.331
enigmatic	enigma	fear	0.329
caution	singardemo	fear	0.328
police	polico	fear	0.328
shank	shanko	fear	0.328
undesirable	indeseable	fear	0.328
shutdown	haltita	fear	0.328
dike	duko	fear	0.328
subordinate	subulo	fear	0.328
gametime	ludo	fear	0.328
remove	forigi	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	trompo	fear	0.328
loom	lumo	fear	0.328
supremacy	supereco	fear	0.328
unlucky	malfeliĉa	fear	0.328
quash	kvash	fear	0.328
hives	haŭtoj	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiatoro	fear	0.328
feeling	sentante	fear	0.328
dominion	regado	fear	0.328
encumbrance	kapablo	fear	0.328
adrift	adiaŭi	fear	0.328
defendant	akuzito	fear	0.328
outpost	antaŭita	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	senkulpa	fear	0.328
wrongly	malĝuste	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	stranga	fear	0.328
ethereal	etérea	fear	0.328
scarce	malabunda	fear	0.327
unsettled	malkontenta	fear	0.327
antisocial	antisocia	fear	0.324
astray	trompi	fear	0.320
vigilant	vigla	fear	0.319
socialist	socialisma	fear	0.318
halter	ĉasisto	fear	0.318
pessimist	pesimisto	fear	0.317
pacing	paŝo	fear	0.316
opponent	kontraŭulo	fear	0.312
discontinuity	discontinuidad	fear	0.312
conspire	konspiru	fear	0.312
trickery	trompado	fear	0.312
obsessing	obsedanta	fear	0.312
seclusion	forigo	fear	0.312
whirlwind	ventego	fear	0.312
unexpected	Neatendita	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	koluzio	fear	0.312
muzzle	buŝo	fear	0.312
blight	blito	fear	0.312
foreigner	fremda	fear	0.312
chargeable	ŝarĝebla	fear	0.312
laxative	laxante	fear	0.312
clinical	kliniko	fear	0.312
dentist	dentisto	fear	0.312
therapist	terapeŭto	fear	0.312
deadline	limdato	fear	0.312
bewilderment	sensencaĵo	fear	0.312
litigate	malpermesu	fear	0.312
nether	pli	fear	0.312
thorny	dornaj	fear	0.312
valium	valium	fear	0.312
powerful	potenca	fear	0.312
uneasy	maltrankvila	fear	0.312
unkind	malafabla	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	renversante	fear	0.309
doubts	duboj	fear	0.308
seriousness	seriozeco	fear	0.305
irrational	neracia	fear	0.305
erase	viŝi	fear	0.303
teasing	emociigante	fear	0.303
razor	razilo	fear	0.303
sweating	svingado	fear	0.298
reluctant	renuente	fear	0.297
mage	mago	fear	0.297
crouching	kroĉante	fear	0.297
warning	averto	fear	0.297
endless	senfinaj	fear	0.297
adjudicate	ajudiki	fear	0.297
bale	bale	fear	0.297
inflation	inflacio	fear	0.297
giant	giganto	fear	0.297
auditor	aŭditoro	fear	0.297
medical	medicinaj	fear	0.297
swamp	marĉo	fear	0.297
bitch	perico	fear	0.297
mislead	trompas	fear	0.297
weighty	peza	fear	0.297
avoid	evitu	fear	0.297
depreciated	deprecita	fear	0.297
flounder	flago	fear	0.297
deflation	deflacio	fear	0.297
unsurpassed	sen sukceso	fear	0.297
dashed	ĉesis	fear	0.297
hide	kaŝi	fear	0.297
timidity	timemo	fear	0.297
deluge	diluvo	fear	0.287
disinformation	malinformo	fear	0.286
court	tribunalo	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	malfeliĉa	fear	0.281
remains	restas	fear	0.281
discourage	senkuraĝigi	fear	0.281
cautious	singardema	fear	0.281
oncoming	venonta	fear	0.281
flying	flugante	fear	0.281
mistaken	erara	fear	0.281
swelling	ŝvelaĵo	fear	0.281
dwarfed	enana	fear	0.281
surveillance	viglado	fear	0.281
apache	apache	fear	0.281
rush	rush	fear	0.281
yelp	yelp	fear	0.281
cartridge	kartoĉo	fear	0.281
fortress	fortikaĵo	fear	0.281
bigoted	bigote	fear	0.281
notready	ne	fear	0.281
challenge	defio	fear	0.281
submitting	sendante	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	konfuzo	fear	0.281
unruly	malobeema	fear	0.281
intense	intensa	fear	0.279
noncompliance	Nekomplikaĵo	fear	0.276
alerts	garde	fear	0.276
planes	aviadiloj	fear	0.274
displeased	malkontenta	fear	0.273
cop	kop	fear	0.273
unbridled	senbrida	fear	0.271
regiment	regimento	fear	0.266
crowds	amasoj	fear	0.266
sentence	juĝa decido	fear	0.266
blindfold	duobla	fear	0.266
crouch	kruĉu	fear	0.266
belt	zono	fear	0.266
hooded	kapuĉita	fear	0.266
uncanny	senkura	fear	0.266
cupping	kaliko	fear	0.266
sneak	sneak	fear	0.266
cloak	mantelo	fear	0.266
banger	banger	fear	0.266
affront	afero	fear	0.266
confession	konfeso	fear	0.266
blemish	mallaborema	fear	0.266
posse	posse	fear	0.266
auditions	aŭdicioj	fear	0.266
forgotten	forgesita	fear	0.266
immerse	mergi	fear	0.266
operation	operacio	fear	0.266
elevation	alto	fear	0.266
shanghai	shanghai	fear	0.266
hood	kapuĉo	fear	0.266
problem	problemo	fear	0.266
skid	skizo	fear	0.266
insomnia	sendormeco	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobato	fear	0.266
flurries	flurries	fear	0.266
force	forto	fear	0.266
spur	spuro	fear	0.262
defense	defendo	fear	0.258
mortgagor	mortgagoro	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	kuri	fear	0.250
rascal	kuraĝa	fear	0.250
standstill	staras	fear	0.250
doubt	dubo	fear	0.250
cataract	katarakto	fear	0.250
repent	penti	fear	0.250
unfamiliar	nekonata	fear	0.250
delusional	delusional	fear	0.250
obliging	deviga	fear	0.250
hag	hag	fear	0.250
defend	defendu	fear	0.250
guard	gardisto	fear	0.250
scapegoat	skupo	fear	0.250
swampy	pantano	fear	0.250
react	reagi	fear	0.250
breakingnews	rompante	fear	0.250
foul	malpura	fear	0.250
spinster	spinster	fear	0.250
indifference	indiferenteco	fear	0.250
sunk	enprofundigita	fear	0.250
picket	pikilo	fear	0.250
insect	insekto	fear	0.250
rating	rating	fear	0.250
forewarned	pravigita	fear	0.250
indecisive	indecisa	fear	0.250
stealthy	sensenca	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	bazita	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	plej alta	fear	0.236
inequality	malegaleco	fear	0.234
rekindle	rekoni ĝin	fear	0.234
shrink	kraĉi	fear	0.234
scaffold	skafaldono	fear	0.234
discontent	malkontenta	fear	0.234
verge	rando	fear	0.234
psychiatrist	psikiatro	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercedu	fear	0.234
pinion	pinglo	fear	0.234
finalized	finita	fear	0.234
shelters	rifuĝoj	fear	0.234
sleepless	senmove	fear	0.234
dependence	dependeco	fear	0.234
chicken	kokido	fear	0.234
instinctive	instinkta	fear	0.234
buzz	zumado	fear	0.234
difficulty	malfacilaĵo	fear	0.234
bee	abelo	fear	0.234
insomniac	insomnia	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buklo	fear	0.234
rushing	rapidante	fear	0.233
overslept	overslept	fear	0.226
default	defaŭlta	fear	0.226
confessional	Konfesia	fear	0.225
impatient	senpacienca	fear	0.224
immigrant	enmigrinto	fear	0.219
heft	heft	fear	0.219
sweat	ŝvito	fear	0.219
waver	ĉapelo	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	Stingy	fear	0.219
thrill	emocio	fear	0.219
cane	kano	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	taktikoj	fear	0.219
veer	veer	fear	0.219
unequal	neegala	fear	0.219
lastminute	daŭru	fear	0.219
jungle	ĝangalo	fear	0.219
bait	logaĵo	fear	0.219
revelations	revelacioj	fear	0.219
blues	bluso	fear	0.219
overtired	malaperita	fear	0.218
prognosis	prognozo	fear	0.217
alertness	gardeco	fear	0.216
hyped	frapita	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	deziro	fear	0.212
tryouts	provoj	fear	0.210
clowns	pajacoj	fear	0.207
fluctuation	fluctuado	fear	0.204
restless	maltrankvila	fear	0.204
examination	ekzameno	fear	0.204
intimacy	intimeco	fear	0.203
phew	pew	fear	0.203
quail	koturno	fear	0.203
hurry	rapidu	fear	0.203
uphill	supre	fear	0.203
mighty	potenca	fear	0.203
birth	naskiĝo	fear	0.203
cross	kruco	fear	0.203
help	helpo	fear	0.203
overcome	venki	fear	0.203
recesses	kupoj	fear	0.203
acceptances	akceptoj	fear	0.203
fearless	sentima	fear	0.200
ware	varo	fear	0.198
change	ŝanĝi	fear	0.198
withstand	rezisti	fear	0.197
asap	plejeble baldaŭ	fear	0.191
owing	pro tio	fear	0.188
gnome	gnomo	fear	0.188
cautiously	zorge	fear	0.188
tract	vojo	fear	0.188
deadlines	limtempoj	fear	0.188
heighten	alteco	fear	0.188
attorney	advokato	fear	0.188
bug	cimo	fear	0.188
knots	nodoj	fear	0.188
fragile	fragila	fear	0.188
rule	regulo	fear	0.188
advance	antaŭu	fear	0.188
intrigue	intrigo	fear	0.188
overcoming	venkante	fear	0.188
stillness	kvieteco	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	rigardu	fear	0.188
unorganised	ne organizita	fear	0.188
elf	elf	fear	0.185
stillwaiting	ankoraŭ atendanta	fear	0.184
lonely	soleca	fear	0.183
slippery	glitiga	fear	0.181
interview	intervjuo	fear	0.180
everyman	iam ajn	fear	0.178
speculation	spekulado	fear	0.176
needtoknow	Needtoknow	fear	0.173
assessment	takso	fear	0.172
competition	konkurenco	fear	0.172
settlor	loĝanto	fear	0.172
rod	vergo	fear	0.172
checkpoint	kontrolpunkto	fear	0.172
regulatory	reguliga	fear	0.172
worship	kulto	fear	0.172
shell	ŝelo	fear	0.172
readytogo	preta	fear	0.172
uncertain	necerta	fear	0.172
unsure	nekonata	fear	0.172
birch	betulo	fear	0.172
surprise	surprizo	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ĉapelo	fear	0.172
composure	komponaĵo	fear	0.172
interviewer	intervjuanto	fear	0.172
less	malpli	fear	0.167
coy	kuraĝa	fear	0.162
iris	iriso	fear	0.160
audition	aŭdicio	fear	0.156
sly	kuragxa	fear	0.156
legalized	legalizita	fear	0.156
intimately	intime	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	rakontas malantaŭen	fear	0.156
hearing	aŭdado	fear	0.156
bases	bazoj	fear	0.156
medication	medikamento	fear	0.156
ceasefire	ĉesufero	fear	0.156
retirement	izoliteco	fear	0.156
courageous	kuraĝa	fear	0.154
overthinker	renversanto	fear	0.153
backtrack	backtrack	fear	0.151
dawned	ekdormis	fear	0.150
censor	cenzuras	fear	0.149
bailiff	alguacil	fear	0.147
syllabus	silabo	fear	0.147
gent	gento	fear	0.141
caricature	karikaturo	fear	0.141
rationality	racionalidad	fear	0.141
cove	volbo	fear	0.141
newcomer	komencanto	fear	0.141
eventuality	eventualeco	fear	0.141
imagination	imago	fear	0.141
validity	valideco	fear	0.141
waiting	atendante	fear	0.141
delay	prokrasti	fear	0.141
shy	timema	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	simptomo	fear	0.133
excite	eksciti	fear	0.132
raccoon	raketon	fear	0.127
prevent	malhelpi	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	pajaco	fear	0.125
ahhh	ahhh	fear	0.125
hawk	falko	fear	0.125
campaigning	kampanjante	fear	0.125
soready	soready	fear	0.125
tryout	provi	fear	0.125
marry	edziĝu	fear	0.125
sprite	sprite	fear	0.125
swim	naĝi	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	apoteko	fear	0.123
policeman	policano	fear	0.121
lace	ligo	fear	0.111
dreamt	sonĝis	fear	0.111
holiness	sankteco	fear	0.109
pray	preĝu	fear	0.109
weight	pezo	fear	0.109
incase	en la okazo se	fear	0.109
knot	nodo	fear	0.109
confidence	konfido	fear	0.109
notoriety	konateco	fear	0.109
homework	hejmtasko	fear	0.109
destination	destino	fear	0.109
bigday	granda tago	fear	0.109
slender	maldika	fear	0.100
undecided	hezitema	fear	0.098
sympathetic	simpática	fear	0.097
god	Dio	fear	0.094
grades	gradoj	fear	0.094
loyal	lojala	fear	0.094
poise	afero	fear	0.094
treat	trakti	fear	0.094
confident	certa	fear	0.094
counsellor	konsilanto	fear	0.094
helmet	kasko	fear	0.094
case	kazo	fear	0.094
locate	loku	fear	0.094
northeast	nordorienta	fear	0.088
compassion	kompato	fear	0.078
nurture	nutrado	fear	0.078
graduation	gradeco	fear	0.078
graded	gradigita	fear	0.075
mum	mum	fear	0.070
infant	infano	fear	0.067
civilians	civilaj	fear	0.062
soulmate	animo	fear	0.062
civilian	civila	fear	0.062
cloudiness	nubado	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	defilado	fear	0.062
cash	mono	fear	0.062
journey	vojaĝo	fear	0.062
guidelines	gvidlinioj	fear	0.062
youth	juneco	fear	0.062
opera	opero	fear	0.057
synonymous	sinónimo	fear	0.056
praying	preĝante	fear	0.047
honest	honesta	fear	0.047
intelligence	inteligenteco	fear	0.038
romance	am-afero	fear	0.031
lines	linioj	fear	0.031
volunteer	volontulo	fear	0.031
obey	obeu	fear	0.016
happiest	plej feliĉa	joy	0.986
happiness	feliĉo	joy	0.984
bliss	feliĉo	joy	0.971
celebrating	festante	joy	0.970
jubilant	jubilantaj	joy	0.969
ecstatic	ekstra	joy	0.954
elation	elation	joy	0.944
bestdayever	plej bone	joy	0.938
beaming	rakante	joy	0.938
loveee	loveee	joy	0.932
celebration	festo	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	ĝojo	joy	0.924
happily	feliĉe	joy	0.922
excitement	ekscito	joy	0.922
euphoria	eŭforio	joy	0.922
fabulous	fabela	joy	0.922
joyous	Ĝoje	joy	0.922
exuberance	exuberanco	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	amo	joy	0.920
gratitude	dankemo	joy	0.914
spectacular	espectacular	joy	0.912
merriment	gajeco	joy	0.912
happydance	feliĉo	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ĝojita	joy	0.909
triumphant	triumfanta	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstazo	joy	0.906
cheerful	gaja	joy	0.906
cheer	ĝoji	joy	0.897
elated	elataj	joy	0.894
lovethis	amo	joy	0.891
laugh	ridu	joy	0.891
jolly	gaja	joy	0.891
pleasures	plezuroj	joy	0.891
excitation	ekscito	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ĝojis	joy	0.891
exhilaration	intertilado	joy	0.891
marvelously	mirinde	joy	0.881
loving	amanta	joy	0.879
joyful	Ĝoje	joy	0.879
outstanding	elstara	joy	0.879
blissful	Feliĉa	joy	0.879
pleasurable	plaĉa	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entuziasmulo	joy	0.875
lovinglife	amanta vivo	joy	0.875
glee	gaja	joy	0.875
happyplace	feliĉa loko	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tre feliĉa	joy	0.868
woohoo	Woohoo	joy	0.864
laughing	ridante	joy	0.864
superb	mirinda	joy	0.864
wonderful	mirinda	joy	0.863
brilliant	brila	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	kuraĝante	joy	0.859
hooray	hooray	joy	0.859
glory	gloro	joy	0.859
celebrated	okazigita	joy	0.859
loved	amata	joy	0.859
magnificent	superba	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	ekscita	joy	0.853
heavenly	ĉiela	joy	0.853
thrilled	emociita	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	festi	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	beno	joy	0.844
wonderfully	mirinde	joy	0.844
sweetness	dolĉeco	joy	0.833
marvellous	mirinda	joy	0.833
festive	gaja	joy	0.833
blessed	benita	joy	0.833
paradise	paradizo	joy	0.833
celebrations	festoj	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ridetante	joy	0.828
enchanting	ĉarma	joy	0.828
love	amo	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Hejmo dolĉa hejmo	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ridado	joy	0.824
marvelous	mirinda	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	festanta	joy	0.818
sensational	sensacia	joy	0.818
delightful	plaĉa	joy	0.818
happyheart	feliĉo	joy	0.818
rejoicing	ĝojante	joy	0.818
joys	ĝojoj	joy	0.818
goodness	bonon	joy	0.818
excited	ekscitita	joy	0.818
excellence	ekscelenco	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glora	joy	0.812
lovemaking	amo	joy	0.812
rejoice	ĝoju	joy	0.812
victorious	venkinta	joy	0.812
excellent	bonega	joy	0.812
bonanza	prospero	joy	0.812
smiley	rideto	joy	0.812
enjoy	ĝui	joy	0.812
splendid	splenda	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bonaj tempoj	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	feliĉa tago	joy	0.809
myfavorite	mia plej ŝatata	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	plezuro	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	gajeco	joy	0.803
giggle	subrido	joy	0.802
yesss	Jaroj	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sukceso	joy	0.797
happier	pli feliĉa	joy	0.797
dancing	dancante	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	grandiozeco	joy	0.797
lovemylife	amas mian vivon	joy	0.797
grateful	Dankema	joy	0.789
splendor	splendo	joy	0.788
amuse	amuzi	joy	0.788
fun	amuza	joy	0.788
happy	feliĉa	joy	0.788
enchanted	ravita	joy	0.781
glorify	gloru	joy	0.781
glad	Gaja	joy	0.781
beautiful	bela	joy	0.781
solucky	feliĉa	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radianta	joy	0.781
heavens	ĉielo	joy	0.779
perfection	perfekteco	joy	0.779
christmassy	christmassy	joy	0.779
romance	am-afero	joy	0.779
thrilling	emocionante	joy	0.776
miraculous	Mirakla	joy	0.773
fiesta	Festo	joy	0.773
entertain	amuzi	joy	0.773
congrats	kongradoj	joy	0.773
cheers	gaja	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivaj	joy	0.773
lovable	lovable	joy	0.773
cheered	ĝojis	joy	0.773
funday	funday	joy	0.772
enjoying	ĝuante	joy	0.771
cuddling	kaŝante	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amuzita	joy	0.766
lifeisgood	vivo estas bona	joy	0.766
thebest	la plej bona	joy	0.766
sosweet	tiel dolĉa	joy	0.766
smiles	ridetoj	joy	0.766
delight	ĝojo	joy	0.765
orgasm	orgasmo	joy	0.765
party	festo	joy	0.765
positive	pozitiva	joy	0.761
cheerfulness	gajeco	joy	0.758
miracles	Mirakloj	joy	0.758
sweetheart	karulino	joy	0.758
enlighten	lumigu	joy	0.758
christmastime	Kristnasko	joy	0.757
giddy	mizera	joy	0.757
romantic	romantika	joy	0.750
gratify	gratifiki	joy	0.750
friendliness	amikeco	joy	0.750
laughs	ridas	joy	0.750
greatness	grandeco	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	plaĉa	joy	0.750
blessings	benoj	joy	0.750
smile	rideto	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	freneza	joy	0.748
jubilee	jubileo	joy	0.742
enthusiasm	entuziasmo	joy	0.742
triumph	triumfo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magia	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	Miraklo	joy	0.742
rewarding	rekompencante	joy	0.742
feelgood	sento	joy	0.736
prosperity	prospero	joy	0.735
luxurious	luksa	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivaj	joy	0.734
goodday	bonan tagon	joy	0.734
passionate	pasiigita	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	ravu	joy	0.734
victory	venko	joy	0.734
admiration	admiro	joy	0.734
tgif	tgif	joy	0.734
glorification	gloro	joy	0.733
sing	kantu	joy	0.729
glowing	brilanta	joy	0.729
breathtaking	mirinda	joy	0.728
fulfillment	plenumo	joy	0.728
yessss	yessss	joy	0.728
cheery	ĝojo	joy	0.727
thankful	dankema	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	sankta	joy	0.727
award	premio	joy	0.727
atpeace	Atpeace	joy	0.727
win	venki	joy	0.727
merry	gaja	joy	0.727
pleased	plaĉis	joy	0.725
radiance	radianco	joy	0.725
inspiration	inspiro	joy	0.725
uplift	levita	joy	0.723
optimistic	optimisma	joy	0.723
heaven	ĉielo	joy	0.721
lucky	bonŝanca	joy	0.721
thrill	emocio	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ferioj	joy	0.721
harmony	harmonio	joy	0.719
brighten	brilas	joy	0.719
lover	amanto	joy	0.719
heartfelt	kuraĝe	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	Amindaj	joy	0.719
amusement	amuzo	joy	0.719
congratulatory	gratulo	joy	0.719
praising	laŭdante	joy	0.719
thriving	prosperante	joy	0.719
perfect	perfekta	joy	0.719
magic	magio	joy	0.712
luckiest	pli bonŝanca	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lukso	joy	0.712
bestfeeling	plej bone	joy	0.712
treasures	trezoroj	joy	0.712
achievement	atingo	joy	0.712
yay	juste	joy	0.712
holiday	feriado	joy	0.712
intimate	intima	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	fiera	joy	0.704
truelove	vera amo	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	mirinde	joy	0.703
goodnews	bona novaĵo	joy	0.703
optimism	optimismo	joy	0.703
satisfying	kontentiganta	joy	0.703
gooood	iru	joy	0.703
sweetest	plej dolĉa	joy	0.703
cherish	ĉesu	joy	0.703
goodlife	bona vivo	joy	0.703
beautification	beleco	joy	0.703
appreciates	estimas	joy	0.703
winning	gajnanta	joy	0.703
cuddled	kaŝita	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	amuzita	joy	0.700
excite	eksciti	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	naskiĝtago	joy	0.691
metime	metime	joy	0.688
favorite	ŝatata	joy	0.688
honored	honorita	joy	0.688
content	enhavo	joy	0.688
godsend	dioj	joy	0.688
entertaining	amuzita	joy	0.688
angelic	angelicaj	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adorado	joy	0.688
exquisite	delikata	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	grandvalora	joy	0.682
majestic	majesta	joy	0.682
