word	Cebuano-ceb	emotion	emotion-intensity-score
cannon	kanyon	fear	0.547
overthrow	pagkapukan	fear	0.547
communism	komunismo	fear	0.547
enmity	pagdumot	fear	0.547
flood	baha	fear	0.547
beware	pagbantay	fear	0.547
bondage	pagkaulipon	fear	0.547
asylum	asylum	fear	0.547
coercion	pagpamugos	fear	0.547
plunge	ulan	fear	0.547
apparition	pagpakita	fear	0.547
thief	kawatan	fear	0.547
growling	nagtigum	fear	0.547
noxious	kabalaka	fear	0.547
insanity	insanity	fear	0.547
derogation	pagkawala	fear	0.547
samurai	samurai	fear	0.547
abhor	kasilag	fear	0.547
gonorrhea	gonorrhea	fear	0.547
neuralgia	neuralgia	fear	0.547
precarious	dili makatarunganon	fear	0.547
senile	senile	fear	0.547
jeopardize	makadaot	fear	0.547
adder	adder	fear	0.547
retribution	retribution	fear	0.545
uprising	pag-alsa	fear	0.545
cemetery	sementeryo	fear	0.541
badness	pagkadaotan	fear	0.539
phantom	phantom	fear	0.538
fled	mikalagiw	fear	0.534
abandoned	gibiyaan	fear	0.534
rejection	pagsalikway	fear	0.533
theft	pagpangawat	fear	0.531
hopelessness	pagkawalay paglaum	fear	0.531
frenzied	nahadlok	fear	0.531
buried	gilubong	fear	0.531
eek	eek	fear	0.531
subjugation	pagsakop	fear	0.531
wrangling	pagkasuko	fear	0.531
bacterium	bakterya	fear	0.531
cowardly	tinalawan	fear	0.531
stalk	stalk	fear	0.531
helpless	walay mahimo	fear	0.531
incursion	pagsulong	fear	0.531
stressed	gikutlo	fear	0.531
deserted	mibiya	fear	0.531
manifestation	pagpadayag	fear	0.531
abandon	biyaan	fear	0.531
slave	ulipon	fear	0.531
failing	pagkapakyas	fear	0.531
freakout	freakout	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	mga alimyon	fear	0.531
manipulation	manipulasyon	fear	0.531
impotence	impotence	fear	0.531
broken	nabuak	fear	0.531
atherosclerosis	atherosclerosis	fear	0.531
lawlessness	pagkamalinapason	fear	0.531
swastika	swastika	fear	0.531
captor	captor	fear	0.531
penetration	pagsulod	fear	0.531
harbinger	awhag	fear	0.531
jarring	singko	fear	0.531
rebellion	pagrebelde	fear	0.531
distrust	pagsalig	fear	0.531
endocarditis	endocarditis	fear	0.531
carnivorous	karnivorous	fear	0.531
punish	silotan	fear	0.531
disembodied	wala'y gibati	fear	0.531
superstitious	matuotuohon	fear	0.531
stormy	unos	fear	0.531
shaking	Pag-uyog	fear	0.531
unstable	dili matarug	fear	0.531
suspense	pagduda	fear	0.529
blood	dugo	fear	0.525
hiding	nagtago	fear	0.524
bear	oso	fear	0.524
unlawful	supak sa balaod	fear	0.519
crazy	buang	fear	0.519
cult	kulto	fear	0.518
anxious	nabalaka	fear	0.518
deportation	deportasyon	fear	0.517
captive	bihag	fear	0.517
shriek	pagsinggit	fear	0.516
sorcery	pagpamarang	fear	0.516
grievous	makalilisang	fear	0.516
chased	gigukod	fear	0.516
detainee	detenido	fear	0.516
palsy	palsy	fear	0.516
intolerance	pagpihig	fear	0.516
growl	pag-uswag	fear	0.516
sting	pagsakit	fear	0.516
plunder	pagpanglungkab	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	dili mahimo	fear	0.516
smite	pagbunal	fear	0.516
suspect	suspek	fear	0.516
pernicious	makadaut	fear	0.516
enforce	ipatuman	fear	0.516
embolism	embolismo	fear	0.516
helplessness	walay mahimo	fear	0.516
harshness	kabangis	fear	0.516
oppress	pagpig-ot	fear	0.516
exile	pagkadestiyero	fear	0.516
foreboding	sayup	fear	0.516
relapse	balikon	fear	0.516
robber	robber	fear	0.516
biopsy	biopsy	fear	0.516
emaciated	maluya	fear	0.516
incite	pagdasig	fear	0.516
troublesome	makapasamok	fear	0.516
busted	busted	fear	0.516
darkness	kangitngit	fear	0.516
insidious	maliputon	fear	0.516
plight	kahimtang	fear	0.516
exacerbation	exacerbation	fear	0.516
revulsion	pagbag-o	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	Nagplano	fear	0.516
depression	depresyon	fear	0.508
confinement	pagkabilanggo	fear	0.507
downfall	pagkapukan	fear	0.500
alcoholism	alkoholismo	fear	0.500
towering	taas nga bukid	fear	0.500
blob	patambok	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	pagkawala sa kalig-on	fear	0.500
prohibited	gidili	fear	0.500
brute	brute	fear	0.500
suppress	sumpo	fear	0.500
infarct	infarct	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	pagpangayam	fear	0.500
wasp	wasp	fear	0.500
cliff	pangpang	fear	0.500
frenetic	madanihon	fear	0.500
squeamish	squeamish	fear	0.500
mistrust	kawalay pagsalig	fear	0.500
raving	Naglibog	fear	0.500
premeditated	giplano	fear	0.500
intolerant	dili makatarunganon	fear	0.500
subvert	pagbalibad	fear	0.500
illegal	iligal	fear	0.500
scalpel	scalpel	fear	0.500
vertigo	vertigo	fear	0.500
madden	madden	fear	0.500
odious	makauulaw	fear	0.500
ruined	naguba na	fear	0.500
constraint	pagpugong	fear	0.500
suppression	pagsumpo	fear	0.500
defiance	pagsupak	fear	0.500
prayforme	ampoforme	fear	0.500
surrender	pagsurender	fear	0.500
sinful	makasasala	fear	0.500
woe	alaot	fear	0.491
perjury	perjury	fear	0.484
worse	mas grabe pa	fear	0.484
syringe	syringe	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	pagpakaulaw	fear	0.484
cutting	pagputol	fear	0.484
warrior	manggugubat	fear	0.484
restriction	pagdili	fear	0.484
indefensible	dili matukib	fear	0.484
palpitations	palpitations	fear	0.484
retard	retard	fear	0.484
lash	lash	fear	0.484
flinch	nagkurog	fear	0.484
lion	leon	fear	0.484
ravine	ravine	fear	0.484
cracked	naglihok	fear	0.484
shiver	pagkurog	fear	0.484
insecurity	walay kasigurohan	fear	0.484
rat	ilaga	fear	0.484
ohno	ohno	fear	0.484
fiend	Gisalikway	fear	0.484
jumpy	jumpy	fear	0.484
hallucination	panghunahuna	fear	0.484
poaching	pagpanguha	fear	0.484
dishonor	pagpakaulaw	fear	0.484
dismay	kaguol	fear	0.484
accusing	akusar	fear	0.484
ambulance	ambulansya	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	diborsyo	fear	0.484
ravenous	gigutom	fear	0.484
disgusting	dulumtanan	fear	0.484
rabble	rabble	fear	0.484
slam	slam	fear	0.484
hospital	ospital	fear	0.484
coerce	pagpugos	fear	0.484
endemic	ang pagkamatay	fear	0.484
prejudiced	mapihigon	fear	0.484
blackness	kangitngit	fear	0.484
armor	armor	fear	0.484
worrying	nabalaka	fear	0.484
indictment	sumbong	fear	0.484
hate	pagdumot	fear	0.484
freakish	katingalahan	fear	0.484
hearse	nakadungog	fear	0.484
intrusion	pagsulod	fear	0.484
inspection	pagsusi	fear	0.483
sinner	makasasala	fear	0.483
averse	naglikay	fear	0.483
missing	nawala	fear	0.474
despairing	nawad-an og paglaum	fear	0.474
darken	mangitngit	fear	0.471
austere	austere	fear	0.470
animosity	kasuko	fear	0.469
fret	mabalaka	fear	0.469
fever	hilanat	fear	0.469
illegality	ilegal	fear	0.469
accused	akusado	fear	0.469
criticize	pagsaway	fear	0.469
scrapie	scrapie	fear	0.469
jaws	apapangig	fear	0.469
depressed	magul-anon	fear	0.469
armored	armored	fear	0.469
indict	indict	fear	0.469
aftermath	pagkahuman	fear	0.469
precipice	pangpang	fear	0.469
regime	rehimen	fear	0.469
fierce	mabangis	fear	0.469
breakdown	pagkaguba	fear	0.469
quiver	Mangurog	fear	0.469
admonition	tambag	fear	0.469
foreclose	pagpugong	fear	0.469
revoke	bawian	fear	0.469
superstition	patuotuo	fear	0.469
overwhelmed	nabug-atan	fear	0.469
subversion	pagkalaglag	fear	0.469
idolatry	idolatriya	fear	0.469
asteroid	asteroid	fear	0.469
toothache	sakit sa ngipon	fear	0.469
inmate	binilanggo	fear	0.469
decomposition	pagkadunot	fear	0.469
sinking	pagkalunod	fear	0.469
intrusive	intrusive	fear	0.469
soulless	soulless	fear	0.469
infidelity	pagluib	fear	0.469
nervous	gikulbaan	fear	0.469
thresh	thresh	fear	0.469
startle	makasugod	fear	0.469
unhealthy	dili maayo	fear	0.469
spear	sibat	fear	0.468
nasty	daotan	fear	0.466
worried	nabalaka	fear	0.466
puma	puma	fear	0.465
thirteenth	ikanapulog tulo	fear	0.465
contraband	kontrabando	fear	0.464
insecure	dili segurado	fear	0.461
disturbance	kasamok	fear	0.459
denunciation	pagsaway	fear	0.456
stigma	stigma	fear	0.455
destitute	makalolooy	fear	0.455
powerfully	gamhanan	fear	0.454
penalty	silot	fear	0.453
derogatory	pagpakaubos	fear	0.453
spasm	spasm	fear	0.453
illicit	ilegal	fear	0.453
dinosaur	Dinosaur	fear	0.453
disruption	pagkawala	fear	0.453
lockup	lockup	fear	0.453
restrain	pagpugong	fear	0.453
rifle	rifle	fear	0.453
disreputable	dulumtanan	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	nagpasidaan	fear	0.453
quandary	pag-usab	fear	0.453
resisting	pagbatok	fear	0.453
rigor	kakapoy	fear	0.453
stranger	estranghero	fear	0.453
penal	penal	fear	0.453
grope	grope	fear	0.453
scold	Gikasab-an	fear	0.453
orphan	ilo	fear	0.453
resign	resign	fear	0.453
hydrocephalus	hydrocephalus	fear	0.453
shrill	Kahadlok	fear	0.453
howl	pagtiyabaw	fear	0.453
unspeakable	dili mahulagway	fear	0.453
wail	pagbangotan	fear	0.453
straits	kasamok	fear	0.453
indoctrination	indoctrination	fear	0.453
apprehension	kabalaka	fear	0.453
batter	batter	fear	0.453
arraignment	arraignment	fear	0.450
urgent	dinalian	fear	0.450
tramp	pagyatak	fear	0.440
stress	tensiyon	fear	0.439
behemoth	behemoth	fear	0.439
dominate	nagmando	fear	0.438
targeting	pagpunting	fear	0.438
broke	nabali	fear	0.438
looming	naglihok	fear	0.438
tribunal	tribunal	fear	0.438
debacle	pagbasol	fear	0.438
forfeiture	forfeiture	fear	0.438
dislocated	naglisud	fear	0.438
infirmity	balatian	fear	0.438
impermeable	impermeable	fear	0.438
predicament	kahimtang	fear	0.438
falter	nahadlok	fear	0.438
displaced	nawala	fear	0.438
concealed	natago	fear	0.438
illegitimate	dili angay	fear	0.438
unprepared	dili andam	fear	0.438
scarcity	kanihit	fear	0.438
wince	wince	fear	0.438
mace	mace	fear	0.438
expel	pagpalagpot	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	pagbabag	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	gikuha	fear	0.438
dentists	dentista	fear	0.438
irreconcilable	dili mausab	fear	0.438
bewildered	nahibulong	fear	0.438
indomitable	dili maayo	fear	0.438
rheumatism	rheumatism	fear	0.438
accidental	aksidente	fear	0.438
prick	prick	fear	0.438
entangled	nasakitan	fear	0.438
atrophy	atropiya	fear	0.438
asp	asp	fear	0.438
perverse	hiwi	fear	0.438
cabal	cabal	fear	0.438
yell	mosinggit	fear	0.438
gasping	gasping	fear	0.438
probation	pagsulay	fear	0.438
accuser	akusado	fear	0.438
insulting	nanginsulto	fear	0.435
mysterious	misteryoso	fear	0.435
halting	paghunong	fear	0.435
rebels	rebelde	fear	0.435
repulsion	pagdumot	fear	0.431
glare	glare	fear	0.430
punitive	pagsilot	fear	0.425
sordid	sordid	fear	0.425
stake	stake	fear	0.423
tempest	bagyo	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	reticent	fear	0.422
bayonet	bayonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	Suspensyon	fear	0.422
lament	pagbangotan	fear	0.422
burdensome	mabug-at	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	paglumpag	fear	0.422
coyote	coyote	fear	0.422
deleterious	deleterious	fear	0.422
dissident	pagsupak	fear	0.422
varicella	varicella	fear	0.422
wilderness	kamingawan	fear	0.422
delusion	paglimbong	fear	0.422
bigot	bigot	fear	0.422
unsteady	dili matarog	fear	0.422
stresses	mga kapit-osan	fear	0.422
offense	sala	fear	0.422
heathen	pagano	fear	0.422
prowl	paglaum	fear	0.422
troll	troll	fear	0.422
infamous	dungganon	fear	0.422
disappear	mawala	fear	0.422
depress	depresyon	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	dili natural	fear	0.422
usurped	giilog	fear	0.422
steal	mangawat	fear	0.422
anathema	anathema	fear	0.422
fainting	pagkaluya	fear	0.422
alien	langyaw	fear	0.422
extrajudicial	ekstrahudisyal	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	kalisdanan	fear	0.418
ineptitude	walay kabangkaagan	fear	0.417
outsider	sa gawas	fear	0.413
ugliness	kalibog	fear	0.410
vulture	buwitre	fear	0.410
immoral	imoral	fear	0.410
scar	samad	fear	0.406
stressful	tensiyonado	fear	0.406
screech	pagyubit	fear	0.406
wary	mabinantayon	fear	0.406
disgust	kasuko	fear	0.406
stressing	nagpasiugda	fear	0.406
deport	deport	fear	0.406
nausea	pagkasukaon	fear	0.406
resection	pagputol	fear	0.406
blackout	blackout	fear	0.406
disallowed	wala motugot	fear	0.406
insolvent	insolvent	fear	0.406
dismissal	pagpalagpot	fear	0.406
omnipotence	pagkamapahitas-on	fear	0.406
possession	pagpanag-iya	fear	0.406
tearful	naghilak	fear	0.406
disorder	disorder	fear	0.406
squall	paghubas	fear	0.406
dominant	dominante	fear	0.406
disabled	baldado	fear	0.406
drones	drone	fear	0.406
recklessness	pagkawalay kabalaka	fear	0.406
escape	makalingkawas	fear	0.406
distressed	naguol	fear	0.406
claw	claw	fear	0.406
stretcher	yugto	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitensiya	fear	0.406
weakly	mahuyang	fear	0.406
rubble	rubble	fear	0.406
whimper	paghagawhaw	fear	0.406
ghetto	ghetto	fear	0.406
socialism	sosyalismo	fear	0.405
conspiracy	pagplano	fear	0.400
toughness	kusog	fear	0.400
defection	pagbiya	fear	0.398
absence	pagkawala	fear	0.396
moan	moan	fear	0.394
crusade	krusada	fear	0.392
radon	radon	fear	0.391
lose	mawala	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubious	fear	0.391
unemployed	walay trabaho	fear	0.391
reject	pagsalikway	fear	0.391
excitation	pagbati	fear	0.391
xanax	xanax	fear	0.391
stifled	gisumpo	fear	0.391
scarecrow	scarecrow	fear	0.391
concealment	pagtago	fear	0.391
conquer	pagbuntog	fear	0.391
discrimination	diskriminasyon	fear	0.391
diagnosis	pagdayagnos	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	lit-ag	fear	0.391
separation	pagbulag	fear	0.391
overt	hapsay	fear	0.391
urgency	pagkadinalian	fear	0.391
musket	musket	fear	0.391
unrest	kasamok	fear	0.391
descent	kaliwat	fear	0.391
avoiding	paglikay	fear	0.391
cyst	cyst	fear	0.391
gulp	gulp	fear	0.391
procedure	pamaagi	fear	0.391
submission	pagpasakop	fear	0.391
hardened	gipagahi	fear	0.391
refutation	pagpanghimakak	fear	0.391
repellent	makalagot	fear	0.391
cleave	huptan	fear	0.391
suspicion	pagduda	fear	0.391
poverty	kakabos	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvency	fear	0.391
mental	pangutok	fear	0.391
theocratic	teokratiko	fear	0.391
spaz	spaz	fear	0.391
brimstone	asupre	fear	0.391
throb	Gipahunong	fear	0.388
outcast	gipagawas	fear	0.388
orc	orc	fear	0.388
disapprove	wala miuyon	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	pangaliya	fear	0.377
withdrawals	withdrawals	fear	0.377
pressure	presyon	fear	0.375
grieve	maguol	fear	0.375
frigate	frigate	fear	0.375
kerosene	gas	fear	0.375
nauseous	nausyoso	fear	0.375
khan	khan	fear	0.375
expose	ibutyag	fear	0.375
ocd	ocd	fear	0.375
sneaking	paglighot	fear	0.375
embarrassment	kaulaw	fear	0.375
bankrupt	bangkrap	fear	0.375
dissolution	paglapas	fear	0.375
dentistry	dentistry	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	bung-aw	fear	0.375
escaped	nakaikyas	fear	0.375
whirlpool	whirlpool	fear	0.375
interrogate	pagsukitsukit	fear	0.375
psychological	psychological	fear	0.375
obligor	obligor	fear	0.375
misconception	sayop nga pagsabut	fear	0.375
military	militar	fear	0.375
suspected	gikatahapan	fear	0.375
locust	dulon	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	dili maayo	fear	0.375
coldness	kabugnaw	fear	0.375
taunt	pagbiaybiay	fear	0.375
obi	obi	fear	0.375
flu	trangkaso	fear	0.375
barricade	barikada	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	repellant	fear	0.373
unknown	wala mailhi	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	kasina	fear	0.365
mug	mug	fear	0.359
consternation	kahadlok	fear	0.359
rebel	rebelde	fear	0.359
conquest	pagsakop	fear	0.359
mournful	masulub-on	fear	0.359
concerned	nabalaka	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	balik-balik	fear	0.359
jaundice	jaundice	fear	0.359
sectarian	sekta	fear	0.359
desert	kamingawan	fear	0.359
cur	pan	fear	0.359
difficult	lisod	fear	0.359
stint	tabang	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	igpalantig	fear	0.359
spike	mibugway	fear	0.359
timid	maulawon	fear	0.359
wasting	pag-usik	fear	0.359
bottomless	sa ubos	fear	0.359
warned	gipasidan-an	fear	0.359
protestant	protestante	fear	0.359
contempt	pagtamay	fear	0.359
exam	eksam	fear	0.359
depreciation	depreciation	fear	0.359
anomaly	anomaliya	fear	0.359
rejects	nagsalikway	fear	0.359
pessimism	pessimism	fear	0.359
revolution	rebolusyon	fear	0.359
formidable	talagsaon	fear	0.359
burke	burke	fear	0.359
cautionary	pasidaan	fear	0.359
headaches	sakit sa ulo	fear	0.359
bankruptcy	pagkabangkarote	fear	0.359
government	gobyerno	fear	0.359
measles	tipdas	fear	0.359
languishing	maluya	fear	0.358
constrain	pagpugong	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	warden	fear	0.354
adverse	dili maayo	fear	0.352
lawyer	abogado	fear	0.349
libel	libel	fear	0.348
retrenchment	pagbungkag	fear	0.345
imminent	hapit na	fear	0.345
unjustifiable	dili makatarunganon	fear	0.344
knell	knell	fear	0.344
contentious	makiglalis	fear	0.344
opposed	supak	fear	0.344
shame	kaulaw	fear	0.344
avoidance	paglikay	fear	0.344
resistant	resistensya	fear	0.344
discipline	pagdisiplina	fear	0.344
defy	pagsupak	fear	0.344
belittle	pagpaubos	fear	0.344
fanaticism	panatisismo	fear	0.344
bearish	bearish	fear	0.344
opium	opium	fear	0.344
sorrow	kasubo	fear	0.344
mri	mri	fear	0.344
shaky	kahadlok	fear	0.344
hiss	hisits	fear	0.344
loneliness	kamingaw	fear	0.344
swerve	molihok	fear	0.344
taboo	bawal	fear	0.344
reckless	walay pagduha-duha	fear	0.344
obstacle	babag	fear	0.344
launches	naglunsad	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	hukom	fear	0.344
servile	alagad	fear	0.344
hesitation	pagduhaduha	fear	0.344
evade	paglikay	fear	0.344
recession	ekonomiya	fear	0.344
eel	eel	fear	0.344
shortage	kakulang	fear	0.344
pest	peste	fear	0.344
cutter	pamutol	fear	0.344
psych	psych	fear	0.344
parachute	parachute	fear	0.344
disrespectful	dili matinahuron	fear	0.343
phalanx	phalanx	fear	0.342
creature	binuhat	fear	0.340
mortgage	pagpautang	fear	0.331
specter	panaglalis	fear	0.331
enigmatic	malingaw	fear	0.329
caution	Pasidaan	fear	0.328
police	pulis	fear	0.328
shank	shank	fear	0.328
undesirable	dili maayo	fear	0.328
shutdown	pagsira	fear	0.328
dike	dike	fear	0.328
subordinate	ubos	fear	0.328
gametime	gametime	fear	0.328
remove	kuhaa	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	hablanan	fear	0.328
supremacy	supremacy	fear	0.328
unlucky	dili maayo	fear	0.328
quash	hunong	fear	0.328
hives	hives	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	pagbati	fear	0.328
dominion	gahom	fear	0.328
encumbrance	kabug-at	fear	0.328
adrift	hinay-hinay	fear	0.328
defendant	sinumbong	fear	0.328
outpost	outpost	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	binuang	fear	0.328
wrongly	sayop	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ugma	fear	0.328
scarce	nihit	fear	0.327
unsettled	dili mausab	fear	0.327
antisocial	antisosyal	fear	0.324
astray	nahisalaag	fear	0.320
vigilant	mabinantayon	fear	0.319
socialist	sosyalista	fear	0.318
halter	halter	fear	0.318
pessimist	pessimist	fear	0.317
pacing	pacing	fear	0.316
opponent	kaatbang	fear	0.312
discontinuity	paghunong	fear	0.312
conspire	makigkunsabo	fear	0.312
trickery	pagpanglimbong	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	pagpalayo	fear	0.312
whirlwind	alimpulos	fear	0.312
unexpected	wala damha	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	paghiusa	fear	0.312
muzzle	sige	fear	0.312
blight	blight	fear	0.312
foreigner	langyaw	fear	0.312
chargeable	chargeable	fear	0.312
laxative	laxative	fear	0.312
clinical	clinical	fear	0.312
dentist	dentista	fear	0.312
therapist	therapist	fear	0.312
deadline	deadline	fear	0.312
bewilderment	kalibog	fear	0.312
litigate	litokon	fear	0.312
nether	dili	fear	0.312
thorny	tunok	fear	0.312
valium	valium	fear	0.312
powerful	gamhanan	fear	0.312
uneasy	dili maayo	fear	0.312
unkind	dili maayo	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	pagpalabi	fear	0.309
doubts	pagduhaduha	fear	0.308
seriousness	seryoso	fear	0.305
irrational	dili makatarunganon	fear	0.305
erase	papason	fear	0.303
teasing	pagsininggit	fear	0.303
razor	labaha	fear	0.303
sweating	nga panapton	fear	0.298
reluctant	nagduhaduha	fear	0.297
mage	mage	fear	0.297
crouching	nagguyod	fear	0.297
warning	pasidaan	fear	0.297
endless	walay katapusan	fear	0.297
adjudicate	paghusay	fear	0.297
bale	bale	fear	0.297
inflation	inflation	fear	0.297
giant	higante	fear	0.297
auditor	auditor	fear	0.297
medical	medikal	fear	0.297
swamp	swamp	fear	0.297
bitch	bitch	fear	0.297
mislead	pagpahisalaag	fear	0.297
weighty	mabug-at	fear	0.297
avoid	likayi	fear	0.297
depreciated	gihumol	fear	0.297
flounder	pagkawala	fear	0.297
deflation	pagputol	fear	0.297
unsurpassed	dili maunsa	fear	0.297
dashed	dashed	fear	0.297
hide	pagtago	fear	0.297
timidity	timidity	fear	0.297
deluge	lunop	fear	0.287
disinformation	disinformation	fear	0.286
court	korte	fear	0.284
aversion	pag-ayad	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	dili mahigalaon	fear	0.281
remains	nagpabilin	fear	0.281
discourage	makapawala sa kadasig	fear	0.281
cautious	mabinantayon	fear	0.281
oncoming	pag-abot	fear	0.281
flying	paglupad	fear	0.281
mistaken	sayop	fear	0.281
swelling	pagpatubo	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	pagpaniid	fear	0.281
apache	apache	fear	0.281
rush	magdali	fear	0.281
yelp	yelp	fear	0.281
cartridge	kabhang	fear	0.281
fortress	kuta	fear	0.281
bigoted	gisaway	fear	0.281
notready	Dili	fear	0.281
challenge	hagit	fear	0.281
submitting	pagsumiter	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	kalibog	fear	0.281
unruly	dili matarug	fear	0.281
intense	grabe	fear	0.279
noncompliance	dili pagsunod	fear	0.276
alerts	mga pasidaan	fear	0.276
planes	mga eroplano	fear	0.274
displeased	wala mahimuot	fear	0.273
cop	pulis	fear	0.273
unbridled	dili mapugngan	fear	0.271
regiment	rehimen	fear	0.266
crowds	mga panon sa katawhan	fear	0.266
sentence	paghukom	fear	0.266
blindfold	taptap sa mata	fear	0.266
crouch	nagsubo	fear	0.266
belt	bakus	fear	0.266
hooded	Nakita	fear	0.266
uncanny	misteryoso	fear	0.266
cupping	cupping	fear	0.266
sneak	manalipod	fear	0.266
cloak	kupo	fear	0.266
banger	banger	fear	0.266
affront	pagsakit	fear	0.266
confession	pagsugid	fear	0.266
blemish	depekto	fear	0.266
posse	posse	fear	0.266
auditions	audition	fear	0.266
forgotten	nakalimtan	fear	0.266
immerse	ilabay	fear	0.266
operation	operasyon	fear	0.266
elevation	pagtubo	fear	0.266
shanghai	shanghai	fear	0.266
hood	hood	fear	0.266
problem	problema	fear	0.266
skid	skid	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	kusog	fear	0.266
spur	makapugong	fear	0.262
defense	depensa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	modagan	fear	0.250
rascal	Langgam	fear	0.250
standstill	pagbarog	fear	0.250
doubt	pagduhaduha	fear	0.250
cataract	cataract	fear	0.250
repent	paghinulsol	fear	0.250
unfamiliar	dili pamilyar	fear	0.250
delusional	delusional	fear	0.250
obliging	mapugos	fear	0.250
hag	hag	fear	0.250
defend	pagpanalipod	fear	0.250
guard	bantay	fear	0.250
scapegoat	kanselahon	fear	0.250
swampy	swampy	fear	0.250
react	mosanong	fear	0.250
breakingnews	pagbasol	fear	0.250
foul	mahugaw	fear	0.250
spinster	spinster	fear	0.250
indifference	walay pagtagad	fear	0.250
sunk	nalunod	fear	0.250
picket	piket	fear	0.250
insect	insekto	fear	0.250
rating	rating	fear	0.250
forewarned	gipasidan-an	fear	0.250
indecisive	maduhaduhaon	fear	0.250
stealthy	pirme	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	gibutangan	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	labing taas	fear	0.236
inequality	walay kaangayan	fear	0.234
rekindle	rekindle	fear	0.234
shrink	mobiya	fear	0.234
scaffold	scaffold	fear	0.234
discontent	pagkadiskontento	fear	0.234
verge	verge	fear	0.234
psychiatrist	psychiatrist	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	pangamuyo	fear	0.234
pinion	pinion	fear	0.234
finalized	nahuman	fear	0.234
shelters	mga puy-anan	fear	0.234
sleepless	dili makatulog	fear	0.234
dependence	pagsalig	fear	0.234
chicken	manok	fear	0.234
instinctive	kinaiya	fear	0.234
buzz	buzz	fear	0.234
difficulty	kalisud	fear	0.234
bee	Bee	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	kwarta	fear	0.234
rushing	pagdali	fear	0.233
overslept	pag-ayo	fear	0.226
default	default	fear	0.226
confessional	pagkumpirma	fear	0.225
impatient	dili pasensya	fear	0.224
immigrant	imigrante	fear	0.219
heft	heft	fear	0.219
sweat	singot	fear	0.219
waver	magduha-duha	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	sulud	fear	0.219
thrill	kahinam	fear	0.219
cane	sungkod	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	unsa man	fear	0.219
tactics	taktika	fear	0.219
veer	pag-usab	fear	0.219
unequal	dili parehas	fear	0.219
