word	Finnish-fi	emotion	emotion-intensity-score
bigday	suuri päivä	fear	0.109
slender	hoikka	fear	0.100
undecided	ratkaisematta	fear	0.098
sympathetic	sympaattinen	fear	0.097
god	Jumala	fear	0.094
grades	laadut	fear	0.094
loyal	uskollinen	fear	0.094
poise	itsevarmuus	fear	0.094
treat	kohdella	fear	0.094
confident	luottavainen	fear	0.094
counsellor	neuvonantaja	fear	0.094
helmet	kypärä	fear	0.094
case	tapaus	fear	0.094
locate	paikantaa	fear	0.094
northeast	koilliseen	fear	0.088
compassion	myötätunto	fear	0.078
nurture	vaalia	fear	0.078
graduation	valmistuminen	fear	0.078
graded	lajitellut	fear	0.075
mum	äiti	fear	0.070
infant	pikkulasten	fear	0.067
civilians	siviilejä	fear	0.062
soulmate	soulmate	fear	0.062
civilian	siviili-	fear	0.062
cloudiness	pilvisyys	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	paraati	fear	0.062
cash	Käteinen raha	fear	0.062
journey	matka	fear	0.062
guidelines	suuntaviivat	fear	0.062
youth	nuoret	fear	0.062
opera	ooppera	fear	0.057
synonymous	synonyymi	fear	0.056
praying	rukoileva	fear	0.047
honest	rehellinen	fear	0.047
intelligence	älykkyys	fear	0.038
romance	romanssi	fear	0.031
lines	linjat	fear	0.031
volunteer	vapaaehtoinen	fear	0.031
obey	totella	fear	0.016
happiest	onnellisin	joy	0.986
happiness	onnellisuus	joy	0.984
bliss	autuus	joy	0.971
celebrating	juhlii	joy	0.970
jubilant	riemukas	joy	0.969
ecstatic	hurmioitunut	joy	0.954
elation	riemu	joy	0.944
bestdayever	paras päivä ikinä	joy	0.938
beaming	säteilevä	joy	0.938
loveee	loveee	joy	0.932
celebration	juhla	joy	0.929
awesomeness	mahtavuutta	joy	0.926
joy	ilo	joy	0.924
happily	onnellisesti	joy	0.922
excitement	jännitys	joy	0.922
euphoria	euforia	joy	0.922
fabulous	satumainen	joy	0.922
joyous	riemukas	joy	0.922
exuberance	ylenpalttisuus	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	kiitollisuus	joy	0.914
spectacular	mahtava	joy	0.912
merriment	hilpeys	joy	0.912
happydance	Hymyilee	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ikionnellinen	joy	0.909
triumphant	voittoisa	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstaasi	joy	0.906
cheerful	iloinen	joy	0.906
cheer	hurrata	joy	0.897
elated	riemuissaan	joy	0.894
lovethis	rakasta tätä	joy	0.891
laugh	nauraa	joy	0.891
jolly	hilpeä	joy	0.891
pleasures	nautintoja	joy	0.891
excitation	kiihtymys	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	iloinen	joy	0.891
exhilaration	iloisuus	joy	0.891
marvelously	marvelously	joy	0.881
loving	rakastava	joy	0.879
joyful	iloinen	joy	0.879
outstanding	maksamatta	joy	0.879
blissful	autuas	joy	0.879
pleasurable	miellyttävä	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	innostunut	joy	0.875
lovinglife	rakastaa elämää	joy	0.875
glee	vahingonilo	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	niin iloinen	joy	0.868
woohoo	WooHoo	joy	0.864
laughing	naurava	joy	0.864
superb	loistava	joy	0.864
wonderful	ihana	joy	0.863
brilliant	loistava	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	hurraavat	joy	0.859
hooray	Hurraa	joy	0.859
glory	kunnia	joy	0.859
celebrated	juhlittu	joy	0.859
loved	rakastettu	joy	0.859
magnificent	upea	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Hallelujah	joy	0.859
exciting	jännittävä	joy	0.853
heavenly	taivaallinen	joy	0.853
thrilled	innoissaan	joy	0.851
mademyday	pelasti päiväni	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	juhlia	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	siunaus	joy	0.844
wonderfully	ihanan	joy	0.844
sweetness	makeus	joy	0.833
marvellous	ihmeellinen	joy	0.833
festive	juhlava	joy	0.833
blessed	siunattu	joy	0.833
paradise	paratiisi	joy	0.833
celebrations	juhlia	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	hymyilevä	joy	0.828
enchanting	lumoava	joy	0.828
love	rakkaus	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	oma koti kullan kallis	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	nauru	joy	0.824
marvelous	ihmeellinen	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	juhlallinen	joy	0.818
sensational	sensaatiomainen	joy	0.818
delightful	ihana	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	riemu	joy	0.818
joys	ilot	joy	0.818
goodness	hyvyys	joy	0.818
excited	innoissaan	joy	0.818
excellence	erinomaisuus	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	lupsakka	joy	0.814
glorious	mahtava	joy	0.812
lovemaking	rakastelu	joy	0.812
rejoice	iloita	joy	0.812
victorious	voittoisa	joy	0.812
excellent	erinomainen	joy	0.812
bonanza	kultakaivos	joy	0.812
smiley	Smiley	joy	0.812
enjoy	nauttia	joy	0.812
splendid	loistava	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	hyvät ajat	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	onnen päivä	joy	0.809
myfavorite	suosikkini	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ilo	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	iloiten	joy	0.803
giggle	kikatus	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	menestys	joy	0.797
happier	onnellisempi	joy	0.797
dancing	tanssi	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	komeus	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	kiitollinen	joy	0.789
splendor	loisto	joy	0.788
amuse	huvittaa	joy	0.788
fun	hauska	joy	0.788
happy	onnellinen	joy	0.788
enchanted	lumottu	joy	0.781
glorify	kirkastaa	joy	0.781
glad	iloinen	joy	0.781
beautiful	kaunis	joy	0.781
solucky	niin onnekas	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	säteilevä	joy	0.781
heavens	taivaat	joy	0.779
perfection	täydellisyys	joy	0.779
christmassy	jouluinen	joy	0.779
romance	romanssi	joy	0.779
thrilling	jännittävä	joy	0.776
miraculous	ihmeellinen	joy	0.773
fiesta	fiesta	joy	0.773
entertain	viihdyttää	joy	0.773
congrats	Onnittelut	joy	0.773
cheers	Kippis	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positiivisuus	joy	0.773
lovable	rakastettava	joy	0.773
cheered	piristi	joy	0.773
funday	hauska päivä	joy	0.772
enjoying	nauttii	joy	0.771
cuddling	halailemaan	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	huvittunut	joy	0.766
lifeisgood	elämä on hyvää	joy	0.766
thebest	paras	joy	0.766
sosweet	todella kilttiä	joy	0.766
smiles	hymyilee	joy	0.766
delight	ilahduttaa	joy	0.765
orgasm	orgasmi	joy	0.765
party	juhla	joy	0.765
positive	positiivinen	joy	0.761
cheerfulness	iloisuus	joy	0.758
miracles	ihmeitä	joy	0.758
sweetheart	kultaseni	joy	0.758
enlighten	valaista	joy	0.758
christmastime	joulun aika	joy	0.757
giddy	ajattelematon	joy	0.757
romantic	romanttinen	joy	0.750
gratify	tyydyttää	joy	0.750
friendliness	ystävällisyys	joy	0.750
laughs	nauraa	joy	0.750
greatness	suuruus	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	miellyttävä	joy	0.750
blessings	siunaukset	joy	0.750
smile	hymy	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ilonpito	joy	0.748
jubilee	riemujuhla	joy	0.742
enthusiasm	innostusta	joy	0.742
triumph	riemuvoitto	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	maaginen	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ihme	joy	0.742
rewarding	antoisa	joy	0.742
feelgood	tuntua hyvältä	joy	0.736
prosperity	vauraus	joy	0.735
luxurious	ylellinen	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	pirteä	joy	0.734
goodday	hyvää päivää	joy	0.734
passionate	intohimoinen	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	hurmata	joy	0.734
victory	voitto	joy	0.734
admiration	ihailu	joy	0.734
tgif	TGIF	joy	0.734
glorification	ihannointi	joy	0.733
sing	laulaa	joy	0.729
glowing	hehkuva	joy	0.729
breathtaking	henkeäsalpaava	joy	0.728
fulfillment	toteuttaminen	joy	0.728
yessss	yessss	joy	0.728
cheery	pirteä	joy	0.727
thankful	kiitollinen	joy	0.727
hurrah	Hurraa	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	joulupukki	joy	0.727
award	myöntää	joy	0.727
atpeace	rauhassa	joy	0.727
win	voittaa	joy	0.727
merry	iloinen	joy	0.727
pleased	tyytyväinen	joy	0.725
radiance	loiste	joy	0.725
inspiration	inspiraatio	joy	0.725
uplift	kohottaa	joy	0.723
optimistic	optimistinen	joy	0.723
heaven	taivas	joy	0.721
lucky	onnekas	joy	0.721
thrill	jännitys	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	juhlapäivät	joy	0.721
harmony	harmonia	joy	0.719
brighten	kirkastaa	joy	0.719
lover	rakastaja	joy	0.719
heartfelt	sydämellinen	joy	0.719
utopian	utopistinen	joy	0.719
xmas	joulu	joy	0.719
lovely	ihana	joy	0.719
amusement	huvi	joy	0.719
congratulatory	onnittelu-	joy	0.719
praising	ylistäen	joy	0.719
thriving	kukoistava	joy	0.719
perfect	täydellinen	joy	0.719
magic	taika-	joy	0.712
luckiest	onnekkain	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ylellisyys	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	aarteita	joy	0.712
achievement	saavutus	joy	0.712
yay	jee	joy	0.712
holiday	loma-	joy	0.712
intimate	intiimi	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	hihittää	joy	0.706
rave	rave	joy	0.706
proud	ylpeä	joy	0.704
truelove	tosi rakkaus	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	mahtavasti	joy	0.703
goodnews	hyviä uutisia	joy	0.703
optimism	optimismi	joy	0.703
satisfying	tyydyttävä	joy	0.703
gooood	gooood	joy	0.703
sweetest	suloisin	joy	0.703
cherish	vaalia	joy	0.703
goodlife	hyvä elämä	joy	0.703
beautification	kaunistamiseen	joy	0.703
appreciates	arvostaa	joy	0.703
winning	voittoisa	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	viihdyttivät	joy	0.700
excite	kiihottaa	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	syntymäpäivä	joy	0.691
metime	oma aika	joy	0.688
favorite	suosikki-	joy	0.688
honored	kunnioitettava	joy	0.688
content	pitoisuus	joy	0.688
godsend	luojan lykky	joy	0.688
entertaining	viihteellinen	joy	0.688
angelic	enkelimäinen	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	palvonta	joy	0.688
exquisite	erinomainen	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kallisarvoinen	joy	0.682
majestic	majesteettinen	joy	0.682
appreciated	Ymmärretään	joy	0.682
luscious	mehevä	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	hymyili	joy	0.682
bestfriends	parhaat ystävät	joy	0.682
exaltation	haltioituminen	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Kirkastaa	joy	0.682
tranquility	tyyneys	joy	0.679
marry	naida	joy	0.676
embrace	omaksua	joy	0.676
positively	positiivisesti	joy	0.676
dearest	rakkain	joy	0.672
relaxation	rentoutuminen	joy	0.672
accomplished	aikaan	joy	0.672
hug	halata	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	virne	joy	0.672
enliven	elävöittää	joy	0.672
contentment	tyytyväisyys	joy	0.672
hilarious	hilpeä	joy	0.672
giggles	kikattaa	joy	0.672
bountiful	runsas	joy	0.667
victor	voittaja	joy	0.667
adore	jumaloida	joy	0.667
boisterous	riehakas	joy	0.667
fulfilled	täyttyvät	joy	0.667
fulfill	täyttää	joy	0.664
cuddles	halauksia	joy	0.662
prosperous	vauras	joy	0.660
romanticism	romantiikka	joy	0.656
humor	huumori	joy	0.656
glow	hehku	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	miellyttävä	joy	0.656
appreciation	arvostus	joy	0.656
encouraged	kannusti	joy	0.656
satisfy	tyydyttää	joy	0.656
serenity	tyyneys	joy	0.656
captivate	valloittaa	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tyytyväisyys	joy	0.652
treasure	aarre	joy	0.652
engaged	kihloissa	joy	0.652
praises	kehuu	joy	0.652
abundance	yltäkylläisyys	joy	0.652
fortunes	omaisuuksia	joy	0.652
relaxing	rentouttava	joy	0.652
praised	kehui	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	täydentää	joy	0.647
affection	tunteet	joy	0.647
relieved	helpottunut	joy	0.647
carnival	karnevaali	joy	0.643
divine	jumalallinen	joy	0.641
saintly	hurskas	joy	0.641
harmoniously	harmonisesti	joy	0.641
achieve	saavuttaa	joy	0.641
thanksgiving	kiitospäivä	joy	0.641
jackpot	jättipotti	joy	0.641
priceless	korvaamaton	joy	0.641
sensuality	aistillisuus	joy	0.641
champion	mestari	joy	0.641
wedding	häät	joy	0.641
uplifting	mieltä ylentävä	joy	0.641
climax	huipentuma	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	rauhallinen	joy	0.636
twinkle	tuike	joy	0.636
reverie	unelmointi	joy	0.636
exalt	korottaa	joy	0.636
winner	voittaja	joy	0.636
felicity	onnellisuus	joy	0.636
cuddle	halaus	joy	0.636
comforting	lohdullinen	joy	0.636
honeymoon	häämatka	joy	0.636
xoxo	suukkoja ja haleja	joy	0.634
amusing	huvittava	joy	0.625
reward	palkinto	joy	0.625
fondness	mieltymys	joy	0.625
hearts	hertta	joy	0.625
brighter	kirkkaampi	joy	0.625
sweet	makea	joy	0.625
stargazing	Stargazing	joy	0.625
festival	festivaali	joy	0.625
snuggling	snuggling	joy	0.625
generosity	anteliaisuus	joy	0.625
gorgeous	upea	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sukupuoli	joy	0.622
parade	paraati	joy	0.621
applause	suosionosoitukset	joy	0.621
genial	lupsakka	joy	0.621
beauty	kauneus	joy	0.621
kind	kiltti	joy	0.621
newlife	uusi elämä	joy	0.618
aspiring	kunnianhimoinen	joy	0.618
fulfilling	täyttää	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	hyveellinen	joy	0.613
kiss	suudella	joy	0.610
winnings	voitto	joy	0.609
praiseworthy	kiitettävä	joy	0.609
rainbows	sateenkaaria	joy	0.609
generous	antelias	joy	0.609
enlightenment	valistus	joy	0.609
playful	leikkisä	joy	0.609
christmas	joulu	joy	0.609
super	Super	joy	0.609
elegance	eleganssi	joy	0.609
rekindle	sytyttää uudestaan	joy	0.609
awards	palkinnot	joy	0.609
adorable	ihana	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	itsenäisyys	joy	0.607
successful	onnistunut	joy	0.606
onelove	yksi rakkaus	joy	0.606
kindness	ystävällisyys	joy	0.606
freely	vapaasti	joy	0.606
surprises	yllätyksiä	joy	0.606
inspired	innoittunut	joy	0.606
hilarity	iloisuus	joy	0.606
wonder	ihme	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	viihde	joy	0.603
whimsical	hassu	joy	0.603
passion	intohimo	joy	0.603
beautify	kaunistaa	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	auringonnousu	joy	0.600
godisgood	Jumala on hyvä	joy	0.597
whoo	whoo	joy	0.594
angel	enkeli	joy	0.594
thankgod	luojan kiitos	joy	0.594
accomplishment	suoritus	joy	0.594
flirt	flirttailla	joy	0.594
goodmusic	hyvää musiikkia	joy	0.594
snuggled	käpertyi	joy	0.594
revere	kunnioittaa syvästi	joy	0.594
inspire	innostaa	joy	0.594
fanfare	fanfaari	joy	0.594
peacefully	rauhallisesti	joy	0.594
jesus	Jeesus	joy	0.594
goodies	makeiset	joy	0.594
heroic	sankarillinen	joy	0.591
fortune	onni	joy	0.591
friendship	ystävyys	joy	0.591
singing	laulu	joy	0.591
exalted	ylevä	joy	0.591
summer	kesä	joy	0.591
highest	korkein	joy	0.591
overflowing	täynnä	joy	0.588
contented	tyytyväinen	joy	0.588
woot	woot	joy	0.588
rollicking	riehakas	joy	0.588
hope	toivoa	joy	0.586
accolade	kunnianosoitus	joy	0.586
cozy	kodikas	joy	0.583
delicious	herkullinen	joy	0.579
friendly	ystävällinen	joy	0.578
sensuous	aistillinen	joy	0.578
darling	Rakas	joy	0.578
picturesque	viehättävä	joy	0.578
raving	raivoava	joy	0.578
praise	kehua	joy	0.578
everlasting	ikuinen	joy	0.578
ambition	kunnianhimo	joy	0.578
thelife	elämä	joy	0.578
sparkle	kimallus	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	onnekas tyttö	joy	0.576
flattering	mairitteleva	joy	0.576
sensual	aistillinen	joy	0.576
heroism	sankaruus	joy	0.576
succeeding	menestyminen	joy	0.576
grace	armo	joy	0.576
peace	rauha	joy	0.576
livelife	elä elämää	joy	0.574
special	erityinen	joy	0.574
tantalizing	ärsyttävä	joy	0.572
pumped	pumpataan	joy	0.567
worthwhile	kannattava	joy	0.562
revels	Revels	joy	0.562
prevail	voittaa	joy	0.562
liking	mieleen	joy	0.562
sunny	aurinkoinen	joy	0.562
relax	rentoutua	joy	0.562
surprise	yllätys	joy	0.562
hugs	halauksia	joy	0.562
admirable	ihailtava	joy	0.562
hero	sankari	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristinen	joy	0.562
sweets	makeiset	joy	0.562
prosper	menestyä	joy	0.562
superstar	supertähti	joy	0.562
favorable	suotuisa	joy	0.561
bless	siunata	joy	0.561
tenderness	arkuus	joy	0.561
freedom	vapaus	joy	0.561
masterpiece	mestariteos	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	unelmat	joy	0.559
hopeful	toiveikas	joy	0.559
home	Koti	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	uskollisuus	joy	0.553
closeness	läheisyys	joy	0.552
eagerness	into	joy	0.552
comfy	mukava	joy	0.551
sunshine	auringonpaiste	joy	0.551
confidence	luottamus	joy	0.547
mistletoe	misteli	joy	0.547
elite	eliitti	joy	0.547
celestial	taivaallinen	joy	0.547
heart	sydän	joy	0.547
completion	valmistuminen	joy	0.547
good	hyvä	joy	0.547
daughter	tytär	joy	0.547
gifts	lahjat	joy	0.547
astonishment	hämmästys	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Hyvää huomenta	joy	0.547
lifted	nostettu	joy	0.547
zeal	into	joy	0.547
illuminate	valaista	joy	0.547
gift	lahja	joy	0.547
vacation	loma	joy	0.547
charmed	onnekas	joy	0.546
recreation	virkistys	joy	0.545
encouragement	rohkaisu	joy	0.545
gush	pursua	joy	0.545
sublime	ylevä	joy	0.545
dance	tanssi	joy	0.545
god	Jumala	joy	0.545
free	vapaa	joy	0.544
freshstart	uusi alku	joy	0.544
savior	pelastaja	joy	0.543
sanctuary	pyhäkkö	joy	0.541
grandchildren	lastenlapset	joy	0.540
wellness	hyvinvointi	joy	0.537
revel	rellestää	joy	0.534
inspirational	innostava	joy	0.531
savor	maistella	joy	0.531
matrimony	avioliitto	joy	0.531
money	raha	joy	0.531
rainbow	sateenkaari	joy	0.531
confident	luottavainen	joy	0.531
bridal	morsiamen	joy	0.531
music	musiikki	joy	0.531
fab	ihana	joy	0.531
serene	seesteinen	joy	0.531
alive	elossa	joy	0.531
holiness	pyhyys	joy	0.531
vitality	elinvoimaisuus	joy	0.531
liberation	vapautus	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	rauhoittava	joy	0.531
soar	liidellä	joy	0.531
firstborn	esikoinen	joy	0.531
elegant	tyylikäs	joy	0.530
mastery	mestaruus	joy	0.530
illumination	valaistus	joy	0.530
welcomed	tyytyväinen	joy	0.530
warmth	lämpö	joy	0.530
blossom	kukka	joy	0.530
glimmer	pilkahdus	joy	0.530
faithful	luotettava	joy	0.529
treat	kohdella	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laakeriseppele	joy	0.521
commendable	kiitettävä	joy	0.519
powerful	voimakas	joy	0.516
silly	typerä	joy	0.516
zest	kuori	joy	0.516
presents	esittelee	joy	0.516
succeed	menestyä	joy	0.516
jingle	loru	joy	0.516
remarkable	huomattava	joy	0.516
greeted	tervehti	joy	0.516
brotherly	veljellinen	joy	0.516
pride	ylpeys	joy	0.516
strengthening	vahvistaminen	joy	0.516
aspire	tavoitella jtk	joy	0.516
abundant	runsas	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	häikäisevä	joy	0.516
almighty	kaikkivaltias	joy	0.516
fancy	mieltymys	joy	0.516
zen	zen	joy	0.515
coronation	kruunajaiset	joy	0.515
kudos	maine	joy	0.515
vivid	eloisa	joy	0.515
leisure	vapaa-	joy	0.515
complete	saattaa loppuun	joy	0.515
cutie	söpöliini	joy	0.515
newme	NewME	joy	0.515
familytime	perheaikaa	joy	0.515
animated	eloisa	joy	0.515
spirit	henki	joy	0.515
thanking	kiittäen	joy	0.515
kid	lapsi	joy	0.515
shining	loistava	joy	0.515
payday	palkkapäivä	joy	0.515
princely	ruhtinaallinen	joy	0.515
reunited	yhdistynyt	joy	0.515
therapeutic	terapeuttinen	joy	0.515
comfort	mukavuus	joy	0.515
godly	hurskas	joy	0.514
marriage	avioliitto	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	yhteys	joy	0.514
spouse	puoliso	joy	0.507
intimately	läheisesti	joy	0.507
accomplish	suorittaa	joy	0.500
excel	kunnostautua	joy	0.500
inviting	houkutteleva	joy	0.500
meritorious	ansiokas	joy	0.500
diamond	timantti-	joy	0.500
nature	luonto	joy	0.500
dignity	arvokkuus	joy	0.500
family	perhe	joy	0.500
soulful	sielukas	joy	0.500
charitable	hyväntekeväisyys-	joy	0.500
encourage	kannustaa	joy	0.500
friends	ystävät	joy	0.500
satisfied	vakuuttunut	joy	0.500
welcoming	ystävällinen	joy	0.500
healthy	terve	joy	0.500
surreal	epätodellinen	joy	0.500
refreshed	virkeänä	joy	0.500
beach	ranta	joy	0.500
motherhood	äitiys	joy	0.500
respect	kunnioittaminen	joy	0.500
gem	helmi	joy	0.500
erotic	eroottinen	joy	0.500
visionary	näkijä	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	saavutettu	joy	0.500
christ	Kristus	joy	0.500
memorable	mieleenpainuva	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	vauva	joy	0.500
purr	kehrätä	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	totuudenmukaisuus	joy	0.500
bloom	kukinta	joy	0.500
carefree	huoleton	joy	0.500
aura	aura	joy	0.493
health	terveys	joy	0.493
liberty	vapaus	joy	0.486
approved	hyväksytty	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	keidas	joy	0.486
rapture	hurmio	joy	0.485
engaging	harjoittaa	joy	0.485
crowning	kruunaus	joy	0.485
aspiration	toive	joy	0.485
prestige	arvovalta	joy	0.485
crescendo	crescendo	joy	0.485
gentle	lempeä	joy	0.485
liberate	vapauttaa	joy	0.485
betrothed	kihlattu	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	anteliaisuus	joy	0.485
privileged	etuoikeutettu	joy	0.485
loyal	uskollinen	joy	0.485
inseparable	erottamaton	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	kukoistus	joy	0.484
trophy	palkinto	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	onni	joy	0.484
creativity	luovuus	joy	0.484
destiny	kohtalo	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	tuonpuoleisuuden	joy	0.484
bouquet	kukkakimppu	joy	0.484
chocolate	suklaa	joy	0.484
aloha	näkemiin	joy	0.484
yummy	namia	joy	0.484
dream	unelma	joy	0.484
desire	himoita	joy	0.484
boyfriend	poikaystävä	joy	0.480
commemoration	muistojuhla	joy	0.479
intelligence	älykkyys	joy	0.477
readiness	valmius	joy	0.473
friend	ystävä	joy	0.471
enthusiast	intoilija	joy	0.471
bride	morsian	joy	0.471
lush	rehevä	joy	0.470
calming	rauhoittava	joy	0.470
inheritance	perintö	joy	0.470
kiddo	kiddo	joy	0.470
massage	hieronta	joy	0.470
tickle	kutittaa	joy	0.470
adventure	seikkailu	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	rauhoittaa	joy	0.470
goals	tavoitteet	joy	0.469
luster	kiilto	joy	0.469
giving	antaminen	joy	0.469
princess	prinsessa	joy	0.469
heartily	sydämellisesti	joy	0.469
benevolence	hyväntahtoisuus	joy	0.469
nurture	vaalia	joy	0.469
bridegroom	sulhanen	joy	0.469
eternal	ikuinen	joy	0.469
pray	rukoilla	joy	0.469
getaway	Lähde pois	joy	0.469
humanitarian	humanitaarinen	joy	0.469
bonding	liimaus	joy	0.469
rest	levätä	joy	0.469
amicable	sovinnollinen	joy	0.469
purring	kehrää	joy	0.469
pretty	nätti	joy	0.469
child	lapsi	joy	0.466
salutary	hyödyllinen	joy	0.465
invite	kutsu	joy	0.457
reminiscing	muistelee	joy	0.456
beam	palkki	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	trooppinen	joy	0.455
aesthetics	estetiikka	joy	0.455
friday	perjantai	joy	0.455
elevation	korkeus	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremonia	joy	0.455
mindfulness	tarkkaavaisuus	joy	0.455
hee	hee	joy	0.455
kindred	sukulais-	joy	0.455
scholarship	apuraha	joy	0.455
befriend	osoittaa jklle ystävällisyyttä	joy	0.455
commemorate	muistoksi	joy	0.453
allure	viehättää	joy	0.453
faith	usko	joy	0.453
forgiveness	anteeksianto	joy	0.453
scenery	maisema	joy	0.453
vindication	puolustus	joy	0.453
waterfall	vesiputous	joy	0.453
birth	syntymä	joy	0.453
noworries	ei huolia	joy	0.453
approve	hyväksyä	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	matka	joy	0.447
meditation	meditaatio	joy	0.446
relaxed	rento	joy	0.442
tranquil	rauhallinen	joy	0.441
weekend	viikonloppu	joy	0.441
present	esittää	joy	0.441
tender	hellä	joy	0.441
nostalgic	nostalginen	joy	0.439
