word	Basque-eu	emotion	emotion-intensity-score
tramp	tramp	fear	0.440
stress	estres	fear	0.439
behemoth	behemoth	fear	0.439
dominate	menderatzeko	fear	0.438
targeting	zuzendutako	fear	0.438
broke	hautsi	fear	0.438
looming	looming	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debacle	fear	0.438
forfeiture	forfeiture	fear	0.438
dislocated	dislocated	fear	0.438
infirmity	eritassunetic	fear	0.438
impermeable	iragazgaitzak	fear	0.438
predicament	predicament	fear	0.438
falter	falter	fear	0.438
displaced	lekualdatu	fear	0.438
concealed	ezkutaturik	fear	0.438
illegitimate	legitimoa	fear	0.438
unprepared	unprepared	fear	0.438
scarcity	eskasia	fear	0.438
wince	wince	fear	0.438
mace	maza	fear	0.438
expel	kanporatzeko	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	oztopatuko	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	biluztu	fear	0.438
dentists	argazkilariak	fear	0.438
irreconcilable	bateraezinak	fear	0.438
bewildered	aztoratu	fear	0.438
indomitable	menderaezinagoa	fear	0.438
rheumatism	erreuma	fear	0.438
accidental	istripuz	fear	0.438
prick	prick	fear	0.438
entangled	korapilatu	fear	0.438
atrophy	atrofia	fear	0.438
asp	asp	fear	0.438
perverse	gaizto	fear	0.438
cabal	Cabal	fear	0.438
yell	garrasi	fear	0.438
gasping	gasping	fear	0.438
probation	zentzagarriko	fear	0.438
accuser	accuser	fear	0.438
insulting	iraintzen	fear	0.435
mysterious	misteriotsu	fear	0.435
halting	itzaltzeko	fear	0.435
rebels	matxinatuen	fear	0.435
repulsion	aldarapen	fear	0.431
glare	glare	fear	0.430
punitive	zigor	fear	0.425
sordid	sordid	fear	0.425
stake	jokoan	fear	0.423
tempest	ekaitza	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	reticent	fear	0.422
bayonet	baioneta	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	etetea	fear	0.422
lament	lament	fear	0.422
burdensome	burdensome	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	thumping	fear	0.422
coyote	coyote	fear	0.422
deleterious	deleterious	fear	0.422
dissident	disidente	fear	0.422
varicella	varicella	fear	0.422
wilderness	basamortura	fear	0.422
delusion	delusion	fear	0.422
bigot	bigot	fear	0.422
unsteady	unsteady	fear	0.422
stresses	tentsioak	fear	0.422
offense	iraina	fear	0.422
heathen	jentil	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	gaiztoa	fear	0.422
disappear	desagertu	fear	0.422
depress	jota	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	ez naturalak	fear	0.422
usurped	usurpatu	fear	0.422
steal	lapurtu	fear	0.422
anathema	anathema	fear	0.422
fainting	Desmayo	fear	0.422
alien	Alien	fear	0.422
extrajudicial	judizioz kanpoko	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	zoritxarrean	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	kanpotar	fear	0.413
ugliness	itsustasuna	fear	0.410
vulture	putre	fear	0.410
immoral	immoral	fear	0.410
scar	scar	fear	0.406
stressful	estres	fear	0.406
screech	screech	fear	0.406
wary	wary	fear	0.406
disgust	nazka	fear	0.406
stressing	azpimarratuz	fear	0.406
deport	deport	fear	0.406
nausea	goragalea	fear	0.406
resection	erresekzio	fear	0.406
blackout	itzalaldi	fear	0.406
disallowed	debekatu	fear	0.406
insolvent	insolvent	fear	0.406
dismissal	kaleratzea	fear	0.406
omnipotence	ahalguzti	fear	0.406
possession	jabetza	fear	0.406
tearful	tearful	fear	0.406
disorder	nahaste	fear	0.406
squall	squall	fear	0.406
dominant	menderatzailea	fear	0.406
disabled	desgaituta	fear	0.406
drones	drones	fear	0.406
recklessness	recklessness	fear	0.406
escape	ihes	fear	0.406
distressed	distressed	fear	0.406
claw	atzapar	fear	0.406
stretcher	ohatila	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitentzia	fear	0.406
weakly	ahula	fear	0.406
rubble	hondakinen	fear	0.406
whimper	whimper	fear	0.406
ghetto	ghetto	fear	0.406
socialism	sozialismo	fear	0.405
conspiracy	konspirazio	fear	0.400
toughness	erresistentzia	fear	0.400
defection	joateagatik	fear	0.398
absence	absentzia	fear	0.396
moan	moan	fear	0.394
crusade	gurutzada	fear	0.392
radon	radon	fear	0.391
lose	galtzen	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	txarreko	fear	0.391
unemployed	langabezian	fear	0.391
reject	ukatzeko	fear	0.391
excitation	kitzikapen	fear	0.391
xanax	xanax	fear	0.391
stifled	itotzen	fear	0.391
scarecrow	txorimalo	fear	0.391
concealment	ezkutatzea	fear	0.391
conquer	konkistatzeko	fear	0.391
discrimination	diskriminazioa	fear	0.391
diagnosis	diagnostikoa	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	tranpa	fear	0.391
separation	bereizketa	fear	0.391
overt	ageriko	fear	0.391
urgency	premia	fear	0.391
musket	moskete	fear	0.391
unrest	istiluetan	fear	0.391
descent	jaitsiera	fear	0.391
avoiding	saihestuz	fear	0.391
cyst	cyst	fear	0.391
gulp	gulp	fear	0.391
procedure	prozedura	fear	0.391
submission	aurkezteko	fear	0.391
hardened	gogortu	fear	0.391
refutation	errefusapenaren	fear	0.391
repellent	repellent	fear	0.391
cleave	cleave	fear	0.391
suspicion	susmo	fear	0.391
poverty	pobreziaren	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	kaudimengabezia	fear	0.391
mental	mental	fear	0.391
theocratic	teokratikoaren	fear	0.391
spaz	Spaz	fear	0.391
brimstone	brimstone	fear	0.391
throb	throb	fear	0.388
outcast	baztertutako	fear	0.388
orc	OCR	fear	0.388
disapprove	gaitzetsi	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	erregu	fear	0.377
withdrawals	bajak	fear	0.377
pressure	presio	fear	0.375
grieve	grieve	fear	0.375
frigate	fragata	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	nauseous	fear	0.375
khan	khan	fear	0.375
expose	busti	fear	0.375
ocd	OCD	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	lotsa	fear	0.375
bankrupt	porrot	fear	0.375
dissolution	disoluzioa	fear	0.375
dentistry	odontologia	fear	0.375
edict	ediktu	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	leize	fear	0.375
escaped	ihes	fear	0.375
whirlpool	hidromasajea	fear	0.375
interrogate	galdeketa	fear	0.375
psychological	psikologikoa	fear	0.375
obligor	obligor	fear	0.375
misconception	misconception	fear	0.375
military	militarra	fear	0.375
suspected	susmatzen	fear	0.375
locust	LOCUST	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	txarra	fear	0.375
coldness	hoztasuna	fear	0.375
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	gripearen	fear	0.375
barricade	barrikada	fear	0.375
chimera	kimera	fear	0.375
sultan	sultan	fear	0.375
repellant	repellant	fear	0.373
unknown	ezezaguna	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	jelosia	fear	0.365
mug	mug	fear	0.359
consternation	nahigabetuta	fear	0.359
rebel	matxino	fear	0.359
conquest	konkista	fear	0.359
mournful	goibel	fear	0.359
concerned	kezkatuta	fear	0.359
mandamus	Mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	errepikatutako	fear	0.359
jaundice	jaundice	fear	0.359
sectarian	sektarioa	fear	0.359
desert	basamortuko	fear	0.359
cur	orain	fear	0.359
difficult	zaila	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dardoak	fear	0.359
spike	Spike	fear	0.359
timid	herabe	fear	0.359
wasting	alferrik galtzen	fear	0.359
bottomless	hondorik	fear	0.359
warned	ohartarazi	fear	0.359
protestant	protestantea	fear	0.359
contempt	mespretxua	fear	0.359
exam	Proba orokorrak	fear	0.359
depreciation	amortizazio	fear	0.359
anomaly	anomalia	fear	0.359
rejects	arbuiatu	fear	0.359
pessimism	ezkortasuna	fear	0.359
revolution	iraultza	fear	0.359
formidable	zoragarria	fear	0.359
burke	burke	fear	0.359
cautionary	kautelazko	fear	0.359
headaches	buruko	fear	0.359
bankruptcy	Porrotaren	fear	0.359
government	Gobernu	fear	0.359
measles	Elgorria	fear	0.359
languishing	galduta	fear	0.358
constrain	mugak	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	zaindaria	fear	0.354
adverse	kaltegarriak	fear	0.352
lawyer	abokatu	fear	0.349
libel	libel	fear	0.348
retrenchment	retrenchment	fear	0.345
imminent	berehalako	fear	0.345
unjustifiable	Justifikaziorik	fear	0.344
knell	knell	fear	0.344
contentious	auzi	fear	0.344
opposed	kontrajartzen	fear	0.344
shame	Pena	fear	0.344
avoidance	ekiditea	fear	0.344
resistant	erresistenteak	fear	0.344
discipline	diziplina	fear	0.344
defy	defy	fear	0.344
belittle	gutxiesten	fear	0.344
fanaticism	fanatismo	fear	0.344
bearish	bearish	fear	0.344
opium	opioa	fear	0.344
sorrow	nahigabea	fear	0.344
mri	MRI	fear	0.344
shaky	dar-dar	fear	0.344
hiss	hiss	fear	0.344
loneliness	bakardadea	fear	0.344
swerve	swerve	fear	0.344
taboo	tabu	fear	0.344
reckless	jokatuz	fear	0.344
obstacle	oztopo	fear	0.344
launches	aurkezpenak	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	epaia	fear	0.344
servile	morroi	fear	0.344
hesitation	zalantza	fear	0.344
evade	evade	fear	0.344
recession	atzeraldi	fear	0.344
eel	eel	fear	0.344
shortage	eskasia	fear	0.344
pest	izurriteen	fear	0.344
cutter	cutter	fear	0.344
psych	psiko	fear	0.344
parachute	parachute	fear	0.344
disrespectful	disrespectful	fear	0.343
phalanx	Falange	fear	0.342
creature	izaki	fear	0.340
mortgage	hipoteka	fear	0.331
specter	Specter	fear	0.331
enigmatic	enigmatiko	fear	0.329
caution	kontuz	fear	0.328
police	poliziaren	fear	0.328
shank	SHANK	fear	0.328
undesirable	txarrak	fear	0.328
shutdown	itzali	fear	0.328
dike	dike	fear	0.328
subordinate	menpeko	fear	0.328
gametime	gametime	fear	0.328
remove	kendu	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	ehuna	fear	0.328
supremacy	nagusitasuna	fear	0.328
unlucky	unlucky	fear	0.328
quash	quash	fear	0.328
hives	erlauntza	fear	0.328
wimp	wimp	fear	0.328
gladiator	Gladiator	fear	0.328
feeling	sentimendu	fear	0.328
dominion	dominationeric	fear	0.328
encumbrance	karga	fear	0.328
adrift	noraezean	fear	0.328
defendant	salatua	fear	0.328
outpost	galdu	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	zentzugabeak	fear	0.328
wrongly	gaizki	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	etereo	fear	0.328
scarce	urria	fear	0.327
unsettled	unsettled	fear	0.327
antisocial	antisocial	fear	0.324
astray	astray	fear	0.320
vigilant	adi	fear	0.319
socialist	sozialista	fear	0.318
halter	HALTER	fear	0.318
pessimist	pesimista	fear	0.317
pacing	pacing	fear	0.316
opponent	aurkari	fear	0.312
discontinuity	eza	fear	0.312
conspire	konspiratzen	fear	0.312
trickery	trickery	fear	0.312
obsessing	obsesionatzen	fear	0.312
seclusion	itxialdia	fear	0.312
whirlwind	zurrunbilo	fear	0.312
unexpected	ustekabeko	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	CRAM	fear	0.312
collusion	collusion	fear	0.312
muzzle	Bozal	fear	0.312
blight	blight	fear	0.312
foreigner	atzerritarra	fear	0.312
chargeable	ordaindu	fear	0.312
laxative	laxative	fear	0.312
clinical	klinikoak	fear	0.312
dentist	dentista	fear	0.312
therapist	terapeuta	fear	0.312
deadline	epemuga	fear	0.312
bewilderment	harridura	fear	0.312
litigate	auzitan	fear	0.312
nether	nether	fear	0.312
thorny	thorny	fear	0.312
valium	valium	fear	0.312
powerful	indartsua	fear	0.312
uneasy	deseroso	fear	0.312
unkind	unkind	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	gehiegi pentsatzen	fear	0.309
doubts	zalantzak	fear	0.308
seriousness	seriotasun	fear	0.305
irrational	irrazional	fear	0.305
erase	ezabatu	fear	0.303
teasing	teasing	fear	0.303
razor	maquinilla	fear	0.303
sweating	izerditan	fear	0.298
reluctant	badakite	fear	0.297
mage	Mago	fear	0.297
crouching	makurtuta	fear	0.297
warning	abisua	fear	0.297
endless	amaigabeak	fear	0.297
adjudicate	esleitzea	fear	0.297
bale	bale	fear	0.297
inflation	inflazioaren	fear	0.297
giant	erraldoi	fear	0.297
auditor	ikuskariaren	fear	0.297
medical	mediku	fear	0.297
swamp	swamp	fear	0.297
bitch	puta	fear	0.297
mislead	engainatuta	fear	0.297
weighty	weighty	fear	0.297
avoid	saihestu	fear	0.297
depreciated	amortizatuta	fear	0.297
flounder	flounder	fear	0.297
deflation	deflazioa	fear	0.297
unsurpassed	unsurpassed	fear	0.297
dashed	marratxodun	fear	0.297
hide	ezkutatu	fear	0.297
timidity	egonezina	fear	0.297
deluge	deluge	fear	0.287
disinformation	desinformazio	fear	0.286
court	epaitegian	fear	0.284
aversion	nazka	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	unfriendly	fear	0.281
remains	aztarnak	fear	0.281
discourage	disuasio	fear	0.281
cautious	zuhurra	fear	0.281
oncoming	oncoming	fear	0.281
flying	hegan egiten	fear	0.281
mistaken	oker	fear	0.281
swelling	hantura	fear	0.281
dwarfed	nanoak	fear	0.281
surveillance	zaintza	fear	0.281
apache	apache	fear	0.281
rush	puntako	fear	0.281
yelp	yelp	fear	0.281
cartridge	kartutxoa	fear	0.281
fortress	gotorlekua	fear	0.281
bigoted	bigoted	fear	0.281
notready	notready	fear	0.281
challenge	erronka	fear	0.281
submitting	Aurkezteko	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	nahasmena	fear	0.281
unruly	unruly	fear	0.281
intense	bizia	fear	0.279
noncompliance	noncompliance	fear	0.276
alerts	alertak	fear	0.276
planes	hegazkinak	fear	0.274
displeased	haserre	fear	0.273
cop	Polizia	fear	0.273
unbridled	neurrigabe	fear	0.271
regiment	Erregimentuak	fear	0.266
crowds	jendetza	fear	0.266
sentence	esaldi	fear	0.266
blindfold	antifaz	fear	0.266
crouch	Crouch	fear	0.266
belt	gerriko	fear	0.266
hooded	jertsea	fear	0.266
uncanny	harrigarria	fear	0.266
cupping	cupping	fear	0.266
sneak	sneak	fear	0.266
cloak	kapa	fear	0.266
banger	banger	fear	0.266
affront	laido	fear	0.266
confession	aitortza	fear	0.266
blemish	akats	fear	0.266
posse	posse	fear	0.266
auditions	entzunaldiak	fear	0.266
forgotten	ahaztuta	fear	0.266
immerse	murgildu	fear	0.266
operation	operazioa	fear	0.266
elevation	kota	fear	0.266
shanghai	shanghai	fear	0.266
hood	txano	fear	0.266
problem	arazoa	fear	0.266
skid	SKID	fear	0.266
insomnia	loezina	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	indarrean	fear	0.266
spur	akuilu	fear	0.262
defense	defentsa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	Korrika egin	fear	0.250
rascal	zital	fear	0.250
standstill	geldirik	fear	0.250
doubt	Zalantzarik	fear	0.250
cataract	katarata	fear	0.250
repent	damu	fear	0.250
unfamiliar	Ohituta	fear	0.250
delusional	delusional	fear	0.250
obliging	obliging	fear	0.250
hag	hag	fear	0.250
defend	defendatzeko	fear	0.250
guard	guardia	fear	0.250
scapegoat	scapegoat	fear	0.250
swampy	swampy	fear	0.250
react	erreakzionatzen	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	nazkagarri	fear	0.250
spinster	spinster	fear	0.250
indifference	axolagabekeria	fear	0.250
sunk	hondoratuta	fear	0.250
picket	pikete	fear	0.250
insect	intsektu	fear	0.250
rating	puntuazioa	fear	0.250
forewarned	forewarned	fear	0.250
indecisive	Zalantzatia	fear	0.250
stealthy	stealthy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	oinarrituak	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	altuena	fear	0.236
inequality	desberdintasuna	fear	0.234
rekindle	berpiztuko	fear	0.234
shrink	txikitu	fear	0.234
scaffold	aldamio	fear	0.234
discontent	discontent	fear	0.234
verge	zorian	fear	0.234
psychiatrist	psikiatra	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	jardun dezaten	fear	0.234
pinion	pinion	fear	0.234
finalized	amaitu	fear	0.234
shelters	babeslekuak	fear	0.234
sleepless	lorik	fear	0.234
dependence	menpekotasun	fear	0.234
chicken	oilasko	fear	0.234
instinctive	senezkoa	fear	0.234
buzz	buzz	fear	0.234
difficulty	zailtasun	fear	0.234
bee	erlea	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	Buck	fear	0.234
rushing	ezerk	fear	0.233
overslept	overslept	fear	0.226
default	lehenetsi	fear	0.226
confessional	konfesionala	fear	0.225
impatient	artega	fear	0.224
immigrant	etorkinen	fear	0.219
heft	heft	fear	0.219
sweat	izerdi	fear	0.219
waver	Waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	zeken	fear	0.219
thrill	emozioa	fear	0.219
cane	kanabera	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	taktikak	fear	0.219
veer	veer	fear	0.219
unequal	desorekatua	fear	0.219
lastminute	lastminute	fear	0.219
jungle	oihanean	fear	0.219
bait	bait	fear	0.219
revelations	errebelazio	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	pronostikoa	fear	0.217
alertness	alertness	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	tryouts	fear	0.210
clowns	pailazoak	fear	0.207
fluctuation	aldakuntza	fear	0.204
restless	geldiezin	fear	0.204
examination	azterketa	fear	0.204
intimacy	intimitatea	fear	0.203
phew	Phew	fear	0.203
quail	galeperrak	fear	0.203
hurry	Azkar ibili	fear	0.203
uphill	maldan gora	fear	0.203
mighty	ahaltsu	fear	0.203
birth	jaiotza	fear	0.203
cross	zeharkatzen	fear	0.203
help	lagundu	fear	0.203
overcome	gainditzeko	fear	0.203
recesses	recesses	fear	0.203
acceptances	onarpenak	fear	0.203
fearless	beldurrik	fear	0.200
ware	ware	fear	0.198
change	aldaketaren	fear	0.198
withstand	jasan	fear	0.197
asap	asap	fear	0.191
owing	dietelako	fear	0.188
gnome	gnome	fear	0.188
cautiously	zentzuz	fear	0.188
tract	traktu	fear	0.188
deadlines	epeak	fear	0.188
heighten	heighten	fear	0.188
attorney	abokatu	fear	0.188
bug	bug	fear	0.188
knots	korapiloko	fear	0.188
fragile	hauskor	fear	0.188
rule	arau	fear	0.188
advance	aurrera	fear	0.188
intrigue	intriga	fear	0.188
overcoming	gainditzeko	fear	0.188
stillness	isiltasun	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ikusi	fear	0.188
unorganised	unorganized	fear	0.188
elf	duende	fear	0.185
stillwaiting	oraindik zain	fear	0.184
lonely	bakartia	fear	0.183
slippery	irristakor	fear	0.181
interview	elkarrizketa	fear	0.180
everyman	Everyman	fear	0.178
speculation	espekulazioa	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	ebaluazioa	fear	0.172
competition	lehiaketa	fear	0.172
settlor	settlor	fear	0.172
rod	kanabera	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	arauzko	fear	0.172
worship	gurtza	fear	0.172
shell	oskol	fear	0.172
readytogo	joateko prest	fear	0.172
uncertain	incierto	fear	0.172
unsure	ziur	fear	0.172
birch	urki	fear	0.172
surprise	sorpresa	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	lastoa	fear	0.172
composure	composure	fear	0.172
interviewer	elkarrizketa	fear	0.172
less	gutxiago	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	entzunaldia	fear	0.156
sly	Sly	fear	0.156
legalized	legeztatu	fear	0.156
intimately	hertsiki	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Atzerako kontaketa	fear	0.156
hearing	entzumena	fear	0.156
bases	bases	fear	0.156
medication	botikak	fear	0.156
ceasefire	su-etena	fear	0.156
retirement	erretiroa	fear	0.156
courageous	ausarta	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	atarian	fear	0.150
censor	zentsura	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	curriculumaren	fear	0.147
gent	gent	fear	0.141
caricature	karikatura	fear	0.141
rationality	arrazionaltasuna	fear	0.141
cove	kala	fear	0.141
newcomer	Wazemank	fear	0.141
eventuality	Hipotesi	fear	0.141
imagination	irudimena	fear	0.141
validity	baliozkotasun	fear	0.141
waiting	zain	fear	0.141
delay	atzerapenik	fear	0.141
shy	lotsati	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	sintoma	fear	0.133
excite	urduritu	fear	0.132
raccoon	raccoon	fear	0.127
prevent	saihesteko	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	kanpaina	fear	0.125
soready	soready	fear	0.125
tryout	probatu	fear	0.125
marry	ezkontzeko	fear	0.125
sprite	sprite	fear	0.125
swim	igeri	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	farmazia	fear	0.123
policeman	Udaltzain	fear	0.121
lace	parpailak	fear	0.111
dreamt	amestu	fear	0.111
holiness	Saindutassunetan	fear	0.109
pray	otoitz	fear	0.109
weight	pisua	fear	0.109
incase	kasuan	fear	0.109
knot	korapilo	fear	0.109
confidence	konfiantza	fear	0.109
notoriety	nabarmendu	fear	0.109
homework	etxerako lanak	fear	0.109
destination	helmuga	fear	0.109
bigday	bigday	fear	0.109
slender	lirain	fear	0.100
undecided	undecided	fear	0.098
sympathetic	jatorra	fear	0.097
god	jainkoa	fear	0.094
grades	kalifikazio	fear	0.094
loyal	leialak	fear	0.094
poise	poise	fear	0.094
treat	tratatzeko	fear	0.094
confident	ziur	fear	0.094
counsellor	aholkulari	fear	0.094
helmet	kasko	fear	0.094
case	Kasu	fear	0.094
locate	kokatu	fear	0.094
northeast	ipar-ekialdean	fear	0.088
compassion	errukia	fear	0.078
nurture	elikatu	fear	0.078
graduation	graduazio	fear	0.078
graded	kalifikatu	fear	0.075
mum	amak	fear	0.070
infant	haur	fear	0.067
civilians	zibilak	fear	0.062
soulmate	soulmate	fear	0.062
civilian	zibil	fear	0.062
cloudiness	hodeiak	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	kalejira	fear	0.062
cash	cash	fear	0.062
journey	bidaia	fear	0.062
guidelines	jarraibideak	fear	0.062
youth	gazteria	fear	0.062
opera	opera	fear	0.057
synonymous	sinonimo	fear	0.056
praying	otoitzean	fear	0.047
honest	zintzo	fear	0.047
intelligence	adimen	fear	0.038
romance	amodioa	fear	0.031
lines	lerroak	fear	0.031
volunteer	boluntario	fear	0.031
obey	obeditu	fear	0.016
happiest	zoriontsuena	joy	0.986
happiness	zoriontasuna	joy	0.984
bliss	zorion	joy	0.971
celebrating	ospatzen	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	ospakizun	joy	0.929
awesomeness	bikaintasunez	joy	0.926
joy	alaitasuna	joy	0.924
happily	zorionez	joy	0.922
excitement	zirrara	joy	0.922
euphoria	euforia	joy	0.922
fabulous	primerako	joy	0.922
joyous	joyous	joy	0.922
exuberance	oparoan	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	esker on	joy	0.914
spectacular	ikusgarri	joy	0.912
merriment	pozaren	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	overjoyed	joy	0.909
triumphant	garaile	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	estasia	joy	0.906
cheerful	alaia	joy	0.906
cheer	alaitasun	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	barre	joy	0.891
jolly	Jolly	joy	0.891
pleasures	plazerak	joy	0.891
excitation	kitzikapen	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	poz-pozik	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	marvelously	joy	0.881
loving	maitekorra	joy	0.879
joyful	alaia	joy	0.879
outstanding	bikaina	joy	0.879
blissful	zoragarri	joy	0.879
pleasurable	dibertigarriagoa	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	gogotsu	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	Woohoo	joy	0.864
laughing	barre	joy	0.864
superb	bikaina	joy	0.864
wonderful	zoragarria	joy	0.863
brilliant	bikain	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	txaloak	joy	0.859
hooray	hooray	joy	0.859
glory	aintza	joy	0.859
celebrated	ospetsuenetakoa	joy	0.859
loved	maite	joy	0.859
magnificent	bikain	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Hallelujah	joy	0.859
exciting	zirraragarria	joy	0.853
heavenly	zerutar	joy	0.853
thrilled	thrilled	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ospatzeko	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bedeinkazioa	joy	0.844
wonderfully	wonderfully	joy	0.844
sweetness	gozotasuna	joy	0.833
marvellous	miragarria	joy	0.833
festive	jai	joy	0.833
blessed	bedeinkatua	joy	0.833
paradise	paradise	joy	0.833
celebrations	ospakizunak	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	irribarretsu	joy	0.828
enchanting	enchanting	joy	0.828
love	maite	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homesweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	barrea	joy	0.824
marvelous	miragarria	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ospakizun	joy	0.818
sensational	apartekoa	joy	0.818
delightful	ederra	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	bozkarioz	joy	0.818
joys	pozak	joy	0.818
goodness	bondad	joy	0.818
excited	ilusioa	joy	0.818
excellence	bikaintasuna	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	gloriosa	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	poztuko	joy	0.812
victorious	garaile	joy	0.812
excellent	bikaina	joy	0.812
bonanza	Bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	gozatzeko	joy	0.812
splendid	bikainaz	joy	0.812
