word	Georgian-ka	emotion	emotion-intensity-score
serene	მშვიდი	joy	0.531
alive	ცოცხალია	joy	0.531
holiness	სიწმინდე	joy	0.531
vitality	სიცოცხლისუნარიანობა	joy	0.531
liberation	გათავისუფლება	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	დამამშვიდებელი	joy	0.531
soar	soar	joy	0.531
firstborn	პირმშო	joy	0.531
elegant	ელეგანტური	joy	0.530
mastery	ოსტატობა	joy	0.530
illumination	განათება	joy	0.530
welcomed	მიესალმა	joy	0.530
warmth	სითბო	joy	0.530
blossom	ყვავილობის	joy	0.530
glimmer	წებოვანი	joy	0.530
faithful	ერთგული	joy	0.529
treat	მკურნალობა	joy	0.529
snuggles	snuggles	joy	0.522
laurels	ლაურესები	joy	0.521
commendable	სასიამოვნოა	joy	0.519
powerful	ძლიერი	joy	0.516
silly	სულელური	joy	0.516
zest	zest	joy	0.516
presents	საჩუქრები	joy	0.516
succeed	წარმატების მიღწევა	joy	0.516
jingle	jingle	joy	0.516
remarkable	აღსანიშნავია	joy	0.516
greeted	მიესალმა	joy	0.516
brotherly	ძმური	joy	0.516
pride	სიამაყე	joy	0.516
strengthening	გაძლიერება	joy	0.516
aspire	ასპარეზზე	joy	0.516
abundant	უხვი	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	ყოვლისშემძლე	joy	0.516
fancy	ლამაზი	joy	0.516
zen	ზენი	joy	0.515
coronation	კორონაცია	joy	0.515
kudos	kudos	joy	0.515
vivid	ნათელი	joy	0.515
leisure	დასვენება	joy	0.515
complete	სრული	joy	0.515
cutie	cutie	joy	0.515
newme	ახალი	joy	0.515
familytime	საოჯახო დრო	joy	0.515
animated	ანიმაციური	joy	0.515
spirit	სული	joy	0.515
thanking	მადლობა	joy	0.515
kid	ბავშვი	joy	0.515
shining	ანათებს	joy	0.515
payday	payday	joy	0.515
princely	სამკვიდრო	joy	0.515
reunited	დაუბრუნდნენ	joy	0.515
therapeutic	თერაპიული	joy	0.515
comfort	კომფორტი	joy	0.515
godly	ღვთიური	joy	0.514
marriage	ქორწინება	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ურთიერთობა	joy	0.514
spouse	მეუღლე	joy	0.507
intimately	მჭიდროდ	joy	0.507
accomplish	განახორციელოს	joy	0.500
excel	Excel	joy	0.500
inviting	მოწვევა	joy	0.500
meritorious	კეთილშობილური	joy	0.500
diamond	ბრილიანტი	joy	0.500
nature	ბუნება	joy	0.500
dignity	ღირსება	joy	0.500
family	ოჯახი	joy	0.500
soulful	სულიერი	joy	0.500
charitable	საქველმოქმედო	joy	0.500
encourage	წაახალისეთ	joy	0.500
friends	მეგობრები	joy	0.500
satisfied	კმაყოფილი	joy	0.500
welcoming	მიესალმება	joy	0.500
healthy	ჯანსაღი	joy	0.500
surreal	ირეალური	joy	0.500
refreshed	განახლებული	joy	0.500
beach	სანაპიროზე	joy	0.500
motherhood	დედობა	joy	0.500
respect	პატივისცემა	joy	0.500
gem	gem	joy	0.500
erotic	ეროტიკა	joy	0.500
visionary	ხედვა	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	მიღწეული	joy	0.500
christ	ქრისტე	joy	0.500
memorable	სამახსოვრო	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ბავშვი	joy	0.500
purr	სუფთა	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	სიზუსტე	joy	0.500
bloom	Bloom	joy	0.500
carefree	მზრუნველობამოკლებულ	joy	0.500
aura	აურა	joy	0.493
health	ჯანმრთელობა	joy	0.493
liberty	თავისუფლება	joy	0.486
approved	დამტკიცებულია	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ოაზისი	joy	0.486
rapture	rapture	joy	0.485
engaging	ჩართვა	joy	0.485
crowning	გვირგვინი	joy	0.485
aspiration	სწრაფვა	joy	0.485
prestige	პრესტიჟი	joy	0.485
crescendo	კრესენდო	joy	0.485
gentle	ნაზი	joy	0.485
liberate	გათავისუფლება	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	Bounty	joy	0.485
privileged	პრივილეგირებული	joy	0.485
loyal	ერთგული	joy	0.485
inseparable	განუყოფელი	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	აყვავება	joy	0.484
trophy	თასი	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	გისურვებთ	joy	0.484
creativity	კრეატიულობა	joy	0.484
destiny	ბედი	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ტრანსცენდენცია	joy	0.484
bouquet	ბუკეტი	joy	0.484
chocolate	შოკოლადი	joy	0.484
aloha	ალოა	joy	0.484
yummy	yummy	joy	0.484
dream	ოცნება	joy	0.484
desire	სურვილი	joy	0.484
boyfriend	ბიჭი	joy	0.480
commemoration	ხსენება	joy	0.479
intelligence	დაზვერვა	joy	0.477
readiness	მზადყოფნა	joy	0.473
friend	მეგობარი	joy	0.471
enthusiast	ენთუზიასტი	joy	0.471
bride	პატარძალი	joy	0.471
lush	აყვავებულს	joy	0.470
calming	დამამშვიდებელი	joy	0.470
inheritance	სამკვიდრო	joy	0.470
kiddo	kiddo	joy	0.470
massage	მასაჟი	joy	0.470
tickle	tickle	joy	0.470
adventure	სათავგადასავლო	joy	0.470
nostalgia	ნოსტალგია	joy	0.470
soothe	ამშვიდებს	joy	0.470
goals	მიზნები	joy	0.469
luster	ბრწყინვალება	joy	0.469
giving	მიცემა	joy	0.469
princess	პრინცესა	joy	0.469
heartily	გულწრფელად	joy	0.469
benevolence	კეთილგანწყობა	joy	0.469
nurture	გავაგრძელოთ კითხვა ...	joy	0.469
bridegroom	სიძე	joy	0.469
eternal	მარადიული	joy	0.469
pray	ილოცეთ	joy	0.469
getaway	მომშორდი	joy	0.469
humanitarian	ჰუმანიტარული	joy	0.469
bonding	შემაკავშირებელ	joy	0.469
rest	დანარჩენი	joy	0.469
amicable	მეგობრული	joy	0.469
purring	purring	joy	0.469
pretty	ლამაზი	joy	0.469
child	ბავშვი	joy	0.466
salutary	სასიამოვნო	joy	0.465
invite	მოიწვიე	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	სხივი	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ტროპიკული	joy	0.455
aesthetics	ესთეტიკას	joy	0.455
friday	შაბათი	joy	0.455
elevation	სიმაღლე	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ცერემონია	joy	0.455
mindfulness	მავიწყდება	joy	0.455
hee	მან	joy	0.455
kindred	მონათვლა	joy	0.455
scholarship	სტიპენდია	joy	0.455
befriend	შეყვარებული	joy	0.455
commemorate	აღსანიშნავად	joy	0.453
allure	allure	joy	0.453
faith	რწმენა	joy	0.453
forgiveness	პატიება	joy	0.453
scenery	პეიზაჟები	joy	0.453
vindication	დამტკიცება	joy	0.453
waterfall	ჩანჩქერი	joy	0.453
birth	დაბადების	joy	0.453
noworries	არაფერია სანერვიულო	joy	0.453
approve	დამტკიცება	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	მოგზაურობა	joy	0.447
meditation	მედიტაცია	joy	0.446
relaxed	მოდუნებული	joy	0.442
tranquil	მშვიდი	joy	0.441
weekend	შაბათ-კვირას	joy	0.441
present	აწმყო	joy	0.441
tender	ტენდერი	joy	0.441
nostalgic	ნოსტალგიური	joy	0.439
prayer	ლოცვა	joy	0.439
sharing	გაზიარება	joy	0.439
esteem	პატივისცემა	joy	0.439
lyrical	ლირიკული	joy	0.439
righteousness	სიმართლე	joy	0.439
share	წილი	joy	0.438
husband	ქმარი	joy	0.438
life	ცხოვრება	joy	0.438
sonnet	სონეტი	joy	0.438
relief	რელიეფი	joy	0.438
unbeaten	გაულახავი	joy	0.438
newday	ახალი დღე	joy	0.438
meditate	ფიქრი	joy	0.438
mighty	ძლიერი	joy	0.438
eager	სურვილი	joy	0.438
strength	ძალა	joy	0.438
warm	თბილი	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	ბადი	joy	0.427
oneness	ერთობა	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	ეგაქულაცია	joy	0.424
unconstrained	უცვლელი	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	მედალი	joy	0.424
amen	ამინ	joy	0.424
candlelight	სანთლის შუქი	joy	0.424
reverence	თაყვანისცემა	joy	0.424
healthful	ჯანსაღი	joy	0.424
carols	კეროლები	joy	0.424
sledding	sledding	joy	0.422
wealth	სიმდიდრე	joy	0.422
graduation	დამთავრების	joy	0.422
frisky	frisky	joy	0.422
energy	ენერგია	joy	0.422
calmness	სიმშვიდე	joy	0.422
beginnings	დასაწყისი	joy	0.422
safe	უსაფრთხო	joy	0.422
musical	მუსიკალური	joy	0.422
symphony	სიმფონია	joy	0.422
lml	ლმ	joy	0.422
glitter	ბრჭყვიალა	joy	0.422
ease	განმუხტვის	joy	0.422
helpful	სასარგებლოა	joy	0.422
soundness	სიჯიუტე	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	დაპირება	joy	0.415
reunite	გაიმეორეთ	joy	0.414
salvation	ხსნა	joy	0.412
mother	დედა	joy	0.412
poems	ლექსები	joy	0.412
inauguration	ინაუგურაცია	joy	0.409
immaculate	immaculate	joy	0.409
lighten	განათება	joy	0.409
aromatherapy	არომათერაპია	joy	0.409
travel	მოგზაურობა	joy	0.409
lavender	ლავანდა	joy	0.409
purify	სუფთა	joy	0.409
clown	clown	joy	0.409
star	ვარსკვლავი	joy	0.406
cash	ნაღდი ფული	joy	0.406
heal	მოშუშებისა	joy	0.406
completing	დასრულება	joy	0.406
companion	კომპანიონი	joy	0.406
live	ცხოვრობს	joy	0.406
flowers	ყვავილები	joy	0.406
wishing	მსურველი	joy	0.406
charity	საქველმოქმედო	joy	0.406
opportune	სასურველია	joy	0.406
income	შემოსავალი	joy	0.403
soul	სული	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	პროგრესი	joy	0.397
emancipation	ემანსიპაცია	joy	0.397
christian	ქრისტიან	joy	0.397
hammock	hammock	joy	0.394
together	ერთად	joy	0.394
equality	თანასწორობა	joy	0.394
fullness	სისრულეს	joy	0.394
picnic	პიკნიკი	joy	0.394
calm	მშვიდი	joy	0.394
childhood	ბავშვობა	joy	0.394
rhythmical	რითმია	joy	0.394
movies	ფილმები	joy	0.393
zealous	ენთუზიაზმი	joy	0.393
littlethings	წვრილმანები	joy	0.391
humanity	კაცობრიობა	joy	0.391
starry	ვარსკვლავური	joy	0.391
playground	მოედანი	joy	0.391
adventures	თავგადასავლები	joy	0.391
meaningful	მნიშვნელოვანია	joy	0.391
choir	გუნდი	joy	0.391
affluence	სიმდიდრე	joy	0.391
warms	თბილი	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	ჟესტი	joy	0.387
vow	vow	joy	0.382
shopping	სავაჭრო	joy	0.382
witty	მახვილგონივრული	joy	0.382
communion	ზიარება	joy	0.379
vibes	ვიები	joy	0.379
worship	თაყვანისცემა	joy	0.379
jump	ხტომა	joy	0.379
reverend	reverend	joy	0.377
advance	წინსვლა	joy	0.375
beaches	პლაჟები	joy	0.375
youth	ახალგაზრდობა	joy	0.375
spirits	სულები	joy	0.375
simplicity	სიმარტივე	joy	0.375
full	სრული	joy	0.375
rising	იზრდება	joy	0.375
hymn	ჰიმნი	joy	0.375
unique	უნიკალური	joy	0.375
redeemed	გამოსყიდული	joy	0.375
scenic	სცენური	joy	0.375
mirth	სიხარული	joy	0.375
courtship	courtship	joy	0.375
experience	გამოცდილება	joy	0.375
reunion	გაერთიანება	joy	0.375
sonorous	სევდიანი	joy	0.375
unforgettable	დაუვიწყარი	joy	0.375
baptismal	ნათლობა	joy	0.368
alliance	ალიანსი	joy	0.368
grant	გრანტი	joy	0.366
conciliation	შერიგება	joy	0.364
moonlight	მთვარე	joy	0.364
sanctification	განწმენდა	joy	0.364
improves	აუმჯობესებს	joy	0.364
improve	გაუმჯობესება	joy	0.364
pure	წმინდა	joy	0.364
authentic	ავთენტური	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	ჟოლო	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ერთგულება	joy	0.359
feeling	შეგრძნება	joy	0.359
devotional	devotional	joy	0.359
proficiency	ცოდნა	joy	0.359
tinsel	tinsel	joy	0.359
revival	აღორძინება	joy	0.359
sanctify	sanctify	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	დამოუკიდებელი	joy	0.359
cocoa	კაკაო	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	დელფინი	joy	0.348
choral	საგუნდო	joy	0.348
deliverance	ხსნა	joy	0.348
romp	romp	joy	0.348
roaring	ღრიალი	joy	0.348
melody	მელოდია	joy	0.348
favor	სასარგებლოდ	joy	0.348
unification	გაერთიანების	joy	0.348
exceed	აღემატებოდეს	joy	0.348
purpose	მიზანი	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	ახლავე	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	ხილი	joy	0.344
thx	მადლობა	joy	0.344
newstart	ახალი დასაწყისი	joy	0.344
manicure	მანიკური	joy	0.344
date	თარიღი	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	ტურნე	joy	0.344
cookies	cookies	joy	0.344
hedonism	ჰედონიზმი	joy	0.344
humble	თავმდაბალი	joy	0.344
electric	ელექტრო	joy	0.344
pledge	დაპირება	joy	0.344
celebrity	სახელგანთქმული	joy	0.342
rhythm	რიტმი	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	თოვლიანი დღე	joy	0.333
young	ახალგაზრდა	joy	0.333
coffee	ყავა	joy	0.333
edification	edification	joy	0.333
obliging	ავალდებულებს	joy	0.333
renovation	რემონტით	joy	0.333
familiarity	ნაცნობობა	joy	0.333
garden	ბაღი	joy	0.333
spa	სპა	joy	0.333
dawn	გამთენიისას	joy	0.333
connoisseur	მცოდნე	joy	0.333
partner	პარტნიორი	joy	0.333
gazing	სნეული	joy	0.333
foodie	საკვები	joy	0.331
synchronize	სინქრონიზაცია	joy	0.329
tribulation	გასაჭირი	joy	0.328
healing	სამკურნალო	joy	0.328
saint	წმინდანი	joy	0.328
chirping	chirping	joy	0.328
hobby	ჰობი	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	კაროლილი	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	ფსალმუნი	joy	0.328
pedicure	პედიკური	joy	0.328
amnesty	ამნისტია	joy	0.328
respite	შესვენება	joy	0.324
mellow	მორცხვი	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	რეკრეაციული	joy	0.318
restorative	აღდგენა	joy	0.318
cousins	ბიძაშვილები	joy	0.318
classics	კლასიკა	joy	0.318
reconciliation	შერიგება	joy	0.316
dove	მტრედი	joy	0.312
living	ცხოვრება	joy	0.312
presto	პრესტოს	joy	0.312
crafts	ხელოვნება	joy	0.312
recovery	აღდგენა	joy	0.312
woods	ტყე	joy	0.312
sunset	ჩასვლა	joy	0.312
fitness	ფიტნეს	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	სიბრძნე	joy	0.312
deal	გარიგება	joy	0.312
simplify	გამარტივება	joy	0.312
lord	უფალო	joy	0.312
sterling	სტერლინგი	joy	0.312
progression	პროგრესიით	joy	0.312
relight	რწმენა	joy	0.312
pony	Pony	joy	0.312
infant	ჩვილი	joy	0.309
improvement	გაუმჯობესება	joy	0.309
absolution	absolution	joy	0.306
gently	გულუხვად	joy	0.303
established	შეიქმნა	joy	0.303
honest	პატიოსანი	joy	0.303
decorating	დეკორატიული	joy	0.303
endless	გაუთავებელი	joy	0.303
banquet	ბანკეტი	joy	0.303
providing	უზრუნველყოფს	joy	0.300
mine	ჩემი	joy	0.297
fraternal	მოძმე	joy	0.297
notable	აღსანიშნავია	joy	0.297
feat	feat	joy	0.297
harvest	მოსავალი	joy	0.297
quaint	უჩვეულო	joy	0.297
softly	რბილად	joy	0.297
spiritual	სულიერი	joy	0.297
morals	მორალი	joy	0.297
lounging	lounging	joy	0.297
light	მსუბუქი	joy	0.297
breeze	ნიავი	joy	0.297
strolling	გასეირნება	joy	0.297
spending	ხარჯვა	joy	0.297
meditating	ფიქრი	joy	0.297
joker	ჯოკერი	joy	0.297
yearning	yearning	joy	0.297
growth	ზრდა	joy	0.297
fervor	fervor	joy	0.295
quotes	ციტატები	joy	0.294
volunteer	მოხალისე	joy	0.294
psalms	ფსალმუნები	joy	0.288
hippie	hippie	joy	0.288
gain	მოგება	joy	0.288
taoism	ტაოიზმი	joy	0.288
midwife	ბებიაქალი	joy	0.288
resources	რესურსები	joy	0.288
create	შექმნა	joy	0.288
receiving	მიღება	joy	0.287
ocean	ოკეანის	joy	0.286
snowfall	თოვლი	joy	0.286
lsd	lsd	joy	0.286
hiking	ლაშქრობა	joy	0.283
chill	შილინგი	joy	0.281
truce	ზავი	joy	0.281
infinity	უსასრულობა	joy	0.281
toast	სადღეგრძელო	joy	0.281
destination	დანიშნულება	joy	0.281
buddhist	ბუდისტი	joy	0.281
rested	დაისვენეს	joy	0.281
candid	ფარული	joy	0.281
evergreen	მარადმწვანე	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	მხცოვანი	joy	0.279
balance	ბალანსი	joy	0.275
retirement	საპენსიო	joy	0.275
compensate	კომპენსაცია	joy	0.273
swim	ბანაობა	joy	0.273
drinks	სასმელები	joy	0.273
devout	devout	joy	0.273
buddha	ბუდას	joy	0.273
rapt	rapt	joy	0.273
fireplace	ბუხარი	joy	0.273
snowing	თოვს	joy	0.271
sublimation	sublimation	joy	0.270
fruity	ხილის	joy	0.268
humility	თავმდაბლობა	joy	0.266
paragon	პარაგონმა	joy	0.266
ministry	სამინისტრო	joy	0.266
sunday	კვირა	joy	0.266
salute	მივესალმებით	joy	0.266
fortitude	სიმტკიცე	joy	0.266
whim	ახირება	joy	0.266
sun	მზე	joy	0.266
sketching	ესკიზი	joy	0.266
waves	ტალღები	joy	0.266
buddhism	ბუდიზმი	joy	0.266
cathedral	საკათედრო	joy	0.266
yoga	იოგა	joy	0.266
artwork	ნამუშევრები	joy	0.265
practiced	პრაქტიკულად	joy	0.264
clean	სუფთა	joy	0.260
found	ნაპოვნია	joy	0.258
fitting	იარაღი	joy	0.258
immerse	immerse	joy	0.258
running	სირბილი	joy	0.258
clarity	სიწმინდე	joy	0.258
food	საკვები	joy	0.258
exercise	სწავლება	joy	0.258
autumn	შემოდგომა	joy	0.254
ardent	მგზნებარე	joy	0.250
fit	ჯდება	joy	0.250
mountain	მთის	joy	0.250
expedient	მიზანშეწონილია	joy	0.250
diary	დღიური	joy	0.250
candles	სანთლები	joy	0.250
outdoors	გარეთ	joy	0.250
chilled	გაცივებული	joy	0.250
clap	clap	joy	0.250
contagious	გადამდები	joy	0.250
chirp	chirp	joy	0.250
morning	დილით	joy	0.250
visitor	სტუმარი	joy	0.250
hardy	hardy	joy	0.250
countryside	ქალაქგარე	joy	0.250
undying	უვარგისი	joy	0.250
football	ფეხბურთი	joy	0.250
advocacy	ადვოკატირება	joy	0.250
demonstrative	საჩვენებელი	joy	0.250
cradle	აკვანი	joy	0.247
trance	ტრანსი	joy	0.246
breakfast	საუზმე	joy	0.242
grow	იზრდება	joy	0.242
pay	გადაიხადოს	joy	0.242
preservative	კონსერვატიული	joy	0.242
intense	ინტენსიური	joy	0.242
supremacy	უზენაესობა	joy	0.242
church	ეკლესია	joy	0.242
procession	მსვლელობა	joy	0.242
consecration	კურთხევა	joy	0.235
lifetime	სიცოცხლის განმავლობაში	joy	0.234
nursery	სანერგე	joy	0.234
humbled	თავმდაბალი	joy	0.234
vote	ხმის მიცემა	joy	0.234
incense	საკმეველი	joy	0.234
lyre	lyre	joy	0.234
candle	სანთელი	joy	0.234
snowy	თოვლიანი	joy	0.234
doll	თოჯინა	joy	0.234
skiing	სათხილამურო	joy	0.234
ordination	კოორდინაცია	joy	0.234
art	ხელოვნება	joy	0.234
salary	ხელფასი	joy	0.234
pastry	საკონდიტრო	joy	0.229
firefly	ცეცხლი	joy	0.227
chilling	კანკალი	joy	0.227
remedy	წამალია	joy	0.227
rescue	სამაშველო	joy	0.225
camping	კემპინგი	joy	0.221
perspective	პერსპექტივა	joy	0.221
orchard	ბაღი	joy	0.221
orchestra	ორკესტრი	joy	0.221
possess	ფლობენ	joy	0.219
castle	ციხე	joy	0.219
lamb	ცხვრის	joy	0.219
gardens	ბაღები	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	ბუტთი	joy	0.212
brisk	გაღიზიანება	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	დაფარეთ	joy	0.212
ribbon	ლენტი	joy	0.212
pho	pho	joy	0.212
reggae	Reggae	joy	0.212
raindrops	რაინდროპები	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ასწავლიან	joy	0.212
nap	nap	joy	0.206
stillness	სიმშვიდე	joy	0.203
chant	გალობა	joy	0.203
hire	დაქირავება	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	უკონტროლო	joy	0.203
legalized	ლეგალიზებული	joy	0.203
unexpected	მოულოდნელი	joy	0.203
lights	განათება	joy	0.203
save	გადარჩენა	joy	0.200
atone	atone	joy	0.197
trees	ხეები	joy	0.197
pastor	პასტორი	joy	0.197
symmetry	სიმეტრია	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	წერილი	joy	0.196
mountains	მთები	joy	0.194
pathway	გზა	joy	0.188
walking	ფეხით	joy	0.188
craziness	craziness	joy	0.188
soppy	წონა	joy	0.188
tea	ჩაი	joy	0.188
quiet	მშვიდი	joy	0.188
forefathers	წინაპრები	joy	0.188
liquor	ლიქიორით	joy	0.188
custom	საბაჟო	joy	0.188
whiteness	სისუფთავე	joy	0.188
sympathetic	სიმპათიური	joy	0.188
patient	პაციენტი	joy	0.186
dollhouse	თოჯინები	joy	0.182
bath	აბანო	joy	0.182
score	ანგარიშით	joy	0.182
movingon	გადაადგილება	joy	0.182
supporter	მხარდამჭერი	joy	0.180
accompaniment	თანხლებით	joy	0.179
pursuit	დევნა	joy	0.176
outburst	outburst	joy	0.176
frosty	ცივი	joy	0.174
workout	ვარჯიში	joy	0.172
closure	დახურვა	joy	0.172
luncheon	ლანჩენი	joy	0.172
service	მომსახურება	joy	0.172
wintery	ზამთარში	joy	0.172
wages	ხელფასები	joy	0.169
civilized	ცივილიზებული	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	დეკემბერი	joy	0.167
acrobat	აკრობატული	joy	0.162
glide	სრიალი	joy	0.162
finally	საბოლოოდ	joy	0.157
reproductive	რეპროდუქციული	joy	0.156
elf	elf	joy	0.156
organization	ორგანიზაცია	joy	0.156
stroll	გასეირნება	joy	0.156
peppermint	პიტნის	joy	0.156
break	შესვენება	joy	0.156
chai	ჩაი	joy	0.156
obtainable	მიღებული	joy	0.156
bathtub	აბაზანა	joy	0.156
advent	სამყარო	joy	0.152
scifi	სამეცნიერო ფანტასტიკა	joy	0.152
balm	ბალზამი	joy	0.152
measured	იზომება	joy	0.152
spaniel	სპანიელი	joy	0.145
tan	tan	joy	0.141
ditty	ძვირფასო	joy	0.141
bubble	ბუშტი	joy	0.141
simple	მარტივი	joy	0.141
oils	ზეთები	joy	0.141
beer	ლუდი	joy	0.141
green	მწვანე	joy	0.137
buss	ავტობუსი	joy	0.136
books	წიგნები	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	მიედინება	joy	0.130
silence	დუმილი	joy	0.127
roadster	გზისპირა	joy	0.125
solitude	მარტოობა	joy	0.125
bookstore	წიგნის მაღაზია	joy	0.125
wine	ღვინო	joy	0.125
circumstances	გარემოებები	joy	0.125
japan	იაპონია	joy	0.121
soak	გაჟღენთილი	joy	0.121
wilderness	უდაბნოში	joy	0.121
priesthood	სამღვდელოება	joy	0.121
critical	კრიტიკული	joy	0.116
neutral	ნეიტრალური	joy	0.114
untie	უცებ	joy	0.109
hunting	ნადირობა	joy	0.109
opera	საოპერო	joy	0.109
weight	წონა	joy	0.109
white	თეთრი	joy	0.109
sand	ქვიშა	joy	0.109
wind	ქარი	joy	0.109
labor	შრომა	joy	0.106
classical	კლასიკური	joy	0.106
affliction	სენია	joy	0.103
lake	ტბა	joy	0.103
organ	ორგანო	joy	0.094
dwelling	საცხოვრებელი	joy	0.094
tree	ხე	joy	0.090
pond	აუზით	joy	0.089
marrow	ტვინი	joy	0.078
latte	ლატე	joy	0.078
sipping	sipping	joy	0.076
benign	კეთილთვისებიანი	joy	0.074
majority	უმრავლესობა	joy	0.073
leaf	ფოთოლი	joy	0.065
troubles	უსიამოვნებები	joy	0.062
basketball	კალათბურთი	joy	0.062
explosions	აფეთქებები	joy	0.061
cream	კრემი	joy	0.061
shepherd	მწყემსი	joy	0.058
tuesday	საღებავები	joy	0.047
turbulence	ტურბულენტობა	joy	0.045
calf	ხბოს	joy	0.040
hardship	გაჭირვება	joy	0.031
sixty	სამოცი	joy	0.016
unhappiness	უკმაყოფილება	joy	0.016
heartbreaking	გულდასაწყვეტი	sadness	0.969
mourning	გლოვა	sadness	0.969
tragic	ტრაგიკული	sadness	0.961
holocaust	ჰოლოკოსტი	sadness	0.953
suicidal	თვითმკვლელობა	sadness	0.941
misery	უბედურება	sadness	0.938
massacre	ხოცვა	sadness	0.931
euthanasia	ევთანაზია	sadness	0.927
depression	დეპრესია	sadness	0.925
bereavement	მძიმე დანაკლისი	sadness	0.922
grieving	მწუხარება	sadness	0.922
fatal	ფატალური	sadness	0.922
bereaved	დაღუპული	sadness	0.920
devastation	განადგურება	sadness	0.917
death	სიკვდილი	sadness	0.915
devastated	განადგურდა	sadness	0.912
suicide	თვითმკვლელობა	sadness	0.912
catastrophe	კატასტროფა	sadness	0.911
horrifying	საშინელება	sadness	0.907
tragedy	ტრაგედია	sadness	0.906
depressing	დეპრესია	sadness	0.906
died	გარდაიცვალა	sadness	0.906
anguish	ტანჯვა	sadness	0.902
agony	აგონია	sadness	0.900
deadly	სასიკვდილო	sadness	0.898
weeping	ტირილი	sadness	0.896
stillbirth	მშვიდი	sadness	0.891
deceased	გარდაცვლილია	sadness	0.891
murderer	მკვლელი	sadness	0.877
devastating	დამანგრეველი	sadness	0.875
rape	გაუპატიურება	sadness	0.875
cancer	კიბო	sadness	0.875
dying	კვდება	sadness	0.875
sadness	მწუხარება	sadness	0.864
morbidity	ავადობა	sadness	0.864
crucifixion	ჯვარცმის	sadness	0.859
grief	მწუხარება	sadness	0.859
depressed	დეპრესიაში	sadness	0.859
traumatic	ტრავმატული	sadness	0.859
atrocity	სისუსტე	sadness	0.859
execution	აღსრულება	sadness	0.859
abandonment	მიტოვება	sadness	0.859
perish	დაიღუპოს	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	ღალატი	sadness	0.848
betrayed	უღალატა	sadness	0.848
sad	სამწუხარო	sadness	0.844
destroyed	განადგურდა	sadness	0.844
miserable	უმწეო	sadness	0.844
persecution	დევნა	sadness	0.844
funeral	დაკრძალვა	sadness	0.844
slaughtering	დაკვლისას	sadness	0.844
horrific	საზარელი	sadness	0.844
homicide	მკვლელობა	sadness	0.844
hopelessness	უიმედობა	sadness	0.844
grieve	მწუხარება	sadness	0.844
sorrow	მწუხარება	sadness	0.844
