word	Thai-th	emotion	emotion-intensity-score
procedure	ขั้นตอน	fear	0.391
submission	ส่ง	fear	0.391
hardened	แข็งขึ้น	fear	0.391
refutation	การพิสูจน์	fear	0.391
repellent	ขับไล่	fear	0.391
cleave	แล่ง	fear	0.391
suspicion	ความสงสัย	fear	0.391
poverty	ความยากจน	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	การล้มละลาย	fear	0.391
mental	ทางใจ	fear	0.391
theocratic	theocratic	fear	0.391
spaz	สปาซ	fear	0.391
brimstone	กำมะถัน	fear	0.391
throb	การแสดงอารมณ์	fear	0.388
outcast	ถูกขับไล่	fear	0.388
orc	ผี	fear	0.388
disapprove	ไม่พอใจ	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	ข้ออ้าง	fear	0.377
withdrawals	ถอน	fear	0.377
pressure	ความดัน	fear	0.375
grieve	เสียใจ	fear	0.375
frigate	เรือรบโบราณ	fear	0.375
kerosene	ก๊าด	fear	0.375
nauseous	ปฏิกูล	fear	0.375
khan	ท่านข่าน	fear	0.375
expose	เปิดเผย	fear	0.375
ocd	OCD	fear	0.375
sneaking	ด้อม	fear	0.375
embarrassment	ความลำบากใจ	fear	0.375
bankrupt	ล้มละลาย	fear	0.375
dissolution	การละลาย	fear	0.375
dentistry	การทำฟัน	fear	0.375
edict	พระบรมราชโองการ	fear	0.375
bunker	ที่ใส่ถ่านหิน	fear	0.375
antsy	antsy	fear	0.375
chasm	เหว	fear	0.375
escaped	หนี	fear	0.375
whirlpool	น้ำวน	fear	0.375
interrogate	สอบปากคำ	fear	0.375
psychological	จิตวิทยา	fear	0.375
obligor	obligor	fear	0.375
misconception	ความเข้าใจผิด	fear	0.375
military	ทหาร	fear	0.375
suspected	สงสัยว่า	fear	0.375
locust	ปาทังกา	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	ไม่ดี	fear	0.375
coldness	ความเย็น	fear	0.375
taunt	ยั่วยุ	fear	0.375
obi	โอบี	fear	0.375
flu	ไข้หวัดใหญ่	fear	0.375
barricade	สิ่งกีดขวาง	fear	0.375
chimera	ความเพ้อฝัน	fear	0.375
sultan	สุลต่าน	fear	0.375
repellant	ไล่	fear	0.373
unknown	ไม่ทราบ	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ความหึงหวง	fear	0.365
mug	เหยือก	fear	0.359
consternation	ความตกตะลึง	fear	0.359
rebel	กบฏ	fear	0.359
conquest	ชนะ	fear	0.359
mournful	โศกเศร้า	fear	0.359
concerned	เกี่ยวข้อง	fear	0.359
mandamus	คันศร	fear	0.359
onedge	onedge	fear	0.359
recurring	การคืน	fear	0.359
jaundice	ดีซ่าน	fear	0.359
sectarian	สมาชิกพรรค	fear	0.359
desert	ทะเลทราย	fear	0.359
cur	คนเลว	fear	0.359
difficult	ยาก	fear	0.359
stint	จำกัด	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	โผ	fear	0.359
spike	ขัดขวาง	fear	0.359
timid	ขี้อาย	fear	0.359
wasting	การสูญเสีย	fear	0.359
bottomless	ลึกมาก	fear	0.359
warned	เตือน	fear	0.359
protestant	โปรเตสแตนต์	fear	0.359
contempt	ดูถูก	fear	0.359
exam	การสอบ	fear	0.359
depreciation	การเสื่อมราคา	fear	0.359
anomaly	ความผิดปกติ	fear	0.359
rejects	อุจจาระ	fear	0.359
pessimism	แง่ร้าย	fear	0.359
revolution	การปฏิวัติ	fear	0.359
formidable	น่ากลัว	fear	0.359
burke	เบิร์ค	fear	0.359
cautionary	เป็นการตักเตือน	fear	0.359
headaches	อาการปวดหัว	fear	0.359
bankruptcy	การล้มละลาย	fear	0.359
government	รัฐบาล	fear	0.359
measles	โรคหัด	fear	0.359
languishing	ที่อิดโรย	fear	0.358
constrain	จำกัด	fear	0.358
bane	สารพิษ	fear	0.356
impeach	กล่าวหา	fear	0.354
warden	พัศดี	fear	0.354
adverse	ตรงข้าม	fear	0.352
lawyer	ทนายความ	fear	0.349
libel	กลั่นแกล้ง	fear	0.348
retrenchment	การตัดทอน	fear	0.345
imminent	ใกล้	fear	0.345
unjustifiable	แสดงเหตุผลไม่ได้	fear	0.344
knell	เสียงฆังมรณะ	fear	0.344
contentious	ที่ถกเถียงกัน	fear	0.344
opposed	ตรงข้าม	fear	0.344
shame	ความอัปยศ	fear	0.344
avoidance	การหลีกเลี่ยง	fear	0.344
resistant	ต้านทาน	fear	0.344
discipline	วินัย	fear	0.344
defy	ท้า	fear	0.344
belittle	ดูแคลน	fear	0.344
fanaticism	ความคลั่ง	fear	0.344
bearish	งุ่มง่าม	fear	0.344
opium	ฝิ่น	fear	0.344
sorrow	ความเศร้าโศก	fear	0.344
mri	MRI	fear	0.344
shaky	สั่นคลอน	fear	0.344
hiss	ฟ่อ	fear	0.344
loneliness	ความเหงา	fear	0.344
swerve	หักเลี้ยว	fear	0.344
taboo	ข้อห้าม	fear	0.344
reckless	บ้าบิ่น	fear	0.344
obstacle	อุปสรรค	fear	0.344
launches	การเปิดตัว	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	คำตัดสิน	fear	0.344
servile	เหมือนคนรับใช้	fear	0.344
hesitation	ความลังเล	fear	0.344
evade	หลบเลี่ยง	fear	0.344
recession	ภาวะถดถอย	fear	0.344
eel	ปลาไหล	fear	0.344
shortage	ความขาดแคลน	fear	0.344
pest	ศัตรูพืช	fear	0.344
cutter	เครื่องตัด	fear	0.344
psych	วิญญาณ	fear	0.344
parachute	ร่มชูชีพ	fear	0.344
disrespectful	ไม่สุภาพ	fear	0.343
phalanx	ฝูงสัตว์	fear	0.342
creature	สัตว์	fear	0.340
mortgage	จำนอง	fear	0.331
specter	สาง	fear	0.331
enigmatic	ลึกลับ	fear	0.329
caution	ความระมัดระวัง	fear	0.328
police	ตำรวจ	fear	0.328
shank	ก้าน	fear	0.328
undesirable	ไม่พึงปรารถนา	fear	0.328
shutdown	ปิดตัวลง	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	ผู้ใต้บังคับบัญชา	fear	0.328
gametime	gametime	fear	0.328
remove	เอาออก	fear	0.328
smut	เขม่า	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	อุบัติเหตุ	fear	0.328
loom	กี่ทอผ้า	fear	0.328
supremacy	อำนาจสูงสุด	fear	0.328
unlucky	โชคร้าย	fear	0.328
quash	ล้มล้าง	fear	0.328
hives	อาการโรคลมพิษ	fear	0.328
wimp	คนน่าเบื่อ	fear	0.328
gladiator	นักสู้	fear	0.328
feeling	ความรู้สึก	fear	0.328
dominion	การปกครอง	fear	0.328
encumbrance	สิ่งที่เป็นภาระ	fear	0.328
adrift	ไม่มีจุดหมาย	fear	0.328
defendant	จำเลย	fear	0.328
outpost	ด่านหน้า	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	หมดสติ	fear	0.328
wrongly	อย่างผิดพลาด	fear	0.328
bugaboo	ผี	fear	0.328
weirdo	กะเทย	fear	0.328
ethereal	ไม่มีตัวตน	fear	0.328
scarce	ขาดแคลน	fear	0.327
unsettled	ยังไม่เรียบร้อย	fear	0.327
antisocial	ต่อต้านสังคม	fear	0.324
astray	หลงผิด	fear	0.320
vigilant	ระมัดระวัง	fear	0.319
socialist	นักสังคมนิยม	fear	0.318
halter	เชือกแขวนคอ	fear	0.318
pessimist	ผู้มองดูในแง่ร้าย	fear	0.317
pacing	เดินไปเดินมา	fear	0.316
opponent	คู่แข่ง	fear	0.312
discontinuity	ไม่ต่อเนื่อง	fear	0.312
conspire	สมรู้ร่วมคิด	fear	0.312
trickery	การใช้กลอุบาย	fear	0.312
obsessing	หลงใหล	fear	0.312
seclusion	ความสันโดษ	fear	0.312
whirlwind	ลมกรด	fear	0.312
unexpected	ไม่คาดฝัน	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	อัด	fear	0.312
collusion	สมรู้ร่วมคิด	fear	0.312
muzzle	ปากกระบอกปืน	fear	0.312
blight	ทำลาย	fear	0.312
foreigner	ชาวต่างชาติ	fear	0.312
chargeable	รับผิดชอบ	fear	0.312
laxative	ยาระบาย	fear	0.312
clinical	ทางคลินิก	fear	0.312
dentist	ทันตแพทย์	fear	0.312
therapist	นักบำบัดโรค	fear	0.312
deadline	วันกำหนดส่ง	fear	0.312
bewilderment	ความสับสน	fear	0.312
litigate	ฟ้องร้อง	fear	0.312
nether	ใต้	fear	0.312
thorny	มีหนาม	fear	0.312
valium	valium	fear	0.312
powerful	มีอำนาจ	fear	0.312
uneasy	ไม่สบายใจ	fear	0.312
unkind	เหี้ยมโหด	fear	0.312
ordnance	อาวุธยุทโธปกรณ์	fear	0.312
wimpy	Wimpy	fear	0.312
overthinking	คิดมาก	fear	0.309
doubts	ข้อสงสัย	fear	0.308
seriousness	ความร้ายแรง	fear	0.305
irrational	ไม่มีเหตุผล	fear	0.305
erase	ลบออก	fear	0.303
teasing	การล้อเล่น	fear	0.303
razor	มีดโกน	fear	0.303
sweating	การขับเหงื่อ	fear	0.298
reluctant	ไม่เต็มใจ	fear	0.297
mage	นักเวทย์	fear	0.297
crouching	หมอบ	fear	0.297
warning	การเตือน	fear	0.297
endless	ไม่มีที่สิ้นสุด	fear	0.297
adjudicate	ตัดสิน	fear	0.297
bale	ก้อน	fear	0.297
inflation	เงินเฟ้อ	fear	0.297
giant	ยักษ์	fear	0.297
auditor	ผู้สอบบัญชี	fear	0.297
medical	ทางการแพทย์	fear	0.297
swamp	ปลัก	fear	0.297
bitch	ผู้หญิงเลว	fear	0.297
mislead	ทำให้เข้าใจผิด	fear	0.297
weighty	ลำบาก	fear	0.297
avoid	หลีกเลี่ยง	fear	0.297
depreciated	คิดค่าเสื่อมราคา	fear	0.297
flounder	ดิ้นรน	fear	0.297
deflation	ภาวะเงินฝืด	fear	0.297
unsurpassed	ไม่มีที่เปรียบ	fear	0.297
dashed	ประ	fear	0.297
hide	ปิดบัง	fear	0.297
timidity	ความขี้ขลาด	fear	0.297
deluge	น้ำท่วม	fear	0.287
disinformation	บิดเบือน	fear	0.286
court	ศาล	fear	0.284
aversion	ความเกลียดชัง	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	ไม่เป็นมิตร	fear	0.281
remains	ซากศพ	fear	0.281
discourage	กีดกัน	fear	0.281
cautious	ระมัดระวัง	fear	0.281
oncoming	เร็ว ๆ นี้	fear	0.281
flying	การบิน	fear	0.281
mistaken	ผิดพลาด	fear	0.281
swelling	บวม	fear	0.281
dwarfed	คนแคระ	fear	0.281
surveillance	การตรวจตรา	fear	0.281
apache	อาปาเช่	fear	0.281
rush	วิ่ง	fear	0.281
yelp	ร้องเอ๋ง	fear	0.281
cartridge	กระสุนปืน	fear	0.281
fortress	ป้อม	fear	0.281
bigoted	ดันทุรัง	fear	0.281
notready	ไม่พร้อม	fear	0.281
challenge	ท้าทาย	fear	0.281
submitting	ส่ง	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ความสับสน	fear	0.281
unruly	ดื้อด้าน	fear	0.281
intense	เข้มข้น	fear	0.279
noncompliance	การไม่ปฏิบัติตาม	fear	0.276
alerts	การแจ้งเตือน	fear	0.276
planes	เครื่องบิน	fear	0.274
displeased	ไม่พอใจ	fear	0.273
cop	ตำรวจ	fear	0.273
unbridled	ดื้อด้าน	fear	0.271
regiment	กองทหาร	fear	0.266
crowds	ฝูงชน	fear	0.266
sentence	ประโยค	fear	0.266
blindfold	ซึ่งปิดตา	fear	0.266
crouch	หมอบคลาน	fear	0.266
belt	เข็มขัด	fear	0.266
hooded	ที่คลุมด้วยผ้า	fear	0.266
uncanny	ประหลาด	fear	0.266
cupping	ป้อง	fear	0.266
sneak	แอบดู	fear	0.266
cloak	ปิดบัง	fear	0.266
banger	ไส้กรอก	fear	0.266
affront	ดูหมิ่น	fear	0.266
confession	คำสารภาพ	fear	0.266
blemish	ด่างพร้อย	fear	0.266
posse	กองทหาร	fear	0.266
auditions	ออดิชั่น	fear	0.266
forgotten	ลืม	fear	0.266
immerse	แช่	fear	0.266
operation	การทำงาน	fear	0.266
elevation	การยกระดับ	fear	0.266
shanghai	เซี่ยงไฮ้	fear	0.266
hood	กระโปรงหน้ารถ	fear	0.266
problem	ปัญหา	fear	0.266
skid	ลื่นไถล	fear	0.266
insomnia	โรคนอนไม่หลับ	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	นักกายกรรม	fear	0.266
flurries	ละออง	fear	0.266
force	บังคับ	fear	0.266
spur	เดือย	fear	0.262
defense	ป้องกัน	fear	0.258
mortgagor	ผู้จำนอง	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	วิ่ง	fear	0.250
rascal	คนพาล	fear	0.250
standstill	การนิ่งเฉย	fear	0.250
doubt	สงสัย	fear	0.250
cataract	ต้อกระจก	fear	0.250
repent	สำนึกผิด	fear	0.250
unfamiliar	ไม่คุ้นเคย	fear	0.250
delusional	ประสาทหลอน	fear	0.250
obliging	เป็นมิตร	fear	0.250
hag	แม่มด	fear	0.250
defend	แก้ต่าง	fear	0.250
guard	ยาม	fear	0.250
scapegoat	แพะรับบาป	fear	0.250
swampy	เฉอะแฉะ	fear	0.250
react	เกิดปฏิกิริยา	fear	0.250
breakingnews	ข่าวด่วน	fear	0.250
foul	เหม็น	fear	0.250
spinster	เทื้อ	fear	0.250
indifference	ความไม่แยแส	fear	0.250
sunk	จม	fear	0.250
picket	รั้ว	fear	0.250
insect	แมลง	fear	0.250
rating	อันดับ	fear	0.250
forewarned	เตือน	fear	0.250
indecisive	ไม่เด็ดขาด	fear	0.250
stealthy	หลบ ๆ ซ่อน ๆ	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	สายดิน	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	สูงสุด	fear	0.236
inequality	ความไม่เสมอภาค	fear	0.234
rekindle	จุดอีกครั้ง	fear	0.234
shrink	หด	fear	0.234
scaffold	นั่งร้าน	fear	0.234
discontent	ไม่พอใจ	fear	0.234
verge	ปาก	fear	0.234
psychiatrist	จิตแพทย์	fear	0.234
overdrive	ขับรถเร็วเกินกำลังเครื่อง	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ขอร้อง	fear	0.234
pinion	ปีกนก	fear	0.234
finalized	สรุป	fear	0.234
shelters	ที่พักอาศัย	fear	0.234
sleepless	นอนไม่หลับ	fear	0.234
dependence	การพึ่งพาอาศัยกัน	fear	0.234
chicken	ไก่	fear	0.234
instinctive	เกี่ยวกับสัญชาตญาณ	fear	0.234
buzz	ฉวัดเฉวียน	fear	0.234
difficulty	ความยาก	fear	0.234
bee	ผึ้ง	fear	0.234
insomniac	นอนไม่หลับ	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	เจ้าชู้	fear	0.234
rushing	การวิ่ง	fear	0.233
overslept	overslept	fear	0.226
default	ค่าเริ่มต้น	fear	0.226
confessional	สารภาพ	fear	0.225
impatient	ใจร้อน	fear	0.224
immigrant	ผู้อพยพ	fear	0.219
heft	ยกนำ้หนัก	fear	0.219
sweat	เหงื่อ	fear	0.219
waver	วอกแวก	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	ตระหนี่	fear	0.219
thrill	หวาม	fear	0.219
cane	อ้อย	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	กลยุทธ์	fear	0.219
veer	เปลี่ยนทิศทาง	fear	0.219
unequal	ไม่เท่ากัน	fear	0.219
lastminute	นาทีสุดท้าย	fear	0.219
jungle	ป่า	fear	0.219
bait	เหยื่อ	fear	0.219
revelations	เปิดเผย	fear	0.219
blues	เพลงบลูส	fear	0.219
overtired	เหนื่อยอ่อนมากไป	fear	0.218
prognosis	การทำนาย	fear	0.217
alertness	การเตรียมพร้อม	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	หวังว่าฉันจะโชคดี	fear	0.212
tryouts	คัดเลือก	fear	0.210
clowns	ตัวตลก	fear	0.207
fluctuation	ความผันผวน	fear	0.204
restless	กระสับกระส่าย	fear	0.204
examination	การตรวจสอบ	fear	0.204
intimacy	ความใกล้ชิด	fear	0.203
phew	วุ้ย	fear	0.203
quail	นกกระทา	fear	0.203
hurry	รีบเร่ง	fear	0.203
uphill	ขึ้นเนิน	fear	0.203
mighty	เกรียงไกร	fear	0.203
birth	กำเนิด	fear	0.203
cross	ข้าม	fear	0.203
help	ช่วยด้วย	fear	0.203
overcome	เอาชนะ	fear	0.203
recesses	หลืบ	fear	0.203
acceptances	การรับรอง	fear	0.203
fearless	กล้าหาญ	fear	0.200
ware	เครื่องปั้นดินเผา	fear	0.198
change	เปลี่ยนแปลง	fear	0.198
withstand	ต้านทาน	fear	0.197
asap	โดยเร็วที่สุด	fear	0.191
owing	ยังค้างอยู่	fear	0.188
gnome	คำพังเพย	fear	0.188
cautiously	รอบคอบ	fear	0.188
tract	เนื้อที่	fear	0.188
deadlines	กำหนดเวลา	fear	0.188
heighten	เพิ่มความสูง	fear	0.188
attorney	อัยการ	fear	0.188
bug	แมลง	fear	0.188
knots	นอต	fear	0.188
fragile	บอบบาง	fear	0.188
rule	กฎ	fear	0.188
advance	ความก้าวหน้า	fear	0.188
intrigue	วางอุบาย	fear	0.188
overcoming	การเอาชนะ	fear	0.188
stillness	ความเงียบสงบ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ดู	fear	0.188
unorganised	ไม่มีการรวบรวมกัน	fear	0.188
elf	เด็กซน	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	เหงา	fear	0.183
slippery	ลื่น	fear	0.181
interview	สัมภาษณ์	fear	0.180
everyman	ผู้ชายทุกคน	fear	0.178
speculation	การเก็งกำไร	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	การประเมินผล	fear	0.172
competition	การแข่งขัน	fear	0.172
settlor	มอบทรัพย์สิน	fear	0.172
rod	คัน	fear	0.172
checkpoint	ด่าน	fear	0.172
regulatory	กฎระเบียบ	fear	0.172
worship	นมัสการ	fear	0.172
shell	เปลือก	fear	0.172
readytogo	พร้อมที่จะไป	fear	0.172
uncertain	ไม่แน่ใจ	fear	0.172
unsure	ไม่มั่นใจ	fear	0.172
birch	ไม้เรียว	fear	0.172
surprise	แปลกใจ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	แกลบ	fear	0.172
composure	ความสงบ	fear	0.172
interviewer	ผู้สัมภาษณ์	fear	0.172
less	น้อยกว่า	fear	0.167
coy	อาย	fear	0.162
iris	ม่านตา	fear	0.160
audition	การได้ยิน	fear	0.156
sly	เขี้ยวลากดิน	fear	0.156
legalized	ทำให้การค้า	fear	0.156
intimately	อย่างใกล้ชิด	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	นับถอยหลัง	fear	0.156
hearing	การได้ยิน	fear	0.156
bases	ฐาน	fear	0.156
medication	ยา	fear	0.156
ceasefire	การหยุดยิง	fear	0.156
retirement	การเกษียณอายุ	fear	0.156
courageous	กล้าหาญ	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	BACKTRACK	fear	0.151
dawned	ผุดขึ้น	fear	0.150
censor	ตรวจข่าว	fear	0.149
bailiff	ปลัดอำเภอ	fear	0.147
syllabus	หลักสูตร	fear	0.147
gent	สุภาพบุรุษ	fear	0.141
caricature	การ์ตูนล้อเลียน	fear	0.141
rationality	ความมีเหตุผล	fear	0.141
cove	ที่เว้า	fear	0.141
newcomer	ผู้มาใหม่	fear	0.141
eventuality	เหตุการณ์ที่ไม่แน่นอน	fear	0.141
imagination	จินตนาการ	fear	0.141
validity	ความถูกต้อง	fear	0.141
waiting	ที่รอ	fear	0.141
delay	ความล่าช้า	fear	0.141
shy	อาย	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	อาการ	fear	0.133
excite	ตื่นเต้น	fear	0.132
raccoon	สัตว์คล้ายหมีเล็ก	fear	0.127
prevent	ป้องกัน	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ตุ๊ย	fear	0.125
ahhh	ahhh ค	fear	0.125
hawk	เหยี่ยว	fear	0.125
campaigning	การรณรงค์	fear	0.125
soready	soready	fear	0.125
tryout	ลองดู	fear	0.125
marry	แต่งงาน	fear	0.125
sprite	เทพดา	fear	0.125
swim	การว่ายน้ำ	fear	0.125
gameday	วันแข่งขัน	fear	0.125
sag	ลดลง	fear	0.123
pharmacy	ร้านขายยา	fear	0.123
policeman	ตร.	fear	0.121
lace	ปัก	fear	0.111
dreamt	ฝัน	fear	0.111
holiness	ความศักดิ์สิทธิ์	fear	0.109
pray	อธิษฐาน	fear	0.109
weight	น้ำหนัก	fear	0.109
incase	เผื่อ	fear	0.109
knot	ปม	fear	0.109
confidence	ความมั่นใจ	fear	0.109
notoriety	ความอื้อฉาว	fear	0.109
homework	การบ้าน	fear	0.109
destination	ปลายทาง	fear	0.109
bigday	bigday	fear	0.109
slender	ผอมบาง	fear	0.100
undecided	ลังเล	fear	0.098
sympathetic	สงสาร	fear	0.097
god	พระเจ้า	fear	0.094
grades	เกรด	fear	0.094
loyal	ซื่อสัตย์	fear	0.094
poise	ชั่ง	fear	0.094
treat	รักษา	fear	0.094
confident	มั่นใจ	fear	0.094
counsellor	ผู้ให้คำปรึกษา	fear	0.094
helmet	หมวกนิรภัย	fear	0.094
case	กรณี	fear	0.094
locate	ตั้งอยู่	fear	0.094
northeast	ตะวันออกเฉียงเหนือ	fear	0.088
compassion	ความเห็นอกเห็นใจ	fear	0.078
nurture	บำรุง	fear	0.078
graduation	การสำเร็จการศึกษา	fear	0.078
graded	ที่จัดลำดับ	fear	0.075
mum	แม่	fear	0.070
infant	ทารก	fear	0.067
civilians	พลเรือน	fear	0.062
soulmate	เนื้อคู่	fear	0.062
civilian	พลเรือน	fear	0.062
cloudiness	ความหมอง	fear	0.062
gradschool	GradSchool	fear	0.062
parade	ขบวนแห่	fear	0.062
cash	เงินสด	fear	0.062
journey	การเดินทาง	fear	0.062
guidelines	แนวทาง	fear	0.062
youth	หนุ่ม	fear	0.062
opera	อุปรากร	fear	0.057
synonymous	ตรงกัน	fear	0.056
praying	อาขยาน	fear	0.047
honest	ซื่อสัตย์	fear	0.047
intelligence	สติปัญญา	fear	0.038
romance	ความโรแมนติก	fear	0.031
lines	เส้น	fear	0.031
volunteer	อาสาสมัคร	fear	0.031
obey	เชื่อฟัง	fear	0.016
happiest	มีความสุขที่สุด	joy	0.986
happiness	ความสุข	joy	0.984
bliss	ความสุข	joy	0.971
celebrating	ฉลอง	joy	0.970
jubilant	ปีติยินดี	joy	0.969
ecstatic	ซึ่งปีติยินดี	joy	0.954
elation	ความอิ่มเอมใจ	joy	0.944
bestdayever	วันที่ดีที่สุดเท่าที่เคย	joy	0.938
beaming	ยิ้มแย้มแจ่มใส	joy	0.938
loveee	loveee	joy	0.932
celebration	งานเฉลิมฉลอง	joy	0.929
awesomeness	สุดยอด	joy	0.926
joy	ความปิติยินดี	joy	0.924
happily	เป็นสุข	joy	0.922
excitement	ความตื่นเต้น	joy	0.922
euphoria	ความรู้สึกสบาย	joy	0.922
fabulous	เหลือเชื่อ	joy	0.922
joyous	ปีติ	joy	0.922
exuberance	ความอุดมสมบูรณ์	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	ความกตัญญู	joy	0.914
spectacular	น่าตื่นเต้น	joy	0.912
merriment	ความสนุกสนาน	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ดีใจเหลือเกิน	joy	0.909
triumphant	มีชัย	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ความปีติยินดี	joy	0.906
cheerful	ร่าเริง	joy	0.906
cheer	เชียร์	joy	0.897
elated	ร่าเริง	joy	0.894
lovethis	รักสิ่งนี้	joy	0.891
laugh	หัวเราะ	joy	0.891
jolly	ครึกครื้น	joy	0.891
pleasures	ความสุข	joy	0.891
excitation	กระตุ้น	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ยินดี	joy	0.891
exhilaration	ความเบิกบานใจ	joy	0.891
marvelously	อย่างน่าพิศวง	joy	0.881
loving	ด้วยความรัก	joy	0.879
joyful	สนุกสนาน	joy	0.879
outstanding	โดดเด่น	joy	0.879
blissful	สาบายใจ	joy	0.879
pleasurable	น่าพอใจ	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	กระตือรือร้น	joy	0.875
lovinglife	ชีวิตคู่	joy	0.875
glee	ยินดี	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	มีความสุขมาก	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ที่หัวเราะ	joy	0.864
superb	ดีเยี่ยม	joy	0.864
wonderful	ยอดเยี่ยม	joy	0.863
brilliant	สุกใส	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	เชียร์	joy	0.859
hooray	ไชโย	joy	0.859
glory	ความรุ่งโรจน์	joy	0.859
celebrated	โด่งดัง	joy	0.859
loved	รัก	joy	0.859
magnificent	งดงาม	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	คำอุทานสรรเสริญพระผู้เป็นเจ้า	joy	0.859
exciting	น่าตื่นเต้น	joy	0.853
heavenly	จากสวรรค์	joy	0.853
thrilled	น่าตื่นตาตื่นใจ	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ฉลอง	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ให้ศีลให้พร	joy	0.844
wonderfully	เยี่ยมยอด	joy	0.844
sweetness	ความหวาน	joy	0.833
marvellous	มหัศจรรย์	joy	0.833
festive	เทศกาล	joy	0.833
blessed	มีความสุข	joy	0.833
paradise	สวรรค์	joy	0.833
celebrations	ฉลองสิริราชสมบัติ	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ที่ยิ้ม	joy	0.828
enchanting	เจ้าเสน่ห์	joy	0.828
love	ความรัก	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	บ้านที่แสนอบอุ่น	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	เสียงหัวเราะ	joy	0.824
marvelous	มหัศจรรย์	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ฉลอง	joy	0.818
sensational	โลดโผน	joy	0.818
delightful	น่ารื่นรมย์	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	ซึ่งดีใจ	joy	0.818
joys	ความสุข	joy	0.818
goodness	ความดี	joy	0.818
excited	ตื่นเต้น	joy	0.818
excellence	ความเป็นเลิศ	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ร่าเริง	joy	0.814
glorious	รุ่งโรจน์	joy	0.812
lovemaking	การเกี้ยวพาราสี	joy	0.812
rejoice	ชื่นชมยินดี	joy	0.812
victorious	มีชัย	joy	0.812
excellent	ยอดเยี่ยม	joy	0.812
bonanza	ขุมทรัพย์	joy	0.812
smiley	ยิ้ม	joy	0.812
enjoy	สนุก	joy	0.812
splendid	โอ่โถง	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	ช่วงเวลาที่ดี	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	วันที่มีความสุข	joy	0.809
myfavorite	ของโปรด	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ความสุข	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
