word	Mongolian-mn	emotion	emotion-intensity-score
lastminute	сүүлийн минутад	fear	0.219
jungle	ширэнгэн ой	fear	0.219
bait	уур хилэн	fear	0.219
revelations	илчлэлтүүд	fear	0.219
blues	блюз	fear	0.219
overtired	overtired	fear	0.218
prognosis	таамаглал	fear	0.217
alertness	сэрэмжтэй байх	fear	0.216
hyped	гипотензи	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	надад амжилт хүсээрэй	fear	0.212
tryouts	оролдож үзэх	fear	0.210
clowns	алиалагч	fear	0.207
fluctuation	хэлбэлзэл	fear	0.204
restless	тайван байна	fear	0.204
examination	үзлэг	fear	0.204
intimacy	дотно байдал	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	Яарав уу	fear	0.203
uphill	дээрээс дээш	fear	0.203
mighty	хүчирхэг	fear	0.203
birth	төрөлт	fear	0.203
cross	хөндлөнгийн	fear	0.203
help	Туслаач	fear	0.203
overcome	даван туулах	fear	0.203
recesses	завсарлага	fear	0.203
acceptances	хүлээн зөвшөөрөх	fear	0.203
fearless	айдасгүй байна	fear	0.200
ware	Ware	fear	0.198
change	өөрчлөлт	fear	0.198
withstand	тэсвэрлэх	fear	0.197
asap	гэж асуув	fear	0.191
owing	учир нь	fear	0.188
gnome	gnome	fear	0.188
cautiously	болгоомжтой байх хэрэгтэй	fear	0.188
tract	зам	fear	0.188
deadlines	Хугацаа	fear	0.188
heighten	өндөр байна	fear	0.188
attorney	өмгөөлөгч	fear	0.188
bug	алдаа	fear	0.188
knots	зангилаа	fear	0.188
fragile	эмзэг	fear	0.188
rule	дүрэм	fear	0.188
advance	урьдчилгаа	fear	0.188
intrigue	үзэн ядалт	fear	0.188
overcoming	даван туулах	fear	0.188
stillness	тайван байдал	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	үзэх	fear	0.188
unorganised	зохион байгуулалтгүй	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ганцаардаж байна	fear	0.183
slippery	гулгамтгай	fear	0.181
interview	ярилцлага	fear	0.180
everyman	бүх хүн	fear	0.178
speculation	таамаглал	fear	0.176
needtoknow	мэдэх хэрэгтэй	fear	0.173
assessment	үнэлгээ	fear	0.172
competition	өрсөлдөөн	fear	0.172
settlor	суурин хүн	fear	0.172
rod	саваа	fear	0.172
checkpoint	шалгах цэг	fear	0.172
regulatory	зохицуулалт	fear	0.172
worship	мөргөл	fear	0.172
shell	бүрхүүл	fear	0.172
readytogo	явахад бэлэн	fear	0.172
uncertain	тодорхойгүй байна	fear	0.172
unsure	итгэлгүй байна	fear	0.172
birch	хус	fear	0.172
surprise	гайхалтай	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	хальс	fear	0.172
composure	тайван байдал	fear	0.172
interviewer	Ярилцлага авагч	fear	0.172
less	бага байна	fear	0.167
coy	coy	fear	0.162
iris	цахилдаг	fear	0.160
audition	сонсгол	fear	0.156
sly	зальтай байна	fear	0.156
legalized	хууль ёсны	fear	0.156
intimately	дотно	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Тоолуур	fear	0.156
hearing	сонсгол	fear	0.156
bases	суурь	fear	0.156
medication	эм	fear	0.156
ceasefire	гал зогсоох	fear	0.156
retirement	тэтгэвэрт гарсан	fear	0.156
courageous	зоригтой	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	буцах зам	fear	0.151
dawned	гэж хэлэв	fear	0.150
censor	цензур	fear	0.149
bailiff	Шүүхийн шийдвэр гүйцэтгэх байгууллага	fear	0.147
syllabus	хетелбер	fear	0.147
gent	gent	fear	0.141
caricature	Сонирхолтой	fear	0.141
rationality	оновчтой байдал	fear	0.141
cove	cove	fear	0.141
newcomer	шинэ гишүүн	fear	0.141
eventuality	үйл явц	fear	0.141
imagination	төсөөлөл	fear	0.141
validity	хүчин төгөлдөр байна	fear	0.141
waiting	хүлээж байна	fear	0.141
delay	хойшлуулсан	fear	0.141
shy	ичимхий	fear	0.140
alreadyyyyy	дажгүй байна	fear	0.140
symptom	шинж тэмдэг	fear	0.133
excite	баярлаж байна	fear	0.132
raccoon	элбэнх	fear	0.127
prevent	урьдчилан сэргийлэх	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	алиалагч	fear	0.125
ahhh	ahhh	fear	0.125
hawk	Алгасах	fear	0.125
campaigning	кампанит ажил	fear	0.125
soready	Өшөөтэй	fear	0.125
tryout	Зорилго	fear	0.125
marry	гэрлэх	fear	0.125
sprite	sprite	fear	0.125
swim	усанд сэлэх	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	эмийн сан	fear	0.123
policeman	цагдаа	fear	0.121
lace	нэхсэн тор	fear	0.111
dreamt	зүүдлэв	fear	0.111
holiness	ариун байдал	fear	0.109
pray	залбир	fear	0.109
weight	жин	fear	0.109
incase	Хэрэв	fear	0.109
knot	зангилаа	fear	0.109
confidence	итгэл үнэмшил	fear	0.109
notoriety	алдар нэр	fear	0.109
homework	гэрийн даалгавар	fear	0.109
destination	очих газар	fear	0.109
bigday	чухал өдөр	fear	0.109
slender	нарийхан	fear	0.100
undecided	Үгүй	fear	0.098
sympathetic	симпатик	fear	0.097
god	бурхан	fear	0.094
grades	агуулга	fear	0.094
loyal	үнэнч байх	fear	0.094
poise	poise	fear	0.094
treat	эмчлэх	fear	0.094
confident	итгэлтэй байна	fear	0.094
counsellor	зөвлөгч	fear	0.094
helmet	малгай	fear	0.094
case	хэрэг	fear	0.094
locate	байршуулна	fear	0.094
northeast	зүүн хойд талд	fear	0.088
compassion	энэрэнгүй байдал	fear	0.078
nurture	асрах	fear	0.078
graduation	төгсөлт	fear	0.078
graded	ангилсан	fear	0.075
mum	Ээж ээ	fear	0.070
infant	нялх хүүхэд	fear	0.067
civilians	энгийн иргэд	fear	0.062
soulmate	soulmate	fear	0.062
civilian	иргэний	fear	0.062
cloudiness	үүлс	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	парад	fear	0.062
cash	бэлэн мөнгө	fear	0.062
journey	аялал	fear	0.062
guidelines	удирдамж	fear	0.062
youth	залуучууд	fear	0.062
opera	дуурь	fear	0.057
synonymous	ижил утгатай	fear	0.056
praying	залбирах	fear	0.047
honest	шударга	fear	0.047
intelligence	оюун ухаан	fear	0.038
romance	романтик	fear	0.031
lines	шугамууд	fear	0.031
volunteer	сайн дурын ажилтан	fear	0.031
obey	дуулгавартай дага	fear	0.016
happiest	хамгийн аз жаргалтай	joy	0.986
happiness	аз жаргал	joy	0.984
bliss	аз жаргал	joy	0.971
celebrating	баяртай байна	joy	0.970
jubilant	баяртай байна	joy	0.969
ecstatic	хөгжилтэй	joy	0.954
elation	дур булаам	joy	0.944
bestdayever	сайн өдөр	joy	0.938
beaming	Энэ нь	joy	0.938
loveee	хайрлагч	joy	0.932
celebration	баяр	joy	0.929
awesomeness	гайхалтай	joy	0.926
joy	баяр хөөр	joy	0.924
happily	аз жаргалтай	joy	0.922
excitement	сэтгэл хөдлөл	joy	0.922
euphoria	баяр баясгалан	joy	0.922
fabulous	гайхамшигтай	joy	0.922
joyous	баяртай байна	joy	0.922
exuberance	сэтгэл хөдлөл	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	хайртай	joy	0.920
gratitude	талархал	joy	0.914
spectacular	гайхалтай	joy	0.912
merriment	тайвширч байна	joy	0.912
happydance	аз жаргал	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	баяртай байна	joy	0.909
triumphant	ялагдал	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	тайван байдал	joy	0.906
cheerful	хөгжилтэй	joy	0.906
cheer	Баярлалаа	joy	0.897
elated	баярлалаа	joy	0.894
lovethis	Үүнд дуртай	joy	0.891
laugh	инээв	joy	0.891
jolly	jolly	joy	0.891
pleasures	цэнгэл	joy	0.891
excitation	өдөөлт	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	баяртай байна	joy	0.891
exhilaration	сэтгэл хөдлөл	joy	0.891
marvelously	гайхалтай	joy	0.881
loving	хайр дурлал	joy	0.879
joyful	баяртай байна	joy	0.879
outstanding	үлдэгдэл	joy	0.879
blissful	баяртай байна	joy	0.879
pleasurable	таатай байна	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	урам зоригтой	joy	0.875
lovinglife	хайрын амьдрал	joy	0.875
glee	баяртай байна	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	Маш их баяртай байна	joy	0.868
woohoo	woohoo	joy	0.864
laughing	инээж байна	joy	0.864
superb	гайхалтай	joy	0.864
wonderful	гайхалтай	joy	0.863
brilliant	гайхалтай	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	хөгжилтэй	joy	0.859
hooray	hooray	joy	0.859
glory	алдар суу	joy	0.859
celebrated	тэмдэглэдэг	joy	0.859
loved	хайртай	joy	0.859
magnificent	гайхамшигтай	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	сэтгэл хөдөлгөм	joy	0.853
heavenly	тэнгэрлэг юм	joy	0.853
thrilled	баяртай байна	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	баяр тэмдэглэ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	адислал	joy	0.844
wonderfully	гайхалтай	joy	0.844
sweetness	сайхан амт	joy	0.833
marvellous	гайхалтай	joy	0.833
festive	баяр	joy	0.833
blessed	адислагдсан	joy	0.833
paradise	диваажин	joy	0.833
celebrations	баяр ёслол	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	инээмсэглэв	joy	0.828
enchanting	дур булаам	joy	0.828
love	хайр	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	гэр орон	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	инээв	joy	0.824
marvelous	гайхалтай	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	баяр хүргэе	joy	0.818
sensational	сэтгэл хөдлөм	joy	0.818
delightful	сайхан байна	joy	0.818
happyheart	Баярлалаа	joy	0.818
rejoicing	баяртай байна	joy	0.818
joys	баяр баясгалан	joy	0.818
goodness	сайн сайхан	joy	0.818
excited	хөгжилтэй	joy	0.818
excellence	сайн чанар	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	Тэнэг юм байна	joy	0.814
glorious	алдартай	joy	0.812
lovemaking	Хайрыг бий болгох	joy	0.812
rejoice	баярлана уу	joy	0.812
victorious	ялагч	joy	0.812
excellent	маш сайн	joy	0.812
bonanza	bonanza	joy	0.812
smiley	инээмсэглэл	joy	0.812
enjoy	эдлэх	joy	0.812
splendid	сайхан байна	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	сайн цаг хугацаа	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	жаргалтай өдөр	joy	0.809
myfavorite	Миний дуртай	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	цэнгэл	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	баяр баясгалан	joy	0.803
giggle	инээв	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	амжилт	joy	0.797
happier	илүү аз жаргалтай	joy	0.797
dancing	бүжиглэж байна	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	гайхамшиг	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	баярлалаа	joy	0.789
splendor	сүр жавхлан	joy	0.788
amuse	хөгжилтэй байх	joy	0.788
fun	хөгжилтэй	joy	0.788
happy	аз жаргалтай	joy	0.788
enchanted	гайхалтай	joy	0.781
glorify	алдаршуул	joy	0.781
glad	баяртай байна	joy	0.781
beautiful	сайхан байна	joy	0.781
solucky	solucky	joy	0.781
giggling	хурцаарай	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	гэрэлтсэн	joy	0.781
heavens	тэнгэр	joy	0.779
perfection	төгс төгөлдөр	joy	0.779
christmassy	christmassy	joy	0.779
romance	романтик	joy	0.779
thrilling	сэтгэл татам	joy	0.776
miraculous	гайхамшигтай	joy	0.773
fiesta	Fiesta	joy	0.773
entertain	зугаацах	joy	0.773
congrats	баяр хүргэе	joy	0.773
cheers	баярлалаа	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	эерэг байдал	joy	0.773
lovable	lovable	joy	0.773
cheered	баярлаж байна	joy	0.773
funday	хөгжилтэй өдөр	joy	0.772
enjoying	сайхан өнгөрүүлээрэй	joy	0.771
cuddling	тэврэлт	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	хөгжилтэй байсан	joy	0.766
lifeisgood	амьдрал сайхан	joy	0.766
thebest	Хамгийн сайн	joy	0.766
sosweet	sosweet	joy	0.766
smiles	инээмсэглэл	joy	0.766
delight	баяртай байна	joy	0.765
orgasm	Дур	joy	0.765
party	нам	joy	0.765
positive	эерэг	joy	0.761
cheerfulness	хөгжилтэй	joy	0.758
miracles	гайхамшгууд	joy	0.758
sweetheart	хайрт	joy	0.758
enlighten	гэгээрүүлэх	joy	0.758
christmastime	Зул Сарын Цаг	joy	0.757
giddy	giddy	joy	0.757
romantic	романтик	joy	0.750
gratify	баярлалаа	joy	0.750
friendliness	нөхөрсөг байдал	joy	0.750
laughs	инээв	joy	0.750
greatness	агуу их	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	баяртай байна	joy	0.750
blessings	адислалууд	joy	0.750
smile	инээмсэглэн	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	ойн талбай	joy	0.742
enthusiasm	урам зориг	joy	0.742
triumph	ялалт	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ид шидийн	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	гайхамшиг	joy	0.742
rewarding	урамшуулал	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	хөгжил цэцэглэлт	joy	0.735
luxurious	тансаг	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	зоригтой	joy	0.734
goodday	Сайхан өдөр	joy	0.734
passionate	сэтгэл хөдлөлөө	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	дур булаам	joy	0.734
victory	ялалт	joy	0.734
admiration	гайхал	joy	0.734
tgif	tgif	joy	0.734
glorification	алдаршуулалт	joy	0.733
sing	дуулах	joy	0.729
glowing	гэрэлтэх	joy	0.729
breathtaking	сэтгэл хөдлөм	joy	0.728
fulfillment	гүйцэтгэл	joy	0.728
yessss	yessss	joy	0.728
cheery	хөгжилтэй	joy	0.727
thankful	баярлалаа	joy	0.727
hurrah	Хов жив	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	шагнал	joy	0.727
atpeace	atpeace	joy	0.727
win	ялалт	joy	0.727
merry	баяртай байна	joy	0.727
pleased	баяртай байна	joy	0.725
radiance	гэрэлтсэн	joy	0.725
inspiration	сүнслэг нөлөө	joy	0.725
uplift	Сайжруулах	joy	0.723
optimistic	өөдрөг үзэлтэй	joy	0.723
heaven	тэнгэр	joy	0.721
lucky	азтай	joy	0.721
thrill	сэтгэл хөдлөл	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	амралт	joy	0.721
harmony	эв нэгдэл	joy	0.719
brighten	гэрэл гэгээтэй	joy	0.719
lover	хайрт	joy	0.719
heartfelt	чин сэтгэлээсээ	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	сайхан байна	joy	0.719
amusement	зугаа цэнгэл	joy	0.719
congratulatory	баяр хүргэе	joy	0.719
praising	магтаж байна	joy	0.719
thriving	цэцэглэн хөгжиж байна	joy	0.719
perfect	төгс төгөлдөр	joy	0.719
magic	ид шид	joy	0.712
luckiest	хамгийн аз жаргалтай	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	тансаг	joy	0.712
bestfeeling	Хамгийн шилдэг нь	joy	0.712
treasures	эрдэнэс	joy	0.712
achievement	ололт амжилт	joy	0.712
yay	yay	joy	0.712
holiday	баярын өдөр	joy	0.712
intimate	дотно	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	инээдтэй	joy	0.706
rave	сайшаал	joy	0.706
proud	бахархалтай	joy	0.704
truelove	truelove	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	гайхалтай	joy	0.703
goodnews	сайн мэдээ	joy	0.703
optimism	өөдрөг үзэл	joy	0.703
satisfying	сэтгэл хангалуун байна	joy	0.703
gooood	gooood	joy	0.703
sweetest	хамгийн сайхан нь	joy	0.703
cherish	Сайхан байна	joy	0.703
goodlife	сайхан амьдрал	joy	0.703
beautification	гоо сайхан	joy	0.703
appreciates	баярлалаа	joy	0.703
winning	ялалт	joy	0.703
cuddled	тэврэлт	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	зугаацаж байна	joy	0.700
excite	баярлаж байна	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	төрсөн өдөр	joy	0.691
metime	арга барил	joy	0.688
favorite	дуртай	joy	0.688
honored	нэр хүндтэй	joy	0.688
content	контент	joy	0.688
godsend	godsend	joy	0.688
entertaining	хөгжилтэй	joy	0.688
angelic	Тэнгэр элч нар	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	Залбирал	joy	0.688
exquisite	сайхан	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	үнэт	joy	0.682
majestic	Сүр жавхлант	joy	0.682
appreciated	баярлалаа	joy	0.682
luscious	амттай	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	инээмсэглэв	joy	0.682
bestfriends	сайн найзууд	joy	0.682
exaltation	өргөмжлөл	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	гэрэл гэгээтэй	joy	0.682
tranquility	тайван байдал	joy	0.679
marry	гэрлэх	joy	0.676
embrace	тэврэлт	joy	0.676
positively	эерэг	joy	0.676
dearest	хамгийн дуртай	joy	0.672
relaxation	Амралт	joy	0.672
accomplished	амжилттай болсон	joy	0.672
hug	тэврэх	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	инээв	joy	0.672
enliven	цэнгэх	joy	0.672
contentment	сэтгэл ханамж	joy	0.672
hilarious	хөгжилтэй	joy	0.672
giggles	инээв	joy	0.672
bountiful	Өгөөмөр	joy	0.667
victor	ялагч	joy	0.667
adore	дуртайяа	joy	0.667
boisterous	харамсдаг	joy	0.667
fulfilled	биелэгдсэн	joy	0.667
fulfill	биелүүлэх	joy	0.664
cuddles	тэврэлт	joy	0.662
prosperous	хөгжилтэй	joy	0.660
romanticism	романтик	joy	0.656
humor	хошин шог	joy	0.656
glow	гэрэлтдэг	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	сайхан байна	joy	0.656
appreciation	талархал	joy	0.656
encouraged	урамшуулал	joy	0.656
satisfy	сэтгэл ханамж	joy	0.656
serenity	тайван байдал	joy	0.656
captivate	Сонирхолтой	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	сэтгэл ханамж	joy	0.652
treasure	эрдэнэс	joy	0.652
engaged	эрхэлдэг	joy	0.652
praises	магтаал	joy	0.652
abundance	элбэг	joy	0.652
fortunes	аз жаргал	joy	0.652
relaxing	амрах	joy	0.652
praised	магтаал	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	нэмэлт	joy	0.647
affection	хайр дурлал	joy	0.647
relieved	тайвширсан	joy	0.647
carnival	багт наадам	joy	0.643
divine	бурхан	joy	0.641
saintly	ариун гэгээнтэн	joy	0.641
harmoniously	нийцтэй	joy	0.641
achieve	хүрэх	joy	0.641
thanksgiving	талархал	joy	0.641
jackpot	jackpot	joy	0.641
priceless	үнэ цэнэтэй	joy	0.641
sensuality	мэдрэмж	joy	0.641
champion	аварга	joy	0.641
wedding	Хуриманд	joy	0.641
uplifting	Сайжруулах	joy	0.641
climax	оргил үе	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	тайван байна	joy	0.636
twinkle	гялалзах	joy	0.636
reverie	харамсалтай	joy	0.636
exalt	өргөмжлөх	joy	0.636
winner	ялагч	joy	0.636
felicity	Нөхцөл байдал	joy	0.636
cuddle	цахлай	joy	0.636
comforting	тайтгаруулах	joy	0.636
honeymoon	бал сар	joy	0.636
xoxo	xoxo	joy	0.634
amusing	хөгжилтэй	joy	0.625
reward	шагнал	joy	0.625
fondness	хайр дурлал	joy	0.625
hearts	зүрх сэтгэл	joy	0.625
brighter	илүү тод байна	joy	0.625
sweet	сайхан байна	joy	0.625
stargazing	Стокгольм	joy	0.625
festival	наадам	joy	0.625
snuggling	хайх	joy	0.625
generosity	өгөөмөр сэтгэл	joy	0.625
gorgeous	гоёмсог	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	хүйс	joy	0.622
parade	парад	joy	0.621
applause	алга ташилт	joy	0.621
genial	genial	joy	0.621
beauty	гоо сайхан	joy	0.621
kind	эелдэг	joy	0.621
newlife	шинэ амьдрал	joy	0.618
aspiring	Хүсэл тэмүүлэл	joy	0.618
fulfilling	гүйцэтгэл	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ариун журамтай	joy	0.613
kiss	үнсэж байна	joy	0.610
winnings	ялалт	joy	0.609
praiseworthy	сайшааж байна	joy	0.609
rainbows	бороотой	joy	0.609
generous	өгөөмөр	joy	0.609
enlightenment	Гэгээрэл	joy	0.609
playful	хөгжилтэй	joy	0.609
christmas	christmas	joy	0.609
super	мундаг	joy	0.609
elegance	дэгжин	joy	0.609
rekindle	дахин сэргээх	joy	0.609
awards	шагнал	joy	0.609
adorable	дуртай	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	бие даасан байдал	joy	0.607
successful	амжилттай болсон	joy	0.606
onelove	нэг хайр	joy	0.606
kindness	сайхан сэтгэл	joy	0.606
freely	чөлөөтэй	joy	0.606
surprises	гайхшрал	joy	0.606
inspired	сүнслэг нөлөөтэй	joy	0.606
hilarity	харамсалтай	joy	0.606
wonder	гайхаж байна	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	үзвэр үйлчилгээ	joy	0.603
whimsical	Сонирхолтой	joy	0.603
passion	хүсэл тэмүүлэл	joy	0.603
beautify	сайхан байна	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	нар мандах	joy	0.600
godisgood	Бурхан бол сайн	joy	0.597
whoo	Хэн	joy	0.594
angel	тэнгэр элч	joy	0.594
thankgod	баярлалаа	joy	0.594
accomplishment	амжилт	joy	0.594
flirt	сээтэгнэх	joy	0.594
goodmusic	сайхан хөгжим	joy	0.594
snuggled	snuggled	joy	0.594
revere	Хүндэтгэсэн	joy	0.594
inspire	урам зориг өгдөг	joy	0.594
fanfare	Сонсох	joy	0.594
peacefully	тайван замаар	joy	0.594
jesus	Есүс	joy	0.594
goodies	сайн зүйлс	joy	0.594
heroic	баатарлаг	joy	0.591
fortune	аз	joy	0.591
friendship	Найз нөхөд	joy	0.591
singing	дуулах	joy	0.591
exalted	өргөмжлөгдсөн	joy	0.591
summer	зун	joy	0.591
highest	хамгийн өндөр	joy	0.591
overflowing	Бялхам юм	joy	0.588
contented	сэтгэл хангалуун байна	joy	0.588
woot	woot	joy	0.588
rollicking	эргэлдэж байна	joy	0.588
hope	найдвар	joy	0.586
accolade	өргөмжлөл	joy	0.586
cozy	тухтай	joy	0.583
delicious	амттай	joy	0.579
friendly	нөхөрсөг	joy	0.578
sensuous	мэдрэмжтэй	joy	0.578
darling	хонгор минь	joy	0.578
picturesque	сайхан байна	joy	0.578
raving	гомдох	joy	0.578
praise	магтаал	joy	0.578
everlasting	үүрд мөнх	joy	0.578
ambition	Хүсэл тэмүүлэл	joy	0.578
thelife	амьдрал	joy	0.578
sparkle	спирт	joy	0.577
yeahhh	тиймээ	joy	0.576
luckygirl	азтай охин	joy	0.576
flattering	зусардах	joy	0.576
sensual	мэдрэмжтэй	joy	0.576
heroism	баатарлаг	joy	0.576
succeeding	амжилтанд хүрэх	joy	0.576
grace	нигүүлсэл	joy	0.576
peace	энх тайван	joy	0.576
livelife	livelife	joy	0.574
special	Онцгой	joy	0.574
tantalizing	төөрүүлэх нь	joy	0.572
pumped	шахсан	joy	0.567
worthwhile	үнэ цэнэтэй юм	joy	0.562
revels	revels	joy	0.562
prevail	давамгайлах	joy	0.562
liking	дуртай	joy	0.562
sunny	нартай	joy	0.562
relax	амрах	joy	0.562
surprise	гайхалтай	joy	0.562
hugs	тэврэлт	joy	0.562
admirable	гайхалтай	joy	0.562
hero	баатар	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	хөгжилтэй	joy	0.562
sweets	чихэр	joy	0.562
prosper	хөгжил цэцэглэлт	joy	0.562
superstar	супер од	joy	0.562
favorable	таатай	joy	0.561
bless	адислаарай	joy	0.561
tenderness	эмзэглэл	joy	0.561
freedom	эрх чөлөө	joy	0.561
masterpiece	шилдэг бүтээл	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	мөрөөдөл	joy	0.559
hopeful	найдвартай	joy	0.559
home	гэр	joy	0.559
cruising	Явах	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	итгэлтэй байдал	joy	0.553
closeness	ойрхон байна	joy	0.552
eagerness	сайхан сэтгэлтэй	joy	0.552
comfy	comfy	joy	0.551
sunshine	нартай	joy	0.551
confidence	итгэл үнэмшил	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	элит	joy	0.547
celestial	селестиал	joy	0.547
heart	зүрх сэтгэл	joy	0.547
completion	дуусгах	joy	0.547
good	сайн байна	joy	0.547
daughter	охин	joy	0.547
gifts	бэлэг	joy	0.547
astonishment	гайхширлаа	joy	0.547
bonus	урамшуулал	joy	0.547
goodmorning	сайнmorning	joy	0.547
lifted	өргөгдсөн	joy	0.547
zeal	зоригтой	joy	0.547
illuminate	гэрэлтэх	joy	0.547
gift	бэлэг	joy	0.547
vacation	амралт	joy	0.547
charmed	дур булаам	joy	0.546
recreation	амралт	joy	0.545
encouragement	урамшуулал	joy	0.545
gush	галзуу	joy	0.545
sublime	эрхэм дээд	joy	0.545
dance	бүжиг	joy	0.545
god	бурхан	joy	0.545
free	үнэгүй	joy	0.544
freshstart	шинэчилсэн	joy	0.544
savior	аврагч	joy	0.543
sanctuary	ариун газар	joy	0.541
grandchildren	ач, зээ нар	joy	0.540
wellness	эрүүл мэнд	joy	0.537
revel	реал	joy	0.534
inspirational	урам зориг өгдөг	joy	0.531
savor	амттай	joy	0.531
matrimony	гэрлэсэн	joy	0.531
money	мөнгө	joy	0.531
rainbow	солонго	joy	0.531
confident	итгэлтэй байна	joy	0.531
bridal	сүйт бүсгүй	joy	0.531
music	хөгжим	joy	0.531
fab	Баярлалаа	joy	0.531
serene	тайван байна	joy	0.531
alive	амьд байна	joy	0.531
