word	Haitian Creole-ht	emotion	emotion-intensity-score
smile	souri	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	Jubilee	joy	0.742
enthusiasm	antouzyasm	joy	0.742
triumph	triyonf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	majik	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mirak	joy	0.742
rewarding	rekonpanse	joy	0.742
feelgood	santi bon	joy	0.736
prosperity	pwosperite	joy	0.735
luxurious	abondan	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivan	joy	0.734
goodday	Bonjou	joy	0.734
passionate	pasyone	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	amoure	joy	0.734
victory	viktwa	joy	0.734
admiration	admirasyon	joy	0.734
tgif	tgif	joy	0.734
glorification	glorification	joy	0.733
sing	chante	joy	0.729
glowing	lumineux	joy	0.729
breathtaking	mayifik	joy	0.728
fulfillment	pwogrè	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	rekonesan	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	prim	joy	0.727
atpeace	atpeace	joy	0.727
win	genyen	joy	0.727
merry	kontan	joy	0.727
pleased	kontan	joy	0.725
radiance	klere	joy	0.725
inspiration	enspirasyon	joy	0.725
uplift	monte	joy	0.723
optimistic	optimis	joy	0.723
heaven	syèl la	joy	0.721
lucky	chans	joy	0.721
thrill	frison	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	jou ferye	joy	0.721
harmony	amoni	joy	0.719
brighten	eklere	joy	0.719
lover	lover	joy	0.719
heartfelt	sensè	joy	0.719
utopian	Utopi	joy	0.719
xmas	ksma	joy	0.719
lovely	bèl	joy	0.719
amusement	amizman	joy	0.719
congratulatory	felisitasyon	joy	0.719
praising	fè lwanj	joy	0.719
thriving	pwospere	joy	0.719
perfect	pafè	joy	0.719
magic	majik	joy	0.712
luckiest	Luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	liksye	joy	0.712
bestfeeling	Bestfeeling	joy	0.712
treasures	trezò	joy	0.712
achievement	siksè	joy	0.712
yay	yay	joy	0.712
holiday	jou ferye	joy	0.712
intimate	entim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	devinèt	joy	0.706
proud	fyè	joy	0.704
truelove	Vrè lanmou	joy	0.703
fuckyeah	Fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	étonant	joy	0.703
goodnews	bon nouvel	joy	0.703
optimism	optimis	joy	0.703
satisfying	satisfè	joy	0.703
gooood	gooood	joy	0.703
sweetest	Sweetest	joy	0.703
cherish	cherish	joy	0.703
goodlife	goodlife	joy	0.703
beautification	anbelisman	joy	0.703
appreciates	apresye	joy	0.703
winning	genyen	joy	0.703
cuddled	kale	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	antretni	joy	0.700
excite	eksite	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	anivèsè nesans	joy	0.691
metime	metimize	joy	0.688
favorite	pi renmen	joy	0.688
honored	onore	joy	0.688
content	kontni	joy	0.688
godsend	bondye	joy	0.688
entertaining	amizan	joy	0.688
angelic	zanj	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	Adoration	joy	0.688
exquisite	ekskiz	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	presye	joy	0.682
majestic	Majestic	joy	0.682
appreciated	apresye	joy	0.682
luscious	Apetisan	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	souri	joy	0.682
bestfriends	Bon zanmi	joy	0.682
exaltation	ekstasyon	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	klere	joy	0.682
tranquility	trankilite	joy	0.679
marry	marye	joy	0.676
embrace	anbrase	joy	0.676
positively	pozitivman	joy	0.676
dearest	mwen renmen anpil	joy	0.672
relaxation	detant	joy	0.672
accomplished	akonpli	joy	0.672
hug	anbrase	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	anim	joy	0.672
contentment	kontantman	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	bon	joy	0.667
victor	viktor	joy	0.667
adore	adore	joy	0.667
boisterous	fò	joy	0.667
fulfilled	rive vre	joy	0.667
fulfill	satisfè	joy	0.664
cuddles	kale	joy	0.662
prosperous	pwospere	joy	0.660
romanticism	romantizm	joy	0.656
humor	imè	joy	0.656
glow	lumière	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	bèl	joy	0.656
appreciation	apresyasyon	joy	0.656
encouraged	ankouraje	joy	0.656
satisfy	satisfè	joy	0.656
serenity	serenite	joy	0.656
captivate	kaptive	joy	0.656
besties	bè	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfaksyon	joy	0.652
treasure	trezò	joy	0.652
engaged	angaje	joy	0.652
praises	fè lwanj	joy	0.652
abundance	abondans	joy	0.652
fortunes	fòtin	joy	0.652
relaxing	ap detann	joy	0.652
praised	fè lwanj	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	konpleman	joy	0.647
affection	afeksyon	joy	0.647
relieved	soulajman	joy	0.647
carnival	kanaval	joy	0.643
divine	diven	joy	0.641
saintly	saintly	joy	0.641
harmoniously	annamoni	joy	0.641
achieve	reyalize	joy	0.641
thanksgiving	di Bondye mèsi	joy	0.641
jackpot	jackpot	joy	0.641
priceless	présié	joy	0.641
sensuality	sensuel	joy	0.641
champion	chanpyon	joy	0.641
wedding	maryaj	joy	0.641
uplifting	relèvman	joy	0.641
climax	Pi gwo pwen	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	lapè	joy	0.636
twinkle	twinkle	joy	0.636
reverie	Reverie	joy	0.636
exalt	leve	joy	0.636
winner	gayan	joy	0.636
felicity	felisite	joy	0.636
cuddle	karese	joy	0.636
comforting	rekonfòte	joy	0.636
honeymoon	Lin de myèl	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amizan	joy	0.625
reward	rekonpans	joy	0.625
fondness	amoure	joy	0.625
hearts	kè	joy	0.625
brighter	briyan	joy	0.625
sweet	dous	joy	0.625
stargazing	Stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	nouri	joy	0.625
generosity	jenewozite	joy	0.625
gorgeous	supèrb	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	fè sèks	joy	0.622
parade	parad	joy	0.621
applause	aplodisman	joy	0.621
genial	jenital	joy	0.621
beauty	bote	joy	0.621
kind	kalite	joy	0.621
newlife	newlife	joy	0.618
aspiring	aspiran	joy	0.618
fulfilling	akonpli	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	vètye	joy	0.613
kiss	bo	joy	0.610
winnings	gaye	joy	0.609
praiseworthy	lwanj	joy	0.609
rainbows	rainbows	joy	0.609
generous	jenere	joy	0.609
enlightenment	Syèk Limyè	joy	0.609
playful	playful	joy	0.609
christmas	Nwèl	joy	0.609
super	super	joy	0.609
elegance	distenksyon	joy	0.609
rekindle	rekindle	joy	0.609
awards	prim	joy	0.609
adorable	adorabl	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	endepandans	joy	0.607
successful	siksè	joy	0.606
onelove	yon sèl Lanmou	joy	0.606
kindness	jantiyès	joy	0.606
freely	lib	joy	0.606
surprises	supriz	joy	0.606
inspired	enspire	joy	0.606
hilarity	hilarity	joy	0.606
wonder	sezi	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	amizman	joy	0.603
whimsical	kaprisyeuz	joy	0.603
passion	pasyon	joy	0.603
beautify	bèl	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	solèy leve	joy	0.600
godisgood	godisgood	joy	0.597
whoo	kiyès	joy	0.594
angel	anj	joy	0.594
thankgod	mèsi Bondye	joy	0.594
accomplishment	akonplisman	joy	0.594
flirt	ti jwèt	joy	0.594
goodmusic	bon mizik	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	enspire	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	pasifikman	joy	0.594
jesus	Jezi	joy	0.594
goodies	bon kado	joy	0.594
heroic	ewoyik	joy	0.591
fortune	fòtin	joy	0.591
friendship	amitye	joy	0.591
singing	chante	joy	0.591
exalted	leve	joy	0.591
summer	ete	joy	0.591
highest	pi wo	joy	0.591
overflowing	debòde	joy	0.588
contented	kontante	joy	0.588
woot	bwote	joy	0.588
rollicking	woule	joy	0.588
hope	espwa	joy	0.586
accolade	akolad	joy	0.586
cozy	brikabrak	joy	0.583
delicious	bon gou	joy	0.579
friendly	zanmitay	joy	0.578
sensuous	sansibl	joy	0.578
darling	cheri	joy	0.578
picturesque	pitorèsk	joy	0.578
raving	ravaj	joy	0.578
praise	fè lwanj	joy	0.578
everlasting	pou tout tan	joy	0.578
ambition	Anbisyon	joy	0.578
thelife	thelife	joy	0.578
sparkle	c klere	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	Luckygirl	joy	0.576
flattering	flate	joy	0.576
sensual	sensual	joy	0.576
heroism	kouraj	joy	0.576
succeeding	siksede	joy	0.576
grace	favè	joy	0.576
peace	lapè	joy	0.576
livelife	viv lavi	joy	0.574
special	espesyal	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	ponpe	joy	0.567
worthwhile	entérésan	joy	0.562
revels	revels	joy	0.562
prevail	genyen	joy	0.562
liking	senpati	joy	0.562
sunny	Sunny	joy	0.562
relax	rilaks	joy	0.562
surprise	sipriz	joy	0.562
hugs	akolad	joy	0.562
admirable	admirab	joy	0.562
hero	ewo	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	komik	joy	0.562
sweets	bagay dous	joy	0.562
prosper	pwospere	joy	0.562
superstar	sipèsta	joy	0.562
favorable	favorab	joy	0.561
bless	beni	joy	0.561
tenderness	tandrès	joy	0.561
freedom	libète	joy	0.561
masterpiece	chèf	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	rèv	joy	0.559
hopeful	espwa	joy	0.559
home	lakay	joy	0.559
cruising	kwazyè	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidèl	joy	0.553
closeness	pwòch	joy	0.552
eagerness	anprèsman	joy	0.552
comfy	konfòtab	joy	0.551
sunshine	solèy	joy	0.551
confidence	konfyans	joy	0.547
mistletoe	jete	joy	0.547
elite	elit	joy	0.547
celestial	selès	joy	0.547
heart	kè	joy	0.547
completion	fini	joy	0.547
good	bon	joy	0.547
daughter	pitit fi	joy	0.547
gifts	kado	joy	0.547
astonishment	sezi	joy	0.547
bonus	bonis	joy	0.547
goodmorning	Bonjou	joy	0.547
lifted	leve	joy	0.547
zeal	zèl	joy	0.547
illuminate	grandi	joy	0.547
gift	kado	joy	0.547
vacation	vakans	joy	0.547
charmed	cham	joy	0.546
recreation	rekreyasyon	joy	0.545
encouragement	ankourajman	joy	0.545
gush	gush	joy	0.545
sublime	Sublime	joy	0.545
dance	danse	joy	0.545
god	Bondye	joy	0.545
free	gratis	joy	0.544
freshstart	Freshstart	joy	0.544
savior	Sovè	joy	0.543
sanctuary	Tanp lan	joy	0.541
grandchildren	pitit pitit	joy	0.540
wellness	byennèt	joy	0.537
revel	revel	joy	0.534
inspirational	enspirasyon	joy	0.531
savor	gou	joy	0.531
matrimony	maryaj	joy	0.531
money	lajan	joy	0.531
rainbow	lakansyèl	joy	0.531
confident	konfyans	joy	0.531
bridal	Bridal	joy	0.531
music	Mizik	joy	0.531
fab	fab	joy	0.531
serene	trankilite	joy	0.531
alive	vivan	joy	0.531
holiness	sentete	joy	0.531
vitality	vitalite	joy	0.531
liberation	liberasyon	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	kalme	joy	0.531
soar	transande	joy	0.531
firstborn	premye pitit	joy	0.531
elegant	elegant	joy	0.530
mastery	metriz	joy	0.530
illumination	lumières	joy	0.530
welcomed	akeyi	joy	0.530
warmth	chalè	joy	0.530
blossom	flè	joy	0.530
glimmer	ekla	joy	0.530
faithful	fidèl	joy	0.529
treat	trete	joy	0.529
snuggles	nèg	joy	0.522
laurels	lorye	joy	0.521
commendable	louanj	joy	0.519
powerful	pwisan	joy	0.516
silly	komik	joy	0.516
zest	zès	joy	0.516
presents	prezante	joy	0.516
succeed	reyisi	joy	0.516
jingle	jingle	joy	0.516
remarkable	remakab	joy	0.516
greeted	akeyi	joy	0.516
brotherly	frè	joy	0.516
pride	fyète	joy	0.516
strengthening	ranfòse	joy	0.516
aspire	renmen	joy	0.516
abundant	abondan	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	ki gen tout pouvwa	joy	0.516
fancy	anpenpan	joy	0.516
zen	zen	joy	0.515
coronation	koronasyon	joy	0.515
kudos	kudos	joy	0.515
vivid	rete vivan	joy	0.515
leisure	lwazi	joy	0.515
complete	ranpli	joy	0.515
cutie	kuti	joy	0.515
newme	newme	joy	0.515
familytime	fanmi	joy	0.515
animated	anime	joy	0.515
spirit	Lespri Bondye	joy	0.515
thanking	remèsye	joy	0.515
kid	jenn ti kabrit	joy	0.515
shining	klere byen bèl	joy	0.515
payday	peman	joy	0.515
princely	priyè	joy	0.515
reunited	reyini	joy	0.515
therapeutic	terapetik	joy	0.515
comfort	konfò	joy	0.515
godly	Bondye	joy	0.514
marriage	maryaj	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relasyon	joy	0.514
spouse	mari oswa madanm	joy	0.507
intimately	intimately	joy	0.507
accomplish	akonpli	joy	0.500
excel	briye	joy	0.500
inviting	envite	joy	0.500
meritorious	meriteuz	joy	0.500
diamond	dyaman	joy	0.500
nature	nati	joy	0.500
dignity	diyite	joy	0.500
family	fanmi	joy	0.500
soulful	soulful	joy	0.500
charitable	charitab	joy	0.500
encourage	ankouraje	joy	0.500
friends	zanmi	joy	0.500
satisfied	satisfè	joy	0.500
welcoming	akeyi	joy	0.500
healthy	an sante	joy	0.500
surreal	sureèl	joy	0.500
refreshed	rafrechi	joy	0.500
beach	plaj	joy	0.500
motherhood	matènite	joy	0.500
respect	respè	joy	0.500
gem	GEM	joy	0.500
erotic	erotik	joy	0.500
visionary	vizyonè	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	reyalize	joy	0.500
christ	Kris la	joy	0.500
memorable	memorab	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ti bebe	joy	0.500
purr	pouse	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veras	joy	0.500
bloom	fleri	joy	0.500
carefree	kont	joy	0.500
aura	Aura	joy	0.493
health	sante	joy	0.493
liberty	libète	joy	0.486
approved	apwouve	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	chache fidèl	joy	0.485
engaging	angaje	joy	0.485
crowning	kourone	joy	0.485
aspiration	aspirasyon	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	dou	joy	0.485
liberate	libere	joy	0.485
betrothed	fiyanse	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	Bounty	joy	0.485
privileged	privilèj	joy	0.485
loyal	rete fidèl	joy	0.485
inseparable	inséparabl	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	gran jou	joy	0.484
trophy	twofe	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	chans	joy	0.484
creativity	kreyativite	joy	0.484
destiny	desten	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transandans	joy	0.484
bouquet	Bouquet	joy	0.484
chocolate	chokola	joy	0.484
aloha	premyèman	joy	0.484
yummy	Apetisan	joy	0.484
dream	rèv	joy	0.484
desire	dezi	joy	0.484
boyfriend	mennaj	joy	0.480
commemoration	komemorasyon	joy	0.479
intelligence	entèlijans	joy	0.477
readiness	preparasyon	joy	0.473
friend	zanmi	joy	0.471
enthusiast	antouzyast	joy	0.471
bride	lamarye	joy	0.471
lush	Fertile	joy	0.470
calming	kalme	joy	0.470
inheritance	eritaj	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaj	joy	0.470
tickle	satisfe	joy	0.470
adventure	avanti	joy	0.470
nostalgia	Nostalji	joy	0.470
soothe	kalme	joy	0.470
goals	objektif	joy	0.469
luster	ekla	joy	0.469
giving	bay	joy	0.469
princess	Princess	joy	0.469
heartily	kè	joy	0.469
benevolence	benevolans	joy	0.469
nurture	nouri	joy	0.469
bridegroom	marye	joy	0.469
eternal	p'ap janm fini an	joy	0.469
pray	lapriyè	joy	0.469
getaway	èskapad	joy	0.469
humanitarian	imanitè	joy	0.469
bonding	lyezon	joy	0.469
rest	repo	joy	0.469
amicable	amikal	joy	0.469
purring	pouse	joy	0.469
pretty	bèl	joy	0.469
child	timoun	joy	0.466
salutary	salè	joy	0.465
invite	envite	joy	0.457
reminiscing	reminisans	joy	0.456
beam	gwo bout bwa	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	twopikal	joy	0.455
aesthetics	estetik	joy	0.455
friday	Vandredi	joy	0.455
elevation	elevasyon	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremoni	joy	0.455
mindfulness	atansyon	joy	0.455
hee	Hee	joy	0.455
kindred	fanmi	joy	0.455
scholarship	bousdetid	joy	0.455
befriend	trete an zanmi	joy	0.455
commemorate	komemore	joy	0.453
allure	atire	joy	0.453
faith	lafwa	joy	0.453
forgiveness	padon	joy	0.453
scenery	peyizaj	joy	0.453
vindication	vanjans	joy	0.453
waterfall	kaskad	joy	0.453
birth	nesans	joy	0.453
noworries	noworries	joy	0.453
approve	apwouve	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	vwayaj	joy	0.447
meditation	meditasyon	joy	0.446
relaxed	rilaks	joy	0.442
tranquil	trankil	joy	0.441
weekend	fen semèn nan	joy	0.441
present	prezan	joy	0.441
tender	sansib	joy	0.441
nostalgic	nostalgik	joy	0.439
prayer	lapriyè	joy	0.439
sharing	pataje	joy	0.439
esteem	estime	joy	0.439
lyrical	lirik	joy	0.439
righteousness	dwat devan Bondye	joy	0.439
share	pataje	joy	0.438
husband	mari	joy	0.438
life	lavi	joy	0.438
sonnet	sonèt	joy	0.438
relief	sekou	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	nouvo jou	joy	0.438
meditate	medite	joy	0.438
mighty	vanyan	joy	0.438
eager	anvi	joy	0.438
strength	fòs	joy	0.438
warm	cho	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	zanmi	joy	0.427
oneness	inite	joy	0.426
unsurpassed	surpase	joy	0.424
ejaculation	ejakulasyon	joy	0.424
unconstrained	san konsyans	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	meday	joy	0.424
amen	amèn	joy	0.424
candlelight	chandèl	joy	0.424
reverence	reverans	joy	0.424
healthful	sante	joy	0.424
carols	chan	joy	0.424
sledding	treno	joy	0.422
wealth	richès	joy	0.422
graduation	gradyasyon	joy	0.422
frisky	frisky	joy	0.422
energy	enèji	joy	0.422
calmness	kalm	joy	0.422
beginnings	kòmanse	joy	0.422
safe	san danje	joy	0.422
musical	mizik	joy	0.422
symphony	Symphony	joy	0.422
lml	lml	joy	0.422
glitter	briye	joy	0.422
ease	fasilite	joy	0.422
helpful	itil	joy	0.422
soundness	sonite	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	pwomès	joy	0.415
reunite	reyini	joy	0.414
salvation	delivre	joy	0.412
mother	manman	joy	0.412
poems	powèm	joy	0.412
inauguration	inogirasyon	joy	0.409
immaculate	Immaculate	joy	0.409
lighten	aleje	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	vwayaj	joy	0.409
lavender	lavand	joy	0.409
purify	pirifye	joy	0.409
clown	kloun	joy	0.409
star	zetwal	joy	0.406
cash	lajan kach	joy	0.406
heal	Geri	joy	0.406
completing	ranpli	joy	0.406
companion	konpayon	joy	0.406
live	viv	joy	0.406
flowers	flè	joy	0.406
wishing	vle	joy	0.406
charity	charite	joy	0.406
opportune	opòtinite	joy	0.406
income	revni	joy	0.403
soul	nanm	joy	0.401
munchies	munchies	joy	0.400
indescribable	entradwizibl	joy	0.397
progress	pwogrè	joy	0.397
emancipation	emansipasyon	joy	0.397
christian	kretyen	joy	0.397
hammock	Hammock	joy	0.394
together	ansanm	joy	0.394
equality	egalite	joy	0.394
fullness	konplè	joy	0.394
picnic	piknik	joy	0.394
calm	kalm	joy	0.394
childhood	timoun	joy	0.394
rhythmical	ritmik	joy	0.394
movies	sinema	joy	0.393
zealous	zele	joy	0.393
littlethings	ti bagay	joy	0.391
humanity	imanite	joy	0.391
starry	etwal	joy	0.391
playground	lakou rekreyasyon	joy	0.391
adventures	avantur	joy	0.391
meaningful	sans	joy	0.391
choir	koral	joy	0.391
affluence	pwosperans	joy	0.391
warms	chofe	joy	0.391
goofy	so	joy	0.391
auspicious	favorab	joy	0.391
gesture	jès	joy	0.387
vow	ve	joy	0.382
shopping	fè makèt	joy	0.382
witty	éspirituèl	joy	0.382
communion	kominyon	joy	0.379
vibes	vib	joy	0.379
worship	adore	joy	0.379
jump	sote	joy	0.379
reverend	Reveran	joy	0.377
advance	avanse	joy	0.375
beaches	plaj	joy	0.375
youth	jèn	joy	0.375
spirits	move lespri	joy	0.375
simplicity	senplisite	joy	0.375
full	plen	joy	0.375
rising	k ap monte	joy	0.375
hymn	kantik	joy	0.375
unique	inik	joy	0.375
redeemed	rachte	joy	0.375
scenic	Scenic	joy	0.375
mirth	kontan	joy	0.375
courtship	koutwazi	joy	0.375
experience	eksperyans	joy	0.375
reunion	reunion	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	inoubliyab	joy	0.375
baptismal	batèm	joy	0.368
alliance	alyans	joy	0.368
grant	sibvansyon	joy	0.366
conciliation	konsilyasyon	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	sanktifikasyon	joy	0.364
improves	amelyore	joy	0.364
improve	amelyore	joy	0.364
pure	pi	joy	0.364
authentic	natif natal	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	franbwazye	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	fidelite	joy	0.359
feeling	santi	joy	0.359
devotional	devosyonèl	joy	0.359
proficiency	konpetans	joy	0.359
tinsel	lenn	joy	0.359
revival	renesans	joy	0.359
sanctify	sanktifye	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	endepandan	joy	0.359
cocoa	kakawo	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Dolphin	joy	0.348
choral	koral	joy	0.348
deliverance	delivrans	joy	0.348
romp	fatra	joy	0.348
roaring	Roaring	joy	0.348
melody	melodi	joy	0.348
favor	favè	joy	0.348
unification	inifikasyon	joy	0.348
exceed	depase	joy	0.348
purpose	bi	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	kounye a	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	fwi yo	joy	0.344
thx	mèsi	joy	0.344
newstart	Newstart	joy	0.344
manicure	manukur	joy	0.344
date	dat	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	wout	joy	0.344
cookies	bonbon	joy	0.344
hedonism	Èdonis	joy	0.344
humble	enb	joy	0.344
electric	elektrik	joy	0.344
pledge	angajman	joy	0.344
celebrity	selèb	joy	0.342
rhythm	ritm	joy	0.338
bridesmaid	oneur	joy	0.338
snowday	nèj	joy	0.333
young	jèn	joy	0.333
coffee	kafe	joy	0.333
edification	Edikasyon	joy	0.333
obliging	obligasyon	joy	0.333
renovation	renovasyon	joy	0.333
familiarity	abitye	joy	0.333
garden	jaden	joy	0.333
spa	spa	joy	0.333
dawn	dimanch maten	joy	0.333
connoisseur	konsyatè	joy	0.333
partner	patnè	joy	0.333
gazing	gade	joy	0.333
foodie	manje	joy	0.331
synchronize	senkroniz	joy	0.329
tribulation	tribilasyon	joy	0.328
healing	geri	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	plezi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	karol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	sòm	joy	0.328
pedicure	pedikur	joy	0.328
amnesty	amnisti	joy	0.328
respite	relite	joy	0.324
mellow	matyè	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	lwazi	joy	0.318
restorative	restorative	joy	0.318
cousins	kouzen	joy	0.318
classics	klasik	joy	0.318
reconciliation	rekonsilyasyon	joy	0.316
dove	pijon	joy	0.312
living	k ap viv	joy	0.312
presto	presto	joy	0.312
crafts	atizana	joy	0.312
recovery	rekiperasyon	joy	0.312
woods	Woods	joy	0.312
sunset	solèy kouche	joy	0.312
fitness	Fòm	joy	0.312
playhouse	Playhouse	joy	0.312
superman	devni selèb	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	bon konprann	joy	0.312
deal	kontra	joy	0.312
simplify	senplifye	joy	0.312
lord	mèt	joy	0.312
sterling	Sterling	joy	0.312
progression	pwogresyon	joy	0.312
relight	ajisteman	joy	0.312
pony	pone	joy	0.312
infant	tibebe	joy	0.309
improvement	amelyorasyon	joy	0.309
absolution	absolution	joy	0.306
gently	dousman	joy	0.303
established	etabli	joy	0.303
honest	onèt	joy	0.303
decorating	dekorasyon	joy	0.303
endless	kontinuèl	joy	0.303
banquet	bankè	joy	0.303
providing	bay	joy	0.300
mine	m '	joy	0.297
fraternal	fratènèl	joy	0.297
notable	remakab	joy	0.297
feat	feat	joy	0.297
harvest	rekòt	joy	0.297
quaint	pitorèsk	joy	0.297
softly	dousman	joy	0.297
spiritual	espirityèl	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	limyè	joy	0.297
breeze	briz	joy	0.297
strolling	balanse	joy	0.297
spending	depans	joy	0.297
meditating	medite	joy	0.297
joker	jokè	joy	0.297
yearning	dezi	joy	0.297
growth	kwasans	joy	0.297
fervor	fervor	joy	0.295
quotes	quotes	joy	0.294
volunteer	volontè	joy	0.294
psalms	sòm	joy	0.288
hippie	ipi	joy	0.288
gain	benefis	joy	0.288
taoism	mizilman	joy	0.288
midwife	fanm ansent	joy	0.288
resources	resous yo	joy	0.288
create	kreye	joy	0.288
receiving	k ap resevwa	joy	0.287
ocean	lanmè	joy	0.286
snowfall	Lanèj ki Tonbe an	joy	0.286
lsd	lsd	joy	0.286
hiking	randone	joy	0.283
chill	fredi	joy	0.281
truce	Trèv	joy	0.281
infinity	Infinity	joy	0.281
toast	pen griye	joy	0.281
destination	destinasyon	joy	0.281
buddhist	Boudis	joy	0.281
rested	repoze	joy	0.281
candid	fran	joy	0.281
evergreen	Evergreen	joy	0.281
unwind	detant	joy	0.281
buzzing	Buzz	joy	0.281
venerable	venere	joy	0.279
balance	balans	joy	0.275
retirement	retrèt	joy	0.275
compensate	konpanse	joy	0.273
swim	naje	joy	0.273
drinks	bwason	joy	0.273
devout	devout	joy	0.273
buddha	Bouddha	joy	0.273
rapt	kouri	joy	0.273
fireplace	chemine	joy	0.273
snowing	nèj	joy	0.271
sublimation	sublimasyon	joy	0.270
fruity	frwiti	joy	0.268
humility	imilite	joy	0.266
