word	Slovak-sk	emotion	emotion-intensity-score
harshness	drsnosť	fear	0.516
oppress	utláčať	fear	0.516
exile	exil	fear	0.516
foreboding	predtucha	fear	0.516
relapse	recidíva	fear	0.516
robber	lupič	fear	0.516
biopsy	biopsia	fear	0.516
emaciated	vychudnutý	fear	0.516
incite	podnecovať	fear	0.516
troublesome	obtiažny	fear	0.516
busted	väznený	fear	0.516
darkness	tma	fear	0.516
insidious	zákerný	fear	0.516
plight	vážna situácia	fear	0.516
exacerbation	zhoršenie	fear	0.516
revulsion	odpor	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	spiklenec	fear	0.516
depression	depresie	fear	0.508
confinement	väzenia	fear	0.507
downfall	pád	fear	0.500
alcoholism	alkoholizmus	fear	0.500
towering	nebetyčný	fear	0.500
blob	kvapka	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	nestálosť	fear	0.500
prohibited	zakázané	fear	0.500
brute	zviera	fear	0.500
suppress	potlačiť	fear	0.500
infarct	infarkt	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	poľovníctvo	fear	0.500
wasp	osa	fear	0.500
cliff	útes	fear	0.500
frenetic	frenetický	fear	0.500
squeamish	chúlostivý	fear	0.500
mistrust	nedôvera	fear	0.500
raving	nepríčetný	fear	0.500
premeditated	vopred premyslený	fear	0.500
intolerant	intolerantní	fear	0.500
subvert	ničiť	fear	0.500
illegal	ilegálne	fear	0.500
scalpel	skalpel	fear	0.500
vertigo	závrat	fear	0.500
madden	rozčúliť	fear	0.500
odious	protivný	fear	0.500
ruined	zničený	fear	0.500
constraint	nátlak	fear	0.500
suppression	potlačenie	fear	0.500
defiance	vzdor	fear	0.500
prayforme	modli sa za mňa	fear	0.500
surrender	vzdať	fear	0.500
sinful	hriešny	fear	0.500
woe	beda	fear	0.491
perjury	krivá prísaha	fear	0.484
worse	horšie	fear	0.484
syringe	striekačka	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	ohováranie	fear	0.484
cutting	výstrižok	fear	0.484
warrior	bojovník	fear	0.484
restriction	obmedzenia	fear	0.484
indefensible	neobhájiteľné	fear	0.484
palpitations	búšenie srdca	fear	0.484
retard	spomaliť	fear	0.484
lash	bičovať	fear	0.484
flinch	cúvnuť	fear	0.484
lion	lev	fear	0.484
ravine	strž	fear	0.484
cracked	Křaplavý	fear	0.484
shiver	zachvenie	fear	0.484
insecurity	neistota	fear	0.484
rat	potkan	fear	0.484
ohno	ale nie	fear	0.484
fiend	zloduch	fear	0.484
jumpy	nervózny	fear	0.484
hallucination	halucinácie	fear	0.484
poaching	pytliactva	fear	0.484
dishonor	hanba	fear	0.484
dismay	zdesenie	fear	0.484
accusing	vyčítavo	fear	0.484
ambulance	ambulancie	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	rozvod	fear	0.484
ravenous	žravý	fear	0.484
disgusting	odporný	fear	0.484
rabble	zberba	fear	0.484
slam	slam	fear	0.484
hospital	nemocnica	fear	0.484
coerce	donútiť	fear	0.484
endemic	endemitom	fear	0.484
prejudiced	predpojatý	fear	0.484
blackness	temnota	fear	0.484
armor	brnenie	fear	0.484
worrying	znepokojujúce	fear	0.484
indictment	obžaloba	fear	0.484
hate	nenávidieť	fear	0.484
freakish	náladový	fear	0.484
hearse	pohrebný voz	fear	0.484
intrusion	prenikanie	fear	0.484
inspection	inšpekcia	fear	0.483
sinner	hriešnik	fear	0.483
averse	averzia	fear	0.483
missing	chýbajúce	fear	0.474
despairing	zúfalý	fear	0.474
darken	zatemniť	fear	0.471
austere	strohý	fear	0.470
animosity	nepriateľstvo	fear	0.469
fret	rozčuľovať sa	fear	0.469
fever	horúčka	fear	0.469
illegality	nezákonnosť	fear	0.469
accused	obžalovaný	fear	0.469
criticize	kritizovať	fear	0.469
scrapie	klusavka	fear	0.469
jaws	čeľuste	fear	0.469
depressed	deprimovaný	fear	0.469
armored	obrnený	fear	0.469
indict	obviniť	fear	0.469
aftermath	následky	fear	0.469
precipice	zráz	fear	0.469
regime	režim	fear	0.469
fierce	divoký	fear	0.469
breakdown	zlomiť	fear	0.469
quiver	tulec	fear	0.469
admonition	napomenutie	fear	0.469
foreclose	vylúčiť	fear	0.469
revoke	odvolať	fear	0.469
superstition	povera	fear	0.469
overwhelmed	zahltení	fear	0.469
subversion	podvracanie	fear	0.469
idolatry	modlárstvo	fear	0.469
asteroid	asteroid	fear	0.469
toothache	bolenie zubov	fear	0.469
inmate	väzeň	fear	0.469
decomposition	rozklad	fear	0.469
sinking	potopenie	fear	0.469
intrusive	dotieravý	fear	0.469
soulless	bez citu	fear	0.469
infidelity	nevera	fear	0.469
nervous	Nervózny	fear	0.469
thresh	mlátiť	fear	0.469
startle	vyplašiť	fear	0.469
unhealthy	nezdravý	fear	0.469
spear	kopije	fear	0.468
nasty	protivný	fear	0.466
worried	ustarostený	fear	0.466
puma	puma	fear	0.465
thirteenth	trinásty	fear	0.465
contraband	kontraband	fear	0.464
insecure	neistý	fear	0.461
disturbance	rušenie	fear	0.459
denunciation	denunciace	fear	0.456
stigma	stigma	fear	0.455
destitute	opustený	fear	0.455
powerfully	výkonne	fear	0.454
penalty	pokuta	fear	0.453
derogatory	škodlivý	fear	0.453
spasm	kŕč	fear	0.453
illicit	nedovolené	fear	0.453
dinosaur	dinosaurus	fear	0.453
disruption	narušenie	fear	0.453
lockup	zamknúť	fear	0.453
restrain	prekážať	fear	0.453
rifle	puška	fear	0.453
disreputable	pochybný	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	varovať	fear	0.453
quandary	bezradnosť	fear	0.453
resisting	odolávanie	fear	0.453
rigor	prísnosť	fear	0.453
stranger	cudzinec	fear	0.453
penal	trestné	fear	0.453
grope	tápať	fear	0.453
scold	nadávať	fear	0.453
orphan	sirota	fear	0.453
resign	odstúpiť	fear	0.453
hydrocephalus	hydrocefalus	fear	0.453
shrill	prenikavý	fear	0.453
howl	vytie	fear	0.453
unspeakable	nevýslovný	fear	0.453
wail	kvílenie	fear	0.453
straits	tieseň	fear	0.453
indoctrination	poučovanie	fear	0.453
apprehension	predtucha	fear	0.453
batter	šľahané	fear	0.453
arraignment	obžaloba	fear	0.450
urgent	naliehavý	fear	0.450
tramp	tulák	fear	0.440
stress	stres	fear	0.439
behemoth	monštrum	fear	0.439
dominate	prevládať	fear	0.438
targeting	zacielenia	fear	0.438
broke	zlomil	fear	0.438
looming	hroziacej	fear	0.438
tribunal	tribunál	fear	0.438
debacle	debakel	fear	0.438
forfeiture	prepadnutie	fear	0.438
dislocated	vykĺbil	fear	0.438
infirmity	slabosť	fear	0.438
impermeable	nepriepustný	fear	0.438
predicament	svár	fear	0.438
falter	slabnúť	fear	0.438
displaced	posunúť	fear	0.438
concealed	skrytá	fear	0.438
illegitimate	nelegitímne	fear	0.438
unprepared	nepripravený	fear	0.438
scarcity	nedostatok	fear	0.438
wince	cuknutia	fear	0.438
mace	muškátový kvet	fear	0.438
expel	vyhostiť	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	brániť	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	vyzliekol	fear	0.438
dentists	zubárovi	fear	0.438
irreconcilable	nezlučiteľné	fear	0.438
bewildered	zmätený	fear	0.438
indomitable	neskrotný	fear	0.438
rheumatism	reuma	fear	0.438
accidental	náhodný	fear	0.438
prick	bodnutie	fear	0.438
entangled	zapletený	fear	0.438
atrophy	atrofia	fear	0.438
asp	okuliarnik	fear	0.438
perverse	perverzné	fear	0.438
cabal	úklady	fear	0.438
yell	zařve	fear	0.438
gasping	udýchaný	fear	0.438
probation	skúška	fear	0.438
accuser	žalobca	fear	0.438
insulting	urážajúce	fear	0.435
mysterious	tajomný	fear	0.435
halting	zastavenie	fear	0.435
rebels	rebeli	fear	0.435
repulsion	odpor	fear	0.431
glare	žiara	fear	0.430
punitive	trestajúci	fear	0.425
sordid	špinavý	fear	0.425
stake	kôl	fear	0.423
tempest	búrka	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	nezdieľny	fear	0.422
bayonet	bajonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	zavesenie	fear	0.422
lament	nárek	fear	0.422
burdensome	zbytočná	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	búšenie	fear	0.422
coyote	kojot	fear	0.422
deleterious	škodlivá	fear	0.422
dissident	disident	fear	0.422
varicella	ovčie kiahne	fear	0.422
wilderness	divokosť	fear	0.422
delusion	blud	fear	0.422
bigot	náboženský fanatik	fear	0.422
unsteady	nestály	fear	0.422
stresses	zdôrazňuje	fear	0.422
offense	priestupok	fear	0.422
heathen	pohan	fear	0.422
prowl	potulovať sa	fear	0.422
troll	trol	fear	0.422
infamous	neslávne známy	fear	0.422
disappear	miznúť	fear	0.422
depress	deprimovať	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	neprirodzený	fear	0.422
usurped	zmocnil	fear	0.422
steal	kradnúť	fear	0.422
anathema	anatéma	fear	0.422
fainting	mdloby	fear	0.422
alien	cudzinec	fear	0.422
extrajudicial	mimosúdne	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	Hydra	fear	0.422
adversity	nepriazeň osudu	fear	0.418
ineptitude	hlúposť	fear	0.417
outsider	nečlen	fear	0.413
ugliness	ohavnosť	fear	0.410
vulture	sup	fear	0.410
immoral	nemorálne	fear	0.410
scar	jazva	fear	0.406
stressful	stresujúce	fear	0.406
screech	pišťanie	fear	0.406
wary	opatrný	fear	0.406
disgust	znechutiť	fear	0.406
stressing	napínanie	fear	0.406
deport	vyhostiť	fear	0.406
nausea	nevoľnosť	fear	0.406
resection	resekcia	fear	0.406
blackout	zatemnenie	fear	0.406
disallowed	nepovolené	fear	0.406
insolvent	bez peňazí	fear	0.406
dismissal	výpoveď	fear	0.406
omnipotence	všemohúcnosť	fear	0.406
possession	vlastníctvo	fear	0.406
tearful	uplakaný	fear	0.406
disorder	porucha	fear	0.406
squall	prehánka	fear	0.406
dominant	dominantné	fear	0.406
disabled	invalidný	fear	0.406
drones	trúdovi	fear	0.406
recklessness	bezohľadnosť	fear	0.406
escape	uniknúť	fear	0.406
distressed	zarmútený	fear	0.406
claw	pazúr	fear	0.406
stretcher	nosidlá	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	pokánie	fear	0.406
weakly	slabý	fear	0.406
rubble	suť	fear	0.406
whimper	kňučanie	fear	0.406
ghetto	ghetto	fear	0.406
socialism	socializmus	fear	0.405
conspiracy	sprisahania	fear	0.400
toughness	húževnatosť	fear	0.400
defection	zbehnutie	fear	0.398
absence	neprítomnosť	fear	0.396
moan	stonanie	fear	0.394
crusade	krížová výprava	fear	0.392
radon	radón	fear	0.391
lose	stratiť	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	pochybný	fear	0.391
unemployed	nezamestnaný	fear	0.391
reject	odmietnuť	fear	0.391
excitation	podráždenie	fear	0.391
xanax	xanax	fear	0.391
stifled	potlačil	fear	0.391
scarecrow	strašiak do kapusty	fear	0.391
concealment	zatajenie	fear	0.391
conquer	dobyť	fear	0.391
discrimination	diskriminácie	fear	0.391
diagnosis	diagnóza	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	pasca	fear	0.391
separation	oddelenie	fear	0.391
overt	zjavný	fear	0.391
urgency	naliehavosť	fear	0.391
musket	mušketa	fear	0.391
unrest	nepokoj	fear	0.391
descent	klesanie	fear	0.391
avoiding	vyhýbať	fear	0.391
cyst	cysta	fear	0.391
gulp	dúšok	fear	0.391
procedure	procedúra	fear	0.391
submission	podania	fear	0.391
hardened	stvrdnutý	fear	0.391
refutation	vyvrátenie	fear	0.391
repellent	odpudzujúci	fear	0.391
cleave	rozštiepiť	fear	0.391
suspicion	podozrenie	fear	0.391
poverty	chudoba	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	platobná neschopnosť	fear	0.391
mental	duševné	fear	0.391
theocratic	teokratický	fear	0.391
spaz	Spaz	fear	0.391
brimstone	síra	fear	0.391
throb	pulzovanie	fear	0.388
outcast	vyvrženec	fear	0.388
orc	ork	fear	0.388
disapprove	nesúhlasiť	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	námietka	fear	0.377
withdrawals	výbery	fear	0.377
pressure	tlak	fear	0.375
grieve	trúchliť	fear	0.375
frigate	fregata	fear	0.375
kerosene	petrolej	fear	0.375
nauseous	nevoľno	fear	0.375
khan	orientálne hostinec	fear	0.375
expose	vystaviť	fear	0.375
ocd	OCD	fear	0.375
sneaking	postupný	fear	0.375
embarrassment	rozpaky	fear	0.375
bankrupt	konkurzu	fear	0.375
dissolution	rozpustenie	fear	0.375
dentistry	zubné lekárstvo	fear	0.375
edict	dekrét	fear	0.375
bunker	bunker	fear	0.375
antsy	ants	fear	0.375
chasm	priepasť	fear	0.375
escaped	unikol	fear	0.375
whirlpool	vír	fear	0.375
interrogate	vypočúvať	fear	0.375
psychological	psychologický	fear	0.375
obligor	dlžník	fear	0.375
misconception	mylná	fear	0.375
military	vojenský	fear	0.375
suspected	podozrenie	fear	0.375
locust	kobylka	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	zlý	fear	0.375
coldness	chlad	fear	0.375
taunt	posmech	fear	0.375
obi	obi	fear	0.375
flu	chrípka	fear	0.375
barricade	barikáda	fear	0.375
chimera	prízrak	fear	0.375
sultan	sultán	fear	0.375
repellant	odpudzujúci	fear	0.373
unknown	nevedno	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	žiarlivosť	fear	0.365
mug	džbánik	fear	0.359
consternation	zdesenie	fear	0.359
rebel	rebel	fear	0.359
conquest	dobytie	fear	0.359
mournful	trúchlivá	fear	0.359
concerned	znepokojený	fear	0.359
mandamus	mandamus	fear	0.359
onedge	na hrane	fear	0.359
recurring	opakujúce sa	fear	0.359
jaundice	žltačka	fear	0.359
sectarian	sektársky	fear	0.359
desert	púštne	fear	0.359
cur	Voříšek	fear	0.359
difficult	obtiažny	fear	0.359
stint	penzum	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	oštep	fear	0.359
spike	špica	fear	0.359
timid	plachý	fear	0.359
wasting	plytvanie	fear	0.359
bottomless	bezodný	fear	0.359
warned	varoval	fear	0.359
protestant	protestant	fear	0.359
contempt	opovrhnutie	fear	0.359
exam	skúška	fear	0.359
depreciation	znehodnotenie	fear	0.359
anomaly	anomália	fear	0.359
rejects	odmieta	fear	0.359
pessimism	pesimizmus	fear	0.359
revolution	revolúcia	fear	0.359
formidable	impozantný	fear	0.359
burke	Burke	fear	0.359
cautionary	varovný	fear	0.359
headaches	bolesti hlavy	fear	0.359
bankruptcy	bankrot	fear	0.359
government	vláda	fear	0.359
measles	osýpky	fear	0.359
languishing	umdlévající	fear	0.358
constrain	prinútiť	fear	0.358
bane	prekliatie	fear	0.356
impeach	obviniť	fear	0.354
warden	dozorca	fear	0.354
adverse	nepriaznivý	fear	0.352
lawyer	právnik	fear	0.349
libel	nactiutrhanie	fear	0.348
retrenchment	zredukovanie	fear	0.345
imminent	hroziacej	fear	0.345
unjustifiable	neospravedlniteľný	fear	0.344
knell	umieráčik	fear	0.344
contentious	diskutabilné	fear	0.344
opposed	protichodný	fear	0.344
shame	hanba	fear	0.344
avoidance	vyvarovanie	fear	0.344
resistant	odolný	fear	0.344
discipline	disciplína	fear	0.344
defy	vzdorovať	fear	0.344
belittle	bagatelizovať	fear	0.344
fanaticism	fanatizmus	fear	0.344
bearish	medvedí	fear	0.344
opium	ópium	fear	0.344
sorrow	zármutok	fear	0.344
mri	mri	fear	0.344
shaky	neistý	fear	0.344
hiss	syčanie	fear	0.344
loneliness	osamelosť	fear	0.344
swerve	uhnúť	fear	0.344
taboo	tabu	fear	0.344
reckless	bezohľadný	fear	0.344
obstacle	prekážka	fear	0.344
launches	štarty	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	verdikt	fear	0.344
servile	servilní	fear	0.344
hesitation	váhanie	fear	0.344
evade	vyhnúť	fear	0.344
recession	odstúpenie	fear	0.344
eel	úhor	fear	0.344
shortage	nedostatok	fear	0.344
pest	škodca	fear	0.344
cutter	rezačka	fear	0.344
psych	psych	fear	0.344
parachute	padák	fear	0.344
disrespectful	neúctivý	fear	0.343
phalanx	falanga	fear	0.342
creature	bytosť	fear	0.340
mortgage	hypotéka	fear	0.331
specter	prízrak	fear	0.331
enigmatic	záhadný	fear	0.329
caution	opatrnosť	fear	0.328
police	POLÍCIA	fear	0.328
shank	noha	fear	0.328
undesirable	nežiaduce	fear	0.328
shutdown	vypnúť	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	podriadený	fear	0.328
gametime	čas na hru	fear	0.328
remove	odstrániť	fear	0.328
smut	sadze	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	nepríjemnosť	fear	0.328
loom	tkáčsky stav	fear	0.328
supremacy	nadvláda	fear	0.328
unlucky	smolný	fear	0.328
quash	potlačiť	fear	0.328
hives	žihľavka	fear	0.328
wimp	slaboch	fear	0.328
gladiator	gladiátor	fear	0.328
feeling	pocit	fear	0.328
dominion	nadvláda	fear	0.328
encumbrance	bremeno	fear	0.328
adrift	nezakotvený	fear	0.328
defendant	obžalovaný	fear	0.328
outpost	vyspať	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	nezmyselný	fear	0.328
wrongly	nesprávne	fear	0.328
bugaboo	bubák	fear	0.328
weirdo	čudák	fear	0.328
ethereal	éterický	fear	0.328
scarce	vzácny	fear	0.327
unsettled	nestály	fear	0.327
antisocial	nespoločenský	fear	0.324
astray	zblúdilý	fear	0.320
vigilant	bdelý	fear	0.319
socialist	socialistický	fear	0.318
halter	ohlávka	fear	0.318
pessimist	pesimista	fear	0.317
pacing	stimulačné	fear	0.316
opponent	protivník	fear	0.312
discontinuity	nesúvislosť	fear	0.312
conspire	spiknout	fear	0.312
trickery	podvod	fear	0.312
obsessing	posadnutá	fear	0.312
seclusion	ústraní	fear	0.312
whirlwind	víchrica	fear	0.312
unexpected	neočakávaný	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	natlačiť	fear	0.312
collusion	tajná dohoda	fear	0.312
muzzle	ňufák	fear	0.312
blight	pleseň	fear	0.312
foreigner	cudzinec	fear	0.312
chargeable	zahrnuté v cene	fear	0.312
laxative	preháňadlo	fear	0.312
clinical	klinický	fear	0.312
dentist	zubár	fear	0.312
therapist	terapeut	fear	0.312
deadline	Konečný termín	fear	0.312
bewilderment	úžas	fear	0.312
litigate	viesť spor	fear	0.312
nether	Nether	fear	0.312
thorny	pichľavý	fear	0.312
valium	valium	fear	0.312
powerful	mocný	fear	0.312
uneasy	nepokojný	fear	0.312
unkind	nevľúdny	fear	0.312
ordnance	delá	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	pochybnosti	fear	0.308
seriousness	vážnosť	fear	0.305
irrational	iracionálne	fear	0.305
erase	vymazať	fear	0.303
teasing	doberať si	fear	0.303
razor	britva	fear	0.303
sweating	potenie	fear	0.298
reluctant	neochotný	fear	0.297
mage	kúzelník	fear	0.297
crouching	krčiace	fear	0.297
warning	výstraha	fear	0.297
endless	nekonečný	fear	0.297
adjudicate	rozhodnúť	fear	0.297
bale	ZOK	fear	0.297
inflation	inflácie	fear	0.297
giant	obor	fear	0.297
auditor	kontrolór	fear	0.297
medical	lekársky	fear	0.297
swamp	močiar	fear	0.297
bitch	fena	fear	0.297
mislead	uviesť do omylu	fear	0.297
weighty	ťažký	fear	0.297
avoid	vyhnúť sa	fear	0.297
depreciated	odpisovaný	fear	0.297
flounder	platýz	fear	0.297
deflation	deflácie	fear	0.297
unsurpassed	neprekonaný	fear	0.297
dashed	prerušovaná	fear	0.297
hide	skryť	fear	0.297
timidity	bojazlivosť	fear	0.297
deluge	potopa	fear	0.287
disinformation	dezinformácie	fear	0.286
court	súd	fear	0.284
aversion	averzia	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	nepriateľský	fear	0.281
remains	zvyšky	fear	0.281
discourage	odradiť	fear	0.281
cautious	opatrný	fear	0.281
oncoming	blížiace sa	fear	0.281
flying	lietanie	fear	0.281
mistaken	mylný	fear	0.281
swelling	opuch	fear	0.281
dwarfed	zakrpatené	fear	0.281
surveillance	dohľad	fear	0.281
apache	apache	fear	0.281
rush	spech	fear	0.281
yelp	ňafnutí	fear	0.281
cartridge	kazeta	fear	0.281
fortress	pevnosť	fear	0.281
bigoted	bigotní	fear	0.281
notready	nie je pripravený	fear	0.281
challenge	výzva	fear	0.281
submitting	predkladanie	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	zmätok	fear	0.281
unruly	spurný	fear	0.281
intense	intenzívny	fear	0.279
noncompliance	nesúlad	fear	0.276
alerts	výstrahy	fear	0.276
planes	lietadlá	fear	0.274
displeased	nespokojný	fear	0.273
cop	policajt	fear	0.273
unbridled	bezuzdný	fear	0.271
regiment	regiment	fear	0.266
crowds	davy	fear	0.266
sentence	veta	fear	0.266
blindfold	páska	fear	0.266
crouch	krčiť sa	fear	0.266
belt	remeň	fear	0.266
hooded	s kapucňou	fear	0.266
uncanny	zlovestný	fear	0.266
cupping	bankovanie	fear	0.266
sneak	žalobníček	fear	0.266
cloak	plášť	fear	0.266
banger	petarda	fear	0.266
affront	urážka	fear	0.266
confession	vyznanie	fear	0.266
blemish	vada	fear	0.266
posse	ozbrojený zbor	fear	0.266
auditions	konkurzy	fear	0.266
forgotten	zabudnutý	fear	0.266
immerse	ponoriť	fear	0.266
operation	operácie	fear	0.266
elevation	nadmorská výška	fear	0.266
shanghai	Šanghaj	fear	0.266
hood	kapucňa	fear	0.266
problem	problém	fear	0.266
skid	šmyk	fear	0.266
insomnia	nespavosť	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	závany	fear	0.266
force	sila	fear	0.266
spur	ostroha	fear	0.262
defense	obrana	fear	0.258
mortgagor	hypotekárne	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	beh	fear	0.250
rascal	nezbedník	fear	0.250
standstill	kľudový	fear	0.250
doubt	pochybovať	fear	0.250
cataract	šedý zákal	fear	0.250
repent	ľutovať	fear	0.250
unfamiliar	neoboznámený	fear	0.250
delusional	bludy	fear	0.250
obliging	ochotný	fear	0.250
hag	čarodejnice	fear	0.250
defend	brániť	fear	0.250
guard	stráž	fear	0.250
scapegoat	obetný baránok	fear	0.250
swampy	močaristá	fear	0.250
react	reagovať	fear	0.250
breakingnews	Mimoriadne správy	fear	0.250
foul	odporný	fear	0.250
spinster	stará panna	fear	0.250
indifference	ľahostajnosť	fear	0.250
sunk	potopená	fear	0.250
picket	tyčka	fear	0.250
insect	hmyz	fear	0.250
rating	hodnotenie	fear	0.250
forewarned	varovaná	fear	0.250
indecisive	nerozhodný	fear	0.250
stealthy	kradmý	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	založený	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	najvyššiu	fear	0.236
inequality	nerovnosť	fear	0.234
rekindle	oživiť	fear	0.234
shrink	scvrknúť sa	fear	0.234
scaffold	lešenie	fear	0.234
discontent	nespokojnosť	fear	0.234
verge	okruh	fear	0.234
psychiatrist	psychiater	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	zakročiť	fear	0.234
pinion	pastorok	fear	0.234
finalized	dokončené	fear	0.234
shelters	prístrešky	fear	0.234
sleepless	bezsenný	fear	0.234
dependence	závislosť	fear	0.234
chicken	kura	fear	0.234
instinctive	inštinktívna	fear	0.234
buzz	bzučať	fear	0.234
difficulty	obtiažnosť	fear	0.234
bee	včela	fear	0.234
insomniac	Insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dolár	fear	0.234
rushing	rúti	fear	0.233
overslept	zaspal	fear	0.226
default	štandardné	fear	0.226
confessional	spovedné	fear	0.225
impatient	netrpezlivý	fear	0.224
immigrant	prisťahovalec	fear	0.219
heft	ťarcha	fear	0.219
sweat	pot	fear	0.219
waver	váhať	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	lakomý	fear	0.219
thrill	vzrušenie	fear	0.219
cane	trstina	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	čo ak	fear	0.219
tactics	taktika	fear	0.219
veer	zatáčať	fear	0.219
unequal	nerovný	fear	0.219
lastminute	na poslednú chvíľu	fear	0.219
jungle	džungle	fear	0.219
bait	návnada	fear	0.219
revelations	odhalenie	fear	0.219
blues	blues	fear	0.219
overtired	unavený	fear	0.218
prognosis	prognóza	fear	0.217
alertness	ostražitosť	fear	0.216
hyped	medializované	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	drž mi palce	fear	0.212
tryouts	Tryouts	fear	0.210
clowns	klauni	fear	0.207
fluctuation	kolísanie	fear	0.204
restless	nepokojný	fear	0.204
examination	skúška	fear	0.204
intimacy	intimita	fear	0.203
phew	uf	fear	0.203
quail	prepelica	fear	0.203
hurry	ponáhľať	fear	0.203
uphill	do kopca	fear	0.203
mighty	mocný	fear	0.203
birth	pôrod	fear	0.203
cross	kríž	fear	0.203
help	Pomoc	fear	0.203
overcome	prekonať	fear	0.203
recesses	vybrania	fear	0.203
acceptances	akceptáciou	fear	0.203
fearless	Nebojácny	fear	0.200
ware	výrobky	fear	0.198
change	zmena	fear	0.198
withstand	vydržať	fear	0.197
asap	ASAP	fear	0.191
owing	nezaplatený	fear	0.188
gnome	škriatok	fear	0.188
cautiously	obozretne	fear	0.188
tract	trakt	fear	0.188
deadlines	termíny	fear	0.188
heighten	zvýšiť	fear	0.188
attorney	advokát	fear	0.188
bug	ploštice	fear	0.188
knots	uzlov	fear	0.188
fragile	krehký	fear	0.188
rule	pravidlo	fear	0.188
advance	záloha	fear	0.188
intrigue	Intriga	fear	0.188
overcoming	prekonávanie	fear	0.188
stillness	nehybnosť	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	hodinky	fear	0.188
unorganised	neorganizovaná	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	osamelý	fear	0.183
slippery	klzký	fear	0.181
interview	interview	fear	0.180
everyman	každý muž	fear	0.178
speculation	špekulácie	fear	0.176
needtoknow	potreba vedieť	fear	0.173
assessment	posúdenie	fear	0.172
competition	súťaž	fear	0.172
settlor	trustu	fear	0.172
rod	tyč	fear	0.172
checkpoint	kontrolný bod	fear	0.172
regulatory	regulačné	fear	0.172
worship	uctievanie	fear	0.172
shell	škrupina	fear	0.172
readytogo	pripravený ísť	fear	0.172
uncertain	neistý	fear	0.172
unsure	neistý	fear	0.172
birch	breza	fear	0.172
surprise	prekvapenie	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	plevy	fear	0.172
composure	vyrovnanosť	fear	0.172
interviewer	anketár	fear	0.172
less	menej	fear	0.167
coy	hanblivý	fear	0.162
iris	kosatec	fear	0.160
audition	konkurz	fear	0.156
sly	potutelný	fear	0.156
legalized	legalizovaný	fear	0.156
intimately	dôverne	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	odpočítavanie	fear	0.156
hearing	sluch	fear	0.156
bases	báza	fear	0.156
medication	liečenie	fear	0.156
ceasefire	zastavenie paľby	fear	0.156
retirement	odchod do dôchodku	fear	0.156
courageous	statočný	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	ustúpiť	fear	0.151
dawned	svitlo	fear	0.150
censor	cenzor	fear	0.149
bailiff	exekútor	fear	0.147
