word	Slovenian-sl	emotion	emotion-intensity-score
overthrow	strmoglaviti	fear	0.547
communism	komunizem	fear	0.547
enmity	sovraštvo	fear	0.547
flood	poplave	fear	0.547
beware	Pazite	fear	0.547
bondage	ropstvo	fear	0.547
asylum	azil	fear	0.547
coercion	prisila	fear	0.547
plunge	potopite	fear	0.547
apparition	prikazovanje	fear	0.547
thief	tat	fear	0.547
growling	Rožanje	fear	0.547
noxious	škodljiv	fear	0.547
insanity	norost	fear	0.547
derogation	odstopanje	fear	0.547
samurai	samuraj	fear	0.547
abhor	Odguba	fear	0.547
gonorrhea	gonoreja	fear	0.547
neuralgia	nevralgija	fear	0.547
precarious	negotovo	fear	0.547
senile	senilen	fear	0.547
jeopardize	ogroziti	fear	0.547
adder	seštevalnik	fear	0.547
retribution	odmev	fear	0.545
uprising	vstaje	fear	0.545
cemetery	Pokopališče	fear	0.541
badness	slabost	fear	0.539
phantom	fantom	fear	0.538
fled	pobegnil	fear	0.534
abandoned	opuščeni	fear	0.534
rejection	zavrnitev	fear	0.533
theft	kraje	fear	0.531
hopelessness	brezupa	fear	0.531
frenzied	zmešan	fear	0.531
buried	pokopan	fear	0.531
eek	eek	fear	0.531
subjugation	podrejanje	fear	0.531
wrangling	premagati	fear	0.531
bacterium	bakterija	fear	0.531
cowardly	strahopeten	fear	0.531
stalk	steblo	fear	0.531
helpless	nemočen	fear	0.531
incursion	vdor	fear	0.531
stressed	poudaril	fear	0.531
deserted	zapuščeno	fear	0.531
manifestation	manifestacija	fear	0.531
abandon	opusti	fear	0.531
slave	suženj	fear	0.531
failing	neuspeh	fear	0.531
freakout	znoreti	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	pijavke	fear	0.531
manipulation	manipulacija	fear	0.531
impotence	impotenca	fear	0.531
broken	zdrobljen	fear	0.531
atherosclerosis	ateroskleroza	fear	0.531
lawlessness	brezpravja	fear	0.531
swastika	swastika	fear	0.531
captor	kapetan	fear	0.531
penetration	penetracija	fear	0.531
harbinger	predniki	fear	0.531
jarring	jarring	fear	0.531
rebellion	upor	fear	0.531
distrust	nezaupanje	fear	0.531
endocarditis	endokarditis	fear	0.531
carnivorous	mesojede	fear	0.531
punish	kaznovati	fear	0.531
disembodied	ločeni	fear	0.531
superstitious	sujeverno	fear	0.531
stormy	nevihta	fear	0.531
shaking	tresenje	fear	0.531
unstable	nestabilno	fear	0.531
suspense	napetost	fear	0.529
blood	kri	fear	0.525
hiding	skriva	fear	0.524
bear	medveda	fear	0.524
unlawful	nezakonito	fear	0.519
crazy	noro	fear	0.519
cult	kult	fear	0.518
anxious	tesnoba	fear	0.518
deportation	deportacija	fear	0.517
captive	ujetnik	fear	0.517
shriek	kričati	fear	0.516
sorcery	čarovništvo	fear	0.516
grievous	hudoben	fear	0.516
chased	preganjali	fear	0.516
detainee	pripornika	fear	0.516
palsy	paraliza	fear	0.516
intolerance	nestrpnost	fear	0.516
growl	raje	fear	0.516
sting	sting	fear	0.516
plunder	plunder	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	nepredstavljivo	fear	0.516
smite	smite	fear	0.516
suspect	sumite	fear	0.516
pernicious	pernicious	fear	0.516
enforce	uveljaviti	fear	0.516
embolism	embolizem	fear	0.516
helplessness	nemoči	fear	0.516
harshness	krutost	fear	0.516
oppress	zatirati	fear	0.516
exile	izgnanstvo	fear	0.516
foreboding	predsodka	fear	0.516
relapse	ponovitev	fear	0.516
robber	ropar	fear	0.516
biopsy	biopsija	fear	0.516
emaciated	izčrpan	fear	0.516
incite	spodbujati	fear	0.516
troublesome	težavno	fear	0.516
busted	ujet	fear	0.516
darkness	temno	fear	0.516
insidious	pokvaren	fear	0.516
plight	slabost	fear	0.516
exacerbation	poslabšanje	fear	0.516
revulsion	odvratnost	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	zaviralec	fear	0.516
depression	depresija	fear	0.508
confinement	zaprtje	fear	0.507
downfall	padec	fear	0.500
alcoholism	alkoholizem	fear	0.500
towering	visoka	fear	0.500
blob	blob	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	nestabilnost	fear	0.500
prohibited	prepovedano	fear	0.500
brute	Brute	fear	0.500
suppress	zatreti	fear	0.500
infarct	infarkt	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	lov	fear	0.500
wasp	osa	fear	0.500
cliff	pečine	fear	0.500
frenetic	frenetic	fear	0.500
squeamish	Squeamish	fear	0.500
mistrust	nezaupanje	fear	0.500
raving	gnjev	fear	0.500
premeditated	naklepno	fear	0.500
intolerant	nestrpno	fear	0.500
subvert	pretrgati	fear	0.500
illegal	nezakonito	fear	0.500
scalpel	skalpel	fear	0.500
vertigo	vrtoglavica	fear	0.500
madden	norec	fear	0.500
odious	Odporen	fear	0.500
ruined	uničen	fear	0.500
constraint	omejitev	fear	0.500
suppression	zatiranje	fear	0.500
defiance	premirje	fear	0.500
prayforme	moli zame	fear	0.500
surrender	predajo	fear	0.500
sinful	grešno	fear	0.500
woe	grdo	fear	0.491
perjury	krivolov	fear	0.484
worse	slabše	fear	0.484
syringe	brizga	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	obrekovanje	fear	0.484
cutting	rezanje	fear	0.484
warrior	bojevnik	fear	0.484
restriction	omejitev	fear	0.484
indefensible	neomejen	fear	0.484
palpitations	palpitacije	fear	0.484
retard	retard	fear	0.484
lash	trepalnice	fear	0.484
flinch	flinch	fear	0.484
lion	lev	fear	0.484
ravine	grapa	fear	0.484
cracked	razpokan	fear	0.484
shiver	Stisni	fear	0.484
insecurity	negotovost	fear	0.484
rat	podgana	fear	0.484
ohno	ohno	fear	0.484
fiend	fiend	fear	0.484
jumpy	neumno	fear	0.484
hallucination	halucinacije	fear	0.484
poaching	lova	fear	0.484
dishonor	sramoto	fear	0.484
dismay	razburjaj	fear	0.484
accusing	obtožujejo	fear	0.484
ambulance	rešilca	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	ločitev	fear	0.484
ravenous	grenak	fear	0.484
disgusting	Odvratno	fear	0.484
rabble	Grozljivka	fear	0.484
slam	Slam	fear	0.484
hospital	bolnišnica	fear	0.484
coerce	prisilno	fear	0.484
endemic	endemično	fear	0.484
prejudiced	predsodkov	fear	0.484
blackness	črna	fear	0.484
armor	oklep	fear	0.484
worrying	zaskrbljujoče	fear	0.484
indictment	Obtožnica	fear	0.484
hate	sovraštvo	fear	0.484
freakish	čudaško	fear	0.484
hearse	Pohištvo	fear	0.484
intrusion	vdor	fear	0.484
inspection	pregled	fear	0.483
sinner	grešnik	fear	0.483
averse	averse	fear	0.483
missing	pogrešam	fear	0.474
despairing	obup	fear	0.474
darken	temen	fear	0.471
austere	strogo	fear	0.470
animosity	sovražnost	fear	0.469
fret	fret	fear	0.469
fever	povišana telesna temperatura	fear	0.469
illegality	nezakonitost	fear	0.469
accused	obtožen	fear	0.469
criticize	kritizirati	fear	0.469
scrapie	praskavec	fear	0.469
jaws	čeljusti	fear	0.469
depressed	depresivno	fear	0.469
armored	oklepno	fear	0.469
indict	Obtožnica	fear	0.469
aftermath	posledice	fear	0.469
precipice	prepad	fear	0.469
regime	režim	fear	0.469
fierce	ostro	fear	0.469
breakdown	zlomiti se	fear	0.469
quiver	tresenje	fear	0.469
admonition	opomin	fear	0.469
foreclose	zaprite	fear	0.469
revoke	prekliči	fear	0.469
superstition	vraževerje	fear	0.469
overwhelmed	preobremenjen	fear	0.469
subversion	subversion	fear	0.469
idolatry	idolatrija	fear	0.469
asteroid	asteroid	fear	0.469
toothache	zobobol	fear	0.469
inmate	zapornik	fear	0.469
decomposition	razgradnja	fear	0.469
sinking	potopiti	fear	0.469
intrusive	vsiljiv	fear	0.469
soulless	brez duše	fear	0.469
infidelity	nezvestoba	fear	0.469
nervous	živčni	fear	0.469
thresh	thresh	fear	0.469
startle	začudite	fear	0.469
unhealthy	nezdravo	fear	0.469
spear	kopje	fear	0.468
nasty	grdo	fear	0.466
worried	zaskrbljen	fear	0.466
puma	puma	fear	0.465
thirteenth	trinajstega	fear	0.465
contraband	kontraband	fear	0.464
insecure	negotovo	fear	0.461
disturbance	motnje	fear	0.459
denunciation	odpoved	fear	0.456
stigma	stigma	fear	0.455
destitute	brez pomoči	fear	0.455
powerfully	močno	fear	0.454
penalty	kazen	fear	0.453
derogatory	derogatory	fear	0.453
spasm	spazem	fear	0.453
illicit	nedovoljeno	fear	0.453
dinosaur	dinozaver	fear	0.453
disruption	prekinitev	fear	0.453
lockup	zakleniti	fear	0.453
restrain	zadržati	fear	0.453
rifle	puško	fear	0.453
disreputable	zanemarljiv	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	opozarjam	fear	0.453
quandary	Spandar	fear	0.453
resisting	odporen	fear	0.453
rigor	strogost	fear	0.453
stranger	tujec	fear	0.453
penal	kazenski	fear	0.453
grope	grope	fear	0.453
scold	Rahlo	fear	0.453
orphan	sirota	fear	0.453
resign	odstopiti	fear	0.453
hydrocephalus	hidrocefalus	fear	0.453
shrill	navzdol	fear	0.453
howl	vraga	fear	0.453
unspeakable	neizprosno	fear	0.453
wail	wail	fear	0.453
straits	ožina	fear	0.453
indoctrination	indoktrinacija	fear	0.453
apprehension	prijetje	fear	0.453
batter	Testo	fear	0.453
arraignment	poravnava	fear	0.450
urgent	nujno	fear	0.450
tramp	tramp	fear	0.440
stress	stres	fear	0.439
behemoth	Behemoth	fear	0.439
dominate	prevladujejo	fear	0.438
targeting	Ciljanje	fear	0.438
broke	zlomil	fear	0.438
looming	grozno	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debaka	fear	0.438
forfeiture	odtujitev	fear	0.438
dislocated	dislocated	fear	0.438
infirmity	slabost	fear	0.438
impermeable	neprepusten	fear	0.438
predicament	napaka	fear	0.438
falter	drek	fear	0.438
displaced	razseljeni	fear	0.438
concealed	skrito	fear	0.438
illegitimate	nezakonito	fear	0.438
unprepared	nepripravljen	fear	0.438
scarcity	pomanjkanje	fear	0.438
wince	wince	fear	0.438
mace	mace	fear	0.438
expel	Izginiti	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	oviranje	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	odlepil	fear	0.438
dentists	zobozdravniki	fear	0.438
irreconcilable	nezdružljivo	fear	0.438
bewildered	zmeden	fear	0.438
indomitable	nepopustljiv	fear	0.438
rheumatism	revmatizem	fear	0.438
accidental	slučajno	fear	0.438
prick	prick	fear	0.438
entangled	zapletena	fear	0.438
atrophy	atrofija	fear	0.438
asp	asp	fear	0.438
perverse	perverznost	fear	0.438
cabal	kabal	fear	0.438
yell	vikati	fear	0.438
gasping	bruhanje	fear	0.438
probation	pogojno	fear	0.438
accuser	obtožilec	fear	0.438
insulting	žalitev	fear	0.435
mysterious	skrivnostno	fear	0.435
halting	zaustavitev	fear	0.435
rebels	uporniki	fear	0.435
repulsion	odboj	fear	0.431
glare	bleščanje	fear	0.430
punitive	kaznovanje	fear	0.425
sordid	srd	fear	0.425
stake	delež	fear	0.423
tempest	nevihta	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	nezdružen	fear	0.422
bayonet	bajonet	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspenzija	fear	0.422
lament	lament	fear	0.422
burdensome	obremenjujoč	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	trčenje	fear	0.422
coyote	kojot	fear	0.422
deleterious	škodljivo	fear	0.422
dissident	disident	fear	0.422
varicella	varicella	fear	0.422
wilderness	divjina	fear	0.422
delusion	zamegljenost	fear	0.422
bigot	bigot	fear	0.422
unsteady	nestabilno	fear	0.422
stresses	poudarja	fear	0.422
offense	prekršek	fear	0.422
heathen	papež	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	zloglasni	fear	0.422
disappear	izginejo	fear	0.422
depress	potisni	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	nenaravno	fear	0.422
usurped	vzuril	fear	0.422
steal	ukrasti	fear	0.422
anathema	anatema	fear	0.422
fainting	omedlevica	fear	0.422
alien	tujec	fear	0.422
extrajudicial	izvensodno	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	nesreča	fear	0.418
ineptitude	neupravičenost	fear	0.417
outsider	zunanjega	fear	0.413
ugliness	grdost	fear	0.410
vulture	mrkva	fear	0.410
immoral	nemoralno	fear	0.410
scar	brazgotina	fear	0.406
stressful	stresno	fear	0.406
screech	vijuga	fear	0.406
wary	pozoren	fear	0.406
disgust	gnus	fear	0.406
stressing	poudarjanje	fear	0.406
deport	deportirati	fear	0.406
nausea	slabost	fear	0.406
resection	resekcija	fear	0.406
blackout	zatemnitev	fear	0.406
disallowed	prepovedano	fear	0.406
insolvent	plačilno nesposoben	fear	0.406
dismissal	odpuščanje	fear	0.406
omnipotence	vsemogočnost	fear	0.406
possession	posest	fear	0.406
tearful	plakati	fear	0.406
disorder	motnje	fear	0.406
squall	škoda	fear	0.406
dominant	prevladuje	fear	0.406
disabled	onemogočeno	fear	0.406
drones	brezskrbniki	fear	0.406
recklessness	brezobzirnost	fear	0.406
escape	pobegniti	fear	0.406
distressed	v stiski	fear	0.406
claw	kremplja	fear	0.406
stretcher	nosila	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	pokore	fear	0.406
weakly	šibko	fear	0.406
rubble	ruševine	fear	0.406
whimper	kimper	fear	0.406
ghetto	Ghetto	fear	0.406
socialism	socializem	fear	0.405
conspiracy	zarote	fear	0.400
toughness	žilavost	fear	0.400
defection	preusmeritev	fear	0.398
absence	odsotnost	fear	0.396
moan	moan	fear	0.394
crusade	križarska vojna	fear	0.392
radon	radon	fear	0.391
lose	izgubi	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dvomljivo	fear	0.391
unemployed	brezposelni	fear	0.391
reject	Zavrni	fear	0.391
excitation	vzburjenje	fear	0.391
xanax	xanax	fear	0.391
stifled	duši	fear	0.391
scarecrow	strašilo	fear	0.391
concealment	prikrivanje	fear	0.391
conquer	osvojiti	fear	0.391
discrimination	diskriminacija	fear	0.391
diagnosis	diagnoza	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	zanka	fear	0.391
separation	ločitev	fear	0.391
overt	odkrito	fear	0.391
urgency	nujnost	fear	0.391
musket	musket	fear	0.391
unrest	nemir	fear	0.391
descent	spust	fear	0.391
avoiding	izogibanje	fear	0.391
cyst	cista	fear	0.391
gulp	gulp	fear	0.391
procedure	postopek	fear	0.391
submission	predložitev	fear	0.391
hardened	utrjene	fear	0.391
refutation	zavrnitev	fear	0.391
repellent	repelent	fear	0.391
cleave	cepiti	fear	0.391
suspicion	sum	fear	0.391
poverty	revščina	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolventnost	fear	0.391
mental	duševno	fear	0.391
theocratic	teokratski	fear	0.391
spaz	spaz	fear	0.391
brimstone	žveplo	fear	0.391
throb	trbo	fear	0.388
outcast	Izgubljeno	fear	0.388
orc	orc	fear	0.388
disapprove	zavračati	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	pritožba	fear	0.377
withdrawals	umiki	fear	0.377
pressure	pritisk	fear	0.375
grieve	žalost	fear	0.375
frigate	frigate	fear	0.375
kerosene	kerozin	fear	0.375
nauseous	slabost	fear	0.375
khan	Khan	fear	0.375
expose	izpostaviti	fear	0.375
ocd	ocd	fear	0.375
sneaking	neumni	fear	0.375
embarrassment	zadrega	fear	0.375
bankrupt	stečaj	fear	0.375
dissolution	raztapljanje	fear	0.375
dentistry	zobozdravstvo	fear	0.375
edict	edict	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	brezna	fear	0.375
escaped	pobegnil	fear	0.375
whirlpool	whirlpool	fear	0.375
interrogate	zaslišati	fear	0.375
psychological	psihološko	fear	0.375
obligor	dolžnik	fear	0.375
misconception	napačno razumevanje	fear	0.375
military	vojska	fear	0.375
suspected	sumljivo	fear	0.375
locust	kobilica	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	slab	fear	0.375
coldness	hladnost	fear	0.375
taunt	uniči	fear	0.375
obi	obi	fear	0.375
flu	gripa	fear	0.375
barricade	barikada	fear	0.375
chimera	kimera	fear	0.375
sultan	sultana	fear	0.375
repellant	repelent	fear	0.373
unknown	neznano	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ljubosumje	fear	0.365
mug	vrč	fear	0.359
consternation	preudarnost	fear	0.359
rebel	upornik	fear	0.359
conquest	osvajanje	fear	0.359
mournful	žalostno	fear	0.359
concerned	zadevnega	fear	0.359
mandamus	mandamus	fear	0.359
onedge	na robu	fear	0.359
recurring	ponavljajoče se	fear	0.359
jaundice	zlatenica	fear	0.359
sectarian	sektaški	fear	0.359
desert	puščava	fear	0.359
cur	cur	fear	0.359
difficult	težko	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	pikado	fear	0.359
spike	konico	fear	0.359
timid	ropoten	fear	0.359
wasting	izgublja	fear	0.359
bottomless	brez dna	fear	0.359
warned	opozoril	fear	0.359
protestant	protestantka	fear	0.359
contempt	prezir	fear	0.359
exam	izpit	fear	0.359
depreciation	amortizacija	fear	0.359
anomaly	anomalija	fear	0.359
rejects	zavrača	fear	0.359
pessimism	pesimizem	fear	0.359
revolution	revolucija	fear	0.359
formidable	mogočno	fear	0.359
burke	burke	fear	0.359
cautionary	opozorilo	fear	0.359
headaches	glavoboli	fear	0.359
bankruptcy	stečaj	fear	0.359
government	vlada	fear	0.359
measles	ošpice	fear	0.359
languishing	gnusno	fear	0.358
constrain	omejiti	fear	0.358
bane	Bane	fear	0.356
impeach	odpustiti	fear	0.354
warden	upravitelj	fear	0.354
adverse	neugodno	fear	0.352
lawyer	odvetnik	fear	0.349
libel	Kleveta	fear	0.348
retrenchment	zamrznitev	fear	0.345
imminent	Nepričakovano	fear	0.345
unjustifiable	neupravičeno	fear	0.344
knell	knell	fear	0.344
contentious	sporno	fear	0.344
opposed	nasprotuje	fear	0.344
shame	sram	fear	0.344
avoidance	izogibanje	fear	0.344
resistant	odporen	fear	0.344
discipline	disciplina	fear	0.344
defy	premagati	fear	0.344
belittle	slabost	fear	0.344
fanaticism	fanatizem	fear	0.344
bearish	medvedek	fear	0.344
opium	opij	fear	0.344
sorrow	žalost	fear	0.344
mri	mri	fear	0.344
shaky	stresan	fear	0.344
hiss	Hiss	fear	0.344
loneliness	Osamljenost	fear	0.344
swerve	prekleto	fear	0.344
taboo	tabu	fear	0.344
reckless	nepremišljen	fear	0.344
obstacle	ovira	fear	0.344
launches	začenja	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	razsodba	fear	0.344
servile	servile	fear	0.344
hesitation	oklevanje	fear	0.344
evade	izogniti se	fear	0.344
recession	recesija	fear	0.344
eel	jegulje	fear	0.344
shortage	pomanjkanje	fear	0.344
pest	škodljivec	fear	0.344
cutter	rezalec	fear	0.344
psych	psih	fear	0.344
parachute	padalo	fear	0.344
disrespectful	nespoštljivo	fear	0.343
phalanx	falanx	fear	0.342
creature	bitje	fear	0.340
mortgage	hipoteka	fear	0.331
specter	spekter	fear	0.331
enigmatic	enigmatično	fear	0.329
caution	previdnost	fear	0.328
police	policija	fear	0.328
shank	greben	fear	0.328
undesirable	nezaželeno	fear	0.328
shutdown	ugasniti	fear	0.328
dike	dike	fear	0.328
subordinate	podrejeni	fear	0.328
gametime	čas za igro	fear	0.328
remove	odstraniti	fear	0.328
smut	strmina	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	nesreča	fear	0.328
loom	statve	fear	0.328
supremacy	prevlado	fear	0.328
unlucky	nesrečni	fear	0.328
quash	pomiri	fear	0.328
hives	panjev	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	občutek	fear	0.328
dominion	dominion	fear	0.328
encumbrance	breme	fear	0.328
adrift	vzpenjati	fear	0.328
defendant	tožena stranka	fear	0.328
outpost	outpost	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	nesmiselno	fear	0.328
wrongly	napačno	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	čudak	fear	0.328
ethereal	ethereal	fear	0.328
scarce	malo	fear	0.327
unsettled	nereden	fear	0.327
antisocial	antisocialno	fear	0.324
astray	zabrisati	fear	0.320
vigilant	budno	fear	0.319
socialist	socialistično	fear	0.318
halter	halter	fear	0.318
pessimist	pesimist	fear	0.317
pacing	pacing	fear	0.316
opponent	nasprotnik	fear	0.312
discontinuity	diskontinuiteta	fear	0.312
conspire	zavzemati	fear	0.312
trickery	trik	fear	0.312
obsessing	obsedenost	fear	0.312
seclusion	ločitev	fear	0.312
whirlwind	vihar	fear	0.312
unexpected	nepričakovano	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	dogovarjanje	fear	0.312
muzzle	gobec	fear	0.312
blight	blato	fear	0.312
foreigner	tujec	fear	0.312
chargeable	zaračunati	fear	0.312
laxative	laksativ	fear	0.312
clinical	klinično	fear	0.312
dentist	zobozdravnik	fear	0.312
therapist	terapevt	fear	0.312
deadline	rok	fear	0.312
bewilderment	zmedo	fear	0.312
litigate	litigate	fear	0.312
nether	nether	fear	0.312
thorny	trnit	fear	0.312
valium	valium	fear	0.312
powerful	močno	fear	0.312
uneasy	nelagodno	fear	0.312
unkind	neutemeljen	fear	0.312
ordnance	uničenje	fear	0.312
wimpy	Wimpy	fear	0.312
overthinking	preveč misliti	fear	0.309
doubts	dvomi	fear	0.308
seriousness	resnost	fear	0.305
irrational	iracionalno	fear	0.305
erase	izbrisati	fear	0.303
teasing	dražiti	fear	0.303
razor	britev	fear	0.303
sweating	znojenje	fear	0.298
reluctant	neradi	fear	0.297
mage	mage	fear	0.297
crouching	skušnjava	fear	0.297
warning	Opozorilo	fear	0.297
endless	neskončno	fear	0.297
adjudicate	odločanje	fear	0.297
bale	bale	fear	0.297
inflation	inflacija	fear	0.297
giant	velikan	fear	0.297
auditor	revizor	fear	0.297
medical	medicinski	fear	0.297
swamp	močvirje	fear	0.297
bitch	prasica	fear	0.297
mislead	zavajajo	fear	0.297
weighty	težko	fear	0.297
avoid	izogibajte se	fear	0.297
depreciated	amortizirana	fear	0.297
flounder	flounder	fear	0.297
deflation	deflacija	fear	0.297
unsurpassed	neprekosljivo	fear	0.297
dashed	črtkano	fear	0.297
hide	skriti	fear	0.297
timidity	plodnost	fear	0.297
deluge	poplave	fear	0.287
disinformation	dezinformacija	fear	0.286
court	sodišče	fear	0.284
aversion	averzijo	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	neprijazno	fear	0.281
remains	ostanki	fear	0.281
discourage	odvračati	fear	0.281
cautious	previden	fear	0.281
oncoming	prihajajoči	fear	0.281
flying	letenje	fear	0.281
mistaken	napačno	fear	0.281
swelling	oteklina	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	nadzor	fear	0.281
apache	Apache	fear	0.281
rush	hitenje	fear	0.281
yelp	yelp	fear	0.281
cartridge	vložek	fear	0.281
fortress	trdnjava	fear	0.281
bigoted	pobožen	fear	0.281
notready	ni pripravljen	fear	0.281
challenge	izziv	fear	0.281
submitting	predložiti	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	zmedenost	fear	0.281
unruly	nepopravljivo	fear	0.281
intense	intenzivno	fear	0.279
noncompliance	neupoštevanje	fear	0.276
alerts	opozorila	fear	0.276
planes	letala	fear	0.274
displeased	nezadovoljen	fear	0.273
cop	policaj	fear	0.273
unbridled	razburjen	fear	0.271
regiment	polka	fear	0.266
crowds	množice	fear	0.266
sentence	stavka	fear	0.266
blindfold	vezenje na oči	fear	0.266
crouch	skrivaj	fear	0.266
belt	pas	fear	0.266
hooded	s kapuco	fear	0.266
uncanny	čudno	fear	0.266
cupping	Cupping	fear	0.266
sneak	skrivaj	fear	0.266
cloak	plašč	fear	0.266
banger	banger	fear	0.266
affront	napasti	fear	0.266
confession	priznanje	fear	0.266
blemish	pomanjkljivost	fear	0.266
posse	posse	fear	0.266
auditions	avdicije	fear	0.266
forgotten	pozabljen	fear	0.266
immerse	potopite	fear	0.266
operation	delovanje	fear	0.266
elevation	višina	fear	0.266
shanghai	Šanghaj	fear	0.266
hood	pokrov	fear	0.266
problem	problem	fear	0.266
skid	drsanje	fear	0.266
insomnia	nespečnost	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	flurries	fear	0.266
force	sila	fear	0.266
spur	Spur	fear	0.262
defense	obramba	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	teči	fear	0.250
rascal	rascal	fear	0.250
standstill	mirovanje	fear	0.250
doubt	dvom	fear	0.250
cataract	katarakta	fear	0.250
repent	se pokesati	fear	0.250
unfamiliar	neznan	fear	0.250
delusional	nenavaden	fear	0.250
obliging	obvezujoče	fear	0.250
hag	hag	fear	0.250
defend	brani	fear	0.250
guard	stražar	fear	0.250
scapegoat	grešni kozel	fear	0.250
swampy	močviren	fear	0.250
react	reagirati	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	prekršek	fear	0.250
spinster	spinster	fear	0.250
indifference	brezbrižnost	fear	0.250
sunk	potopljen	fear	0.250
picket	picket	fear	0.250
insect	žuželke	fear	0.250
rating	rating	fear	0.250
forewarned	opozoriti	fear	0.250
indecisive	neodločen	fear	0.250
stealthy	prikrite	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	utemeljen	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	najvišji	fear	0.236
inequality	neenakost	fear	0.234
rekindle	ponovno vžge	fear	0.234
shrink	skrči	fear	0.234
scaffold	oder	fear	0.234
discontent	nezadovoljstvo	fear	0.234
verge	rob	fear	0.234
psychiatrist	psihiater	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	posreduj	fear	0.234
pinion	zobca	fear	0.234
finalized	končano	fear	0.234
shelters	zavetišča	fear	0.234
sleepless	brez slepa	fear	0.234
dependence	odvisnost	fear	0.234
chicken	piščanec	fear	0.234
instinctive	instinktivno	fear	0.234
buzz	buzz	fear	0.234
difficulty	težave	fear	0.234
bee	čebela	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buck	fear	0.234
rushing	rushing	fear	0.233
overslept	prekoračila	fear	0.226
default	privzeto	fear	0.226
confessional	konfesionalno	fear	0.225
impatient	nestrpno	fear	0.224
immigrant	priseljenec	fear	0.219
heft	tat	fear	0.219
sweat	pot	fear	0.219
waver	valovanje	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	Škrt	fear	0.219
thrill	vznemirjenje	fear	0.219
cane	trs	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	kaj če	fear	0.219
tactics	taktike	fear	0.219
veer	veer	fear	0.219
unequal	neenakomerno	fear	0.219
lastminute	Zadnja minuta	fear	0.219
jungle	džunglo	fear	0.219
bait	vaba	fear	0.219
revelations	razkritja	fear	0.219
blues	blues	fear	0.219
overtired	preveč	fear	0.218
prognosis	napoved	fear	0.217
alertness	budnost	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	zaželi mi srečo	fear	0.212
tryouts	preizkusi	fear	0.210
clowns	klovnov	fear	0.207
fluctuation	nihanje	fear	0.204
restless	brez počitka	fear	0.204
examination	pregled	fear	0.204
intimacy	intimnost	fear	0.203
phew	phew	fear	0.203
