word	Uzbek-uz	emotion	emotion-intensity-score
appreciated	qadrli	joy	0.682
luscious	shirin	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	tabassum qildi	joy	0.682
bestfriends	Yaqin do'stlar	joy	0.682
exaltation	yuksalish	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	yoritadi	joy	0.682
tranquility	xotirjamlik	joy	0.679
marry	turmush qurish	joy	0.676
embrace	quchoqlash	joy	0.676
positively	ijobiy	joy	0.676
dearest	azizim	joy	0.672
relaxation	dam olish	joy	0.672
accomplished	amalga oshdi	joy	0.672
hug	quchoqlash	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	Bday	joy	0.672
grin	kulrang	joy	0.672
enliven	jonlanish	joy	0.672
contentment	mamnuniyat	joy	0.672
hilarious	kulgili	joy	0.672
giggles	kıkırdama	joy	0.672
bountiful	mo'l-ko'lchilik	joy	0.667
victor	g'olib	joy	0.667
adore	yoqimli	joy	0.667
boisterous	g'azablangan	joy	0.667
fulfilled	amalga oshdi	joy	0.667
fulfill	bajarish	joy	0.664
cuddles	kukunlar	joy	0.662
prosperous	farovon	joy	0.660
romanticism	romantizm	joy	0.656
humor	hazil	joy	0.656
glow	yorug'lik	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	yoqimli	joy	0.656
appreciation	minnatdorchilik	joy	0.656
encouraged	rag'batlantirildi	joy	0.656
satisfy	qoniqtiramiz	joy	0.656
serenity	xotirjamlik	joy	0.656
captivate	ovlash	joy	0.656
besties	Besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	mamnuniyat	joy	0.652
treasure	xazina	joy	0.652
engaged	unashtirilgan	joy	0.652
praises	maqtovlar	joy	0.652
abundance	mo'l-ko'lchilik	joy	0.652
fortunes	boylik	joy	0.652
relaxing	tasalli berish	joy	0.652
praised	maqtagan	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	to'ldiruvchi	joy	0.647
affection	muhabbat	joy	0.647
relieved	bo'shab qoldi	joy	0.647
carnival	karnaval	joy	0.643
divine	ilohiy	joy	0.641
saintly	aziz	joy	0.641
harmoniously	uyg'un tarzda	joy	0.641
achieve	erishish	joy	0.641
thanksgiving	minnatdorchilik	joy	0.641
jackpot	jekpot	joy	0.641
priceless	qimmatbaho	joy	0.641
sensuality	shahvoniylik	joy	0.641
champion	chempioni	joy	0.641
wedding	to'y	joy	0.641
uplifting	ko'tarilish	joy	0.641
climax	chuqurlik	joy	0.636
yayy	yayy	joy	0.636
peaceful	tinch	joy	0.636
twinkle	pushti	joy	0.636
reverie	tuyg'u	joy	0.636
exalt	yuksalish	joy	0.636
winner	g'olib	joy	0.636
felicity	salomatlik	joy	0.636
cuddle	jodugarlik	joy	0.636
comforting	tasalli berish	joy	0.636
honeymoon	Lahzani	joy	0.636
xoxo	xoxo	joy	0.634
amusing	qiziqarli	joy	0.625
reward	sovrin	joy	0.625
fondness	xushyoqish	joy	0.625
hearts	yuraklari	joy	0.625
brighter	yorqinroq	joy	0.625
sweet	shirin	joy	0.625
stargazing	g'azablanish	joy	0.625
festival	festival	joy	0.625
snuggling	qotillik	joy	0.625
generosity	saxiylik	joy	0.625
gorgeous	ajoyib	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	jinsiy aloqa	joy	0.622
parade	parad	joy	0.621
applause	olqishlar	joy	0.621
genial	genial	joy	0.621
beauty	go'zallik	joy	0.621
kind	mehribon	joy	0.621
newlife	Yangi hayot	joy	0.618
aspiring	istaganlar	joy	0.618
fulfilling	bajarish	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	yaxshi	joy	0.613
kiss	o'pish	joy	0.610
winnings	yutuqlar	joy	0.609
praiseworthy	maqtovga sazovor	joy	0.609
rainbows	kamalaklar	joy	0.609
generous	saxiy	joy	0.609
enlightenment	ma'rifat	joy	0.609
playful	qiziqarli	joy	0.609
christmas	Rojdestvo	joy	0.609
super	super	joy	0.609
elegance	nafislik	joy	0.609
rekindle	rekindle	joy	0.609
awards	mukofotlar	joy	0.609
adorable	yoqimli	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	mustaqillik	joy	0.607
successful	omadli	joy	0.606
onelove	bir muhabbat	joy	0.606
kindness	mehribonlik	joy	0.606
freely	erkin tarzda	joy	0.606
surprises	kutilmagan hodisalar	joy	0.606
inspired	ilhomlantirdi	joy	0.606
hilarity	xushbichim	joy	0.606
wonder	hayron	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	o'yin-kulgi	joy	0.603
whimsical	jozibali	joy	0.603
passion	ehtiros	joy	0.603
beautify	obodonlashtirish	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	quyosh chiqishi	joy	0.600
godisgood	Xudoyim	joy	0.597
whoo	kim	joy	0.594
angel	farishta	joy	0.594
thankgod	Xudoga shukur	joy	0.594
accomplishment	erishish	joy	0.594
flirt	flirt	joy	0.594
goodmusic	yaxshi musiqa	joy	0.594
snuggled	qotib qolgan	joy	0.594
revere	hurmat qiling	joy	0.594
inspire	ilhom bering	joy	0.594
fanfare	jo'shqinlik	joy	0.594
peacefully	tinchlik bilan	joy	0.594
jesus	Iso alayhissalom	joy	0.594
goodies	yaxshiliklar	joy	0.594
heroic	qahramonlik	joy	0.591
fortune	boylik	joy	0.591
friendship	do'stlik	joy	0.591
singing	qo'shiq aytish	joy	0.591
exalted	yuksak	joy	0.591
summer	yoz	joy	0.591
highest	eng yuqori	joy	0.591
overflowing	toshqin	joy	0.588
contented	mamnun	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	umid qilamiz	joy	0.586
accolade	taqdir	joy	0.586
cozy	qulay	joy	0.583
delicious	mazali	joy	0.579
friendly	do'stona	joy	0.578
sensuous	sezgir	joy	0.578
darling	sevgilim	joy	0.578
picturesque	chiroyli	joy	0.578
raving	sharmandalik	joy	0.578
praise	Maqtov	joy	0.578
everlasting	abadiydir	joy	0.578
ambition	hirs	joy	0.578
thelife	hayot	joy	0.578
sparkle	uchqun	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	muloyimlik bilan	joy	0.576
sensual	sezgi	joy	0.576
heroism	qahramonlik	joy	0.576
succeeding	muvaffaqiyatli	joy	0.576
grace	inoyat	joy	0.576
peace	tinchlik	joy	0.576
livelife	hayotni yasha	joy	0.574
special	maxsus	joy	0.574
tantalizing	tantal qilish	joy	0.572
pumped	pompalanadi	joy	0.567
worthwhile	munosib	joy	0.562
revels	mamnuniyat bilan	joy	0.562
prevail	ustunlik qiladi	joy	0.562
liking	sevish	joy	0.562
sunny	quyoshli	joy	0.562
relax	Rohatlaning	joy	0.562
surprise	ajablanib	joy	0.562
hugs	hugs	joy	0.562
admirable	yoqimli	joy	0.562
hero	qahramon	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	kulgili	joy	0.562
sweets	shirinliklar	joy	0.562
prosper	najot	joy	0.562
superstar	yulduz	joy	0.562
favorable	qulay	joy	0.561
bless	muborak bo'l	joy	0.561
tenderness	noziklik	joy	0.561
freedom	erkinlik	joy	0.561
masterpiece	Nodir asar, shoh asar	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	orzular	joy	0.559
hopeful	umidvor	joy	0.559
home	uy	joy	0.559
cruising	tomosha qilish	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	sodiqlik	joy	0.553
closeness	yaqinlik	joy	0.552
eagerness	ishtiyoq	joy	0.552
comfy	qulay	joy	0.551
sunshine	quyoshli	joy	0.551
confidence	ishonch	joy	0.547
mistletoe	bug'doy	joy	0.547
elite	elita	joy	0.547
celestial	samoviy	joy	0.547
heart	yurak	joy	0.547
completion	tugatish	joy	0.547
good	yaxshi	joy	0.547
daughter	qizim	joy	0.547
gifts	sovg'alar	joy	0.547
astonishment	hayrat	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Xayrli tong	joy	0.547
lifted	ko'tarildi	joy	0.547
zeal	g'ayrat	joy	0.547
illuminate	yoritadi	joy	0.547
gift	sovg'a	joy	0.547
vacation	dam olish	joy	0.547
charmed	Maftun bo'ldim	joy	0.546
recreation	dam olish	joy	0.545
encouragement	rag'batlantirish	joy	0.545
gush	gul	joy	0.545
sublime	ulug'vor	joy	0.545
dance	raqs	joy	0.545
god	xudo	joy	0.545
free	ozod	joy	0.544
freshstart	freshstart	joy	0.544
savior	qutqaruvchi	joy	0.543
sanctuary	muqaddas joy	joy	0.541
grandchildren	nabiralari	joy	0.540
wellness	sog'liq	joy	0.537
revel	mamnuniyat bilan	joy	0.534
inspirational	ruhlantiruvchi	joy	0.531
savor	yoqimli	joy	0.531
matrimony	nikoh	joy	0.531
money	pul	joy	0.531
rainbow	kamalak	joy	0.531
confident	o'ziga ishongan	joy	0.531
bridal	kelin	joy	0.531
music	musiqa	joy	0.531
fab	Fab	joy	0.531
serene	tinch	joy	0.531
alive	tirik	joy	0.531
holiness	muqaddaslik	joy	0.531
vitality	muhimlik	joy	0.531
liberation	ozod qilish	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	tinchlantiruvchi	joy	0.531
soar	tezlashdi	joy	0.531
firstborn	birinchi tug'ilgan bola	joy	0.531
elegant	oqlangan	joy	0.530
mastery	mahorat	joy	0.530
illumination	yoritish	joy	0.530
welcomed	mamnuniyat bilan kutib olindi	joy	0.530
warmth	harorat	joy	0.530
blossom	gullash	joy	0.530
glimmer	jilvalanadi	joy	0.530
faithful	sodiq	joy	0.529
treat	davolash	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	maqtovga sazovor	joy	0.519
powerful	kuchli	joy	0.516
silly	ahmoqona	joy	0.516
zest	lazzat	joy	0.516
presents	taqdim etadi	joy	0.516
succeed	muvaffaqiyatli	joy	0.516
jingle	jingle	joy	0.516
remarkable	diqqatga sazovor	joy	0.516
greeted	salomlashdi	joy	0.516
brotherly	birodarlik	joy	0.516
pride	mag'rurlik	joy	0.516
strengthening	kuchaytirish	joy	0.516
aspire	intizor bo'lsin	joy	0.516
abundant	mo'l	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	chiroyli	joy	0.516
almighty	qudratli	joy	0.516
fancy	farasingiz	joy	0.516
zen	zen	joy	0.515
coronation	tirnoq	joy	0.515
kudos	qudos	joy	0.515
vivid	jonli	joy	0.515
leisure	dam olish	joy	0.515
complete	to'liq	joy	0.515
cutie	kostyum	joy	0.515
newme	yangiliklar	joy	0.515
familytime	oilaviy vaqt	joy	0.515
animated	jonlantirilgan	joy	0.515
spirit	ruh	joy	0.515
thanking	rahmat	joy	0.515
kid	bola	joy	0.515
shining	porlashi	joy	0.515
payday	payday	joy	0.515
princely	shahzoda	joy	0.515
reunited	birlashtirildi	joy	0.515
therapeutic	terapevtik	joy	0.515
comfort	qulaylik	joy	0.515
godly	xudojo'y	joy	0.514
marriage	nikoh	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	munosabatlar	joy	0.514
spouse	turmush o'rtog'i	joy	0.507
intimately	yaqin	joy	0.507
accomplish	bajaring	joy	0.500
excel	excel	joy	0.500
inviting	taklif qilish	joy	0.500
meritorious	maqtovga sazovor	joy	0.500
diamond	olmos	joy	0.500
nature	tabiat	joy	0.500
dignity	qadr-qimmati	joy	0.500
family	oila	joy	0.500
soulful	sog'lom	joy	0.500
charitable	xayriya tashkiloti	joy	0.500
encourage	rag'batlantirish	joy	0.500
friends	do'stlarim	joy	0.500
satisfied	ma'qullandi	joy	0.500
welcoming	salom	joy	0.500
healthy	sog'lom	joy	0.500
surreal	surreal	joy	0.500
refreshed	yangilandi	joy	0.500
beach	plaj	joy	0.500
motherhood	onalik	joy	0.500
respect	hurmat qilish	joy	0.500
gem	marvarid	joy	0.500
erotic	erotik	joy	0.500
visionary	vizyoner	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	erishildi	joy	0.500
christ	masihiy	joy	0.500
memorable	unutilmas	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	chaqaloq	joy	0.500
purr	moyillik	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	Haqiqat	joy	0.500
bloom	gullash	joy	0.500
carefree	sabrsiz	joy	0.500
aura	aura	joy	0.493
health	sog'liqni saqlash	joy	0.493
liberty	ozodlik	joy	0.486
approved	tasdiqlangan	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	vohasi	joy	0.486
rapture	osmonga ko'tarilish	joy	0.485
engaging	jalb qilish	joy	0.485
crowning	qarg'a	joy	0.485
aspiration	aspiratsiya	joy	0.485
prestige	obro'-e'tibor	joy	0.485
crescendo	crescendo	joy	0.485
gentle	muloyim	joy	0.485
liberate	ozod qilish	joy	0.485
betrothed	nishonlangan	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bardoshlik	joy	0.485
privileged	imtiyozli	joy	0.485
loyal	sodiq	joy	0.485
inseparable	ajralmas	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	shamol	joy	0.484
trophy	kupa	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	omad	joy	0.484
creativity	ijodkorlik	joy	0.484
destiny	taqdiri	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transsendensiya	joy	0.484
bouquet	guldasta	joy	0.484
chocolate	shokolad	joy	0.484
aloha	aloha	joy	0.484
yummy	yoqimli	joy	0.484
dream	tush	joy	0.484
desire	istak	joy	0.484
boyfriend	erkak do'sti	joy	0.480
commemoration	xotiralar	joy	0.479
intelligence	razvedka	joy	0.477
readiness	tayyorgarlik	joy	0.473
friend	do'stim	joy	0.471
enthusiast	muxlislar	joy	0.471
bride	kelin	joy	0.471
lush	guruch	joy	0.470
calming	tinchlantirish	joy	0.470
inheritance	meros olish	joy	0.470
kiddo	kiddo	joy	0.470
massage	massaj	joy	0.470
tickle	qaynatish	joy	0.470
adventure	sarguzasht	joy	0.470
nostalgia	nostalji	joy	0.470
soothe	tinchlantirish	joy	0.470
goals	maqsadlar	joy	0.469
luster	parıltı	joy	0.469
giving	berib	joy	0.469
princess	malika	joy	0.469
heartily	chin yurakdan	joy	0.469
benevolence	xayrixohlik	joy	0.469
nurture	tarbiyalash	joy	0.469
bridegroom	kuyov	joy	0.469
eternal	abadiy	joy	0.469
pray	ibodat qiling	joy	0.469
getaway	ketmoq	joy	0.469
humanitarian	insonparvarlik	joy	0.469
bonding	bog'lanish	joy	0.469
rest	dam olish	joy	0.469
amicable	do'stona	joy	0.469
purring	purring	joy	0.469
pretty	yoqimli	joy	0.469
child	bola	joy	0.466
salutary	salutary	joy	0.465
invite	taklif qiling	joy	0.457
reminiscing	eslatish	joy	0.456
beam	nurlanish	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropik	joy	0.455
aesthetics	estetikalar	joy	0.455
friday	Juma kuni	joy	0.455
elevation	balandligi	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	marosimi	joy	0.455
mindfulness	ehtiyotkorlik	joy	0.455
hee	hee	joy	0.455
kindred	qarindoshlar	joy	0.455
scholarship	stipendiya	joy	0.455
befriend	do'st bo'lish	joy	0.455
commemorate	xotiralar	joy	0.453
allure	chiroylik	joy	0.453
faith	ishonch	joy	0.453
forgiveness	kechirish	joy	0.453
scenery	sahna ko'rinishi	joy	0.453
vindication	vindikatsiya	joy	0.453
waterfall	palapartishlikdan	joy	0.453
birth	tug'ilish	joy	0.453
noworries	hech qisi yo'q; tashvishga o'rin yo'q	joy	0.453
approve	tasdiqlang	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	sayohat	joy	0.447
meditation	meditatsiya	joy	0.446
relaxed	qulay	joy	0.442
tranquil	tinch	joy	0.441
weekend	hafta oxiri	joy	0.441
present	mavjud	joy	0.441
tender	tender	joy	0.441
nostalgic	nostaljik	joy	0.439
prayer	ibodat qilish	joy	0.439
sharing	almashish	joy	0.439
esteem	hurmat	joy	0.439
lyrical	lirik	joy	0.439
righteousness	solihlik	joy	0.439
share	ulush	joy	0.438
husband	er	joy	0.438
life	hayot	joy	0.438
sonnet	sonnet	joy	0.438
relief	yengillik	joy	0.438
unbeaten	mag'lubiyatsiz	joy	0.438
newday	yangi kun	joy	0.438
meditate	meditatsiya qilish	joy	0.438
mighty	qudratli	joy	0.438
eager	istak	joy	0.438
strength	kuch-quvvat	joy	0.438
warm	issiq	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	Buddy	joy	0.427
oneness	Birlik	joy	0.426
unsurpassed	ajoyib	joy	0.424
ejaculation	ejekulyatsiya	joy	0.424
unconstrained	majburiy emas	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medali bilan taqdirlangan	joy	0.424
amen	Omin	joy	0.424
candlelight	sham yorug'ligi	joy	0.424
reverence	hurmat	joy	0.424
healthful	sog'lom	joy	0.424
carols	carols	joy	0.424
sledding	chaynash	joy	0.422
wealth	boylik	joy	0.422
graduation	Bitiruv	joy	0.422
frisky	chiroyli	joy	0.422
energy	energiya	joy	0.422
calmness	tinchlik	joy	0.422
beginnings	boshlanishi	joy	0.422
safe	xavfsiz	joy	0.422
musical	musiqa	joy	0.422
symphony	simfoniya	joy	0.422
lml	lml	joy	0.422
glitter	porlashi	joy	0.422
ease	qulaylik	joy	0.422
helpful	foydali	joy	0.422
soundness	mustahkamlik	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	va'da berish	joy	0.415
reunite	birlashish	joy	0.414
salvation	najot	joy	0.412
mother	Ona	joy	0.412
poems	she'rlar	joy	0.412
inauguration	inauguratsiya	joy	0.409
immaculate	pokiza	joy	0.409
lighten	yorug'lik	joy	0.409
aromatherapy	aromaterapiya	joy	0.409
travel	sayohat qilish	joy	0.409
lavender	lavanta	joy	0.409
purify	tozalash	joy	0.409
clown	palyaço	joy	0.409
star	Yulduz	joy	0.406
cash	pul	joy	0.406
heal	shifo	joy	0.406
completing	tugatish	joy	0.406
companion	sherigim	joy	0.406
live	jonli	joy	0.406
flowers	gullar	joy	0.406
wishing	xohlayman	joy	0.406
charity	xayriya tashkiloti	joy	0.406
opportune	o'z vaqtida	joy	0.406
income	daromad	joy	0.403
soul	ruh	joy	0.401
munchies	munchies	joy	0.400
indescribable	tushunarsiz	joy	0.397
progress	taraqqiyot	joy	0.397
emancipation	ozod qilish	joy	0.397
christian	xristian	joy	0.397
hammock	hamak	joy	0.394
together	bilan birga	joy	0.394
equality	tenglik	joy	0.394
fullness	to'liqlik	joy	0.394
picnic	yanada mustahkamlanadi	joy	0.394
calm	sokin	joy	0.394
childhood	bolalik	joy	0.394
rhythmical	ritmik	joy	0.394
movies	filmlar	joy	0.393
zealous	g'ayratli	joy	0.393
littlethings	kichkina narsalar	joy	0.391
humanity	insoniyat	joy	0.391
starry	yulduzlar	joy	0.391
playground	o'yin maydoni	joy	0.391
adventures	sarguzashtlar	joy	0.391
meaningful	mazmunli	joy	0.391
choir	xor	joy	0.391
affluence	boylik	joy	0.391
warms	isitadi	joy	0.391
goofy	goofy	joy	0.391
auspicious	xayrli	joy	0.391
gesture	harakati	joy	0.387
vow	qasam ichish	joy	0.382
shopping	xarid qilish	joy	0.382
witty	oqlangan	joy	0.382
communion	hamkorlik	joy	0.379
vibes	vibes	joy	0.379
worship	ibodat qilish	joy	0.379
jump	sakramoq	joy	0.379
reverend	hurmat qiling	joy	0.377
advance	oldinga	joy	0.375
beaches	sohillar	joy	0.375
youth	yoshlar	joy	0.375
spirits	spirtli ichimliklar	joy	0.375
simplicity	oddiylik	joy	0.375
full	to'liq	joy	0.375
rising	ko'tariladi	joy	0.375
hymn	madhiya	joy	0.375
unique	noyob	joy	0.375
redeemed	sotib olingan	joy	0.375
scenic	tabiiy	joy	0.375
mirth	shodlik	joy	0.375
courtship	uchrashuvlar	joy	0.375
experience	tajriba	joy	0.375
reunion	birlashish	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	unutilmas	joy	0.375
baptismal	suvga cho'mish	joy	0.368
alliance	ittifoq	joy	0.368
grant	grant	joy	0.366
conciliation	yarashish	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	muqaddaslanish	joy	0.364
improves	yaxshilaydi	joy	0.364
improve	yaxshilash	joy	0.364
pure	sof	joy	0.364
authentic	haqiqiy	joy	0.364
kitten	mushukchalar	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	ahududu	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	sodiqlik	joy	0.359
feeling	his qilish	joy	0.359
devotional	bag'rikenglik	joy	0.359
proficiency	malakasi	joy	0.359
tinsel	tinsel	joy	0.359
revival	jonlanish	joy	0.359
sanctify	muqaddaslash	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	mustaqil	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Yunus	joy	0.348
choral	xor	joy	0.348
deliverance	najot	joy	0.348
romp	romp	joy	0.348
roaring	qichqiradi	joy	0.348
melody	ohang	joy	0.348
favor	foydasi	joy	0.348
unification	birlashma	joy	0.348
exceed	ortiq	joy	0.348
purpose	maqsadi	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	ish yo'q	joy	0.344
voluptuous	jo'shqin	joy	0.344
fruits	mevalar	joy	0.344
thx	rahmat	joy	0.344
newstart	yangi boshlang'ich	joy	0.344
manicure	manikyur	joy	0.344
date	tarix	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	yo; l sayohati	joy	0.344
cookies	kukilar	joy	0.344
hedonism	hedonizm	joy	0.344
humble	kamtarin	joy	0.344
electric	elektr	joy	0.344
pledge	garov	joy	0.344
celebrity	mashhur	joy	0.342
rhythm	ritm	joy	0.338
bridesmaid	kelin-kuyov	joy	0.338
snowday	qorday	joy	0.333
young	yosh	joy	0.333
coffee	qahva	joy	0.333
edification	rivojlanish	joy	0.333
obliging	majburiyat	joy	0.333
renovation	yangilash	joy	0.333
familiarity	tanishlik	joy	0.333
garden	bog '	joy	0.333
spa	berilgan	joy	0.333
dawn	tong	joy	0.333
connoisseur	biluvchi	joy	0.333
partner	hamkori	joy	0.333
gazing	qarash	joy	0.333
foodie	mazaxo'r	joy	0.331
synchronize	sinxronlash	joy	0.329
tribulation	qayg'u	joy	0.328
healing	shifo	joy	0.328
saint	aziz	joy	0.328
chirping	chirping	joy	0.328
hobby	sevimli mashg'ulot	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	karol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Zabur	joy	0.328
pedicure	pedikür	joy	0.328
amnesty	amnistiya	joy	0.328
respite	muhlat	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	dam olish	joy	0.318
restorative	tiklash	joy	0.318
cousins	qarindoshlar	joy	0.318
classics	klassika	joy	0.318
reconciliation	kelishuv	joy	0.316
dove	qo'ziqorin	joy	0.312
living	yashash	joy	0.312
presto	presto	joy	0.312
crafts	qo'l san'atlari	joy	0.312
recovery	tiklash	joy	0.312
woods	o'rmonlar	joy	0.312
sunset	quyosh botishi	joy	0.312
fitness	fitnes	joy	0.312
playhouse	pansionat	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	donolik	joy	0.312
deal	shartnoma	joy	0.312
simplify	soddalashtirish	joy	0.312
lord	lord	joy	0.312
sterling	sterling	joy	0.312
progression	rivojlanish	joy	0.312
relight	relight	joy	0.312
pony	pony	joy	0.312
infant	chaqaloq	joy	0.309
improvement	yaxshilash	joy	0.309
absolution	yo'qotish	joy	0.306
gently	muloyimlik bilan	joy	0.303
established	tashkil etilgan	joy	0.303
honest	halol	joy	0.303
decorating	bezatish	joy	0.303
endless	cheksizdir	joy	0.303
banquet	ziyofat	joy	0.303
providing	ta'minlash	joy	0.300
mine	meniki	joy	0.297
fraternal	birodar	joy	0.297
notable	e'tiborga sazovor	joy	0.297
feat	feat	joy	0.297
harvest	o'rim-yig'im	joy	0.297
quaint	shirin	joy	0.297
softly	yumshoq tarzda	joy	0.297
spiritual	ma'naviy	joy	0.297
morals	axloq	joy	0.297
lounging	kechki ovqat	joy	0.297
light	yorug'lik	joy	0.297
breeze	shamol	joy	0.297
strolling	yurish	joy	0.297
spending	xarajatlar	joy	0.297
meditating	meditatsiya qilish	joy	0.297
joker	joker	joy	0.297
yearning	xushbichim	joy	0.297
growth	o'sish	joy	0.297
fervor	shovqin	joy	0.295
quotes	takliflar	joy	0.294
volunteer	ixtiyoriy	joy	0.294
psalms	Zabur	joy	0.288
hippie	hippi	joy	0.288
gain	daromad	joy	0.288
taoism	taoizm	joy	0.288
midwife	akusher	joy	0.288
resources	resurslar	joy	0.288
create	yaratmoq	joy	0.288
receiving	qabul qilish	joy	0.287
ocean	okean	joy	0.286
snowfall	qor yog'ishi mumkin	joy	0.286
lsd	lsd	joy	0.286
hiking	yurish	joy	0.283
chill	chill	joy	0.281
truce	sulh	joy	0.281
infinity	abadiylik	joy	0.281
toast	tushdi	joy	0.281
destination	boradigan joy	joy	0.281
buddhist	buddist	joy	0.281
rested	dam oldi	joy	0.281
candid	samimiy	joy	0.281
evergreen	abadiydir	joy	0.281
unwind	dam olish	joy	0.281
buzzing	xiralashgan	joy	0.281
venerable	hurmatli	joy	0.279
balance	muvozanat	joy	0.275
retirement	iste'fo	joy	0.275
compensate	kompensatsiya qilish	joy	0.273
swim	suzish	joy	0.273
drinks	ichimliklar	joy	0.273
devout	dindor	joy	0.273
buddha	Budda	joy	0.273
rapt	rapt	joy	0.273
fireplace	kamin	joy	0.273
snowing	qorlar	joy	0.271
sublimation	sublimatsiya	joy	0.270
fruity	mevali	joy	0.268
humility	kamtarinlik	joy	0.266
paragon	paragon	joy	0.266
ministry	Vazirligi	joy	0.266
sunday	yakshanba	joy	0.266
salute	salom	joy	0.266
fortitude	mustahkamlik	joy	0.266
whim	qichqiriq	joy	0.266
sun	quyosh	joy	0.266
sketching	sketching	joy	0.266
waves	to'lqinlar	joy	0.266
buddhism	buddizm	joy	0.266
cathedral	ibodathona	joy	0.266
yoga	yoga	joy	0.266
artwork	san'at asari	joy	0.265
practiced	amalda	joy	0.264
clean	toza	joy	0.260
found	topildi	joy	0.258
fitting	joylashtirish	joy	0.258
immerse	chapga	joy	0.258
running	ishlaydigan	joy	0.258
clarity	aniqlik	joy	0.258
food	ovqat	joy	0.258
exercise	mashqlar	joy	0.258
autumn	kuz	joy	0.254
ardent	qizg'in	joy	0.250
fit	muvofiq	joy	0.250
mountain	tog	joy	0.250
expedient	maqsadga muvofiq	joy	0.250
diary	kunlik	joy	0.250
candles	shamlar	joy	0.250
outdoors	ochiq havoda	joy	0.250
chilled	sovigan	joy	0.250
clap	chiroyli	joy	0.250
contagious	yuqumli	joy	0.250
chirp	chirp	joy	0.250
morning	ertalab	joy	0.250
visitor	Mehmon	joy	0.250
hardy	qattiq	joy	0.250
countryside	Qishloq joy	joy	0.250
undying	davom etmoqda	joy	0.250
football	futbol	joy	0.250
advocacy	advokatlashtirish	joy	0.250
demonstrative	namoyishlar	joy	0.250
cradle	beshik	joy	0.247
trance	trans	joy	0.246
breakfast	nonushta	joy	0.242
grow	o'sadi	joy	0.242
pay	to'lash	joy	0.242
preservative	himoyachi	joy	0.242
intense	qizg'in	joy	0.242
supremacy	ustunlik	joy	0.242
church	cherkov	joy	0.242
procession	harakat	joy	0.242
consecration	muqaddaslanish	joy	0.235
lifetime	hayot paytida	joy	0.234
nursery	bolalar bog'chasi	joy	0.234
