word	Malay-ms	emotion	emotion-intensity-score
disrespectful	tidak sopan	fear	0.343
phalanx	phalanx	fear	0.342
creature	makhluk	fear	0.340
mortgage	gadai janji	fear	0.331
specter	hantu	fear	0.331
enigmatic	misterius	fear	0.329
caution	berhati-hati	fear	0.328
police	polis	fear	0.328
shank	shank	fear	0.328
undesirable	tidak diingini	fear	0.328
shutdown	menutup	fear	0.328
dike	dikejutkan	fear	0.328
subordinate	bawahan	fear	0.328
gametime	masa permainan	fear	0.328
remove	keluarkan	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	kemalangan	fear	0.328
loom	mesin tenun	fear	0.328
supremacy	ketuanan	fear	0.328
unlucky	malang	fear	0.328
quash	quash	fear	0.328
hives	sarang	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	perasaan	fear	0.328
dominion	kekuasaan	fear	0.328
encumbrance	bebanan	fear	0.328
adrift	hanyut	fear	0.328
defendant	defendan	fear	0.328
outpost	pos	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	tidak masuk akal	fear	0.328
wrongly	salah	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	pelik	fear	0.328
ethereal	ethereal	fear	0.328
scarce	kekurangan	fear	0.327
unsettled	tidak selesai	fear	0.327
antisocial	antisocial	fear	0.324
astray	sesat	fear	0.320
vigilant	berhati-hati	fear	0.319
socialist	sosialis	fear	0.318
halter	halter	fear	0.318
pessimist	pesimis	fear	0.317
pacing	pacing	fear	0.316
opponent	lawan	fear	0.312
discontinuity	pemotongan	fear	0.312
conspire	bersekongkol	fear	0.312
trickery	penipuan	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	pengasingan	fear	0.312
whirlwind	angin puyuh	fear	0.312
unexpected	tidak dijangka	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	engkol	fear	0.312
collusion	kolusi	fear	0.312
muzzle	muncung	fear	0.312
blight	blight	fear	0.312
foreigner	warga asing	fear	0.312
chargeable	boleh dikenakan	fear	0.312
laxative	julap	fear	0.312
clinical	klinikal	fear	0.312
dentist	doktor gigi	fear	0.312
therapist	ahli terapi	fear	0.312
deadline	tarikh akhir	fear	0.312
bewilderment	kebingungan	fear	0.312
litigate	litigasi	fear	0.312
nether	nether	fear	0.312
thorny	berduri	fear	0.312
valium	valium	fear	0.312
powerful	berkuasa	fear	0.312
uneasy	tidak selesa	fear	0.312
unkind	tidak baik	fear	0.312
ordnance	ordnance	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	keraguan	fear	0.308
seriousness	keseriusan	fear	0.305
irrational	tidak rasional	fear	0.305
erase	padam	fear	0.303
teasing	menggoda	fear	0.303
razor	pisau cukur	fear	0.303
sweating	berpeluh	fear	0.298
reluctant	enggan	fear	0.297
mage	mage	fear	0.297
crouching	berjongkok	fear	0.297
warning	amaran	fear	0.297
endless	tidak berkesudahan	fear	0.297
adjudicate	mengadili	fear	0.297
bale	bale	fear	0.297
inflation	inflasi	fear	0.297
giant	gergasi	fear	0.297
auditor	juruaudit	fear	0.297
medical	perubatan	fear	0.297
swamp	paya	fear	0.297
bitch	jalang	fear	0.297
mislead	mengelirukan	fear	0.297
weighty	berat badan	fear	0.297
avoid	elakkan	fear	0.297
depreciated	disusut nilai	fear	0.297
flounder	menggelepar	fear	0.297
deflation	deflasi	fear	0.297
unsurpassed	tak tertandingi	fear	0.297
dashed	putus asa	fear	0.297
hide	bersembunyi	fear	0.297
timidity	keberanian	fear	0.297
deluge	banjir	fear	0.287
disinformation	disinformation	fear	0.286
court	mahkamah	fear	0.284
aversion	kebencian	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	tidak mesra	fear	0.281
remains	kekal	fear	0.281
discourage	tidak menggalakkan	fear	0.281
cautious	berhati-hati	fear	0.281
oncoming	akan datang	fear	0.281
flying	terbang	fear	0.281
mistaken	keliru	fear	0.281
swelling	bengkak	fear	0.281
dwarfed	kurang kerdil	fear	0.281
surveillance	pengawasan	fear	0.281
apache	apache	fear	0.281
rush	tergesa-gesa	fear	0.281
yelp	yelp	fear	0.281
cartridge	kartrij	fear	0.281
fortress	kubu	fear	0.281
bigoted	ketegangan	fear	0.281
notready	tidak bersedia	fear	0.281
challenge	cabaran	fear	0.281
submitting	mengemukakan	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	kekeliruan	fear	0.281
unruly	tidak teratur	fear	0.281
intense	tegang	fear	0.279
noncompliance	ketidakpatuhan	fear	0.276
alerts	makluman	fear	0.276
planes	pesawat	fear	0.274
displeased	tidak senang	fear	0.273
cop	polis	fear	0.273
unbridled	tidak terkawal	fear	0.271
regiment	rejimen	fear	0.266
crowds	orang ramai	fear	0.266
sentence	ayat	fear	0.266
blindfold	penutup mata	fear	0.266
crouch	crouch	fear	0.266
belt	tali pinggang	fear	0.266
hooded	berkerudung	fear	0.266
uncanny	luar biasa	fear	0.266
cupping	cupping	fear	0.266
sneak	menyelinap	fear	0.266
cloak	jubah	fear	0.266
banger	banger	fear	0.266
affront	penghinaan	fear	0.266
confession	pengakuan	fear	0.266
blemish	cacat	fear	0.266
posse	posse	fear	0.266
auditions	uji bakat	fear	0.266
forgotten	dilupakan	fear	0.266
immerse	tenggelam	fear	0.266
operation	operasi	fear	0.266
elevation	ketinggian	fear	0.266
shanghai	shanghai	fear	0.266
hood	penutup	fear	0.266
problem	masalah	fear	0.266
skid	tergelincir	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	flurries	fear	0.266
force	memaksa	fear	0.266
spur	memacu	fear	0.262
defense	pertahanan	fear	0.258
mortgagor	peminjam	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	berlari	fear	0.250
rascal	rascal	fear	0.250
standstill	berdiri tegak	fear	0.250
doubt	keraguan	fear	0.250
cataract	katarak	fear	0.250
repent	bertaubat	fear	0.250
unfamiliar	tidak dikenali	fear	0.250
delusional	delusi	fear	0.250
obliging	mewajibkan	fear	0.250
hag	hag	fear	0.250
defend	bertahan	fear	0.250
guard	pengawal	fear	0.250
scapegoat	kambing hitam	fear	0.250
swampy	paya	fear	0.250
react	bertindak	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	busuk	fear	0.250
spinster	spinster	fear	0.250
indifference	sikap acuh tak acuh	fear	0.250
sunk	tenggelam	fear	0.250
picket	piket	fear	0.250
insect	serangga	fear	0.250
rating	penarafan	fear	0.250
forewarned	terlebih dahulu	fear	0.250
indecisive	tidak ragu-ragu	fear	0.250
stealthy	senyap	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	didasarkan	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	tertinggi	fear	0.236
inequality	ketidaksamaan	fear	0.234
rekindle	rekindle	fear	0.234
shrink	mengecut	fear	0.234
scaffold	perancah	fear	0.234
discontent	ketidakpuasan	fear	0.234
verge	ambang	fear	0.234
psychiatrist	psikiatri	fear	0.234
overdrive	berlebihan	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	syafaat	fear	0.234
pinion	pinion	fear	0.234
finalized	dimuktamadkan	fear	0.234
shelters	tempat perlindungan	fear	0.234
sleepless	tidur tanpa tidur	fear	0.234
dependence	pergantungan	fear	0.234
chicken	ayam	fear	0.234
instinctive	naluri	fear	0.234
buzz	buzz	fear	0.234
difficulty	kesukaran	fear	0.234
bee	lebah	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buck	fear	0.234
rushing	bergegas	fear	0.233
overslept	terlajak tidur	fear	0.226
default	lalai	fear	0.226
confessional	pengakuan	fear	0.225
impatient	tidak sabar	fear	0.224
immigrant	pendatang	fear	0.219
heft	heft	fear	0.219
sweat	peluh	fear	0.219
waver	goyah	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	pelit	fear	0.219
thrill	keseronokan	fear	0.219
cane	tebu	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	taktik	fear	0.219
veer	kurangkan	fear	0.219
unequal	tidak sama	fear	0.219
lastminute	saat akhir	fear	0.219
jungle	hutan	fear	0.219
bait	umpan	fear	0.219
revelations	wahyu	fear	0.219
blues	blues	fear	0.219
overtired	berlebihan	fear	0.218
prognosis	prognosis	fear	0.217
alertness	kewaspadaan	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	doakan kejayaan saya	fear	0.212
tryouts	cubaan	fear	0.210
clowns	badut	fear	0.207
fluctuation	turun naik	fear	0.204
restless	resah	fear	0.204
examination	pemeriksaan	fear	0.204
intimacy	keintiman	fear	0.203
phew	phew	fear	0.203
quail	puyuh	fear	0.203
hurry	tergesa-gesa	fear	0.203
uphill	menaik	fear	0.203
mighty	besar	fear	0.203
birth	kelahiran	fear	0.203
cross	menyeberang	fear	0.203
help	membantu	fear	0.203
overcome	diatasi	fear	0.203
recesses	tertutup	fear	0.203
acceptances	penerimaan	fear	0.203
fearless	tidak berani	fear	0.200
ware	ware	fear	0.198
change	ubah	fear	0.198
withstand	bertahan	fear	0.197
asap	asap	fear	0.191
owing	berhutang	fear	0.188
gnome	gnome	fear	0.188
cautiously	berhati-hati	fear	0.188
tract	saluran	fear	0.188
deadlines	tarikh akhir	fear	0.188
heighten	tambah tinggi	fear	0.188
attorney	peguam	fear	0.188
bug	bug	fear	0.188
knots	knot	fear	0.188
fragile	rapuh	fear	0.188
rule	peraturan	fear	0.188
advance	pendahuluan	fear	0.188
intrigue	tipu muslihat	fear	0.188
overcoming	mengatasi	fear	0.188
stillness	kesunyian	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	menonton	fear	0.188
unorganised	tidak teratur	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	kesepian	fear	0.183
slippery	licin	fear	0.181
interview	temuduga	fear	0.180
everyman	setiap lelaki	fear	0.178
speculation	spekulasi	fear	0.176
needtoknow	perlu tahu	fear	0.173
assessment	penilaian	fear	0.172
competition	persaingan	fear	0.172
settlor	settlor	fear	0.172
rod	rod	fear	0.172
checkpoint	pemeriksaan	fear	0.172
regulatory	pengawalseliaan	fear	0.172
worship	ibadat	fear	0.172
shell	shell	fear	0.172
readytogo	bersedia untuk pergi	fear	0.172
uncertain	tidak pasti	fear	0.172
unsure	tidak pasti	fear	0.172
birch	birch	fear	0.172
surprise	kejutan	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	sekam	fear	0.172
composure	ketenangan	fear	0.172
interviewer	pensyarah	fear	0.172
less	kurang	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	uji bakat	fear	0.156
sly	licik	fear	0.156
legalized	disahkan	fear	0.156
intimately	intim	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	undur	fear	0.156
hearing	pendengaran	fear	0.156
bases	pangkalan	fear	0.156
medication	ubat	fear	0.156
ceasefire	gencatan senjata	fear	0.156
retirement	bersara	fear	0.156
courageous	berani	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	terbit	fear	0.150
censor	menapis	fear	0.149
bailiff	bailif	fear	0.147
syllabus	silibus	fear	0.147
gent	gent	fear	0.141
caricature	karikatur	fear	0.141
rationality	rasional	fear	0.141
cove	cove	fear	0.141
newcomer	pendatang baru	fear	0.141
eventuality	akhirnya	fear	0.141
imagination	imaginasi	fear	0.141
validity	kesahan	fear	0.141
waiting	menunggu	fear	0.141
delay	kelewatan	fear	0.141
shy	malu	fear	0.140
alreadyyyyy	sudah lama	fear	0.140
symptom	gejala	fear	0.133
excite	gembira	fear	0.132
raccoon	raccoon	fear	0.127
prevent	mengelakkan	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	badut	fear	0.125
ahhh	ahhh	fear	0.125
hawk	elang	fear	0.125
campaigning	berkempen	fear	0.125
soready	soready	fear	0.125
tryout	cubaan	fear	0.125
marry	kahwin	fear	0.125
sprite	sprite	fear	0.125
swim	berenang	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	farmasi	fear	0.123
policeman	polis	fear	0.121
lace	renda	fear	0.111
dreamt	bermimpi	fear	0.111
holiness	kesucian	fear	0.109
pray	berdoa	fear	0.109
weight	berat badan	fear	0.109
incase	memasangkan	fear	0.109
knot	simpul	fear	0.109
confidence	keyakinan	fear	0.109
notoriety	terkenal	fear	0.109
homework	kerja rumah	fear	0.109
destination	destinasi	fear	0.109
bigday	besar hari	fear	0.109
slender	langsing	fear	0.100
undecided	belum pasti	fear	0.098
sympathetic	bersimpati	fear	0.097
god	tuhan	fear	0.094
grades	gred	fear	0.094
loyal	setia	fear	0.094
poise	ketenangan	fear	0.094
treat	merawat	fear	0.094
confident	yakin	fear	0.094
counsellor	kaunselor	fear	0.094
helmet	topi keledar	fear	0.094
case	kes	fear	0.094
locate	cari	fear	0.094
northeast	timur laut	fear	0.088
compassion	belas kasihan	fear	0.078
nurture	memupuk	fear	0.078
graduation	pengijazahan	fear	0.078
graded	dinilai	fear	0.075
mum	ibu	fear	0.070
infant	bayi	fear	0.067
civilians	orang awam	fear	0.062
soulmate	teman sejiwa	fear	0.062
civilian	awam	fear	0.062
cloudiness	awan	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	perbarisan	fear	0.062
cash	wang tunai	fear	0.062
journey	perjalanan	fear	0.062
guidelines	garis panduan	fear	0.062
youth	belia	fear	0.062
opera	opera	fear	0.057
synonymous	sinonim	fear	0.056
praying	berdoa	fear	0.047
honest	jujur	fear	0.047
intelligence	kecerdasan	fear	0.038
romance	cinta	fear	0.031
lines	garis	fear	0.031
volunteer	sukarelawan	fear	0.031
obey	taat	fear	0.016
happiest	gembira	joy	0.986
happiness	kebahagiaan	joy	0.984
bliss	kebahagiaan	joy	0.971
celebrating	meraikan	joy	0.970
jubilant	gembira	joy	0.969
ecstatic	gembira	joy	0.954
elation	elasi	joy	0.944
bestdayever	hari paling terbaik	joy	0.938
beaming	berseri	joy	0.938
loveee	loveee	joy	0.932
celebration	perayaan	joy	0.929
awesomeness	kehebatan	joy	0.926
joy	kegembiraan	joy	0.924
happily	gembira	joy	0.922
excitement	keseronokan	joy	0.922
euphoria	euforia	joy	0.922
fabulous	hebat	joy	0.922
joyous	gembira	joy	0.922
exuberance	keseronokan	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	cinta	joy	0.920
gratitude	terima kasih	joy	0.914
spectacular	spektakuler	joy	0.912
merriment	pelukan	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	gembira	joy	0.909
triumphant	kejayaan	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	ceria	joy	0.906
cheer	bersorak	joy	0.897
elated	gembira	joy	0.894
lovethis	suka ini	joy	0.891
laugh	ketawa	joy	0.891
jolly	gembira	joy	0.891
pleasures	keseronokan	joy	0.891
excitation	pengujaan	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	gembira	joy	0.891
exhilaration	kegembiraan	joy	0.891
marvelously	dengan hebat	joy	0.881
loving	cinta	joy	0.879
joyful	gembira	joy	0.879
outstanding	cemerlang	joy	0.879
blissful	gembira	joy	0.879
pleasurable	menyeronokkan	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	bersemangat	joy	0.875
lovinglife	menyayangi kehidupan	joy	0.875
glee	gembira	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sangat gembira	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ketawa	joy	0.864
superb	hebat	joy	0.864
wonderful	indah	joy	0.863
brilliant	cemerlang	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	bersorak	joy	0.859
hooray	hooray	joy	0.859
glory	kemuliaan	joy	0.859
celebrated	dirayakan	joy	0.859
loved	disayangi	joy	0.859
magnificent	megah	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	mengujakan	joy	0.853
heavenly	syurga	joy	0.853
thrilled	gembira	joy	0.851
mademyday	bahagiakan hari saya	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	meraikan	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	berkat	joy	0.844
wonderfully	luar biasa	joy	0.844
sweetness	manis	joy	0.833
marvellous	luar biasa	joy	0.833
festive	perayaan	joy	0.833
blessed	diberkati	joy	0.833
paradise	syurga	joy	0.833
celebrations	perayaan	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	tersenyum	joy	0.828
enchanting	mempesona	joy	0.828
love	cinta	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	rumahku syurgaku	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ketawa	joy	0.824
marvelous	luar biasa	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	perayaan	joy	0.818
sensational	sensasi	joy	0.818
delightful	menarik	joy	0.818
happyheart	gembira	joy	0.818
rejoicing	bersukacita	joy	0.818
joys	kegembiraan	joy	0.818
goodness	kebaikan	joy	0.818
excited	teruja	joy	0.818
excellence	kecemerlangan	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	gembira	joy	0.814
glorious	mulia	joy	0.812
lovemaking	suka membuat	joy	0.812
rejoice	bergembira	joy	0.812
victorious	menang	joy	0.812
excellent	sangat baik	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	nikmati	joy	0.812
splendid	indah	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	hari yang gembira	joy	0.809
myfavorite	kegemaran saya	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	keseronokan	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	kegembiraan	joy	0.803
giggle	menggeletar	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	kejayaan	joy	0.797
happier	lebih bahagia	joy	0.797
dancing	menari	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	keindahan	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	bersyukur	joy	0.789
splendor	kemegahan	joy	0.788
amuse	bersenang-senang	joy	0.788
fun	keseronokan	joy	0.788
happy	gembira	joy	0.788
enchanted	terpesona	joy	0.781
glorify	memuliakan	joy	0.781
glad	gembira	joy	0.781
beautiful	cantik	joy	0.781
solucky	Sangat bertuah	joy	0.781
giggling	terkejut	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	berseri	joy	0.781
heavens	langit	joy	0.779
perfection	kesempurnaan	joy	0.779
christmassy	christmassy	joy	0.779
romance	cinta	joy	0.779
thrilling	mendebarkan	joy	0.776
miraculous	ajaib	joy	0.773
fiesta	pesta	joy	0.773
entertain	menghiburkan	joy	0.773
congrats	selamat datang	joy	0.773
cheers	sorakan	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positif	joy	0.773
lovable	dicintai	joy	0.773
cheered	bersorak	joy	0.773
funday	funday	joy	0.772
enjoying	menikmati	joy	0.771
cuddling	memeluk	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	gembira	joy	0.766
lifeisgood	hidup ini indah	joy	0.766
thebest	yang terbaik	joy	0.766
sosweet	sosweet	joy	0.766
smiles	senyuman	joy	0.766
delight	gembira	joy	0.765
orgasm	orgasme	joy	0.765
party	parti	joy	0.765
positive	positif	joy	0.761
cheerfulness	keseronokan	joy	0.758
miracles	keajaiban	joy	0.758
sweetheart	Sayang	joy	0.758
enlighten	mencerahkan	joy	0.758
christmastime	masa untuk hari Natal	joy	0.757
giddy	pening	joy	0.757
romantic	romantis	joy	0.750
gratify	memuaskan	joy	0.750
friendliness	keramahan	joy	0.750
laughs	ketawa	joy	0.750
greatness	kebesaran	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	menyenangkan hati	joy	0.750
blessings	berkat	joy	0.750
smile	senyum	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolik	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	semangat	joy	0.742
triumph	kemenangan	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ajaib	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	keajaiban	joy	0.742
rewarding	memberi ganjaran	joy	0.742
feelgood	berasa baik	joy	0.736
prosperity	kemakmuran	joy	0.735
luxurious	mewah	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	bersemangat	joy	0.734
goodday	selamat hari raya	joy	0.734
passionate	bersemangat	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	memikat	joy	0.734
victory	kemenangan	joy	0.734
admiration	kekaguman	joy	0.734
tgif	tgif	joy	0.734
glorification	memuliakan	joy	0.733
sing	menyanyi	joy	0.729
glowing	bercahaya	joy	0.729
breathtaking	menakjubkan	joy	0.728
fulfillment	pemenuhan	joy	0.728
yessss	yessss	joy	0.728
cheery	ceria	joy	0.727
thankful	bersyukur	joy	0.727
hurrah	huru hara	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	anugerah	joy	0.727
atpeace	atpeace	joy	0.727
win	menang	joy	0.727
merry	gembira	joy	0.727
pleased	gembira	joy	0.725
radiance	cahaya	joy	0.725
inspiration	inspirasi	joy	0.725
uplift	naikkan	joy	0.723
optimistic	optimis	joy	0.723
heaven	syurga	joy	0.721
lucky	bertuah	joy	0.721
thrill	keseronokan	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	cuti	joy	0.721
harmony	harmoni	joy	0.719
brighten	cerah	joy	0.719
lover	kekasih	joy	0.719
heartfelt	bersungguh-sungguh	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	indah	joy	0.719
amusement	hiburan	joy	0.719
congratulatory	tahniah	joy	0.719
praising	memuji	joy	0.719
thriving	berkembang maju	joy	0.719
perfect	sempurna	joy	0.719
magic	sihir	joy	0.712
luckiest	paling beruntung	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	mewah	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	khazanah	joy	0.712
achievement	pencapaian	joy	0.712
yay	yay	joy	0.712
holiday	percutian	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	tertawa	joy	0.706
rave	rave	joy	0.706
proud	bangga	joy	0.704
truelove	cinta sejati	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	luar biasa	joy	0.703
goodnews	berita baik	joy	0.703
optimism	keyakinan	joy	0.703
satisfying	memuaskan	joy	0.703
gooood	gooood	joy	0.703
sweetest	paling manis	joy	0.703
cherish	menghargai	joy	0.703
goodlife	kehidupan yang baik	joy	0.703
beautification	kecantikan	joy	0.703
appreciates	menghargai	joy	0.703
winning	menang	joy	0.703
cuddled	berpelukan	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	dilayan	joy	0.700
excite	gembira	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	hari lahir	joy	0.691
metime	metime	joy	0.688
favorite	kegemaran	joy	0.688
honored	dihormati	joy	0.688
content	kandungan	joy	0.688
godsend	rahmat	joy	0.688
entertaining	menghiburkan	joy	0.688
angelic	malaikat	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	pemujaan	joy	0.688
exquisite	indah	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	berharga	joy	0.682
majestic	megah	joy	0.682
appreciated	dihargai	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	tersenyum	joy	0.682
bestfriends	kawan baik	joy	0.682
exaltation	peninggalan	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	mencerahkan	joy	0.682
tranquility	ketenangan	joy	0.679
marry	kahwin	joy	0.676
embrace	peluk	joy	0.676
positively	positif	joy	0.676
dearest	sayang	joy	0.672
relaxation	relaksasi	joy	0.672
accomplished	dicapai	joy	0.672
hug	peluk	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	senyum	joy	0.672
enliven	memeriahkan	joy	0.672
contentment	kepuasan	joy	0.672
hilarious	gembira	joy	0.672
giggles	ketawa	joy	0.672
bountiful	bertuah	joy	0.667
victor	pemenang	joy	0.667
adore	suka	joy	0.667
boisterous	gelisah	joy	0.667
fulfilled	dipenuhi	joy	0.667
fulfill	memenuhi	joy	0.664
cuddles	memeluk	joy	0.662
prosperous	Makmur	joy	0.660
romanticism	romantikisme	joy	0.656
humor	humor	joy	0.656
glow	bersinar	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	menyenangkan	joy	0.656
appreciation	penghargaan	joy	0.656
encouraged	digalakkan	joy	0.656
satisfy	memuaskan hati	joy	0.656
serenity	ketenangan	joy	0.656
captivate	menawan	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kepuasan	joy	0.652
treasure	harta karun	joy	0.652
engaged	terlibat	joy	0.652
praises	pujian	joy	0.652
abundance	banyak	joy	0.652
fortunes	kekayaan	joy	0.652
relaxing	santai	joy	0.652
praised	memuji	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	pelengkap	joy	0.647
affection	kasih sayang	joy	0.647
relieved	lega	joy	0.647
carnival	karnival	joy	0.643
divine	ilahi	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoni	joy	0.641
achieve	mencapai	joy	0.641
thanksgiving	kesyukuran	joy	0.641
jackpot	jackpot	joy	0.641
priceless	tak ternilai harganya	joy	0.641
sensuality	keghairahan	joy	0.641
champion	juara	joy	0.641
wedding	perkahwinan	joy	0.641
uplifting	menaikkan semangat	joy	0.641
climax	klimaks	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	aman	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	meninggikan	joy	0.636
winner	pemenang	joy	0.636
felicity	kemurahan hati	joy	0.636
cuddle	berpelukan	joy	0.636
comforting	selesaikan	joy	0.636
honeymoon	bulan madu	joy	0.636
xoxo	xoxo	joy	0.634
amusing	lucu	joy	0.625
reward	ganjaran	joy	0.625
fondness	kesukaan	joy	0.625
hearts	hati	joy	0.625
brighter	lebih cerah	joy	0.625
sweet	manis	joy	0.625
stargazing	stargazing	joy	0.625
festival	perayaan	joy	0.625
snuggling	snuggling	joy	0.625
generosity	kemurahan hati	joy	0.625
gorgeous	cantik	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	perbarisan	joy	0.621
applause	bertepuk tangan	joy	0.621
genial	baik hati	joy	0.621
beauty	kecantikan	joy	0.621
