word	Swahili-sw	emotion	emotion-intensity-score
shy	aibu	fear	0.140
alreadyyyyy	tayariyyyyy	fear	0.140
symptom	dalili	fear	0.133
excite	kusisimua	fear	0.132
raccoon	raccoon	fear	0.127
prevent	kuzuia	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	kampeni	fear	0.125
soready	soready	fear	0.125
tryout	jaribu	fear	0.125
marry	kuoa	fear	0.125
sprite	sprite	fear	0.125
swim	kuogelea	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	Duka la dawa	fear	0.123
policeman	polisi	fear	0.121
lace	lace	fear	0.111
dreamt	nimeota	fear	0.111
holiness	utakatifu	fear	0.109
pray	kuomba	fear	0.109
weight	uzito	fear	0.109
incase	iwapo	fear	0.109
knot	jani	fear	0.109
confidence	kujiamini	fear	0.109
notoriety	ufahamu	fear	0.109
homework	kazi ya nyumbani	fear	0.109
destination	marudio	fear	0.109
bigday	sikukuu	fear	0.109
slender	mdogo	fear	0.100
undecided	haifai	fear	0.098
sympathetic	huruma	fear	0.097
god	mungu	fear	0.094
grades	darasa	fear	0.094
loyal	waaminifu	fear	0.094
poise	poise	fear	0.094
treat	kutibu	fear	0.094
confident	ujasiri	fear	0.094
counsellor	mshauri	fear	0.094
helmet	kofia	fear	0.094
case	kesi	fear	0.094
locate	Pata	fear	0.094
northeast	kaskazini mashariki	fear	0.088
compassion	huruma	fear	0.078
nurture	kulisha	fear	0.078
graduation	uhitimu	fear	0.078
graded	imefungwa	fear	0.075
mum	mum	fear	0.070
infant	watoto wachanga	fear	0.067
civilians	raia	fear	0.062
soulmate	moyomate	fear	0.062
civilian	raia	fear	0.062
cloudiness	ukiwa	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	kupigana	fear	0.062
cash	fedha	fear	0.062
journey	safari	fear	0.062
guidelines	miongozo	fear	0.062
youth	vijana	fear	0.062
opera	opera	fear	0.057
synonymous	sawa	fear	0.056
praying	kuomba	fear	0.047
honest	waaminifu	fear	0.047
intelligence	akili	fear	0.038
romance	upendo	fear	0.031
lines	mistari	fear	0.031
volunteer	kujitolea	fear	0.031
obey	titii	fear	0.016
happiest	furaha zaidi	joy	0.986
happiness	furaha	joy	0.984
bliss	furaha	joy	0.971
celebrating	kusherehekea	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	furaha	joy	0.954
elation	msichana	joy	0.944
bestdayever	bora	joy	0.938
beaming	kupiga	joy	0.938
loveee	loveee	joy	0.932
celebration	sherehe	joy	0.929
awesomeness	uovu	joy	0.926
joy	furaha	joy	0.924
happily	kwa furaha	joy	0.922
excitement	furaha	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	fabulous	joy	0.922
joyous	furaha	joy	0.922
exuberance	furaha	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	mpenzi	joy	0.920
gratitude	shukrani	joy	0.914
spectacular	ya kushangaza	joy	0.912
merriment	furaha	joy	0.912
happydance	furaha	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	walifurahi sana	joy	0.909
triumphant	ushindi	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	furaha	joy	0.906
cheerful	furaha	joy	0.906
cheer	furaha	joy	0.897
elated	walifurahi	joy	0.894
lovethis	penda hii	joy	0.891
laugh	Cheka	joy	0.891
jolly	jolly	joy	0.891
pleasures	raha	joy	0.891
excitation	msisimko	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	furaha	joy	0.891
exhilaration	kiburi	joy	0.891
marvelously	ajabu	joy	0.881
loving	upendo	joy	0.879
joyful	furaha	joy	0.879
outstanding	bora	joy	0.879
blissful	furaha	joy	0.879
pleasurable	kupendeza	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	shauku	joy	0.875
lovinglife	upendo wa wanyama	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	furaha	joy	0.868
woohoo	woohoo	joy	0.864
laughing	Kucheka	joy	0.864
superb	superb	joy	0.864
wonderful	ajabu	joy	0.863
brilliant	kipaji	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	furaha	joy	0.859
hooray	hooray	joy	0.859
glory	utukufu	joy	0.859
celebrated	sherehe	joy	0.859
loved	kupendwa	joy	0.859
magnificent	nzuri sana	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	halleluya	joy	0.859
exciting	kusisimua	joy	0.853
heavenly	mbinguni	joy	0.853
thrilled	furaha	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	kusherehekea	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	baraka	joy	0.844
wonderfully	ajabu	joy	0.844
sweetness	uzuri	joy	0.833
marvellous	ajabu	joy	0.833
festive	sherehe	joy	0.833
blessed	heri	joy	0.833
paradise	paradiso	joy	0.833
celebrations	maadhimisho	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	kusisimua	joy	0.828
enchanting	enchanting	joy	0.828
love	upendo	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homesweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	kicheko	joy	0.824
marvelous	ajabu	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	sherehe	joy	0.818
sensational	hisia	joy	0.818
delightful	furaha	joy	0.818
happyheart	furaha	joy	0.818
rejoicing	furaha	joy	0.818
joys	furaha	joy	0.818
goodness	wema	joy	0.818
excited	msisimko	joy	0.818
excellence	ubora	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	utukufu	joy	0.812
lovemaking	kufanya mapenzi	joy	0.812
rejoice	shangwe	joy	0.812
victorious	kushinda	joy	0.812
excellent	bora	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	kufurahia	joy	0.812
splendid	kifalme	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	nyakati nzuri	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	siku ya furaha	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	radhi	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	furaha	joy	0.803
giggle	chekacheka	joy	0.802
yesss	Yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	mafanikio	joy	0.797
happier	furaha	joy	0.797
dancing	kucheza	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	utukufu	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	kushukuru	joy	0.789
splendor	utukufu	joy	0.788
amuse	tamaa	joy	0.788
fun	furaha	joy	0.788
happy	furaha	joy	0.788
enchanted	enchanted	joy	0.781
glorify	kumtukuza	joy	0.781
glad	furahi	joy	0.781
beautiful	nzuri	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	kupigana	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radhi	joy	0.781
heavens	mbingu	joy	0.779
perfection	ukamilifu	joy	0.779
christmassy	christmassy	joy	0.779
romance	upendo	joy	0.779
thrilling	kusisimua	joy	0.776
miraculous	miujiza	joy	0.773
fiesta	fiesta	joy	0.773
entertain	kuwakaribisha	joy	0.773
congrats	Hongera	joy	0.773
cheers	furaha	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	kupendwa	joy	0.773
cheered	furaha	joy	0.773
funday	siku ya furaha	joy	0.772
enjoying	kufurahia	joy	0.771
cuddling	kukimbia	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	maisha ni mazuri	joy	0.766
thebest	Bora	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	kusisimua	joy	0.766
delight	furaha	joy	0.765
orgasm	orgasm	joy	0.765
party	chama	joy	0.765
positive	chanya	joy	0.761
cheerfulness	furaha	joy	0.758
miracles	miujiza	joy	0.758
sweetheart	mpenzi	joy	0.758
enlighten	onyesha	joy	0.758
christmastime	Krismasi	joy	0.757
giddy	giddy	joy	0.757
romantic	kimapenzi	joy	0.750
gratify	fanya	joy	0.750
friendliness	urafiki	joy	0.750
laughs	anaseka	joy	0.750
greatness	ukuu	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	kupendeza	joy	0.750
blessings	baraka	joy	0.750
smile	tabasamu	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	shauku	joy	0.742
triumph	ushindi	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	kichawi	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	muujiza	joy	0.742
rewarding	yenyewadi	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	mafanikio	joy	0.735
luxurious	anasa	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vurugu	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	shauku	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	mchanga	joy	0.734
victory	ushindi	joy	0.734
admiration	sifa	joy	0.734
tgif	tgif	joy	0.734
glorification	utukufu	joy	0.733
sing	kuimba	joy	0.729
glowing	in'aa	joy	0.729
breathtaking	kupumua	joy	0.728
fulfillment	kutimiza	joy	0.728
yessss	yessss	joy	0.728
cheery	sherehe	joy	0.727
thankful	shukrani	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	tuzo	joy	0.727
atpeace	atpeace	joy	0.727
win	kushinda	joy	0.727
merry	furahini	joy	0.727
pleased	radhi	joy	0.725
radiance	kutangaza	joy	0.725
inspiration	msukumo	joy	0.725
uplift	kuinua	joy	0.723
optimistic	matumaini	joy	0.723
heaven	mbinguni	joy	0.721
lucky	bahati	joy	0.721
thrill	furaha	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	likizo	joy	0.721
harmony	maelewano	joy	0.719
brighten	onyesha	joy	0.719
lover	mpenzi	joy	0.719
heartfelt	kutoka kwa moyo	joy	0.719
utopian	watu wa nje	joy	0.719
xmas	xmas	joy	0.719
lovely	nzuri	joy	0.719
amusement	pumbao	joy	0.719
congratulatory	shukrani	joy	0.719
praising	kusifu	joy	0.719
thriving	kustawi	joy	0.719
perfect	kamilifu	joy	0.719
magic	uchawi	joy	0.712
luckiest	mno	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	anasa	joy	0.712
bestfeeling	bora	joy	0.712
treasures	hazina	joy	0.712
achievement	mafanikio	joy	0.712
yay	yay	joy	0.712
holiday	Sikukuu	joy	0.712
intimate	karibu	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	kiburi	joy	0.704
truelove	upendo wa kweli	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	kushangaza	joy	0.703
goodnews	habari njema	joy	0.703
optimism	matumaini	joy	0.703
satisfying	kuridhisha	joy	0.703
gooood	gooood	joy	0.703
sweetest	tamu	joy	0.703
cherish	cherish	joy	0.703
goodlife	maisha mazuri	joy	0.703
beautification	uzuri	joy	0.703
appreciates	hupenda	joy	0.703
winning	kushinda	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	kukubalika	joy	0.700
excite	kusisimua	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	siku ya kuzaliwa	joy	0.691
metime	muda	joy	0.688
favorite	favorite	joy	0.688
honored	kuheshimiwa	joy	0.688
content	maudhui	joy	0.688
godsend	godsend	joy	0.688
entertaining	burudani	joy	0.688
angelic	malaika	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ibada	joy	0.688
exquisite	nzuri	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	thamani	joy	0.682
majestic	majeshi	joy	0.682
appreciated	kupendezwa	joy	0.682
luscious	ladha	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	smiled	joy	0.682
bestfriends	wapenzi	joy	0.682
exaltation	kuinua	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	huangaza	joy	0.682
tranquility	utulivu	joy	0.679
marry	kuoa	joy	0.676
embrace	kukumbatia	joy	0.676
positively	vyema	joy	0.676
dearest	mpendwa	joy	0.672
relaxation	utulivu	joy	0.672
accomplished	ilikamilishwa	joy	0.672
hug	kumkumbatia	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	kuridhika	joy	0.672
hilarious	wenye hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	wenye manufaa	joy	0.667
victor	mshindi	joy	0.667
adore	adore	joy	0.667
boisterous	kiburi	joy	0.667
fulfilled	ilitimizwa	joy	0.667
fulfill	kutimiza	joy	0.664
cuddles	pamba	joy	0.662
prosperous	mafanikio	joy	0.660
romanticism	kimapenzi	joy	0.656
humor	ucheshi	joy	0.656
glow	mwanga	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	mazuri	joy	0.656
appreciation	shukrani	joy	0.656
encouraged	tia moyo	joy	0.656
satisfy	kukidhi	joy	0.656
serenity	Utulivu	joy	0.656
captivate	captivate	joy	0.656
besties	vipindi	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kuridhika	joy	0.652
treasure	hazina	joy	0.652
engaged	kushiriki	joy	0.652
praises	sifa	joy	0.652
abundance	wingi	joy	0.652
fortunes	bahati	joy	0.652
relaxing	kufurahi	joy	0.652
praised	kusifiwa	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	kuongezea	joy	0.647
affection	upendo	joy	0.647
relieved	kuondolewa	joy	0.647
carnival	carnival	joy	0.643
divine	Mungu	joy	0.641
saintly	saintly	joy	0.641
harmoniously	kwa usawa	joy	0.641
achieve	kufikia	joy	0.641
thanksgiving	Shukrani	joy	0.641
jackpot	jackpot	joy	0.641
priceless	isiyo na thamani	joy	0.641
sensuality	utamaduni	joy	0.641
champion	bingwa	joy	0.641
wedding	harusi	joy	0.641
uplifting	kukuza	joy	0.641
climax	kilele	joy	0.636
yayy	yayy	joy	0.636
peaceful	amani	joy	0.636
twinkle	tinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	kuinua	joy	0.636
winner	mshindi	joy	0.636
felicity	ufanisi	joy	0.636
cuddle	cuddle	joy	0.636
comforting	faraja	joy	0.636
honeymoon	asali	joy	0.636
xoxo	xoxo	joy	0.634
amusing	kusisimua	joy	0.625
reward	zawadi	joy	0.625
fondness	upendo	joy	0.625
hearts	mioyo	joy	0.625
brighter	nyepesi	joy	0.625
sweet	tamu	joy	0.625
stargazing	stargazing	joy	0.625
festival	tamasha	joy	0.625
snuggling	kupungua	joy	0.625
generosity	ukarimu	joy	0.625
gorgeous	nzuri	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ngono	joy	0.622
parade	kupigana	joy	0.621
applause	kupiga makofi	joy	0.621
genial	mtazamo	joy	0.621
beauty	uzuri	joy	0.621
kind	aina	joy	0.621
newlife	maisha mapya	joy	0.618
aspiring	unataka	joy	0.618
fulfilling	kutimiza	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	wema	joy	0.613
kiss	busu	joy	0.610
winnings	ushindi	joy	0.609
praiseworthy	sifa nzuri	joy	0.609
rainbows	mvua za mvua	joy	0.609
generous	ukarimu	joy	0.609
enlightenment	taa	joy	0.609
playful	kucheza	joy	0.609
christmas	Krismasi	joy	0.609
super	super	joy	0.609
elegance	ustadi	joy	0.609
rekindle	rejea	joy	0.609
awards	tuzo	joy	0.609
adorable	kupendeza	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	uhuru	joy	0.607
successful	imefanikiwa	joy	0.606
onelove	onelove	joy	0.606
kindness	wema	joy	0.606
freely	kwa uhuru	joy	0.606
surprises	mshangao	joy	0.606
inspired	aliongoza	joy	0.606
hilarity	hilarity	joy	0.606
wonder	ajabu	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	burudani	joy	0.603
whimsical	wakati wa kisasa	joy	0.603
passion	shauku	joy	0.603
beautify	kupendeza	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	jua	joy	0.600
godisgood	godisgood	joy	0.597
whoo	nani	joy	0.594
angel	malaika	joy	0.594
thankgod	Asante Mungu	joy	0.594
accomplishment	ufanisi	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	ilipigwa	joy	0.594
revere	heshima	joy	0.594
inspire	kuhamasisha	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	kwa amani	joy	0.594
jesus	Yesu	joy	0.594
goodies	goodies	joy	0.594
heroic	shujaa	joy	0.591
fortune	bahati	joy	0.591
friendship	urafiki	joy	0.591
singing	kuimba	joy	0.591
exalted	kuinuliwa	joy	0.591
summer	majira ya joto	joy	0.591
highest	juu	joy	0.591
overflowing	imeongezeka	joy	0.588
contented	yamependekezwa	joy	0.588
woot	tamaa	joy	0.588
rollicking	kukimbia	joy	0.588
hope	tumaini	joy	0.586
accolade	kulazimisha	joy	0.586
cozy	mzuri	joy	0.583
delicious	ladha	joy	0.579
friendly	kirafiki	joy	0.578
sensuous	ya kusikitisha	joy	0.578
darling	mpenzi	joy	0.578
picturesque	nzuri	joy	0.578
raving	raving	joy	0.578
praise	sifa	joy	0.578
everlasting	milele	joy	0.578
ambition	tamaa	joy	0.578
thelife	thelife	joy	0.578
sparkle	huangaza	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	bahati nzuri	joy	0.576
flattering	kupendeza	joy	0.576
sensual	kidunia	joy	0.576
heroism	ujasiri	joy	0.576
succeeding	kufanikiwa	joy	0.576
grace	neema	joy	0.576
peace	amani	joy	0.576
livelife	ishi maisha	joy	0.574
special	Maalum	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	thamani	joy	0.562
revels	mafunuo	joy	0.562
prevail	kushinda	joy	0.562
liking	kupenda	joy	0.562
sunny	jua	joy	0.562
relax	kupumzika	joy	0.562
surprise	mshangao	joy	0.562
hugs	hukumbwa	joy	0.562
admirable	admirable	joy	0.562
hero	shujaa	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorous	joy	0.562
sweets	pipi	joy	0.562
prosper	kufanikiwa	joy	0.562
superstar	nyota	joy	0.562
favorable	nzuri	joy	0.561
bless	baraka	joy	0.561
tenderness	huruma	joy	0.561
freedom	uhuru	joy	0.561
masterpiece	Kito	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	ndoto	joy	0.559
hopeful	matumaini	joy	0.559
home	nyumbani	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	uaminifu	joy	0.553
closeness	ukaribu	joy	0.552
eagerness	shauku	joy	0.552
comfy	fanya	joy	0.551
sunshine	jua	joy	0.551
confidence	kujiamini	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	wasomi	joy	0.547
celestial	mbinguni	joy	0.547
heart	moyo	joy	0.547
completion	kukamilika	joy	0.547
good	nzuri	joy	0.547
daughter	binti	joy	0.547
gifts	zawadi	joy	0.547
astonishment	mshangao	joy	0.547
bonus	ziada	joy	0.547
goodmorning	Habari za asubuhi	joy	0.547
lifted	lileta	joy	0.547
zeal	jitihada	joy	0.547
illuminate	kuangaza	joy	0.547
gift	zawadi	joy	0.547
vacation	likizo	joy	0.547
charmed	imefungwa	joy	0.546
recreation	burudani	joy	0.545
encouragement	faraja	joy	0.545
gush	kumeza	joy	0.545
sublime	heshima	joy	0.545
dance	ngoma	joy	0.545
god	mungu	joy	0.545
free	bure	joy	0.544
freshstart	freshstart	joy	0.544
savior	mwokozi	joy	0.543
sanctuary	mahali patakatifu	joy	0.541
grandchildren	wajukuu	joy	0.540
wellness	ustawi	joy	0.537
revel	revel	joy	0.534
inspirational	msukumo	joy	0.531
savor	kula	joy	0.531
matrimony	ndoa	joy	0.531
money	fedha	joy	0.531
rainbow	upinde wa mvua	joy	0.531
confident	ujasiri	joy	0.531
bridal	harusi	joy	0.531
music	muziki	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	hai	joy	0.531
holiness	utakatifu	joy	0.531
vitality	nguvu	joy	0.531
liberation	uhuru	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothing	joy	0.531
soar	soar	joy	0.531
firstborn	mzaliwa wa kwanza	joy	0.531
elegant	kifahari	joy	0.530
mastery	ustadi	joy	0.530
illumination	mwanga	joy	0.530
welcomed	kukaribishwa	joy	0.530
warmth	joto	joy	0.530
blossom	maua	joy	0.530
glimmer	glimmer	joy	0.530
faithful	mwaminifu	joy	0.529
treat	kutibu	joy	0.529
snuggles	hupuka	joy	0.522
laurels	laurels	joy	0.521
commendable	kupendekezwa	joy	0.519
powerful	nguvu	joy	0.516
silly	silly	joy	0.516
zest	zest	joy	0.516
presents	zawadi	joy	0.516
succeed	kufanikiwa	joy	0.516
jingle	jingle	joy	0.516
remarkable	ajabu	joy	0.516
greeted	alisalimu	joy	0.516
brotherly	ndugu	joy	0.516
pride	kiburi	joy	0.516
strengthening	kuimarisha	joy	0.516
aspire	tamaa	joy	0.516
abundant	wingi	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	heshima	joy	0.516
almighty	Mwenye nguvu	joy	0.516
fancy	dhana	joy	0.516
zen	zen	joy	0.515
coronation	maadili	joy	0.515
kudos	kudos	joy	0.515
vivid	wazi	joy	0.515
leisure	burudani	joy	0.515
complete	kamili	joy	0.515
cutie	cutie	joy	0.515
newme	mpya	joy	0.515
familytime	familia	joy	0.515
animated	animated	joy	0.515
spirit	roho	joy	0.515
thanking	kushukuru	joy	0.515
kid	mtoto	joy	0.515
shining	kuangaza	joy	0.515
payday	siku ya kulipa	joy	0.515
princely	heshima	joy	0.515
reunited	kuunganishwa tena	joy	0.515
therapeutic	matibabu	joy	0.515
comfort	faraja	joy	0.515
godly	waumini	joy	0.514
marriage	ndoa	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	uhusiano	joy	0.514
spouse	mke	joy	0.507
intimately	karibu sana	joy	0.507
accomplish	fidia	joy	0.500
excel	bora zaidi	joy	0.500
inviting	kuwakaribisha	joy	0.500
meritorious	sifa nzuri	joy	0.500
diamond	Almasi	joy	0.500
nature	asili	joy	0.500
dignity	heshima	joy	0.500
family	familia	joy	0.500
soulful	roho	joy	0.500
charitable	misaada	joy	0.500
encourage	kuhimiza	joy	0.500
friends	marafiki	joy	0.500
satisfied	kuridhika	joy	0.500
welcoming	kukaribisha	joy	0.500
healthy	afya	joy	0.500
surreal	surreal	joy	0.500
refreshed	imerejeshwa	joy	0.500
beach	pwani	joy	0.500
motherhood	mama	joy	0.500
respect	heshima	joy	0.500
gem	gem	joy	0.500
erotic	erotic	joy	0.500
visionary	mtazamaji	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	mafanikio	joy	0.500
christ	christ	joy	0.500
memorable	kukumbukwa	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	mtoto	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	haki	joy	0.500
bloom	Bloom	joy	0.500
carefree	wasiwasi	joy	0.500
aura	aura	joy	0.493
health	afya	joy	0.493
liberty	uhuru	joy	0.486
approved	imeidhinishwa	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	kunyakuliwa	joy	0.485
engaging	kushiriki	joy	0.485
crowning	taji	joy	0.485
aspiration	sura	joy	0.485
prestige	ufahari	joy	0.485
crescendo	crescendo	joy	0.485
gentle	mpole	joy	0.485
liberate	toa	joy	0.485
betrothed	waliyetumiwa	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	fadhila	joy	0.485
privileged	kupendeleo	joy	0.485
loyal	waaminifu	joy	0.485
inseparable	haiwezi kutenganishwa	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	nyara	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	bahati	joy	0.484
creativity	ubunifu	joy	0.484
destiny	hatimaye	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	uhaba	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	chokoleti	joy	0.484
aloha	aloha	joy	0.484
yummy	Funzo	joy	0.484
dream	ndoto	joy	0.484
desire	hamu	joy	0.484
boyfriend	mpenzi	joy	0.480
commemoration	maadhimisho	joy	0.479
intelligence	akili	joy	0.477
readiness	utayari	joy	0.473
friend	rafiki	joy	0.471
enthusiast	shauku	joy	0.471
bride	bibi	joy	0.471
lush	lush	joy	0.470
calming	kutuliza	joy	0.470
inheritance	urithi	joy	0.470
kiddo	kiddo	joy	0.470
massage	massage	joy	0.470
tickle	tamaa	joy	0.470
adventure	adventure	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	tamaa	joy	0.470
goals	malengo	joy	0.469
luster	tamaa	joy	0.469
giving	kutoa	joy	0.469
princess	princess	joy	0.469
heartily	kwa moyo wote	joy	0.469
benevolence	wema	joy	0.469
nurture	kulisha	joy	0.469
bridegroom	bwana arusi	joy	0.469
eternal	milele	joy	0.469
pray	kuomba	joy	0.469
getaway	getaway	joy	0.469
humanitarian	kibinadamu	joy	0.469
bonding	kuunganisha	joy	0.469
rest	pumzika	joy	0.469
amicable	amicable	joy	0.469
purring	kukata	joy	0.469
pretty	nzuri	joy	0.469
child	mtoto	joy	0.466
salutary	salutary	joy	0.465
invite	kumka	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	boriti	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	kitropiki	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	Ijumaa	joy	0.455
elevation	mwinuko	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	sherehe	joy	0.455
mindfulness	akili	joy	0.455
hee	hee	joy	0.455
kindred	jamaa	joy	0.455
scholarship	udhamini	joy	0.455
befriend	kuwa rafiki	joy	0.455
commemorate	kukumbuka	joy	0.453
allure	fanya	joy	0.453
faith	imani	joy	0.453
forgiveness	msamaha	joy	0.453
scenery	mandhari	joy	0.453
vindication	uhakikisho	joy	0.453
waterfall	maporomoko ya maji	joy	0.453
birth	kuzaliwa	joy	0.453
noworries	hakuna wasiwasi	joy	0.453
approve	kupitisha	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	safari	joy	0.447
meditation	kutafakari	joy	0.446
relaxed	walishirikiana	joy	0.442
tranquil	utulivu	joy	0.441
weekend	mwishoni mwa wiki	joy	0.441
present	sasa	joy	0.441
tender	zabuni	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	sala	joy	0.439
