word	Tamil-ta	emotion	emotion-intensity-score
medication	மருந்து	fear	0.156
ceasefire	யுத்த நிறுத்த	fear	0.156
retirement	ஓய்வு	fear	0.156
courageous	தைரியமான	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	பின் வாங்குகிறார்கள் என்று	fear	0.151
dawned	உணர்த்தியது	fear	0.150
censor	சென்சர்	fear	0.149
bailiff	வேலையாள்போல்	fear	0.147
syllabus	பாடத்திட்டங்கள்	fear	0.147
gent	ஆண்	fear	0.141
caricature	கேலிச்சித்திர	fear	0.141
rationality	பகுத்தறிவு	fear	0.141
cove	மலைக்குகை	fear	0.141
newcomer	புதுமுகம்	fear	0.141
eventuality	எதிர்பாராத நிலைக்கு	fear	0.141
imagination	கற்பனை	fear	0.141
validity	செல்லுபடியாகும்	fear	0.141
waiting	காத்திருக்கும்	fear	0.141
delay	தாமதம்	fear	0.141
shy	கூச்சமுடைய	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	அறிகுறி	fear	0.133
excite	தூண்ட	fear	0.132
raccoon	ரக்கூன்	fear	0.127
prevent	தடுக்க	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	கோமாளி	fear	0.125
ahhh	ம்ம்ம்ம்	fear	0.125
hawk	பருந்து	fear	0.125
campaigning	பிரச்சாரம்	fear	0.125
soready	soready	fear	0.125
tryout	முயற்சி செய்	fear	0.125
marry	திருமணம்	fear	0.125
sprite	மனிதனாக	fear	0.125
swim	நீந்து	fear	0.125
gameday	விளையாட்டு நாள்	fear	0.125
sag	தொய்வை	fear	0.123
pharmacy	மருந்தகம்	fear	0.123
policeman	போலீஸ்காரரும்	fear	0.121
lace	சரிகை	fear	0.111
dreamt	கனவு	fear	0.111
holiness	புனிதம்	fear	0.109
pray	பிரார்த்தனை	fear	0.109
weight	எடை	fear	0.109
incase	ஒரு வேளை	fear	0.109
knot	முடிச்சு	fear	0.109
confidence	நம்பிக்கை	fear	0.109
notoriety	கெட்ட பெயரை	fear	0.109
homework	வீட்டு பாடம்	fear	0.109
destination	இலக்கு	fear	0.109
bigday	பெரிய நாள்	fear	0.109
slender	மெல்லிய	fear	0.100
undecided	தீர்மானமின்றி	fear	0.098
sympathetic	அனுதாபம்	fear	0.097
god	தேவன்	fear	0.094
grades	தரங்களாக	fear	0.094
loyal	விசுவாசமான	fear	0.094
poise	தொய்ந்துபோய்விடும்	fear	0.094
treat	சிகிச்சை	fear	0.094
confident	நம்பிக்கை	fear	0.094
counsellor	ஆலோசகர்	fear	0.094
helmet	ஹெல்மெட்	fear	0.094
case	வழக்கு	fear	0.094
locate	கண்டறிவது	fear	0.094
northeast	வடகிழக்கு	fear	0.088
compassion	இரக்க	fear	0.078
nurture	வளர்த்தெடுப்பதே	fear	0.078
graduation	பட்டம்	fear	0.078
graded	வரிசைப்படுத்தப்பட்ட	fear	0.075
mum	அம்மா	fear	0.070
infant	குழந்தை	fear	0.067
civilians	பொதுமக்கள்	fear	0.062
soulmate	காதலர்	fear	0.062
civilian	சிவிலியன்	fear	0.062
cloudiness	மேகமூட்டங்கள்	fear	0.062
gradschool	gradschool	fear	0.062
parade	அணிவகுப்பு	fear	0.062
cash	பணம்	fear	0.062
journey	பயணம்	fear	0.062
guidelines	வழிகாட்டுதல்கள்	fear	0.062
youth	இளைஞர்கள்	fear	0.062
opera	ஓபரா	fear	0.057
synonymous	ஒத்ததாக	fear	0.056
praying	பிரார்த்தனை	fear	0.047
honest	நேர்மையான	fear	0.047
intelligence	உளவுத்துறை	fear	0.038
romance	காதல்	fear	0.031
lines	கோடுகள்	fear	0.031
volunteer	தன்னார்வ	fear	0.031
obey	கீழ்ப்படிய	fear	0.016
happiest	மகிழ்ச்சியான	joy	0.986
happiness	மகிழ்ச்சி	joy	0.984
bliss	பேரின்பம்	joy	0.971
celebrating	கொண்டாட	joy	0.970
jubilant	களிப்புடன்	joy	0.969
ecstatic	களிப்பூட்டும்	joy	0.954
elation	எழுச்சி	joy	0.944
bestdayever	சிறந்த நாள் எப்போதும்	joy	0.938
beaming	அருட்	joy	0.938
loveee	loveee	joy	0.932
celebration	கொண்டாட்டம்	joy	0.929
awesomeness	அழகு	joy	0.926
joy	மகிழ்ச்சி	joy	0.924
happily	மகிழ்ச்சியுடன்	joy	0.922
excitement	உற்சாகத்தை	joy	0.922
euphoria	நன்னிலை உணர்வு	joy	0.922
fabulous	அற்புதமான	joy	0.922
joyous	மகிழ்ச்சி	joy	0.922
exuberance	களிப்பு	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	நன்றி	joy	0.914
spectacular	கண்கவர்	joy	0.912
merriment	களிப்பு	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	மிகுந்த மகிழ்ச்சியடைந்தார்	joy	0.909
triumphant	வெற்றிப்	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	எக்ஸ்டஸி	joy	0.906
cheerful	மகிழ்ச்சியான	joy	0.906
cheer	உற்சாகம்	joy	0.897
elated	பறப்பது	joy	0.894
lovethis	lovethis	joy	0.891
laugh	சிரிக்க	joy	0.891
jolly	ஜாலி	joy	0.891
pleasures	இன்பத்திற்கு	joy	0.891
excitation	ஆவதாகக்	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	மகிழ்ச்சியடைகின்றது	joy	0.891
exhilaration	மகிழ்வு	joy	0.891
marvelously	ஆச்சரியமானவிதமாய்க்	joy	0.881
loving	அன்பான	joy	0.879
joyful	மகிழ்ச்சிமிக்க	joy	0.879
outstanding	நிலுவையில்	joy	0.879
blissful	பேரின்ப	joy	0.879
pleasurable	மகிழ்ச்சிகரமான	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ஆர்வத்துடன்	joy	0.875
lovinglife	அன்பான வாழ்க்கை	joy	0.875
glee	பொலிவை	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	மிக்க மகிழ்ச்சி	joy	0.868
woohoo	ஆஹா	joy	0.864
laughing	சிரித்து	joy	0.864
superb	சூப்பர்	joy	0.864
wonderful	அற்புதமான	joy	0.863
brilliant	புத்திசாலித்தனமான	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	உற்சாக	joy	0.859
hooray	ஹுரே	joy	0.859
glory	மகிமை	joy	0.859
celebrated	பிரபல	joy	0.859
loved	நேசித்தார்	joy	0.859
magnificent	அற்புதமான	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	பாவம் செய்தவனுக்கு	joy	0.859
exciting	உற்சாகமான	joy	0.853
heavenly	பரலோக	joy	0.853
thrilled	சிலிர்ப்பாக	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	கொண்டாட	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ஆசி	joy	0.844
wonderfully	பிரமாதமாக	joy	0.844
sweetness	இனிப்புக்கு	joy	0.833
marvellous	அற்புத	joy	0.833
festive	பண்டிகை	joy	0.833
blessed	ஆசீர்வதிக்கப்பட்ட	joy	0.833
paradise	சொர்க்கத்தில்	joy	0.833
celebrations	கொண்டாட்டங்கள்	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	புன்னகை	joy	0.828
enchanting	மயக்கும்	joy	0.828
love	அன்பு	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homesweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	சிரிப்பு	joy	0.824
marvelous	அற்புத	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	கொண்டாட்ட	joy	0.818
sensational	பரபரப்பான	joy	0.818
delightful	மகிழ்ச்சிகரமானதாக	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	மிக்க மகிழ்ச்சியுடன்	joy	0.818
joys	மகிழ்ச்சிகளில்	joy	0.818
goodness	நற்குணம்	joy	0.818
excited	உற்சாகமாக	joy	0.818
excellence	சிறந்த	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	மகிழ்வான	joy	0.814
glorious	புகழ்பெற்ற	joy	0.812
lovemaking	தேதியும்	joy	0.812
rejoice	சந்தோஷப்படுங்கள்	joy	0.812
victorious	வென்றது	joy	0.812
excellent	சிறந்த	joy	0.812
bonanza	செல்வச்செழிப்பு	joy	0.812
smiley	ஸ்மைலி	joy	0.812
enjoy	அனுபவிக்க	joy	0.812
splendid	அற்புதமான	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	சரியான தருணம்	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	மகிழ்ச்சியான நாள்	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	இன்பம்	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	மகிழ்ச்சியாகும்	joy	0.803
giggle	கிகில்	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	வெற்றி	joy	0.797
happier	மகிழ்ச்சியாக	joy	0.797
dancing	நடனம்	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	சிறப்புக்கும்	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	நன்றியுடன்	joy	0.789
splendor	சிறப்புகளை	joy	0.788
amuse	உல்லாச	joy	0.788
fun	வேடிக்கை	joy	0.788
happy	சந்தோஷமாக	joy	0.788
enchanted	மந்திரித்த	joy	0.781
glorify	மகிமைப்படுத்தும்	joy	0.781
glad	மகிழ்ச்சி	joy	0.781
beautiful	அழகான	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	இளித்தல்	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	கதிரியக்கத்	joy	0.781
heavens	வானங்களும்	joy	0.779
perfection	முழுமையாக	joy	0.779
christmassy	christmassy	joy	0.779
romance	காதல்	joy	0.779
thrilling	பரபரப்பான	joy	0.776
miraculous	அற்புதமான	joy	0.773
fiesta	ஃபீஸ்டாவில்	joy	0.773
entertain	மகிழ்விக்க	joy	0.773
congrats	.வாழ்த்துக்கள்	joy	0.773
cheers	சியர்ஸ்	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	பாசிட்டிவிட்டி	joy	0.773
lovable	அன்பானவன்	joy	0.773
cheered	ஆரவாரம்	joy	0.773
funday	funday	joy	0.772
enjoying	அனுபவிக்கும்	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	மகிழ்ந்தாள்	joy	0.766
lifeisgood	வாழ்க்கை நன்றாக போகின்றது	joy	0.766
thebest	thebest	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	புன்னகைகள்	joy	0.766
delight	மகிழ்ச்சி	joy	0.765
orgasm	உச்சியை	joy	0.765
party	கட்சி	joy	0.765
positive	நேர்மறை	joy	0.761
cheerfulness	மனமகிழ்ச்சியடைதல்	joy	0.758
miracles	அற்புதங்கள்	joy	0.758
sweetheart	காதலி	joy	0.758
enlighten	விழிப்பூட்ட	joy	0.758
christmastime	கிறிஸ்மஸ்	joy	0.757
giddy	மயக்கமாக	joy	0.757
romantic	காதல்	joy	0.750
gratify	திருப்திப்படுத்த	joy	0.750
friendliness	நேசம்	joy	0.750
laughs	சிரிக்கிறார்	joy	0.750
greatness	மேன்மை	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	மகிழ்வளிக்கும்	joy	0.750
blessings	ஆசீர்வாதம்	joy	0.750
smile	புன்னகை	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	கேளிக்கைகளுடனும்	joy	0.748
jubilee	ஐம்பதாம்	joy	0.742
enthusiasm	உற்சாகம்	joy	0.742
triumph	வெற்றி	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	மந்திர	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	அதிசயம்	joy	0.742
rewarding	அறியலாம்	joy	0.742
feelgood	Feelgood	joy	0.736
prosperity	செழிப்பு	joy	0.735
luxurious	ஆடம்பரமான	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	கலகலப்பான	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	உணர்ச்சி	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	மயக்க	joy	0.734
victory	வெற்றி	joy	0.734
admiration	புகழையும்	joy	0.734
tgif	TGIF	joy	0.734
glorification	மகிமையடைந்து	joy	0.733
sing	பாட	joy	0.729
glowing	ஒளிரும்	joy	0.729
breathtaking	மூச்சடைக்க	joy	0.728
fulfillment	பூர்த்தி	joy	0.728
yessss	yessss	joy	0.728
cheery	மகிழ்ச்சியூட்டுகின்ற	joy	0.727
thankful	நன்றியுடன்	joy	0.727
hurrah	சபாஷ்! ஜே	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	சாண்டா	joy	0.727
award	விருது	joy	0.727
atpeace	atpeace	joy	0.727
win	வெற்றி	joy	0.727
merry	மகிழ்ச்சி	joy	0.727
pleased	மகிழ்ச்சி	joy	0.725
radiance	பிரகாசம்	joy	0.725
inspiration	உத்வேகம்	joy	0.725
uplift	மேலெழும்பி	joy	0.723
optimistic	நம்பிக்கை	joy	0.723
heaven	சொர்க்கம்	joy	0.721
lucky	அதிர்ஷ்டம்	joy	0.721
thrill	சுகமே	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	விடுமுறை	joy	0.721
harmony	நல்லிணக்கம்	joy	0.719
brighten	பிரகாசிக்கவோ	joy	0.719
lover	காதலன்	joy	0.719
heartfelt	இதயப்பூர்வமான	joy	0.719
utopian	யுடோபியன்	joy	0.719
xmas	கிறித்துமஸ்	joy	0.719
lovely	அழகான	joy	0.719
amusement	பொழுதுபோக்கு	joy	0.719
congratulatory	வாழ்த்து	joy	0.719
praising	பாராட்டி	joy	0.719
thriving	வெற்றிகரமான	joy	0.719
perfect	சரியான	joy	0.719
magic	மாய	joy	0.712
luckiest	அதிர்ஷ்டமான	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ஆடம்பர	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	பொக்கிஷங்களை	joy	0.712
achievement	சாதனை	joy	0.712
yay	ஆஹா	joy	0.712
holiday	விடுமுறை	joy	0.712
intimate	நெருக்கமான	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	உள்ளூர ஏற்படும் சிரிப்பு	joy	0.706
rave	மூர்க்கமான	joy	0.706
proud	பெருமை	joy	0.704
truelove	உண்மை காதல்	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	அதிசயமாக	joy	0.703
goodnews	நல்ல செய்தி	joy	0.703
optimism	நம்பிக்கை	joy	0.703
satisfying	திருப்திகரமான	joy	0.703
gooood	gooood	joy	0.703
sweetest	இனிமையான	joy	0.703
cherish	சந்தோஷமாக	joy	0.703
goodlife	நல்வாழ்க்கை	joy	0.703
beautification	அழகுபடுத்தல்	joy	0.703
appreciates	ரசிப்பான்	joy	0.703
winning	வென்ற	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	பொழுபோக்கு	joy	0.700
excite	தூண்ட	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	பிறந்த நாள்	joy	0.691
metime	metime	joy	0.688
favorite	பிடித்த	joy	0.688
honored	கவுரவிக்கப்பட்டார்	joy	0.688
content	உள்ளடக்கம்	joy	0.688
godsend	தெய்வாநுக்கிரகம்	joy	0.688
entertaining	பொழுதுபோக்கு	joy	0.688
angelic	தேவதூதர்	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	அர்ப்பணிப்பிற்குத்	joy	0.688
exquisite	அழகிய	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	விலைமதிப்பற்ற	joy	0.682
majestic	கம்பீரமான	joy	0.682
appreciated	பாராட்டப்பட்டது	joy	0.682
luscious	தீஞ்சுவை	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	சிரிக்கும்	joy	0.682
bestfriends	நெருங்கிய நண்பர்கள்	joy	0.682
exaltation	உயர்ந்தவராக	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	பிரகாசமாக்கி	joy	0.682
tranquility	அமைதி	joy	0.679
marry	திருமணம்	joy	0.676
embrace	தழுவி	joy	0.676
positively	நேர்மறையான	joy	0.676
dearest	பாசத்திற்குரிய	joy	0.672
relaxation	தளர்வு	joy	0.672
accomplished	நிறைவேற்றப்படுகிறது	joy	0.672
hug	அணைப்பு	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	பிறந்ததேதி	joy	0.672
grin	சிரிப்பின்	joy	0.672
enliven	உயிர்ப்புடன்	joy	0.672
contentment	மனநிறைவு	joy	0.672
hilarious	பெருங்களிப்புடைய	joy	0.672
giggles	சிரிப்பான்	joy	0.672
bountiful	அபரிமிதமான	joy	0.667
victor	வெற்றி	joy	0.667
adore	வணங்கு	joy	0.667
boisterous	மூர்க்கத்தனமான	joy	0.667
fulfilled	நிறைவேறும்	joy	0.667
fulfill	நிறைவேற்ற	joy	0.664
cuddles	Cuddles	joy	0.662
prosperous	வளமான	joy	0.660
romanticism	கற்பனைக்கதை	joy	0.656
humor	நகைச்சுவை	joy	0.656
glow	எரியாது	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	இனிமையான	joy	0.656
appreciation	பாராட்டு	joy	0.656
encouraged	ஊக்கப்படுத்தியது	joy	0.656
satisfy	திருப்தி	joy	0.656
serenity	அமைதி	joy	0.656
captivate	இழுக்கும்	joy	0.656
besties	சிறந்த நண்பர்கள்	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	திருப்தி	joy	0.652
treasure	புதையல்	joy	0.652
engaged	ஈடுபட்டு	joy	0.652
praises	புகழைப்	joy	0.652
abundance	மிகுதியாக	joy	0.652
fortunes	வருங்காலத்தை	joy	0.652
relaxing	ஆசுவாசப்படுத்தும்	joy	0.652
praised	பாராட்டினார்	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	நிறைவுடன்	joy	0.647
affection	பாசம்	joy	0.647
relieved	நிம்மதியாக	joy	0.647
carnival	திருவிழா	joy	0.643
divine	தெய்வீக	joy	0.641
saintly	துறவு	joy	0.641
harmoniously	சுமுகமாக	joy	0.641
achieve	அடைய	joy	0.641
thanksgiving	நன்றி	joy	0.641
jackpot	பரிசு	joy	0.641
priceless	விலைமதிப்பற்ற	joy	0.641
sensuality	உணர்ச்சி மிகு	joy	0.641
champion	சாம்பியன்	joy	0.641
wedding	திருமண	joy	0.641
uplifting	அப்லிஃப்டிங்	joy	0.641
climax	உச்சக்கட்டத்தை	joy	0.636
yayy	yayy	joy	0.636
peaceful	அமைதியான	joy	0.636
twinkle	இமை	joy	0.636
reverie	பகற்கனவு	joy	0.636
exalt	பதவி உயர்த்து	joy	0.636
winner	வெற்றி	joy	0.636
felicity	வெற்றியாகும்	joy	0.636
cuddle	அரவணைப்பு	joy	0.636
comforting	ஆறுதல்	joy	0.636
honeymoon	தேனிலவு	joy	0.636
xoxo	xoxo	joy	0.634
amusing	அறிவுபூர்வமாகவும்	joy	0.625
reward	வெகுமதி	joy	0.625
fondness	நேசத்தின்	joy	0.625
hearts	இதயங்களை	joy	0.625
brighter	பிரகாசமான	joy	0.625
sweet	இனிப்பு	joy	0.625
stargazing	stargazing	joy	0.625
festival	திருவிழா	joy	0.625
snuggling	snuggling	joy	0.625
generosity	பெருந்தன்மை	joy	0.625
gorgeous	அழகான	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	செக்ஸ்	joy	0.622
parade	அணிவகுப்பு	joy	0.621
applause	கைத்தட்டல்	joy	0.621
genial	அன்பார்ந்த	joy	0.621
beauty	அழகு	joy	0.621
kind	வகையான	joy	0.621
newlife	புதிய வாழ்க்கை	joy	0.618
aspiring	ஆர்வலர்	joy	0.618
fulfilling	பூர்த்தி	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	நல்லொழுக்கம்	joy	0.613
kiss	முத்தம்	joy	0.610
winnings	வெற்றியின்	joy	0.609
praiseworthy	போற்றுதலுக்குரிய	joy	0.609
rainbows	வானவில்	joy	0.609
generous	தாராள	joy	0.609
enlightenment	அறிவொளி	joy	0.609
playful	விளையாட்டுத்தனமான	joy	0.609
christmas	கிறிஸ்துமஸ்	joy	0.609
super	சூப்பர்	joy	0.609
elegance	நேர்த்தியுடன்	joy	0.609
rekindle	தூண்ட	joy	0.609
awards	விருதுகளை	joy	0.609
adorable	ஆச்சர்யமான	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	சுதந்திரம்	joy	0.607
successful	வெற்றிகரமான	joy	0.606
onelove	onelove	joy	0.606
kindness	இரக்கம்	joy	0.606
freely	சுதந்திரமாக	joy	0.606
surprises	ஆச்சரியங்கள்	joy	0.606
inspired	ஈர்க்கப்பட்டு	joy	0.606
hilarity	நகைச்சுவை	joy	0.606
wonder	ஆச்சரியமாக	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	பொழுதுபோக்கு	joy	0.603
whimsical	ஆதாரங்களுடன்	joy	0.603
passion	பேரார்வம்	joy	0.603
beautify	அழகுப்படுத்தவும்	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	சூரிய உதயம்	joy	0.600
godisgood	கடவுள் நல்லவர்	joy	0.597
whoo	Whoo	joy	0.594
angel	தேவதை	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	சாதனை	joy	0.594
flirt	உல்லாசமாக	joy	0.594
goodmusic	நல்ல இசை	joy	0.594
snuggled	snuggled	joy	0.594
revere	வணங்கு	joy	0.594
inspire	ஊக்குவிக்கும்	joy	0.594
fanfare	ஆரவாரத்துடன்	joy	0.594
peacefully	நிம்மதியாக	joy	0.594
jesus	கிறிஸ்தவ சமயத்தை தோற்றுவித்தவர்	joy	0.594
goodies	இன்னபிற	joy	0.594
heroic	வீர	joy	0.591
fortune	அதிர்ஷ்டம்	joy	0.591
friendship	நட்பு	joy	0.591
singing	பாடும்	joy	0.591
exalted	மேன்மைமிகு	joy	0.591
summer	கோடை	joy	0.591
highest	உயர்ந்த	joy	0.591
overflowing	நிரம்பி வழிகிறது	joy	0.588
contented	மனநிறைவு	joy	0.588
woot	woot	joy	0.588
rollicking	களியாட்ட	joy	0.588
hope	நம்புகிறேன்	joy	0.586
accolade	பட்டத்திற்கு	joy	0.586
cozy	வசதியான	joy	0.583
delicious	ருசியான	joy	0.579
friendly	நட்பு	joy	0.578
sensuous	இந்திரிய	joy	0.578
darling	அன்பே	joy	0.578
picturesque	அழகிய	joy	0.578
raving	பிதற்றுகிற	joy	0.578
praise	பாராட்டு	joy	0.578
everlasting	நித்திய	joy	0.578
ambition	லட்சியம்	joy	0.578
thelife	வாழ்க்கை	joy	0.578
sparkle	பிரகாசிக்கின்றன	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	அதிர்ஷ்டசாலி பெண்	joy	0.576
flattering	புகழ்ச்சி	joy	0.576
sensual	பாலுணர்வு	joy	0.576
heroism	வீரம்	joy	0.576
succeeding	வெற்றி	joy	0.576
grace	கருணை	joy	0.576
peace	சமாதானம்	joy	0.576
livelife	வாழ்க்கையை வாழ்	joy	0.574
special	சிறப்பு	joy	0.574
tantalizing	ஏமாற்றமளிக்கும்	joy	0.572
pumped	உந்தப்பட்ட	joy	0.567
worthwhile	பயனுள்ளது	joy	0.562
revels	revels	joy	0.562
prevail	மேம்படு	joy	0.562
liking	விருப்பபடி	joy	0.562
sunny	சன்னி	joy	0.562
relax	ஓய்வெடுக்க	joy	0.562
surprise	ஆச்சரியம்	joy	0.562
hugs	அணைத்துக்கொள்கிறார்	joy	0.562
admirable	போற்றத்தக்க	joy	0.562
hero	ஹீரோ	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	நகைச்சுவையான	joy	0.562
sweets	இனிப்புகள்	joy	0.562
prosper	செழிப்புற	joy	0.562
superstar	சூப்பர் ஸ்டார்	joy	0.562
favorable	சாதகமான	joy	0.561
bless	ஆசீர்வதிப்பார்	joy	0.561
tenderness	மென்மை	joy	0.561
freedom	சுதந்திரம்	joy	0.561
masterpiece	தலைசிறந்த	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	கனவுகள்	joy	0.559
hopeful	நம்பிக்கையோடு	joy	0.559
home	வீட்டில்	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	விசுவாசம்	joy	0.553
closeness	நெருக்கம்	joy	0.552
eagerness	ஆர்வம்	joy	0.552
comfy	வசதியான	joy	0.551
sunshine	சூரிய ஒளி	joy	0.551
confidence	நம்பிக்கை	joy	0.547
mistletoe	புல்லுருவி	joy	0.547
elite	உயரடுக்கு	joy	0.547
celestial	தெய்வீக	joy	0.547
heart	இதயம்	joy	0.547
completion	நிறைவு	joy	0.547
good	நல்ல	joy	0.547
daughter	மகள்	joy	0.547
gifts	பரிசுகளை	joy	0.547
astonishment	ஆச்சரியத்தோடு	joy	0.547
bonus	போனஸ்	joy	0.547
goodmorning	காலை வணக்கம்	joy	0.547
lifted	தூக்கி	joy	0.547
zeal	ஆர்வத்துடன்	joy	0.547
illuminate	தெளிவுபடுத்துவதற்காக	joy	0.547
gift	பரிசு	joy	0.547
vacation	விடுமுறைக்கு	joy	0.547
charmed	சூனியம்	joy	0.546
recreation	மனமகிழ்	joy	0.545
encouragement	ஊக்கம்	joy	0.545
gush	பீறிட்டு	joy	0.545
sublime	உயர்ந்தது	joy	0.545
dance	நடனம்	joy	0.545
god	தேவன்	joy	0.545
free	இலவச	joy	0.544
freshstart	புதிய ஆரம்பம்	joy	0.544
savior	மீட்பர்	joy	0.543
sanctuary	சரணாலயம்	joy	0.541
grandchildren	பேரப்பிள்ளைகள்	joy	0.540
wellness	ஆரோக்கியம்	joy	0.537
revel	களிப்பை	joy	0.534
inspirational	உணர்ச்சிமயமான	joy	0.531
savor	வாசனையான	joy	0.531
matrimony	திருமணத்தின்	joy	0.531
money	பணம்	joy	0.531
rainbow	வானவில்	joy	0.531
confident	நம்பிக்கை	joy	0.531
bridal	திருமண	joy	0.531
music	இசை	joy	0.531
fab	விவாதிக்கலாம்	joy	0.531
serene	அமைதியான	joy	0.531
alive	உயிருடன்	joy	0.531
holiness	புனிதம்	joy	0.531
vitality	ஆயுளையும்	joy	0.531
liberation	விடுதலை	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	இனிமையான	joy	0.531
soar	எழு	joy	0.531
firstborn	மூத்தவள்	joy	0.531
elegant	நேர்த்தியான	joy	0.530
mastery	தேர்ச்சிக்கு	joy	0.530
illumination	ஒளியூட்டமானது	joy	0.530
welcomed	வரவேற்றார்	joy	0.530
warmth	வெப்பமாதல்	joy	0.530
blossom	மலரும்	joy	0.530
glimmer	சுட்டெரித்துவிடும்	joy	0.530
faithful	விசுவாசமுள்ள	joy	0.529
treat	சிகிச்சை	joy	0.529
snuggles	snuggles	joy	0.522
