word	Galician-gl	emotion	emotion-intensity-score
growling	gruñendo	fear	0.547
noxious	nocivo	fear	0.547
insanity	tolemia	fear	0.547
derogation	excepción	fear	0.547
samurai	samurái	fear	0.547
abhor	abhor	fear	0.547
gonorrhea	gonorrea	fear	0.547
neuralgia	neuralgia	fear	0.547
precarious	precario	fear	0.547
senile	senil	fear	0.547
jeopardize	comprometido	fear	0.547
adder	sumador	fear	0.547
retribution	retribución	fear	0.545
uprising	revolta	fear	0.545
cemetery	cemiterio	fear	0.541
badness	maldade	fear	0.539
phantom	fantasma	fear	0.538
fled	fuxiu	fear	0.534
abandoned	abandonado	fear	0.534
rejection	rexeitamento	fear	0.533
theft	roubo	fear	0.531
hopelessness	desesperanza	fear	0.531
frenzied	frenético	fear	0.531
buried	enterrado	fear	0.531
eek	eek	fear	0.531
subjugation	subxugación	fear	0.531
wrangling	arrancando	fear	0.531
bacterium	bacteria	fear	0.531
cowardly	cobarde	fear	0.531
stalk	tallo	fear	0.531
helpless	indefenso	fear	0.531
incursion	incursión	fear	0.531
stressed	estresado	fear	0.531
deserted	abandonado	fear	0.531
manifestation	manifestación	fear	0.531
abandon	abandonar	fear	0.531
slave	escravo	fear	0.531
failing	fallando	fear	0.531
freakout	volverse tolo	fear	0.531
saber	NO TRANSLATION	fear	0.531
leeches	sanguijuelas	fear	0.531
manipulation	manipulación	fear	0.531
impotence	impotencia	fear	0.531
broken	roto	fear	0.531
atherosclerosis	aterosclerose	fear	0.531
lawlessness	ilegalidade	fear	0.531
swastika	esvástica	fear	0.531
captor	captor	fear	0.531
penetration	penetración	fear	0.531
harbinger	presa	fear	0.531
jarring	discordante	fear	0.531
rebellion	rebelión	fear	0.531
distrust	desconfianza	fear	0.531
endocarditis	endocardite	fear	0.531
carnivorous	carnívoro	fear	0.531
punish	castigar	fear	0.531
disembodied	desencarnado	fear	0.531
superstitious	supersticiosos	fear	0.531
stormy	tormentoso	fear	0.531
shaking	sacudindo	fear	0.531
unstable	inestable	fear	0.531
suspense	suspense	fear	0.529
blood	sangue	fear	0.525
hiding	agochando	fear	0.524
bear	oso	fear	0.524
unlawful	ilegal	fear	0.519
crazy	tolo	fear	0.519
cult	culto	fear	0.518
anxious	ansioso	fear	0.518
deportation	deportación	fear	0.517
captive	cativo	fear	0.517
shriek	gritar	fear	0.516
sorcery	hechicería	fear	0.516
grievous	graves	fear	0.516
chased	perseguido	fear	0.516
detainee	detido	fear	0.516
palsy	parálise	fear	0.516
intolerance	intolerancia	fear	0.516
growl	gruñir	fear	0.516
sting	picadura	fear	0.516
plunder	saqueo	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	impensable	fear	0.516
smite	ferir	fear	0.516
suspect	sospeitoso	fear	0.516
pernicious	pernicioso	fear	0.516
enforce	facer cumprir	fear	0.516
embolism	embolia	fear	0.516
helplessness	impotencia	fear	0.516
harshness	dureza	fear	0.516
oppress	oprimir	fear	0.516
exile	exilio	fear	0.516
foreboding	foreboding	fear	0.516
relapse	recidiva	fear	0.516
robber	ladrón	fear	0.516
biopsy	biopsia	fear	0.516
emaciated	emaciado	fear	0.516
incite	incitar	fear	0.516
troublesome	molesto	fear	0.516
busted	detido	fear	0.516
darkness	escuridade	fear	0.516
insidious	insidioso	fear	0.516
plight	situación	fear	0.516
exacerbation	exacerbación	fear	0.516
revulsion	revulsión	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	conspirador	fear	0.516
depression	depresión	fear	0.508
confinement	confinamento	fear	0.507
downfall	caída	fear	0.500
alcoholism	alcoholismo	fear	0.500
towering	imponente	fear	0.500
blob	blob	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	inestabilidade	fear	0.500
prohibited	prohibido	fear	0.500
brute	bruto	fear	0.500
suppress	suprimir	fear	0.500
infarct	infarto	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	cazar	fear	0.500
wasp	avispa	fear	0.500
cliff	acantilado	fear	0.500
frenetic	frenético	fear	0.500
squeamish	inquieto	fear	0.500
mistrust	desconfianza	fear	0.500
raving	raving	fear	0.500
premeditated	premeditado	fear	0.500
intolerant	intolerante	fear	0.500
subvert	subverte	fear	0.500
illegal	ilegal	fear	0.500
scalpel	bisturí	fear	0.500
vertigo	vertigo	fear	0.500
madden	enojado	fear	0.500
odious	odioso	fear	0.500
ruined	en ruínas	fear	0.500
constraint	restrición	fear	0.500
suppression	supresión	fear	0.500
defiance	desafío	fear	0.500
prayforme	Reza Por min	fear	0.500
surrender	rendición	fear	0.500
sinful	pecador	fear	0.500
woe	ai	fear	0.491
perjury	perjurio	fear	0.484
worse	peor	fear	0.484
syringe	xiringa	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	difamación	fear	0.484
cutting	corte	fear	0.484
warrior	guerreiro	fear	0.484
restriction	restrición	fear	0.484
indefensible	indefensible	fear	0.484
palpitations	palpitacións	fear	0.484
retard	retraso	fear	0.484
lash	pestanas	fear	0.484
flinch	flinch	fear	0.484
lion	león	fear	0.484
ravine	barranco	fear	0.484
cracked	cracked	fear	0.484
shiver	tremer	fear	0.484
insecurity	inseguridade	fear	0.484
rat	rata	fear	0.484
ohno	ohno	fear	0.484
fiend	fiend	fear	0.484
jumpy	salto	fear	0.484
hallucination	alucinación	fear	0.484
poaching	caza furtiva	fear	0.484
dishonor	deshonra	fear	0.484
dismay	asustado	fear	0.484
accusing	acusando	fear	0.484
ambulance	ambulancia	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	divorcio	fear	0.484
ravenous	ravenous	fear	0.484
disgusting	asqueroso	fear	0.484
rabble	rabble	fear	0.484
slam	golpe	fear	0.484
hospital	hospital	fear	0.484
coerce	coerce	fear	0.484
endemic	endémico	fear	0.484
prejudiced	prexudicado	fear	0.484
blackness	negrura	fear	0.484
armor	armadura	fear	0.484
worrying	preocupante	fear	0.484
indictment	acusación	fear	0.484
hate	odio	fear	0.484
freakish	freakish	fear	0.484
hearse	cacerola	fear	0.484
intrusion	intrusión	fear	0.484
inspection	inspección	fear	0.483
sinner	pecador	fear	0.483
averse	averse	fear	0.483
missing	falta	fear	0.474
despairing	desesperado	fear	0.474
darken	escurecer	fear	0.471
austere	austero	fear	0.470
animosity	animosidade	fear	0.469
fret	fret	fear	0.469
fever	febre	fear	0.469
illegality	ilegalidade	fear	0.469
accused	acusado	fear	0.469
criticize	criticar	fear	0.469
scrapie	scrapie	fear	0.469
jaws	mandíbulas	fear	0.469
depressed	deprimido	fear	0.469
armored	armado	fear	0.469
indict	acusación	fear	0.469
aftermath	consecuencias	fear	0.469
precipice	precipicio	fear	0.469
regime	réxime	fear	0.469
fierce	feroz	fear	0.469
breakdown	avaría	fear	0.469
quiver	quiver	fear	0.469
admonition	admonición	fear	0.469
foreclose	excluír	fear	0.469
revoke	revogar	fear	0.469
superstition	superstición	fear	0.469
overwhelmed	abrumado	fear	0.469
subversion	subversión	fear	0.469
idolatry	idolatría	fear	0.469
asteroid	asteroide	fear	0.469
toothache	dor de dentes	fear	0.469
inmate	preso	fear	0.469
decomposition	descomposición	fear	0.469
sinking	afundíndose	fear	0.469
intrusive	intrusivo	fear	0.469
soulless	sen alma	fear	0.469
infidelity	infidelidade	fear	0.469
nervous	nervioso	fear	0.469
thresh	trilla	fear	0.469
startle	asustado	fear	0.469
unhealthy	insalubre	fear	0.469
spear	lanza	fear	0.468
nasty	desagradable	fear	0.466
worried	preocupado	fear	0.466
puma	puma	fear	0.465
thirteenth	trece	fear	0.465
contraband	contrabando	fear	0.464
insecure	inseguro	fear	0.461
disturbance	perturbación	fear	0.459
denunciation	denuncia	fear	0.456
stigma	estigma	fear	0.455
destitute	indigente	fear	0.455
powerfully	poderosamente	fear	0.454
penalty	pena	fear	0.453
derogatory	despectivo	fear	0.453
spasm	espasmo	fear	0.453
illicit	ilícito	fear	0.453
dinosaur	dinosauro	fear	0.453
disruption	interrupción	fear	0.453
lockup	bloqueo	fear	0.453
restrain	restrinxir	fear	0.453
rifle	rifle	fear	0.453
disreputable	indescritível	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	aviso	fear	0.453
quandary	quandary	fear	0.453
resisting	resistindo	fear	0.453
rigor	rigor	fear	0.453
stranger	estraño	fear	0.453
penal	penal	fear	0.453
grope	grope	fear	0.453
scold	reprender	fear	0.453
orphan	orfo	fear	0.453
resign	renunciar	fear	0.453
hydrocephalus	hidrocefalia	fear	0.453
shrill	estridente	fear	0.453
howl	aullar	fear	0.453
unspeakable	indecible	fear	0.453
wail	chorar	fear	0.453
straits	estreitos	fear	0.453
indoctrination	adoctrinación	fear	0.453
apprehension	aprehensión	fear	0.453
batter	pasta	fear	0.453
arraignment	acusación	fear	0.450
urgent	urxente	fear	0.450
tramp	vagabundo	fear	0.440
stress	estrés	fear	0.439
behemoth	behemoth	fear	0.439
dominate	dominar	fear	0.438
targeting	orientación	fear	0.438
broke	rompeu	fear	0.438
looming	inminente	fear	0.438
tribunal	tribunal	fear	0.438
debacle	debacle	fear	0.438
forfeiture	confiscación	fear	0.438
dislocated	dislocado	fear	0.438
infirmity	enfermidade	fear	0.438
impermeable	impermeable	fear	0.438
predicament	predicamento	fear	0.438
falter	falter	fear	0.438
displaced	desprazados	fear	0.438
concealed	oculto	fear	0.438
illegitimate	ilexítimo	fear	0.438
unprepared	sen preparación	fear	0.438
scarcity	escaseza	fear	0.438
wince	estruendo	fear	0.438
mace	mace	fear	0.438
expel	expulsar	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	obstruír	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	desposuído	fear	0.438
dentists	Dentistas	fear	0.438
irreconcilable	irreconciliable	fear	0.438
bewildered	desconcertado	fear	0.438
indomitable	indomable	fear	0.438
rheumatism	reumatismo	fear	0.438
accidental	accidental	fear	0.438
prick	picar	fear	0.438
entangled	Enredado	fear	0.438
atrophy	atrofia	fear	0.438
asp	asp	fear	0.438
perverse	perverso	fear	0.438
cabal	cabal	fear	0.438
yell	gritar	fear	0.438
gasping	jadeando	fear	0.438
probation	liberdade condicional	fear	0.438
accuser	acusador	fear	0.438
insulting	insultante	fear	0.435
mysterious	misterioso	fear	0.435
halting	parar	fear	0.435
rebels	rebeldes	fear	0.435
repulsion	repulsión	fear	0.431
glare	brillo	fear	0.430
punitive	punitiva	fear	0.425
sordid	sórdido	fear	0.425
stake	aposta	fear	0.423
tempest	tempestade	fear	0.423
ultimatum	ultimátum	fear	0.422
reticent	reticente	fear	0.422
bayonet	bayoneta	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspensión	fear	0.422
lament	lamentar	fear	0.422
burdensome	caro	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	golpeando	fear	0.422
coyote	coyote	fear	0.422
deleterious	deletreo	fear	0.422
dissident	disidente	fear	0.422
varicella	varicela	fear	0.422
wilderness	deserto	fear	0.422
delusion	ilusión	fear	0.422
bigot	bigot	fear	0.422
unsteady	inestable	fear	0.422
stresses	tensións	fear	0.422
offense	delito	fear	0.422
heathen	paganos	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	infame	fear	0.422
disappear	desaparecer	fear	0.422
depress	deprimir	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	antinatural	fear	0.422
usurped	usurpado	fear	0.422
steal	roubar	fear	0.422
anathema	anatema	fear	0.422
fainting	desmayo	fear	0.422
alien	alieníxena	fear	0.422
extrajudicial	extraxudicial	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hidra	fear	0.422
adversity	adversidade	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	outsider	fear	0.413
ugliness	feiúra	fear	0.410
vulture	buitre	fear	0.410
immoral	inmoral	fear	0.410
scar	cicatriz	fear	0.406
stressful	estresante	fear	0.406
screech	chillar	fear	0.406
wary	desconfiado	fear	0.406
disgust	disgusto	fear	0.406
stressing	estresando	fear	0.406
deport	deportar	fear	0.406
nausea	náuseas	fear	0.406
resection	resección	fear	0.406
blackout	apagón	fear	0.406
disallowed	non permitido	fear	0.406
insolvent	insolvente	fear	0.406
dismissal	despedida	fear	0.406
omnipotence	omnipotencia	fear	0.406
possession	posesión	fear	0.406
tearful	lágrima	fear	0.406
disorder	trastorno	fear	0.406
squall	cabra	fear	0.406
dominant	dominante	fear	0.406
disabled	desactivado	fear	0.406
drones	drones	fear	0.406
recklessness	imprudencia	fear	0.406
escape	escapar	fear	0.406
distressed	angustiado	fear	0.406
claw	garras	fear	0.406
stretcher	camilla	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitencia	fear	0.406
weakly	débilmente	fear	0.406
rubble	escombros	fear	0.406
whimper	gemido	fear	0.406
ghetto	gueto	fear	0.406
socialism	socialismo	fear	0.405
conspiracy	conspiración	fear	0.400
toughness	dureza	fear	0.400
defection	deserción	fear	0.398
absence	ausencia	fear	0.396
moan	queixume	fear	0.394
crusade	cruzada	fear	0.392
radon	radon	fear	0.391
lose	perder	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubidoso	fear	0.391
unemployed	desempregados	fear	0.391
reject	rexeitar	fear	0.391
excitation	excitación	fear	0.391
xanax	Xanax	fear	0.391
stifled	asfixiado	fear	0.391
scarecrow	espantapájaros	fear	0.391
concealment	ocultación	fear	0.391
conquer	conquistar	fear	0.391
discrimination	discriminación	fear	0.391
diagnosis	diagnóstico	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	trampa	fear	0.391
separation	separación	fear	0.391
overt	aberto	fear	0.391
urgency	urxencia	fear	0.391
musket	mosquete	fear	0.391
unrest	disturbios	fear	0.391
descent	descendencia	fear	0.391
avoiding	evitando	fear	0.391
cyst	cista	fear	0.391
gulp	gulp	fear	0.391
procedure	procedemento	fear	0.391
submission	presentación	fear	0.391
hardened	endurecido	fear	0.391
refutation	refutación	fear	0.391
repellent	repelente	fear	0.391
cleave	escindir	fear	0.391
suspicion	sospeita	fear	0.391
poverty	pobreza	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvencia	fear	0.391
mental	mental	fear	0.391
theocratic	teocrático	fear	0.391
spaz	spaz	fear	0.391
brimstone	xofre	fear	0.391
throb	golpear	fear	0.388
outcast	despedida	fear	0.388
orc	orc	fear	0.388
disapprove	desaprobar	fear	0.380
dontpanic	dontpánico	fear	0.378
plea	motivo	fear	0.377
withdrawals	retiradas	fear	0.377
pressure	presión	fear	0.375
grieve	triste	fear	0.375
frigate	fragata	fear	0.375
kerosene	queroseno	fear	0.375
nauseous	náuseas	fear	0.375
khan	khan	fear	0.375
expose	Expoñer	fear	0.375
ocd	ocd	fear	0.375
sneaking	furtivamente	fear	0.375
embarrassment	vergonza	fear	0.375
bankrupt	en bancarrota	fear	0.375
dissolution	disolución	fear	0.375
dentistry	odontoloxía	fear	0.375
edict	edito	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	abismo	fear	0.375
escaped	escapou	fear	0.375
whirlpool	hidromasaxe	fear	0.375
interrogate	interrogar	fear	0.375
psychological	psicolóxico	fear	0.375
obligor	debedor	fear	0.375
misconception	idea errónea	fear	0.375
military	militar	fear	0.375
suspected	sospeita	fear	0.375
locust	langosta	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	malo	fear	0.375
coldness	frio	fear	0.375
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	gripe	fear	0.375
barricade	barricada	fear	0.375
chimera	quimera	fear	0.375
sultan	sultán	fear	0.375
repellant	repelente	fear	0.373
unknown	descoñecido	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	celos	fear	0.365
mug	caneca	fear	0.359
consternation	consternación	fear	0.359
rebel	rebelde	fear	0.359
conquest	conquista	fear	0.359
mournful	triste	fear	0.359
concerned	preocupado	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	recorrente	fear	0.359
jaundice	ictericia	fear	0.359
sectarian	sectario	fear	0.359
desert	deserto	fear	0.359
cur	cur	fear	0.359
difficult	difícil	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dardo	fear	0.359
spike	pico	fear	0.359
timid	tímido	fear	0.359
wasting	perdendo	fear	0.359
bottomless	sen fondo	fear	0.359
warned	advertiu	fear	0.359
protestant	protestante	fear	0.359
contempt	desprezo	fear	0.359
exam	exame	fear	0.359
depreciation	depreciación	fear	0.359
anomaly	anomalía	fear	0.359
rejects	rexeita	fear	0.359
pessimism	pesimismo	fear	0.359
revolution	revolución	fear	0.359
formidable	formidable	fear	0.359
burke	burke	fear	0.359
cautionary	cauteloso	fear	0.359
headaches	dores de cabeza	fear	0.359
bankruptcy	bancarrota	fear	0.359
government	goberno	fear	0.359
measles	sarampelo	fear	0.359
languishing	languidecedor	fear	0.358
constrain	restrinxir	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	guardián	fear	0.354
adverse	adverso	fear	0.352
lawyer	avogado	fear	0.349
libel	libelo	fear	0.348
retrenchment	retracción	fear	0.345
imminent	inminente	fear	0.345
unjustifiable	injustificable	fear	0.344
knell	coidado	fear	0.344
contentious	controvertido	fear	0.344
opposed	oposto	fear	0.344
shame	vergoña	fear	0.344
avoidance	evitar	fear	0.344
resistant	resistente	fear	0.344
discipline	disciplina	fear	0.344
defy	desafiar	fear	0.344
belittle	pouco menstrual	fear	0.344
fanaticism	fanatismo	fear	0.344
bearish	baixista	fear	0.344
opium	opio	fear	0.344
sorrow	tristeza	fear	0.344
mri	mri	fear	0.344
shaky	inestable	fear	0.344
hiss	silbido	fear	0.344
loneliness	soidade	fear	0.344
swerve	desviar	fear	0.344
taboo	tabú	fear	0.344
reckless	imprudente	fear	0.344
obstacle	obstáculo	fear	0.344
launches	lanza	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	veredicto	fear	0.344
servile	servil	fear	0.344
hesitation	dúbida	fear	0.344
evade	evadir	fear	0.344
recession	recesión	fear	0.344
eel	anguías	fear	0.344
shortage	escaseza	fear	0.344
pest	praga	fear	0.344
cutter	cortador	fear	0.344
psych	psic	fear	0.344
parachute	paracaídas	fear	0.344
disrespectful	irrespetuoso	fear	0.343
phalanx	falange	fear	0.342
creature	criatura	fear	0.340
mortgage	hipoteca	fear	0.331
specter	espectro	fear	0.331
enigmatic	enigmático	fear	0.329
caution	precaución	fear	0.328
police	policía	fear	0.328
shank	fenda	fear	0.328
undesirable	indeseable	fear	0.328
shutdown	apagado	fear	0.328
dike	dique	fear	0.328
subordinate	subordinado	fear	0.328
gametime	gametime	fear	0.328
remove	quitar	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	accidente	fear	0.328
loom	Tearear	fear	0.328
supremacy	supremacía	fear	0.328
unlucky	desgraciado	fear	0.328
quash	quash	fear	0.328
hives	colmeas	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiador	fear	0.328
feeling	sentimento	fear	0.328
dominion	dominio	fear	0.328
encumbrance	gravamen	fear	0.328
adrift	á deriva	fear	0.328
defendant	acusado	fear	0.328
outpost	avanzada	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	sen sentido	fear	0.328
wrongly	incorrectamente	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	etéreo	fear	0.328
scarce	escasos	fear	0.327
unsettled	inestable	fear	0.327
antisocial	antisocial	fear	0.324
astray	desviarse	fear	0.320
vigilant	vigilante	fear	0.319
socialist	socialista	fear	0.318
halter	halter	fear	0.318
pessimist	pesimista	fear	0.317
pacing	ritmo	fear	0.316
opponent	adversario	fear	0.312
discontinuity	discontinuidade	fear	0.312
conspire	conspirar	fear	0.312
trickery	trucos	fear	0.312
obsessing	obsesionante	fear	0.312
seclusion	reclusión	fear	0.312
whirlwind	torbellino	fear	0.312
unexpected	inesperado	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	colusión	fear	0.312
muzzle	bozal	fear	0.312
blight	tizón	fear	0.312
foreigner	estranxeiro	fear	0.312
chargeable	cobrable	fear	0.312
laxative	laxante	fear	0.312
clinical	clínica	fear	0.312
dentist	dentista	fear	0.312
therapist	terapeuta	fear	0.312
deadline	data límite	fear	0.312
bewilderment	desconcertante	fear	0.312
litigate	litigar	fear	0.312
nether	baixo	fear	0.312
thorny	espiñento	fear	0.312
valium	valium	fear	0.312
powerful	poderoso	fear	0.312
uneasy	incómodo	fear	0.312
unkind	indeciso	fear	0.312
ordnance	artillería	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	Pensar de máis	fear	0.309
doubts	dúbidas	fear	0.308
seriousness	seriedade	fear	0.305
irrational	irracional	fear	0.305
erase	borrar	fear	0.303
teasing	burlas	fear	0.303
razor	navalla	fear	0.303
sweating	sudando	fear	0.298
reluctant	relutante	fear	0.297
mage	mago	fear	0.297
crouching	agachado	fear	0.297
warning	Aviso	fear	0.297
endless	interminable	fear	0.297
adjudicate	adxudicar	fear	0.297
bale	bala	fear	0.297
inflation	inflación	fear	0.297
giant	xigante	fear	0.297
auditor	auditor	fear	0.297
medical	médico	fear	0.297
swamp	pantano	fear	0.297
bitch	puta	fear	0.297
mislead	enganar	fear	0.297
weighty	pesado	fear	0.297
avoid	evitar	fear	0.297
depreciated	depreciado	fear	0.297
flounder	barro	fear	0.297
deflation	deflación	fear	0.297
unsurpassed	insuperable	fear	0.297
dashed	rasgado	fear	0.297
hide	ocultar	fear	0.297
timidity	timidez	fear	0.297
deluge	diluvio	fear	0.287
disinformation	desinformación	fear	0.286
court	tribunal	fear	0.284
aversion	aversión	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	hostil	fear	0.281
remains	permanece	fear	0.281
discourage	desalentar	fear	0.281
cautious	cauteloso	fear	0.281
oncoming	adiante	fear	0.281
flying	voando	fear	0.281
mistaken	equivocado	fear	0.281
swelling	inchazo	fear	0.281
dwarfed	enano	fear	0.281
surveillance	vixilancia	fear	0.281
apache	apache	fear	0.281
rush	precipitarse	fear	0.281
yelp	querer	fear	0.281
cartridge	cartucho	fear	0.281
fortress	fortaleza	fear	0.281
bigoted	fanático	fear	0.281
notready	non	fear	0.281
challenge	desafío	fear	0.281
submitting	enviando	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	confusión	fear	0.281
unruly	incondicional	fear	0.281
intense	intenso	fear	0.279
noncompliance	incumprimento	fear	0.276
alerts	alertas	fear	0.276
planes	avións	fear	0.274
displeased	descontento	fear	0.273
cop	policía	fear	0.273
unbridled	desenfreada	fear	0.271
regiment	regimiento	fear	0.266
crowds	multitudes	fear	0.266
sentence	sentenza	fear	0.266
blindfold	vinganza	fear	0.266
crouch	agacharse	fear	0.266
belt	cinto	fear	0.266
hooded	encapuchados	fear	0.266
uncanny	descoñecido	fear	0.266
cupping	cubrindo	fear	0.266
sneak	esgueirar	fear	0.266
cloak	capa	fear	0.266
banger	banger	fear	0.266
affront	afrontamento	fear	0.266
confession	confesión	fear	0.266
blemish	mancha	fear	0.266
posse	posse	fear	0.266
auditions	audicións	fear	0.266
forgotten	esquecido	fear	0.266
immerse	mergullar	fear	0.266
operation	operación	fear	0.266
elevation	elevación	fear	0.266
shanghai	xangai	fear	0.266
hood	capucha	fear	0.266
problem	problema	fear	0.266
skid	derrapar	fear	0.266
insomnia	insomnio	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	Acrobat	fear	0.266
flurries	raias	fear	0.266
force	forza	fear	0.266
spur	espolear	fear	0.262
defense	defensa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	correr	fear	0.250
rascal	canalla	fear	0.250
standstill	paralización	fear	0.250
doubt	dúbida	fear	0.250
cataract	catarata	fear	0.250
repent	arrepentiuse	fear	0.250
unfamiliar	descoñecido	fear	0.250
delusional	delirante	fear	0.250
obliging	obrigando	fear	0.250
hag	bruxa	fear	0.250
defend	defender	fear	0.250
guard	garda	fear	0.250
scapegoat	chivo expiatorio	fear	0.250
swampy	pantanoso	fear	0.250
react	reaccionar	fear	0.250
breakingnews	novas de última hora	fear	0.250
foul	falta	fear	0.250
spinster	esposo	fear	0.250
indifference	indiferenza	fear	0.250
sunk	afundido	fear	0.250
picket	piquete	fear	0.250
insect	insecto	fear	0.250
rating	clasificación	fear	0.250
forewarned	advertido	fear	0.250
indecisive	indeciso	fear	0.250
stealthy	furtivo	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	conectado a terra	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	máis alto	fear	0.236
inequality	desigualdade	fear	0.234
rekindle	reavivar	fear	0.234
shrink	encoller	fear	0.234
scaffold	Andamio	fear	0.234
discontent	descontento	fear	0.234
verge	verge	fear	0.234
psychiatrist	psiquiatra	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	interceder	fear	0.234
pinion	piñón	fear	0.234
finalized	finalizado	fear	0.234
shelters	albergues	fear	0.234
sleepless	sen durmir	fear	0.234
dependence	dependencia	fear	0.234
chicken	polo	fear	0.234
instinctive	instintivo	fear	0.234
buzz	buzz	fear	0.234
difficulty	dificultade	fear	0.234
bee	abella	fear	0.234
insomniac	insomnio	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	dólar	fear	0.234
rushing	correndo	fear	0.233
overslept	overslept	fear	0.226
default	por defecto	fear	0.226
confessional	confesional	fear	0.225
impatient	impaciente	fear	0.224
immigrant	inmigrante	fear	0.219
heft	heft	fear	0.219
sweat	suor	fear	0.219
waver	ondear	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	mordaz	fear	0.219
thrill	emoción	fear	0.219
cane	cana	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	tácticas	fear	0.219
veer	veer	fear	0.219
unequal	desigual	fear	0.219
lastminute	último momento	fear	0.219
jungle	selva	fear	0.219
bait	isca	fear	0.219
revelations	revelacións	fear	0.219
blues	blues	fear	0.219
overtired	superado	fear	0.218
prognosis	pronóstico	fear	0.217
alertness	alerta	fear	0.216
hyped	hipnotizado	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	deséxame sorte	fear	0.212
tryouts	probas	fear	0.210
clowns	payasos	fear	0.207
fluctuation	fluctuación	fear	0.204
restless	inquedo	fear	0.204
examination	exame	fear	0.204
intimacy	intimidade	fear	0.203
phew	phew	fear	0.203
quail	codorniz	fear	0.203
hurry	apresurarse	fear	0.203
uphill	subida	fear	0.203
mighty	poderoso	fear	0.203
birth	nacemento	fear	0.203
cross	cruz	fear	0.203
help	axuda	fear	0.203
overcome	superar	fear	0.203
recesses	recesos	fear	0.203
acceptances	aceptacións	fear	0.203
fearless	intrépido	fear	0.200
ware	ware	fear	0.198
change	cambio	fear	0.198
withstand	soportar	fear	0.197
asap	máis cedo	fear	0.191
owing	debido	fear	0.188
gnome	gnome	fear	0.188
cautiously	con cautela	fear	0.188
tract	tracto	fear	0.188
deadlines	prazos	fear	0.188
heighten	aumentar	fear	0.188
attorney	avogado	fear	0.188
bug	erro	fear	0.188
knots	nós	fear	0.188
fragile	fráxil	fear	0.188
rule	regra	fear	0.188
advance	avanzar	fear	0.188
intrigue	intriga	fear	0.188
overcoming	superación	fear	0.188
stillness	quietude	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	mirar	fear	0.188
unorganised	desorganizado	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
