word	Persian-fa	emotion	emotion-intensity-score
insolvent	ورشکسته	fear	0.406
dismissal	اخراج	fear	0.406
omnipotence	قدرت مطلق	fear	0.406
possession	مالکیت	fear	0.406
tearful	پریشانی	fear	0.406
disorder	اختلال	fear	0.406
squall	سرقت	fear	0.406
dominant	غالب	fear	0.406
disabled	معلول	fear	0.406
drones	هواپیماهای بدون سرنشین	fear	0.406
recklessness	بی پرواگی	fear	0.406
escape	در رفتن	fear	0.406
distressed	پریشان	fear	0.406
claw	پنجه	fear	0.406
stretcher	روگرفت	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	مجازات	fear	0.406
weakly	ضعیف	fear	0.406
rubble	خرابه	fear	0.406
whimper	ساندویچ	fear	0.406
ghetto	محله یهودی نشین	fear	0.406
socialism	سوسیالیسم	fear	0.405
conspiracy	توطئه	fear	0.400
toughness	سختی	fear	0.400
defection	تخریب	fear	0.398
absence	غیبت	fear	0.396
moan	زاری	fear	0.394
crusade	جنگ صلیبی	fear	0.392
radon	رادون	fear	0.391
lose	از دست دادن	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	مشکوک	fear	0.391
unemployed	بیکار	fear	0.391
reject	رد کنید	fear	0.391
excitation	تحریک	fear	0.391
xanax	xanax	fear	0.391
stifled	خفه شد	fear	0.391
scarecrow	ترسناک	fear	0.391
concealment	پنهان کردن	fear	0.391
conquer	تسخیر	fear	0.391
discrimination	تبعیض	fear	0.391
diagnosis	تشخیص	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	دامن	fear	0.391
separation	جدایی	fear	0.391
overt	آشکار	fear	0.391
urgency	ضرورت	fear	0.391
musket	موشک	fear	0.391
unrest	نا آرام	fear	0.391
descent	تبار	fear	0.391
avoiding	پرهیز کردن	fear	0.391
cyst	کیست	fear	0.391
gulp	گول زدن	fear	0.391
procedure	روش	fear	0.391
submission	ارسال	fear	0.391
hardened	سخت است	fear	0.391
refutation	تقلب	fear	0.391
repellent	دافع	fear	0.391
cleave	جدا شدن	fear	0.391
suspicion	سوء ظن	fear	0.391
poverty	فقر	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	ورشکستگی	fear	0.391
mental	ذهنی	fear	0.391
theocratic	دینی	fear	0.391
spaz	اسپاز	fear	0.391
brimstone	سنگ قبر	fear	0.391
throb	خندیدن	fear	0.388
outcast	بی رحمانه	fear	0.388
orc	اورک	fear	0.388
disapprove	تایید نشد	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	درخواست	fear	0.377
withdrawals	برداشت ها	fear	0.377
pressure	فشار	fear	0.375
grieve	گریه کن	fear	0.375
frigate	خلبان	fear	0.375
kerosene	نفت سفید	fear	0.375
nauseous	ناخوشایند	fear	0.375
khan	خان	fear	0.375
expose	در معرض گذاشتن	fear	0.375
ocd	ocd	fear	0.375
sneaking	دزدکی	fear	0.375
embarrassment	خجالت	fear	0.375
bankrupt	ورشکسته	fear	0.375
dissolution	انحلال	fear	0.375
dentistry	دندانپزشکی	fear	0.375
edict	حکم	fear	0.375
bunker	پناهگاه	fear	0.375
antsy	مشتاق	fear	0.375
chasm	شکاف عظیم	fear	0.375
escaped	فرار کرد	fear	0.375
whirlpool	گرداب	fear	0.375
interrogate	بازجویی	fear	0.375
psychological	روانشناسی	fear	0.375
obligor	متعهد	fear	0.375
misconception	تصور غلط	fear	0.375
military	نظامی	fear	0.375
suspected	مشکوک	fear	0.375
locust	ملخ	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	بد	fear	0.375
coldness	سردی	fear	0.375
taunt	طعنه	fear	0.375
obi	ابی	fear	0.375
flu	آنفلوآنزا	fear	0.375
barricade	مانع	fear	0.375
chimera	کیمر	fear	0.375
sultan	سلطان	fear	0.375
repellant	دفع کننده	fear	0.373
unknown	ناشناخته	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	حسادت	fear	0.365
mug	لیوان	fear	0.359
consternation	تهدید	fear	0.359
rebel	شورشی	fear	0.359
conquest	فتح	fear	0.359
mournful	ترسناک	fear	0.359
concerned	نگران	fear	0.359
mandamus	mandamus	fear	0.359
onedge	روی لبه	fear	0.359
recurring	تکرار می شود	fear	0.359
jaundice	زردی	fear	0.359
sectarian	فرقه ای	fear	0.359
desert	کویر	fear	0.359
cur	کنجکاو	fear	0.359
difficult	دشوار	fear	0.359
stint	استنتاج	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	دارت	fear	0.359
spike	سنبله	fear	0.359
timid	ترسو	fear	0.359
wasting	اتلاف	fear	0.359
bottomless	بدون در نظر گرفتن	fear	0.359
warned	هشدار داد	fear	0.359
protestant	پروتستان	fear	0.359
contempt	تحقیر	fear	0.359
exam	امتحان	fear	0.359
depreciation	استهلاک	fear	0.359
anomaly	ناهنجاری	fear	0.359
rejects	رد می کند	fear	0.359
pessimism	بدبینی	fear	0.359
revolution	انقلاب	fear	0.359
formidable	توانمند	fear	0.359
burke	برک	fear	0.359
cautionary	احتیاط	fear	0.359
headaches	سردرد	fear	0.359
bankruptcy	ورشکستگی	fear	0.359
government	دولت	fear	0.359
measles	سرخک	fear	0.359
languishing	تیره شدن	fear	0.358
constrain	محدود کردن	fear	0.358
bane	نابینا	fear	0.356
impeach	امپراطوری	fear	0.354
warden	سرپرست	fear	0.354
adverse	منفی است	fear	0.352
lawyer	وکیل	fear	0.349
libel	تقصیر	fear	0.348
retrenchment	کاهش سرعت	fear	0.345
imminent	قریب الوقوع	fear	0.345
unjustifiable	غیر قابل اثبات	fear	0.344
knell	آه کشیدن	fear	0.344
contentious	متضاد	fear	0.344
opposed	مخالف	fear	0.344
shame	شرم آور	fear	0.344
avoidance	اجتناب	fear	0.344
resistant	مقاوم	fear	0.344
discipline	انضباط	fear	0.344
defy	فراموش كردن	fear	0.344
belittle	تسلیم شدن	fear	0.344
fanaticism	تعصب	fear	0.344
bearish	نزولی	fear	0.344
opium	تریاک	fear	0.344
sorrow	غم و اندوه	fear	0.344
mri	مری	fear	0.344
shaky	تکان دهنده	fear	0.344
hiss	شگفت انگیز	fear	0.344
loneliness	تنهایی	fear	0.344
swerve	سرگردان	fear	0.344
taboo	تابو	fear	0.344
reckless	بی پروا	fear	0.344
obstacle	مانع	fear	0.344
launches	راه اندازی می شود	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	حکم	fear	0.344
servile	خدمتکار	fear	0.344
hesitation	تردید	fear	0.344
evade	فرار کن	fear	0.344
recession	رکود اقتصادی	fear	0.344
eel	قورباغه	fear	0.344
shortage	کمبود	fear	0.344
pest	آفت	fear	0.344
cutter	برش	fear	0.344
psych	روان	fear	0.344
parachute	چتر نجات	fear	0.344
disrespectful	بی احترامی	fear	0.343
phalanx	فالانکس	fear	0.342
creature	موجود	fear	0.340
mortgage	رهن	fear	0.331
specter	جادوگر	fear	0.331
enigmatic	مبهم	fear	0.329
caution	احتیاط	fear	0.328
police	پلیس	fear	0.328
shank	ساق پا	fear	0.328
undesirable	نامطلوب	fear	0.328
shutdown	خاموش شدن	fear	0.328
dike	کوهنوردی	fear	0.328
subordinate	تابع	fear	0.328
gametime	زمان بازی	fear	0.328
remove	برداشتن	fear	0.328
smut	اسموتی	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	بدبختی	fear	0.328
loom	پارچه	fear	0.328
supremacy	برتری	fear	0.328
unlucky	بد شانس	fear	0.328
quash	رها کردن	fear	0.328
hives	کندوها	fear	0.328
wimp	wimp	fear	0.328
gladiator	گلادیاتور	fear	0.328
feeling	احساس	fear	0.328
dominion	سلطه	fear	0.328
encumbrance	غرامت	fear	0.328
adrift	مرده	fear	0.328
defendant	مدافع	fear	0.328
outpost	پیشاپیش	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	بدون احساس	fear	0.328
wrongly	اشتباه	fear	0.328
bugaboo	بوگابو	fear	0.328
weirdo	عصبانی	fear	0.328
ethereal	اترالی	fear	0.328
scarce	کمبود	fear	0.327
unsettled	ناامید شده	fear	0.327
antisocial	ضد اجتماعی	fear	0.324
astray	گمراه	fear	0.320
vigilant	هوشیار	fear	0.319
socialist	سوسیالیست	fear	0.318
halter	هدر دادن	fear	0.318
pessimist	بدبختی	fear	0.317
pacing	قدم زدن	fear	0.316
opponent	حریف	fear	0.312
discontinuity	انسجام	fear	0.312
conspire	توطئه	fear	0.312
trickery	حیله گری	fear	0.312
obsessing	وسواس	fear	0.312
seclusion	انزوا	fear	0.312
whirlwind	گردباد	fear	0.312
unexpected	غیر منتظره	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	ترم	fear	0.312
collusion	تبانی	fear	0.312
muzzle	پوزه	fear	0.312
blight	تهوع	fear	0.312
foreigner	خارجی	fear	0.312
chargeable	قابل پرداخت است	fear	0.312
laxative	ملین	fear	0.312
clinical	بالینی	fear	0.312
dentist	دندانپزشک	fear	0.312
therapist	درمانگر	fear	0.312
deadline	ضرب الاجل	fear	0.312
bewilderment	سردرگمی	fear	0.312
litigate	شکایت کردن	fear	0.312
nether	پایین تر	fear	0.312
thorny	سفت و محکم	fear	0.312
valium	والیوم	fear	0.312
powerful	قدرتمند	fear	0.312
uneasy	ناراحت	fear	0.312
unkind	عجیب نیست	fear	0.312
ordnance	مهمات	fear	0.312
wimpy	شگفت انگیز	fear	0.312
overthinking	بیش از حد فکر	fear	0.309
doubts	شک و تردید	fear	0.308
seriousness	جدی	fear	0.305
irrational	غیر منطقی	fear	0.305
erase	پاک کردن	fear	0.303
teasing	اذیت کردن	fear	0.303
razor	تیغ زدن	fear	0.303
sweating	تعریق	fear	0.298
reluctant	بی میل	fear	0.297
mage	مگ	fear	0.297
crouching	کوهنوردی	fear	0.297
warning	هشدار	fear	0.297
endless	بی پایان	fear	0.297
adjudicate	محاکمه	fear	0.297
bale	بیل	fear	0.297
inflation	تورم	fear	0.297
giant	غول	fear	0.297
auditor	ممیز، مامور رسیدگی	fear	0.297
medical	پزشکی	fear	0.297
swamp	باتلاق	fear	0.297
bitch	عوضی	fear	0.297
mislead	گمراه کردن	fear	0.297
weighty	مهم است	fear	0.297
avoid	اجتناب کردن	fear	0.297
depreciated	تخفیف	fear	0.297
flounder	خرچنگ	fear	0.297
deflation	تخریب	fear	0.297
unsurpassed	بی حد و حصر	fear	0.297
dashed	قطعه قطعه	fear	0.297
hide	پنهان شدن	fear	0.297
timidity	ترسو بودن	fear	0.297
deluge	تخلیه	fear	0.287
disinformation	اطلاعات غلط	fear	0.286
court	دادگاه	fear	0.284
aversion	ناامیدی	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	غیر دوستانه	fear	0.281
remains	باقی	fear	0.281
discourage	دلسرد کردن	fear	0.281
cautious	محتاط	fear	0.281
oncoming	در حال آمدن است	fear	0.281
flying	پرواز	fear	0.281
mistaken	اشتباه	fear	0.281
swelling	ورم	fear	0.281
dwarfed	کوتوله	fear	0.281
surveillance	نظارت	fear	0.281
apache	آپاچی	fear	0.281
rush	هجوم بردن	fear	0.281
yelp	یلدا	fear	0.281
cartridge	کارتریج	fear	0.281
fortress	دژ	fear	0.281
bigoted	فانتزی	fear	0.281
notready	آماده نیست	fear	0.281
challenge	چالش	fear	0.281
submitting	ارسال	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	گیجی	fear	0.281
unruly	بی ادبانه	fear	0.281
intense	شدید	fear	0.279
noncompliance	عدم انطباق	fear	0.276
alerts	هشدار	fear	0.276
planes	هواپیما	fear	0.274
displeased	ناراحت	fear	0.273
cop	پلیس	fear	0.273
unbridled	unbridled	fear	0.271
regiment	کلنگ	fear	0.266
crowds	جمعیت	fear	0.266
sentence	جمله	fear	0.266
blindfold	چشم بسته	fear	0.266
crouch	کوهنوردی	fear	0.266
belt	کمربند	fear	0.266
hooded	hooded	fear	0.266
uncanny	غیر طبیعی	fear	0.266
cupping	کوک کردن	fear	0.266
sneak	دزدکی حرکت کردن	fear	0.266
cloak	ملافه	fear	0.266
banger	آبرنگ	fear	0.266
affront	اعتراض	fear	0.266
confession	اعتراف	fear	0.266
blemish	پرده	fear	0.266
posse	مثلا	fear	0.266
auditions	آزمایشی	fear	0.266
forgotten	فراموش شده	fear	0.266
immerse	غوطه ور شدن	fear	0.266
operation	عمل	fear	0.266
elevation	ارتفاع	fear	0.266
shanghai	شانگهای	fear	0.266
hood	کاپوت ماشین	fear	0.266
problem	مسئله	fear	0.266
skid	اسکید	fear	0.266
insomnia	بیخوابی	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	آکروبات	fear	0.266
flurries	طعمه ها	fear	0.266
force	زور	fear	0.266
spur	تکان دادن	fear	0.262
defense	دفاع	fear	0.258
mortgagor	وام مسکن	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	اجرا کن	fear	0.250
rascal	ترسناک	fear	0.250
standstill	متوقف کردن	fear	0.250
doubt	شک	fear	0.250
cataract	آب مروارید	fear	0.250
repent	توبه کردن	fear	0.250
unfamiliar	نا آشنا	fear	0.250
delusional	فریبکارانه	fear	0.250
obliging	موظف است	fear	0.250
hag	چپ	fear	0.250
defend	دفاع	fear	0.250
guard	نگهبان	fear	0.250
scapegoat	چرت زدن	fear	0.250
swampy	باتلاق	fear	0.250
react	واکنش نشان می دهند	fear	0.250
breakingnews	خبر فوری	fear	0.250
foul	ناپاک	fear	0.250
spinster	اسپینستر	fear	0.250
indifference	بی تفاوتی	fear	0.250
sunk	غرق شد	fear	0.250
picket	جادوگر	fear	0.250
insect	حشره	fear	0.250
rating	رتبه بندی	fear	0.250
forewarned	پیشگویی شده	fear	0.250
indecisive	بی رحم	fear	0.250
stealthy	مخفی	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	مبتنی بر	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	بالاترین	fear	0.236
inequality	نابرابری	fear	0.234
rekindle	بازخورد	fear	0.234
shrink	کوچک شدن	fear	0.234
scaffold	داربست	fear	0.234
discontent	نارضایتی	fear	0.234
verge	لبه	fear	0.234
psychiatrist	روانپزشک	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	مدافع	fear	0.234
pinion	چرخ دنده	fear	0.234
finalized	نهایی شده	fear	0.234
shelters	پناهگاه ها	fear	0.234
sleepless	بی خوابی	fear	0.234
dependence	وابستگی	fear	0.234
chicken	جوجه	fear	0.234
instinctive	غریزی	fear	0.234
buzz	وزوز	fear	0.234
difficulty	مشکل	fear	0.234
bee	زنبور عسل	fear	0.234
insomniac	بی خوابی	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	بک	fear	0.234
rushing	عجله دارد	fear	0.233
overslept	فراموشکار	fear	0.226
default	به طور پیش فرض	fear	0.226
confessional	اعتراف	fear	0.225
impatient	بی صبر	fear	0.224
immigrant	مهاجر	fear	0.219
heft	سرفه	fear	0.219
sweat	عرق	fear	0.219
waver	تکان دادن	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	خجالتی	fear	0.219
thrill	هیجان	fear	0.219
cane	نیشکر	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	چه می شود اگر	fear	0.219
tactics	تاکتیک ها	fear	0.219
veer	آبجو	fear	0.219
unequal	نابرابر	fear	0.219
lastminute	آخرین لحظه	fear	0.219
jungle	جنگل	fear	0.219
bait	طعمه	fear	0.219
revelations	آیات	fear	0.219
blues	بلوز	fear	0.219
overtired	سرخورده	fear	0.218
prognosis	پیش بینی	fear	0.217
alertness	هوشیاری	fear	0.216
hyped	هیپ	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ممنون	fear	0.212
tryouts	امتحان کنید	fear	0.210
clowns	دلقک ها	fear	0.207
fluctuation	نوسان	fear	0.204
restless	بی قرار	fear	0.204
examination	معاینه	fear	0.204
intimacy	صمیمیت	fear	0.203
phew	بله	fear	0.203
quail	بلدرچین	fear	0.203
hurry	عجله کن	fear	0.203
uphill	بالا رفتن	fear	0.203
mighty	توانا	fear	0.203
birth	تولد	fear	0.203
cross	صلیب	fear	0.203
help	کمک	fear	0.203
overcome	غلبه بر	fear	0.203
recesses	رکود	fear	0.203
acceptances	پذیرش	fear	0.203
fearless	بی تردید	fear	0.200
ware	ظروف	fear	0.198
change	تغییر دادن	fear	0.198
withstand	مقاومت کن	fear	0.197
asap	هر چه سریعتر	fear	0.191
owing	به خاطر	fear	0.188
gnome	گنوم	fear	0.188
cautiously	بااحتیاط، محتاطانه	fear	0.188
tract	دستگاه	fear	0.188
deadlines	مهلت	fear	0.188
heighten	بالا بردن	fear	0.188
attorney	وکیل	fear	0.188
bug	حشره	fear	0.188
knots	گره ها	fear	0.188
fragile	شکننده	fear	0.188
rule	قانون	fear	0.188
advance	پیشرفت	fear	0.188
intrigue	فتنه	fear	0.188
overcoming	فائق آمدن	fear	0.188
stillness	سکوت	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	تماشا کردن	fear	0.188
unorganised	سازماندهی نشده	fear	0.188
elf	الف	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	تنهایی	fear	0.183
slippery	لغزنده	fear	0.181
interview	مصاحبه	fear	0.180
everyman	هر مرد	fear	0.178
speculation	حدس و گمان	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	ارزیابی	fear	0.172
competition	رقابت	fear	0.172
settlor	مسئولیت پذیری	fear	0.172
rod	میله	fear	0.172
checkpoint	ایست بازرسی	fear	0.172
regulatory	مقررات	fear	0.172
worship	عبادت	fear	0.172
shell	پوسته	fear	0.172
readytogo	آماده برای رفتن	fear	0.172
uncertain	نا معلوم	fear	0.172
unsure	مطمئن نیستم	fear	0.172
birch	توس	fear	0.172
surprise	تعجب	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	چاقو	fear	0.172
composure	آرامش	fear	0.172
interviewer	مصاحبه کننده	fear	0.172
less	کمتر	fear	0.167
coy	کثیف	fear	0.162
iris	عنبیه	fear	0.160
audition	آزمون	fear	0.156
sly	باهوش	fear	0.156
legalized	قانونی	fear	0.156
intimately	دقیقا	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	شمارش معکوس	fear	0.156
hearing	شنیدن	fear	0.156
bases	پایگاه ها	fear	0.156
medication	دارو	fear	0.156
ceasefire	آتش بس	fear	0.156
retirement	بازنشستگی	fear	0.156
courageous	شجاع	fear	0.154
overthinker	بیش از حد فکر	fear	0.153
backtrack	عقب نشینی	fear	0.151
dawned	سپیده دم	fear	0.150
censor	سانسور	fear	0.149
bailiff	ناظران	fear	0.147
syllabus	سرفصل دروس	fear	0.147
gent	گنت	fear	0.141
caricature	کاریکاتور	fear	0.141
rationality	عقلانیت	fear	0.141
cove	کوه	fear	0.141
newcomer	تازه وارد	fear	0.141
eventuality	احتمالی	fear	0.141
imagination	خیال پردازی	fear	0.141
validity	اعتبار	fear	0.141
waiting	در انتظار	fear	0.141
delay	تاخیر انداختن	fear	0.141
shy	خجالتی	fear	0.140
alreadyyyyy	کنجکاو	fear	0.140
symptom	علامت	fear	0.133
excite	هیجان زده	fear	0.132
raccoon	راکون	fear	0.127
prevent	جلوگیری کردن	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	دلقک	fear	0.125
ahhh	آهه	fear	0.125
hawk	شاهین	fear	0.125
campaigning	مبارزات انتخاباتی	fear	0.125
soready	صبور	fear	0.125
tryout	امتحان کنید	fear	0.125
marry	ازدواج کن	fear	0.125
sprite	جهاد	fear	0.125
swim	شنا کردن	fear	0.125
gameday	روز بازی	fear	0.125
sag	سقوط	fear	0.123
pharmacy	داروخانه	fear	0.123
policeman	پلیس	fear	0.121
lace	توری	fear	0.111
dreamt	رویای	fear	0.111
holiness	تقدس	fear	0.109
pray	نماز خواندن	fear	0.109
weight	وزن	fear	0.109
incase	در صورت	fear	0.109
knot	گره	fear	0.109
confidence	اعتماد به نفس	fear	0.109
notoriety	بدبختی	fear	0.109
homework	مشق شب	fear	0.109
destination	مقصد	fear	0.109
bigday	روزبزرگ	fear	0.109
slender	بلند بلند	fear	0.100
undecided	تصمیم گرفتم	fear	0.098
sympathetic	دلسوز	fear	0.097
god	خدایا	fear	0.094
grades	درجات	fear	0.094
loyal	وفادار	fear	0.094
poise	اوه	fear	0.094
treat	درمان شود	fear	0.094
confident	مطمئن	fear	0.094
counsellor	مشاور	fear	0.094
helmet	کلاه ایمنی	fear	0.094
case	مورد	fear	0.094
locate	پیدا کردن	fear	0.094
northeast	شمال شرقی	fear	0.088
compassion	رحم و شفقت - دلسوزی	fear	0.078
nurture	پرورش دهید	fear	0.078
graduation	فارغ التحصیلی	fear	0.078
graded	درجه بندی شده	fear	0.075
mum	مادر	fear	0.070
infant	نوزاد	fear	0.067
civilians	غیرنظامیان	fear	0.062
soulmate	soulmate	fear	0.062
civilian	غیر نظامی	fear	0.062
cloudiness	ابری	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	رژه	fear	0.062
cash	پول نقد	fear	0.062
journey	سفر	fear	0.062
guidelines	دستورالعمل ها	fear	0.062
youth	جوانان	fear	0.062
opera	اپرا	fear	0.057
synonymous	مترادف	fear	0.056
praying	دعا كردن	fear	0.047
honest	صادقانه	fear	0.047
intelligence	هوش	fear	0.038
romance	داستان عاشقانه	fear	0.031
lines	خطوط	fear	0.031
volunteer	داوطلب	fear	0.031
obey	اطاعت کنید	fear	0.016
happiest	شادترین	joy	0.986
happiness	شادی	joy	0.984
bliss	سعادت	joy	0.971
celebrating	جشن گرفتن	joy	0.970
jubilant	جالب	joy	0.969
ecstatic	عصبانی	joy	0.954
elation	تحقیر	joy	0.944
bestdayever	بهترین روز	joy	0.938
beaming	تابش	joy	0.938
loveee	عشق	joy	0.932
celebration	جشن	joy	0.929
awesomeness	هیجان	joy	0.926
joy	شادی	joy	0.924
happily	با خوشحالی	joy	0.922
excitement	هیجان	joy	0.922
euphoria	رضایت	joy	0.922
fabulous	شگفت آور	joy	0.922
joyous	خوشحال	joy	0.922
exuberance	انعطاف پذیری	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	عشق	joy	0.920
gratitude	حق شناسی	joy	0.914
spectacular	دیدنی و جذاب	joy	0.912
merriment	جشن گرفتن	joy	0.912
happydance	خوشبختی	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	خوشحال شدم	joy	0.909
triumphant	پیروزی	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	اکستازی	joy	0.906
cheerful	بشاش	joy	0.906
cheer	تشویق کردن	joy	0.897
elated	صعود کرد	joy	0.894
lovethis	دوست داشتنی	joy	0.891
laugh	خنده	joy	0.891
jolly	جالب است	joy	0.891
pleasures	لذت	joy	0.891
excitation	تحریک	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	خوشحالم	joy	0.891
exhilaration	هیجان	joy	0.891
marvelously	فوق العاده	joy	0.881
loving	با محبت	joy	0.879
joyful	شاد	joy	0.879
outstanding	برجسته	joy	0.879
blissful	سعادتمند	joy	0.879
pleasurable	لذت بخش	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	مشتاق	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	غرور	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	خیلی خوشحال	joy	0.868
woohoo	ووووو	joy	0.864
laughing	خندیدن	joy	0.864
superb	عالی	joy	0.864
wonderful	فوق العاده	joy	0.863
brilliant	درخشان	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	تشویق	joy	0.859
hooray	هورا	joy	0.859
glory	شکوه	joy	0.859
celebrated	جشن گرفت	joy	0.859
loved	دوست داشتنی	joy	0.859
magnificent	باشکوه	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	سپاس خداوند را	joy	0.859
exciting	هیجان انگیز	joy	0.853
heavenly	آسمانی	joy	0.853
thrilled	هیجان زده	joy	0.851
mademyday	روزم را ساخت	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	جشن گرفتن	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	برکت	joy	0.844
wonderfully	عالی بود	joy	0.844
sweetness	شیرینی	joy	0.833
marvellous	شگفت آور	joy	0.833
festive	جشن	joy	0.833
blessed	مبارک	joy	0.833
paradise	بهشت	joy	0.833
celebrations	جشن ها	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	خندان	joy	0.828
enchanting	دلربا	joy	0.828
love	عشق	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	خانه ها	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	خنده	joy	0.824
marvelous	شگفت آور	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	جشن عروسی	joy	0.818
sensational	حساس	joy	0.818
delightful	لذت بخش	joy	0.818
happyheart	عزیزم	joy	0.818
rejoicing	شادی	joy	0.818
joys	شادی	joy	0.818
goodness	خوبی	joy	0.818
excited	برانگیخته	joy	0.818
excellence	تعالی	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	جالب	joy	0.814
glorious	شکوهمند	joy	0.812
lovemaking	عشقبازی	joy	0.812
rejoice	شادی کردن	joy	0.812
victorious	پیروزمند	joy	0.812
excellent	عالی است	joy	0.812
bonanza	پاداش	joy	0.812
smiley	لبخند	joy	0.812
enjoy	لذت ببرید	joy	0.812
splendid	پر زرق و برق دار	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	خوشبختی	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	روز خوش	joy	0.809
myfavorite	مورد علاقه من	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	لذت	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	خوشبختی	joy	0.803
giggle	خندیدن	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	موفقیت	joy	0.797
happier	شادتر	joy	0.797
dancing	رقصیدن	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	شکوه و عظمت	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	سپاسگزار	joy	0.789
splendor	شکوه و جلال	joy	0.788
amuse	مات و متحیر کردن	joy	0.788
fun	سرگرم کننده	joy	0.788
happy	خوشحال	joy	0.788
enchanted	لعنتی	joy	0.781
glorify	شکوه دادن	joy	0.781
glad	خوشحالم	joy	0.781
beautiful	خوشگل	joy	0.781
solucky	خوشحالی	joy	0.781
giggling	گیج کردن	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	تابش آفتاب	joy	0.781
heavens	آسمان ها	joy	0.779
perfection	کمال	joy	0.779
christmassy	کریسمس	joy	0.779
romance	داستان عاشقانه	joy	0.779
thrilling	هیجان انگیز	joy	0.776
miraculous	معجزه آسا	joy	0.773
fiesta	فیستا	joy	0.773
entertain	سرگرم	joy	0.773
congrats	تبریک میگم	joy	0.773
cheers	به سلامتی	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	مثبت بودن	joy	0.773
lovable	دوست داشتنی	joy	0.773
cheered	تشویق شد	joy	0.773
funday	روز خوب	joy	0.772
enjoying	لذت بردن از	joy	0.771
cuddling	کتک زدن	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	سرگرم کننده	joy	0.766
lifeisgood	زندگی خوب است	joy	0.766
thebest	بهترین	joy	0.766
