word	Maltese-mt	emotion	emotion-intensity-score
happier	kuntenti	joy	0.797
dancing	żfin	joy	0.797
lovinlife	Lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	grat	joy	0.789
splendor	splendor	joy	0.788
amuse	amuse	joy	0.788
fun	gost	joy	0.788
happy	kuntenti	joy	0.788
enchanted	enchanted	joy	0.781
glorify	glorify	joy	0.781
glad	kuntent	joy	0.781
beautiful	sabiħ	joy	0.781
solucky	solucky	joy	0.781
giggling	qbiż	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radjanti	joy	0.781
heavens	smewwiet	joy	0.779
perfection	perfezzjoni	joy	0.779
christmassy	christmassy	joy	0.779
romance	rumanz	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	mirakuluża	joy	0.773
fiesta	fiesta	joy	0.773
entertain	divertiment	joy	0.773
congrats	congrats	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pożittività	joy	0.773
lovable	Maħbub	joy	0.773
cheered	mimlija	joy	0.773
funday	funday	joy	0.772
enjoying	li tgawdi	joy	0.771
cuddling	imqass	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	l-aqwa	joy	0.766
sosweet	xi ħlew	joy	0.766
smiles	smiles	joy	0.766
delight	pjaċir	joy	0.765
orgasm	orga	joy	0.765
party	parti	joy	0.765
positive	pożittiv	joy	0.761
cheerfulness	ferrieħa	joy	0.758
miracles	mirakli	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	tgħarraf	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantic	joy	0.750
gratify	gratify	joy	0.750
friendliness	użu faċli	joy	0.750
laughs	laughs	joy	0.750
greatness	kbir	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	pjaċir	joy	0.750
blessings	tberik	joy	0.750
smile	tbissima	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	entużjażmu	joy	0.742
triumph	trijonf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	maġika	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miraklu	joy	0.742
rewarding	ppremjati	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	prosperità	joy	0.735
luxurious	luxurious	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	il-ġurnata t-tajba	joy	0.734
passionate	passjonat	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	rebħa	joy	0.734
admiration	ammirazzjoni	joy	0.734
tgif	tgif	joy	0.734
glorification	glorifikazzjoni	joy	0.733
sing	nijet	joy	0.729
glowing	glowing	joy	0.729
breathtaking	isbaħ	joy	0.728
fulfillment	twettiq	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	thankful	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	għotja	joy	0.727
atpeace	atpeace	joy	0.727
win	tirbaħ	joy	0.727
merry	Merry	joy	0.727
pleased	kuntent	joy	0.725
radiance	radjanza	joy	0.725
inspiration	ispirazzjoni	joy	0.725
uplift	uplift	joy	0.723
optimistic	ottimist	joy	0.723
heaven	ġenna	joy	0.721
lucky	xxurtjati	joy	0.721
thrill	eċċitament	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vaganzi	joy	0.721
harmony	armonija	joy	0.719
brighten	brighten	joy	0.719
lover	lover	joy	0.719
heartfelt	mill-qalb	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	sabiħ	joy	0.719
amusement	divertiment	joy	0.719
congratulatory	fedeltà	joy	0.719
praising	tifħir	joy	0.719
thriving	b'saħħitha	joy	0.719
perfect	perfetta	joy	0.719
magic	magic	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lussu	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	teżori	joy	0.712
achievement	kisba	joy	0.712
yay	yay	joy	0.712
holiday	btala	joy	0.712
intimate	intima	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	kburi	joy	0.704
truelove	imħabba vera	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	aħbar tajba	joy	0.703
optimism	ottimiżmu	joy	0.703
satisfying	li tissodisfa	joy	0.703
gooood	gooood	joy	0.703
sweetest	ħelu	joy	0.703
cherish	għeżież	joy	0.703
goodlife	ħajja tajba	joy	0.703
beautification	beautification	joy	0.703
appreciates	japprezza	joy	0.703
winning	rebbieħa	joy	0.703
cuddled	imnaddfa	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	konjizzjoni	joy	0.700
excite	eċitati	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	għeluq	joy	0.691
metime	metime	joy	0.688
favorite	favorit	joy	0.688
honored	onorat	joy	0.688
content	il-kontenut	joy	0.688
godsend	godsend	joy	0.688
entertaining	divertenti	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	Adorazzjoni	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	prezzjuż	joy	0.682
majestic	Majestic	joy	0.682
appreciated	apprezzat	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	tbissem	joy	0.682
bestfriends	ħbieb tal-qalb	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brightens	joy	0.682
tranquility	trankwillità	joy	0.679
marry	jiżżewġu	joy	0.676
embrace	tħaddan	joy	0.676
positively	b'mod pożittiv	joy	0.676
dearest	għeżież	joy	0.672
relaxation	rilassament	joy	0.672
accomplished	mwettqa	joy	0.672
hug	tgħanniqa	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	ħajjin	joy	0.672
contentment	sodisfazzjoni	joy	0.672
hilarious	tad-daħq	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	sodisfatti	joy	0.667
fulfill	jissodisfaw	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	prosperu	joy	0.660
romanticism	romanticism	joy	0.656
humor	umoriżmu	joy	0.656
glow	glow	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	pjaċevoli	joy	0.656
appreciation	apprezzament	joy	0.656
encouraged	imħeġġa	joy	0.656
satisfy	jissodisfaw	joy	0.656
serenity	serenità	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	sodisfazzjon	joy	0.652
treasure	teżor	joy	0.652
engaged	ingaġġat	joy	0.652
praises	ifaħħar	joy	0.652
abundance	abbundanza	joy	0.652
fortunes	fortuni	joy	0.652
relaxing	illaxkar	joy	0.652
praised	faħħar	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplement	joy	0.647
affection	affezzjoni	joy	0.647
relieved	meħlus	joy	0.647
carnival	karnival	joy	0.643
divine	divina	joy	0.641
saintly	qaddis	joy	0.641
harmoniously	b'mod armonjuż	joy	0.641
achieve	tikseb	joy	0.641
thanksgiving	ringrazzjament	joy	0.641
jackpot	jackpot	joy	0.641
priceless	prezzjuż	joy	0.641
sensuality	sensuality	joy	0.641
champion	champion	joy	0.641
wedding	tieġ	joy	0.641
uplifting	riluttanti	joy	0.641
climax	quċċata	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	paċifiku	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	rebbieħ	joy	0.636
felicity	felicità	joy	0.636
cuddle	cuddle	joy	0.636
comforting	comforting	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	divertenti	joy	0.625
reward	premju	joy	0.625
fondness	fondness	joy	0.625
hearts	qlub	joy	0.625
brighter	aktar isbaħ	joy	0.625
sweet	ħelu	joy	0.625
stargazing	Stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	ġenerożità	joy	0.625
gorgeous	sabiħ ħafna	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sess	joy	0.622
parade	parata	joy	0.621
applause	ċapċip	joy	0.621
genial	kbira	joy	0.621
beauty	sbuħija	joy	0.621
kind	tip	joy	0.621
newlife	ħajja ġdida	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	tissodisfa	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtwu	joy	0.613
kiss	KISS	joy	0.610
winnings	rebħ	joy	0.609
praiseworthy	ta 'min ifaħħarha	joy	0.609
rainbows	Rainbows	joy	0.609
generous	ġeneruż	joy	0.609
enlightenment	kjarifika	joy	0.609
playful	jilgħab	joy	0.609
christmas	Milied	joy	0.609
super	super	joy	0.609
elegance	eleganti	joy	0.609
rekindle	jerġgħu jinbdew	joy	0.609
awards	premjijiet	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	indipendenza	joy	0.607
successful	suċċess	joy	0.606
onelove	imħabba waħda	joy	0.606
kindness	kindness	joy	0.606
freely	liberament	joy	0.606
surprises	sorprizi	joy	0.606
inspired	ispirata	joy	0.606
hilarity	hilarity	joy	0.606
wonder	wonder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	divertiment	joy	0.603
whimsical	whimsical	joy	0.603
passion	passjoni	joy	0.603
beautify	jsebbħu	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	tluq mix-xemx	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	anġlu	joy	0.594
thankgod	ghall-grazzja ta 'Alla	joy	0.594
accomplishment	tlestija	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	deher	joy	0.594
inspire	jispira	joy	0.594
fanfare	Fanfare	joy	0.594
peacefully	b'mod paċifiku	joy	0.594
jesus	Ġesù	joy	0.594
goodies	goodies	joy	0.594
heroic	erojiku	joy	0.591
fortune	fortuna	joy	0.591
friendship	ħbiberija	joy	0.591
singing	kant	joy	0.591
exalted	exalted	joy	0.591
summer	sajf	joy	0.591
highest	l-ogħla	joy	0.591
overflowing	tħawwil	joy	0.588
contented	kuntent	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	tama	joy	0.586
accolade	accolade	joy	0.586
cozy	komdu	joy	0.583
delicious	Delicious	joy	0.579
friendly	ambjent	joy	0.578
sensuous	sensu	joy	0.578
darling	ħanini	joy	0.578
picturesque	pittoresk	joy	0.578
raving	raving	joy	0.578
praise	tifħir	joy	0.578
everlasting	eterna	joy	0.578
ambition	ambizzjoni	joy	0.578
thelife	il-ħajja	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	senswali	joy	0.576
heroism	erojiżmu	joy	0.576
succeeding	warajha	joy	0.576
grace	grazzja	joy	0.576
peace	paċi	joy	0.576
livelife	Għix il-ħajja	joy	0.574
special	speċjali	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	ippumpjat	joy	0.567
worthwhile	utli	joy	0.562
revels	revels	joy	0.562
prevail	jipprevali	joy	0.562
liking	Predisposizzjoni	joy	0.562
sunny	xemxi	joy	0.562
relax	irrilassa	joy	0.562
surprise	sorpriża	joy	0.562
hugs	hugs	joy	0.562
admirable	ammirabbli	joy	0.562
hero	eroj	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	umoristiku	joy	0.562
sweets	ħelu	joy	0.562
prosper	prosperu	joy	0.562
superstar	superstar	joy	0.562
favorable	favorevoli	joy	0.561
bless	bless	joy	0.561
tenderness	sensittività	joy	0.561
freedom	libertà	joy	0.561
masterpiece	kapulavur	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	ħolm	joy	0.559
hopeful	tama	joy	0.559
home	dar	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fedeltà	joy	0.553
closeness	viċinanza	joy	0.552
eagerness	ħeġġa	joy	0.552
comfy	comfy	joy	0.551
sunshine	xemx	joy	0.551
confidence	kunfidenza	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	ċelesti	joy	0.547
heart	qalb	joy	0.547
completion	tlestija	joy	0.547
good	tajjeb	joy	0.547
daughter	bint	joy	0.547
gifts	rigali	joy	0.547
astonishment	sturdament	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Bongu	joy	0.547
lifted	merfugħa	joy	0.547
zeal	entużjażmu	joy	0.547
illuminate	illuminate	joy	0.547
gift	rigal	joy	0.547
vacation	vaganza	joy	0.547
charmed	charmed	joy	0.546
recreation	rikreazzjoni	joy	0.545
encouragement	inkoraġġiment	joy	0.545
gush	gush	joy	0.545
sublime	sublimi	joy	0.545
dance	żfin	joy	0.545
god	god	joy	0.545
free	b'xejn	joy	0.544
freshstart	freshstart	joy	0.544
savior	savior	joy	0.543
sanctuary	santwarju	joy	0.541
grandchildren	neputijiet	joy	0.540
wellness	benessri	joy	0.537
revel	revel	joy	0.534
inspirational	inspirational	joy	0.531
savor	savor	joy	0.531
matrimony	zwieg	joy	0.531
money	flus	joy	0.531
rainbow	qawsalla	joy	0.531
confident	kunfidenti	joy	0.531
bridal	bridal	joy	0.531
music	mużika	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	ħaj	joy	0.531
holiness	qdusija	joy	0.531
vitality	vitalità	joy	0.531
liberation	liberazzjoni	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	serħan il-moħħ	joy	0.531
soar	togħla	joy	0.531
firstborn	firstborn	joy	0.531
elegant	eleganti	joy	0.530
mastery	padrunanza	joy	0.530
illumination	illuminazzjoni	joy	0.530
welcomed	merħba	joy	0.530
warmth	sħana	joy	0.530
blossom	fjur	joy	0.530
glimmer	glimmer	joy	0.530
faithful	fidila	joy	0.529
treat	jittratta	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	ifaħħarha	joy	0.519
powerful	qawwija	joy	0.516
silly	iblah	joy	0.516
zest	zest	joy	0.516
presents	jippreżenta	joy	0.516
succeed	tirnexxi	joy	0.516
jingle	jingle	joy	0.516
remarkable	notevoli	joy	0.516
greeted	greeted	joy	0.516
brotherly	fraterni	joy	0.516
pride	kburija	joy	0.516
strengthening	tisħiħ	joy	0.516
aspire	jaspira	joy	0.516
abundant	abbundanti	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	omnipotenti	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	koronazzjoni	joy	0.515
kudos	kudos	joy	0.515
vivid	stramb	joy	0.515
leisure	divertiment	joy	0.515
complete	komplet	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	il-familja	joy	0.515
animated	animati	joy	0.515
spirit	spirtu	joy	0.515
thanking	nirringrazzja	joy	0.515
kid	kid	joy	0.515
shining	brillanti	joy	0.515
payday	Payday	joy	0.515
princely	prinċipalment	joy	0.515
reunited	miġbura mill-ġdid	joy	0.515
therapeutic	terapewtiku	joy	0.515
comfort	kumdità	joy	0.515
godly	godly	joy	0.514
marriage	żwieġ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relazzjoni	joy	0.514
spouse	konjuġi	joy	0.507
intimately	intimament	joy	0.507
accomplish	twettaq	joy	0.500
excel	jisbqu	joy	0.500
inviting	stedina	joy	0.500
meritorious	meritevoli	joy	0.500
diamond	djamant	joy	0.500
nature	natura	joy	0.500
dignity	id-dinjità	joy	0.500
family	familja	joy	0.500
soulful	b'qalb	joy	0.500
charitable	karita '	joy	0.500
encourage	tinkoraġġixxi	joy	0.500
friends	ħbieb	joy	0.500
satisfied	sodisfatt	joy	0.500
welcoming	tilqa '	joy	0.500
healthy	b'saħħithom	joy	0.500
surreal	surreal	joy	0.500
refreshed	aggornata	joy	0.500
beach	bajja	joy	0.500
motherhood	maternità	joy	0.500
respect	rispett	joy	0.500
gem	gem	joy	0.500
erotic	erotic	joy	0.500
visionary	viżjonarju	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	miksub	joy	0.500
christ	Kristu	joy	0.500
memorable	memorabbli	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	tarbija	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	verità	joy	0.500
bloom	bloom	joy	0.500
carefree	bla nkwiet ta xejn	joy	0.500
aura	aura	joy	0.493
health	saħħa	joy	0.493
liberty	libertà	joy	0.486
approved	approvat	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasi	joy	0.486
rapture	rapture	joy	0.485
engaging	involviment	joy	0.485
crowning	crowning	joy	0.485
aspiration	l-aspirazzjoni	joy	0.485
prestige	prestiġju	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ġentili	joy	0.485
liberate	liberazzjoni	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	privileġġjat	joy	0.485
loyal	leali	joy	0.485
inseparable	inseparabbli	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	ħeja	joy	0.484
trophy	trofew	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	Xorti	joy	0.484
creativity	il-kreattività	joy	0.484
destiny	destin	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendenza	joy	0.484
bouquet	bukkett	joy	0.484
chocolate	ċikkulata	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	ħolma	joy	0.484
desire	xewqa	joy	0.484
boyfriend	għarus	joy	0.480
commemoration	kommemorazzjoni	joy	0.479
intelligence	intelliġenza	joy	0.477
readiness	rieda	joy	0.473
friend	ħabib	joy	0.471
enthusiast	enthusiast	joy	0.471
bride	bride	joy	0.471
lush	lush	joy	0.470
calming	paċifikazzjoni	joy	0.470
inheritance	wirt	joy	0.470
kiddo	kiddo	joy	0.470
massage	massaġġi	joy	0.470
tickle	tickle	joy	0.470
adventure	avventura	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	miri	joy	0.469
luster	tleqqija	joy	0.469
giving	tagħti	joy	0.469
princess	Princess	joy	0.469
heartily	b'entużjażmu	joy	0.469
benevolence	benevolenza	joy	0.469
nurture	nrawmu	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	etern	joy	0.469
pray	nitolbu	joy	0.469
getaway	Mur 'l hemm	joy	0.469
humanitarian	umanitarju	joy	0.469
bonding	bonding	joy	0.469
rest	mistrieħ	joy	0.469
amicable	amikevoli	joy	0.469
purring	ħruq	joy	0.469
pretty	pretty	joy	0.469
child	tifel / tifla	joy	0.466
salutary	salutary	joy	0.465
invite	jistiednu	joy	0.457
reminiscing	reminixxenti	joy	0.456
beam	raġġ	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropikali	joy	0.455
aesthetics	estetika	joy	0.455
friday	il-ġimgħa	joy	0.455
elevation	elevazzjoni	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ċerimonja	joy	0.455
mindfulness	attenzjoni	joy	0.455
hee	ħej	joy	0.455
kindred	kindred	joy	0.455
scholarship	borża ta 'studju	joy	0.455
befriend	ħbieb	joy	0.455
commemorate	jikkommemoraw	joy	0.453
allure	allure	joy	0.453
faith	fidi	joy	0.453
forgiveness	maħfra	joy	0.453
scenery	xenarju	joy	0.453
vindication	vindication	joy	0.453
waterfall	kaskata	joy	0.453
birth	twelid	joy	0.453
noworries	tinkwetax	joy	0.453
approve	tapprova	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	vjaġġ	joy	0.447
meditation	meditazzjoni	joy	0.446
relaxed	rilassat	joy	0.442
tranquil	trankwillanti	joy	0.441
weekend	weekend	joy	0.441
present	rigal	joy	0.441
tender	offerta	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	talb	joy	0.439
sharing	qsim	joy	0.439
esteem	stima	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	tjieba	joy	0.439
share	sehem	joy	0.438
husband	raġel	joy	0.438
life	ħajja	joy	0.438
sonnet	Sonnet	joy	0.438
relief	eżenzjoni	joy	0.438
unbeaten	mhux mistenni	joy	0.438
newday	newday	joy	0.438
meditate	timmeditaw	joy	0.438
mighty	mighty	joy	0.438
eager	ħerqan	joy	0.438
strength	saħħa	joy	0.438
warm	sħun	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	oneness	joy	0.426
unsurpassed	mhux superjuri	joy	0.424
ejaculation	eġakulazzjoni	joy	0.424
unconstrained	mhux kostitwit	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	midalja	joy	0.424
amen	amen	joy	0.424
candlelight	dawl tax-xemgħat	joy	0.424
reverence	reverence	joy	0.424
healthful	tajjeb għas-saħħa	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	ġid	joy	0.422
graduation	gradwazzjoni	joy	0.422
frisky	frisky	joy	0.422
energy	enerġija	joy	0.422
calmness	kalma	joy	0.422
beginnings	bidu	joy	0.422
safe	sikur	joy	0.422
musical	mużikali	joy	0.422
symphony	sinfonija	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	faċilità	joy	0.422
helpful	utli	joy	0.422
soundness	sodezza	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	wegħda	joy	0.415
reunite	jingħaqdu	joy	0.414
salvation	salvazzjoni	joy	0.412
mother	omm	joy	0.412
poems	poeżiji	joy	0.412
inauguration	inawgurazzjoni	joy	0.409
immaculate	immakulata	joy	0.409
lighten	iħaffef	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	ivvjaġġar	joy	0.409
lavender	lavanda	joy	0.409
purify	ippurifika	joy	0.409
clown	buffu	joy	0.409
star	stilla	joy	0.406
cash	flus kontanti	joy	0.406
heal	fejqan	joy	0.406
completing	timla	joy	0.406
companion	ħbieb	joy	0.406
live	jgħix	joy	0.406
flowers	fjuri	joy	0.406
wishing	li jixtiequ	joy	0.406
charity	karità	joy	0.406
opportune	opportun	joy	0.406
income	dħul	joy	0.403
soul	ruħ	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	progress	joy	0.397
emancipation	emanipazzjoni	joy	0.397
christian	christian	joy	0.397
hammock	hammock	joy	0.394
together	flimkien	joy	0.394
equality	ugwaljanza	joy	0.394
fullness	milja	joy	0.394
picnic	Picnic	joy	0.394
calm	kalm	joy	0.394
childhood	it-tfulija	joy	0.394
rhythmical	ritmiku	joy	0.394
movies	films	joy	0.393
zealous	b'ħeġġa min	joy	0.393
littlethings	affarijiet zghar	joy	0.391
humanity	umanità	joy	0.391
starry	starry	joy	0.391
playground	bitħa	joy	0.391
adventures	avventuri	joy	0.391
meaningful	sinifikanti	joy	0.391
choir	kor	joy	0.391
affluence	ġid	joy	0.391
warms	jisħon	joy	0.391
goofy	goofy	joy	0.391
auspicious	awspiċju	joy	0.391
gesture	ġest	joy	0.387
vow	vow	joy	0.382
shopping	xiri	joy	0.382
witty	witty	joy	0.382
communion	komunjoni	joy	0.379
vibes	vibes	joy	0.379
worship	qima	joy	0.379
jump	jaqbżu	joy	0.379
reverend	reverend	joy	0.377
advance	bil-quddiem	joy	0.375
beaches	bajjiet	joy	0.375
youth	żgħażagħ	joy	0.375
spirits	spirti	joy	0.375
simplicity	sempliċità	joy	0.375
full	sħiħa	joy	0.375
rising	qed jogħla	joy	0.375
hymn	innu	joy	0.375
unique	unika	joy	0.375
redeemed	mifdija	joy	0.375
scenic	xeniċi	joy	0.375
mirth	mirth	joy	0.375
courtship	qrati	joy	0.375
experience	esperjenza	joy	0.375
reunion	rijunjoni	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	unforgettable	joy	0.375
baptismal	magħmudija	joy	0.368
alliance	alleanza	joy	0.368
grant	għotja	joy	0.366
conciliation	konċiljazzjoni	joy	0.364
moonlight	Moonlight	joy	0.364
sanctification	qdusija	joy	0.364
improves	itejjeb	joy	0.364
improve	ittejjeb	joy	0.364
pure	pura	joy	0.364
authentic	awtentiku	joy	0.364
kitten	Kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	lampun	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	fedeltà	joy	0.359
feeling	tħossok	joy	0.359
devotional	devotional	joy	0.359
proficiency	profiċjenza	joy	0.359
tinsel	tinsel	joy	0.359
revival	qawmien mill-ġdid	joy	0.359
sanctify	sanctify	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	indipendenti	joy	0.359
cocoa	kawkaw	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfini	joy	0.348
choral	korali	joy	0.348
deliverance	twassil	joy	0.348
romp	romp	joy	0.348
roaring	roaring	joy	0.348
melody	melodija	joy	0.348
favor	favur	joy	0.348
unification	unifikazzjoni	joy	0.348
exceed	jaqbeż	joy	0.348
purpose	iskop	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	frott	joy	0.344
thx	Grazzi	joy	0.344
newstart	newstart	joy	0.344
manicure	manikjur	joy	0.344
date	data	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	umli	joy	0.344
electric	elettriku	joy	0.344
pledge	wegħda	joy	0.344
celebrity	ċelebrità	joy	0.342
rhythm	ritmu	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	snowday	joy	0.333
young	żgħażagħ	joy	0.333
coffee	kafè	joy	0.333
edification	edifikazzjoni	joy	0.333
obliging	jobbligaw	joy	0.333
renovation	rinovazzjoni	joy	0.333
familiarity	familjarità	joy	0.333
garden	ġnien	joy	0.333
spa	spa	joy	0.333
dawn	dawn	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	sieħeb	joy	0.333
gazing	iħarsu 'l isfel	joy	0.333
foodie	foodie	joy	0.331
synchronize	sinkronizzata	joy	0.329
tribulation	tribulation	joy	0.328
healing	fejqan	joy	0.328
saint	qaddis	joy	0.328
chirping	chirping	joy	0.328
hobby	passatemp	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Salm	joy	0.328
pedicure	pedikjur	joy	0.328
