word	Kurdish-ku	emotion	emotion-intensity-score
marry	zewicîn	fear	0.125
sprite	sprite	fear	0.125
swim	ajnêkirin	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	dermanxane	fear	0.123
policeman	polîs	fear	0.121
lace	ser	fear	0.111
dreamt	xewn	fear	0.111
holiness	rûhanî	fear	0.109
pray	dûakirin	fear	0.109
weight	pîvan	fear	0.109
incase	eger	fear	0.109
knot	girêkkirin	fear	0.109
confidence	bawerî	fear	0.109
notoriety	neheqî	fear	0.109
homework	wazîfa malê	fear	0.109
destination	armanca seyahatê	fear	0.109
bigday	bigday	fear	0.109
slender	zeîf	fear	0.100
undecided	neheq	fear	0.098
sympathetic	pêrehiskir	fear	0.097
god	xwedê	fear	0.094
grades	dersan	fear	0.094
loyal	pêvgirêda	fear	0.094
poise	poz	fear	0.094
treat	dermankirin	fear	0.094
confident	bigûman	fear	0.094
counsellor	pêşnîyarvan	fear	0.094
helmet	serparêz	fear	0.094
case	doz	fear	0.094
locate	dîtin	fear	0.094
northeast	bakurê	fear	0.088
compassion	dilêşî	fear	0.078
nurture	kurt kirin	fear	0.078
graduation	refpîvok	fear	0.078
graded	xurt kirin	fear	0.075
mum	mum	fear	0.070
infant	zarokê biçûk	fear	0.067
civilians	sivîl	fear	0.062
soulmate	ruhê	fear	0.062
civilian	sifîl	fear	0.062
cloudiness	berbiçav	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	temaşe	fear	0.062
cash	perê pêşîn	fear	0.062
journey	gerr	fear	0.062
guidelines	rêbazan	fear	0.062
youth	ciwanan	fear	0.062
opera	opîra	fear	0.057
synonymous	hevpeyman	fear	0.056
praying	dua dikir	fear	0.047
honest	dilpaqij	fear	0.047
intelligence	nûçe	fear	0.038
romance	navderketina evînî	fear	0.031
lines	rêz	fear	0.031
volunteer	dilxwaz	fear	0.031
obey	gûhlêbûn	fear	0.016
happiest	kêfxweş e	joy	0.986
happiness	qismet	joy	0.984
bliss	kêfxweş	joy	0.971
celebrating	pîroz dikin	joy	0.970
jubilant	jûbilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	baştirîn roja hemû deman	joy	0.938
beaming	şîn	joy	0.938
loveee	hezkirî	joy	0.932
celebration	kêfî	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	kêf	joy	0.924
happily	kêfxweş e	joy	0.922
excitement	qehirîn	joy	0.922
euphoria	dilsoz	joy	0.922
fabulous	pirdelal	joy	0.922
joyous	şahî	joy	0.922
exuberance	nerazîbûnê	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	sipasdarî	joy	0.914
spectacular	balkêş	joy	0.912
merriment	mêr	joy	0.912
happydance	şahiyê	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	kêfxweş kirin	joy	0.909
triumphant	serfirazî	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	şa	joy	0.906
cheer	kêfhatinî	joy	0.897
elated	nirxandin	joy	0.894
lovethis	lovethis	joy	0.891
laugh	ken	joy	0.891
jolly	jolly	joy	0.891
pleasures	kêfxweş	joy	0.891
excitation	kişandin	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	kêfxweş	joy	0.891
exhilaration	xemgîniyê	joy	0.891
marvelously	bi şahî	joy	0.881
loving	ji dil	joy	0.879
joyful	dilfireh	joy	0.879
outstanding	mayî	joy	0.879
blissful	xemgîn	joy	0.879
pleasurable	kêfxweş	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ecîbma	joy	0.875
lovinglife	hezkirina jiyanê	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	wisa dilxweş	joy	0.868
woohoo	woohoo	joy	0.864
laughing	dikim	joy	0.864
superb	şahî	joy	0.864
wonderful	pirxweş	joy	0.863
brilliant	birqanî	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	dilsoz	joy	0.859
hooray	hooray	joy	0.859
glory	qîmetî	joy	0.859
celebrated	pîroz kirin	joy	0.859
loved	hez dikir	joy	0.859
magnificent	geş	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	heyecanda	joy	0.853
heavenly	ezmên	joy	0.853
thrilled	dilsoz	joy	0.851
mademyday	mademeydayê	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	kêfkirin	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bereket	joy	0.844
wonderfully	ecêb	joy	0.844
sweetness	şêrînî	joy	0.833
marvellous	pirxweş	joy	0.833
festive	festive	joy	0.833
blessed	pîroz be	joy	0.833
paradise	cinnet	joy	0.833
celebrations	pîroz	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	bişirim	joy	0.828
enchanting	balkêş	joy	0.828
love	evîn	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	dirav dan	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	pêkenîn	joy	0.824
marvelous	pirxweş	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	pîroz	joy	0.818
sensational	ecêbbûyer	joy	0.818
delightful	tahrşî	joy	0.818
happyheart	kêfxweş	joy	0.818
rejoicing	kêfxweş im	joy	0.818
joys	kêfxweş	joy	0.818
goodness	başî	joy	0.818
excited	aciz	joy	0.818
excellence	gelekbaşî	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	rûmet	joy	0.812
lovemaking	hezkirin	joy	0.812
rejoice	kêfkirin	joy	0.812
victorious	serketî	joy	0.812
excellent	pirrbidilî	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	hizkirin	joy	0.812
splendid	birqok	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	demxweş	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	kêfxweş	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	şahî	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	şahî	joy	0.803
giggle	kenîn	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	serketinî	joy	0.797
happier	kêfxweş e	joy	0.797
dancing	dancing	joy	0.797
lovinlife	hezkirin	joy	0.797
magnificence	celeb	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	sipasdar	joy	0.789
splendor	şêrîn	joy	0.788
amuse	kêfkirin	joy	0.788
fun	henek	joy	0.788
happy	şa	joy	0.788
enchanted	şaş	joy	0.781
glorify	qîmetzêdegirtin	joy	0.781
glad	dilfireh	joy	0.781
beautiful	bedew	joy	0.781
solucky	solokî	joy	0.781
giggling	xemgîn	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	zelal	joy	0.781
heavens	ezmên	joy	0.779
perfection	gîhiştî	joy	0.779
christmassy	xemgîn	joy	0.779
romance	navderketina evînî	joy	0.779
thrilling	xemgîniyê	joy	0.776
miraculous	maqûl	joy	0.773
fiesta	festa	joy	0.773
entertain	axaftin	joy	0.773
congrats	pîroz dikin	joy	0.773
cheers	Badenoş	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	erênî	joy	0.773
lovable	xweşik	joy	0.773
cheered	şêrîn	joy	0.773
funday	şevê	joy	0.772
enjoying	kêfxweş e	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	nerm	joy	0.766
lifeisgood	jiyan xweş e	joy	0.766
thebest	baştirîn	joy	0.766
sosweet	gelek şîrîn	joy	0.766
smiles	bişikirin	joy	0.766
delight	kêfxweş	joy	0.765
orgasm	orgasm	joy	0.765
party	partî	joy	0.765
positive	pozîtîf	joy	0.761
cheerfulness	dilxweşiyê	joy	0.758
miracles	nîşanan	joy	0.758
sweetheart	kêfxweş	joy	0.758
enlighten	ronahî	joy	0.758
christmastime	bîranîn	joy	0.757
giddy	giddy	joy	0.757
romantic	evînî	joy	0.750
gratify	xweş bikin	joy	0.750
friendliness	hevalbendiyê	joy	0.750
laughs	dikenin	joy	0.750
greatness	mezinahî	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	dilşaker	joy	0.750
blessings	pîroz	joy	0.750
smile	kenn	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jûbîlê	joy	0.742
enthusiasm	ecêbî	joy	0.742
triumph	serketinê	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	sêrik	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mûcîze	joy	0.742
rewarding	xelas kirin	joy	0.742
feelgood	baş hest kirin	joy	0.736
prosperity	hebûnî	joy	0.735
luxurious	dewlemend	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	roja baş	joy	0.734
passionate	bi hez	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	balkêş	joy	0.734
victory	serkeftin	joy	0.734
admiration	dilpêmayî	joy	0.734
tgif	tgif	joy	0.734
glorification	rûmet	joy	0.733
sing	stran	joy	0.729
glowing	ronahî	joy	0.729
breathtaking	kişandin	joy	0.728
fulfillment	bicihanînî	joy	0.728
yessss	yessss	joy	0.728
cheery	şehrez	joy	0.727
thankful	sipasdar	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	xelatkirin	joy	0.727
atpeace	atpeace	joy	0.727
win	serkeftin	joy	0.727
merry	kêfxweş	joy	0.727
pleased	dilxweş	joy	0.725
radiance	radîkal	joy	0.725
inspiration	eyan	joy	0.725
uplift	pêdivî ye	joy	0.723
optimistic	hêvîmezin	joy	0.723
heaven	ezman	joy	0.721
lucky	şayî	joy	0.721
thrill	xemgîniyê	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	betlaneyê	joy	0.721
harmony	lihevkirinî	joy	0.719
brighten	ronahî	joy	0.719
lover	hezkirinê	joy	0.719
heartfelt	dilfiroş	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	têhezkir	joy	0.719
amusement	kêf	joy	0.719
congratulatory	pîroz kirin	joy	0.719
praising	pesnê	joy	0.719
thriving	berbiçav	joy	0.719
perfect	lhevderketî	joy	0.719
magic	sihr	joy	0.712
luckiest	dilsoz	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	dewlemendî	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	xezencandin	joy	0.712
achievement	suxre	joy	0.712
yay	yay	joy	0.712
holiday	karbetalî	joy	0.712
intimate	nas	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	qulikê	joy	0.706
rave	rave	joy	0.706
proud	serbilind	joy	0.704
truelove	evîna rastî	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ecêb	joy	0.703
goodnews	başnews	joy	0.703
optimism	dilsoziyê	joy	0.703
satisfying	tewqandî	joy	0.703
gooood	şewitandin	joy	0.703
sweetest	dilxweş	joy	0.703
cherish	xemgîn	joy	0.703
goodlife	jiyanê	joy	0.703
beautification	çêkirin	joy	0.703
appreciates	pesnê	joy	0.703
winning	serketin	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	xemgîn kirin	joy	0.700
excite	acizbûn	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	rojbûn	joy	0.691
metime	metime	joy	0.688
favorite	hezkirî	joy	0.688
honored	rûmet kirin	joy	0.688
content	dilşad	joy	0.688
godsend	xwedan	joy	0.688
entertaining	dilsoz	joy	0.688
angelic	milyaket	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	berbiçav	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	giranbiha	joy	0.682
majestic	dilsoz	joy	0.682
appreciated	spas kirin	joy	0.682
luscious	dilsoz	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	kişandin	joy	0.682
bestfriends	hûn gelek rindikin	joy	0.682
exaltation	dilsoz	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ronahî dike	joy	0.682
tranquility	aştiyê	joy	0.679
marry	zewicîn	joy	0.676
embrace	himbêzkirin	joy	0.676
positively	erênî	joy	0.676
dearest	balkêş	joy	0.672
relaxation	sistî	joy	0.672
accomplished	pêk tê	joy	0.672
hug	himbêzkirinî	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	binsimbêlkenînî	joy	0.672
enliven	enliven	joy	0.672
contentment	naverok	joy	0.672
hilarious	hilweşîn	joy	0.672
giggles	tîp	joy	0.672
bountiful	dilsoz	joy	0.667
victor	serketî	joy	0.667
adore	limêjkirin	joy	0.667
boisterous	bermîl	joy	0.667
fulfilled	temam kirin	joy	0.667
fulfill	bicihanîn	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	ava	joy	0.660
romanticism	romantîzmê	joy	0.656
humor	dilşahî	joy	0.656
glow	şewitîn	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	xweş	joy	0.656
appreciation	rûmetdanî	joy	0.656
encouraged	teşwîq kirin	joy	0.656
satisfy	bidilanîn	joy	0.656
serenity	serdestiyê	joy	0.656
captivate	girtin	joy	0.656
besties	baş	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	dilşadî	joy	0.652
treasure	xezîne	joy	0.652
engaged	tevlihev	joy	0.652
praises	pesnê	joy	0.652
abundance	zêdayî	joy	0.652
fortunes	dewlemend	joy	0.652
relaxing	sistker	joy	0.652
praised	pesnê	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	temamî	joy	0.647
affection	hezkirin	joy	0.647
relieved	razî kirin	joy	0.647
carnival	qarnewal	joy	0.643
divine	milet	joy	0.641
saintly	saintly	joy	0.641
harmoniously	baş	joy	0.641
achieve	gîhaştin	joy	0.641
thanksgiving	spasdar	joy	0.641
jackpot	qulikê	joy	0.641
priceless	giranbiha	joy	0.641
sensuality	hestyariyê	joy	0.641
champion	hoste	joy	0.641
wedding	dîlan	joy	0.641
uplifting	hilweşandin	joy	0.641
climax	nixta serî	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	aş	joy	0.636
twinkle	tilikê	joy	0.636
reverie	reverie	joy	0.636
exalt	bilind bikin	joy	0.636
winner	serketî	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	xurt	joy	0.636
honeymoon	gera paşzewacê	joy	0.636
xoxo	xoxo	joy	0.634
amusing	pêkene	joy	0.625
reward	xelat	joy	0.625
fondness	dilsoz	joy	0.625
hearts	dilê	joy	0.625
brighter	zehf	joy	0.625
sweet	şêrîn	joy	0.625
stargazing	stargazing	joy	0.625
festival	cejn	joy	0.625
snuggling	qirêj	joy	0.625
generosity	dilmezinî	joy	0.625
gorgeous	dilane	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	cinsîyet	joy	0.622
parade	temaşe	joy	0.621
applause	çepik	joy	0.621
genial	genial	joy	0.621
beauty	çelengî	joy	0.621
kind	hevalbend	joy	0.621
newlife	jiyana nû	joy	0.618
aspiring	dilsoz	joy	0.618
fulfilling	bicih bikin	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	qenc	joy	0.613
kiss	maç	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	dilsoz	joy	0.609
rainbows	rainbows	joy	0.609
generous	dilmezin	joy	0.609
enlightenment	ronahî	joy	0.609
playful	lîstikî	joy	0.609
christmas	Noel	joy	0.609
super	yekemxweş	joy	0.609
elegance	çelengî	joy	0.609
rekindle	vekin	joy	0.609
awards	xelatên	joy	0.609
adorable	şahî	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	serxwebûnî	joy	0.607
successful	serfiraz	joy	0.606
onelove	kenîya bilind	joy	0.606
kindness	hevalbend	joy	0.606
freely	serbixwe	joy	0.606
surprises	ecêb	joy	0.606
inspired	berbiçav	joy	0.606
hilarity	kêfxweşiyê	joy	0.606
wonder	mûcîze	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	axaftin	joy	0.603
whimsical	kişandin	joy	0.603
passion	hezî	joy	0.603
beautify	xweş bikin	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	rohilatî	joy	0.600
godisgood	Xwedê baş e	joy	0.597
whoo	kîjan	joy	0.594
angel	milyaket	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	bicihhatî	joy	0.594
flirt	flirt	joy	0.594
goodmusic	başmusic	joy	0.594
snuggled	şaş kirin	joy	0.594
revere	rahişt	joy	0.594
inspire	eyankirin	joy	0.594
fanfare	fenazeyê	joy	0.594
peacefully	aştiyê	joy	0.594
jesus	Îsa	joy	0.594
goodies	qenc	joy	0.594
heroic	qehremanî	joy	0.591
fortune	hebûnî	joy	0.591
friendship	dostî	joy	0.591
singing	stran	joy	0.591
exalted	bilind kirin	joy	0.591
summer	havîn	joy	0.591
highest	herî bilind	joy	0.591
overflowing	hilweşandin	joy	0.588
contented	naverok	joy	0.588
woot	woot	joy	0.588
rollicking	şewitandin	joy	0.588
hope	hêvî	joy	0.586
accolade	pîroz kirin	joy	0.586
cozy	kurt	joy	0.583
delicious	tamxweş	joy	0.579
friendly	dostane	joy	0.578
sensuous	hişk	joy	0.578
darling	darling	joy	0.578
picturesque	kişandin	joy	0.578
raving	çêdike	joy	0.578
praise	pesn	joy	0.578
everlasting	herheyî	joy	0.578
ambition	xîret	joy	0.578
thelife	jiyan	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	şikilandin	joy	0.576
sensual	bifêhmî	joy	0.576
heroism	vîdyoyîzmê	joy	0.576
succeeding	serketinê	joy	0.576
grace	narînî	joy	0.576
peace	aşîtî	joy	0.576
livelife	jiyana zindî	joy	0.574
special	taybetî	joy	0.574
tantalizing	tantalîzasyonê	joy	0.572
pumped	paqij kirin	joy	0.567
worthwhile	dilsoz	joy	0.562
revels	veguhestin	joy	0.562
prevail	dan qebûlkirin	joy	0.562
liking	dixwaze	joy	0.562
sunny	ro	joy	0.562
relax	nermkirin	joy	0.562
surprise	nişkeşayî	joy	0.562
hugs	hugs	joy	0.562
admirable	qeşeng	joy	0.562
hero	qehreman	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	henekane	joy	0.562
sweets	şîrîn	joy	0.562
prosper	gihîştin	joy	0.562
superstar	superstar	joy	0.562
favorable	erzan	joy	0.561
bless	bereketkirin	joy	0.561
tenderness	cinsî	joy	0.561
freedom	azadî	joy	0.561
masterpiece	şahfetê	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	xewn	joy	0.559
hopeful	hêvîyane	joy	0.559
home	xane	joy	0.559
cruising	revandin	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	dilsozî	joy	0.553
closeness	nêzîkbûnê	joy	0.552
eagerness	xemgîniyê	joy	0.552
comfy	baş	joy	0.551
sunshine	tîrêja tavê	joy	0.551
confidence	bawerî	joy	0.547
mistletoe	maqûl	joy	0.547
elite	elît	joy	0.547
celestial	celestial	joy	0.547
heart	dil	joy	0.547
completion	qedandinî	joy	0.547
good	baş	joy	0.547
daughter	keç	joy	0.547
gifts	diyariyan	joy	0.547
astonishment	ecêbî	joy	0.547
bonus	xelat	joy	0.547
goodmorning	roj baş	joy	0.547
lifted	rakirin	joy	0.547
zeal	zehf	joy	0.547
illuminate	biriqandin	joy	0.547
gift	dîyarî	joy	0.547
vacation	karberdî	joy	0.547
charmed	balkêş	joy	0.546
recreation	rawesta	joy	0.545
encouragement	cisaretdanî	joy	0.545
gush	zû	joy	0.545
sublime	berbiçav	joy	0.545
dance	dans	joy	0.545
god	xwedê	joy	0.545
free	belaş	joy	0.544
freshstart	nûze	joy	0.544
savior	xilaskar	joy	0.543
sanctuary	dorhalîyê parastî	joy	0.541
grandchildren	kalikan	joy	0.540
wellness	qenciyê	joy	0.537
revel	veguhestin	joy	0.534
inspirational	inspirational	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	dirav	joy	0.531
rainbow	keskesor	joy	0.531
confident	bigûman	joy	0.531
bridal	keçikê	joy	0.531
music	mûzîk	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	jînde	joy	0.531
holiness	rûhanî	joy	0.531
vitality	dilsoziyê	joy	0.531
liberation	rizgarî	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	bîhnxweş	joy	0.531
soar	çêdike	joy	0.531
firstborn	nixurî	joy	0.531
elegant	çeleng	joy	0.530
mastery	berbiçav	joy	0.530
illumination	biriqîn	joy	0.530
welcomed	xêrhatin	joy	0.530
warmth	germa	joy	0.530
blossom	çîçeka	joy	0.530
glimmer	glimmer	joy	0.530
faithful	girêda	joy	0.529
treat	dermankirin	joy	0.529
snuggles	dirûşm	joy	0.522
laurels	nîjer	joy	0.521
commendable	pesinhêja	joy	0.519
powerful	erke	joy	0.516
silly	bêaqil	joy	0.516
zest	zehf	joy	0.516
presents	diyar kirin	joy	0.516
succeed	serketin	joy	0.516
jingle	jingle	joy	0.516
remarkable	balkêş	joy	0.516
greeted	silav kirin	joy	0.516
brotherly	birayê	joy	0.516
pride	serbilindî	joy	0.516
strengthening	bihêzkirin	joy	0.516
aspire	aspire	joy	0.516
abundant	gellek	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	berbiçav	joy	0.516
almighty	kane	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	tackirinî	joy	0.515
kudos	kudos	joy	0.515
vivid	jîyane	joy	0.515
leisure	betalî	joy	0.515
complete	tevî	joy	0.515
cutie	kurt	joy	0.515
newme	newme	joy	0.515
familytime	malbatî	joy	0.515
animated	animated	joy	0.515
spirit	rewş	joy	0.515
thanking	spas kirin	joy	0.515
kid	zarok	joy	0.515
shining	ronahî	joy	0.515
payday	payday	joy	0.515
princely	serwer	joy	0.515
reunited	veguhestin	joy	0.515
therapeutic	dermanan	joy	0.515
comfort	rehetî	joy	0.515
godly	Xwedê	joy	0.514
marriage	mahrî	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	peywendî	joy	0.514
spouse	jin	joy	0.507
intimately	bi awayekî	joy	0.507
accomplish	bicihanîn	joy	0.500
excel	excel	joy	0.500
inviting	vexwendin	joy	0.500
meritorious	dilsoz	joy	0.500
diamond	cewher	joy	0.500
nature	awa	joy	0.500
dignity	rûmet	joy	0.500
family	malbat	joy	0.500
soulful	ruhê	joy	0.500
charitable	karûbar	joy	0.500
encourage	cisaretdan	joy	0.500
friends	hevalên xwe	joy	0.500
satisfied	dilsoz	joy	0.500
welcoming	welatekî	joy	0.500
healthy	sax	joy	0.500
surreal	surreal	joy	0.500
refreshed	veguhestin	joy	0.500
beach	berav	joy	0.500
motherhood	dilsoz	joy	0.500
respect	rûmet	joy	0.500
gem	cewher	joy	0.500
erotic	cinsî	joy	0.500
visionary	xerîb	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	bidestxistin	joy	0.500
christ	îsa	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebek	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	rastdariyê	joy	0.500
bloom	bloyan	joy	0.500
carefree	bêbal	joy	0.500
aura	aura	joy	0.493
health	tendûrûstî	joy	0.493
liberty	Azadî	joy	0.486
approved	pejirandin	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	dilkişînî	joy	0.485
engaging	tevlihev kirin	joy	0.485
crowning	qelem	joy	0.485
aspiration	bîhnfirehiyê	joy	0.485
prestige	navdarî	joy	0.485
crescendo	qezencê	joy	0.485
gentle	nerm	joy	0.485
liberate	rizgarkirin	joy	0.485
betrothed	betal kirin	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	kerema xwe	joy	0.485
privileged	şexsî	joy	0.485
loyal	pêvgirêda	joy	0.485
inseparable	neheq	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	bîrane	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	şahî	joy	0.484
creativity	creatîbûnê	joy	0.484
destiny	qeder	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	berbiçav	joy	0.484
bouquet	balkêş	joy	0.484
chocolate	çîkolata	joy	0.484
aloha	aloha	joy	0.484
yummy	dilsoz	joy	0.484
dream	xewn	joy	0.484
desire	xwezî	joy	0.484
boyfriend	heval	joy	0.480
commemoration	bîranîna	joy	0.479
intelligence	nûçe	joy	0.477
readiness	amade dike	joy	0.473
friend	heval	joy	0.471
enthusiast	dilsoz	joy	0.471
bride	bûk	joy	0.471
lush	rush	joy	0.470
calming	aram	joy	0.470
inheritance	mîratî	joy	0.470
kiddo	kiddo	joy	0.470
massage	mizdanî	joy	0.470
tickle	xûrîk	joy	0.470
adventure	serpêhatî	joy	0.470
nostalgia	nostalgiya	joy	0.470
soothe	şaş	joy	0.470
goals	armanca	joy	0.469
luster	tirsa	joy	0.469
giving	dayîn	joy	0.469
princess	prens	joy	0.469
heartily	dilovan	joy	0.469
benevolence	berbiçav	joy	0.469
nurture	kurt kirin	joy	0.469
bridegroom	zava	joy	0.469
eternal	bêpaş	joy	0.469
pray	dûakirin	joy	0.469
getaway	her berçavê min	joy	0.469
humanitarian	mirovî	joy	0.469
bonding	peywendiyê	joy	0.469
rest	rehetî	joy	0.469
amicable	dostane	joy	0.469
purring	purring	joy	0.469
pretty	rind	joy	0.469
child	zarok	joy	0.466
salutary	dilsoz	joy	0.465
invite	ezimanden	joy	0.457
reminiscing	bîranîn	joy	0.456
beam	ronîtîrêj	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	medare	joy	0.455
aesthetics	estethetîk	joy	0.455
friday	Roja Înê	joy	0.455
elevation	girik	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	şênayî	joy	0.455
mindfulness	hişyariyê	joy	0.455
hee	hee	joy	0.455
kindred	xemgîn	joy	0.455
scholarship	şabaşka zankovanî	joy	0.455
befriend	heval	joy	0.455
commemorate	bîranîn	joy	0.453
allure	dilkişîn	joy	0.453
faith	bawerî	joy	0.453
forgiveness	lêborînî	joy	0.453
scenery	menzere	joy	0.453
vindication	rakirin	joy	0.453
waterfall	gilale	joy	0.453
birth	zayîn	joy	0.453
noworries	ne cîyê xemxwarinê ye	joy	0.453
approve	destûrdan	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	gerr	joy	0.447
meditation	ponijînî	joy	0.446
relaxed	xweş	joy	0.442
tranquil	paqij	joy	0.441
weekend	dawîaya heftê	joy	0.441
