word	Greek-el	emotion	emotion-intensity-score
warden	φύλακας	fear	0.354
adverse	δυσμενής	fear	0.352
lawyer	δικηγόρος	fear	0.349
libel	λίββελος	fear	0.348
retrenchment	περισυλλογή	fear	0.345
imminent	επικείμενος	fear	0.345
unjustifiable	αδικαιολόγητος	fear	0.344
knell	πένθιμη κωδωνοκρουσία	fear	0.344
contentious	φιλόνικος	fear	0.344
opposed	αντίθετος	fear	0.344
shame	ντροπή	fear	0.344
avoidance	αποφυγή	fear	0.344
resistant	ανθεκτικός	fear	0.344
discipline	πειθαρχία	fear	0.344
defy	προκαλώ	fear	0.344
belittle	υποτιμώ	fear	0.344
fanaticism	φανατισμός	fear	0.344
bearish	αρκούδες	fear	0.344
opium	όπιο	fear	0.344
sorrow	λύπη	fear	0.344
mri	mri	fear	0.344
shaky	επισφαλής	fear	0.344
hiss	σφύριγμα	fear	0.344
loneliness	μοναξιά	fear	0.344
swerve	στραβοτιμονιά	fear	0.344
taboo	ταμπού	fear	0.344
reckless	ριψοκίνδυνος	fear	0.344
obstacle	εμπόδιο	fear	0.344
launches	ξεκινάει	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	ετυμηγορία	fear	0.344
servile	δουλοπρεπής	fear	0.344
hesitation	δισταγμός	fear	0.344
evade	αποφεύγω	fear	0.344
recession	ύφεση	fear	0.344
eel	χέλι	fear	0.344
shortage	έλλειψη	fear	0.344
pest	λοιμός	fear	0.344
cutter	κόπτης	fear	0.344
psych	psych	fear	0.344
parachute	αλεξίπτωτο	fear	0.344
disrespectful	ασεβής	fear	0.343
phalanx	φάλαγγα	fear	0.342
creature	πλάσμα	fear	0.340
mortgage	στεγαστικών δανείων	fear	0.331
specter	φάντασμα	fear	0.331
enigmatic	αινιγματικός	fear	0.329
caution	Προσοχή	fear	0.328
police	αστυνομία	fear	0.328
shank	γάμπα	fear	0.328
undesirable	ανεπιθύμητος	fear	0.328
shutdown	ΤΕΡΜΑΤΙΣΜΟΣ ΛΕΙΤΟΥΡΓΙΑΣ	fear	0.328
dike	ανάχωμα	fear	0.328
subordinate	υφιστάμενος	fear	0.328
gametime	ώρα παιχνιδιού	fear	0.328
remove	αφαιρώ	fear	0.328
smut	καπνιά	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	ατύχημα	fear	0.328
loom	αργαλειός	fear	0.328
supremacy	υπεροχή	fear	0.328
unlucky	άτυχος	fear	0.328
quash	ακυρώ	fear	0.328
hives	κνίδωση	fear	0.328
wimp	wimp	fear	0.328
gladiator	Μονομάχος	fear	0.328
feeling	συναισθημα	fear	0.328
dominion	κυριαρχία	fear	0.328
encumbrance	επιβάρυνση	fear	0.328
adrift	ανεμοδαρμένος	fear	0.328
defendant	εναγόμενος	fear	0.328
outpost	προφυλακή	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	αναίσθητος	fear	0.328
wrongly	εσφαλμένα	fear	0.328
bugaboo	φοβήτρο	fear	0.328
weirdo	φρικιό	fear	0.328
ethereal	αιθέριος	fear	0.328
scarce	σπάνιος	fear	0.327
unsettled	άστατος	fear	0.327
antisocial	αντικοινωνικός	fear	0.324
astray	παραστρατημένος	fear	0.320
vigilant	προσεχτικός	fear	0.319
socialist	σοσιαλιστής	fear	0.318
halter	καπίστρι	fear	0.318
pessimist	απαισιόδοξος	fear	0.317
pacing	βηματοδότηση	fear	0.316
opponent	αντίπαλος	fear	0.312
discontinuity	ασυνέχεια	fear	0.312
conspire	συνωμοτώ	fear	0.312
trickery	απάτη	fear	0.312
obsessing	εμμονή	fear	0.312
seclusion	απομόνωση	fear	0.312
whirlwind	ανεμοστρόβιλος	fear	0.312
unexpected	απροσδόκητος	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	χώνω	fear	0.312
collusion	συμπαιγνία	fear	0.312
muzzle	ρύγχος	fear	0.312
blight	ερυσίβη	fear	0.312
foreigner	ξένος	fear	0.312
chargeable	επιβαρυνόμενος	fear	0.312
laxative	καθαρτικό	fear	0.312
clinical	κλινικός	fear	0.312
dentist	οδοντίατρος	fear	0.312
therapist	θεραπευτής	fear	0.312
deadline	προθεσμία	fear	0.312
bewilderment	αμηχανία	fear	0.312
litigate	έρχομαι εις δίκη	fear	0.312
nether	κάτω	fear	0.312
thorny	αγκαθωτός	fear	0.312
valium	βαλδίου	fear	0.312
powerful	ισχυρός	fear	0.312
uneasy	ανήσυχος	fear	0.312
unkind	αφιλοφρών	fear	0.312
ordnance	πυροβολικό	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	υπερβολική σκέψη	fear	0.309
doubts	αμφιβολίες	fear	0.308
seriousness	σοβαρότητα	fear	0.305
irrational	παράλογος	fear	0.305
erase	εξάλειψη	fear	0.303
teasing	πειράζω	fear	0.303
razor	ξυράφι	fear	0.303
sweating	ιδρώνοντας	fear	0.298
reluctant	απρόθυμος	fear	0.297
mage	mage	fear	0.297
crouching	σκύψιμο	fear	0.297
warning	προειδοποίηση	fear	0.297
endless	ατελείωτες	fear	0.297
adjudicate	επιδικάζω	fear	0.297
bale	μπάλλα	fear	0.297
inflation	πληθωρισμός	fear	0.297
giant	γίγαντας	fear	0.297
auditor	ελεγκτής	fear	0.297
medical	ιατρικός	fear	0.297
swamp	τέλμα	fear	0.297
bitch	σκύλα	fear	0.297
mislead	παρασύρω	fear	0.297
weighty	βαρύς	fear	0.297
avoid	αποφύγει	fear	0.297
depreciated	υποτιμήθηκε	fear	0.297
flounder	πλευρονήκτης	fear	0.297
deflation	ξεφούσκωμα	fear	0.297
unsurpassed	ανυπέρβατος	fear	0.297
dashed	διακεκομμένη	fear	0.297
hide	κρύβω	fear	0.297
timidity	δειλία	fear	0.297
deluge	κατακλυσμός	fear	0.287
disinformation	παραπληροφόρηση	fear	0.286
court	δικαστήριο	fear	0.284
aversion	αποστροφή	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	δυσμενής	fear	0.281
remains	λείψανα	fear	0.281
discourage	αποθαρρύνουν	fear	0.281
cautious	προσεκτικός	fear	0.281
oncoming	πλησιάζων	fear	0.281
flying	πέταγμα	fear	0.281
mistaken	εσφαλμένος	fear	0.281
swelling	πρήξιμο	fear	0.281
dwarfed	νάρκη	fear	0.281
surveillance	επιτήρηση	fear	0.281
apache	απάχης	fear	0.281
rush	βιασύνη	fear	0.281
yelp	ούρλιασμα	fear	0.281
cartridge	φυσίγγιο	fear	0.281
fortress	φρούριο	fear	0.281
bigoted	φανατικός	fear	0.281
notready	δεν είναι ήδη	fear	0.281
challenge	πρόκληση	fear	0.281
submitting	υποβάλλοντας	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	σύγχυση	fear	0.281
unruly	άτακτος	fear	0.281
intense	έντονος	fear	0.279
noncompliance	μη συμμόρφωση	fear	0.276
alerts	ειδοποιήσεις	fear	0.276
planes	αεροπλάνα	fear	0.274
displeased	μη ικανοποιημένοι	fear	0.273
cop	μπάτσος	fear	0.273
unbridled	αχαλίνωτος	fear	0.271
regiment	σύνταγμα	fear	0.266
crowds	πλήθη	fear	0.266
sentence	πρόταση	fear	0.266
blindfold	με δεμένα μάτια	fear	0.266
crouch	ζαρώνω	fear	0.266
belt	ζώνη	fear	0.266
hooded	κουκούλα	fear	0.266
uncanny	μυστηριώδης	fear	0.266
cupping	βεντούζα	fear	0.266
sneak	έρπω	fear	0.266
cloak	μανδύας	fear	0.266
banger	banger	fear	0.266
affront	προσβολή	fear	0.266
confession	ομολογία	fear	0.266
blemish	ψεγάδι	fear	0.266
posse	απόσπασμα χωροφυλακής	fear	0.266
auditions	ακρόαση	fear	0.266
forgotten	ξεχασμένος	fear	0.266
immerse	βυθίζω	fear	0.266
operation	λειτουργία	fear	0.266
elevation	ανύψωση	fear	0.266
shanghai	Σαγκάη	fear	0.266
hood	κουκούλα	fear	0.266
problem	πρόβλημα	fear	0.266
skid	ολισθαίνω	fear	0.266
insomnia	αυπνία	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ακροβάτης	fear	0.266
flurries	αναταράξεις	fear	0.266
force	δύναμη	fear	0.266
spur	ώθηση	fear	0.262
defense	άμυνα	fear	0.258
mortgagor	υποθηκευτής	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	τρέξιμο	fear	0.250
rascal	κατεργάρης	fear	0.250
standstill	στάση	fear	0.250
doubt	αμφιβολία	fear	0.250
cataract	καταρράκτης	fear	0.250
repent	μετανοώ	fear	0.250
unfamiliar	άγνωστος	fear	0.250
delusional	παραπλανητική	fear	0.250
obliging	περιποιητικός	fear	0.250
hag	στρίγγλα	fear	0.250
defend	υπερασπίζω	fear	0.250
guard	φρουρά	fear	0.250
scapegoat	αποδιοπομπαίος τράγος	fear	0.250
swampy	βαλτώδης	fear	0.250
react	αντιδρώ	fear	0.250
breakingnews	έκτακτες ειδήσεις	fear	0.250
foul	βρωμερός	fear	0.250
spinster	γεροντοκόρη	fear	0.250
indifference	αδιαφορία	fear	0.250
sunk	βυθίστηκε	fear	0.250
picket	φρουρώ	fear	0.250
insect	έντομο	fear	0.250
rating	εκτίμηση	fear	0.250
forewarned	προειδοποίησε	fear	0.250
indecisive	αναποφάσιστος	fear	0.250
stealthy	κρύφιος	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	γειωμένο	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ύψιστος	fear	0.236
inequality	ανισότητα	fear	0.234
rekindle	ξανανάβω	fear	0.234
shrink	μαζεύω	fear	0.234
scaffold	ικρίωμα	fear	0.234
discontent	δυσαρέσκεια	fear	0.234
verge	χείλος	fear	0.234
psychiatrist	ψυχίατρος	fear	0.234
overdrive	υπερπολλαπλασιασμένη ταχύτητα	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	μεσολαβώ	fear	0.234
pinion	μικρός οδοντωτός τροχός	fear	0.234
finalized	οριστικοποιήθηκε	fear	0.234
shelters	καταφύγια	fear	0.234
sleepless	άγρυπνος	fear	0.234
dependence	ΕΞΑΡΤΗΣΗ	fear	0.234
chicken	κοτόπουλο	fear	0.234
instinctive	ενστικτώδης	fear	0.234
buzz	βόμβος	fear	0.234
difficulty	δυσκολία	fear	0.234
bee	μέλισσα	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	αίξ	fear	0.234
rushing	βιασύνη	fear	0.233
overslept	σπάνια	fear	0.226
default	Προκαθορισμένο	fear	0.226
confessional	εξομολογητήριο	fear	0.225
impatient	ανυπόμονος	fear	0.224
immigrant	μετανάστης	fear	0.219
heft	σηκώνω	fear	0.219
sweat	ιδρώτας	fear	0.219
waver	αμφιταλαντεύομαι	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	τσιγκούνης	fear	0.219
thrill	συγκίνηση	fear	0.219
cane	μπαστούνι	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	κι αν	fear	0.219
tactics	τακτική	fear	0.219
veer	γυρίζω	fear	0.219
unequal	άνισος	fear	0.219
lastminute	της τελευταίας στιγμής	fear	0.219
jungle	ζούγκλα	fear	0.219
bait	δόλωμα	fear	0.219
revelations	αποκαλύψεις	fear	0.219
blues	ακεφιά	fear	0.219
overtired	υπερβολική	fear	0.218
prognosis	πρόγνωση	fear	0.217
alertness	ετοιμότητα	fear	0.216
hyped	προωθούμε	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ευχήσου μου καλή τύχη	fear	0.212
tryouts	δοκιμές	fear	0.210
clowns	κλόουν	fear	0.207
fluctuation	διακύμανση	fear	0.204
restless	ανήσυχος	fear	0.204
examination	εξέταση	fear	0.204
intimacy	οικειότητα	fear	0.203
phew	Φτου	fear	0.203
quail	ορτύκι	fear	0.203
hurry	βιασύνη	fear	0.203
uphill	ανηφορικος ΔΡΟΜΟΣ	fear	0.203
mighty	ισχυρός	fear	0.203
birth	γέννηση	fear	0.203
cross	σταυρός	fear	0.203
help	βοήθεια	fear	0.203
overcome	καταβάλλω	fear	0.203
recesses	εσοχές	fear	0.203
acceptances	αποδοχές	fear	0.203
fearless	ατρόμητος	fear	0.200
ware	προϊόντα	fear	0.198
change	αλλαγή	fear	0.198
withstand	αντέχω	fear	0.197
asap	αμέσως	fear	0.191
owing	οφειλόμενος	fear	0.188
gnome	νάνος	fear	0.188
cautiously	με προσοχή	fear	0.188
tract	έκταση	fear	0.188
deadlines	προθεσμίες	fear	0.188
heighten	υψώ	fear	0.188
attorney	δικηγόρος	fear	0.188
bug	έντομο	fear	0.188
knots	κόμβους	fear	0.188
fragile	εύθραυστο	fear	0.188
rule	κανόνας	fear	0.188
advance	προκαταβολή	fear	0.188
intrigue	μηχανοραφία	fear	0.188
overcoming	ξεπερνώντας	fear	0.188
stillness	ηρεμία	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	παρακολουθώ	fear	0.188
unorganised	αδιοργάνωτος	fear	0.188
elf	ξωτικό	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	μοναχικός	fear	0.183
slippery	ολισθηρός	fear	0.181
interview	συνέντευξη	fear	0.180
everyman	καθε ΑΝΤΡΑΣ	fear	0.178
speculation	κερδοσκοπία	fear	0.176
needtoknow	πρέπει να ξέρω	fear	0.173
assessment	εκτίμηση	fear	0.172
competition	ανταγωνισμός	fear	0.172
settlor	εγκαταστάτη	fear	0.172
rod	ράβδος	fear	0.172
checkpoint	σημείο ελέγχου	fear	0.172
regulatory	κανονιστική ρύθμιση	fear	0.172
worship	λατρεία	fear	0.172
shell	κέλυφος	fear	0.172
readytogo	έτοιμος να φύγω	fear	0.172
uncertain	αβέβαιος	fear	0.172
unsure	αβέβαιος	fear	0.172
birch	σημύδα	fear	0.172
surprise	έκπληξη	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	άχυρο	fear	0.172
composure	ψυχραιμία	fear	0.172
interviewer	δημοσιογράφος	fear	0.172
less	πιο λιγο	fear	0.167
coy	ντροπαλός	fear	0.162
iris	Ίρις	fear	0.160
audition	ακοή	fear	0.156
sly	πονηρός	fear	0.156
legalized	νομιμοποιηθεί	fear	0.156
intimately	στενά	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	αντίστροφη μέτρηση	fear	0.156
hearing	ακρόαση	fear	0.156
bases	βάσεις	fear	0.156
medication	φαρμακευτική αγωγή	fear	0.156
ceasefire	εκεχειρία	fear	0.156
retirement	συνταξιοδότηση	fear	0.156
courageous	θαρραλέος	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	ξεκίνησε	fear	0.150
censor	λογοκριτής	fear	0.149
bailiff	δικαστικός κλητήρας	fear	0.147
syllabus	περίληψη	fear	0.147
gent	ευγενής	fear	0.141
caricature	καρικατούρα	fear	0.141
rationality	λογική	fear	0.141
cove	λιμανάκι	fear	0.141
newcomer	νεοφερμένος	fear	0.141
eventuality	ενδεχόμενο	fear	0.141
imagination	φαντασία	fear	0.141
validity	εγκυρότητα	fear	0.141
waiting	αναμονή	fear	0.141
delay	καθυστέρηση	fear	0.141
shy	ντροπαλός	fear	0.140
alreadyyyyy	ήδη	fear	0.140
symptom	σύμπτωμα	fear	0.133
excite	διεγείρω	fear	0.132
raccoon	ρακούν	fear	0.127
prevent	αποτρέψει	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	κλόουν	fear	0.125
ahhh	ahhh	fear	0.125
hawk	γεράκι	fear	0.125
campaigning	εκστρατεία	fear	0.125
soready	σοβαρές	fear	0.125
tryout	δοκίμασε	fear	0.125
marry	παντρεύω	fear	0.125
sprite	ξωτικό	fear	0.125
swim	ζάλη	fear	0.125
gameday	ημέρα παιχνιδιού	fear	0.125
sag	γέρνω	fear	0.123
pharmacy	φαρμακείο	fear	0.123
policeman	αστυνομικός	fear	0.121
lace	δαντέλα	fear	0.111
dreamt	ονειρεύτηκα	fear	0.111
holiness	αγιότητα	fear	0.109
pray	προσεύχομαι	fear	0.109
weight	βάρος	fear	0.109
incase	σε περίπτωση	fear	0.109
knot	κόμπος	fear	0.109
confidence	αυτοπεποίθηση	fear	0.109
notoriety	κακή φήμη	fear	0.109
homework	εργασία για το σπίτι	fear	0.109
destination	προορισμός	fear	0.109
bigday	μεγάλη μέρα	fear	0.109
slender	λεπτός	fear	0.100
undecided	αναποφάσιστος	fear	0.098
sympathetic	συμπονετικός	fear	0.097
god	θεός	fear	0.094
grades	βαθμοί	fear	0.094
loyal	πιστός	fear	0.094
poise	ισορροπία	fear	0.094
treat	θεραπεύω	fear	0.094
confident	βέβαιος	fear	0.094
counsellor	σύμβουλος	fear	0.094
helmet	κράνος	fear	0.094
case	υπόθεση	fear	0.094
locate	εγκατάσταση	fear	0.094
northeast	Βορειοανατολικός	fear	0.088
compassion	συμπόνια	fear	0.078
nurture	ανατροφή	fear	0.078
graduation	αποφοίτηση	fear	0.078
graded	βαθμολογούνται	fear	0.075
mum	μαμά	fear	0.070
infant	βρέφος	fear	0.067
civilians	άμαχος πληθυσμός	fear	0.062
soulmate	αδελφή ψυχή	fear	0.062
civilian	πολίτης	fear	0.062
cloudiness	συννεφιά	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	παρέλαση	fear	0.062
cash	μετρητά	fear	0.062
journey	ταξίδι	fear	0.062
guidelines	Κατευθυντήριες γραμμές	fear	0.062
youth	νεολαία	fear	0.062
opera	ΛΥΡΙΚΗ ΣΚΗΝΗ	fear	0.057
synonymous	συνώνυμος	fear	0.056
praying	προσεύχεται	fear	0.047
honest	τίμιος	fear	0.047
intelligence	νοημοσύνη	fear	0.038
romance	ειδύλλιο	fear	0.031
lines	γραμμές	fear	0.031
volunteer	εθελοντής	fear	0.031
obey	υπακούω	fear	0.016
happiest	πιο ευτυχισμένος	joy	0.986
happiness	ευτυχία	joy	0.984
bliss	ευδαιμονία	joy	0.971
celebrating	γιορτάζοντας	joy	0.970
jubilant	περιχαρής	joy	0.969
ecstatic	εκστατικός	joy	0.954
elation	έξαρση	joy	0.944
bestdayever	η καλύτερη μέρα	joy	0.938
beaming	ακτινοβολία	joy	0.938
loveee	αγόρι	joy	0.932
celebration	εορτασμός	joy	0.929
awesomeness	φοβία	joy	0.926
joy	Χαρά	joy	0.924
happily	ευτυχώς	joy	0.922
excitement	ενθουσιασμός	joy	0.922
euphoria	ευφορία	joy	0.922
fabulous	υπέροχο	joy	0.922
joyous	περιχαρής	joy	0.922
exuberance	μεγάλη αφθονία	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	ευγνωμοσύνη	joy	0.914
spectacular	θεαματικός	joy	0.912
merriment	ευθυμία	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	περιχαρής	joy	0.909
triumphant	θριαμβευτικός	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	έκσταση	joy	0.906
cheerful	χαρούμενος	joy	0.906
cheer	κέφι	joy	0.897
elated	με ενθουσιασμό	joy	0.894
lovethis	lovethis	joy	0.891
laugh	γέλιο	joy	0.891
jolly	χαρούμενος	joy	0.891
pleasures	τις απολαύσεις	joy	0.891
excitation	διέγερση	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ευχαριστημένος	joy	0.891
exhilaration	χαρά	joy	0.891
marvelously	θαυμάσια	joy	0.881
loving	τρυφερός	joy	0.879
joyful	χαρούμενος	joy	0.879
outstanding	εξαιρετική	joy	0.879
blissful	ευτυχισμένος	joy	0.879
pleasurable	απολαυστικός	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ενθουσιώδης	joy	0.875
lovinglife	αγαπημένη ζωή	joy	0.875
glee	χαρά	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	τόσο χαρούμενος	joy	0.868
woohoo	woohoo	joy	0.864
laughing	γέλιο	joy	0.864
superb	υπέροχος	joy	0.864
wonderful	εκπληκτικός	joy	0.863
brilliant	λαμπρός	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	επευφημίες	joy	0.859
hooray	Ζήτω	joy	0.859
glory	δόξα	joy	0.859
celebrated	διάσημος	joy	0.859
loved	αγαπούσε	joy	0.859
magnificent	μεγαλοπρεπής	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Αλληλούια	joy	0.859
exciting	συναρπαστικός	joy	0.853
heavenly	ουράνιος	joy	0.853
thrilled	ενθουσιασμένος	joy	0.851
mademyday	μου έφτιαξε τη μέρα	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	γιορτάζω	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ευλογία	joy	0.844
wonderfully	υπέροχα	joy	0.844
sweetness	γλύκα	joy	0.833
marvellous	θαυμάσιος	joy	0.833
festive	εορταστικός	joy	0.833
blessed	ευλογημένος	joy	0.833
paradise	παράδεισος	joy	0.833
celebrations	εορταστικές εκδηλώσεις	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	χαμογελαστά	joy	0.828
enchanting	μαγευτικός	joy	0.828
love	αγάπη	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	σπίτι μου σπιτάκι μου	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	γέλιο	joy	0.824
marvelous	θαυμάσιος	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	εορταστικός	joy	0.818
sensational	εντυπωσιακός	joy	0.818
delightful	γοητευτικός	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	χαρά	joy	0.818
joys	τις χαρές	joy	0.818
goodness	καλοσύνη	joy	0.818
excited	ενθουσιασμένος	joy	0.818
excellence	υπεροχή	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	πρόσχαρος	joy	0.814
glorious	ένδοξος	joy	0.812
lovemaking	Λατρεύω να φτιάχνω	joy	0.812
rejoice	χαίρομαι	joy	0.812
victorious	νικηφόρος	joy	0.812
excellent	έξοχος	joy	0.812
bonanza	εύρημα	joy	0.812
smiley	χαμογελαστός	joy	0.812
enjoy	απολαμβάνω	joy	0.812
splendid	λαμπρός	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	καλές στιγμές	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	χαρούμενη μέρα	joy	0.809
myfavorite	το αγαπημένο μου	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ευχαρίστηση	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	χαρά	joy	0.803
giggle	νευρικό γέλιο	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	επιτυχία	joy	0.797
happier	πιο ευτυχισμένοι	joy	0.797
dancing	χορός	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	μεγαλοπρέπεια	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ευγνώμων	joy	0.789
splendor	μεγαλείο	joy	0.788
amuse	διασκεδάζω	joy	0.788
fun	διασκέδαση	joy	0.788
happy	ευτυχισμένος	joy	0.788
enchanted	μαγεμένο	joy	0.781
glorify	δοξάζω	joy	0.781
glad	χαρούμενος	joy	0.781
beautiful	πανεμορφη	joy	0.781
solucky	τόσο τυχερός	joy	0.781
giggling	χαϊδεμένος	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	ακτινοβόλος	joy	0.781
heavens	ουράνια	joy	0.779
perfection	τελειότητα	joy	0.779
christmassy	christmassy	joy	0.779
romance	ειδύλλιο	joy	0.779
thrilling	συγκινητικός	joy	0.776
miraculous	θαυματουργός	joy	0.773
fiesta	γιορτή	joy	0.773
entertain	διασκεδάζω	joy	0.773
congrats	συγχαρητήρια	joy	0.773
cheers	Στην υγειά σας	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	θετικότητα	joy	0.773
lovable	αξιαγάπητος	joy	0.773
cheered	ευτυχισμένος	joy	0.773
funday	διασκεδαστική μέρα	joy	0.772
enjoying	απολαμβάνοντας	joy	0.771
cuddling	αγκαλιάζοντας	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	διασκέδασε	joy	0.766
lifeisgood	η ζωη ΕΙΝΑΙ ΩΡΑΙΑ	joy	0.766
thebest	το καλύτερο	joy	0.766
sosweet	τόσο γλυκό	joy	0.766
smiles	χαμογελάει	joy	0.766
delight	απόλαυση	joy	0.765
orgasm	οργασμός	joy	0.765
party	κόμμα	joy	0.765
positive	θετικός	joy	0.761
cheerfulness	φαιδρότητα	joy	0.758
miracles	θαύματα	joy	0.758
sweetheart	Αγαπημένος	joy	0.758
enlighten	διαφωτίζω	joy	0.758
christmastime	Χριστούγεννα	joy	0.757
giddy	ζαλισμένος	joy	0.757
romantic	ρομαντικός	joy	0.750
gratify	ικανοποιώ	joy	0.750
friendliness	φιλικότητα	joy	0.750
laughs	γέλια	joy	0.750
greatness	μεγαλείο	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ευχάριστος	joy	0.750
blessings	ευλογίες	joy	0.750
smile	χαμόγελο	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ευθυμία	joy	0.748
jubilee	εορτή	joy	0.742
enthusiasm	ενθουσιασμός	joy	0.742
triumph	θρίαμβος	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	μαγικός	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	θαύμα	joy	0.742
rewarding	ανταμείβοντας	joy	0.742
feelgood	νιώθω καλά	joy	0.736
prosperity	ευημερία	joy	0.735
luxurious	πολυτελής	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ζωηρός	joy	0.734
goodday	καλή μέρα	joy	0.734
passionate	παθιασμένος	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	θέλγω	joy	0.734
victory	νίκη	joy	0.734
admiration	θαυμασμός	joy	0.734
tgif	tgif	joy	0.734
glorification	δοξολογία	joy	0.733
sing	τραγουδώ	joy	0.729
glowing	λαμπερός	joy	0.729
breathtaking	εκπληκτική	joy	0.728
fulfillment	εκπλήρωση	joy	0.728
yessss	yessss	joy	0.728
cheery	χαρωπός	joy	0.727
thankful	ευγνώμων	joy	0.727
hurrah	Ζήτω	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	βραβείο	joy	0.727
atpeace	εν ειρήνη	joy	0.727
win	νίκη	joy	0.727
merry	εύθυμος	joy	0.727
pleased	ευχαριστημένος	joy	0.725
radiance	ακτινοβολία	joy	0.725
inspiration	έμπνευση	joy	0.725
uplift	ανύψωση	joy	0.723
optimistic	αισιόδοξος	joy	0.723
heaven	παράδεισος	joy	0.721
lucky	τυχερός	joy	0.721
thrill	συγκίνηση	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	διακοπές	joy	0.721
harmony	αρμονία	joy	0.719
brighten	λαμπρύνω	joy	0.719
lover	εραστής	joy	0.719
heartfelt	εγκάρδιος	joy	0.719
utopian	ουτοπικός	joy	0.719
xmas	Χριστούγεννα	joy	0.719
lovely	ωραίος	joy	0.719
amusement	διασκέδαση	joy	0.719
congratulatory	συγχαρητήριος	joy	0.719
praising	εξύμνηση	joy	0.719
thriving	ευημερούν	joy	0.719
