word	Indonesian-id	emotion	emotion-intensity-score
surveillance	pengawasan	fear	0.281
apache	apache	fear	0.281
rush	buru-buru	fear	0.281
yelp	menyalak	fear	0.281
cartridge	peluru	fear	0.281
fortress	benteng	fear	0.281
bigoted	fanatik	fear	0.281
notready	belum siap	fear	0.281
challenge	tantangan	fear	0.281
submitting	mengirimkan	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	kebingungan	fear	0.281
unruly	tegar	fear	0.281
intense	intens	fear	0.279
noncompliance	ketidakpatuhan	fear	0.276
alerts	peringatan	fear	0.276
planes	pesawat terbang	fear	0.274
displeased	tidak senang	fear	0.273
cop	polisi	fear	0.273
unbridled	tak terkekang	fear	0.271
regiment	resimen	fear	0.266
crowds	orang banyak	fear	0.266
sentence	kalimat	fear	0.266
blindfold	menutup mata	fear	0.266
crouch	mendekam	fear	0.266
belt	sabuk	fear	0.266
hooded	berkerudung	fear	0.266
uncanny	luar biasa	fear	0.266
cupping	bekam	fear	0.266
sneak	menyelinap	fear	0.266
cloak	jubah	fear	0.266
banger	banger	fear	0.266
affront	penghinaan	fear	0.266
confession	pengakuan	fear	0.266
blemish	cacat	fear	0.266
posse	pagar betis	fear	0.266
auditions	audisi	fear	0.266
forgotten	terlupakan	fear	0.266
immerse	membenamkan	fear	0.266
operation	operasi	fear	0.266
elevation	ketinggian	fear	0.266
shanghai	shanghai	fear	0.266
hood	kap	fear	0.266
problem	masalah	fear	0.266
skid	selip	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobat	fear	0.266
flurries	banjir	fear	0.266
force	memaksa	fear	0.266
spur	memacu	fear	0.262
defense	pertahanan	fear	0.258
mortgagor	orang hutangan	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	menjalankan	fear	0.250
rascal	bajingan	fear	0.250
standstill	macet	fear	0.250
doubt	keraguan	fear	0.250
cataract	katarak	fear	0.250
repent	bertobat	fear	0.250
unfamiliar	tidak dikenal	fear	0.250
delusional	berkhayal	fear	0.250
obliging	mewajibkan	fear	0.250
hag	hag	fear	0.250
defend	membela	fear	0.250
guard	menjaga	fear	0.250
scapegoat	kambing hitam	fear	0.250
swampy	berawa	fear	0.250
react	reaksi	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	busuk	fear	0.250
spinster	perawan tua	fear	0.250
indifference	pengabaian	fear	0.250
sunk	hangus	fear	0.250
picket	piket	fear	0.250
insect	serangga	fear	0.250
rating	rating	fear	0.250
forewarned	telah diperingatkan sebelumnya	fear	0.250
indecisive	bimbang	fear	0.250
stealthy	sembunyi	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	membumi	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	paling tinggi	fear	0.236
inequality	ketidaksamaan	fear	0.234
rekindle	menghidupkan	fear	0.234
shrink	menyusut	fear	0.234
scaffold	perancah	fear	0.234
discontent	ketidakpuasan	fear	0.234
verge	ambang	fear	0.234
psychiatrist	psikiater	fear	0.234
overdrive	gir tambahan	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	menengahi	fear	0.234
pinion	sayap	fear	0.234
finalized	diselesaikan	fear	0.234
shelters	tempat perlindungan	fear	0.234
sleepless	tdk dpt tidur	fear	0.234
dependence	ketergantungan	fear	0.234
chicken	ayam	fear	0.234
instinctive	naluriah	fear	0.234
buzz	berdengung	fear	0.234
difficulty	kesulitan	fear	0.234
bee	lebah	fear	0.234
insomniac	tidak bisa tidur	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	uang	fear	0.234
rushing	terburu-buru	fear	0.233
overslept	ketiduran	fear	0.226
default	default	fear	0.226
confessional	pengakuan dosa	fear	0.225
impatient	tidak sabar	fear	0.224
immigrant	imigran	fear	0.219
heft	berat	fear	0.219
sweat	keringat	fear	0.219
waver	bimbang	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	pelit	fear	0.219
thrill	sensasi	fear	0.219
cane	tebu	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	bagaimana jika	fear	0.219
tactics	taktik	fear	0.219
veer	membelok	fear	0.219
unequal	tidak sama	fear	0.219
lastminute	menit terakhir	fear	0.219
jungle	rimba	fear	0.219
bait	umpan	fear	0.219
revelations	wahyu	fear	0.219
blues	blues	fear	0.219
overtired	terlalu letih	fear	0.218
prognosis	prognosa	fear	0.217
alertness	kewaspadaan	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	ujicoba	fear	0.210
clowns	badut	fear	0.207
fluctuation	fluktuasi	fear	0.204
restless	gelisah	fear	0.204
examination	pemeriksaan	fear	0.204
intimacy	keintiman	fear	0.203
phew	phew	fear	0.203
quail	Burung puyuh	fear	0.203
hurry	cepatlah	fear	0.203
uphill	menanjak	fear	0.203
mighty	kuat	fear	0.203
birth	kelahiran	fear	0.203
cross	menyeberang	fear	0.203
help	membantu	fear	0.203
overcome	mengatasi	fear	0.203
recesses	relung	fear	0.203
acceptances	akseptasi	fear	0.203
fearless	tak kenal takut	fear	0.200
ware	ware	fear	0.198
change	perubahan	fear	0.198
withstand	menahan	fear	0.197
asap	secepat mungkin	fear	0.191
owing	yg berhutang	fear	0.188
gnome	gnome	fear	0.188
cautiously	hati-hati	fear	0.188
tract	sistem	fear	0.188
deadlines	tenggat waktu	fear	0.188
heighten	mempertinggi	fear	0.188
attorney	pengacara	fear	0.188
bug	bug	fear	0.188
knots	knot	fear	0.188
fragile	rapuh	fear	0.188
rule	aturan	fear	0.188
advance	muka	fear	0.188
intrigue	intrik	fear	0.188
overcoming	mengatasi	fear	0.188
stillness	keheningan	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	menonton	fear	0.188
unorganised	tidak terorganisir	fear	0.188
elf	peri	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	kesepian	fear	0.183
slippery	licin	fear	0.181
interview	wawancara	fear	0.180
everyman	setiap lelaki	fear	0.178
speculation	spekulasi	fear	0.176
needtoknow	perlu tahu	fear	0.173
assessment	penilaian	fear	0.172
competition	kompetisi	fear	0.172
settlor	settlor	fear	0.172
rod	tongkat	fear	0.172
checkpoint	pos pemeriksaan	fear	0.172
regulatory	peraturan	fear	0.172
worship	menyembah	fear	0.172
shell	kulit	fear	0.172
readytogo	siap untuk berangkat	fear	0.172
uncertain	tidak pasti	fear	0.172
unsure	tidak yakin	fear	0.172
birch	Birch	fear	0.172
surprise	mengherankan	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	sekam	fear	0.172
composure	ketenangan	fear	0.172
interviewer	pewawancara	fear	0.172
less	kurang	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audisi	fear	0.156
sly	licik	fear	0.156
legalized	dilegalisir	fear	0.156
intimately	dengan intim	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	hitung mundur	fear	0.156
hearing	pendengaran	fear	0.156
bases	basa	fear	0.156
medication	obat	fear	0.156
ceasefire	gencatan senjata	fear	0.156
retirement	pensiun	fear	0.156
courageous	berani	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	mundur	fear	0.151
dawned	fajar	fear	0.150
censor	sensor	fear	0.149
bailiff	juru sita	fear	0.147
syllabus	Silabus	fear	0.147
gent	gent	fear	0.141
caricature	karikatur	fear	0.141
rationality	rasionalitas	fear	0.141
cove	teluk kecil	fear	0.141
newcomer	pendatang	fear	0.141
eventuality	kemungkinan	fear	0.141
imagination	imajinasi	fear	0.141
validity	keabsahan	fear	0.141
waiting	menunggu	fear	0.141
delay	menunda	fear	0.141
shy	pemalu	fear	0.140
alreadyyyyy	sudahyyyy	fear	0.140
symptom	gejala	fear	0.133
excite	merangsang	fear	0.132
raccoon	rakun	fear	0.127
prevent	mencegah	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	badut	fear	0.125
ahhh	ahhh	fear	0.125
hawk	elang	fear	0.125
campaigning	berkampanye	fear	0.125
soready	sakit hati	fear	0.125
tryout	mencoba	fear	0.125
marry	nikah	fear	0.125
sprite	sprite	fear	0.125
swim	berenang	fear	0.125
gameday	hari bermain	fear	0.125
sag	melengkung	fear	0.123
pharmacy	farmasi	fear	0.123
policeman	polisi	fear	0.121
lace	renda	fear	0.111
dreamt	bermimpi	fear	0.111
holiness	kekudusan	fear	0.109
pray	berdoa	fear	0.109
weight	berat	fear	0.109
incase	dalam hal	fear	0.109
knot	simpul	fear	0.109
confidence	kepercayaan	fear	0.109
notoriety	kemasyhuran	fear	0.109
homework	pekerjaan rumah	fear	0.109
destination	tujuan	fear	0.109
bigday	hari besar	fear	0.109
slender	ramping	fear	0.100
undecided	bimbang	fear	0.098
sympathetic	simpatik	fear	0.097
god	Allah	fear	0.094
grades	nilai	fear	0.094
loyal	setia	fear	0.094
poise	sikap tenang	fear	0.094
treat	memperlakukan	fear	0.094
confident	percaya diri	fear	0.094
counsellor	konselor	fear	0.094
helmet	helm	fear	0.094
case	kasus	fear	0.094
locate	menemukan	fear	0.094
northeast	timur laut	fear	0.088
compassion	kasih sayang	fear	0.078
nurture	memelihara	fear	0.078
graduation	wisuda	fear	0.078
graded	bertingkat	fear	0.075
mum	bungkam	fear	0.070
infant	bayi	fear	0.067
civilians	warga sipil	fear	0.062
soulmate	belahan jiwa	fear	0.062
civilian	sipil	fear	0.062
cloudiness	keadaan mendung	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	Parade	fear	0.062
cash	kas	fear	0.062
journey	perjalanan	fear	0.062
guidelines	pedoman	fear	0.062
youth	pemuda	fear	0.062
opera	opera	fear	0.057
synonymous	identik	fear	0.056
praying	berdoa	fear	0.047
honest	jujur	fear	0.047
intelligence	intelijen	fear	0.038
romance	percintaan	fear	0.031
lines	garis	fear	0.031
volunteer	sukarelawan	fear	0.031
obey	mematuhi	fear	0.016
happiest	paling bahagia	joy	0.986
happiness	kebahagiaan	joy	0.984
bliss	kebahagiaan	joy	0.971
celebrating	merayakan	joy	0.970
jubilant	bergembira sekali	joy	0.969
ecstatic	luar biasa	joy	0.954
elation	kegembiraan	joy	0.944
bestdayever	hari terbaik yang pernah ada	joy	0.938
beaming	berseri-seri	joy	0.938
loveee	sayang	joy	0.932
celebration	perayaan	joy	0.929
awesomeness	keangkeran	joy	0.926
joy	kegembiraan	joy	0.924
happily	dengan senang hati	joy	0.922
excitement	kegembiraan	joy	0.922
euphoria	euforia	joy	0.922
fabulous	menakjubkan	joy	0.922
joyous	riang	joy	0.922
exuberance	kemewahan	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	cinta	joy	0.920
gratitude	terima kasih	joy	0.914
spectacular	spektakuler	joy	0.912
merriment	kegembiraan	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	sangat gembira	joy	0.909
triumphant	berjaya	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstasi	joy	0.906
cheerful	riang	joy	0.906
cheer	bersorak	joy	0.897
elated	gembira	joy	0.894
lovethis	suka ini	joy	0.891
laugh	tertawa	joy	0.891
jolly	riang	joy	0.891
pleasures	kesenangan	joy	0.891
excitation	perangsangan	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	gembira	joy	0.891
exhilaration	kegembiraan	joy	0.891
marvelously	luar biasa	joy	0.881
loving	penuh kasih	joy	0.879
joyful	menyenangkan	joy	0.879
outstanding	luar biasa	joy	0.879
blissful	bahagia	joy	0.879
pleasurable	menyenangkan	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	antusias	joy	0.875
lovinglife	cinta kasih	joy	0.875
glee	lagu	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sangat senang	joy	0.868
woohoo	Woo hoo	joy	0.864
laughing	tertawa	joy	0.864
superb	hebat	joy	0.864
wonderful	hebat	joy	0.863
brilliant	cemerlang	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	bersorak	joy	0.859
hooray	hore	joy	0.859
glory	kejayaan	joy	0.859
celebrated	terkenal	joy	0.859
loved	dicintai	joy	0.859
magnificent	indah	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	haleluya	joy	0.859
exciting	menarik	joy	0.853
heavenly	surgawi	joy	0.853
thrilled	tergetar	joy	0.851
mademyday	membuatku bahagia	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	merayakan	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	berkat	joy	0.844
wonderfully	sangat	joy	0.844
sweetness	rasa manis	joy	0.833
marvellous	menakjubkan	joy	0.833
festive	meriah	joy	0.833
blessed	diberkati	joy	0.833
paradise	firdaus	joy	0.833
celebrations	perayaan	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	tersenyum	joy	0.828
enchanting	mempesona	joy	0.828
love	cinta	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	rumahku Surgaku	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	tawa	joy	0.824
marvelous	menakjubkan	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	perayaan	joy	0.818
sensational	sensasional	joy	0.818
delightful	menyenangkan	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	kegembiraan	joy	0.818
joys	sukacita	joy	0.818
goodness	kebaikan	joy	0.818
excited	gembira	joy	0.818
excellence	keunggulan	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	periang	joy	0.814
glorious	mulia	joy	0.812
lovemaking	bercinta	joy	0.812
rejoice	bersuka cita	joy	0.812
victorious	berjaya	joy	0.812
excellent	luar biasa	joy	0.812
bonanza	sumber keuntungan	joy	0.812
smiley	smiley	joy	0.812
enjoy	Nikmati	joy	0.812
splendid	megah	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	waktu yang baik	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	hari bahagia	joy	0.809
myfavorite	kesukaanku	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	kesenangan	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	kegembiraan	joy	0.803
giggle	cekikikan	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	keberhasilan	joy	0.797
happier	lebih bahagia	joy	0.797
dancing	tarian	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	keindahan	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	berterimakasih	joy	0.789
splendor	kemegahan	joy	0.788
amuse	menghibur	joy	0.788
fun	menyenangkan	joy	0.788
happy	senang	joy	0.788
enchanted	terpesona	joy	0.781
glorify	memuliakan	joy	0.781
glad	senang	joy	0.781
beautiful	indah	joy	0.781
solucky	sangat beruntung	joy	0.781
giggling	cekikikan	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	berseri	joy	0.781
heavens	surga	joy	0.779
perfection	kesempurnaan	joy	0.779
christmassy	kekristenan	joy	0.779
romance	percintaan	joy	0.779
thrilling	menegangkan	joy	0.776
miraculous	ajaib	joy	0.773
fiesta	pesta	joy	0.773
entertain	menghibur	joy	0.773
congrats	selamat	joy	0.773
cheers	tepuk tangan	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	kepositifan	joy	0.773
lovable	manis	joy	0.773
cheered	bersorak	joy	0.773
funday	hari yang menyenangkan	joy	0.772
enjoying	menikmati	joy	0.771
cuddling	berpelukan	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	geli	joy	0.766
lifeisgood	hidup baik	joy	0.766
thebest	terbaik	joy	0.766
sosweet	sangat romantis	joy	0.766
smiles	tersenyum	joy	0.766
delight	menyenangkan	joy	0.765
orgasm	orgasme	joy	0.765
party	pesta	joy	0.765
positive	positif	joy	0.761
cheerfulness	kegembiraan	joy	0.758
miracles	keajaiban	joy	0.758
sweetheart	kekasih	joy	0.758
enlighten	mencerahkan	joy	0.758
christmastime	waktu Natal	joy	0.757
giddy	pusing	joy	0.757
romantic	romantis	joy	0.750
gratify	memuaskan	joy	0.750
friendliness	keramahan	joy	0.750
laughs	tertawa	joy	0.750
greatness	kebesaran	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	menyenangkan	joy	0.750
blessings	berkah	joy	0.750
smile	tersenyum	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	bersenda gurau	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	antusiasme	joy	0.742
triumph	kemenangan	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	gaib	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	keajaiban	joy	0.742
rewarding	bermanfaat	joy	0.742
feelgood	merasa baik	joy	0.736
prosperity	kemakmuran	joy	0.735
luxurious	mewah	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	lincah	joy	0.734
goodday	Selamat siang	joy	0.734
passionate	bergairah	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	mempesona	joy	0.734
victory	kemenangan	joy	0.734
admiration	kekaguman	joy	0.734
tgif	tgif	joy	0.734
glorification	pemujaan	joy	0.733
sing	bernyanyi	joy	0.729
glowing	bersinar	joy	0.729
breathtaking	hati	joy	0.728
fulfillment	pemenuhan	joy	0.728
yessss	yessss	joy	0.728
cheery	riang	joy	0.727
thankful	berterimakasih	joy	0.727
hurrah	Hore	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	menghadiahkan	joy	0.727
atpeace	dalam damai	joy	0.727
win	menang	joy	0.727
merry	gembira	joy	0.727
pleased	senang	joy	0.725
radiance	cahaya	joy	0.725
inspiration	inspirasi	joy	0.725
uplift	mengangkat	joy	0.723
optimistic	optimis	joy	0.723
heaven	surga	joy	0.721
lucky	beruntung	joy	0.721
thrill	sensasi	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	liburan	joy	0.721
harmony	harmoni	joy	0.719
brighten	menerangi	joy	0.719
lover	kekasih	joy	0.719
heartfelt	tulus	joy	0.719
utopian	utopis	joy	0.719
xmas	xmas	joy	0.719
lovely	menyenangkan	joy	0.719
amusement	hiburan	joy	0.719
congratulatory	ucapan selamat	joy	0.719
praising	memuji	joy	0.719
thriving	berkembang	joy	0.719
perfect	sempurna	joy	0.719
magic	sihir	joy	0.712
luckiest	paling beruntung	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	kemewahan	joy	0.712
bestfeeling	perasaan terbaik	joy	0.712
treasures	harta karun	joy	0.712
achievement	prestasi	joy	0.712
yay	yay	joy	0.712
holiday	liburan	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	tertawa kecil	joy	0.706
rave	sambutan hangat	joy	0.706
proud	bangga	joy	0.704
truelove	cinta sejati	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	luar biasa	joy	0.703
goodnews	kabar baik	joy	0.703
optimism	optimisme	joy	0.703
satisfying	memuaskan	joy	0.703
gooood	gooood	joy	0.703
sweetest	termanis	joy	0.703
cherish	menghargai	joy	0.703
goodlife	goodlife	joy	0.703
beautification	kecantikan	joy	0.703
appreciates	menghargai	joy	0.703
winning	kemenangan	joy	0.703
cuddled	dipeluk	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	terhibur	joy	0.700
excite	merangsang	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ulang tahun	joy	0.691
metime	waktu ku	joy	0.688
favorite	favorit	joy	0.688
honored	terhormat	joy	0.688
content	konten	joy	0.688
godsend	rahmat	joy	0.688
entertaining	menghibur	joy	0.688
angelic	seperti malaikat	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	pemujaan	joy	0.688
exquisite	sangat indah	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	berharga	joy	0.682
majestic	megah	joy	0.682
appreciated	dihargai	joy	0.682
luscious	lezat	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	tersenyum	joy	0.682
bestfriends	sahabat	joy	0.682
exaltation	peninggian	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	mencerahkan	joy	0.682
tranquility	ketenangan	joy	0.679
marry	nikah	joy	0.676
embrace	merangkul	joy	0.676
positively	secara positif	joy	0.676
dearest	yang tersayang	joy	0.672
relaxation	relaksasi	joy	0.672
accomplished	ulung	joy	0.672
hug	memeluk	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	menyeringai	joy	0.672
enliven	memeriahkan	joy	0.672
contentment	kepuasan	joy	0.672
hilarious	lucu sekali	joy	0.672
giggles	cekikikan	joy	0.672
bountiful	melimpah	joy	0.667
victor	pemenang	joy	0.667
adore	cinta	joy	0.667
boisterous	riuh	joy	0.667
fulfilled	terpenuhi	joy	0.667
fulfill	memenuhi	joy	0.664
cuddles	berpelukan	joy	0.662
prosperous	Makmur	joy	0.660
romanticism	romantisme	joy	0.656
humor	humor	joy	0.656
glow	cahaya	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	nyaman	joy	0.656
appreciation	apresiasi	joy	0.656
encouraged	didorong	joy	0.656
satisfy	memuaskan	joy	0.656
serenity	ketenangan	joy	0.656
captivate	memikat hati	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kepuasan	joy	0.652
treasure	harta	joy	0.652
engaged	bertunangan	joy	0.652
praises	pujian	joy	0.652
abundance	kelimpahan	joy	0.652
fortunes	peruntungan	joy	0.652
relaxing	santai	joy	0.652
praised	dipuji	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	melengkapi	joy	0.647
affection	kasih sayang	joy	0.647
relieved	lega	joy	0.647
carnival	karnaval	joy	0.643
divine	ilahi	joy	0.641
saintly	suci	joy	0.641
harmoniously	secara harmonis	joy	0.641
achieve	mencapai	joy	0.641
thanksgiving	syukur	joy	0.641
jackpot	jackpot	joy	0.641
priceless	tak ternilai	joy	0.641
sensuality	sensualitas	joy	0.641
champion	juara	joy	0.641
wedding	pernikahan	joy	0.641
uplifting	menggembirakan	joy	0.641
climax	klimaks	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	tenang	joy	0.636
twinkle	kelip	joy	0.636
reverie	lamunan	joy	0.636
exalt	mengagungkan	joy	0.636
winner	pemenang	joy	0.636
felicity	bakat	joy	0.636
cuddle	pelukan	joy	0.636
comforting	menghibur	joy	0.636
honeymoon	bulan madu	joy	0.636
xoxo	xoxo	joy	0.634
amusing	lucu	joy	0.625
reward	Penghargaan	joy	0.625
fondness	kesukaan	joy	0.625
hearts	hati	joy	0.625
brighter	lebih cerah	joy	0.625
sweet	manis	joy	0.625
stargazing	astronomi	joy	0.625
festival	festival	joy	0.625
snuggling	meringkuk	joy	0.625
generosity	kemurahan hati	joy	0.625
gorgeous	cantik sekali	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	Parade	joy	0.621
applause	tepuk tangan	joy	0.621
genial	ramah	joy	0.621
beauty	keindahan	joy	0.621
kind	jenis	joy	0.621
newlife	kehidupan baru	joy	0.618
aspiring	bercita-cita tinggi	joy	0.618
fulfilling	memenuhi	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	berbudi luhur	joy	0.613
kiss	ciuman	joy	0.610
winnings	kemenangan	joy	0.609
praiseworthy	terpuji	joy	0.609
rainbows	pelangi	joy	0.609
generous	murah hati	joy	0.609
enlightenment	pencerahan	joy	0.609
playful	ceria	joy	0.609
christmas	hari Natal	joy	0.609
super	super	joy	0.609
elegance	keanggunan	joy	0.609
rekindle	menghidupkan	joy	0.609
awards	penghargaan	joy	0.609
adorable	menggemaskan	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kemerdekaan	joy	0.607
successful	sukses	joy	0.606
onelove	satu cinta	joy	0.606
kindness	kebaikan	joy	0.606
freely	bebas	joy	0.606
surprises	kejutan	joy	0.606
inspired	terinspirasi	joy	0.606
hilarity	kegembiraan	joy	0.606
wonder	bertanya-tanya	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	hiburan	joy	0.603
whimsical	aneh	joy	0.603
passion	gairah	joy	0.603
beautify	mempercantik	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	matahari terbit	joy	0.600
godisgood	Tuhan itu baik	joy	0.597
whoo	whoo	joy	0.594
angel	malaikat	joy	0.594
thankgod	Terima kasih Tuhan	joy	0.594
accomplishment	prestasi	joy	0.594
flirt	main mata	joy	0.594
goodmusic	musik yang bagus	joy	0.594
snuggled	meringkuk	joy	0.594
revere	memuja	joy	0.594
inspire	mengilhami	joy	0.594
fanfare	keriuhan di pawai	joy	0.594
peacefully	dengan damai	joy	0.594
jesus	yesus	joy	0.594
goodies	barang	joy	0.594
heroic	heroik	joy	0.591
fortune	nasib	joy	0.591
friendship	persahabatan	joy	0.591
singing	nyanyian	joy	0.591
exalted	mulia	joy	0.591
summer	musim panas	joy	0.591
highest	paling tinggi	joy	0.591
overflowing	meluap	joy	0.588
contented	puas	joy	0.588
woot	woot	joy	0.588
rollicking	bersuka ria	joy	0.588
hope	berharap	joy	0.586
accolade	penghargaan	joy	0.586
cozy	nyaman	joy	0.583
delicious	lezat	joy	0.579
friendly	ramah	joy	0.578
sensuous	sensual	joy	0.578
darling	sayang	joy	0.578
picturesque	indah	joy	0.578
raving	ocehan	joy	0.578
praise	memuji	joy	0.578
everlasting	kekal	joy	0.578
ambition	ambisi	joy	0.578
thelife	kehidupan	joy	0.578
sparkle	berkilau	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	menyanjung	joy	0.576
sensual	sensual	joy	0.576
heroism	kepahlawanan	joy	0.576
succeeding	berhasil	joy	0.576
grace	rahmat	joy	0.576
peace	perdamaian	joy	0.576
livelife	jalani hidup	joy	0.574
special	khusus	joy	0.574
tantalizing	menggiurkan	joy	0.572
pumped	dipompa	joy	0.567
worthwhile	bermanfaat	joy	0.562
revels	revels	joy	0.562
prevail	menang	joy	0.562
liking	menyukai	joy	0.562
sunny	cerah	joy	0.562
relax	bersantai	joy	0.562
surprise	mengherankan	joy	0.562
hugs	pelukan	joy	0.562
admirable	terpuji	joy	0.562
hero	pahlawan	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	lucu	joy	0.562
sweets	manisan	joy	0.562
prosper	sejahtera	joy	0.562
superstar	superstar	joy	0.562
favorable	baik	joy	0.561
bless	memberkati	joy	0.561
tenderness	kelembutan	joy	0.561
freedom	kebebasan	joy	0.561
masterpiece	hasil karya	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	mimpi	joy	0.559
hopeful	penuh harapan	joy	0.559
home	rumah	joy	0.559
cruising	berlayar	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kesetiaan	joy	0.553
closeness	kedekatan	joy	0.552
