word	Ukrainian-uk	emotion	emotion-intensity-score
mighty	могутній	fear	0.203
birth	народження	fear	0.203
cross	хрест	fear	0.203
help	допомогти	fear	0.203
overcome	подолати	fear	0.203
recesses	заглиблення	fear	0.203
acceptances	акцепти	fear	0.203
fearless	безстрашний	fear	0.200
ware	посуд	fear	0.198
change	змінити	fear	0.198
withstand	витримати	fear	0.197
asap	якнайшвидше	fear	0.191
owing	завдяки	fear	0.188
gnome	гном	fear	0.188
cautiously	обережно	fear	0.188
tract	тракт	fear	0.188
deadlines	терміни	fear	0.188
heighten	підсилювати	fear	0.188
attorney	адвокат	fear	0.188
bug	помилка	fear	0.188
knots	вузли	fear	0.188
fragile	крихкий	fear	0.188
rule	правити	fear	0.188
advance	заздалегідь	fear	0.188
intrigue	інтрига	fear	0.188
overcoming	подолання	fear	0.188
stillness	тиша	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	дивитися	fear	0.188
unorganised	неорганізований	fear	0.188
elf	ельф	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	самотній	fear	0.183
slippery	слизький	fear	0.181
interview	інтерв'ю	fear	0.180
everyman	вселюдей	fear	0.178
speculation	спекуляції	fear	0.176
needtoknow	необхідно знати	fear	0.173
assessment	оцінка	fear	0.172
competition	конкуренція	fear	0.172
settlor	установник	fear	0.172
rod	стержень	fear	0.172
checkpoint	контрольно-пропускний пункт	fear	0.172
regulatory	нормативний	fear	0.172
worship	поклоніння	fear	0.172
shell	оболонка	fear	0.172
readytogo	Готовий йти	fear	0.172
uncertain	невпевнений	fear	0.172
unsure	невпевнений	fear	0.172
birch	береза	fear	0.172
surprise	здивування	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	пліва	fear	0.172
composure	спокій	fear	0.172
interviewer	інтерв'юер	fear	0.172
less	менше	fear	0.167
coy	приятель	fear	0.162
iris	ірис	fear	0.160
audition	прослуховування	fear	0.156
sly	хитро	fear	0.156
legalized	легалізований	fear	0.156
intimately	тісно	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	зворотний відлік	fear	0.156
hearing	слухання	fear	0.156
bases	підстави	fear	0.156
medication	ліки	fear	0.156
ceasefire	припинити вогонь	fear	0.156
retirement	виходу на пенсію	fear	0.156
courageous	сміливий	fear	0.154
overthinker	переосмислення	fear	0.153
backtrack	відкат	fear	0.151
dawned	зійшло	fear	0.150
censor	цензура	fear	0.149
bailiff	судовий пристав	fear	0.147
syllabus	навчальна програма	fear	0.147
gent	Гент	fear	0.141
caricature	карикатура	fear	0.141
rationality	раціональність	fear	0.141
cove	бухта	fear	0.141
newcomer	новачок	fear	0.141
eventuality	можливий випадок	fear	0.141
imagination	уява	fear	0.141
validity	дійсність	fear	0.141
waiting	очікування	fear	0.141
delay	затримка	fear	0.141
shy	сором'язливий	fear	0.140
alreadyyyyy	вжеyyyy	fear	0.140
symptom	симптом	fear	0.133
excite	збуджуйся	fear	0.132
raccoon	єнот	fear	0.127
prevent	запобігти	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	клоун	fear	0.125
ahhh	аххх	fear	0.125
hawk	яструб	fear	0.125
campaigning	агітація	fear	0.125
soready	розум	fear	0.125
tryout	пробувати	fear	0.125
marry	одружитися	fear	0.125
sprite	спрайт	fear	0.125
swim	плавати	fear	0.125
gameday	грати вдень	fear	0.125
sag	прогинати	fear	0.123
pharmacy	АПТЕКА	fear	0.123
policeman	міліціонер	fear	0.121
lace	мереживо	fear	0.111
dreamt	мріяв	fear	0.111
holiness	святість	fear	0.109
pray	моліться	fear	0.109
weight	вага	fear	0.109
incase	включити	fear	0.109
knot	вузол	fear	0.109
confidence	впевненість	fear	0.109
notoriety	слава	fear	0.109
homework	домашнє завдання	fear	0.109
destination	призначення	fear	0.109
bigday	великий день	fear	0.109
slender	стрункий	fear	0.100
undecided	не визначився	fear	0.098
sympathetic	співчутливий	fear	0.097
god	бог	fear	0.094
grades	класів	fear	0.094
loyal	лояльний	fear	0.094
poise	візьми	fear	0.094
treat	лікувати	fear	0.094
confident	впевнений	fear	0.094
counsellor	радник	fear	0.094
helmet	шолом	fear	0.094
case	справа	fear	0.094
locate	знайдіть	fear	0.094
northeast	на північний схід	fear	0.088
compassion	співчуття	fear	0.078
nurture	виховати	fear	0.078
graduation	градація	fear	0.078
graded	градуйований	fear	0.075
mum	мама	fear	0.070
infant	немовля	fear	0.067
civilians	цивільні особи	fear	0.062
soulmate	душа	fear	0.062
civilian	цивільний	fear	0.062
cloudiness	хмарність	fear	0.062
gradschool	град школа	fear	0.062
parade	парад	fear	0.062
cash	готівка	fear	0.062
journey	подорож	fear	0.062
guidelines	керівні принципи	fear	0.062
youth	молодь	fear	0.062
opera	опера	fear	0.057
synonymous	синонім	fear	0.056
praying	молитися	fear	0.047
honest	чесний	fear	0.047
intelligence	розвідка	fear	0.038
romance	романтика	fear	0.031
lines	лінії	fear	0.031
volunteer	волонтер	fear	0.031
obey	підкорятися	fear	0.016
happiest	найщасливіший	joy	0.986
happiness	щастя	joy	0.984
bliss	блаженство	joy	0.971
celebrating	святкування	joy	0.970
jubilant	радість	joy	0.969
ecstatic	екстатичний	joy	0.954
elation	піднесення	joy	0.944
bestdayever	найкращий день	joy	0.938
beaming	сяючий	joy	0.938
loveee	любов'ю	joy	0.932
celebration	святкування	joy	0.929
awesomeness	дивовижність	joy	0.926
joy	радість	joy	0.924
happily	щасливо	joy	0.922
excitement	хвилювання	joy	0.922
euphoria	ейфорія	joy	0.922
fabulous	казковий	joy	0.922
joyous	радісний	joy	0.922
exuberance	надлишок	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	любов	joy	0.920
gratitude	вдячність	joy	0.914
spectacular	вражаючий	joy	0.912
merriment	веселощі	joy	0.912
happydance	щастя	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	радієш	joy	0.909
triumphant	переможний	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	екстаз	joy	0.906
cheerful	веселий	joy	0.906
cheer	підбадьорити	joy	0.897
elated	піднесений	joy	0.894
lovethis	люблю це	joy	0.891
laugh	сміятися	joy	0.891
jolly	веселий	joy	0.891
pleasures	радості	joy	0.891
excitation	збудження	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	в захваті	joy	0.891
exhilaration	радість	joy	0.891
marvelously	дивовижно	joy	0.881
loving	люблячий	joy	0.879
joyful	радісний	joy	0.879
outstanding	видатний	joy	0.879
blissful	блаженний	joy	0.879
pleasurable	приємно	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ентузіазм	joy	0.875
lovinglife	любовне життя	joy	0.875
glee	радість	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	такий щасливий	joy	0.868
woohoo	доброго	joy	0.864
laughing	сміється	joy	0.864
superb	чудово	joy	0.864
wonderful	чудово	joy	0.863
brilliant	блискучий	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	підбадьорювати	joy	0.859
hooray	ура	joy	0.859
glory	слава	joy	0.859
celebrated	святкується	joy	0.859
loved	любив	joy	0.859
magnificent	чудовий	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	алілуя	joy	0.859
exciting	хвилююче	joy	0.853
heavenly	небесний	joy	0.853
thrilled	в захваті	joy	0.851
mademyday	зробив мій день	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	святкувати	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	благословення	joy	0.844
wonderfully	чудово	joy	0.844
sweetness	солодкість	joy	0.833
marvellous	дивовижний	joy	0.833
festive	святковий	joy	0.833
blessed	благословенний	joy	0.833
paradise	рай	joy	0.833
celebrations	святкування	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	посміхається	joy	0.828
enchanting	чарівні	joy	0.828
love	кохання	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	дім, милий дім	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	сміх	joy	0.824
marvelous	дивовижний	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	святковий	joy	0.818
sensational	сенсаційний	joy	0.818
delightful	чудовий	joy	0.818
happyheart	щасливий серце	joy	0.818
rejoicing	радіти	joy	0.818
joys	радості	joy	0.818
goodness	доброчесність	joy	0.818
excited	схвильований	joy	0.818
excellence	досконалість	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	веселий	joy	0.814
glorious	славний	joy	0.812
lovemaking	любовне виробництво	joy	0.812
rejoice	радійте	joy	0.812
victorious	переможний	joy	0.812
excellent	відмінно	joy	0.812
bonanza	Бонанза	joy	0.812
smiley	смайлик	joy	0.812
enjoy	насолоджуйся	joy	0.812
splendid	чудовий	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	хороші часи	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	щасливий день	joy	0.809
myfavorite	мій улюблений	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	задоволення	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	радість	joy	0.803
giggle	хихикати	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	успіх	joy	0.797
happier	щасливіше	joy	0.797
dancing	танці	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	пишність	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	вдячний	joy	0.789
splendor	великолепие	joy	0.788
amuse	розважати	joy	0.788
fun	весело	joy	0.788
happy	щасливий	joy	0.788
enchanted	зачарований	joy	0.781
glorify	прославити	joy	0.781
glad	рада	joy	0.781
beautiful	гарний	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	хихикання	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	променистий	joy	0.781
heavens	небеса	joy	0.779
perfection	досконалість	joy	0.779
christmassy	christmassy	joy	0.779
romance	романтика	joy	0.779
thrilling	захоплююча	joy	0.776
miraculous	чудодійний	joy	0.773
fiesta	фієста	joy	0.773
entertain	розважати	joy	0.773
congrats	вітаю	joy	0.773
cheers	підбадьорює	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	позитивний	joy	0.773
lovable	милий	joy	0.773
cheered	підбадьорював	joy	0.773
funday	веселий день	joy	0.772
enjoying	насолоджуючись	joy	0.771
cuddling	обійми	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	веселився	joy	0.766
lifeisgood	життя чудове	joy	0.766
thebest	кращий	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	посміхається	joy	0.766
delight	радість	joy	0.765
orgasm	оргазм	joy	0.765
party	вечірка	joy	0.765
positive	позитивний	joy	0.761
cheerfulness	бадьорість	joy	0.758
miracles	чудеса	joy	0.758
sweetheart	кохана	joy	0.758
enlighten	просвітити	joy	0.758
christmastime	Різдвяна пора	joy	0.757
giddy	Гідді	joy	0.757
romantic	романтичний	joy	0.750
gratify	задовольнити	joy	0.750
friendliness	доброзичливість	joy	0.750
laughs	сміється	joy	0.750
greatness	велич	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	приємний	joy	0.750
blessings	благословення	joy	0.750
smile	усмішка	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	погуляти	joy	0.748
jubilee	ювілей	joy	0.742
enthusiasm	ентузіазм	joy	0.742
triumph	тріумф	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	чарівний	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	диво	joy	0.742
rewarding	нагородження	joy	0.742
feelgood	почуватися добре	joy	0.736
prosperity	процвітання	joy	0.735
luxurious	розкішний	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	живий	joy	0.734
goodday	хороший день	joy	0.734
passionate	пристрасний	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	зачарувати	joy	0.734
victory	перемога	joy	0.734
admiration	захоплення	joy	0.734
tgif	tgif	joy	0.734
glorification	прославлення	joy	0.733
sing	співай	joy	0.729
glowing	світиться	joy	0.729
breathtaking	захоплюючий дух	joy	0.728
fulfillment	виконання	joy	0.728
yessss	yessss	joy	0.728
cheery	веселий	joy	0.727
thankful	вдячний	joy	0.727
hurrah	ура	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	санта	joy	0.727
award	нагорода	joy	0.727
atpeace	привид	joy	0.727
win	виграти	joy	0.727
merry	веселий	joy	0.727
pleased	задоволений	joy	0.725
radiance	сяйвості	joy	0.725
inspiration	натхнення	joy	0.725
uplift	підйом	joy	0.723
optimistic	оптимістичний	joy	0.723
heaven	небеса	joy	0.721
lucky	вдалий	joy	0.721
thrill	гострі відчуття	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	свята	joy	0.721
harmony	гармонія	joy	0.719
brighten	яскравіше	joy	0.719
lover	коханець	joy	0.719
heartfelt	щирий	joy	0.719
utopian	утопічний	joy	0.719
xmas	Різдво	joy	0.719
lovely	милий	joy	0.719
amusement	розвага	joy	0.719
congratulatory	вітаю	joy	0.719
praising	хвалити	joy	0.719
thriving	процвітає	joy	0.719
perfect	досконалий	joy	0.719
magic	магія	joy	0.712
luckiest	найуспішніший	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	розкіш	joy	0.712
bestfeeling	найкращепочуття	joy	0.712
treasures	скарби	joy	0.712
achievement	досягнення	joy	0.712
yay	yay	joy	0.712
holiday	свято	joy	0.712
intimate	інтимний	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	сміятися	joy	0.706
rave	рейв	joy	0.706
proud	гордий	joy	0.704
truelove	справжня любов	joy	0.703
fuckyeah	трахея	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	дивовижно	joy	0.703
goodnews	гарні новини	joy	0.703
optimism	оптимізм	joy	0.703
satisfying	задовольняє	joy	0.703
gooood	гудоуд	joy	0.703
sweetest	солодкий	joy	0.703
cherish	плекати	joy	0.703
goodlife	добре життя	joy	0.703
beautification	благоустрій	joy	0.703
appreciates	цінує	joy	0.703
winning	виграш	joy	0.703
cuddled	обійшов	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	розважали	joy	0.700
excite	збуджуйся	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	день народження	joy	0.691
metime	мені час	joy	0.688
favorite	улюблений	joy	0.688
honored	честь	joy	0.688
content	зміст	joy	0.688
godsend	божественний доказ	joy	0.688
entertaining	розважальний	joy	0.688
angelic	ангельський	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	обожнювання	joy	0.688
exquisite	вишуканий	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	дорогоцінний	joy	0.682
majestic	величний	joy	0.682
appreciated	оцінили	joy	0.682
luscious	соковитий	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	посміхнувся	joy	0.682
bestfriends	найкращі друзі	joy	0.682
exaltation	піднесення	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	яскравіше	joy	0.682
tranquility	спокій	joy	0.679
marry	одружитися	joy	0.676
embrace	обійми	joy	0.676
positively	позитивно	joy	0.676
dearest	дорогий	joy	0.672
relaxation	релаксація	joy	0.672
accomplished	виконаний	joy	0.672
hug	обійми	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	усмішка	joy	0.672
enliven	оживити	joy	0.672
contentment	задоволення	joy	0.672
hilarious	веселий	joy	0.672
giggles	хихикає	joy	0.672
bountiful	щедрий	joy	0.667
victor	переможець	joy	0.667
adore	обожнюй	joy	0.667
boisterous	бурхливий	joy	0.667
fulfilled	виконано	joy	0.667
fulfill	виконувати	joy	0.664
cuddles	обійми	joy	0.662
prosperous	процвітаючий	joy	0.660
romanticism	романтизм	joy	0.656
humor	гумор	joy	0.656
glow	світити	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	приємний	joy	0.656
appreciation	вдячність	joy	0.656
encouraged	заохочений	joy	0.656
satisfy	задовольнити	joy	0.656
serenity	спокій	joy	0.656
captivate	захоплювати	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	задоволення	joy	0.652
treasure	скарб	joy	0.652
engaged	займався	joy	0.652
praises	хвалить	joy	0.652
abundance	достаток	joy	0.652
fortunes	фортуни	joy	0.652
relaxing	розслабляючий	joy	0.652
praised	хвалили	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	доповнювати	joy	0.647
affection	любов	joy	0.647
relieved	звільнений	joy	0.647
carnival	карнавал	joy	0.643
divine	божественний	joy	0.641
saintly	святий	joy	0.641
harmoniously	гармонійно	joy	0.641
achieve	домогтися	joy	0.641
thanksgiving	подяка	joy	0.641
jackpot	джекпот	joy	0.641
priceless	безцінний	joy	0.641
sensuality	чуттєвість	joy	0.641
champion	чемпіон	joy	0.641
wedding	весілля	joy	0.641
uplifting	піднесення	joy	0.641
climax	кульмінація	joy	0.636
yayy	yayy	joy	0.636
peaceful	мирний	joy	0.636
twinkle	блимання	joy	0.636
reverie	шахрайство	joy	0.636
exalt	піднімайся	joy	0.636
winner	переможець	joy	0.636
felicity	щастя	joy	0.636
cuddle	обійми	joy	0.636
comforting	заспокійливий	joy	0.636
honeymoon	медовий місяць	joy	0.636
xoxo	xoxo	joy	0.634
amusing	забавний	joy	0.625
reward	нагорода	joy	0.625
fondness	любов	joy	0.625
hearts	серця	joy	0.625
brighter	яскравіше	joy	0.625
sweet	солодкий	joy	0.625
stargazing	зірки	joy	0.625
festival	фестиваль	joy	0.625
snuggling	притискання	joy	0.625
generosity	щедрість	joy	0.625
gorgeous	чудовий	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	секс	joy	0.622
parade	парад	joy	0.621
applause	оплески	joy	0.621
genial	геніальний	joy	0.621
beauty	красуня	joy	0.621
kind	доброзичливий	joy	0.621
newlife	нове життя	joy	0.618
aspiring	прагнучий	joy	0.618
fulfilling	виконуючи	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	доброчесний	joy	0.613
kiss	поцілунок	joy	0.610
winnings	виграші	joy	0.609
praiseworthy	похвально	joy	0.609
rainbows	веселки	joy	0.609
generous	щедрий	joy	0.609
enlightenment	просвітлення	joy	0.609
playful	грайливий	joy	0.609
christmas	Різдво	joy	0.609
super	супер	joy	0.609
elegance	елегантність	joy	0.609
rekindle	відновлювати	joy	0.609
awards	нагороди	joy	0.609
adorable	чарівний	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	незалежність	joy	0.607
successful	успішний	joy	0.606
onelove	одне кохання	joy	0.606
kindness	доброзичливість	joy	0.606
freely	вільно	joy	0.606
surprises	сюрпризи	joy	0.606
inspired	натхненний	joy	0.606
hilarity	веселощі	joy	0.606
wonder	чудо	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	розваги	joy	0.603
whimsical	химерний	joy	0.603
passion	пристрасть	joy	0.603
beautify	прикрасьте	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	схід сонця	joy	0.600
godisgood	Божий хороший	joy	0.597
whoo	хто це?	joy	0.594
angel	ангел	joy	0.594
thankgod	дякувати Богу	joy	0.594
accomplishment	досягнення	joy	0.594
flirt	флірт	joy	0.594
goodmusic	гарна музика	joy	0.594
snuggled	притиснувся	joy	0.594
revere	шануйся	joy	0.594
inspire	надихати	joy	0.594
fanfare	фанфар	joy	0.594
peacefully	мирно	joy	0.594
jesus	Ісус	joy	0.594
goodies	ласощі	joy	0.594
heroic	героїчний	joy	0.591
fortune	фортуна	joy	0.591
friendship	дружба	joy	0.591
singing	співати	joy	0.591
exalted	піднесений	joy	0.591
summer	літо	joy	0.591
highest	найвищий	joy	0.591
overflowing	переповнений	joy	0.588
contented	задоволений	joy	0.588
woot	вот	joy	0.588
rollicking	ролик	joy	0.588
hope	надія	joy	0.586
accolade	нагорода	joy	0.586
cozy	затишний	joy	0.583
delicious	смачно	joy	0.579
friendly	дружній	joy	0.578
sensuous	чуттєвий	joy	0.578
darling	дорога	joy	0.578
picturesque	мальовничий	joy	0.578
raving	мимоволі	joy	0.578
praise	хвалити	joy	0.578
everlasting	вічний	joy	0.578
ambition	честолюбство	joy	0.578
thelife	життя	joy	0.578
sparkle	блиснути	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	щасливиця	joy	0.576
flattering	лестощі	joy	0.576
sensual	чуттєвий	joy	0.576
heroism	героїзм	joy	0.576
succeeding	успішний	joy	0.576
grace	благодать	joy	0.576
peace	мир	joy	0.576
livelife	жити життя	joy	0.574
special	особливий	joy	0.574
tantalizing	заворушення	joy	0.572
pumped	накачаний	joy	0.567
worthwhile	цінний	joy	0.562
revels	веселить	joy	0.562
prevail	переважати	joy	0.562
liking	подобається	joy	0.562
sunny	сонячно	joy	0.562
relax	відпочити	joy	0.562
surprise	здивування	joy	0.562
hugs	обіймає	joy	0.562
admirable	чудовий	joy	0.562
hero	герой	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	гумористичний	joy	0.562
sweets	солодощі	joy	0.562
prosper	процвітати	joy	0.562
superstar	суперзірка	joy	0.562
favorable	сприятливий	joy	0.561
bless	благослови	joy	0.561
tenderness	ніжність	joy	0.561
freedom	свобода	joy	0.561
masterpiece	шедевр	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	мрії	joy	0.559
hopeful	сподіваюся	joy	0.559
home	додому	joy	0.559
cruising	круїзний	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	вірність	joy	0.553
closeness	близькість	joy	0.552
eagerness	прагнення	joy	0.552
comfy	зручний	joy	0.551
sunshine	сонячне світло	joy	0.551
confidence	впевненість	joy	0.547
mistletoe	омела	joy	0.547
elite	еліта	joy	0.547
celestial	небесне	joy	0.547
heart	серце	joy	0.547
completion	завершення	joy	0.547
good	добре	joy	0.547
daughter	дочка	joy	0.547
gifts	подарунки	joy	0.547
astonishment	здивування	joy	0.547
bonus	бонус	joy	0.547
goodmorning	доброго ранку	joy	0.547
lifted	піднятий	joy	0.547
zeal	ревність	joy	0.547
illuminate	висвітлювати	joy	0.547
gift	подарунок	joy	0.547
vacation	відпустка	joy	0.547
charmed	зачарований	joy	0.546
recreation	відпочинок	joy	0.545
encouragement	заохочення	joy	0.545
gush	гуснути	joy	0.545
sublime	піднесений	joy	0.545
dance	танцювати	joy	0.545
god	бог	joy	0.545
free	безкоштовно	joy	0.544
freshstart	новий старт	joy	0.544
savior	рятівник	joy	0.543
sanctuary	святилище	joy	0.541
grandchildren	онуки	joy	0.540
wellness	благополуччя	joy	0.537
revel	веселитися	joy	0.534
inspirational	натхненний	joy	0.531
savor	смакувати	joy	0.531
matrimony	подружжя	joy	0.531
money	гроші	joy	0.531
rainbow	веселка	joy	0.531
confident	впевнений	joy	0.531
bridal	весільний	joy	0.531
music	музика	joy	0.531
fab	Fab	joy	0.531
serene	спокійний	joy	0.531
alive	живий	joy	0.531
holiness	святість	joy	0.531
vitality	життєвий тонус	joy	0.531
liberation	звільнення	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	заспокійливий	joy	0.531
soar	парити	joy	0.531
firstborn	перворідний	joy	0.531
elegant	елегантний	joy	0.530
mastery	майстерність	joy	0.530
illumination	підсвічування	joy	0.530
welcomed	вітали	joy	0.530
warmth	тепло	joy	0.530
blossom	цвісти	joy	0.530
glimmer	мерехтіти	joy	0.530
faithful	вірний	joy	0.529
treat	лікувати	joy	0.529
snuggles	притискає	joy	0.522
laurels	лаври	joy	0.521
commendable	похвально	joy	0.519
powerful	потужний	joy	0.516
silly	дурний	joy	0.516
zest	родзинка	joy	0.516
presents	подарунки	joy	0.516
succeed	досягати успіху	joy	0.516
jingle	дзвін	joy	0.516
remarkable	чудовий	joy	0.516
greeted	привітався	joy	0.516
brotherly	братський	joy	0.516
pride	гордість	joy	0.516
strengthening	зміцнення	joy	0.516
aspire	прагнути	joy	0.516
abundant	рясний	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	блискучий	joy	0.516
almighty	всемогутній	joy	0.516
fancy	уява	joy	0.516
zen	дзен	joy	0.515
coronation	коронація	joy	0.515
kudos	кедос	joy	0.515
vivid	яскравий	joy	0.515
leisure	дозвілля	joy	0.515
complete	завершити	joy	0.515
cutie	милашка	joy	0.515
newme	новинка	joy	0.515
familytime	сімейний час	joy	0.515
animated	анімований	joy	0.515
spirit	дух	joy	0.515
thanking	дякую	joy	0.515
kid	дитина	joy	0.515
shining	світиться	joy	0.515
payday	день оплати праці	joy	0.515
princely	княжий	joy	0.515
reunited	возз'єдналися	joy	0.515
therapeutic	терапевтичний	joy	0.515
comfort	комфорт	joy	0.515
godly	благочестивий	joy	0.514
marriage	шлюб	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	відносини	joy	0.514
spouse	подружжя	joy	0.507
intimately	тісно	joy	0.507
accomplish	виконати	joy	0.500
excel	відмінно	joy	0.500
inviting	запрошувати	joy	0.500
meritorious	гідний	joy	0.500
diamond	алмаз	joy	0.500
nature	природа	joy	0.500
dignity	гідність	joy	0.500
family	сім'я	joy	0.500
soulful	душевний	joy	0.500
charitable	благодійний	joy	0.500
encourage	заохочувати	joy	0.500
friends	друзі	joy	0.500
satisfied	задоволений	joy	0.500
welcoming	вітаю	joy	0.500
healthy	здоровий	joy	0.500
surreal	сюрреалістичний	joy	0.500
refreshed	оновлений	joy	0.500
beach	Пляжний	joy	0.500
motherhood	материнство	joy	0.500
respect	поважати	joy	0.500
gem	дорогоцінний камінь	joy	0.500
erotic	еротичний	joy	0.500
visionary	далекоглядний	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	досягнуто	joy	0.500
christ	христос	joy	0.500
memorable	пам'ятний	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	дитина	joy	0.500
purr	розрив	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	правдивість	joy	0.500
bloom	цвісти	joy	0.500
carefree	безтурботно	joy	0.500
aura	аура	joy	0.493
health	здоров'я	joy	0.493
liberty	свобода	joy	0.486
approved	затверджений	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	оазис	joy	0.486
rapture	захоплення	joy	0.485
engaging	залучення	joy	0.485
crowning	вінчає	joy	0.485
aspiration	прагнення	joy	0.485
prestige	престиж	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ніжний	joy	0.485
liberate	звільнити	joy	0.485
betrothed	заміжня	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	щедрість	joy	0.485
privileged	привілейований	joy	0.485
loyal	лояльний	joy	0.485
inseparable	невіддільний	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	розквіт	joy	0.484
trophy	трофей	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	удача	joy	0.484
creativity	творчість	joy	0.484
destiny	доля	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	трансцендентність	joy	0.484
bouquet	букет	joy	0.484
chocolate	шоколад	joy	0.484
aloha	Алоха	joy	0.484
yummy	смайлик	joy	0.484
