word	Chinese (Traditional)-zh-TW	emotion	emotion-intensity-score
encouraged	鼓勵	joy	0.656
satisfy	滿足	joy	0.656
serenity	寧靜	joy	0.656
captivate	著迷	joy	0.656
besties	死黨	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	滿意	joy	0.652
treasure	寶藏	joy	0.652
engaged	訂婚	joy	0.652
praises	表揚	joy	0.652
abundance	豐富	joy	0.652
fortunes	命運	joy	0.652
relaxing	放鬆	joy	0.652
praised	稱讚	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	補充	joy	0.647
affection	感情	joy	0.647
relieved	安心	joy	0.647
carnival	狂歡	joy	0.643
divine	神聖	joy	0.641
saintly	聖潔	joy	0.641
harmoniously	和諧地	joy	0.641
achieve	實現	joy	0.641
thanksgiving	感恩	joy	0.641
jackpot	頭獎	joy	0.641
priceless	無價	joy	0.641
sensuality	淫蕩	joy	0.641
champion	冠軍	joy	0.641
wedding	婚禮	joy	0.641
uplifting	令人振奮	joy	0.641
climax	高潮	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	平靜的	joy	0.636
twinkle	眨眼	joy	0.636
reverie	夢想	joy	0.636
exalt	捧	joy	0.636
winner	優勝者	joy	0.636
felicity	祺	joy	0.636
cuddle	偎	joy	0.636
comforting	欣慰的	joy	0.636
honeymoon	度蜜月	joy	0.636
xoxo	XOXO	joy	0.634
amusing	有趣	joy	0.625
reward	獎勵	joy	0.625
fondness	癖好	joy	0.625
hearts	心中	joy	0.625
brighter	光明	joy	0.625
sweet	甜	joy	0.625
stargazing	觀星	joy	0.625
festival	節	joy	0.625
snuggling	依偎	joy	0.625
generosity	慷慨	joy	0.625
gorgeous	華麗	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	性別	joy	0.622
parade	遊行	joy	0.621
applause	掌聲	joy	0.621
genial	和藹的	joy	0.621
beauty	美女	joy	0.621
kind	類	joy	0.621
newlife	新生活	joy	0.618
aspiring	有志	joy	0.618
fulfilling	履行	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	賢	joy	0.613
kiss	吻	joy	0.610
winnings	獎金	joy	0.609
praiseworthy	可貴	joy	0.609
rainbows	彩虹	joy	0.609
generous	慷慨	joy	0.609
enlightenment	啟示	joy	0.609
playful	調皮	joy	0.609
christmas	聖誕	joy	0.609
super	超	joy	0.609
elegance	優雅	joy	0.609
rekindle	重燃	joy	0.609
awards	獎項	joy	0.609
adorable	可愛的	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	獨立	joy	0.607
successful	成功	joy	0.606
onelove	唯一的愛	joy	0.606
kindness	善良	joy	0.606
freely	自如	joy	0.606
surprises	驚喜	joy	0.606
inspired	啟發	joy	0.606
hilarity	歡鬧	joy	0.606
wonder	奇蹟	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	娛樂	joy	0.603
whimsical	怪誕的	joy	0.603
passion	情	joy	0.603
beautify	美化	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	日出	joy	0.600
godisgood	上帝是好的	joy	0.597
whoo	喔	joy	0.594
angel	天使	joy	0.594
thankgod	感謝上帝	joy	0.594
accomplishment	成就	joy	0.594
flirt	調情	joy	0.594
goodmusic	好的音樂	joy	0.594
snuggled	依偎	joy	0.594
revere	尊敬	joy	0.594
inspire	啟發	joy	0.594
fanfare	大張旗鼓	joy	0.594
peacefully	安然	joy	0.594
jesus	耶穌	joy	0.594
goodies	好吃的東西	joy	0.594
heroic	英勇	joy	0.591
fortune	幸運	joy	0.591
friendship	友誼	joy	0.591
singing	唱歌	joy	0.591
exalted	崇高的	joy	0.591
summer	夏季	joy	0.591
highest	最高	joy	0.591
overflowing	滿溢	joy	0.588
contented	滿足	joy	0.588
woot	活泉	joy	0.588
rollicking	洛佩茲	joy	0.588
hope	希望	joy	0.586
accolade	榮譽	joy	0.586
cozy	舒適	joy	0.583
delicious	美味的	joy	0.579
friendly	友善	joy	0.578
sensuous	感覺上的	joy	0.578
darling	寵兒	joy	0.578
picturesque	如畫	joy	0.578
raving	狂言	joy	0.578
praise	讚美	joy	0.578
everlasting	永恆的	joy	0.578
ambition	志向	joy	0.578
thelife	人生	joy	0.578
sparkle	火花	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	諂媚的	joy	0.576
sensual	聲色	joy	0.576
heroism	英雄主義	joy	0.576
succeeding	下一	joy	0.576
grace	恩典	joy	0.576
peace	和平	joy	0.576
livelife	livelife	joy	0.574
special	特別	joy	0.574
tantalizing	誘人	joy	0.572
pumped	抽	joy	0.567
worthwhile	合算	joy	0.562
revels	狂歡	joy	0.562
prevail	戰勝	joy	0.562
liking	喜歡	joy	0.562
sunny	晴朗	joy	0.562
relax	放鬆	joy	0.562
surprise	驚	joy	0.562
hugs	擁抱	joy	0.562
admirable	令人欽佩	joy	0.562
hero	英雄	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	幽默	joy	0.562
sweets	甜食	joy	0.562
prosper	繁榮	joy	0.562
superstar	超級明星	joy	0.562
favorable	有利	joy	0.561
bless	保佑	joy	0.561
tenderness	壓痛	joy	0.561
freedom	自由	joy	0.561
masterpiece	傑作	joy	0.561
newyear	新年	joy	0.561
dreams	夢	joy	0.559
hopeful	有希望	joy	0.559
home	家	joy	0.559
cruising	巡航	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	忠誠	joy	0.553
closeness	親近	joy	0.552
eagerness	熱心	joy	0.552
comfy	舒適	joy	0.551
sunshine	陽光	joy	0.551
confidence	置信度	joy	0.547
mistletoe	槲寄生	joy	0.547
elite	原種	joy	0.547
celestial	天上	joy	0.547
heart	心	joy	0.547
completion	完成	joy	0.547
good	好	joy	0.547
daughter	女兒	joy	0.547
gifts	禮品	joy	0.547
astonishment	驚愕	joy	0.547
bonus	獎金	joy	0.547
goodmorning	早上好	joy	0.547
lifted	取消	joy	0.547
zeal	熱情	joy	0.547
illuminate	照亮	joy	0.547
gift	禮品	joy	0.547
vacation	假期	joy	0.547
charmed	迷住了	joy	0.546
recreation	娛樂	joy	0.545
encouragement	鼓勵	joy	0.545
gush	噴	joy	0.545
sublime	昇華	joy	0.545
dance	舞蹈	joy	0.545
god	神	joy	0.545
free	自由	joy	0.544
freshstart	全新的開始	joy	0.544
savior	救主	joy	0.543
sanctuary	避難所	joy	0.541
grandchildren	孫子	joy	0.540
wellness	健康	joy	0.537
revel	陶醉	joy	0.534
inspirational	勵志	joy	0.531
savor	品嚐	joy	0.531
matrimony	婚姻	joy	0.531
money	錢	joy	0.531
rainbow	彩虹	joy	0.531
confident	信心	joy	0.531
bridal	新娘	joy	0.531
music	音樂	joy	0.531
fab	FAB	joy	0.531
serene	安詳	joy	0.531
alive	活	joy	0.531
holiness	聖潔	joy	0.531
vitality	活力	joy	0.531
liberation	解放	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	撫慰的	joy	0.531
soar	翱翔	joy	0.531
firstborn	長女	joy	0.531
elegant	優雅	joy	0.530
mastery	征服	joy	0.530
illumination	照明	joy	0.530
welcomed	歡迎	joy	0.530
warmth	熱情	joy	0.530
blossom	開花	joy	0.530
glimmer	微光	joy	0.530
faithful	可信	joy	0.529
treat	對待	joy	0.529
snuggles	挨近	joy	0.522
laurels	桂冠	joy	0.521
commendable	值得稱道	joy	0.519
powerful	強大	joy	0.516
silly	愚蠢	joy	0.516
zest	熱情	joy	0.516
presents	禮物	joy	0.516
succeed	成功	joy	0.516
jingle	叮鈴	joy	0.516
remarkable	卓越	joy	0.516
greeted	歡迎	joy	0.516
brotherly	兄弟的	joy	0.516
pride	自豪	joy	0.516
strengthening	強化	joy	0.516
aspire	立志	joy	0.516
abundant	豐富	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	燦爛	joy	0.516
almighty	大能	joy	0.516
fancy	幻想	joy	0.516
zen	禪	joy	0.515
coronation	加冕	joy	0.515
kudos	榮譽	joy	0.515
vivid	生動	joy	0.515
leisure	閒暇	joy	0.515
complete	完成	joy	0.515
cutie	可愛	joy	0.515
newme	newme	joy	0.515
familytime	家人在一起的時間	joy	0.515
animated	動畫	joy	0.515
spirit	精神	joy	0.515
thanking	表達感謝	joy	0.515
kid	孩子	joy	0.515
shining	閃亮的	joy	0.515
payday	發薪日	joy	0.515
princely	王侯	joy	0.515
reunited	重聚	joy	0.515
therapeutic	治療	joy	0.515
comfort	安慰	joy	0.515
godly	敬虔	joy	0.514
marriage	婚姻	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	關係	joy	0.514
spouse	伴侶	joy	0.507
intimately	密切	joy	0.507
accomplish	完成	joy	0.500
excel	高強	joy	0.500
inviting	誘人的	joy	0.500
meritorious	有功	joy	0.500
diamond	鑽石	joy	0.500
nature	性質	joy	0.500
dignity	尊嚴	joy	0.500
family	家庭	joy	0.500
soulful	深情	joy	0.500
charitable	慈善	joy	0.500
encourage	鼓勵	joy	0.500
friends	朋友	joy	0.500
satisfied	滿意	joy	0.500
welcoming	歡迎	joy	0.500
healthy	健康	joy	0.500
surreal	超現實主義	joy	0.500
refreshed	刷新	joy	0.500
beach	海灘	joy	0.500
motherhood	母親	joy	0.500
respect	尊重	joy	0.500
gem	寶石	joy	0.500
erotic	好色之徒	joy	0.500
visionary	空想家	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	實現	joy	0.500
christ	基督	joy	0.500
memorable	難忘	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	寶寶	joy	0.500
purr	發出喉音	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	準確性	joy	0.500
bloom	盛開	joy	0.500
carefree	暢快	joy	0.500
aura	光環	joy	0.493
health	健康	joy	0.493
liberty	自由	joy	0.486
approved	批准	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	綠洲	joy	0.486
rapture	歡天喜地	joy	0.485
engaging	卡	joy	0.485
crowning	加冕	joy	0.485
aspiration	心願	joy	0.485
prestige	聲望	joy	0.485
crescendo	漸強	joy	0.485
gentle	溫和	joy	0.485
liberate	解放	joy	0.485
betrothed	許配	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	賞金	joy	0.485
privileged	特權	joy	0.485
loyal	忠誠	joy	0.485
inseparable	形影不離	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	極盛	joy	0.484
trophy	杯	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	運氣	joy	0.484
creativity	創造力	joy	0.484
destiny	命運	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	超越	joy	0.484
bouquet	花束	joy	0.484
chocolate	巧克力	joy	0.484
aloha	阿羅哈	joy	0.484
yummy	好吃	joy	0.484
dream	夢想	joy	0.484
desire	慾望	joy	0.484
boyfriend	男朋友	joy	0.480
commemoration	紀念活動	joy	0.479
intelligence	情報	joy	0.477
readiness	準備就緒	joy	0.473
friend	朋友	joy	0.471
enthusiast	愛好者	joy	0.471
bride	新娘	joy	0.471
lush	青蔥的	joy	0.470
calming	平靜	joy	0.470
inheritance	遺產	joy	0.470
kiddo	老兄	joy	0.470
massage	按摩	joy	0.470
tickle	癢癢	joy	0.470
adventure	冒險	joy	0.470
nostalgia	懷舊之情	joy	0.470
soothe	緩和	joy	0.470
goals	目標	joy	0.469
luster	光澤	joy	0.469
giving	給	joy	0.469
princess	公主	joy	0.469
heartily	盡情地	joy	0.469
benevolence	仁	joy	0.469
nurture	培育	joy	0.469
bridegroom	新郎	joy	0.469
eternal	永恆	joy	0.469
pray	祈禱	joy	0.469
getaway	逃離	joy	0.469
humanitarian	人道主義	joy	0.469
bonding	結合	joy	0.469
rest	休息	joy	0.469
amicable	和睦	joy	0.469
purring	打呼嚕	joy	0.469
pretty	漂亮	joy	0.469
child	兒童	joy	0.466
salutary	有益	joy	0.465
invite	邀請	joy	0.457
reminiscing	回憶	joy	0.456
beam	光束	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	熱帶	joy	0.455
aesthetics	美學	joy	0.455
friday	星期五	joy	0.455
elevation	海拔	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	儀式	joy	0.455
mindfulness	正念	joy	0.455
hee	熙	joy	0.455
kindred	親屬	joy	0.455
scholarship	獎學金	joy	0.455
befriend	幫扶	joy	0.455
commemorate	紀念	joy	0.453
allure	引誘	joy	0.453
faith	信仰	joy	0.453
forgiveness	饒恕	joy	0.453
scenery	風景	joy	0.453
vindication	表白	joy	0.453
waterfall	瀑布	joy	0.453
birth	分娩	joy	0.453
noworries	別擔心	joy	0.453
approve	批准	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	旅程	joy	0.447
meditation	冥想	joy	0.446
relaxed	輕鬆	joy	0.442
tranquil	寧靜	joy	0.441
weekend	週末	joy	0.441
present	當下	joy	0.441
tender	投標	joy	0.441
nostalgic	懷舊的	joy	0.439
prayer	禱告	joy	0.439
sharing	分享	joy	0.439
esteem	尊重	joy	0.439
lyrical	抒情	joy	0.439
righteousness	義	joy	0.439
share	分享	joy	0.438
husband	丈夫	joy	0.438
life	生活	joy	0.438
sonnet	十四行詩	joy	0.438
relief	浮雕	joy	0.438
unbeaten	不敗	joy	0.438
newday	新的一天	joy	0.438
meditate	幽思	joy	0.438
mighty	威武	joy	0.438
eager	急於	joy	0.438
strength	強度	joy	0.438
warm	暖	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	夥伴	joy	0.427
oneness	合一	joy	0.426
unsurpassed	卓絕	joy	0.424
ejaculation	射精	joy	0.424
unconstrained	不受約束	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	勳章	joy	0.424
amen	阿門	joy	0.424
candlelight	燭火	joy	0.424
reverence	尊敬	joy	0.424
healthful	健康的	joy	0.424
carols	頌歌	joy	0.424
sledding	雪橇	joy	0.422
wealth	財富	joy	0.422
graduation	畢業	joy	0.422
frisky	歡躍的	joy	0.422
energy	能源	joy	0.422
calmness	冷靜	joy	0.422
beginnings	開始	joy	0.422
safe	安全	joy	0.422
musical	音樂	joy	0.422
symphony	交響樂	joy	0.422
lml	LML	joy	0.422
glitter	閃光	joy	0.422
ease	緩解	joy	0.422
helpful	有幫助	joy	0.422
soundness	穩健	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	諾言	joy	0.415
reunite	團聚	joy	0.414
salvation	救恩	joy	0.412
mother	母親	joy	0.412
poems	詩	joy	0.412
inauguration	就職典禮	joy	0.409
immaculate	完美	joy	0.409
lighten	減輕	joy	0.409
aromatherapy	芳香療法	joy	0.409
travel	旅行	joy	0.409
lavender	薰衣草	joy	0.409
purify	淨化	joy	0.409
clown	小丑	joy	0.409
star	星	joy	0.406
cash	現金	joy	0.406
heal	癒合	joy	0.406
completing	完成	joy	0.406
companion	伴侶	joy	0.406
live	生活	joy	0.406
flowers	花卉	joy	0.406
wishing	希望	joy	0.406
charity	慈善機構	joy	0.406
opportune	適當的	joy	0.406
income	收入	joy	0.403
soul	靈魂	joy	0.401
munchies	零食	joy	0.400
indescribable	無法形容	joy	0.397
progress	進展	joy	0.397
emancipation	解放	joy	0.397
christian	基督教	joy	0.397
hammock	吊床	joy	0.394
together	一起	joy	0.394
equality	平等	joy	0.394
fullness	充滿	joy	0.394
picnic	野餐	joy	0.394
calm	冷靜	joy	0.394
childhood	童年	joy	0.394
rhythmical	有板有眼	joy	0.394
movies	電影	joy	0.393
zealous	熱心	joy	0.393
littlethings	小東西	joy	0.391
humanity	人性	joy	0.391
starry	星光燦爛	joy	0.391
playground	操場	joy	0.391
adventures	冒險	joy	0.391
meaningful	富有意義的	joy	0.391
choir	唱詩班	joy	0.391
affluence	富裕	joy	0.391
warms	變暖	joy	0.391
goofy	高飛	joy	0.391
auspicious	吉祥	joy	0.391
gesture	手勢	joy	0.387
vow	發誓	joy	0.382
shopping	購物	joy	0.382
witty	機智	joy	0.382
communion	交往	joy	0.379
vibes	氣氛	joy	0.379
worship	崇拜	joy	0.379
jump	跳	joy	0.379
reverend	牧師	joy	0.377
advance	提前	joy	0.375
beaches	海灘	joy	0.375
youth	青年	joy	0.375
spirits	酒	joy	0.375
simplicity	簡單	joy	0.375
full	充分	joy	0.375
rising	升起	joy	0.375
hymn	聖歌	joy	0.375
unique	獨特	joy	0.375
redeemed	贖回	joy	0.375
scenic	名勝	joy	0.375
mirth	歡笑	joy	0.375
courtship	求愛	joy	0.375
experience	經驗	joy	0.375
reunion	團圓	joy	0.375
sonorous	洪亮	joy	0.375
unforgettable	難忘	joy	0.375
baptismal	洗禮	joy	0.368
alliance	聯盟	joy	0.368
grant	發放	joy	0.366
conciliation	調解	joy	0.364
moonlight	月光	joy	0.364
sanctification	聖化	joy	0.364
improves	提高	joy	0.364
improve	提高	joy	0.364
pure	純	joy	0.364
authentic	真實	joy	0.364
kitten	小貓	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	山莓	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	保真度	joy	0.359
feeling	感覺	joy	0.359
devotional	信仰的	joy	0.359
proficiency	精通	joy	0.359
tinsel	箔	joy	0.359
revival	復興	joy	0.359
sanctify	聖化	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	獨立	joy	0.359
cocoa	可可	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	海豚	joy	0.348
choral	合唱隊的	joy	0.348
deliverance	救出	joy	0.348
romp	歡蹦亂跳	joy	0.348
roaring	咆哮	joy	0.348
melody	旋律	joy	0.348
favor	偏愛	joy	0.348
unification	統一	joy	0.348
exceed	超過	joy	0.348
purpose	目的	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	妖嬈	joy	0.344
fruits	水果	joy	0.344
thx	謝謝	joy	0.344
newstart	新的開始	joy	0.344
manicure	修指甲	joy	0.344
date	日期	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	旅遊路徑	joy	0.344
cookies	餅乾	joy	0.344
hedonism	享樂主義	joy	0.344
humble	謙卑	joy	0.344
electric	電動	joy	0.344
pledge	保證	joy	0.344
celebrity	名人	joy	0.342
rhythm	韻律	joy	0.338
bridesmaid	伴娘	joy	0.338
snowday	下雪天	joy	0.333
young	年輕	joy	0.333
coffee	咖啡	joy	0.333
edification	熏陶	joy	0.333
obliging	隨和	joy	0.333
renovation	裝修	joy	0.333
familiarity	熟悉	joy	0.333
garden	花園	joy	0.333
spa	溫泉	joy	0.333
dawn	黎明	joy	0.333
connoisseur	行家	joy	0.333
partner	夥伴	joy	0.333
gazing	凝視	joy	0.333
foodie	美食家	joy	0.331
synchronize	同步	joy	0.329
tribulation	苦難	joy	0.328
healing	復原	joy	0.328
saint	聖	joy	0.328
chirping	鳴叫	joy	0.328
hobby	愛好	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	頌歌	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	詩篇	joy	0.328
pedicure	修腳	joy	0.328
amnesty	大赦	joy	0.328
respite	喘息	joy	0.324
mellow	醇厚	joy	0.318
lazyday	慵懶的一天	joy	0.318
recreational	休閒	joy	0.318
restorative	恢復	joy	0.318
cousins	表兄弟	joy	0.318
classics	經	joy	0.318
reconciliation	和解	joy	0.316
dove	鴿子	joy	0.312
living	活的	joy	0.312
presto	急板	joy	0.312
crafts	工藝	joy	0.312
recovery	復甦	joy	0.312
woods	樹木	joy	0.312
sunset	日落	joy	0.312
fitness	身體素質	joy	0.312
playhouse	劇場	joy	0.312
superman	超人	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	智慧	joy	0.312
deal	合同	joy	0.312
simplify	簡化	joy	0.312
lord	主	joy	0.312
sterling	英鎊	joy	0.312
progression	級數	joy	0.312
relight	重新點燃	joy	0.312
pony	小馬	joy	0.312
infant	嬰兒	joy	0.309
improvement	起色	joy	0.309
absolution	赦免	joy	0.306
gently	平緩	joy	0.303
established	既定	joy	0.303
honest	誠實	joy	0.303
decorating	裝潢	joy	0.303
endless	無窮	joy	0.303
banquet	宴會	joy	0.303
providing	提供	joy	0.300
mine	礦	joy	0.297
fraternal	兄弟	joy	0.297
notable	顯著	joy	0.297
feat	功績	joy	0.297
harvest	收成	joy	0.297
quaint	精巧	joy	0.297
softly	輕輕的	joy	0.297
spiritual	精神	joy	0.297
morals	德	joy	0.297
lounging	閒逛	joy	0.297
light	光	joy	0.297
breeze	微風	joy	0.297
strolling	漫步	joy	0.297
spending	開支	joy	0.297
meditating	沉思	joy	0.297
joker	滑稽角色	joy	0.297
yearning	懷念	joy	0.297
growth	發展	joy	0.297
fervor	熱情	joy	0.295
quotes	報價	joy	0.294
volunteer	志願者	joy	0.294
psalms	詩篇	joy	0.288
hippie	嬉皮士	joy	0.288
gain	獲得	joy	0.288
taoism	道教	joy	0.288
midwife	助產士	joy	0.288
resources	資源	joy	0.288
create	創建	joy	0.288
receiving	接收	joy	0.287
ocean	海洋	joy	0.286
snowfall	降雪	joy	0.286
lsd	LSD	joy	0.286
hiking	徒步旅行	joy	0.283
chill	寒意	joy	0.281
truce	休戰	joy	0.281
infinity	無窮	joy	0.281
toast	烤麵包	joy	0.281
destination	目的地	joy	0.281
buddhist	佛教徒	joy	0.281
rested	休息	joy	0.281
candid	坦率	joy	0.281
evergreen	常綠	joy	0.281
unwind	放鬆	joy	0.281
buzzing	餘音繞樑	joy	0.281
venerable	可敬	joy	0.279
balance	平衡	joy	0.275
retirement	退休	joy	0.275
compensate	補償	joy	0.273
swim	游泳	joy	0.273
drinks	飲料	joy	0.273
devout	虔誠的	joy	0.273
buddha	佛	joy	0.273
rapt	全神貫注	joy	0.273
fireplace	壁爐	joy	0.273
snowing	下雪	joy	0.271
sublimation	昇華	joy	0.270
fruity	圓潤的	joy	0.268
humility	謙遜	joy	0.266
paragon	模範	joy	0.266
ministry	部	joy	0.266
sunday	星期日	joy	0.266
salute	禮炮	joy	0.266
fortitude	堅忍不拔	joy	0.266
whim	怪念頭	joy	0.266
sun	太陽	joy	0.266
sketching	素描	joy	0.266
waves	波浪	joy	0.266
buddhism	佛教	joy	0.266
cathedral	大教堂	joy	0.266
yoga	瑜伽	joy	0.266
artwork	藝術品	joy	0.265
practiced	練	joy	0.264
clean	清潔	joy	0.260
found	發現	joy	0.258
fitting	配件	joy	0.258
immerse	沉浸	joy	0.258
running	賽跑	joy	0.258
clarity	明晰	joy	0.258
food	餐飲	joy	0.258
exercise	行使	joy	0.258
autumn	秋季	joy	0.254
ardent	熱心	joy	0.250
fit	適合	joy	0.250
mountain	山	joy	0.250
expedient	權宜	joy	0.250
diary	日記	joy	0.250
candles	蠟燭	joy	0.250
outdoors	在戶外	joy	0.250
chilled	冷	joy	0.250
clap	拍	joy	0.250
contagious	傳染性的	joy	0.250
chirp	嘰嘰喳喳	joy	0.250
morning	早上	joy	0.250
visitor	遊客	joy	0.250
hardy	耐寒	joy	0.250
countryside	農村	joy	0.250
undying	不朽	joy	0.250
football	足球	joy	0.250
advocacy	擁護	joy	0.250
demonstrative	示範	joy	0.250
cradle	搖籃	joy	0.247
trance	發呆	joy	0.246
breakfast	早餐	joy	0.242
grow	增長	joy	0.242
pay	工資	joy	0.242
preservative	防腐劑	joy	0.242
intense	激烈	joy	0.242
supremacy	霸權	joy	0.242
church	教會	joy	0.242
procession	遊行	joy	0.242
consecration	奉獻	joy	0.235
lifetime	一生	joy	0.234
nursery	苗圃	joy	0.234
humbled	自愧不如	joy	0.234
vote	投票	joy	0.234
incense	香	joy	0.234
lyre	七弦琴	joy	0.234
candle	蠟燭	joy	0.234
snowy	似雪	joy	0.234
doll	娃娃	joy	0.234
skiing	滑雪	joy	0.234
ordination	統籌	joy	0.234
art	藝術	joy	0.234
salary	薪水	joy	0.234
pastry	糕點	joy	0.229
firefly	螢火蟲	joy	0.227
chilling	令人心寒	joy	0.227
remedy	補救	joy	0.227
rescue	拯救	joy	0.225
camping	露營	joy	0.221
perspective	透視	joy	0.221
orchard	果園	joy	0.221
orchestra	樂隊	joy	0.221
possess	具有	joy	0.219
castle	城堡	joy	0.219
lamb	羊肉	joy	0.219
gardens	花園	joy	0.219
breezy	活潑的	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	輕快	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	償還	joy	0.212
ribbon	色帶	joy	0.212
pho	PHO	joy	0.212
reggae	雷鬼	joy	0.212
raindrops	雨滴	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	教	joy	0.212
nap	小憩	joy	0.206
stillness	寂靜	joy	0.203
chant	唄	joy	0.203
hire	聘請	joy	0.203
vernal	青春的	joy	0.203
cove	拱	joy	0.203
uncontrollable	不可控	joy	0.203
legalized	合法化	joy	0.203
unexpected	意外	joy	0.203
lights	燈火	joy	0.203
save	保存	joy	0.200
atone	贖罪	joy	0.197
trees	樹木	joy	0.197
pastor	牧師	joy	0.197
symmetry	對稱	joy	0.197
oneday	一天	joy	0.197
scripture	聖經	joy	0.196
mountains	山	joy	0.194
pathway	路	joy	0.188
walking	步行	joy	0.188
craziness	發狂	joy	0.188
soppy	纏綿	joy	0.188
tea	茶	joy	0.188
quiet	安靜	joy	0.188
forefathers	祖先	joy	0.188
liquor	酒	joy	0.188
custom	習慣	joy	0.188
whiteness	白度	joy	0.188
sympathetic	有同情心	joy	0.188
patient	患者	joy	0.186
dollhouse	玩具屋	joy	0.182
bath	浴	joy	0.182
score	得分了	joy	0.182
movingon	繼續	joy	0.182
supporter	支持者	joy	0.180
accompaniment	伴奏	joy	0.179
pursuit	追求	joy	0.176
outburst	突發	joy	0.176
frosty	冷冰冰	joy	0.174
workout	鍛煉	joy	0.172
closure	關閉	joy	0.172
luncheon	午餐	joy	0.172
service	服務	joy	0.172
wintery	冬日	joy	0.172
wages	工資	joy	0.169
civilized	文明	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	十二月	joy	0.167
acrobat	雜技演員	joy	0.162
glide	滑行	joy	0.162
finally	最後	joy	0.157
reproductive	生殖	joy	0.156
elf	小精靈	joy	0.156
organization	組織	joy	0.156
stroll	漫步	joy	0.156
peppermint	薄荷	joy	0.156
break	打破	joy	0.156
chai	柴	joy	0.156
obtainable	獲得	joy	0.156
bathtub	浴缸	joy	0.156
advent	來臨	joy	0.152
scifi	科幻	joy	0.152
balm	香脂	joy	0.152
measured	測量	joy	0.152
spaniel	獚	joy	0.145
tan	黃褐色	joy	0.141
ditty	短詩	joy	0.141
bubble	泡沫	joy	0.141
simple	簡單	joy	0.141
oils	油	joy	0.141
beer	啤酒	joy	0.141
green	綠色	joy	0.137
buss	巴斯	joy	0.136
books	圖書	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	州城	joy	0.135
pitter	雨聲	joy	0.134
flows	流動	joy	0.130
silence	安靜	joy	0.127
roadster	跑車	joy	0.125
solitude	孤獨	joy	0.125
bookstore	書店	joy	0.125
wine	紅酒	joy	0.125
circumstances	情況	joy	0.125
japan	日本	joy	0.121
soak	浸泡	joy	0.121
wilderness	荒野	joy	0.121
priesthood	聖職	joy	0.121
critical	危急	joy	0.116
neutral	中性	joy	0.114
untie	解開	joy	0.109
hunting	狩獵	joy	0.109
opera	歌劇	joy	0.109
weight	重量	joy	0.109
white	白色	joy	0.109
sand	砂	joy	0.109
wind	風	joy	0.109
labor	勞動	joy	0.106
classical	古典	joy	0.106
affliction	痛苦	joy	0.103
lake	湖	joy	0.103
organ	器官	joy	0.094
dwelling	住宅	joy	0.094
tree	樹	joy	0.090
pond	池塘	joy	0.089
