word	Kannada-kn	emotion	emotion-intensity-score
endemic	ಸ್ಥಳೀಯ	fear	0.484
prejudiced	ಪೂರ್ವಾಗ್ರಹ	fear	0.484
blackness	ಕಪ್ಪೆ	fear	0.484
armor	ರಕ್ಷಾಕವಚ	fear	0.484
worrying	ಚಿಂತೆ	fear	0.484
indictment	ದೋಷಾರೋಪಣೆ	fear	0.484
hate	ದ್ವೇಷ	fear	0.484
freakish	ಅಸಹಜ	fear	0.484
hearse	ಕೇಳು	fear	0.484
intrusion	ಮಧ್ಯಪ್ರವೇಶ	fear	0.484
inspection	ತಪಾಸಣೆ	fear	0.483
sinner	ಪಾತಕಿ	fear	0.483
averse	ವಿರೋಧ	fear	0.483
missing	ಕಾಣೆಯಾಗಿದೆ	fear	0.474
despairing	ಹತಾಶೆ	fear	0.474
darken	ಗಾಢವಾದ	fear	0.471
austere	ದೃಢವಾದ	fear	0.470
animosity	ದ್ವೇಷ	fear	0.469
fret	fret	fear	0.469
fever	ಜ್ವರ	fear	0.469
illegality	ಅಕ್ರಮತೆ	fear	0.469
accused	ಆರೋಪಿ	fear	0.469
criticize	ವಿಮರ್ಶೆ	fear	0.469
scrapie	ಸ್ಕ್ರಾಪೀ	fear	0.469
jaws	ದವಡೆಗಳು	fear	0.469
depressed	ಖಿನ್ನತೆಗೆ ಒಳಗಾದ	fear	0.469
armored	ಶಸ್ತ್ರಸಜ್ಜಿತ	fear	0.469
indict	ದೋಷಾರೋಪಣೆ	fear	0.469
aftermath	ಪರಿಣಾಮ	fear	0.469
precipice	ಪ್ರಪಾತ	fear	0.469
regime	ಆಡಳಿತ	fear	0.469
fierce	ಉಗ್ರ	fear	0.469
breakdown	ಸ್ಥಗಿತ	fear	0.469
quiver	ಬತ್ತಳಿಕೆ	fear	0.469
admonition	ಎಚ್ಚರಿಕೆ	fear	0.469
foreclose	ಮುನ್ನೆಚ್ಚರಿಕೆ	fear	0.469
revoke	ರದ್ದು	fear	0.469
superstition	ಮೂಢನಂಬಿಕೆ	fear	0.469
overwhelmed	ಜರುಗಿದ್ದರಿಂದ	fear	0.469
subversion	ಉಪಶಮನ	fear	0.469
idolatry	ವಿಗ್ರಹಾರಾಧನೆ	fear	0.469
asteroid	ಕ್ಷುದ್ರಗ್ರಹ	fear	0.469
toothache	ಹಲ್ಲುನೋವು	fear	0.469
inmate	ನಿವಾಸಿ	fear	0.469
decomposition	ವಿಭಜನೆ	fear	0.469
sinking	ಮುಳುಗುವಿಕೆ	fear	0.469
intrusive	ಗೊಂದಲಮಯ	fear	0.469
soulless	ಆತ್ಮರಹಿತ	fear	0.469
infidelity	ದಾಂಪತ್ಯ ದ್ರೋಹ	fear	0.469
nervous	ನರ	fear	0.469
thresh	ಥ್ರೆಶ್	fear	0.469
startle	ಕಂದಕ	fear	0.469
unhealthy	ಅನಾರೋಗ್ಯಕರ	fear	0.469
spear	ಈಟಿ	fear	0.468
nasty	ಅಸಹ್ಯ	fear	0.466
worried	ಚಿಂತಿಸುತ್ತಾ	fear	0.466
puma	ಪೂಮಾ	fear	0.465
thirteenth	ಹದಿಮೂರನೆಯದು	fear	0.465
contraband	ನಿಷಿದ್ಧ	fear	0.464
insecure	ಅಭದ್ರ	fear	0.461
disturbance	ಅಡಚಣೆ	fear	0.459
denunciation	ಖಂಡನೆ	fear	0.456
stigma	ಕಳಂಕ	fear	0.455
destitute	ನಿರ್ಗತಿಕ	fear	0.455
powerfully	ಶಕ್ತಿಯುತವಾಗಿ	fear	0.454
penalty	ಪೆನಾಲ್ಟಿ	fear	0.453
derogatory	ಅವಹೇಳನಕಾರಿ	fear	0.453
spasm	ಸೆಳೆತ	fear	0.453
illicit	ಅಕ್ರಮ	fear	0.453
dinosaur	ಡೈನೋಸಾರ್	fear	0.453
disruption	ಅಡ್ಡಿ	fear	0.453
lockup	ಲಾಕ್ಅಪ್	fear	0.453
restrain	ನಿಗ್ರಹಿಸು	fear	0.453
rifle	ಬಂದೂಕು	fear	0.453
disreputable	ನಿರ್ವಿವಾದ	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	ಎಚ್ಚರಿಕೆ	fear	0.453
quandary	ಇಕ್ಕಟ್ಟು	fear	0.453
resisting	ನಿರೋಧಕತೆ	fear	0.453
rigor	ತೀವ್ರತೆ	fear	0.453
stranger	ಅಪರಿಚಿತರು	fear	0.453
penal	ದಂಡನೆ	fear	0.453
grope	ಹಗ್ಗ	fear	0.453
scold	ಗದರಿಸು	fear	0.453
orphan	ಅನಾಥ	fear	0.453
resign	ರಾಜೀನಾಮೆ ನೀಡಿ	fear	0.453
hydrocephalus	ಜಲಮಸ್ತಿಷ್ಕ ರೋಗ	fear	0.453
shrill	ಚುರುಕಾದ	fear	0.453
howl	ಕೂಗು	fear	0.453
unspeakable	ಅನಿರ್ವಚನೀಯ	fear	0.453
wail	ಉಗುರು	fear	0.453
straits	ಸ್ಟ್ರೈಟ್ಸ್	fear	0.453
indoctrination	ಉಪದೇಶ	fear	0.453
apprehension	ಆತಂಕ	fear	0.453
batter	ಬ್ಯಾಟರ್	fear	0.453
arraignment	ಜೋಡಣೆ	fear	0.450
urgent	ತುರ್ತು	fear	0.450
tramp	ಅಲೆಮಾರಿ	fear	0.440
stress	ಒತ್ತಡ	fear	0.439
behemoth	ಬೆಹೆಮೊಥ್	fear	0.439
dominate	ಪ್ರಾಬಲ್ಯ	fear	0.438
targeting	ಗುರಿ	fear	0.438
broke	ಮುರಿಯಿತು	fear	0.438
looming	ನೆರಳು	fear	0.438
tribunal	ಟ್ರಿಬ್ಯೂನಲ್	fear	0.438
debacle	ಡೆಬಾಕಲ್	fear	0.438
forfeiture	ಮುಟ್ಟುಗೋಲು	fear	0.438
dislocated	ಸ್ಥಳಾಂತರಿಸಲಾಯಿತು	fear	0.438
infirmity	ದುರ್ಬಲತೆ	fear	0.438
impermeable	ಅಪರಿಮಿತ	fear	0.438
predicament	ಸಂಕಟ	fear	0.438
falter	ತಗ್ಗಿಸು	fear	0.438
displaced	ಸ್ಥಳಾಂತರಗೊಂಡಿದೆ	fear	0.438
concealed	ಮರೆಮಾಡಲಾಗಿದೆ	fear	0.438
illegitimate	ನ್ಯಾಯಸಮ್ಮತವಲ್ಲದ	fear	0.438
unprepared	ಸಿದ್ಧವಿಲ್ಲದ	fear	0.438
scarcity	ಕೊರತೆ	fear	0.438
wince	ವಿನ್ಸ್	fear	0.438
mace	ಮಸುಕು	fear	0.438
expel	ಉಚ್ಚಾಟಿಸಿ	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	ತಡೆಯೊಡ್ಡಿರಿ	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	ಹೊರತೆಗೆಯಲಾದ	fear	0.438
dentists	ದಂತವೈದ್ಯರು	fear	0.438
irreconcilable	ಸರಿಪಡಿಸಲಾಗದ	fear	0.438
bewildered	ಬಿಯಾಲ್ಡ್ಡ್	fear	0.438
indomitable	ಅದಮ್ಯ	fear	0.438
rheumatism	ಸಂಧಿವಾತ	fear	0.438
accidental	ಆಕಸ್ಮಿಕ	fear	0.438
prick	ಚುಚ್ಚು	fear	0.438
entangled	ಸಿಕ್ಕಿಹಾಕಿಕೊಂಡು	fear	0.438
atrophy	ಕ್ಷೀಣತೆ	fear	0.438
asp	ಎಎಸ್ಪಿ	fear	0.438
perverse	ವ್ಯತಿರಿಕ್ತವಾಗಿದೆ	fear	0.438
cabal	ಕಬಲ್	fear	0.438
yell	ಕೂಗು	fear	0.438
gasping	ಕೊಳೆತ	fear	0.438
probation	ಪರೀಕ್ಷಣೆ	fear	0.438
accuser	ಆರೋಪಿಸು	fear	0.438
insulting	ಅವಮಾನ	fear	0.435
mysterious	ನಿಗೂಢ	fear	0.435
halting	ನಿಲ್ಲಿಸಲಾಗುತ್ತಿದೆ	fear	0.435
rebels	ಬಂಡುಕೋರರು	fear	0.435
repulsion	ವಿಕರ್ಷಣ	fear	0.431
glare	ಬೆಳಕು	fear	0.430
punitive	ದಂಡನಾತ್ಮಕ	fear	0.425
sordid	ಅಸ್ವಸ್ಥ	fear	0.425
stake	ಪಾಲನ್ನು	fear	0.423
tempest	ಚಂಡಮಾರುತ	fear	0.423
ultimatum	ಅಲ್ಟಿಮೇಟಮ್	fear	0.422
reticent	ಹಿಡಿದಿಡುವಿಕೆ	fear	0.422
bayonet	ಬಯೋನೆಟ್	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	ಅಮಾನತು	fear	0.422
lament	ದುಃಖ	fear	0.422
burdensome	ಭಾರವಾದ	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	ಉತ್ತುಂಗಕ್ಕೇರಿತು	fear	0.422
coyote	ಕೊಯೊಟೆ	fear	0.422
deleterious	ಹಾನಿಕರ	fear	0.422
dissident	ಭಿನ್ನಮತೀಯ	fear	0.422
varicella	ವರ್ಸಿಲ್ಲಾ	fear	0.422
wilderness	ಕಾಡು	fear	0.422
delusion	ಭ್ರಮೆ	fear	0.422
bigot	ದೊಡ್ಡ ವ್ಯಕ್ತಿ	fear	0.422
unsteady	ಅಸ್ಥಿರ	fear	0.422
stresses	ಒತ್ತಡಗಳು	fear	0.422
offense	ಅಪರಾಧ	fear	0.422
heathen	ಅಶ್ವಾರೋಹಿ	fear	0.422
prowl	ಸಂಚು	fear	0.422
troll	ರಾಕ್ಷಸನು	fear	0.422
infamous	ಕುಖ್ಯಾತ	fear	0.422
disappear	ಕಣ್ಮರೆಯಾಗುತ್ತದೆ	fear	0.422
depress	ಖಿನ್ನತೆ	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	ಅಸ್ವಾಭಾವಿಕ	fear	0.422
usurped	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು	fear	0.422
steal	ಕದಿಯಲು	fear	0.422
anathema	ಮುಗ್ಧತೆ	fear	0.422
fainting	ಮೂರ್ಛೆ	fear	0.422
alien	ಪರಕೀಯ	fear	0.422
extrajudicial	ಅನ್ಯಾಯದ	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	ಹೈಡ್ರಾ	fear	0.422
adversity	ಪ್ರತಿಕೂಲತೆ	fear	0.418
ineptitude	ಅನುಚಿತತೆ	fear	0.417
outsider	ಹೊರಗಿನವನು	fear	0.413
ugliness	ವಿಕಾರತೆ	fear	0.410
vulture	ರಣಹದ್ದು	fear	0.410
immoral	ಅನೈತಿಕ	fear	0.410
scar	ಗಾಯದ ಗುರುತು	fear	0.406
stressful	ಒತ್ತಡದ	fear	0.406
screech	ತಿರುಚು	fear	0.406
wary	ಜಾಗರೂಕ	fear	0.406
disgust	ಅಸಹ್ಯ	fear	0.406
stressing	ಒತ್ತಿ	fear	0.406
deport	ಗಡೀಪಾರು	fear	0.406
nausea	ವಾಕರಿಕೆ	fear	0.406
resection	ವಿಯೋಜನೆ	fear	0.406
blackout	ಬ್ಲ್ಯಾಕೌಟ್	fear	0.406
disallowed	ಅನುಮತಿಸಲಾಗಿಲ್ಲ	fear	0.406
insolvent	ದಿವಾಳಿ	fear	0.406
dismissal	ವಜಾ	fear	0.406
omnipotence	ಸರ್ವಶ್ರೇಷ್ಠತೆ	fear	0.406
possession	ಸ್ವಾಧೀನ	fear	0.406
tearful	ಕಣ್ಣೀರಿನ	fear	0.406
disorder	ಅಸ್ವಸ್ಥತೆ	fear	0.406
squall	ಗುಂಡು ಹಾರಿಸು	fear	0.406
dominant	ಪ್ರಾಬಲ್ಯ	fear	0.406
disabled	ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ	fear	0.406
drones	ಡ್ರೋನ್ಸ್	fear	0.406
recklessness	ಅಜಾಗರೂಕತೆ	fear	0.406
escape	ತಪ್ಪಿಸಿಕೊಳ್ಳಲು	fear	0.406
distressed	ತೊಂದರೆಗೀಡಾದ	fear	0.406
claw	ಪಂಜ	fear	0.406
stretcher	ಸ್ಟ್ರೆಚರ್	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	ಪ್ರಾಯಶ್ಚಿತ್ತ	fear	0.406
weakly	ದುರ್ಬಲವಾಗಿ	fear	0.406
rubble	ಅವಶೇಷಗಳು	fear	0.406
whimper	ವಿಂಪರ್	fear	0.406
ghetto	ಘೆಟ್ಟೋ	fear	0.406
socialism	ಸಮಾಜವಾದ	fear	0.405
conspiracy	ಪಿತೂರಿ	fear	0.400
toughness	ಕಠಿಣತೆ	fear	0.400
defection	ಪಕ್ಷಾಂತರ	fear	0.398
absence	ಅನುಪಸ್ಥಿತಿಯಲ್ಲಿ	fear	0.396
moan	ಮೋನ್	fear	0.394
crusade	ಕ್ರುಸೇಡ್	fear	0.392
radon	ರೇಡಾನ್	fear	0.391
lose	ಕಳೆದುಕೊಳ್ಳಿ	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	ಸಂಶಯಾಸ್ಪದ	fear	0.391
unemployed	ನಿರುದ್ಯೋಗಿ	fear	0.391
reject	ತಿರಸ್ಕರಿಸಿ	fear	0.391
excitation	ಉದ್ರೇಕ	fear	0.391
xanax	xanax	fear	0.391
stifled	ಹತ್ತಿಕ್ಕಿತು	fear	0.391
scarecrow	ಗುಮ್ಮ	fear	0.391
concealment	ಮರೆಮಾಚುವಿಕೆ	fear	0.391
conquer	ವಶಪಡಿಸಿಕೊಳ್ಳಿ	fear	0.391
discrimination	ತಾರತಮ್ಯ	fear	0.391
diagnosis	ರೋಗನಿರ್ಣಯ	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	ಉರುಲು	fear	0.391
separation	ಬೇರ್ಪಡಿಸುವಿಕೆ	fear	0.391
overt	ಬಹಿರಂಗ	fear	0.391
urgency	ತುರ್ತು	fear	0.391
musket	ಮಸ್ಕೆಟ್	fear	0.391
unrest	ಅಶಾಂತಿ	fear	0.391
descent	ಮೂಲದವರು	fear	0.391
avoiding	ತಪ್ಪಿಸುವುದು	fear	0.391
cyst	ಚೀಲ	fear	0.391
gulp	ಗಲ್ಪ್	fear	0.391
procedure	ವಿಧಾನ	fear	0.391
submission	ಸಲ್ಲಿಕೆ	fear	0.391
hardened	ಗಟ್ಟಿಯಾದ	fear	0.391
refutation	ಖಂಡನೆ	fear	0.391
repellent	ನಿವಾರಕ	fear	0.391
cleave	ಅಂಟಿಸು	fear	0.391
suspicion	ಅನುಮಾನ	fear	0.391
poverty	ಬಡತನ	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	ದಿವಾಳಿತನ	fear	0.391
mental	ಮಾನಸಿಕ	fear	0.391
theocratic	ದೇವತಾವಾದಿ	fear	0.391
spaz	ಸ್ಪಾಝ್	fear	0.391
brimstone	ಗಂಧಕ	fear	0.391
throb	ಥ್ರೋಬ್	fear	0.388
outcast	ಬಹಿಷ್ಕೃತ	fear	0.388
orc	orc	fear	0.388
disapprove	ನಿರಾಕರಿಸು	fear	0.380
dontpanic	ಡೋಂಟ್ಪ್ಯಾನಿಕ್	fear	0.378
plea	ಮನವಿ	fear	0.377
withdrawals	ಹಿಂಪಡೆಯುವಿಕೆಗಳು	fear	0.377
pressure	ಒತ್ತಡ	fear	0.375
grieve	ದುಃಖ	fear	0.375
frigate	ಫ್ರಿಗೇಟ್	fear	0.375
kerosene	ಸೀಮೆಎಣ್ಣೆ	fear	0.375
nauseous	ವಾಕರಿಕೆ	fear	0.375
khan	ಖಾನ್	fear	0.375
expose	ಬಹಿರಂಗಪಡಿಸು	fear	0.375
ocd	ಒಸಿಡಿ	fear	0.375
sneaking	ಗುಟ್ಟಿನಲ್ಲಿ	fear	0.375
embarrassment	ಮುಜುಗರ	fear	0.375
bankrupt	ದಿವಾಳಿ	fear	0.375
dissolution	ವಿಸರ್ಜನೆ	fear	0.375
dentistry	ಡೆಂಟಿಸ್ಟ್ರಿ	fear	0.375
edict	ಶಾಸನ	fear	0.375
bunker	ಬಂಕರ್	fear	0.375
antsy	ಹುಲ್ಲುಗಾವಲು	fear	0.375
chasm	ಕಮರಿ	fear	0.375
escaped	ತಪ್ಪಿಸಿಕೊಂಡ	fear	0.375
whirlpool	ವಿರ್ಲ್ಪೂಲ್	fear	0.375
interrogate	ಪ್ರಶ್ನಿಸು	fear	0.375
psychological	ಮಾನಸಿಕ	fear	0.375
obligor	ಕಡ್ಡಾಯ	fear	0.375
misconception	ತಪ್ಪು ಅಭಿಪ್ರಾಯ	fear	0.375
military	ಮಿಲಿಟರಿ	fear	0.375
suspected	ಶಂಕಿಸಲಾಗಿದೆ	fear	0.375
locust	ಲೋಕಸ್ಟ್	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	ಕೆಟ್ಟದು	fear	0.375
coldness	ಶೀತಲತೆ	fear	0.375
taunt	ಅಸಮಾಧಾನ	fear	0.375
obi	ಓಬಿ	fear	0.375
flu	ಜ್ವರ	fear	0.375
barricade	ತಡೆಗಟ್ಟು	fear	0.375
chimera	ಚಿಮರಾ	fear	0.375
sultan	ಸುಲ್ತಾನ್	fear	0.375
repellant	ನಿರೋಧಕ	fear	0.373
unknown	ಅಜ್ಞಾತ	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ಅಸೂಯೆ	fear	0.365
mug	ಚೊಂಬು	fear	0.359
consternation	ದಿಗ್ಭ್ರಮೆ	fear	0.359
rebel	ಬಂಡಾಯ	fear	0.359
conquest	ವಿಜಯ	fear	0.359
mournful	ಮೌರ್ನ್ಫುಲ್	fear	0.359
concerned	ಸಂಬಂಧಪಟ್ಟ	fear	0.359
mandamus	ಮಾಂಡಮಸ್	fear	0.359
onedge	ಅಂಚಿನಲ್ಲಿ	fear	0.359
recurring	ಮರುಕಳಿಸುವ	fear	0.359
jaundice	ಕಾಮಾಲೆ	fear	0.359
sectarian	ಪಂಥೀಯ	fear	0.359
desert	ಮರುಭೂಮಿ	fear	0.359
cur	ಕರ್	fear	0.359
difficult	ಕಷ್ಟ	fear	0.359
stint	ನಿಗದಿತ	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	ಡಾರ್ಟ್	fear	0.359
spike	ಸ್ಪೈಕ್	fear	0.359
timid	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ	fear	0.359
wasting	ವ್ಯರ್ಥ	fear	0.359
bottomless	ತಳವಿಲ್ಲದ	fear	0.359
warned	ಎಚ್ಚರಿಕೆ	fear	0.359
protestant	ಪ್ರತಿಭಟನಾಕಾರ	fear	0.359
contempt	ತಿರಸ್ಕಾರ	fear	0.359
exam	ಪರೀಕ್ಷೆ	fear	0.359
depreciation	ಸವಕಳಿ	fear	0.359
anomaly	ಅಸಂಗತತೆ	fear	0.359
rejects	ತಿರಸ್ಕರಿಸುತ್ತದೆ	fear	0.359
pessimism	ನಿರಾಶಾವಾದ	fear	0.359
revolution	ಕ್ರಾಂತಿ	fear	0.359
formidable	ಅಸಾಧಾರಣ	fear	0.359
burke	ಬರ್ಕ್	fear	0.359
cautionary	ಎಚ್ಚರಿಕೆಯಿಂದ	fear	0.359
headaches	ತಲೆನೋವು	fear	0.359
bankruptcy	ದಿವಾಳಿತನದ	fear	0.359
government	ಸರ್ಕಾರ	fear	0.359
measles	ದಡಾರ	fear	0.359
languishing	ಭಾಯ್	fear	0.358
constrain	ನಿರ್ಬಂಧಿಸು	fear	0.358
bane	ಬೇನ್	fear	0.356
impeach	ಇಂಪೀಚ್	fear	0.354
warden	ವಾರ್ಡನ್	fear	0.354
adverse	ಪ್ರತಿಕೂಲ	fear	0.352
lawyer	ವಕೀಲ	fear	0.349
libel	ಮಾನನಷ್ಟ	fear	0.348
retrenchment	ಮರುಪರಿಶೀಲನೆ	fear	0.345
imminent	ಸನ್ನಿಹಿತ	fear	0.345
unjustifiable	ಅಸಮರ್ಥನೀಯ	fear	0.344
knell	ಮಂಕು	fear	0.344
contentious	ವಿವಾದಾತ್ಮಕ	fear	0.344
opposed	ವಿರೋಧಿಸಿದರು	fear	0.344
shame	ಅವಮಾನ	fear	0.344
avoidance	ತಪ್ಪಿಸುವುದು	fear	0.344
resistant	ನಿರೋಧಕ	fear	0.344
discipline	ಶಿಸ್ತು	fear	0.344
defy	ನಿರಾಕರಿಸು	fear	0.344
belittle	ಕ್ಷುಲ್ಲಕ	fear	0.344
fanaticism	ಮತಾಂಧತೆ	fear	0.344
bearish	ಕರಡಿ	fear	0.344
opium	ಅಫೀಮು	fear	0.344
sorrow	ದುಃಖ	fear	0.344
mri	ಶ್ರೀಮತಿ	fear	0.344
shaky	ಅಲುಗಾಡುತ್ತಿದೆ	fear	0.344
hiss	ಅವನ	fear	0.344
loneliness	ಒಂಟಿತನ	fear	0.344
swerve	ತಿರುಗಿಸು	fear	0.344
taboo	ನಿಷೇಧ	fear	0.344
reckless	ಅಜಾಗರೂಕ	fear	0.344
obstacle	ಅಡಚಣೆ	fear	0.344
launches	ಪ್ರಾರಂಭಿಸುತ್ತದೆ	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	ತೀರ್ಪು	fear	0.344
servile	ಸೇವೆಯುಳ್ಳ	fear	0.344
hesitation	ಅಡತಡೆ	fear	0.344
evade	ತಪ್ಪಿಸಿಕೊಳ್ಳಿ	fear	0.344
recession	ಹಿಂಜರಿತ	fear	0.344
eel	ಈಲ್	fear	0.344
shortage	ಕೊರತೆ	fear	0.344
pest	ಕೀಟ	fear	0.344
cutter	ಕಟ್ಟರ್	fear	0.344
psych	ಮನೋಭಾವ	fear	0.344
parachute	ಧುಮುಕುಕೊಡೆ	fear	0.344
disrespectful	ಅಗೌರವ	fear	0.343
phalanx	phalanx	fear	0.342
creature	ಜೀವಿ	fear	0.340
mortgage	ಅಡಮಾನ	fear	0.331
specter	ಭೀತಿ	fear	0.331
enigmatic	ನಿಗೂಢವಾದ	fear	0.329
caution	ಎಚ್ಚರಿಕೆ	fear	0.328
police	ಪೊಲೀಸರು	fear	0.328
shank	ಶ್ಯಾಂಕ್	fear	0.328
undesirable	ಅನಪೇಕ್ಷಿತ	fear	0.328
shutdown	ಮುಚ್ಚಲಾಯಿತು	fear	0.328
dike	ಡೈಕ್	fear	0.328
subordinate	ಅಧೀನ	fear	0.328
gametime	ಆಟದ ಸಮಯ	fear	0.328
remove	ತೆಗೆದುಹಾಕಿ	fear	0.328
smut	ಕೊಳೆತ	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	ಅಪಘಾತ	fear	0.328
loom	ಮಗ್ಗ	fear	0.328
supremacy	ಅಧಿಕಾರ	fear	0.328
unlucky	ದುರದೃಷ್ಟಕರ	fear	0.328
quash	ಕ್ವಾಶ್	fear	0.328
hives	ಜೇನುಗೂಡುಗಳು	fear	0.328
wimp	ದುರ್ವಾಸನೆ	fear	0.328
gladiator	ಕತ್ತಿಮಲ್ಲ	fear	0.328
feeling	ಭಾವನೆ	fear	0.328
dominion	ಡೊಮಿನಿಯನ್	fear	0.328
encumbrance	ಎನ್ಕಂಪ್ರನ್ಸ್	fear	0.328
adrift	ಅಲೆಯುವ	fear	0.328
defendant	ಪ್ರತಿವಾದಿ	fear	0.328
outpost	ಹೊರಠಾಣೆ	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	ಪ್ರಜ್ಞಾಶೂನ್ಯ	fear	0.328
wrongly	ತಪ್ಪಾಗಿ	fear	0.328
bugaboo	ಬಗ್ಬೂ	fear	0.328
weirdo	ವಿಲಕ್ಷಣ	fear	0.328
ethereal	ಅಲೌಕಿಕ	fear	0.328
scarce	ವಿರಳ	fear	0.327
unsettled	ಸರಿಪಡಿಸಲಾಗದ	fear	0.327
antisocial	ಸಮಾಜವಿರೋಧಿ	fear	0.324
astray	ದಾರಿತಪ್ಪಿಸು	fear	0.320
vigilant	ಜಾಗರೂಕ	fear	0.319
socialist	ಸಮಾಜವಾದಿ	fear	0.318
halter	ಹಲ್ಟರ್	fear	0.318
pessimist	ನಿರಾಶಾವಾದಿ	fear	0.317
pacing	ಹೆಜ್ಜೆದಾಪು	fear	0.316
opponent	ಎದುರಾಳಿ	fear	0.312
discontinuity	ಸ್ಥಗಿತತೆ	fear	0.312
conspire	ಪಿತೂರಿ	fear	0.312
trickery	ಮೋಸಗಾರಿಕೆ	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	ಏಕಾಂತತೆ	fear	0.312
whirlwind	ಸುಂಟರಗಾಳಿ	fear	0.312
unexpected	ಅನಿರೀಕ್ಷಿತ	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	ತಂತ್ರ	fear	0.312
muzzle	ಮೂತಿ	fear	0.312
blight	ರೋಗ	fear	0.312
foreigner	ವಿದೇಶಿ	fear	0.312
chargeable	ವಿಧಿಸಲಾಗುವುದು	fear	0.312
laxative	ವಿರೇಚಕ	fear	0.312
clinical	ಪ್ರಾಯೋಗಿಕ	fear	0.312
dentist	ದಂತವೈದ್ಯರು	fear	0.312
therapist	ಚಿಕಿತ್ಸಕ	fear	0.312
deadline	ಗಡುವು	fear	0.312
bewilderment	ಮೋಡಿ ಮಾಡುವಿಕೆ	fear	0.312
litigate	ವಿಚಾರಣೆ	fear	0.312
nether	ಕೆಳಗೆ	fear	0.312
thorny	ಮುಳ್ಳಿನ	fear	0.312
valium	ವ್ಯಾಲಿಯಮ್	fear	0.312
powerful	ಪ್ರಬಲ	fear	0.312
uneasy	ಅಹಿತಕರ	fear	0.312
unkind	ನಿರ್ದಯ	fear	0.312
ordnance	ದೌರ್ಜನ್ಯ	fear	0.312
wimpy	ದುರ್ಬಲವಾದ ಯಾ ಅಸಮರ್ಥನಾದ	fear	0.312
overthinking	ಅತಿಯಾದ ಚಿಂತನೆ	fear	0.309
doubts	ಅನುಮಾನಗಳು	fear	0.308
seriousness	ಗಂಭೀರತೆ	fear	0.305
irrational	ಅಭಾಗಲಬ್ಧ	fear	0.305
erase	ಅಳಿಸು	fear	0.303
teasing	ಕೆರಳಿಸುವುದು	fear	0.303
razor	ರೇಜರ್	fear	0.303
sweating	ಬೆವರುವುದು	fear	0.298
reluctant	ಇಷ್ಟವಿರಲಿಲ್ಲ	fear	0.297
mage	ಮಂತ್ರವಾದಿ	fear	0.297
crouching	ಕೂಗು	fear	0.297
warning	ಎಚ್ಚರಿಕೆ	fear	0.297
endless	ಅಂತ್ಯವಿಲ್ಲದ	fear	0.297
adjudicate	ನಿರ್ಣಯಿಸು	fear	0.297
bale	ಬೇಲ್	fear	0.297
inflation	ಹಣದುಬ್ಬರ	fear	0.297
giant	ದೈತ್ಯ	fear	0.297
auditor	ಆಡಿಟರ್	fear	0.297
medical	ವೈದ್ಯಕೀಯ	fear	0.297
swamp	ಜೌಗು	fear	0.297
bitch	ಬಿಚ್	fear	0.297
mislead	ತಪ್ಪಾಗಿ	fear	0.297
weighty	ಭಾರವಾದ	fear	0.297
avoid	ತಪ್ಪಿಸಲು	fear	0.297
depreciated	ಖಿನ್ನತೆ	fear	0.297
flounder	ಫ್ಲೌಂಡರ್	fear	0.297
deflation	ಹಣದುಬ್ಬರವಿಳಿತ	fear	0.297
unsurpassed	ಮೀರದ	fear	0.297
dashed	ಬಿಡಿ	fear	0.297
hide	ಮರೆಮಾಡಿ	fear	0.297
timidity	ಅಂಜುಬುರುಕವಾಗಿರುತ್ತದೆ	fear	0.297
deluge	ಪ್ರವಾಹ	fear	0.287
disinformation	ಅಸಮಾಧಾನ	fear	0.286
court	ನ್ಯಾಯಾಲಯ	fear	0.284
aversion	ತಿರಸ್ಕಾರ	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	ಸ್ನೇಹಪರ	fear	0.281
remains	ಉಳಿದಿದೆ	fear	0.281
discourage	ನಿರುತ್ಸಾಹಗೊಳಿಸು	fear	0.281
