word	Hungarian-hu	emotion	emotion-intensity-score
towering	toronymagas	fear	0.500
blob	folt	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	instabilitás	fear	0.500
prohibited	tiltott	fear	0.500
brute	állat	fear	0.500
suppress	elnyom	fear	0.500
infarct	infarktus	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	vadászat	fear	0.500
wasp	darázs	fear	0.500
cliff	szikla	fear	0.500
frenetic	őrületes	fear	0.500
squeamish	finnyás	fear	0.500
mistrust	bizalmatlanság	fear	0.500
raving	dühöngő	fear	0.500
premeditated	szándékos	fear	0.500
intolerant	türelmetlen	fear	0.500
subvert	felforgat	fear	0.500
illegal	illegális	fear	0.500
scalpel	sebészkés	fear	0.500
vertigo	szédülés	fear	0.500
madden	megőrjít	fear	0.500
odious	utálatos	fear	0.500
ruined	romos	fear	0.500
constraint	kényszer	fear	0.500
suppression	elnyomás	fear	0.500
defiance	ellenszegülés	fear	0.500
prayforme	imádkozz értem	fear	0.500
surrender	megadás	fear	0.500
sinful	bűnös	fear	0.500
woe	szomorúság	fear	0.491
perjury	hamis eskü	fear	0.484
worse	rosszabb	fear	0.484
syringe	fecskendő	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	rágalmazás	fear	0.484
cutting	vágás	fear	0.484
warrior	harcos	fear	0.484
restriction	korlátozás	fear	0.484
indefensible	védhetetlen	fear	0.484
palpitations	szívdobogás	fear	0.484
retard	retard	fear	0.484
lash	ostorcsapás	fear	0.484
flinch	hátrál	fear	0.484
lion	oroszlán	fear	0.484
ravine	szakadék	fear	0.484
cracked	repedt	fear	0.484
shiver	reszket	fear	0.484
insecurity	bizonytalanság	fear	0.484
rat	patkány	fear	0.484
ohno	Óh ne	fear	0.484
fiend	ördög	fear	0.484
jumpy	ideges	fear	0.484
hallucination	hallucináció	fear	0.484
poaching	orvvadászat	fear	0.484
dishonor	becstelenség	fear	0.484
dismay	döbbenet	fear	0.484
accusing	vádló	fear	0.484
ambulance	mentőautó	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	válás	fear	0.484
ravenous	falánk	fear	0.484
disgusting	undorító	fear	0.484
rabble	csőcselék	fear	0.484
slam	bevág	fear	0.484
hospital	kórház	fear	0.484
coerce	kényszerít	fear	0.484
endemic	helyi	fear	0.484
prejudiced	előítéletes	fear	0.484
blackness	feketeség	fear	0.484
armor	páncél	fear	0.484
worrying	aggasztó	fear	0.484
indictment	vádirat	fear	0.484
hate	gyűlölet	fear	0.484
freakish	szeszélyes	fear	0.484
hearse	halottas kocsi	fear	0.484
intrusion	behatolás	fear	0.484
inspection	ellenőrzés	fear	0.483
sinner	bűnös	fear	0.483
averse	idegenkedő	fear	0.483
missing	hiányzó	fear	0.474
despairing	kétségbeesett	fear	0.474
darken	elsötétít	fear	0.471
austere	szigorú	fear	0.470
animosity	ellenségeskedés	fear	0.469
fret	ingerültség	fear	0.469
fever	láz	fear	0.469
illegality	jogellenesség	fear	0.469
accused	vádlott	fear	0.469
criticize	kritizál	fear	0.469
scrapie	súrlókóros	fear	0.469
jaws	pofák	fear	0.469
depressed	nyomott	fear	0.469
armored	páncélozott	fear	0.469
indict	vádol	fear	0.469
aftermath	utóhatás	fear	0.469
precipice	szakadék	fear	0.469
regime	rezsim	fear	0.469
fierce	vad	fear	0.469
breakdown	bontás	fear	0.469
quiver	reszket	fear	0.469
admonition	figyelmeztetés	fear	0.469
foreclose	lefoglal	fear	0.469
revoke	visszavon	fear	0.469
superstition	babona	fear	0.469
overwhelmed	túlterheltek	fear	0.469
subversion	felforgatás	fear	0.469
idolatry	bálványimádás	fear	0.469
asteroid	kisbolygó	fear	0.469
toothache	fogfájás	fear	0.469
inmate	bennlakó	fear	0.469
decomposition	bomlás	fear	0.469
sinking	süllyedő	fear	0.469
intrusive	tolakodó	fear	0.469
soulless	lelketlen	fear	0.469
infidelity	hitetlenség	fear	0.469
nervous	ideges	fear	0.469
thresh	csépel	fear	0.469
startle	megijeszt	fear	0.469
unhealthy	egészségtelen	fear	0.469
spear	lándzsa	fear	0.468
nasty	csúnya	fear	0.466
worried	aggódó	fear	0.466
puma	puma	fear	0.465
thirteenth	tizenharmadik	fear	0.465
contraband	csempészet	fear	0.464
insecure	bizonytalan	fear	0.461
disturbance	zavarás	fear	0.459
denunciation	feljelentés	fear	0.456
stigma	megbélyegzés	fear	0.455
destitute	nyomorgó	fear	0.455
powerfully	erőteljesen	fear	0.454
penalty	büntetés	fear	0.453
derogatory	méltatlan	fear	0.453
spasm	görcs	fear	0.453
illicit	tiltott	fear	0.453
dinosaur	dinoszaurusz	fear	0.453
disruption	zavar	fear	0.453
lockup	bezár	fear	0.453
restrain	visszatartani	fear	0.453
rifle	puska	fear	0.453
disreputable	rosszhírű	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	figyelmeztet	fear	0.453
quandary	dilemma	fear	0.453
resisting	ellenállva	fear	0.453
rigor	szigor	fear	0.453
stranger	idegen	fear	0.453
penal	büntető	fear	0.453
grope	tapogatózva keres	fear	0.453
scold	szid	fear	0.453
orphan	árva	fear	0.453
resign	lemond	fear	0.453
hydrocephalus	hydrocephalus	fear	0.453
shrill	éles	fear	0.453
howl	üvöltés	fear	0.453
unspeakable	kimondhatatlan	fear	0.453
wail	jajgat	fear	0.453
straits	szorosok	fear	0.453
indoctrination	kiképzés	fear	0.453
apprehension	letartóztatás	fear	0.453
batter	tészta	fear	0.453
arraignment	vádirat	fear	0.450
urgent	sürgős	fear	0.450
tramp	csavargó	fear	0.440
stress	feszültség	fear	0.439
behemoth	behemót	fear	0.439
dominate	uralkodik	fear	0.438
targeting	célzás	fear	0.438
broke	törött	fear	0.438
looming	fenyegető	fear	0.438
tribunal	bíróság	fear	0.438
debacle	bukás	fear	0.438
forfeiture	elkobzás	fear	0.438
dislocated	kificamodott	fear	0.438
infirmity	gyengeség	fear	0.438
impermeable	áthatolhatatlan	fear	0.438
predicament	helyzet	fear	0.438
falter	akadozik	fear	0.438
displaced	kényszerült	fear	0.438
concealed	rejtett	fear	0.438
illegitimate	törvénytelen	fear	0.438
unprepared	felkészületlen	fear	0.438
scarcity	hiány	fear	0.438
wince	összerezzen	fear	0.438
mace	buzogány	fear	0.438
expel	kiutasítja	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	akadályozzák	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	megfosztott	fear	0.438
dentists	fogorvosok	fear	0.438
irreconcilable	összeegyeztethetetlen	fear	0.438
bewildered	megzavarodott	fear	0.438
indomitable	megszelídíthetetlen	fear	0.438
rheumatism	reuma	fear	0.438
accidental	véletlen	fear	0.438
prick	pöcs	fear	0.438
entangled	összekuszált	fear	0.438
atrophy	sorvadás	fear	0.438
asp	áspiskígyó	fear	0.438
perverse	perverz	fear	0.438
cabal	összeesküvés	fear	0.438
yell	ordít	fear	0.438
gasping	zihálás	fear	0.438
probation	próbaidő	fear	0.438
accuser	vádló	fear	0.438
insulting	sértő	fear	0.435
mysterious	rejtélyes	fear	0.435
halting	akadozó	fear	0.435
rebels	lázadók	fear	0.435
repulsion	idegenkedés	fear	0.431
glare	ragyogás	fear	0.430
punitive	büntető	fear	0.425
sordid	mocskos	fear	0.425
stake	tét	fear	0.423
tempest	vihar	fear	0.423
ultimatum	ultimátum	fear	0.422
reticent	tartózkodó	fear	0.422
bayonet	bajonett	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	felfüggesztés	fear	0.422
lament	panaszkodik	fear	0.422
burdensome	nehézkes	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	öklöző	fear	0.422
coyote	prérifarkas	fear	0.422
deleterious	káros	fear	0.422
dissident	szakadár	fear	0.422
varicella	bárányhimlő	fear	0.422
wilderness	vadon	fear	0.422
delusion	csalódás	fear	0.422
bigot	bigott	fear	0.422
unsteady	bizonytalan	fear	0.422
stresses	hangsúlyozza	fear	0.422
offense	sértés	fear	0.422
heathen	pogány	fear	0.422
prowl	portyázás	fear	0.422
troll	manó	fear	0.422
infamous	aljas	fear	0.422
disappear	eltűnik	fear	0.422
depress	nyomja	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	természetellenes	fear	0.422
usurped	bitorolt	fear	0.422
steal	lop	fear	0.422
anathema	átok	fear	0.422
fainting	ájulás	fear	0.422
alien	idegen	fear	0.422
extrajudicial	kívüli	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	balsors	fear	0.418
ineptitude	képtelenség	fear	0.417
outsider	kívülálló	fear	0.413
ugliness	csúnyaság	fear	0.410
vulture	keselyű	fear	0.410
immoral	erkölcstelen	fear	0.410
scar	sebhely	fear	0.406
stressful	stresszes	fear	0.406
screech	sikoltás	fear	0.406
wary	óvatos	fear	0.406
disgust	undor	fear	0.406
stressing	hangsúlyozva	fear	0.406
deport	deportál	fear	0.406
nausea	hányinger	fear	0.406
resection	kivágás	fear	0.406
blackout	áramszünet	fear	0.406
disallowed	nem engedélyezett	fear	0.406
insolvent	fizetésképtelen	fear	0.406
dismissal	elbocsátás	fear	0.406
omnipotence	mindenhatóság	fear	0.406
possession	birtoklás	fear	0.406
tearful	könnyes	fear	0.406
disorder	rendellenesség	fear	0.406
squall	szélroham	fear	0.406
dominant	uralkodó	fear	0.406
disabled	Tiltva	fear	0.406
drones	herék	fear	0.406
recklessness	vakmerőség	fear	0.406
escape	menekülni	fear	0.406
distressed	szomorú	fear	0.406
claw	karom	fear	0.406
stretcher	tágító	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	bűnbánat	fear	0.406
weakly	gyengén	fear	0.406
rubble	terméskő	fear	0.406
whimper	nyafogás	fear	0.406
ghetto	gettó	fear	0.406
socialism	szocializmus	fear	0.405
conspiracy	összeesküvés	fear	0.400
toughness	szívósság	fear	0.400
defection	disszidálás	fear	0.398
absence	távollét	fear	0.396
moan	nyögés	fear	0.394
crusade	keresztes hadjárat	fear	0.392
radon	radon	fear	0.391
lose	elveszít	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	kétes	fear	0.391
unemployed	munkanélküli	fear	0.391
reject	elutasít	fear	0.391
excitation	ingerlés	fear	0.391
xanax	Xanax	fear	0.391
stifled	elfojtott	fear	0.391
scarecrow	madárijesztő	fear	0.391
concealment	eltitkolás	fear	0.391
conquer	meghódítani	fear	0.391
discrimination	megkülönböztetés	fear	0.391
diagnosis	diagnózis	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	csapda	fear	0.391
separation	elválasztás	fear	0.391
overt	nyílt	fear	0.391
urgency	sürgősség	fear	0.391
musket	muskéta	fear	0.391
unrest	nyugtalanság	fear	0.391
descent	Származás	fear	0.391
avoiding	elkerülve	fear	0.391
cyst	hólyag	fear	0.391
gulp	korty	fear	0.391
procedure	eljárás	fear	0.391
submission	benyújtás	fear	0.391
hardened	edzett	fear	0.391
refutation	cáfolat	fear	0.391
repellent	visszataszító	fear	0.391
cleave	hasít	fear	0.391
suspicion	gyanú	fear	0.391
poverty	szegénység	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	fizetésképtelenség	fear	0.391
mental	szellemi	fear	0.391
theocratic	teokratikus	fear	0.391
spaz	Spaz	fear	0.391
brimstone	kénkő	fear	0.391
throb	dobog	fear	0.388
outcast	kitaszított	fear	0.388
orc	ork	fear	0.388
disapprove	elítél	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	kifogás	fear	0.377
withdrawals	kivonás	fear	0.377
pressure	nyomás	fear	0.375
grieve	bánt	fear	0.375
frigate	fregatt	fear	0.375
kerosene	kerozin	fear	0.375
nauseous	undorító	fear	0.375
khan	kán	fear	0.375
expose	tegye	fear	0.375
ocd	OCD	fear	0.375
sneaking	alattomos	fear	0.375
embarrassment	zavar	fear	0.375
bankrupt	csődbe jutott	fear	0.375
dissolution	oldódás	fear	0.375
dentistry	fogászat	fear	0.375
edict	rendelet	fear	0.375
bunker	bunker	fear	0.375
antsy	ideges	fear	0.375
chasm	szakadék	fear	0.375
escaped	megszökött	fear	0.375
whirlpool	örvény	fear	0.375
interrogate	kikérdez	fear	0.375
psychological	pszichológiai	fear	0.375
obligor	kötelezetti	fear	0.375
misconception	tévhit	fear	0.375
military	katonai	fear	0.375
suspected	feltételezett	fear	0.375
locust	sáska	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	rossz	fear	0.375
coldness	hidegség	fear	0.375
taunt	gúnyolódás	fear	0.375
obi	selyemöv	fear	0.375
flu	influenza	fear	0.375
barricade	barikád	fear	0.375
chimera	mesebeli szörny	fear	0.375
sultan	szultán	fear	0.375
repellant	visszataszító	fear	0.373
unknown	ismeretlen	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	féltékenység	fear	0.365
mug	bögre	fear	0.359
consternation	megdöbbenés	fear	0.359
rebel	lázadó	fear	0.359
conquest	hódítás	fear	0.359
mournful	gyászos	fear	0.359
concerned	az érintett	fear	0.359
mandamus	mandamus	fear	0.359
onedge	a szélén	fear	0.359
recurring	ismétlődő	fear	0.359
jaundice	sárgaság	fear	0.359
sectarian	szektariánus	fear	0.359
desert	sivatag	fear	0.359
cur	korcs	fear	0.359
difficult	nehéz	fear	0.359
stint	megszorítás	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dárda	fear	0.359
spike	tüske	fear	0.359
timid	félénk	fear	0.359
wasting	pazarlás	fear	0.359
bottomless	feneketlen	fear	0.359
warned	figyelmeztetett	fear	0.359
protestant	protestáns	fear	0.359
contempt	megvetés	fear	0.359
exam	vizsga	fear	0.359
depreciation	értékcsökkenés	fear	0.359
anomaly	anomália	fear	0.359
rejects	elutasítja	fear	0.359
pessimism	pesszimizmus	fear	0.359
revolution	forradalom	fear	0.359
formidable	félelmetes	fear	0.359
burke	elfojt	fear	0.359
cautionary	figyelmeztető	fear	0.359
headaches	fejfájás	fear	0.359
bankruptcy	csőd	fear	0.359
government	kormány	fear	0.359
measles	kanyaró	fear	0.359
languishing	bágyadás	fear	0.358
constrain	kényszerít	fear	0.358
bane	csapás	fear	0.356
impeach	felelősségre von	fear	0.354
warden	gondnok	fear	0.354
adverse	kedvezőtlen	fear	0.352
lawyer	jogász	fear	0.349
libel	rágalmazás	fear	0.348
retrenchment	csökkentés	fear	0.345
imminent	fenyegető	fear	0.345
unjustifiable	nem igazolható	fear	0.344
knell	lélekharang szava	fear	0.344
contentious	vitás	fear	0.344
opposed	ellentétes	fear	0.344
shame	szégyen	fear	0.344
avoidance	elkerülés	fear	0.344
resistant	ellenálló	fear	0.344
discipline	fegyelem	fear	0.344
defy	dacol	fear	0.344
belittle	kicsinyel	fear	0.344
fanaticism	fanatizmus	fear	0.344
bearish	mogorva	fear	0.344
opium	ópium	fear	0.344
sorrow	bánat	fear	0.344
mri	mri	fear	0.344
shaky	ingatag	fear	0.344
hiss	sziszegés	fear	0.344
loneliness	magányosság	fear	0.344
swerve	félrefordul	fear	0.344
taboo	tabu	fear	0.344
reckless	vakmerő	fear	0.344
obstacle	akadály	fear	0.344
launches	bevezetések	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	ítélet	fear	0.344
servile	szolgai	fear	0.344
hesitation	habozás	fear	0.344
evade	elkerülni	fear	0.344
recession	recesszió	fear	0.344
eel	angolna	fear	0.344
shortage	hiány	fear	0.344
pest	kártevő	fear	0.344
cutter	vágó	fear	0.344
psych	Psych	fear	0.344
parachute	ejtőernyő	fear	0.344
disrespectful	tiszteletlen	fear	0.343
phalanx	falanksz	fear	0.342
creature	teremtmény	fear	0.340
mortgage	jelzálog	fear	0.331
specter	kísértet	fear	0.331
enigmatic	rejtélyes	fear	0.329
caution	Vigyázat	fear	0.328
police	rendőrség	fear	0.328
shank	lábszár	fear	0.328
undesirable	nem kívánatos	fear	0.328
shutdown	lekapcsol	fear	0.328
dike	gát	fear	0.328
subordinate	alárendelt	fear	0.328
gametime	játékidő	fear	0.328
remove	eltávolít	fear	0.328
smut	korom	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	baleset	fear	0.328
loom	szövőszék	fear	0.328
supremacy	fölény	fear	0.328
unlucky	szerencsétlen	fear	0.328
quash	érvénytelenít	fear	0.328
hives	csalánkiütés	fear	0.328
wimp	nyúlbéla	fear	0.328
gladiator	gladiátor	fear	0.328
feeling	érzés	fear	0.328
dominion	uralom	fear	0.328
encumbrance	terhelés	fear	0.328
adrift	sodródva	fear	0.328
defendant	alperes	fear	0.328
outpost	előőrs	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	öntudatlan	fear	0.328
wrongly	helytelenül	fear	0.328
bugaboo	mumus	fear	0.328
weirdo	különc	fear	0.328
ethereal	éteri	fear	0.328
scarce	szűkös	fear	0.327
unsettled	rendezetlen	fear	0.327
antisocial	társadalomellenes	fear	0.324
astray	téves irányban	fear	0.320
vigilant	éber	fear	0.319
socialist	szocialista	fear	0.318
halter	kötőfék	fear	0.318
pessimist	pesszimista	fear	0.317
pacing	ütemezés	fear	0.316
opponent	ellenfél	fear	0.312
discontinuity	megszakítás	fear	0.312
conspire	összeesküszik	fear	0.312
trickery	trükk	fear	0.312
obsessing	megszállott	fear	0.312
seclusion	elkülönítés	fear	0.312
whirlwind	forgószél	fear	0.312
unexpected	váratlan	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	bemagol	fear	0.312
collusion	összejátszás	fear	0.312
muzzle	szájkosár	fear	0.312
blight	penész	fear	0.312
foreigner	külföldi	fear	0.312
chargeable	terhelhető	fear	0.312
laxative	hashajtó	fear	0.312
clinical	klinikai	fear	0.312
dentist	fogorvos	fear	0.312
therapist	gyógyász	fear	0.312
deadline	határidő	fear	0.312
bewilderment	zavarodottság	fear	0.312
litigate	perel	fear	0.312
nether	alsó	fear	0.312
thorny	tüskés	fear	0.312
valium	valium	fear	0.312
powerful	erős	fear	0.312
uneasy	kényelmetlen	fear	0.312
unkind	barátságtalan	fear	0.312
ordnance	lőszer	fear	0.312
wimpy	tehetetlen	fear	0.312
overthinking	átgondolás	fear	0.309
doubts	kétségek	fear	0.308
seriousness	súlyosság	fear	0.305
irrational	irracionális	fear	0.305
erase	törli	fear	0.303
teasing	ugratás	fear	0.303
razor	borotva	fear	0.303
sweating	izzadó	fear	0.298
reluctant	vonakodó	fear	0.297
mage	mágus	fear	0.297
crouching	guggoló	fear	0.297
warning	Figyelem	fear	0.297
endless	végtelen	fear	0.297
adjudicate	határozni	fear	0.297
bale	bála	fear	0.297
inflation	infláció	fear	0.297
giant	óriás	fear	0.297
auditor	könyvvizsgáló	fear	0.297
medical	orvosi	fear	0.297
swamp	ingovány	fear	0.297
bitch	kurva	fear	0.297
mislead	félrevezet	fear	0.297
weighty	súlyos	fear	0.297
avoid	elkerül	fear	0.297
depreciated	leértékelődött	fear	0.297
flounder	lepényhal	fear	0.297
deflation	defláció	fear	0.297
unsurpassed	páratlan	fear	0.297
dashed	szaggatott	fear	0.297
hide	elrejt	fear	0.297
timidity	félénkség	fear	0.297
deluge	özönvíz	fear	0.287
disinformation	hamis információ	fear	0.286
court	bíróság	fear	0.284
aversion	idegenkedés	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	barátságtalan	fear	0.281
remains	maradványok	fear	0.281
discourage	elbátortalanít	fear	0.281
cautious	óvatos	fear	0.281
oncoming	közelgő	fear	0.281
flying	repülő	fear	0.281
mistaken	téves	fear	0.281
swelling	duzzanat	fear	0.281
dwarfed	törpenövésű	fear	0.281
surveillance	felügyelet	fear	0.281
apache	apache	fear	0.281
rush	rohanás	fear	0.281
yelp	ugat	fear	0.281
cartridge	patron	fear	0.281
fortress	erőd	fear	0.281
bigoted	bigott	fear	0.281
notready	nem áll készen	fear	0.281
challenge	kihívás	fear	0.281
submitting	benyújtása	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	zavar	fear	0.281
unruly	rakoncátlan	fear	0.281
intense	erős	fear	0.279
noncompliance	meg nem felelés	fear	0.276
alerts	figyelmeztetések	fear	0.276
planes	síkok	fear	0.274
displeased	elégedetlen	fear	0.273
cop	zsaru	fear	0.273
unbridled	féktelen	fear	0.271
regiment	ezred	fear	0.266
crowds	tömegek	fear	0.266
sentence	mondat	fear	0.266
blindfold	vakon	fear	0.266
crouch	lekuporodik	fear	0.266
belt	öv	fear	0.266
hooded	csuklyás	fear	0.266
uncanny	rejtélyes	fear	0.266
cupping	köpölyözés	fear	0.266
sneak	settenkedik	fear	0.266
cloak	köpeny	fear	0.266
banger	banger	fear	0.266
affront	sértés	fear	0.266
confession	gyónás	fear	0.266
blemish	hiba	fear	0.266
posse	rendőrkülönítmény	fear	0.266
auditions	meghallgatás	fear	0.266
forgotten	elfelejtett	fear	0.266
immerse	elmerül	fear	0.266
operation	művelet	fear	0.266
elevation	magasság	fear	0.266
shanghai	shanghai	fear	0.266
hood	kapucni	fear	0.266
problem	probléma	fear	0.266
skid	csúszás	fear	0.266
insomnia	álmatlanság	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobata	fear	0.266
flurries	hózáporok	fear	0.266
force	erő	fear	0.266
spur	sarkantyú	fear	0.262
defense	védelem	fear	0.258
mortgagor	jelzálogos adós	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	fuss	fear	0.250
rascal	gazember	fear	0.250
standstill	felfüggesztési	fear	0.250
doubt	kétség	fear	0.250
cataract	vízesés	fear	0.250
repent	sajnál	fear	0.250
unfamiliar	ismeretlen	fear	0.250
delusional	téveszmés	fear	0.250
obliging	udvarias	fear	0.250
hag	boszorkány	fear	0.250
defend	megvédeni	fear	0.250
guard	őr	fear	0.250
scapegoat	bűnbak	fear	0.250
swampy	mocsaras	fear	0.250
react	reagál	fear	0.250
breakingnews	friss hírek	fear	0.250
foul	fúj	fear	0.250
spinster	aggszűz	fear	0.250
indifference	közöny	fear	0.250
sunk	elsüllyedt	fear	0.250
picket	karó	fear	0.250
insect	rovar	fear	0.250
rating	értékelés	fear	0.250
forewarned	forewarned	fear	0.250
indecisive	határozatlan	fear	0.250
stealthy	titkos	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	földelt	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	legmagasabb	fear	0.236
inequality	egyenlőtlenség	fear	0.234
rekindle	feléleszteni	fear	0.234
shrink	összezsugorodik	fear	0.234
scaffold	állvány	fear	0.234
discontent	elégedetlenség	fear	0.234
verge	határán	fear	0.234
psychiatrist	pszichiáter	fear	0.234
overdrive	agyonhajszol	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	közbenjár	fear	0.234
pinion	szárny	fear	0.234
finalized	véglegesített	fear	0.234
shelters	menedékhely	fear	0.234
sleepless	fáradhatatlan	fear	0.234
dependence	függőség	fear	0.234
chicken	csirke	fear	0.234
instinctive	ösztönös	fear	0.234
buzz	zümmögés	fear	0.234
difficulty	nehézség	fear	0.234
bee	méh	fear	0.234
insomniac	álmatlanságban szenvedő egyén	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	bak	fear	0.234
rushing	rohanó	fear	0.233
overslept	elaludt	fear	0.226
default	alapértelmezett	fear	0.226
confessional	gyóntatószék	fear	0.225
impatient	türelmetlen	fear	0.224
immigrant	bevándorló	fear	0.219
heft	súly	fear	0.219
sweat	izzad	fear	0.219
waver	habozik	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	fukar	fear	0.219
thrill	izgalom	fear	0.219
cane	nád	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	mi van ha	fear	0.219
tactics	taktika	fear	0.219
veer	irányváltozás	fear	0.219
unequal	egyenlőtlen	fear	0.219
lastminute	utolsó pillanatban	fear	0.219
jungle	dzsungel	fear	0.219
bait	csali	fear	0.219
revelations	kinyilatkoztatások	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	prognózis	fear	0.217
alertness	éberség	fear	0.216
hyped	felvillanyozott	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	kívánj szerencsét	fear	0.212
tryouts	tryouts	fear	0.210
clowns	bohócok	fear	0.207
fluctuation	ingadozás	fear	0.204
restless	nyughatatlan	fear	0.204
examination	vizsgálat	fear	0.204
intimacy	meghittség	fear	0.203
phew	phew	fear	0.203
quail	fürj	fear	0.203
hurry	siet	fear	0.203
uphill	fárasztó	fear	0.203
mighty	hatalmas	fear	0.203
birth	születés	fear	0.203
cross	kereszt	fear	0.203
help	Segítség	fear	0.203
overcome	leküzdése	fear	0.203
recesses	mélyedések	fear	0.203
acceptances	vételek	fear	0.203
fearless	rettenthetetlen	fear	0.200
ware	áru	fear	0.198
change	változás	fear	0.198
withstand	ellenáll	fear	0.197
asap	minél hamarabb	fear	0.191
owing	fizetendő	fear	0.188
gnome	törpe	fear	0.188
cautiously	óvatosan	fear	0.188
tract	traktus	fear	0.188
deadlines	határidők	fear	0.188
heighten	felemel	fear	0.188
attorney	ügyvéd	fear	0.188
bug	bogár	fear	0.188
knots	csomós	fear	0.188
fragile	törékeny	fear	0.188
rule	szabály	fear	0.188
advance	előleg	fear	0.188
intrigue	cselszövés	fear	0.188
overcoming	leküzdésében	fear	0.188
stillness	nyugalom	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	néz	fear	0.188
unorganised	szervezetlen	fear	0.188
elf	Manó	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	magányos	fear	0.183
slippery	csúszós	fear	0.181
interview	interjú	fear	0.180
everyman	minden ember	fear	0.178
speculation	spekuláció	fear	0.176
needtoknow	tudni kell	fear	0.173
assessment	értékelés	fear	0.172
competition	verseny	fear	0.172
settlor	settlor	fear	0.172
rod	rúd	fear	0.172
checkpoint	ellenőrző pont	fear	0.172
regulatory	szabályozó	fear	0.172
worship	imádat	fear	0.172
shell	héj	fear	0.172
readytogo	indulásra kész	fear	0.172
uncertain	bizonytalan	fear	0.172
unsure	bizonytalan	fear	0.172
birch	nyír-	fear	0.172
surprise	meglepetés	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pelyva	fear	0.172
composure	nyugalom	fear	0.172
interviewer	riporter	fear	0.172
less	Kevésbé	fear	0.167
coy	félénk	fear	0.162
iris	írisz	fear	0.160
audition	meghallgatás	fear	0.156
sly	ravasz	fear	0.156
legalized	legalizált	fear	0.156
intimately	bensőségesen	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	visszaszámlálás	fear	0.156
hearing	meghallgatás	fear	0.156
bases	bázisok	fear	0.156
medication	gyógyszer	fear	0.156
ceasefire	tűzszünet	fear	0.156
retirement	nyugdíjazás	fear	0.156
courageous	bátor	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	visszalép	fear	0.151
dawned	virradt	fear	0.150
censor	cenzor	fear	0.149
bailiff	végrehajtó	fear	0.147
syllabus	tanmenet	fear	0.147
gent	férfi	fear	0.141
caricature	karikatúra	fear	0.141
rationality	racionalitás	fear	0.141
cove	medence	fear	0.141
newcomer	újonc	fear	0.141
eventuality	eshetőség	fear	0.141
imagination	képzelet	fear	0.141
validity	érvényesség	fear	0.141
waiting	várakozás	fear	0.141
delay	késleltetés	fear	0.141
shy	félénk	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	tünet	fear	0.133
excite	izgat	fear	0.132
raccoon	mosómedve	fear	0.127
prevent	megelőzése	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	bohóc	fear	0.125
ahhh	ahhh	fear	0.125
hawk	sólyom	fear	0.125
campaigning	kampány	fear	0.125
