word	Corsican-co	emotion	emotion-intensity-score
quiver	quiver	fear	0.469
admonition	n'ammunizioni	fear	0.469
foreclose	foreclose	fear	0.469
revoke	revucà	fear	0.469
superstition	supersticione	fear	0.469
overwhelmed	u trè	fear	0.469
subversion	subversione	fear	0.469
idolatry	idolatrie	fear	0.469
asteroid	asteroide	fear	0.469
toothache	sapori	fear	0.469
inmate	prisenti	fear	0.469
decomposition	a descomposizzioni	fear	0.469
sinking	sdignamentu	fear	0.469
intrusive	intrusiva	fear	0.469
soulless	inmanu	fear	0.469
infidelity	infidelità	fear	0.469
nervous	nervu	fear	0.469
thresh	trumbetta	fear	0.469
startle	startle	fear	0.469
unhealthy	malsano	fear	0.469
spear	lanza	fear	0.468
nasty	sbagghianti	fear	0.466
worried	preoccupatu	fear	0.466
puma	puma	fear	0.465
thirteenth	tredicesimu	fear	0.465
contraband	cuntrabandu	fear	0.464
insecure	insecure	fear	0.461
disturbance	disturbazione	fear	0.459
denunciation	denunzia	fear	0.456
stigma	stigma	fear	0.455
destitute	in folla	fear	0.455
powerfully	forza	fear	0.454
penalty	pena	fear	0.453
derogatory	scunforti	fear	0.453
spasm	spasm	fear	0.453
illicit	illicit	fear	0.453
dinosaur	dinosaur	fear	0.453
disruption	disruption	fear	0.453
lockup	lockup	fear	0.453
restrain	restriisce	fear	0.453
rifle	fucile	fear	0.453
disreputable	disprezzu	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	avvisanu	fear	0.453
quandary	quandary	fear	0.453
resisting	resistente	fear	0.453
rigor	rigore	fear	0.453
stranger	strangeru	fear	0.453
penal	penali	fear	0.453
grope	grope	fear	0.453
scold	scold	fear	0.453
orphan	orfana	fear	0.453
resign	resignà	fear	0.453
hydrocephalus	idrocefalite	fear	0.453
shrill	shrill	fear	0.453
howl	aube	fear	0.453
unspeakable	indefinitu	fear	0.453
wail	averia	fear	0.453
straits	straits	fear	0.453
indoctrination	adoctrinamentu	fear	0.453
apprehension	apprehension	fear	0.453
batter	batter	fear	0.453
arraignment	arraignment	fear	0.450
urgent	urgente	fear	0.450
tramp	vagabunnu	fear	0.440
stress	stress	fear	0.439
behemoth	behemoth	fear	0.439
dominate	domine	fear	0.438
targeting	destinazione	fear	0.438
broke	rumpiu	fear	0.438
looming	annunzià	fear	0.438
tribunal	tribunale	fear	0.438
debacle	debacle	fear	0.438
forfeiture	perdimentu	fear	0.438
dislocated	dislocated	fear	0.438
infirmity	infirmità	fear	0.438
impermeable	impermeable	fear	0.438
predicament	situazzioni	fear	0.438
falter	falter	fear	0.438
displaced	spiazzatu	fear	0.438
concealed	eculta	fear	0.438
illegitimate	illegitime	fear	0.438
unprepared	senza preparatu	fear	0.438
scarcity	scarsizza	fear	0.438
wince	Wince	fear	0.438
mace	mace	fear	0.438
expel	scacciallu	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	obstrucir	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	striatu	fear	0.438
dentists	dentisti	fear	0.438
irreconcilable	ricunniscibile	fear	0.438
bewildered	stunatu	fear	0.438
indomitable	indomitable	fear	0.438
rheumatism	reumatismu	fear	0.438
accidental	accidintali	fear	0.438
prick	picchittà	fear	0.438
entangled	ntricciata	fear	0.438
atrophy	atrofia	fear	0.438
asp	asp	fear	0.438
perverse	perverse	fear	0.438
cabal	cabal	fear	0.438
yell	vuciata	fear	0.438
gasping	gasping	fear	0.438
probation	prova	fear	0.438
accuser	accusatore	fear	0.438
insulting	insulte	fear	0.435
mysterious	misteriosu	fear	0.435
halting	stà	fear	0.435
rebels	ribelli	fear	0.435
repulsion	repulsion	fear	0.431
glare	glare	fear	0.430
punitive	punitivu	fear	0.425
sordid	sordidu	fear	0.425
stake	staca	fear	0.423
tempest	tempesta	fear	0.423
ultimatum	ultimatum	fear	0.422
reticent	reticent	fear	0.422
bayonet	bayoneta	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	suspensjoni	fear	0.422
lament	lamentu	fear	0.422
burdensome	in burdensomi	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	sbattiri	fear	0.422
coyote	coyote	fear	0.422
deleterious	deleterious	fear	0.422
dissident	dissident	fear	0.422
varicella	varicella	fear	0.422
wilderness	desertu	fear	0.422
delusion	l 'illusione	fear	0.422
bigot	bigot	fear	0.422
unsteady	unsteady	fear	0.422
stresses	stresses	fear	0.422
offense	offisa	fear	0.422
heathen	pagani	fear	0.422
prowl	prufessiunale	fear	0.422
troll	troll	fear	0.422
infamous	infame	fear	0.422
disappear	sparisce	fear	0.422
depress	depress	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	unnaturale	fear	0.422
usurped	usurped	fear	0.422
steal	arrubbari	fear	0.422
anathema	anathema	fear	0.422
fainting	muriri	fear	0.422
alien	stranieri	fear	0.422
extrajudicial	extrajudicial	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	a cuntrarietà	fear	0.418
ineptitude	ineptitude	fear	0.417
outsider	outsider	fear	0.413
ugliness	bruttizza	fear	0.410
vulture	vulture	fear	0.410
immoral	immurali	fear	0.410
scar	scar	fear	0.406
stressful	stressful	fear	0.406
screech	screech	fear	0.406
wary	guardianu	fear	0.406
disgust	disgust	fear	0.406
stressing	sguassà	fear	0.406
deport	deport	fear	0.406
nausea	nausea	fear	0.406
resection	risección	fear	0.406
blackout	blackout	fear	0.406
disallowed	disabilitatu	fear	0.406
insolvent	insolvente	fear	0.406
dismissal	licinziamentu	fear	0.406
omnipotence	omnipotenza	fear	0.406
possession	pussessu	fear	0.406
tearful	vurpi	fear	0.406
disorder	disordine	fear	0.406
squall	chiancinu	fear	0.406
dominant	dominanti	fear	0.406
disabled	disabilitatu	fear	0.406
drones	drones	fear	0.406
recklessness	imprudenza	fear	0.406
escape	scappari	fear	0.406
distressed	distressed	fear	0.406
claw	gattu	fear	0.406
stretcher	stretcher	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	penitenza	fear	0.406
weakly	dèbuli	fear	0.406
rubble	rubble	fear	0.406
whimper	vuci	fear	0.406
ghetto	ghetto	fear	0.406
socialism	u sucialismu	fear	0.405
conspiracy	cuspirazione	fear	0.400
toughness	tenuezza	fear	0.400
defection	defection	fear	0.398
absence	assenza	fear	0.396
moan	chianci	fear	0.394
crusade	croata	fear	0.392
radon	radun	fear	0.391
lose	perde	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubious	fear	0.391
unemployed	unemployed	fear	0.391
reject	rifiutanu	fear	0.391
excitation	excitazioni	fear	0.391
xanax	xanax	fear	0.391
stifled	stifled	fear	0.391
scarecrow	scarabeci	fear	0.391
concealment	invade	fear	0.391
conquer	cunquistà	fear	0.391
discrimination	discriminazione	fear	0.391
diagnosis	diagnosi	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	rùbbrica	fear	0.391
separation	a separazione	fear	0.391
overt	abbia	fear	0.391
urgency	urgenza	fear	0.391
musket	moschetto	fear	0.391
unrest	disturbinturi	fear	0.391
descent	ascendenza	fear	0.391
avoiding	evitendu	fear	0.391
cyst	cyst	fear	0.391
gulp	gulp	fear	0.391
procedure	prucedimentu	fear	0.391
submission	suttumette	fear	0.391
hardened	enduisciu	fear	0.391
refutation	refutazione	fear	0.391
repellent	repellent	fear	0.391
cleave	ciacca	fear	0.391
suspicion	suspetti	fear	0.391
poverty	miseria	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	insolvency	fear	0.391
mental	mentale	fear	0.391
theocratic	teocrática	fear	0.391
spaz	spaz	fear	0.391
brimstone	azzurru	fear	0.391
throb	daveru	fear	0.388
outcast	pezzu	fear	0.388
orc	orc	fear	0.388
disapprove	disapprovate	fear	0.380
dontpanic	duminiu	fear	0.378
plea	motivu	fear	0.377
withdrawals	ritirati	fear	0.377
pressure	prissioni	fear	0.375
grieve	grieve	fear	0.375
frigate	fragata	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	nauseous	fear	0.375
khan	khan	fear	0.375
expose	esposi	fear	0.375
ocd	ocd	fear	0.375
sneaking	sneaking	fear	0.375
embarrassment	vrigogna	fear	0.375
bankrupt	falluta	fear	0.375
dissolution	dissoluzzioni	fear	0.375
dentistry	dentisti	fear	0.375
edict	edittu	fear	0.375
bunker	bunker	fear	0.375
antsy	annantu	fear	0.375
chasm	abissu	fear	0.375
escaped	scappu	fear	0.375
whirlpool	jacuzzi	fear	0.375
interrogate	interrogate	fear	0.375
psychological	psicologicu	fear	0.375
obligor	u bisognu	fear	0.375
misconception	cuncepimentu	fear	0.375
military	militari	fear	0.375
suspected	suspittatu	fear	0.375
locust	locust	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	male	fear	0.375
coldness	frizza	fear	0.375
taunt	taunt	fear	0.375
obi	obi	fear	0.375
flu	gripe	fear	0.375
barricade	barricata	fear	0.375
chimera	chimera	fear	0.375
sultan	sultanu	fear	0.375
repellant	repellant	fear	0.373
unknown	scunnisciutu	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	ghjilosu	fear	0.365
mug	mug	fear	0.359
consternation	consternazione	fear	0.359
rebel	ribellu	fear	0.359
conquest	cunquista	fear	0.359
mournful	mournful	fear	0.359
concerned	preoccupatu	fear	0.359
mandamus	mandamus	fear	0.359
onedge	onedge	fear	0.359
recurring	recurring	fear	0.359
jaundice	ictericia	fear	0.359
sectarian	sectarianu	fear	0.359
desert	desertu	fear	0.359
cur	cur	fear	0.359
difficult	difficiule	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dart	fear	0.359
spike	spike	fear	0.359
timid	timida	fear	0.359
wasting	mischiendu	fear	0.359
bottomless	fondu	fear	0.359
warned	avvirtiva	fear	0.359
protestant	prutestanti	fear	0.359
contempt	disprezzu	fear	0.359
exam	esame	fear	0.359
depreciation	deprezzazioni	fear	0.359
anomaly	anurmalità	fear	0.359
rejects	rifiutta	fear	0.359
pessimism	pessimisimu	fear	0.359
revolution	rivoluzione	fear	0.359
formidable	formidivoli	fear	0.359
burke	burke	fear	0.359
cautionary	cautionary	fear	0.359
headaches	sapuri	fear	0.359
bankruptcy	fallimentu	fear	0.359
government	guvernu	fear	0.359
measles	sarcellulu	fear	0.359
languishing	languishing	fear	0.358
constrain	limità	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	guvernu	fear	0.354
adverse	avversu	fear	0.352
lawyer	avvucatu	fear	0.349
libel	libbulu	fear	0.348
retrenchment	sfondate	fear	0.345
imminent	imminenti	fear	0.345
unjustifiable	unjustificabile	fear	0.344
knell	sapienti	fear	0.344
contentious	cuntzertu	fear	0.344
opposed	opposta	fear	0.344
shame	vergogna	fear	0.344
avoidance	evitàvanu	fear	0.344
resistant	resistente	fear	0.344
discipline	disciplina	fear	0.344
defy	sfida	fear	0.344
belittle	belittle	fear	0.344
fanaticism	fanaticismu	fear	0.344
bearish	bearish	fear	0.344
opium	opium	fear	0.344
sorrow	duluri	fear	0.344
mri	mri	fear	0.344
shaky	daveru	fear	0.344
hiss	hiss	fear	0.344
loneliness	solitude	fear	0.344
swerve	stancu	fear	0.344
taboo	tabù	fear	0.344
reckless	imprudente	fear	0.344
obstacle	obstacle	fear	0.344
launches	lancia	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	verità	fear	0.344
servile	servile	fear	0.344
hesitation	tìampu	fear	0.344
evade	evade	fear	0.344
recession	ricessione	fear	0.344
eel	anguilla	fear	0.344
shortage	scapizza	fear	0.344
pest	pesti	fear	0.344
cutter	cutter	fear	0.344
psych	psych	fear	0.344
parachute	parachute	fear	0.344
disrespectful	disrespectful	fear	0.343
phalanx	phalanx	fear	0.342
creature	criatura	fear	0.340
mortgage	ipoteka	fear	0.331
specter	fantastru	fear	0.331
enigmatic	enigmatic	fear	0.329
caution	cura	fear	0.328
police	Polizia	fear	0.328
shank	shank	fear	0.328
undesirable	micca indelicità	fear	0.328
shutdown	chjodi	fear	0.328
dike	dike	fear	0.328
subordinate	subordinata	fear	0.328
gametime	gametime	fear	0.328
remove	sguassate	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	misfattu	fear	0.328
loom	loom	fear	0.328
supremacy	supremazzia	fear	0.328
unlucky	sfurtunatu	fear	0.328
quash	quash	fear	0.328
hives	bugni	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiador	fear	0.328
feeling	sintimu	fear	0.328
dominion	duminiu	fear	0.328
encumbrance	encumbrance	fear	0.328
adrift	di vapeur	fear	0.328
defendant	accusatu	fear	0.328
outpost	avanzati	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	sensu	fear	0.328
wrongly	tortu	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	grùassu	fear	0.328
ethereal	impurtante	fear	0.328
scarce	pocu	fear	0.327
unsettled	inestazione	fear	0.327
antisocial	antisocial	fear	0.324
astray	miseria	fear	0.320
vigilant	vigilante	fear	0.319
socialist	sucialista	fear	0.318
halter	halter	fear	0.318
pessimist	pessimista	fear	0.317
pacing	pacing	fear	0.316
opponent	avversu	fear	0.312
discontinuity	discontinuità	fear	0.312
conspire	cuspira	fear	0.312
trickery	trickery	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	suluzione	fear	0.312
whirlwind	rivoluzione	fear	0.312
unexpected	inesperu	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	cunvinzione	fear	0.312
muzzle	musculu	fear	0.312
blight	blight	fear	0.312
foreigner	straneru	fear	0.312
chargeable	impatruniscenza	fear	0.312
laxative	laxative	fear	0.312
clinical	clinica	fear	0.312
dentist	dentista	fear	0.312
therapist	terapista	fear	0.312
deadline	a fine	fear	0.312
bewilderment	sbalordimentu	fear	0.312
litigate	litigate	fear	0.312
nether	nether	fear	0.312
thorny	spined	fear	0.312
valium	valium	fear	0.312
powerful	putenti	fear	0.312
uneasy	disgrazia	fear	0.312
unkind	unkind	fear	0.312
ordnance	articulu	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	di rivendiche	fear	0.309
doubts	dubbitu	fear	0.308
seriousness	seriori	fear	0.305
irrational	irrational	fear	0.305
erase	sguassate	fear	0.303
teasing	brame	fear	0.303
razor	razor	fear	0.303
sweating	suduri	fear	0.298
reluctant	reluctant	fear	0.297
mage	mago	fear	0.297
crouching	aghjunzione	fear	0.297
warning	avvirtimamenti	fear	0.297
endless	infinitu	fear	0.297
adjudicate	adjudicate	fear	0.297
bale	salottu	fear	0.297
inflation	inflatazioni	fear	0.297
giant	giant	fear	0.297
auditor	auditor	fear	0.297
medical	medica	fear	0.297
swamp	u swamp	fear	0.297
bitch	cagna	fear	0.297
mislead	mislead	fear	0.297
weighty	pene	fear	0.297
avoid	evitari	fear	0.297
depreciated	deprezzatu	fear	0.297
flounder	flutter	fear	0.297
deflation	difflussi	fear	0.297
unsurpassed	unsurpassed	fear	0.297
dashed	chjude	fear	0.297
hide	ammuccià	fear	0.297
timidity	timidità	fear	0.297
deluge	dilfu	fear	0.287
disinformation	disinformazione	fear	0.286
court	curti	fear	0.284
aversion	aversione	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	cunfrontu	fear	0.281
remains	ferma	fear	0.281
discourage	scuraggià	fear	0.281
cautious	prudente	fear	0.281
oncoming	avanti	fear	0.281
flying	vola	fear	0.281
mistaken	sbagliatu	fear	0.281
swelling	inzuccarà	fear	0.281
dwarfed	nanu	fear	0.281
surveillance	surviglianza	fear	0.281
apache	apache	fear	0.281
rush	a ghjallinara	fear	0.281
yelp	chjappi	fear	0.281
cartridge	cartuccia	fear	0.281
fortress	fortezza	fear	0.281
bigoted	bigoted	fear	0.281
notready	Ùn hai micca	fear	0.281
challenge	sfida	fear	0.281
submitting	sottumettenu	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	cunfusioni	fear	0.281
unruly	unruly	fear	0.281
intense	intensu	fear	0.279
noncompliance	micca cunformità	fear	0.276
alerts	alerta	fear	0.276
planes	i piani	fear	0.274
displeased	displeased	fear	0.273
cop	cop	fear	0.273
unbridled	scantu	fear	0.271
regiment	regimentu	fear	0.266
crowds	ghjente	fear	0.266
sentence	sintenza	fear	0.266
blindfold	vilucità	fear	0.266
crouch	aghjunghje	fear	0.266
belt	cintura	fear	0.266
hooded	capucha	fear	0.266
uncanny	uncanny	fear	0.266
cupping	cupping	fear	0.266
sneak	sneak	fear	0.266
cloak	mantellu	fear	0.266
banger	banger	fear	0.266
affront	affruntu	fear	0.266
confession	cunfissioni	fear	0.266
blemish	tacchino	fear	0.266
posse	posse	fear	0.266
auditions	auditions	fear	0.266
forgotten	scurdatu	fear	0.266
immerse	immerse	fear	0.266
operation	funziunamentu	fear	0.266
elevation	elevazione	fear	0.266
shanghai	shanghai	fear	0.266
hood	capu	fear	0.266
problem	prublema	fear	0.266
skid	skid	fear	0.266
insomnia	insomne	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	curruzzioni	fear	0.266
force	forza	fear	0.266
spur	spur	fear	0.262
defense	di difesa	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	curriri	fear	0.250
rascal	babbu	fear	0.250
standstill	stindificatu	fear	0.250
doubt	dubbitu	fear	0.250
cataract	cataracte	fear	0.250
repent	ripintenza	fear	0.250
unfamiliar	micca amara	fear	0.250
delusional	allualiu	fear	0.250
obliging	impegnu	fear	0.250
hag	hag	fear	0.250
defend	difende	fear	0.250
guard	guardianu	fear	0.250
scapegoat	chiuchittu	fear	0.250
swampy	swampy	fear	0.250
react	riagiriscenu	fear	0.250
breakingnews	i breaking news	fear	0.250
foul	foul	fear	0.250
spinster	spinster	fear	0.250
indifference	indiffirenza	fear	0.250
sunk	sunk	fear	0.250
picket	picket	fear	0.250
insect	nsettu	fear	0.250
rating	qualificazione	fear	0.250
forewarned	impruditu	fear	0.250
indecisive	indecisivu	fear	0.250
stealthy	stealthy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	arradicheghja	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	più altu	fear	0.236
inequality	inequalità	fear	0.234
rekindle	riavvicinassi	fear	0.234
shrink	persu	fear	0.234
scaffold	andameddu	fear	0.234
discontent	scontintu	fear	0.234
verge	verge	fear	0.234
psychiatrist	psichiatricu	fear	0.234
overdrive	annullamentu	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinioni	fear	0.234
finalized	finalizatu	fear	0.234
shelters	abitanti	fear	0.234
sleepless	interminabili	fear	0.234
dependence	a dipindenza	fear	0.234
chicken	puddastra	fear	0.234
instinctive	stintivu	fear	0.234
buzz	buzz	fear	0.234
difficulty	difficiulmente	fear	0.234
bee	apicultori	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	beccu	fear	0.234
rushing	imprudente	fear	0.233
overslept	overslept	fear	0.226
default	automaticamente	fear	0.226
confessional	cunfessionale	fear	0.225
impatient	impaciente	fear	0.224
immigrant	immigranti	fear	0.219
heft	in ligna	fear	0.219
sweat	suduri	fear	0.219
waver	fissure	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingy	fear	0.219
thrill	emozioni	fear	0.219
cane	canna	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	whatif	fear	0.219
tactics	i tacchi	fear	0.219
veer	vera	fear	0.219
unequal	inugee	fear	0.219
lastminute	lastminute	fear	0.219
jungle	jungle	fear	0.219
bait	bait	fear	0.219
revelations	revelazioni	fear	0.219
blues	blues	fear	0.219
overtired	stupitu	fear	0.218
prognosis	pronostiè	fear	0.217
alertness	viulenza	fear	0.216
hyped	prughjezzione	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	pruvatu	fear	0.210
clowns	pagliacci	fear	0.207
fluctuation	fluttuazioni	fear	0.204
restless	tranquillità	fear	0.204
examination	esame	fear	0.204
intimacy	intimità	fear	0.203
phew	phew	fear	0.203
quail	codora	fear	0.203
hurry	allestiti	fear	0.203
uphill	u cuddaru	fear	0.203
mighty	putente	fear	0.203
birth	nascita	fear	0.203
cross	croce	fear	0.203
help	aiutà	fear	0.203
overcome	suprana	fear	0.203
recesses	riposizione	fear	0.203
acceptances	accettazione	fear	0.203
fearless	scantu	fear	0.200
ware	arricoltu	fear	0.198
change	cambià	fear	0.198
withstand	sustene	fear	0.197
asap	asap	fear	0.191
owing	debuli	fear	0.188
gnome	gnome	fear	0.188
cautiously	cun prudenza	fear	0.188
tract	viaghju	fear	0.188
deadlines	i ghjorni	fear	0.188
heighten	heighten	fear	0.188
attorney	attorney	fear	0.188
bug	bug	fear	0.188
knots	nodi	fear	0.188
fragile	dilicata	fear	0.188
rule	regula	fear	0.188
advance	avanzata	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	sopra	fear	0.188
stillness	tranquillità	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	guardà	fear	0.188
unorganised	unmanned	fear	0.188
elf	elf	fear	0.185
stillwaiting	ghjuvendu	fear	0.184
lonely	solitaru	fear	0.183
slippery	sciddicinu	fear	0.181
interview	entrevista	fear	0.180
everyman	ogniman	fear	0.178
speculation	spiculazioni	fear	0.176
needtoknow	avete bisognu	fear	0.173
assessment	valutazione	fear	0.172
competition	cumpetizione	fear	0.172
settlor	settlor	fear	0.172
rod	vignetu	fear	0.172
checkpoint	puntu di cuntrollu	fear	0.172
regulatory	regulatori	fear	0.172
worship	adurà	fear	0.172
shell	cunchiglia	fear	0.172
readytogo	prumplante	fear	0.172
uncertain	incertu	fear	0.172
unsure	sicuru	fear	0.172
birch	bedu	fear	0.172
surprise	maravigghia	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	cumpusizioni	fear	0.172
interviewer	entrevistatore	fear	0.172
less	menu	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	legalizata	fear	0.156
intimately	intimamenti	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	cuntà	fear	0.156
hearing	sente	fear	0.156
bases	basi	fear	0.156
medication	medica	fear	0.156
ceasefire	cesardu focu	fear	0.156
retirement	retirement	fear	0.156
courageous	curaggiu	fear	0.154
overthinker	rizzlingu	fear	0.153
backtrack	ritornu	fear	0.151
dawned	amparatu	fear	0.150
censor	censor	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	prugramma	fear	0.147
gent	ghjente	fear	0.141
caricature	caricatura	fear	0.141
rationality	razziunalitati	fear	0.141
cove	cove	fear	0.141
newcomer	novu	fear	0.141
eventuality	eventualità	fear	0.141
imagination	imaginazione	fear	0.141
validity	validità	fear	0.141
waiting	aspittendu	fear	0.141
delay	demucrazzìa	fear	0.141
shy	timenza	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	sintumu	fear	0.133
excite	scandalizà	fear	0.132
raccoon	raccoon	fear	0.127
prevent	impediscenu	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	campagni	fear	0.125
soready	soready	fear	0.125
tryout	tentativu	fear	0.125
marry	maritari	fear	0.125
sprite	sprite	fear	0.125
swim	natari	fear	0.125
gameday	viaghjate	fear	0.125
sag	sag	fear	0.123
pharmacy	farmacia	fear	0.123
policeman	puliticanti	fear	0.121
lace	lace	fear	0.111
dreamt	sunnava	fear	0.111
holiness	santità	fear	0.109
pray	prega	fear	0.109
weight	pisu	fear	0.109
incase	in casu	fear	0.109
knot	nuddu	fear	0.109
confidence	fiducia	fear	0.109
notoriety	notoriety	fear	0.109
homework	travagliu bulu	fear	0.109
destination	destinazione	fear	0.109
bigday	bigday	fear	0.109
slender	slender	fear	0.100
undecided	undecides	fear	0.098
sympathetic	simpatichi	fear	0.097
god	diu	fear	0.094
grades	gradi	fear	0.094
loyal	fidili	fear	0.094
poise	poise	fear	0.094
treat	trattà	fear	0.094
confident	cunvinta	fear	0.094
counsellor	cunsigliu	fear	0.094
helmet	cascu	fear	0.094
case	casu	fear	0.094
locate	truvà	fear	0.094
northeast	nordeste	fear	0.088
compassion	cumpassione	fear	0.078
nurture	cultivà	fear	0.078
graduation	graduazione	fear	0.078
graded	qualificatu	fear	0.075
mum	mum	fear	0.070
infant	infant	fear	0.067
civilians	civili	fear	0.062
soulmate	ànima	fear	0.062
civilian	civili	fear	0.062
cloudiness	nuvità	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parata	fear	0.062
cash	cash	fear	0.062
journey	viaghjà	fear	0.062
guidelines	guiden	fear	0.062
youth	ghjuventù	fear	0.062
opera	opera	fear	0.057
synonymous	sinònimu	fear	0.056
praying	pricavu	fear	0.047
honest	onesta	fear	0.047
intelligence	intelligenza	fear	0.038
romance	romance	fear	0.031
lines	linii	fear	0.031
volunteer	vuluntarii	fear	0.031
obey	ubbidì	fear	0.016
happiest	più happiest	joy	0.986
happiness	felicità	joy	0.984
bliss	felicità	joy	0.971
celebrating	celebrà	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	ghjittassi	joy	0.938
loveee	loveee	joy	0.932
celebration	celebrazione	joy	0.929
awesomeness	maravigestionariu	joy	0.926
joy	gioia	joy	0.924
happily	cuntentu	joy	0.922
excitement	eccitamento	joy	0.922
euphoria	euforia	joy	0.922
fabulous	fabulosa	joy	0.922
joyous	felice	joy	0.922
exuberance	exuberanza	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	gratitenza	joy	0.914
spectacular	spettaculari	joy	0.912
merriment	maestri	joy	0.912
happydance	felice	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	felicità	joy	0.909
triumphant	triunfante	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	estasi	joy	0.906
cheerful	allegru	joy	0.906
cheer	animu	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	ririri	joy	0.891
jolly	spertu	joy	0.891
pleasures	pleasures	joy	0.891
excitation	excitazioni	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	cuntentu	joy	0.891
exhilaration	assicurazioni	joy	0.891
marvelously	maravigliosu	joy	0.881
loving	amassi	joy	0.879
joyful	felice	joy	0.879
outstanding	eccessenti	joy	0.879
blissful	felicità	joy	0.879
pleasurable	piacè	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiasivu	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	riria	joy	0.864
superb	superb	joy	0.864
wonderful	maravigliosa	joy	0.863
brilliant	brillanti	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	vitture	joy	0.859
hooray	ghjente	joy	0.859
glory	gloria	joy	0.859
celebrated	celebrata	joy	0.859
loved	amatu	joy	0.859
magnificent	magnificu	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
