word	Polish-pl	emotion	emotion-intensity-score
wimpy	wimpy	fear	0.312
overthinking	nadmierne myślenie	fear	0.309
doubts	wątpienie	fear	0.308
seriousness	powaga	fear	0.305
irrational	irracjonalny	fear	0.305
erase	wymazać	fear	0.303
teasing	dokuczanie	fear	0.303
razor	brzytwa	fear	0.303
sweating	wyzysk	fear	0.298
reluctant	niechętny	fear	0.297
mage	Mag	fear	0.297
crouching	przyczajony	fear	0.297
warning	ostrzeżenie	fear	0.297
endless	nieskończony	fear	0.297
adjudicate	orzec	fear	0.297
bale	bela	fear	0.297
inflation	inflacja	fear	0.297
giant	ogromny	fear	0.297
auditor	rewident księgowy	fear	0.297
medical	medyczny	fear	0.297
swamp	bagno	fear	0.297
bitch	suka	fear	0.297
mislead	wprowadzić w błąd	fear	0.297
weighty	ciężki	fear	0.297
avoid	uniknąć	fear	0.297
depreciated	stracił na wartości	fear	0.297
flounder	flądra	fear	0.297
deflation	deflacja	fear	0.297
unsurpassed	niezrównany	fear	0.297
dashed	przerywana	fear	0.297
hide	ukryć	fear	0.297
timidity	nieśmiałość	fear	0.297
deluge	potop	fear	0.287
disinformation	dezinformacja	fear	0.286
court	Sąd	fear	0.284
aversion	niechęć	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	nieprzyjazny	fear	0.281
remains	szczątki	fear	0.281
discourage	zniechęcać	fear	0.281
cautious	ostrożny	fear	0.281
oncoming	nadchodzący	fear	0.281
flying	latający	fear	0.281
mistaken	błędny	fear	0.281
swelling	obrzęk	fear	0.281
dwarfed	skarłowaciały	fear	0.281
surveillance	inwigilacja	fear	0.281
apache	apache	fear	0.281
rush	pośpiech	fear	0.281
yelp	skowyt	fear	0.281
cartridge	nabój	fear	0.281
fortress	twierdza	fear	0.281
bigoted	zajadły	fear	0.281
notready	nie gotowy	fear	0.281
challenge	wyzwanie	fear	0.281
submitting	przedkładający	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	zamieszanie	fear	0.281
unruly	niesforny	fear	0.281
intense	intensywny	fear	0.279
noncompliance	niezgodność	fear	0.276
alerts	ostrzeżenia	fear	0.276
planes	samoloty	fear	0.274
displeased	niezadowolony	fear	0.273
cop	policjant	fear	0.273
unbridled	nieokiełznany	fear	0.271
regiment	pułk	fear	0.266
crowds	tłumy	fear	0.266
sentence	zdanie	fear	0.266
blindfold	po omacku	fear	0.266
crouch	kucanie	fear	0.266
belt	pas	fear	0.266
hooded	zakapturzony	fear	0.266
uncanny	niesamowity	fear	0.266
cupping	bańki	fear	0.266
sneak	skradać się	fear	0.266
cloak	płaszcz	fear	0.266
banger	banger	fear	0.266
affront	afront	fear	0.266
confession	wyznanie	fear	0.266
blemish	skaza	fear	0.266
posse	oddział	fear	0.266
auditions	przesłuchania	fear	0.266
forgotten	zapomniany	fear	0.266
immerse	zanurzać	fear	0.266
operation	operacja	fear	0.266
elevation	podniesienie	fear	0.266
shanghai	Szanghaj	fear	0.266
hood	kaptur	fear	0.266
problem	problem	fear	0.266
skid	poślizg	fear	0.266
insomnia	bezsenność	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobata	fear	0.266
flurries	podmuchy	fear	0.266
force	siła	fear	0.266
spur	ostroga	fear	0.262
defense	obrona	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	biegać	fear	0.250
rascal	szelma	fear	0.250
standstill	zastój	fear	0.250
doubt	wątpić	fear	0.250
cataract	zaćma	fear	0.250
repent	żałować	fear	0.250
unfamiliar	nieznany	fear	0.250
delusional	urojeniowy	fear	0.250
obliging	uczynny	fear	0.250
hag	wiedźma	fear	0.250
defend	bronić	fear	0.250
guard	strzec	fear	0.250
scapegoat	kozioł ofiarny	fear	0.250
swampy	bagienny	fear	0.250
react	reagować	fear	0.250
breakingnews	z ostatniej chwili	fear	0.250
foul	faul	fear	0.250
spinster	stara panna	fear	0.250
indifference	obojętność	fear	0.250
sunk	zatopiony	fear	0.250
picket	szpica	fear	0.250
insect	owad	fear	0.250
rating	ocena	fear	0.250
forewarned	uprzedzony	fear	0.250
indecisive	niezdecydowany	fear	0.250
stealthy	ukradkowy	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	uziemiony	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	najwyższy	fear	0.236
inequality	nierówność	fear	0.234
rekindle	ożywiać	fear	0.234
shrink	kurczyć się	fear	0.234
scaffold	szafot	fear	0.234
discontent	niezadowolenie	fear	0.234
verge	skraj	fear	0.234
psychiatrist	psychiatra	fear	0.234
overdrive	zajeździć	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	interweniować	fear	0.234
pinion	wałek zębaty	fear	0.234
finalized	sfinalizowane	fear	0.234
shelters	schroniska	fear	0.234
sleepless	bezsenny	fear	0.234
dependence	zależność	fear	0.234
chicken	kurczak	fear	0.234
instinctive	instynktowny	fear	0.234
buzz	brzęczeć	fear	0.234
difficulty	trudność	fear	0.234
bee	pszczoła	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	bryknięcie	fear	0.234
rushing	gwałtowny	fear	0.233
overslept	zaspał	fear	0.226
default	domyślna	fear	0.226
confessional	konfesjonał	fear	0.225
impatient	Jestem cierpliwy	fear	0.224
immigrant	imigrant	fear	0.219
heft	waga	fear	0.219
sweat	pocić się	fear	0.219
waver	chwiać się	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	skąpy	fear	0.219
thrill	dreszczyk	fear	0.219
cane	trzcinowy	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	co jeśli	fear	0.219
tactics	taktyka	fear	0.219
veer	skręcać	fear	0.219
unequal	nierówny	fear	0.219
lastminute	Ostatnia minuta	fear	0.219
jungle	dżungla	fear	0.219
bait	przynęta	fear	0.219
revelations	rewelacje	fear	0.219
blues	blues	fear	0.219
overtired	przemęczony	fear	0.218
prognosis	rokowanie	fear	0.217
alertness	czujność	fear	0.216
hyped	hiper	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	życz mi szczęścia	fear	0.212
tryouts	tryouts	fear	0.210
clowns	klaunów	fear	0.207
fluctuation	fluktuacja	fear	0.204
restless	niespokojny	fear	0.204
examination	badanie	fear	0.204
intimacy	intymność	fear	0.203
phew	uff	fear	0.203
quail	Przepiórka	fear	0.203
hurry	pośpiech	fear	0.203
uphill	pod górę	fear	0.203
mighty	potężny	fear	0.203
birth	narodziny	fear	0.203
cross	krzyż	fear	0.203
help	Wsparcie	fear	0.203
overcome	przezwyciężać	fear	0.203
recesses	tajniki	fear	0.203
acceptances	akceptacje	fear	0.203
fearless	nieustraszony	fear	0.200
ware	towar	fear	0.198
change	zmiana	fear	0.198
withstand	wytrzymać	fear	0.197
asap	jak najszybciej	fear	0.191
owing	należny	fear	0.188
gnome	gnom	fear	0.188
cautiously	ostrożnie	fear	0.188
tract	traktat	fear	0.188
deadlines	terminy	fear	0.188
heighten	podnieść	fear	0.188
attorney	adwokat	fear	0.188
bug	pluskwa	fear	0.188
knots	węzłów	fear	0.188
fragile	kruchy	fear	0.188
rule	reguła	fear	0.188
advance	postęp	fear	0.188
intrigue	intryga	fear	0.188
overcoming	przezwyciężenie	fear	0.188
stillness	spokój	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	zegarek	fear	0.188
unorganised	niezorganizowany	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	samotny	fear	0.183
slippery	śliski	fear	0.181
interview	wywiad	fear	0.180
everyman	każdy	fear	0.178
speculation	spekulacja	fear	0.176
needtoknow	potrzebuję wiedzieć	fear	0.173
assessment	oszacowanie	fear	0.172
competition	zawody	fear	0.172
settlor	osadnik	fear	0.172
rod	pręt	fear	0.172
checkpoint	punkt kontrolny	fear	0.172
regulatory	regulacyjne	fear	0.172
worship	kult	fear	0.172
shell	muszla	fear	0.172
readytogo	gotowy do wyjścia	fear	0.172
uncertain	niepewny	fear	0.172
unsure	niepewny	fear	0.172
birch	brzozowy	fear	0.172
surprise	niespodzianka	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	plewy	fear	0.172
composure	opanowanie	fear	0.172
interviewer	przeprowadzający wywiad	fear	0.172
less	mniej	fear	0.167
coy	skromny	fear	0.162
iris	irys	fear	0.160
audition	przesłuchanie	fear	0.156
sly	chytry	fear	0.156
legalized	zalegalizowane	fear	0.156
intimately	intymnie	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	odliczanie	fear	0.156
hearing	przesłuchanie	fear	0.156
bases	podstawy	fear	0.156
medication	lek	fear	0.156
ceasefire	zawieszenie broni	fear	0.156
retirement	przejście na emeryturę	fear	0.156
courageous	odważny	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	wracać	fear	0.151
dawned	świtało	fear	0.150
censor	cenzor	fear	0.149
bailiff	komornik	fear	0.147
syllabus	konspekt	fear	0.147
gent	pan	fear	0.141
caricature	karykatura	fear	0.141
rationality	racjonalność	fear	0.141
cove	zatoczka	fear	0.141
newcomer	przybysz	fear	0.141
eventuality	ewentualność	fear	0.141
imagination	wyobraźnia	fear	0.141
validity	ważność	fear	0.141
waiting	Czekanie	fear	0.141
delay	opóźnienie	fear	0.141
shy	nieśmiały	fear	0.140
alreadyyyyy	jużyyyyy	fear	0.140
symptom	objaw	fear	0.133
excite	podniecać	fear	0.132
raccoon	szop pracz	fear	0.127
prevent	zapobiec	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	błazen	fear	0.125
ahhh	ahhh	fear	0.125
hawk	jastrząb	fear	0.125
campaigning	prowadzenie kampanii	fear	0.125
soready	bardzo gotowy	fear	0.125
tryout	spróbować	fear	0.125
marry	ożenić	fear	0.125
sprite	krasnoludek	fear	0.125
swim	pływać	fear	0.125
gameday	dzień gry	fear	0.125
sag	zwis	fear	0.123
pharmacy	Apteka	fear	0.123
policeman	policjant	fear	0.121
lace	koronka	fear	0.111
dreamt	śnić	fear	0.111
holiness	świętość	fear	0.109
pray	modlić się	fear	0.109
weight	waga	fear	0.109
incase	w razie	fear	0.109
knot	węzeł	fear	0.109
confidence	pewność siebie	fear	0.109
notoriety	rozgłos	fear	0.109
homework	Praca domowa	fear	0.109
destination	przeznaczenie	fear	0.109
bigday	wielki dzień	fear	0.109
slender	smukły	fear	0.100
undecided	niezdecydowany	fear	0.098
sympathetic	współczujący	fear	0.097
god	Bóg	fear	0.094
grades	klas	fear	0.094
loyal	wierny	fear	0.094
poise	opanowanie	fear	0.094
treat	leczyć	fear	0.094
confident	pewni	fear	0.094
counsellor	doradca	fear	0.094
helmet	kask	fear	0.094
case	walizka	fear	0.094
locate	Znajdź	fear	0.094
northeast	północny wschód	fear	0.088
compassion	współczucie	fear	0.078
nurture	wychowanie	fear	0.078
graduation	ukończenie szkoły	fear	0.078
graded	ocenione	fear	0.075
mum	milczący	fear	0.070
infant	Dziecko	fear	0.067
civilians	cywile	fear	0.062
soulmate	bratnia dusza	fear	0.062
civilian	cywil	fear	0.062
cloudiness	zachmurzenie	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parada	fear	0.062
cash	gotówka	fear	0.062
journey	podróż	fear	0.062
guidelines	wytyczne	fear	0.062
youth	młodość	fear	0.062
opera	opera	fear	0.057
synonymous	równoznaczny	fear	0.056
praying	modląc się	fear	0.047
honest	szczery	fear	0.047
intelligence	inteligencja	fear	0.038
romance	romans	fear	0.031
lines	kwestia	fear	0.031
volunteer	wolontariusz	fear	0.031
obey	być posłusznym	fear	0.016
happiest	najszczęśliwszy	joy	0.986
happiness	szczęście	joy	0.984
bliss	błogość	joy	0.971
celebrating	świętować	joy	0.970
jubilant	uradowany	joy	0.969
ecstatic	ekstatyczny	joy	0.954
elation	podniecenie	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	rozpromieniony	joy	0.938
loveee	kochanie	joy	0.932
celebration	uroczystość	joy	0.929
awesomeness	wspaniałość	joy	0.926
joy	radość	joy	0.924
happily	szczęśliwie	joy	0.922
excitement	podniecenie	joy	0.922
euphoria	euforia	joy	0.922
fabulous	fantastyczny	joy	0.922
joyous	radosny	joy	0.922
exuberance	wylewność	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	kochanie	joy	0.920
gratitude	wdzięczność	joy	0.914
spectacular	spektakularny	joy	0.912
merriment	wesołość	joy	0.912
happydance	radosny taniec	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	uszczęśliwiony	joy	0.909
triumphant	tryumfalny	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstaza	joy	0.906
cheerful	wesoły	joy	0.906
cheer	dopingować	joy	0.897
elated	podniecony	joy	0.894
lovethis	kocham to	joy	0.891
laugh	śmiech	joy	0.891
jolly	wesoły	joy	0.891
pleasures	przyjemności	joy	0.891
excitation	pobudzenie	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	zachwycony	joy	0.891
exhilaration	podekscytowanie	joy	0.891
marvelously	fenomenalnie	joy	0.881
loving	kochający	joy	0.879
joyful	radosny	joy	0.879
outstanding	wybitny	joy	0.879
blissful	błogi	joy	0.879
pleasurable	przyjemny	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entuzjastyczny	joy	0.875
lovinglife	kochane życie	joy	0.875
glee	radość	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	śmiać się	joy	0.864
superb	wspaniały	joy	0.864
wonderful	wspaniale	joy	0.863
brilliant	znakomity	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	doping	joy	0.859
hooray	hooray	joy	0.859
glory	chwała	joy	0.859
celebrated	słynny	joy	0.859
loved	kochany	joy	0.859
magnificent	wspaniały	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Alleluja	joy	0.859
exciting	ekscytujący	joy	0.853
heavenly	niebiański	joy	0.853
thrilled	wstrząśnięty	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	świętować	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	błogosławieństwo	joy	0.844
wonderfully	fenomenalnie	joy	0.844
sweetness	słodycz	joy	0.833
marvellous	cudowny	joy	0.833
festive	uroczysty	joy	0.833
blessed	błogosławiony	joy	0.833
paradise	raj	joy	0.833
celebrations	uroczystości	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	uśmiechając się	joy	0.828
enchanting	uroczy	joy	0.828
love	miłość	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	nie ma to jak w domu	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	śmiech	joy	0.824
marvelous	cudowny	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	uroczysty	joy	0.818
sensational	rewelacyjny	joy	0.818
delightful	zachwycający	joy	0.818
happyheart	szczęśliwe serce	joy	0.818
rejoicing	radość	joy	0.818
joys	radości	joy	0.818
goodness	dobroć	joy	0.818
excited	podekscytowany	joy	0.818
excellence	doskonałość	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jowialny	joy	0.814
glorious	wspaniały	joy	0.812
lovemaking	uprawianie miłości	joy	0.812
rejoice	cieszyć	joy	0.812
victorious	zwycięski	joy	0.812
excellent	doskonały	joy	0.812
bonanza	szczęście	joy	0.812
smiley	buźka	joy	0.812
enjoy	cieszyć się	joy	0.812
splendid	wspaniały	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobre czasy	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	szczęśliwy dzień	joy	0.809
myfavorite	mój ulubiony	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	przyjemność	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	radość	joy	0.803
giggle	chichot	joy	0.802
yesss	tak	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	powodzenie	joy	0.797
happier	szczęśliwsi	joy	0.797
dancing	taniec	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	wspaniałość	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	wdzięczny	joy	0.789
splendor	splendor	joy	0.788
amuse	bawić	joy	0.788
fun	zabawa	joy	0.788
happy	szczęśliwy	joy	0.788
enchanted	zaczarowany	joy	0.781
glorify	chwalić	joy	0.781
glad	zadowolony	joy	0.781
beautiful	piękny	joy	0.781
solucky	Szczęściarz	joy	0.781
giggling	chichocząc	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	promienny	joy	0.781
heavens	niebiosa	joy	0.779
perfection	doskonałość	joy	0.779
christmassy	Christmassy	joy	0.779
romance	romans	joy	0.779
thrilling	porywający	joy	0.776
miraculous	cudowny	joy	0.773
fiesta	fiesta	joy	0.773
entertain	bawić	joy	0.773
congrats	gratulacje	joy	0.773
cheers	Twoje zdrowie	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozytywność	joy	0.773
lovable	sympatyczny	joy	0.773
cheered	wiwatowali	joy	0.773
funday	dzień zabawy	joy	0.772
enjoying	ciesząc	joy	0.771
cuddling	przytulanie	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	rozbawiony	joy	0.766
lifeisgood	życie jest dobre	joy	0.766
thebest	thebest	joy	0.766
sosweet	jak słodko	joy	0.766
smiles	uśmiecha się	joy	0.766
delight	rozkosz	joy	0.765
orgasm	orgazm	joy	0.765
party	przyjęcie	joy	0.765
positive	pozytywny	joy	0.761
cheerfulness	wesołość	joy	0.758
miracles	cuda	joy	0.758
sweetheart	kochanie	joy	0.758
enlighten	oświecać	joy	0.758
christmastime	czas świąt	joy	0.757
giddy	roztrzepany	joy	0.757
romantic	romantyczny	joy	0.750
gratify	zaspokoić	joy	0.750
friendliness	życzliwość	joy	0.750
laughs	śmiech	joy	0.750
greatness	wielkość	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	przyjemny	joy	0.750
blessings	błogosławieństwa	joy	0.750
smile	uśmiech	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	wybryk	joy	0.748
jubilee	jubileusz	joy	0.742
enthusiasm	entuzjazm	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magiczny	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	cud	joy	0.742
rewarding	satysfakcjonujący	joy	0.742
feelgood	czuć się dobrze	joy	0.736
prosperity	dobrobyt	joy	0.735
luxurious	luksusowy	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	żywy	joy	0.734
goodday	dobry dzień	joy	0.734
passionate	namiętny	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	zaczarować	joy	0.734
victory	zwycięstwo	joy	0.734
admiration	podziw	joy	0.734
tgif	tgif	joy	0.734
glorification	gloryfikacja	joy	0.733
sing	śpiewać	joy	0.729
glowing	rozjarzony	joy	0.729
breathtaking	zapierający dech w piersiach	joy	0.728
fulfillment	spełnienie	joy	0.728
yessss	yessss	joy	0.728
cheery	wesoły	joy	0.727
thankful	wdzięczny	joy	0.727
hurrah	Hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Święty	joy	0.727
award	nagroda	joy	0.727
atpeace	w pokoju	joy	0.727
win	zdobyć	joy	0.727
merry	wesoły	joy	0.727
pleased	zadowolony	joy	0.725
radiance	blask	joy	0.725
inspiration	Inspiracja	joy	0.725
uplift	podnieść	joy	0.723
optimistic	optymistyczny	joy	0.723
heaven	niebo	joy	0.721
lucky	Szczęściarz	joy	0.721
thrill	dreszczyk	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	wakacje	joy	0.721
harmony	Harmonia	joy	0.719
brighten	rozjaśnić	joy	0.719
lover	kochanek	joy	0.719
heartfelt	serdeczny	joy	0.719
utopian	utopijny	joy	0.719
xmas	Boże Narodzenie	joy	0.719
lovely	śliczny	joy	0.719
amusement	rozrywka	joy	0.719
congratulatory	gratulacyjny	joy	0.719
praising	chwaląc	joy	0.719
thriving	kwitnie	joy	0.719
perfect	idealny	joy	0.719
magic	magia	joy	0.712
luckiest	najszczęśliwszy	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luksus	joy	0.712
bestfeeling	najlepsze uczucie	joy	0.712
treasures	skarby	joy	0.712
achievement	osiągnięcie	joy	0.712
yay	yay	joy	0.712
holiday	święto	joy	0.712
intimate	intymny	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chichot	joy	0.706
rave	bredzić	joy	0.706
proud	dumny	joy	0.704
truelove	prawdziwa miłość	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	zadziwiająco	joy	0.703
goodnews	dobre wieści	joy	0.703
optimism	optymizm	joy	0.703
satisfying	dogadzający	joy	0.703
gooood	gooood	joy	0.703
sweetest	najsłodszy	joy	0.703
cherish	kochać	joy	0.703
goodlife	dobre życie	joy	0.703
beautification	upiększanie	joy	0.703
appreciates	docenia	joy	0.703
winning	zwycięski	joy	0.703
cuddled	przytulony	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	rozrywkę	joy	0.700
excite	podniecać	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	urodziny	joy	0.691
metime	mój czas	joy	0.688
favorite	ulubiony	joy	0.688
honored	zaszczycony	joy	0.688
content	zadowolony	joy	0.688
godsend	wybawienie	joy	0.688
entertaining	zabawny	joy	0.688
angelic	anielski	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoracja	joy	0.688
exquisite	znakomity	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	cenny	joy	0.682
majestic	majestatyczny	joy	0.682
appreciated	docenione	joy	0.682
luscious	soczysty	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	uśmiechnął się	joy	0.682
bestfriends	najlepsi przyjaciele	joy	0.682
exaltation	egzaltacja	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	rozjaśnia się	joy	0.682
tranquility	spokój	joy	0.679
marry	ożenić	joy	0.676
embrace	uścisk	joy	0.676
positively	pozytywnie	joy	0.676
dearest	Najdroższy	joy	0.672
relaxation	relaks	joy	0.672
accomplished	znakomity	joy	0.672
hug	przytulać	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	urodziny	joy	0.672
grin	szeroki uśmiech	joy	0.672
enliven	ożywiać	joy	0.672
contentment	zadowolenie	joy	0.672
hilarious	wesoły	joy	0.672
giggles	chichot	joy	0.672
bountiful	hojny	joy	0.667
victor	zwycięzca	joy	0.667
adore	adorować	joy	0.667
boisterous	porywisty	joy	0.667
fulfilled	spełniony	joy	0.667
fulfill	spełnić	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	dostatni	joy	0.660
romanticism	romantyzm	joy	0.656
humor	humor	joy	0.656
glow	poświata	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	przyjemne	joy	0.656
appreciation	uznanie	joy	0.656
encouraged	zachęcani	joy	0.656
satisfy	usatysfakcjonować	joy	0.656
serenity	spokój	joy	0.656
captivate	Urzec	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	zadowolenie	joy	0.652
treasure	skarb	joy	0.652
engaged	zaręczony	joy	0.652
praises	pochwały	joy	0.652
abundance	obfitość	joy	0.652
fortunes	fortuny	joy	0.652
relaxing	odprężający	joy	0.652
praised	chwalony	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplement	joy	0.647
affection	tkliwość	joy	0.647
relieved	ulżyło	joy	0.647
carnival	karnawał	joy	0.643
divine	boski	joy	0.641
saintly	świętobliwy	joy	0.641
harmoniously	harmonijnie	joy	0.641
achieve	osiągać	joy	0.641
thanksgiving	święto Dziękczynienia	joy	0.641
jackpot	pula	joy	0.641
priceless	bezcenny	joy	0.641
sensuality	zmysłowość	joy	0.641
champion	mistrz	joy	0.641
wedding	ślub	joy	0.641
uplifting	podnoszący na duchu	joy	0.641
climax	punkt kulminacyjny	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	spokojna	joy	0.636
twinkle	migotanie	joy	0.636
reverie	zaduma	joy	0.636
exalt	wywyższać	joy	0.636
winner	zwycięzca	joy	0.636
felicity	szczęście	joy	0.636
cuddle	przytulać	joy	0.636
comforting	pocieszający	joy	0.636
honeymoon	Miesiąc miodowy	joy	0.636
xoxo	buźiaki	joy	0.634
amusing	zabawny	joy	0.625
reward	nagroda	joy	0.625
fondness	sentyment	joy	0.625
hearts	kiery	joy	0.625
brighter	jaśniej	joy	0.625
sweet	Słodkie	joy	0.625
stargazing	obserwowanie gwiazd	joy	0.625
festival	festiwal	joy	0.625
snuggling	tulenie	joy	0.625
generosity	hojność	joy	0.625
gorgeous	wspaniały	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parada	joy	0.621
applause	oklaski	joy	0.621
genial	bródkowy	joy	0.621
beauty	piękno	joy	0.621
kind	uprzejmy	joy	0.621
newlife	nowe życie	joy	0.618
aspiring	ambitny	joy	0.618
fulfilling	spełnianie	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	cnotliwy	joy	0.613
kiss	pocałunek	joy	0.610
winnings	wygrana	joy	0.609
praiseworthy	godny pochwały	joy	0.609
rainbows	tęcze	joy	0.609
generous	hojny	joy	0.609
enlightenment	oświecenie	joy	0.609
playful	figlarny	joy	0.609
christmas	Boże Narodzenie	joy	0.609
super	Wspaniały	joy	0.609
elegance	elegancja	joy	0.609
rekindle	ożywiać	joy	0.609
awards	nagrody	joy	0.609
adorable	godny podziwu	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	niezależność	joy	0.607
successful	odnoszący sukcesy	joy	0.606
onelove	jedna miłość	joy	0.606
kindness	życzliwość	joy	0.606
freely	swobodnie	joy	0.606
surprises	niespodzianki	joy	0.606
inspired	natchniony	joy	0.606
hilarity	wesołość	joy	0.606
wonder	cud	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zabawa	joy	0.603
whimsical	kapryśny	joy	0.603
passion	pasja	joy	0.603
beautify	upiększać	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	wschód słońca	joy	0.600
godisgood	Bóg jest dobry	joy	0.597
whoo	whoo	joy	0.594
angel	anioł	joy	0.594
thankgod	dzięki Bogu	joy	0.594
accomplishment	osiągnięcie	joy	0.594
flirt	flirt	joy	0.594
goodmusic	dobra muzyka	joy	0.594
snuggled	przytulony	joy	0.594
revere	czcić	joy	0.594
inspire	inspirować	joy	0.594
fanfare	fanfara	joy	0.594
peacefully	spokojnie	joy	0.594
jesus	Jezus	joy	0.594
goodies	gadżety	joy	0.594
heroic	heroiczny	joy	0.591
fortune	fortuna	joy	0.591
friendship	przyjaźń	joy	0.591
singing	śpiewanie	joy	0.591
