word	Lao-lo	emotion	emotion-intensity-score
stingy	stingy	fear	0.219
thrill	ຕື່ນເຕັ້ນ	fear	0.219
cane	cane	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ຖ້າ​ຫາກ​ວ່າ	fear	0.219
tactics	ມີສິດເທົ່າທຽມ	fear	0.219
veer	veer	fear	0.219
unequal	ບໍ່ສົມເຫດສົມຜົນ	fear	0.219
lastminute	lastminute	fear	0.219
jungle	ໄກ່ປ່າ	fear	0.219
bait	bait	fear	0.219
revelations	ເຜີຍແຜ່	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	ການຄາດຄະເນ	fear	0.217
alertness	ຄວາມວ່ອງໄວ	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ຂໍ​ໃຫ້​ຂ້ອຍ​ໂຊກ​ດີ	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	fluctuation	fear	0.204
restless	ບໍ່ສະບາຍ	fear	0.204
examination	ການກວດສອບ	fear	0.204
intimacy	intimacy	fear	0.203
phew	phew	fear	0.203
quail	quail	fear	0.203
hurry	hurry	fear	0.203
uphill	uphill	fear	0.203
mighty	mighty	fear	0.203
birth	ການເກີດລູກ	fear	0.203
cross	ຂ້າມ	fear	0.203
help	ຊ່ວຍເຫຼືອ	fear	0.203
overcome	ເອົາຊະນະ	fear	0.203
recesses	ບ່ອນພັກເຊົາ	fear	0.203
acceptances	ການຍອມຮັບ	fear	0.203
fearless	ບໍ່ມີຄວາມຢ້ານກົວ	fear	0.200
ware	ware	fear	0.198
change	ປ່ຽນແປງ	fear	0.198
withstand	ທົນທານ	fear	0.197
asap	asap	fear	0.191
owing	owing	fear	0.188
gnome	gnome	fear	0.188
cautiously	ຢ່າງລະມັດລະວັງ	fear	0.188
tract	tract	fear	0.188
deadlines	ກໍານົດເວລາ	fear	0.188
heighten	heighten	fear	0.188
attorney	ທະນາຍຄວາມ	fear	0.188
bug	bug	fear	0.188
knots	knots	fear	0.188
fragile	fragile	fear	0.188
rule	ກົດລະບຽບ	fear	0.188
advance	ລ່ວງຫນ້າ	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	ເອົາຊະນະ	fear	0.188
stillness	ຄວາມງຽບສະຫງົບ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ເບິ່ງ	fear	0.188
unorganised	unorganized	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ເສີຍໆ	fear	0.183
slippery	ລ້າວ	fear	0.181
interview	ການສໍາພາດ	fear	0.180
everyman	ທຸກໆຄົນ	fear	0.178
speculation	speculation	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	ການປະເມີນຜົນ	fear	0.172
competition	ການແຂ່ງຂັນ	fear	0.172
settlor	settlor	fear	0.172
rod	rod	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	ກົດລະບຽບ	fear	0.172
worship	ນະມັດສະການ	fear	0.172
shell	ຫອຍ	fear	0.172
readytogo	ພ້ອມ​ທີ່​ຈະ​ໄປ	fear	0.172
uncertain	ບໍ່ແນ່ນອນ	fear	0.172
unsure	ບໍ່ແນ່ໃຈ	fear	0.172
birch	birch	fear	0.172
surprise	ແປກໃຈ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	ຄວາມສະຫງົບ	fear	0.172
interviewer	interviewer	fear	0.172
less	ນ້ອຍລົງ	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audition	fear	0.156
sly	sly	fear	0.156
legalized	legalized	fear	0.156
intimately	ຢ່າງໃກ້ຊິດ	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	countdown	fear	0.156
hearing	ຟັງ	fear	0.156
bases	ຖານ	fear	0.156
medication	ຢາ	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	ບໍານານ	fear	0.156
courageous	ມີຄວາມກ້າຫານ	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	ສະຫງົບສຸກ	fear	0.150
censor	censor	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	ຫຼັກ​ສູດ	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	ສົມເຫດສົມຜົນ	fear	0.141
cove	cove	fear	0.141
newcomer	newcomer	fear	0.141
eventuality	ໃນທີ່ສຸດ	fear	0.141
imagination	ຈິນຕະນາການ	fear	0.141
validity	ຄວາມຖືກຕ້ອງ	fear	0.141
waiting	ລໍຖ້າ	fear	0.141
delay	ຊັກຊ້າ	fear	0.141
shy	shy	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	ອາການ	fear	0.133
excite	ຕື່ນເຕັ້ນ	fear	0.132
raccoon	raccoon	fear	0.127
prevent	ປ້ອງກັນ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	ການໂຄສະນາ	fear	0.125
soready	soready	fear	0.125
tryout	ລອງ​ເບິ່ງ	fear	0.125
marry	ແຕ່ງວຽກ	fear	0.125
sprite	sprite	fear	0.125
swim	ລອຍນ້ໍາ	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	ຮ້ານຂາຍຢາ	fear	0.123
policeman	ຕໍາຫຼວດ	fear	0.121
lace	lace	fear	0.111
dreamt	ຝັນຢາກ	fear	0.111
holiness	ຄວາມສັກສິດ	fear	0.109
pray	ອະທິຖານ	fear	0.109
weight	ນ້ໍາຫນັກ	fear	0.109
incase	ໃນ​ກໍ​ລະ​ນີ	fear	0.109
knot	knot	fear	0.109
confidence	ຄວາມຫມັ້ນໃຈ	fear	0.109
notoriety	notoriety	fear	0.109
homework	ວຽກ​ບ້ານ	fear	0.109
destination	destination	fear	0.109
bigday	bigday	fear	0.109
slender	ຮູບ​ຮ່າງ​ຮຽວ​ຍາວ	fear	0.100
undecided	undecided	fear	0.098
sympathetic	sympathetic	fear	0.097
god	god	fear	0.094
grades	ຊັ້ນຮຽນ	fear	0.094
loyal	loyal	fear	0.094
poise	poise	fear	0.094
treat	ປິ່ນປົວ	fear	0.094
confident	ຫມັ້ນໃຈ	fear	0.094
counsellor	ປຶກສາ	fear	0.094
helmet	ຫມວກກັນກະທົບ	fear	0.094
case	ກໍລະນີ	fear	0.094
locate	ຊອກຫາສະຖານທີ່	fear	0.094
northeast	northeast	fear	0.088
compassion	ຄວາມເມດຕາ	fear	0.078
nurture	ບໍາລຸງລ້ຽງ	fear	0.078
graduation	ຈົບການສຶກສາ	fear	0.078
graded	graded	fear	0.075
mum	ແມ່	fear	0.070
infant	ເດັກນ້ອຍ	fear	0.067
civilians	ພົນລະເຮືອນ	fear	0.062
soulmate	soulmate	fear	0.062
civilian	ພົນລະເຮືອນ	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	ເງິນສົດ	fear	0.062
journey	ການເດີນທາງ	fear	0.062
guidelines	ຄໍາແນະນໍາ	fear	0.062
youth	ຊາວຫນຸ່ມ	fear	0.062
opera	opera	fear	0.057
synonymous	synonymous	fear	0.056
praying	ການອະທິຖານ	fear	0.047
honest	ຊື່ສັດ	fear	0.047
intelligence	ຄວາມຮູ້	fear	0.038
romance	romance	fear	0.031
lines	ສາຍ	fear	0.031
volunteer	ອາສາສະຫມັກ	fear	0.031
obey	ເຊື່ອຟັງ	fear	0.016
happiest	happiest	joy	0.986
happiness	ຄວາມສຸກ	joy	0.984
bliss	ສຸກສັນ	joy	0.971
celebrating	ຊົມເຊີຍ	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	ການສະຫລອງ	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	ຄວາມສຸກ	joy	0.924
happily	happily	joy	0.922
excitement	ຄວາມຕື່ນເຕັ້ນ	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	fabulous	joy	0.922
joyous	ມີຄວາມສຸກ	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	ຂອບໃຈ	joy	0.914
spectacular	ຫນ້າປະທັບໃຈ	joy	0.912
merriment	ຄວາມສຸກ	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	overjoyed	joy	0.909
triumphant	triumphant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	ມີຄວາມສຸກ	joy	0.906
cheer	ຍິນດີຕ້ອນຮັບ	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	laugh	joy	0.891
jolly	ຫນ້າຮັກ	joy	0.891
pleasures	ຄວາມສຸກ	joy	0.891
excitation	ຕື່ນເຕັ້ນ	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ພໍໃຈ	joy	0.891
exhilaration	ຄວາມຕື່ນເຕັ້ນ	joy	0.891
marvelously	ປະຫລາດໃຈ	joy	0.881
loving	ຮັກແພງ	joy	0.879
joyful	ມີຄວາມສຸກ	joy	0.879
outstanding	ທີ່ໂດດເດັ່ນ	joy	0.879
blissful	ດີໃຈ	joy	0.879
pleasurable	pleasurable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ສະຫນຸກສະຫນານ	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	ມີ​ຄວາມ​ສຸກ​ຫລາຍ	joy	0.868
woohoo	woohoo	joy	0.864
laughing	laughing	joy	0.864
superb	superb	joy	0.864
wonderful	ສິ່ງມະຫັດ	joy	0.863
brilliant	brilliant	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	cheering	joy	0.859
hooray	hooray	joy	0.859
glory	glory	joy	0.859
celebrated	ສະຫລອງ	joy	0.859
loved	ຮັກ	joy	0.859
magnificent	magnificent	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	ຕື່ນເຕັ້ນ	joy	0.853
heavenly	ຢູ່ໃນສະຫວັນ	joy	0.853
thrilled	ຕື່ນເຕັ້ນ	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ສະຫລອງ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ພອນ	joy	0.844
wonderfully	wonderfully	joy	0.844
sweetness	sweetness	joy	0.833
marvellous	ມະຫັດສະຈັນ	joy	0.833
festive	festive	joy	0.833
blessed	ໄດ້ຮັບພອນ	joy	0.833
paradise	paradise	joy	0.833
celebrations	ສະຫລອງ	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	smiling	joy	0.828
enchanting	enchanting	joy	0.828
love	ຮັກ	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ບ້ານ​ແສນ​ສຸກ	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	laughter	joy	0.824
marvelous	ມະຫັດສະຈັນ	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ຊົມເຊີຍ	joy	0.818
sensational	sensational	joy	0.818
delightful	delightful	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	ຍິນດີຕ້ອນຮັບ	joy	0.818
joys	ຄວາມສຸກ	joy	0.818
goodness	ຄວາມດີງາມ	joy	0.818
excited	ຕື່ນເຕັ້ນ	joy	0.818
excellence	ດີເລີດ	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorious	joy	0.812
lovemaking	ການ​ຮ່ວມ​ຮັກ	joy	0.812
rejoice	ປິຕິຍິນດີ	joy	0.812
victorious	victorious	joy	0.812
excellent	ດີເລີດ	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	ມີຄວາມສຸກ	joy	0.812
splendid	splendid	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	ສິ່ງ​ທີ່​ຂ້ອຍ​ມັກ	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ຄວາມສຸກ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ຄວາມສຸກ	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ຄວາມ​ສໍາ​ເລັດ	joy	0.797
happier	ມີຄວາມສຸກ	joy	0.797
dancing	ການເຕັ້ນລໍາ	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ຮູ້ບຸນຄຸນ	joy	0.789
splendor	splendor	joy	0.788
amuse	amuse	joy	0.788
fun	ມ່ວນຊື່ນ	joy	0.788
happy	ຍິນດີ	joy	0.788
enchanted	enchanted	joy	0.781
glorify	glorify	joy	0.781
glad	glad	joy	0.781
beautiful	ງາມ	joy	0.781
solucky	ໂຊກດີ	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	ຟ້າ	joy	0.779
perfection	ເລີດ	joy	0.779
christmassy	christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	ບັນເທີງ	joy	0.773
congrats	congrats	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	ຫນ້າຮັກ	joy	0.773
cheered	cheered	joy	0.773
funday	funday	joy	0.772
enjoying	enjoying	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ມີຄວາມສຸກ	joy	0.766
lifeisgood	ຊີ​ວິດ​ດີ	joy	0.766
thebest	ດີ​ທີ່​ສຸດ	joy	0.766
sosweet	ຫວານ​ຫຼາຍ	joy	0.766
smiles	ຍິ້ມ	joy	0.766
delight	delight	joy	0.765
orgasm	orgasm	joy	0.765
party	ພັກ	joy	0.765
positive	ບວກ	joy	0.761
cheerfulness	ຄວາມສຸກ	joy	0.758
miracles	ມະຫັດສະຈັນ	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	enlighten	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantic	joy	0.750
gratify	gratify	joy	0.750
friendliness	ຄວາມເປັນມິດ	joy	0.750
laughs	laughs	joy	0.750
greatness	ຄວາມຍິ່ງໃຫຍ່	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ພໍໃຈ	joy	0.750
blessings	ພອນ	joy	0.750
smile	smile	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	ຄວາມກະຕືລືລົ້ນ	joy	0.742
triumph	ຊະນະເລີດ	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magical	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ມະ​ຫັດ​ສະ​ຈັນ	joy	0.742
rewarding	ລາງວັນ	joy	0.742
feelgood	ຮູ້​ສຶກ​ດີ	joy	0.736
prosperity	ຂົງເຂດ	joy	0.735
luxurious	ຟຸ່ມເຟືອຍ	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	goodday	joy	0.734
passionate	passionate	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	ໄຊຊະນະ	joy	0.734
admiration	ຊົມເຊີຍ	joy	0.734
tgif	tgif	joy	0.734
glorification	glorification	joy	0.733
sing	sing	joy	0.729
glowing	ໂກດ	joy	0.729
breathtaking	breathtaking	joy	0.728
fulfillment	fulfillment	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	ຂອບໃຈ	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	ລາງວັນ	joy	0.727
atpeace	atpeace	joy	0.727
win	ຊະນະ	joy	0.727
merry	merry	joy	0.727
pleased	ພໍໃຈ	joy	0.725
radiance	radiance	joy	0.725
inspiration	inspiration	joy	0.725
uplift	uplift	joy	0.723
optimistic	ດີໃຈ	joy	0.723
heaven	ຟ້າ	joy	0.721
lucky	ໂຊກດີ	joy	0.721
thrill	ຕື່ນເຕັ້ນ	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ວັນຢຸດ	joy	0.721
harmony	ຄວາມສະບາຍ	joy	0.719
brighten	brighten	joy	0.719
lover	ຄົນຮັກ	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	lovely	joy	0.719
amusement	ເຮັດໃຫ້ຂົບຂັນ	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	ການຍ້ອງຍໍ	joy	0.719
thriving	ກ້າວຫນ້າ	joy	0.719
perfect	ເລີດ	joy	0.719
magic	magic	joy	0.712
luckiest	ໂຊກດີທີ່ສຸດ	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxury	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	ສົມກຽດ	joy	0.712
achievement	ຜົນສໍາເລັດ	joy	0.712
yay	yay	joy	0.712
holiday	ວັນພັກຜ່ອນ	joy	0.712
intimate	intimate	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	ພູມໃຈ	joy	0.704
truelove	ຮັກ​ແທ້	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	ຂ່າວ​ດີ	joy	0.703
optimism	optimism	joy	0.703
satisfying	satisfying	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	cherish	joy	0.703
goodlife	ຊີ​ວິດ​ດີ	joy	0.703
beautification	ງາມ	joy	0.703
appreciates	ຂອບໃຈ	joy	0.703
winning	ຊະນະ	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	ບັນເທີງ	joy	0.700
excite	ຕື່ນເຕັ້ນ	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ວັນເກີດ	joy	0.691
metime	metime	joy	0.688
favorite	favorite	joy	0.688
honored	ເກີຍລດ	joy	0.688
content	ເນື້ອຫາ	joy	0.688
godsend	godend	joy	0.688
entertaining	ການບັນເທີງ	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ຫນ້າຮັກ	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	precious	joy	0.682
majestic	majestic	joy	0.682
appreciated	ຂອບໃຈ	joy	0.682
luscious	ຕື່ນເຕັ້ນ	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ຍິ້ມ	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ສົດໃສ	joy	0.682
tranquility	ຄວາມສະຫງົບສຸກ	joy	0.679
marry	ແຕ່ງວຽກ	joy	0.676
embrace	ຍຶດຫມັ້ນ	joy	0.676
positively	ໃນທາງບວກ	joy	0.676
dearest	dearest	joy	0.672
relaxation	relaxation	joy	0.672
accomplished	accomplished	joy	0.672
hug	ອົກ	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	ພໍໃຈ	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	ຮັກແພງ	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	fulfilled	joy	0.667
fulfill	ປະຕິບັດ	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	ສົດໃສ	joy	0.660
romanticism	romanticism	joy	0.656
humor	humor	joy	0.656
glow	ໂກລ	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ສຸກ	joy	0.656
appreciation	ຂອບໃຈ	joy	0.656
encouraged	ສະຫນັບສະຫນູນ	joy	0.656
satisfy	ພໍໃຈ	joy	0.656
serenity	ຄວາມສະຫງົບ	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ຄວາມເພິ່ງພໍໃຈ	joy	0.652
treasure	treasure	joy	0.652
engaged	ມີສ່ວນຮ່ວມ	joy	0.652
praises	praises	joy	0.652
abundance	ອຸດົມສົມບູນ	joy	0.652
fortunes	ໂຊກດີ	joy	0.652
relaxing	ຜ່ອນຄາຍ	joy	0.652
praised	ຂອບໃຈ	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ສົມບູນ	joy	0.647
affection	ຄວາມຮັກ	joy	0.647
relieved	ຜ່ອນຄາຍ	joy	0.647
carnival	carnival	joy	0.643
divine	divine	joy	0.641
saintly	saintly	joy	0.641
harmoniously	ປະສົມກົມກຽວ	joy	0.641
achieve	ປະສົບຜົນສໍາເລັດ	joy	0.641
thanksgiving	thanksgiving	joy	0.641
jackpot	jackpot	joy	0.641
priceless	ບໍ່ມີຄ່າ	joy	0.641
sensuality	sensuality	joy	0.641
champion	ແຊ້ມ	joy	0.641
wedding	wedding	joy	0.641
uplifting	uplifting	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	ສັນຕິພາບ	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	ຜູ້ຊະນະ	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	ສະບາຍໃຈ	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	ມ່ວນຊື່ນ	joy	0.625
reward	ລາງ​ວັນ	joy	0.625
fondness	fondness	joy	0.625
hearts	ຫົວໃຈ	joy	0.625
brighter	brighter	joy	0.625
sweet	ຫວານ	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	generosity	joy	0.625
gorgeous	ສວຍງາມ	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ການຮ່ວມເພດ	joy	0.622
parade	parade	joy	0.621
applause	applause	joy	0.621
genial	genial	joy	0.621
beauty	ຄວາມງາມ	joy	0.621
kind	ປະເພດ	joy	0.621
newlife	ຊີ​ວິດ​ໃຫມ່	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	fulfilling	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ມີຄຸນງາມຄວາມດີ	joy	0.613
kiss	kiss	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	ຫນ້າສົນໃຈ	joy	0.609
rainbows	rainbows	joy	0.609
generous	ໃຈກວ້າງ	joy	0.609
enlightenment	enlightenment	joy	0.609
playful	ສະຫນຸກສະຫນານ	joy	0.609
christmas	christmas	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	rekindle	joy	0.609
awards	ລາງວັນ	joy	0.609
adorable	ຫນ້າຮັກ	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ເອ​ກະ​ລາດ	joy	0.607
successful	ປະສົບຜົນສໍາເລັດ	joy	0.606
onelove	ຮັກ​ດຽວ	joy	0.606
kindness	ຄວາມເມດຕາ	joy	0.606
freely	freely	joy	0.606
surprises	ຫນ້າແປກໃຈ	joy	0.606
inspired	ໄດ້ຮັບການດົນໃຈ	joy	0.606
hilarity	hilarity	joy	0.606
wonder	wonder	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ການບັນເທີງ	joy	0.603
whimsical	whimsical	joy	0.603
passion	passion	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	ທູດສະຫວັນ	joy	0.594
thankgod	ຂອບ​ໃຈ​ພະ​ເຈົ້າ	joy	0.594
accomplishment	ຜົນສໍາເລັດ	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	inspire	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	peacefully	joy	0.594
jesus	jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	heroic	joy	0.591
fortune	fortune	joy	0.591
friendship	ມິດຕະພາບ	joy	0.591
singing	singing	joy	0.591
exalted	exalted	joy	0.591
summer	ຮ້ອນ	joy	0.591
highest	ສູງສຸດ	joy	0.591
overflowing	overflowing	joy	0.588
contented	contented	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	ຫວັງວ່າ	joy	0.586
accolade	ຊົມເຊີຍ	joy	0.586
cozy	ອົບອຸ່ນ	joy	0.583
delicious	delicious	joy	0.579
friendly	ເປັນມິດ	joy	0.578
sensuous	sensuous	joy	0.578
darling	darling	joy	0.578
picturesque	picturesque	joy	0.578
raving	raving	joy	0.578
praise	praise	joy	0.578
everlasting	ຕະຫຼອດໄປ	joy	0.578
ambition	ambition	joy	0.578
thelife	thelife	joy	0.578
sparkle	ປາດສະຈາກ	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	ສາວ​ໂຊກ​ດີ	joy	0.576
flattering	ສະຫນຸກສະຫນານ	joy	0.576
sensual	sensual	joy	0.576
heroism	heroism	joy	0.576
succeeding	succeeding	joy	0.576
grace	grace	joy	0.576
peace	ສັນຕິພາບ	joy	0.576
livelife	ໃຊ້​ຊີ​ວິດ	joy	0.574
special	ພິເສດ	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	worthwhile	joy	0.562
revels	revels	joy	0.562
prevail	prevail	joy	0.562
liking	liking	joy	0.562
sunny	ແດດ	joy	0.562
relax	ພັກຜ່ອນ	joy	0.562
surprise	ແປກໃຈ	joy	0.562
hugs	ກອດ	joy	0.562
admirable	ຫນ້າຮັກ	joy	0.562
hero	hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	ອາລົມຂັນ	joy	0.562
sweets	ເຂົ້າຫນົມຫວານ	joy	0.562
prosper	ສົດໃສ	joy	0.562
superstar	superstar	joy	0.562
favorable	ສະບາຍດີ	joy	0.561
bless	ໃຫ້ພອນ	joy	0.561
tenderness	tenderness	joy	0.561
