word	Croatian-hr	emotion	emotion-intensity-score
mug	šalica	fear	0.359
consternation	zapanjenost	fear	0.359
rebel	pobunjenik	fear	0.359
conquest	osvajanje	fear	0.359
mournful	žalostan	fear	0.359
concerned	zabrinut	fear	0.359
mandamus	mandamus	fear	0.359
onedge	na rubu	fear	0.359
recurring	ponavljajući	fear	0.359
jaundice	žutica	fear	0.359
sectarian	sektaški	fear	0.359
desert	pustinja	fear	0.359
cur	mješanac	fear	0.359
difficult	težak	fear	0.359
stint	ograničenje	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	strijelica	fear	0.359
spike	šiljak	fear	0.359
timid	plašljiv	fear	0.359
wasting	rasipanje	fear	0.359
bottomless	bez dna	fear	0.359
warned	upozorio	fear	0.359
protestant	protestant	fear	0.359
contempt	prezir	fear	0.359
exam	ispit	fear	0.359
depreciation	deprecijacija	fear	0.359
anomaly	anomalija	fear	0.359
rejects	odbacuje	fear	0.359
pessimism	pesimizam	fear	0.359
revolution	revolucija	fear	0.359
formidable	težak	fear	0.359
burke	ugušiti	fear	0.359
cautionary	opominjući	fear	0.359
headaches	glavobolje	fear	0.359
bankruptcy	stečaj	fear	0.359
government	vlada	fear	0.359
measles	ospice	fear	0.359
languishing	malaksao	fear	0.358
constrain	nagnati	fear	0.358
bane	otrov	fear	0.356
impeach	pobijati	fear	0.354
warden	nadzornik	fear	0.354
adverse	štetan	fear	0.352
lawyer	odvjetnik	fear	0.349
libel	kleveta	fear	0.348
retrenchment	smanjivanje	fear	0.345
imminent	blizak	fear	0.345
unjustifiable	neopravdana	fear	0.344
knell	zvoniti	fear	0.344
contentious	svadljiv	fear	0.344
opposed	Za razliku	fear	0.344
shame	sram	fear	0.344
avoidance	izbjegavanje	fear	0.344
resistant	otporan	fear	0.344
discipline	disciplina	fear	0.344
defy	prkositi	fear	0.344
belittle	omalovažiti	fear	0.344
fanaticism	fanatizam	fear	0.344
bearish	medvjedast	fear	0.344
opium	opijum	fear	0.344
sorrow	tuga	fear	0.344
mri	MRI	fear	0.344
shaky	klimav	fear	0.344
hiss	siktanje	fear	0.344
loneliness	usamljenost	fear	0.344
swerve	zastranjivanje	fear	0.344
taboo	tabu	fear	0.344
reckless	bezobzirni	fear	0.344
obstacle	zapreka	fear	0.344
launches	pokreće	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	presuda	fear	0.344
servile	servilan	fear	0.344
hesitation	oklijevanje	fear	0.344
evade	izbjeći	fear	0.344
recession	recesija	fear	0.344
eel	jegulja	fear	0.344
shortage	nedostatak	fear	0.344
pest	štetočina	fear	0.344
cutter	rezač	fear	0.344
psych	Psych	fear	0.344
parachute	padobran	fear	0.344
disrespectful	neučtiv	fear	0.343
phalanx	falanga	fear	0.342
creature	stvorenje	fear	0.340
mortgage	hipoteka	fear	0.331
specter	spektar	fear	0.331
enigmatic	zagonetan	fear	0.329
caution	Oprez	fear	0.328
police	policija	fear	0.328
shank	plećka	fear	0.328
undesirable	nepoželjan	fear	0.328
shutdown	ugasiti	fear	0.328
dike	nasip	fear	0.328
subordinate	podređen	fear	0.328
gametime	vrijeme za igru	fear	0.328
remove	ukloniti	fear	0.328
smut	pornografija	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	neuspjeh	fear	0.328
loom	razboj	fear	0.328
supremacy	vrhovna vlast	fear	0.328
unlucky	nesretan	fear	0.328
quash	ukinuti	fear	0.328
hives	osip	fear	0.328
wimp	mlakonja	fear	0.328
gladiator	gladijator	fear	0.328
feeling	osjećaj	fear	0.328
dominion	vlast	fear	0.328
encumbrance	teret	fear	0.328
adrift	prepušteno slučaju	fear	0.328
defendant	tuženik	fear	0.328
outpost	predstraža	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	neosjetljiv	fear	0.328
wrongly	pogrešno	fear	0.328
bugaboo	bauk	fear	0.328
weirdo	čudak	fear	0.328
ethereal	eteričan	fear	0.328
scarce	rijedak	fear	0.327
unsettled	neredovit	fear	0.327
antisocial	nedruštven	fear	0.324
astray	pogrešnim putem	fear	0.320
vigilant	budan	fear	0.319
socialist	socijalista	fear	0.318
halter	ular	fear	0.318
pessimist	pesimista	fear	0.317
pacing	elektrostimulacija	fear	0.316
opponent	protivnik	fear	0.312
discontinuity	nepovezanost	fear	0.312
conspire	kovati zavjeru	fear	0.312
trickery	varanje	fear	0.312
obsessing	opsjednut	fear	0.312
seclusion	odjeljenost	fear	0.312
whirlwind	vihor	fear	0.312
unexpected	neočekivan	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	strpati	fear	0.312
collusion	dosluh	fear	0.312
muzzle	njuška	fear	0.312
blight	medljika	fear	0.312
foreigner	stranac	fear	0.312
chargeable	naplativ	fear	0.312
laxative	laksativ	fear	0.312
clinical	klinički	fear	0.312
dentist	stomatolog	fear	0.312
therapist	terapeut	fear	0.312
deadline	rok	fear	0.312
bewilderment	zbunjenost	fear	0.312
litigate	parničiti se	fear	0.312
nether	podzemni	fear	0.312
thorny	trnovit	fear	0.312
valium	Valium	fear	0.312
powerful	snažan	fear	0.312
uneasy	nelagodan	fear	0.312
unkind	neljubazan	fear	0.312
ordnance	borbena tehnika	fear	0.312
wimpy	Wimpy	fear	0.312
overthinking	overthinking	fear	0.309
doubts	sumnje	fear	0.308
seriousness	ozbiljnost	fear	0.305
irrational	iracionalan	fear	0.305
erase	brisati	fear	0.303
teasing	dosadan	fear	0.303
razor	britva	fear	0.303
sweating	znojenje	fear	0.298
reluctant	protiv volje	fear	0.297
mage	mag	fear	0.297
crouching	čučeći	fear	0.297
warning	upozorenje	fear	0.297
endless	beskrajan	fear	0.297
adjudicate	presuditi	fear	0.297
bale	bala	fear	0.297
inflation	inflacija	fear	0.297
giant	gigantski	fear	0.297
auditor	revizor	fear	0.297
medical	medicinski	fear	0.297
swamp	Močvara	fear	0.297
bitch	kuja	fear	0.297
mislead	zavesti	fear	0.297
weighty	težak	fear	0.297
avoid	Izbjegavajte	fear	0.297
depreciated	amortiziraju	fear	0.297
flounder	iverak	fear	0.297
deflation	deflacija	fear	0.297
unsurpassed	nenadmašan	fear	0.297
dashed	isprekidane	fear	0.297
hide	sakriti	fear	0.297
timidity	bojažljivost	fear	0.297
deluge	potop	fear	0.287
disinformation	dezinformacija	fear	0.286
court	sud	fear	0.284
aversion	averzija	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	neprijateljski	fear	0.281
remains	ostaci	fear	0.281
discourage	obeshrabriti	fear	0.281
cautious	obazriv	fear	0.281
oncoming	primicanje	fear	0.281
flying	leteći	fear	0.281
mistaken	u zabludi	fear	0.281
swelling	oteklina	fear	0.281
dwarfed	poput patuljka	fear	0.281
surveillance	prismotra	fear	0.281
apache	apaš	fear	0.281
rush	žuriti	fear	0.281
yelp	cviliti	fear	0.281
cartridge	kaseta	fear	0.281
fortress	tvrđava	fear	0.281
bigoted	netrpeljiv	fear	0.281
notready	nije spreman	fear	0.281
challenge	izazov	fear	0.281
submitting	Slanjem	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	zbunjenost	fear	0.281
unruly	nestašan	fear	0.281
intense	intenzivan	fear	0.279
noncompliance	nepridržavanje	fear	0.276
alerts	upozorenja	fear	0.276
planes	zrakoplovi	fear	0.274
displeased	nezadovoljan	fear	0.273
cop	policajac	fear	0.273
unbridled	razuzdan	fear	0.271
regiment	puk	fear	0.266
crowds	gužve	fear	0.266
sentence	rečenica	fear	0.266
blindfold	povez preko očiju	fear	0.266
crouch	čučanje	fear	0.266
belt	pojas	fear	0.266
hooded	s kapuljačom	fear	0.266
uncanny	neoprezan	fear	0.266
cupping	proces puštanja krvi	fear	0.266
sneak	doušnik	fear	0.266
cloak	plašt	fear	0.266
banger	banger	fear	0.266
affront	uvreda	fear	0.266
confession	ispovijest	fear	0.266
blemish	nedostatak	fear	0.266
posse	potjera	fear	0.266
auditions	audicija	fear	0.266
forgotten	zaboravljen	fear	0.266
immerse	zaroniti	fear	0.266
operation	operacija	fear	0.266
elevation	visina	fear	0.266
shanghai	Shanghai	fear	0.266
hood	kapuljača	fear	0.266
problem	problem	fear	0.266
skid	skliznuti	fear	0.266
insomnia	nesanica	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	akrobata	fear	0.266
flurries	Naleti vjetra	fear	0.266
force	sila	fear	0.266
spur	mamuza	fear	0.262
defense	odbrana	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	trčanje	fear	0.250
rascal	bitanga	fear	0.250
standstill	zastoj	fear	0.250
doubt	sumnjati	fear	0.250
cataract	katarakt	fear	0.250
repent	pokajati se	fear	0.250
unfamiliar	nepoznat	fear	0.250
delusional	u zabludi	fear	0.250
obliging	uslužan	fear	0.250
hag	vještica	fear	0.250
defend	braniti	fear	0.250
guard	straža	fear	0.250
scapegoat	žrtveni jarac	fear	0.250
swampy	močvaran	fear	0.250
react	reagirati	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	prekršaj	fear	0.250
spinster	usidjelica	fear	0.250
indifference	ravnodušnost	fear	0.250
sunk	udubljen	fear	0.250
picket	kolac	fear	0.250
insect	insekt	fear	0.250
rating	klijenata	fear	0.250
forewarned	forewarned	fear	0.250
indecisive	neodlučan	fear	0.250
stealthy	nečujan	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	osnovan	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	najviši	fear	0.236
inequality	nejednakost	fear	0.234
rekindle	ponovo zapaliti	fear	0.234
shrink	se smanjiti	fear	0.234
scaffold	skele	fear	0.234
discontent	nezadovoljstvo	fear	0.234
verge	graničiti se	fear	0.234
psychiatrist	psihijatar	fear	0.234
overdrive	pretjerati	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	zauzeti se	fear	0.234
pinion	zupčanik	fear	0.234
finalized	finaliziran	fear	0.234
shelters	skloništa	fear	0.234
sleepless	budan	fear	0.234
dependence	zavisnost	fear	0.234
chicken	piletina	fear	0.234
instinctive	instinktivan	fear	0.234
buzz	zujati	fear	0.234
difficulty	teškoća	fear	0.234
bee	pčela	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	mužjak	fear	0.234
rushing	To	fear	0.233
overslept	overslept	fear	0.226
default	zadano	fear	0.226
confessional	ispovjedaonica	fear	0.225
impatient	nestrpljiv	fear	0.224
immigrant	useljenik	fear	0.219
heft	teret	fear	0.219
sweat	znoj	fear	0.219
waver	kolebati se	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	škrt	fear	0.219
thrill	uzbuđenje	fear	0.219
cane	štap	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	što ako	fear	0.219
tactics	taktika	fear	0.219
veer	skretanje	fear	0.219
unequal	nejednak	fear	0.219
lastminute	lastminute	fear	0.219
jungle	džungla	fear	0.219
bait	mamac	fear	0.219
revelations	objave	fear	0.219
blues	bluz	fear	0.219
overtired	premoren	fear	0.218
prognosis	prognoza	fear	0.217
alertness	opreznost	fear	0.216
hyped	hiper	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	poželi mi sreću	fear	0.212
tryouts	probe	fear	0.210
clowns	klaunovi	fear	0.207
fluctuation	fluktuacija	fear	0.204
restless	bez odmora	fear	0.204
examination	ispit	fear	0.204
intimacy	intimnost	fear	0.203
phew	fuj	fear	0.203
quail	prepelica	fear	0.203
hurry	žuriti	fear	0.203
uphill	uzbrdo	fear	0.203
mighty	moćan	fear	0.203
birth	rođenja	fear	0.203
cross	križ	fear	0.203
help	Pomozite	fear	0.203
overcome	savladati	fear	0.203
recesses	udubljenja	fear	0.203
acceptances	prihvaćanja	fear	0.203
fearless	neustrašiv	fear	0.200
ware	budan	fear	0.198
change	promijeniti	fear	0.198
withstand	izdržati	fear	0.197
asap	što prije	fear	0.191
owing	dužan	fear	0.188
gnome	gnom	fear	0.188
cautiously	pažljivo	fear	0.188
tract	rasprava	fear	0.188
deadlines	rokovi	fear	0.188
heighten	pojačati	fear	0.188
attorney	pravnik	fear	0.188
bug	buba	fear	0.188
knots	čvorova	fear	0.188
fragile	lomljiv	fear	0.188
rule	Pravilo	fear	0.188
advance	napredovati	fear	0.188
intrigue	intriga	fear	0.188
overcoming	prevladavanje	fear	0.188
stillness	tišina	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	Gledati	fear	0.188
unorganised	neorganizovan	fear	0.188
elf	patuljak	fear	0.185
stillwaiting	još čekam	fear	0.184
lonely	usamljen	fear	0.183
slippery	klizav	fear	0.181
interview	intervju	fear	0.180
everyman	svaki čovjek	fear	0.178
speculation	spekulacija	fear	0.176
needtoknow	moram znati	fear	0.173
assessment	procjena	fear	0.172
competition	konkurencija	fear	0.172
settlor	settlor	fear	0.172
rod	štap	fear	0.172
checkpoint	kontrolna točka	fear	0.172
regulatory	regulatorni	fear	0.172
worship	obožavanje	fear	0.172
shell	ljuska	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	nesiguran	fear	0.172
unsure	nesiguran	fear	0.172
birch	breza	fear	0.172
surprise	iznenađenje	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pljeva	fear	0.172
composure	pribranost	fear	0.172
interviewer	anketar	fear	0.172
less	manje	fear	0.167
coy	stidljiv	fear	0.162
iris	iris	fear	0.160
audition	audicija	fear	0.156
sly	lukav	fear	0.156
legalized	legalizirani	fear	0.156
intimately	prisno	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	odbrojavanje	fear	0.156
hearing	sluh	fear	0.156
bases	baze	fear	0.156
medication	liječenje	fear	0.156
ceasefire	prekid vatre	fear	0.156
retirement	povlačenje	fear	0.156
courageous	hrabar	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	vraćanje	fear	0.151
dawned	sinulo	fear	0.150
censor	cenzor	fear	0.149
bailiff	sudski izvršitelj	fear	0.147
syllabus	nastavni plan	fear	0.147
gent	gospodin	fear	0.141
caricature	karikatura	fear	0.141
rationality	racionalnost	fear	0.141
cove	uvala	fear	0.141
newcomer	pridošlica	fear	0.141
eventuality	mogućnost	fear	0.141
imagination	mašta	fear	0.141
validity	vrijednost	fear	0.141
waiting	čekanje	fear	0.141
delay	odgoditi	fear	0.141
shy	stidljiv	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	simptom	fear	0.133
excite	oduševiti	fear	0.132
raccoon	rakun	fear	0.127
prevent	spriječiti	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klaun	fear	0.125
ahhh	ahhh	fear	0.125
hawk	Sokol	fear	0.125
campaigning	kampanja	fear	0.125
soready	soready	fear	0.125
tryout	probati	fear	0.125
marry	oženiti	fear	0.125
sprite	duh	fear	0.125
swim	plivati	fear	0.125
gameday	dan za igru	fear	0.125
sag	ulegnuće	fear	0.123
pharmacy	ljekarna	fear	0.123
policeman	policajac	fear	0.121
lace	čipka	fear	0.111
dreamt	sanjao	fear	0.111
holiness	svetost	fear	0.109
pray	moliti	fear	0.109
weight	težina	fear	0.109
incase	u slučaju	fear	0.109
knot	čvor	fear	0.109
confidence	samouvjerenost	fear	0.109
notoriety	očitost	fear	0.109
homework	domaća zadaća	fear	0.109
destination	odredište	fear	0.109
bigday	veliki dan	fear	0.109
slender	vitak	fear	0.100
undecided	neodlučan	fear	0.098
sympathetic	suosjećajan	fear	0.097
god	bog	fear	0.094
grades	razreda	fear	0.094
loyal	odan	fear	0.094
poise	staloženost	fear	0.094
treat	liječiti	fear	0.094
confident	uvjeren	fear	0.094
counsellor	savjetnik	fear	0.094
helmet	kaciga	fear	0.094
case	slučaj	fear	0.094
locate	pronaći	fear	0.094
northeast	sjeveroistok	fear	0.088
compassion	samilost	fear	0.078
nurture	njegovanje	fear	0.078
graduation	diplomiranje	fear	0.078
graded	ocjenjuju	fear	0.075
mum	mama	fear	0.070
infant	dječji	fear	0.067
civilians	civila	fear	0.062
soulmate	srodna duša	fear	0.062
civilian	civil	fear	0.062
cloudiness	oblačnost	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parada	fear	0.062
cash	unovčiti	fear	0.062
journey	putovanje	fear	0.062
guidelines	smjernice	fear	0.062
youth	mladež	fear	0.062
opera	opera	fear	0.057
synonymous	sinoniman	fear	0.056
praying	moljenje	fear	0.047
honest	pošten, čestit	fear	0.047
intelligence	inteligencija	fear	0.038
romance	romantika	fear	0.031
lines	linije	fear	0.031
volunteer	dobrovoljac	fear	0.031
obey	slušati	fear	0.016
happiest	najsretniji	joy	0.986
happiness	sreća	joy	0.984
bliss	blaženstvo	joy	0.971
celebrating	slaviti	joy	0.970
jubilant	ushićen	joy	0.969
ecstatic	presretan	joy	0.954
elation	ushićenje	joy	0.944
bestdayever	najbolji dan ikad	joy	0.938
beaming	zračeći	joy	0.938
loveee	loveee	joy	0.932
celebration	Proslava	joy	0.929
awesomeness	fantastičnog sadržaja	joy	0.926
joy	radost	joy	0.924
happily	sretno	joy	0.922
excitement	uzbuđenje	joy	0.922
euphoria	euforija	joy	0.922
fabulous	nevjerojatan	joy	0.922
joyous	radostan	joy	0.922
exuberance	bujnost	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	zahvalnost	joy	0.914
spectacular	spektakularan	joy	0.912
merriment	veselje	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	presretan	joy	0.909
triumphant	pobjednički	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstaza	joy	0.906
cheerful	veseo	joy	0.906
cheer	bodriti	joy	0.897
elated	ushićen	joy	0.894
lovethis	ovo volim	joy	0.891
laugh	smijeh	joy	0.891
jolly	veseo	joy	0.891
pleasures	užici	joy	0.891
excitation	uzbuđenost	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	presretan	joy	0.891
exhilaration	razveseljenost	joy	0.891
marvelously	čudesno	joy	0.881
loving	koji voli	joy	0.879
joyful	radostan	joy	0.879
outstanding	izvanredan	joy	0.879
blissful	blažen	joy	0.879
pleasurable	ugodan	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	oduševljen	joy	0.875
lovinglife	voljeti život	joy	0.875
glee	razdraganost	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	Juhu	joy	0.864
laughing	smijanje	joy	0.864
superb	divan	joy	0.864
wonderful	predivan	joy	0.863
brilliant	sjajan	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	bodreći	joy	0.859
hooray	uraa	joy	0.859
glory	slava	joy	0.859
celebrated	slavni	joy	0.859
loved	voljen	joy	0.859
magnificent	veličanstven	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	aleluja	joy	0.859
exciting	uzbudljiv	joy	0.853
heavenly	nebeski	joy	0.853
thrilled	oduševljen	joy	0.851
mademyday	uljepšao moj dan	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	slaviti	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	blagoslov	joy	0.844
wonderfully	predivno	joy	0.844
sweetness	slast	joy	0.833
marvellous	veličanstven	joy	0.833
festive	svečan	joy	0.833
blessed	blažen	joy	0.833
paradise	raj	joy	0.833
celebrations	slavlja	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	nasmijan	joy	0.828
enchanting	očaravajući	joy	0.828
love	ljubav	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Dome slatki dome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smijeh	joy	0.824
marvelous	veličanstven	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	slavlje	joy	0.818
sensational	senzacionalan	joy	0.818
delightful	divan	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	radost	joy	0.818
joys	radosti	joy	0.818
goodness	dobrota	joy	0.818
excited	uzbuđen	joy	0.818
excellence	izvrsnost	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	veseo	joy	0.814
glorious	slavan	joy	0.812
lovemaking	vođenje ljubavi	joy	0.812
rejoice	radovati se	joy	0.812
victorious	pobjednički	joy	0.812
excellent	izvrstan	joy	0.812
bonanza	izvor bogatstva	joy	0.812
smiley	Smiley	joy	0.812
enjoy	uživati	joy	0.812
splendid	sjajan	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobra vremena	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	sretan dan	joy	0.809
myfavorite	moj favorit	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	zadovoljstvo	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	radost	joy	0.803
giggle	cerekanje	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	uspjeh	joy	0.797
happier	sretniji	joy	0.797
dancing	ples	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	veličanstvenost	joy	0.797
lovemylife	volim svoj život	joy	0.797
grateful	zahvalan	joy	0.789
splendor	sjaj	joy	0.788
amuse	zabavljati	joy	0.788
fun	zabava	joy	0.788
happy	sretan	joy	0.788
enchanted	začarani	joy	0.781
glorify	slaviti	joy	0.781
glad	radostan	joy	0.781
beautiful	lijep	joy	0.781
solucky	tako sretan	joy	0.781
giggling	kikotanje	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	zračeći	joy	0.781
heavens	nebo	joy	0.779
perfection	savršenstvo	joy	0.779
christmassy	christmassy	joy	0.779
romance	romantika	joy	0.779
thrilling	uzbudljiv	joy	0.776
miraculous	čudesan	joy	0.773
fiesta	proslava	joy	0.773
entertain	zabaviti	joy	0.773
congrats	čestitke	joy	0.773
cheers	živjeli	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivnost	joy	0.773
lovable	simpatičan	joy	0.773
cheered	navijali	joy	0.773
funday	zabavan dan	joy	0.772
enjoying	uživanje	joy	0.771
cuddling	maženje	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	zabavljen	joy	0.766
lifeisgood	život je dobar	joy	0.766
thebest	najbolji	joy	0.766
sosweet	tako slatko	joy	0.766
smiles	osmjesi	joy	0.766
delight	zadovoljstvo	joy	0.765
orgasm	orgazam	joy	0.765
party	Zabava	joy	0.765
positive	pozitivan	joy	0.761
cheerfulness	veselost	joy	0.758
miracles	čuda	joy	0.758
sweetheart	draga	joy	0.758
enlighten	osvijetliti	joy	0.758
christmastime	Božićno vrijeme	joy	0.757
giddy	vrtoglav	joy	0.757
romantic	romantičan	joy	0.750
gratify	zadovoljiti	joy	0.750
friendliness	prijateljstvo	joy	0.750
laughs	smijeh	joy	0.750
greatness	veličina	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	prijatan	joy	0.750
blessings	blagoslovi	joy	0.750
smile	osmijeh	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	veselje	joy	0.748
jubilee	jubilej	joy	0.742
enthusiasm	entuzijazam	joy	0.742
triumph	trijumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	čaroban	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	čudo	joy	0.742
rewarding	nagrađivanje	joy	0.742
feelgood	osjećati se dobro	joy	0.736
prosperity	prosperitet	joy	0.735
luxurious	luksuzan	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	živahan	joy	0.734
goodday	dobar dan	joy	0.734
passionate	strasan	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	opčiniti	joy	0.734
victory	pobjeda	joy	0.734
admiration	divljenje	joy	0.734
tgif	TGIF	joy	0.734
glorification	slavljenje	joy	0.733
sing	pjevati	joy	0.729
glowing	užaren	joy	0.729
breathtaking	uzbudljiv	joy	0.728
fulfillment	ispunjenje	joy	0.728
yessss	yessss	joy	0.728
cheery	živahno	joy	0.727
thankful	zahvalan	joy	0.727
hurrah	ura	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	dodijeliti	joy	0.727
atpeace	u miru	joy	0.727
win	pobijediti	joy	0.727
merry	veseo	joy	0.727
pleased	zadovoljan	joy	0.725
radiance	sjaj	joy	0.725
inspiration	inspiracija	joy	0.725
uplift	podizanje	joy	0.723
optimistic	optimističan	joy	0.723
heaven	raj	joy	0.721
lucky	sretan	joy	0.721
thrill	uzbuđenje	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Praznici	joy	0.721
harmony	sklad	joy	0.719
brighten	razvedriti	joy	0.719
lover	ljubavnik	joy	0.719
heartfelt	iskren	joy	0.719
utopian	utopijski	joy	0.719
xmas	Božić	joy	0.719
lovely	lijep	joy	0.719
amusement	zabava	joy	0.719
congratulatory	čestitajući	joy	0.719
praising	pohvala	joy	0.719
thriving	uspješan	joy	0.719
perfect	savršen	joy	0.719
magic	magija	joy	0.712
luckiest	najsretnija	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luksuzno	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	blaga	joy	0.712
achievement	dostignuće	joy	0.712
yay	yay	joy	0.712
holiday	odmor	joy	0.712
intimate	intiman	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	cerekanje	joy	0.706
rave	rave	joy	0.706
proud	ponos	joy	0.704
truelove	prava ljubav	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	začuđeno	joy	0.703
goodnews	dobre vijesti	joy	0.703
optimism	optimizam	joy	0.703
satisfying	zadovoljavajući	joy	0.703
gooood	gooood	joy	0.703
sweetest	najslađi	joy	0.703
cherish	njegovati	joy	0.703
goodlife	dobar život	joy	0.703
beautification	uljepšavanje	joy	0.703
appreciates	cijeni	joy	0.703
winning	osvajanjem	joy	0.703
cuddled	zagrljeni	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	zabavljati	joy	0.700
excite	oduševiti	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	rođendan	joy	0.691
metime	metime	joy	0.688
favorite	ljubimac	joy	0.688
honored	poštovan	joy	0.688
content	sadržaj	joy	0.688
godsend	božji dar	joy	0.688
entertaining	zabavan	joy	0.688
angelic	anđeoski	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	obožavanje	joy	0.688
exquisite	fin	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dragocjen	joy	0.682
majestic	veličanstven	joy	0.682
appreciated	poštovati	joy	0.682
luscious	presladak	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	nasmiješio	joy	0.682
bestfriends	najbolji prijatelji	joy	0.682
exaltation	veličanje	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	posvjetljuje	joy	0.682
tranquility	mir	joy	0.679
marry	oženiti	joy	0.676
embrace	zagrljaj	joy	0.676
positively	pozitivno	joy	0.676
dearest	najdraži	joy	0.672
relaxation	opuštanje	joy	0.672
accomplished	ostvariti	joy	0.672
