word	Norwegian-no	emotion	emotion-intensity-score
homesweethome	hjem kjære hjem	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	latter	joy	0.824
marvelous	strålende	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	feirende	joy	0.818
sensational	oppsiktsvekkende	joy	0.818
delightful	herlig	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	gleder seg	joy	0.818
joys	gleder	joy	0.818
goodness	godhet	joy	0.818
excited	spent	joy	0.818
excellence	fortreffelighet	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	strålende	joy	0.812
lovemaking	samleie	joy	0.812
rejoice	fryde	joy	0.812
victorious	seirende	joy	0.812
excellent	utmerket	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	Nyt	joy	0.812
splendid	fantastisk	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	gode tider	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	glad dag	joy	0.809
myfavorite	favoritten min	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	glede	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	glede	joy	0.803
giggle	fnise	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	suksess	joy	0.797
happier	lykkeligere	joy	0.797
dancing	dans	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	storhet	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	takknemlig	joy	0.789
splendor	prakt	joy	0.788
amuse	underholde	joy	0.788
fun	moro	joy	0.788
happy	lykkelig	joy	0.788
enchanted	fortryllet	joy	0.781
glorify	lovprise	joy	0.781
glad	glad	joy	0.781
beautiful	vakker	joy	0.781
solucky	så heldig	joy	0.781
giggling	fnisende	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	strålende	joy	0.781
heavens	himmelen	joy	0.779
perfection	fullkommenhet	joy	0.779
christmassy	julete	joy	0.779
romance	romanse	joy	0.779
thrilling	spennende	joy	0.776
miraculous	mirakuløs	joy	0.773
fiesta	fiesta	joy	0.773
entertain	underholde	joy	0.773
congrats	Gratulerer	joy	0.773
cheers	jubel	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivitet	joy	0.773
lovable	elskelig	joy	0.773
cheered	jublet	joy	0.773
funday	morsom dag	joy	0.772
enjoying	Nyter	joy	0.771
cuddling	kosing	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	underholdt	joy	0.766
lifeisgood	livet er godt	joy	0.766
thebest	den beste	joy	0.766
sosweet	så søt	joy	0.766
smiles	smiler	joy	0.766
delight	glede	joy	0.765
orgasm	orgasme	joy	0.765
party	parti	joy	0.765
positive	positiv	joy	0.761
cheerfulness	munterhet	joy	0.758
miracles	mirakler	joy	0.758
sweetheart	kjæreste	joy	0.758
enlighten	opplyse	joy	0.758
christmastime	christmas~~POS=TRUNC	joy	0.757
giddy	svimmel	joy	0.757
romantic	romantisk	joy	0.750
gratify	glede	joy	0.750
friendliness	vennlighet	joy	0.750
laughs	ler	joy	0.750
greatness	storhet	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	hyggelig	joy	0.750
blessings	velsignelser	joy	0.750
smile	smil	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	munterhet	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	entusiasme	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magisk	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mirakel	joy	0.742
rewarding	givende	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	velstand	joy	0.735
luxurious	luksuriøs	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	livlig	joy	0.734
goodday	god dag	joy	0.734
passionate	lidenskapelig	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	fortrylle	joy	0.734
victory	seier	joy	0.734
admiration	beundring	joy	0.734
tgif	TGIF	joy	0.734
glorification	forherligelse	joy	0.733
sing	synge	joy	0.729
glowing	glødende	joy	0.729
breathtaking	fantastisk	joy	0.728
fulfillment	oppfyllelse	joy	0.728
yessss	yessss	joy	0.728
cheery	muntre	joy	0.727
thankful	takknemlig	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	nisse	joy	0.727
award	tildele	joy	0.727
atpeace	i fred	joy	0.727
win	vinne	joy	0.727
merry	god	joy	0.727
pleased	fornøyd	joy	0.725
radiance	utstråling	joy	0.725
inspiration	inspirasjon	joy	0.725
uplift	friinntekt	joy	0.723
optimistic	optimistisk	joy	0.723
heaven	himmel	joy	0.721
lucky	heldig	joy	0.721
thrill	spenningen	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ferien	joy	0.721
harmony	harmoni	joy	0.719
brighten	lysne	joy	0.719
lover	lover	joy	0.719
heartfelt	hjertefølt	joy	0.719
utopian	utopisk	joy	0.719
xmas	xmas	joy	0.719
lovely	herlig	joy	0.719
amusement	fornøyelse	joy	0.719
congratulatory	gratulasjons	joy	0.719
praising	priste	joy	0.719
thriving	blomstrende	joy	0.719
perfect	perfekt	joy	0.719
magic	magi	joy	0.712
luckiest	heldigste	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luksus	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	skatter	joy	0.712
achievement	oppnåelse	joy	0.712
yay	Jippi	joy	0.712
holiday	ferie	joy	0.712
intimate	intime	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	latter	joy	0.706
rave	rave	joy	0.706
proud	stolt	joy	0.704
truelove	ekte kjærlighet	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	utrolig	joy	0.703
goodnews	gode nyheter	joy	0.703
optimism	optimisme	joy	0.703
satisfying	tilfredsstillende	joy	0.703
gooood	gooood	joy	0.703
sweetest	søteste	joy	0.703
cherish	verne	joy	0.703
goodlife	godt liv	joy	0.703
beautification	beautification	joy	0.703
appreciates	verds	joy	0.703
winning	vinne	joy	0.703
cuddled	kost	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	holdt	joy	0.700
excite	opphisse	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	fødselsdag	joy	0.691
metime	alenetid	joy	0.688
favorite	favoritt	joy	0.688
honored	hedret	joy	0.688
content	innhold	joy	0.688
godsend	gudegave	joy	0.688
entertaining	underhold	joy	0.688
angelic	engleaktig	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	tilbedelse	joy	0.688
exquisite	utsøkt	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dyrebar	joy	0.682
majestic	majestetiske	joy	0.682
appreciated	verdsatt	joy	0.682
luscious	saftig	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Smilte	joy	0.682
bestfriends	bestevenner	joy	0.682
exaltation	opphøyelse	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Sterkere lys	joy	0.682
tranquility	ro	joy	0.679
marry	gifte seg	joy	0.676
embrace	omfavne	joy	0.676
positively	positivt	joy	0.676
dearest	kjæreste	joy	0.672
relaxation	avslapning	joy	0.672
accomplished	oppnås	joy	0.672
hug	Klem	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	glise	joy	0.672
enliven	live opp	joy	0.672
contentment	tilfredshet	joy	0.672
hilarious	morsom	joy	0.672
giggles	fniser	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	elsker	joy	0.667
boisterous	støy	joy	0.667
fulfilled	oppfylt	joy	0.667
fulfill	innfri	joy	0.664
cuddles	kos	joy	0.662
prosperous	velstående	joy	0.660
romanticism	romantikken	joy	0.656
humor	humor	joy	0.656
glow	gløde	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	hyggelig	joy	0.656
appreciation	verdsettelse	joy	0.656
encouraged	oppfordret	joy	0.656
satisfy	tilfredsstille	joy	0.656
serenity	sinnsro	joy	0.656
captivate	fange	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tilfredshet	joy	0.652
treasure	skatt	joy	0.652
engaged	engasjert	joy	0.652
praises	lovsanger	joy	0.652
abundance	overflod	joy	0.652
fortunes	formuer	joy	0.652
relaxing	slapper av	joy	0.652
praised	skryt	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplement	joy	0.647
affection	kjærlighet	joy	0.647
relieved	lettet	joy	0.647
carnival	karneval	joy	0.643
divine	guddommelig	joy	0.641
saintly	hellig	joy	0.641
harmoniously	harmonisk	joy	0.641
achieve	oppnå	joy	0.641
thanksgiving	takksigelse	joy	0.641
jackpot	jackpot	joy	0.641
priceless	uvurderlig	joy	0.641
sensuality	sensualitet	joy	0.641
champion	champion	joy	0.641
wedding	bryllup	joy	0.641
uplifting	oppløftende	joy	0.641
climax	klimaks	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	fredelig	joy	0.636
twinkle	blinke	joy	0.636
reverie	dagdrøm	joy	0.636
exalt	opphøye	joy	0.636
winner	vinner	joy	0.636
felicity	lykke	joy	0.636
cuddle	kose	joy	0.636
comforting	trøst	joy	0.636
honeymoon	bryllupsreise	joy	0.636
xoxo	xoxo	joy	0.634
amusing	morsomt	joy	0.625
reward	belønning	joy	0.625
fondness	forkjærlighet	joy	0.625
hearts	hjerter	joy	0.625
brighter	lysere	joy	0.625
sweet	søt	joy	0.625
stargazing	Stjernekikking	joy	0.625
festival	festival	joy	0.625
snuggling	kos	joy	0.625
generosity	gavmildhet	joy	0.625
gorgeous	nydelig	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	kjønn	joy	0.622
parade	parade	joy	0.621
applause	bifall	joy	0.621
genial	genial	joy	0.621
beauty	skjønnhet	joy	0.621
kind	snill	joy	0.621
newlife	nytt liv	joy	0.618
aspiring	fremadstormende	joy	0.618
fulfilling	oppfylle	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	dydig	joy	0.613
kiss	kysse	joy	0.610
winnings	gevinster	joy	0.609
praiseworthy	verdig	joy	0.609
rainbows	regnbuer	joy	0.609
generous	sjenerøs	joy	0.609
enlightenment	opplysning	joy	0.609
playful	leken	joy	0.609
christmas	jul	joy	0.609
super	super	joy	0.609
elegance	eleganse	joy	0.609
rekindle	tenne	joy	0.609
awards	utmerkelser	joy	0.609
adorable	bedårende	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	selvstendighet	joy	0.607
successful	vellykket	joy	0.606
onelove	en kjærlighet	joy	0.606
kindness	vennlighet	joy	0.606
freely	fritt	joy	0.606
surprises	overraskelser	joy	0.606
inspired	inspirert	joy	0.606
hilarity	hilarity	joy	0.606
wonder	lure på	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	underholdning	joy	0.603
whimsical	lunefull	joy	0.603
passion	lidenskap	joy	0.603
beautify	forskjønne	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	soloppgang	joy	0.600
godisgood	Gud er god	joy	0.597
whoo	whoo	joy	0.594
angel	engel	joy	0.594
thankgod	takk Gud	joy	0.594
accomplishment	gjennomføring	joy	0.594
flirt	flirt	joy	0.594
goodmusic	god musikk	joy	0.594
snuggled	krøp	joy	0.594
revere	revere	joy	0.594
inspire	inspirere	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	fredelig	joy	0.594
jesus	jesus	joy	0.594
goodies	godbiter	joy	0.594
heroic	heroisk	joy	0.591
fortune	formue	joy	0.591
friendship	vennskap	joy	0.591
singing	sang	joy	0.591
exalted	opphøyet	joy	0.591
summer	sommer	joy	0.591
highest	høyeste	joy	0.591
overflowing	fylte	joy	0.588
contented	fornøyd	joy	0.588
woot	woot	joy	0.588
rollicking	lystig	joy	0.588
hope	håp	joy	0.586
accolade	utmerkelse	joy	0.586
cozy	koselig	joy	0.583
delicious	nydelig	joy	0.579
friendly	vennlig	joy	0.578
sensuous	sanselig	joy	0.578
darling	elskling	joy	0.578
picturesque	pittoreske	joy	0.578
raving	raving	joy	0.578
praise	ros	joy	0.578
everlasting	evig	joy	0.578
ambition	ambisjon	joy	0.578
thelife	livet	joy	0.578
sparkle	gnisten	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	heldig jente	joy	0.576
flattering	flatte	joy	0.576
sensual	sensuell	joy	0.576
heroism	heltemot	joy	0.576
succeeding	lykkes	joy	0.576
grace	nåde	joy	0.576
peace	fred	joy	0.576
livelife	lev livet	joy	0.574
special	spesiell	joy	0.574
tantalizing	frist	joy	0.572
pumped	pumpet	joy	0.567
worthwhile	verdt	joy	0.562
revels	revels	joy	0.562
prevail	råde	joy	0.562
liking	smak	joy	0.562
sunny	solfylt	joy	0.562
relax	slappe av	joy	0.562
surprise	overraskelse	joy	0.562
hugs	klemmer	joy	0.562
admirable	beundringsverdig	joy	0.562
hero	helt	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristisk	joy	0.562
sweets	søtsaker	joy	0.562
prosper	blomstre	joy	0.562
superstar	super	joy	0.562
favorable	gunstige	joy	0.561
bless	velsigne	joy	0.561
tenderness	ømhet	joy	0.561
freedom	frihet	joy	0.561
masterpiece	mesterverk	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	drømmer	joy	0.559
hopeful	håpe	joy	0.559
home	hjem	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trofasthet	joy	0.553
closeness	nærhet	joy	0.552
eagerness	iver	joy	0.552
comfy	comfy	joy	0.551
sunshine	solskinn	joy	0.551
confidence	selvtillit	joy	0.547
mistletoe	misteltein	joy	0.547
elite	elite	joy	0.547
celestial	himmelsk	joy	0.547
heart	hjerte	joy	0.547
completion	ferdigstillelse	joy	0.547
good	flink	joy	0.547
daughter	datter	joy	0.547
gifts	gaver	joy	0.547
astonishment	forbauselse	joy	0.547
bonus	bonus	joy	0.547
goodmorning	god morgen	joy	0.547
lifted	løftet	joy	0.547
zeal	iver	joy	0.547
illuminate	belyse	joy	0.547
gift	gave	joy	0.547
vacation	ferie	joy	0.547
charmed	sjarmert	joy	0.546
recreation	rekreasjon	joy	0.545
encouragement	oppmuntring	joy	0.545
gush	utbrudd	joy	0.545
sublime	sublime	joy	0.545
dance	danse	joy	0.545
god	Gud	joy	0.545
free	gratis	joy	0.544
freshstart	ny start	joy	0.544
savior	frelser	joy	0.543
sanctuary	helligdom	joy	0.541
grandchildren	barnebarn	joy	0.540
wellness	velvære	joy	0.537
revel	kalas	joy	0.534
inspirational	inspirerende	joy	0.531
savor	duft	joy	0.531
matrimony	ekteskap	joy	0.531
money	penger	joy	0.531
rainbow	regnbue	joy	0.531
confident	Selvsikker	joy	0.531
bridal	brude	joy	0.531
music	musikk	joy	0.531
fab	fab	joy	0.531
serene	fredelig	joy	0.531
alive	i live	joy	0.531
holiness	hellighet	joy	0.531
vitality	vitalitet	joy	0.531
liberation	frigjøring	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	beroligende	joy	0.531
soar	sår	joy	0.531
firstborn	førstefødte	joy	0.531
elegant	elegant	joy	0.530
mastery	mestring	joy	0.530
illumination	belysning	joy	0.530
welcomed	velkommen	joy	0.530
warmth	varme	joy	0.530
blossom	blomstre	joy	0.530
glimmer	glimmer	joy	0.530
faithful	trofast	joy	0.529
treat	behandle	joy	0.529
snuggles	kryper	joy	0.522
laurels	laurbær	joy	0.521
commendable	verdig	joy	0.519
powerful	kraftig	joy	0.516
silly	dum	joy	0.516
zest	zest	joy	0.516
presents	gaver	joy	0.516
succeed	lykkes	joy	0.516
jingle	jingle	joy	0.516
remarkable	bemerkelsesverdig	joy	0.516
greeted	hilst	joy	0.516
brotherly	broderlig	joy	0.516
pride	stolthet	joy	0.516
strengthening	styrking	joy	0.516
aspire	strebe	joy	0.516
abundant	rikelig	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	strålende	joy	0.516
almighty	allmektig	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	kroning	joy	0.515
kudos	Kudos	joy	0.515
vivid	levende	joy	0.515
leisure	fritid	joy	0.515
complete	fullstendig	joy	0.515
cutie	søtnos	joy	0.515
newme	NewME	joy	0.515
familytime	familie tid	joy	0.515
animated	animert	joy	0.515
spirit	ånd	joy	0.515
thanking	takke	joy	0.515
kid	kid	joy	0.515
shining	skinner	joy	0.515
payday	lønning	joy	0.515
princely	fyrstelig	joy	0.515
reunited	gjenforent	joy	0.515
therapeutic	terapeutisk	joy	0.515
comfort	komfort	joy	0.515
godly	gudfryktig	joy	0.514
marriage	ekteskap	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	forhold	joy	0.514
spouse	ektefelle	joy	0.507
intimately	intimt	joy	0.507
accomplish	utrette	joy	0.500
excel	utmerke	joy	0.500
inviting	innbydende	joy	0.500
meritorious	meritter	joy	0.500
diamond	diamant	joy	0.500
nature	natur	joy	0.500
dignity	verdighet	joy	0.500
family	familie	joy	0.500
soulful	soulful	joy	0.500
charitable	veldedig	joy	0.500
encourage	oppmuntre	joy	0.500
friends	venner	joy	0.500
satisfied	fornøyd	joy	0.500
welcoming	innbydende	joy	0.500
healthy	sunn	joy	0.500
surreal	surrealistisk	joy	0.500
refreshed	uthvilt	joy	0.500
beach	Strand	joy	0.500
motherhood	morskap	joy	0.500
respect	respekt	joy	0.500
gem	perle	joy	0.500
erotic	erotisk	joy	0.500
visionary	visjonær	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	oppnådd	joy	0.500
christ	Kristus	joy	0.500
memorable	minneverdig	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	baby	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	sannferdighet	joy	0.500
bloom	blomst	joy	0.500
carefree	bekymringsløs	joy	0.500
aura	aura	joy	0.493
health	Helse	joy	0.493
liberty	frihet	joy	0.486
approved	godkjent	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oase	joy	0.486
rapture	henrykkelse	joy	0.485
engaging	engasjerende	joy	0.485
crowning	kroningen	joy	0.485
aspiration	aspirasjon	joy	0.485
prestige	prestisje	joy	0.485
crescendo	crescendo	joy	0.485
gentle	skånsom	joy	0.485
liberate	frigjøre	joy	0.485
betrothed	forlovet	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	skuddpremie	joy	0.485
privileged	privilegert	joy	0.485
loyal	lojal	joy	0.485
inseparable	uatskillelig	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	storhetstid	joy	0.484
trophy	trofé	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	flaks	joy	0.484
creativity	kreativitet	joy	0.484
destiny	skjebne	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendens	joy	0.484
bouquet	bukett	joy	0.484
chocolate	sjokolade	joy	0.484
aloha	aloha	joy	0.484
yummy	kjempegod	joy	0.484
dream	drøm	joy	0.484
desire	ønske	joy	0.484
boyfriend	kjæreste	joy	0.480
commemoration	markeringen	joy	0.479
intelligence	intelligens	joy	0.477
readiness	beredskap	joy	0.473
friend	venn	joy	0.471
enthusiast	entusiast	joy	0.471
bride	brud	joy	0.471
lush	frodige	joy	0.470
calming	beroligende	joy	0.470
inheritance	arv	joy	0.470
kiddo	kiddo	joy	0.470
massage	massasje	joy	0.470
tickle	kile	joy	0.470
adventure	eventyr	joy	0.470
nostalgia	nostalgi	joy	0.470
soothe	bero	joy	0.470
goals	mål	joy	0.469
luster	glans	joy	0.469
giving	gi	joy	0.469
princess	prinsesse	joy	0.469
heartily	hjertelig	joy	0.469
benevolence	velvilje	joy	0.469
nurture	nurture	joy	0.469
bridegroom	brudgom	joy	0.469
eternal	evig	joy	0.469
pray	be	joy	0.469
getaway	Kom deg bort	joy	0.469
humanitarian	humanitær	joy	0.469
bonding	liming	joy	0.469
rest	hvile	joy	0.469
amicable	minnelig	joy	0.469
purring	purring	joy	0.469
pretty	ganske	joy	0.469
child	barn	joy	0.466
salutary	sunn	joy	0.465
invite	invitere	joy	0.457
reminiscing	mimrer	joy	0.456
beam	stråle	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropisk	joy	0.455
aesthetics	estetikk	joy	0.455
friday	fredag	joy	0.455
elevation	høyde	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremoni	joy	0.455
mindfulness	tankefullhet	joy	0.455
hee	hee	joy	0.455
kindred	slekt	joy	0.455
scholarship	stipend	joy	0.455
befriend	bli venn	joy	0.455
commemorate	minnes	joy	0.453
allure	allure	joy	0.453
faith	tro	joy	0.453
forgiveness	tilgivelse	joy	0.453
scenery	natur	joy	0.453
vindication	oppreisning	joy	0.453
waterfall	foss	joy	0.453
birth	fødsel	joy	0.453
noworries	ingen bekymringer	joy	0.453
approve	vedta	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	reise	joy	0.447
meditation	meditasjon	joy	0.446
relaxed	avslappet	joy	0.442
tranquil	rolig	joy	0.441
weekend	helg	joy	0.441
present	nåværende	joy	0.441
tender	mør	joy	0.441
nostalgic	nostalgisk	joy	0.439
prayer	bønn	joy	0.439
sharing	deling	joy	0.439
esteem	følelse	joy	0.439
lyrical	lyrisk	joy	0.439
righteousness	rettferdighet	joy	0.439
share	dele	joy	0.438
husband	mann	joy	0.438
life	liv	joy	0.438
sonnet	sonett	joy	0.438
relief	lettelse	joy	0.438
unbeaten	ubeseiret	joy	0.438
newday	ny dag	joy	0.438
meditate	meditere	joy	0.438
mighty	mektig	joy	0.438
eager	ivrig	joy	0.438
strength	styrke	joy	0.438
warm	varm	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	enhet	joy	0.426
unsurpassed	uovertruffen	joy	0.424
ejaculation	utløsning	joy	0.424
unconstrained	ubegrenset	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalje	joy	0.424
amen	amen	joy	0.424
candlelight	stearinlys	joy	0.424
reverence	ærbødighet	joy	0.424
healthful	sunn	joy	0.424
carols	carols	joy	0.424
sledding	aking	joy	0.422
wealth	rikdom	joy	0.422
graduation	konfirmasjonen	joy	0.422
frisky	spretten	joy	0.422
energy	energi	joy	0.422
calmness	ro	joy	0.422
beginnings	begynnelse	joy	0.422
safe	sikker	joy	0.422
musical	musikalsk	joy	0.422
symphony	symfoni	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	letthet	joy	0.422
helpful	hjelpsom	joy	0.422
soundness	soliditet	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	love	joy	0.415
reunite	gjenforenes	joy	0.414
salvation	frelse	joy	0.412
mother	mor	joy	0.412
poems	dikt	joy	0.412
inauguration	innsettelse	joy	0.409
immaculate	plettfri	joy	0.409
lighten	lette	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	reise	joy	0.409
lavender	lavendel	joy	0.409
purify	rense	joy	0.409
clown	klovn	joy	0.409
star	stjerne	joy	0.406
cash	penger	joy	0.406
heal	helbrede	joy	0.406
completing	fullført	joy	0.406
companion	kompanjong	joy	0.406
live	bo	joy	0.406
flowers	blomster	joy	0.406
wishing	ønsker	joy	0.406
charity	veldedighet	joy	0.406
opportune	opportunt	joy	0.406
income	inntekt	joy	0.403
soul	sjel	joy	0.401
munchies	munchies	joy	0.400
indescribable	ubeskrivelig	joy	0.397
progress	framgang	joy	0.397
emancipation	frigjøring	joy	0.397
christian	Kristen	joy	0.397
hammock	hengekøye	joy	0.394
together	sammen	joy	0.394
equality	likestilling	joy	0.394
fullness	fylde	joy	0.394
picnic	piknik	joy	0.394
calm	rolig	joy	0.394
childhood	barndom	joy	0.394
rhythmical	rytmisk	joy	0.394
movies	filmer	joy	0.393
zealous	nidkjær	joy	0.393
littlethings	små ting	joy	0.391
humanity	menneskeheten	joy	0.391
starry	stjernehimmel	joy	0.391
playground	lekeplass	joy	0.391
adventures	eventyr	joy	0.391
meaningful	gir mening	joy	0.391
choir	kor	joy	0.391
affluence	velstand	joy	0.391
warms	varmer	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	gest	joy	0.387
vow	løfte	joy	0.382
shopping	kjøpesenter	joy	0.382
witty	vittig	joy	0.382
communion	kommunion	joy	0.379
vibes	vibber	joy	0.379
worship	tilbedelse	joy	0.379
jump	hoppe	joy	0.379
reverend	Reverend	joy	0.377
advance	avansere	joy	0.375
beaches	strender	joy	0.375
youth	ungdom	joy	0.375
spirits	ånder	joy	0.375
simplicity	enkelhet	joy	0.375
full	full	joy	0.375
rising	stiger	joy	0.375
hymn	salme	joy	0.375
unique	unik	joy	0.375
redeemed	innløst	joy	0.375
scenic	scenisk	joy	0.375
mirth	munterhet	joy	0.375
courtship	frieri	joy	0.375
experience	erfaring	joy	0.375
reunion	gjenforening	joy	0.375
sonorous	klang	joy	0.375
unforgettable	uforglemmelig	joy	0.375
baptismal	døpe	joy	0.368
alliance	allianse	joy	0.368
grant	stipend	joy	0.366
conciliation	forlik	joy	0.364
moonlight	måneskinn	joy	0.364
sanctification	helliggjørelse	joy	0.364
improves	forbedrer	joy	0.364
improve	forbedre	joy	0.364
pure	ren	joy	0.364
authentic	autentisk	joy	0.364
kitten	kattunge	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	bringebær	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	gjengivelse	joy	0.359
feeling	følelse	joy	0.359
devotional	andakt	joy	0.359
proficiency	ferdighet	joy	0.359
tinsel	tinsel	joy	0.359
revival	vekkelse	joy	0.359
sanctify	helliger	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	uavhengig	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfin	joy	0.348
choral	kor	joy	0.348
deliverance	levering	joy	0.348
romp	tumle	joy	0.348
roaring	brøl	joy	0.348
melody	melodi	joy	0.348
favor	favorisere	joy	0.348
unification	samling	joy	0.348
exceed	overskride	joy	0.348
purpose	hensikt	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	sensuell	joy	0.344
fruits	frukt	joy	0.344
thx	takk	joy	0.344
newstart	ny start	joy	0.344
manicure	manikyr	joy	0.344
date	Dato	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	biltur	joy	0.344
cookies	kjeks	joy	0.344
hedonism	hedonisme	joy	0.344
humble	ydmyk	joy	0.344
electric	elektrisk	joy	0.344
pledge	løfte	joy	0.344
celebrity	kjendis	joy	0.342
rhythm	rytme	joy	0.338
bridesmaid	brudepike	joy	0.338
snowday	snø dag	joy	0.333
young	ung	joy	0.333
coffee	kaffe	joy	0.333
edification	oppbyggelse	joy	0.333
obliging	vennlighet	joy	0.333
renovation	renovering	joy	0.333
familiarity	familiær	joy	0.333
garden	hage	joy	0.333
spa	spa	joy	0.333
dawn	soloppgang	joy	0.333
