word	Somali-so	emotion	emotion-intensity-score
withdrawals	bixinta	fear	0.377
pressure	cadaadiska	fear	0.375
grieve	murugo	fear	0.375
frigate	qaboojiye	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	lakab	fear	0.375
khan	khan	fear	0.375
expose	soo bandhigaan	fear	0.375
ocd	ocd	fear	0.375
sneaking	boobka	fear	0.375
embarrassment	wax laga xishoodo	fear	0.375
bankrupt	Burburtay	fear	0.375
dissolution	kala dirista	fear	0.375
dentistry	dhakhtarka ilkaha	fear	0.375
edict	edeg	fear	0.375
bunker	bunker	fear	0.375
antsy	antsy	fear	0.375
chasm	chasm	fear	0.375
escaped	baxsadeen	fear	0.375
whirlpool	qiiqa	fear	0.375
interrogate	weydii	fear	0.375
psychological	maskaxiyan	fear	0.375
obligor	waajibaad	fear	0.375
misconception	qalad la'aan	fear	0.375
military	ciidan	fear	0.375
suspected	tuhunsan	fear	0.375
locust	malab	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	xun	fear	0.375
coldness	qabow	fear	0.375
taunt	caajis	fear	0.375
obi	obi	fear	0.375
flu	hargab	fear	0.375
barricade	barikade	fear	0.375
chimera	Xerada	fear	0.375
sultan	Suldaan	fear	0.375
repellant	ka hortag	fear	0.373
unknown	lama garanayo	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	xaasidnimo	fear	0.365
mug	mug	fear	0.359
consternation	xarrago	fear	0.359
rebel	mucaarad	fear	0.359
conquest	guulaysta	fear	0.359
mournful	murugo leh	fear	0.359
concerned	welwel	fear	0.359
mandamus	mandamus	fear	0.359
onedge	ka hor	fear	0.359
recurring	soo noqoshada	fear	0.359
jaundice	cagaarshow	fear	0.359
sectarian	koox	fear	0.359
desert	lamadeg	fear	0.359
cur	cur	fear	0.359
difficult	way adag tahay	fear	0.359
stint	dhicin	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	dar	fear	0.359
spike	boodh	fear	0.359
timid	niyad jab	fear	0.359
wasting	lumid	fear	0.359
bottomless	hoose	fear	0.359
warned	ka digay	fear	0.359
protestant	Dibad-baxe	fear	0.359
contempt	ixtiraamka	fear	0.359
exam	imtixaan	fear	0.359
depreciation	Dhimista	fear	0.359
anomaly	anomaly	fear	0.359
rejects	diido	fear	0.359
pessimism	xanaaq	fear	0.359
revolution	kacaanka	fear	0.359
formidable	adag	fear	0.359
burke	burke	fear	0.359
cautionary	taxadar	fear	0.359
headaches	madax xanuun	fear	0.359
bankruptcy	Burburinta	fear	0.359
government	dawlad	fear	0.359
measles	jadeecada	fear	0.359
languishing	dhicin	fear	0.358
constrain	xanibaada	fear	0.358
bane	bane	fear	0.356
impeach	fursan	fear	0.354
warden	Warden	fear	0.354
adverse	wax xun	fear	0.352
lawyer	Garyaqaan	fear	0.349
libel	been abuur	fear	0.348
retrenchment	dib u soo celinta	fear	0.345
imminent	dhow	fear	0.345
unjustifiable	aan la isku hallayn karin	fear	0.344
knell	jilibka	fear	0.344
contentious	muran	fear	0.344
opposed	ka soo horjeeda	fear	0.344
shame	ceeb	fear	0.344
avoidance	ka hortagga	fear	0.344
resistant	adkaysi u ah	fear	0.344
discipline	anshaxa	fear	0.344
defy	diidmo	fear	0.344
belittle	xejin	fear	0.344
fanaticism	jacaylka	fear	0.344
bearish	roon	fear	0.344
opium	opium	fear	0.344
sorrow	murugo	fear	0.344
mri	mri	fear	0.344
shaky	gariir	fear	0.344
hiss	hiss	fear	0.344
loneliness	kelinimo	fear	0.344
swerve	riix	fear	0.344
taboo	tabu	fear	0.344
reckless	lakin	fear	0.344
obstacle	caqabad	fear	0.344
launches	furfuran	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	xukun	fear	0.344
servile	adeegyo	fear	0.344
hesitation	lakin	fear	0.344
evade	ka baxsan	fear	0.344
recession	Dhibaatada	fear	0.344
eel	eel	fear	0.344
shortage	yaraanta	fear	0.344
pest	cayayaan	fear	0.344
cutter	cutter	fear	0.344
psych	maskaxda	fear	0.344
parachute	faaruus	fear	0.344
disrespectful	ixtiraam la'aan	fear	0.343
phalanx	dhuxusha	fear	0.342
creature	abuuray	fear	0.340
mortgage	amaah guri	fear	0.331
specter	muuqaal ah	fear	0.331
enigmatic	caymis	fear	0.329
caution	taxadar	fear	0.328
police	booliska	fear	0.328
shank	shank	fear	0.328
undesirable	aan loo baahnayn	fear	0.328
shutdown	Bakhtii	fear	0.328
dike	dike	fear	0.328
subordinate	hoose	fear	0.328
gametime	gaaban	fear	0.328
remove	saaro	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	dhar	fear	0.328
supremacy	Awoodda	fear	0.328
unlucky	nasiib darro	fear	0.328
quash	quash	fear	0.328
hives	finan	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	dareen	fear	0.328
dominion	xukunka	fear	0.328
encumbrance	xarig	fear	0.328
adrift	wax dhib ah	fear	0.328
defendant	eedaysanaha	fear	0.328
outpost	ka baxsan	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	macquul ah	fear	0.328
wrongly	si khalad ah	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	dhib yar	fear	0.327
unsettled	aan la daboolin	fear	0.327
antisocial	mujtamaca	fear	0.324
astray	dhumay	fear	0.320
vigilant	feejigan	fear	0.319
socialist	Socialist	fear	0.318
halter	halter	fear	0.318
pessimist	niyadjab	fear	0.317
pacing	furitaanka	fear	0.316
opponent	ka soo horjeeda	fear	0.312
discontinuity	joojin la'aan	fear	0.312
conspire	shirqool	fear	0.312
trickery	khiyaamo	fear	0.312
obsessing	diidmo	fear	0.312
seclusion	go'aaminta	fear	0.312
whirlwind	duufaan	fear	0.312
unexpected	lama filaan ah	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	nacas	fear	0.312
collusion	wada-xaajoodka	fear	0.312
muzzle	canqow	fear	0.312
blight	duufaan	fear	0.312
foreigner	ajnabi	fear	0.312
chargeable	la qaadi karo	fear	0.312
laxative	jilicsanaanta	fear	0.312
clinical	bukaan socod eegtada	fear	0.312
dentist	dhakhtarka ilkaha	fear	0.312
therapist	daaweeye	fear	0.312
deadline	ugu dambeyntii	fear	0.312
bewilderment	kalsooni	fear	0.312
litigate	litigate	fear	0.312
nether	nether	fear	0.312
thorny	xoqan	fear	0.312
valium	valium	fear	0.312
powerful	xoog leh	fear	0.312
uneasy	murugo	fear	0.312
unkind	xumayn	fear	0.312
ordnance	xoojin	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	dhaafin	fear	0.309
doubts	shaki	fear	0.308
seriousness	halista	fear	0.305
irrational	aan macquul ahayn	fear	0.305
erase	tirtir	fear	0.303
teasing	murugo	fear	0.303
razor	sakiin	fear	0.303
sweating	dhidid	fear	0.298
reluctant	diidanayn	fear	0.297
mage	magee	fear	0.297
crouching	qulqulaya	fear	0.297
warning	digniin	fear	0.297
endless	aan dhammaad lahayn	fear	0.297
adjudicate	garsoore	fear	0.297
bale	bale	fear	0.297
inflation	sicir barar	fear	0.297
giant	weyn	fear	0.297
auditor	xisaabiye	fear	0.297
medical	caafimaadka	fear	0.297
swamp	Biyaha	fear	0.297
bitch	qashin	fear	0.297
mislead	marin habaabin	fear	0.297
weighty	culus	fear	0.297
avoid	iska ilaali	fear	0.297
depreciated	qiimo jaban	fear	0.297
flounder	duufaan	fear	0.297
deflation	jaban	fear	0.297
unsurpassed	aan la daboolin	fear	0.297
dashed	gooyay	fear	0.297
hide	qarin	fear	0.297
timidity	cabsida	fear	0.297
deluge	Duufaan	fear	0.287
disinformation	Qalabaynta	fear	0.286
court	maxkamad	fear	0.284
aversion	Diidmada	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	ma jecla	fear	0.281
remains	wali	fear	0.281
discourage	niyad jab	fear	0.281
cautious	taxadir leh	fear	0.281
oncoming	soo socda	fear	0.281
flying	duulaya	fear	0.281
mistaken	qalad ah	fear	0.281
swelling	barar	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	ilaalinta	fear	0.281
apache	apache	fear	0.281
rush	degdeg	fear	0.281
yelp	yelp	fear	0.281
cartridge	kartida	fear	0.281
fortress	qalcadda	fear	0.281
bigoted	weynaaday	fear	0.281
notready	mar hore	fear	0.281
challenge	tartan	fear	0.281
submitting	soo gudbinta	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	wareer	fear	0.281
unruly	midab darro	fear	0.281
intense	xoog leh	fear	0.279
noncompliance	raacsanaan la'aanta	fear	0.276
alerts	digniino	fear	0.276
planes	diyaaradaha	fear	0.274
displeased	raali galin	fear	0.273
cop	booliska	fear	0.273
unbridled	aan la shaacin	fear	0.271
regiment	Soomaliya	fear	0.266
crowds	dad badan	fear	0.266
sentence	xukunka	fear	0.266
blindfold	indhoolayaasha	fear	0.266
crouch	xir	fear	0.266
belt	suunka	fear	0.266
hooded	dabacsan	fear	0.266
uncanny	qarsoodi ah	fear	0.266
cupping	koobbi	fear	0.266
sneak	sneak	fear	0.266
cloak	xirto	fear	0.266
banger	bangiga	fear	0.266
affront	soo horjeeda	fear	0.266
confession	qirasho	fear	0.266
blemish	iwm	fear	0.266
posse	gadaal	fear	0.266
auditions	tijaabooyinka	fear	0.266
forgotten	iloobey	fear	0.266
immerse	qallafsan	fear	0.266
operation	hawlgalka	fear	0.266
elevation	sare u qaadidda	fear	0.266
shanghai	Shanghai	fear	0.266
hood	dabka	fear	0.266
problem	dhibaatada	fear	0.266
skid	taraarax	fear	0.266
insomnia	hurdo la'aan	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	duufaan	fear	0.266
force	xoog	fear	0.266
spur	xayawaan	fear	0.262
defense	difaaca	fear	0.258
mortgagor	gadaashiisa	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	socodka	fear	0.250
rascal	rascal	fear	0.250
standstill	joojin	fear	0.250
doubt	shaki	fear	0.250
cataract	cataract	fear	0.250
repent	toobad	fear	0.250
unfamiliar	aan aqoon	fear	0.250
delusional	been abuur	fear	0.250
obliging	waajib ah	fear	0.250
hag	hagaha	fear	0.250
defend	difaac	fear	0.250
guard	ilaaliye	fear	0.250
scapegoat	isugeyn	fear	0.250
swampy	boodh	fear	0.250
react	jawaab	fear	0.250
breakingnews	War degdeg AH	fear	0.250
foul	qalad	fear	0.250
spinster	lafdhabar	fear	0.250
indifference	aan kala sooc lahayn	fear	0.250
sunk	duufaan	fear	0.250
picket	soo celinta	fear	0.250
insect	cayayaanka	fear	0.250
rating	qiimeynta	fear	0.250
forewarned	hortagay	fear	0.250
indecisive	qasab la'aan	fear	0.250
stealthy	aan lahayn	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	saleysan	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ugu sareeya	fear	0.236
inequality	sinnaan la'aanta	fear	0.234
rekindle	dib u noqo	fear	0.234
shrink	yareeyaa	fear	0.234
scaffold	isku dhafan	fear	0.234
discontent	dareen la'aan	fear	0.234
verge	qadarin	fear	0.234
psychiatrist	dhakhtarka dhimirka	fear	0.234
overdrive	dhaafsiisan	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	isha	fear	0.234
finalized	dhammeystiray	fear	0.234
shelters	hoyga	fear	0.234
sleepless	hurdo la'aan	fear	0.234
dependence	ku tiirsanaan	fear	0.234
chicken	digaag	fear	0.234
instinctive	macaan	fear	0.234
buzz	buzz	fear	0.234
difficulty	adag	fear	0.234
bee	shinni	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buck	fear	0.234
rushing	rush	fear	0.233
overslept	duldhigay	fear	0.226
default	default	fear	0.226
confessional	qawaaniinta	fear	0.225
impatient	sabir la'aan	fear	0.224
immigrant	soogalooti	fear	0.219
heft	woqooyi	fear	0.219
sweat	dhidid	fear	0.219
waver	murugo	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	nacasnimo	fear	0.219
thrill	farxad	fear	0.219
cane	Cuntada	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	maxayf	fear	0.219
tactics	xeeladaha	fear	0.219
veer	xitaa	fear	0.219
unequal	sinaan la'aan	fear	0.219
lastminute	ugu dambeeyay	fear	0.219
jungle	duurjoogta	fear	0.219
bait	bait	fear	0.219
revelations	muujinta	fear	0.219
blues	blues	fear	0.219
overtired	aad u sarreeya	fear	0.218
prognosis	saadaasha	fear	0.217
alertness	Feejignaan	fear	0.216
hyped	dardargeliyey	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	tijaabooyin	fear	0.210
clowns	clowns	fear	0.207
fluctuation	isbeddel	fear	0.204
restless	nasasho la'aan	fear	0.204
examination	baaritaanka	fear	0.204
intimacy	isdhexgalka	fear	0.203
phew	khariidad	fear	0.203
quail	digaagduur	fear	0.203
hurry	dhaqso	fear	0.203
uphill	kor u kaca	fear	0.203
mighty	xoog leh	fear	0.203
birth	dhalashada	fear	0.203
cross	iskutallaabta	fear	0.203
help	I caawi	fear	0.203
overcome	ka adkaado	fear	0.203
recesses	fasaxyada	fear	0.203
acceptances	aqbalida	fear	0.203
fearless	cabsi la'aan	fear	0.200
ware	dukaanka	fear	0.198
change	isbedel	fear	0.198
withstand	hor istaag	fear	0.197
asap	dhaqso badan	fear	0.191
owing	deynta	fear	0.188
gnome	gnome	fear	0.188
cautiously	taxadar leh	fear	0.188
tract	waddada	fear	0.188
deadlines	waqtiyada loo qabtay	fear	0.188
heighten	dhererka	fear	0.188
attorney	qareen	fear	0.188
bug	cilad	fear	0.188
knots	buro	fear	0.188
fragile	jilicsan	fear	0.188
rule	xukun	fear	0.188
advance	hormarin	fear	0.188
intrigue	qulqul	fear	0.188
overcoming	ka baxsan	fear	0.188
stillness	wali	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	daawo	fear	0.188
unorganised	unorganised	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	kelidii	fear	0.183
slippery	sariirta	fear	0.181
interview	wareysi	fear	0.180
everyman	qof kasta	fear	0.178
speculation	sifeyn	fear	0.176
needtoknow	loo baahan yahay	fear	0.173
assessment	qiimeynta	fear	0.172
competition	tartanka	fear	0.172
settlor	xayiraad	fear	0.172
rod	ul	fear	0.172
checkpoint	baaritaan	fear	0.172
regulatory	sharciyo	fear	0.172
worship	cibaadada	fear	0.172
shell	qolof	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	lama hubo	fear	0.172
unsure	hubin	fear	0.172
birch	bjørk	fear	0.172
surprise	yaabay	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	caws	fear	0.172
composure	riwaayado	fear	0.172
interviewer	wareysi	fear	0.172
less	wax ka yar	fear	0.167
coy	shuban	fear	0.162
iris	iris	fear	0.160
audition	xisaabinta	fear	0.156
sly	aad u	fear	0.156
legalized	sharciyeysan	fear	0.156
intimately	ugu dhow	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	dib u qabso	fear	0.156
hearing	maqalka	fear	0.156
bases	saldhigyada	fear	0.156
medication	daawo	fear	0.156
ceasefire	xabbad joojin	fear	0.156
retirement	hawlgab	fear	0.156
courageous	geesinimo	fear	0.154
overthinker	badinta	fear	0.153
backtrack	backtrack	fear	0.151
dawned	oo kacday	fear	0.150
censor	faafreeb	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	manhaj	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	Aqoonsiga	fear	0.141
cove	rabbi	fear	0.141
newcomer	cusub	fear	0.141
eventuality	dhacdada	fear	0.141
imagination	malayn	fear	0.141
validity	ansaxnimada	fear	0.141
waiting	sugitaanka	fear	0.141
delay	daahitaan	fear	0.141
shy	xishood	fear	0.140
alreadyyyyy	horaantii	fear	0.140
symptom	Astaamo	fear	0.133
excite	xiiso leh	fear	0.132
raccoon	jinsiyad	fear	0.127
prevent	ka hortag	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	dhoobo	fear	0.125
ahhh	Ahhh	fear	0.125
hawk	qoryaha	fear	0.125
campaigning	ololaha	fear	0.125
soready	soready	fear	0.125
tryout	tijaabin	fear	0.125
marry	guursato	fear	0.125
sprite	sprite	fear	0.125
swim	dabaal	fear	0.125
gameday	gameday	fear	0.125
sag	sax	fear	0.123
pharmacy	farmasiga	fear	0.123
policeman	booliska	fear	0.121
lace	xargaha	fear	0.111
dreamt	riyooday	fear	0.111
holiness	quduusnaan	fear	0.109
pray	tukadaan	fear	0.109
weight	miisaanka	fear	0.109
incase	Lacalla	fear	0.109
knot	knot	fear	0.109
confidence	kalsooni	fear	0.109
notoriety	malayn	fear	0.109
homework	shaqada guriga	fear	0.109
destination	meesha	fear	0.109
bigday	weynaa	fear	0.109
slender	caato ah	fear	0.100
undecided	aan go'aansan	fear	0.098
sympathetic	dabacsanaadaan	fear	0.097
god	ilaah	fear	0.094
grades	fasalada	fear	0.094
loyal	daacad	fear	0.094
poise	sheyga	fear	0.094
treat	daawee	fear	0.094
confident	kalsooni	fear	0.094
counsellor	la taliye	fear	0.094
helmet	koofiyada	fear	0.094
case	kiis	fear	0.094
locate	hel	fear	0.094
northeast	waqooyi-bari	fear	0.088
compassion	naxariis	fear	0.078
nurture	kobcinta	fear	0.078
graduation	qalinjebinta	fear	0.078
graded	heer sare ah	fear	0.075
mum	Hooyo	fear	0.070
infant	ilmaha	fear	0.067
civilians	dadka rayidka ah	fear	0.062
soulmate	nafsadaheeda	fear	0.062
civilian	rayid	fear	0.062
cloudiness	daruuri	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	madadaalo	fear	0.062
cash	lacag caddaan ah	fear	0.062
journey	safar	fear	0.062
guidelines	tilmaamaha	fear	0.062
youth	dhalinyarada	fear	0.062
opera	Opera	fear	0.057
synonymous	isku midka ah	fear	0.056
praying	tukashada	fear	0.047
honest	daacad ah	fear	0.047
intelligence	sirdoon	fear	0.038
romance	jacaylka	fear	0.031
lines	khadadka	fear	0.031
volunteer	tabaruce	fear	0.031
obey	adeeca	fear	0.016
happiest	ugu faraxsan	joy	0.986
happiness	farxad	joy	0.984
bliss	farxad	joy	0.971
celebrating	dabaaldega	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	raaxo	joy	0.954
elation	furfuran	joy	0.944
bestdayever	maalinta ugu fiican	joy	0.938
beaming	boodhka	joy	0.938
loveee	jecel	joy	0.932
celebration	dabaaldega	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	farxad	joy	0.924
happily	si farxad leh	joy	0.922
excitement	farxad	joy	0.922
euphoria	cajiib	joy	0.922
fabulous	cajiib ah	joy	0.922
joyous	farxad	joy	0.922
exuberance	dulqaadasho	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	jecel	joy	0.920
gratitude	mahadsanid	joy	0.914
spectacular	cajiib ah	joy	0.912
merriment	merriment	joy	0.912
happydance	farxad	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	daboolay	joy	0.909
triumphant	guulayste	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	faraxsan	joy	0.906
cheer	kalsooni	joy	0.897
elated	ladilay	joy	0.894
lovethis	jecel yahay	joy	0.891
laugh	qosol	joy	0.891
jolly	jolly	joy	0.891
pleasures	raaxo	joy	0.891
excitation	ogaysiin	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	aad u faraxsan	joy	0.891
exhilaration	farxad	joy	0.891
marvelously	si cajiib leh	joy	0.881
loving	jecel yahay	joy	0.879
joyful	farxad	joy	0.879
outstanding	aad u fiican	joy	0.879
blissful	farxad leh	joy	0.879
pleasurable	farxad	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	riyaaqa	joy	0.875
lovinglife	dareenka nolosha	joy	0.875
glee	geela	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	qanacsanaan	joy	0.868
woohoo	woohoo	joy	0.864
laughing	qosol	joy	0.864
superb	fiican	joy	0.864
wonderful	cajiib ah	joy	0.863
brilliant	qurux badan	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	farxad	joy	0.859
hooray	hooray	joy	0.859
glory	ammaan	joy	0.859
celebrated	dabaaldega	joy	0.859
loved	jecel yahay	joy	0.859
magnificent	cajiib ah	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	xiiso leh	joy	0.853
heavenly	jannada	joy	0.853
thrilled	farxaan	joy	0.851
mademyday	madamyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	dabaaldeg	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	barako	joy	0.844
wonderfully	cajiib ah	joy	0.844
sweetness	macaan	joy	0.833
marvellous	cajiib ah	joy	0.833
festive	xaflad	joy	0.833
blessed	barakeeyey	joy	0.833
paradise	Jannada	joy	0.833
celebrations	dabaaldegyada	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	oo dhoola cadeynaya	joy	0.828
enchanting	farshaxanka	joy	0.828
love	jacayl	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Guriyeyn	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	qosol	joy	0.824
marvelous	cajiib ah	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	dabaaldega	joy	0.818
sensational	dareen ahaan	joy	0.818
delightful	farxad leh	joy	0.818
happyheart	farxad	joy	0.818
rejoicing	farxaan	joy	0.818
joys	farxad	joy	0.818
goodness	wanaag	joy	0.818
excited	aad u faraxsan	joy	0.818
excellence	heer sare	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jaahwareer	joy	0.814
glorious	sharaf leh	joy	0.812
lovemaking	jacaylka	joy	0.812
rejoice	farxa	joy	0.812
victorious	guuleysta	joy	0.812
excellent	aad u fiican	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	ku raaxeyso	joy	0.812
splendid	qurux badan	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	Waqtiyada wakhti	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	faraxsanahay	joy	0.809
myfavorite	aan jeclaa	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	farxad	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	farxad	joy	0.803
giggle	qosol	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	guul	joy	0.797
happier	farxad	joy	0.797
dancing	qoob ka ciyaarka	joy	0.797
lovinlife	jecel nolosha	joy	0.797
magnificence	weynaanta	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	mahadsanid	joy	0.789
splendor	qurux badan	joy	0.788
amuse	roonow	joy	0.788
fun	madadaalo	joy	0.788
happy	faraxsan	joy	0.788
enchanted	qurux badan	joy	0.781
glorify	ammaanaan	joy	0.781
glad	farxad	joy	0.781
beautiful	qurux badan	joy	0.781
solucky	qulqulo	joy	0.781
giggling	qoslaya	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	shucaac	joy	0.781
heavens	samooyinka	joy	0.779
perfection	dhammaystiran	joy	0.779
christmassy	christmassy	joy	0.779
romance	jacaylka	joy	0.779
thrilling	farxad	joy	0.776
miraculous	mucjiso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	xiiso leh	joy	0.773
congrats	soo bandhigay	joy	0.773
cheers	farxad	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	jawaabta	joy	0.773
lovable	jecel yahay	joy	0.773
cheered	ku farxay	joy	0.773
funday	maalgelin	joy	0.772
enjoying	ku raaxeyso	joy	0.771
cuddling	xannaaneyn	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	la qaley	joy	0.766
lifeisgood	nolosha	joy	0.766
thebest	ugu fiican	joy	0.766
sosweet	aad u macaan	joy	0.766
smiles	qosolka	joy	0.766
delight	farxad	joy	0.765
orgasm	orgasm	joy	0.765
party	xisbi	joy	0.765
positive	fiican	joy	0.761
cheerfulness	farxad	joy	0.758
miracles	mucjisooyinka	joy	0.758
sweetheart	gabar	joy	0.758
enlighten	iftiin	joy	0.758
christmastime	taariikhda	joy	0.757
giddy	tagay	joy	0.757
romantic	romantic	joy	0.750
gratify	raashin	joy	0.750
friendliness	saaxiibtinimo	joy	0.750
laughs	wuu qoslaa	joy	0.750
greatness	weynaanta	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	farxad	joy	0.750
blessings	barakooyinka	joy	0.750
smile	dhoola cadeyn	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	loola jeedo	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	xamaasad	joy	0.742
triumph	guuleysi	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	muusik	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mucjiso	joy	0.742
rewarding	abaalmarin	joy	0.742
feelgood	dareemo	joy	0.736
prosperity	barwaaqo	joy	0.735
luxurious	raaxo leh	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	maalin wacan	joy	0.734
passionate	xiisaha	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	guul	joy	0.734
admiration	xiisaha	joy	0.734
tgif	tgif	joy	0.734
glorification	ammaanta	joy	0.733
sing	heeso	joy	0.729
glowing	dhalaalaya	joy	0.729
breathtaking	neefsashada	joy	0.728
fulfillment	dhammaystirka	joy	0.728
yessss	yessss	joy	0.728
cheery	murugo	joy	0.727
thankful	mahadsanid	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	abaalmarin	joy	0.727
atpeace	atpeace	joy	0.727
win	guuleysta	joy	0.727
merry	faraxsanahay	joy	0.727
pleased	ku faraxsan	joy	0.725
radiance	iftiin	joy	0.725
inspiration	waxyoonay	joy	0.725
uplift	koritaanka	joy	0.723
optimistic	rajo wanaagsan	joy	0.723
heaven	jannada	joy	0.721
lucky	nasiib	joy	0.721
thrill	farxad	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	fasaxyada	joy	0.721
harmony	wada noolaanshaha	joy	0.719
brighten	dhalaalaya	joy	0.719
lover	lover	joy	0.719
heartfelt	kali ah	joy	0.719
utopian	macmiilaha	joy	0.719
xmas	xmas	joy	0.719
lovely	qurux badan	joy	0.719
amusement	madadaalo	joy	0.719
congratulatory	Hambalyo	joy	0.719
praising	amaanay	joy	0.719
thriving	kobcaya	joy	0.719
perfect	qumman	joy	0.719
magic	sixir	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	raaxo	joy	0.712
bestfeeling	ugu fiican	joy	0.712
treasures	khasnadaha	joy	0.712
achievement	guuleysiga	joy	0.712
yay	yay	joy	0.712
