word	Welsh-cy	emotion	emotion-intensity-score
disrespectful	amharchus	fear	0.343
phalanx	phalanx	fear	0.342
creature	creadur	fear	0.340
mortgage	morgais	fear	0.331
specter	sbectrwm	fear	0.331
enigmatic	enigmatig	fear	0.329
caution	rhybudd	fear	0.328
police	yr heddlu	fear	0.328
shank	shank	fear	0.328
undesirable	yn annymunol	fear	0.328
shutdown	cau	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	israddedig	fear	0.328
gametime	amser gêm	fear	0.328
remove	dileu	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	camarwain	fear	0.328
loom	cariad	fear	0.328
supremacy	goruchafiaeth	fear	0.328
unlucky	anlwcus	fear	0.328
quash	cwash	fear	0.328
hives	gwartheg	fear	0.328
wimp	wimp	fear	0.328
gladiator	gladiator	fear	0.328
feeling	teimlo	fear	0.328
dominion	dominiaeth	fear	0.328
encumbrance	ysgogiad	fear	0.328
adrift	adrift	fear	0.328
defendant	diffynnydd	fear	0.328
outpost	allan	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	heb synnwyr	fear	0.328
wrongly	yn anghywir	fear	0.328
bugaboo	bugaboo	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	ethereal	fear	0.328
scarce	prin	fear	0.327
unsettled	anghysbell	fear	0.327
antisocial	gwrthgymdeithasol	fear	0.324
astray	anghofio	fear	0.320
vigilant	yn wyliadwrus	fear	0.319
socialist	sosialaidd	fear	0.318
halter	halter	fear	0.318
pessimist	pesimistaidd	fear	0.317
pacing	pacio	fear	0.316
opponent	gwrthwynebydd	fear	0.312
discontinuity	anghysondeb	fear	0.312
conspire	cydweddu	fear	0.312
trickery	trickery	fear	0.312
obsessing	obsesiynol	fear	0.312
seclusion	neilltuo	fear	0.312
whirlwind	chwistrell	fear	0.312
unexpected	annisgwyl	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	gwrthdrawiad	fear	0.312
muzzle	gob	fear	0.312
blight	diffodd	fear	0.312
foreigner	tramor	fear	0.312
chargeable	yn daladwy	fear	0.312
laxative	llaethog	fear	0.312
clinical	clinigol	fear	0.312
dentist	deintydd	fear	0.312
therapist	therapydd	fear	0.312
deadline	dyddiad cau	fear	0.312
bewilderment	difyr	fear	0.312
litigate	troseddu	fear	0.312
nether	yn well	fear	0.312
thorny	drwg	fear	0.312
valium	valium	fear	0.312
powerful	pwerus	fear	0.312
uneasy	anhygoel	fear	0.312
unkind	anhygoel	fear	0.312
ordnance	ordnans	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	overthincio	fear	0.309
doubts	amheuon	fear	0.308
seriousness	difrifoldeb	fear	0.305
irrational	anghyson	fear	0.305
erase	Dileu	fear	0.303
teasing	poeni	fear	0.303
razor	razor	fear	0.303
sweating	chwysu	fear	0.298
reluctant	amharod	fear	0.297
mage	mage	fear	0.297
crouching	crouching	fear	0.297
warning	rhybudd	fear	0.297
endless	di-ben	fear	0.297
adjudicate	beirniadu	fear	0.297
bale	bale	fear	0.297
inflation	chwyddiant	fear	0.297
giant	cawr	fear	0.297
auditor	archwilydd	fear	0.297
medical	meddygol	fear	0.297
swamp	swamp	fear	0.297
bitch	bys	fear	0.297
mislead	camarwain	fear	0.297
weighty	pwysol	fear	0.297
avoid	osgoi	fear	0.297
depreciated	dibrisio	fear	0.297
flounder	ffosydd	fear	0.297
deflation	diffoddiad	fear	0.297
unsurpassed	heb ei osgoi	fear	0.297
dashed	dashed	fear	0.297
hide	cuddio	fear	0.297
timidity	amseroldeb	fear	0.297
deluge	llithro	fear	0.287
disinformation	anhysbysiad	fear	0.286
court	llys	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	anghyfeillgar	fear	0.281
remains	yn parhau	fear	0.281
discourage	gwahardd	fear	0.281
cautious	yn ofalus	fear	0.281
oncoming	ar ddod	fear	0.281
flying	hedfan	fear	0.281
mistaken	camgymeriad	fear	0.281
swelling	chwyddo	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	gwyliadwriaeth	fear	0.281
apache	apache	fear	0.281
rush	brwyn	fear	0.281
yelp	yelp	fear	0.281
cartridge	cetris	fear	0.281
fortress	caer	fear	0.281
bigoted	bigoted	fear	0.281
notready	ddim yn barod	fear	0.281
challenge	her	fear	0.281
submitting	cyflwyno	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	dryswch	fear	0.281
unruly	anghyfrifol	fear	0.281
intense	dwys	fear	0.279
noncompliance	anghyflawniad	fear	0.276
alerts	rhybuddion	fear	0.276
planes	awyrennau	fear	0.274
displeased	anffodus	fear	0.273
cop	cop	fear	0.273
unbridled	anghyfannedd	fear	0.271
regiment	gatrawd	fear	0.266
crowds	torfeydd	fear	0.266
sentence	ddedfryd	fear	0.266
blindfold	blychau	fear	0.266
crouch	crouch	fear	0.266
belt	gwregys	fear	0.266
hooded	cwfl	fear	0.266
uncanny	anhygoel	fear	0.266
cupping	cwpanu	fear	0.266
sneak	sneak	fear	0.266
cloak	clust	fear	0.266
banger	banger	fear	0.266
affront	afront	fear	0.266
confession	cyffes	fear	0.266
blemish	blemish	fear	0.266
posse	posse	fear	0.266
auditions	clyweliadau	fear	0.266
forgotten	anghofio	fear	0.266
immerse	ymledu	fear	0.266
operation	gweithredu	fear	0.266
elevation	drychiad	fear	0.266
shanghai	Shanghai	fear	0.266
hood	cwfl	fear	0.266
problem	broblem	fear	0.266
skid	sgid	fear	0.266
insomnia	anhunedd	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	gwlyb	fear	0.266
force	grym	fear	0.266
spur	ysbwriel	fear	0.262
defense	amddiffyniad	fear	0.258
mortgagor	morgaiswr	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	rhedeg	fear	0.250
rascal	rasc	fear	0.250
standstill	standstill	fear	0.250
doubt	amheuaeth	fear	0.250
cataract	cataract	fear	0.250
repent	edifarhau	fear	0.250
unfamiliar	anghyfarwydd	fear	0.250
delusional	delusional	fear	0.250
obliging	rhwymedigaeth	fear	0.250
hag	hag	fear	0.250
defend	amddiffyn	fear	0.250
guard	gwarchod	fear	0.250
scapegoat	gorsaf fach	fear	0.250
swampy	swampy	fear	0.250
react	ymateb	fear	0.250
breakingnews	toriadau	fear	0.250
foul	budr	fear	0.250
spinster	spinster	fear	0.250
indifference	anfantais	fear	0.250
sunk	wedi'i suddo	fear	0.250
picket	piced	fear	0.250
insect	pryfed	fear	0.250
rating	graddio	fear	0.250
forewarned	yn flaengar	fear	0.250
indecisive	anghywir	fear	0.250
stealthy	yn llym	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	wedi'i seilio ar	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	uchaf	fear	0.236
inequality	anghydraddoldeb	fear	0.234
rekindle	rekindle	fear	0.234
shrink	crebachu	fear	0.234
scaffold	sgaffald	fear	0.234
discontent	anfodlonrwydd	fear	0.234
verge	ymyl	fear	0.234
psychiatrist	seiciatrydd	fear	0.234
overdrive	gorddi	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	rhyngweithiol	fear	0.234
pinion	pinion	fear	0.234
finalized	wedi'i gwblhau	fear	0.234
shelters	llochesi	fear	0.234
sleepless	heb ddysgu	fear	0.234
dependence	dibyniaeth	fear	0.234
chicken	cyw iâr	fear	0.234
instinctive	greddf	fear	0.234
buzz	buzz	fear	0.234
difficulty	anhawster	fear	0.234
bee	gwenyn	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	bwc	fear	0.234
rushing	yn rhuthro	fear	0.233
overslept	overslept	fear	0.226
default	diofyn	fear	0.226
confessional	cyffesiynol	fear	0.225
impatient	anweddus	fear	0.224
immigrant	mewnfudwr	fear	0.219
heft	heft	fear	0.219
sweat	chwys	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingy	fear	0.219
thrill	rhyfedd	fear	0.219
cane	cwn	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	bethif	fear	0.219
tactics	tactegau	fear	0.219
veer	yn wir	fear	0.219
unequal	anghyfartal	fear	0.219
lastminute	funud olaf	fear	0.219
jungle	jyngl	fear	0.219
bait	abwyd	fear	0.219
revelations	datguddiadau	fear	0.219
blues	blues	fear	0.219
overtired	wedi troi allan	fear	0.218
prognosis	prognosis	fear	0.217
alertness	rhybudd	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	Dymuna bob lwc i fi	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowniau	fear	0.207
fluctuation	amrywiad	fear	0.204
restless	aflonyddwch	fear	0.204
examination	arholiad	fear	0.204
intimacy	agosrwydd	fear	0.203
phew	phew	fear	0.203
quail	chwail	fear	0.203
hurry	brys	fear	0.203
uphill	uphill	fear	0.203
mighty	cryf	fear	0.203
birth	geni	fear	0.203
cross	croesi	fear	0.203
help	help	fear	0.203
overcome	goresgyn	fear	0.203
recesses	toriadau	fear	0.203
acceptances	derbyniadau	fear	0.203
fearless	heb ofn	fear	0.200
ware	ware	fear	0.198
change	newid	fear	0.198
withstand	gwrthsefyll	fear	0.197
asap	asap	fear	0.191
owing	oherwydd	fear	0.188
gnome	gnome	fear	0.188
cautiously	yn ofalus	fear	0.188
tract	llwybr	fear	0.188
deadlines	dyddiadau cau	fear	0.188
heighten	cynyddu	fear	0.188
attorney	atwrnai	fear	0.188
bug	bug	fear	0.188
knots	knotiau	fear	0.188
fragile	bregus	fear	0.188
rule	rheol	fear	0.188
advance	ymlaen llaw	fear	0.188
intrigue	dychrynllyd	fear	0.188
overcoming	goresgyn	fear	0.188
stillness	parhad	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	Gwylio	fear	0.188
unorganised	heb ei drefnu	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	unig	fear	0.183
slippery	llithrig	fear	0.181
interview	cyfweliad	fear	0.180
everyman	everyman	fear	0.178
speculation	dyfalu	fear	0.176
needtoknow	angen gwybod	fear	0.173
assessment	asesiad	fear	0.172
competition	cystadleuaeth	fear	0.172
settlor	setlwr	fear	0.172
rod	gwialen	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	rheoleiddio	fear	0.172
worship	addoli	fear	0.172
shell	cregyn	fear	0.172
readytogo	barod i fynd	fear	0.172
uncertain	ansicr	fear	0.172
unsure	yn ansicr	fear	0.172
birch	bedw	fear	0.172
surprise	syndod	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	caff	fear	0.172
composure	cyfansawdd	fear	0.172
interviewer	cyfwelydd	fear	0.172
less	llai	fear	0.167
coy	coy	fear	0.162
iris	cylchgrawn	fear	0.160
audition	clyweliad	fear	0.156
sly	glod	fear	0.156
legalized	wedi'i gyfreithloni	fear	0.156
intimately	yn ddidwyll	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	countdown	fear	0.156
hearing	gwrandawiad	fear	0.156
bases	canolfannau	fear	0.156
medication	meddyginiaeth	fear	0.156
ceasefire	stopio	fear	0.156
retirement	ymddeoliad	fear	0.156
courageous	yn ddewr	fear	0.154
overthinker	overthynwyr	fear	0.153
backtrack	backtrack	fear	0.151
dawned	Dawned	fear	0.150
censor	censor	fear	0.149
bailiff	beili	fear	0.147
syllabus	maes llafur	fear	0.147
gent	gent	fear	0.141
caricature	cariad	fear	0.141
rationality	rhesymoldeb	fear	0.141
cove	cudd	fear	0.141
newcomer	newydd-ddyfod	fear	0.141
eventuality	ddigwyddiad	fear	0.141
imagination	dychymyg	fear	0.141
validity	dilysrwydd	fear	0.141
waiting	aros	fear	0.141
delay	oedi	fear	0.141
shy	swil	fear	0.140
alreadyyyyy	yn barod	fear	0.140
symptom	symptom	fear	0.133
excite	cyffroi	fear	0.132
raccoon	raccoon	fear	0.127
prevent	atal	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	ymgyrchu	fear	0.125
soready	soready	fear	0.125
tryout	tryout	fear	0.125
marry	priodi	fear	0.125
sprite	ffynhonnell	fear	0.125
swim	nofio	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	fferyllfa	fear	0.123
policeman	plismon	fear	0.121
lace	les	fear	0.111
dreamt	breuddwydio	fear	0.111
holiness	sancteiddrwydd	fear	0.109
pray	gweddïwch	fear	0.109
weight	pwysau	fear	0.109
incase	rhag ofn	fear	0.109
knot	cwlwm	fear	0.109
confidence	hyder	fear	0.109
notoriety	enwogrwydd	fear	0.109
homework	gwaith Cartref	fear	0.109
destination	cyrchfan	fear	0.109
bigday	mawrday	fear	0.109
slender	cawl	fear	0.100
undecided	heb benderfynu	fear	0.098
sympathetic	cydymdeimladol	fear	0.097
god	Duw	fear	0.094
grades	graddau	fear	0.094
loyal	yn ffyddlon	fear	0.094
poise	poise	fear	0.094
treat	trin	fear	0.094
confident	hyderus	fear	0.094
counsellor	cynghorydd	fear	0.094
helmet	helmed	fear	0.094
case	achos	fear	0.094
locate	lleoli	fear	0.094
northeast	gogledd-ddwyrain	fear	0.088
compassion	tosturi	fear	0.078
nurture	meithrin	fear	0.078
graduation	graddio	fear	0.078
graded	graddio	fear	0.075
mum	mam	fear	0.070
infant	babanod	fear	0.067
civilians	sifiliaid	fear	0.062
soulmate	enaid	fear	0.062
civilian	sifil	fear	0.062
cloudiness	cymylogrwydd	fear	0.062
gradschool	gradd ysgol	fear	0.062
parade	gorymdaith	fear	0.062
cash	arian parod	fear	0.062
journey	daith	fear	0.062
guidelines	canllawiau	fear	0.062
youth	ieuenctid	fear	0.062
opera	opera	fear	0.057
synonymous	yn gyfystyr	fear	0.056
praying	yn gweddïo	fear	0.047
honest	yn onest	fear	0.047
intelligence	gwybodaeth	fear	0.038
romance	rhamant	fear	0.031
lines	llinellau	fear	0.031
volunteer	gwirfoddolwr	fear	0.031
obey	ufuddhau	fear	0.016
happiest	hapusaf	joy	0.986
happiness	hapusrwydd	joy	0.984
bliss	bleser	joy	0.971
celebrating	dathlu	joy	0.970
jubilant	yn ymddeol	joy	0.969
ecstatic	ecstatig	joy	0.954
elation	elation	joy	0.944
bestdayever	gorau bob dydd	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	dathliad	joy	0.929
awesomeness	anhwylderau	joy	0.926
joy	llawenydd	joy	0.924
happily	yn hapus	joy	0.922
excitement	cyffro	joy	0.922
euphoria	ewfforia	joy	0.922
fabulous	yn wych	joy	0.922
joyous	llawenydd	joy	0.922
exuberance	anhygoel	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	cariad	joy	0.920
gratitude	diolch	joy	0.914
spectacular	ysblennydd	joy	0.912
merriment	rhyfeddod	joy	0.912
happydance	hapusrwydd	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	yn bleser	joy	0.909
triumphant	yn fuddugoliaethus	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasi	joy	0.906
cheerful	yn hwyliog	joy	0.906
cheer	hwyl	joy	0.897
elated	elated	joy	0.894
lovethis	caru hwn	joy	0.891
laugh	chwerthin	joy	0.891
jolly	jolly	joy	0.891
pleasures	pleserau	joy	0.891
excitation	cyffro	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	wrth fy modd	joy	0.891
exhilaration	cyffrous	joy	0.891
marvelously	yn wych	joy	0.881
loving	cariadus	joy	0.879
joyful	llawenydd	joy	0.879
outstanding	yn rhagorol	joy	0.879
blissful	blissful	joy	0.879
pleasurable	bleserus	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	brwdfrydig	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	mor hapus	joy	0.868
woohoo	woohoo	joy	0.864
laughing	chwerthin	joy	0.864
superb	yn wych	joy	0.864
wonderful	yn wych	joy	0.863
brilliant	yn wych	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	hwylio	joy	0.859
hooray	hooray	joy	0.859
glory	gogoniant	joy	0.859
celebrated	ddathlu	joy	0.859
loved	cariad	joy	0.859
magnificent	yn wych	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	cyffrous	joy	0.853
heavenly	nefol	joy	0.853
thrilled	wrth fy modd	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	dathlu	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bendith	joy	0.844
wonderfully	rhyfeddol	joy	0.844
sweetness	melysrwydd	joy	0.833
marvellous	yn wych	joy	0.833
festive	Nadolig	joy	0.833
blessed	bendithedig	joy	0.833
paradise	baradwys	joy	0.833
celebrations	dathliadau	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	yn gwenu	joy	0.828
enchanting	hudolus	joy	0.828
love	cariad	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	cartrefus	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	chwerthin	joy	0.824
marvelous	yn wych	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	dathlu	joy	0.818
sensational	synhwyrol	joy	0.818
delightful	yn hyfryd	joy	0.818
happyheart	hapus	joy	0.818
rejoicing	llawenydd	joy	0.818
joys	llawenydd	joy	0.818
goodness	daioni	joy	0.818
excited	cyffrous	joy	0.818
excellence	rhagoriaeth	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	gogoneddus	joy	0.812
lovemaking	gwneud cariad	joy	0.812
rejoice	llawenhau	joy	0.812
victorious	yn fuddugol	joy	0.812
excellent	rhagorol	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	mwynhau	joy	0.812
splendid	yn wych	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	amser da	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	diwrnod Hapus	joy	0.809
myfavorite	fy ffefryn	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	pleser	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	llawenydd	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	llwyddiant	joy	0.797
happier	hapusach	joy	0.797
dancing	dawnsio	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	yn ddiolchgar	joy	0.789
splendor	ysblander	joy	0.788
amuse	difyr	joy	0.788
fun	hwyl	joy	0.788
happy	hapus	joy	0.788
enchanted	swyno	joy	0.781
glorify	gogoneddwch	joy	0.781
glad	yn falch	joy	0.781
beautiful	hardd	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	nefoedd	joy	0.779
perfection	berffaith	joy	0.779
christmassy	christmassy	joy	0.779
romance	rhamant	joy	0.779
thrilling	rhyfeddol	joy	0.776
miraculous	gwyrthiol	joy	0.773
fiesta	fiesta	joy	0.773
entertain	diddanu	joy	0.773
congrats	congrats	joy	0.773
cheers	dawnsio	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positifrwydd	joy	0.773
lovable	lovable	joy	0.773
cheered	hwyliog	joy	0.773
funday	cronfa	joy	0.772
enjoying	mwynhau	joy	0.771
cuddling	cuddio	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	yn ddifyr	joy	0.766
lifeisgood	Mae bywyd yn dda	joy	0.766
thebest	y gorau	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	gwenu	joy	0.766
delight	hyfrydwch	joy	0.765
orgasm	orgasm	joy	0.765
party	parti	joy	0.765
positive	cadarnhaol	joy	0.761
cheerfulness	hwylus	joy	0.758
miracles	gwyrthiau	joy	0.758
sweetheart	cariad	joy	0.758
enlighten	goleuwch	joy	0.758
christmastime	Nadolig	joy	0.757
giddy	giddy	joy	0.757
romantic	rhamantus	joy	0.750
gratify	diolch	joy	0.750
friendliness	cyfeillgarwch	joy	0.750
laughs	chwerthin	joy	0.750
greatness	wychder	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	bleserus	joy	0.750
blessings	bendithion	joy	0.750
smile	gwên	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jiwbilî	joy	0.742
enthusiasm	brwdfrydedd	joy	0.742
triumph	triumff	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	hudol	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	gwyrth	joy	0.742
rewarding	yn wobrwyo	joy	0.742
feelgood	teimlo'n dda	joy	0.736
prosperity	ffyniant	joy	0.735
luxurious	moethus	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	yn fywiog	joy	0.734
goodday	diwrnod da	joy	0.734
passionate	yn angerddol	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	buddugoliaeth	joy	0.734
admiration	edmygedd	joy	0.734
tgif	tgif	joy	0.734
glorification	gogoniant	joy	0.733
sing	canu	joy	0.729
glowing	disglair	joy	0.729
breathtaking	syfrdanol	joy	0.728
fulfillment	cyflawniad	joy	0.728
yessss	yessss	joy	0.728
cheery	llawenydd	joy	0.727
thankful	yn ddiolchgar	joy	0.727
hurrah	cystadleuaeth	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	gwobr	joy	0.727
atpeace	atpeace	joy	0.727
win	ennill	joy	0.727
merry	hapus	joy	0.727
pleased	yn falch	joy	0.725
radiance	ffasiwn	joy	0.725
inspiration	ysbrydoliaeth	joy	0.725
uplift	codiad	joy	0.723
optimistic	optimistaidd	joy	0.723
heaven	nefoedd	joy	0.721
lucky	lwcus	joy	0.721
thrill	rhyfedd	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	gwyliau	joy	0.721
harmony	cytgord	joy	0.719
brighten	disgleirio	joy	0.719
lover	cariad	joy	0.719
heartfelt	croen	joy	0.719
utopian	utopaidd	joy	0.719
xmas	Nadolig	joy	0.719
lovely	hyfryd	joy	0.719
amusement	difyr	joy	0.719
congratulatory	llongyfarchiad	joy	0.719
praising	yn canmol	joy	0.719
thriving	yn ffynnu	joy	0.719
perfect	perffaith	joy	0.719
magic	hud	joy	0.712
luckiest	yn luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	moethus	joy	0.712
bestfeeling	gorau	joy	0.712
treasures	trysorau	joy	0.712
achievement	cyflawniad	joy	0.712
yay	hwrê	joy	0.712
holiday	gwyliau	joy	0.712
intimate	yn agos	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	balch	joy	0.704
truelove	Gwir gariad	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	yn rhyfeddol	joy	0.703
goodnews	Newyddion da	joy	0.703
optimism	optimistiaeth	joy	0.703
satisfying	yn bodloni	joy	0.703
gooood	gooood	joy	0.703
sweetest	melysaf	joy	0.703
cherish	caris	joy	0.703
goodlife	Bywyd da	joy	0.703
beautification	harddwch	joy	0.703
appreciates	yn gwerthfawrogi	joy	0.703
winning	ennill	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	diddanu	joy	0.700
excite	cyffroi	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	pen-blwydd	joy	0.691
metime	metimeg	joy	0.688
favorite	hoff	joy	0.688
honored	anrhydeddus	joy	0.688
content	cynnwys	joy	0.688
godsend	Duwiad	joy	0.688
entertaining	difyr	joy	0.688
angelic	angelig	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	addoli	joy	0.688
exquisite	brwd	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	gwerthfawr	joy	0.682
majestic	mawreddog	joy	0.682
appreciated	gwerthfawrogi	joy	0.682
luscious	rhyfedd	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	gwenu	joy	0.682
bestfriends	ffrindiau gorau	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	yn disgleirio	joy	0.682
tranquility	llonyddwch	joy	0.679
marry	priodi	joy	0.676
embrace	croesawu	joy	0.676
positively	yn gadarnhaol	joy	0.676
dearest	dearest	joy	0.672
relaxation	ymlacio	joy	0.672
accomplished	wedi'i gyflawni	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	yn fodlon	joy	0.672
hilarious	hyfryd	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	wedi'i gyflawni	joy	0.667
fulfill	cyflawni	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	ffyniannus	joy	0.660
romanticism	rhamantiaeth	joy	0.656
humor	hiwmor	joy	0.656
glow	glow	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	dymunol	joy	0.656
appreciation	gwerthfawrogiad	joy	0.656
encouraged	anogir	joy	0.656
satisfy	bodloni	joy	0.656
serenity	serenity	joy	0.656
captivate	caethu	joy	0.656
besties	gwartheg	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	boddhad	joy	0.652
treasure	trysor	joy	0.652
engaged	ymgysylltu	joy	0.652
praises	yn canmol	joy	0.652
abundance	digonedd	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	ymlacio	joy	0.652
praised	canmoliaeth	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ategu	joy	0.647
affection	hoffter	joy	0.647
relieved	rhyddhad	joy	0.647
carnival	carnifal	joy	0.643
divine	dwyfol	joy	0.641
saintly	saintly	joy	0.641
harmoniously	yn gytûn	joy	0.641
achieve	cyflawni	joy	0.641
thanksgiving	diolchgarwch	joy	0.641
jackpot	jackpot	joy	0.641
priceless	amhrisiadwy	joy	0.641
sensuality	synhwyrol	joy	0.641
champion	pencampwr	joy	0.641
wedding	priodas	joy	0.641
uplifting	codi	joy	0.641
climax	uchafbwynt	joy	0.636
yayy	yayy	joy	0.636
peaceful	heddychlon	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	enillydd	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	cysur	joy	0.636
