word	Javanese-jw	emotion	emotion-intensity-score
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ngguyu	joy	0.864
superb	paling apik	joy	0.864
wonderful	apik banget	joy	0.863
brilliant	sarwa	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	nyenengake	joy	0.859
hooray	hooray	joy	0.859
glory	kamulyan	joy	0.859
celebrated	ngrayakake	joy	0.859
loved	tresna	joy	0.859
magnificent	apik banget	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	narik kawigaten	joy	0.853
heavenly	swarga	joy	0.853
thrilled	seneng	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ngrayakake	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	berkah	joy	0.844
wonderfully	apik banget	joy	0.844
sweetness	manis	joy	0.833
marvellous	apik banget	joy	0.833
festive	perayaan	joy	0.833
blessed	rahayu	joy	0.833
paradise	swarga	joy	0.833
celebrations	hajat	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	esem	joy	0.828
enchanting	enchanting	joy	0.828
love	katresnan	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homesweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ngguyu	joy	0.824
marvelous	apik banget	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	sensasional	joy	0.818
delightful	seneng banget	joy	0.818
happyheart	seneng banget	joy	0.818
rejoicing	bungah	joy	0.818
joys	bungah	joy	0.818
goodness	kaluhuran	joy	0.818
excited	bungah	joy	0.818
excellence	kaunggulan	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	kamulyane	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	bungaha	joy	0.812
victorious	menang	joy	0.812
excellent	banget	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	sekeca	joy	0.812
splendid	apik banget	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	seneng banget	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	kesenengan	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	bungah	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sukses	joy	0.797
happier	luwih seneng	joy	0.797
dancing	tarian	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	matur nuwun	joy	0.789
splendor	kaluwihan	joy	0.788
amuse	nyenengake	joy	0.788
fun	nyenengake	joy	0.788
happy	seneng	joy	0.788
enchanted	enchanted	joy	0.781
glorify	ngluhurake	joy	0.781
glad	bungah	joy	0.781
beautiful	ayu	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	sumringah	joy	0.781
heavens	langit	joy	0.779
perfection	kesempurnaan	joy	0.779
christmassy	liyana	joy	0.779
romance	romansa	joy	0.779
thrilling	ngageti	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	nyenengake	joy	0.773
congrats	congrats	joy	0.773
cheers	seneng banget	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positip	joy	0.773
lovable	sing disenengi	joy	0.773
cheered	cheered	joy	0.773
funday	dhuwit	joy	0.772
enjoying	nglangen	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	gumun	joy	0.766
lifeisgood	urip	joy	0.766
thebest	thebest	joy	0.766
sosweet	sosweet	joy	0.766
smiles	mesem	joy	0.766
delight	bungah	joy	0.765
orgasm	orgasme	joy	0.765
party	pesta	joy	0.765
positive	positif	joy	0.761
cheerfulness	nyenengake	joy	0.758
miracles	kaelokan	joy	0.758
sweetheart	gendhakan	joy	0.758
enlighten	enlighten	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantis	joy	0.750
gratify	gratify	joy	0.750
friendliness	kersane	joy	0.750
laughs	ngguyu	joy	0.750
greatness	kebesaran	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	nyenengake	joy	0.750
blessings	berkah	joy	0.750
smile	eseman	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	semangat	joy	0.742
triumph	menang	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ajaib	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	Ajaib	joy	0.742
rewarding	maringi hadiah	joy	0.742
feelgood	krasa penak	joy	0.736
prosperity	kamakmuran	joy	0.735
luxurious	mewah	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	nyenengake	joy	0.734
goodday	goodday	joy	0.734
passionate	hasrat	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	kamenangan	joy	0.734
admiration	kekarepan	joy	0.734
tgif	tgif	joy	0.734
glorification	kamulyan	joy	0.733
sing	sing	joy	0.729
glowing	mencorong	joy	0.729
breathtaking	narik ati	joy	0.728
fulfillment	kasenengan	joy	0.728
yessss	yessss	joy	0.728
cheery	nyenengake	joy	0.727
thankful	matur nuwun	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	penghargaan	joy	0.727
atpeace	atine	joy	0.727
win	menang	joy	0.727
merry	nyenengake	joy	0.727
pleased	seneng banget	joy	0.725
radiance	radiance	joy	0.725
inspiration	inspirasi	joy	0.725
uplift	uplift	joy	0.723
optimistic	optimistis	joy	0.723
heaven	swarga	joy	0.721
lucky	lucky	joy	0.721
thrill	nyenengake	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	liburan	joy	0.721
harmony	harmoni	joy	0.719
brighten	Padhangake	joy	0.719
lover	kekasih	joy	0.719
heartfelt	tulus	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	apik banget	joy	0.719
amusement	hiburan	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	ngalembana	joy	0.719
thriving	ngembangake	joy	0.719
perfect	sempurno	joy	0.719
magic	sihir	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	mewah	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	ngurmati	joy	0.712
achievement	prestasi	joy	0.712
yay	yay	joy	0.712
holiday	liburan	joy	0.712
intimate	intim	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	bangga	joy	0.704
truelove	truelove	joy	0.703
fuckyeah	nggambleh	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	pancen	joy	0.703
goodnews	kabar apik	joy	0.703
optimism	optimis	joy	0.703
satisfying	muasake	joy	0.703
gooood	gooood	joy	0.703
sweetest	paling manis	joy	0.703
cherish	ngurmati	joy	0.703
goodlife	goodlife	joy	0.703
beautification	beautification	joy	0.703
appreciates	appreciate	joy	0.703
winning	menang	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	nglipur	joy	0.700
excite	nyenengake	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ulang tahun	joy	0.691
metime	metime	joy	0.688
favorite	paling disenengi	joy	0.688
honored	diajeni	joy	0.688
content	isi	joy	0.688
godsend	godsend	joy	0.688
entertaining	nyenengake	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adorasi	joy	0.688
exquisite	apik banget	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	larang regane	joy	0.682
majestic	nggumun	joy	0.682
appreciated	dihargai	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	mesem	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	padhang	joy	0.682
tranquility	ketenangan	joy	0.679
marry	omah-omah	joy	0.676
embrace	ngisin	joy	0.676
positively	positif	joy	0.676
dearest	dearest	joy	0.672
relaxation	istirahat	joy	0.672
accomplished	wis rampung	joy	0.672
hug	ngrangkul	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	kepuasan	joy	0.672
hilarious	gumbira	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	kawujud	joy	0.667
fulfill	nepangi	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	makmur	joy	0.660
romanticism	romantisisme	joy	0.656
humor	humor	joy	0.656
glow	cemlorot	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	nyenengake	joy	0.656
appreciation	apresiasi	joy	0.656
encouraged	nyemangati	joy	0.656
satisfy	gawe	joy	0.656
serenity	serenity	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kepuasan	joy	0.652
treasure	bandha	joy	0.652
engaged	melu	joy	0.652
praises	ngalembana	joy	0.652
abundance	kelimpahan	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	santai	joy	0.652
praised	ngalembana	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ngompliti	joy	0.647
affection	tresna	joy	0.647
relieved	ngeculake	joy	0.647
carnival	karnaval	joy	0.643
divine	gaib	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmonis	joy	0.641
achieve	entuk	joy	0.641
thanksgiving	matur nuwun	joy	0.641
jackpot	jackpot	joy	0.641
priceless	paling apik	joy	0.641
sensuality	sensualitas	joy	0.641
champion	juara	joy	0.641
wedding	wedding	joy	0.641
uplifting	uplifting	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	tentrem	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	nggoleki	joy	0.636
winner	juara	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	nyenengake	joy	0.636
honeymoon	bulan madu	joy	0.636
xoxo	xoxo	joy	0.634
amusing	nyenengake	joy	0.625
reward	ganjaran	joy	0.625
fondness	kepenginan	joy	0.625
hearts	ati	joy	0.625
brighter	luwih cerah	joy	0.625
sweet	manis	joy	0.625
stargazing	stargazing	joy	0.625
festival	Festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	loman	joy	0.625
gorgeous	nggantheng	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	jinis	joy	0.622
parade	arakan	joy	0.621
applause	keplok	joy	0.621
genial	genial	joy	0.621
beauty	kaendahan	joy	0.621
kind	apik	joy	0.621
newlife	panguripan anyar	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	ngebaki	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuous	joy	0.613
kiss	Kiss	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	pinuji	joy	0.609
rainbows	rainbow	joy	0.609
generous	loman	joy	0.609
enlightenment	pencerahan	joy	0.609
playful	playful	joy	0.609
christmas	natal	joy	0.609
super	super	joy	0.609
elegance	keanggunan	joy	0.609
rekindle	rekindle	joy	0.609
awards	penghargaan	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kamardikan	joy	0.607
successful	sukses	joy	0.606
onelove	onelove	joy	0.606
kindness	kebecikan	joy	0.606
freely	bebas	joy	0.606
surprises	surprises	joy	0.606
inspired	inspirasi	joy	0.606
hilarity	hilarity	joy	0.606
wonder	kepengin weruh	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	hiburan	joy	0.603
whimsical	whimsical	joy	0.603
passion	semangat	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	godisgood	joy	0.597
whoo	sing	joy	0.594
angel	angel	joy	0.594
thankgod	matur nuwun	joy	0.594
accomplishment	prestasi	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	inspirasi	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	tentrem	joy	0.594
jesus	jesus	joy	0.594
goodies	barang	joy	0.594
heroic	heroik	joy	0.591
fortune	rejeki	joy	0.591
friendship	Persahabatan	joy	0.591
singing	singing	joy	0.591
exalted	luhur	joy	0.591
summer	panas	joy	0.591
highest	paling dhuwur	joy	0.591
overflowing	overflowing	joy	0.588
contented	nyenengake	joy	0.588
woot	woot	joy	0.588
rollicking	nggulung	joy	0.588
hope	pangarep-arep	joy	0.586
accolade	pinunjul	joy	0.586
cozy	nyaman	joy	0.583
delicious	éca	joy	0.579
friendly	loropaken	joy	0.578
sensuous	sensuous	joy	0.578
darling	darling	joy	0.578
picturesque	picturesque	joy	0.578
raving	raving	joy	0.578
praise	pujian	joy	0.578
everlasting	langgeng	joy	0.578
ambition	ambisi	joy	0.578
thelife	thelife	joy	0.578
sparkle	cemlorot	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sensual	joy	0.576
heroism	kepahlawanan	joy	0.576
succeeding	ngganti	joy	0.576
grace	sih-rahmate	joy	0.576
peace	tentrem	joy	0.576
livelife	livelife	joy	0.574
special	khusus	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	dipompa	joy	0.567
worthwhile	bermanfaat	joy	0.562
revels	revels	joy	0.562
prevail	menangake	joy	0.562
liking	dikarepake	joy	0.562
sunny	panas	joy	0.562
relax	ngendhokke	joy	0.562
surprise	kejutan	joy	0.562
hugs	hugs	joy	0.562
admirable	admirable	joy	0.562
hero	pahlawan	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	lucu	joy	0.562
sweets	permen	joy	0.562
prosper	makmur	joy	0.562
superstar	superstar	joy	0.562
favorable	sarujuk	joy	0.561
bless	rahayu	joy	0.561
tenderness	tenderness	joy	0.561
freedom	kebebasan	joy	0.561
masterpiece	karya Agung	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	impen	joy	0.559
hopeful	muga-muga	joy	0.559
home	ngarep	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kasetyan	joy	0.553
closeness	closeness	joy	0.552
eagerness	eagerness	joy	0.552
comfy	nyenengake	joy	0.551
sunshine	srengenge	joy	0.551
confidence	kapercayan	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	langit	joy	0.547
heart	ati	joy	0.547
completion	rampung	joy	0.547
good	apik	joy	0.547
daughter	putri	joy	0.547
gifts	peparinge	joy	0.547
astonishment	astonishment	joy	0.547
bonus	bonus	joy	0.547
goodmorning	goodmorning	joy	0.547
lifted	diangkat	joy	0.547
zeal	semangat	joy	0.547
illuminate	nggambarake	joy	0.547
gift	hadiah	joy	0.547
vacation	liburan	joy	0.547
charmed	nengsemake	joy	0.546
recreation	rekreasi	joy	0.545
encouragement	dorongan	joy	0.545
gush	gush	joy	0.545
sublime	luhur	joy	0.545
dance	tari	joy	0.545
god	Pengeran	joy	0.545
free	gratis	joy	0.544
freshstart	freshstart	joy	0.544
savior	Juruwilujeng	joy	0.543
sanctuary	panggonan suci	joy	0.541
grandchildren	putu	joy	0.540
wellness	kesehatan	joy	0.537
revel	revel	joy	0.534
inspirational	inspirasi	joy	0.531
savor	nyenengake	joy	0.531
matrimony	matrimony	joy	0.531
money	dhuwit	joy	0.531
rainbow	Pelangi	joy	0.531
confident	mantep	joy	0.531
bridal	pengantin	joy	0.531
music	musik	joy	0.531
fab	apik	joy	0.531
serene	tenang	joy	0.531
alive	urip	joy	0.531
holiness	sutji	joy	0.531
vitality	vitalitas	joy	0.531
liberation	kebebasan	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	nyenengake	joy	0.531
soar	nyedhaki	joy	0.531
firstborn	anake	joy	0.531
elegant	elegan	joy	0.530
mastery	keprigelan	joy	0.530
illumination	katerangan	joy	0.530
welcomed	tampi	joy	0.530
warmth	anget	joy	0.530
blossom	mekar	joy	0.530
glimmer	glimmer	joy	0.530
faithful	setya	joy	0.529
treat	nambani	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	pinujia	joy	0.519
powerful	kuat	joy	0.516
silly	silly	joy	0.516
zest	zest	joy	0.516
presents	hadiah	joy	0.516
succeed	kasil	joy	0.516
jingle	jingle	joy	0.516
remarkable	luar biasa	joy	0.516
greeted	disambut	joy	0.516
brotherly	sadulur	joy	0.516
pride	bangga	joy	0.516
strengthening	nguatake	joy	0.516
aspire	ngarahake	joy	0.516
abundant	akeh banget	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	Maha Kuwasa	joy	0.516
fancy	apik	joy	0.516
zen	zen	joy	0.515
coronation	koronasi	joy	0.515
kudos	kudos	joy	0.515
vivid	urip	joy	0.515
leisure	luang	joy	0.515
complete	lengkap	joy	0.515
cutie	ayu	joy	0.515
newme	newme	joy	0.515
familytime	kulawarga	joy	0.515
animated	animasi	joy	0.515
spirit	roh	joy	0.515
thanking	matur suwun	joy	0.515
kid	bocah	joy	0.515
shining	sumringah	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	reuni	joy	0.515
therapeutic	terapeutik	joy	0.515
comfort	comfort	joy	0.515
godly	godly	joy	0.514
marriage	perkawinan	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	sesambetan	joy	0.514
spouse	pasangan	joy	0.507
intimately	kepenak	joy	0.507
accomplish	ngrampungake	joy	0.500
excel	unggul	joy	0.500
inviting	ngundang	joy	0.500
meritorious	meritorious	joy	0.500
diamond	mirah	joy	0.500
nature	alam	joy	0.500
dignity	kamulyan	joy	0.500
family	kulawarga	joy	0.500
soulful	nyenengake	joy	0.500
charitable	amal	joy	0.500
encourage	menehi dorongan	joy	0.500
friends	kanca	joy	0.500
satisfied	puas	joy	0.500
welcoming	sambutan	joy	0.500
healthy	sehat	joy	0.500
surreal	surreal	joy	0.500
refreshed	refresh	joy	0.500
beach	pantai	joy	0.500
motherhood	ibu	joy	0.500
respect	ngormati	joy	0.500
gem	gem	joy	0.500
erotic	erotis	joy	0.500
visionary	visionary	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ngrambah	joy	0.500
christ	Kristus	joy	0.500
memorable	kenangan	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bayi	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracity	joy	0.500
bloom	mekar	joy	0.500
carefree	seneng	joy	0.500
aura	aura	joy	0.493
health	kesehatan	joy	0.493
liberty	kebebasan	joy	0.486
approved	disetujoni	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	pengangkatan	joy	0.485
engaging	makarya	joy	0.485
crowning	crowning	joy	0.485
aspiration	aspirasi	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	lanang	joy	0.485
liberate	mbebasake	joy	0.485
betrothed	dipeksa	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	hadiah	joy	0.485
privileged	kebon	joy	0.485
loyal	setya	joy	0.485
inseparable	ora bisa dipisahake	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	Piala	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	luck	joy	0.484
creativity	kreativitas	joy	0.484
destiny	nasibe	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	buket	joy	0.484
chocolate	coklat	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	ngimpi	joy	0.484
desire	kepinginan	joy	0.484
boyfriend	pacar	joy	0.480
commemoration	pengetan	joy	0.479
intelligence	Intelligence	joy	0.477
readiness	kasetyan	joy	0.473
friend	kanca	joy	0.471
enthusiast	penggemar	joy	0.471
bride	putri	joy	0.471
lush	gembur	joy	0.470
calming	nyenyet	joy	0.470
inheritance	warisan	joy	0.470
kiddo	kiddo	joy	0.470
massage	pijet	joy	0.470
tickle	tickle	joy	0.470
adventure	ngulandara	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	gol	joy	0.469
luster	luster	joy	0.469
giving	menehi	joy	0.469
princess	putri	joy	0.469
heartily	sedhela	joy	0.469
benevolence	benevolence	joy	0.469
nurture	nurture	joy	0.469
bridegroom	pangantèn lanang	joy	0.469
eternal	langgeng	joy	0.469
pray	ndedonga	joy	0.469
getaway	getaway	joy	0.469
humanitarian	kamanungsan	joy	0.469
bonding	ikatan	joy	0.469
rest	ngaso	joy	0.469
amicable	amicable	joy	0.469
purring	purring	joy	0.469
pretty	cantik	joy	0.469
child	bocah	joy	0.466
salutary	salutary	joy	0.465
invite	ngajak	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	Beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropis	joy	0.455
aesthetics	estetika	joy	0.455
friday	juminten	joy	0.455
elevation	elevasi	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	upacara	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	kulawarga	joy	0.455
scholarship	beasiswa	joy	0.455
befriend	kekancan	joy	0.455
commemorate	mengeti	joy	0.453
allure	nyenengake	joy	0.453
faith	iman	joy	0.453
forgiveness	pangapunten	joy	0.453
scenery	sesawangan	joy	0.453
vindication	vindikasi	joy	0.453
waterfall	air terjun	joy	0.453
birth	lair	joy	0.453
noworries	saiki	joy	0.453
approve	nyetujoni	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	lelungan	joy	0.447
meditation	meditasi	joy	0.446
relaxed	santai	joy	0.442
tranquil	tranquil	joy	0.441
weekend	akhir minggu	joy	0.441
present	saiki	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgia	joy	0.439
prayer	pandonga	joy	0.439
sharing	andum	joy	0.439
esteem	prasetya	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	kabeneran	joy	0.439
share	bareng	joy	0.438
husband	bojomu	joy	0.438
life	urip	joy	0.438
sonnet	sonnet	joy	0.438
relief	relief	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	anyar	joy	0.438
meditate	meditate	joy	0.438
mighty	kuwat	joy	0.438
eager	nyenengake	joy	0.438
strength	kekuatan	joy	0.438
warm	anget	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	budha	joy	0.427
oneness	oneness	joy	0.426
unsurpassed	ora gampang	joy	0.424
ejaculation	ejakulasi	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	Amin	joy	0.424
candlelight	lilin	joy	0.424
reverence	reverence	joy	0.424
healthful	sehat	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	kasugihan	joy	0.422
graduation	lulusan	joy	0.422
frisky	frisky	joy	0.422
energy	tenogo	joy	0.422
calmness	kalem	joy	0.422
beginnings	wiwitan	joy	0.422
safe	aman	joy	0.422
musical	musik	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	ease	joy	0.422
helpful	mbiyantu	joy	0.422
soundness	soundness	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	janji	joy	0.415
reunite	reunite	joy	0.414
salvation	kawilujengan	joy	0.412
mother	ibu	joy	0.412
poems	puisi	joy	0.412
inauguration	inauguration	joy	0.409
immaculate	immaculate	joy	0.409
lighten	lighten	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	dolan	joy	0.409
lavender	lavender	joy	0.409
purify	ngresiki	joy	0.409
clown	badut	joy	0.409
star	lintang	joy	0.406
cash	awis	joy	0.406
heal	waras	joy	0.406
completing	ngrampungake	joy	0.406
companion	kanca	joy	0.406
live	manggon	joy	0.406
flowers	kembang	joy	0.406
wishing	nuwun	joy	0.406
charity	amal	joy	0.406
opportune	opportune	joy	0.406
income	income	joy	0.403
soul	nyawa	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	kemajuan	joy	0.397
emancipation	emansipasi	joy	0.397
christian	Kristen	joy	0.397
hammock	dhadha	joy	0.394
together	bebarengan	joy	0.394
equality	Podo	joy	0.394
fullness	kepenak	joy	0.394
picnic	piknik	joy	0.394
calm	tenang	joy	0.394
childhood	bocah cilik	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	film	joy	0.393
zealous	zealous	joy	0.393
littlethings	littlethings	joy	0.391
humanity	manungsa	joy	0.391
starry	starry	joy	0.391
playground	playground	joy	0.391
adventures	petualangan	joy	0.391
meaningful	tegese	joy	0.391
choir	koor	joy	0.391
affluence	gedhe banget	joy	0.391
warms	anget	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	polah	joy	0.387
vow	sumpah	joy	0.382
shopping	shopping	joy	0.382
witty	witty	joy	0.382
communion	komuni	joy	0.379
vibes	getaran	joy	0.379
worship	nyembah	joy	0.379
jump	mlumpat	joy	0.379
reverend	reverend	joy	0.377
advance	advance	joy	0.375
beaches	pantai	joy	0.375
youth	pemuda	joy	0.375
spirits	roh	joy	0.375
simplicity	gamblang	joy	0.375
full	lengkap	joy	0.375
rising	Rising	joy	0.375
hymn	nyanyian	joy	0.375
unique	unik	joy	0.375
redeemed	ditebus	joy	0.375
scenic	apik banget	joy	0.375
mirth	mirth	joy	0.375
courtship	pacaran	joy	0.375
experience	pengalaman	joy	0.375
reunion	reuni	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	ora iso lali	joy	0.375
baptismal	baptis	joy	0.368
alliance	aliansi	joy	0.368
grant	Granting	joy	0.366
conciliation	konsiliasi	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	kasucian	joy	0.364
improves	mbenakake	joy	0.364
improve	nambah	joy	0.364
pure	murni	joy	0.364
authentic	asli	joy	0.364
kitten	kucing	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	kasetyan	joy	0.359
feeling	perasaan	joy	0.359
devotional	devotional	joy	0.359
proficiency	keahlian	joy	0.359
tinsel	tinsel	joy	0.359
revival	kawentar	joy	0.359
sanctify	ngresiki	joy	0.359
listenting	NO TRANSLATION	joy	0.359
