word	Serbian-sr	emotion	emotion-intensity-score
insidious	подмукао	fear	0.516
plight	слабост	fear	0.516
exacerbation	погоршање	fear	0.516
revulsion	револуција	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	завереник	fear	0.516
depression	депресија	fear	0.508
confinement	затварање	fear	0.507
downfall	пада	fear	0.500
alcoholism	алкохолизам	fear	0.500
towering	висока	fear	0.500
blob	блоб	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	нестабилност	fear	0.500
prohibited	забрањено	fear	0.500
brute	бруте	fear	0.500
suppress	потисни	fear	0.500
infarct	инфаркт	fear	0.500
snowmageddon	сновмагеддон	fear	0.500
hunting	лов	fear	0.500
wasp	оса	fear	0.500
cliff	клиф	fear	0.500
frenetic	френетиц	fear	0.500
squeamish	скуеамисх	fear	0.500
mistrust	неповерење	fear	0.500
raving	бијело	fear	0.500
premeditated	предумишља	fear	0.500
intolerant	нетолерантно	fear	0.500
subvert	субверт	fear	0.500
illegal	илегално	fear	0.500
scalpel	скалпел	fear	0.500
vertigo	вертиго	fear	0.500
madden	мадден	fear	0.500
odious	одвратан	fear	0.500
ruined	уништен	fear	0.500
constraint	ограничење	fear	0.500
suppression	супресија	fear	0.500
defiance	пркос	fear	0.500
prayforme	моли се за мене	fear	0.500
surrender	предаја	fear	0.500
sinful	грешно	fear	0.500
woe	Горко	fear	0.491
perjury	кривотворење	fear	0.484
worse	горе	fear	0.484
syringe	шприц	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	клевета	fear	0.484
cutting	сечење	fear	0.484
warrior	ратник	fear	0.484
restriction	ограничење	fear	0.484
indefensible	неодољив	fear	0.484
palpitations	палпитације	fear	0.484
retard	ретард	fear	0.484
lash	ласх	fear	0.484
flinch	флинцх	fear	0.484
lion	лав	fear	0.484
ravine	равине	fear	0.484
cracked	Црацкед	fear	0.484
shiver	дрхти	fear	0.484
insecurity	несигурност	fear	0.484
rat	пацов	fear	0.484
ohno	о, не	fear	0.484
fiend	фиенд	fear	0.484
jumpy	скоковито	fear	0.484
hallucination	халуцинација	fear	0.484
poaching	ловљење	fear	0.484
dishonor	дисхонор	fear	0.484
dismay	ужас	fear	0.484
accusing	оптужујући	fear	0.484
ambulance	хитна помоћ	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	развод	fear	0.484
ravenous	равеноус	fear	0.484
disgusting	одвратан	fear	0.484
rabble	гробница	fear	0.484
slam	слам	fear	0.484
hospital	болница	fear	0.484
coerce	присиљавање	fear	0.484
endemic	ендемична	fear	0.484
prejudiced	предрасуде	fear	0.484
blackness	црнило	fear	0.484
armor	оклоп	fear	0.484
worrying	забрињавајуће	fear	0.484
indictment	Оптужница	fear	0.484
hate	мрзим	fear	0.484
freakish	дивно	fear	0.484
hearse	сисе	fear	0.484
intrusion	упада	fear	0.484
inspection	инспекција	fear	0.483
sinner	грешник	fear	0.483
averse	аверсе	fear	0.483
missing	недостаје	fear	0.474
despairing	очајање	fear	0.474
darken	даркен	fear	0.471
austere	строго	fear	0.470
animosity	анимозитет	fear	0.469
fret	фрет	fear	0.469
fever	грозница	fear	0.469
illegality	незаконитост	fear	0.469
accused	оптужени	fear	0.469
criticize	критиковати	fear	0.469
scrapie	сцрапие	fear	0.469
jaws	чељуст	fear	0.469
depressed	депресиван	fear	0.469
armored	оклопно	fear	0.469
indict	оптужница	fear	0.469
aftermath	после последица	fear	0.469
precipice	пропаст	fear	0.469
regime	режим	fear	0.469
fierce	жестоко	fear	0.469
breakdown	слом	fear	0.469
quiver	трава	fear	0.469
admonition	опомена	fear	0.469
foreclose	заустави	fear	0.469
revoke	опозвати	fear	0.469
superstition	сујеверје	fear	0.469
overwhelmed	преплављени	fear	0.469
subversion	субверзија	fear	0.469
idolatry	идолатрија	fear	0.469
asteroid	астероид	fear	0.469
toothache	зубобоља	fear	0.469
inmate	затвореник	fear	0.469
decomposition	разградња	fear	0.469
sinking	потопити	fear	0.469
intrusive	наметљив	fear	0.469
soulless	без душе	fear	0.469
infidelity	неверство	fear	0.469
nervous	нервозан	fear	0.469
thresh	тхресх	fear	0.469
startle	зачарани	fear	0.469
unhealthy	нездравим	fear	0.469
spear	копље	fear	0.468
nasty	гадно	fear	0.466
worried	забринуто	fear	0.466
puma	пума	fear	0.465
thirteenth	тринаести	fear	0.465
contraband	контрабанд	fear	0.464
insecure	несигурно	fear	0.461
disturbance	поремећај	fear	0.459
denunciation	денунциатион	fear	0.456
stigma	стигма	fear	0.455
destitute	сиромашни	fear	0.455
powerfully	снажно	fear	0.454
penalty	казна	fear	0.453
derogatory	дерогатори	fear	0.453
spasm	спазма	fear	0.453
illicit	незаконито	fear	0.453
dinosaur	диносаурус	fear	0.453
disruption	прекид	fear	0.453
lockup	закључати	fear	0.453
restrain	задржати	fear	0.453
rifle	пушка	fear	0.453
disreputable	дисрепутабле	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	упозорити	fear	0.453
quandary	кандир	fear	0.453
resisting	отпор	fear	0.453
rigor	ригор	fear	0.453
stranger	странац	fear	0.453
penal	пенал	fear	0.453
grope	гропе	fear	0.453
scold	наручи	fear	0.453
orphan	сироче	fear	0.453
resign	оставити оставку	fear	0.453
hydrocephalus	хидроцефалус	fear	0.453
shrill	пузав	fear	0.453
howl	Вук	fear	0.453
unspeakable	неизрецив	fear	0.453
wail	ваил	fear	0.453
straits	ожиљак	fear	0.453
indoctrination	индоктринација	fear	0.453
apprehension	примедбе	fear	0.453
batter	тесто	fear	0.453
arraignment	арраигнмент	fear	0.450
urgent	хитно	fear	0.450
tramp	трамп	fear	0.440
stress	стрес	fear	0.439
behemoth	бехемотх	fear	0.439
dominate	доминирати	fear	0.438
targeting	циљање	fear	0.438
broke	сломио	fear	0.438
looming	гушће	fear	0.438
tribunal	трибунал	fear	0.438
debacle	дебакле	fear	0.438
forfeiture	одузимање	fear	0.438
dislocated	дислоцатед	fear	0.438
infirmity	немоћ	fear	0.438
impermeable	непропусно	fear	0.438
predicament	проблем	fear	0.438
falter	фалтер	fear	0.438
displaced	расељена	fear	0.438
concealed	прикривен	fear	0.438
illegitimate	нелегитимно	fear	0.438
unprepared	неприпремљен	fear	0.438
scarcity	оскудица	fear	0.438
wince	винце	fear	0.438
mace	маце	fear	0.438
expel	екпел	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	опструирати	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	стриппед	fear	0.438
dentists	зубари	fear	0.438
irreconcilable	непоправљиво	fear	0.438
bewildered	збуњен	fear	0.438
indomitable	неспреман	fear	0.438
rheumatism	реуматизам	fear	0.438
accidental	случајно	fear	0.438
prick	прицк	fear	0.438
entangled	заплетена	fear	0.438
atrophy	атрофија	fear	0.438
asp	асп	fear	0.438
perverse	перверзно	fear	0.438
cabal	кабал	fear	0.438
yell	викати	fear	0.438
gasping	гасење	fear	0.438
probation	пробација	fear	0.438
accuser	оптужилац	fear	0.438
insulting	вређање	fear	0.435
mysterious	мистериозно	fear	0.435
halting	заустављање	fear	0.435
rebels	побуњеници	fear	0.435
repulsion	одбијање	fear	0.431
glare	блек	fear	0.430
punitive	казнени	fear	0.425
sordid	срдан	fear	0.425
stake	стаке	fear	0.423
tempest	темпест	fear	0.423
ultimatum	ултиматум	fear	0.422
reticent	ретикент	fear	0.422
bayonet	бајонет	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	суспензија	fear	0.422
lament	ламент	fear	0.422
burdensome	оптерећујући	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	ударац	fear	0.422
coyote	цоиоте	fear	0.422
deleterious	штетно	fear	0.422
dissident	дисидент	fear	0.422
varicella	варицелла	fear	0.422
wilderness	дивљина	fear	0.422
delusion	заблуда	fear	0.422
bigot	фанатик	fear	0.422
unsteady	нестабилно	fear	0.422
stresses	наглашава	fear	0.422
offense	прекршај	fear	0.422
heathen	паган	fear	0.422
prowl	провл	fear	0.422
troll	тролл	fear	0.422
infamous	злогласни	fear	0.422
disappear	нестати	fear	0.422
depress	депресија	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	неприродно	fear	0.422
usurped	узурпирано	fear	0.422
steal	укради	fear	0.422
anathema	анатема	fear	0.422
fainting	несвестица	fear	0.422
alien	ванземаљац	fear	0.422
extrajudicial	ванпарнично	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	хидра	fear	0.422
adversity	недаће	fear	0.418
ineptitude	инептитуде	fear	0.417
outsider	оутсидер	fear	0.413
ugliness	ружноће	fear	0.410
vulture	вултуре	fear	0.410
immoral	неморално	fear	0.410
scar	ожиљак	fear	0.406
stressful	стресно	fear	0.406
screech	сцреецх	fear	0.406
wary	опрезно	fear	0.406
disgust	одуговлачење	fear	0.406
stressing	наглашавајући	fear	0.406
deport	депортовати	fear	0.406
nausea	мучнина	fear	0.406
resection	ресекција	fear	0.406
blackout	блацкоут	fear	0.406
disallowed	недозвољено	fear	0.406
insolvent	несолвентно	fear	0.406
dismissal	отпуштање	fear	0.406
omnipotence	омнипотенција	fear	0.406
possession	поседовање	fear	0.406
tearful	плакати	fear	0.406
disorder	поремећај	fear	0.406
squall	скуалл	fear	0.406
dominant	доминантан	fear	0.406
disabled	онемогућено	fear	0.406
drones	дронови	fear	0.406
recklessness	безобзирност	fear	0.406
escape	побјећи	fear	0.406
distressed	узнемирен	fear	0.406
claw	канџа	fear	0.406
stretcher	носила	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	покоре	fear	0.406
weakly	Слабо	fear	0.406
rubble	рушевина	fear	0.406
whimper	пожурите	fear	0.406
ghetto	гето	fear	0.406
socialism	социјализам	fear	0.405
conspiracy	завера	fear	0.400
toughness	жилавост	fear	0.400
defection	превара	fear	0.398
absence	одсуство	fear	0.396
moan	моан	fear	0.394
crusade	крстарење	fear	0.392
radon	радон	fear	0.391
lose	изгубити	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	дубиозан	fear	0.391
unemployed	незапослен	fear	0.391
reject	одбити	fear	0.391
excitation	узбуђење	fear	0.391
xanax	канак	fear	0.391
stifled	угушене	fear	0.391
scarecrow	страшило	fear	0.391
concealment	прикривање	fear	0.391
conquer	победити	fear	0.391
discrimination	дискриминација	fear	0.391
diagnosis	дијагноза	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	снаре	fear	0.391
separation	сепаратион	fear	0.391
overt	отворен	fear	0.391
urgency	хитност	fear	0.391
musket	мускет	fear	0.391
unrest	немира	fear	0.391
descent	спуштање	fear	0.391
avoiding	избегавање	fear	0.391
cyst	цист	fear	0.391
gulp	гулп	fear	0.391
procedure	процедуре	fear	0.391
submission	подношење	fear	0.391
hardened	ојачан	fear	0.391
refutation	одбијање	fear	0.391
repellent	репелент	fear	0.391
cleave	цепање	fear	0.391
suspicion	сумња	fear	0.391
poverty	сиромаштво	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	инсолвентност	fear	0.391
mental	ментални	fear	0.391
theocratic	теократски	fear	0.391
spaz	спаз	fear	0.391
brimstone	сумпор	fear	0.391
throb	тхроб	fear	0.388
outcast	Изгубљени	fear	0.388
orc	орц	fear	0.388
disapprove	Не одобравај	fear	0.380
dontpanic	донтпаниц	fear	0.378
plea	изјашњавање о кривици	fear	0.377
withdrawals	повлачења	fear	0.377
pressure	притисак	fear	0.375
grieve	тугујеш	fear	0.375
frigate	фригате	fear	0.375
kerosene	керозин	fear	0.375
nauseous	мука	fear	0.375
khan	Кхан	fear	0.375
expose	изложити	fear	0.375
ocd	оцд	fear	0.375
sneaking	снеакинг	fear	0.375
embarrassment	срамота	fear	0.375
bankrupt	банкрот	fear	0.375
dissolution	распуштање	fear	0.375
dentistry	стоматологија	fear	0.375
edict	едицт	fear	0.375
bunker	бункер	fear	0.375
antsy	антси	fear	0.375
chasm	безвезе	fear	0.375
escaped	побегла	fear	0.375
whirlpool	вхирлпоол	fear	0.375
interrogate	испитати	fear	0.375
psychological	психолошки	fear	0.375
obligor	обвезник	fear	0.375
misconception	заблуда	fear	0.375
military	војска	fear	0.375
suspected	сумњиво	fear	0.375
locust	скакавац	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	лоше	fear	0.375
coldness	хладност	fear	0.375
taunt	узнемири	fear	0.375
obi	оби	fear	0.375
flu	грип	fear	0.375
barricade	барикада	fear	0.375
chimera	цхимера	fear	0.375
sultan	султан	fear	0.375
repellant	репелент	fear	0.373
unknown	непознат	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	љубомора	fear	0.365
mug	шоља	fear	0.359
consternation	збуњеност	fear	0.359
rebel	Побуњеник	fear	0.359
conquest	освајање	fear	0.359
mournful	жалостан	fear	0.359
concerned	забринути	fear	0.359
mandamus	мандамус	fear	0.359
onedge	на ивици	fear	0.359
recurring	понављајуће	fear	0.359
jaundice	жутица	fear	0.359
sectarian	секташки	fear	0.359
desert	пустиња	fear	0.359
cur	цур	fear	0.359
difficult	тешко	fear	0.359
stint	стинт	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	пикадо	fear	0.359
spike	спике	fear	0.359
timid	плашљив	fear	0.359
wasting	губитак	fear	0.359
bottomless	без дна	fear	0.359
warned	упозорио	fear	0.359
protestant	протестант	fear	0.359
contempt	презир	fear	0.359
exam	испит	fear	0.359
depreciation	амортизација	fear	0.359
anomaly	аномалија	fear	0.359
rejects	одбацује	fear	0.359
pessimism	песимизам	fear	0.359
revolution	револуција	fear	0.359
formidable	импресивно	fear	0.359
burke	бурке	fear	0.359
cautionary	упозорење	fear	0.359
headaches	главобоље	fear	0.359
bankruptcy	банкрот	fear	0.359
government	влада	fear	0.359
measles	ошпице	fear	0.359
languishing	гњавити	fear	0.358
constrain	ограничити	fear	0.358
bane	бане	fear	0.356
impeach	импеацх	fear	0.354
warden	надзорник	fear	0.354
adverse	штетан	fear	0.352
lawyer	адвокат	fear	0.349
libel	клевета	fear	0.348
retrenchment	заустављање	fear	0.345
imminent	предстојеће	fear	0.345
unjustifiable	неоправдано	fear	0.344
knell	кнелл	fear	0.344
contentious	спорно	fear	0.344
opposed	против	fear	0.344
shame	срамота	fear	0.344
avoidance	избегавање	fear	0.344
resistant	отпорна	fear	0.344
discipline	дисциплина	fear	0.344
defy	пркосити	fear	0.344
belittle	омаловажава	fear	0.344
fanaticism	фанатизам	fear	0.344
bearish	медвјед	fear	0.344
opium	опијум	fear	0.344
sorrow	туга	fear	0.344
mri	мри	fear	0.344
shaky	шокантан	fear	0.344
hiss	хисс	fear	0.344
loneliness	усамљеност	fear	0.344
swerve	сврати	fear	0.344
taboo	табу	fear	0.344
reckless	несмотрено	fear	0.344
obstacle	препрека	fear	0.344
launches	лансира	fear	0.344
aaaaaaah	ааааааах	fear	0.344
verdict	пресуда	fear	0.344
servile	сервиле	fear	0.344
hesitation	оклевање	fear	0.344
evade	избјећи	fear	0.344
recession	рецесија	fear	0.344
eel	јегуља	fear	0.344
shortage	недостатак	fear	0.344
pest	штеточина	fear	0.344
cutter	секач	fear	0.344
psych	псих	fear	0.344
parachute	падобран	fear	0.344
disrespectful	непоштив	fear	0.343
phalanx	пхаланк	fear	0.342
creature	створење	fear	0.340
mortgage	хипотека	fear	0.331
specter	авет	fear	0.331
enigmatic	загонетан	fear	0.329
caution	опрез	fear	0.328
police	полиција	fear	0.328
shank	дршка	fear	0.328
undesirable	непожељан	fear	0.328
shutdown	искључити	fear	0.328
dike	дике	fear	0.328
subordinate	подређени	fear	0.328
gametime	гаметиме	fear	0.328
remove	уклонити	fear	0.328
smut	смут	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	погрешно	fear	0.328
loom	пробој	fear	0.328
supremacy	супремаци	fear	0.328
unlucky	несрећан	fear	0.328
quash	поништи	fear	0.328
hives	кошнице	fear	0.328
wimp	вимп	fear	0.328
gladiator	гладијатор	fear	0.328
feeling	Осећај	fear	0.328
dominion	доминион	fear	0.328
encumbrance	бреме	fear	0.328
adrift	кретање	fear	0.328
defendant	оптужени	fear	0.328
outpost	оутпост	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	бесмислено	fear	0.328
wrongly	погрешно	fear	0.328
bugaboo	бугабоо	fear	0.328
weirdo	веирдо	fear	0.328
ethereal	етхереал	fear	0.328
scarce	оскудно	fear	0.327
unsettled	неизмирено	fear	0.327
antisocial	антисоцијално	fear	0.324
astray	забринути	fear	0.320
vigilant	будно	fear	0.319
socialist	социјалистички	fear	0.318
halter	халтер	fear	0.318
pessimist	песимиста	fear	0.317
pacing	пејсинг	fear	0.316
opponent	противник	fear	0.312
discontinuity	дисконтинуитет	fear	0.312
conspire	спржите	fear	0.312
trickery	трик	fear	0.312
obsessing	опседнутост	fear	0.312
seclusion	сецлусион	fear	0.312
whirlwind	вихор	fear	0.312
unexpected	неочекивано	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	црам	fear	0.312
collusion	договарање	fear	0.312
muzzle	муззле	fear	0.312
blight	блата	fear	0.312
foreigner	странац	fear	0.312
chargeable	наплаћивати	fear	0.312
laxative	лаксатив	fear	0.312
clinical	клинички	fear	0.312
dentist	зубар	fear	0.312
therapist	терапеут	fear	0.312
deadline	рок	fear	0.312
bewilderment	збуњеност	fear	0.312
litigate	судски спорови	fear	0.312
nether	нетхер	fear	0.312
thorny	трнац	fear	0.312
valium	валиум	fear	0.312
powerful	моћан	fear	0.312
uneasy	нелагодно	fear	0.312
unkind	неукуј	fear	0.312
ordnance	орднанце	fear	0.312
wimpy	вимпи	fear	0.312
overthinking	премишљено	fear	0.309
doubts	сумње	fear	0.308
seriousness	озбиљност	fear	0.305
irrational	ирационалан	fear	0.305
erase	избрисати	fear	0.303
teasing	теасинг	fear	0.303
razor	бријач	fear	0.303
sweating	знојење	fear	0.298
reluctant	нерадо	fear	0.297
mage	маге	fear	0.297
crouching	кукање	fear	0.297
warning	упозорење	fear	0.297
endless	бескрајно	fear	0.297
adjudicate	пресуда	fear	0.297
bale	бале	fear	0.297
inflation	инфлација	fear	0.297
giant	гигант	fear	0.297
auditor	ревизор	fear	0.297
medical	медицински	fear	0.297
swamp	мочвара	fear	0.297
bitch	кучка	fear	0.297
mislead	погрешно	fear	0.297
weighty	тежак	fear	0.297
avoid	избегавајте	fear	0.297
depreciated	амортизован	fear	0.297
flounder	флоундер	fear	0.297
deflation	дефлација	fear	0.297
unsurpassed	непревазиђени	fear	0.297
dashed	пуцао	fear	0.297
hide	сакрити	fear	0.297
timidity	плодност	fear	0.297
deluge	потоп	fear	0.287
disinformation	дезинформација	fear	0.286
court	суд	fear	0.284
aversion	аверзија	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	непријатељски	fear	0.281
remains	остаје	fear	0.281
discourage	обесхрабрују	fear	0.281
cautious	опрезан	fear	0.281
oncoming	долазећи	fear	0.281
flying	лети	fear	0.281
mistaken	погрешно	fear	0.281
swelling	Оток	fear	0.281
dwarfed	дварфед	fear	0.281
surveillance	надзор	fear	0.281
apache	апацхе	fear	0.281
rush	журба	fear	0.281
yelp	иелп	fear	0.281
cartridge	кертриџ	fear	0.281
fortress	тврђава	fear	0.281
bigoted	побуњеник	fear	0.281
notready	није спреман	fear	0.281
challenge	изазов	fear	0.281
submitting	подношење	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	збуњеност	fear	0.281
unruly	непоправљиво	fear	0.281
intense	интензивно	fear	0.279
noncompliance	неусклађеност	fear	0.276
alerts	упозорења	fear	0.276
planes	авиона	fear	0.274
displeased	незадовољан	fear	0.273
cop	полицајац	fear	0.273
unbridled	неограничено	fear	0.271
regiment	регимент	fear	0.266
crowds	гужве	fear	0.266
sentence	реченица	fear	0.266
blindfold	повез	fear	0.266
crouch	цроуцх	fear	0.266
belt	појас	fear	0.266
hooded	капуљача	fear	0.266
uncanny	необично	fear	0.266
cupping	цуппинг	fear	0.266
sneak	снеак	fear	0.266
cloak	огртач	fear	0.266
banger	бангер	fear	0.266
affront	опрости	fear	0.266
confession	признање	fear	0.266
blemish	шкрт	fear	0.266
posse	поссе	fear	0.266
auditions	аудиције	fear	0.266
forgotten	заборављен	fear	0.266
immerse	уроните	fear	0.266
operation	операција	fear	0.266
elevation	надморска висина	fear	0.266
shanghai	Шангај	fear	0.266
hood	хауба	fear	0.266
problem	проблем	fear	0.266
skid	скид	fear	0.266
insomnia	несаница	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ацробат	fear	0.266
flurries	флурриес	fear	0.266
force	сила	fear	0.266
spur	спр	fear	0.262
defense	одбрана	fear	0.258
mortgagor	мортгагор	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	трцати	fear	0.250
rascal	расцал	fear	0.250
standstill	застоје	fear	0.250
doubt	сумња	fear	0.250
cataract	катаракта	fear	0.250
repent	покајати се	fear	0.250
unfamiliar	непознат	fear	0.250
delusional	делусионал	fear	0.250
obliging	обавезујући	fear	0.250
hag	хаг	fear	0.250
defend	бранити	fear	0.250
guard	стражар	fear	0.250
scapegoat	жртвени јарак	fear	0.250
swampy	мокар	fear	0.250
react	реаговати	fear	0.250
breakingnews	свеже вести	fear	0.250
foul	фоул	fear	0.250
spinster	спинстер	fear	0.250
indifference	равнодушност	fear	0.250
sunk	потопљен	fear	0.250
picket	пицкет	fear	0.250
insect	инсект	fear	0.250
rating	рејтинг	fear	0.250
forewarned	унапријед упозорено	fear	0.250
indecisive	неодлучан	fear	0.250
stealthy	Скривен	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	заснован	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	највише	fear	0.236
inequality	неједнакост	fear	0.234
rekindle	рекиндле	fear	0.234
shrink	скупља	fear	0.234
scaffold	скела	fear	0.234
discontent	незадовољство	fear	0.234
verge	рога	fear	0.234
psychiatrist	психијатар	fear	0.234
overdrive	овердриве	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	интерцеде	fear	0.234
pinion	пинион	fear	0.234
finalized	завршен	fear	0.234
shelters	склоништа	fear	0.234
sleepless	беспомоћно	fear	0.234
dependence	зависност	fear	0.234
chicken	пилетина	fear	0.234
instinctive	инстинктиван	fear	0.234
buzz	бузз	fear	0.234
difficulty	тешкоћа	fear	0.234
bee	пчела	fear	0.234
insomniac	инсомниац	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	долар	fear	0.234
rushing	русхинг	fear	0.233
overslept	прекорачена	fear	0.226
default	Уобичајено	fear	0.226
confessional	цонфессионал	fear	0.225
impatient	нестрпљив	fear	0.224
immigrant	имигрант	fear	0.219
heft	хефт	fear	0.219
sweat	зној	fear	0.219
waver	Вавер	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	стинги	fear	0.219
thrill	узбуђење	fear	0.219
cane	трска	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	шта ако	fear	0.219
tactics	тактика	fear	0.219
veer	веер	fear	0.219
unequal	неједнако	fear	0.219
lastminute	ластминуте	fear	0.219
jungle	џунгла	fear	0.219
bait	мамац	fear	0.219
revelations	откровења	fear	0.219
blues	блуес	fear	0.219
overtired	овертиред	fear	0.218
prognosis	прогнозу	fear	0.217
alertness	будност	fear	0.216
hyped	хипед	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	висхмелуцк	fear	0.212
tryouts	триоутс	fear	0.210
clowns	кловнови	fear	0.207
fluctuation	флуктуација	fear	0.204
restless	немирно	fear	0.204
examination	преглед	fear	0.204
intimacy	интимност	fear	0.203
phew	пхев	fear	0.203
quail	препелица	fear	0.203
hurry	пожури	fear	0.203
uphill	узбрдо	fear	0.203
mighty	моћан	fear	0.203
birth	рођење	fear	0.203
cross	крст	fear	0.203
help	помоћ	fear	0.203
overcome	превладали	fear	0.203
recesses	удубљења	fear	0.203
acceptances	прихватања	fear	0.203
fearless	неустрашиви	fear	0.200
ware	варе	fear	0.198
change	промена	fear	0.198
withstand	издржи	fear	0.197
asap	асап	fear	0.191
owing	захваљујући	fear	0.188
gnome	гноме	fear	0.188
cautiously	опрезно	fear	0.188
tract	тракт	fear	0.188
deadlines	рокови	fear	0.188
heighten	висина	fear	0.188
attorney	адвокат	fear	0.188
bug	буг	fear	0.188
knots	чворови	fear	0.188
fragile	крхак	fear	0.188
rule	правило	fear	0.188
advance	унапред	fear	0.188
intrigue	интригуе	fear	0.188
overcoming	превазилажење	fear	0.188
stillness	тишина	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	гледати	fear	0.188
unorganised	неорганизован	fear	0.188
elf	елф	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	усамљен	fear	0.183
slippery	клизаво	fear	0.181
interview	интервју	fear	0.180
everyman	сваки човек	fear	0.178
speculation	нагађања	fear	0.176
needtoknow	треба да знају	fear	0.173
assessment	процена	fear	0.172
competition	конкуренција	fear	0.172
settlor	сеттлор	fear	0.172
rod	штап	fear	0.172
checkpoint	контролни пункт	fear	0.172
regulatory	регулаторни	fear	0.172
worship	обожавање	fear	0.172
shell	шкољка	fear	0.172
readytogo	Спреман за полазак	fear	0.172
uncertain	неизвесно	fear	0.172
unsure	несигуран	fear	0.172
birch	бирцх	fear	0.172
surprise	изненађење	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	цхафф	fear	0.172
composure	смиреност	fear	0.172
interviewer	анкетар	fear	0.172
less	мање	fear	0.167
coy	цои	fear	0.162
iris	ирис	fear	0.160
audition	Аудиција	fear	0.156
sly	сли	fear	0.156
legalized	легализовано	fear	0.156
intimately	интимно	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	одбројавање	fear	0.156
hearing	слух	fear	0.156
bases	базе	fear	0.156
medication	лекови	fear	0.156
ceasefire	прекид ватре	fear	0.156
retirement	пензионисање	fear	0.156
courageous	храбро	fear	0.154
overthinker	претеривач	fear	0.153
backtrack	повратак	fear	0.151
dawned	оцекивао	fear	0.150
censor	цензор	fear	0.149
bailiff	судски извршитељ	fear	0.147
syllabus	Наставни план	fear	0.147
gent	гент	fear	0.141
caricature	карикатура	fear	0.141
rationality	рационалност	fear	0.141
cove	залив	fear	0.141
newcomer	новинара	fear	0.141
eventuality	евентуалити	fear	0.141
imagination	машту	fear	0.141
validity	пуноважност	fear	0.141
waiting	чекајући	fear	0.141
delay	кашњење	fear	0.141
shy	стидљив	fear	0.140
alreadyyyyy	алреадиииии	fear	0.140
symptom	симптом	fear	0.133
excite	узбуђује	fear	0.132
raccoon	ракун	fear	0.127
prevent	спречити	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	кловн	fear	0.125
ahhh	аххх	fear	0.125
hawk	Јастреб	fear	0.125
campaigning	кампања	fear	0.125
soready	сореади	fear	0.125
tryout	испробати	fear	0.125
marry	оженити се	fear	0.125
sprite	сприте	fear	0.125
swim	пливај	fear	0.125
gameday	дан игре	fear	0.125
sag	саг	fear	0.123
pharmacy	апотека	fear	0.123
policeman	полицајац	fear	0.121
lace	чипка	fear	0.111
dreamt	сањала	fear	0.111
holiness	светости	fear	0.109
pray	молите се	fear	0.109
weight	тежина	fear	0.109
incase	у случају	fear	0.109
knot	чвор	fear	0.109
confidence	самопоуздање	fear	0.109
notoriety	озлоглашеност	fear	0.109
homework	домаћи задатак	fear	0.109
destination	дестинацију	fear	0.109
bigday	Велики дан	fear	0.109
slender	витак	fear	0.100
undecided	неодлучан	fear	0.098
sympathetic	симпатичан	fear	0.097
god	Бог	fear	0.094
grades	оцене	fear	0.094
loyal	одан	fear	0.094
poise	поисе	fear	0.094
treat	лечити	fear	0.094
