word	Tajik-tg	emotion	emotion-intensity-score
hooded	хандид	fear	0.266
uncanny	ғайриқонунӣ	fear	0.266
cupping	коса	fear	0.266
sneak	сканак	fear	0.266
cloak	либос	fear	0.266
banger	banger	fear	0.266
affront	бадбахтӣ	fear	0.266
confession	эътироф	fear	0.266
blemish	манъ аст	fear	0.266
posse	ба назар мерасанд	fear	0.266
auditions	аудитҳо	fear	0.266
forgotten	фаромӯш	fear	0.266
immerse	бибахшед	fear	0.266
operation	амалиёт	fear	0.266
elevation	баландӣ	fear	0.266
shanghai	Шанхай	fear	0.266
hood	ход	fear	0.266
problem	мушкилот	fear	0.266
skid	каҷ	fear	0.266
insomnia	пошидан	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	хомӯшӣ	fear	0.266
force	қувват	fear	0.266
spur	данд	fear	0.262
defense	мудофиа	fear	0.258
mortgagor	гаравдеҳ	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	иҷро кунед	fear	0.250
rascal	рассом	fear	0.250
standstill	истодаанд	fear	0.250
doubt	шубҳа дорад	fear	0.250
cataract	катарак	fear	0.250
repent	тавба кун	fear	0.250
unfamiliar	ношинос	fear	0.250
delusional	гумроҳӣ	fear	0.250
obliging	ӯҳдадоранд	fear	0.250
hag	роҳнамоӣ	fear	0.250
defend	ҳимоя кунед	fear	0.250
guard	посбон	fear	0.250
scapegoat	Сироҷиддин Аслов	fear	0.250
swampy	селоба	fear	0.250
react	ҷавоб диҳед	fear	0.250
breakingnews	шикастнопазир	fear	0.250
foul	фоҳиша	fear	0.250
spinster	Спинестер	fear	0.250
indifference	беэътиноӣ	fear	0.250
sunk	сӯзишворӣ	fear	0.250
picket	пулакӣ	fear	0.250
insect	ҳашарот	fear	0.250
rating	Радиои Озодӣ	fear	0.250
forewarned	пешакӣ	fear	0.250
indecisive	ғайриқонунӣ	fear	0.250
stealthy	беғаразона	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	асос ёфтааст	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	баландтарин	fear	0.236
inequality	нобаробарӣ	fear	0.234
rekindle	дубора	fear	0.234
shrink	канда мешавад	fear	0.234
scaffold	сангин	fear	0.234
discontent	норозигӣ	fear	0.234
verge	данд	fear	0.234
psychiatrist	равоншинос	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	Шаҳидон	fear	0.234
pinion	пионер	fear	0.234
finalized	анҷом ёфт	fear	0.234
shelters	паноҳгоҳҳо	fear	0.234
sleepless	хоб	fear	0.234
dependence	вобастагӣ дорад	fear	0.234
chicken	чӯҷа	fear	0.234
instinctive	интегратсия	fear	0.234
buzz	инzz	fear	0.234
difficulty	мушкилот	fear	0.234
bee	занбўри асал	fear	0.234
insomniac	беамал	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	харита	fear	0.234
rushing	шитобед	fear	0.233
overslept	зиёд шуд	fear	0.226
default	пешфарзӣ	fear	0.226
confessional	confessional	fear	0.225
impatient	бесаброна	fear	0.224
immigrant	муҳоҷир	fear	0.219
heft	дуздӣ	fear	0.219
sweat	дандон	fear	0.219
waver	ширин	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	хашмгин	fear	0.219
thrill	андеша	fear	0.219
cane	шиша	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	чӣ шавад, агар	fear	0.219
tactics	тактика	fear	0.219
veer	задааст	fear	0.219
unequal	нобаробарӣ	fear	0.219
lastminute	охирин	fear	0.219
jungle	овезон	fear	0.219
bait	дона	fear	0.219
revelations	оятҳо	fear	0.219
blues	блюз	fear	0.219
overtired	кист?	fear	0.218
prognosis	prognosis	fear	0.217
alertness	ҳушёрӣ	fear	0.216
hyped	гипед	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	хоҳиш мекунам	fear	0.212
tryouts	озмоишҳо	fear	0.210
clowns	қаҳваранг	fear	0.207
fluctuation	тағирёбанда	fear	0.204
restless	бетафовут	fear	0.204
examination	санҷиш	fear	0.204
intimacy	ҳамоҳангӣ	fear	0.203
phew	Пуршунавандаҳо	fear	0.203
quail	брошюра	fear	0.203
hurry	шитобед	fear	0.203
uphill	боло	fear	0.203
mighty	қавӣ	fear	0.203
birth	таваллуд	fear	0.203
cross	салиб	fear	0.203
help	Ёрӣ	fear	0.203
overcome	бартараф	fear	0.203
recesses	бозгаштан	fear	0.203
acceptances	қабул	fear	0.203
fearless	бесабаб	fear	0.200
ware	данд	fear	0.198
change	тағйирдиҳӣ	fear	0.198
withstand	истодааст	fear	0.197
asap	ҳар чи зудтар	fear	0.191
owing	бо сабаби	fear	0.188
gnome	гном	fear	0.188
cautiously	эҳтиёт бошед	fear	0.188
tract	трактор	fear	0.188
deadlines	мўњлатњо	fear	0.188
heighten	баланд аст	fear	0.188
attorney	адвокат	fear	0.188
bug	хато	fear	0.188
knots	knots	fear	0.188
fragile	заиф	fear	0.188
rule	қоида	fear	0.188
advance	пешрафт	fear	0.188
intrigue	хандаовар	fear	0.188
overcoming	бартараф	fear	0.188
stillness	сустӣ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	watch	fear	0.188
unorganised	ғайриқонунӣ	fear	0.188
elf	Эл	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	танҳоӣ	fear	0.183
slippery	сиёҳ	fear	0.181
interview	мусоҳиба	fear	0.180
everyman	ҳама	fear	0.178
speculation	Мушоҳидаҳо	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	арзёбӣ	fear	0.172
competition	рақобат	fear	0.172
settlor	ҷойгоҳ	fear	0.172
rod	дона	fear	0.172
checkpoint	гузаргоҳҳо	fear	0.172
regulatory	танзим	fear	0.172
worship	ибодат кунед	fear	0.172
shell	ниҳонӣ	fear	0.172
readytogo	Садо Ояндасоз	fear	0.172
uncertain	номаълум	fear	0.172
unsure	боварӣ надоред	fear	0.172
birch	берч	fear	0.172
surprise	тааҷҷубовар аст	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	чӯб	fear	0.172
composure	ором	fear	0.172
interviewer	мусоҳиба	fear	0.172
less	Камтар	fear	0.167
coy	ков	fear	0.162
iris	Ирис	fear	0.160
audition	аудит	fear	0.156
sly	Садо Ояндасоз	fear	0.156
legalized	қонунӣ	fear	0.156
intimately	ба наздикӣ	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	баргардонида мешавад	fear	0.156
hearing	шунидан	fear	0.156
bases	асосҳо	fear	0.156
medication	доруворӣ	fear	0.156
ceasefire	таъхирнопазир	fear	0.156
retirement	нафақа	fear	0.156
courageous	қавӣ	fear	0.154
overthinker	баръакс	fear	0.153
backtrack	backtrack	fear	0.151
dawned	зада шуд	fear	0.150
censor	сенатор	fear	0.149
bailiff	Беназир	fear	0.147
syllabus	силабус	fear	0.147
gent	гент	fear	0.141
caricature	caricature	fear	0.141
rationality	оқилона	fear	0.141
cove	ангуштон	fear	0.141
newcomer	нависед	fear	0.141
eventuality	охирин	fear	0.141
imagination	тасаввур	fear	0.141
validity	эътибор надорад	fear	0.141
waiting	интизор шудан	fear	0.141
delay	таъхир	fear	0.141
shy	шарм	fear	0.140
alreadyyyyy	алейкум	fear	0.140
symptom	аломат	fear	0.133
excite	excite	fear	0.132
raccoon	Радиои Озодӣ	fear	0.127
prevent	пешгирӣ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	қоғаз	fear	0.125
ahhh	Ахмад	fear	0.125
hawk	гул	fear	0.125
campaigning	ташвиқот	fear	0.125
soready	Савор	fear	0.125
tryout	санҷидан	fear	0.125
marry	никоҳ	fear	0.125
sprite	sprite	fear	0.125
swim	шинед	fear	0.125
gameday	gameday	fear	0.125
sag	санд	fear	0.123
pharmacy	дорухона	fear	0.123
policeman	милиса	fear	0.121
lace	дандон	fear	0.111
dreamt	хандид	fear	0.111
holiness	муқаддас	fear	0.109
pray	дуо кунед	fear	0.109
weight	вазни	fear	0.109
incase	Агар	fear	0.109
knot	данд	fear	0.109
confidence	боварӣ	fear	0.109
notoriety	нотарсона	fear	0.109
homework	вазифаи хонагӣ	fear	0.109
destination	макон	fear	0.109
bigday	рӯзи бузург	fear	0.109
slender	секунҷа	fear	0.100
undecided	рад карда нашудааст	fear	0.098
sympathetic	sympathetic	fear	0.097
god	god	fear	0.094
grades	синфҳо	fear	0.094
loyal	содиқона	fear	0.094
poise	poise	fear	0.094
treat	муносибат кунед	fear	0.094
confident	боварӣ	fear	0.094
counsellor	мушовир	fear	0.094
helmet	саршуморӣ	fear	0.094
case	парванда	fear	0.094
locate	дарёфт кунед	fear	0.094
northeast	шимол	fear	0.088
compassion	шафқат	fear	0.078
nurture	парвариш	fear	0.078
graduation	хатмкунӣ	fear	0.078
graded	баҳогузорӣ карда шудааст	fear	0.075
mum	модар	fear	0.070
infant	кӯдак	fear	0.067
civilians	шаҳрвандон	fear	0.062
soulmate	ҷон	fear	0.062
civilian	шаҳрвандӣ	fear	0.062
cloudiness	cloud	fear	0.062
gradschool	гимназия	fear	0.062
parade	парад	fear	0.062
cash	пули нақд	fear	0.062
journey	сафар	fear	0.062
guidelines	роҳнамо	fear	0.062
youth	ҷавонон	fear	0.062
opera	опера	fear	0.057
synonymous	ҳамдигарфаҳмӣ	fear	0.056
praying	дуо гуфтан	fear	0.047
honest	ростқавл	fear	0.047
intelligence	хабардор	fear	0.038
romance	романтикӣ	fear	0.031
lines	хатҳо	fear	0.031
volunteer	ихтиёрӣ	fear	0.031
obey	итоат кунед	fear	0.016
happiest	хушбахттарин	joy	0.986
happiness	хушбахт	joy	0.984
bliss	шодравон	joy	0.971
celebrating	ҷашнвора	joy	0.970
jubilant	Ҷубилант	joy	0.969
ecstatic	орзу	joy	0.954
elation	шад	joy	0.944
bestdayever	беҳтарин	joy	0.938
beaming	пӯшида аст	joy	0.938
loveee	хандид	joy	0.932
celebration	ҷашн	joy	0.929
awesomeness	хурсандӣ	joy	0.926
joy	шодравон	joy	0.924
happily	хушбахтона	joy	0.922
excitement	шавқовар	joy	0.922
euphoria	дубора	joy	0.922
fabulous	аҷиб аст	joy	0.922
joyous	хурсандӣ	joy	0.922
exuberance	тез-тез	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	Рӯҳулқудс	joy	0.914
spectacular	тамошобин	joy	0.912
merriment	Муфассал ...	joy	0.912
happydance	хушбахтӣ	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	хандидед	joy	0.909
triumphant	пирӯзӣ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	эстрада	joy	0.906
cheerful	хушбахтона	joy	0.906
cheer	шод	joy	0.897
elated	хомӯш карда шудааст	joy	0.894
lovethis	дӯст медорад	joy	0.891
laugh	хандидед	joy	0.891
jolly	Ҷаннат	joy	0.891
pleasures	хушнудӣ	joy	0.891
excitation	дубора	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Хушҳол	joy	0.891
exhilaration	хушбахтӣ	joy	0.891
marvelously	аҷиб аст	joy	0.881
loving	муҳаббат	joy	0.879
joyful	шодбошӣ	joy	0.879
outstanding	аҷиб	joy	0.879
blissful	хушбахтона	joy	0.879
pleasurable	хушбахтона	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ҳавасманд	joy	0.875
lovinglife	муҳаббат	joy	0.875
glee	гл	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	хеле хурсанд	joy	0.868
woohoo	Вашингтон	joy	0.864
laughing	хандидан	joy	0.864
superb	олӣ	joy	0.864
wonderful	аҷиб	joy	0.863
brilliant	зебо	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	хурсандӣ	joy	0.859
hooray	хора	joy	0.859
glory	ҷалол	joy	0.859
celebrated	ҷашн гирифта мешавад	joy	0.859
loved	дӯст медошт	joy	0.859
magnificent	зебост	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	шавқовар	joy	0.853
heavenly	осмон	joy	0.853
thrilled	ҳаяҷоновар аст	joy	0.851
mademyday	мим	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ҷашн гирифта мешавад	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	баракат	joy	0.844
wonderfully	аҷиб аст	joy	0.844
sweetness	ширин	joy	0.833
marvellous	аҷиб аст	joy	0.833
festive	идона	joy	0.833
blessed	баракат	joy	0.833
paradise	биҳишт	joy	0.833
celebrations	ҷашнҳо	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	зебо	joy	0.828
enchanting	шодравон	joy	0.828
love	муҳаббат	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	хона хонаи хуб	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ханда	joy	0.824
marvelous	аҷиб аст	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ҷашнвора	joy	0.818
sensational	ҳассос	joy	0.818
delightful	хушбахтона	joy	0.818
happyheart	хушбахтӣ	joy	0.818
rejoicing	шодбошӣ	joy	0.818
joys	хурсандӣ	joy	0.818
goodness	хуб	joy	0.818
excited	шавқовар	joy	0.818
excellence	беҳтарин	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ҷовидона	joy	0.814
glorious	шӯҳрат	joy	0.812
lovemaking	дӯст медорад	joy	0.812
rejoice	шод бошед	joy	0.812
victorious	ғолибан	joy	0.812
excellent	хуб аст	joy	0.812
bonanza	банан	joy	0.812
smiley	зебо	joy	0.812
enjoy	лаззат баред	joy	0.812
splendid	аҷиб аст	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	Вақтхатҳо	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	рӯзи хуш	joy	0.809
myfavorite	дӯстдоштаи ман	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	хурсандӣ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	чоп кунед	joy	0.803
gladness	шодбошӣ	joy	0.803
giggle	хандидан	joy	0.802
yesss	хастанд	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	муваффақият	joy	0.797
happier	хушбахтона	joy	0.797
dancing	рақс	joy	0.797
lovinlife	Садо Ояндасоз	joy	0.797
magnificence	шӯҳрат	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	сипосгузорам	joy	0.789
splendor	шодравон	joy	0.788
amuse	бедор бошед	joy	0.788
fun	шавқовар	joy	0.788
happy	хушбахт	joy	0.788
enchanted	заҳматкаш	joy	0.781
glorify	шӯҳрат	joy	0.781
glad	шод	joy	0.781
beautiful	зебо	joy	0.781
solucky	садама	joy	0.781
giggling	хандидан	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	шиддатнок	joy	0.781
heavens	осмон	joy	0.779
perfection	комилан	joy	0.779
christmassy	christmassy	joy	0.779
romance	романтикӣ	joy	0.779
thrilling	донистан	joy	0.776
miraculous	мӯъҷиза	joy	0.773
fiesta	fiesta	joy	0.773
entertain	хурсандӣ	joy	0.773
congrats	данд	joy	0.773
cheers	хурсандӣ	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	мусбат	joy	0.773
lovable	зебо	joy	0.773
cheered	хандид	joy	0.773
funday	маблағгузорӣ	joy	0.772
enjoying	лаззат бурд	joy	0.771
cuddling	резед	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	хонданд	joy	0.766
lifeisgood	ҳаёт	joy	0.766
thebest	Беҳтарин	joy	0.766
sosweet	бисёр ширин	joy	0.766
smiles	хандид	joy	0.766
delight	хурсандӣ	joy	0.765
orgasm	orgasm	joy	0.765
party	ҳизб	joy	0.765
positive	мусбат	joy	0.761
cheerfulness	хушбахтӣ	joy	0.758
miracles	мӯъҷизаҳо	joy	0.758
sweetheart	дўст	joy	0.758
enlighten	маърифат	joy	0.758
christmastime	хроммастим	joy	0.757
giddy	Радиои Озодӣ	joy	0.757
romantic	романтикӣ	joy	0.750
gratify	гул кардан	joy	0.750
friendliness	дӯстӣ	joy	0.750
laughs	хандидед	joy	0.750
greatness	бузургӣ	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	хушнуд аст	joy	0.750
blessings	баракатҳо	joy	0.750
smile	хандидед	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	фолклор	joy	0.748
jubilee	юми	joy	0.742
enthusiasm	шодбошӣ	joy	0.742
triumph	пирӯзӣ	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ҷодугарӣ	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	мӯъҷиза	joy	0.742
rewarding	мукофотпулӣ	joy	0.742
feelgood	эҳсосот	joy	0.736
prosperity	шукргузорӣ	joy	0.735
luxurious	лампед	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	дилсӯзона	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	эҷодкор	joy	0.734
victory	пирӯзӣ	joy	0.734
admiration	тааҷҷубовар	joy	0.734
tgif	Бештар	joy	0.734
glorification	шӯҳрат	joy	0.733
sing	суруд	joy	0.729
glowing	шодмонанд	joy	0.729
breathtaking	зебоӣ	joy	0.728
fulfillment	иҷро гардид	joy	0.728
yessss	Садо Ояндасоз	joy	0.728
cheery	хурсандӣ	joy	0.727
thankful	шукргузорӣ кунед	joy	0.727
hurrah	ханд	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Санта	joy	0.727
award	мукофот	joy	0.727
atpeace	Атлетика	joy	0.727
win	win	joy	0.727
merry	хурсанд аст	joy	0.727
pleased	хушнуд аст	joy	0.725
radiance	рахна	joy	0.725
inspiration	илҳом	joy	0.725
uplift	баландтар	joy	0.723
optimistic	беҳтарин	joy	0.723
heaven	осмон	joy	0.721
lucky	хушбахт	joy	0.721
thrill	андеша	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	идҳо	joy	0.721
harmony	ҳамоҳангӣ	joy	0.719
brighten	дурахшон	joy	0.719
lover	лев	joy	0.719
heartfelt	дилпазир	joy	0.719
utopian	данд	joy	0.719
xmas	xmas	joy	0.719
lovely	зебо	joy	0.719
amusement	истироҳат	joy	0.719
congratulatory	табрикнома	joy	0.719
praising	фармоишӣ	joy	0.719
thriving	инкишоф меёбад	joy	0.719
perfect	комил	joy	0.719
magic	ҷодугарӣ	joy	0.712
luckiest	хушбахттарин	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	лифт	joy	0.712
bestfeeling	дубора	joy	0.712
treasures	хазинаҳои	joy	0.712
achievement	дастовардҳо	joy	0.712
yay	Марҳабо	joy	0.712
holiday	ид	joy	0.712
intimate	сустӣ	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	қаҳва	joy	0.706
rave	rave	joy	0.706
proud	шӯҳрат	joy	0.704
truelove	ишқи ҳақиқӣ	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	аҷиб аст	joy	0.703
goodnews	хабари хуш	joy	0.703
optimism	оптимизм	joy	0.703
satisfying	қонеъкунанда	joy	0.703
gooood	гоод	joy	0.703
sweetest	ширин	joy	0.703
cherish	ҳикмат	joy	0.703
goodlife	ҳаёти хуб	joy	0.703
beautification	обод	joy	0.703
appreciates	ҷолиб аст	joy	0.703
winning	ғолиб	joy	0.703
cuddled	хоб кунед	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	хурсанданд	joy	0.700
excite	excite	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	рӯзи таваллуд	joy	0.691
metime	матн	joy	0.688
favorite	дӯстдошта	joy	0.688
honored	шӯҳрат	joy	0.688
content	мӯҳтаво	joy	0.688
godsend	худо	joy	0.688
entertaining	шавқовар	joy	0.688
angelic	фаришта	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ҷашнвора	joy	0.688
exquisite	садақа кардан	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	гаронбаҳо	joy	0.682
majestic	шодбошӣ	joy	0.682
appreciated	изҳори сипос намуд	joy	0.682
luscious	зебо	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	хандидед	joy	0.682
bestfriends	дӯсти ҳақиқӣ	joy	0.682
exaltation	фаровон	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	равшан	joy	0.682
tranquility	оромӣ	joy	0.679
marry	никоҳ	joy	0.676
embrace	гиред	joy	0.676
positively	мусбат	joy	0.676
dearest	азизон!	joy	0.672
relaxation	истироҳат	joy	0.672
accomplished	анҷом ёфт	joy	0.672
hug	гул	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	банд	joy	0.672
grin	гул	joy	0.672
enliven	вироиш	joy	0.672
contentment	қаноатмандӣ	joy	0.672
hilarious	хандовар	joy	0.672
giggles	хандид	joy	0.672
bountiful	фахр кардан	joy	0.667
victor	ғолиб	joy	0.667
adore	шавқовар аст	joy	0.667
boisterous	бензол	joy	0.667
fulfilled	иҷро шуд	joy	0.667
fulfill	иҷро кунед	joy	0.664
cuddles	хобҳо	joy	0.662
prosperous	барори кор	joy	0.660
romanticism	романтикӣ	joy	0.656
humor	humour	joy	0.656
glow	нур	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	зебо	joy	0.656
appreciation	шукргузорӣ	joy	0.656
encouraged	рӯҳбаландкунанда аст	joy	0.656
satisfy	қонеъкунанда	joy	0.656
serenity	ҳасад	joy	0.656
captivate	садақа	joy	0.656
besties	ШАҲРИ КӮЛОБ	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	қаноатмандӣ	joy	0.652
treasure	хазинадорӣ	joy	0.652
engaged	машғуланд	joy	0.652
praises	шукр	joy	0.652
abundance	фаровонӣ	joy	0.652
fortunes	сарват	joy	0.652
relaxing	истироҳат	joy	0.652
praised	хурсандӣ карданд	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	иловаҳо	joy	0.647
affection	муҳаббат	joy	0.647
relieved	озод карда шуд	joy	0.647
carnival	Карнавал	joy	0.643
divine	Худо	joy	0.641
saintly	Садо Ояндасоз	joy	0.641
harmoniously	ҳамоҳанг	joy	0.641
achieve	ноил шудан	joy	0.641
thanksgiving	шукргузорӣ	joy	0.641
jackpot	Ҷопон	joy	0.641
priceless	қимматбаҳо	joy	0.641
sensuality	ҳассосият	joy	0.641
champion	чемпион	joy	0.641
wedding	тӯй	joy	0.641
uplifting	дубора	joy	0.641
climax	давр	joy	0.636
yayy	ахбор	joy	0.636
peaceful	сулҳ	joy	0.636
twinkle	дубора	joy	0.636
reverie	Бештар	joy	0.636
exalt	фаромӯш накунед	joy	0.636
winner	ғолиб	joy	0.636
felicity	хушбахтӣ	joy	0.636
cuddle	данд	joy	0.636
comforting	тасаллӣ мебахшад	joy	0.636
honeymoon	асал	joy	0.636
xoxo	xoxo	joy	0.634
amusing	истироҳат	joy	0.625
reward	мукофот	joy	0.625
fondness	зебоӣ	joy	0.625
hearts	дилҳо	joy	0.625
brighter	равшантар	joy	0.625
sweet	ширин	joy	0.625
stargazing	шаффофият	joy	0.625
festival	фестивал	joy	0.625
snuggling	садақа кардан	joy	0.625
generosity	саховатмандона	joy	0.625
gorgeous	зебо	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ҷинс	joy	0.622
parade	парад	joy	0.621
applause	шодбошӣ	joy	0.621
genial	гигант	joy	0.621
beauty	зебоӣ	joy	0.621
kind	хуб	joy	0.621
newlife	ҳаёти нав	joy	0.618
aspiring	орзу	joy	0.618
fulfilling	иҷро гардид	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	зебо	joy	0.613
kiss	бӯса	joy	0.610
winnings	ғолиби озмун	joy	0.609
praiseworthy	шӯҳратпараст	joy	0.609
rainbows	рангуборҳо	joy	0.609
generous	саховатмандона	joy	0.609
enlightenment	маърифат	joy	0.609
playful	хандаовар	joy	0.609
christmas	хандовар	joy	0.609
super	супер	joy	0.609
elegance	шаъну шараф	joy	0.609
rekindle	дубора	joy	0.609
awards	мукофотҳо	joy	0.609
adorable	зебо	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	истиқлолият	joy	0.607
successful	бомуваффақият	joy	0.606
onelove	ишқи ягона	joy	0.606
kindness	меҳрубонӣ	joy	0.606
freely	озодона	joy	0.606
surprises	аҷиб	joy	0.606
inspired	илҳом	joy	0.606
hilarity	хиёнаткорӣ	joy	0.606
wonder	ҳайратовар	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	тамошобин	joy	0.603
whimsical	зебоӣ	joy	0.603
passion	ҳисса	joy	0.603
beautify	зебо	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	офтоб	joy	0.600
godisgood	Садо Ояндасоз	joy	0.597
whoo	куҷост?	joy	0.594
angel	фаришта	joy	0.594
thankgod	Худоро шукр	joy	0.594
accomplishment	муваффақият	joy	0.594
flirt	flirt	joy	0.594
goodmusic	хубмусик	joy	0.594
snuggled	задааст	joy	0.594
revere	баргардед	joy	0.594
inspire	илҳом бигиред	joy	0.594
fanfare	фахрӣ	joy	0.594
peacefully	оромона	joy	0.594
jesus	Исо	joy	0.594
goodies	хубиҳо	joy	0.594
heroic	қаҳрамонона	joy	0.591
fortune	хушбахтона	joy	0.591
friendship	дӯстӣ	joy	0.591
singing	сурудхонӣ	joy	0.591
exalted	олӣ	joy	0.591
summer	тобистон	joy	0.591
highest	баландтарин	joy	0.591
overflowing	пошидан	joy	0.588
contented	қаноатманд аст	joy	0.588
woot	вирус	joy	0.588
rollicking	дубора	joy	0.588
hope	умед	joy	0.586
accolade	тақдир	joy	0.586
cozy	бой	joy	0.583
delicious	зебо	joy	0.579
friendly	дӯстона	joy	0.578
sensuous	ҳассос	joy	0.578
darling	дубора	joy	0.578
picturesque	зебо	joy	0.578
raving	хандид	joy	0.578
praise	шукргузорӣ	joy	0.578
everlasting	ҷовидона	joy	0.578
ambition	ихтироъ	joy	0.578
thelife	тилло	joy	0.578
sparkle	шамол	joy	0.577
yeahhh	ҳаhhh	joy	0.576
luckygirl	Лукагирл	joy	0.576
flattering	шӯҳрат	joy	0.576
sensual	ҳассос	joy	0.576
heroism	геройизм	joy	0.576
succeeding	муваффақият	joy	0.576
grace	файз	joy	0.576
peace	сулҳ	joy	0.576
livelife	livelife	joy	0.574
special	махсус	joy	0.574
tantalizing	фарогирӣ	joy	0.572
pumped	пазед	joy	0.567
worthwhile	арзон аст	joy	0.562
revels	Релҳо	joy	0.562
prevail	Бештар	joy	0.562
liking	маъқул шуд	joy	0.562
sunny	офтобӣ	joy	0.562
relax	Ором бошед	joy	0.562
surprise	тааҷҷубовар аст	joy	0.562
hugs	гандум	joy	0.562
admirable	шодбошӣ	joy	0.562
hero	геро	joy	0.562
yey	NO TRANSLATION	joy	0.562
