word	Sundanese-su	emotion	emotion-intensity-score
happiest	happiest	joy	0.986
happiness	kabungahan	joy	0.984
bliss	Bliss	joy	0.971
celebrating	celebrating	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	elation	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	ria-ria	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	pikagumbiraeun	joy	0.924
happily	happily	joy	0.922
excitement	pikagumbiraeun	joy	0.922
euphoria	euforia	joy	0.922
fabulous	hebat	joy	0.922
joyous	joyous	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	rasa syukur	joy	0.914
spectacular	spektakuler	joy	0.912
merriment	merriment	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	overjoyed	joy	0.909
triumphant	triumphant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstasi	joy	0.906
cheerful	seneng	joy	0.906
cheer	surak	joy	0.897
elated	elated	joy	0.894
lovethis	lovethis	joy	0.891
laugh	seuri	joy	0.891
jolly	saanu	joy	0.891
pleasures	pleasures	joy	0.891
excitation	éksitasi	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Atoh pisan	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	marvelously	joy	0.881
loving	asih pisan	joy	0.879
joyful	galumbira	joy	0.879
outstanding	koncara	joy	0.879
blissful	blissful	joy	0.879
pleasurable	pleasurable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	sumanget pisan	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ketawa	joy	0.864
superb	luhung	joy	0.864
wonderful	alus pisan	joy	0.863
brilliant	abar	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	cheering	joy	0.859
hooray	hooray	joy	0.859
glory	kamulyaan	joy	0.859
celebrated	sohor	joy	0.859
loved	dipikacinta	joy	0.859
magnificent	hebat	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	jongjon	joy	0.853
heavenly	sawarga	joy	0.853
thrilled	thrilled	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ngagungkeun	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	berkah	joy	0.844
wonderfully	wonderfully	joy	0.844
sweetness	rasa amis	joy	0.833
marvellous	kacida alusna	joy	0.833
festive	festive	joy	0.833
blessed	rahayu	joy	0.833
paradise	sawarga	joy	0.833
celebrations	celebrations	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	mesem	joy	0.828
enchanting	enchanting	joy	0.828
love	bogoh	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	bumi abdi surga abdi	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	seuri	joy	0.824
marvelous	kacida alusna	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	matak gehger	joy	0.818
delightful	pikaresepeun pisan	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	rejoicing	joy	0.818
joys	joys	joy	0.818
goodness	kahadean	joy	0.818
excited	gumbira	joy	0.818
excellence	kaunggulan	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorious	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	gumbira	joy	0.812
victorious	victorious	joy	0.812
excellent	alus teuing	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	ngaraosan	joy	0.812
splendid	alus	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	anu paling dipikaresep	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	kabungahan	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	gladness	joy	0.803
giggle	nyikikik	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sukses	joy	0.797
happier	happier	joy	0.797
dancing	menari	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ngahatur nuhun	joy	0.789
splendor	splendor	joy	0.788
amuse	ngahibur	joy	0.788
fun	kabungahan	joy	0.788
happy	bagja	joy	0.788
enchanted	dihapunten	joy	0.781
glorify	muja	joy	0.781
glad	bungah	joy	0.781
beautiful	geulis	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radian	joy	0.781
heavens	langit	joy	0.779
perfection	kasampurnaan	joy	0.779
christmassy	christmassy	joy	0.779
romance	kabogohan	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	ngahibur	joy	0.773
congrats	congrats	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	pang bogohna	joy	0.773
cheered	cheered	joy	0.773
funday	funday	joy	0.772
enjoying	ngarasakeun	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	hirup teh alus	joy	0.766
thebest	pangsaéna	joy	0.766
sosweet	meni lucu	joy	0.766
smiles	imut	joy	0.766
delight	delight	joy	0.765
orgasm	orgasme	joy	0.765
party	pesta	joy	0.765
positive	positip	joy	0.761
cheerfulness	cheerfulness	joy	0.758
miracles	miracles	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	enlighten	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	layeut	joy	0.750
gratify	gratify	joy	0.750
friendliness	friendliness	joy	0.750
laughs	laughs	joy	0.750
greatness	hal nu hebat pisan	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	pikaresepeun	joy	0.750
blessings	berkah	joy	0.750
smile	imut	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	sumanget pisan	joy	0.742
triumph	triumph	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	gaib	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	kaajaiban	joy	0.742
rewarding	rewarding	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	kamakmuran	joy	0.735
luxurious	mewah	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	Wilujeng siang	joy	0.734
passionate	napsu	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	kameunangan	joy	0.734
admiration	rasa reueus	joy	0.734
tgif	tgif	joy	0.734
glorification	glorification	joy	0.733
sing	nembang	joy	0.729
glowing	glowing	joy	0.729
breathtaking	breathtaking	joy	0.728
fulfillment	hal nu minuhan	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	ngahatur nuhun	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Santa	joy	0.727
award	panghargaan	joy	0.727
atpeace	atpeace	joy	0.727
win	meunang	joy	0.727
merry	gumbira	joy	0.727
pleased	pleased	joy	0.725
radiance	radiance	joy	0.725
inspiration	ilham	joy	0.725
uplift	uplift	joy	0.723
optimistic	yakin	joy	0.723
heaven	sawarga	joy	0.721
lucky	baruntung	joy	0.721
thrill	thrill	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	libur	joy	0.721
harmony	tengtrem	joy	0.719
brighten	brighten	joy	0.719
lover	lover	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	denok	joy	0.719
amusement	raramean	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	praising	joy	0.719
thriving	thriving	joy	0.719
perfect	sampurna	joy	0.719
magic	sihir	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	kamewahan	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	khasanah	joy	0.712
achievement	prestasi	joy	0.712
yay	wéw	joy	0.712
holiday	lebaran	joy	0.712
intimate	conggah	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	reueus	joy	0.704
truelove	cinta sajati	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	goodnews	joy	0.703
optimism	optimism	joy	0.703
satisfying	satisfying	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	cherish	joy	0.703
goodlife	goodlife	joy	0.703
beautification	beautification	joy	0.703
appreciates	appreciates	joy	0.703
winning	meunang	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entertained	joy	0.700
excite	ngagumbirakeun	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	tepang warsi	joy	0.691
metime	metime	joy	0.688
favorite	karesep	joy	0.688
honored	ngahormatan	joy	0.688
content	eusi	joy	0.688
godsend	godsend	joy	0.688
entertaining	entertaining	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	luhur hargana	joy	0.682
majestic	megah	joy	0.682
appreciated	ngaapresiasi	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	smiled	joy	0.682
bestfriends	sobat dalit	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brightens	joy	0.682
tranquility	tranquility	joy	0.679
marry	kawin	joy	0.676
embrace	nangkeup	joy	0.676
positively	positif	joy	0.676
dearest	dearest	joy	0.672
relaxation	reureuh	joy	0.672
accomplished	dilakonan	joy	0.672
hug	nangkeup	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	nyengir	joy	0.672
enliven	enliven	joy	0.672
contentment	contentment	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	Koswara	joy	0.667
adore	muja	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	kaeusi	joy	0.667
fulfill	minuhan	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	makmur	joy	0.660
romanticism	romantika	joy	0.656
humor	ocon	joy	0.656
glow	ngagurilap	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	pikaresepeun	joy	0.656
appreciation	panghargaan	joy	0.656
encouraged	wanti	joy	0.656
satisfy	nyugemakeun	joy	0.656
serenity	serenity	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kapuaseun	joy	0.652
treasure	banda	joy	0.652
engaged	aktipitas	joy	0.652
praises	praises	joy	0.652
abundance	kaayaan luber	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	reureuh	joy	0.652
praised	muji	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	pelengkap	joy	0.647
affection	kaasih	joy	0.647
relieved	bungangang	joy	0.647
carnival	paway	joy	0.643
divine	ketuhanan	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniously	joy	0.641
achieve	ngahontal	joy	0.641
thanksgiving	sukur	joy	0.641
jackpot	jackpot	joy	0.641
priceless	henteu bisa diajen	joy	0.641
sensuality	sensuality	joy	0.641
champion	juara	joy	0.641
wedding	perkawinan	joy	0.641
uplifting	uplifting	joy	0.641
climax	nu pang luhurna	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	damai	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	jelema nu meunang	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	comforting	joy	0.636
honeymoon	peuting mimiti	joy	0.636
xoxo	xoxo	joy	0.634
amusing	lucu	joy	0.625
reward	balesan	joy	0.625
fondness	fondness	joy	0.625
hearts	hate	joy	0.625
brighter	caang	joy	0.625
sweet	amis	joy	0.625
stargazing	stargazing	joy	0.625
festival	pestipal	joy	0.625
snuggling	snuggling	joy	0.625
generosity	seneng sidekahan	joy	0.625
gorgeous	endah	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	awewe atawa lalaki	joy	0.622
parade	pawey	joy	0.621
applause	keprok	joy	0.621
genial	genial	joy	0.621
beauty	kageulisan	joy	0.621
kind	hade	joy	0.621
newlife	newlife	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	minuhan	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	éléh	joy	0.613
kiss	nyium	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	praiseworthy	joy	0.609
rainbows	rainbows	joy	0.609
generous	berehan	joy	0.609
enlightenment	pencerahan	joy	0.609
playful	suka ulin	joy	0.609
christmas	poe natal	joy	0.609
super	hebat	joy	0.609
elegance	kamewahan	joy	0.609
rekindle	rekindle	joy	0.609
awards	panghargaan	joy	0.609
adorable	pikaresepeun	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kamerdikaan	joy	0.607
successful	hasil	joy	0.606
onelove	hiji cinta	joy	0.606
kindness	kahadean	joy	0.606
freely	kalawan bébas	joy	0.606
surprises	kejutan	joy	0.606
inspired	diideuan	joy	0.606
hilarity	hilarity	joy	0.606
wonder	kaajaiban	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	raramean	joy	0.603
whimsical	whimsical	joy	0.603
passion	napsu	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	panonpoe meletek	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	malaikat	joy	0.594
thankgod	Alhamdulillah	joy	0.594
accomplishment	prestasi	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	mere ilham	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	peacefully	joy	0.594
jesus	Yesus	joy	0.594
goodies	goodies	joy	0.594
heroic	gagah rongkah	joy	0.591
fortune	pakaya	joy	0.591
friendship	babaturan	joy	0.591
singing	nyanyi	joy	0.591
exalted	Maha Agung	joy	0.591
summer	usum panas	joy	0.591
highest	pangluhurna	joy	0.591
overflowing	overflowing	joy	0.588
contented	contented	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	harepan	joy	0.586
accolade	accolade	joy	0.586
cozy	cozy	joy	0.583
delicious	raos	joy	0.579
friendly	marahmay	joy	0.578
sensuous	sensuous	joy	0.578
darling	Darling	joy	0.578
picturesque	picturesque	joy	0.578
raving	raving	joy	0.578
praise	pujian	joy	0.578
everlasting	langgeng	joy	0.578
ambition	ambisi	joy	0.578
thelife	thelife	joy	0.578
sparkle	Maung Bandung	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	napsuan	joy	0.576
heroism	heroism	joy	0.576
succeeding	succeeding	joy	0.576
grace	lungguh	joy	0.576
peace	katentreman	joy	0.576
livelife	livelife	joy	0.574
special	istimewa	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	ngompa	joy	0.567
worthwhile	worthwhile	joy	0.562
revels	revels	joy	0.562
prevail	meunang dipake	joy	0.562
liking	liking	joy	0.562
sunny	caang	joy	0.562
relax	reureuhan	joy	0.562
surprise	reuwas	joy	0.562
hugs	hugs	joy	0.562
admirable	hebat	joy	0.562
hero	pahlawan	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	pikaseurieun	joy	0.562
sweets	manisan	joy	0.562
prosper	hade hasilna	joy	0.562
superstar	superstar	joy	0.562
favorable	hade	joy	0.561
bless	ngandoi	joy	0.561
tenderness	tenderness	joy	0.561
freedom	kabebasan	joy	0.561
masterpiece	Maha karya	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	impian	joy	0.559
hopeful	loba harepanana	joy	0.559
home	imah	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kasatiaan	joy	0.553
closeness	closeness	joy	0.552
eagerness	eagerness	joy	0.552
comfy	comfy	joy	0.551
sunshine	cahaya panonpoe	joy	0.551
confidence	kapercayaan	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	élit	joy	0.547
celestial	celestial	joy	0.547
heart	jajantung	joy	0.547
completion	parantosan	joy	0.547
good	alus	joy	0.547
daughter	puteri	joy	0.547
gifts	hadiah	joy	0.547
astonishment	pikaheraneun	joy	0.547
bonus	tambahan	joy	0.547
goodmorning	Wilujeng énjing	joy	0.547
lifted	diangkat	joy	0.547
zeal	zeal	joy	0.547
illuminate	nyaangan	joy	0.547
gift	kado	joy	0.547
vacation	pere	joy	0.547
charmed	enteh	joy	0.546
recreation	pelesir	joy	0.545
encouragement	anjuran	joy	0.545
gush	Gush	joy	0.545
sublime	luhur	joy	0.545
dance	tari	joy	0.545
god	Allah	joy	0.545
free	bebas	joy	0.544
freshstart	freshstart	joy	0.544
savior	Jurusalamet	joy	0.543
sanctuary	daerah anu ditangtayungan pikeun ngamumule tutuwuhan jeung sasatoanana	joy	0.541
grandchildren	incu	joy	0.540
wellness	wellness	joy	0.537
revel	revel	joy	0.534
inspirational	inspirational	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	duit	joy	0.531
rainbow	katumbiri	joy	0.531
confident	pasti	joy	0.531
bridal	bridal	joy	0.531
music	musik	joy	0.531
fab	Ngajak	joy	0.531
serene	hening	joy	0.531
alive	hirup	joy	0.531
holiness	kasucian	joy	0.531
vitality	vitalitas	joy	0.531
liberation	ngajadikeun bebas	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothing	joy	0.531
soar	soar	joy	0.531
firstborn	firstborn	joy	0.531
elegant	elegan	joy	0.530
mastery	WS Rendra	joy	0.530
illumination	panerangan	joy	0.530
welcomed	tampi	joy	0.530
warmth	kahaneutan	joy	0.530
blossom	kumpulan kembang	joy	0.530
glimmer	glimmer	joy	0.530
faithful	satia	joy	0.529
treat	nganggap	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	bisa kapuji	joy	0.519
powerful	kawasa	joy	0.516
silly	konyol	joy	0.516
zest	zest	joy	0.516
presents	presents	joy	0.516
succeed	ngagentos	joy	0.516
jingle	jingle	joy	0.516
remarkable	teu biasa	joy	0.516
greeted	dipapag	joy	0.516
brotherly	brotherly	joy	0.516
pride	kareueus	joy	0.516
strengthening	strengthening	joy	0.516
aspire	aspire	joy	0.516
abundant	loba pisan	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	nu pang kawasana	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	upacara ngistrenan raja	joy	0.515
kudos	kudos	joy	0.515
vivid	hirup	joy	0.515
leisure	rineh	joy	0.515
complete	kumplit	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	familytime	joy	0.515
animated	animasi	joy	0.515
spirit	sumanget	joy	0.515
thanking	thanking	joy	0.515
kid	nak	joy	0.515
shining	bersinar	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	reunited	joy	0.515
therapeutic	terapi	joy	0.515
comfort	ngarareunahan	joy	0.515
godly	godly	joy	0.514
marriage	perkawinan	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	hubungan	joy	0.514
spouse	salaki	joy	0.507
intimately	intimately	joy	0.507
accomplish	ngabereskeun	joy	0.500
excel	Excel	joy	0.500
inviting	ngondang	joy	0.500
meritorious	berjasa	joy	0.500
diamond	inten	joy	0.500
nature	alam	joy	0.500
dignity	martabat	joy	0.500
family	kulawarga	joy	0.500
soulful	soulful	joy	0.500
charitable	amal	joy	0.500
encourage	nyurung	joy	0.500
friends	babaturan	joy	0.500
satisfied	wareg	joy	0.500
welcoming	welcoming	joy	0.500
healthy	damang	joy	0.500
surreal	surreal	joy	0.500
refreshed	refreshed	joy	0.500
beach	basisir	joy	0.500
motherhood	keibuan	joy	0.500
respect	rasa ajen	joy	0.500
gem	sosoca	joy	0.500
erotic	erotis	joy	0.500
visionary	visioner	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	kahontal	joy	0.500
christ	Kristus	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	orok	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracity	joy	0.500
bloom	mekar	joy	0.500
carefree	seneng	joy	0.500
aura	aura	joy	0.493
health	kasehatan	joy	0.493
liberty	kamerdikaan	joy	0.486
approved	disatujuan	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	suka bungah	joy	0.485
engaging	ngalakonan	joy	0.485
crowning	crowning	joy	0.485
aspiration	aspirasi	joy	0.485
prestige	gengsi	joy	0.485
crescendo	crescendo	joy	0.485
gentle	hipu	joy	0.485
liberate	ngabebaskeun	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	bencong	joy	0.485
loyal	satia	joy	0.485
inseparable	leupas	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	piala	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	kabaruntugan	joy	0.484
creativity	kreativitas	joy	0.484
destiny	takdir	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	Bouquet	joy	0.484
chocolate	coklat	joy	0.484
aloha	Dirgahayu	joy	0.484
yummy	yummy	joy	0.484
dream	ngimpi	joy	0.484
desire	kahayang	joy	0.484
boyfriend	kabogoh	joy	0.480
commemoration	commemoration	joy	0.479
intelligence	intelijen	joy	0.477
readiness	kesiapan	joy	0.473
friend	babaturan	joy	0.471
enthusiast	enthusiast	joy	0.471
bride	panganten awewe	joy	0.471
lush	subur	joy	0.470
calming	calming	joy	0.470
inheritance	warisan	joy	0.470
kiddo	kiddo	joy	0.470
massage	peuseul	joy	0.470
tickle	ararateul	joy	0.470
adventure	pangalalanaan	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	nenangkeun	joy	0.470
goals	gol	joy	0.469
luster	luster	joy	0.469
giving	méré	joy	0.469
princess	putera	joy	0.469
heartily	heartily	joy	0.469
benevolence	benevolence	joy	0.469
nurture	nurture	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	langgeng	joy	0.469
pray	dua	joy	0.469
getaway	kabur	joy	0.469
humanitarian	kamanusaan	joy	0.469
bonding	beungkeutan	joy	0.469
rest	ngaso	joy	0.469
amicable	hade hatena	joy	0.469
purring	purring	joy	0.469
pretty	geulis	joy	0.469
child	anak	joy	0.466
salutary	salutary	joy	0.465
invite	ngondang	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	balok	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropis	joy	0.455
aesthetics	estetika	joy	0.455
friday	Jumaah	joy	0.455
elevation	luhurna	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	upacara	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	kindred	joy	0.455
scholarship	beasiswa	joy	0.455
befriend	befriend	joy	0.455
commemorate	mengenang	joy	0.453
allure	mikat	joy	0.453
faith	kapercayaan	joy	0.453
forgiveness	hampura	joy	0.453
scenery	pamandangan	joy	0.453
vindication	bukti nu nguatkeun	joy	0.453
waterfall	curug	joy	0.453
birth	kalahiran	joy	0.453
noworries	tong hariwang	joy	0.453
approve	satuju	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	perjalanan	joy	0.447
meditation	tapa	joy	0.446
relaxed	santai	joy	0.442
tranquil	atuda	joy	0.441
weekend	tuntung minggu	joy	0.441
present	ayeuna	joy	0.441
tender	empuk	joy	0.441
nostalgic	nostalgia	joy	0.439
prayer	doa	joy	0.439
sharing	babagi	joy	0.439
esteem	diri	joy	0.439
lyrical	liris	joy	0.439
righteousness	bener	joy	0.439
share	ngabagikeun	joy	0.438
husband	carogé	joy	0.438
life	kahirupan	joy	0.438
sonnet	sonnet	joy	0.438
relief	pitulung	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	newday	joy	0.438
meditate	tapa	joy	0.438
mighty	kuat	joy	0.438
eager	hayang pisan	joy	0.438
strength	kakuatan	joy	0.438
warm	haneut	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	sobat	joy	0.427
oneness	oneness	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	éjakulasi	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	tanda jasa	joy	0.424
amen	amin	joy	0.424
candlelight	lilin di	joy	0.424
reverence	reverence	joy	0.424
healthful	healthful	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	pakaya	joy	0.422
graduation	kalulusan	joy	0.422
frisky	frisky	joy	0.422
energy	tanaga	joy	0.422
calmness	katentreman	joy	0.422
beginnings	beginnings	joy	0.422
safe	tengtrem	joy	0.422
musical	musik	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	katentreman	joy	0.422
helpful	suka nulung	joy	0.422
soundness	soundness	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	jangji	joy	0.415
reunite	ngahijikeun deui	joy	0.414
salvation	kasalametan	joy	0.412
mother	indung	joy	0.412
poems	sajak	joy	0.412
inauguration	palantikan	joy	0.409
immaculate	suci beresih	joy	0.409
lighten	lighten	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	iinditan	joy	0.409
lavender	lavender	joy	0.409
purify	purify	joy	0.409
clown	badut	joy	0.409
star	bentang	joy	0.406
cash	kas	joy	0.406
heal	ngajadikeun cageur	joy	0.406
completing	completing	joy	0.406
companion	sobat	joy	0.406
live	hirup	joy	0.406
flowers	kembang	joy	0.406
wishing	wishing	joy	0.406
charity	amal	joy	0.406
opportune	opportune	joy	0.406
income	pangasilan	joy	0.403
soul	jiwa	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	kamajuan	joy	0.397
emancipation	emansipasi	joy	0.397
