word	Belarusian-be	emotion	emotion-intensity-score
yayyy	NO TRANSLATION	joy	0.803
gladness	радасць	joy	0.803
giggle	хіхікаць	joy	0.802
yesss	Yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	поспех	joy	0.797
happier	шчаслівей	joy	0.797
dancing	танцы	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	парадность	joy	0.797
lovemylife	lovemylife	joy	0.797
grateful	удзячны	joy	0.789
splendor	пышнасць	joy	0.788
amuse	азадачваць	joy	0.788
fun	весялосьць	joy	0.788
happy	шчаслівы	joy	0.788
enchanted	зачараваны	joy	0.781
glorify	праслаўляць	joy	0.781
glad	рады	joy	0.781
beautiful	прыгожы	joy	0.781
solucky	solucky	joy	0.781
giggling	хіхікаць	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	прамяністы	joy	0.781
heavens	неба	joy	0.779
perfection	дасканаласць	joy	0.779
christmassy	святочны	joy	0.779
romance	раманс	joy	0.779
thrilling	захапляльны	joy	0.776
miraculous	цудатворны	joy	0.773
fiesta	фіеста	joy	0.773
entertain	забаўляць	joy	0.773
congrats	віншую	joy	0.773
cheers	ура	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	станоўча	joy	0.773
lovable	прывабны	joy	0.773
cheered	павесялеў	joy	0.773
funday	Funday	joy	0.772
enjoying	атрымліваючы асалоду ад	joy	0.771
cuddling	абдымаюцца	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	задаволены	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	найлепшы	joy	0.766
sosweet	так міла	joy	0.766
smiles	ўсмешкі	joy	0.766
delight	асалоду	joy	0.765
orgasm	аргазм	joy	0.765
party	партыя	joy	0.765
positive	станоўчы	joy	0.761
cheerfulness	бадзёрасць	joy	0.758
miracles	цуды	joy	0.758
sweetheart	ўмілаваная	joy	0.758
enlighten	адукаваць	joy	0.758
christmastime	святкі	joy	0.757
giddy	галавакружны	joy	0.757
romantic	рамантык	joy	0.750
gratify	патураць	joy	0.750
friendliness	прыязнасць	joy	0.750
laughs	смяецца	joy	0.750
greatness	веліч	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	прыемны	joy	0.750
blessings	блаславення	joy	0.750
smile	ўсмешка	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	жвавасць	joy	0.748
jubilee	юбілей	joy	0.742
enthusiasm	энтузіязм	joy	0.742
triumph	трыумф	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	чароўны	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	цуд	joy	0.742
rewarding	ўзнагароджанне	joy	0.742
feelgood	Feelgood	joy	0.736
prosperity	росквіт	joy	0.735
luxurious	раскошны	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	жывы	joy	0.734
goodday	добры дзень	joy	0.734
passionate	гарачы	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	зачароўваць	joy	0.734
victory	перамога	joy	0.734
admiration	пакланенне	joy	0.734
tgif	TGIF	joy	0.734
glorification	ўслаўленне	joy	0.733
sing	спяваць	joy	0.729
glowing	палымяны	joy	0.729
breathtaking	захапляльны	joy	0.728
fulfillment	выкананне	joy	0.728
yessss	yessss	joy	0.728
cheery	бадзёры	joy	0.727
thankful	удзячны	joy	0.727
hurrah	ура	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Санта	joy	0.727
award	ўзнагарода	joy	0.727
atpeace	atpeace	joy	0.727
win	перамога	joy	0.727
merry	вясёлы	joy	0.727
pleased	задаволеным	joy	0.725
radiance	свяцільнасць	joy	0.725
inspiration	натхненне	joy	0.725
uplift	ўздым	joy	0.723
optimistic	аптымістычны	joy	0.723
heaven	неба	joy	0.721
lucky	ўдачлівы	joy	0.721
thrill	ўзбуджэнне	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	канікулы	joy	0.721
harmony	гармонія	joy	0.719
brighten	прасіялых	joy	0.719
lover	аматар	joy	0.719
heartfelt	прачула	joy	0.719
utopian	утапічны	joy	0.719
xmas	рождество	joy	0.719
lovely	выдатны	joy	0.719
amusement	забаўка	joy	0.719
congratulatory	віншавальны	joy	0.719
praising	ўсхваленне	joy	0.719
thriving	квітнеючы	joy	0.719
perfect	дасканалы	joy	0.719
magic	магія	joy	0.712
luckiest	ўдачлівы	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	раскоша	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	скарбы	joy	0.712
achievement	дасягненне	joy	0.712
yay	яй	joy	0.712
holiday	свята	joy	0.712
intimate	інтымны	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	пасмейвацца	joy	0.706
rave	рэйв	joy	0.706
proud	горды	joy	0.704
truelove	сапраўднае каханне	joy	0.703
fuckyeah	FuckYeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	дзіўна	joy	0.703
goodnews	добрыя навіны	joy	0.703
optimism	аптымізм	joy	0.703
satisfying	сытны	joy	0.703
gooood	gooood	joy	0.703
sweetest	саладзей	joy	0.703
cherish	песціць	joy	0.703
goodlife	GOODLIFE	joy	0.703
beautification	добраўпарадкаванне	joy	0.703
appreciates	ацэньвае	joy	0.703
winning	выйгрыш	joy	0.703
cuddled	прыціснуты	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	забаўляцца	joy	0.700
excite	ўзбуджаць	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	дзень нараджэння	joy	0.691
metime	metime	joy	0.688
favorite	любімы	joy	0.688
honored	заслужаны	joy	0.688
content	змест	joy	0.688
godsend	знаходка	joy	0.688
entertaining	забаўляльны	joy	0.688
angelic	анёльскі	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	абажанне	joy	0.688
exquisite	утонченный	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	каштоўны	joy	0.682
majestic	велічны	joy	0.682
appreciated	ацанілі	joy	0.682
luscious	прыкры	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	усміхнуўся	joy	0.682
bestfriends	Лепшыя сябры	joy	0.682
exaltation	экзальтацыя	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	павялічвае яркасць	joy	0.682
tranquility	спакой	joy	0.679
marry	ажаніцца	joy	0.676
embrace	ахопліваць	joy	0.676
positively	станоўча	joy	0.676
dearest	самы дарагі	joy	0.672
relaxation	адпачынак	joy	0.672
accomplished	ажыццяўляецца	joy	0.672
hug	абдымкі	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	Bday	joy	0.672
grin	ўсмешка	joy	0.672
enliven	ажыўляць	joy	0.672
contentment	задаволенасць	joy	0.672
hilarious	вясёлы	joy	0.672
giggles	хіхікае	joy	0.672
bountiful	багаты	joy	0.667
victor	пераможца	joy	0.667
adore	обожать	joy	0.667
boisterous	апантаны	joy	0.667
fulfilled	выкананы	joy	0.667
fulfill	выконваць	joy	0.664
cuddles	мілка	joy	0.662
prosperous	квітнеючы	joy	0.660
romanticism	рамантычнасць	joy	0.656
humor	гумар	joy	0.656
glow	палаць	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	прыемны	joy	0.656
appreciation	адзнака	joy	0.656
encouraged	заахвочвала	joy	0.656
satisfy	задавальняць	joy	0.656
serenity	ціхамірнасць	joy	0.656
captivate	захапляць	joy	0.656
besties	Besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	задавальненне	joy	0.652
treasure	скарб	joy	0.652
engaged	занята	joy	0.652
praises	хваліць	joy	0.652
abundance	багацце	joy	0.652
fortunes	фартуна	joy	0.652
relaxing	расслабляльны	joy	0.652
praised	хвалілі	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	дадатак	joy	0.647
affection	каханне	joy	0.647
relieved	палёгку	joy	0.647
carnival	карнавал	joy	0.643
divine	чароўны	joy	0.641
saintly	бязгрэшны	joy	0.641
harmoniously	гарманічна	joy	0.641
achieve	дасягаць	joy	0.641
thanksgiving	падзяку	joy	0.641
jackpot	куш	joy	0.641
priceless	бясцэнны	joy	0.641
sensuality	пачуццёвасць	joy	0.641
champion	чэмпіён	joy	0.641
wedding	вяселле	joy	0.641
uplifting	ўздымаецца	joy	0.641
climax	кульмінацыя	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	мірны	joy	0.636
twinkle	мігацець	joy	0.636
reverie	летуценнасць	joy	0.636
exalt	згушчаць	joy	0.636
winner	пераможца	joy	0.636
felicity	трапнасць	joy	0.636
cuddle	прыціскацца	joy	0.636
comforting	суцяшальны	joy	0.636
honeymoon	мядовы месяц	joy	0.636
xoxo	XOXO	joy	0.634
amusing	пацешны	joy	0.625
reward	Узнагарода	joy	0.625
fondness	каханне	joy	0.625
hearts	сэрца	joy	0.625
brighter	ярчэй	joy	0.625
sweet	салодкі	joy	0.625
stargazing	безуважлівасць	joy	0.625
festival	фестываль	joy	0.625
snuggling	прыціскаючыся	joy	0.625
generosity	велікадушнасць	joy	0.625
gorgeous	цудоўны	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	сэкс	joy	0.622
parade	парад	joy	0.621
applause	апладысменты	joy	0.621
genial	лагодны	joy	0.621
beauty	прыгажосць	joy	0.621
kind	выгляд	joy	0.621
newlife	NewLife	joy	0.618
aspiring	які імкнецца	joy	0.618
fulfilling	выкананне	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	дабрадзейны	joy	0.613
kiss	пацалунак	joy	0.610
winnings	выйгрышы	joy	0.609
praiseworthy	пахвальны	joy	0.609
rainbows	вясёлак	joy	0.609
generous	вялікадушны	joy	0.609
enlightenment	прасвятленне	joy	0.609
playful	гуллівы	joy	0.609
christmas	рождество	joy	0.609
super	супер	joy	0.609
elegance	элегантнасць	joy	0.609
rekindle	адрадзіць	joy	0.609
awards	ўзнагароды	joy	0.609
adorable	любімы	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	незалежнасць	joy	0.607
successful	паспяховы	joy	0.606
onelove	адно каханне	joy	0.606
kindness	дабрыня	joy	0.606
freely	свабодна	joy	0.606
surprises	сюрпрызы	joy	0.606
inspired	натхнёны	joy	0.606
hilarity	весялосць	joy	0.606
wonder	здзіўленне	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	забавы	joy	0.603
whimsical	капрызны	joy	0.603
passion	запал	joy	0.603
beautify	упрыгожваць	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	узыход сонца	joy	0.600
godisgood	godisgood	joy	0.597
whoo	Охайте	joy	0.594
angel	анёл	joy	0.594
thankgod	дзякуй Богу	joy	0.594
accomplishment	дасягненне	joy	0.594
flirt	фліртаваць	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	прыціскаўся	joy	0.594
revere	богабаязныя	joy	0.594
inspire	выклікаць	joy	0.594
fanfare	фанфара	joy	0.594
peacefully	мірна	joy	0.594
jesus	Ісус	joy	0.594
goodies	прысмакі	joy	0.594
heroic	гераічны	joy	0.591
fortune	стан	joy	0.591
friendship	дружба	joy	0.591
singing	спевы	joy	0.591
exalted	узнёслы	joy	0.591
summer	лета	joy	0.591
highest	найвышэйшы	joy	0.591
overflowing	перапоўнены	joy	0.588
contented	задаволены	joy	0.588
woot	Woot	joy	0.588
rollicking	бесшабашны	joy	0.588
hope	надзея	joy	0.586
accolade	акколада	joy	0.586
cozy	ўтульны	joy	0.583
delicious	вельмі смачны	joy	0.579
friendly	сяброўскі	joy	0.578
sensuous	пачуццёвы	joy	0.578
darling	дарагі	joy	0.578
picturesque	каларытны	joy	0.578
raving	апантаны	joy	0.578
praise	пахвала	joy	0.578
everlasting	вечны	joy	0.578
ambition	славалюбства	joy	0.578
thelife	жыццё	joy	0.578
sparkle	іскрыцца	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	пахвальны	joy	0.576
sensual	пачуццёвы	joy	0.576
heroism	геройства	joy	0.576
succeeding	наступны	joy	0.576
grace	благадаць	joy	0.576
peace	свет	joy	0.576
livelife	livelife	joy	0.574
special	спецыяльныя	joy	0.574
tantalizing	мучаюць	joy	0.572
pumped	накачкі	joy	0.567
worthwhile	варта	joy	0.562
revels	гулянка	joy	0.562
prevail	пераважаць	joy	0.562
liking	сімпатыя	joy	0.562
sunny	сонечны	joy	0.562
relax	расслабься	joy	0.562
surprise	сюрпрыз	joy	0.562
hugs	абдымкаў	joy	0.562
admirable	выдатны	joy	0.562
hero	герой	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	гумарыстычны	joy	0.562
sweets	цукеркі	joy	0.562
prosper	квітнець	joy	0.562
superstar	суперзорка	joy	0.562
favorable	спрыяльны	joy	0.561
bless	блаславіць	joy	0.561
tenderness	пяшчота	joy	0.561
freedom	свабода	joy	0.561
masterpiece	шэдэўр	joy	0.561
newyear	новы год	joy	0.561
dreams	мары	joy	0.559
hopeful	шматспадзеўны	joy	0.559
home	дома	joy	0.559
cruising	крэйсерскі	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	вернасць	joy	0.553
closeness	блізкасць	joy	0.552
eagerness	стараннасць	joy	0.552
comfy	зручны	joy	0.551
sunshine	сонечнае святло	joy	0.551
confidence	упэўненасць	joy	0.547
mistletoe	амела белая	joy	0.547
elite	эліта	joy	0.547
celestial	астранамічны	joy	0.547
heart	сэрца	joy	0.547
completion	завяршэнне	joy	0.547
good	добра	joy	0.547
daughter	дачка	joy	0.547
gifts	дары	joy	0.547
astonishment	здзіўленне	joy	0.547
bonus	бонус	joy	0.547
goodmorning	добрай раніцы	joy	0.547
lifted	падняты	joy	0.547
zeal	стараннасць	joy	0.547
illuminate	асвятляць	joy	0.547
gift	падарунак	joy	0.547
vacation	адпачынак	joy	0.547
charmed	зачараваны	joy	0.546
recreation	адпачынак	joy	0.545
encouragement	заахвочванне	joy	0.545
gush	фантанаваць	joy	0.545
sublime	узнёслы	joy	0.545
dance	танец	joy	0.545
god	бог	joy	0.545
free	бясплатна	joy	0.544
freshstart	FreshStart	joy	0.544
savior	выратавальнік	joy	0.543
sanctuary	сьвятыню	joy	0.541
grandchildren	внучата	joy	0.540
wellness	добрае здароўе	joy	0.537
revel	упівацца	joy	0.534
inspirational	натхняюць	joy	0.531
savor	смакаваць	joy	0.531
matrimony	бо шлюб	joy	0.531
money	грошы	joy	0.531
rainbow	вясёлка	joy	0.531
confident	упэўнены	joy	0.531
bridal	вясельны	joy	0.531
music	музыка	joy	0.531
fab	надзвычайны	joy	0.531
serene	ціхамірны	joy	0.531
alive	жывы	joy	0.531
holiness	пабожнасьць	joy	0.531
vitality	жыццяздольнасць	joy	0.531
liberation	вызваленне	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	заспакаяльны	joy	0.531
soar	лунаць	joy	0.531
firstborn	першынец	joy	0.531
elegant	элегантны	joy	0.530
mastery	майстэрства	joy	0.530
illumination	асвятленне	joy	0.530
welcomed	вітаў	joy	0.530
warmth	цёпла	joy	0.530
blossom	кветка	joy	0.530
glimmer	мігаценне	joy	0.530
faithful	верны	joy	0.529
treat	лячыць	joy	0.529
snuggles	прыціскаецца	joy	0.522
laurels	лаўры	joy	0.521
commendable	пахвальны	joy	0.519
powerful	магутны	joy	0.516
silly	дурны	joy	0.516
zest	цэдра	joy	0.516
presents	падарункі	joy	0.516
succeed	мець поспех	joy	0.516
jingle	бразгат	joy	0.516
remarkable	выдатны	joy	0.516
greeted	сустрэта	joy	0.516
brotherly	братэрскі	joy	0.516
pride	гонар	joy	0.516
strengthening	ўмацаванне	joy	0.516
aspire	імкнуцца	joy	0.516
abundant	багаты	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	бліскучы	joy	0.516
almighty	усемагутны	joy	0.516
fancy	маскарадны	joy	0.516
zen	дзэн	joy	0.515
coronation	каранацыя	joy	0.515
kudos	пашана	joy	0.515
vivid	яркі	joy	0.515
leisure	вольны час	joy	0.515
complete	поўны	joy	0.515
cutie	мілка	joy	0.515
newme	NewMe	joy	0.515
familytime	familytime	joy	0.515
animated	мультыплікацыйны	joy	0.515
spirit	дух	joy	0.515
thanking	падзякаваўшы	joy	0.515
kid	дзіця	joy	0.515
shining	зіхатлівы	joy	0.515
payday	дзень выплаты жалавання	joy	0.515
princely	царскі	joy	0.515
reunited	Узьяднаны	joy	0.515
therapeutic	тэрапеўтычны	joy	0.515
comfort	камфорт	joy	0.515
godly	набожны	joy	0.514
marriage	шлюб	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	адносіны	joy	0.514
spouse	муж	joy	0.507
intimately	цесна	joy	0.507
accomplish	выконваць	joy	0.500
excel	пераўзыходзіць	joy	0.500
inviting	вабны	joy	0.500
meritorious	пахвальны	joy	0.500
diamond	брыльянт	joy	0.500
nature	прырода	joy	0.500
dignity	годнасць	joy	0.500
family	сям'я	joy	0.500
soulful	душэўны	joy	0.500
charitable	дабрачынны	joy	0.500
encourage	заахвочваць	joy	0.500
friends	сябры	joy	0.500
satisfied	задаволены	joy	0.500
welcoming	прывітальны	joy	0.500
healthy	здаровы	joy	0.500
surreal	сюрэалістычна	joy	0.500
refreshed	абнавілася	joy	0.500
beach	пляж	joy	0.500
motherhood	мацярынства	joy	0.500
respect	павага	joy	0.500
gem	каштоўны камень	joy	0.500
erotic	эратычны	joy	0.500
visionary	празорлівец	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	дасягнуты	joy	0.500
christ	Хрыстос	joy	0.500
memorable	памятны	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	дзіця	joy	0.500
purr	варкатаць	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	праўдзівасць	joy	0.500
bloom	красаванне	joy	0.500
carefree	бесклапотны	joy	0.500
aura	аўра	joy	0.493
health	здароўе	joy	0.493
liberty	свабода	joy	0.486
approved	зацверджаны	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	аазіс	joy	0.486
rapture	зачараванне	joy	0.485
engaging	абаяльны	joy	0.485
crowning	узначаліваючымі	joy	0.485
aspiration	імкненне	joy	0.485
prestige	прэстыж	joy	0.485
crescendo	крэшчэнда	joy	0.485
gentle	пяшчотны	joy	0.485
liberate	вызваляць	joy	0.485
betrothed	заручаная	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	шчодрасць	joy	0.485
privileged	прывілеяваны	joy	0.485
loyal	лаяльны	joy	0.485
inseparable	неаддзельны	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	росквіт	joy	0.484
trophy	трафей	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	шанцаванне	joy	0.484
creativity	крэатыўнасць	joy	0.484
destiny	лёс	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	перавагу	joy	0.484
bouquet	букет	joy	0.484
chocolate	шакалад	joy	0.484
aloha	алоха	joy	0.484
yummy	смачніна	joy	0.484
dream	сон	joy	0.484
desire	жаданне	joy	0.484
boyfriend	сябрук	joy	0.480
commemoration	памінанне	joy	0.479
intelligence	інтэлект	joy	0.477
readiness	гатоўнасць	joy	0.473
friend	сябар	joy	0.471
enthusiast	энтузіяст	joy	0.471
bride	нявеста	joy	0.471
lush	пышны	joy	0.470
calming	заспакаяльны	joy	0.470
inheritance	ўспадкоўванне	joy	0.470
kiddo	малышка	joy	0.470
massage	масаж	joy	0.470
tickle	казытаць	joy	0.470
adventure	прыгода	joy	0.470
nostalgia	настальгія	joy	0.470
soothe	супакойваць	joy	0.470
goals	мэты	joy	0.469
luster	бляск	joy	0.469
giving	які дае	joy	0.469
princess	прынцэса	joy	0.469
heartily	сардэчна	joy	0.469
benevolence	добразычлівасць	joy	0.469
nurture	ўзгадаваць	joy	0.469
bridegroom	вясельны	joy	0.469
eternal	вечны	joy	0.469
pray	маліцца	joy	0.469
getaway	ўцёкі	joy	0.469
humanitarian	гуманітарны	joy	0.469
bonding	склейванне	joy	0.469
rest	адпачынак	joy	0.469
amicable	дружны	joy	0.469
purring	варкатанне	joy	0.469
pretty	даволі	joy	0.469
child	дзіця	joy	0.466
salutary	гаючы	joy	0.465
invite	запрашаць	joy	0.457
reminiscing	Успамінаю	joy	0.456
beam	прамень	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	трапічны	joy	0.455
aesthetics	эстэтыка	joy	0.455
friday	Пятніца	joy	0.455
elevation	вышыня	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	цырымонія	joy	0.455
mindfulness	усвядомленасць	joy	0.455
hee	хі	joy	0.455
kindred	роднасны	joy	0.455
scholarship	вучонасьць	joy	0.455
befriend	дапамагаць	joy	0.455
commemorate	памяць	joy	0.453
allure	завабліваць	joy	0.453
faith	вера	joy	0.453
forgiveness	прабачэнне	joy	0.453
scenery	дэкарацыі	joy	0.453
vindication	выпатрабаванне	joy	0.453
waterfall	вадаспад	joy	0.453
birth	нараджэнне	joy	0.453
noworries	не хвалюйся	joy	0.453
approve	зацвердзіць	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	падарожжа	joy	0.447
meditation	медытацыя	joy	0.446
relaxed	расслаблены	joy	0.442
tranquil	спакойны	joy	0.441
weekend	ўік-энд	joy	0.441
present	цяперашні час	joy	0.441
tender	конкурс	joy	0.441
nostalgic	настальгічны	joy	0.439
prayer	малітва	joy	0.439
sharing	падзел	joy	0.439
esteem	павага	joy	0.439
lyrical	лірычны	joy	0.439
righteousness	праведнасьць	joy	0.439
share	доля	joy	0.438
husband	муж	joy	0.438
life	жыццё	joy	0.438
sonnet	санет	joy	0.438
relief	рэльеф	joy	0.438
unbeaten	непераўзыдзены	joy	0.438
newday	NewDay	joy	0.438
meditate	абдумваць	joy	0.438
mighty	магутны	joy	0.438
eager	нецярплівы	joy	0.438
strength	трываласць	joy	0.438
warm	цёпла	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	дружа	joy	0.427
oneness	выключнасць	joy	0.426
unsurpassed	непераўзыдзены	joy	0.424
ejaculation	эякуляцыя	joy	0.424
unconstrained	нязмушаны	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медаль	joy	0.424
amen	амін	joy	0.424
candlelight	штучнае асвятленне	joy	0.424
reverence	глыбокая павага	joy	0.424
healthful	гаючы	joy	0.424
carols	калядкі	joy	0.424
sledding	катанне на санках	joy	0.422
wealth	багацце	joy	0.422
graduation	градацыя	joy	0.422
frisky	жвавы	joy	0.422
energy	энергія	joy	0.422
calmness	заспакоенасць	joy	0.422
beginnings	вытокі	joy	0.422
safe	сейф	joy	0.422
musical	музычны	joy	0.422
symphony	сімфонія	joy	0.422
lml	LML	joy	0.422
glitter	зіхаценне	joy	0.422
ease	лёгкасць	joy	0.422
helpful	карысны	joy	0.422
soundness	трываласць	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	абяцанне	joy	0.415
reunite	ўз'ядноўвацца	joy	0.414
salvation	выратаванне	joy	0.412
mother	маці	joy	0.412
poems	вершы	joy	0.412
inauguration	інаўгурацыя	joy	0.409
immaculate	бездакорны	joy	0.409
lighten	святлець	joy	0.409
aromatherapy	ароматэрапія	joy	0.409
travel	падарожжа	joy	0.409
lavender	лаванда	joy	0.409
purify	ачышчацца	joy	0.409
clown	клоўн	joy	0.409
star	зорка	joy	0.406
cash	наяўныя грошы	joy	0.406
heal	вылечваць	joy	0.406
completing	камплектуючыя	joy	0.406
companion	кампаньён	joy	0.406
live	жыць	joy	0.406
flowers	кветкі	joy	0.406
wishing	жадаючых	joy	0.406
charity	дабрачыннасць	joy	0.406
opportune	дарэчны	joy	0.406
income	даход	joy	0.403
soul	душа	joy	0.401
munchies	Munchies	joy	0.400
indescribable	неапісальны	joy	0.397
progress	прагрэс	joy	0.397
emancipation	эмансіпацыя	joy	0.397
christian	Крысціян	joy	0.397
hammock	гамак	joy	0.394
together	разам	joy	0.394
equality	роўнасць	joy	0.394
fullness	паўната	joy	0.394
picnic	пікнік	joy	0.394
calm	спакойны	joy	0.394
childhood	дзяцінства	joy	0.394
rhythmical	рытмічны	joy	0.394
movies	кіно	joy	0.393
zealous	руплівы	joy	0.393
littlethings	Маленькія рэчы	joy	0.391
humanity	чалавецтва	joy	0.391
starry	зорны	joy	0.391
playground	дзіцячая пляцоўка	joy	0.391
adventures	прыгоды	joy	0.391
meaningful	значным	joy	0.391
choir	хор	joy	0.391
affluence	наплыў	joy	0.391
warms	сагравае	joy	0.391
goofy	бесталковы	joy	0.391
auspicious	спрыяльны	joy	0.391
gesture	жэст	joy	0.387
vow	клятва	joy	0.382
shopping	купля	joy	0.382
witty	дасціпны	joy	0.382
communion	зносіны	joy	0.379
vibes	вібрафон	joy	0.379
worship	пакланенне	joy	0.379
jump	скакаць	joy	0.379
reverend	шаноўны	joy	0.377
advance	прасоўванне	joy	0.375
beaches	пляжы	joy	0.375
youth	моладзь	joy	0.375
spirits	настрой	joy	0.375
simplicity	прастата	joy	0.375
full	поўны	joy	0.375
rising	ўздымаецца	joy	0.375
hymn	гімн	joy	0.375
unique	унікальны	joy	0.375
redeemed	згашаны	joy	0.375
scenic	сцэнічны	joy	0.375
mirth	весялосьць	joy	0.375
courtship	заляцанне	joy	0.375
experience	вопыт	joy	0.375
reunion	ўз'яднанне	joy	0.375
sonorous	звонкі	joy	0.375
unforgettable	незабыўны	joy	0.375
baptismal	хрысцільных	joy	0.368
alliance	саюз	joy	0.368
grant	дараваць	joy	0.366
conciliation	згодніцтва	joy	0.364
moonlight	месячнае святло	joy	0.364
sanctification	асвячэнне	joy	0.364
improves	паляпшае	joy	0.364
improve	паляпшаць	joy	0.364
pure	чысты	joy	0.364
authentic	аўтэнтычны	joy	0.364
kitten	кацяня	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	маліна	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	вернасць	joy	0.359
feeling	пачуццё	joy	0.359
devotional	пабожны	joy	0.359
proficiency	уменне	joy	0.359
tinsel	бліскаўкі	joy	0.359
revival	адраджэнне	joy	0.359
sanctify	асвячаць	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	незалежны	joy	0.359
cocoa	какава	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	дэльфін	joy	0.348
choral	харавой	joy	0.348
deliverance	збавенне	joy	0.348
romp	валтузня	joy	0.348
roaring	запаў	joy	0.348
melody	мелодыя	joy	0.348
favor	спрыяць	joy	0.348
unification	аб'яднанне	joy	0.348
exceed	перавышаць	joy	0.348
purpose	мэта	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Няма працы	joy	0.344
voluptuous	сладастрасны	joy	0.344
fruits	садавіна	joy	0.344
thx	Дзякуй	joy	0.344
newstart	Newstart	joy	0.344
manicure	манікюр	joy	0.344
date	дата	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Roadtrip	joy	0.344
cookies	печыва	joy	0.344
hedonism	геданізм	joy	0.344
humble	сьціплы	joy	0.344
electric	электрычны	joy	0.344
pledge	заклад	joy	0.344
celebrity	знакамітасць	joy	0.342
rhythm	рытм	joy	0.338
bridesmaid	сяброўка нявесты	joy	0.338
snowday	snowday	joy	0.333
young	малады	joy	0.333
coffee	кава	joy	0.333
