word	Xhosa-xh	emotion	emotion-intensity-score
celebrations	mbhiyozo	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ncumo	joy	0.828
enchanting	nwabisa	joy	0.828
love	uthando	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ekhaya elimyoli	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ukuhleka	joy	0.824
marvelous	ma ngaliso	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	bhiyozo	joy	0.818
sensational	uvakalelo	joy	0.818
delightful	vuyisa	joy	0.818
happyheart	lonwabo	joy	0.818
rejoicing	kuvuya	joy	0.818
joys	uvuyo	joy	0.818
goodness	ukulunga	joy	0.818
excited	vuyiswa	joy	0.818
excellence	ku gqwesa	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	udibeneyo	joy	0.814
glorious	uzuko	joy	0.812
lovemaking	ukwenza uthando	joy	0.812
rejoice	vuyela	joy	0.812
victorious	ophumeleleyo	joy	0.812
excellent	kakhulu	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	nwabele	joy	0.812
splendid	buhle	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	amaxesha amnandi	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	Usuku lokonwaba	joy	0.809
myfavorite	endiythanda kakhulu	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	yolonwabo	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	uvuyo	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	mpu melelo	joy	0.797
happier	uvuyo	joy	0.797
dancing	ku danisa	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ubukhulu	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	mbulelo	joy	0.789
splendor	ubuqaqawuli	joy	0.788
amuse	nwabisa	joy	0.788
fun	nwabisa	joy	0.788
happy	uvuyo	joy	0.788
enchanted	bhenkce	joy	0.781
glorify	mzukisa	joy	0.781
glad	vuyela	joy	0.781
beautiful	entle	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	ukugubha	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	e khanyayo	joy	0.781
heavens	mazulu	joy	0.779
perfection	ukufezeka	joy	0.779
christmassy	chrismassy	joy	0.779
romance	uthando	joy	0.779
thrilling	vuyisa	joy	0.776
miraculous	mma ngaliso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	nwabisa	joy	0.773
congrats	i congrats	joy	0.773
cheers	Masinwabe	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	nefuthe	joy	0.773
lovable	thandeka	joy	0.773
cheered	bavuya	joy	0.773
funday	kumnandi	joy	0.772
enjoying	nandipha	joy	0.771
cuddling	ukukhwela	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	utyumkile	joy	0.766
lifeisgood	ubomi bumnandi	joy	0.766
thebest	egqibelele	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	ncumo	joy	0.766
delight	nwabile	joy	0.765
orgasm	i-orgasm	joy	0.765
party	iqela	joy	0.765
positive	ezintle	joy	0.761
cheerfulness	kuvuya	joy	0.758
miracles	imimangaliso	joy	0.758
sweetheart	mnandi	joy	0.758
enlighten	ku khanyisa	joy	0.758
christmastime	kristmas	joy	0.757
giddy	giddy	joy	0.757
romantic	zothando	joy	0.750
gratify	nelisa	joy	0.750
friendliness	buhlobo	joy	0.750
laughs	uhleka	joy	0.750
greatness	bukhulu	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	kholisa	joy	0.750
blessings	iintsikelelo	joy	0.750
smile	ncumo	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	qhaqha	joy	0.748
jubilee	ntlokoma	joy	0.742
enthusiasm	nomdla	joy	0.742
triumph	ukuphumelela	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	imilingo	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mma ngaliso	joy	0.742
rewarding	kuvuza	joy	0.742
feelgood	yiva kamnandi	joy	0.736
prosperity	phu melela	joy	0.735
luxurious	zizinto ezintle	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ngento enzima	joy	0.734
goodday	Usuku olumnwandi	joy	0.734
passionate	abanomdla	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	mnandi	joy	0.734
victory	uloyiso	joy	0.734
admiration	mxatyiswa	joy	0.734
tgif	tgif	joy	0.734
glorification	uzuko	joy	0.733
sing	ukucula	joy	0.729
glowing	kukhanya	joy	0.729
breathtaking	phefumula	joy	0.728
fulfillment	kuzaliseka	joy	0.728
yessss	yessss	joy	0.728
cheery	ukulila	joy	0.727
thankful	mbulelo	joy	0.727
hurrah	ukuphosa	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	ibhaso	joy	0.727
atpeace	iqondo	joy	0.727
win	ukuphumelela	joy	0.727
merry	nwabile	joy	0.727
pleased	yavuya	joy	0.725
radiance	ukukhanya	joy	0.725
inspiration	phe fumlelwe	joy	0.725
uplift	kuphakanyiswa	joy	0.723
optimistic	nethemba	joy	0.723
heaven	zulwini	joy	0.721
lucky	inhlanhla	joy	0.721
thrill	vuyisa	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	holide	joy	0.721
harmony	ngokuvisisana	joy	0.719
brighten	kukhanya	joy	0.719
lover	umthandi	joy	0.719
heartfelt	ngokusuka enhliziyweni	joy	0.719
utopian	iindawo ezingaqhelekanga	joy	0.719
xmas	xmas	joy	0.719
lovely	thandeka	joy	0.719
amusement	ukuzonwabisa	joy	0.719
congratulatory	ku vuyiswa	joy	0.719
praising	dumisa	joy	0.719
thriving	phu melela	joy	0.719
perfect	phelele	joy	0.719
magic	umlingo	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ihotele	joy	0.712
bestfeeling	efanelekileyo	joy	0.712
treasures	buncwane	joy	0.712
achievement	mpu melelo	joy	0.712
yay	yay	joy	0.712
holiday	holide	joy	0.712
intimate	obusondeleyo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	kuhlutha	joy	0.706
rave	ukuxhaphaza	joy	0.706
proud	nekratshi	joy	0.704
truelove	uthando lokwenyaniso	joy	0.703
fuckyeah	Mka yeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ngokumangalisayo	joy	0.703
goodnews	Iindaba ezimnandi	joy	0.703
optimism	nethemba	joy	0.703
satisfying	nelisa	joy	0.703
gooood	gooood	joy	0.703
sweetest	mnandi	joy	0.703
cherish	xabisa	joy	0.703
goodlife	ubomi obumnandi	joy	0.703
beautification	ukulungiswa	joy	0.703
appreciates	xabisa	joy	0.703
winning	ukuphumelela	joy	0.703
cuddled	zidibene	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	zi kholiswa	joy	0.700
excite	vuyela	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	usuku lokuzalwa	joy	0.691
metime	ixesha	joy	0.688
favorite	ozithandayo	joy	0.688
honored	uzuke	joy	0.688
content	umxholo	joy	0.688
godsend	zithixo	joy	0.688
entertaining	nwabisa	joy	0.688
angelic	ngelosi	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	yokudumisa	joy	0.688
exquisite	kakhulu	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ezixabisekileyo	joy	0.682
majestic	mkhulu	joy	0.682
appreciated	xabiswa	joy	0.682
luscious	kuthanda	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	sandile	joy	0.682
bestfriends	Abahlobo abagqibelele	joy	0.682
exaltation	ukuphakanyiswa	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	kukhanya	joy	0.682
tranquility	noxolo	joy	0.679
marry	kutshata	joy	0.676
embrace	kwamkela	joy	0.676
positively	ngokuqinisekileyo	joy	0.676
dearest	bathandekayo	joy	0.672
relaxation	ukuphumla	joy	0.672
accomplished	kufezekiswe	joy	0.672
hug	ukukhupha	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	igrin	joy	0.672
enliven	liweyo	joy	0.672
contentment	ukwaneliseka	joy	0.672
hilarious	ziqhenqa	joy	0.672
giggles	zigugu	joy	0.672
bountiful	luninzi	joy	0.667
victor	ngumnqobi	joy	0.667
adore	ziyamkela	joy	0.667
boisterous	ngxolongo	joy	0.667
fulfilled	liseka	joy	0.667
fulfill	kuzalisekisa	joy	0.664
cuddles	iikrudle	joy	0.662
prosperous	phu melela	joy	0.660
romanticism	zothando	joy	0.656
humor	ukuhleka	joy	0.656
glow	kukhanya	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	mnandi	joy	0.656
appreciation	xabiso	joy	0.656
encouraged	khuthazwa	joy	0.656
satisfy	nelisa	joy	0.656
serenity	uzinzo	joy	0.656
captivate	ukuthatha	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ukwaneliseka	joy	0.652
treasure	buncwane	joy	0.652
engaged	zibandakanya	joy	0.652
praises	dumisa	joy	0.652
abundance	buninzi	joy	0.652
fortunes	inzuzo	joy	0.652
relaxing	kuphumla	joy	0.652
praised	dumisa	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ncedisa	joy	0.647
affection	uthando	joy	0.647
relieved	khu luleka	joy	0.647
carnival	umkhosi	joy	0.643
divine	nguThixo	joy	0.641
saintly	ngcwele	joy	0.641
harmoniously	ngokuvisisana	joy	0.641
achieve	phu melela	joy	0.641
thanksgiving	mbulelo	joy	0.641
jackpot	jackpot	joy	0.641
priceless	ezingabalulekanga	joy	0.641
sensuality	zengqondo	joy	0.641
champion	iqela	joy	0.641
wedding	umtshato	joy	0.641
uplifting	phucula	joy	0.641
climax	kwinqanaba	joy	0.636
yayy	yayy	joy	0.636
peaceful	uxolo	joy	0.636
twinkle	ziphosa	joy	0.636
reverie	bu yiselwa	joy	0.636
exalt	pha kamisa	joy	0.636
winner	ophumeleleyo	joy	0.636
felicity	utywala	joy	0.636
cuddle	cuddle	joy	0.636
comforting	thu thuzela	joy	0.636
honeymoon	ngentsapho	joy	0.636
xoxo	xoxo	joy	0.634
amusing	nwabisa	joy	0.625
reward	ibuyiselo	joy	0.625
fondness	ukuthanda	joy	0.625
hearts	ntliziyo	joy	0.625
brighter	kukhanya	joy	0.625
sweet	e mnandi	joy	0.625
stargazing	ku khanyisa	joy	0.625
festival	umthendeleko	joy	0.625
snuggling	ukugubha	joy	0.625
generosity	ububele	joy	0.625
gorgeous	mhle	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ngesondo	joy	0.622
parade	kululeka	joy	0.621
applause	ihlombe	joy	0.621
genial	ngumbono	joy	0.621
beauty	ubuhle	joy	0.621
kind	bubele	joy	0.621
newlife	ubomi obutsha	joy	0.618
aspiring	nqwenela	joy	0.618
fulfilling	phumeza	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ezintle	joy	0.613
kiss	u kumanga	joy	0.610
winnings	iindleko	joy	0.609
praiseworthy	ku dumisa	joy	0.609
rainbows	imvula	joy	0.609
generous	ngobubele	joy	0.609
enlightenment	ku khanyiswa	joy	0.609
playful	ukudlala	joy	0.609
christmas	Krisimesi	joy	0.609
super	phezulu	joy	0.609
elegance	ubuhle	joy	0.609
rekindle	kuvuselela	joy	0.609
awards	mabhaso	joy	0.609
adorable	ezihle	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ukuzimela	joy	0.607
successful	mpu melelo	joy	0.606
onelove	uthando olunye	joy	0.606
kindness	bubele	joy	0.606
freely	ngokukhululeka	joy	0.606
surprises	ma ngaliso	joy	0.606
inspired	phe fumlelwe	joy	0.606
hilarity	ubuqili	joy	0.606
wonder	ngaliswa	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	lonwabo	joy	0.603
whimsical	ngexeshana	joy	0.603
passion	nomdla	joy	0.603
beautify	kuhobisa	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	kwelanga	joy	0.600
godisgood	unkulunkulu	joy	0.597
whoo	ngubani	joy	0.594
angel	ngelosi	joy	0.594
thankgod	enkosi thixo	joy	0.594
accomplishment	ukufezekiswa	joy	0.594
flirt	ngothando	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	yahlutha	joy	0.594
revere	ku hlonela	joy	0.594
inspire	khuthaza	joy	0.594
fanfare	ngothando	joy	0.594
peacefully	ngoxolo	joy	0.594
jesus	jesus	joy	0.594
goodies	ezikhoyo	joy	0.594
heroic	ligorha	joy	0.591
fortune	inzuzo	joy	0.591
friendship	buhlobo	joy	0.591
singing	ukucula	joy	0.591
exalted	waphakanyiswa	joy	0.591
summer	ehlobo	joy	0.591
highest	phezulu	joy	0.591
overflowing	phuphuma	joy	0.588
contented	qulethwe	joy	0.588
woot	qhawula	joy	0.588
rollicking	i-rollicking	joy	0.588
hope	ithemba	joy	0.586
accolade	ukuxhamla	joy	0.586
cozy	ucolile	joy	0.583
delicious	ezihle	joy	0.579
friendly	buhlobo	joy	0.578
sensuous	ezinomdla	joy	0.578
darling	uhlobo	joy	0.578
picturesque	mfa nekiso	joy	0.578
raving	ukuxhatshazwa	joy	0.578
praise	indumiso	joy	0.578
everlasting	ngonaphakade	joy	0.578
ambition	u kuthanda	joy	0.578
thelife	eziphilayo	joy	0.578
sparkle	kukhanya	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	ukuthoba	joy	0.576
sensual	zenyama	joy	0.576
heroism	ubuqhawe	joy	0.576
succeeding	phu melela	joy	0.576
grace	babalo	joy	0.576
peace	uxolo	joy	0.576
livelife	phila ubomi	joy	0.574
special	ezizodwa	joy	0.574
tantalizing	ngxamele	joy	0.572
pumped	ba pumpa	joy	0.567
worthwhile	luleke	joy	0.562
revels	imivumba	joy	0.562
prevail	lisile	joy	0.562
liking	kuthanda	joy	0.562
sunny	ilanga	joy	0.562
relax	Phola	joy	0.562
surprise	ngaliswa	joy	0.562
hugs	udibana	joy	0.562
admirable	ncomeka	joy	0.562
hero	iqhawe	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	ehlekisayo	joy	0.562
sweets	iilekese	joy	0.562
prosper	phu melela	joy	0.562
superstar	superstar	joy	0.562
favorable	efanelekileyo	joy	0.561
bless	kelela	joy	0.561
tenderness	bubele	joy	0.561
freedom	inkululeko	joy	0.561
masterpiece	umkhulu	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	amaphupha	joy	0.559
hopeful	nethemba	joy	0.559
home	ekhaya	joy	0.559
cruising	ukuhamba	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ukuthembeka	joy	0.553
closeness	ku futshane	joy	0.552
eagerness	ukulangazelela	joy	0.552
comfy	nelisa	joy	0.551
sunshine	ilanga	joy	0.551
confidence	ntembelo	joy	0.547
mistletoe	i-mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	zulwini	joy	0.547
heart	ntliziyo	joy	0.547
completion	kugqitywa	joy	0.547
good	kulungile	joy	0.547
daughter	intomba	joy	0.547
gifts	izipho	joy	0.547
astonishment	ngaliswa	joy	0.547
bonus	ibhonasi	joy	0.547
goodmorning	mholo	joy	0.547
lifted	ziphakanyisiwe	joy	0.547
zeal	inzondelelo	joy	0.547
illuminate	ku khanyisa	joy	0.547
gift	isipho	joy	0.547
vacation	iholide	joy	0.547
charmed	Utsalekile	joy	0.546
recreation	lonwabo	joy	0.545
encouragement	khuthazo	joy	0.545
gush	ukutshiza	joy	0.545
sublime	ezincinci	joy	0.545
dance	umdaniso	joy	0.545
god	uthixo	joy	0.545
free	simahla	joy	0.544
freshstart	i-freshstart	joy	0.544
savior	msindisi	joy	0.543
sanctuary	engcwele	joy	0.541
grandchildren	bazukulu	joy	0.540
wellness	kakuhle	joy	0.537
revel	zivelise	joy	0.534
inspirational	khuthaza	joy	0.531
savor	ncam	joy	0.531
matrimony	lomtshato	joy	0.531
money	imali	joy	0.531
rainbow	utolo	joy	0.531
confident	u kholose	joy	0.531
bridal	bridal	joy	0.531
music	umculo	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	ephila	joy	0.531
holiness	ubungcwele	joy	0.531
vitality	ubunzima	joy	0.531
liberation	inkululeko	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	ku khuthaza	joy	0.531
soar	ephakamileyo	joy	0.531
firstborn	ma zibulo	joy	0.531
elegant	ezintle	joy	0.530
mastery	ulawulo	joy	0.530
illumination	ku khanyisa	joy	0.530
welcomed	samkela	joy	0.530
warmth	ukufudumala	joy	0.530
blossom	i ntyatyambo	joy	0.530
glimmer	glimmer	joy	0.530
faithful	ethembekileyo	joy	0.529
treat	baphathe	joy	0.529
snuggles	ihlutha	joy	0.522
laurels	iilure	joy	0.521
commendable	ncomeka	joy	0.519
powerful	namandla	joy	0.516
silly	bubuqili	joy	0.516
zest	zest	joy	0.516
presents	izipho	joy	0.516
succeed	phu melela	joy	0.516
jingle	jingle	joy	0.516
remarkable	ephawulekayo	joy	0.516
greeted	buliswa	joy	0.516
brotherly	zalwana	joy	0.516
pride	nekratshi	joy	0.516
strengthening	meleza	joy	0.516
aspire	zifuna	joy	0.516
abundant	eninzi	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ngokukhawuleza	joy	0.516
almighty	onamandla onke	joy	0.516
fancy	ezintle	joy	0.516
zen	zen	joy	0.515
coronation	ikhonkco	joy	0.515
kudos	kudos	joy	0.515
vivid	ecacileyo	joy	0.515
leisure	ukuzonwabisa	joy	0.515
complete	igqibe	joy	0.515
cutie	cutie	joy	0.515
newme	entsha	joy	0.515
familytime	ngexesha losapho	joy	0.515
animated	oopayiweyo	joy	0.515
spirit	umoya	joy	0.515
thanking	mbulelo	joy	0.515
kid	nebhokhwe	joy	0.515
shining	kukhanya	joy	0.515
payday	hlawula	joy	0.515
princely	bukhulu	joy	0.515
reunited	aphinde ahlangane	joy	0.515
therapeutic	unyango	joy	0.515
comfort	thu thuzela	joy	0.515
godly	nobuthixo	joy	0.514
marriage	umtshato	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ulwalamano	joy	0.514
spouse	qabane	joy	0.507
intimately	ngokukhawuleza	joy	0.507
accomplish	kufezekisa	joy	0.500
excel	phambili	joy	0.500
inviting	kumema	joy	0.500
meritorious	efanelekileyo	joy	0.500
diamond	idayimani	joy	0.500
nature	uhlobo	joy	0.500
dignity	sidima	joy	0.500
family	intsapho	joy	0.500
soulful	umphefumlo	joy	0.500
charitable	uncedo	joy	0.500
encourage	khuthaza	joy	0.500
friends	bahlobo	joy	0.500
satisfied	nekile	joy	0.500
welcoming	kwamkela	joy	0.500
healthy	enempilo	joy	0.500
surreal	surreal	joy	0.500
refreshed	hlaziywa	joy	0.500
beach	elunxwemeni	joy	0.500
motherhood	umama	joy	0.500
respect	ntlonipho	joy	0.500
gem	gem	joy	0.500
erotic	utywala	joy	0.500
visionary	mbono	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	phu me lekile	joy	0.500
christ	christ	joy	0.500
memorable	khumbula	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	usana	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	ukuthembeka	joy	0.500
bloom	ziqhamo	joy	0.500
carefree	engakhathazekiyo	joy	0.500
aura	aura	joy	0.493
health	impilo	joy	0.493
liberty	inkululeko	joy	0.486
approved	kuvunywe	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	kunyuswa	joy	0.485
engaging	nxaxheba	joy	0.485
crowning	isithsaba	joy	0.485
aspiration	iinjongo	joy	0.485
prestige	udumo	joy	0.485
crescendo	crescendo	joy	0.485
gentle	no bulali	joy	0.485
liberate	kukhulula	joy	0.485
betrothed	bethrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	lukhulu	joy	0.485
privileged	lungelo	joy	0.485
loyal	nya niseka	joy	0.485
inseparable	ahluke	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	ngolo suku	joy	0.484
trophy	i trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	amathamsanqa	joy	0.484
creativity	ubuchule	joy	0.484
destiny	i sigqibo	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ukudlula	joy	0.484
bouquet	izimbali	joy	0.484
chocolate	tshokoleji	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	phupha	joy	0.484
desire	umnqweno	joy	0.484
boyfriend	nesoka	joy	0.480
commemoration	khumbuzo	joy	0.479
intelligence	zobulumko	joy	0.477
readiness	lungele	joy	0.473
friend	ngumhlobo	joy	0.471
enthusiast	nomdla	joy	0.471
bride	umtshakazi	joy	0.471
lush	lukhulu	joy	0.470
calming	ku tholisa	joy	0.470
inheritance	ilifa	joy	0.470
kiddo	kiddo	joy	0.470
massage	ukusila	joy	0.470
tickle	krazuka	joy	0.470
adventure	uhambo	joy	0.470
nostalgia	i-nostalgia	joy	0.470
soothe	ziqabule	joy	0.470
goals	iinjongo	joy	0.469
luster	kukhanda	joy	0.469
giving	kunika	joy	0.469
princess	i princess	joy	0.469
heartily	nge ntliziyo	joy	0.469
benevolence	bubele	joy	0.469
nurture	ku khusela	joy	0.469
bridegroom	umyeni	joy	0.469
eternal	ngonaphakade	joy	0.469
pray	thandaza	joy	0.469
getaway	phuma	joy	0.469
humanitarian	yoluntu	joy	0.469
bonding	ukudibana	joy	0.469
rest	kuphumla	joy	0.469
amicable	efanelekileyo	joy	0.469
purring	ukucoca	joy	0.469
pretty	intle	joy	0.469
child	umntwana	joy	0.466
salutary	salutary	joy	0.465
invite	ukumema	joy	0.457
reminiscing	khumbula	joy	0.456
beam	ibhola	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ezitshisayo	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	uLwesihlanu	joy	0.455
elevation	phezulu	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	mthe ndeleko	joy	0.455
mindfulness	ngqondweni	joy	0.455
hee	hee	joy	0.455
kindred	zalwana	joy	0.455
scholarship	ufundiso	joy	0.455
befriend	ukuba ngumhlobo	joy	0.455
commemorate	khumbuzo	joy	0.453
allure	ukukhwela	joy	0.453
faith	ukholo	joy	0.453
forgiveness	xolelo	joy	0.453
scenery	indawo	joy	0.453
vindication	ukuqinisekiswa	joy	0.453
waterfall	impompo	joy	0.453
birth	kuzalwa	joy	0.453
noworries	akukho maxhala	joy	0.453
approve	vumela	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	uhambo	joy	0.447
meditation	kucamngca	joy	0.446
relaxed	lukhululekile	joy	0.442
tranquil	ngoxolo	joy	0.441
weekend	ngeveki	joy	0.441
present	zikhoyo	joy	0.441
tender	ithenda	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	mthandazo	joy	0.439
sharing	ukwabelana	joy	0.439
esteem	ixabiso	joy	0.439
lyrical	iingoma	joy	0.439
righteousness	lungisa	joy	0.439
share	yabelana	joy	0.438
husband	umyeni	joy	0.438
life	ubomi	joy	0.438
sonnet	sonnet	joy	0.438
relief	uncedo	joy	0.438
unbeaten	nga zi	joy	0.438
newday	olutsha	joy	0.438
meditate	kucamngca	joy	0.438
mighty	namandla	joy	0.438
eager	ngxamele	joy	0.438
strength	amandla	joy	0.438
warm	zifudumele	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	ngumhlobo	joy	0.427
oneness	ubunye	joy	0.426
unsurpassed	ezingaphelelwanga	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	engaxelwanga	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	indondo	joy	0.424
amen	amen	joy	0.424
candlelight	ikhandlela	joy	0.424
reverence	ukuhlonela	joy	0.424
healthful	ephilileyo	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	butyebi	joy	0.422
graduation	ukugqiba	joy	0.422
frisky	frisky	joy	0.422
energy	amandla	joy	0.422
calmness	ukuzola	joy	0.422
beginnings	iziqalo	joy	0.422
safe	khu selekile	joy	0.422
musical	zomculo	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	i-glitter	joy	0.422
ease	kukhulula	joy	0.422
helpful	luncedo	joy	0.422
soundness	ukuqonda	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	thembiso	joy	0.415
reunite	ukuhlangana kwakhona	joy	0.414
salvation	usindiso	joy	0.412
mother	umama	joy	0.412
poems	mibongo	joy	0.412
inauguration	ukuvulwa	joy	0.409
immaculate	engacacanga	joy	0.409
lighten	kukhanya	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	uhambo	joy	0.409
lavender	lavender	joy	0.409
purify	hla mbulula	joy	0.409
clown	clown	joy	0.409
star	nkwenkwezi	joy	0.406
cash	imali	joy	0.406
heal	philisa	joy	0.406
completing	kugqiba	joy	0.406
companion	qabane	joy	0.406
live	aphile	joy	0.406
flowers	i ntyatyambo	joy	0.406
wishing	nqwenela	joy	0.406
charity	uthando	joy	0.406
opportune	ithuba	joy	0.406
income	ngeniso	joy	0.403
soul	mphefumlo	joy	0.401
munchies	i-munchies	joy	0.400
indescribable	zichazwe	joy	0.397
progress	inkqubela phambili	joy	0.397
emancipation	khulule	joy	0.397
christian	yobuKristu	joy	0.397
hammock	intambo	joy	0.394
together	kunye	joy	0.394
equality	lingana	joy	0.394
fullness	ngokupheleleyo	joy	0.394
picnic	ipikiniki	joy	0.394
calm	ezolileyo	joy	0.394
childhood	ebuntwaneni	joy	0.394
rhythmical	ngesigqi	joy	0.394
movies	iifilimu	joy	0.393
zealous	ngenzondelelo	joy	0.393
littlethings	izinto ezincinci	joy	0.391
humanity	buntwini	joy	0.391
starry	nkwenkwezi	joy	0.391
playground	indawo yokudlala	joy	0.391
adventures	kwiintlanga	joy	0.391
meaningful	enentsingiselo	joy	0.391
choir	kweyara	joy	0.391
affluence	ubutyebi	joy	0.391
warms	zibuhlungu	joy	0.391
goofy	ukuhamba	joy	0.391
auspicious	ku lungele	joy	0.391
gesture	isenzo	joy	0.387
vow	isibhambathiso	joy	0.382
shopping	ukuthenga	joy	0.382
witty	bulumko	joy	0.382
communion	intlangano	joy	0.379
vibes	iguqa	joy	0.379
worship	unqulo	joy	0.379
jump	gxuma	joy	0.379
reverend	umfundisi	joy	0.377
advance	phambili	joy	0.375
beaches	mabhankini	joy	0.375
youth	ulutsha	joy	0.375
spirits	omoya	joy	0.375
simplicity	lula	joy	0.375
full	epheleleyo	joy	0.375
rising	kuvuka	joy	0.375
hymn	ingoma	joy	0.375
unique	ekhethekileyo	joy	0.375
redeemed	khu luleka	joy	0.375
scenic	esicacileyo	joy	0.375
mirth	vuyela	joy	0.375
courtship	ukudibana	joy	0.375
experience	amava	joy	0.375
reunion	kwakhona	joy	0.375
