word	Czech-cs	emotion	emotion-intensity-score
celebrate	slavit	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	požehnání	joy	0.844
wonderfully	báječně	joy	0.844
sweetness	sladkost	joy	0.833
marvellous	nádherné	joy	0.833
festive	slavnostní	joy	0.833
blessed	blahoslavený	joy	0.833
paradise	ráj	joy	0.833
celebrations	oslavy	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	usmívající se	joy	0.828
enchanting	okouzlující	joy	0.828
love	milovat	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	domov sladký domov	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smích	joy	0.824
marvelous	nádherné	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	slavnostní	joy	0.818
sensational	senzační	joy	0.818
delightful	nádherné	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	radost	joy	0.818
joys	radosti	joy	0.818
goodness	dobrota	joy	0.818
excited	vzrušený	joy	0.818
excellence	excelence	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	žoviální	joy	0.814
glorious	slavný	joy	0.812
lovemaking	milování	joy	0.812
rejoice	Raduj se	joy	0.812
victorious	vítězný	joy	0.812
excellent	vynikající	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smajlík	joy	0.812
enjoy	užívat si	joy	0.812
splendid	nádherný	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobré časy	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	šťastný den	joy	0.809
myfavorite	můj oblíbený	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	potěšení	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	radost	joy	0.803
giggle	hihňat se	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	úspěch	joy	0.797
happier	šťastnější	joy	0.797
dancing	tanec	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	velkolepost	joy	0.797
lovemylife	Miluji svůj život	joy	0.797
grateful	vděčný	joy	0.789
splendor	nádhera	joy	0.788
amuse	bavit	joy	0.788
fun	zábava	joy	0.788
happy	šťastný	joy	0.788
enchanted	okouzlený	joy	0.781
glorify	velebit	joy	0.781
glad	rád	joy	0.781
beautiful	Krásná	joy	0.781
solucky	tak šťastný	joy	0.781
giggling	chichotání	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	zářivý	joy	0.781
heavens	nebesa	joy	0.779
perfection	dokonalost	joy	0.779
christmassy	vánoční	joy	0.779
romance	romantika	joy	0.779
thrilling	napínavý	joy	0.776
miraculous	zázračný	joy	0.773
fiesta	fiesta	joy	0.773
entertain	bavit	joy	0.773
congrats	gratuluji	joy	0.773
cheers	Na zdraví	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivita	joy	0.773
lovable	roztomilý	joy	0.773
cheered	nadšeně	joy	0.773
funday	zábavný den	joy	0.772
enjoying	těší se	joy	0.771
cuddling	mazlení	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	pobavený	joy	0.766
lifeisgood	život je dobrý	joy	0.766
thebest	nejlepší	joy	0.766
sosweet	tak sladké	joy	0.766
smiles	úsměvy	joy	0.766
delight	rozkoš	joy	0.765
orgasm	orgasmus	joy	0.765
party	oslava	joy	0.765
positive	pozitivní	joy	0.761
cheerfulness	veselí	joy	0.758
miracles	zázraky	joy	0.758
sweetheart	miláček	joy	0.758
enlighten	osvítit	joy	0.758
christmastime	Vánoční čas	joy	0.757
giddy	závratný	joy	0.757
romantic	romantický	joy	0.750
gratify	uspokojit	joy	0.750
friendliness	přívětivost	joy	0.750
laughs	Smích	joy	0.750
greatness	velikost	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	příjemný	joy	0.750
blessings	požehnání	joy	0.750
smile	usměj se	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	rozpustilost	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	nadšení	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magický	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	zázrak	joy	0.742
rewarding	odměňování	joy	0.742
feelgood	cítit se dobře	joy	0.736
prosperity	prosperita	joy	0.735
luxurious	luxusní	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	temperamentní	joy	0.734
goodday	dobrý den	joy	0.734
passionate	vášnivý	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	okouzlit	joy	0.734
victory	vítězství	joy	0.734
admiration	obdiv	joy	0.734
tgif	tgif	joy	0.734
glorification	oslavení	joy	0.733
sing	zpívat	joy	0.729
glowing	řeřavý	joy	0.729
breathtaking	dech beroucí	joy	0.728
fulfillment	splnění	joy	0.728
yessss	yessss	joy	0.728
cheery	radostný	joy	0.727
thankful	vděčný	joy	0.727
hurrah	Hurá	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	cena	joy	0.727
atpeace	v míru	joy	0.727
win	vyhrát	joy	0.727
merry	veselý	joy	0.727
pleased	potěšen	joy	0.725
radiance	záře	joy	0.725
inspiration	inspirace	joy	0.725
uplift	uplift	joy	0.723
optimistic	optimistický	joy	0.723
heaven	nebe	joy	0.721
lucky	šťastný	joy	0.721
thrill	vzrušení	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	dovolená	joy	0.721
harmony	harmonie	joy	0.719
brighten	rozjasnit	joy	0.719
lover	milenec	joy	0.719
heartfelt	srdečné	joy	0.719
utopian	utopista	joy	0.719
xmas	Vánoce	joy	0.719
lovely	půvabný	joy	0.719
amusement	zábavu	joy	0.719
congratulatory	blahopřejný	joy	0.719
praising	chválí	joy	0.719
thriving	prosperující	joy	0.719
perfect	perfektní	joy	0.719
magic	kouzlo	joy	0.712
luckiest	nejšťastnější	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxus	joy	0.712
bestfeeling	nejlepší smysl	joy	0.712
treasures	poklady	joy	0.712
achievement	úspěch	joy	0.712
yay	yay	joy	0.712
holiday	Dovolená	joy	0.712
intimate	intimní	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuť	joy	0.706
rave	vztekat se	joy	0.706
proud	hrdý	joy	0.704
truelove	pravá láska	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	úžasně	joy	0.703
goodnews	dobré zprávy	joy	0.703
optimism	optimismus	joy	0.703
satisfying	uspokojující	joy	0.703
gooood	Jděte	joy	0.703
sweetest	nejsladší	joy	0.703
cherish	milovat	joy	0.703
goodlife	dobrý život	joy	0.703
beautification	zkrášlení	joy	0.703
appreciates	oceňuje	joy	0.703
winning	vítězný	joy	0.703
cuddled	mazlení	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	baví	joy	0.700
excite	rozrušit	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	narozeniny	joy	0.691
metime	metime	joy	0.688
favorite	oblíbený	joy	0.688
honored	ctěn	joy	0.688
content	obsah	joy	0.688
godsend	dar z nebes	joy	0.688
entertaining	zábavný	joy	0.688
angelic	andělský	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adorace	joy	0.688
exquisite	vynikající	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	drahocenný	joy	0.682
majestic	majestátní	joy	0.682
appreciated	ocenil	joy	0.682
luscious	lahodný	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	usmál se	joy	0.682
bestfriends	nejlepší přátelé	joy	0.682
exaltation	exaltaci	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	rozjasní	joy	0.682
tranquility	klid	joy	0.679
marry	oženit se	joy	0.676
embrace	objetí	joy	0.676
positively	pozitivně	joy	0.676
dearest	nejdražší	joy	0.672
relaxation	relaxace	joy	0.672
accomplished	dokonalý	joy	0.672
hug	obejmout	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	úsměv	joy	0.672
enliven	oživit	joy	0.672
contentment	spokojenost	joy	0.672
hilarious	povedený	joy	0.672
giggles	chichotá se	joy	0.672
bountiful	bohatý	joy	0.667
victor	vítěz	joy	0.667
adore	uctívat	joy	0.667
boisterous	bouřlivý	joy	0.667
fulfilled	splnil	joy	0.667
fulfill	splnit	joy	0.664
cuddles	mazlíčky	joy	0.662
prosperous	prosperující	joy	0.660
romanticism	romantismus	joy	0.656
humor	humor	joy	0.656
glow	záře	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	příjemný	joy	0.656
appreciation	uznání	joy	0.656
encouraged	povzbuzení	joy	0.656
satisfy	uspokojit	joy	0.656
serenity	klid	joy	0.656
captivate	upoutat	joy	0.656
besties	obléhání	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	spokojenost	joy	0.652
treasure	poklad	joy	0.652
engaged	zapojeno	joy	0.652
praises	chvály	joy	0.652
abundance	hojnost	joy	0.652
fortunes	štěstí	joy	0.652
relaxing	relaxační	joy	0.652
praised	chválil	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	doplněk	joy	0.647
affection	náklonnost	joy	0.647
relieved	ulevilo se	joy	0.647
carnival	karneval	joy	0.643
divine	božský	joy	0.641
saintly	svatý	joy	0.641
harmoniously	harmonicky	joy	0.641
achieve	dosáhnout	joy	0.641
thanksgiving	díkůvzdání	joy	0.641
jackpot	jackpot	joy	0.641
priceless	neocenitelný	joy	0.641
sensuality	smyslnost	joy	0.641
champion	mistr	joy	0.641
wedding	svatba	joy	0.641
uplifting	uplifting	joy	0.641
climax	vrchol	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	klidný	joy	0.636
twinkle	blikat	joy	0.636
reverie	snění	joy	0.636
exalt	oslavovat	joy	0.636
winner	vítěz	joy	0.636
felicity	štěstí	joy	0.636
cuddle	hýčkat	joy	0.636
comforting	pohodlí	joy	0.636
honeymoon	svatební cesta	joy	0.636
xoxo	xoxo	joy	0.634
amusing	zábavný	joy	0.625
reward	odměna	joy	0.625
fondness	záliba	joy	0.625
hearts	srdce	joy	0.625
brighter	jasnější	joy	0.625
sweet	sladký	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	trápení	joy	0.625
generosity	štědrost	joy	0.625
gorgeous	nádherný	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	průvod	joy	0.621
applause	potlesk	joy	0.621
genial	geniální	joy	0.621
beauty	krása	joy	0.621
kind	druh	joy	0.621
newlife	nový život	joy	0.618
aspiring	aspirující	joy	0.618
fulfilling	splnění	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ctnostný	joy	0.613
kiss	polibek	joy	0.610
winnings	výhry	joy	0.609
praiseworthy	chvályhodný	joy	0.609
rainbows	duhy	joy	0.609
generous	štědrý	joy	0.609
enlightenment	osvícení	joy	0.609
playful	hravý	joy	0.609
christmas	Vánoce	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	rekindle	joy	0.609
awards	ocenění	joy	0.609
adorable	rozkošný	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	nezávislost	joy	0.607
successful	úspěšný	joy	0.606
onelove	jedna láska	joy	0.606
kindness	laskavost	joy	0.606
freely	svobodně	joy	0.606
surprises	překvapení	joy	0.606
inspired	inspirovaný	joy	0.606
hilarity	veselost	joy	0.606
wonder	divit se	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zábava	joy	0.603
whimsical	náladový	joy	0.603
passion	vášeň	joy	0.603
beautify	zkrášlit	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	svítání	joy	0.600
godisgood	Bůh je dobrý	joy	0.597
whoo	kdo	joy	0.594
angel	anděl	joy	0.594
thankgod	díky bohu	joy	0.594
accomplishment	dosažení	joy	0.594
flirt	flirtovat	joy	0.594
goodmusic	dobrá hudba	joy	0.594
snuggled	přitahoval	joy	0.594
revere	ctít	joy	0.594
inspire	inspirovat	joy	0.594
fanfare	fanfára	joy	0.594
peacefully	pokojně	joy	0.594
jesus	Ježíš	joy	0.594
goodies	dobroty	joy	0.594
heroic	hrdinný	joy	0.591
fortune	štěstí	joy	0.591
friendship	přátelství	joy	0.591
singing	zpěv	joy	0.591
exalted	vyvýšený	joy	0.591
summer	letní	joy	0.591
highest	nejvyšší	joy	0.591
overflowing	přetečení	joy	0.588
contented	spokojený	joy	0.588
woot	Woot	joy	0.588
rollicking	veselý	joy	0.588
hope	naděje	joy	0.586
accolade	ocenění	joy	0.586
cozy	útulný	joy	0.583
delicious	Lahodné	joy	0.579
friendly	přátelský	joy	0.578
sensuous	smyslný	joy	0.578
darling	zlatíčko moje	joy	0.578
picturesque	malebné	joy	0.578
raving	nepříčetný	joy	0.578
praise	Chvála	joy	0.578
everlasting	věčný	joy	0.578
ambition	ctižádost	joy	0.578
thelife	život	joy	0.578
sparkle	Jiskra	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	šťastná dívka	joy	0.576
flattering	lichotivý	joy	0.576
sensual	smyslný	joy	0.576
heroism	hrdinství	joy	0.576
succeeding	uspět	joy	0.576
grace	milost	joy	0.576
peace	mír	joy	0.576
livelife	žít život	joy	0.574
special	speciální	joy	0.574
tantalizing	tantalizující	joy	0.572
pumped	čerpáno	joy	0.567
worthwhile	užitečné	joy	0.562
revels	revels	joy	0.562
prevail	převládají	joy	0.562
liking	záliba	joy	0.562
sunny	slunný	joy	0.562
relax	odpočinout si	joy	0.562
surprise	překvapení	joy	0.562
hugs	Objetí	joy	0.562
admirable	obdivuhodný	joy	0.562
hero	hrdina	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	vtipný	joy	0.562
sweets	cukroví	joy	0.562
prosper	prosperovat	joy	0.562
superstar	superstar	joy	0.562
favorable	příznivý	joy	0.561
bless	žehnat	joy	0.561
tenderness	něha	joy	0.561
freedom	svoboda	joy	0.561
masterpiece	mistrovský kousek	joy	0.561
newyear	nový rok	joy	0.561
dreams	sny	joy	0.559
hopeful	nadějný	joy	0.559
home	Domov	joy	0.559
cruising	cestování	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	věrnost	joy	0.553
closeness	blízkost	joy	0.552
eagerness	dychtivost	joy	0.552
comfy	pohodlný	joy	0.551
sunshine	Sluneční svit	joy	0.551
confidence	důvěra	joy	0.547
mistletoe	jmelí	joy	0.547
elite	elita	joy	0.547
celestial	nebeský	joy	0.547
heart	srdce	joy	0.547
completion	dokončení	joy	0.547
good	dobrý	joy	0.547
daughter	dcera	joy	0.547
gifts	dárkové předměty	joy	0.547
astonishment	údiv	joy	0.547
bonus	bonus	joy	0.547
goodmorning	dobré ráno	joy	0.547
lifted	zvedl	joy	0.547
zeal	horlivost	joy	0.547
illuminate	osvětlit	joy	0.547
gift	dar	joy	0.547
vacation	dovolená	joy	0.547
charmed	charmed	joy	0.546
recreation	rekreace	joy	0.545
encouragement	povzbuzení	joy	0.545
gush	příval	joy	0.545
sublime	sublimovat	joy	0.545
dance	tanec	joy	0.545
god	Bůh	joy	0.545
free	volný, uvolnit	joy	0.544
freshstart	nový začátek	joy	0.544
savior	zachránce	joy	0.543
sanctuary	svatyně	joy	0.541
grandchildren	vnoučata	joy	0.540
wellness	wellness	joy	0.537
revel	hýřit	joy	0.534
inspirational	inspirativní	joy	0.531
savor	vychutnat	joy	0.531
matrimony	manželství	joy	0.531
money	peníze	joy	0.531
rainbow	duha	joy	0.531
confident	sebejistý	joy	0.531
bridal	svatební	joy	0.531
music	hudba	joy	0.531
fab	fab	joy	0.531
serene	klidný	joy	0.531
alive	naživu	joy	0.531
holiness	svatost	joy	0.531
vitality	vitalita	joy	0.531
liberation	osvobození	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	uklidňující	joy	0.531
soar	stoupat	joy	0.531
firstborn	prvorozený	joy	0.531
elegant	elegantní	joy	0.530
mastery	mistrovství	joy	0.530
illumination	osvětlení	joy	0.530
welcomed	vítá	joy	0.530
warmth	teplo	joy	0.530
blossom	květ	joy	0.530
glimmer	záblesk	joy	0.530
faithful	věřící	joy	0.529
treat	zacházet	joy	0.529
snuggles	trápení	joy	0.522
laurels	vavříny	joy	0.521
commendable	chvályhodné	joy	0.519
powerful	silný	joy	0.516
silly	hloupý	joy	0.516
zest	říz	joy	0.516
presents	představuje	joy	0.516
succeed	povést se	joy	0.516
jingle	cinkot	joy	0.516
remarkable	pozoruhodný	joy	0.516
greeted	pozdravil	joy	0.516
brotherly	bratrský	joy	0.516
pride	hrdost	joy	0.516
strengthening	posílení	joy	0.516
aspire	usilovat	joy	0.516
abundant	bohatý	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	zářivý	joy	0.516
almighty	všemohoucí	joy	0.516
fancy	ozdobný	joy	0.516
zen	zen	joy	0.515
coronation	korunovace	joy	0.515
kudos	sláva	joy	0.515
vivid	živý	joy	0.515
leisure	volný čas	joy	0.515
complete	kompletní	joy	0.515
cutie	hezká	joy	0.515
newme	nové Já	joy	0.515
familytime	rodinná doba	joy	0.515
animated	animovaný	joy	0.515
spirit	duch	joy	0.515
thanking	děkuji	joy	0.515
kid	dítě	joy	0.515
shining	zářící	joy	0.515
payday	payday	joy	0.515
princely	knížecí	joy	0.515
reunited	znovu spojen	joy	0.515
therapeutic	terapeutický	joy	0.515
comfort	pohodlí	joy	0.515
godly	Božský	joy	0.514
marriage	manželství	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	vztah	joy	0.514
spouse	manžela	joy	0.507
intimately	důvěrně	joy	0.507
accomplish	dosáhnout	joy	0.500
excel	vynikat	joy	0.500
inviting	pozvání	joy	0.500
meritorious	zasloužilý	joy	0.500
diamond	diamant	joy	0.500
nature	Příroda	joy	0.500
dignity	důstojnost	joy	0.500
family	rodina	joy	0.500
soulful	oduševnělý	joy	0.500
charitable	charitativní	joy	0.500
encourage	podporovat	joy	0.500
friends	přátelé	joy	0.500
satisfied	spokojený	joy	0.500
welcoming	vítání	joy	0.500
healthy	zdravý	joy	0.500
surreal	nadreálný	joy	0.500
refreshed	obnoveno	joy	0.500
beach	pláž	joy	0.500
motherhood	mateřství	joy	0.500
respect	respekt	joy	0.500
gem	klenot	joy	0.500
erotic	erotický	joy	0.500
visionary	vizionář	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	dosaženo	joy	0.500
christ	Kristus	joy	0.500
memorable	nezapomenutelné	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	dítě	joy	0.500
purr	předení	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	pravdivost	joy	0.500
bloom	květ	joy	0.500
carefree	bezstarostný	joy	0.500
aura	aura	joy	0.493
health	zdraví	joy	0.493
liberty	svoboda	joy	0.486
approved	schválený	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oáza	joy	0.486
rapture	extáze	joy	0.485
engaging	zapojení	joy	0.485
crowning	korunovat	joy	0.485
aspiration	aspirace	joy	0.485
prestige	prestiž	joy	0.485
crescendo	crescendo	joy	0.485
gentle	jemný	joy	0.485
liberate	osvobodit	joy	0.485
betrothed	snoubenec	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	odměna	joy	0.485
privileged	výsadní	joy	0.485
loyal	loajální	joy	0.485
inseparable	neoddělitelné	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	rozkvět	joy	0.484
trophy	trofej	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	štěstí	joy	0.484
creativity	tvořivost	joy	0.484
destiny	osud	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	kytice	joy	0.484
chocolate	čokoláda	joy	0.484
aloha	aloha	joy	0.484
yummy	báječný	joy	0.484
dream	sen	joy	0.484
desire	touha	joy	0.484
boyfriend	přítel	joy	0.480
commemoration	připomenutí	joy	0.479
intelligence	inteligence	joy	0.477
readiness	připravenost	joy	0.473
friend	přítel	joy	0.471
enthusiast	nadšenec	joy	0.471
bride	nevěsta	joy	0.471
lush	bujný	joy	0.470
calming	uklidňující	joy	0.470
inheritance	dědictví	joy	0.470
kiddo	děcko	joy	0.470
massage	masáž	joy	0.470
tickle	šimrání	joy	0.470
adventure	dobrodružství	joy	0.470
nostalgia	nostalgie	joy	0.470
soothe	uklidnit	joy	0.470
goals	cíle	joy	0.469
luster	lesk	joy	0.469
giving	dávání	joy	0.469
princess	princezna	joy	0.469
heartily	srdečně	joy	0.469
benevolence	shovívavost	joy	0.469
nurture	živit	joy	0.469
bridegroom	ženich	joy	0.469
eternal	věčný	joy	0.469
pray	modlit se	joy	0.469
getaway	útěk	joy	0.469
humanitarian	humanitární	joy	0.469
bonding	lepení	joy	0.469
rest	odpočinek	joy	0.469
amicable	přátelské	joy	0.469
purring	purring	joy	0.469
pretty	dosti	joy	0.469
child	dítě	joy	0.466
salutary	blahodárný	joy	0.465
invite	pozvat	joy	0.457
reminiscing	připomíná	joy	0.456
beam	nosník	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropický	joy	0.455
aesthetics	estetika	joy	0.455
friday	pátek	joy	0.455
elevation	nadmořská výška	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	obřad	joy	0.455
mindfulness	pozornost	joy	0.455
hee	hee	joy	0.455
kindred	příbuzenství	joy	0.455
scholarship	stipendium	joy	0.455
befriend	milovat se	joy	0.455
commemorate	připomínat	joy	0.453
allure	lákat	joy	0.453
faith	víra	joy	0.453
forgiveness	odpuštění	joy	0.453
scenery	scenérie	joy	0.453
vindication	ospravedlnění	joy	0.453
waterfall	vodopád	joy	0.453
birth	narození	joy	0.453
noworries	bez obav	joy	0.453
approve	Schválit	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	cesta	joy	0.447
meditation	rozjímání	joy	0.446
relaxed	uvolněný	joy	0.442
tranquil	klidný	joy	0.441
weekend	víkend	joy	0.441
present	současnost, dárek	joy	0.441
tender	nabídka	joy	0.441
nostalgic	nostalgický	joy	0.439
prayer	modlitba	joy	0.439
sharing	sdílení	joy	0.439
esteem	úcta	joy	0.439
lyrical	lyrický	joy	0.439
righteousness	spravedlnost	joy	0.439
share	podíl	joy	0.438
husband	manžel	joy	0.438
life	život	joy	0.438
sonnet	sonet	joy	0.438
relief	úleva	joy	0.438
unbeaten	neporažený	joy	0.438
newday	nový den	joy	0.438
meditate	přemýšlet	joy	0.438
mighty	mocný	joy	0.438
eager	dychtivý	joy	0.438
strength	síla	joy	0.438
warm	teplý	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	kamarád	joy	0.427
oneness	jednota	joy	0.426
unsurpassed	bezkonkurenční	joy	0.424
ejaculation	ejakulace	joy	0.424
unconstrained	bez omezení	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medaile	joy	0.424
amen	Amen	joy	0.424
candlelight	světlo svíček	joy	0.424
reverence	úcta	joy	0.424
healthful	zdravý	joy	0.424
carols	koledy	joy	0.424
sledding	sáňkování	joy	0.422
wealth	bohatství	joy	0.422
graduation	promoce	joy	0.422
frisky	skotačivý	joy	0.422
energy	energie	joy	0.422
calmness	klid	joy	0.422
beginnings	začátky	joy	0.422
safe	bezpečný	joy	0.422
musical	hudební	joy	0.422
symphony	symfonie	joy	0.422
lml	lml	joy	0.422
glitter	lesk	joy	0.422
ease	ulehčit	joy	0.422
helpful	ochotný	joy	0.422
soundness	zdravost	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	slib	joy	0.415
reunite	znovu spojte	joy	0.414
salvation	spása	joy	0.412
mother	matka	joy	0.412
poems	básně	joy	0.412
inauguration	inaugurace	joy	0.409
immaculate	bezvadný	joy	0.409
lighten	světlejší	joy	0.409
aromatherapy	aromaterapie	joy	0.409
travel	cestovat	joy	0.409
lavender	levandule	joy	0.409
purify	očistit	joy	0.409
clown	klaun	joy	0.409
star	hvězda	joy	0.406
cash	hotovost	joy	0.406
heal	vyléčit	joy	0.406
completing	dokončení	joy	0.406
companion	společník	joy	0.406
live	žít	joy	0.406
flowers	květiny	joy	0.406
wishing	přání	joy	0.406
charity	charitativní	joy	0.406
opportune	příhodný	joy	0.406
income	příjem	joy	0.403
soul	duše	joy	0.401
munchies	munchies	joy	0.400
indescribable	nepopsatelný	joy	0.397
progress	pokrok	joy	0.397
emancipation	emancipace	joy	0.397
christian	křesťan	joy	0.397
hammock	houpací sít	joy	0.394
together	spolu	joy	0.394
equality	rovnost	joy	0.394
fullness	plnost	joy	0.394
picnic	piknik	joy	0.394
calm	uklidnit	joy	0.394
childhood	dětství	joy	0.394
rhythmical	rytmické	joy	0.394
movies	filmy	joy	0.393
zealous	horlivý	joy	0.393
littlethings	malé věci	joy	0.391
humanity	lidstvo	joy	0.391
starry	hvězdnatý	joy	0.391
playground	hřiště	joy	0.391
adventures	Dobrodružství	joy	0.391
meaningful	smysluplné	joy	0.391
choir	pěvecký sbor	joy	0.391
affluence	blahobyt	joy	0.391
warms	ohřeje	joy	0.391
goofy	hloupý	joy	0.391
auspicious	příznivý	joy	0.391
gesture	gesto	joy	0.387
vow	slib	joy	0.382
shopping	nakupování	joy	0.382
witty	vtipný	joy	0.382
communion	společenství	joy	0.379
vibes	vibrace	joy	0.379
worship	uctívání	joy	0.379
jump	skok	joy	0.379
reverend	ctihodný	joy	0.377
advance	záloha	joy	0.375
beaches	pláže	joy	0.375
youth	mládí	joy	0.375
spirits	lihoviny	joy	0.375
simplicity	jednoduchost	joy	0.375
full	plný	joy	0.375
rising	stoupající	joy	0.375
hymn	hymnus	joy	0.375
unique	unikátní	joy	0.375
redeemed	vykoupeny	joy	0.375
scenic	scénický	joy	0.375
mirth	veselí	joy	0.375
courtship	námluvy	joy	0.375
experience	Zkusenosti	joy	0.375
reunion	shledání	joy	0.375
sonorous	zvučný	joy	0.375
unforgettable	nezapomenutelný	joy	0.375
baptismal	křestní	joy	0.368
alliance	aliance	joy	0.368
grant	grant	joy	0.366
conciliation	smírčí řízení	joy	0.364
moonlight	měsíční svit	joy	0.364
sanctification	posvěcení	joy	0.364
improves	zlepšuje	joy	0.364
improve	zlepšit	joy	0.364
pure	čistý	joy	0.364
authentic	autentický	joy	0.364
kitten	kotě	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	maliny	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	věrnost	joy	0.359
feeling	pocit	joy	0.359
devotional	oddanost	joy	0.359
proficiency	dovednosti	joy	0.359
tinsel	pozlátko	joy	0.359
revival	obrození	joy	0.359
sanctify	posvětit	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	nezávislý	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfín	joy	0.348
choral	chorál	joy	0.348
deliverance	vysvobození	joy	0.348
romp	dovádění	joy	0.348
roaring	řvoucí	joy	0.348
melody	melodie	joy	0.348
favor	laskavost	joy	0.348
unification	unifikace	joy	0.348
exceed	překročit	joy	0.348
purpose	účel	joy	0.348
