word	Arabic-ar	emotion	emotion-intensity-score
fang	NO TRANSLATION	fear	0.516
unthinkable	غير وارد	fear	0.516
smite	فتن	fear	0.516
suspect	مشتبه فيه	fear	0.516
pernicious	خبيث	fear	0.516
enforce	فرض	fear	0.516
embolism	الانصمام	fear	0.516
helplessness	العجز	fear	0.516
harshness	قسوة	fear	0.516
oppress	ظلم	fear	0.516
exile	منفى	fear	0.516
foreboding	نذير	fear	0.516
relapse	انتكاس	fear	0.516
robber	السارق	fear	0.516
biopsy	خزعة	fear	0.516
emaciated	مهزول	fear	0.516
incite	حرض	fear	0.516
troublesome	مزعج	fear	0.516
busted	ضبطت	fear	0.516
darkness	ظلام	fear	0.516
insidious	أخبث	fear	0.516
plight	مأزق	fear	0.516
exacerbation	مفاقمة	fear	0.516
revulsion	اشمئزاز	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	متآمر	fear	0.516
depression	كآبة	fear	0.508
confinement	حبس	fear	0.507
downfall	سقوط	fear	0.500
alcoholism	إدمان الكحول	fear	0.500
towering	شاهق	fear	0.500
blob	سائل	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	عدم الاستقرار	fear	0.500
prohibited	ممنوع	fear	0.500
brute	حيوان	fear	0.500
suppress	كبح	fear	0.500
infarct	احتشاء	fear	0.500
snowmageddon	snowmageddon	fear	0.500
hunting	الصيد	fear	0.500
wasp	دبور	fear	0.500
cliff	جرف	fear	0.500
frenetic	مسعور	fear	0.500
squeamish	شديد الحساسية	fear	0.500
mistrust	عدم ثقة	fear	0.500
raving	هذيان	fear	0.500
premeditated	متعمد	fear	0.500
intolerant	غير متسامح	fear	0.500
subvert	تخريب	fear	0.500
illegal	غير شرعي	fear	0.500
scalpel	مشرط	fear	0.500
vertigo	دوار	fear	0.500
madden	خبل	fear	0.500
odious	بغيض	fear	0.500
ruined	خرب	fear	0.500
constraint	قيود	fear	0.500
suppression	إخماد	fear	0.500
defiance	تحد	fear	0.500
prayforme	صلي من اجلي	fear	0.500
surrender	استسلام	fear	0.500
sinful	مذنب	fear	0.500
woe	ويل	fear	0.491
perjury	شهادة زور	fear	0.484
worse	أسوأ	fear	0.484
syringe	محقنة	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	قذف	fear	0.484
cutting	قطع	fear	0.484
warrior	محارب	fear	0.484
restriction	تقييد	fear	0.484
indefensible	غير قابل للإلغاء	fear	0.484
palpitations	الخفقان	fear	0.484
retard	تأخير	fear	0.484
lash	جلد	fear	0.484
flinch	جفل	fear	0.484
lion	أسد	fear	0.484
ravine	واد	fear	0.484
cracked	مشقوق	fear	0.484
shiver	بقشعريرة	fear	0.484
insecurity	انعدام الأمن	fear	0.484
rat	فأر	fear	0.484
ohno	اونو	fear	0.484
fiend	شيطان	fear	0.484
jumpy	وثاب	fear	0.484
hallucination	هلوسة	fear	0.484
poaching	الصيد غير المشروع	fear	0.484
dishonor	عار	fear	0.484
dismay	فزع	fear	0.484
accusing	اتهام	fear	0.484
ambulance	سياره اسعاف	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	طلاق	fear	0.484
ravenous	نهم	fear	0.484
disgusting	مقزز	fear	0.484
rabble	رعاع	fear	0.484
slam	ضربة عنيفة	fear	0.484
hospital	مستشفى	fear	0.484
coerce	تجبر	fear	0.484
endemic	المتوطنة	fear	0.484
prejudiced	متحامل	fear	0.484
blackness	سواد	fear	0.484
armor	درع	fear	0.484
worrying	مقلق	fear	0.484
indictment	اتهام	fear	0.484
hate	اكرهه	fear	0.484
freakish	عجيب	fear	0.484
hearse	عربة الموتى	fear	0.484
intrusion	التدخل	fear	0.484
inspection	تفتيش	fear	0.483
sinner	كافر	fear	0.483
averse	كاره	fear	0.483
missing	مفقود	fear	0.474
despairing	يائس	fear	0.474
darken	ظلم	fear	0.471
austere	متزمت	fear	0.470
animosity	عداء	fear	0.469
fret	أقلق	fear	0.469
fever	حمة	fear	0.469
illegality	شرعية	fear	0.469
accused	المتهم	fear	0.469
criticize	ينتقد	fear	0.469
scrapie	سكرابي	fear	0.469
jaws	فك	fear	0.469
depressed	مكتئب	fear	0.469
armored	مدرع	fear	0.469
indict	توجيه الاتهام	fear	0.469
aftermath	بعد	fear	0.469
precipice	جرف	fear	0.469
regime	النظام الحاكم	fear	0.469
fierce	عنيف	fear	0.469
breakdown	انفصال	fear	0.469
quiver	ارتجاف	fear	0.469
admonition	تحذير	fear	0.469
foreclose	حبس الرهن	fear	0.469
revoke	سحب	fear	0.469
superstition	خرافة	fear	0.469
overwhelmed	طغت	fear	0.469
subversion	تخريب	fear	0.469
idolatry	الوثنية	fear	0.469
asteroid	الكويكب	fear	0.469
toothache	وجع أسنان	fear	0.469
inmate	سجين	fear	0.469
decomposition	تفكيك	fear	0.469
sinking	غرق	fear	0.469
intrusive	تطفلي	fear	0.469
soulless	لا إنساني	fear	0.469
infidelity	خيانة	fear	0.469
nervous	متوتر	fear	0.469
thresh	درس الحنطة	fear	0.469
startle	جفل	fear	0.469
unhealthy	غير صحي	fear	0.469
spear	رمح	fear	0.468
nasty	مقرف	fear	0.466
worried	قلق	fear	0.466
puma	كوجر	fear	0.465
thirteenth	الثالث عشر	fear	0.465
contraband	تهريب	fear	0.464
insecure	غير آمن	fear	0.461
disturbance	إزعاج	fear	0.459
denunciation	استنكار	fear	0.456
stigma	وصمة عار	fear	0.455
destitute	فقراء	fear	0.455
powerfully	بقوة	fear	0.454
penalty	ضربة جزاء	fear	0.453
derogatory	ازدرائي	fear	0.453
spasm	تشنج	fear	0.453
illicit	غير مشروع	fear	0.453
dinosaur	ديناصور	fear	0.453
disruption	اضطراب	fear	0.453
lockup	اغلق	fear	0.453
restrain	كبح	fear	0.453
rifle	بندقية	fear	0.453
disreputable	سيء السمعة	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	حذر	fear	0.453
quandary	مأزق	fear	0.453
resisting	مقاومة	fear	0.453
rigor	دقة	fear	0.453
stranger	غريب	fear	0.453
penal	جزائي	fear	0.453
grope	تلمس	fear	0.453
scold	أنب	fear	0.453
orphan	يتيم	fear	0.453
resign	استقال	fear	0.453
hydrocephalus	استسقاء	fear	0.453
shrill	شديد	fear	0.453
howl	عواء	fear	0.453
unspeakable	لا يوصف	fear	0.453
wail	عويل	fear	0.453
straits	ضيق	fear	0.453
indoctrination	التلقين	fear	0.453
apprehension	تخوف	fear	0.453
batter	خليط	fear	0.453
arraignment	اتهام	fear	0.450
urgent	العاجلة	fear	0.450
tramp	متشرد	fear	0.440
stress	ضغط عصبى	fear	0.439
behemoth	شخص ضخم جدا	fear	0.439
dominate	تسيطر	fear	0.438
targeting	استهداف	fear	0.438
broke	حطم	fear	0.438
looming	تلوح في الأفق	fear	0.438
tribunal	محكمة	fear	0.438
debacle	هزيمة	fear	0.438
forfeiture	مصادرة	fear	0.438
dislocated	خلع	fear	0.438
infirmity	مرض	fear	0.438
impermeable	كتيم	fear	0.438
predicament	مأزق	fear	0.438
falter	تداعى	fear	0.438
displaced	النازحين	fear	0.438
concealed	مخفي	fear	0.438
illegitimate	غير شرعي	fear	0.438
unprepared	غير مستعد	fear	0.438
scarcity	نقص	fear	0.438
wince	جفل	fear	0.438
mace	صولجان	fear	0.438
expel	يطرد	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	منع	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	جردت	fear	0.438
dentists	أطباء الأسنان	fear	0.438
irreconcilable	لا يقبل المساومة	fear	0.438
bewildered	متحير	fear	0.438
indomitable	لا يقهر	fear	0.438
rheumatism	روماتزم	fear	0.438
accidental	عرضي	fear	0.438
prick	وخزة	fear	0.438
entangled	متورط	fear	0.438
atrophy	ضمور	fear	0.438
asp	آسيا والمحيط الهادئ	fear	0.438
perverse	منحرف	fear	0.438
cabal	عصبة	fear	0.438
yell	قال بصوت عال	fear	0.438
gasping	مبهور	fear	0.438
probation	فترة التجربة	fear	0.438
accuser	المتهم	fear	0.438
insulting	مهين	fear	0.435
mysterious	غامض	fear	0.435
halting	وقف	fear	0.435
rebels	الثوار	fear	0.435
repulsion	تنافر	fear	0.431
glare	وهج	fear	0.430
punitive	عقابي	fear	0.425
sordid	دنيء	fear	0.425
stake	وتد	fear	0.423
tempest	عاصفة	fear	0.423
ultimatum	إنذار	fear	0.422
reticent	كتوم	fear	0.422
bayonet	حربة	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	ايقاف عن العمل	fear	0.422
lament	مرثاة	fear	0.422
burdensome	متعب	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	شاذ	fear	0.422
coyote	القيوط ذئب	fear	0.422
deleterious	مؤذ	fear	0.422
dissident	منشق	fear	0.422
varicella	الحماق	fear	0.422
wilderness	برية	fear	0.422
delusion	وهم	fear	0.422
bigot	متعصب	fear	0.422
unsteady	غير مستقر	fear	0.422
stresses	الضغوط	fear	0.422
offense	جريمة	fear	0.422
heathen	وثني	fear	0.422
prowl	جوس	fear	0.422
troll	القزم	fear	0.422
infamous	سيء السمعة	fear	0.422
disappear	اختفى	fear	0.422
depress	خفض	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	غير طبيعي	fear	0.422
usurped	المغتصبة	fear	0.422
steal	سرقة	fear	0.422
anathema	لعنة	fear	0.422
fainting	إغماء	fear	0.422
alien	كائن فضائي	fear	0.422
extrajudicial	الإعدام خارج نطاق القضاء	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	العدار	fear	0.422
adversity	محنة	fear	0.418
ineptitude	سخافة	fear	0.417
outsider	غريب	fear	0.413
ugliness	قبح	fear	0.410
vulture	نسر	fear	0.410
immoral	عديم الاخلاق	fear	0.410
scar	ندب	fear	0.406
stressful	مجهد	fear	0.406
screech	صياح	fear	0.406
wary	حذر	fear	0.406
disgust	قرف	fear	0.406
stressing	مؤكدا	fear	0.406
deport	طرد	fear	0.406
nausea	غثيان	fear	0.406
resection	بتر	fear	0.406
blackout	انقطع الكهرباء	fear	0.406
disallowed	غير مسموح بها	fear	0.406
insolvent	المفلس	fear	0.406
dismissal	إقالة	fear	0.406
omnipotence	كل القوة	fear	0.406
possession	ملكية	fear	0.406
tearful	مدمع	fear	0.406
disorder	اضطراب	fear	0.406
squall	صرخة	fear	0.406
dominant	مهيمن	fear	0.406
disabled	معاق	fear	0.406
drones	طائرات بدون طيار	fear	0.406
recklessness	تهور	fear	0.406
escape	هرب	fear	0.406
distressed	محزن	fear	0.406
claw	مخلب	fear	0.406
stretcher	نقالة	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	كفارة	fear	0.406
weakly	ضعيف	fear	0.406
rubble	أنقاض	fear	0.406
whimper	تذمر	fear	0.406
ghetto	الغيت حى اليهود	fear	0.406
socialism	اشتراكية	fear	0.405
conspiracy	مؤامرة	fear	0.400
toughness	صلابة	fear	0.400
defection	ارتداد	fear	0.398
absence	غياب	fear	0.396
moan	أنين	fear	0.394
crusade	حملة صليبية	fear	0.392
radon	رادون	fear	0.391
lose	تخسر	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	مشكوك فيه	fear	0.391
unemployed	عاطلين عن العمل	fear	0.391
reject	رفض	fear	0.391
excitation	إثارة	fear	0.391
xanax	زاناكس	fear	0.391
stifled	خنق	fear	0.391
scarecrow	شخص رث الثياب	fear	0.391
concealment	إخفاء	fear	0.391
conquer	يغزو	fear	0.391
discrimination	تمييز	fear	0.391
diagnosis	التشخيص	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	كمين	fear	0.391
separation	انفصال	fear	0.391
overt	علني	fear	0.391
urgency	الاستعجال	fear	0.391
musket	بندقية قديمة	fear	0.391
unrest	اضطراب	fear	0.391
descent	نزول	fear	0.391
avoiding	تجنب	fear	0.391
cyst	كيس	fear	0.391
gulp	بلع	fear	0.391
procedure	إجراء	fear	0.391
submission	تسليم	fear	0.391
hardened	تصلب	fear	0.391
refutation	دحض	fear	0.391
repellent	طارد	fear	0.391
cleave	انفسخ	fear	0.391
suspicion	اشتباه	fear	0.391
poverty	فقر	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	إفلاس	fear	0.391
mental	عقلي	fear	0.391
theocratic	ثيوقراطي	fear	0.391
spaz	spaz	fear	0.391
brimstone	كبريت	fear	0.391
throb	نبض	fear	0.388
outcast	منبوذ	fear	0.388
orc	شركة مصفاة نفط عمان	fear	0.388
disapprove	رفض	fear	0.380
dontpanic	dontpanic	fear	0.378
plea	حجة	fear	0.377
withdrawals	السحب	fear	0.377
pressure	الضغط	fear	0.375
grieve	حزن	fear	0.375
frigate	فرقاطة	fear	0.375
kerosene	كيروسين	fear	0.375
nauseous	بالغثيان	fear	0.375
khan	خان	fear	0.375
expose	تعرض	fear	0.375
ocd	الوسواس القهري	fear	0.375
sneaking	يتسلل	fear	0.375
embarrassment	مشاكل مالية	fear	0.375
bankrupt	مفلس	fear	0.375
dissolution	تحلل	fear	0.375
dentistry	طب الأسنان	fear	0.375
edict	مرسوم	fear	0.375
bunker	القبو	fear	0.375
antsy	نفد صبرك	fear	0.375
chasm	هوة	fear	0.375
escaped	هرب	fear	0.375
whirlpool	دوامة	fear	0.375
interrogate	استجواب	fear	0.375
psychological	نفسي	fear	0.375
obligor	الملتزم	fear	0.375
misconception	سوء فهم	fear	0.375
military	الجيش	fear	0.375
suspected	يشتبه	fear	0.375
locust	جراد	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	سيئة	fear	0.375
coldness	برودة	fear	0.375
taunt	تهكم	fear	0.375
obi	اوبي	fear	0.375
flu	أنفلونزا	fear	0.375
barricade	متراس	fear	0.375
chimera	الكمير كائن خرافي	fear	0.375
sultan	سلطان	fear	0.375
repellant	طارد	fear	0.373
unknown	غير معروف	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	الغيرة	fear	0.365
mug	قدح	fear	0.359
consternation	ذعر	fear	0.359
rebel	متمرد	fear	0.359
conquest	غزو	fear	0.359
mournful	كئيب	fear	0.359
concerned	المعنية	fear	0.359
mandamus	مستعجلا	fear	0.359
onedge	على حافة الهاوية	fear	0.359
recurring	تناوبي	fear	0.359
jaundice	اليرقان	fear	0.359
sectarian	طائفي	fear	0.359
desert	صحراء	fear	0.359
cur	لئيم	fear	0.359
difficult	صعبة	fear	0.359
stint	مهمة	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	وثبة	fear	0.359
spike	تصاعد	fear	0.359
timid	خجول	fear	0.359
wasting	تبذير	fear	0.359
bottomless	لا قعر له	fear	0.359
warned	حذر	fear	0.359
protestant	البروتستانت	fear	0.359
contempt	ازدراء	fear	0.359
exam	امتحان	fear	0.359
depreciation	الاستهلاك	fear	0.359
anomaly	شذوذ	fear	0.359
rejects	يرفض	fear	0.359
pessimism	تشاؤم	fear	0.359
revolution	ثورة	fear	0.359
formidable	هائل	fear	0.359
burke	بيرك	fear	0.359
cautionary	تحذيري	fear	0.359
headaches	الصداع	fear	0.359
bankruptcy	إفلاس	fear	0.359
government	الحكومي	fear	0.359
measles	الحصبة	fear	0.359
languishing	القابعين	fear	0.358
constrain	تجبر	fear	0.358
bane	هلاك	fear	0.356
impeach	شكك	fear	0.354
warden	المراقب	fear	0.354
adverse	معاكس	fear	0.352
lawyer	المحامية	fear	0.349
libel	تشهير	fear	0.348
retrenchment	تخفيض النفقات	fear	0.345
imminent	شيك	fear	0.345
unjustifiable	غير عادل	fear	0.344
knell	قرعة الناقوس	fear	0.344
contentious	إثارة للخلاف	fear	0.344
opposed	معارض	fear	0.344
shame	عار	fear	0.344
avoidance	تجنب	fear	0.344
resistant	مقاومة	fear	0.344
discipline	تهذيب	fear	0.344
defy	تحدى	fear	0.344
belittle	استخف	fear	0.344
fanaticism	تعصب	fear	0.344
bearish	سبحة	fear	0.344
opium	أفيون	fear	0.344
sorrow	حزن	fear	0.344
mri	التصوير بالرنين المغناطيسي	fear	0.344
shaky	متزعزع	fear	0.344
hiss	همسة	fear	0.344
loneliness	الشعور بالوحدة	fear	0.344
swerve	انحرف	fear	0.344
taboo	محرم	fear	0.344
reckless	متهور	fear	0.344
obstacle	عقبة	fear	0.344
launches	إطلاق	fear	0.344
aaaaaaah	aaaaaaah	fear	0.344
verdict	حكم	fear	0.344
servile	ذليل	fear	0.344
hesitation	تردد	fear	0.344
evade	تهرب	fear	0.344
recession	ركود اقتصادي	fear	0.344
eel	الانقليس	fear	0.344
shortage	نقص	fear	0.344
pest	الآفات	fear	0.344
cutter	قاطعة	fear	0.344
psych	النفسى	fear	0.344
parachute	مظلة	fear	0.344
disrespectful	قليل الاحترام للآخرين	fear	0.343
phalanx	كتيبة	fear	0.342
creature	مخلوق	fear	0.340
mortgage	الرهن العقاري	fear	0.331
specter	شبح	fear	0.331
enigmatic	المبهمة	fear	0.329
caution	الحذر	fear	0.328
police	شرطة	fear	0.328
shank	عرقوب	fear	0.328
undesirable	غير مرغوب فيه	fear	0.328
shutdown	اغلق	fear	0.328
dike	سد	fear	0.328
subordinate	المرؤوس	fear	0.328
gametime	وقت اللعب	fear	0.328
remove	إزالة	fear	0.328
smut	سخام	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	حادث	fear	0.328
loom	نول	fear	0.328
supremacy	سيادة	fear	0.328
unlucky	قليل الحظ	fear	0.328
quash	سحق	fear	0.328
hives	قشعريرة	fear	0.328
wimp	واهن	fear	0.328
gladiator	المصارع	fear	0.328
feeling	شعور	fear	0.328
dominion	سلطان	fear	0.328
encumbrance	عبء	fear	0.328
adrift	بلا هدف	fear	0.328
defendant	المدعى عليه	fear	0.328
outpost	المحطة	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	لا معنى له	fear	0.328
wrongly	على خطأ	fear	0.328
bugaboo	بعبع	fear	0.328
weirdo	غريب الأطوار	fear	0.328
ethereal	أثيري	fear	0.328
scarce	نادر	fear	0.327
unsettled	غير مستقر	fear	0.327
antisocial	لا إجتماعي	fear	0.324
astray	ضل	fear	0.320
vigilant	اليقظة	fear	0.319
socialist	الاشتراكي	fear	0.318
halter	حبل المشنقة	fear	0.318
pessimist	متشائم	fear	0.317
pacing	سرعة	fear	0.316
opponent	الخصم	fear	0.312
discontinuity	انقطاع	fear	0.312
conspire	تآمر	fear	0.312
trickery	تحايل	fear	0.312
obsessing	التوجس	fear	0.312
seclusion	عزلة	fear	0.312
whirlwind	زوبعة	fear	0.312
unexpected	غير متوقع	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	حشر	fear	0.312
collusion	تواطؤ	fear	0.312
muzzle	كمامة	fear	0.312
blight	آفة	fear	0.312
foreigner	أجنبي	fear	0.312
chargeable	عرضة للإتهام	fear	0.312
laxative	ملين	fear	0.312
clinical	مرضي	fear	0.312
dentist	دكتورالاسنان	fear	0.312
therapist	المعالج	fear	0.312
deadline	الموعد النهائي	fear	0.312
bewilderment	حيرة	fear	0.312
litigate	قاضى	fear	0.312
nether	سفلي	fear	0.312
thorny	شائك	fear	0.312
valium	الفاليوم	fear	0.312
powerful	قوي	fear	0.312
uneasy	غير مستقر	fear	0.312
unkind	غير لطيف	fear	0.312
ordnance	عتاد	fear	0.312
wimpy	جبان	fear	0.312
overthinking	التفكير الزائد عن اللازم	fear	0.309
doubts	الشكوك	fear	0.308
seriousness	خطورة	fear	0.305
irrational	غير منطقي	fear	0.305
erase	محو	fear	0.303
teasing	إغاظة	fear	0.303
razor	موس الحلاقة	fear	0.303
sweating	تعرق	fear	0.298
reluctant	ممانع	fear	0.297
mage	بركه	fear	0.297
crouching	الرابض	fear	0.297
warning	تحذير	fear	0.297
endless	التي لا نهاية لها	fear	0.297
adjudicate	فصل	fear	0.297
bale	بالة	fear	0.297
inflation	التضخم	fear	0.297
giant	عملاق	fear	0.297
auditor	مدقق حسابات	fear	0.297
medical	طبي	fear	0.297
swamp	مستنقع	fear	0.297
bitch	الكلبة	fear	0.297
mislead	تضليل	fear	0.297
weighty	ثقيل	fear	0.297
avoid	تجنب	fear	0.297
depreciated	تستهلك	fear	0.297
flounder	تخبط	fear	0.297
deflation	الانكماش	fear	0.297
unsurpassed	لا نظير لهما	fear	0.297
dashed	متقطع	fear	0.297
hide	إخفاء	fear	0.297
timidity	خجل	fear	0.297
deluge	غمر	fear	0.287
disinformation	التضليل	fear	0.286
court	محكمة	fear	0.284
aversion	نفور	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	غير ودي	fear	0.281
remains	بقايا	fear	0.281
discourage	تثبيط	fear	0.281
cautious	حذر	fear	0.281
oncoming	مقترب	fear	0.281
flying	طيران	fear	0.281
mistaken	مخطئ	fear	0.281
swelling	تورم	fear	0.281
dwarfed	تتضاءل	fear	0.281
surveillance	مراقبة	fear	0.281
apache	اباتشي	fear	0.281
rush	سرعه	fear	0.281
yelp	عواء	fear	0.281
cartridge	خرطوشة	fear	0.281
fortress	قلعة	fear	0.281
bigoted	متعصب	fear	0.281
notready	notready	fear	0.281
challenge	التحدي	fear	0.281
submitting	تقديم	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ارتباك	fear	0.281
unruly	جامح	fear	0.281
intense	المكثف	fear	0.279
noncompliance	عدم الامتثال	fear	0.276
alerts	التنبيهات	fear	0.276
planes	طائرات	fear	0.274
displeased	مستاء	fear	0.273
cop	شرطي	fear	0.273
unbridled	غير ملجم	fear	0.271
regiment	فوج	fear	0.266
crowds	الحشود	fear	0.266
sentence	جملة او حكم على	fear	0.266
blindfold	عصب العينين	fear	0.266
crouch	انحنى	fear	0.266
belt	حزام	fear	0.266
hooded	ذو غطاء	fear	0.266
uncanny	خارق للطبيعة	fear	0.266
cupping	الحجامة	fear	0.266
sneak	تسلل	fear	0.266
cloak	عباءة	fear	0.266
banger	السجق	fear	0.266
affront	إهانة	fear	0.266
confession	اعتراف	fear	0.266
blemish	عيب	fear	0.266
posse	قوات قليلة	fear	0.266
auditions	تجارب الاداء	fear	0.266
forgotten	نسي	fear	0.266
immerse	غمر	fear	0.266
operation	عملية	fear	0.266
elevation	ارتفاع	fear	0.266
shanghai	شنغهاي	fear	0.266
hood	غطاء محرك السيارة	fear	0.266
problem	مشكلة	fear	0.266
skid	انزلاق	fear	0.266
insomnia	الأرق	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	بهلوان	fear	0.266
flurries	هبات	fear	0.266
force	فرض	fear	0.266
spur	حافز	fear	0.262
defense	دفاع	fear	0.258
mortgagor	مديون	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	يركض	fear	0.250
rascal	الوغد	fear	0.250
standstill	تراوح مكانها	fear	0.250
doubt	شك	fear	0.250
cataract	الساد	fear	0.250
repent	نادم	fear	0.250
unfamiliar	غير مألوف	fear	0.250
delusional	الوهمية	fear	0.250
obliging	ظريف	fear	0.250
hag	عجوز شمطاء	fear	0.250
defend	الدفاع	fear	0.250
guard	حارس	fear	0.250
scapegoat	كبش فداء	fear	0.250
swampy	المستنقعات	fear	0.250
react	تتفاعل	fear	0.250
breakingnews	أخبار عاجلة	fear	0.250
foul	خطأ	fear	0.250
spinster	العانس	fear	0.250
indifference	لا مبالاة	fear	0.250
sunk	غرقت	fear	0.250
picket	وتد	fear	0.250
insect	حشرة	fear	0.250
rating	تقييم	fear	0.250
forewarned	محذر	fear	0.250
indecisive	غير حاسم	fear	0.250
stealthy	مسترق	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	على الارض	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	أعلى	fear	0.236
inequality	عدم المساواة	fear	0.234
rekindle	إحياء	fear	0.234
shrink	وإنكمش	fear	0.234
scaffold	سقالة	fear	0.234
discontent	استياء	fear	0.234
verge	حافة	fear	0.234
psychiatrist	طبيب نفسي	fear	0.234
overdrive	مسنن مضاعفة السرعة	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	تشفع	fear	0.234
pinion	جناح الطائر	fear	0.234
finalized	الانتهاء	fear	0.234
shelters	الملاجئ	fear	0.234
sleepless	الذي لاينام	fear	0.234
dependence	اعتماد	fear	0.234
chicken	دجاج	fear	0.234
instinctive	غريزي	fear	0.234
buzz	شرب حتى الثمالة	fear	0.234
difficulty	صعوبة	fear	0.234
bee	نحلة	fear	0.234
insomniac	بالأرق	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	دولار	fear	0.234
rushing	التسرع	fear	0.233
overslept	أوفيرسليبت	fear	0.226
default	الافتراضي	fear	0.226
confessional	كرسي الاعتراف	fear	0.225
impatient	نافذ الصبر	fear	0.224
immigrant	المهاجر	fear	0.219
heft	الثقل	fear	0.219
sweat	عرق	fear	0.219
waver	تردد	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	بخيل	fear	0.219
thrill	التشويق	fear	0.219
cane	قصب	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ماذا إذا	fear	0.219
tactics	تكتيكات	fear	0.219
veer	انحرف	fear	0.219
unequal	غير متساو	fear	0.219
lastminute	آخر دقيقة	fear	0.219
jungle	أدغال	fear	0.219
bait	طعم	fear	0.219
revelations	الكشف	fear	0.219
blues	البلوز	fear	0.219
overtired	منهك	fear	0.218
prognosis	المراجع	fear	0.217
alertness	تأهب	fear	0.216
hyped	فقت	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	تمنى لي الحظ	fear	0.212
tryouts	الإختبارات	fear	0.210
clowns	المهرجين	fear	0.207
fluctuation	تقلب	fear	0.204
restless	الأرق	fear	0.204
examination	فحص	fear	0.204
intimacy	ألفة	fear	0.203
phew	تفو	fear	0.203
quail	طائر السمان	fear	0.203
hurry	عجل	fear	0.203
uphill	صعدا	fear	0.203
mighty	الجبار	fear	0.203
birth	ولادة	fear	0.203
cross	تعبر	fear	0.203
help	مساعدة	fear	0.203
overcome	التغلب على	fear	0.203
recesses	الخبايا	fear	0.203
acceptances	القبول	fear	0.203
fearless	لا يعرف الخوف	fear	0.200
ware	سلعة	fear	0.198
change	يتغيرون	fear	0.198
withstand	الصمود	fear	0.197
asap	في اسرع وقت ممكن	fear	0.191
owing	مديون	fear	0.188
gnome	قزم	fear	0.188
cautiously	بحذر	fear	0.188
tract	الجهاز	fear	0.188
deadlines	المواعيد النهائية	fear	0.188
heighten	رفع	fear	0.188
attorney	محامي	fear	0.188
bug	بق	fear	0.188
knots	عقدة	fear	0.188
fragile	هش	fear	0.188
rule	قاعدة	fear	0.188
advance	تقدم	fear	0.188
intrigue	دسيسة	fear	0.188
overcoming	التغلب على	fear	0.188
stillness	سكون	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	راقب	fear	0.188
unorganised	غير منظم	fear	0.188
elf	قزم	fear	0.185
stillwaiting	مازلت منتظرا	fear	0.184
lonely	وحيد	fear	0.183
slippery	زلق	fear	0.181
interview	مقابلة	fear	0.180
everyman	كل رجل	fear	0.178
speculation	تخمين	fear	0.176
needtoknow	بحاجة إلى معرفة	fear	0.173
assessment	تقدير	fear	0.172
competition	منافسة	fear	0.172
settlor	المكلف	fear	0.172
rod	قضيب	fear	0.172
checkpoint	نقطة تفتيش	fear	0.172
regulatory	التنظيمية	fear	0.172
worship	عبادة	fear	0.172
shell	الصدف	fear	0.172
readytogo	جاهز للذهاب	fear	0.172
uncertain	غير مؤكد	fear	0.172
unsure	غير متأكد	fear	0.172
birch	جلد	fear	0.172
surprise	مفاجأة	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	قش	fear	0.172
composure	هدوء	fear	0.172
interviewer	مذيع	fear	0.172
less	أقل	fear	0.167
coy	خجول	fear	0.162
