word	Shona-sn	emotion	emotion-intensity-score
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	thank you	joy	0.789
splendor	kubwinya	joy	0.788
amuse	kufadza	joy	0.788
fun	zvinonakidza	joy	0.788
happy	anofara	joy	0.788
enchanted	enchanted	joy	0.781
glorify	rumbidzai	joy	0.781
glad	anofara	joy	0.781
beautiful	runako	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	matenga	joy	0.779
perfection	kukwana	joy	0.779
christmassy	chrismassy	joy	0.779
romance	romance	joy	0.779
thrilling	zvinonakidza	joy	0.776
miraculous	chishamiso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	entertain	joy	0.773
congrats	congrats	joy	0.773
cheers	Mufaro	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	zvinodiwa	joy	0.773
cheered	akafara	joy	0.773
funday	funday	joy	0.772
enjoying	kunakidzwa	joy	0.771
cuddling	kunyorera	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	kufara	joy	0.766
lifeisgood	hupenyu hwakanaka	joy	0.766
thebest	zvakanakisa	joy	0.766
sosweet	kutapirisa	joy	0.766
smiles	inofadza	joy	0.766
delight	kufara	joy	0.765
orgasm	orgasm	joy	0.765
party	sangano	joy	0.765
positive	positive	joy	0.761
cheerfulness	kufara	joy	0.758
miracles	zvishamiso	joy	0.758
sweetheart	mudiwa	joy	0.758
enlighten	kujekesa	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantic	joy	0.750
gratify	gratify	joy	0.750
friendliness	shamwari	joy	0.750
laughs	kuseka	joy	0.750
greatness	ukuru	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	inofadza	joy	0.750
blessings	maropafadzo	joy	0.750
smile	kuseka	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubheri	joy	0.742
enthusiasm	kushingaira	joy	0.742
triumph	kukunda	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	zvemashiripiti	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	chishamiso	joy	0.742
rewarding	mubayiro	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	kubudirira	joy	0.735
luxurious	unyanzvi	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	zvinotyisa	joy	0.734
goodday	zuva rakanaka	joy	0.734
passionate	passionate	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	kukunda	joy	0.734
admiration	kuyemura	joy	0.734
tgif	nkm	joy	0.734
glorification	kukudzwa	joy	0.733
sing	kuimba	joy	0.729
glowing	inopenya	joy	0.729
breathtaking	zvinoshamisa	joy	0.728
fulfillment	kuzadzika	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	thankful	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	award	joy	0.727
atpeace	atpeace	joy	0.727
win	win	joy	0.727
merry	fara	joy	0.727
pleased	anofara	joy	0.725
radiance	radiance	joy	0.725
inspiration	kufemerwa	joy	0.725
uplift	kukwidziridzwa	joy	0.723
optimistic	optimistic	joy	0.723
heaven	denga	joy	0.721
lucky	lucky	joy	0.721
thrill	kufara	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	mazororo	joy	0.721
harmony	harmony	joy	0.719
brighten	kuchena	joy	0.719
lover	lover	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	lovely	joy	0.719
amusement	kufara	joy	0.719
congratulatory	kufadza	joy	0.719
praising	kurumbidza	joy	0.719
thriving	thriving	joy	0.719
perfect	akakwana	joy	0.719
magic	magic	joy	0.712
luckiest	zvakanyanya	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxury	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	pfuma	joy	0.712
achievement	kubudirira	joy	0.712
yay	yay	joy	0.712
holiday	holide	joy	0.712
intimate	hwepedyo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	vanozvikudza	joy	0.704
truelove	rudo rwechokwadi	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	zvinoshamisa	joy	0.703
goodnews	Nhau dzakanaka	joy	0.703
optimism	tariro	joy	0.703
satisfying	kugutsa	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	cherish	joy	0.703
goodlife	hupenyu hwakanaka	joy	0.703
beautification	beautification	joy	0.703
appreciates	anoonga	joy	0.703
winning	winning	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entertained	joy	0.700
excite	mufaro	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	bhavhdhe	joy	0.691
metime	nguva	joy	0.688
favorite	unofarira	joy	0.688
honored	honored	joy	0.688
content	content	joy	0.688
godsend	godsend	joy	0.688
entertaining	kufara	joy	0.688
angelic	ngirozi	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	zvakanyanya	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	anokosha	joy	0.682
majestic	majestic	joy	0.682
appreciated	vanokoshesa	joy	0.682
luscious	kunakidza	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	smiled	joy	0.682
bestfriends	shamwari dzepamoyo	joy	0.682
exaltation	kukudzwa	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	rinopenya	joy	0.682
tranquility	runyararo	joy	0.679
marry	kuroora	joy	0.676
embrace	embrace	joy	0.676
positively	zvakanaka	joy	0.676
dearest	vadiwa zvikuru	joy	0.672
relaxation	kusununguka	joy	0.672
accomplished	zvakaitwa	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	contentment	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	zvakawanda	joy	0.667
victor	victor	joy	0.667
adore	adore	joy	0.667
boisterous	kukakavara	joy	0.667
fulfilled	zvakazadzika	joy	0.667
fulfill	kuzadzisa	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	kubudirira	joy	0.660
romanticism	romanticism	joy	0.656
humor	kuseka	joy	0.656
glow	kupenya	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	inofadza	joy	0.656
appreciation	kuonga	joy	0.656
encouraged	akakurudzirwa	joy	0.656
satisfy	kugutsa	joy	0.656
serenity	kunyarara	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kugutsikana	joy	0.652
treasure	pfuma	joy	0.652
engaged	akabatanidzwa	joy	0.652
praises	rumbidzo	joy	0.652
abundance	zvakawanda	joy	0.652
fortunes	nhare	joy	0.652
relaxing	kunonoka	joy	0.652
praised	kurumbidzwa	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	kuwirirana	joy	0.647
affection	rudo	joy	0.647
relieved	relieved	joy	0.647
carnival	carnival	joy	0.643
divine	Mwari	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniously	joy	0.641
achieve	kubudirira	joy	0.641
thanksgiving	thanksgiving	joy	0.641
jackpot	jackpot	joy	0.641
priceless	inokosha	joy	0.641
sensuality	manzwiro	joy	0.641
champion	champion	joy	0.641
wedding	muchato	joy	0.641
uplifting	kukurudzira	joy	0.641
climax	chinogumira	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	rugare	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	winner	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	kunyaradza	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	kunakidza	joy	0.625
reward	mubayiro	joy	0.625
fondness	kufarira	joy	0.625
hearts	mwoyo	joy	0.625
brighter	kujeka	joy	0.625
sweet	inotapira	joy	0.625
stargazing	stargazing	joy	0.625
festival	mutambo	joy	0.625
snuggling	snuggling	joy	0.625
generosity	kupa	joy	0.625
gorgeous	kunaka	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	zvepabonde	joy	0.622
parade	parade	joy	0.621
applause	applause	joy	0.621
genial	genial	joy	0.621
beauty	runako	joy	0.621
kind	mutsa	joy	0.621
newlife	hupenyu hutsva	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	kuzadzika	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	kunaka	joy	0.613
kiss	kiss	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	kurumbidzwa	joy	0.609
rainbows	rainbows	joy	0.609
generous	kupa	joy	0.609
enlightenment	kujekeswa	joy	0.609
playful	playful	joy	0.609
christmas	Kisimusi	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	dzokazve	joy	0.609
awards	awards	joy	0.609
adorable	zvinofadza	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kuzvimirira	joy	0.607
successful	kubudirira	joy	0.606
onelove	rudo rumwe	joy	0.606
kindness	mutsa	joy	0.606
freely	pachena	joy	0.606
surprises	zvishamiso	joy	0.606
inspired	akafuridzirwa	joy	0.606
hilarity	hilarity	joy	0.606
wonder	chishamiso	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	varaidzo	joy	0.603
whimsical	whimsical	joy	0.603
passion	passion	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	kubuda kwezuva	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	ngirozi	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	kukwana	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	kuremekedza	joy	0.594
inspire	inspire	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	norugare	joy	0.594
jesus	Jesu	joy	0.594
goodies	goodies	joy	0.594
heroic	heroic	joy	0.591
fortune	fortune	joy	0.591
friendship	ushamwari	joy	0.591
singing	kuimba	joy	0.591
exalted	exalted	joy	0.591
summer	zhizha	joy	0.591
highest	akakwirira	joy	0.591
overflowing	overflowing	joy	0.588
contented	contented	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	tariro	joy	0.586
accolade	accolade	joy	0.586
cozy	cozy	joy	0.583
delicious	chinonaka	joy	0.579
friendly	shamwari	joy	0.578
sensuous	sensuous	joy	0.578
darling	mudiwa	joy	0.578
picturesque	picturesque	joy	0.578
raving	raving	joy	0.578
praise	rumbidzo	joy	0.578
everlasting	nokusingaperi	joy	0.578
ambition	chido	joy	0.578
thelife	thelife	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	hongu	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	kunyorera	joy	0.576
sensual	nyama	joy	0.576
heroism	heroin	joy	0.576
succeeding	kubudirira	joy	0.576
grace	nyasha	joy	0.576
peace	rugare	joy	0.576
livelife	Rarama hupenyu	joy	0.574
special	special	joy	0.574
tantalizing	kunakidza	joy	0.572
pumped	pumped	joy	0.567
worthwhile	zvakakodzera	joy	0.562
revels	mheremhere	joy	0.562
prevail	inokunda	joy	0.562
liking	liking	joy	0.562
sunny	sunny	joy	0.562
relax	zorora	joy	0.562
surprise	kushamisika	joy	0.562
hugs	hugs	joy	0.562
admirable	inonakidza	joy	0.562
hero	hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorous	joy	0.562
sweets	sweets	joy	0.562
prosper	kubudirira	joy	0.562
superstar	superstar	joy	0.562
favorable	inofadza	joy	0.561
bless	ropafadza	joy	0.561
tenderness	unyoro	joy	0.561
freedom	rusununguko	joy	0.561
masterpiece	masterpiece	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	kurota	joy	0.559
hopeful	tariro	joy	0.559
home	kumba	joy	0.559
cruising	chikepe	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kutendeka	joy	0.553
closeness	kuswedera pedyo	joy	0.552
eagerness	chido	joy	0.552
comfy	fadza	joy	0.551
sunshine	zuva	joy	0.551
confidence	chivimbo	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	kudenga	joy	0.547
heart	moyo	joy	0.547
completion	kuguma	joy	0.547
good	kugona	joy	0.547
daughter	mwanasikana	joy	0.547
gifts	zvipo	joy	0.547
astonishment	kushamisika	joy	0.547
bonus	bhonasi	joy	0.547
goodmorning	mangwanani akanaka	joy	0.547
lifted	akasimudzwa	joy	0.547
zeal	kushingaira	joy	0.547
illuminate	kujekesa	joy	0.547
gift	chipo	joy	0.547
vacation	vacation	joy	0.547
charmed	charmed	joy	0.546
recreation	kushamwaridzana	joy	0.545
encouragement	kukurudzira	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	dance	joy	0.545
god	mwari	joy	0.545
free	vakasununguka	joy	0.544
freshstart	freshstart	joy	0.544
savior	muponesi	joy	0.543
sanctuary	nzvimbo tsvene	joy	0.541
grandchildren	grandchildren	joy	0.540
wellness	Wellness	joy	0.537
revel	revel	joy	0.534
inspirational	inspirational	joy	0.531
savor	kunhuwirira	joy	0.531
matrimony	matrimoni	joy	0.531
money	mari	joy	0.531
rainbow	rainbow	joy	0.531
confident	chivimbo	joy	0.531
bridal	bridal	joy	0.531
music	mimhanzi	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	mupenyu	joy	0.531
holiness	utsvene	joy	0.531
vitality	simba	joy	0.531
liberation	rusununguko	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	kunonyorera	joy	0.531
soar	soar	joy	0.531
firstborn	matangwe	joy	0.531
elegant	elegant	joy	0.530
mastery	masters	joy	0.530
illumination	kujekesa	joy	0.530
welcomed	akagamuchirwa	joy	0.530
warmth	warmth	joy	0.530
blossom	maruva	joy	0.530
glimmer	glimmer	joy	0.530
faithful	akatendeka	joy	0.529
treat	kubata	joy	0.529
snuggles	inogumburwa	joy	0.522
laurels	laurels	joy	0.521
commendable	zvinorumbidzwa	joy	0.519
powerful	vane simba	joy	0.516
silly	silly	joy	0.516
zest	zest	joy	0.516
presents	zvipo	joy	0.516
succeed	kubudirira	joy	0.516
jingle	jingle	joy	0.516
remarkable	anoshamisa	joy	0.516
greeted	ndakakwazisa	joy	0.516
brotherly	hama	joy	0.516
pride	kuzvikudza	joy	0.516
strengthening	kusimbisa	joy	0.516
aspire	aspire	joy	0.516
abundant	zvakawanda	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	rinokudzwa	joy	0.516
almighty	masimbaose	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	coronation	joy	0.515
kudos	kudos	joy	0.515
vivid	zvakajeka	joy	0.515
leisure	kusununguka	joy	0.515
complete	complete	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	nguva yemhuri	joy	0.515
animated	animated	joy	0.515
spirit	mweya	joy	0.515
thanking	kuvonga	joy	0.515
kid	kid	joy	0.515
shining	shining	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	reunited	joy	0.515
therapeutic	therapeutic	joy	0.515
comfort	nyaradzo	joy	0.515
godly	Mwari	joy	0.514
marriage	muchato	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ukama	joy	0.514
spouse	waroorana	joy	0.507
intimately	zvakananga	joy	0.507
accomplish	kuzadzisa	joy	0.500
excel	zvakanakisisa	joy	0.500
inviting	kukoka	joy	0.500
meritorious	zvakanaka	joy	0.500
diamond	diamond	joy	0.500
nature	nature	joy	0.500
dignity	chiremera	joy	0.500
family	mhuri	joy	0.500
soulful	mweya	joy	0.500
charitable	charitable	joy	0.500
encourage	kukurudzira	joy	0.500
friends	shamwari	joy	0.500
satisfied	kugutsikana	joy	0.500
welcoming	kugamuchira	joy	0.500
healthy	ane utano	joy	0.500
surreal	surreal	joy	0.500
refreshed	akazorodzwa	joy	0.500
beach	beach	joy	0.500
motherhood	amai	joy	0.500
respect	kuremekedza	joy	0.500
gem	gem	joy	0.500
erotic	kukanganisa	joy	0.500
visionary	visionary	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	akabudirira	joy	0.500
christ	christ	joy	0.500
memorable	inokanganwa	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	mwana	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracity	joy	0.500
bloom	bloom	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	utano	joy	0.493
liberty	rusununguko	joy	0.486
approved	akabvumidzwa	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rapture	joy	0.485
engaging	kuita	joy	0.485
crowning	korona	joy	0.485
aspiration	aspiration	joy	0.485
prestige	mukurumbira	joy	0.485
crescendo	crescendo	joy	0.485
gentle	munyoro	joy	0.485
liberate	vakasununguka	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	ropafadzo	joy	0.485
loyal	akavimbika	joy	0.485
inseparable	kusagadzikana	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	kupamba	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	lucky	joy	0.484
creativity	creativity	joy	0.484
destiny	mugumo	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	chocolate	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	kurota	joy	0.484
desire	chido	joy	0.484
boyfriend	mukomana	joy	0.480
commemoration	chiyeuchidzo	joy	0.479
intelligence	njere	joy	0.477
readiness	kugadzirira	joy	0.473
friend	shamwari	joy	0.471
enthusiast	anofarira	joy	0.471
bride	mwenga	joy	0.471
lush	lush	joy	0.470
calming	kunyaradza	joy	0.470
inheritance	nhaka	joy	0.470
kiddo	kiddo	joy	0.470
massage	massage	joy	0.470
tickle	shanduka	joy	0.470
adventure	adventure	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	cherechedza	joy	0.470
goals	zvinangwa	joy	0.469
luster	kuchiva	joy	0.469
giving	kupa	joy	0.469
princess	princess	joy	0.469
heartily	nomwoyo wose	joy	0.469
benevolence	kusununguka	joy	0.469
nurture	kurera	joy	0.469
bridegroom	chikomba	joy	0.469
eternal	nokusingaperi	joy	0.469
pray	kunyengetera	joy	0.469
getaway	ibva ipapo	joy	0.469
humanitarian	kubatsira vanhu	joy	0.469
bonding	bonding	joy	0.469
rest	zorora	joy	0.469
amicable	vanoita zvakanaka	joy	0.469
purring	purring	joy	0.469
pretty	runako	joy	0.469
child	mwana	joy	0.466
salutary	salutary	joy	0.465
invite	kumbira	joy	0.457
reminiscing	kurangarira	joy	0.456
beam	danda	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropical	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	Chishanu	joy	0.455
elevation	elevation	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	mhemberero	joy	0.455
mindfulness	kufunga	joy	0.455
hee	hee	joy	0.455
kindred	hama	joy	0.455
scholarship	scholarship	joy	0.455
befriend	shamwari	joy	0.455
commemorate	chiyeuchidzo	joy	0.453
allure	kukanganisa	joy	0.453
faith	kutenda	joy	0.453
forgiveness	kukanganwira	joy	0.453
scenery	chinzvimbo	joy	0.453
vindication	kutsigira	joy	0.453
waterfall	waterfall	joy	0.453
birth	kuberekwa	joy	0.453
noworries	hapana kunetseka	joy	0.453
approve	bvuma	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	rwendo	joy	0.447
meditation	kufungisisa	joy	0.446
relaxed	wakasununguka	joy	0.442
tranquil	runyararo	joy	0.441
weekend	vhiki	joy	0.441
present	iripo	joy	0.441
tender	tete	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	munyengetero	joy	0.439
sharing	kugovana	joy	0.439
esteem	rukudzo	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	kururama	joy	0.439
share	share	joy	0.438
husband	murume	joy	0.438
life	upenyu	joy	0.438
sonnet	sonnet	joy	0.438
relief	kununurwa	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	newday	joy	0.438
meditate	fungisisa	joy	0.438
mighty	vane simba	joy	0.438
eager	vanoda	joy	0.438
strength	simba	joy	0.438
warm	kudziya	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	shamwari	joy	0.427
oneness	kubatana	joy	0.426
unsurpassed	isina kukwana	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	ameni	joy	0.424
candlelight	candlelight	joy	0.424
reverence	reverence	joy	0.424
healthful	inofadza	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	pfuma	joy	0.422
graduation	kupedza kudzidza	joy	0.422
frisky	frisky	joy	0.422
energy	simba	joy	0.422
calmness	kudzikama	joy	0.422
beginnings	kutanga	joy	0.422
safe	akachengeteka	joy	0.422
musical	mimhanzi	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	kusununguka	joy	0.422
helpful	anobatsira	joy	0.422
soundness	kuchena	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	vimbiso	joy	0.415
reunite	reunite	joy	0.414
salvation	ruponeso	joy	0.412
mother	amai	joy	0.412
poems	nhetembo	joy	0.412
inauguration	kuvhudzirwa	joy	0.409
immaculate	immaculate	joy	0.409
lighten	lighten	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	kufamba	joy	0.409
lavender	lavender	joy	0.409
purify	chichenesa	joy	0.409
clown	clown	joy	0.409
star	nyeredzi	joy	0.406
cash	mari	joy	0.406
heal	kurapa	joy	0.406
completing	kugumisa	joy	0.406
companion	shamwari	joy	0.406
live	kurarama	joy	0.406
flowers	maruva	joy	0.406
wishing	vanoda	joy	0.406
charity	charity	joy	0.406
opportune	mukana	joy	0.406
income	mari	joy	0.403
soul	mweya	joy	0.401
munchies	munchies	joy	0.400
indescribable	kusinganzwisisiki	joy	0.397
progress	kufambira mberi	joy	0.397
emancipation	kusunungurwa	joy	0.397
christian	christian	joy	0.397
hammock	hammock	joy	0.394
together	pamwe chete	joy	0.394
equality	kuenzana	joy	0.394
fullness	kuzara	joy	0.394
picnic	picnic	joy	0.394
calm	nyarara	joy	0.394
childhood	ubwana	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	mafirimu	joy	0.393
zealous	kushingaira	joy	0.393
littlethings	zvinhu zvidiki	joy	0.391
humanity	vanhu	joy	0.391
starry	starry	joy	0.391
playground	nzvimbo yekutamba	joy	0.391
adventures	adventures	joy	0.391
meaningful	zvinoreva	joy	0.391
choir	choir	joy	0.391
affluence	hupfumi	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	chiratidzo	joy	0.387
vow	mhiko	joy	0.382
shopping	shopping	joy	0.382
witty	witty	joy	0.382
communion	kugungano	joy	0.379
vibes	vibes	joy	0.379
worship	kunamata	joy	0.379
jump	svetuka	joy	0.379
reverend	reverend	joy	0.377
advance	mberi	joy	0.375
beaches	beaches	joy	0.375
youth	udiki	joy	0.375
spirits	mweya	joy	0.375
simplicity	nyore	joy	0.375
full	azere	joy	0.375
rising	kuwedzera	joy	0.375
hymn	rwiyo	joy	0.375
unique	rakasiyana	joy	0.375
redeemed	vakadzikinurwa	joy	0.375
scenic	chinoshamisa	joy	0.375
mirth	kufara	joy	0.375
courtship	kusangana	joy	0.375
experience	chiitiko	joy	0.375
reunion	reunion	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	isingakanganwiki	joy	0.375
baptismal	kubhabhatidza	joy	0.368
alliance	kubatana	joy	0.368
grant	kupa	joy	0.366
conciliation	conciliation	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	kucheneswa	joy	0.364
improves	inovandudza	joy	0.364
improve	kuvandudza	joy	0.364
pure	akachena	joy	0.364
authentic	chokwadi	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	kutendeka	joy	0.359
feeling	kunzwa	joy	0.359
devotional	devotional	joy	0.359
proficiency	unyanzvi	joy	0.359
tinsel	tinsel	joy	0.359
revival	rumutsiriro	joy	0.359
sanctify	tsvenesa	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	independent	joy	0.359
cocoa	cocoa	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	choral	joy	0.348
deliverance	kununurwa	joy	0.348
romp	romp	joy	0.348
roaring	kuomba	joy	0.348
melody	rwiyo	joy	0.348
favor	nyasha	joy	0.348
unification	kubatana	joy	0.348
exceed	kudarika	joy	0.348
purpose	chinangwa	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	ikozvino	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	michero	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	musi	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	rwendo nenzira	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	anozvininipisa	joy	0.344
electric	magetsi	joy	0.344
pledge	pledge	joy	0.344
celebrity	celebrity	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	chirikadzi	joy	0.338
snowday	snowday	joy	0.333
young	vaduku	joy	0.333
coffee	coffee	joy	0.333
edification	kuvaka	joy	0.333
obliging	kusunga	joy	0.333
renovation	kugadziridza	joy	0.333
familiarity	unoziva	joy	0.333
garden	munda	joy	0.333
spa	spa	joy	0.333
dawn	dawn	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	shamwari	joy	0.333
gazing	kutarisa	joy	0.333
foodie	foodie	joy	0.331
synchronize	synchronize	joy	0.329
tribulation	kutambudzika	joy	0.328
healing	kuporesa	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Pisarema	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	ruregerero	joy	0.328
respite	respite	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	kunakidzwa	joy	0.318
restorative	kudzorerazve	joy	0.318
