word	Bulgarian-bg	emotion	emotion-intensity-score
exquisite	изискан	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	скъпоценен	joy	0.682
majestic	величествен	joy	0.682
appreciated	оценявам	joy	0.682
luscious	пищен	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	усмихвайки	joy	0.682
bestfriends	най-добри приятели	joy	0.682
exaltation	екзалтация	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Осветява	joy	0.682
tranquility	спокойствие	joy	0.679
marry	се ожени	joy	0.676
embrace	прегръдка	joy	0.676
positively	положително	joy	0.676
dearest	най-скъп	joy	0.672
relaxation	отдих	joy	0.672
accomplished	осъществен	joy	0.672
hug	прегръдка	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	Bday	joy	0.672
grin	хилене	joy	0.672
enliven	съживявам	joy	0.672
contentment	доволство	joy	0.672
hilarious	весел	joy	0.672
giggles	кикот	joy	0.672
bountiful	щедър	joy	0.667
victor	победител	joy	0.667
adore	обожавам	joy	0.667
boisterous	весел	joy	0.667
fulfilled	изпълнено	joy	0.667
fulfill	изпълнила	joy	0.664
cuddles	прегръдки	joy	0.662
prosperous	процъфтяващ	joy	0.660
romanticism	романтизъм	joy	0.656
humor	хумор	joy	0.656
glow	блестя	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	приятен	joy	0.656
appreciation	признателност	joy	0.656
encouraged	поощрявал	joy	0.656
satisfy	посрещам	joy	0.656
serenity	ведрина	joy	0.656
captivate	покорявам	joy	0.656
besties	Най-добрите приятели	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	удовлетворение	joy	0.652
treasure	съкровище	joy	0.652
engaged	ангажиран	joy	0.652
praises	хваления	joy	0.652
abundance	изобилие	joy	0.652
fortunes	развоя	joy	0.652
relaxing	отпускащ	joy	0.652
praised	похвален	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	допълнение	joy	0.647
affection	привързаност	joy	0.647
relieved	облекчена	joy	0.647
carnival	карнавал	joy	0.643
divine	божествен	joy	0.641
saintly	като светец	joy	0.641
harmoniously	хармонично	joy	0.641
achieve	постигане	joy	0.641
thanksgiving	Денят на благодарността	joy	0.641
jackpot	джакпот	joy	0.641
priceless	безценен	joy	0.641
sensuality	чувственост	joy	0.641
champion	шампион	joy	0.641
wedding	сватба	joy	0.641
uplifting	повдигане	joy	0.641
climax	връхна точка	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	спокоен	joy	0.636
twinkle	блестя	joy	0.636
reverie	блян	joy	0.636
exalt	възхвалявам	joy	0.636
winner	победител	joy	0.636
felicity	щастие	joy	0.636
cuddle	сгушвам се	joy	0.636
comforting	успокоителен	joy	0.636
honeymoon	Меден месец	joy	0.636
xoxo	хо хо	joy	0.634
amusing	забавен	joy	0.625
reward	награда	joy	0.625
fondness	привързаност	joy	0.625
hearts	сърца	joy	0.625
brighter	по-светъл	joy	0.625
sweet	сладка	joy	0.625
stargazing	звездите	joy	0.625
festival	фестивал	joy	0.625
snuggling	сгуши	joy	0.625
generosity	щедрост	joy	0.625
gorgeous	разкошен	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	секс	joy	0.622
parade	парад	joy	0.621
applause	аплодисменти	joy	0.621
genial	гениален	joy	0.621
beauty	красота	joy	0.621
kind	мил	joy	0.621
newlife	нов живот	joy	0.618
aspiring	амбициозен	joy	0.618
fulfilling	изпълнение	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	добродетелен	joy	0.613
kiss	целувка	joy	0.610
winnings	печалби	joy	0.609
praiseworthy	достоен за похвала	joy	0.609
rainbows	дъги	joy	0.609
generous	щедър	joy	0.609
enlightenment	просвещение	joy	0.609
playful	закачлив	joy	0.609
christmas	Коледа	joy	0.609
super	супер	joy	0.609
elegance	елегантност	joy	0.609
rekindle	запалвам отново	joy	0.609
awards	награди	joy	0.609
adorable	възхитителен	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	независимост	joy	0.607
successful	успешен	joy	0.606
onelove	една любов	joy	0.606
kindness	доброта	joy	0.606
freely	свободно	joy	0.606
surprises	изненади	joy	0.606
inspired	вдъхновен	joy	0.606
hilarity	веселие	joy	0.606
wonder	чудя се	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	забавление	joy	0.603
whimsical	капризен	joy	0.603
passion	страст	joy	0.603
beautify	разкрасявам	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	изгрев	joy	0.600
godisgood	Бог е добър	joy	0.597
whoo	кукумявка	joy	0.594
angel	ангел	joy	0.594
thankgod	слава Богу	joy	0.594
accomplishment	постижение	joy	0.594
flirt	флиртувам	joy	0.594
goodmusic	добра музика	joy	0.594
snuggled	сгуши	joy	0.594
revere	тача	joy	0.594
inspire	вдъхновяват	joy	0.594
fanfare	фанфара	joy	0.594
peacefully	мирно	joy	0.594
jesus	Исус	joy	0.594
goodies	лакомства	joy	0.594
heroic	героичен	joy	0.591
fortune	богатство	joy	0.591
friendship	приятелство	joy	0.591
singing	пеене	joy	0.591
exalted	екзалтиран	joy	0.591
summer	лято	joy	0.591
highest	най-висока	joy	0.591
overflowing	преизпълнен	joy	0.588
contented	доволен	joy	0.588
woot	Woot	joy	0.588
rollicking	шумен	joy	0.588
hope	надявам се	joy	0.586
accolade	похвала	joy	0.586
cozy	уютен	joy	0.583
delicious	много вкусен	joy	0.579
friendly	приятелски	joy	0.578
sensuous	чувствен	joy	0.578
darling	любимец	joy	0.578
picturesque	живописен	joy	0.578
raving	не на себе си	joy	0.578
praise	възхвала	joy	0.578
everlasting	вечен	joy	0.578
ambition	амбиция	joy	0.578
thelife	живота	joy	0.578
sparkle	блясък	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	щастливката	joy	0.576
flattering	ласкав	joy	0.576
sensual	чувствен	joy	0.576
heroism	героизъм	joy	0.576
succeeding	постигане на успех	joy	0.576
grace	грация	joy	0.576
peace	мир	joy	0.576
livelife	livelife	joy	0.574
special	специален	joy	0.574
tantalizing	мъчителен	joy	0.572
pumped	изпомпва	joy	0.567
worthwhile	си заслужава	joy	0.562
revels	веселби	joy	0.562
prevail	надделее	joy	0.562
liking	вкус	joy	0.562
sunny	слънчево	joy	0.562
relax	отпуснете се	joy	0.562
surprise	изненада	joy	0.562
hugs	прегръдки	joy	0.562
admirable	възхитителен	joy	0.562
hero	герой	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	хумористичен	joy	0.562
sweets	захарни изделия	joy	0.562
prosper	просперира	joy	0.562
superstar	супер звезда	joy	0.562
favorable	благоприятен	joy	0.561
bless	благославям	joy	0.561
tenderness	нежност	joy	0.561
freedom	свобода	joy	0.561
masterpiece	шедьовър	joy	0.561
newyear	нова година	joy	0.561
dreams	сънища	joy	0.559
hopeful	обещаващ	joy	0.559
home	У дома	joy	0.559
cruising	крейсерска	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	вярност	joy	0.553
closeness	близост	joy	0.552
eagerness	пламенност	joy	0.552
comfy	удобен	joy	0.551
sunshine	слънчева светлина	joy	0.551
confidence	увереност	joy	0.547
mistletoe	имел	joy	0.547
elite	елит	joy	0.547
celestial	небесен	joy	0.547
heart	сърце	joy	0.547
completion	завършване	joy	0.547
good	добре	joy	0.547
daughter	дъщеря	joy	0.547
gifts	подаръци	joy	0.547
astonishment	учудване	joy	0.547
bonus	премия	joy	0.547
goodmorning	добро утро	joy	0.547
lifted	повдигна	joy	0.547
zeal	усърдие	joy	0.547
illuminate	озарявам	joy	0.547
gift	подарък	joy	0.547
vacation	ваканция	joy	0.547
charmed	очарован	joy	0.546
recreation	развлечение	joy	0.545
encouragement	насърчаване	joy	0.545
gush	излияния	joy	0.545
sublime	възвишен	joy	0.545
dance	танц	joy	0.545
god	Бог	joy	0.545
free	Безплатно	joy	0.544
freshstart	ново начало	joy	0.544
savior	спасител	joy	0.543
sanctuary	светилище	joy	0.541
grandchildren	внуци	joy	0.540
wellness	уелнес	joy	0.537
revel	пир	joy	0.534
inspirational	вдъхновяващ	joy	0.531
savor	дъх	joy	0.531
matrimony	брак	joy	0.531
money	пари	joy	0.531
rainbow	дъга	joy	0.531
confident	уверен	joy	0.531
bridal	булчински	joy	0.531
music	музика	joy	0.531
fab	FAB	joy	0.531
serene	ведър	joy	0.531
alive	жив	joy	0.531
holiness	светост	joy	0.531
vitality	жизненост	joy	0.531
liberation	освобождение	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	успокояващ	joy	0.531
soar	рея	joy	0.531
firstborn	първороден син	joy	0.531
elegant	елегантен	joy	0.530
mastery	майсторство	joy	0.530
illumination	осветление	joy	0.530
welcomed	приветстваха	joy	0.530
warmth	топлина	joy	0.530
blossom	цвят	joy	0.530
glimmer	проблясък	joy	0.530
faithful	верен	joy	0.529
treat	лечение	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	лаври	joy	0.521
commendable	похвален	joy	0.519
powerful	мощен	joy	0.516
silly	глупав	joy	0.516
zest	жар	joy	0.516
presents	подаръци	joy	0.516
succeed	успявам	joy	0.516
jingle	лесно запомняща се мелодия	joy	0.516
remarkable	забележителен	joy	0.516
greeted	поздрави	joy	0.516
brotherly	братски	joy	0.516
pride	гордост	joy	0.516
strengthening	подсилване	joy	0.516
aspire	аспирирам	joy	0.516
abundant	изобилен	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	блестящ	joy	0.516
almighty	всемогъщ	joy	0.516
fancy	фантазия	joy	0.516
zen	Дзен	joy	0.515
coronation	коронация	joy	0.515
kudos	слава	joy	0.515
vivid	ярък	joy	0.515
leisure	свободно време	joy	0.515
complete	пълен	joy	0.515
cutie	сладурче	joy	0.515
newme	NewME	joy	0.515
familytime	време за семейството	joy	0.515
animated	анимационен	joy	0.515
spirit	дух	joy	0.515
thanking	благодарят	joy	0.515
kid	хлапе	joy	0.515
shining	блестящ	joy	0.515
payday	ден на плащане	joy	0.515
princely	разкошен	joy	0.515
reunited	събира отново	joy	0.515
therapeutic	терапевтичен	joy	0.515
comfort	комфорт	joy	0.515
godly	набожен	joy	0.514
marriage	брак	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	връзка	joy	0.514
spouse	съпруг	joy	0.507
intimately	интимно	joy	0.507
accomplish	постигне	joy	0.500
excel	ексел	joy	0.500
inviting	привлекателен	joy	0.500
meritorious	похвален	joy	0.500
diamond	диамант	joy	0.500
nature	природа	joy	0.500
dignity	достойнство	joy	0.500
family	семейство	joy	0.500
soulful	прекалено емоционален	joy	0.500
charitable	благотворителен	joy	0.500
encourage	насърчавам	joy	0.500
friends	приятели	joy	0.500
satisfied	удовлетворен	joy	0.500
welcoming	гостоприемна	joy	0.500
healthy	здрав	joy	0.500
surreal	нереален	joy	0.500
refreshed	освежени	joy	0.500
beach	плаж	joy	0.500
motherhood	майчинство	joy	0.500
respect	отношение	joy	0.500
gem	скъпоценен камък	joy	0.500
erotic	еротичен	joy	0.500
visionary	мечтател	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	постигнати	joy	0.500
christ	Христос	joy	0.500
memorable	запомнящ се	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	бебе	joy	0.500
purr	мъркане	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	истинност	joy	0.500
bloom	разцвет	joy	0.500
carefree	безгрижен	joy	0.500
aura	аура	joy	0.493
health	здраве	joy	0.493
liberty	свобода	joy	0.486
approved	одобрен	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	оазис	joy	0.486
rapture	възторг	joy	0.485
engaging	привлекателен	joy	0.485
crowning	висш	joy	0.485
aspiration	аспирация	joy	0.485
prestige	престиж	joy	0.485
crescendo	кресчендо	joy	0.485
gentle	лек	joy	0.485
liberate	освобождавам	joy	0.485
betrothed	сгодена	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	дар	joy	0.485
privileged	привилегирован	joy	0.485
loyal	лоялен	joy	0.485
inseparable	неразделен	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	разцвет	joy	0.484
trophy	трофей	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	късмет	joy	0.484
creativity	творчество	joy	0.484
destiny	съдба	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	превъзходство	joy	0.484
bouquet	букет	joy	0.484
chocolate	шоколад	joy	0.484
aloha	алоха	joy	0.484
yummy	вкусен	joy	0.484
dream	мечта	joy	0.484
desire	желание	joy	0.484
boyfriend	гадже	joy	0.480
commemoration	възпоминание	joy	0.479
intelligence	интелигентност	joy	0.477
readiness	готовност	joy	0.473
friend	приятел	joy	0.471
enthusiast	ентусиаст	joy	0.471
bride	булка	joy	0.471
lush	сочен	joy	0.470
calming	успокояващ	joy	0.470
inheritance	наследяване	joy	0.470
kiddo	хлапе	joy	0.470
massage	масаж	joy	0.470
tickle	гъдел	joy	0.470
adventure	приключение	joy	0.470
nostalgia	носталгия	joy	0.470
soothe	утешавам	joy	0.470
goals	цели	joy	0.469
luster	блясък	joy	0.469
giving	давайки	joy	0.469
princess	принцеса	joy	0.469
heartily	от сърце	joy	0.469
benevolence	благосклонност	joy	0.469
nurture	възпитаване	joy	0.469
bridegroom	младоженец	joy	0.469
eternal	вечен	joy	0.469
pray	моля	joy	0.469
getaway	Изчезни	joy	0.469
humanitarian	хуманитарен	joy	0.469
bonding	залепване	joy	0.469
rest	Почивка	joy	0.469
amicable	приятелски	joy	0.469
purring	мъркане	joy	0.469
pretty	красива	joy	0.469
child	дете	joy	0.466
salutary	полезен	joy	0.465
invite	каня	joy	0.457
reminiscing	спомени	joy	0.456
beam	лъч	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропически	joy	0.455
aesthetics	естетика	joy	0.455
friday	петък	joy	0.455
elevation	височина	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	церемония	joy	0.455
mindfulness	внимателност	joy	0.455
hee	хи	joy	0.455
kindred	род	joy	0.455
scholarship	стипендия	joy	0.455
befriend	помагам	joy	0.455
commemorate	чест	joy	0.453
allure	чар	joy	0.453
faith	вяра	joy	0.453
forgiveness	прошка	joy	0.453
scenery	природа	joy	0.453
vindication	реабилитиране	joy	0.453
waterfall	водопад	joy	0.453
birth	раждане	joy	0.453
noworries	няма проблем	joy	0.453
approve	одобрявам	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	пътуване	joy	0.447
meditation	медитация	joy	0.446
relaxed	отпуснат	joy	0.442
tranquil	тих	joy	0.441
weekend	уикенд	joy	0.441
present	настояще	joy	0.441
tender	търг	joy	0.441
nostalgic	носталгичен	joy	0.439
prayer	молитва	joy	0.439
sharing	споделяне	joy	0.439
esteem	почит	joy	0.439
lyrical	лиричен	joy	0.439
righteousness	правдата	joy	0.439
share	дял	joy	0.438
husband	съпруг	joy	0.438
life	живот	joy	0.438
sonnet	сонет	joy	0.438
relief	облекчение	joy	0.438
unbeaten	неизследван	joy	0.438
newday	нов ден	joy	0.438
meditate	медитирам	joy	0.438
mighty	могъщ	joy	0.438
eager	нетърпелив	joy	0.438
strength	сила	joy	0.438
warm	топло	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	приятелю	joy	0.427
oneness	единство	joy	0.426
unsurpassed	ненадминат	joy	0.424
ejaculation	възклицание	joy	0.424
unconstrained	непринуден	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медал	joy	0.424
amen	амин	joy	0.424
candlelight	свещи	joy	0.424
reverence	благоговение	joy	0.424
healthful	здравословен	joy	0.424
carols	коледни песни	joy	0.424
sledding	пързаляне с шейна	joy	0.422
wealth	благосъстояние	joy	0.422
graduation	абитуриентски	joy	0.422
frisky	игрив	joy	0.422
energy	енергия	joy	0.422
calmness	спокойствие	joy	0.422
beginnings	наченки	joy	0.422
safe	сейф	joy	0.422
musical	музикален	joy	0.422
symphony	симфония	joy	0.422
lml	ЛЛМ	joy	0.422
glitter	блясък	joy	0.422
ease	лекота	joy	0.422
helpful	полезен	joy	0.422
soundness	стабилност	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	обещание	joy	0.415
reunite	съберат	joy	0.414
salvation	спасение	joy	0.412
mother	майка	joy	0.412
poems	стихотворения	joy	0.412
inauguration	встъпване в длъжност	joy	0.409
immaculate	безупречен	joy	0.409
lighten	олекоти	joy	0.409
aromatherapy	ароматерапия	joy	0.409
travel	пътуване	joy	0.409
lavender	лавандула	joy	0.409
purify	пречисти	joy	0.409
clown	клоун	joy	0.409
star	звезда	joy	0.406
cash	пари в брой	joy	0.406
heal	лекувам	joy	0.406
completing	завършване	joy	0.406
companion	другар	joy	0.406
live	живея	joy	0.406
flowers	цветя	joy	0.406
wishing	Желаейки	joy	0.406
charity	благотворителност	joy	0.406
opportune	благоприятен	joy	0.406
income	доход	joy	0.403
soul	душа	joy	0.401
munchies	Munchies	joy	0.400
indescribable	неописуем	joy	0.397
progress	прогрес	joy	0.397
emancipation	еманципация	joy	0.397
christian	християнин	joy	0.397
hammock	хамак	joy	0.394
together	заедно	joy	0.394
equality	равенство	joy	0.394
fullness	пълнота	joy	0.394
picnic	пикник	joy	0.394
calm	спокоен	joy	0.394
childhood	детство	joy	0.394
rhythmical	ритмичен	joy	0.394
movies	кино	joy	0.393
zealous	ревностен	joy	0.393
littlethings	малки неща	joy	0.391
humanity	човечество	joy	0.391
starry	звезден	joy	0.391
playground	игрище	joy	0.391
adventures	приключения	joy	0.391
meaningful	смислен	joy	0.391
choir	хор	joy	0.391
affluence	охолство	joy	0.391
warms	затопля	joy	0.391
goofy	шантав	joy	0.391
auspicious	щастлив	joy	0.391
gesture	жест	joy	0.387
vow	обет	joy	0.382
shopping	пазаруване	joy	0.382
witty	остроумен	joy	0.382
communion	общуване	joy	0.379
vibes	вибрации	joy	0.379
worship	преклонение	joy	0.379
jump	скок	joy	0.379
reverend	преподобен	joy	0.377
advance	напредък	joy	0.375
beaches	плажове	joy	0.375
youth	младежта	joy	0.375
spirits	настроение	joy	0.375
simplicity	простота	joy	0.375
full	пълен	joy	0.375
rising	нарастващ	joy	0.375
hymn	химн	joy	0.375
unique	единствен по рода си	joy	0.375
redeemed	изкупил	joy	0.375
scenic	панорамен	joy	0.375
mirth	веселие	joy	0.375
courtship	ухажване	joy	0.375
experience	опит	joy	0.375
reunion	среща	joy	0.375
sonorous	звучен	joy	0.375
unforgettable	незабравим	joy	0.375
baptismal	кръщелен	joy	0.368
alliance	съюз	joy	0.368
grant	даване	joy	0.366
conciliation	помирение	joy	0.364
moonlight	лунна светлина	joy	0.364
sanctification	освещаване	joy	0.364
improves	подобрява	joy	0.364
improve	подобряване на	joy	0.364
pure	чист	joy	0.364
authentic	автентичен	joy	0.364
kitten	коте	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	малини	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	вярност	joy	0.359
feeling	чувство	joy	0.359
devotional	набожен	joy	0.359
proficiency	опитност	joy	0.359
tinsel	сърма	joy	0.359
revival	възраждане	joy	0.359
sanctify	освещавам	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	независим	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	делфин	joy	0.348
choral	хоров	joy	0.348
deliverance	освобождение	joy	0.348
romp	лесна победа	joy	0.348
roaring	рев	joy	0.348
melody	мелодия	joy	0.348
favor	услуга	joy	0.348
unification	уеднаквяване	joy	0.348
exceed	превишава	joy	0.348
purpose	предназначение	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	никаква работа	joy	0.344
voluptuous	сладострастен	joy	0.344
fruits	плодове	joy	0.344
thx	Мерси	joy	0.344
newstart	ново начало	joy	0.344
manicure	маникюр	joy	0.344
date	дата	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Roadtrip	joy	0.344
cookies	бисквитки	joy	0.344
hedonism	хедонизъм	joy	0.344
humble	смирен	joy	0.344
electric	електрически	joy	0.344
pledge	залог	joy	0.344
celebrity	знаменитост	joy	0.342
rhythm	ритъм	joy	0.338
bridesmaid	шаферка	joy	0.338
snowday	снежен ден	joy	0.333
young	млад	joy	0.333
coffee	кафе	joy	0.333
edification	назидание	joy	0.333
obliging	услужлив	joy	0.333
renovation	ремонт	joy	0.333
familiarity	фамилиарност	joy	0.333
garden	градина	joy	0.333
spa	спа	joy	0.333
dawn	разсъмване	joy	0.333
connoisseur	ценител	joy	0.333
partner	партньор	joy	0.333
gazing	взирайки	joy	0.333
foodie	далеч по-приятни	joy	0.331
synchronize	синхронизирам	joy	0.329
tribulation	изпитание	joy	0.328
healing	лечебен	joy	0.328
saint	светец	joy	0.328
chirping	чуруликане	joy	0.328
hobby	хоби	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	коледна песен	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	псалм	joy	0.328
pedicure	педикюр	joy	0.328
amnesty	амнистия	joy	0.328
respite	почивка	joy	0.324
mellow	мек	joy	0.318
lazyday	мързелив ден	joy	0.318
recreational	за развлечение	joy	0.318
restorative	възстановителен	joy	0.318
cousins	братовчеди	joy	0.318
classics	класики	joy	0.318
reconciliation	помирение	joy	0.316
dove	гълъб	joy	0.312
living	жив	joy	0.312
presto	престо	joy	0.312
crafts	занаяти	joy	0.312
recovery	възстановяване	joy	0.312
woods	гори	joy	0.312
sunset	залез	joy	0.312
fitness	фитнес	joy	0.312
playhouse	театър	joy	0.312
superman	свръхчовек	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мъдрост	joy	0.312
deal	сделка	joy	0.312
simplify	опрости	joy	0.312
lord	господар	joy	0.312
sterling	солиден	joy	0.312
progression	прогресия	joy	0.312
relight	запалвам отново	joy	0.312
pony	пони	joy	0.312
infant	бебе	joy	0.309
improvement	подобрение	joy	0.309
absolution	опрощение на греховете	joy	0.306
gently	нежно	joy	0.303
established	установен	joy	0.303
honest	честен	joy	0.303
decorating	декориране	joy	0.303
endless	безкраен	joy	0.303
banquet	банкет	joy	0.303
providing	осигуряване	joy	0.300
mine	моята	joy	0.297
fraternal	братски	joy	0.297
notable	забележителен	joy	0.297
feat	подвиг	joy	0.297
harvest	жътва	joy	0.297
quaint	старомоден	joy	0.297
softly	нежно	joy	0.297
spiritual	духовен	joy	0.297
morals	морал	joy	0.297
lounging	заклещени	joy	0.297
light	светлина	joy	0.297
breeze	полъх	joy	0.297
strolling	странствуващ	joy	0.297
spending	разходи	joy	0.297
meditating	медитират	joy	0.297
joker	джокер	joy	0.297
yearning	копнеж	joy	0.297
growth	растеж	joy	0.297
fervor	плам	joy	0.295
quotes	кавички	joy	0.294
volunteer	доброволец	joy	0.294
psalms	псалми	joy	0.288
hippie	хипи	joy	0.288
gain	печалба	joy	0.288
taoism	даоизма	joy	0.288
midwife	акушерка	joy	0.288
resources	ресурси	joy	0.288
create	създавам	joy	0.288
receiving	получаване	joy	0.287
ocean	океан	joy	0.286
snowfall	снеговалеж	joy	0.286
lsd	ЛСД	joy	0.286
hiking	туризъм	joy	0.283
chill	хлад	joy	0.281
truce	примирие	joy	0.281
infinity	безкрайност	joy	0.281
toast	тост	joy	0.281
destination	дестинация	joy	0.281
buddhist	будист	joy	0.281
rested	отпочинал	joy	0.281
candid	откровен	joy	0.281
evergreen	вечнозелен	joy	0.281
unwind	развивам	joy	0.281
buzzing	бръмчащ	joy	0.281
venerable	почитан	joy	0.279
balance	баланс	joy	0.275
retirement	пенсиониране	joy	0.275
compensate	компенсират	joy	0.273
swim	плуване	joy	0.273
drinks	напитки	joy	0.273
devout	благочестив	joy	0.273
buddha	Буда	joy	0.273
rapt	прехласнат	joy	0.273
fireplace	Пожарна	joy	0.273
snowing	вали сняг	joy	0.271
sublimation	сублимация	joy	0.270
fruity	плодов	joy	0.268
humility	смирение	joy	0.266
paragon	образец	joy	0.266
ministry	министерство	joy	0.266
sunday	неделя	joy	0.266
salute	поздрав	joy	0.266
fortitude	сила на духа	joy	0.266
whim	прищявка	joy	0.266
sun	слънце	joy	0.266
sketching	скициране	joy	0.266
waves	вълни	joy	0.266
buddhism	будизъм	joy	0.266
cathedral	катедрала	joy	0.266
yoga	йога	joy	0.266
artwork	произведения на изкуството	joy	0.265
practiced	практикува	joy	0.264
clean	чист	joy	0.260
found	намерено	joy	0.258
fitting	сглобяване	joy	0.258
immerse	Потопете	joy	0.258
running	бягане	joy	0.258
clarity	яснота	joy	0.258
food	храна	joy	0.258
exercise	упражнение	joy	0.258
autumn	есен	joy	0.254
ardent	пламенен	joy	0.250
fit	годен	joy	0.250
mountain	планина	joy	0.250
expedient	целесъобразен	joy	0.250
diary	дневник	joy	0.250
candles	свещи	joy	0.250
outdoors	на открито	joy	0.250
chilled	охладено	joy	0.250
clap	ръкопляскане	joy	0.250
contagious	заразен	joy	0.250
chirp	весел	joy	0.250
morning	сутрин	joy	0.250
visitor	посетител	joy	0.250
hardy	издръжлив	joy	0.250
countryside	околност	joy	0.250
undying	нестихващ	joy	0.250
football	футбол	joy	0.250
advocacy	застъпничество	joy	0.250
demonstrative	показателен	joy	0.250
cradle	люлка	joy	0.247
trance	транс	joy	0.246
breakfast	закуска	joy	0.242
grow	растат	joy	0.242
pay	плащам	joy	0.242
preservative	консервиращ	joy	0.242
intense	интензивен	joy	0.242
supremacy	надмощие	joy	0.242
church	църква	joy	0.242
procession	шествие	joy	0.242
consecration	освещаване	joy	0.235
lifetime	живот	joy	0.234
nursery	детска ясла	joy	0.234
humbled	смирен	joy	0.234
vote	гласуване	joy	0.234
incense	тамян	joy	0.234
lyre	лира	joy	0.234
candle	свещ	joy	0.234
snowy	снежно	joy	0.234
doll	кукла	joy	0.234
skiing	каране на ски	joy	0.234
ordination	ръкополагане	joy	0.234
art	изкуство	joy	0.234
salary	заплата	joy	0.234
pastry	тестени изделия	joy	0.229
firefly	светулка	joy	0.227
chilling	охлаждане	joy	0.227
remedy	лекарство	joy	0.227
rescue	спасяване	joy	0.225
camping	къмпинг	joy	0.221
perspective	перспектива	joy	0.221
orchard	овощна градина	joy	0.221
orchestra	оркестър	joy	0.221
possess	притежавам	joy	0.219
castle	замък	joy	0.219
lamb	агнешко	joy	0.219
gardens	градини	joy	0.219
breezy	свеж	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	жив	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	погаси	joy	0.212
ribbon	панделка	joy	0.212
pho	тер	joy	0.212
reggae	реге	joy	0.212
raindrops	дъждовни капки	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	преподавам	joy	0.212
nap	дрямка	joy	0.206
stillness	тишина	joy	0.203
chant	песнопение	joy	0.203
hire	наем	joy	0.203
vernal	пролетен	joy	0.203
cove	заливче	joy	0.203
uncontrollable	неудържим	joy	0.203
legalized	легализирани	joy	0.203
unexpected	неочакван	joy	0.203
lights	светлини	joy	0.203
save	спасяване	joy	0.200
atone	компенсирам	joy	0.197
trees	дървета	joy	0.197
pastor	пастор	joy	0.197
symmetry	симетрия	joy	0.197
oneday	един ден	joy	0.197
scripture	Библията	joy	0.196
mountains	планини	joy	0.194
pathway	път	joy	0.188
walking	ходене	joy	0.188
craziness	лудост	joy	0.188
soppy	дъждовен	joy	0.188
tea	чай	joy	0.188
quiet	тих	joy	0.188
forefathers	предци	joy	0.188
liquor	течност	joy	0.188
custom	персонализиран	joy	0.188
whiteness	белота	joy	0.188
